"ple0040","year","e11102","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"No","1997","Employed","vocational + Abi","333","0.963159762455163","0.943224984280163","0.983094540630162","2"
"No","1997","Employed","higher vocational","546","0.932558876886346","0.912131653586121","0.952986100186571","2"
"No","1997","Employed","higher education","1357","0.958327296460963","0.94788529355359","0.968769299368337","2"
"No","1997","Not Employed","middle vocational","1719","0.73439566693881","0.715953010617861","0.752838323259758","2"
"No","1997","Not Employed","vocational + Abi","96","0.834382627007476","0.766143849541039","0.902621404473913","2"
"No","1997","Not Employed","in school","299","0.985192765851582","0.971570724364198","0.998814807338967","2"
"No","1997","Not Employed","higher vocational","123","0.661569947988631","0.59186175855965","0.731278137417612","2"
"No","1997","Employed","middle vocational","4000","0.921137117304904","0.9130548923474","0.929219342262408","2"
"No","1997","Not Employed","higher education","288","0.76349558914006","0.719721542695357","0.807269635584762","2"
"No","1997","Employed","in school","14","","","","2"
"No","1997","Employed","inadequately","200","0.873662907884402","0.829661819327889","0.917663996440915","2"
"No","1997","Employed","general elemantary","1069","0.932672216688223","0.918074445383292","0.947269987993154","2"
"Yes","1997","Not Employed","vocational + Abi","18","","","","1"
"Yes","1997","Not Employed","higher vocational","54","0.338430052011369","0.268721862582388","0.40813824144035","1"
"Yes","1997","Not Employed","higher education","74","0.23650441085994","0.192730364415238","0.280278457304643","1"
"Yes","1997","Employed","in school","","","","","1"
"Yes","1997","Employed","inadequately","19","","","","1"
"Yes","1997","Employed","higher education","50","0.0416727035390365","0.0312307006316625","0.0521147064464104","1"
"Yes","1997","Not Employed","in school","3","","","","1"
"Yes","1997","Not Employed","inadequately","51","0.235953588900931","0.182895243666732","0.28901193413513","1"
"Yes","1997","Not Employed","general elemantary","222","0.216750254020569","0.193379330913608","0.240121177127529","1"
"Yes","1997","Not Employed","middle vocational","484","0.26560433306119","0.247161676740242","0.284046989382139","1"
"Yes","1997","Employed","general elemantary","63","0.0673277833117772","0.0527300120068463","0.0819255546167081","1"
"Yes","1997","Employed","middle vocational","272","0.0788628826950964","0.0707806577375923","0.0869451076526004","1"
"Yes","1997","Employed","vocational + Abi","10","","","","1"
"Yes","1997","Employed","higher vocational","33","0.0674411231136541","0.0470138998134291","0.087868346413879","1"
"No","1998","Not Employed","inadequately","194","0.827527922873673","0.779328391604045","0.8757274541433","2"
"No","1998","Not Employed","middle vocational","1911","0.739618310255243","0.722311833556246","0.75692478695424","2"
"No","1998","Not Employed","general elemantary","1090","0.785612374657349","0.763663406954785","0.807561342359913","2"
"No","1998","Not Employed","vocational + Abi","106","0.818294484854622","0.750696779903291","0.885892189805954","2"
"No","1998","Not Employed","in school","310","0.978481235686064","0.962482359959032","0.994480111413097","2"
"No","1998","Employed","middle vocational","4247","0.930344743543223","0.922917728114052","0.937771758972395","2"
"No","1998","Employed","vocational + Abi","370","0.963575019057864","0.944885553977091","0.982264484138637","2"
"No","1998","Employed","higher vocational","582","0.932304150764047","0.91246525186539","0.952143049662705","2"
"No","1998","Employed","higher education","1481","0.95167952521109","0.94097971468061","0.962379335741569","2"
"No","1998","Not Employed","higher vocational","143","0.65532198934483","0.589781969940004","0.720862008749655","2"
"No","1998","Not Employed","higher education","342","0.771077450165801","0.731412880711719","0.810742019619884","2"
"No","1998","Employed","in school","17","","","","2"
"No","1998","Employed","inadequately","180","0.801952151270423","0.74805103781403","0.855853264726817","2"
"No","1998","Employed","general elemantary","1124","0.925238247130551","0.910313932524761","0.940162561736341","2"
"Yes","1998","Not Employed","vocational + Abi","19","","","","1"
"Yes","1998","Not Employed","higher vocational","59","0.34467801065517","0.279137991250345","0.410218030059996","1"
"Yes","1998","Not Employed","higher education","89","0.228922549834199","0.189257980380116","0.268587119288281","1"
"Yes","1998","Employed","in school","","","","","1"
"Yes","1998","Employed","inadequately","30","0.198047848729577","0.144146735273183","0.25194896218597","1"
"Yes","1998","Employed","higher education","62","0.0483204747889103","0.0376206642584309","0.0590202853193896","1"
"Yes","1998","Not Employed","in school","6","","","","1"
"Yes","1998","Not Employed","inadequately","42","0.172472077126327","0.1242725458567","0.220671608395955","1"
"Yes","1998","Not Employed","general elemantary","253","0.214387625342651","0.192438657640087","0.236336593045215","1"
"Yes","1998","Not Employed","middle vocational","559","0.260381689744757","0.24307521304576","0.277688166443754","1"
"Yes","1998","Employed","general elemantary","69","0.0747617528694488","0.0598374382636587","0.089686067475239","1"
"Yes","1998","Employed","middle vocational","266","0.0696552564567768","0.0622282410276055","0.077082271885948","1"
"Yes","1998","Employed","vocational + Abi","16","","","","1"
"Yes","1998","Employed","higher vocational","34","0.0676958492359526","0.0478569503372947","0.0875347481346104","1"
"No","1999","Not Employed","inadequately","182","0.815756669375131","0.765100419380404","0.866412919369859","2"
"No","1999","Not Employed","middle vocational","1790","0.724394739794531","0.706294731273997","0.742494748315065","2"
"No","1999","Not Employed","general elemantary","1023","0.768883511752721","0.745690186476043","0.7920768370294","2"
"No","1999","Not Employed","vocational + Abi","88","0.788010280860841","0.710203311434089","0.865817250287593","2"
"No","1999","Not Employed","in school","270","0.97806944786418","0.960791061567046","0.995347834161314","2"
"No","1999","Employed","middle vocational","4311","0.921066672054401","0.913281511084671","0.928851833024132","2"
"No","1999","Employed","vocational + Abi","389","0.968871437616597","0.951894956565905","0.985847918667288","2"
"No","1999","Employed","higher vocational","596","0.934798255480132","0.915504742001514","0.95409176895875","2"
"No","1999","Employed","higher education","1485","0.955558114160858","0.945275822466378","0.965840405855339","2"
"No","1999","Not Employed","higher vocational","135","0.664293963028182","0.597496924990262","0.731091001066102","2"
"No","1999","Not Employed","higher education","336","0.778586015224221","0.739112168597221","0.818059861851221","2"
"No","1999","Employed","in school","45","1","1","1","2"
"No","1999","Employed","inadequately","168","0.798564217249505","0.742979381527982","0.854149052971029","2"
"No","1999","Employed","general elemantary","1121","0.931443006363768","0.917055254432103","0.945830758295433","2"
"Yes","1999","Not Employed","vocational + Abi","18","","","","1"
"Yes","1999","Not Employed","higher vocational","57","0.335706036971818","0.268908998933898","0.402503075009738","1"
"Yes","1999","Not Employed","higher education","89","0.221413984775779","0.181940138148779","0.26088783140278","1"
"Yes","1999","Employed","in school","","","","","1"
"Yes","1999","Employed","inadequately","32","0.201435782750494","0.145850947028971","0.257020618472018","1"
"Yes","1999","Employed","higher education","58","0.0444418858391417","0.0341595941446614","0.054724177533622","1"
"Yes","1999","Not Employed","in school","6","","","","1"
"Yes","1999","Not Employed","inadequately","43","0.184243330624869","0.133587080630141","0.234899580619596","1"
"Yes","1999","Not Employed","general elemantary","246","0.231116488247279","0.2079231629706","0.254309813523957","1"
"Yes","1999","Not Employed","middle vocational","551","0.275605260205469","0.257505251684935","0.293705268726003","1"
"Yes","1999","Employed","general elemantary","64","0.0685569936362324","0.0541692417045672","0.0829447455678975","1"
"Yes","1999","Employed","middle vocational","297","0.0789333279455985","0.0711481669758679","0.0867184889153291","1"
"Yes","1999","Employed","vocational + Abi","13","","","","1"
"Yes","1999","Employed","higher vocational","33","0.0652017445198678","0.0459082310412495","0.0844952579984862","1"
"No","2000","Not Employed","inadequately","203","0.861892408693571","0.818243059438727","0.905541757948415","2"
"No","2000","Not Employed","general elemantary","1640","0.816528179839311","0.799483999260725","0.833572360417896","2"
"No","2000","Not Employed","middle vocational","3641","0.756656110536151","0.744382006864169","0.768930214208133","2"
"No","2000","Not Employed","vocational + Abi","250","0.847714665865547","0.80629056808098","0.889138763650113","2"
"No","2000","Not Employed","in school","406","0.985376055080756","0.973784738787743","0.996967371373768","2"
"No","2000","Not Employed","higher vocational","378","0.710624187191152","0.671267901025916","0.749980473356388","2"
"No","2000","Employed","middle vocational","7638","0.930157936271824","0.924622998176875","0.935692874366772","2"
"No","2000","Employed","vocational + Abi","812","0.958550999253177","0.945055444971507","0.972046553534846","2"
"No","2000","Employed","higher vocational","1289","0.924479582830278","0.910503235829412","0.938455929831145","2"
"No","2000","Employed","higher education","2845","0.954560100692423","0.947067433172286","0.96205276821256","2"
"No","2000","Not Employed","higher education","704","0.80384888093904","0.777340875017001","0.830356886861079","2"
"No","2000","Employed","in school","81","0.957785005019794","0.91478427429747","1.00078573574212","2"
"No","2000","Employed","inadequately","137","0.806011773356429","0.745677442827294","0.866346103885565","2"
"No","2000","Employed","general elemantary","1480","0.927776329614497","0.915012500846992","0.940540158382002","2"
"Yes","2000","Not Employed","vocational + Abi","39","0.152285334134453","0.110861236349887","0.19370943191902","1"
"Yes","2000","Not Employed","higher vocational","132","0.289375812808848","0.250019526643612","0.328732098974084","1"
"Yes","2000","Not Employed","higher education","158","0.19615111906096","0.169643113138921","0.222659124982999","1"
"Yes","2000","Employed","in school","3","","","","1"
"Yes","2000","Employed","inadequately","28","","","","1"
"Yes","2000","Employed","higher education","123","0.0454398993075771","0.0379472317874403","0.0529325668277139","1"
"Yes","2000","Not Employed","in school","6","","","","1"
"Yes","2000","Not Employed","inadequately","37","0.138107591306429","0.0944582420515854","0.181756940561273","1"
"Yes","2000","Not Employed","general elemantary","341","0.18347182016069","0.166427639582104","0.200516000739275","1"
"Yes","2000","Not Employed","middle vocational","1054","0.243343889463849","0.231069785791867","0.255617993135831","1"
"Yes","2000","Employed","general elemantary","100","0.0722236703855033","0.0594598416179984","0.0849874991530083","1"
"Yes","2000","Employed","middle vocational","508","0.0698420637281763","0.0643071256332277","0.0753770018231248","1"
"Yes","2000","Employed","vocational + Abi","26","","","","1"
"Yes","2000","Employed","higher vocational","84","0.075520417169722","0.0615440701688555","0.0894967641705885","1"
"No","2001","Not Employed","middle vocational","3280","0.751157934603635","0.738135259898163","0.764180609309106","2"
"No","2001","Not Employed","vocational + Abi","231","0.777679670062244","0.729063035365725","0.826296304758762","2"
"No","2001","Not Employed","inadequately","148","0.834358645863271","0.779898055238582","0.88881923648796","2"
"No","2001","Not Employed","general elemantary","1338","0.806785397955222","0.787688602268896","0.825882193641547","2"
"No","2001","Not Employed","in school","421","0.985529214207413","0.974188925787147","0.996869502627679","2"
"No","2001","Not Employed","higher vocational","337","0.69344323685562","0.651536627479122","0.735349846232119","2"
"No","2001","Employed","middle vocational","6946","0.935730311134806","0.930133816591695","0.941326805677917","2"
"No","2001","Employed","vocational + Abi","770","0.955971084169625","0.941727794585648","0.970214373753601","2"
"No","2001","Employed","higher vocational","1141","0.921783431496621","0.906647861920147","0.936919001073095","2"
"No","2001","Employed","higher education","2621","0.950091202742406","0.941943648923051","0.95823875656176","2"
"No","2001","Not Employed","higher education","650","0.787356702181005","0.759212969942329","0.815500434419681","2"
"No","2001","Employed","in school","121","0.99089122049908","0.974033018223497","1.00774942277466","2"
"No","2001","Employed","inadequately","108","0.799303144622912","0.730976960003615","0.86762932924221","2"
"No","2001","Employed","general elemantary","1365","0.923719653979911","0.910089689173938","0.937349618785885","2"
"Yes","2001","Not Employed","vocational + Abi","50","0.222320329937756","0.173703695241238","0.270936964634275","1"
"Yes","2001","Not Employed","higher vocational","128","0.30655676314438","0.264650153767881","0.348463372520878","1"
"Yes","2001","Not Employed","higher education","162","0.212643297818995","0.184499565580319","0.240787030057671","1"
"Yes","2001","Employed","in school","1","","","","1"
"Yes","2001","Employed","inadequately","24","","","","1"
"Yes","2001","Employed","higher education","123","0.0499087972575942","0.0417612434382395","0.0580563510769489","1"
"Yes","2001","Not Employed","in school","5","","","","1"
"Yes","2001","Not Employed","inadequately","31","0.165641354136729","0.11118076351204","0.220101944761418","1"
"Yes","2001","Employed","vocational + Abi","27","","","","1"
"Yes","2001","Employed","higher vocational","68","0.0782165685033793","0.0630809989269052","0.0933521380798534","1"
"Yes","2001","Not Employed","general elemantary","304","0.193214602044778","0.174117806358453","0.212311397731104","1"
"Yes","2001","Not Employed","middle vocational","954","0.248842065396365","0.235819390690894","0.261864740101837","1"
"Yes","2001","Employed","general elemantary","92","0.0762803460200887","0.0626503812141149","0.0899103108260624","1"
"Yes","2001","Employed","middle vocational","430","0.0642696888651935","0.0586731943220824","0.0698661834083047","1"
"No","2002","Not Employed","middle vocational","3213","0.731992662207451","0.718659195253469","0.745326129161433","2"
"No","2002","Not Employed","vocational + Abi","262","0.819209228211857","0.776299634877381","0.862118821546333","2"
"No","2002","Employed","middle vocational","6898","0.927169932772956","0.921229611896278","0.933110253649634","2"
"No","2002","Employed","vocational + Abi","832","0.956755275186187","0.94320004056674","0.970310509805634","2"
"No","2002","Not Employed","inadequately","135","0.798703485820735","0.737148220736528","0.860258750904942","2"
"No","2002","Not Employed","general elemantary","1253","0.798262518904699","0.778342433344441","0.818182604464958","2"
"No","2002","Employed","higher vocational","1180","0.931226849647257","0.917247967930976","0.945205731363538","2"
"No","2002","Employed","higher education","3446","0.949710657562646","0.94257573384612","0.956845581279171","2"
"No","2002","Not Employed","in school","481","0.980517818057344","0.968242573509638","0.992793062605051","2"
"No","2002","Not Employed","higher vocational","356","0.696867831688195","0.655793852894362","0.737941810482028","2"
"No","2002","Not Employed","higher education","762","0.789886575392709","0.763857271947951","0.815915878837468","2"
"No","2002","Employed","in school","125","0.961563105211318","0.927995074675728","0.995131135746908","2"
"No","2002","Employed","inadequately","98","0.827964034960982","0.760154624207026","0.895773445714938","2"
"No","2002","Employed","general elemantary","1247","0.907201165427542","0.891712064640939","0.922690266214144","2"
"Yes","2002","Not Employed","vocational + Abi","47","0.180790771788143","0.137881178453667","0.223700365122619","1"
"Yes","2002","Not Employed","higher vocational","125","0.303132168311805","0.262058189517972","0.344206147105638","1"
"Yes","2002","Not Employed","higher education","179","0.210113424607291","0.184084121162532","0.236142728052049","1"
"Yes","2002","Employed","in school","1","","","","1"
"Yes","2002","Not Employed","in school","6","","","","1"
"Yes","2002","Not Employed","inadequately","28","","","","1"
"Yes","2002","Not Employed","general elemantary","306","0.201737481095301","0.181817395535042","0.221657566655559","1"
"Yes","2002","Not Employed","middle vocational","1026","0.268007337792549","0.254673870838567","0.281340804746531","1"
"Yes","2002","Employed","inadequately","21","","","","1"
"Yes","2002","Employed","higher education","158","0.0502893424373544","0.0431544187208289","0.05742426615388","1"
"Yes","2002","Employed","vocational + Abi","33","0.0432447248138133","0.0296894901943664","0.0567999594332603","1"
"Yes","2002","Employed","higher vocational","79","0.0687731503527432","0.054794268636462","0.0827520320690244","1"
"Yes","2002","Employed","general elemantary","101","0.0927988345724585","0.0773097337858563","0.108287935359061","1"
"Yes","2002","Employed","middle vocational","453","0.0728300672270442","0.0668897463503661","0.0787703881037223","1"
"No","2003","Not Employed","inadequately","133","0.804991919459409","0.743791102817645","0.866192736101173","2"
"No","2003","Not Employed","general elemantary","1188","0.799594600846584","0.779241606046009","0.819947595647159","2"
"No","2003","Not Employed","middle vocational","3181","0.744400076169264","0.731146508567628","0.757653643770899","2"
"No","2003","Not Employed","vocational + Abi","245","0.838700708448668","0.796441502594879","0.880959914302457","2"
"No","2003","Employed","middle vocational","6525","0.929055144949106","0.923021920204666","0.935088369693547","2"
"No","2003","Employed","vocational + Abi","840","0.95840275583217","0.945142700993834","0.971662810670506","2"
"No","2003","Employed","higher vocational","1113","0.913251077793136","0.897339142730284","0.929163012855988","2"
"No","2003","Employed","higher education","3225","0.94755555009386","0.940048097478023","0.955063002709698","2"
"No","2003","Not Employed","in school","491","0.989538061768251","0.980592817090111","0.99848330644639","2"
"No","2003","Not Employed","higher vocational","353","0.701228390302367","0.660450493814919","0.742006286789816","2"
"No","2003","Not Employed","higher education","774","0.762381755439399","0.735485817505693","0.789277693373105","2"
"No","2003","Employed","in school","116","1","1","1","2"
"No","2003","Employed","inadequately","86","0.798476236576524","0.723170341936146","0.873782131216902","2"
"No","2003","Employed","general elemantary","1170","0.91742385670399","0.902232279674244","0.932615433733736","2"
"Yes","2003","Not Employed","vocational + Abi","46","0.161299291551332","0.119040085697543","0.203558497405121","1"
"Yes","2003","Not Employed","higher vocational","131","0.298771609697633","0.257993713210184","0.339549506185081","1"
"Yes","2003","Not Employed","higher education","188","0.237618244560601","0.210722306626895","0.264514182494307","1"
"Yes","2003","Employed","in school","","","","","1"
"Yes","2003","Not Employed","in school","6","","","","1"
"Yes","2003","Not Employed","inadequately","28","","","","1"
"Yes","2003","Not Employed","general elemantary","298","0.200405399153416","0.180052404352841","0.220758393953992","1"
"Yes","2003","Not Employed","middle vocational","980","0.255599923830736","0.242346356229101","0.268853491432372","1"
"Yes","2003","Employed","inadequately","23","","","","1"
"Yes","2003","Employed","higher education","162","0.0524444499061396","0.0449369972903021","0.059951902521977","1"
"Yes","2003","Employed","general elemantary","91","0.0825761432960103","0.0673845662662643","0.0977677203257562","1"
"Yes","2003","Employed","middle vocational","431","0.0709448550508937","0.0649116303064536","0.0769780797953337","1"
"Yes","2003","Employed","vocational + Abi","31","0.0415972441678298","0.0283371893294938","0.0548572990061659","1"
"Yes","2003","Employed","higher vocational","89","0.0867489222068644","0.0708369871440125","0.102660857269716","1"
"No","2004","Not Employed","inadequately","126","0.79083170580333","0.726174600004708","0.855488811601951","2"
"No","2004","Not Employed","general elemantary","1140","0.787432778907102","0.766213096501906","0.808652461312297","2"
"No","2004","Not Employed","middle vocational","3146","0.73662521274801","0.723225912678517","0.750024512817503","2"
"No","2004","Not Employed","vocational + Abi","244","0.84624420431449","0.804292218591162","0.888196190037819","2"
"No","2004","Employed","middle vocational","6210","0.92479123071953","0.918448814372724","0.931133647066336","2"
"No","2004","Employed","vocational + Abi","839","0.952221368679047","0.93812070781659","0.966322029541504","2"
"No","2004","Employed","higher vocational","1076","0.92412455944766","0.908853366378338","0.939395752516981","2"
"No","2004","Employed","higher education","3142","0.941872112579504","0.933896116988356","0.949848108170652","2"
"No","2004","Not Employed","in school","543","0.998209690630708","0.994660537211744","1.00175884404967","2"
"No","2004","Not Employed","higher vocational","353","0.687104684544572","0.646008202507855","0.72820116658129","2"
"No","2004","Not Employed","higher education","803","0.761098528712512","0.734629965619866","0.787567091805157","2"
"No","2004","Employed","in school","93","1","1","1","2"
"No","2004","Employed","inadequately","80","0.769253159888723","0.68708757902887","0.851418740748576","2"
"No","2004","Employed","general elemantary","1065","0.912783945342968","0.896540109652401","0.929027781033534","2"
"Yes","2004","Not Employed","vocational + Abi","40","0.15375579568551","0.111803809962181","0.195707781408838","1"
"Yes","2004","Not Employed","higher vocational","136","0.312895315455428","0.27179883341871","0.353991797492145","1"
"Yes","2004","Not Employed","higher education","194","0.238901471287488","0.212432908194842","0.265370034380134","1"
"Yes","2004","Employed","in school","","","","","1"
"Yes","2004","Employed","inadequately","21","","","","1"
"Yes","2004","Not Employed","in school","2","","","","1"
"Yes","2004","Not Employed","inadequately","26","","","","1"
"Yes","2004","Not Employed","general elemantary","288","0.212567221092898","0.191347538687703","0.233786903498093","1"
"Yes","2004","Not Employed","middle vocational","1005","0.26337478725199","0.249975487182497","0.276774087321483","1"
"Yes","2004","Employed","higher education","164","0.0581278874204959","0.0501518918293478","0.0661038830116439","1"
"Yes","2004","Employed","general elemantary","94","0.0872160546570324","0.0709722189664661","0.103459890347599","1"
"Yes","2004","Employed","vocational + Abi","40","0.0477786313209533","0.0336779704584964","0.0618792921834102","1"
"Yes","2004","Employed","middle vocational","432","0.0752087692804699","0.0688663529336638","0.081551185627276","1"
"Yes","2004","Employed","higher vocational","79","0.0758754405523404","0.0606042474830187","0.0911466336216621","1"
"No","2005","Not Employed","inadequately","126","0.814478695220926","0.752884592213421","0.876072798228431","2"
"No","2005","Not Employed","general elemantary","1069","0.792092839586019","0.770421434991741","0.813764244180298","2"
"No","2005","Not Employed","middle vocational","2947","0.73162627022421","0.717791895974363","0.745460644474056","2"
"No","2005","Not Employed","vocational + Abi","235","0.835120857053455","0.791734572844057","0.878507141262854","2"
"No","2005","Employed","middle vocational","5869","0.925842053187284","0.91937174277376","0.932312363600808","2"
"No","2005","Employed","vocational + Abi","821","0.961910682435001","0.949035208749448","0.974786156120554","2"
"No","2005","Employed","higher vocational","1023","0.925669261454828","0.910196219628658","0.941142303280997","2"
"No","2005","Employed","higher education","3004","0.940878741046094","0.932656797172168","0.94910068492002","2"
"No","2005","Not Employed","in school","546","0.995095682505106","0.98925735496366","1.00093401004655","2"
"No","2005","Not Employed","higher vocational","317","0.662187926061854","0.618585858204146","0.705789993919563","2"
"No","2005","Not Employed","higher education","807","0.772193832214494","0.746185575077044","0.798202089351944","2"
"No","2005","Employed","in school","99","1","1","1","2"
"No","2005","Employed","inadequately","76","0.82311812293041","0.745148231689957","0.901088014170864","2"
"No","2005","Employed","general elemantary","972","0.91690068257853","0.900212593500522","0.933588771656538","2"
"Yes","2005","Not Employed","vocational + Abi","46","0.164879142946545","0.121492858737146","0.208265427155943","1"
"Yes","2005","Not Employed","higher vocational","135","0.337812073938146","0.294210006080437","0.381414141795854","1"
"Yes","2005","Not Employed","higher education","192","0.227806167785506","0.201797910648056","0.253814424922956","1"
"Yes","2005","Employed","in school","","","","","1"
"Yes","2005","Employed","inadequately","16","","","","1"
"Yes","2005","Not Employed","in school","4","","","","1"
"Yes","2005","Not Employed","inadequately","27","","","","1"
"Yes","2005","Not Employed","general elemantary","278","0.207907160413981","0.186235755819702","0.229578565008259","1"
"Yes","2005","Not Employed","middle vocational","994","0.26837372977579","0.254539355525944","0.282208104025637","1"
"Yes","2005","Employed","higher education","157","0.0591212589539063","0.0508993150799804","0.0673432028278322","1"
"Yes","2005","Employed","general elemantary","79","0.08309931742147","0.0664112283434621","0.0997874064994778","1"
"Yes","2005","Employed","vocational + Abi","28","","","","1"
"Yes","2005","Employed","middle vocational","431","0.0741579468127163","0.0676876363991924","0.0806282572262403","1"
"Yes","2005","Employed","higher vocational","81","0.0743307385451722","0.0588576967190027","0.0898037803713417","1"
"No","2006","Not Employed","inadequately","122","0.769746845397842","0.702374880320109","0.837118810475575","2"
"No","2006","Not Employed","general elemantary","1151","0.770559690077123","0.749065186119746","0.7920541940345","2"
"No","2006","Not Employed","middle vocational","3366","0.730643811848862","0.717662015546972","0.743625608150751","2"
"No","2006","Not Employed","vocational + Abi","254","0.83002426762002","0.787520608557297","0.872527926682744","2"
"No","2006","Employed","middle vocational","6169","0.926762071590728","0.920483869108142","0.933040274073315","2"
"No","2006","Employed","vocational + Abi","887","0.961045563739381","0.948529228079197","0.973561899399565","2"
"No","2006","Employed","higher vocational","1053","0.922902667010339","0.907404705144766","0.938400628875912","2"
"No","2006","Employed","higher education","3233","0.940024402486341","0.93206079965037","0.947988005322311","2"
"No","2006","Not Employed","in school","326","0.993334841685113","0.984542527248843","1.00212715612138","2"
"No","2006","Not Employed","higher vocational","367","0.681566841907824","0.641370492824071","0.721763190991577","2"
"No","2006","Not Employed","higher education","941","0.779377141319786","0.755606553512304","0.803147729127268","2"
"No","2006","Employed","in school","67","0.992225754699428","0.971350681724198","1.01310082767466","2"
"No","2006","Employed","inadequately","74","0.835913189220554","0.760234848184159","0.911591530256949","2"
"No","2006","Employed","general elemantary","950","0.925881168492974","0.909796841023846","0.941965495962101","2"
"Yes","2006","Not Employed","vocational + Abi","46","0.16997573237998","0.127472073317256","0.212479391442703","1"
"Yes","2006","Not Employed","higher vocational","149","0.318433158092176","0.278236809008423","0.358629507175929","1"
"Yes","2006","Not Employed","higher education","228","0.220622858680214","0.196852270872732","0.244393446487696","1"
"Yes","2006","Employed","in school","1","","","","1"
"Yes","2006","Not Employed","middle vocational","1120","0.269356188151138","0.256374391849249","0.282337984453028","1"
"Yes","2006","Employed","inadequately","18","","","","1"
"Yes","2006","Employed","higher education","182","0.0599755975136594","0.0520119946776889","0.0679392003496299","1"
"Yes","2006","Employed","general elemantary","69","0.0741188315070262","0.0580345040378985","0.0902031589761538","1"
"Yes","2006","Employed","middle vocational","446","0.0732379284092717","0.066959725926685","0.0795161308918584","1"
"Yes","2006","Not Employed","in school","3","","","","1"
"Yes","2006","Not Employed","inadequately","28","","","","1"
"Yes","2006","Not Employed","general elemantary","319","0.229440309922877","0.2079458059655","0.250934813880254","1"
"Yes","2006","Employed","vocational + Abi","31","0.038954436260619","0.0264381006004354","0.0514707719208026","1"
"Yes","2006","Employed","higher vocational","85","0.077097332989661","0.0615993711240882","0.0925952948552339","1"
"No","2007","Not Employed","in school","285","0.991040924438304","0.980139467671643","1.00194238120497","2"
"No","2007","Not Employed","inadequately","107","0.784583680807016","0.71574274851898","0.853424613095052","2"
"No","2007","Not Employed","general elemantary","1038","0.794843398843798","0.773001053889533","0.816685743798063","2"
"No","2007","Not Employed","middle vocational","3093","0.731060549359552","0.717545604908431","0.744575493810672","2"
"No","2007","Not Employed","vocational + Abi","234","0.763971818058242","0.715514688680792","0.812428947435692","2"
"No","2007","Employed","middle vocational","5786","0.927083083971135","0.920610230444202","0.933555937498069","2"
"No","2007","Employed","vocational + Abi","845","0.96241746038686","0.949830435148135","0.975004485625584","2"
"No","2007","Employed","higher vocational","959","0.918064714706111","0.90136379660324","0.934765632808982","2"
"No","2007","Employed","higher education","3046","0.93111758400978","0.922393231780569","0.93984193623899","2"
"No","2007","Not Employed","higher vocational","352","0.685511275143645","0.644441985990278","0.726580564297013","2"
"No","2007","Not Employed","higher education","931","0.788179161210849","0.764614895305122","0.811743427116576","2"
"No","2007","Employed","in school","51","1","1","1","2"
"No","2007","Employed","inadequately","65","0.816262166785592","0.731399392253291","0.901124941317893","2"
"No","2007","Employed","general elemantary","830","0.919716754074197","0.901944216822685","0.93748929132571","2"
"Yes","2007","Not Employed","vocational + Abi","61","0.236028181941758","0.187571052564308","0.284485311319208","1"
"Yes","2007","Not Employed","higher vocational","139","0.314488724856355","0.273419435702987","0.355558014009722","1"
"Yes","2007","Not Employed","higher education","224","0.211820838789151","0.188256572883424","0.235385104694878","1"
"Yes","2007","Employed","in school","","","","","1"
"Yes","2007","Not Employed","middle vocational","1042","0.268939450640448","0.255424506189328","0.282454395091569","1"
"Yes","2007","Employed","inadequately","15","","","","1"
"Yes","2007","Employed","higher education","191","0.0688824159902204","0.0601580637610098","0.0776067682194309","1"
"Yes","2007","Employed","general elemantary","68","0.0802832459258026","0.0625107086742905","0.0980557831773148","1"
"Yes","2007","Employed","middle vocational","412","0.0729169160288645","0.0664440625019309","0.079389769555798","1"
"Yes","2007","Not Employed","in school","2","","","","1"
"Yes","2007","Not Employed","inadequately","30","0.215416319192984","0.146575386904948","0.28425725148102","1"
"Yes","2007","Not Employed","general elemantary","275","0.205156601156202","0.183314256201937","0.226998946110467","1"
"Yes","2007","Employed","vocational + Abi","32","0.0375825396131404","0.024995514374416","0.0501695648518647","1"
"Yes","2007","Employed","higher vocational","77","0.0819352852938894","0.0652343671910183","0.0986362033967605","1"
"No","2008","Not Employed","in school","285","0.990103447010981","0.978690930126706","1.00151596389525","2"
"No","2008","Not Employed","inadequately","94","0.786437187373939","0.712178033452318","0.86069634129556","2"
"No","2008","Not Employed","general elemantary","931","0.780775379674217","0.757308591884897","0.804242167463537","2"
"No","2008","Not Employed","middle vocational","2867","0.731740973740162","0.717724090208995","0.745757857271328","2"
"No","2008","Not Employed","vocational + Abi","208","0.773569132486166","0.721998172999796","0.825140091972536","2"
"No","2008","Employed","middle vocational","5481","0.922172072172899","0.915336749826912","0.929007394518886","2"
"No","2008","Employed","vocational + Abi","805","0.954702539627172","0.940639493094715","0.96876558615963","2"
"No","2008","Employed","higher vocational","886","0.915770254916568","0.898210744342179","0.933329765490957","2"
"No","2008","Employed","higher education","2871","0.934919779740097","0.926149884166826","0.943689675313368","2"
"No","2008","Not Employed","higher vocational","327","0.702389855747296","0.660425684541862","0.74435402695273","2"
"No","2008","Not Employed","higher education","933","0.786076155527091","0.762457470197856","0.809694840856326","2"
"No","2008","Employed","in school","63","0.968771972595242","0.926159065537032","1.01138487965345","2"
"No","2008","Employed","inadequately","57","0.879789236135386","0.803605885145866","0.955972587124906","2"
"No","2008","Employed","general elemantary","769","0.915323801965876","0.896349605673733","0.934297998258019","2"
