"ple0040","year","pgisced97","sex","n","percent","lower_confidence","upper_confidence","value"
"Yes","1997","middle vocational","Female","294","0.115370429132121","0.104376937540597","0.126363920723646","1"
"Yes","1997","vocational + Abi","Male","16","","","","1"
"Yes","1997","higher education","Female","53","0.088129614290063","0.0684855843211733","0.107773644258953","1"
"Yes","1997","in school","Male","2","","","","1"
"Yes","1997","in school","Female","1","","","","1"
"Yes","1997","inadequately","Male","35","0.247121936490755","0.186268177878332","0.307975695103178","1"
"Yes","1997","inadequately","Female","35","0.131406365979332","0.091256863999513","0.171555867959152","1"
"Yes","1997","vocational + Abi","Female","12","","","","1"
"Yes","1997","higher vocational","Male","61","0.156409382227568","0.123604770014238","0.189213994440897","1"
"Yes","1997","higher vocational","Female","26","","","","1"
"Yes","1997","higher education","Male","71","0.0859570761223933","0.0683084738866344","0.103605678358152","1"
"No","1998","in school","Female","167","0.967031395834716","0.940269270330437","0.993793521338995","2"
"No","1998","inadequately","Female","227","0.872437068170918","0.831887081296069","0.912987055045767","2"
"No","1998","inadequately","Male","147","0.736565237963552","0.673260856536302","0.799869619390803","2"
"No","1998","general elemantary","Male","804","0.842620542745363","0.819063715693838","0.866177369796887","2"
"No","1998","in school","Male","160","0.993116391755794","0.980384330135371","1.00584845337622","2"
"No","1998","higher vocational","Male","427","0.828957210217679","0.795718583380817","0.862195837054541","2"
"No","1998","higher vocational","Female","298","0.870909026346386","0.834455399420052","0.90736265327272","2"
"No","1998","higher education","Male","991","0.901699621346595","0.883960054975676","0.919439187717513","2"
"No","1998","higher education","Female","832","0.912881929936919","0.894375310600697","0.931388549273141","2"
"No","1998","general elemantary","Female","1410","0.836431688319024","0.818408830493249","0.8544545461448","2"
"No","1998","middle vocational","Male","3000","0.825271608888777","0.812676812097328","0.837866405680227","2"
"No","1998","middle vocational","Female","3158","0.877956729652383","0.867098309526506","0.888815149778259","2"
"No","1998","vocational + Abi","Male","223","0.914625527958082","0.879418766081433","0.94983228983473","2"
"No","1998","vocational + Abi","Female","253","0.93921365427765","0.910660297772962","0.967767010782338","2"
"Yes","1998","general elemantary","Male","114","0.157379457254637","0.133822630203112","0.180936284306162","1"
"Yes","1998","general elemantary","Female","208","0.163568311680975","0.1455454538552","0.181591169506751","1"
"Yes","1998","middle vocational","Male","492","0.174728391111223","0.162133594319773","0.187323187902672","1"
"Yes","1998","middle vocational","Female","333","0.122043270347617","0.111184850221741","0.132901690473494","1"
"Yes","1998","vocational + Abi","Male","19","","","","1"
"Yes","1998","higher education","Female","60","0.0871180700630812","0.0686114507268594","0.105624689399303","1"
"Yes","1998","in school","Male","2","","","","1"
"Yes","1998","in school","Female","4","","","","1"
"Yes","1998","inadequately","Male","39","0.263434762036448","0.200130380609197","0.326739143463698","1"
"Yes","1998","inadequately","Female","33","0.127562931829082","0.0870129449542327","0.168112918703931","1"
"Yes","1998","vocational + Abi","Female","16","","","","1"
"Yes","1998","higher vocational","Male","66","0.171042789782321","0.13780416294546","0.204281416619183","1"
"Yes","1998","higher vocational","Female","27","","","","1"
"Yes","1998","higher education","Male","91","0.0983003786534055","0.0805608122824871","0.116039945024324","1"
"No","1999","in school","Female","159","0.983922114468933","0.964554086177966","1.0032901427599","2"
"No","1999","inadequately","Female","213","0.847499061068375","0.80302394379277","0.89197417834398","2"
"No","1999","inadequately","Male","137","0.749455476835577","0.685069862700089","0.813841090971065","2"
"No","1999","general elemantary","Male","778","0.849701897153319","0.826117550930197","0.873286243376441","2"
"No","1999","in school","Male","156","0.979335279088874","0.957223178527136","1.00144737965061","2"
"No","1999","higher vocational","Male","428","0.857326231220947","0.826327866477925","0.888324595963969","2"
"No","1999","higher vocational","Female","303","0.84914918417336","0.810650589275372","0.887647779071348","2"
"No","1999","higher education","Male","999","0.910736458375022","0.893763135677151","0.927709781072893","2"
"No","1999","higher education","Female","822","0.91383589715154","0.895338132452246","0.932333661850834","2"
"No","1999","general elemantary","Female","1366","0.82528949462884","0.806518620884094","0.844060368373586","2"
"No","1999","middle vocational","Male","2970","0.816115542602937","0.803228029497407","0.829003055708467","2"
"No","1999","middle vocational","Female","3131","0.871891201551875","0.860784018515802","0.882998384587948","2"
"No","1999","vocational + Abi","Male","219","0.903141127402379","0.865644115964484","0.940638138840274","2"
"No","1999","vocational + Abi","Female","258","0.952900855009921","0.927584433322154","0.978217276697688","2"
"Yes","1999","general elemantary","Male","104","0.150298102846681","0.126713756623559","0.173882449069803","1"
"Yes","1999","general elemantary","Female","206","0.17471050537116","0.155939631626414","0.193481379115906","1"
"Yes","1999","middle vocational","Male","501","0.183884457397063","0.170996944291533","0.196771970502593","1"
"Yes","1999","middle vocational","Female","347","0.128108798448125","0.117001615412052","0.139215981484198","1"
"Yes","1999","vocational + Abi","Male","20","","","","1"
"Yes","1999","higher education","Female","62","0.08616410284846","0.0676663381491658","0.104661867547754","1"
"Yes","1999","in school","Male","3","","","","1"
"Yes","1999","in school","Female","3","","","","1"
"Yes","1999","inadequately","Male","37","0.250544523164423","0.186158909028935","0.314930137299911","1"
"Yes","1999","inadequately","Female","38","0.152500938931625","0.10802582165602","0.19697605620723","1"
"Yes","1999","vocational + Abi","Female","11","","","","1"
"Yes","1999","higher vocational","Male","61","0.142673768779053","0.111675404036031","0.173672133522075","1"
"Yes","1999","higher vocational","Female","29","","","","1"
"Yes","1999","higher education","Male","85","0.0892635416249779","0.072290218927107","0.106236864322849","1"
"No","2000","in school","Female","253","0.979124649956747","0.961679523839449","0.996569776074045","2"
"No","2000","inadequately","Male","137","0.798805417219437","0.738542205644891","0.859068628793983","2"
"No","2000","inadequately","Female","203","0.869656459839941","0.826610461986484","0.912702457693398","2"
"No","2000","general elemantary","Male","1014","0.867421551760931","0.847872722932369","0.886970380589493","2"
"No","2000","in school","Male","234","0.982629149792478","0.96603079773789","0.999227501847066","2"
"No","2000","general elemantary","Female","2106","0.858629738416148","0.844705464935002","0.872554011897293","2"
"No","2000","higher vocational","Male","922","0.833417778258265","0.811133854925564","0.855701701590965","2"
"No","2000","higher vocational","Female","745","0.891519466383323","0.870089812737913","0.912949120028733","2"
"No","2000","higher education","Male","1989","0.911486694488729","0.899527605930365","0.923445783047092","2"
"No","2000","higher education","Female","1562","0.924613075741395","0.911931623225035","0.937294528257755","2"
"No","2000","middle vocational","Male","5374","0.83588675783988","0.826734383313489","0.845039132366271","2"
"No","2000","middle vocational","Female","5905","0.887222232568101","0.8795617629309","0.894882702205302","2"
"No","2000","vocational + Abi","Male","473","0.907183050398519","0.881999085095156","0.932367015701883","2"
"No","2000","vocational + Abi","Female","589","0.950048945559724","0.932859936941356","0.967237954178092","2"
"Yes","2000","general elemantary","Male","142","0.132578448239068","0.113029619410506","0.152127277067631","1"
"Yes","2000","general elemantary","Female","299","0.141370261583852","0.127445988102707","0.155294535064998","1"
"Yes","2000","middle vocational","Male","917","0.16411324216012","0.154960867633729","0.173265616686511","1"
"Yes","2000","middle vocational","Female","645","0.112777767431899","0.105117297794698","0.1204382370691","1"
"Yes","2000","vocational + Abi","Male","37","0.0928169496014807","0.0676329842981173","0.118000914904844","1"
"Yes","2000","higher education","Female","103","0.0753869242586047","0.0627054717422446","0.0880683767749649","1"
"Yes","2000","in school","Male","4","","","","1"
"Yes","2000","in school","Female","5","","","","1"
"Yes","2000","inadequately","Male","33","0.201194582780563","0.140931371206017","0.261457794355109","1"
"Yes","2000","inadequately","Female","32","0.130343540160059","0.0872975423066023","0.173389538013516","1"
"Yes","2000","vocational + Abi","Female","28","","","","1"
"Yes","2000","higher vocational","Male","152","0.166582221741735","0.144298298409035","0.188866145074436","1"
"Yes","2000","higher vocational","Female","64","0.108480533616677","0.0870508799712673","0.129910187262087","1"
"Yes","2000","higher education","Male","178","0.0885133055112715","0.076554216952908","0.100472394069635","1"
"No","2001","inadequately","Female","155","0.876045116316992","0.827770744283864","0.924319488350119","2"
"No","2001","general elemantary","Male","879","0.857810489240079","0.836218407465765","0.879402571014392","2"
"No","2001","in school","Female","282","0.988269852580331","0.975747716191215","1.00079198896945","2"
"No","2001","inadequately","Male","101","0.751838821253086","0.678151898467206","0.825525744038966","2"
"No","2001","in school","Male","260","0.985564367152957","0.971176164763878","0.999952569542035","2"
"No","2001","general elemantary","Female","1824","0.855171841604849","0.84009838160931","0.870245301600387","2"
"No","2001","higher vocational","Male","828","0.841291656826146","0.818177096099714","0.864406217552578","2"
"No","2001","higher vocational","Female","650","0.865424619796172","0.840392569898715","0.890456669693629","2"
"No","2001","higher education","Male","1823","0.902219565908661","0.889202437343005","0.915236694474317","2"
"No","2001","higher education","Female","1448","0.920092323091687","0.906619666169184","0.93356498001419","2"
"No","2001","middle vocational","Male","4849","0.839294862667455","0.829717752875765","0.848871972459146","2"
"No","2001","middle vocational","Female","5377","0.887919074385846","0.879910760676989","0.895927388094704","2"
"No","2001","vocational + Abi","Male","444","0.897060115433287","0.869987636618686","0.924132594247888","2"
"No","2001","vocational + Abi","Female","557","0.912899423031478","0.890222879878204","0.935575966184751","2"
"Yes","2001","general elemantary","Male","126","0.142189510759921","0.120597428985608","0.163781592534235","1"
"Yes","2001","general elemantary","Female","270","0.144828158395151","0.129754698399613","0.15990161839069","1"
"Yes","2001","middle vocational","Male","800","0.160705137332545","0.151128027540854","0.170282247124235","1"
"Yes","2001","middle vocational","Female","584","0.112080925614154","0.104072611905296","0.120089239323011","1"
"Yes","2001","vocational + Abi","Male","40","0.102939884566713","0.0758674057521118","0.130012363381314","1"
"Yes","2001","higher education","Female","108","0.0799076769083126","0.0664350199858097","0.0933803338308155","1"
"Yes","2001","in school","Male","4","","","","1"
"Yes","2001","in school","Female","2","","","","1"
"Yes","2001","higher vocational","Female","64","0.134575380203828","0.109543330306371","0.159607430101285","1"
"Yes","2001","higher education","Male","177","0.0977804340913392","0.084763305525683","0.110797562656995","1"
"Yes","2001","inadequately","Male","31","0.248161178746914","0.174474255961035","0.321848101532794","1"
"Yes","2001","inadequately","Female","24","","","","1"
"Yes","2001","vocational + Abi","Female","37","0.0871005769685223","0.0644240338152487","0.109777120121796","1"
"Yes","2001","higher vocational","Male","132","0.158708343173854","0.135593782447422","0.181822903900286","1"
"No","2002","inadequately","Female","144","0.846098297491687","0.791204134224849","0.900992460758525","2"
"No","2002","general elemantary","Male","822","0.843684691799416","0.820604007923045","0.866765375675786","2"
"No","2002","higher vocational","Male","872","0.8378640943806","0.815110803671943","0.860617385089257","2"
"No","2002","higher vocational","Female","664","0.875677405270272","0.851775107343187","0.899579703197358","2"
"No","2002","in school","Female","315","0.996949937425334","0.990870049137272","1.0030298257134","2"
"No","2002","inadequately","Male","89","0.764928343051366","0.687761700077534","0.842094986025198","2"
"No","2002","higher education","Male","2376","0.906522281798178","0.895311355384373","0.917733208211984","2"
"No","2002","higher education","Female","1832","0.909468688705363","0.896749248691721","0.922188128719006","2"
"No","2002","in school","Male","291","0.95926614050339","0.93678505877089","0.98174722223589","2"
"No","2002","general elemantary","Female","1678","0.846732580490818","0.830767845127145","0.862697315854492","2"
"No","2002","middle vocational","Male","4722","0.826644194651901","0.816700083148939","0.836588306154862","2"
"No","2002","middle vocational","Female","5389","0.873270680536292","0.864869222733805","0.881672138338779","2"
"No","2002","vocational + Abi","Male","459","0.914391649662564","0.889818681979603","0.938964617345525","2"
"No","2002","vocational + Abi","Female","635","0.916041328155235","0.895135611648433","0.936947044662037","2"
"Yes","2002","general elemantary","Male","129","0.156315308200585","0.133234624324214","0.179395992076955","1"
"Yes","2002","general elemantary","Female","278","0.153267419509182","0.137302684145508","0.169232154872855","1"
"Yes","2002","middle vocational","Male","845","0.173355805348099","0.163411693845138","0.183299916851061","1"
"Yes","2002","middle vocational","Female","634","0.126729319463708","0.118327861661221","0.135130777266195","1"
"Yes","2002","in school","Male","6","","","","1"
"Yes","2002","in school","Female","1","","","","1"
"Yes","2002","inadequately","Male","27","","","","1"
"Yes","2002","inadequately","Female","22","","","","1"
"Yes","2002","vocational + Abi","Male","39","0.0856083503374362","0.0610353826544752","0.110181318020397","1"
"Yes","2002","higher education","Female","123","0.0905313112946367","0.077811871280994","0.103250751308279","1"
"Yes","2002","higher vocational","Female","68","0.124322594729728","0.100420296802642","0.148224892656814","1"
"Yes","2002","higher education","Male","214","0.0934777182018218","0.0822667917880162","0.104688644615627","1"
"Yes","2002","vocational + Abi","Female","41","0.0839586718447649","0.0630529553379631","0.104864388351567","1"
"Yes","2002","higher vocational","Male","136","0.1621359056194","0.139382614910743","0.184889196328057","1"
"No","2003","in school","Female","314","0.997913240192048","0.992873879567747","1.00295260081635","2"
"No","2003","inadequately","Male","86","0.790267898882688","0.714187746675396","0.86634805108998","2"
"No","2003","inadequately","Female","133","0.812180605329873","0.751662597227064","0.872698613432683","2"
"No","2003","general elemantary","Male","790","0.845361354745983","0.82194708768666","0.868775621805307","2"
"No","2003","higher vocational","Male","832","0.832383876659695","0.808950066472713","0.855817686846677","2"
"No","2003","higher vocational","Female","634","0.853762868059874","0.827772263694228","0.879753472425521","2"
"No","2003","higher education","Male","2236","0.889655174516739","0.877266285757566","0.902044063275911","2"
"No","2003","higher education","Female","1763","0.907793142614174","0.894756595330727","0.920829689897621","2"
"No","2003","in school","Male","293","0.984971804086648","0.971158254778378","0.998785353394917","2"
"No","2003","general elemantary","Female","1568","0.851404642964761","0.835112637545881","0.86769664838364","2"
"No","2003","middle vocational","Male","4524","0.835267545275192","0.825302661299201","0.845232429251182","2"
"No","2003","middle vocational","Female","5182","0.873062026576764","0.864490125007322","0.881633928146205","2"
"No","2003","vocational + Abi","Male","447","0.915974692740312","0.891259033309455","0.94069035217117","2"
"No","2003","vocational + Abi","Female","638","0.930418689996464","0.91126648606406","0.949570893928868","2"
"Yes","2003","general elemantary","Male","126","0.154638645254017","0.131224378194693","0.17805291231334","1"
"Yes","2003","general elemantary","Female","263","0.148595357035239","0.13230335161636","0.164887362454119","1"
"Yes","2003","middle vocational","Male","799","0.164732454724808","0.154767570748818","0.174697338700799","1"
"Yes","2003","middle vocational","Female","612","0.126937973423236","0.118366071853795","0.135509874992678","1"
"Yes","2003","in school","Male","5","","","","1"
"Yes","2003","in school","Female","1","","","","1"
"Yes","2003","inadequately","Male","24","","","","1"
"Yes","2003","inadequately","Female","27","","","","1"
"Yes","2003","vocational + Abi","Male","37","0.0840253072596878","0.0593096478288303","0.108740966690545","1"
"Yes","2003","higher education","Female","129","0.0922068573858257","0.0791703101023786","0.105243404669273","1"
"Yes","2003","vocational + Abi","Female","40","0.0695813100035357","0.0504291060711319","0.0887335139359395","1"
"Yes","2003","higher vocational","Male","144","0.167616123340305","0.144182313153323","0.191049933527287","1"
"Yes","2003","higher vocational","Female","76","0.146237131940126","0.120246527574479","0.172227736305772","1"
"Yes","2003","higher education","Male","221","0.110344825483261","0.0979559367240891","0.122733714242433","1"
"No","2004","in school","Female","328","0.998807380557596","0.995077954885792","1.0025368062294","2"
"No","2004","inadequately","Male","80","0.760627089057256","0.677819259838878","0.843434918275634","2"
"No","2004","inadequately","Female","126","0.799640558272263","0.735797757573611","0.863483358970916","2"
"No","2004","general elemantary","Male","722","0.837223233608074","0.812303055150451","0.862143412065698","2"
"No","2004","higher vocational","Male","795","0.829696325118682","0.80561492356031","0.853777726677055","2"
"No","2004","higher vocational","Female","634","0.860821180823671","0.835325036540539","0.886317325106802","2"
"No","2004","higher education","Male","2199","0.883476474129129","0.870701039404615","0.896251908853644","2"
"No","2004","higher education","Female","1746","0.902589985896107","0.88918654742967","0.915993424362545","2"
"No","2004","in school","Male","308","0.998116091287558","0.993281171124078","1.00295101145104","2"
"No","2004","general elemantary","Female","1483","0.841380528002119","0.824235060590346","0.858525995413892","2"
"No","2004","middle vocational","Male","4356","0.828347782165987","0.818063214481904","0.83863234985007","2"
"No","2004","middle vocational","Female","5000","0.865774516300438","0.856869138375117","0.874679894225759","2"
"No","2004","vocational + Abi","Male","448","0.91589748872613","0.891247795058889","0.940547182393371","2"
"No","2004","vocational + Abi","Female","635","0.929517123395703","0.910222102614236","0.94881214417717","2"
"Yes","2004","general elemantary","Male","121","0.162776766391925","0.137856587934302","0.187696944849549","1"
"Yes","2004","general elemantary","Female","261","0.158619471997881","0.141474004586108","0.175764939409654","1"
"Yes","2004","middle vocational","Male","808","0.171652217834013","0.16136765014993","0.181936785518096","1"
"Yes","2004","middle vocational","Female","629","0.134225483699562","0.125320105774241","0.143130861624883","1"
"Yes","2004","vocational + Abi","Male","39","0.0841025112738696","0.0594528176066286","0.108752204941111","1"
"Yes","2004","in school","Male","1","","","","1"
"Yes","2004","in school","Female","1","","","","1"
"Yes","2004","inadequately","Male","22","","","","1"
"Yes","2004","inadequately","Female","25","","","","1"
"Yes","2004","higher education","Female","134","0.0974100141038927","0.0840065756374548","0.110813452570331","1"
"Yes","2004","vocational + Abi","Female","41","0.0704828766042971","0.0511878558228298","0.0897778973857644","1"
"Yes","2004","higher vocational","Female","74","0.139178819176329","0.113682674893198","0.164674963459461","1"
"Yes","2004","higher vocational","Male","141","0.170303674881318","0.146222273322945","0.19438507643969","1"
"Yes","2004","higher education","Male","224","0.116523525870871","0.103748091146356","0.129298960595385","1"
"No","2005","in school","Female","338","0.998796422614184","0.995105595175976","1.00248725005239","2"
"No","2005","inadequately","Male","81","0.782068469223352","0.702340279786052","0.861796658660651","2"
"No","2005","inadequately","Female","121","0.853973619148891","0.795891586441813","0.912055651855969","2"
"No","2005","general elemantary","Male","666","0.845088460018109","0.819696644097708","0.870480275938509","2"
"No","2005","higher vocational","Male","747","0.82023801162376","0.795053053157261","0.845422970090259","2"
"No","2005","higher vocational","Female","593","0.877386562658156","0.852420166927636","0.902352958388675","2"
"No","2005","higher education","Male","2104","0.896457750429326","0.88401745869697","0.908898042161681","2"
"No","2005","higher education","Female","1707","0.891324081696623","0.877164722974139","0.905483440419108","2"
"No","2005","in school","Male","307","0.992841392971385","0.983456670306826","1.00222611563594","2"
"No","2005","general elemantary","Female","1375","0.847964561401361","0.830469313557693","0.865459809245029","2"
"No","2005","middle vocational","Male","4056","0.824538399454746","0.813866673449105","0.835210125460388","2"
"No","2005","middle vocational","Female","4760","0.870397994275042","0.861407367080729","0.879388621469355","2"
"No","2005","vocational + Abi","Male","432","0.924877858874436","0.900971368645068","0.948784349103804","2"
"No","2005","vocational + Abi","Female","624","0.930187262954334","0.910789848127616","0.949584677781052","2"
"Yes","2005","general elemantary","Male","114","0.154911539981891","0.129519724061491","0.180303355902292","1"
"Yes","2005","general elemantary","Female","243","0.152035438598639","0.134540190754971","0.169530686442307","1"
"Yes","2005","middle vocational","Male","824","0.175461600545254","0.164789874539612","0.186133326550895","1"
"Yes","2005","middle vocational","Female","601","0.129602005724958","0.120611378530645","0.138592632919271","1"
"Yes","2005","vocational + Abi","Male","35","0.0751221411255642","0.0512156508961961","0.0990286313549323","1"
"Yes","2005","in school","Male","3","","","","1"
"Yes","2005","in school","Female","1","","","","1"
"Yes","2005","inadequately","Male","22","","","","1"
"Yes","2005","inadequately","Female","21","","","","1"
"Yes","2005","higher education","Female","149","0.108675918303377","0.0945165595808925","0.122835277025861","1"
"Yes","2005","vocational + Abi","Female","39","0.0698127370456658","0.0504153222189482","0.0892101518723835","1"
"Yes","2005","higher vocational","Female","70","0.122613437341845","0.097647041611325","0.147579833072364","1"
"Yes","2005","higher vocational","Male","146","0.17976198837624","0.154577029909741","0.204946946842739","1"
"Yes","2005","higher education","Male","200","0.103542249570674","0.0911019578383188","0.11598254130303","1"
"No","2006","in school","Female","197","0.992378894662741","0.980296047148937","1.00446174217655","2"
"No","2006","inadequately","Male","77","0.771691110555274","0.688587821487034","0.854794399623513","2"
"No","2006","inadequately","Female","119","0.822560811193844","0.760162099373015","0.884959523014673","2"
"No","2006","general elemantary","Male","656","0.829929188197455","0.803444567603482","0.856413808791428","2"
"No","2006","higher vocational","Male","787","0.818636692287306","0.794043632716458","0.843229751858154","2"
"No","2006","higher vocational","Female","633","0.880387605023925","0.85653486122139","0.904240348826461","2"
"No","2006","higher education","Male","2311","0.892353754789619","0.880331369160679","0.90437614041856","2"
"No","2006","higher education","Female","1863","0.896166554634175","0.882900061773335","0.909433047495015","2"
"No","2006","in school","Male","196","0.993828344908598","0.982919669760671","1.00473702005652","2"
"No","2006","general elemantary","Female","1445","0.834340791039841","0.816750663868479","0.851930918211203","2"
"No","2006","middle vocational","Male","4382","0.826201529266205","0.815974629465595","0.836428429066815","2"
"No","2006","middle vocational","Female","5153","0.865741255188439","0.856987569876359","0.874494940500519","2"
"No","2006","vocational + Abi","Male","450","0.925628837983837","0.902254133332277","0.949003542635397","2"
"No","2006","vocational + Abi","Female","691","0.92727295885007","0.90848620184535","0.946059715854791","2"
"Yes","2006","general elemantary","Male","117","0.170070811802545","0.143586191208572","0.196555432396518","1"
"Yes","2006","general elemantary","Female","271","0.165659208960159","0.148069081788797","0.183249336131521","1"
"Yes","2006","middle vocational","Male","892","0.173798470733795","0.163571570933185","0.184025370534405","1"
"Yes","2006","middle vocational","Female","674","0.134258744811561","0.125505059499481","0.143012430123641","1"
"Yes","2006","inadequately","Female","25","","","","1"
"Yes","2006","vocational + Abi","Male","34","0.0743711620161625","0.0509964573646026","0.0977458666677225","1"
"Yes","2006","higher education","Female","168","0.103833445365825","0.0905669525049848","0.117099938226665","1"
"Yes","2006","vocational + Abi","Female","43","0.0727270411499297","0.0539402841452094","0.0915137981546501","1"
"Yes","2006","higher vocational","Male","156","0.181363307712694","0.156770248141846","0.205956367283542","1"
"Yes","2006","in school","Male","2","","","","1"
"Yes","2006","in school","Female","2","","","","1"
"Yes","2006","inadequately","Male","21","","","","1"
"Yes","2006","higher vocational","Female","78","0.119612394976075","0.0957596511735394","0.14346513877861","1"
"Yes","2006","higher education","Male","242","0.107646245210381","0.0956238595814404","0.119668630839321","1"
"No","2007","in school","Male","159","0.990690893155527","0.975810610099136","1.00557117621192","2"
"No","2007","in school","Female","177","0.99439262187848","0.983422866125116","1.00536237763184","2"
"No","2007","inadequately","Male","61","0.734704321861369","0.63855926372074","0.830849380001998","2"
"No","2007","inadequately","Female","111","0.849511990344399","0.789420310811274","0.909603669877523","2"
"No","2007","general elemantary","Male","583","0.840162003134843","0.812739470280488","0.867584535989197","2"
"No","2007","higher vocational","Male","739","0.798060144303438","0.771700589502421","0.824419699104454","2"
"No","2007","higher vocational","Female","572","0.890965660649445","0.866742452315014","0.915188868983876","2"
"No","2007","higher education","Male","2170","0.887526492593005","0.874909801408711","0.900143183777299","2"
"No","2007","higher education","Female","1807","0.894556441586563","0.881038809111309","0.908074074061816","2"
"No","2007","general elemantary","Female","1285","0.8484291707875","0.830430983012865","0.866427358562135","2"
"No","2007","middle vocational","Male","4083","0.83064943890729","0.820150059118299","0.841148818696282","2"
"No","2007","middle vocational","Female","4796","0.864922937976041","0.855832439464197","0.874013436487885","2"
"No","2007","vocational + Abi","Male","430","0.91244623774239","0.886838794824465","0.938053680660315","2"
"No","2007","vocational + Abi","Female","649","0.907884442867956","0.886522362719961","0.92924652301595","2"
"Yes","2007","general elemantary","Male","103","0.159837996865157","0.132415464010803","0.187260529719512","1"
"Yes","2007","general elemantary","Female","240","0.1515708292125","0.133572641437865","0.169569016987135","1"
"Yes","2007","middle vocational","Male","819","0.16935056109271","0.158851181303718","0.179849940881701","1"
"Yes","2007","middle vocational","Female","635","0.135077062023959","0.125986563512115","0.144167560535804","1"
"Yes","2007","inadequately","Female","25","","","","1"
"Yes","2007","vocational + Abi","Male","38","0.0875537622576104","0.0619463193396853","0.113161205175535","1"
"Yes","2007","higher education","Female","176","0.105443558413437","0.091925925938184","0.118961190888691","1"
"Yes","2007","vocational + Abi","Female","55","0.0921155571320445","0.0707534769840496","0.113477637280039","1"
"Yes","2007","higher vocational","Male","152","0.201939855696562","0.175580300895546","0.228299410497579","1"
"Yes","2007","in school","Male","1","","","","1"
"Yes","2007","in school","Female","1","","","","1"
"Yes","2007","inadequately","Male","20","","","","1"
"Yes","2007","higher vocational","Female","64","0.109034339350555","0.0848111310161236","0.133257547684986","1"
"Yes","2007","higher education","Male","239","0.112473507406995","0.0998568162227011","0.125090198591289","1"
"No","2008","in school","Male","166","0.974750036219281","0.951166949929142","0.99833312250942","2"
"No","2008","in school","Female","182","0.997540438455516","0.990363873031967","1.00471700387906","2"
"No","2008","inadequately","Male","56","0.7538195608904","0.654999041230571","0.85264008055023","2"
"No","2008","inadequately","Female","95","0.885121327697244","0.82658617280012","0.943656482594369","2"
"No","2008","general elemantary","Male","535","0.841879114751835","0.813411380840749","0.870346848662921","2"
"No","2008","higher vocational","Male","683","0.799953977472061","0.772788142895118","0.827119812049004","2"
"No","2008","higher vocational","Female","530","0.908613527165174","0.885242800057404","0.931984254272944","2"
"No","2008","higher education","Male","2068","0.88628363473666","0.87329809519223","0.89926917428109","2"
"No","2008","higher education","Female","1736","0.902208749280561","0.888856311893873","0.91556118666725","2"
"No","2008","general elemantary","Female","1165","0.832345205396137","0.812707062268435","0.851983348523838","2"
"No","2008","middle vocational","Male","3843","0.838300952402845","0.827675262132335","0.848926642673354","2"
"No","2008","middle vocational","Female","4505","0.857020219750135","0.847438371708235","0.866602067792035","2"
"No","2008","vocational + Abi","Male","404","0.905876624806914","0.878561756960471","0.933191492653357","2"
"No","2008","vocational + Abi","Female","609","0.915035621123673","0.893666007950531","0.936405234296816","2"
"Yes","2008","general elemantary","Male","96","0.158120885248165","0.129653151337079","0.186588619159251","1"
"Yes","2008","general elemantary","Female","225","0.167654794603863","0.148016651476162","0.187292937731565","1"
"Yes","2008","middle vocational","Male","769","0.161699047597156","0.151073357326646","0.172324737867665","1"
"Yes","2008","middle vocational","Female","622","0.142979780249865","0.133397932207965","0.152561628291765","1"
"Yes","2008","inadequately","Female","19","","","","1"
"Yes","2008","vocational + Abi","Male","35","0.094123375193086","0.0668085073466429","0.121438243039529","1"
"Yes","2008","higher education","Female","165","0.0977912507194385","0.08443881333275","0.111143688106127","1"
"Yes","2008","in school","Male","4","","","","1"
"Yes","2008","vocational + Abi","Female","45","0.0849643788763268","0.0635947657031843","0.106333992049469","1"
"Yes","2008","higher vocational","Male","150","0.200046022527939","0.172880187950996","0.227211857104882","1"
"Yes","2008","inadequately","Male","17","","","","1"
"Yes","2008","in school","Female","1","","","","1"
"Yes","2008","higher vocational","Female","54","0.0913864728348262","0.068015745727056","0.114757199942596","1"
"Yes","2008","higher education","Male","228","0.11371636526334","0.10073082571891","0.12670190480777","1"
"No","2009","in school","Male","166","0.992862447941351","0.980132910079623","1.00559198580308","2"
"No","2009","in school","Female","143","1","1","1","2"
"No","2009","inadequately","Male","53","0.74847063208393","0.646826853146101","0.850114411021759","2"
"No","2009","inadequately","Female","83","0.865848570154467","0.798371894507056","0.933325245801878","2"
"No","2009","general elemantary","Male","472","0.855776822110165","0.826601323709675","0.884952320510655","2"
"No","2009","higher vocational","Male","639","0.799525094789832","0.771500708037886","0.827549481541778","2"
"No","2009","higher vocational","Female","488","0.907830520170659","0.883545090162149","0.932115950179169","2"
"No","2009","higher education","Male","1959","0.88722991162274","0.873970078449293","0.900489744796188","2"
"No","2009","higher education","Female","1692","0.909119205312923","0.896024631868966","0.92221377875688","2"
"No","2009","general elemantary","Female","1048","0.843641654778552","0.823467146629031","0.863816162928072","2"
"No","2009","middle vocational","Male","3534","0.832685974597859","0.821494470876805","0.843877478318912","2"
"No","2009","middle vocational","Female","4188","0.853793446429659","0.843792090009694","0.863794802849623","2"
"No","2009","vocational + Abi","Male","356","0.900927969215193","0.871352909851414","0.930503028578972","2"
"No","2009","vocational + Abi","Female","562","0.896388179698055","0.872183900324571","0.920592459071539","2"
"Yes","2009","general elemantary","Male","85","0.144223177889835","0.115047679489345","0.173398676290325","1"
