"ple0040","year","pgisced97","sampreg","n","percent","lower_confidence","upper_confidence"
"Yes","1999","inadequately","West Germany","73","0.197462153041427","0.158882249960074","0.23604205612278"
"Yes","1999","inadequately","East Germany","2","","",""
"Yes","1999","general elemantary","West Germany","268","0.170567119243158","0.154410666685735","0.186723571800581"
"Yes","1999","general elemantary","East Germany","42","0.136395376921399","0.101518794182854","0.171271959659944"
"Yes","1999","middle vocational","West Germany","665","0.172347516360174","0.161735728371306","0.182959304349043"
"Yes","1999","middle vocational","East Germany","183","0.0943599662889434","0.0818061678718377","0.106913764706049"
"Yes","1999","vocational + Abi","West Germany","28","","",""
"Yes","1999","vocational + Abi","East Germany","3","","",""
"Yes","1999","higher vocational","West Germany","67","0.153034601781493","0.123633439294187","0.182435764268799"
"Yes","1999","higher vocational","East Germany","23","","",""
"Yes","1999","higher education","West Germany","70","0.082159976528648","0.0659906526614644","0.0983293003958315"
"Yes","1999","higher education","East Germany","77","0.102195963719756","0.0819514889431588","0.122440438496353"
"No","1999","in school","West Germany","210","0.976861054079315","0.956811283911397","0.996910824247233"
"No","1999","in school","East Germany","105","1","1","1"
"No","1999","inadequately","West Germany","336","0.802537846958573","0.76395794387722","0.841117750039926"
"No","1999","inadequately","East Germany","14","","",""
"No","1999","general elemantary","West Germany","1814","0.829432880756842","0.813276428199419","0.845589333314265"
"No","1999","general elemantary","East Germany","330","0.863604623078601","0.828728040340056","0.898481205817146"
"No","1999","middle vocational","West Germany","4201","0.827652483639826","0.817040695650957","0.838264271628694"
"No","1999","middle vocational","East Germany","1900","0.905640033711057","0.893086235293951","0.918193832128162"
"No","1999","vocational + Abi","West Germany","406","0.924042587350816","0.899117637026109","0.948967537675522"
"No","1999","vocational + Abi","East Germany","71","0.975393448493447","0.940095657674887","1.01069123931201"
"No","1999","higher vocational","West Germany","509","0.846965398218507","0.817564235731201","0.876366560705813"
"No","1999","higher vocational","East Germany","222","0.882259568499474","0.841901901831776","0.922617235167171"
"No","1999","higher education","West Germany","1038","0.917840023471352","0.901670699604168","0.934009347338535"
"No","1999","higher education","East Germany","783","0.897804036280244","0.877559561503647","0.918048511056841"
"Yes","2000","in school","West Germany","9","","",""
"Yes","2000","in school","East Germany","","","",""
"Yes","2000","inadequately","West Germany","63","0.162972262393879","0.126079217655539","0.199865307132218"
"Yes","2000","inadequately","East Germany","2","","",""
"Yes","2000","general elemantary","West Germany","387","0.142119707428288","0.129721686591783","0.154517728264794"
"Yes","2000","general elemantary","East Germany","54","0.112736504876046","0.0853948295711238","0.140078180180968"
"Yes","2000","middle vocational","West Germany","1241","0.145446762029528","0.138388524342264","0.152504999716793"
"Yes","2000","middle vocational","East Germany","321","0.108973109575299","0.0982716186127143","0.119674600537884"
"Yes","2000","vocational + Abi","West Germany","62","0.0749932898830944","0.0586853960715244","0.0913011836946644"
"Yes","2000","vocational + Abi","East Germany","3","","",""
"Yes","2000","higher vocational","West Germany","162","0.149013357414449","0.130204817092449","0.167821897736449"
"Yes","2000","higher vocational","East Germany","54","0.115128216397857","0.0873180303536235","0.14293840244209"
"Yes","2000","higher education","West Germany","176","0.0797993075566535","0.0692588957237029","0.0903397193896041"
"Yes","2000","higher education","East Germany","105","0.0925795864846651","0.07678127328519","0.10837789968414"
"No","2000","in school","West Germany","344","0.975009917886865","0.958726367715713","0.991293468058017"
"No","2000","in school","East Germany","143","1","1","1"
"No","2000","inadequately","West Germany","322","0.837027737606121","0.800134692867782","0.873920782344461"
"No","2000","inadequately","East Germany","18","","",""
"No","2000","general elemantary","West Germany","2660","0.857880292571712","0.845482271735206","0.870278313408217"
"No","2000","general elemantary","East Germany","460","0.887263495123954","0.859921819819032","0.914605170428876"
"No","2000","middle vocational","West Germany","8343","0.854553237970472","0.847495000283207","0.861611475657736"
"No","2000","middle vocational","East Germany","2936","0.891026890424701","0.880325399462116","0.901728381387286"
"No","2000","vocational + Abi","West Germany","940","0.925006710116906","0.908698816305336","0.941314603928476"
"No","2000","vocational + Abi","East Germany","122","0.982017307887931","0.958721380179172","1.00531323559669"
"No","2000","higher vocational","West Germany","1215","0.850986642585551","0.832178102263551","0.869795182907551"
"No","2000","higher vocational","East Germany","452","0.884871783602143","0.85706159755791","0.912681969646376"
"No","2000","higher education","West Germany","2363","0.920200692443346","0.909660280610396","0.930741104276297"
"No","2000","higher education","East Germany","1188","0.907420413515335","0.89162210031586","0.92321872671481"
"Yes","2001","in school","West Germany","5","","",""
"Yes","2001","in school","East Germany","1","","",""
"Yes","2001","inadequately","West Germany","53","0.180987593002003","0.137127264707831","0.224847921296175"
"Yes","2001","inadequately","East Germany","2","","",""
"Yes","2001","general elemantary","West Germany","346","0.14682404596624","0.133320547697881","0.1603275442346"
"Yes","2001","general elemantary","East Germany","50","0.122623485302533","0.0926491883376818","0.152597782267383"
"Yes","2001","middle vocational","West Germany","1100","0.144210764155948","0.136788183891539","0.151633344420358"
"Yes","2001","middle vocational","East Germany","284","0.102697246761955","0.0918436232366762","0.113550870287235"
"Yes","2001","vocational + Abi","West Germany","72","0.0980206422816071","0.0791820176198593","0.116859266943355"
"Yes","2001","vocational + Abi","East Germany","5","","",""
"Yes","2001","higher vocational","West Germany","148","0.15752929927539","0.137186963870459","0.177871634680321"
"Yes","2001","higher vocational","East Germany","48","0.115461801409752","0.0856687890266977","0.145254813792805"
"Yes","2001","higher education","West Germany","177","0.0856138242226826","0.0742628159742805","0.0969648324710848"
"Yes","2001","higher education","East Germany","108","0.103974915013332","0.0868614930338219","0.121088336992842"
"No","2001","in school","West Germany","385","0.985147576310302","0.973142495191155","0.99715265742945"
"No","2001","in school","East Germany","157","0.992644232300778","0.979320363057321","1.00596810154424"
"No","2001","inadequately","West Germany","243","0.819012406997997","0.775152078703825","0.862872735292169"
"No","2001","inadequately","East Germany","13","","",""
"No","2001","general elemantary","West Germany","2293","0.85317595403376","0.8396724557654","0.86667945230212"
"No","2001","general elemantary","East Germany","410","0.877376514697467","0.847402217732617","0.907350811662318"
"No","2001","middle vocational","West Germany","7505","0.855789235844052","0.848366655579642","0.863211816108461"
"No","2001","middle vocational","East Germany","2721","0.897302753238045","0.886449129712765","0.908156376763324"
"No","2001","vocational + Abi","West Germany","885","0.901979357718393","0.883140733056645","0.920817982380141"
"No","2001","vocational + Abi","East Germany","116","0.949363982109101","0.910297747515475","0.988430216702726"
"No","2001","higher vocational","West Germany","1084","0.84247070072461","0.822128365319679","0.862813036129541"
"No","2001","higher vocational","East Germany","394","0.884538198590248","0.854745186207195","0.914331210973302"
"No","2001","higher education","West Germany","2157","0.914386175777317","0.903035167528915","0.92573718402572"
"No","2001","higher education","East Germany","1114","0.896025084986668","0.878911663007158","0.913138506966178"
"Yes","2002","in school","West Germany","6","","",""
"Yes","2002","in school","East Germany","1","","",""
"Yes","2002","inadequately","West Germany","47","0.191546629239849","0.144256334837916","0.238836923641782"
"Yes","2002","inadequately","East Germany","2","","",""
"Yes","2002","general elemantary","West Germany","351","0.156111363090174","0.141826302787453","0.170396423392896"
"Yes","2002","general elemantary","East Germany","56","0.13953869771432","0.106672674475788","0.172404720952851"
"Yes","2002","middle vocational","West Germany","1162","0.155889978093341","0.148271861067293","0.163508095119389"
"Yes","2002","middle vocational","East Germany","317","0.124535657563394","0.112476473131615","0.136594841995173"
"Yes","2002","vocational + Abi","West Germany","72","0.0852967033161005","0.0683042666650007","0.1022891399672"
"Yes","2002","vocational + Abi","East Germany","8","","",""
"Yes","2002","higher vocational","West Germany","153","0.152290676290306","0.132683575856125","0.171897776724487"
"Yes","2002","higher vocational","East Germany","51","0.125917102801078","0.0952649835329581","0.156569222069198"
"Yes","2002","higher education","West Germany","223","0.0882038860337838","0.0784147739162568","0.0979929981513108"
"Yes","2002","higher education","East Germany","114","0.103971487910627","0.0875120603671006","0.120430915454154"
"No","2002","in school","West Germany","453","0.979954574797819","0.967132675635521","0.992776473960116"
"No","2002","in school","East Germany","153","0.965713860924044","0.936974887268628","0.994452834579459"
"No","2002","inadequately","West Germany","219","0.808453370760151","0.761163076358219","0.855743665162084"
"No","2002","inadequately","East Germany","14","","",""
"No","2002","general elemantary","West Germany","2129","0.843888636909826","0.829603576607104","0.858173697212548"
"No","2002","general elemantary","East Germany","371","0.860461302285681","0.827595279047149","0.893327325524212"
"No","2002","middle vocational","West Germany","7548","0.844110021906659","0.836491904880611","0.851728138932707"
"No","2002","middle vocational","East Germany","2563","0.875464342436606","0.863405158004827","0.887523526868385"
"No","2002","vocational + Abi","West Germany","966","0.9147032966839","0.8977108600328","0.931695733334999"
"No","2002","vocational + Abi","East Germany","128","0.921835798880243","0.876722003187276","0.966949594573209"
"No","2002","higher vocational","West Germany","1137","0.847709323709694","0.828102223275513","0.867316424143875"
"No","2002","higher vocational","East Germany","399","0.874082897198922","0.843430777930802","0.904735016467042"
"No","2002","higher education","West Germany","3001","0.911796113966216","0.902007001848689","0.921585226083743"
"No","2002","higher education","East Germany","1207","0.896028512089373","0.879569084545846","0.912487939632899"
"Yes","2003","in school","West Germany","6","","",""
"Yes","2003","in school","East Germany","","","",""
"Yes","2003","inadequately","West Germany","49","0.196886178971537","0.148080072160275","0.245692285782799"
"Yes","2003","inadequately","East Germany","2","","",""
"Yes","2003","general elemantary","West Germany","342","0.156029022847274","0.141291319949927","0.170766725744621"
"Yes","2003","general elemantary","East Germany","47","0.108333045000114","0.0785381567177137","0.138127933282514"
"Yes","2003","middle vocational","West Germany","1100","0.150562941346629","0.142871585232356","0.158254297460902"
"Yes","2003","middle vocational","East Germany","311","0.125339472151094","0.113101650279862","0.137577294022326"
"Yes","2003","vocational + Abi","West Germany","70","0.0773804091349776","0.0609830143824791","0.0937778038874761"
"Yes","2003","vocational + Abi","East Germany","7","","",""
"Yes","2003","higher vocational","West Germany","166","0.164932808077936","0.144226400966039","0.185639215189832"
"Yes","2003","higher vocational","East Germany","54","0.137335568042327","0.105604014601226","0.169067121483428"
"Yes","2003","higher education","West Germany","234","0.101528623940078","0.0908273926522066","0.11222985522795"
"Yes","2003","higher education","East Germany","116","0.105968510554699","0.0891655249520686","0.12277149615733"
"No","2003","in school","West Germany","447","0.988791265905692","0.979096672841448","0.998485858969935"
"No","2003","in school","East Germany","160","1","1","1"
"No","2003","inadequately","West Germany","206","0.803113821028463","0.754307714217201","0.851919927839725"
"No","2003","inadequately","East Germany","13","","",""
"No","2003","general elemantary","West Germany","1987","0.843970977152726","0.829233274255379","0.858708680050073"
"No","2003","general elemantary","East Germany","371","0.891666954999886","0.861872066717487","0.921461843282286"
"No","2003","middle vocational","West Germany","7205","0.849437058653371","0.841745702539098","0.857128414767644"
"No","2003","middle vocational","East Germany","2501","0.874660527848906","0.862422705977674","0.886898349720138"
"No","2003","vocational + Abi","West Germany","950","0.922619590865022","0.906222196112524","0.939016985617521"
"No","2003","vocational + Abi","East Germany","135","0.941432968761353","0.902811816616252","0.980054120906453"
"No","2003","higher vocational","West Germany","1068","0.835067191922064","0.814360784810168","0.855773599033961"
"No","2003","higher vocational","East Germany","398","0.862664431957673","0.830932878516571","0.894395985398774"
"No","2003","higher education","West Germany","2826","0.898471376059922","0.88777014477205","0.909172607347793"
"No","2003","higher education","East Germany","1173","0.894031489445301","0.87722850384267","0.910834475047931"
"Yes","2004","in school","West Germany","1","","",""
"Yes","2004","in school","East Germany","1","","",""
"Yes","2004","inadequately","West Germany","45","0.221510052255138","0.168417037764688","0.274603066745588"
"Yes","2004","inadequately","East Germany","2","","",""
"Yes","2004","general elemantary","West Germany","339","0.166189376803332","0.15068005791356","0.181698695693104"
"Yes","2004","general elemantary","East Germany","43","0.111285036023923","0.0794128448530056","0.143157227194841"
"Yes","2004","middle vocational","West Germany","1121","0.158292624369524","0.15031692119136","0.166268327547687"
"Yes","2004","middle vocational","East Germany","316","0.129673128126986","0.117110371354096","0.142235884899877"
"Yes","2004","vocational + Abi","West Germany","71","0.0783856137565784","0.0618013837559157","0.0949698437572411"
"Yes","2004","vocational + Abi","East Germany","9","","",""
"Yes","2004","higher vocational","West Germany","161","0.158048831217518","0.137486420151481","0.178611242283555"
"Yes","2004","higher vocational","East Germany","54","0.156711205794893","0.122549334404997","0.19087307718479"
"Yes","2004","higher education","West Germany","237","0.106857410778514","0.0958465842508988","0.11786823730613"
"Yes","2004","higher education","East Germany","121","0.113410302183522","0.096032277376607","0.130788326990436"
"No","2004","in school","West Germany","472","0.999322697826599","0.996978136315982","1.00166725933722"
"No","2004","in school","East Germany","164","0.994680605954668","0.983581729288083","1.00577948262125"
"No","2004","inadequately","West Germany","190","0.778489947744862","0.725396933254412","0.831582962235312"
"No","2004","inadequately","East Germany","16","","",""
"No","2004","general elemantary","West Germany","1874","0.833810623196668","0.818301304306896","0.84931994208644"
"No","2004","general elemantary","East Germany","331","0.888714963976077","0.856842772805159","0.920587155146994"
"No","2004","middle vocational","West Germany","6925","0.841707375630476","0.833731672452313","0.84968307880864"
"No","2004","middle vocational","East Germany","2431","0.870326871873014","0.857764115100123","0.882889628645904"
"No","2004","vocational + Abi","West Germany","938","0.921614386243422","0.905030156242759","0.938198616244084"
"No","2004","vocational + Abi","East Germany","145","0.941186981574569","0.904028118233441","0.978345844915697"
"No","2004","higher vocational","West Germany","1048","0.841951168782482","0.821388757716445","0.862513579848519"
"No","2004","higher vocational","East Germany","381","0.843288794205106","0.80912692281521","0.877450665595003"
"No","2004","higher education","West Germany","2787","0.893142589221486","0.88213176269387","0.904153415749101"
"No","2004","higher education","East Germany","1158","0.886589697816478","0.869211673009564","0.903967722623393"
"Yes","2005","in school","West Germany","3","","",""
"Yes","2005","in school","East Germany","1","","",""
"Yes","2005","inadequately","West Germany","42","0.184968599791629","0.134459301233912","0.235477898349345"
"Yes","2005","inadequately","East Germany","1","","",""
"Yes","2005","general elemantary","West Germany","310","0.153479931086114","0.137907018964087","0.16905284320814"
"Yes","2005","general elemantary","East Germany","47","0.148672064827998","0.110856398148979","0.186487731507017"
"Yes","2005","middle vocational","West Germany","1110","0.156362796020993","0.148211704048354","0.164513887993632"
"Yes","2005","middle vocational","East Germany","315","0.134606240223681","0.121522413739326","0.147690066708035"
"Yes","2005","vocational + Abi","West Germany","67","0.075385047684527","0.0587620530160239","0.0920080423530301"
"Yes","2005","vocational + Abi","East Germany","7","","",""
"Yes","2005","higher vocational","West Germany","160","0.160131957311748","0.138806249249992","0.181457665373504"
"Yes","2005","higher vocational","East Germany","56","0.144852444851909","0.111193004568902","0.178511885134916"
"Yes","2005","higher education","West Germany","232","0.103966362652329","0.0928711876434546","0.115061537661203"
"Yes","2005","higher education","East Germany","117","0.111368906275912","0.0939502244814267","0.128787588070397"
"No","2005","in school","West Germany","500","0.996007806090144","0.990497175693211","1.00151843648708"
"No","2005","in school","East Germany","145","0.995169584090987","0.983923211355138","1.00641595682684"
"No","2005","inadequately","West Germany","185","0.815031400208371","0.764522101650654","0.865540698766088"
"No","2005","inadequately","East Germany","17","","",""
"No","2005","general elemantary","West Germany","1748","0.846520068913886","0.83094715679186","0.862092981035913"
"No","2005","general elemantary","East Germany","293","0.851327935172002","0.813512268492983","0.889143601851021"
"No","2005","middle vocational","West Germany","6517","0.843637203979007","0.835486112006368","0.851788295951646"
"No","2005","middle vocational","East Germany","2299","0.865393759776319","0.852309933291965","0.878477586260674"
"No","2005","vocational + Abi","West Germany","902","0.924614952315473","0.90799195764697","0.941237946983976"
"No","2005","vocational + Abi","East Germany","154","0.957020567724654","0.925693039784263","0.988348095665046"
"No","2005","higher vocational","West Germany","976","0.839868042688252","0.818542334626496","0.861193750750008"
"No","2005","higher vocational","East Germany","364","0.855147555148091","0.821488114865084","0.888806995431098"
"No","2005","higher education","West Germany","2675","0.896033637347671","0.884938462338797","0.907128812356545"
"No","2005","higher education","East Germany","1136","0.888631093724088","0.871212411929604","0.906049775518573"
"Yes","2006","in school","West Germany","4","","",""
"Yes","2006","in school","East Germany","","","",""
"Yes","2006","inadequately","West Germany","44","0.202436621876952","0.149219280244354","0.25565396350955"
"Yes","2006","inadequately","East Germany","2","","",""
"Yes","2006","general elemantary","West Germany","344","0.171784699030058","0.155717079994973","0.187852318065142"
"Yes","2006","general elemantary","East Germany","44","0.131466859262957","0.097128624756264","0.165805093769651"
"Yes","2006","middle vocational","West Germany","1213","0.156189482345867","0.148373244227039","0.164005720464695"
"Yes","2006","middle vocational","East Germany","353","0.143847131531091","0.13088094379204","0.156813319270143"
"Yes","2006","vocational + Abi","West Germany","69","0.076268126877006","0.0601905996059195","0.0923456541480924"
"Yes","2006","vocational + Abi","East Germany","8","","",""
"Yes","2006","higher vocational","West Germany","175","0.156717842471026","0.136401701714788","0.177033983227265"
"Yes","2006","higher vocational","East Germany","59","0.1525268024087","0.118305129846238","0.186748474971162"
"Yes","2006","higher education","West Germany","277","0.103487518876661","0.0930139331247593","0.113961104628563"
"Yes","2006","higher education","East Germany","133","0.114204690545739","0.097143233505058","0.13126614758642"
"No","2006","in school","West Germany","320","0.992075262094744","0.982420527270972","1.00172999691852"
"No","2006","in school","East Germany","73","1","1","1"
"No","2006","inadequately","West Germany","175","0.797563378123048","0.74434603649045","0.850780719755646"
"No","2006","inadequately","East Germany","21","","",""
"No","2006","general elemantary","West Germany","1773","0.828215300969942","0.812147681934858","0.844282920005027"
"No","2006","general elemantary","East Germany","328","0.868533140737042","0.834194906230349","0.902871375243736"
"No","2006","middle vocational","West Germany","7074","0.843810517654133","0.835994279535305","0.851626755772961"
"No","2006","middle vocational","East Germany","2461","0.856152868468908","0.843186680729857","0.86911905620796"
"No","2006","vocational + Abi","West Germany","978","0.923731873122994","0.907654345851908","0.939809400394081"
"No","2006","vocational + Abi","East Germany","163","0.951915872174365","0.919849473226206","0.983982271122524"
"No","2006","higher vocational","West Germany","1055","0.843282157528974","0.822966016772735","0.863598298285212"
"No","2006","higher vocational","East Germany","365","0.8474731975913","0.813251525028838","0.881694870153762"
"No","2006","higher education","West Germany","2972","0.896512481123339","0.886038895371437","0.906986066875241"
"No","2006","higher education","East Germany","1202","0.885795309454261","0.86873385241358","0.902856766494942"
"Yes","2007","in school","West Germany","2","","",""
"Yes","2007","in school","East Germany","","","",""
"Yes","2007","inadequately","West Germany","44","0.218929605039891","0.160889509238347","0.276969700841435"
"Yes","2007","inadequately","East Germany","1","","",""
"Yes","2007","general elemantary","West Germany","302","0.158113222301952","0.141629730341472","0.174596714262432"
"Yes","2007","general elemantary","East Germany","41","0.12419496741649","0.0885575799285625","0.159832354904418"
"Yes","2007","middle vocational","West Germany","1124","0.154833327279815","0.146756046602332","0.162910607957298"
"Yes","2007","middle vocational","East Germany","330","0.140204232744407","0.126929871735553","0.153478593753261"
"Yes","2007","vocational + Abi","West Germany","86","0.0963211821900591","0.0780808386530783","0.11456152572704"
"Yes","2007","vocational + Abi","East Germany","7","","",""
"Yes","2007","higher vocational","West Germany","161","0.170386752622291","0.148397322974674","0.192376182269909"
"Yes","2007","higher vocational","East Germany","55","0.14439399685447","0.110119673558527","0.178668320150414"
"Yes","2007","higher education","West Germany","285","0.10914601558676","0.0981532796663156","0.120138751507204"
"Yes","2007","higher education","East Germany","130","0.110277735835876","0.0932569113921461","0.127298560279606"
"No","2007","in school","West Germany","255","0.990986454428228","0.979431633538752","1.0025412753177"
"No","2007","in school","East Germany","81","1","1","1"
"No","2007","inadequately","West Germany","151","0.781070394960109","0.723030299158565","0.839110490761653"
"No","2007","inadequately","East Germany","21","","",""
"No","2007","general elemantary","West Germany","1580","0.841886777698048","0.825403285737568","0.858370269658528"
"No","2007","general elemantary","East Germany","288","0.87580503258351","0.840167645095582","0.911442420071437"
"No","2007","middle vocational","West Germany","6581","0.845166672720185","0.837089392042702","0.853243953397669"
"No","2007","middle vocational","East Germany","2298","0.859795767255593","0.846521406246739","0.873070128264448"
"No","2007","vocational + Abi","West Germany","919","0.903678817809941","0.88543847427296","0.921919161346922"
"No","2007","vocational + Abi","East Germany","160","0.966032488131371","0.938558760435335","0.993506215827406"
"No","2007","higher vocational","West Germany","962","0.829613247377709","0.807623817730091","0.851602677025326"
"No","2007","higher vocational","East Germany","349","0.85560600314553","0.821331679849587","0.889880326441473"
"No","2007","higher education","West Germany","2806","0.89085398441324","0.879861248492796","0.901846720333684"
"No","2007","higher education","East Germany","1171","0.889722264164124","0.872701439720394","0.906743088607854"
"Yes","2008","in school","West Germany","5","","",""
"Yes","2008","in school","East Germany","","","",""
"Yes","2008","inadequately","West Germany","35","0.185551398045726","0.126767631930885","0.244335164160566"
"Yes","2008","inadequately","East Germany","1","","",""
"Yes","2008","general elemantary","West Germany","287","0.165928403211228","0.14833707853639","0.183519727886066"
"Yes","2008","general elemantary","East Germany","34","0.154000021271365","0.113358276586551","0.194641765956179"
"Yes","2008","middle vocational","West Germany","1088","0.156999758814895","0.14861632035117","0.16538319727862"
"Yes","2008","middle vocational","East Germany","303","0.132322336619534","0.119053280974791","0.145591392264276"
"Yes","2008","vocational + Abi","West Germany","70","0.0913695569759126","0.0728412970208488","0.109897816930976"
"Yes","2008","vocational + Abi","East Germany","10","","",""
"Yes","2008","higher vocational","West Germany","146","0.155021707879035","0.133035933806839","0.177007481951231"
"Yes","2008","higher vocational","East Germany","58","0.160581821039513","0.123471770737297","0.197691871341729"
"Yes","2008","higher education","West Germany","265","0.104829581360079","0.0937864900536335","0.115872672666524"
"Yes","2008","higher education","East Germany","128","0.113730310236304","0.0960665459533173","0.131394074519291"
"No","2008","in school","West Germany","266","0.982310486460488","0.966616048026461","0.998004924894516"
"No","2008","in school","East Germany","82","1","1","1"
"No","2008","inadequately","West Germany","133","0.814448601954274","0.755664835839434","0.873232368069115"
"No","2008","inadequately","East Germany","18","","",""
"No","2008","general elemantary","West Germany","1431","0.834071596788772","0.816480272113934","0.85166292146361"
"No","2008","general elemantary","East Germany","269","0.845999978728635","0.805358234043821","0.886641723413449"
"No","2008","middle vocational","West Germany","6146","0.843000241185105","0.83461680272138","0.85138367964883"
"No","2008","middle vocational","East Germany","2202","0.867677663380466","0.854408607735724","0.880946719025209"
"No","2008","vocational + Abi","West Germany","859","0.908630443024087","0.890102183069024","0.927158702979151"
"No","2008","vocational + Abi","East Germany","154","0.931414142371134","0.892731612663325","0.970096672078944"
"No","2008","higher vocational","West Germany","895","0.844978292120965","0.822992518048769","0.866964066193161"
"No","2008","higher vocational","East Germany","318","0.839418178960487","0.802308128658271","0.876528229262703"
"No","2008","higher education","West Germany","2691","0.895170418639921","0.884127327333476","0.906213509946367"
"No","2008","higher education","East Germany","1113","0.886269689763696","0.868605925480709","0.903933454046683"
"Yes","2009","in school","West Germany","2","","",""
"Yes","2009","in school","East Germany","","","",""
"Yes","2009","inadequately","West Germany","31","0.20094023520332","0.137238775861385","0.264641694545254"
"Yes","2009","inadequately","East Germany","1","","",""
"Yes","2009","general elemantary","West Germany","247","0.156150832772135","0.138003378000502","0.174298287543767"
"Yes","2009","general elemantary","East Germany","35","0.122461726842853","0.0829925219955737","0.161930931690131"
"Yes","2009","middle vocational","West Germany","1038","0.161352111340434","0.152523449397788","0.17018077328308"
"Yes","2009","middle vocational","East Germany","307","0.136838815669406","0.123083387728841","0.150594243609972"
"Yes","2009","vocational + Abi","West Germany","70","0.100751465102723","0.080492571691396","0.12101035851405"
"Yes","2009","vocational + Abi","East Germany","13","","",""
"Yes","2009","higher vocational","West Germany","149","0.159632466009708","0.136439270935521","0.182825661083896"
"Yes","2009","higher vocational","East Germany","53","0.144438602598045","0.108667826257455","0.180209378938635"
"Yes","2009","higher education","West Germany","264","0.104945906646213","0.093652134780245","0.116239678512181"
"Yes","2009","higher education","East Germany","122","0.0970159108900817","0.080325149225298","0.113706672554865"
"No","2009","in school","West Germany","254","0.995363335615225","0.987041449679399","1.00368522155105"
"No","2009","in school","East Germany","55","1","1","1"
"No","2009","inadequately","West Germany","121","0.79905976479668","0.735358305454746","0.862761224138615"
"No","2009","inadequately","East Germany","15","","",""
"No","2009","general elemantary","West Germany","1290","0.843849167227865","0.825701712456233","0.861996621999498"
"No","2009","general elemantary","East Germany","230","0.877538273157147","0.838069068309868","0.917007478004426"
"No","2009","middle vocational","West Germany","5631","0.838647888659566","0.82981922671692","0.847476550602212"
"No","2009","middle vocational","East Germany","2091","0.863161184330594","0.849405756390028","0.876916612271159"
"No","2009","vocational + Abi","West Germany","778","0.899248534897277","0.87898964148595","0.919507428308604"
"No","2009","vocational + Abi","East Germany","140","0.891273059727934","0.841947008617299","0.94059911083857"
"No","2009","higher vocational","West Germany","809","0.840367533990292","0.817174338916104","0.863560729064479"
"No","2009","higher vocational","East Germany","318","0.855561397401955","0.819790621061365","0.891332173742545"
"No","2009","higher education","West Germany","2565","0.895054093353787","0.883760321487819","0.906347865219755"
"No","2009","higher education","East Germany","1086","0.902984089109918","0.886293327445135","0.919674850774702"
"Yes","2010","in school","West Germany","9","","",""
"Yes","2010","in school","East Germany","","","",""
"Yes","2010","inadequately","West Germany","36","0.151340841031292","0.111638085910913","0.191043596151671"
"Yes","2010","inadequately","East Germany","","","",""
"Yes","2010","general elemantary","West Germany","263","0.165401799113932","0.149619542630962","0.181184055596902"
"Yes","2010","general elemantary","East Germany","41","0.174960365926616","0.134153502030177","0.215767229823054"
"Yes","2010","middle vocational","West Germany","1087","0.160030931260046","0.152384183548611","0.167677678971481"
"Yes","2010","middle vocational","East Germany","320","0.1352368405997","0.122866941324818","0.147606739874583"
"Yes","2010","vocational + Abi","West Germany","81","0.0957823330491157","0.0806711831088117","0.11089348298942"
"Yes","2010","vocational + Abi","East Germany","13","","",""
"Yes","2010","higher vocational","West Germany","158","0.148430486402698","0.128323443933305","0.168537528872091"
"Yes","2010","higher vocational","East Germany","63","0.163235003133977","0.127461245447554","0.1990087608204"
"Yes","2010","higher education","West Germany","258","0.0941099766828364","0.0850399707005484","0.103179982665125"
"Yes","2010","higher education","East Germany","128","0.121721168822177","0.10454494313017","0.138897394514183"
"No","2010","in school","West Germany","357","0.970022537813347","0.952552417628497","0.987492657998196"
"No","2010","in school","East Germany","47","1","1","1"
"No","2010","inadequately","West Germany","277","0.848659158968708","0.808956403848329","0.888361914089088"
"No","2010","inadequately","East Germany","30","1","1","1"
"No","2010","general elemantary","West Germany","1866","0.834598200886068","0.818815944403098","0.850380457369038"
"No","2010","general elemantary","East Germany","292","0.825039634073384","0.784232770176946","0.865846497969823"
"No","2010","middle vocational","West Germany","7744","0.839969068739954","0.832322321028519","0.847615816451389"
"No","2010","middle vocational","East Germany","2616","0.8647631594003","0.852393260125417","0.877133058675182"
"No","2010","vocational + Abi","West Germany","1376","0.904217666950884","0.88910651701058","0.919328816891188"
"No","2010","vocational + Abi","East Germany","245","0.915390067593788","0.881431293022782","0.949348842164795"
"No","2010","higher vocational","West Germany","1043","0.851569513597302","0.831462471127909","0.871676556066695"
"No","2010","higher vocational","East Germany","347","0.836764996866023","0.8009912391796","0.872538754552446"
"No","2010","higher education","West Germany","3723","0.905890023317164","0.896820017334876","0.914960029299452"
"No","2010","higher education","East Germany","1264","0.878278831177823","0.861102605485817","0.89545505686983"
"Yes","2011","in school","West Germany","3","","",""
"Yes","2011","in school","East Germany","","","",""
"Yes","2011","inadequately","West Germany","61","0.222918811105549","0.180044183314477","0.265793438896621"
"Yes","2011","inadequately","East Germany","4","","",""
"Yes","2011","general elemantary","West Germany","329","0.160313835523359","0.146095727089987","0.174531943956731"
"Yes","2011","general elemantary","East Germany","47","0.151673422300765","0.116652155800323","0.186694688801208"
"Yes","2011","middle vocational","West Germany","1406","0.162127335323537","0.155080655674305","0.16917401497277"
"Yes","2011","middle vocational","East Germany","409","0.133737971549374","0.122259864433919","0.145216078664828"
"Yes","2011","vocational + Abi","West Germany","106","0.0910620281372026","0.0774220761226277","0.104701980151777"
"Yes","2011","vocational + Abi","East Germany","12","","",""
