"ple0040","year","pgisced97","regtyp","n","percent","lower_confidence","upper_confidence"
"No","1998","inadequately","Urban Area","308","0.829637711265871","0.791278834347507","0.867996588184234"
"No","1998","inadequately","Rural Area","66","0.755185678585891","0.659146594156382","0.851224763015399"
"No","1998","general elemantary","Urban Area","1551","0.833337403865255","0.816000225337968","0.850674582392542"
"No","1998","general elemantary","Rural Area","663","0.850712129326147","0.825392383776405","0.87603187487589"
"No","1998","middle vocational","Urban Area","3835","0.84031432634525","0.82949431765519","0.851134335035311"
"No","1998","middle vocational","Rural Area","2323","0.874971126296574","0.862208493959412","0.887733758633737"
"No","1998","vocational + Abi","Urban Area","365","0.934451420559086","0.909951478127858","0.958951362990314"
"No","1998","vocational + Abi","Rural Area","111","0.896773645292177","0.842108397108616","0.951438893475738"
"No","1998","higher vocational","Urban Area","457","0.853645628668841","0.823265607031738","0.884025650305944"
"No","1998","higher vocational","Rural Area","268","0.830355960918635","0.787743029129959","0.87296889270731"
"No","1998","higher education","Urban Area","1166","0.901214239446178","0.88475887094938","0.917669607942976"
"No","1998","higher education","Rural Area","657","0.918388091308321","0.898264606974308","0.938511575642334"
"Yes","1999","in school","Urban Area","5","","",""
"Yes","1999","in school","Rural Area","1","","",""
"Yes","1999","inadequately","Urban Area","63","0.173027452404689","0.133678156328411","0.212376748480966"
"Yes","1999","inadequately","Rural Area","12","","",""
"Yes","1999","general elemantary","Urban Area","214","0.171743807992208","0.153862472590258","0.189625143394158"
"Yes","1999","general elemantary","Rural Area","96","0.155800347938758","0.129758203059476","0.181842492818039"
"Yes","1999","middle vocational","Urban Area","579","0.169858620203579","0.158699671279562","0.181017569127596"
"Yes","1999","middle vocational","Rural Area","269","0.128234036356706","0.115379791690326","0.141088281023086"
"Yes","1999","vocational + Abi","Urban Area","24","","",""
"Yes","1999","vocational + Abi","Rural Area","7","","",""
"Yes","1999","higher vocational","Urban Area","66","0.146264375620844","0.115745013011559","0.176783738230128"
"Yes","1999","higher vocational","Rural Area","24","","",""
"Yes","1999","higher education","Urban Area","88","0.0890327662471329","0.0733327223844649","0.104732810109801"
"Yes","1999","higher education","Rural Area","59","0.0853846910043477","0.0647417771498026","0.106027604858893"
"No","1999","in school","Urban Area","208","0.984374114271064","0.96771849811152","1.00102973043061"
"No","1999","in school","Rural Area","107","0.973712580733835","0.943539088346765","1.0038860731209"
"No","1999","inadequately","Urban Area","292","0.826972547595311","0.787623251519034","0.866321843671589"
"No","1999","inadequately","Rural Area","58","0.710173414180726","0.603893697864611","0.816453130496842"
"No","1999","general elemantary","Urban Area","1495","0.828256192007792","0.810374856605842","0.846137527409742"
"No","1999","general elemantary","Rural Area","649","0.844199652061242","0.818157507181961","0.870241796940524"
"No","1999","middle vocational","Urban Area","3771","0.830141379796421","0.818982430872404","0.841300328720438"
"No","1999","middle vocational","Rural Area","2330","0.871765963643294","0.858911718976914","0.884620208309674"
"No","1999","vocational + Abi","Urban Area","366","0.935928158612873","0.911624556463209","0.960231760762537"
"No","1999","vocational + Abi","Rural Area","111","0.89973971481969","0.845548361027239","0.953931068612141"
"No","1999","higher vocational","Urban Area","449","0.853735624379156","0.823216261769872","0.884254986988441"
"No","1999","higher vocational","Rural Area","282","0.854178958714403","0.814635749738123","0.893722167690683"
"No","1999","higher education","Urban Area","1176","0.910967233752867","0.895267189890199","0.926667277615535"
"No","1999","higher education","Rural Area","645","0.914615308995652","0.893972395141107","0.935258222850197"
"Yes","2000","in school","Urban Area","6","","",""
"Yes","2000","in school","Rural Area","3","","",""
"Yes","2000","inadequately","Urban Area","50","0.148123404028011","0.109563186392947","0.186683621663074"
"Yes","2000","inadequately","Rural Area","15","","",""
"Yes","2000","general elemantary","Urban Area","310","0.147747882358147","0.133586549976374","0.16190921473992"
"Yes","2000","general elemantary","Rural Area","131","0.118563939502748","0.0998717664010029","0.137256112604492"
"Yes","2000","middle vocational","Urban Area","1051","0.146207087467154","0.138503324775963","0.153910850158344"
"Yes","2000","middle vocational","Rural Area","511","0.122218557778335","0.112914749015294","0.131522366541376"
"Yes","2000","vocational + Abi","Urban Area","53","0.075257833091975","0.0577782830082541","0.092737383175696"
"Yes","2000","vocational + Abi","Rural Area","12","","",""
"Yes","2000","higher vocational","Urban Area","150","0.149979952041382","0.129786629744891","0.170173274337873"
"Yes","2000","higher vocational","Rural Area","66","0.124012583388363","0.0992761139112771","0.148749052865448"
"Yes","2000","higher education","Urban Area","190","0.0815964476823866","0.0711679073805388","0.0920249879842345"
"Yes","2000","higher education","Rural Area","91","0.0871461082231911","0.071087291184573","0.103204925261809"
"No","2000","in school","Urban Area","317","0.979371723759264","0.963870996326307","0.994872451192222"
"No","2000","in school","Rural Area","170","0.98404457031854","0.965372749276114","1.00271639136097"
"No","2000","inadequately","Urban Area","276","0.851876595971989","0.813316378336926","0.890436813607053"
"No","2000","inadequately","Rural Area","64","0.780678409867419","0.689432937717606","0.871923882017231"
"No","2000","general elemantary","Urban Area","2102","0.852252117641853","0.83809078526008","0.866413450023626"
"No","2000","general elemantary","Rural Area","1018","0.881436060497252","0.862743887395508","0.900128233598997"
"No","2000","middle vocational","Urban Area","7029","0.853792912532846","0.846089149841656","0.861496675224037"
"No","2000","middle vocational","Rural Area","4250","0.877781442221665","0.868477633458624","0.887085250984706"
"No","2000","vocational + Abi","Urban Area","822","0.924742166908025","0.907262616824304","0.942221716991746"
"No","2000","vocational + Abi","Rural Area","240","0.948669160364688","0.921423684598239","0.975914636131137"
"No","2000","higher vocational","Urban Area","1051","0.850020047958618","0.829826725662127","0.870213370255109"
"No","2000","higher vocational","Rural Area","616","0.875987416611637","0.851250947134552","0.900723886088723"
"No","2000","higher education","Urban Area","2457","0.918403552317613","0.907975012015765","0.928832092619461"
"No","2000","higher education","Rural Area","1094","0.912853891776809","0.896795074738191","0.928912708815427"
"Yes","2001","in school","Urban Area","2","","",""
"Yes","2001","in school","Rural Area","4","","",""
"Yes","2001","inadequately","Urban Area","45","0.177153087991472","0.129345268705051","0.224960907277894"
"Yes","2001","inadequately","Rural Area","10","","",""
"Yes","2001","general elemantary","Urban Area","278","0.151090737470908","0.135805951641641","0.166375523300175"
"Yes","2001","general elemantary","Rural Area","118","0.128335282309822","0.107501013532115","0.149169551087529"
"Yes","2001","middle vocational","Urban Area","958","0.146578593504686","0.138474055115669","0.154683131893703"
"Yes","2001","middle vocational","Rural Area","426","0.115011334574945","0.105468964693255","0.124553704456635"
"Yes","2001","vocational + Abi","Urban Area","64","0.10333111214095","0.0827710867028435","0.123891137579056"
"Yes","2001","vocational + Abi","Rural Area","13","","",""
"Yes","2001","higher vocational","Urban Area","135","0.158940490163226","0.137124847789263","0.18075613253719"
"Yes","2001","higher vocational","Rural Area","61","0.126575513806907","0.09985916289388","0.153291864719933"
"Yes","2001","higher education","Urban Area","190","0.0877856567666957","0.0765917271365703","0.0989795863968212"
"Yes","2001","higher education","Rural Area","95","0.0974234256700948","0.0799076990377382","0.114939152302451"
"No","2001","in school","Urban Area","355","0.992376812494903","0.983354443431714","1.00139918155809"
"No","2001","in school","Rural Area","187","0.973422316195325","0.950611510678347","0.996233121712303"
"No","2001","inadequately","Urban Area","200","0.822846912008528","0.775039092722106","0.870654731294949"
"No","2001","inadequately","Rural Area","56","0.807004284881991","0.711793120354098","0.902215449409885"
"No","2001","general elemantary","Urban Area","1831","0.848909262529092","0.833624476699825","0.864194048358359"
"No","2001","general elemantary","Rural Area","872","0.871664717690178","0.850830448912471","0.892498986467885"
"No","2001","middle vocational","Urban Area","6358","0.853421406495314","0.845316868106297","0.861525944884331"
"No","2001","middle vocational","Rural Area","3868","0.884988665425055","0.875446295543366","0.894531035306745"
"No","2001","vocational + Abi","Urban Area","778","0.89666888785905","0.876108862420944","0.917228913297157"
"No","2001","vocational + Abi","Rural Area","223","0.941323138345275","0.911338770626219","0.971307506064331"
"No","2001","higher vocational","Urban Area","944","0.841059509836774","0.81924386746281","0.862875152210737"
"No","2001","higher vocational","Rural Area","534","0.873424486193093","0.846708135280066","0.90014083710612"
"No","2001","higher education","Urban Area","2265","0.912214343233304","0.901020413603179","0.92340827286343"
"No","2001","higher education","Rural Area","1006","0.902576574329905","0.885060847697549","0.920092300962262"
"Yes","2002","in school","Urban Area","4","","",""
"Yes","2002","in school","Rural Area","3","","",""
"Yes","2002","inadequately","Urban Area","39","0.185494099923069","0.134131273053093","0.236856926793045"
"Yes","2002","inadequately","Rural Area","10","","",""
"Yes","2002","general elemantary","Urban Area","286","0.164324832492869","0.147944350300594","0.180705314685144"
"Yes","2002","general elemantary","Rural Area","121","0.132938301112856","0.111246113961981","0.15463048826373"
"Yes","2002","middle vocational","Urban Area","1014","0.157732267678069","0.149426566872225","0.166037968483912"
"Yes","2002","middle vocational","Rural Area","465","0.133698726164628","0.123396393594137","0.144001058735118"
"Yes","2002","vocational + Abi","Urban Area","62","0.0922105764340482","0.0733815712399079","0.111039581628188"
"Yes","2002","vocational + Abi","Rural Area","18","","",""
"Yes","2002","higher vocational","Urban Area","142","0.156746407259792","0.135511185851641","0.177981628667942"
"Yes","2002","higher vocational","Rural Area","62","0.125210701628017","0.0990327078116981","0.151388695444335"
"Yes","2002","higher education","Urban Area","223","0.0895408505161952","0.0797154896934977","0.0993662113388928"
"Yes","2002","higher education","Rural Area","114","0.0998578480780806","0.0835665348489801","0.116149161307181"
"No","2002","in school","Urban Area","424","0.984874811290902","0.973311901896858","0.996437720684946"
"No","2002","in school","Rural Area","182","0.957116195476157","0.927922356168605","0.98631003478371"
"No","2002","inadequately","Urban Area","181","0.814505900076931","0.763143073206955","0.865868726946907"
"No","2002","inadequately","Rural Area","52","0.795388658848403","0.694971762456482","0.895805555240325"
"No","2002","general elemantary","Urban Area","1680","0.835675167507131","0.819294685314856","0.852055649699406"
"No","2002","general elemantary","Rural Area","820","0.867061698887144","0.84536951173627","0.888753886038019"
"No","2002","middle vocational","Urban Area","6384","0.842267732321931","0.833962031516088","0.850573433127775"
"No","2002","middle vocational","Rural Area","3727","0.866301273835372","0.855998941264882","0.876603606405863"
"No","2002","vocational + Abi","Urban Area","845","0.907789423565952","0.888960418371812","0.926618428760092"
"No","2002","vocational + Abi","Rural Area","249","0.944045120060809","0.916476957547179","0.971613282574438"
"No","2002","higher vocational","Urban Area","984","0.843253592740209","0.822018371332058","0.864488814148359"
"No","2002","higher vocational","Rural Area","552","0.874789298371983","0.848611304555665","0.900967292188302"
"No","2002","higher education","Urban Area","3021","0.910459149483805","0.900633788661107","0.920284510306502"
"No","2002","higher education","Rural Area","1187","0.900142151921919","0.883850838692819","0.91643346515102"
"Yes","2003","in school","Urban Area","4","","",""
"Yes","2003","in school","Rural Area","2","","",""
"Yes","2003","inadequately","Urban Area","39","0.194383702886751","0.140733793228781","0.248033612544721"
"Yes","2003","inadequately","Rural Area","12","","",""
"Yes","2003","general elemantary","Urban Area","274","0.158829845462228","0.142214232001958","0.175445458922499"
"Yes","2003","general elemantary","Rural Area","115","0.132624877869449","0.110317034451897","0.154932721287002"
"Yes","2003","middle vocational","Urban Area","957","0.154801547180245","0.146407942062753","0.163195152297738"
"Yes","2003","middle vocational","Rural Area","454","0.127128219522317","0.116783013434729","0.137473425609906"
"Yes","2003","vocational + Abi","Urban Area","63","0.0810668653863273","0.0631855188688181","0.0989482119038365"
"Yes","2003","vocational + Abi","Rural Area","14","","",""
"Yes","2003","higher vocational","Urban Area","152","0.168526049414429","0.146221559046531","0.190830539782327"
"Yes","2003","higher vocational","Rural Area","68","0.139109269208254","0.11151101108945","0.166707527327059"
"Yes","2003","higher education","Urban Area","240","0.103299753276668","0.0925877549873173","0.114011751566019"
"Yes","2003","higher education","Rural Area","110","0.100768688539423","0.0840678102156221","0.117469566863224"
"No","2003","in school","Urban Area","416","0.992093166747131","0.983622824372818","1.00056350912145"
"No","2003","in school","Rural Area","191","0.988967971285822","0.974231678499281","1.00370426407236"
"No","2003","inadequately","Urban Area","170","0.805616297113249","0.751966387455279","0.859266206771219"
"No","2003","inadequately","Rural Area","49","0.790398562085982","0.688256793568943","0.892540330603021"
"No","2003","general elemantary","Urban Area","1585","0.841170154537772","0.824554541077501","0.857785767998042"
"No","2003","general elemantary","Rural Area","773","0.867375122130551","0.845067278712998","0.889682965548103"
"No","2003","middle vocational","Urban Area","6177","0.845198452819755","0.836804847702262","0.853592057937247"
"No","2003","middle vocational","Rural Area","3529","0.872871780477683","0.862526574390094","0.883216986565271"
"No","2003","vocational + Abi","Urban Area","832","0.918933134613673","0.901051788096163","0.936814481131182"
"No","2003","vocational + Abi","Rural Area","253","0.944128267643601","0.916579382436723","0.97167715285048"
"No","2003","higher vocational","Urban Area","930","0.831473950585571","0.809169460217674","0.853778440953469"
"No","2003","higher vocational","Rural Area","536","0.860890730791746","0.833292472672941","0.888488988910551"
"No","2003","higher education","Urban Area","2861","0.896700246723332","0.885988248433981","0.907412245012683"
"No","2003","higher education","Rural Area","1138","0.899231311460577","0.882530433136776","0.915932189784378"
"Yes","2004","in school","Urban Area","2","","",""
"Yes","2004","in school","Rural Area","","","",""
"Yes","2004","inadequately","Urban Area","36","0.224954980291082","0.166198131323076","0.283711829259087"
"Yes","2004","inadequately","Rural Area","11","","",""
"Yes","2004","general elemantary","Urban Area","269","0.170592405196795","0.152958795373255","0.188226015020335"
"Yes","2004","general elemantary","Rural Area","113","0.137389177368477","0.114094815192159","0.160683539544796"
"Yes","2004","middle vocational","Urban Area","977","0.160590801917715","0.151925241393678","0.169256362441752"
"Yes","2004","middle vocational","Rural Area","460","0.137112596415166","0.126313221211451","0.147911971618881"
"Yes","2004","vocational + Abi","Urban Area","60","0.0756997630455239","0.0583700901389069","0.0930294359521408"
"Yes","2004","vocational + Abi","Rural Area","20","","",""
"Yes","2004","higher vocational","Urban Area","143","0.16253264682691","0.140270035298949","0.184795258354871"
"Yes","2004","higher vocational","Rural Area","72","0.1476998381539","0.119046400135476","0.176353276172325"
"Yes","2004","higher education","Urban Area","249","0.114352860106938","0.103071687360395","0.12563403285348"
"Yes","2004","higher education","Rural Area","109","0.0917519864100326","0.0757232592692672","0.107780713550798"
"No","2004","in school","Urban Area","443","0.997851817576183","0.993550151531664","1.0021534836207"
"No","2004","in school","Rural Area","193","1","1","1"
"No","2004","inadequately","Urban Area","158","0.775045019708918","0.716288170740913","0.833801868676924"
"No","2004","inadequately","Rural Area","48","0.808324539827258","0.707886500923599","0.908762578730917"
"No","2004","general elemantary","Urban Area","1479","0.829407594803205","0.811773984979665","0.847041204626745"
"No","2004","general elemantary","Rural Area","726","0.862610822631523","0.839316460455204","0.885905184807841"
"No","2004","middle vocational","Urban Area","5919","0.839409198082285","0.830743637558248","0.848074758606322"
"No","2004","middle vocational","Rural Area","3437","0.862887403584834","0.852088028381119","0.873686778788549"
"No","2004","vocational + Abi","Urban Area","835","0.924300236954476","0.906970564047859","0.941629909861093"
"No","2004","vocational + Abi","Rural Area","248","0.919828273707364","0.887316198643817","0.952340348770911"
"No","2004","higher vocational","Urban Area","912","0.83746735317309","0.815204741645129","0.859729964701051"
"No","2004","higher vocational","Rural Area","517","0.8523001618461","0.823646723827675","0.880953599864524"
"No","2004","higher education","Urban Area","2808","0.885647139893062","0.87436596714652","0.896928312639605"
"No","2004","higher education","Rural Area","1137","0.908248013589967","0.892219286449202","0.924276740730733"
"Yes","2005","in school","Urban Area","2","","",""
"Yes","2005","in school","Rural Area","2","","",""
"Yes","2005","inadequately","Urban Area","35","0.191760918234201","0.135335178497209","0.248186657971193"
"Yes","2005","inadequately","Rural Area","8","","",""
"Yes","2005","general elemantary","Urban Area","246","0.157308983970926","0.139671578615455","0.174946389326396"
"Yes","2005","general elemantary","Rural Area","111","0.143586757840795","0.118672116236746","0.168501399444844"
"Yes","2005","middle vocational","Urban Area","954","0.158257989718122","0.14941027375026","0.167105705685984"
"Yes","2005","middle vocational","Rural Area","471","0.140090171003427","0.128912717002759","0.151267625004096"
"Yes","2005","vocational + Abi","Urban Area","56","0.0719157055236697","0.0547091187333805","0.0891222923139589"
"Yes","2005","vocational + Abi","Rural Area","18","","",""
"Yes","2005","higher vocational","Urban Area","146","0.16155724524421","0.13871175723349","0.184402733254931"
"Yes","2005","higher vocational","Rural Area","70","0.147181767103877","0.11781220766288","0.176551326544873"
"Yes","2005","higher education","Urban Area","253","0.115283154515949","0.10379171615289","0.126774592879008"
"Yes","2005","higher education","Rural Area","96","0.0788008356251677","0.063512153599028","0.0940895176513074"
"No","2005","in school","Urban Area","449","0.996700297363142","0.991407570090872","1.00199302463541"
"No","2005","in school","Rural Area","196","0.993628606107159","0.982545926802119","1.0047112854122"
"No","2005","inadequately","Urban Area","152","0.808239081765799","0.751813342028807","0.864664821502791"
"No","2005","inadequately","Rural Area","50","0.85087301754075","0.759199354457403","0.942546680624097"
"No","2005","general elemantary","Urban Area","1391","0.842691016029074","0.825053610673604","0.860328421384545"
"No","2005","general elemantary","Rural Area","650","0.856413242159205","0.831498600555156","0.881327883763254"
"No","2005","middle vocational","Urban Area","5583","0.841742010281878","0.832894294314016","0.85058972624974"
"No","2005","middle vocational","Rural Area","3233","0.859909828996573","0.848732374995904","0.871087282997241"
"No","2005","vocational + Abi","Urban Area","810","0.92808429447633","0.910877707686041","0.94529088126662"
"No","2005","vocational + Abi","Rural Area","246","0.927012679730224","0.895635588948707","0.958389770511741"
"No","2005","higher vocational","Urban Area","851","0.83844275475579","0.815597266745069","0.86128824276651"
"No","2005","higher vocational","Rural Area","489","0.852818232896123","0.823448673455127","0.88218779233712"
"No","2005","higher education","Urban Area","2714","0.884716845484051","0.873225407120992","0.89620828384711"
"No","2005","higher education","Rural Area","1097","0.921199164374832","0.905910482348693","0.936487846400972"
"Yes","2006","in school","Urban Area","4","","",""
"Yes","2006","in school","Rural Area","","","",""
"Yes","2006","inadequately","Urban Area","34","0.215328702020925","0.154772824396993","0.275884579644858"
"Yes","2006","inadequately","Rural Area","12","","",""
"Yes","2006","general elemantary","Urban Area","273","0.176735808515705","0.158302765850693","0.195168851180717"
"Yes","2006","general elemantary","Rural Area","115","0.146844175102022","0.122964995070683","0.170723355133361"
"Yes","2006","middle vocational","Urban Area","1041","0.160576043255884","0.15200596892972","0.169146117582047"
"Yes","2006","middle vocational","Rural Area","525","0.140506586409865","0.129805285225208","0.151207887594523"
"Yes","2006","vocational + Abi","Urban Area","60","0.0789276241468567","0.0615426720183199","0.0963125762753935"
"Yes","2006","vocational + Abi","Rural Area","17","","",""
"Yes","2006","higher vocational","Urban Area","159","0.162617371523433","0.140243796328391","0.184990946718475"
"Yes","2006","higher vocational","Rural Area","75","0.142325384691651","0.114576731690455","0.170074037692846"
"Yes","2006","higher education","Urban Area","288","0.109379551828537","0.0986786231892179","0.120080480467857"
"Yes","2006","higher education","Rural Area","122","0.0961030476267803","0.0801791936075909","0.11202690164597"
"No","2006","in school","Urban Area","272","0.990751339444793","0.979458184048124","1.00204449484146"
"No","2006","in school","Rural Area","121","1","1","1"
"No","2006","inadequately","Urban Area","143","0.784671297979075","0.724115420355142","0.845227175603007"
"No","2006","inadequately","Rural Area","53","0.836319971870633","0.746375289540431","0.926264654200835"
"No","2006","general elemantary","Urban Area","1372","0.823264191484295","0.804831148819283","0.841697234149307"
"No","2006","general elemantary","Rural Area","729","0.853155824897978","0.829276644866639","0.877035004929317"
"No","2006","middle vocational","Urban Area","6009","0.839423956744116","0.830853882417953","0.84799403107028"
"No","2006","middle vocational","Rural Area","3526","0.859493413590135","0.848792112405477","0.870194714774792"
"No","2006","vocational + Abi","Urban Area","864","0.921072375853143","0.903687423724607","0.93845732798168"
"No","2006","vocational + Abi","Rural Area","277","0.944766281277783","0.918654364059342","0.970878198496225"
"No","2006","higher vocational","Urban Area","886","0.837382628476567","0.815009053281525","0.859756203671609"
"No","2006","higher vocational","Rural Area","534","0.857674615308349","0.829925962307154","0.885423268309545"
"No","2006","higher education","Urban Area","2980","0.890620448171462","0.879919519532143","0.901321376810782"
"No","2006","higher education","Rural Area","1194","0.90389695237322","0.88797309835403","0.919820806392409"
"Yes","2007","in school","Urban Area","2","","",""
"Yes","2007","in school","Rural Area","","","",""
"Yes","2007","inadequately","Urban Area","34","0.231437459874402","0.16416829269783","0.298706627050975"
"Yes","2007","inadequately","Rural Area","11","","",""
"Yes","2007","general elemantary","Urban Area","230","0.154416036534021","0.135899894758552","0.17293217830949"
"Yes","2007","general elemantary","Rural Area","113","0.153603729470439","0.127764173714101","0.179443285226778"
"Yes","2007","middle vocational","Urban Area","956","0.159598830700938","0.150722828659593","0.168474832742283"
"Yes","2007","middle vocational","Rural Area","498","0.137454588659117","0.126496690105806","0.148412487212428"
"Yes","2007","vocational + Abi","Urban Area","74","0.0944899952231227","0.0751966613757772","0.113783329070468"
"Yes","2007","vocational + Abi","Rural Area","19","","",""
"Yes","2007","higher vocational","Urban Area","144","0.17016548921376","0.146257311565151","0.194073666862369"
"Yes","2007","higher vocational","Rural Area","72","0.154497943635543","0.125033187054676","0.18396270021641"
"Yes","2007","higher education","Urban Area","292","0.113364837069523","0.10226516228072","0.124464511858326"
"Yes","2007","higher education","Rural Area","123","0.0975567591553179","0.0811604385764642","0.113953079734172"
"No","2007","in school","Urban Area","223","0.988865590715992","0.975154908808861","1.00257627262312"
"No","2007","in school","Rural Area","113","1","1","1"
"No","2007","inadequately","Urban Area","117","0.768562540125598","0.701293372949025","0.83583170730217"
"No","2007","inadequately","Rural Area","55","0.867680535004107","0.785934270003181","0.949426800005033"
"No","2007","general elemantary","Urban Area","1233","0.845583963465979","0.82706782169051","0.864100105241448"
"No","2007","general elemantary","Rural Area","635","0.846396270529561","0.820556714773222","0.872235826285899"
"No","2007","middle vocational","Urban Area","5584","0.840401169299062","0.831525167257717","0.849277171340407"
"No","2007","middle vocational","Rural Area","3295","0.862545411340883","0.851587512787571","0.873503309894194"
"No","2007","vocational + Abi","Urban Area","809","0.905510004776877","0.886216670929532","0.924803338624223"
"No","2007","vocational + Abi","Rural Area","270","0.924227179606907","0.893716964888361","0.954737394325452"
"No","2007","higher vocational","Urban Area","805","0.82983451078624","0.805926333137631","0.853742688434849"
"No","2007","higher vocational","Rural Area","506","0.845502056364457","0.81603729978359","0.874966812945324"
"No","2007","higher education","Urban Area","2842","0.886635162930477","0.875535488141674","0.89773483771928"
"No","2007","higher education","Rural Area","1135","0.902443240844682","0.886046920265828","0.918839561423536"
"Yes","2008","in school","Urban Area","3","","",""
"Yes","2008","in school","Rural Area","2","","",""
"Yes","2008","inadequately","Urban Area","25","","",""
"Yes","2008","inadequately","Rural Area","11","","",""
"Yes","2008","general elemantary","Urban Area","219","0.170967487192196","0.150809914359984","0.191125060024407"
"Yes","2008","general elemantary","Rural Area","102","0.151389077181581","0.124469011534333","0.17830914282883"
"Yes","2008","middle vocational","Urban Area","914","0.157993267855643","0.148885759895211","0.167100775816075"
"Yes","2008","middle vocational","Rural Area","477","0.140927749548356","0.129526799924664","0.152328699172048"
"Yes","2008","vocational + Abi","Urban Area","62","0.0897928629672455","0.0702255048906135","0.109360221043877"
"Yes","2008","vocational + Abi","Rural Area","18","","",""
"Yes","2008","higher vocational","Urban Area","135","0.161896875217675","0.137655667983743","0.186138082451607"
"Yes","2008","higher vocational","Rural Area","69","0.144810803222473","0.1148508079542","0.174770798490745"
"Yes","2008","higher education","Urban Area","271","0.106682534082658","0.0956283482636208","0.117736719901696"
"Yes","2008","higher education","Rural Area","122","0.107197732958814","0.089701400196057","0.124694065721572"
"No","2008","in school","Urban Area","232","0.988507124434989","0.97487955466999","1.00213469419999"
"No","2008","in school","Rural Area","116","0.980889056679993","0.956185579110958","1.00559253424903"
"No","2008","inadequately","Urban Area","111","0.824846586651779","0.760965171236914","0.888728002066644"
"No","2008","inadequately","Rural Area","40","0.827956459825741","0.724374067382886","0.931538852268595"
"No","2008","general elemantary","Urban Area","1121","0.829032512807804","0.808874939975593","0.849190085640016"
"No","2008","general elemantary","Rural Area","579","0.848610922818419","0.82169085717117","0.875530988465667"
"No","2008","middle vocational","Urban Area","5247","0.842006732144357","0.832899224183925","0.851114240104789"
"No","2008","middle vocational","Rural Area","3101","0.859072250451644","0.847671300827952","0.870473200075336"
"No","2008","vocational + Abi","Urban Area","758","0.910207137032754","0.890639778956122","0.929774495109386"
"No","2008","vocational + Abi","Rural Area","255","0.913485689914974","0.880138317772905","0.946833062057044"
"No","2008","higher vocational","Urban Area","752","0.838103124782325","0.813861917548393","0.862344332016257"
"No","2008","higher vocational","Rural Area","461","0.855189196777527","0.825229201509255","0.8851491920458"
"No","2008","higher education","Urban Area","2725","0.893317465917342","0.882263280098304","0.904371651736379"
"No","2008","higher education","Rural Area","1079","0.892802267041186","0.875305934278429","0.910298599803943"
"Yes","2009","in school","Urban Area","1","","",""
"Yes","2009","in school","Rural Area","1","","",""
"Yes","2009","inadequately","Urban Area","23","","",""
"Yes","2009","inadequately","Rural Area","9","","",""
"Yes","2009","general elemantary","Urban Area","188","0.153958683082511","0.133530187756725","0.174387178408297"
"Yes","2009","general elemantary","Rural Area","94","0.149420985956474","0.120966380674467","0.177875591238481"
"Yes","2009","middle vocational","Urban Area","882","0.167552631776749","0.15781531146299","0.177289952090509"
"Yes","2009","middle vocational","Rural Area","463","0.136222584839272","0.124719491582218","0.147725678096326"
"Yes","2009","vocational + Abi","Urban Area","64","0.102692927994617","0.0808805790415991","0.124505276947636"
"Yes","2009","vocational + Abi","Rural Area","19","","",""
"Yes","2009","higher vocational","Urban Area","134","0.16327413655397","0.13791389965071","0.188634373457229"
"Yes","2009","higher vocational","Rural Area","68","0.143029226148932","0.11273325989096","0.173325192406903"
"Yes","2009","higher education","Urban Area","261","0.108607353546144","0.097172056928302","0.120042650163987"
"Yes","2009","higher education","Rural Area","125","0.0868662049012938","0.0708845958944238","0.102847813908164"
"No","2009","in school","Urban Area","216","0.99879194081746","0.994170261114607","1.00341362052031"
"No","2009","in school","Rural Area","93","0.990366921839376","0.970621574876229","1.01011226880252"
"No","2009","inadequately","Urban Area","102","0.814156072614212","0.745966007502017","0.882346137726408"
"No","2009","inadequately","Rural Area","34","0.797889193625328","0.67786192529543","0.917916461955225"
"No","2009","general elemantary","Urban Area","1011","0.846041316917489","0.825612821591703","0.866469812243275"
"No","2009","general elemantary","Rural Area","509","0.850579014043526","0.822124408761519","0.879033619325534"
"No","2009","middle vocational","Urban Area","4769","0.832447368223251","0.822710047909491","0.84218468853701"
"No","2009","middle vocational","Rural Area","2953","0.863777415160728","0.852274321903674","0.875280508417782"
"No","2009","vocational + Abi","Urban Area","680","0.897307072005383","0.875494723052364","0.919119420958401"
"No","2009","vocational + Abi","Rural Area","238","0.901640167354637","0.865231310333444","0.93804902437583"
"No","2009","higher vocational","Urban Area","682","0.83672586344603","0.811365626542771","0.86208610034929"
"No","2009","higher vocational","Rural Area","445","0.856970773851068","0.826674807593097","0.88726674010904"
"No","2009","higher education","Urban Area","2583","0.891392646453856","0.879957349836013","0.902827943071698"
"No","2009","higher education","Rural Area","1068","0.913133795098706","0.897152186091836","0.929115404105576"
"Yes","2010","in school","Urban Area","7","","",""
"Yes","2010","in school","Rural Area","2","","",""
"Yes","2010","inadequately","Urban Area","27","","",""
"Yes","2010","inadequately","Rural Area","9","","",""
"Yes","2010","general elemantary","Urban Area","210","0.171926486624324","0.153808228882392","0.190044744366256"
"Yes","2010","general elemantary","Rural Area","94","0.154128141050652","0.129044832772417","0.179211449328886"
"Yes","2010","middle vocational","Urban Area","914","0.161426178365986","0.152918274732239","0.169934081999732"
"Yes","2010","middle vocational","Rural Area","493","0.143195176019816","0.133054233812184","0.153336118227447"
"Yes","2010","vocational + Abi","Urban Area","68","0.0985851816368643","0.0821446982434173","0.115025665030311"
"Yes","2010","vocational + Abi","Rural Area","26","","",""
