"m11124","year","pgisced97","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Not disabled","1997","general elemantary","East Germany","311","0.880471505976334","0.846338327595271","0.914604684357397","0"
"Not disabled","1997","middle vocational","West Germany","3969","0.8489044181759","0.838445080609333","0.859363755742467","0"
"Not disabled","1997","middle vocational","East Germany","1837","0.919186926589408","0.907169890866277","0.931203962312539","0"
"Not disabled","1997","vocational + Abi","West Germany","362","0.934317420365252","0.909572272689754","0.959062568040751","0"
"Not disabled","1997","higher education","East Germany","782","0.919441221867045","0.901003647599718","0.937878796134372","0"
"Not disabled","1997","in school","West Germany","203","0.982149097364805","0.964067646216211","1.0002305485134","0"
"Not disabled","1997","in school","East Germany","110","1","1","1","0"
"Not disabled","1997","inadequately","West Germany","391","0.820613572426669","0.785398400902998","0.855828743950341","0"
"Not disabled","1997","inadequately","East Germany","11","","","","0"
"Not disabled","1997","vocational + Abi","East Germany","70","0.975941758104005","0.940548076738031","1.01133543946998","0"
"Not disabled","1997","higher vocational","West Germany","471","0.858671662322064","0.828929607204359","0.888413717439769","0"
"Not disabled","1997","higher vocational","East Germany","210","0.889655669051641","0.849163582065585","0.930147756037698","0"
"Not disabled","1997","higher education","West Germany","877","0.919576335530236","0.902126429552925","0.937026241507547","0"
"Disabled","1998","in school","East Germany","1","","","","1"
"Disabled","1998","inadequately","East Germany","","","","","1"
"Disabled","1998","inadequately","West Germany","66","0.179405666950708","0.143224001563241","0.215587332338174","1"
"Disabled","1998","general elemantary","West Germany","265","0.155071305529959","0.139866018323414","0.170276592736504","1"
"Disabled","1998","in school","West Germany","5","","","","1"
"Disabled","1998","higher vocational","West Germany","69","0.154259936829004","0.125065207410467","0.183454666247541","1"
"Disabled","1998","higher vocational","East Germany","17","","","","1"
"Disabled","1998","higher education","West Germany","67","0.0806493285284855","0.0646089261932604","0.0966897308637107","1"
"Disabled","1998","higher education","East Germany","66","0.0894790070042503","0.0704574704197879","0.108500543588713","1"
"Disabled","1998","general elemantary","East Germany","41","0.123243090164151","0.0901053354222126","0.156380844906089","1"
"Disabled","1998","middle vocational","West Germany","600","0.150627379125478","0.140659055626127","0.160595702624829","1"
"Disabled","1998","middle vocational","East Germany","148","0.0742711817234271","0.0630134396954019","0.0855289237514524","1"
"Disabled","1998","vocational + Abi","West Germany","29","","","","1"
"Disabled","1998","vocational + Abi","East Germany","3","","","","1"
"Not disabled","1998","general elemantary","West Germany","1912","0.844928694470041","0.829723407263496","0.860133981676586","0"
"Not disabled","1998","general elemantary","East Germany","337","0.876756909835849","0.843619155093911","0.909894664577787","0"
"Not disabled","1998","middle vocational","West Germany","4346","0.849372620874522","0.839404297375171","0.859340944373873","0"
"Not disabled","1998","middle vocational","East Germany","1936","0.925728818276573","0.914471076248548","0.936986560304598","0"
"Not disabled","1998","vocational + Abi","West Germany","415","0.926556165070054","0.902291731704521","0.950820598435587","0"
"Not disabled","1998","higher education","East Germany","799","0.91052099299575","0.891499456411287","0.929542529580212","0"
"Not disabled","1998","in school","West Germany","220","0.97691415807242","0.957291497452724","0.996536818692116","0"
"Not disabled","1998","in school","East Germany","108","0.990618341694293","0.972520456450078","1.00871622693851","0"
"Not disabled","1998","inadequately","West Germany","366","0.820594333049292","0.784412667661826","0.856775998436759","0"
"Not disabled","1998","inadequately","East Germany","15","","","","0"
"Not disabled","1998","vocational + Abi","East Germany","65","0.967153535502337","0.924790637545831","1.00951643345884","0"
"Not disabled","1998","higher vocational","West Germany","519","0.845740063170996","0.816545333752459","0.874934792589533","0"
"Not disabled","1998","higher vocational","East Germany","219","0.908597865837557","0.871831042032927","0.945364689642187","0"
"Not disabled","1998","higher education","West Germany","1040","0.919350671471515","0.903310269136289","0.93539107380674","0"
"Disabled","1999","in school","East Germany","","","","","1"
"Disabled","1999","inadequately","East Germany","1","","","","1"
"Disabled","1999","inadequately","West Germany","69","0.190711270554945","0.152776329910232","0.228646211199659","1"
"Disabled","1999","general elemantary","West Germany","258","0.162371557566264","0.146537948426924","0.178205166705605","1"
"Disabled","1999","in school","West Germany","5","","","","1"
"Disabled","1999","higher vocational","West Germany","65","0.148865441738021","0.119846589625687","0.177884293850355","1"
"Disabled","1999","higher vocational","East Germany","18","","","","1"
"Disabled","1999","higher education","West Germany","64","0.0771998102642686","0.061498042282854","0.0929015782456832","1"
"Disabled","1999","higher education","East Germany","70","0.0940142402610672","0.0744860519991495","0.113542428522985","1"
"Disabled","1999","general elemantary","East Germany","39","0.122090504056547","0.0886863310263187","0.155494677086775","1"
"Disabled","1999","middle vocational","West Germany","614","0.160833109160244","0.150521459684158","0.17114475863633","1"
"Disabled","1999","middle vocational","East Germany","163","0.082529347453973","0.0707067651211848","0.0943519297867612","1"
"Disabled","1999","vocational + Abi","West Germany","24","","","","1"
"Disabled","1999","vocational + Abi","East Germany","2","","","","1"
"Not disabled","1999","general elemantary","West Germany","1826","0.837628442433736","0.821794833294395","0.853462051573076","0"
"Not disabled","1999","general elemantary","East Germany","330","0.877909495943453","0.844505322913225","0.911313668973681","0"
"Not disabled","1999","middle vocational","West Germany","4262","0.839166890839756","0.82885524136367","0.849478540315842","0"
"Not disabled","1999","middle vocational","East Germany","1918","0.917470652546027","0.905648070213239","0.929293234878815","0"
"Not disabled","1999","vocational + Abi","West Germany","411","0.934287940610733","0.911003469744409","0.957572411477056","0"
"Not disabled","1999","higher education","East Germany","788","0.905985759738933","0.886457571477015","0.92551394800085","0"
"Not disabled","1999","in school","West Germany","211","0.978788931989023","0.959573639100588","0.998004224877458","0"
"Not disabled","1999","in school","East Germany","105","1","1","1","0"
"Not disabled","1999","inadequately","West Germany","343","0.809288729445055","0.771353788800341","0.847223670089768","0"
"Not disabled","1999","inadequately","East Germany","14","","","","0"
"Not disabled","1999","vocational + Abi","East Germany","72","0.98599710858382","0.959225225950102","1.01276899121754","0"
"Not disabled","1999","higher vocational","West Germany","513","0.851134558261979","0.822115706149645","0.880153410374313","0"
"Not disabled","1999","higher vocational","East Germany","225","0.907028734236259","0.870517219655579","0.94354024881694","0"
"Not disabled","1999","higher education","West Germany","1046","0.922800189735731","0.907098421754317","0.938501957717146","0"
"Disabled","2000","in school","East Germany","","","","","1"
"Disabled","2000","inadequately","West Germany","61","0.156937117201722","0.120603340212193","0.193270894191251","1"
"Disabled","2000","inadequately","East Germany","1","","","","1"
"Disabled","2000","general elemantary","West Germany","369","0.133102299510996","0.121053011270272","0.14515158775172","1"
"Disabled","2000","in school","West Germany","9","","","","1"
"Disabled","2000","general elemantary","East Germany","49","0.104508045957326","0.0779837815343769","0.131032310380276","1"
"Disabled","2000","higher vocational","West Germany","147","0.137820123345837","0.119639594589361","0.156000652102314","1"
"Disabled","2000","higher vocational","East Germany","49","0.103341129920598","0.0768703667630601","0.129811893078136","1"
"Disabled","2000","higher education","West Germany","162","0.0732525731663905","0.0631239023949211","0.0833812439378599","1"
"Disabled","2000","higher education","East Germany","100","0.0875761461630565","0.0721802690102361","0.102972023315877","1"
"Disabled","2000","middle vocational","West Germany","1148","0.135410443162853","0.128563774574863","0.142257111750843","1"
"Disabled","2000","middle vocational","East Germany","286","0.0962354263619427","0.0861056224849481","0.106365230238937","1"
"Disabled","2000","vocational + Abi","West Germany","58","0.0715460796849762","0.0555877538435088","0.0875044055264436","1"
"Disabled","2000","vocational + Abi","East Germany","2","","","","1"
"Not disabled","2000","general elemantary","West Germany","2684","0.866897700489004","0.85484841224828","0.878946988729728","0"
"Not disabled","2000","general elemantary","East Germany","462","0.895491954042674","0.868967689619724","0.922016218465623","0"
"Not disabled","2000","middle vocational","West Germany","8446","0.864589556837147","0.857742888249157","0.871436225425138","0"
"Not disabled","2000","middle vocational","East Germany","2970","0.903764573638057","0.893634769761063","0.913894377515052","0"
"Not disabled","2000","vocational + Abi","West Germany","944","0.928453920315024","0.912495594473556","0.944412246156491","0"
"Not disabled","2000","higher education","East Germany","1195","0.912423853836943","0.897027976684123","0.927819730989764","0"
"Not disabled","2000","in school","West Germany","345","0.975068951807625","0.958827143030084","0.991310760585167","0"
"Not disabled","2000","in school","East Germany","144","1","1","1","0"
"Not disabled","2000","inadequately","West Germany","324","0.843062882798278","0.806729105808749","0.879396659787807","0"
"Not disabled","2000","inadequately","East Germany","18","","","","0"
"Not disabled","2000","vocational + Abi","East Germany","123","0.989494279962117","0.971620655034306","1.00736790488993","0"
"Not disabled","2000","higher vocational","West Germany","1234","0.862179876654163","0.843999347897686","0.880360405410639","0"
"Not disabled","2000","higher vocational","East Germany","459","0.896658870079402","0.870188106921864","0.92312963323694","0"
"Not disabled","2000","higher education","West Germany","2380","0.92674742683361","0.91661875606214","0.936876097605079","0"
"Disabled","2001","inadequately","East Germany","1","","","","1"
"Disabled","2001","general elemantary","West Germany","335","0.140714084238966","0.127492303681168","0.153935864796764","1"
"Disabled","2001","in school","East Germany","","","","","1"
"Disabled","2001","inadequately","West Germany","50","0.169164316757151","0.12645582985493","0.211872803659372","1"
"Disabled","2001","in school","West Germany","5","","","","1"
"Disabled","2001","general elemantary","East Germany","45","0.108551772462337","0.0799686996808605","0.137134845243814","1"
"Disabled","2001","higher vocational","West Germany","133","0.142124220859243","0.122634177543649","0.161614264174836","1"
"Disabled","2001","higher vocational","East Germany","43","0.100207629735017","0.072277165518543","0.12813809395149","1"
"Disabled","2001","higher education","West Germany","162","0.0771252753910332","0.0663087325524346","0.0879418182296318","1"
"Disabled","2001","higher education","East Germany","102","0.0968690338052624","0.0803124509567054","0.113425616653819","1"
"Disabled","2001","middle vocational","West Germany","1021","0.134240454020994","0.127044565405068","0.141436342636921","1"
"Disabled","2001","middle vocational","East Germany","243","0.0849921968184271","0.0750031483764303","0.0949812452604238","1"
"Disabled","2001","vocational + Abi","West Germany","65","0.0879655004000366","0.0700106840622344","0.105920316737839","1"
"Disabled","2001","vocational + Abi","East Germany","4","","","","1"
"Not disabled","2001","general elemantary","West Germany","2322","0.859285915761034","0.846064135203236","0.872507696318832","0"
"Not disabled","2001","general elemantary","East Germany","410","0.891448227537663","0.862865154756186","0.920031300319139","0"
"Not disabled","2001","middle vocational","West Germany","7601","0.865759545979006","0.858563657363079","0.872955434594932","0"
"Not disabled","2001","middle vocational","East Germany","2751","0.915007803181573","0.905018754739576","0.92499685162357","0"
"Not disabled","2001","vocational + Abi","West Germany","891","0.912034499599963","0.894079683262161","0.929989315937766","0"
"Not disabled","2001","higher education","East Germany","1124","0.903130966194738","0.886574383346181","0.919687549043295","0"
"Not disabled","2001","in school","West Germany","388","0.985244718077103","0.973324131415399","0.997165304738806","0"
"Not disabled","2001","in school","East Germany","158","1","1","1","0"
"Not disabled","2001","higher vocational","East Germany","401","0.899792370264983","0.87186190604851","0.927722834481457","0"
"Not disabled","2001","higher education","West Germany","2175","0.922874724608967","0.912058181770368","0.933691267447565","0"
"Not disabled","2001","inadequately","West Germany","246","0.830835683242849","0.788127196340628","0.87354417014507","0"
"Not disabled","2001","inadequately","East Germany","13","","","","0"
"Not disabled","2001","vocational + Abi","East Germany","117","0.95757070650456","0.921655883380417","0.993485529628702","0"
"Not disabled","2001","higher vocational","West Germany","1100","0.857875779140757","0.838385735825164","0.877365822456351","0"
"Disabled","2002","inadequately","East Germany","2","","","","1"
"Disabled","2002","general elemantary","West Germany","338","0.148979883939926","0.13499144113535","0.162968326744503","1"
"Disabled","2002","higher vocational","West Germany","140","0.141627676579671","0.12262298845869","0.160632364700653","1"
"Disabled","2002","higher vocational","East Germany","42","0.104251523896396","0.0761419404692484","0.132361107323544","1"
"Disabled","2002","in school","East Germany","1","","","","1"
"Disabled","2002","inadequately","West Germany","45","0.183135796031481","0.136915416866755","0.229356175196207","1"
"Disabled","2002","higher education","West Germany","205","0.0802888929163246","0.0709378269926366","0.0896399588400126","1"
"Disabled","2002","higher education","East Germany","107","0.0982273154849204","0.0822141458208755","0.114240485148965","1"
"Disabled","2002","in school","West Germany","6","","","","1"
"Disabled","2002","general elemantary","East Germany","55","0.136615640948887","0.104078566060171","0.169152715837603","1"
"Disabled","2002","middle vocational","West Germany","1086","0.144982009495121","0.137601904581072","0.152362114409169","1"
"Disabled","2002","middle vocational","East Germany","275","0.107603420119532","0.0962801948788312","0.118926645360233","1"
"Disabled","2002","vocational + Abi","West Germany","69","0.0825025252109283","0.0658133873854734","0.0991916630363832","1"
"Disabled","2002","vocational + Abi","East Germany","5","","","","1"
"Not disabled","2002","general elemantary","West Germany","2151","0.851020116060074","0.837031673255497","0.86500855886465","0"
"Not disabled","2002","general elemantary","East Germany","373","0.863384359051113","0.830847284162397","0.895921433939829","0"
"Not disabled","2002","middle vocational","West Germany","7657","0.855017990504879","0.847637885590831","0.862398095418928","0"
"Not disabled","2002","middle vocational","East Germany","2602","0.892396579880468","0.881073354639767","0.903719805121169","0"
"Not disabled","2002","in school","West Germany","457","0.980357053955275","0.967716880127613","0.992997227782938","0"
"Not disabled","2002","in school","East Germany","153","0.965713860924044","0.936974887268628","0.994452834579459","0"
"Not disabled","2002","inadequately","West Germany","224","0.816864203968519","0.770643824803793","0.863084583133245","0"
"Not disabled","2002","inadequately","East Germany","14","","","","0"
"Not disabled","2002","vocational + Abi","West Germany","975","0.917497474789072","0.900808336963617","0.934186612614527","0"
"Not disabled","2002","higher education","East Germany","1220","0.90177268451508","0.885759514851035","0.917785854179125","0"
"Not disabled","2002","higher vocational","East Germany","412","0.895748476103604","0.867638892676456","0.923858059530752","0"
"Not disabled","2002","higher education","West Germany","3039","0.919711107083675","0.910360041159987","0.929062173007363","0"
"Not disabled","2002","vocational + Abi","East Germany","129","0.944257587484617","0.90541270482269","0.983102470146544","0"
"Not disabled","2002","higher vocational","West Germany","1153","0.858372323420329","0.839367635299347","0.87737701154131","0"
"Disabled","2003","in school","East Germany","","","","","1"
"Disabled","2003","inadequately","West Germany","47","0.187894750542964","0.139949953657856","0.235839547428072","1"
"Disabled","2003","inadequately","East Germany","2","","","","1"
"Disabled","2003","general elemantary","West Germany","326","0.148178470854925","0.133786699697653","0.162570242012198","1"
"Disabled","2003","higher vocational","West Germany","156","0.157896485813436","0.13760068366929","0.178192287957582","1"
"Disabled","2003","higher vocational","East Germany","45","0.114231440302206","0.0848743656702595","0.143588514934152","1"
"Disabled","2003","higher education","West Germany","216","0.0926902801792078","0.0824320182848848","0.102948542073531","1"
"Disabled","2003","higher education","East Germany","111","0.100561401111182","0.0841876943357086","0.116935107886655","1"
"Disabled","2003","in school","West Germany","6","","","","1"
"Disabled","2003","general elemantary","East Germany","45","0.10499245974193","0.0755704411335526","0.134414478350307","1"
"Disabled","2003","middle vocational","West Germany","1027","0.140549782419938","0.133090164976141","0.148009399863735","1"
"Disabled","2003","middle vocational","East Germany","278","0.106436627788484","0.0950401287717204","0.117833126805247","1"
"Disabled","2003","vocational + Abi","West Germany","66","0.0732765068937427","0.0572844078555344","0.0892686059319509","1"
"Disabled","2003","vocational + Abi","East Germany","6","","","","1"
"Not disabled","2003","general elemantary","West Germany","2015","0.851821529145075","0.837429757987802","0.866213300302347","0"
"Not disabled","2003","general elemantary","East Germany","372","0.89500754025807","0.865585521649693","0.924429558866447","0"
"Not disabled","2003","middle vocational","West Germany","7312","0.859450217580062","0.851990600136265","0.866909835023859","0"
"Not disabled","2003","middle vocational","East Germany","2535","0.893563372211516","0.882166873194753","0.90495987122828","0"
"Not disabled","2003","in school","West Germany","450","0.989044080956223","0.979489802356292","0.998598359556154","0"
"Not disabled","2003","in school","East Germany","162","1","1","1","0"
"Not disabled","2003","inadequately","West Germany","208","0.812105249457036","0.764160452571928","0.860050046342144","0"
"Not disabled","2003","inadequately","East Germany","13","","","","0"
"Not disabled","2003","vocational + Abi","West Germany","954","0.926723493106257","0.910731394068049","0.942715592144466","0"
"Not disabled","2003","higher education","East Germany","1185","0.899438598888818","0.883064892113345","0.915812305664291","0"
"Not disabled","2003","vocational + Abi","East Germany","137","0.948990761920706","0.912929951480775","0.985051572360637","0"
"Not disabled","2003","higher vocational","West Germany","1084","0.842103514186564","0.821807712042418","0.86239931633071","0"
"Not disabled","2003","higher vocational","East Germany","406","0.885768559697794","0.856411485065848","0.91512563432974","0"
"Not disabled","2003","higher education","West Germany","2854","0.907309719820792","0.897051457926469","0.917567981715115","0"
"Disabled","2004","in school","East Germany","1","","","","1"
"Disabled","2004","inadequately","West Germany","42","0.191673947177728","0.141666527735348","0.241681366620108","1"
"Disabled","2004","inadequately","East Germany","2","","","","1"
"Disabled","2004","general elemantary","West Germany","328","0.159682562303064","0.144448201182341","0.174916923423787","1"
"Disabled","2004","higher vocational","West Germany","152","0.153416708272264","0.133118991134409","0.173714425410118","1"
"Disabled","2004","higher vocational","East Germany","46","0.132756454672612","0.100833609815401","0.164679299529823","1"
"Disabled","2004","higher education","West Germany","220","0.0998180160268474","0.0891412486421742","0.110494783411521","1"
"Disabled","2004","higher education","East Germany","114","0.10765507071823","0.090668862471277","0.124641278965182","1"
"Disabled","2004","in school","West Germany","1","","","","1"
"Disabled","2004","general elemantary","East Germany","42","0.108969708093157","0.0774738607578002","0.140465555428514","1"
"Disabled","2004","middle vocational","West Germany","1044","0.146214107749779","0.138504464671903","0.153923750827656","1"
"Disabled","2004","middle vocational","East Germany","284","0.113574310028562","0.101719759371199","0.125428860685924","1"
"Disabled","2004","vocational + Abi","West Germany","67","0.0758593597836085","0.0595464491885003","0.0921722703787168","1"
"Disabled","2004","vocational + Abi","East Germany","7","","","","1"
"Not disabled","2004","general elemantary","West Germany","1893","0.840317437696936","0.825083076576213","0.855551798817659","0"
"Not disabled","2004","general elemantary","East Germany","334","0.891030291906843","0.859534444571486","0.9225261392422","0"
"Not disabled","2004","middle vocational","West Germany","7024","0.853785892250221","0.846076249172344","0.861495535328097","0"
"Not disabled","2004","middle vocational","East Germany","2468","0.886425689971438","0.874571139314076","0.898280240628801","0"
"Not disabled","2004","vocational + Abi","West Germany","945","0.924140640216391","0.907827729621283","0.9404535508115","0"
"Not disabled","2004","in school","West Germany","473","0.999331489745805","0.99700464319817","1.00165833629344","0"
"Not disabled","2004","in school","East Germany","164","0.994680605954668","0.983581729288083","1.00577948262125","0"
"Not disabled","2004","inadequately","West Germany","196","0.808326052822272","0.758318633379892","0.858333472264652","0"
"Not disabled","2004","inadequately","East Germany","16","","","","0"
"Not disabled","2004","higher education","East Germany","1165","0.89234492928177","0.875358721034817","0.909331137528723","0"
"Not disabled","2004","vocational + Abi","East Germany","147","0.949809143998282","0.915325098847117","0.984293189149448","0"
"Not disabled","2004","higher vocational","East Germany","388","0.867243545327388","0.835320700470177","0.899166390184599","0"
"Not disabled","2004","higher vocational","West Germany","1059","0.846583291727736","0.826285574589881","0.866881008865591","0"
"Not disabled","2004","higher education","West Germany","2808","0.900181983973153","0.889505216588479","0.910858751357826","0"
"Disabled","2005","in school","East Germany","1","","","","1"
"Disabled","2005","inadequately","West Germany","39","0.178753163952198","0.128800621800847","0.228705706103549","1"
"Disabled","2005","inadequately","East Germany","1","","","","1"
"Disabled","2005","general elemantary","West Germany","299","0.147852109528231","0.132553777828742","0.16315044122772","1"
"Disabled","2005","higher vocational","West Germany","150","0.152567036558684","0.131739956828946","0.173394116288421","1"
"Disabled","2005","higher vocational","East Germany","49","0.131490215549513","0.0991712447471542","0.163809186351872","1"
"Disabled","2005","higher education","West Germany","215","0.0944983119991916","0.0838847269392145","0.105111897059169","1"
"Disabled","2005","higher education","East Germany","113","0.107141032525791","0.0900428559307983","0.124239209120784","1"
"Disabled","2005","in school","West Germany","3","","","","1"
"Disabled","2005","general elemantary","East Germany","45","0.134954996043502","0.098743299482807","0.171166692604196","1"
"Disabled","2005","middle vocational","West Germany","1033","0.144718489529525","0.136837295026249","0.152599684032802","1"
"Disabled","2005","middle vocational","East Germany","291","0.123311351578515","0.110752588079937","0.135870115077094","1"
"Disabled","2005","vocational + Abi","West Germany","65","0.0727048364002994","0.0563983924996721","0.0890112803009267","1"
"Disabled","2005","vocational + Abi","East Germany","5","","","","1"
"Not disabled","2005","general elemantary","West Germany","1769","0.852147890471769","0.83684955877228","0.867446222171258","0"
"Not disabled","2005","general elemantary","East Germany","297","0.865045003956498","0.828833307395804","0.901256700517193","0"
"Not disabled","2005","middle vocational","West Germany","6622","0.855281510470475","0.847400315967198","0.863162704973751","0"
"Not disabled","2005","middle vocational","East Germany","2342","0.876688648421485","0.864129884922906","0.889247411920063","0"
"Not disabled","2005","vocational + Abi","West Germany","909","0.927295163599701","0.910988719699073","0.943601607500328","0"
"Not disabled","2005","in school","West Germany","501","0.996014214618201","0.990513456529402","1.001514972707","0"
"Not disabled","2005","in school","East Germany","146","0.995286975742629","0.984215298379389","1.00635865310587","0"
"Not disabled","2005","inadequately","West Germany","187","0.821246836047802","0.771294293896451","0.871199378199153","0"
"Not disabled","2005","inadequately","East Germany","17","","","","0"
"Not disabled","2005","higher education","East Germany","1144","0.892858967474209","0.875760790879216","0.909957144069202","0"
"Not disabled","2005","vocational + Abi","East Germany","157","0.965454300914527","0.937331832517586","0.993576769311468","0"
"Not disabled","2005","higher vocational","East Germany","371","0.868509784450487","0.836190813648128","0.900828755252846","0"
"Not disabled","2005","higher vocational","West Germany","995","0.847432963441316","0.826605883711579","0.868260043171054","0"
"Not disabled","2005","higher education","West Germany","2703","0.905501688000808","0.894888102940831","0.916115273060785","0"
"Disabled","2006","in school","East Germany","","","","","1"
"Disabled","2006","inadequately","West Germany","42","0.194198349619453","0.141806602976654","0.246590096262252","1"
"Disabled","2006","inadequately","East Germany","2","","","","1"
"Disabled","2006","general elemantary","West Germany","333","0.165522645713515","0.149706023398548","0.181339268028483","1"
"Disabled","2006","higher vocational","West Germany","161","0.148107571038815","0.128248763876597","0.167966378201034","1"
"Disabled","2006","higher vocational","East Germany","54","0.137584528259501","0.104912415246673","0.170256641272328","1"
"Disabled","2006","higher education","West Germany","259","0.0967653373164086","0.0866012914575739","0.106929383175243","1"
"Disabled","2006","higher education","East Germany","127","0.109724895238208","0.0929717216142702","0.126478068862146","1"
"Disabled","2006","in school","West Germany","4","","","","1"
"Disabled","2006","general elemantary","East Germany","40","0.114170637878178","0.0818537991790658","0.14648747657729","1"
"Disabled","2006","middle vocational","West Germany","1132","0.145311515633069","0.137731248431445","0.152891782834692","1"
"Disabled","2006","middle vocational","East Germany","320","0.127927285730039","0.115579883098771","0.140274688361307","1"
"Disabled","2006","vocational + Abi","West Germany","66","0.0744977304933453","0.0585850803642732","0.0904103806224173","1"
"Disabled","2006","vocational + Abi","East Germany","5","","","","1"
"Not disabled","2006","general elemantary","West Germany","1788","0.834477354286485","0.818660731971517","0.850293976601452","0"
"Not disabled","2006","general elemantary","East Germany","332","0.885829362121822","0.85351252342271","0.918146200820934","0"
"Not disabled","2006","middle vocational","West Germany","7171","0.854688484366931","0.847108217165308","0.862268751568555","0"
"Not disabled","2006","middle vocational","East Germany","2491","0.872072714269961","0.859725311638693","0.884420116901229","0"
"Not disabled","2006","inadequately","East Germany","21","","","","0"
"Not disabled","2006","vocational + Abi","West Germany","980","0.925502269506655","0.909589619377583","0.941414919635727","0"
"Not disabled","2006","higher education","East Germany","1210","0.890275104761792","0.873521931137854","0.90702827838573","0"
"Not disabled","2006","vocational + Abi","East Germany","166","0.962099567025107","0.933478743151956","0.990720390898258","0"
"Not disabled","2006","higher vocational","West Germany","1068","0.851892428961185","0.832033621798966","0.871751236123403","0"
"Not disabled","2006","in school","West Germany","320","0.992075262094744","0.982420527270972","1.00172999691852","0"
"Not disabled","2006","in school","East Germany","73","1","1","1","0"
"Not disabled","2006","inadequately","West Germany","177","0.805801650380547","0.753409903737748","0.858193397023346","0"
"Not disabled","2006","higher vocational","East Germany","373","0.862415471740499","0.829743358727671","0.895087584753327","0"
"Not disabled","2006","higher education","West Germany","2991","0.903234662683591","0.893070616824757","0.913398708542426","0"
"Disabled","2007","in school","West Germany","2","","","","1"
"Disabled","2007","in school","East Germany","","","","","1"
"Disabled","2007","inadequately","West Germany","42","0.196693298369763","0.141044533194031","0.252342063545494","1"
"Disabled","2007","inadequately","East Germany","1","","","","1"
"Disabled","2007","general elemantary","West Germany","296","0.153627127236607","0.13737903606317","0.169875218410043","1"
"Disabled","2007","higher vocational","West Germany","149","0.15853257186326","0.13724654058115","0.17981860314537","1"
"Disabled","2007","higher vocational","East Germany","51","0.135709697265082","0.102313834367066","0.169105560163098","1"
"Disabled","2007","higher education","West Germany","265","0.100290917481591","0.0897098503560826","0.1108719846071","1"
"Disabled","2007","higher education","East Germany","125","0.106782762821677","0.0900009618132466","0.123564563830108","1"
"Disabled","2007","general elemantary","East Germany","36","0.103819031752889","0.0709588138032978","0.136679249702481","1"
"Disabled","2007","middle vocational","West Germany","1051","0.144287938473018","0.136450718558358","0.152125158387679","1"
"Disabled","2007","middle vocational","East Germany","305","0.129905561509239","0.11707611961861","0.142735003399869","1"
"Disabled","2007","vocational + Abi","West Germany","81","0.0905767553599308","0.072841375056981","0.108312135662881","1"
"Disabled","2007","vocational + Abi","East Germany","4","","","","1"
"Not disabled","2007","general elemantary","West Germany","1596","0.846372872763393","0.830124781589957","0.86262096393683","0"
"Not disabled","2007","general elemantary","East Germany","295","0.896180968247111","0.863320750297519","0.929041186196702","0"
"Not disabled","2007","middle vocational","West Germany","6671","0.855712061526982","0.847874841612321","0.863549281441642","0"
"Not disabled","2007","middle vocational","East Germany","2333","0.870094438490761","0.857264996600131","0.88292388038139","0"
"Not disabled","2007","inadequately","East Germany","22","","","","0"
"Not disabled","2007","vocational + Abi","West Germany","925","0.909423244640069","0.891687864337119","0.927158624943019","0"
"Not disabled","2007","higher education","East Germany","1176","0.893217237178323","0.876435436169892","0.909999038186753","0"
"Not disabled","2007","vocational + Abi","East Germany","163","0.973851052213913","0.949648384777341","0.998053719650486","0"
"Not disabled","2007","higher vocational","West Germany","982","0.84146742813674","0.82018139685463","0.862753459418851","0"
"Not disabled","2007","in school","West Germany","258","0.991031733695567","0.979572397908853","1.00249106948228","0"
"Not disabled","2007","in school","East Germany","82","1","1","1","0"
"Not disabled","2007","inadequately","West Germany","154","0.803306701630237","0.747657936454506","0.858955466805969","0"
"Not disabled","2007","higher vocational","East Germany","353","0.864290302734918","0.830894439836902","0.897686165632934","0"
"Not disabled","2007","higher education","West Germany","2831","0.899709082518409","0.8891280153929","0.910290149643917","0"
"Disabled","2008","in school","West Germany","5","","","","1"
"Disabled","2008","in school","East Germany","","","","","1"
"Disabled","2008","inadequately","West Germany","34","0.180882626212687","0.122502994400056","0.239262258025317","1"
"Disabled","2008","inadequately","East Germany","1","","","","1"
"Disabled","2008","general elemantary","West Germany","274","0.156792188436885","0.139633540522479","0.17395083635129","1"
"Disabled","2008","higher vocational","West Germany","137","0.149299876040391","0.127681861067578","0.170917891013204","1"
"Disabled","2008","higher vocational","East Germany","52","0.13889241065046","0.10393637811874","0.173848443182181","1"
"Disabled","2008","higher education","West Germany","248","0.0976346632167613","0.0869453751213718","0.108323951312151","1"
"Disabled","2008","higher education","East Germany","124","0.108596116428653","0.091306621403943","0.125885611453362","1"
"Disabled","2008","general elemantary","East Germany","32","0.136151755197047","0.0977264144360524","0.174577095958041","1"
"Disabled","2008","middle vocational","West Germany","1008","0.144288036321254","0.136199721421602","0.152376351220907","1"
"Disabled","2008","middle vocational","East Germany","277","0.118840315130268","0.106175655225609","0.131504975034926","1"
"Disabled","2008","vocational + Abi","West Germany","66","0.089338775174354","0.071046274805279","0.107631275543429","1"
"Disabled","2008","vocational + Abi","East Germany","8","","","","1"
"Not disabled","2008","general elemantary","West Germany","1451","0.843207811563115","0.82604916364871","0.860366459477521","0"
"Not disabled","2008","general elemantary","East Germany","274","0.863848244802953","0.825422904041959","0.902273585563948","0"
"Not disabled","2008","middle vocational","West Germany","6242","0.855711963678746","0.847623648779093","0.863800278578399","0"
