"m11124","year","age_gr","e11102","n","percent","lower_confidence","upper_confidence"
"Disabled","2009","66 and older","Not Employed","937","0.258780289365376","0.245024383527554","0.272536195203198"
"Disabled","2009","66 and older","Employed","43","0.12751852086783","0.0906251779510563","0.164411863784604"
"Not disabled","2010","16-34 y.","Not Employed","2020","0.96836006261035","0.960801299698607","0.975918825522093"
"Not disabled","2010","16-34 y.","Employed","4454","0.980920825364749","0.976932195934384","0.984909454795113"
"Not disabled","2010","35-65 y.","Not Employed","2021","0.697353955076451","0.67968178499954","0.715026125153362"
"Not disabled","2010","35-65 y.","Employed","10128","0.918812761829712","0.913655286558132","0.923970237101291"
"Not disabled","2010","66 and older","Not Employed","2864","0.749859180760132","0.735990142540713","0.763728218979551"
"Not disabled","2010","66 and older","Employed","255","0.833181413973808","0.791478067340478","0.874884760607138"
"Disabled","2010","16-34 y.","Not Employed","40","0.03163993738965","0.0240811744779071","0.0391987003013928"
"Disabled","2010","16-34 y.","Employed","65","0.0190791746352512","0.0150905452048867","0.0230678040656156"
"Disabled","2010","35-65 y.","Not Employed","575","0.302646044923549","0.284973874846638","0.32031821500046"
"Disabled","2010","35-65 y.","Employed","645","0.0811872381702884","0.0760297628987089","0.086344713441868"
"Disabled","2010","66 and older","Not Employed","882","0.250140819239868","0.236271781020449","0.264009857459287"
"Disabled","2010","66 and older","Employed","52","0.166818586026192","0.125115239392862","0.208521932659522"
"Not disabled","2011","16-34 y.","Not Employed","2092","0.974196027324615","0.967459613739856","0.980932440909375"
"Not disabled","2011","16-34 y.","Employed","4611","0.980652929841467","0.976711256383891","0.984594603299042"
"Not disabled","2011","35-65 y.","Not Employed","2410","0.685667144134046","0.669584523680322","0.70174976458777"
"Not disabled","2011","35-65 y.","Employed","12398","0.920864747308753","0.916265513942127","0.925463980675378"
"Not disabled","2011","66 and older","Not Employed","3703","0.754228924216584","0.74206799047673","0.766389857956437"
"Not disabled","2011","66 and older","Employed","332","0.860114069167918","0.825555348822911","0.894672789512925"
"Disabled","2011","16-34 y.","Not Employed","36","0.0258039726753848","0.0190675590906252","0.0325403862601444"
"Disabled","2011","16-34 y.","Employed","80","0.0193470701585332","0.0154053967009579","0.0232887436161086"
"Disabled","2011","35-65 y.","Not Employed","791","0.314332855865954","0.29825023541223","0.330415476319678"
"Disabled","2011","35-65 y.","Employed","836","0.0791352526912474","0.0745360193246219","0.0837344860578728"
"Disabled","2011","66 and older","Not Employed","1112","0.245771075783416","0.233610142043563","0.25793200952327"
"Disabled","2011","66 and older","Employed","55","0.139885930832082","0.105327210487075","0.174444651177089"
"Not disabled","2012","16-34 y.","Not Employed","1841","0.955315593646918","0.945995966758129","0.964635220535707"
"Not disabled","2012","16-34 y.","Employed","4397","0.978574909937511","0.974331103571479","0.982818716303542"
"Not disabled","2012","35-65 y.","Not Employed","2241","0.675475550527253","0.658916451219324","0.692034649835181"
"Not disabled","2012","35-65 y.","Employed","12143","0.916867803574146","0.912124684871414","0.921610922276878"
"Not disabled","2012","66 and older","Not Employed","3688","0.755165597178507","0.743042962628836","0.767288231728177"
"Not disabled","2012","66 and older","Employed","355","0.856732017277531","0.823146114864296","0.890317919690766"
"Disabled","2012","16-34 y.","Not Employed","47","0.0446844063530822","0.035364779464293","0.0540040332418713"
"Disabled","2012","16-34 y.","Employed","75","0.0214250900624896","0.017181283696458","0.0256688964285211"
"Disabled","2012","35-65 y.","Not Employed","830","0.324524449472747","0.307965350164819","0.341083548780676"
"Disabled","2012","35-65 y.","Employed","872","0.0831321964258541","0.0783890777231218","0.0878753151285864"
"Disabled","2012","66 and older","Not Employed","1145","0.244834402821493","0.232711768271823","0.256957037371164"
"Disabled","2012","66 and older","Employed","63","0.143267982722469","0.109682080309234","0.176853885135704"
"Not disabled","2013","16-34 y.","Not Employed","3707","0.967730556704134","0.962097842502772","0.973363270905496"
"Not disabled","2013","16-34 y.","Employed","4026","0.978337945284032","0.973880804137679","0.982795086430385"
"Not disabled","2013","35-65 y.","Not Employed","4443","0.725430772948878","0.713491833343894","0.737369712553863"
"Not disabled","2013","35-65 y.","Employed","11492","0.911121687065884","0.906106936518745","0.916136437613023"
"Not disabled","2013","66 and older","Not Employed","3586","0.760743415894966","0.74849557348711","0.772991258302822"
"Not disabled","2013","66 and older","Employed","384","0.886016746563697","0.85618722167817","0.915846271449224"
"Disabled","2013","16-34 y.","Not Employed","74","0.0322694432958657","0.0266367290945036","0.0379021574972277"
"Disabled","2013","16-34 y.","Employed","72","0.0216620547159682","0.017204913569615","0.0261191958623214"
"Disabled","2013","35-65 y.","Not Employed","925","0.274569227051122","0.262630287446137","0.286508166656107"
"Disabled","2013","35-65 y.","Employed","878","0.0888783129341157","0.0838635623869767","0.0938930634812548"
"Disabled","2013","66 and older","Not Employed","1075","0.239256584105034","0.227008741697178","0.25150442651289"
"Disabled","2013","66 and older","Employed","52","0.113983253436303","0.0841537285507761","0.14381277832183"
"Not disabled","2014","16-34 y.","Not Employed","1916","0.964780730871424","0.956630474053767","0.972930987689081"
"Not disabled","2014","16-34 y.","Employed","4524","0.972607280270931","0.967901632072894","0.977312928468969"
"Not disabled","2014","35-65 y.","Not Employed","2080","0.643802530391788","0.626294936514742","0.661310124268834"
"Not disabled","2014","35-65 y.","Employed","11846","0.913332681403097","0.908440495685099","0.918224867121096"
"Not disabled","2014","66 and older","Not Employed","3403","0.745278185036161","0.732577617963236","0.757978752109086"
"Not disabled","2014","66 and older","Employed","404","0.866894063442064","0.83641015639302","0.897377970491109"
"Disabled","2014","16-34 y.","Not Employed","49","0.0352192691285759","0.027069012310919","0.0433695259462328"
"Disabled","2014","16-34 y.","Employed","98","0.0273927197290687","0.0226870715310313","0.032098367927106"
"Disabled","2014","35-65 y.","Not Employed","794","0.356197469608212","0.338689875731166","0.373705063485258"
"Disabled","2014","35-65 y.","Employed","859","0.0866673185969027","0.0817751328789041","0.0915595043149013"
"Disabled","2014","66 and older","Not Employed","1118","0.254721814963839","0.242021247890914","0.267422382036764"
"Disabled","2014","66 and older","Employed","73","0.133105936557936","0.102622029508891","0.16358984360698"
"Not disabled","2015","16-34 y.","Not Employed","2528","0.973002190178045","0.966743314321843","0.979261066034247"
"Not disabled","2015","16-34 y.","Employed","4067","0.974467131806019","0.969666322312126","0.979267941299912"
"Not disabled","2015","35-65 y.","Not Employed","2503","0.652021865628154","0.635633041370427","0.668410689885881"
"Not disabled","2015","35-65 y.","Employed","11209","0.915467287955887","0.910486903278107","0.920447672633667"
"Not disabled","2015","66 and older","Not Employed","3386","0.757086872951571","0.744465702577581","0.769708043325561"
"Not disabled","2015","66 and older","Employed","438","0.85994975588639","0.829948115204497","0.889951396568283"
"Disabled","2015","16-34 y.","Not Employed","48","0.0269978098219549","0.0207389339657527","0.0332566856781571"
"Disabled","2015","16-34 y.","Employed","80","0.025532868193981","0.0207320587000876","0.0303336776878743"
"Disabled","2015","35-65 y.","Not Employed","742","0.347978134371846","0.331589310114119","0.364366958629573"
"Disabled","2015","35-65 y.","Employed","776","0.0845327120441128","0.0795523273663326","0.089513096721893"
"Disabled","2015","66 and older","Not Employed","1049","0.242913127048429","0.230291956674439","0.255534297422419"
"Disabled","2015","66 and older","Employed","76","0.14005024411361","0.110048603431717","0.170051884795503"
"Not disabled","2016","16-34 y.","Not Employed","1569","0.967626879809208","0.958981553400761","0.976272206217655"
"Not disabled","2016","16-34 y.","Employed","4004","0.974415769621716","0.969567992832908","0.979263546410523"
"Not disabled","2016","35-65 y.","Not Employed","1706","0.631732015731757","0.612247335282894","0.651216696180621"
"Not disabled","2016","35-65 y.","Employed","10826","0.915937939384423","0.910882727165713","0.920993151603133"
"Not disabled","2016","66 and older","Not Employed","3234","0.750402017047221","0.737401405019323","0.763402629075118"
"Not disabled","2016","66 and older","Employed","421","0.846303623874123","0.814754220804172","0.877853026944075"
"Disabled","2016","16-34 y.","Not Employed","41","0.0323731201907919","0.0237277937823451","0.0410184465992386"
"Disabled","2016","16-34 y.","Employed","71","0.0255842303782845","0.0207364535894773","0.0304320071670917"
"Disabled","2016","35-65 y.","Not Employed","648","0.368267984268243","0.348783303819379","0.387752664717106"
"Disabled","2016","35-65 y.","Employed","748","0.0840620606155772","0.0790068483968669","0.0891172728342874"
"Disabled","2016","66 and older","Not Employed","1023","0.249597982952779","0.236597370924882","0.262598594980677"
"Disabled","2016","66 and older","Employed","81","0.153696376125877","0.122146973055925","0.185245779195828"
"Not disabled","2017","16-34 y.","Not Employed","1692","0.959371612292845","0.95010315136746","0.968640073218231"
"Not disabled","2017","16-34 y.","Employed","4418","0.977651016402646","0.97333174085313","0.981970291952162"
"Not disabled","2017","35-65 y.","Not Employed","1696","0.614820859340216","0.595492086370117","0.634149632310316"
"Not disabled","2017","35-65 y.","Employed","12085","0.914429504014685","0.909615588089922","0.919243419939448"
"Not disabled","2017","66 and older","Not Employed","3388","0.763060571614701","0.750519584153601","0.775601559075802"
"Not disabled","2017","66 and older","Employed","515","0.869451256669494","0.842516080363158","0.896386432975831"
"Disabled","2017","16-34 y.","Not Employed","51","0.0406283877071547","0.0313599267817691","0.0498968486325403"
"Disabled","2017","16-34 y.","Employed","81","0.0223489835973536","0.0180297080478377","0.0266682591468695"
"Disabled","2017","35-65 y.","Not Employed","739","0.385179140659784","0.365850367689684","0.404507913629883"
"Disabled","2017","35-65 y.","Employed","886","0.0855704959853145","0.0807565800605516","0.0903844119100775"
"Disabled","2017","66 and older","Not Employed","1028","0.236939428385299","0.224398440924198","0.249480415846399"
"Disabled","2017","66 and older","Employed","86","0.130548743330506","0.103613567024169","0.157483919636842"
"Not disabled","2018","16-34 y.","Not Employed","1540","0.951249877692374","0.940671678978011","0.961828076406737"
"Not disabled","2018","16-34 y.","Employed","4372","0.979406229224054","0.975236336636675","0.983576121811433"
"Not disabled","2018","35-65 y.","Not Employed","1538","0.623955100131307","0.603913463415011","0.643996736847603"
"Not disabled","2018","35-65 y.","Employed","11491","0.916003365682523","0.911121152652957","0.920885578712088"
"Not disabled","2018","66 and older","Not Employed","3337","0.752620451644808","0.739905625219875","0.765335278069742"
"Not disabled","2018","66 and older","Employed","514","0.842709276529546","0.813981901017984","0.871436652041108"
"Disabled","2018","16-34 y.","Not Employed","52","0.0487501223076258","0.0381719235932627","0.059328321021989"
"Disabled","2018","16-34 y.","Employed","84","0.020593770775946","0.0164238781885671","0.0247636633633249"
"Disabled","2018","35-65 y.","Not Employed","706","0.376044899868693","0.356003263152397","0.396086536584989"
"Disabled","2018","35-65 y.","Employed","909","0.0839966343174773","0.0791144212879118","0.0888788473470428"
"Disabled","2018","66 and older","Not Employed","1087","0.247379548355192","0.234664721930258","0.260094374780125"
"Disabled","2018","66 and older","Employed","103","0.157290723470454","0.128563347958892","0.186018098982016"
"Not disabled","2019","16-34 y.","Not Employed","1375","0.939581184822336","0.927245074241195","0.951917295403476"
"Not disabled","2019","16-34 y.","Employed","3943","0.978146960843603","0.973627433259419","0.982666488427788"
"Not disabled","2019","35-65 y.","Not Employed","1566","0.636109550090053","0.616256381514942","0.655962718665164"
"Not disabled","2019","35-65 y.","Employed","12019","0.920757595897471","0.916093970557524","0.925421221237417"
"Not disabled","2019","66 and older","Not Employed","3346","0.758247008426849","0.745581952492955","0.770912064360743"
"Not disabled","2019","66 and older","Employed","731","0.853387046762587","0.829423860898889","0.877350232626286"
"Disabled","2019","16-34 y.","Not Employed","58","0.0604188151776645","0.0480827045965238","0.0727549257588051"
"Disabled","2019","16-34 y.","Employed","77","0.0218530391563967","0.0173335115722121","0.0263725667405812"
"Disabled","2019","35-65 y.","Not Employed","690","0.363890449909947","0.344037281334836","0.383743618485058"
"Disabled","2019","35-65 y.","Employed","868","0.0792424041025293","0.0745787787625831","0.0839060294424755"
"Disabled","2019","66 and older","Not Employed","1044","0.241752991573151","0.229087935639257","0.254418047507045"
"Disabled","2019","66 and older","Employed","106","0.146612953237413","0.122649767373714","0.170576139101111"
