"m11124","year","migback","regtyp","n","percent","lower_confidence","upper_confidence"
"Not disabled","2012","no migration background","Urban Area","12688","0.855694570037578","0.849958341723743","0.861430798351413"
"Not disabled","2012","no migration background","Rural Area","7940","0.865467620096456","0.858398336606185","0.872536903586726"
"Not disabled","2012","direct migration background","Urban Area","2098","0.905388210695775","0.893369406035957","0.917407015355593"
"Not disabled","2012","direct migration background","Rural Area","716","0.919808464701616","0.900650366018957","0.938966563384275"
"Not disabled","2012","indirect migration background","Urban Area","992","0.946040646126254","0.932275964064336","0.959805328188173"
"Not disabled","2012","indirect migration background","Rural Area","231","0.879074831443189","0.838331943337513","0.919817719548864"
"Disabled","2012","no migration background","Urban Area","1728","0.144305429962422","0.138569201648587","0.150041658276257"
"Disabled","2012","no migration background","Rural Area","1010","0.134532379903544","0.127463096413274","0.141601663393814"
"Disabled","2012","direct migration background","Urban Area","180","0.0946117893042249","0.0825929846444067","0.106630593964043"
"Disabled","2012","direct migration background","Rural Area","56","0.0801915352983842","0.0610334366157253","0.0993496339810431"
"Disabled","2012","indirect migration background","Urban Area","43","0.0539593538737455","0.0401946718118273","0.0677240359356637"
"Disabled","2012","indirect migration background","Rural Area","15","","",""
"Not disabled","2013","no migration background","Urban Area","12119","0.854821940260188","0.848937556523193","0.860706323997184"
"Not disabled","2013","no migration background","Rural Area","7461","0.86599879668388","0.858719563363488","0.873278030004272"
"Not disabled","2013","direct migration background","Urban Area","4536","0.892863169075618","0.884158764392341","0.901567573758895"
"Not disabled","2013","direct migration background","Rural Area","1464","0.919062940606164","0.90548516647256","0.932640714739767"
"Not disabled","2013","indirect migration background","Urban Area","1709","0.954503176914474","0.944805884124162","0.964200469704786"
"Not disabled","2013","indirect migration background","Rural Area","349","0.910119834512189","0.880534118242174","0.939705550782205"
"Disabled","2013","no migration background","Urban Area","1649","0.145178059739812","0.139293676002816","0.151062443476807"
"Disabled","2013","no migration background","Rural Area","952","0.13400120331612","0.126721969995728","0.141280436636512"
"Disabled","2013","direct migration background","Urban Area","314","0.107136830924382","0.0984324262411055","0.115841235607659"
"Disabled","2013","direct migration background","Rural Area","86","0.0809370593938365","0.0673592852602332","0.0945148335274398"
"Disabled","2013","indirect migration background","Urban Area","65","0.0454968230855258","0.0357995302952138","0.0551941158758377"
"Disabled","2013","indirect migration background","Rural Area","10","","",""
"Not disabled","2014","no migration background","Urban Area","10950","0.850043479022655","0.843795589861479","0.856291368183831"
"Not disabled","2014","no migration background","Rural Area","6731","0.85297289221524","0.845064054655166","0.860881729775314"
"Not disabled","2014","direct migration background","Urban Area","3578","0.893567096518311","0.883824478515968","0.903309714520654"
"Not disabled","2014","direct migration background","Rural Area","1188","0.916343471644119","0.901140011461538","0.9315469318267"
"Not disabled","2014","indirect migration background","Urban Area","1414","0.943751047433626","0.931968935718529","0.955533159148723"
"Not disabled","2014","indirect migration background","Rural Area","312","0.90967108137826","0.878554284076073","0.940787878680448"
"Disabled","2014","no migration background","Urban Area","1594","0.149956520977345","0.143708631816169","0.156204410138521"
"Disabled","2014","no migration background","Rural Area","971","0.14702710778476","0.139118270224686","0.154935945344834"
"Disabled","2014","direct migration background","Urban Area","271","0.106432903481689","0.0966902854793459","0.116175521484032"
"Disabled","2014","direct migration background","Rural Area","86","0.0836565283558813","0.0684530681733002","0.0988599885384624"
"Disabled","2014","indirect migration background","Urban Area","55","0.0562489525663736","0.0444668408512766","0.0680310642814707"
"Disabled","2014","indirect migration background","Rural Area","14","","",""
"Not disabled","2015","no migration background","Urban Area","10422","0.850388932292839","0.843984873915767","0.856792990669911"
"Not disabled","2015","no migration background","Rural Area","6459","0.857418070144007","0.849431160986948","0.865404979301067"
"Not disabled","2015","direct migration background","Urban Area","4192","0.907377875368242","0.898843913703268","0.915911837033216"
"Not disabled","2015","direct migration background","Rural Area","1432","0.939675653002899","0.927631034556322","0.951720271449476"
"Not disabled","2015","indirect migration background","Urban Area","1326","0.949776076909606","0.938240294632677","0.961311859186535"
"Not disabled","2015","indirect migration background","Rural Area","300","0.951433742650222","0.927581600592202","0.975285884708241"
"Disabled","2015","no migration background","Urban Area","1495","0.149611067707161","0.143207009330088","0.156015126084233"
"Disabled","2015","no migration background","Rural Area","903","0.142581929855993","0.134595020698933","0.150568839013052"
"Disabled","2015","direct migration background","Urban Area","241","0.0926221246317576","0.0840881629667835","0.101156086296732"
"Disabled","2015","direct migration background","Rural Area","69","0.0603243469971006","0.0482797285505236","0.0723689654436776"
"Disabled","2015","indirect migration background","Urban Area","51","0.0502239230903943","0.0386881408134656","0.0617597053673229"
"Disabled","2015","indirect migration background","Rural Area","12","","",""
"Not disabled","2016","no migration background","Urban Area","9682","0.850557233514716","0.843923261147084","0.857191205882347"
"Not disabled","2016","no migration background","Rural Area","5977","0.85822613765888","0.849944540240272","0.866507735077487"
"Not disabled","2016","direct migration background","Urban Area","3411","0.902696134989228","0.893061578653023","0.912330691325433"
"Not disabled","2016","direct migration background","Rural Area","1180","0.92841135668913","0.914159457543946","0.942663255834314"
"Not disabled","2016","indirect migration background","Urban Area","1212","0.957203295713743","0.946018835574914","0.968387755852572"
"Not disabled","2016","indirect migration background","Rural Area","298","0.939535941109569","0.91308895775133","0.965982924467807"
"Disabled","2016","no migration background","Urban Area","1413","0.149442766485284","0.142808794117653","0.156076738852916"
"Disabled","2016","no migration background","Rural Area","838","0.141773862341121","0.133492264922513","0.150055459759728"
"Disabled","2016","direct migration background","Urban Area","224","0.0973038650107722","0.0876693086745672","0.106938421346977"
"Disabled","2016","direct migration background","Rural Area","77","0.0715886433108699","0.0573367441656862","0.0858405424560535"
"Disabled","2016","indirect migration background","Urban Area","46","0.0427967042862572","0.0316122441474281","0.0539811644250864"
"Disabled","2016","indirect migration background","Rural Area","14","","",""
"Not disabled","2017","no migration background","Urban Area","10852","0.853819638724984","0.847597169750157","0.860042107699811"
"Not disabled","2017","no migration background","Rural Area","6959","0.859881589483811","0.852231716407216","0.867531462560405"
"Not disabled","2017","direct migration background","Urban Area","3212","0.902738072507228","0.89284186404411","0.912634280970347"
"Not disabled","2017","direct migration background","Rural Area","1136","0.925752886658528","0.911017259390107","0.940488513926949"
"Not disabled","2017","indirect migration background","Urban Area","1350","0.959252076899356","0.948925274270362","0.96957887952835"
"Not disabled","2017","indirect migration background","Rural Area","285","0.91713422899539","0.886195518383653","0.948072939607126"
"Disabled","2017","no migration background","Urban Area","1531","0.146180361275016","0.139957892300189","0.152402830249843"
"Disabled","2017","no migration background","Rural Area","950","0.140118410516189","0.132468537439595","0.147768283592784"
"Disabled","2017","direct migration background","Urban Area","232","0.0972619274927715","0.0873657190296528","0.10715813595589"
"Disabled","2017","direct migration background","Rural Area","80","0.0742471133414721","0.0595114860730508","0.0889827406098934"
"Disabled","2017","indirect migration background","Urban Area","58","0.0407479231006436","0.0304211204716497","0.0510747257296374"
"Disabled","2017","indirect migration background","Rural Area","20","","",""
"Not disabled","2018","no migration background","Urban Area","10463","0.856663499794147","0.850395188753396","0.862931810834897"
"Not disabled","2018","no migration background","Rural Area","6605","0.855305281270584","0.847386255441167","0.863224307100002"
"Not disabled","2018","direct migration background","Urban Area","3053","0.902456140262464","0.892342449122737","0.912569831402191"
"Not disabled","2018","direct migration background","Rural Area","1057","0.921961872617076","0.906350127071818","0.937573618162333"
"Not disabled","2018","indirect migration background","Urban Area","1319","0.938365401717691","0.925718176677234","0.951012626758147"
"Not disabled","2018","indirect migration background","Rural Area","295","0.921659137450863","0.892125708582339","0.951192566319388"
"Disabled","2018","no migration background","Urban Area","1542","0.143336500205853","0.137068189165103","0.149604811246604"
"Disabled","2018","no migration background","Rural Area","976","0.144694718729415","0.136775692899998","0.152613744558833"
"Disabled","2018","direct migration background","Urban Area","253","0.097543859737536","0.0874301685978093","0.107657550877263"
"Disabled","2018","direct migration background","Rural Area","77","0.0780381273829245","0.0624263818376672","0.0936498729281817"
"Disabled","2018","indirect migration background","Urban Area","70","0.0616345982823091","0.0489873732418528","0.0742818233227655"
"Disabled","2018","indirect migration background","Rural Area","23","","",""
"Not disabled","2019","no migration background","Urban Area","10110","0.861813895706935","0.855500632241601","0.86812715917227"
"Not disabled","2019","no migration background","Rural Area","6622","0.856748237568629","0.848845456058122","0.864651019079137"
"Not disabled","2019","direct migration background","Urban Area","2507","0.906670870213032","0.895680187215591","0.917661553210472"
"Not disabled","2019","direct migration background","Rural Area","913","0.911321173946289","0.893568013673043","0.929074334219536"
"Not disabled","2019","indirect migration background","Urban Area","1214","0.947963354386788","0.935767455974148","0.960159252799428"
"Not disabled","2019","indirect migration background","Rural Area","306","0.871719464460714","0.835530186103714","0.907908742817715"
"Disabled","2019","no migration background","Urban Area","1368","0.138186104293065","0.13187284082773","0.144499367758399"
"Disabled","2019","no migration background","Rural Area","927","0.143251762431371","0.135348980920863","0.151154543941878"
"Disabled","2019","direct migration background","Urban Area","184","0.0933291297869683","0.0823384467895277","0.104319812784409"
"Disabled","2019","direct migration background","Rural Area","72","0.0886788260537105","0.0709256657804637","0.106431986326957"
"Disabled","2019","indirect migration background","Urban Area","60","0.0520366456132118","0.0398407472005719","0.0642325440258516"
"Disabled","2019","indirect migration background","Rural Area","22","","",""
