"m11124","year","hgtyp1hh","sex","n","percent","lower_confidence","upper_confidence","value"
"Not disabled","2018","Couple + C. GT 16 ","Female","1402","0.933684418948201","0.921112901964899","0.946255935931503","0"
"Not disabled","2018","Couple + C. LE and GT 16","Male","1029","0.939295161965862","0.925080185500976","0.953510138430749","0"
"Not disabled","2018","Couple + C. LE and GT 16","Female","1069","0.961783845502643","0.950540806025664","0.973026884979622","0"
"Disabled","2019","1-pers.-HH","Male","322","0.169181855802298","0.152481516568416","0.185882195036179","1"
"Disabled","2019","1-pers.-HH","Female","411","0.188839131111032","0.172844152427889","0.204834109794175","1"
"Disabled","2019","(Married) couple without C. ","Male","741","0.179283140418144","0.167897138586109","0.190669142250179","1"
"Disabled","2019","(Married) couple without C. ","Female","596","0.145922433062125","0.135208777382288","0.156636088741961","1"
"Disabled","2019","Single parent ","Male","53","0.133273656841871","0.105566157774311","0.160981155909432","1"
"Disabled","2019","Single parent ","Female","132","0.105504626236733","0.0898641925867449","0.12114505988672","1"
"Disabled","2019","Couple + C. LE 16 ","Male","81","0.0265882180974807","0.0203330544810821","0.0328433817138793","1"
"Disabled","2019","Couple + C. LE 16 ","Female","69","0.0198543140592017","0.0145530427308913","0.0251555853875122","1"
"Disabled","2019","Couple + C. GT 16 ","Male","169","0.119242596129662","0.103109188582469","0.135376003676856","1"
"Disabled","2019","Couple + C. GT 16 ","Female","103","0.068877377752348","0.0557333015058183","0.0820214539988778","1"
"Disabled","2019","Couple + C. LE and GT 16","Male","42","0.0401862130495332","0.0284569082382009","0.0519155178608655","1"
"Disabled","2019","Couple + C. LE and GT 16","Female","46","0.0545918124074567","0.0412391111251628","0.0679445136897506","1"
"Not disabled","2019","1-pers.-HH","Male","1614","0.830818144197702","0.814117804963821","0.847518483431584","0"
"Not disabled","2019","1-pers.-HH","Female","1889","0.811160868888968","0.795165890205825","0.827155847572111","0"
"Not disabled","2019","(Married) couple without C. ","Male","3619","0.820716859581856","0.809330857749821","0.832102861413891","0"
"Not disabled","2019","(Married) couple without C. ","Female","3575","0.854077566937875","0.843363911258039","0.864791222617712","0"
"Not disabled","2019","Single parent ","Female","1350","0.894495373763267","0.878854940113279","0.910135807413255","0"
"Not disabled","2019","Couple + C. LE 16 ","Male","2460","0.973411781902519","0.967156618286121","0.979666945518918","0"
"Not disabled","2019","Couple + C. LE 16 ","Female","2591","0.980145685940798","0.974844414612488","0.985446957269109","0"
"Not disabled","2019","Couple + C. GT 16 ","Female","1323","0.931122622247652","0.917978546001122","0.944266698494182","0"
"Not disabled","2019","Couple + C. GT 16 ","Male","1381","0.880757403870338","0.864623996323145","0.896890811417532","0"
"Not disabled","2019","Single parent ","Male","525","0.866726343158129","0.839018844090568","0.894433842225689","0"
"Not disabled","2019","Couple + C. LE and GT 16","Male","1035","0.959813786950467","0.948084482139134","0.971543091761799","0"
"Not disabled","2019","Couple + C. LE and GT 16","Female","1066","0.945408187592543","0.932055486310249","0.958760888874837","0"
