"m11124","year","age_gr","sex","n","percent","lower_confidence","upper_confidence"
"Not disabled","2010","35-65 y.","Male","5612","0.872634282727253","0.864347897098517","0.880920668355988"
"Not disabled","2010","35-65 y.","Female","6537","0.88141610607735","0.873922893617541","0.888909318537158"
"Not disabled","2010","66 and older","Male","1410","0.711784680864477","0.691572423202736","0.731996938526217"
"Not disabled","2010","66 and older","Female","1709","0.789818637055711","0.772491307899488","0.807145966211934"
"Disabled","2010","16-34 y.","Male","58","0.0254938982992175","0.0196326195468964","0.0313551770515386"
"Disabled","2010","16-34 y.","Female","47","0.0187094009312317","0.0144018748447836","0.0230169270176797"
"Disabled","2010","35-65 y.","Male","606","0.127365717272747","0.119079331644012","0.135652102901483"
"Disabled","2010","35-65 y.","Female","614","0.11858389392265","0.111090681462842","0.126077106382459"
"Disabled","2010","66 and older","Male","519","0.288215319135523","0.268003061473783","0.308427576797264"
"Disabled","2010","66 and older","Female","415","0.210181362944289","0.192854033788066","0.227508692100512"
"Not disabled","2011","16-34 y.","Male","2847","0.97529072237735","0.969651437174911","0.980930007579789"
"Not disabled","2011","16-34 y.","Female","3856","0.983046025696242","0.978998463792026","0.987093587600459"
"Not disabled","2011","35-65 y.","Male","6681","0.874029408580183","0.866512317789071","0.881546499371294"
"Not disabled","2011","35-65 y.","Female","8127","0.881359350386157","0.874660044011611","0.888058656760703"
"Not disabled","2011","66 and older","Male","1875","0.739691576990198","0.722473594442191","0.756909559538206"
"Not disabled","2011","66 and older","Female","2160","0.7794233059456","0.763803685777441","0.795042926113759"
"Disabled","2011","16-34 y.","Male","64","0.0247092776226504","0.0190699924202114","0.0303485628250894"
"Disabled","2011","16-34 y.","Female","52","0.0169539743037576","0.0129064123995407","0.0210015362079744"
"Disabled","2011","35-65 y.","Male","804","0.125970591419817","0.118453500628706","0.133487682210929"
"Disabled","2011","35-65 y.","Female","823","0.118640649613843","0.111941343239297","0.125339955988389"
"Disabled","2011","66 and older","Male","620","0.260308423009801","0.243090440461793","0.277526405557809"
"Disabled","2011","66 and older","Female","547","0.2205766940544","0.204957073886241","0.236196314222559"
"Not disabled","2012","16-34 y.","Male","2711","0.963956839046587","0.957025419282015","0.97088825881116"
"Not disabled","2012","16-34 y.","Female","3527","0.98295047563582","0.978711047744047","0.987189903527592"
"Not disabled","2012","35-65 y.","Male","6423","0.865181959198397","0.857325308844271","0.873038609552522"
"Not disabled","2012","35-65 y.","Female","7961","0.877469972318707","0.87062961284524","0.884310331792175"
"Not disabled","2012","66 and older","Male","1899","0.73688679365773","0.719776350901091","0.75399723641437"
"Not disabled","2012","66 and older","Female","2144","0.783253559152244","0.76773215029567","0.798774968008818"
"Disabled","2012","16-34 y.","Male","67","0.036043160953413","0.0291117411888403","0.0429745807179856"
"Disabled","2012","16-34 y.","Female","55","0.0170495243641804","0.012810096472408","0.0212889522559529"
"Disabled","2012","35-65 y.","Male","836","0.134818040801603","0.126961390447478","0.142674691155729"
"Disabled","2012","35-65 y.","Female","866","0.122530027681293","0.115689668207825","0.12937038715476"
"Disabled","2012","66 and older","Male","645","0.26311320634227","0.24600276358563","0.280223649098909"
"Disabled","2012","66 and older","Female","563","0.216746440847756","0.201225031991182","0.23226784970433"
"Not disabled","2013","16-34 y.","Male","3410","0.96617969750641","0.960180715622957","0.972178679389864"
"Not disabled","2013","16-34 y.","Female","4323","0.983165944090931","0.979360773177338","0.986971115004525"
"Not disabled","2013","35-65 y.","Male","7155","0.859421336721402","0.851836349855878","0.867006323586927"
"Not disabled","2013","35-65 y.","Female","8780","0.872771450048576","0.866130121679228","0.879412778417925"
"Not disabled","2013","66 and older","Male","1867","0.751830538312126","0.734799314007166","0.768861762617086"
"Not disabled","2013","66 and older","Female","2103","0.78607788260203","0.770393719031618","0.801762046172441"
"Disabled","2013","16-34 y.","Male","78","0.0338203024935895","0.0278213206101359","0.0398192843770432"
"Disabled","2013","16-34 y.","Female","68","0.0168340559090685","0.0130288849954754","0.0206392268226615"
"Disabled","2013","35-65 y.","Male","912","0.140578663278598","0.132993676413074","0.148163650144122"
"Disabled","2013","35-65 y.","Female","891","0.127228549951424","0.120587221582075","0.133869878320772"
"Disabled","2013","66 and older","Male","604","0.248169461687874","0.231138237382914","0.265200685992834"
"Disabled","2013","66 and older","Female","523","0.21392211739797","0.198237953827559","0.229606280968382"
"Not disabled","2014","16-34 y.","Male","2912","0.965784565240429","0.959269915871863","0.972299214608995"
"Not disabled","2014","16-34 y.","Female","3528","0.976020809418559","0.971020636221415","0.981020982615702"
"Not disabled","2014","35-65 y.","Male","6238","0.85965168200337","0.851536685734125","0.867766678272615"
"Not disabled","2014","35-65 y.","Female","7688","0.866267261900383","0.859048901708636","0.873485622092129"
"Not disabled","2014","66 and older","Male","1800","0.730531390584337","0.712926768381336","0.748136012787338"
"Not disabled","2014","66 and older","Female","2007","0.776413243347584","0.760267154933497","0.79255933176167"
"Disabled","2014","16-34 y.","Male","79","0.0342154347595709","0.0277007853910052","0.0407300841281366"
"Disabled","2014","16-34 y.","Female","68","0.0239791905814415","0.0189790173842976","0.0289793637785853"
"Disabled","2014","35-65 y.","Male","800","0.14034831799663","0.132233321727384","0.148463314265875"
"Disabled","2014","35-65 y.","Female","853","0.133732738099618","0.126514377907871","0.140951098291364"
"Disabled","2014","66 and older","Male","640","0.269468609415663","0.251863987212662","0.287073231618664"
"Disabled","2014","66 and older","Female","551","0.223586756652416","0.20744066823833","0.239732845066503"
"Not disabled","2015","16-34 y.","Male","3013","0.972202086930311","0.966386905433148","0.978017268427473"
"Not disabled","2015","16-34 y.","Female","3582","0.976096027678901","0.971142614375192","0.98104944098261"
"Not disabled","2015","35-65 y.","Male","6162","0.858589458980386","0.850361878330188","0.866817039630583"
"Not disabled","2015","35-65 y.","Female","7550","0.873972063327315","0.86684932066483","0.8810948059898"
"Not disabled","2015","66 and older","Male","1820","0.743633447468421","0.726204962941744","0.761061931995097"
"Not disabled","2015","66 and older","Female","2004","0.785155585582711","0.769176858535911","0.801134312629512"
"Disabled","2015","16-34 y.","Male","57","0.0277979130696894","0.0219827315725268","0.033613094566852"
"Disabled","2015","16-34 y.","Female","71","0.0239039723210991","0.0189505590173898","0.0288573856248084"
"Disabled","2015","35-65 y.","Male","728","0.141410541019614","0.133182960369417","0.149638121669812"
"Disabled","2015","35-65 y.","Female","790","0.126027936672685","0.1189051940102","0.13315067933517"
"Disabled","2015","66 and older","Male","591","0.256366552531579","0.238938068004903","0.273795037058256"
"Disabled","2015","66 and older","Female","534","0.214844414417288","0.198865687370488","0.230823141464089"
"Not disabled","2016","16-34 y.","Male","2548","0.965311588831839","0.958285933348288","0.97233724431539"
"Not disabled","2016","16-34 y.","Female","3025","0.980710109304154","0.975851875002678","0.98556834360563"
"Not disabled","2016","35-65 y.","Male","5563","0.858384488125213","0.849729608424714","0.867039367825712"
"Not disabled","2016","35-65 y.","Female","6969","0.878890613634892","0.871600600429308","0.886180626840477"
"Not disabled","2016","66 and older","Male","1745","0.735774325452097","0.71785576739846","0.753692883505733"
"Not disabled","2016","66 and older","Female","1910","0.779073525484796","0.762588480337489","0.795558570632104"
"Disabled","2016","16-34 y.","Male","58","0.0346884111681609","0.0276627556846096","0.0417140666517122"
"Disabled","2016","16-34 y.","Female","54","0.0192898906958462","0.0144316563943701","0.0241481249973224"
"Disabled","2016","35-65 y.","Male","671","0.141615511874787","0.132960632174288","0.150270391575286"
"Disabled","2016","35-65 y.","Female","725","0.121109386365108","0.113819373159523","0.128399399570692"
"Disabled","2016","66 and older","Male","581","0.264225674547903","0.246307116494267","0.28214423260154"
"Disabled","2016","66 and older","Female","523","0.220926474515204","0.204441429367896","0.237411519662511"
"Not disabled","2017","16-34 y.","Male","2863","0.969461360790911","0.963236435680444","0.975686285901379"
"Not disabled","2017","16-34 y.","Female","3247","0.977614447744023","0.972572495757611","0.982656399730434"
"Not disabled","2017","35-65 y.","Male","6148","0.86054081104587","0.852373352330774","0.868708269760966"
"Not disabled","2017","35-65 y.","Female","7633","0.872582618857122","0.865492002050978","0.879673235663265"
"Not disabled","2017","66 and older","Male","1868","0.752420029459637","0.735395486036715","0.76944457288256"
"Not disabled","2017","66 and older","Female","2035","0.79243234252387","0.776684925902678","0.808179759145062"
"Disabled","2017","16-34 y.","Male","72","0.0305386392090886","0.024313714098621","0.0367635643195562"
"Disabled","2017","16-34 y.","Female","60","0.0223855522559775","0.0173436002695664","0.0274275042423887"
"Disabled","2017","35-65 y.","Male","763","0.13945918895413","0.131291730239033","0.147626647669226"
"Disabled","2017","35-65 y.","Female","862","0.127417381142878","0.120326764336735","0.134507997949022"
"Disabled","2017","66 and older","Male","601","0.247579970540363","0.23055542711744","0.264604513963285"
"Disabled","2017","66 and older","Female","513","0.20756765747613","0.191820240854938","0.223315074097322"
"Not disabled","2018","16-34 y.","Male","2784","0.969402152525734","0.963086904694288","0.97571740035718"
"Not disabled","2018","16-34 y.","Female","3128","0.977794804044555","0.972682274196652","0.982907333892457"
"Not disabled","2018","35-65 y.","Male","5768","0.863948611303233","0.855635048022095","0.872262174584371"
"Not disabled","2018","35-65 y.","Female","7261","0.881534743552202","0.874501978537702","0.888567508566701"
"Not disabled","2018","66 and older","Male","1844","0.736560077695039","0.719170681116918","0.753949474273161"
"Not disabled","2018","66 and older","Female","2007","0.784863176464351","0.768994908907789","0.800731444020913"
"Disabled","2018","16-34 y.","Male","73","0.0305978474742659","0.0242825996428198","0.0369130953057119"
"Disabled","2018","16-34 y.","Female","63","0.0222051959554453","0.0170926661075427","0.027317725803348"
"Disabled","2018","35-65 y.","Male","765","0.136051388696767","0.127737825415629","0.144364951977905"
"Disabled","2018","35-65 y.","Female","850","0.118465256447799","0.111432491433299","0.125498021462298"
"Disabled","2018","66 and older","Male","621","0.263439922304961","0.246050525726839","0.280829318883082"
"Disabled","2018","66 and older","Female","569","0.215136823535649","0.199268555979087","0.231005091092211"
"Not disabled","2019","16-34 y.","Male","2517","0.965422304902804","0.958392616185994","0.972451993619614"
"Not disabled","2019","16-34 y.","Female","2797","0.974936678983428","0.969200737417419","0.980672620549437"
"Not disabled","2019","35-65 y.","Male","6357","0.869646829768341","0.861816320372658","0.877477339164025"
"Not disabled","2019","35-65 y.","Female","7225","0.880525350292465","0.87343475162154","0.88761594896339"
"Not disabled","2019","66 and older","Male","2013","0.744261513285237","0.727613150856603","0.76090987571387"
"Not disabled","2019","66 and older","Female","2064","0.790052942276525","0.774365033347074","0.805740851205976"
"Disabled","2019","16-34 y.","Male","78","0.0345776950971958","0.027548006380386","0.0416073838140055"
"Disabled","2019","16-34 y.","Female","56","0.0250633210165718","0.0193273794505628","0.0307992625825809"
"Disabled","2019","35-65 y.","Male","745","0.130353170231659","0.122522660835975","0.138183679627342"
"Disabled","2019","35-65 y.","Female","813","0.119474649707535","0.112384051036609","0.12656524837846"
"Disabled","2019","66 and older","Male","625","0.255738486714763","0.23909012428613","0.272386849143397"
"Disabled","2019","66 and older","Female","525","0.209947057723475","0.194259148794024","0.225634966652926"
