"m11124","year","e11103","migback","n","percent","lower_confidence","upper_confidence"
"Not disabled","2003","Full Time","direct migration background","889","0.961278705752574","0.948872475775836","0.973684935729312"
"Not disabled","2003","Full Time","indirect migration background","305","0.986689858861758","0.973994131575624","0.999385586147892"
"Not disabled","2003","Part Time","no migration background","3996","0.923229577875383","0.915242503937626","0.93121665181314"
"Not disabled","2003","Part Time","direct migration background","612","0.951924145873056","0.935440220998682","0.96840807074743"
"Not disabled","2003","Part Time","indirect migration background","220","0.98149167432921","0.963958439934144","0.999024908724277"
"Not disabled","2003","Not Working","no migration background","5438","0.770580699715121","0.760635346074302","0.78052605335594"
"Not disabled","2003","Not Working","direct migration background","897","0.84071307297873","0.818745430291615","0.862680715665845"
"Not disabled","2003","Not Working","indirect migration background","237","0.93278194336173","0.901742699850935","0.963821186872525"
"Disabled","2003","Full Time","no migration background","372","0.0589443095932276","0.0536799958349096","0.0642086233515456"
"Disabled","2003","Full Time","direct migration background","40","0.0387212942474257","0.0263150642706878","0.0511275242241637"
"Disabled","2003","Full Time","indirect migration background","8","","",""
"Disabled","2003","Part Time","no migration background","272","0.0767704221246168","0.0687833481868595","0.084757496062374"
"Disabled","2003","Part Time","direct migration background","35","0.048075854126944","0.0315919292525697","0.0645597790013183"
"Disabled","2003","Part Time","indirect migration background","7","","",""
"Disabled","2003","Not Working","no migration background","1428","0.229419300284879","0.21947394664406","0.239364653925698"
"Disabled","2003","Not Working","direct migration background","169","0.15928692702127","0.137319284334155","0.181254569708385"
"Disabled","2003","Not Working","indirect migration background","13","","",""
"Not disabled","2004","Full Time","no migration background","6902","0.936275273101614","0.930667380633049","0.941883165570179"
"Not disabled","2004","Full Time","direct migration background","832","0.962185346205314","0.949539386075189","0.974831306335439"
"Not disabled","2004","Full Time","indirect migration background","305","0.988510125706306","0.976722360772079","1.00029789064053"
"Not disabled","2004","Part Time","no migration background","3927","0.924828852705821","0.916843372655637","0.932814332756006"
"Not disabled","2004","Part Time","direct migration background","576","0.950598369346665","0.933258666903996","0.967938071789334"
"Not disabled","2004","Part Time","indirect migration background","226","0.944095726894654","0.914722972198387","0.973468481590921"
"Not disabled","2004","Not Working","no migration background","5416","0.76345989210371","0.75340301372291","0.773516770484509"
"Not disabled","2004","Not Working","direct migration background","894","0.82960227826593","0.807116246995885","0.852088309535976"
"Not disabled","2004","Not Working","indirect migration background","248","0.927044188900668","0.895553830144154","0.958534547657182"
"Disabled","2004","Full Time","no migration background","386","0.0637247268983859","0.058116834429821","0.0693326193669508"
"Disabled","2004","Full Time","direct migration background","42","0.0378146537946858","0.025168693664561","0.0504606139248107"
"Disabled","2004","Full Time","indirect migration background","9","","",""
"Disabled","2004","Part Time","no migration background","261","0.0751711472941786","0.0671856672439938","0.0831566273443633"
"Disabled","2004","Part Time","direct migration background","24","","",""
"Disabled","2004","Part Time","indirect migration background","9","","",""
"Disabled","2004","Not Working","no migration background","1443","0.236540107896291","0.226483229515491","0.24659698627709"
"Disabled","2004","Not Working","direct migration background","180","0.17039772173407","0.147911690464024","0.192883753004115"
"Disabled","2004","Not Working","indirect migration background","14","","",""
"Not disabled","2005","Full Time","no migration background","6527","0.934403621197641","0.928566264174767","0.940240978220515"
"Not disabled","2005","Full Time","direct migration background","776","0.969445291761247","0.957578231873535","0.981312351648959"
"Not disabled","2005","Full Time","indirect migration background","322","0.991258219130802","0.981214733104722","1.00130170515688"
"Not disabled","2005","Part Time","no migration background","3794","0.928209959630288","0.92025587215929","0.936164047101285"
"Not disabled","2005","Part Time","direct migration background","529","0.940928275912527","0.921401876855845","0.96045467496921"
"Not disabled","2005","Part Time","indirect migration background","216","0.985842348198183","0.970195553578704","1.00148914281766"
"Not disabled","2005","Not Working","no migration background","5183","0.764183840701734","0.753947808499751","0.774419872903717"
"Not disabled","2005","Not Working","direct migration background","834","0.831355667933773","0.808263393507661","0.854447942359885"
"Not disabled","2005","Not Working","indirect migration background","272","0.932714258434287","0.903578605808715","0.96184991105986"
"Disabled","2005","Full Time","no migration background","383","0.0655963788023593","0.0597590217794854","0.0714337358252333"
"Disabled","2005","Full Time","direct migration background","32","0.0305547082387531","0.0186876483510411","0.0424217681264652"
"Disabled","2005","Full Time","indirect migration background","8","","",""
"Disabled","2005","Part Time","no migration background","252","0.0717900403697121","0.0638359528987145","0.0797441278407097"
"Disabled","2005","Part Time","direct migration background","31","0.0590717240874725","0.0395453250307904","0.0785981231441546"
"Disabled","2005","Part Time","indirect migration background","3","","",""
"Disabled","2005","Not Working","no migration background","1424","0.235816159298266","0.225580127096283","0.246052191500249"
"Disabled","2005","Not Working","direct migration background","176","0.168644332066227","0.145552057640115","0.191736606492339"
"Disabled","2005","Not Working","indirect migration background","12","","",""
"Not disabled","2006","Full Time","no migration background","6919","0.934581039990093","0.928914330952625","0.940247749027562"
"Not disabled","2006","Full Time","direct migration background","759","0.957218370762021","0.943186716550281","0.971250024973762"
"Not disabled","2006","Full Time","indirect migration background","327","0.989168627643768","0.978067891815121","1.00026936347241"
"Not disabled","2006","Part Time","no migration background","3957","0.926352780145777","0.918484309301135","0.93422125099042"
"Not disabled","2006","Part Time","direct migration background","538","0.961828283642955","0.94597255238201","0.977684014903899"
"Not disabled","2006","Part Time","indirect migration background","228","0.993660425453801","0.983447429688431","1.00387342121917"
"Not disabled","2006","Not Working","no migration background","5664","0.756742261629316","0.746883801769972","0.76660072148866"
"Not disabled","2006","Not Working","direct migration background","834","0.807504397778672","0.783391704414978","0.831617091142365"
"Not disabled","2006","Not Working","indirect migration background","244","0.929511080265605","0.898216491974111","0.960805668557099"
"Disabled","2006","Full Time","no migration background","395","0.0654189600099069","0.0597522509724383","0.0710856690473755"
"Disabled","2006","Full Time","direct migration background","40","0.0427816292379786","0.0287499750262378","0.0568132834497194"
"Disabled","2006","Full Time","indirect migration background","7","","",""
"Disabled","2006","Part Time","no migration background","276","0.0736472198542227","0.0657787490095805","0.0815156906988649"
"Disabled","2006","Part Time","direct migration background","23","","",""
"Disabled","2006","Part Time","indirect migration background","4","","",""
"Disabled","2006","Not Working","no migration background","1612","0.243257738370684","0.23339927851134","0.253116198230028"
"Disabled","2006","Not Working","direct migration background","193","0.192495602221328","0.168382908857635","0.216608295585022"
"Disabled","2006","Not Working","indirect migration background","13","","",""
"Not disabled","2007","Full Time","no migration background","6467","0.932192927897752","0.92623740304196","0.938148452753544"
"Not disabled","2007","Full Time","direct migration background","670","0.95127918436553","0.935387687576076","0.967170681154984"
"Not disabled","2007","Full Time","indirect migration background","321","0.976781220505165","0.960532863029265","0.993029577981065"
"Not disabled","2007","Part Time","no migration background","3684","0.925479199423715","0.917295643838781","0.933662755008649"
"Not disabled","2007","Part Time","direct migration background","520","0.956710035074408","0.939592865311959","0.973827204836856"
"Not disabled","2007","Part Time","indirect migration background","220","0.99129803100634","0.979162250318216","1.00343381169447"
"Not disabled","2007","Not Working","no migration background","5346","0.758523626341209","0.748398208116801","0.768649044565617"
"Not disabled","2007","Not Working","direct migration background","713","0.815633267281773","0.790070332988857","0.841196201574688"
"Not disabled","2007","Not Working","indirect migration background","220","0.938746337153803","0.907890008032012","0.969602666275595"
"Disabled","2007","Full Time","no migration background","379","0.0678070721022481","0.0618515472464561","0.0737625969580401"
"Disabled","2007","Full Time","direct migration background","35","0.0487208156344697","0.0328293188450155","0.0646123124239238"
"Disabled","2007","Full Time","indirect migration background","9","","",""
"Disabled","2007","Part Time","no migration background","272","0.0745208005762846","0.0663372449913505","0.0827043561612187"
"Disabled","2007","Part Time","direct migration background","23","","",""
"Disabled","2007","Part Time","indirect migration background","5","","",""
"Disabled","2007","Not Working","no migration background","1517","0.241476373658791","0.231350955434383","0.251601791883199"
"Disabled","2007","Not Working","direct migration background","171","0.184366732718227","0.158803798425312","0.209929667011143"
"Disabled","2007","Not Working","indirect migration background","12","","",""
"Not disabled","2008","Full Time","no migration background","6166","0.933653678246808","0.927615685093938","0.939691671399678"
"Not disabled","2008","Full Time","direct migration background","600","0.948641292531218","0.931432610624665","0.965849974437771"
"Not disabled","2008","Full Time","indirect migration background","332","0.976538484593602","0.96047300801821","0.992603961168994"
"Not disabled","2008","Part Time","no migration background","3458","0.921227292742004","0.912562525514016","0.929892059969992"
"Not disabled","2008","Part Time","direct migration background","460","0.972785030306885","0.958213918143854","0.987356142469916"
"Not disabled","2008","Part Time","indirect migration background","218","0.978016788259901","0.958857668224869","0.997175908294934"
"Not disabled","2008","Not Working","no migration background","5040","0.760558114445522","0.750157405946436","0.770958822944608"
"Not disabled","2008","Not Working","direct migration background","646","0.808788405116223","0.781571704435715","0.83600510579673"
"Not disabled","2008","Not Working","indirect migration background","194","0.902558538228949","0.862159362613041","0.942957713844856"
"Disabled","2008","Full Time","no migration background","361","0.0663463217531919","0.0603083286003215","0.0723843149060624"
"Disabled","2008","Full Time","direct migration background","32","0.0513587074687821","0.0341500255622291","0.068567389375335"
"Disabled","2008","Full Time","indirect migration background","9","","",""
"Disabled","2008","Part Time","no migration background","255","0.0787727072579961","0.0701079400300081","0.0874374744859841"
"Disabled","2008","Part Time","direct migration background","19","","",""
"Disabled","2008","Part Time","indirect migration background","7","","",""
"Disabled","2008","Not Working","no migration background","1427","0.239441885554478","0.229041177055392","0.249842594053564"
"Disabled","2008","Not Working","direct migration background","156","0.191211594883777","0.16399489420327","0.218428295564285"
"Disabled","2008","Not Working","indirect migration background","13","","",""
"Not disabled","2009","Full Time","no migration background","5819","0.936717432648188","0.930640384501115","0.942794480795261"
"Not disabled","2009","Full Time","direct migration background","503","0.947076891873241","0.928016779915754","0.966137003830728"
"Not disabled","2009","Full Time","indirect migration background","301","0.980950255835379","0.965733036155116","0.996167475515641"
"Not disabled","2009","Part Time","no migration background","3303","0.9210819755001","0.912230483363614","0.929933467636586"
"Not disabled","2009","Part Time","direct migration background","434","0.958703233152719","0.940319150833162","0.977087315472276"
"Not disabled","2009","Part Time","indirect migration background","205","0.987060650310851","0.971811873504412","1.00230942711729"
"Not disabled","2009","Not Working","no migration background","4632","0.754701377518543","0.743796202875922","0.765606552161165"
"Not disabled","2009","Not Working","direct migration background","541","0.802376070541223","0.77249028656356","0.832261854518886"
"Not disabled","2009","Not Working","indirect migration background","183","0.911236676702334","0.871216444998494","0.951256908406175"
"Disabled","2009","Full Time","no migration background","347","0.063282567351812","0.0572055192047393","0.0693596154988848"
"Disabled","2009","Full Time","direct migration background","27","","",""
"Disabled","2009","Full Time","indirect migration background","9","","",""
"Disabled","2009","Part Time","no migration background","261","0.0789180244998996","0.0700665323634137","0.0877695166363856"
"Disabled","2009","Part Time","direct migration background","16","","",""
"Disabled","2009","Part Time","indirect migration background","6","","",""
"Disabled","2009","Not Working","no migration background","1348","0.245298622481457","0.234393447838835","0.256203797124078"
"Disabled","2009","Not Working","direct migration background","141","0.197623929458777","0.167738145481114","0.22750971343644"
"Disabled","2009","Not Working","indirect migration background","11","","",""
"Not disabled","2010","Full Time","no migration background","7497","0.94084438134658","0.935629571589699","0.94605919110346"
"Not disabled","2010","Full Time","direct migration background","908","0.968230849499666","0.956964959421149","0.979496739578183"
"Not disabled","2010","Full Time","indirect migration background","443","0.953088948078201","0.933723852065447","0.972454044090955"
"Not disabled","2010","Part Time","no migration background","4910","0.910006381587055","0.902251345787709","0.9177614173864"
"Not disabled","2010","Part Time","direct migration background","742","0.936666222907036","0.919474039866897","0.953858405947176"
"Not disabled","2010","Part Time","indirect migration background","337","0.968935502793387","0.950654936691055","0.987216068895719"
"Not disabled","2010","Not Working","no migration background","5521","0.755689060128532","0.745522693701676","0.765855426555389"
"Not disabled","2010","Not Working","direct migration background","1055","0.830873546779088","0.809637471677295","0.852109621880881"
"Not disabled","2010","Not Working","indirect migration background","329","0.903009289219354","0.871689977383211","0.934328601055497"
"Disabled","2010","Full Time","no migration background","365","0.0591556186534205","0.0539408088965404","0.0643704284103007"
"Disabled","2010","Full Time","direct migration background","23","","",""
"Disabled","2010","Full Time","indirect migration background","15","","",""
"Disabled","2010","Part Time","no migration background","321","0.0899936184129453","0.0822385826135995","0.0977486542122911"
"Disabled","2010","Part Time","direct migration background","29","","",""
"Disabled","2010","Part Time","indirect migration background","9","","",""
"Disabled","2010","Not Working","no migration background","1341","0.244310939871468","0.234144573444611","0.254477306298324"
"Disabled","2010","Not Working","direct migration background","142","0.169126453220912","0.147890378119119","0.190362528322705"
"Disabled","2010","Not Working","indirect migration background","14","","",""
"Not disabled","2011","Full Time","no migration background","8636","0.941065445262218","0.936229207354822","0.945901683169615"
"Not disabled","2011","Full Time","direct migration background","1023","0.970987170539537","0.960849557872838","0.981124783206235"
"Not disabled","2011","Full Time","indirect migration background","467","0.980779473180887","0.968483903316842","0.993075043044931"
"Not disabled","2011","Part Time","no migration background","5939","0.9094513525223","0.9023931852135","0.9165095198311"
"Not disabled","2011","Part Time","direct migration background","862","0.961245306771233","0.94855779440731","0.973932819135155"
"Not disabled","2011","Part Time","indirect migration background","414","0.941963096872989","0.919914788360718","0.964011405385261"
"Not disabled","2011","Not Working","no migration background","6699","0.754839881051718","0.745662823160706","0.76401693894273"
"Not disabled","2011","Not Working","direct migration background","1133","0.835763784126725","0.815678104268733","0.855849463984716"
"Not disabled","2011","Not Working","indirect migration background","373","0.901051683538795","0.871642731169899","0.930460635907692"
"Disabled","2011","Full Time","no migration background","473","0.0589345547377816","0.054098316830385","0.0637707926451783"
"Disabled","2011","Full Time","direct migration background","30","0.0290128294604633","0.0188752167937648","0.0391504421271619"
"Disabled","2011","Full Time","indirect migration background","12","","",""
"Disabled","2011","Part Time","no migration background","411","0.0905486474777004","0.0834904801689003","0.0976068147865004"
"Disabled","2011","Part Time","direct migration background","27","","",""
"Disabled","2011","Part Time","indirect migration background","18","","",""
"Disabled","2011","Not Working","no migration background","1742","0.245160118948282","0.23598306105727","0.254337176839294"
"Disabled","2011","Not Working","direct migration background","174","0.164236215873275","0.144150536015284","0.184321895731267"
"Disabled","2011","Not Working","indirect migration background","23","","",""
"Not disabled","2012","Full Time","no migration background","8401","0.936935296631599","0.931877506217148","0.94199308704605"
"Not disabled","2012","Full Time","direct migration background","1033","0.954277369551608","0.941761555032958","0.966793184070258"
"Not disabled","2012","Full Time","indirect migration background","481","0.96504420330167","0.94892917680835","0.981159229794989"
"Not disabled","2012","Part Time","no migration background","5767","0.912508431010299","0.905475217663863","0.919541644356734"
"Not disabled","2012","Part Time","direct migration background","791","0.955510408195305","0.941415602156484","0.969605214234126"
"Not disabled","2012","Part Time","indirect migration background","422","0.933347298373379","0.910068566810535","0.956626029936223"
"Not disabled","2012","Not Working","no migration background","6460","0.747660671139554","0.738312277348903","0.757009064930206"
"Not disabled","2012","Not Working","direct migration background","990","0.831617699493104","0.810064889876649","0.853170509109558"
"Not disabled","2012","Not Working","indirect migration background","320","0.87819374580839","0.843480049046063","0.912907442570717"
"Disabled","2012","Full Time","no migration background","472","0.0630647033684009","0.0580069129539497","0.0681224937828522"
"Disabled","2012","Full Time","direct migration background","37","0.0457226304483917","0.0332068159297418","0.0582384449670415"
"Disabled","2012","Full Time","indirect migration background","18","","",""
"Disabled","2012","Part Time","no migration background","433","0.0874915689897011","0.0804583556432657","0.0945247823361366"
"Disabled","2012","Part Time","direct migration background","31","0.0444895918046953","0.0303947857658741","0.0585843978435165"
"Disabled","2012","Part Time","indirect migration background","19","","",""
"Disabled","2012","Not Working","no migration background","1833","0.252339328860446","0.242990935069794","0.261687722651097"
"Disabled","2012","Not Working","direct migration background","168","0.168382300506896","0.146829490890442","0.189935110123351"
"Disabled","2012","Not Working","indirect migration background","21","","",""
"Not disabled","2013","Full Time","no migration background","7837","0.936853637392179","0.931619126368767","0.942088148415592"
"Not disabled","2013","Full Time","direct migration background","921","0.949050754921306","0.935104422863346","0.962997086979266"
"Not disabled","2013","Full Time","indirect migration background","464","0.967585633030543","0.951758981846285","0.983412284214801"
"Not disabled","2013","Part Time","no migration background","5538","0.908489484579237","0.901184631814144","0.91579433734433"
"Not disabled","2013","Part Time","direct migration background","747","0.913053604241124","0.893318422080401","0.932788786401846"
"Not disabled","2013","Part Time","indirect migration background","395","0.944821332223608","0.922611487374172","0.967031177073045"
"Not disabled","2013","Not Working","no migration background","6205","0.753161598205502","0.74365489303511","0.762668303375895"
"Not disabled","2013","Not Working","direct migration background","4332","0.878209919155079","0.868822048769872","0.887597789540286"
"Not disabled","2013","Not Working","indirect migration background","1199","0.936880514562731","0.923378054606398","0.950382974519063"
"Disabled","2013","Full Time","no migration background","457","0.0631463626078206","0.0579118515844081","0.0683808736312331"
"Disabled","2013","Full Time","direct migration background","34","0.0509492450786938","0.037002913020734","0.0648955771366537"
"Disabled","2013","Full Time","indirect migration background","17","","",""
"Disabled","2013","Part Time","no migration background","447","0.0915105154207633","0.0842056626556704","0.0988153681858562"
"Disabled","2013","Part Time","direct migration background","36","0.0869463957588763","0.0672112135981539","0.106681577919599"
"Disabled","2013","Part Time","indirect migration background","11","","",""
"Disabled","2013","Not Working","no migration background","1697","0.246838401794498","0.237331696624105","0.25634510696489"
"Disabled","2013","Not Working","direct migration background","330","0.121790080844921","0.112402210459714","0.131177951230128"
"Disabled","2013","Not Working","indirect migration background","47","0.0631194854372694","0.049617025480937","0.0766219453936018"
"Not disabled","2014","Full Time","no migration background","7238","0.933438007231635","0.92786400885936","0.93901200560391"
"Not disabled","2014","Full Time","direct migration background","1787","0.958626425632175","0.949539099276882","0.967713751987468"
"Not disabled","2014","Full Time","indirect migration background","694","0.968176599504165","0.955292504778805","0.981060694229525"
"Not disabled","2014","Part Time","no migration background","4994","0.906471556288156","0.898723421552258","0.914219691024053"
"Not disabled","2014","Part Time","direct migration background","1518","0.940334869533078","0.928622046914977","0.952047692151178"
"Not disabled","2014","Part Time","indirect migration background","543","0.927285327774317","0.90593071785731","0.948639937691324"
"Not disabled","2014","Not Working","no migration background","5449","0.735480547528309","0.725248941645753","0.745712153410865"
"Not disabled","2014","Not Working","direct migration background","1461","0.806602383388375","0.787865962237826","0.825338804538924"
"Not disabled","2014","Not Working","indirect migration background","489","0.901673187777167","0.875932088528888","0.927414287025447"
"Disabled","2014","Full Time","no migration background","444","0.0665619927683651","0.06098799439609","0.0721359911406401"
"Disabled","2014","Full Time","direct migration background","58","0.0413735743678252","0.0322862480125322","0.0504609007231182"
"Disabled","2014","Full Time","indirect migration background","19","","",""
"Disabled","2014","Part Time","no migration background","431","0.0935284437118444","0.0857803089759469","0.101276578447742"
"Disabled","2014","Part Time","direct migration background","53","0.0596651304669222","0.0479523078488217","0.0713779530850228"
"Disabled","2014","Part Time","indirect migration background","25","","",""
"Disabled","2014","Not Working","no migration background","1690","0.264519452471691","0.254287846589135","0.274751058354247"
"Disabled","2014","Not Working","direct migration background","246","0.193397616611625","0.174661195461076","0.212134037762174"
"Disabled","2014","Not Working","indirect migration background","25","","",""
"Not disabled","2015","Full Time","no migration background","6836","0.932209093026736","0.926418124663823","0.938000061389649"
"Not disabled","2015","Full Time","direct migration background","1584","0.974483352186081","0.966804618501817","0.982162085870345"
"Not disabled","2015","Full Time","indirect migration background","638","0.968853252313131","0.955570112026843","0.982136392599419"
"Not disabled","2015","Part Time","no migration background","4810","0.903672054194151","0.895670586545395","0.911673521842907"
"Not disabled","2015","Part Time","direct migration background","1330","0.951682689497708","0.940344278754696","0.96302110024072"
"Not disabled","2015","Part Time","indirect migration background","516","0.951547823962975","0.933319092803107","0.969776555122844"
"Not disabled","2015","Not Working","no migration background","5235","0.741810109246181","0.731421260228589","0.752198958263772"
"Not disabled","2015","Not Working","direct migration background","2710","0.849024916462774","0.836083337009593","0.861966495915955"
"Not disabled","2015","Not Working","indirect migration background","472","0.915646430295401","0.891261952776463","0.940030907814339"
"Disabled","2015","Full Time","no migration background","403","0.067790906973264","0.061999938610351","0.073581875336177"
"Disabled","2015","Full Time","direct migration background","36","0.0255166478139188","0.0178379141296549","0.0331953814981827"
"Disabled","2015","Full Time","indirect migration background","19","","",""
"Disabled","2015","Part Time","no migration background","413","0.0963279458058491","0.0883264781570935","0.104329413454605"
"Disabled","2015","Part Time","direct migration background","44","0.0483173105022919","0.03697889975928","0.0596557212453037"
"Disabled","2015","Part Time","indirect migration background","17","","",""
"Disabled","2015","Not Working","no migration background","1582","0.258189890753819","0.247801041736228","0.268578739771411"
"Disabled","2015","Not Working","direct migration background","230","0.150975083537226","0.138033504084045","0.163916662990407"
"Disabled","2015","Not Working","indirect migration background","27","","",""
"Not disabled","2016","Full Time","no migration background","6357","0.931514274866273","0.925480305760086","0.93754824397246"
"Not disabled","2016","Full Time","direct migration background","1782","0.971799494685311","0.964196058632411","0.97940293073821"
"Not disabled","2016","Full Time","indirect migration background","614","0.970323782181536","0.957104470299418","0.983543094063654"
"Not disabled","2016","Part Time","no migration background","4504","0.902558515943271","0.894253349708464","0.910863682178079"
"Not disabled","2016","Part Time","direct migration background","1485","0.939335980697739","0.927448263860449","0.951223697535028"
"Not disabled","2016","Part Time","indirect migration background","509","0.98737002700255","0.977762633194253","0.996977420810848"
"Not disabled","2016","Not Working","no migration background","4798","0.740160042178063","0.729314544623296","0.751005539732829"
"Not disabled","2016","Not Working","direct migration background","1324","0.812691809012085","0.793090634700073","0.832292983324097"
"Not disabled","2016","Not Working","indirect migration background","387","0.887405020416342","0.85710238476353","0.917707656069155"
"Disabled","2016","Full Time","no migration background","374","0.0684857251337268","0.0624517560275399","0.0745196942399137"
"Disabled","2016","Full Time","direct migration background","39","0.0282005053146894","0.0205970692617897","0.0358039413675892"
"Disabled","2016","Full Time","indirect migration background","19","","",""
"Disabled","2016","Part Time","no migration background","394","0.0974414840567287","0.0891363178219212","0.105746650291536"
"Disabled","2016","Part Time","direct migration background","64","0.0606640193022611","0.0487763024649717","0.0725517361395506"
"Disabled","2016","Part Time","indirect migration background","10","","",""
"Disabled","2016","Not Working","no migration background","1483","0.259839957821937","0.248994460267171","0.270685455376704"
"Disabled","2016","Not Working","direct migration background","198","0.187308190987915","0.167707016675903","0.206909365299927"
"Disabled","2016","Not Working","indirect migration background","31","0.112594979583658","0.0822923439308451","0.14289761523647"
"Not disabled","2017","Full Time","no migration background","7572","0.942765998143993","0.937671689415017","0.947860306872969"
"Not disabled","2017","Full Time","direct migration background","1722","0.972506782184323","0.964878357866387","0.980135206502258"
"Not disabled","2017","Full Time","indirect migration background","625","0.956461034865503","0.940809238372103","0.972112831358903"
"Not disabled","2017","Part Time","no migration background","5093","0.884804218650176","0.876431270881773","0.89317716641858"
"Not disabled","2017","Part Time","direct migration background","1414","0.954827102946233","0.94421037314446","0.965443832748006"
"Not disabled","2017","Part Time","indirect migration background","592","0.968211918969602","0.954301351279308","0.982122486659896"
"Not disabled","2017","Not Working","no migration background","5146","0.744395556757604","0.733966391719085","0.754824721796122"
"Not disabled","2017","Not Working","direct migration background","1212","0.792108017939817","0.771038639032793","0.813177396846842"
"Not disabled","2017","Not Working","indirect migration background","418","0.930216349352714","0.906649922084585","0.953782776620844"
"Disabled","2017","Full Time","no migration background","415","0.057234001856007","0.0521396931270314","0.0623283105849826"
"Disabled","2017","Full Time","direct migration background","43","0.0274932178156772","0.0198647934977414","0.0351216421336129"
"Disabled","2017","Full Time","indirect migration background","28","","",""
"Disabled","2017","Part Time","no migration background","492","0.115195781349824","0.10682283358142","0.123568729118227"
"Disabled","2017","Part Time","direct migration background","56","0.045172897053767","0.0345561672519942","0.0557896268555398"
"Disabled","2017","Part Time","indirect migration background","19","","",""
"Disabled","2017","Not Working","no migration background","1574","0.255604443242397","0.245175278203878","0.266033608280915"
"Disabled","2017","Not Working","direct migration background","213","0.207891982060183","0.186822603153158","0.228961360967207"
"Disabled","2017","Not Working","indirect migration background","31","0.0697836506472859","0.0462172233791563","0.0933500779154154"
"Not disabled","2018","Full Time","no migration background","7146","0.940429958910814","0.935098820402026","0.945761097419602"
"Not disabled","2018","Full Time","direct migration background","1624","0.972635481270685","0.964813282863457","0.980457679677912"
"Not disabled","2018","Full Time","indirect migration background","658","0.955928410065529","0.940602349982679","0.971254470148379"
"Not disabled","2018","Part Time","no migration background","5001","0.89178528958994","0.883582057335385","0.899988521844495"
"Not disabled","2018","Part Time","direct migration background","1354","0.95243808234225","0.941340584623705","0.963535580060796"
"Not disabled","2018","Part Time","indirect migration background","594","0.945662267492567","0.927804730738617","0.963519804246517"
"Not disabled","2018","Not Working","no migration background","4921","0.739917799497292","0.729257448764986","0.750578150229599"
"Not disabled","2018","Not Working","direct migration background","1132","0.787622714744907","0.765854069842806","0.809391359647007"
"Not disabled","2018","Not Working","indirect migration background","362","0.879931150820197","0.848037725572598","0.911824576067797"
"Disabled","2018","Full Time","no migration background","426","0.0595700410891859","0.0542389025803977","0.0649011795979741"
"Disabled","2018","Full Time","direct migration background","47","0.0273645187293154","0.0195423203220883","0.0351867171365426"
"Disabled","2018","Full Time","indirect migration background","31","0.0440715899344713","0.0287455298516215","0.0593976500173211"
"Disabled","2018","Part Time","no migration background","508","0.10821471041006","0.100011478155506","0.116417942664615"
"Disabled","2018","Part Time","direct migration background","59","0.0475619176577497","0.0364644199392043","0.0586594153762951"
"Disabled","2018","Part Time","indirect migration background","25","","",""
"Disabled","2018","Not Working","no migration background","1584","0.260082200502708","0.249421849770401","0.270742551235014"
"Disabled","2018","Not Working","direct migration background","224","0.212377285255093","0.190608640352993","0.234145930157193"
"Disabled","2018","Not Working","indirect migration background","37","0.120068849179803","0.0881754239322034","0.151962274427402"
"Not disabled","2019","Full Time","no migration background","7827","0.937572516455285","0.932358025199036","0.942787007711534"
"Not disabled","2019","Full Time","direct migration background","1494","0.970119843530869","0.961585925324814","0.978653761736923"
"Not disabled","2019","Full Time","indirect migration background","695","0.949983654542824","0.934072763450127","0.965894545635522"
"Not disabled","2019","Part Time","no migration background","4956","0.903378290090435","0.895522309122162","0.911234271058709"
"Not disabled","2019","Part Time","direct migration background","1152","0.960584503932984","0.949561440606888","0.97160756725908"
"Not disabled","2019","Part Time","indirect migration background","569","0.967418955143724","0.953153704448097","0.981684205839351"
"Not disabled","2019","Not Working","no migration background","4992","0.743901244356573","0.733338967473086","0.754463521240059"
"Not disabled","2019","Not Working","direct migration background","941","0.793373303358442","0.769724405617465","0.81702220109942"
"Not disabled","2019","Not Working","indirect migration background","354","0.842005982360236","0.805945649945238","0.878066314775233"
"Disabled","2019","Full Time","no migration background","442","0.0624274835447153","0.0572129922884664","0.0676419748009642"
"Disabled","2019","Full Time","direct migration background","35","0.0298801564691314","0.021346238263077","0.0384140746751858"
"Disabled","2019","Full Time","indirect migration background","26","","",""
"Disabled","2019","Part Time","no migration background","477","0.0966217099095648","0.0887657289412914","0.104477690877838"
"Disabled","2019","Part Time","direct migration background","45","0.0394154960670161","0.02839243274092","0.0504385593931122"
"Disabled","2019","Part Time","indirect migration background","26","","",""
"Disabled","2019","Not Working","no migration background","1568","0.256098755643427","0.245536478759941","0.266661032526914"
"Disabled","2019","Not Working","direct migration background","185","0.206626696641558","0.18297779890058","0.230275594382535"
"Disabled","2019","Not Working","indirect migration background","39","0.157994017639764","0.121933685224767","0.194054350054762"
