"m11124","year","e11102","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Disabled","1996","Employed","Single parent ","12","","",""
"Disabled","1996","Employed","Couple + C. LE 16 ","62","0.0317402395075036","0.0246250764120193","0.038855402602988"
"Disabled","1996","Employed","Couple + C. GT 16 ","81","0.0560189046840908","0.0446584769872498","0.0673793323809317"
"Disabled","1996","Employed","Couple + C. LE and GT 16","33","0.0453559965596553","0.0317614440170349","0.0589505491022756"
"Not disabled","1997","Not Employed","1-pers.-HH","558","0.760469643195091","0.729487921476175","0.791451364914006"
"Not disabled","1997","Not Employed","(Married) couple without C. ","1190","0.695376606298826","0.673012786782371","0.71774042581528"
"Not disabled","1997","Not Employed","Single parent ","188","0.860844280680173","0.814580439268453","0.907108122091894"
"Not disabled","1997","Not Employed","Couple + C. LE 16 ","627","0.943416274408718","0.925789470442537","0.961043078374898"
"Not disabled","1997","Not Employed","Couple + C. GT 16 ","687","0.839901361860011","0.814522691286925","0.865280032433096"
"Not disabled","1997","Not Employed","Couple + C. LE and GT 16","342","0.960793202745771","0.940799674058455","0.980786731433087"
"Not disabled","1997","Employed","1-pers.-HH","680","0.930947967268262","0.912441164503632","0.949454770032892"
"Not disabled","1997","Employed","(Married) couple without C. ","1817","0.91413875419544","0.901742135508739","0.926535372882141"
"Not disabled","1997","Employed","Single parent ","405","0.966952717642681","0.949836351256418","0.984069084028944"
"Not disabled","1997","Employed","Couple + C. LE 16 ","2120","0.964922357456248","0.957204751390809","0.972639963521686"
"Not disabled","1997","Employed","Couple + C. GT 16 ","1494","0.941264056741781","0.929637055742559","0.952891057741003"
"Not disabled","1997","Employed","Couple + C. LE and GT 16","821","0.952899453253686","0.938640531756208","0.967158374751163"
"Disabled","1997","Not Employed","1-pers.-HH","171","0.239530356804909","0.208548635085993","0.270512078523825"
"Disabled","1997","Not Employed","(Married) couple without C. ","437","0.304623393701174","0.28225957418472","0.326987213217629"
"Disabled","1997","Not Employed","Single parent ","27","","",""
"Disabled","1997","Not Employed","Couple + C. LE 16 ","33","0.0565837255912824","0.0389569216251021","0.0742105295574627"
"Disabled","1997","Not Employed","Couple + C. GT 16 ","115","0.160098638139989","0.134719967566904","0.185477308713075"
"Disabled","1997","Not Employed","Couple + C. LE and GT 16","20","","",""
"Disabled","1997","Employed","1-pers.-HH","41","0.0690520327317379","0.0505452299671077","0.0875588354963681"
"Disabled","1997","Employed","(Married) couple without C. ","145","0.0858612458045596","0.0734646271178587","0.0982578644912606"
"Disabled","1997","Employed","Single parent ","14","","",""
"Disabled","1997","Employed","Couple + C. LE 16 ","63","0.0350776425437524","0.0273600364783137","0.0427952486091911"
"Disabled","1997","Employed","Couple + C. GT 16 ","77","0.058735943258219","0.0471089422589971","0.0703629442574408"
"Disabled","1997","Employed","Couple + C. LE and GT 16","27","","",""
"Not disabled","1998","Not Employed","1-pers.-HH","681","0.743635366470674","0.715093831922749","0.772176901018599"
"Not disabled","1998","Not Employed","(Married) couple without C. ","1434","0.708203159167845","0.688113843926929","0.728292474408762"
"Not disabled","1998","Not Employed","Single parent ","226","0.868398597381219","0.827464307472076","0.909332887290363"
"Not disabled","1998","Not Employed","Couple + C. LE 16 ","703","0.959027269323607","0.944657416002043","0.973397122645171"
"Not disabled","1998","Not Employed","Couple + C. GT 16 ","721","0.841273994121349","0.816621001615563","0.865926986627134"
"Not disabled","1998","Not Employed","Couple + C. LE and GT 16","370","0.955205283590646","0.934728260912874","0.975682306268418"
"Not disabled","1998","Employed","1-pers.-HH","797","0.917823915390477","0.899415456119531","0.936232374661422"
"Not disabled","1998","Employed","(Married) couple without C. ","2058","0.925556798624743","0.914585714765976","0.93652788248351"
"Not disabled","1998","Employed","Single parent ","431","0.955668587068941","0.936651181156756","0.974685992981125"
"Not disabled","1998","Employed","Couple + C. LE 16 ","2319","0.973089228750404","0.966586580309259","0.979591877191548"
"Not disabled","1998","Employed","Couple + C. GT 16 ","1622","0.937901623192624","0.926489793567709","0.94931345281754"
"Not disabled","1998","Employed","Couple + C. LE and GT 16","832","0.951967122492085","0.937692167904733","0.966242077079437"
"Disabled","1998","Not Employed","1-pers.-HH","218","0.256364633529326","0.227823098981401","0.284906168077251"
"Disabled","1998","Not Employed","(Married) couple without C. ","533","0.291796840832154","0.271707525591238","0.311886156073071"
"Disabled","1998","Not Employed","Single parent ","36","0.13160140261878","0.0906671127096374","0.172535692527924"
"Disabled","1998","Not Employed","Couple + C. LE 16 ","28","","",""
"Disabled","1998","Not Employed","Couple + C. GT 16 ","123","0.158726005878651","0.134073013372866","0.183378998384437"
"Disabled","1998","Not Employed","Couple + C. LE and GT 16","22","","",""
"Disabled","1998","Employed","1-pers.-HH","58","0.0821760846095233","0.0637676253385775","0.100584543880469"
"Disabled","1998","Employed","(Married) couple without C. ","141","0.074443201375257","0.0634721175164898","0.0854142852340242"
"Disabled","1998","Employed","Single parent ","19","","",""
"Disabled","1998","Employed","Couple + C. LE 16 ","60","0.0269107712495964","0.0204081228084523","0.0334134196907405"
"Disabled","1998","Employed","Couple + C. GT 16 ","96","0.0620983768073758","0.0506865471824602","0.0735102064322914"
"Disabled","1998","Employed","Couple + C. LE and GT 16","30","0.0480328775079149","0.0337579229205631","0.0623078320952667"
"Not disabled","1999","Not Employed","1-pers.-HH","624","0.723662761399064","0.693349492532268","0.753976030265859"
"Not disabled","1999","Not Employed","(Married) couple without C. ","1353","0.689785592474803","0.66886987616748","0.710701308782125"
"Not disabled","1999","Not Employed","Single parent ","223","0.886368051845284","0.847338954607936","0.925397149082633"
"Not disabled","1999","Not Employed","Couple + C. LE 16 ","620","0.959461052500777","0.944252715006049","0.974669389995505"
"Not disabled","1999","Not Employed","Couple + C. GT 16 ","649","0.852995970511067","0.827935540517309","0.878056400504824"
"Not disabled","1999","Not Employed","Couple + C. LE and GT 16","306","0.948301727299621","0.924229421162546","0.972374033436696"
"Not disabled","1999","Employed","1-pers.-HH","803","0.925830399998664","0.908275842137245","0.943384957860084"
"Not disabled","1999","Employed","(Married) couple without C. ","2085","0.900417052708248","0.888066099802843","0.912768005613653"
"Not disabled","1999","Employed","Single parent ","442","0.942384748153439","0.921182986037244","0.963586510269634"
"Not disabled","1999","Employed","Couple + C. LE 16 ","2335","0.977604091063542","0.97166693147166","0.983541250655424"
"Not disabled","1999","Employed","Couple + C. GT 16 ","1638","0.937860443925613","0.926510952851311","0.949209934999915"
"Not disabled","1999","Employed","Couple + C. LE and GT 16","812","0.952527153231286","0.938138225520104","0.966916080942468"
"Disabled","1999","Not Employed","1-pers.-HH","212","0.276337238600936","0.24602396973414","0.306650507467731"
"Disabled","1999","Not Employed","(Married) couple without C. ","526","0.310214407525197","0.289298691217875","0.33113012383252"
"Disabled","1999","Not Employed","Single parent ","31","0.113631948154716","0.0746028509173669","0.152661045392064"
"Disabled","1999","Not Employed","Couple + C. LE 16 ","26","","",""
"Disabled","1999","Not Employed","Couple + C. GT 16 ","118","0.147004029488934","0.121943599495176","0.172064459482691"
"Disabled","1999","Not Employed","Couple + C. LE and GT 16","19","","",""
"Disabled","1999","Employed","1-pers.-HH","53","0.0741696000013358","0.0566150421399161","0.0917241578627554"
"Disabled","1999","Employed","(Married) couple without C. ","173","0.0995829472917517","0.0872319943863465","0.111933900197157"
"Disabled","1999","Employed","Single parent ","22","","",""
"Disabled","1999","Employed","Couple + C. LE 16 ","51","0.0223959089364579","0.016458749344576","0.0283330685283398"
"Disabled","1999","Employed","Couple + C. GT 16 ","100","0.0621395560743867","0.0507900650000847","0.0734890471486887"
"Disabled","1999","Employed","Couple + C. LE and GT 16","27","","",""
"Not disabled","2000","Not Employed","1-pers.-HH","1239","0.762950530194335","0.742066808987128","0.783834251401542"
"Not disabled","2000","Not Employed","(Married) couple without C. ","2799","0.735334102279485","0.721246352552762","0.749421852006208"
"Not disabled","2000","Not Employed","Single parent ","345","0.881466706474309","0.849750241529307","0.913183171419311"
"Not disabled","2000","Not Employed","Couple + C. LE 16 ","1070","0.959765480317089","0.94824147426019","0.971289486373989"
"Not disabled","2000","Not Employed","Couple + C. GT 16 ","994","0.866135275430505","0.846523371868051","0.885747178992959"
"Not disabled","2000","Not Employed","Couple + C. LE and GT 16","528","0.96230120759576","0.946440869409313","0.978161545782206"
"Not disabled","2000","Employed","1-pers.-HH","1640","0.92363658143439","0.911239622043021","0.936033540825758"
"Not disabled","2000","Employed","(Married) couple without C. ","3499","0.910500169597188","0.901422704955563","0.919577634238814"
"Not disabled","2000","Employed","Single parent ","772","0.958206831137223","0.944357041115874","0.972056621158573"
"Not disabled","2000","Employed","Couple + C. LE 16 ","4043","0.97446401277702","0.969658860565943","0.979269164988097"
"Not disabled","2000","Employed","Couple + C. GT 16 ","2656","0.946117901276682","0.937762322468718","0.954473480084646"
"Not disabled","2000","Employed","Couple + C. LE and GT 16","1352","0.963346956125681","0.953472096876931","0.973221815374431"
"Disabled","2000","Not Employed","1-pers.-HH","354","0.237049469805665","0.216165748598458","0.257933191012871"
"Disabled","2000","Not Employed","(Married) couple without C. ","968","0.264665897720515","0.250578147993792","0.278753647447238"
"Disabled","2000","Not Employed","Single parent ","54","0.118533293525691","0.0868168285806884","0.150249758470693"
"Disabled","2000","Not Employed","Couple + C. LE 16 ","47","0.0402345196829108","0.0287105136260113","0.0517585257398102"
"Disabled","2000","Not Employed","Couple + C. GT 16 ","164","0.133864724569495","0.114252821007041","0.153476628131949"
"Disabled","2000","Not Employed","Couple + C. LE and GT 16","26","","",""
"Disabled","2000","Employed","1-pers.-HH","123","0.0763634185656105","0.0639664591742424","0.0887603779569785"
"Disabled","2000","Employed","(Married) couple without C. ","300","0.0894998304028116","0.0804223657611859","0.0985772950444372"
"Disabled","2000","Employed","Single parent ","30","0.0417931688627765","0.0279433788414271","0.0556429588841259"
"Disabled","2000","Employed","Couple + C. LE 16 ","97","0.0255359872229799","0.0207308350119028","0.030341139434057"
"Disabled","2000","Employed","Couple + C. GT 16 ","149","0.0538820987233177","0.0455265199153534","0.0622376775312821"
"Disabled","2000","Employed","Couple + C. LE and GT 16","39","0.036653043874319","0.0267781846255686","0.0465279031230695"
"Not disabled","2001","Not Employed","1-pers.-HH","1092","0.756588753421611","0.734338639572243","0.778838867270979"
"Not disabled","2001","Not Employed","(Married) couple without C. ","2556","0.730054772450736","0.715193936723469","0.744915608178003"
"Not disabled","2001","Not Employed","Single parent ","323","0.857618696812207","0.822438190288772","0.892799203335642"
"Not disabled","2001","Not Employed","Couple + C. LE 16 ","905","0.959318199871077","0.946702711650089","0.971933688092064"
"Not disabled","2001","Not Employed","Couple + C. GT 16 ","901","0.855050450291433","0.833786780924708","0.876314119658157"
"Not disabled","2001","Not Employed","Couple + C. LE and GT 16","441","0.960850913562018","0.943222613499691","0.978479213624346"
"Not disabled","2001","Employed","1-pers.-HH","1471","0.926383931672414","0.913478707706723","0.939289155638106"
"Not disabled","2001","Employed","(Married) couple without C. ","3200","0.915967333719392","0.906729704295543","0.925204963143242"
"Not disabled","2001","Employed","Single parent ","731","0.972332442609656","0.960586172586375","0.984078712632938"
"Not disabled","2001","Employed","Couple + C. LE 16 ","3734","0.973741944573635","0.968675202141431","0.978808687005839"
"Not disabled","2001","Employed","Couple + C. GT 16 ","2448","0.944351605365631","0.935516189162493","0.95318702156877"
"Not disabled","2001","Employed","Couple + C. LE and GT 16","1248","0.97294525814073","0.964071011817559","0.9818195044639"
"Disabled","2001","Not Employed","1-pers.-HH","337","0.243411246578389","0.221161132729021","0.265661360427757"
"Disabled","2001","Not Employed","(Married) couple without C. ","872","0.269945227549264","0.255084391821997","0.284806063276531"
"Disabled","2001","Not Employed","Single parent ","56","0.142381303187793","0.107200796664358","0.177561809711228"
"Disabled","2001","Not Employed","Couple + C. LE 16 ","37","0.0406818001289235","0.028066311907936","0.053297288349911"
"Disabled","2001","Not Employed","Couple + C. GT 16 ","152","0.144949549708568","0.123685880341843","0.166213219075292"
"Disabled","2001","Not Employed","Couple + C. LE and GT 16","24","","",""
"Disabled","2001","Employed","1-pers.-HH","102","0.0736160683275858","0.0607108443618943","0.0865212922932774"
"Disabled","2001","Employed","(Married) couple without C. ","265","0.0840326662806075","0.0747950368567584","0.0932702957044567"
"Disabled","2001","Employed","Single parent ","18","","",""
"Disabled","2001","Employed","Couple + C. LE 16 ","92","0.0262580554263652","0.0211913129941607","0.0313247978585696"
"Disabled","2001","Employed","Couple + C. GT 16 ","138","0.0556483946343685","0.04681297843123","0.0644838108375071"
"Disabled","2001","Employed","Couple + C. LE and GT 16","36","0.0270547418592704","0.0181804955361002","0.0359289881824406"
"Not disabled","2002","Not Employed","1-pers.-HH","1082","0.748989781877495","0.726516643845863","0.771462919909128"
"Not disabled","2002","Not Employed","(Married) couple without C. ","2607","0.715832427840048","0.700996085115851","0.730668770564244"
"Not disabled","2002","Not Employed","Single parent ","308","0.845539108212005","0.80846439694052","0.882613819483489"
"Not disabled","2002","Not Employed","Couple + C. LE 16 ","852","0.953415806081372","0.939577921457757","0.967253690704987"
"Not disabled","2002","Not Employed","Couple + C. GT 16 ","1010","0.860443042272737","0.840578541923333","0.880307542622142"
"Not disabled","2002","Not Employed","Couple + C. LE and GT 16","483","0.947054165014367","0.927485220197311","0.966623109831422"
"Not disabled","2002","Employed","1-pers.-HH","1482","0.922118209864394","0.90891684314303","0.935319576585757"
"Not disabled","2002","Employed","(Married) couple without C. ","3607","0.908374871306491","0.89934022490255","0.917409517710433"
"Not disabled","2002","Employed","Single parent ","736","0.961971575245394","0.948418037760652","0.975525112730136"
"Not disabled","2002","Employed","Couple + C. LE 16 ","3775","0.970699147109607","0.965385715885611","0.976012578333604"
"Not disabled","2002","Employed","Couple + C. GT 16 ","2679","0.928611790444654","0.919142460205305","0.938081120684004"
"Not disabled","2002","Employed","Couple + C. LE and GT 16","1418","0.97291871124513","0.964572522040943","0.981264900449316"
"Disabled","2002","Not Employed","1-pers.-HH","348","0.251010218122505","0.228537080090872","0.273483356154137"
"Disabled","2002","Not Employed","(Married) couple without C. ","943","0.284167572159952","0.269331229435756","0.299003914884149"
"Disabled","2002","Not Employed","Single parent ","57","0.154460891787995","0.117386180516511","0.19153560305948"
"Disabled","2002","Not Employed","Couple + C. LE 16 ","39","0.0465841939186282","0.0327463092950129","0.0604220785422434"
"Disabled","2002","Not Employed","Couple + C. GT 16 ","159","0.139556957727263","0.119692457377858","0.159421458076667"
"Disabled","2002","Not Employed","Couple + C. LE and GT 16","20","","",""
"Disabled","2002","Employed","1-pers.-HH","101","0.0778817901356065","0.0646804234142432","0.0910831568569698"
"Disabled","2002","Employed","(Married) couple without C. ","310","0.0916251286935086","0.0825904822895673","0.10065977509745"
"Disabled","2002","Employed","Single parent ","29","","",""
"Disabled","2002","Employed","Couple + C. LE 16 ","95","0.0293008528903926","0.0239874216663965","0.0346142841143887"
"Disabled","2002","Employed","Couple + C. GT 16 ","161","0.0713882095553457","0.0619188793159964","0.080857539794695"
"Disabled","2002","Employed","Couple + C. LE and GT 16","35","0.0270812887548702","0.0187350995506838","0.0354274779590565"
"Not disabled","2003","Not Employed","1-pers.-HH","1097","0.745738889650941","0.723364563740158","0.768113215561724"
"Not disabled","2003","Not Employed","(Married) couple without C. ","2636","0.73060309852206","0.716017426881314","0.745188770162805"
"Not disabled","2003","Not Employed","Single parent ","331","0.88271757024075","0.850660784723931","0.914774355757569"
"Not disabled","2003","Not Employed","Couple + C. LE 16 ","778","0.954982055034226","0.940694291017084","0.969269819051369"
"Not disabled","2003","Not Employed","Couple + C. GT 16 ","1015","0.848362036387029","0.827906177130402","0.868817895643655"
"Not disabled","2003","Not Employed","Couple + C. LE and GT 16","478","0.951968845425701","0.933281957560861","0.97065573329054"
"Not disabled","2003","Employed","1-pers.-HH","1433","0.920340795100091","0.906773455502127","0.933908134698054"
"Not disabled","2003","Employed","(Married) couple without C. ","3457","0.910676523588638","0.901560214371317","0.919792832805959"
"Not disabled","2003","Employed","Single parent ","704","0.96084719119763","0.946805974949479","0.974888407445781"
"Not disabled","2003","Employed","Couple + C. LE 16 ","3495","0.970732741021365","0.965212905150229","0.976252576892501"
"Not disabled","2003","Employed","Couple + C. GT 16 ","2627","0.937984236667364","0.929007427910663","0.946961045424064"
"Not disabled","2003","Employed","Couple + C. LE and GT 16","1300","0.967295404713336","0.95778291858256","0.976807890844111"
"Disabled","2003","Not Employed","1-pers.-HH","358","0.254261110349059","0.231886784438276","0.276635436259842"
"Disabled","2003","Not Employed","(Married) couple without C. ","918","0.26939690147794","0.254811229837195","0.283982573118686"
"Disabled","2003","Not Employed","Single parent ","56","0.11728242975925","0.0852256442424311","0.149339215276069"
"Disabled","2003","Not Employed","Couple + C. LE 16 ","31","0.0450179449657736","0.0307301809486315","0.0593057089829158"
"Disabled","2003","Not Employed","Couple + C. GT 16 ","166","0.151637963612971","0.131182104356345","0.172093822869598"
"Disabled","2003","Not Employed","Couple + C. LE and GT 16","25","","",""
"Disabled","2003","Employed","1-pers.-HH","97","0.0796592048999091","0.0660918653019456","0.0932265444978727"
"Disabled","2003","Employed","(Married) couple without C. ","303","0.0893234764113624","0.0802071671940415","0.0984397856286834"
"Disabled","2003","Employed","Single parent ","29","","",""
"Disabled","2003","Employed","Couple + C. LE 16 ","87","0.0292672589786353","0.0237474231074992","0.0347870948497714"
"Disabled","2003","Employed","Couple + C. GT 16 ","146","0.0620157633326365","0.0530389545759357","0.0709925720893373"
"Disabled","2003","Employed","Couple + C. LE and GT 16","43","0.0327045952866645","0.0231921091558887","0.0422170814174404"
"Not disabled","2004","Not Employed","1-pers.-HH","1096","0.740309328218062","0.71781844819176","0.762800208244364"
"Not disabled","2004","Not Employed","(Married) couple without C. ","2615","0.718344183485203","0.703562230713047","0.73312613625736"
"Not disabled","2004","Not Employed","Single parent ","345","0.886828381171228","0.855467113206634","0.918189649135821"
"Not disabled","2004","Not Employed","Couple + C. LE 16 ","727","0.954657821635569","0.939856439842465","0.969459203428673"
"Not disabled","2004","Not Employed","Couple + C. GT 16 ","1032","0.852699683910082","0.832672717576742","0.872726650243422"
"Not disabled","2004","Not Employed","Couple + C. LE and GT 16","519","0.956494057764517","0.939304492783726","0.973683622745308"
"Not disabled","2004","Employed","1-pers.-HH","1363","0.911790223100359","0.897277835755784","0.926302610444934"
"Not disabled","2004","Employed","(Married) couple without C. ","3436","0.918156733111232","0.90935128498681","0.926962181235655"
"Not disabled","2004","Employed","Single parent ","665","0.934071144228091","0.915740002779115","0.952402285677068"
"Not disabled","2004","Employed","Couple + C. LE 16 ","3213","0.965757484205968","0.959558599770145","0.97195636864179"
"Not disabled","2004","Employed","Couple + C. GT 16 ","2568","0.939017440082294","0.930026119658611","0.948008760505978"
"Not disabled","2004","Employed","Couple + C. LE and GT 16","1220","0.969279224944207","0.959724612146727","0.978833837741686"
"Disabled","2004","Not Employed","1-pers.-HH","364","0.259690671781938","0.237199791755636","0.28218155180824"
"Disabled","2004","Not Employed","(Married) couple without C. ","942","0.281655816514797","0.26687386374264","0.296437769286953"
"Disabled","2004","Not Employed","Single parent ","47","0.113171618828772","0.081810350864179","0.144532886793366"
"Disabled","2004","Not Employed","Couple + C. LE 16 ","32","0.0453421783644311","0.0305407965713274","0.0601435601575348"
"Disabled","2004","Not Employed","Couple + C. GT 16 ","171","0.147300316089918","0.127273349756578","0.167327282423258"
"Disabled","2004","Not Employed","Couple + C. LE and GT 16","22","","",""
"Disabled","2004","Employed","1-pers.-HH","104","0.0882097768996408","0.073697389555066","0.102722164244216"
"Disabled","2004","Employed","(Married) couple without C. ","287","0.0818432668887679","0.0730378187643455","0.0906487150131903"
"Disabled","2004","Employed","Single parent ","39","0.0659288557719086","0.0475977143229324","0.0842599972208849"
"Disabled","2004","Employed","Couple + C. LE 16 ","93","0.0342425157940325","0.0280436313582099","0.0404414002298551"
"Disabled","2004","Employed","Couple + C. GT 16 ","153","0.0609825599177057","0.0519912394940219","0.0699738803413895"
"Disabled","2004","Employed","Couple + C. LE and GT 16","33","0.0307207750557934","0.0211661622583139","0.0402753878532729"
"Not disabled","2005","Not Employed","1-pers.-HH","1064","0.741506436026938","0.71882290792696","0.764189964126915"
"Not disabled","2005","Not Employed","(Married) couple without C. ","2583","0.719828110982356","0.704969333208385","0.734686888756328"
"Not disabled","2005","Not Employed","Single parent ","349","0.907845437413476","0.879321207923591","0.93636966690336"
"Not disabled","2005","Not Employed","Couple + C. LE 16 ","635","0.941997725533577","0.924337835374347","0.959657615692806"
"Not disabled","2005","Not Employed","Couple + C. GT 16 ","926","0.839310344250339","0.817478593370187","0.861142095130492"
"Not disabled","2005","Not Employed","Couple + C. LE and GT 16","518","0.947798128204887","0.929054639895443","0.966541616514331"
"Not disabled","2005","Employed","1-pers.-HH","1418","0.904352780836592","0.889635061243339","0.919070500429846"
"Not disabled","2005","Employed","(Married) couple without C. ","3244","0.912739898362427","0.903437962564623","0.922041834160232"
"Not disabled","2005","Employed","Single parent ","691","0.970976073458395","0.95867119247715","0.98328095443964"
"Not disabled","2005","Employed","Couple + C. LE 16 ","2960","0.964918677870178","0.958393431594355","0.971443924146001"
"Not disabled","2005","Employed","Couple + C. GT 16 ","2441","0.953095341404994","0.944927261403954","0.961263421406035"
"Not disabled","2005","Employed","Couple + C. LE and GT 16","1130","0.960789968436558","0.949634930294506","0.97194500657861"
"Disabled","2005","Not Employed","1-pers.-HH","367","0.258493563973062","0.235810035873085","0.28117709207304"
"Disabled","2005","Not Employed","(Married) couple without C. ","926","0.280171889017644","0.265313111243672","0.295030666791615"
"Disabled","2005","Not Employed","Single parent ","46","0.092154562586524","0.0636303330966396","0.120678792076408"
"Disabled","2005","Not Employed","Couple + C. LE 16 ","38","0.0580022744664231","0.0403423843071938","0.0756621646256525"
"Disabled","2005","Not Employed","Couple + C. GT 16 ","161","0.160689655749661","0.138857904869509","0.182521406629813"
"Disabled","2005","Not Employed","Couple + C. LE and GT 16","23","","",""
"Disabled","2005","Employed","1-pers.-HH","116","0.0956472191634079","0.0809294995701545","0.110364938756661"
"Disabled","2005","Employed","(Married) couple without C. ","292","0.0872601016375727","0.077958165839768","0.0965620374353774"
"Disabled","2005","Employed","Single parent ","24","","",""
"Disabled","2005","Employed","Couple + C. LE 16 ","94","0.0350813221298218","0.0285560758539986","0.0416065684056451"
"Disabled","2005","Employed","Couple + C. GT 16 ","133","0.0469046585950056","0.038736578593965","0.0550727385960463"
"Disabled","2005","Employed","Couple + C. LE and GT 16","33","0.0392100315634419","0.0280549934213901","0.0503650697054938"
"Not disabled","2006","Not Employed","1-pers.-HH","1232","0.72405887479572","0.702722803109841","0.745394946481599"
"Not disabled","2006","Not Employed","(Married) couple without C. ","2931","0.717336248473473","0.703374757523249","0.731297739423697"
"Not disabled","2006","Not Employed","Single parent ","354","0.886825420278679","0.855971234418473","0.917679606138885"
"Not disabled","2006","Not Employed","Couple + C. LE 16 ","721","0.953976518692415","0.93901040022384","0.96894263716099"
"Not disabled","2006","Not Employed","Couple + C. GT 16 ","911","0.846024320256926","0.824203844175022","0.867844796338831"
"Not disabled","2006","Not Employed","Couple + C. LE and GT 16","396","0.930323790223993","0.905945659475665","0.954701920972321"
"Not disabled","2006","Employed","1-pers.-HH","1539","0.911354002562766","0.897656119430603","0.925051885694928"
"Not disabled","2006","Employed","(Married) couple without C. ","3558","0.911238980021814","0.902289135557701","0.920188824485927"
"Not disabled","2006","Employed","Single parent ","726","0.959169625987679","0.945118536710903","0.973220715264454"
"Not disabled","2006","Employed","Couple + C. LE 16 ","3088","0.970221454462982","0.964309059966089","0.976133848959875"
"Not disabled","2006","Employed","Couple + C. GT 16 ","2487","0.947236861167526","0.938684657322865","0.955789065012187"
"Not disabled","2006","Employed","Couple + C. LE and GT 16","1050","0.971567724442524","0.961646139385659","0.98148930949939"
"Disabled","2006","Not Employed","1-pers.-HH","454","0.27594112520428","0.254605053518401","0.297277196890159"
"Disabled","2006","Not Employed","(Married) couple without C. ","1065","0.282663751526527","0.268702260576303","0.296625242476751"
"Disabled","2006","Not Employed","Single parent ","51","0.113174579721321","0.0823203938611145","0.144028765581527"
"Disabled","2006","Not Employed","Couple + C. LE 16 ","32","0.0460234813075849","0.0310573628390102","0.0609895997761597"
"Disabled","2006","Not Employed","Couple + C. GT 16 ","140","0.153975679743074","0.132155203661169","0.175796155824978"
"Disabled","2006","Not Employed","Couple + C. LE and GT 16","23","","",""
"Disabled","2006","Employed","1-pers.-HH","115","0.0886459974372344","0.0749481143050722","0.102343880569397"
"Disabled","2006","Employed","(Married) couple without C. ","321","0.0887610199781861","0.0798111755140735","0.0977108644422987"
"Disabled","2006","Employed","Single parent ","36","0.0408303740123214","0.0267792847355459","0.0548814632890969"
"Disabled","2006","Employed","Couple + C. LE 16 ","87","0.0297785455370184","0.0238661510401253","0.0356909400339115"
"Disabled","2006","Employed","Couple + C. GT 16 ","138","0.0527631388324739","0.0442109349878131","0.0613153426771348"
"Disabled","2006","Employed","Couple + C. LE and GT 16","28","","",""
"Not disabled","2007","Not Employed","1-pers.-HH","1176","0.722643607167809","0.70069328613882","0.744593928196797"
"Not disabled","2007","Not Employed","(Married) couple without C. ","2777","0.725206423870929","0.710956533436911","0.739456314304947"
"Not disabled","2007","Not Employed","Single parent ","337","0.917345858580878","0.889623680574471","0.945068036587285"
"Not disabled","2007","Not Employed","Couple + C. LE 16 ","602","0.936181242297197","0.917258973093141","0.955103511501254"
"Not disabled","2007","Not Employed","Couple + C. GT 16 ","874","0.848894821259503","0.82677406490699","0.871015577612015"
"Not disabled","2007","Not Employed","Couple + C. LE and GT 16","338","0.947067487961047","0.923809357167862","0.970325618754232"
"Not disabled","2007","Employed","1-pers.-HH","1443","0.905064688314232","0.890546717703086","0.919582658925378"
"Not disabled","2007","Employed","(Married) couple without C. ","3306","0.914927159571323","0.905816182297315","0.924038136845332"
"Not disabled","2007","Employed","Single parent ","684","0.952282729341529","0.936679687805212","0.967885770877846"
"Not disabled","2007","Employed","Couple + C. LE 16 ","2872","0.967700244399324","0.961321524532327","0.974078964266321"
"Not disabled","2007","Employed","Couple + C. GT 16 ","2388","0.946128412218237","0.937334721833611","0.954922102602863"
"Not disabled","2007","Employed","Couple + C. LE and GT 16","956","0.962398506533668","0.950536732779007","0.974260280288329"
"Disabled","2007","Not Employed","1-pers.-HH","422","0.277356392832191","0.255406071803203","0.29930671386118"
"Disabled","2007","Not Employed","(Married) couple without C. ","993","0.274793576129071","0.260543685695053","0.289043466563089"
"Disabled","2007","Not Employed","Single parent ","42","0.0826541414191215","0.0549319634127146","0.110376319425528"
"Disabled","2007","Not Employed","Couple + C. LE 16 ","39","0.0638187577028026","0.0448964884987462","0.082741026906859"
"Disabled","2007","Not Employed","Couple + C. GT 16 ","133","0.151105178740497","0.128984422387985","0.17322593509301"
"Disabled","2007","Not Employed","Couple + C. LE and GT 16","18","","",""
"Disabled","2007","Employed","1-pers.-HH","123","0.094935311685768","0.0804173410746223","0.109453282296914"
"Disabled","2007","Employed","(Married) couple without C. ","296","0.0850728404286765","0.0759618631546681","0.0941838177026848"
"Disabled","2007","Employed","Single parent ","33","0.0477172706584711","0.0321142291221539","0.0633203121947883"
"Disabled","2007","Employed","Couple + C. LE 16 ","79","0.032299755600676","0.0259210357336793","0.0386784754676727"
"Disabled","2007","Employed","Couple + C. GT 16 ","144","0.0538715877817631","0.045077897397137","0.0626652781663891"
"Disabled","2007","Employed","Couple + C. LE and GT 16","32","0.037601493466332","0.0257397197116713","0.0494632672209928"
"Not disabled","2008","Not Employed","1-pers.-HH","1142","0.730266951232884","0.708071683549049","0.752462218916719"
"Not disabled","2008","Not Employed","(Married) couple without C. ","2710","0.725954693915031","0.711486706668289","0.740422681161774"
"Not disabled","2008","Not Employed","Single parent ","332","0.898683448160665","0.868304547207245","0.929062349114085"
