"pli0091_h","year","bula_h","e11102","n","percent","lower_confidence","upper_confidence","value"
"Min 1x per week","1995","Saxony-Anhalt","Not Employed","14","","","","2"
"Min 1x per week","1995","Saxony-Anhalt","Employed","27","","","","2"
"Min 1x per week","1995","Thuringia","Not Employed","10","","","","2"
"Min 1x per week","1995","Thuringia","Employed","31","0.0864314261609944","0.0598409655546567","0.113021886767332","2"
"Min 1x per week","1995","Schleswig-Holstein","Not Employed","10","","","","2"
"Min 1x per week","1995","Schleswig-Holstein","Employed","14","","","","2"
"Min 1x per week","1995","Hamburg","Not Employed","2","","","","2"
"Min 1x per week","1995","Hamburg","Employed","7","","","","2"
"Min 1x per week","1995","Lower Saxony","Not Employed","21","","","","2"
"Min 1x per week","1995","Lower Saxony","Employed","46","0.0607017214154929","0.0423450607608311","0.0790583820701548","2"
"Min 1x per week","1995","Bremen","Not Employed","4","","","","2"
"Min 1x per week","1995","Bremen","Employed","2","","","","2"
"Min 1x per week","1995","Baden-Württemberg","Not Employed","48","0.0616780132329413","0.0427570420072292","0.0805989844586534","2"
"Min 1x per week","1995","Baden-Württemberg","Employed","106","0.0738927353385207","0.0589669014305226","0.0888185692465188","2"
"Min 1x per week","1995","Bavaria","Not Employed","35","0.0470222619938479","0.0294582337124324","0.0645862902752635","2"
"Min 1x per week","1995","Bavaria","Employed","113","0.0784452525271973","0.0627755521749291","0.0941149528794656","2"
"Min 1x per week","1995","Rhineland-Palatinate,Saarland","Employed","29","","","","2"
"Min 1x per week","1995","Berlin","Not Employed","22","","","","2"
"Min 1x per week","1995","Berlin","Employed","28","","","","2"
"Min 1x per week","1995","Brandenburg","Not Employed","16","","","","2"
"Never","1995","Mecklenburg-Western Pomerania","Not Employed","86","0.690128859042789","0.614334701131313","0.765923016954265","5"
"Never","1995","Saxony","Not Employed","271","0.765851936887531","0.724961930787715","0.806741942987346","5"
"Never","1995","Thuringia","Employed","107","0.275798699574929","0.233507967591527","0.31808943155833","5"
"Never","1995","Mecklenburg-Western Pomerania","Employed","73","0.291081526372779","0.237294407930811","0.344868644814747","5"
"Never","1995","Brandenburg","Employed","99","0.269209669770445","0.224136474685992","0.314282864854899","5"
"Never","1995","Saxony","Employed","210","0.343218795576582","0.307663958358399","0.378773632794765","5"
"Never","1995","Saxony-Anhalt","Not Employed","162","0.802116096211311","0.751069826270892","0.853162366151729","5"
"Never","1995","Saxony-Anhalt","Employed","138","0.350804270461506","0.306906705768984","0.394701835154028","5"
"Never","1995","Thuringia","Not Employed","138","0.68715175352528","0.626297792558664","0.748005714491896","5"
"Never","1995","Schleswig-Holstein","Not Employed","52","0.533588401446006","0.436296819410749","0.630879983481264","5"
"Never","1995","Schleswig-Holstein","Employed","55","0.262738389800252","0.198971516390075","0.32650526321043","5"
"Never","1995","Hamburg","Not Employed","36","0.78190833834233","0.66966931676082","0.894147359923839","5"
"Never","1995","Hamburg","Employed","9","","","","5"
"Never","1995","Lower Saxony","Not Employed","241","0.642418949291537","0.595212980219345","0.689624918363729","5"
"Never","1995","Lower Saxony","Employed","195","0.302818558275012","0.267495722232072","0.338141394317953","5"
"Never","1995","Bremen","Not Employed","33","0.700625196811634","0.573680785063182","0.827569608560085","5"
"Never","1995","Bremen","Employed","9","","","","5"
"Never","1995","North Rhine-Westphalia","Not Employed","568","0.64899308284157","0.618642700963086","0.679343464720054","5"
"Never","1995","North Rhine-Westphalia","Employed","574","0.317062716238374","0.294507229060235","0.339618203416513","5"
"Never","1995","Hesse","Not Employed","236","0.692658646227638","0.644182442847088","0.741134849608189","5"
"Never","1995","Hesse","Employed","196","0.286919025206425","0.250846319407213","0.322991731005637","5"
"Never","1995","Rhineland-Palatinate,Saarland","Not Employed","210","0.761433278962119","0.713042700162636","0.809823857761602","5"
"Never","1995","Rhineland-Palatinate,Saarland","Employed","175","0.433514335150018","0.385662821870251","0.481365848429786","5"
"Never","1995","Baden-Württemberg","Not Employed","392","0.695873795263761","0.659691638302109","0.732055952225413","5"
"Never","1995","Baden-Württemberg","Employed","440","0.334083438876667","0.307171532146717","0.360995345606617","5"
"Never","1995","Bavaria","Not Employed","343","0.679853539323303","0.64114444364721","0.718562634999395","5"
"Never","1995","Bavaria","Employed","395","0.341815259151848","0.314172180049574","0.369458338254122","5"
"Never","1995","Berlin","Not Employed","96","0.483201607472341","0.413596636265509","0.552806578679172","5"
"Never","1995","Berlin","Employed","80","0.235869018178466","0.1924345595472","0.279303476809732","5"
"Never","1995","Brandenburg","Not Employed","131","0.678964843456512","0.616703117388693","0.741226569524331","5"
"Rarely","1995","North Rhine-Westphalia","Not Employed","208","0.203808463740943","0.178192766923944","0.229424160557943","4"
"Rarely","1995","North Rhine-Westphalia","Employed","650","0.436867154874292","0.412825224286856","0.460909085461728","4"
"Rarely","1995","Hesse","Not Employed","70","0.216206601527287","0.172955841369281","0.259457361685293","4"
"Rarely","1995","Baden-Württemberg","Not Employed","129","0.183701178396966","0.153244478305256","0.214157878488675","4"
"Rarely","1995","Baden-Württemberg","Employed","442","0.4308003483309","0.402546512128209","0.459054184533591","4"
"Rarely","1995","Bavaria","Not Employed","121","0.191526451428057","0.158876820202715","0.224176082653398","4"
"Rarely","1995","Thuringia","Employed","226","0.497369621559786","0.450056299846823","0.54468294327275","4"
"Rarely","1995","Hesse","Employed","243","0.458428302087723","0.418691463441659","0.498165140733786","4"
"Rarely","1995","Rhineland-Palatinate,Saarland","Not Employed","53","0.139136605609886","0.0998424662036475","0.178430745016125","4"
"Rarely","1995","Rhineland-Palatinate,Saarland","Employed","150","0.352424046102239","0.306294667280379","0.398553424924098","4"
"Rarely","1995","Schleswig-Holstein","Not Employed","26","","","","4"
"Rarely","1995","Schleswig-Holstein","Employed","84","0.478031657794085","0.405659260715179","0.550404054872992","4"
"Rarely","1995","Hamburg","Not Employed","11","","","","4"
"Rarely","1995","Hamburg","Employed","41","0.491382107536638","0.381833065582875","0.6009311494904","4"
"Rarely","1995","Lower Saxony","Not Employed","105","0.23859704067574","0.196617246524451","0.280576834827028","4"
"Rarely","1995","Lower Saxony","Employed","265","0.433827534330331","0.395727589979891","0.47192747868077","4"
"Rarely","1995","Bremen","Not Employed","9","","","","4"
"Rarely","1995","Bremen","Employed","21","","","","4"
"Rarely","1995","Brandenburg","Employed","196","0.488870034834599","0.438072925227182","0.539667144442016","4"
"Rarely","1995","Mecklenburg-Western Pomerania","Not Employed","39","0.238658524395619","0.168793744916971","0.308523303874267","4"
"Rarely","1995","Mecklenburg-Western Pomerania","Employed","148","0.53491508213588","0.475856725340771","0.593973438930989","4"
"Rarely","1995","Saxony","Not Employed","84","0.155004320635265","0.120058227569437","0.189950413701093","4"
"Rarely","1995","Saxony","Employed","348","0.482106934590996","0.444687730792565","0.519526138389427","4"
"Rarely","1995","Saxony-Anhalt","Not Employed","46","0.142605198534802","0.0978031095704171","0.187407287499186","4"
"Rarely","1995","Saxony-Anhalt","Employed","208","0.428513866835188","0.382993531445578","0.474034202224798","4"
"Rarely","1995","Thuringia","Not Employed","52","0.193442732576777","0.141599810390022","0.245285654763533","4"
"Rarely","1995","Bavaria","Employed","422","0.375785206012182","0.347558925283403","0.40401148674096","4"
"Rarely","1995","Berlin","Not Employed","54","0.28829451635743","0.225201129237713","0.351387903477146","4"
"Rarely","1995","Berlin","Employed","184","0.453297854474961","0.402366845515263","0.50422886343466","4"
"Rarely","1995","Brandenburg","Not Employed","48","0.181289104995082","0.129911677764289","0.232666532225875","4"
"Daily","1996","North Rhine-Westphalia","Not Employed","","","","","1"
"Daily","1996","North Rhine-Westphalia","Employed","","","","","1"
"Daily","1996","Hesse","Not Employed","","","","","1"
"Daily","1996","Hesse","Employed","","","","","1"
"Daily","1996","Rhineland-Palatinate,Saarland","Not Employed","","","","","1"
"Daily","1996","Rhineland-Palatinate,Saarland","Employed","","","","","1"
"Daily","1996","Baden-Württemberg","Not Employed","","","","","1"
"Daily","1996","Baden-Württemberg","Employed","","","","","1"
"Daily","1996","Bavaria","Not Employed","","","","","1"
"Daily","1996","Bavaria","Employed","","","","","1"
"Daily","1996","Berlin","Not Employed","","","","","1"
"Daily","1996","Berlin","Employed","","","","","1"
"Daily","1996","Brandenburg","Not Employed","","","","","1"
"Daily","1996","Schleswig-Holstein","Not Employed","","","","","1"
"Daily","1996","Schleswig-Holstein","Employed","","","","","1"
"Daily","1996","Hamburg","Not Employed","","","","","1"
"Daily","1996","Hamburg","Employed","","","","","1"
"Daily","1996","Lower Saxony","Not Employed","","","","","1"
"Daily","1996","Lower Saxony","Employed","","","","","1"
"Daily","1996","Bremen","Not Employed","","","","","1"
"Daily","1996","Bremen","Employed","","","","","1"
"Daily","1996","Brandenburg","Employed","","","","","1"
"Daily","1996","Mecklenburg-Western Pomerania","Not Employed","","","","","1"
"Daily","1996","Mecklenburg-Western Pomerania","Employed","","","","","1"
"Daily","1996","Saxony","Not Employed","","","","","1"
"Daily","1996","Saxony","Employed","","","","","1"
"Daily","1996","Saxony-Anhalt","Not Employed","","","","","1"
"Daily","1996","Saxony-Anhalt","Employed","","","","","1"
"Daily","1996","Thuringia","Not Employed","","","","","1"
"Daily","1996","Thuringia","Employed","","","","","1"
"Min 1x per month","1996","Schleswig-Holstein","Not Employed","20","","","","3"
"Min 1x per month","1996","Schleswig-Holstein","Employed","37","0.218493462364978","0.157958384323154","0.279028540406802","3"
"Min 1x per month","1996","Hamburg","Not Employed","3","","","","3"
"Min 1x per month","1996","Hamburg","Employed","17","","","","3"
"Min 1x per month","1996","Brandenburg","Employed","75","0.196029338052336","0.156978219785156","0.235080456319516","3"
"Min 1x per month","1996","Mecklenburg-Western Pomerania","Not Employed","18","","","","3"
"Min 1x per month","1996","Mecklenburg-Western Pomerania","Employed","51","0.205555119333331","0.156623061604259","0.254487177062403","3"
"Min 1x per month","1996","Saxony","Not Employed","43","0.0842158312773826","0.056653926801739","0.111777735753026","3"
"Min 1x per month","1996","North Rhine-Westphalia","Not Employed","130","0.114092850378283","0.0935937206515904","0.134591980104975","3"
"Min 1x per month","1996","North Rhine-Westphalia","Employed","370","0.225195129580684","0.204929332882132","0.245460926279237","3"
"Min 1x per month","1996","Hesse","Not Employed","37","0.100579788341889","0.067574051737304","0.133585524946474","3"
"Min 1x per month","1996","Hesse","Employed","117","0.225094886426732","0.191480296134686","0.258709476718777","3"
"Min 1x per month","1996","Rhineland-Palatinate,Saarland","Not Employed","30","0.0917748096694977","0.0574646960008856","0.12608492333811","3"
"Min 1x per month","1996","Rhineland-Palatinate,Saarland","Employed","90","0.193082003162421","0.155466791833071","0.23069721449177","3"
"Min 1x per month","1996","Baden-Württemberg","Not Employed","61","0.0809212292826064","0.0589344329389014","0.102908025626311","3"
"Min 1x per month","1996","Baden-Württemberg","Employed","227","0.200902469047659","0.177447340568864","0.224357597526455","3"
"Min 1x per month","1996","Bavaria","Not Employed","62","0.101727960959042","0.0763954325517994","0.127060489366284","3"
"Min 1x per month","1996","Bavaria","Employed","262","0.247241048414332","0.221827662399066","0.272654434429599","3"
"Min 1x per month","1996","Berlin","Not Employed","32","0.127244470551698","0.0801073292391531","0.174381611864242","3"
"Min 1x per month","1996","Berlin","Employed","84","0.244940516298458","0.199950574572645","0.289930458024272","3"
"Min 1x per month","1996","Brandenburg","Not Employed","23","","","","3"
"Min 1x per month","1996","Saxony","Employed","121","0.171912054150356","0.144256238833004","0.199567869467708","3"
"Min 1x per month","1996","Saxony-Anhalt","Not Employed","23","","","","3"
"Min 1x per month","1996","Saxony-Anhalt","Employed","85","0.216635544031031","0.17760784073481","0.255663247327252","3"
"Min 1x per month","1996","Thuringia","Not Employed","23","","","","3"
"Min 1x per month","1996","Thuringia","Employed","90","0.242926060040234","0.202344788872719","0.283507331207749","3"
"Min 1x per month","1996","Bremen","Employed","7","","","","3"
"Min 1x per month","1996","Lower Saxony","Not Employed","39","0.0837931942697866","0.0556367537688427","0.11194963477073","3"
"Min 1x per month","1996","Lower Saxony","Employed","158","0.21624538230504","0.185095937641572","0.247394826968509","3"
"Min 1x per month","1996","Bremen","Not Employed","5","","","","3"
"Min 1x per week","1996","North Rhine-Westphalia","Not Employed","58","0.0662599778140443","0.0502219583763638","0.0822979972517247","2"
"Min 1x per week","1996","North Rhine-Westphalia","Employed","152","0.103659098530977","0.0888704551995675","0.118447741862386","2"
"Min 1x per week","1996","Hesse","Not Employed","16","","","","2"
"Min 1x per week","1996","Hesse","Employed","63","0.11090747843818","0.0856334401732556","0.136181516703104","2"
"Min 1x per week","1996","Rhineland-Palatinate,Saarland","Not Employed","16","","","","2"
"Min 1x per week","1996","Thuringia","Not Employed","21","","","","2"
"Min 1x per week","1996","Thuringia","Employed","41","0.0837246729574428","0.0575151467056674","0.109934199209218","2"
"Min 1x per week","1996","Brandenburg","Employed","22","","","","2"
"Min 1x per week","1996","Mecklenburg-Western Pomerania","Not Employed","9","","","","2"
"Min 1x per week","1996","Mecklenburg-Western Pomerania","Employed","24","","","","2"
"Min 1x per week","1996","Saxony","Not Employed","19","","","","2"
"Min 1x per week","1996","Saxony","Employed","68","0.0863330730617448","0.065746805055264","0.106919341068226","2"
"Min 1x per week","1996","Saxony-Anhalt","Not Employed","21","","","","2"
"Min 1x per week","1996","Saxony-Anhalt","Employed","24","","","","2"
"Min 1x per week","1996","Hamburg","Not Employed","2","","","","2"
"Min 1x per week","1996","Hamburg","Employed","9","","","","2"
"Min 1x per week","1996","Lower Saxony","Not Employed","18","","","","2"
"Min 1x per week","1996","Schleswig-Holstein","Not Employed","5","","","","2"
"Min 1x per week","1996","Schleswig-Holstein","Employed","16","","","","2"
"Min 1x per week","1996","Lower Saxony","Employed","67","0.101902109802349","0.0790124015688253","0.124791818035872","2"
"Min 1x per week","1996","Bremen","Not Employed","1","","","","2"
"Min 1x per week","1996","Bremen","Employed","5","","","","2"
"Min 1x per week","1996","Baden-Württemberg","Not Employed","48","0.0694728930221757","0.0489741818033501","0.0899716042410013","2"
"Min 1x per week","1996","Baden-Württemberg","Employed","124","0.107930080904413","0.0897658930993389","0.126094268709486","2"
"Min 1x per week","1996","Bavaria","Not Employed","46","0.0659094017961829","0.045116140398006","0.0867026631943597","2"
"Min 1x per week","1996","Bavaria","Employed","149","0.121585583658663","0.102334062547945","0.140837104769381","2"
"Min 1x per week","1996","Rhineland-Palatinate,Saarland","Employed","29","","","","2"
"Min 1x per week","1996","Berlin","Not Employed","20","","","","2"
"Min 1x per week","1996","Berlin","Employed","36","0.106680558987407","0.0743851665037941","0.138975951471019","2"
"Min 1x per week","1996","Brandenburg","Not Employed","16","","","","2"
"Never","1996","Mecklenburg-Western Pomerania","Not Employed","59","0.515660023751403","0.431668487069166","0.599651560433639","5"
"Never","1996","Mecklenburg-Western Pomerania","Employed","37","0.147115182585739","0.104223667773008","0.190006697398471","5"
"Never","1996","Thuringia","Employed","73","0.202423029130961","0.164400963466129","0.240445094795794","5"
"Never","1996","Saxony","Not Employed","223","0.657162851577367","0.610054682262725","0.704271020892008","5"
"Never","1996","Saxony","Employed","163","0.227925932847482","0.197177610643877","0.258674255051088","5"
"Never","1996","Saxony-Anhalt","Not Employed","133","0.641031096071589","0.581328912730285","0.700733279412892","5"
"Never","1996","Saxony-Anhalt","Employed","82","0.214048581336658","0.175190600075799","0.252906562597517","5"
"Never","1996","Thuringia","Not Employed","115","0.562674293840702","0.498842780803633","0.626505806877772","5"
"Never","1996","Brandenburg","Employed","68","0.188767435864237","0.150273788477211","0.227261083251262","5"
"Never","1996","Schleswig-Holstein","Not Employed","45","0.424995486241868","0.32952760935317","0.520463363130566","5"
"Never","1996","Schleswig-Holstein","Employed","32","0.127429592038113","0.0785804475591108","0.176278736517116","5"
"Never","1996","Hamburg","Not Employed","33","0.708502235552963","0.578578832109453","0.838425638996472","5"
"Never","1996","Hamburg","Employed","17","","","","5"
"Never","1996","Lower Saxony","Not Employed","206","0.605276046123601","0.555605366102745","0.654946726144457","5"
"Never","1996","Lower Saxony","Employed","140","0.192393156418839","0.16256807512823","0.222218237709449","5"
"Never","1996","Bremen","Not Employed","31","0.644286200673453","0.511591719618865","0.77698068172804","5"
"Never","1996","Bremen","Employed","4","","","","5"
"Never","1996","North Rhine-Westphalia","Not Employed","486","0.55732143687837","0.525294955632874","0.589347918123866","5"
"Never","1996","North Rhine-Westphalia","Employed","379","0.190626371097527","0.171569393254075","0.209683348940978","5"
"Never","1996","Hesse","Not Employed","187","0.615630301753488","0.562249226826917","0.66901137668006","5"
"Never","1996","Hesse","Employed","161","0.240456367077831","0.206059788244719","0.274852945910942","5"
"Never","1996","Rhineland-Palatinate,Saarland","Not Employed","164","0.634205339774076","0.576965650583527","0.691445028964624","5"
"Never","1996","Rhineland-Palatinate,Saarland","Employed","141","0.345248034399777","0.299939301165261","0.390556767634294","5"
"Never","1996","Baden-Württemberg","Not Employed","325","0.566560540604997","0.526608245261911","0.606512835948083","5"
"Never","1996","Baden-Württemberg","Employed","303","0.242221318586966","0.217141600047027","0.267301037126904","5"
"Never","1996","Bavaria","Not Employed","282","0.581658310099971","0.54031988093683","0.622996739263113","5"
"Never","1996","Bavaria","Employed","235","0.218519926625033","0.194176665489013","0.242863187761054","5"
"Never","1996","Berlin","Not Employed","83","0.484400975060848","0.413711293595255","0.555090656526441","5"
"Never","1996","Berlin","Employed","49","0.129452332782644","0.094333040837194","0.164571624728094","5"
"Never","1996","Brandenburg","Not Employed","106","0.603391708719135","0.536097043688294","0.670686373749975","5"
"Rarely","1996","North Rhine-Westphalia","Not Employed","250","0.262325734929303","0.233961905116849","0.290689564741756","4"
"Rarely","1996","North Rhine-Westphalia","Employed","731","0.480519400790812","0.456279650384899","0.504759151196726","4"
"Rarely","1996","Hesse","Not Employed","79","0.24157330505147","0.194601848728944","0.288544761373997","4"
"Rarely","1996","Hesse","Employed","252","0.423541268057258","0.38377153081332","0.463311005301195","4"
"Rarely","1996","Rhineland-Palatinate,Saarland","Not Employed","62","0.210291192912462","0.16186195087026","0.258720434954664","4"
"Rarely","1996","Rhineland-Palatinate,Saarland","Employed","163","0.39613697837616","0.349527974907819","0.442745981844502","4"
"Rarely","1996","Baden-Württemberg","Not Employed","157","0.283045337090221","0.246726812300491","0.31936386187995","4"
"Rarely","1996","Baden-Württemberg","Employed","467","0.448946131460962","0.419829613983784","0.478062648938141","4"
"Rarely","1996","Bavaria","Not Employed","157","0.250704327144804","0.214382979402771","0.287025674886838","4"
"Rarely","1996","Thuringia","Employed","225","0.470926237871361","0.423692316620899","0.518160159121824","4"
"Rarely","1996","Hamburg","Not Employed","9","","","","4"
"Rarely","1996","Hamburg","Employed","37","0.478673275233424","0.369207670043226","0.588138880423622","4"
"Rarely","1996","Lower Saxony","Not Employed","109","0.271384413020391","0.226196914535104","0.316571911505677","4"
"Rarely","1996","Lower Saxony","Employed","306","0.489459351473772","0.4516359738226","0.527282729124943","4"
"Rarely","1996","Bremen","Not Employed","13","","","","4"
"Rarely","1996","Bremen","Employed","27","","","","4"
"Rarely","1996","Mecklenburg-Western Pomerania","Employed","150","0.571883866699157","0.511969335579177","0.631798397819137","4"
"Rarely","1996","Saxony","Not Employed","105","0.232149870800973","0.190247534172608","0.274052207429338","4"
"Rarely","1996","Saxony","Employed","363","0.513828939940417","0.477193711638537","0.550464168242296","4"
"Rarely","1996","Saxony-Anhalt","Not Employed","71","0.251312779081978","0.197326953510075","0.305298604653882","4"
"Rarely","1996","Saxony-Anhalt","Employed","237","0.515483839526457","0.46813734092006","0.562830338132855","4"
"Rarely","1996","Thuringia","Not Employed","73","0.291640992345885","0.233154565074801","0.350127419616969","4"
"Rarely","1996","Schleswig-Holstein","Not Employed","33","0.314391623586423","0.224730738973847","0.404052508198999","4"
"Rarely","1996","Schleswig-Holstein","Employed","94","0.536470804708691","0.463418626772501","0.609522982644881","4"
"Rarely","1996","Brandenburg","Employed","232","0.551394297581079","0.502470927273889","0.600317667888269","4"
"Rarely","1996","Mecklenburg-Western Pomerania","Not Employed","50","0.331834145650662","0.25269683048892","0.410971460812405","4"
"Rarely","1996","Berlin","Not Employed","57","0.295946310924742","0.231379872431013","0.360512749418472","4"
"Rarely","1996","Brandenburg","Not Employed","58","0.255120411381257","0.195152943357807","0.315087879404707","4"
"Rarely","1996","Bavaria","Employed","461","0.412653441301972","0.383652357352493","0.44165452525145","4"
"Rarely","1996","Berlin","Employed","182","0.518926591931491","0.466656511107698","0.571196672755284","4"
"Daily","1997","North Rhine-Westphalia","Not Employed","","","","","1"
"Daily","1997","North Rhine-Westphalia","Employed","","","","","1"
"Daily","1997","Hesse","Not Employed","","","","","1"
"Daily","1997","Hesse","Employed","","","","","1"
"Daily","1997","Rhineland-Palatinate,Saarland","Not Employed","","","","","1"
"Daily","1997","Rhineland-Palatinate,Saarland","Employed","","","","","1"
"Daily","1997","Baden-Württemberg","Not Employed","","","","","1"
"Daily","1997","Baden-Württemberg","Employed","","","","","1"
"Daily","1997","Bavaria","Not Employed","","","","","1"
"Daily","1997","Bavaria","Employed","","","","","1"
"Daily","1997","Berlin","Not Employed","","","","","1"
"Daily","1997","Berlin","Employed","","","","","1"
"Daily","1997","Brandenburg","Not Employed","","","","","1"
"Daily","1997","Schleswig-Holstein","Not Employed","","","","","1"
"Daily","1997","Schleswig-Holstein","Employed","","","","","1"
"Daily","1997","Hamburg","Not Employed","","","","","1"
"Daily","1997","Hamburg","Employed","","","","","1"
"Daily","1997","Lower Saxony","Not Employed","","","","","1"
"Daily","1997","Lower Saxony","Employed","","","","","1"
"Daily","1997","Bremen","Not Employed","","","","","1"
"Daily","1997","Bremen","Employed","","","","","1"
"Daily","1997","Brandenburg","Employed","","","","","1"
"Daily","1997","Mecklenburg-Western Pomerania","Not Employed","","","","","1"
"Daily","1997","Mecklenburg-Western Pomerania","Employed","","","","","1"
"Daily","1997","Saxony","Not Employed","","","","","1"
"Daily","1997","Saxony","Employed","","","","","1"
"Daily","1997","Saxony-Anhalt","Not Employed","","","","","1"
"Daily","1997","Saxony-Anhalt","Employed","","","","","1"
"Daily","1997","Thuringia","Not Employed","","","","","1"
"Daily","1997","Thuringia","Employed","","","","","1"
"Min 1x per month","1997","Schleswig-Holstein","Not Employed","13","","","","3"
"Min 1x per month","1997","Schleswig-Holstein","Employed","35","0.210445165297886","0.149170033316078","0.271720297279694","3"
"Min 1x per month","1997","Hamburg","Not Employed","2","","","","3"
"Min 1x per month","1997","Hamburg","Employed","25","","","","3"
"Min 1x per month","1997","Brandenburg","Employed","54","0.159892913395841","0.122395872979342","0.197389953812339","3"
"Min 1x per month","1997","Mecklenburg-Western Pomerania","Not Employed","19","","","","3"
"Min 1x per month","1997","Mecklenburg-Western Pomerania","Employed","56","0.186801950558475","0.138097415150034","0.235506485966916","3"
"Min 1x per month","1997","Saxony","Not Employed","33","0.0554643125623921","0.0327773833797367","0.0781512417450475","3"
"Min 1x per month","1997","North Rhine-Westphalia","Not Employed","103","0.0959818848698768","0.0770195667743266","0.114944202965427","3"
"Min 1x per month","1997","North Rhine-Westphalia","Employed","361","0.24554672333503","0.224330630740364","0.266762815929695","3"
"Min 1x per month","1997","Hesse","Not Employed","33","0.0775735296522513","0.0478915099584276","0.107255549346075","3"
"Min 1x per month","1997","Hesse","Employed","117","0.238989271436031","0.202851963842848","0.275126579029214","3"
"Min 1x per month","1997","Rhineland-Palatinate,Saarland","Not Employed","31","0.103551648064518","0.0685456277307633","0.138557668398272","3"
"Min 1x per month","1997","Rhineland-Palatinate,Saarland","Employed","86","0.200021798390947","0.16172003051303","0.238323566268864","3"
"Min 1x per month","1997","Baden-Württemberg","Not Employed","58","0.0711730034787224","0.0509345507000238","0.0914114562574211","3"
"Min 1x per month","1997","Baden-Württemberg","Employed","207","0.179448977156601","0.156658288915714","0.202239665397488","3"
"Min 1x per month","1997","Bavaria","Not Employed","63","0.0991088768933899","0.0738360757980842","0.124381677988696","3"
"Min 1x per month","1997","Bavaria","Employed","234","0.21119818169902","0.186866939434716","0.235529423963325","3"
"Min 1x per month","1997","Berlin","Not Employed","17","","","","3"
"Min 1x per month","1997","Berlin","Employed","93","0.25432111948512","0.207548347505307","0.301093891464934","3"
"Min 1x per month","1997","Brandenburg","Not Employed","25","","","","3"
"Min 1x per month","1997","Saxony","Employed","123","0.167681364280448","0.139826805981927","0.195535922578969","3"
"Min 1x per month","1997","Saxony-Anhalt","Not Employed","25","","","","3"
"Min 1x per month","1997","Saxony-Anhalt","Employed","95","0.230406573927663","0.190559397505508","0.270253750349819","3"
"Min 1x per month","1997","Thuringia","Not Employed","26","","","","3"
"Min 1x per month","1997","Thuringia","Employed","88","0.22786555018794","0.187654468989977","0.268076631385903","3"
"Min 1x per month","1997","Bremen","Employed","12","","","","3"
"Min 1x per month","1997","Lower Saxony","Not Employed","54","0.122669383277676","0.0898574203276317","0.155481346227721","3"
"Min 1x per month","1997","Bremen","Not Employed","2","","","","3"
"Min 1x per month","1997","Lower Saxony","Employed","133","0.213549363351049","0.181971639290955","0.245127087411143","3"
"Min 1x per week","1997","North Rhine-Westphalia","Not Employed","59","0.0489840009080708","0.0350899379394255","0.0628780638767162","2"
"Min 1x per week","1997","North Rhine-Westphalia","Employed","117","0.0796690224949349","0.0663215535072838","0.093016491482586","2"
"Min 1x per week","1997","Hesse","Not Employed","16","","","","2"
"Min 1x per week","1997","Hesse","Employed","47","0.0780638113468148","0.0553313476116401","0.100796275081989","2"
"Min 1x per week","1997","Rhineland-Palatinate,Saarland","Not Employed","14","","","","2"
"Min 1x per week","1997","Brandenburg","Employed","20","","","","2"
"Min 1x per week","1997","Mecklenburg-Western Pomerania","Not Employed","13","","","","2"
"Min 1x per week","1997","Mecklenburg-Western Pomerania","Employed","20","","","","2"
"Min 1x per week","1997","Saxony","Not Employed","26","","","","2"
"Min 1x per week","1997","Saxony","Employed","64","0.0928753530243797","0.0712335824051872","0.114517123643572","2"
"Min 1x per week","1997","Saxony-Anhalt","Not Employed","22","","","","2"
"Min 1x per week","1997","Saxony-Anhalt","Employed","29","","","","2"
"Min 1x per week","1997","Thuringia","Not Employed","21","","","","2"
"Min 1x per week","1997","Thuringia","Employed","40","0.0842773115096627","0.0576457106065673","0.110908912412758","2"
"Min 1x per week","1997","Hamburg","Not Employed","2","","","","2"
"Min 1x per week","1997","Hamburg","Employed","5","","","","2"
"Min 1x per week","1997","Lower Saxony","Not Employed","24","","","","2"
"Min 1x per week","1997","Schleswig-Holstein","Not Employed","6","","","","2"
"Min 1x per week","1997","Schleswig-Holstein","Employed","23","","","","2"
"Min 1x per week","1997","Lower Saxony","Employed","52","0.0675095854486619","0.0481765138479596","0.0868426570493642","2"
"Min 1x per week","1997","Bremen","Not Employed","3","","","","2"
"Min 1x per week","1997","Bremen","Employed","3","","","","2"
"Min 1x per week","1997","Baden-Württemberg","Not Employed","52","0.0631926668175599","0.0440408169378226","0.0823445166972972","2"
"Min 1x per week","1997","Baden-Württemberg","Employed","127","0.0922788381719768","0.075089409576336","0.109468266767618","2"
"Min 1x per week","1997","Bavaria","Not Employed","49","0.0696715229377467","0.0481384130119708","0.0912046328635226","2"
"Min 1x per week","1997","Berlin","Not Employed","16","","","","2"
"Min 1x per week","1997","Rhineland-Palatinate,Saarland","Employed","33","0.079392113607176","0.0535059848484125","0.10527824236594","2"
"Min 1x per week","1997","Bavaria","Employed","129","0.115672038344822","0.0966061907549528","0.134737885934691","2"
"Min 1x per week","1997","Berlin","Employed","29","","","","2"
"Min 1x per week","1997","Brandenburg","Not Employed","24","","","","2"
"Never","1997","Mecklenburg-Western Pomerania","Not Employed","70","0.577975366382571","0.49702782965145","0.658922903113692","5"
"Never","1997","Mecklenburg-Western Pomerania","Employed","40","0.160341066190105","0.114489478590396","0.206192653789814","5"
