"pli0091_h","year","hgtyp1hh","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Min 1x per week","1993","Couple + C. LE 16 ","Rural Area","","","","","2"
"Min 1x per week","1993","Couple + C. GT 16 ","Urban Area","","","","","2"
"Min 1x per week","1993","Couple + C. LE and GT 16","Urban Area","","","","","2"
"Min 1x per week","1993","Couple + C. LE and GT 16","Rural Area","","","","","2"
"Min 1x per week","1993","Couple + C. GT 16 ","Rural Area","","","","","2"
"Never","1993","1-pers.-HH","Rural Area","","","","","5"
"Never","1993","1-pers.-HH","Urban Area","","","","","5"
"Never","1993","(Married) couple without C. ","Urban Area","","","","","5"
"Never","1993","(Married) couple without C. ","Rural Area","","","","","5"
"Never","1993","Single parent ","Urban Area","","","","","5"
"Never","1993","Single parent ","Rural Area","","","","","5"
"Never","1993","Couple + C. LE 16 ","Urban Area","","","","","5"
"Never","1993","Couple + C. LE 16 ","Rural Area","","","","","5"
"Never","1993","Couple + C. GT 16 ","Urban Area","","","","","5"
"Never","1993","Couple + C. GT 16 ","Rural Area","","","","","5"
"Never","1993","Couple + C. LE and GT 16","Urban Area","","","","","5"
"Never","1993","Couple + C. LE and GT 16","Rural Area","","","","","5"
"Rarely","1993","1-pers.-HH","Rural Area","","","","","4"
"Rarely","1993","(Married) couple without C. ","Urban Area","","","","","4"
"Rarely","1993","1-pers.-HH","Urban Area","","","","","4"
"Rarely","1993","(Married) couple without C. ","Rural Area","","","","","4"
"Rarely","1993","Single parent ","Urban Area","","","","","4"
"Rarely","1993","Single parent ","Rural Area","","","","","4"
"Rarely","1993","Couple + C. LE 16 ","Urban Area","","","","","4"
"Rarely","1993","Couple + C. LE 16 ","Rural Area","","","","","4"
"Rarely","1993","Couple + C. GT 16 ","Urban Area","","","","","4"
"Rarely","1993","Couple + C. GT 16 ","Rural Area","","","","","4"
"Rarely","1993","Couple + C. LE and GT 16","Urban Area","","","","","4"
"Rarely","1993","Couple + C. LE and GT 16","Rural Area","","","","","4"
"Daily","1994","1-pers.-HH","Urban Area","","","","","1"
"Daily","1994","1-pers.-HH","Rural Area","","","","","1"
"Daily","1994","(Married) couple without C. ","Urban Area","","","","","1"
"Daily","1994","(Married) couple without C. ","Rural Area","","","","","1"
"Daily","1994","Single parent ","Rural Area","","","","","1"
"Daily","1994","Couple + C. LE 16 ","Urban Area","","","","","1"
"Daily","1994","Single parent ","Urban Area","","","","","1"
"Daily","1994","Couple + C. LE and GT 16","Rural Area","","","","","1"
"Daily","1994","Couple + C. LE 16 ","Rural Area","","","","","1"
"Daily","1994","Couple + C. GT 16 ","Urban Area","","","","","1"
"Daily","1994","Couple + C. LE and GT 16","Urban Area","","","","","1"
"Daily","1994","Couple + C. GT 16 ","Rural Area","","","","","1"
"Min 1x per month","1994","1-pers.-HH","Urban Area","190","0.168800121612705","0.145676442286051","0.191923800939358","3"
"Min 1x per month","1994","(Married) couple without C. ","Urban Area","316","0.116190075564184","0.103147550776564","0.129232600351803","3"
"Min 1x per month","1994","1-pers.-HH","Rural Area","50","0.116043806234719","0.0840099787018448","0.148077633767592","3"
"Min 1x per month","1994","(Married) couple without C. ","Rural Area","122","0.0862981019001156","0.0692972636629407","0.10329894013729","3"
"Min 1x per month","1994","Single parent ","Urban Area","90","0.247405541080511","0.20485209240692","0.289958989754102","3"
"Min 1x per month","1994","Single parent ","Rural Area","36","0.199132069972509","0.140629811645546","0.257634328299472","3"
"Min 1x per month","1994","Couple + C. LE 16 ","Urban Area","218","0.118499743400386","0.104184073560136","0.132815413240636","3"
"Min 1x per month","1994","Couple + C. LE 16 ","Rural Area","111","0.110190862943211","0.091287067543211","0.12909465834321","3"
"Min 1x per month","1994","Couple + C. GT 16 ","Urban Area","275","0.164985653912055","0.146631682191798","0.183339625632312","3"
"Min 1x per month","1994","Couple + C. GT 16 ","Rural Area","131","0.154912766819139","0.130856259239665","0.178969274398613","3"
"Min 1x per month","1994","Couple + C. LE and GT 16","Urban Area","138","0.186862107243929","0.159239790916083","0.214484423571776","3"
"Min 1x per month","1994","Couple + C. LE and GT 16","Rural Area","63","0.184381674024129","0.146613764773248","0.22214958327501","3"
"Min 1x per week","1994","(Married) couple without C. ","Urban Area","111","0.0439085976557268","0.0355694395754824","0.0522477557359712","2"
"Min 1x per week","1994","1-pers.-HH","Rural Area","36","0.0770462118720514","0.0503746712492233","0.10371775249488","2"
"Min 1x per week","1994","1-pers.-HH","Urban Area","96","0.0729763895570203","0.0569197592090379","0.0890330199050027","2"
"Min 1x per week","1994","(Married) couple without C. ","Rural Area","49","0.0467514436659125","0.033970349312521","0.059532538019304","2"
"Min 1x per week","1994","Single parent ","Urban Area","45","0.095710057491189","0.0666977559897339","0.124722358992644","2"
"Min 1x per week","1994","Single parent ","Rural Area","26","","","","2"
"Min 1x per week","1994","Couple + C. LE 16 ","Urban Area","51","0.0256314930679359","0.0186316175134725","0.0326313686223993","2"
"Min 1x per week","1994","Couple + C. LE 16 ","Rural Area","33","0.0330191570740001","0.0222316843199087","0.0438066298280914","2"
"Min 1x per week","1994","Couple + C. GT 16 ","Urban Area","264","0.171832722077505","0.153178722312614","0.190486721842396","2"
"Min 1x per week","1994","Couple + C. LE and GT 16","Urban Area","135","0.191105905063839","0.163244676742513","0.218967133385166","2"
"Min 1x per week","1994","Couple + C. LE and GT 16","Rural Area","63","0.177963017705393","0.140712600752706","0.215213434658079","2"
"Min 1x per week","1994","Couple + C. GT 16 ","Rural Area","154","0.179768924989812","0.154238172055867","0.205299677923756","2"
"Never","1994","1-pers.-HH","Urban Area","477","0.519050067256581","0.488205947194872","0.549894187318291","5"
"Never","1994","1-pers.-HH","Rural Area","228","0.622185993609865","0.573692706799483","0.670679280420247","5"
"Never","1994","(Married) couple without C. ","Urban Area","1109","0.485540750786219","0.465199106794225","0.505882394778213","5"
"Never","1994","(Married) couple without C. ","Rural Area","517","0.514752883893877","0.484494319070396","0.545011448717358","5"
"Never","1994","Single parent ","Urban Area","120","0.303381476744617","0.258045645522035","0.3487173079672","5"
"Never","1994","Single parent ","Rural Area","46","0.234433658509457","0.172372057678529","0.296495259340386","5"
"Never","1994","Couple + C. LE 16 ","Urban Area","584","0.258064463739468","0.238682894536765","0.27744603294217","5"
"Never","1994","Couple + C. LE 16 ","Rural Area","277","0.256390243389603","0.230029899443834","0.282750587335372","5"
"Never","1994","Couple + C. GT 16 ","Urban Area","565","0.340668415984276","0.317232718992542","0.364104112976011","5"
"Never","1994","Couple + C. GT 16 ","Rural Area","261","0.304500825748941","0.273903691678805","0.335097959819076","5"
"Never","1994","Couple + C. LE and GT 16","Urban Area","222","0.246937829301608","0.216379711382589","0.277495947220627","5"
"Never","1994","Couple + C. LE and GT 16","Rural Area","111","0.255395152193304","0.212924411634416","0.297865892752192","5"
"Rarely","1994","1-pers.-HH","Rural Area","70","0.184723988283365","0.145909268143463","0.223538708423268","4"
"Rarely","1994","(Married) couple without C. ","Urban Area","783","0.354360575993871","0.334892840501387","0.373828311486355","4"
"Rarely","1994","1-pers.-HH","Urban Area","245","0.239173421573694","0.212839403999432","0.265507439147955","4"
"Rarely","1994","(Married) couple without C. ","Rural Area","360","0.352197570540095","0.323278660928576","0.381116480151613","4"
"Rarely","1994","Single parent ","Urban Area","140","0.353502924683683","0.30635860955231","0.400647239815056","4"
"Rarely","1994","Single parent ","Rural Area","71","0.397697182248357","0.32599947302483","0.469394891471884","4"
"Rarely","1994","Couple + C. LE 16 ","Urban Area","1105","0.59780429979221","0.576085292247852","0.619523307336569","4"
"Rarely","1994","Couple + C. LE 16 ","Rural Area","633","0.600399736593187","0.570829083594054","0.629970389592319","4"
"Rarely","1994","Couple + C. GT 16 ","Urban Area","467","0.322513208026164","0.299398725907531","0.345627690144796","4"
"Rarely","1994","Couple + C. LE and GT 16","Urban Area","270","0.375094158390623","0.340786204636892","0.409402112144354","4"
"Rarely","1994","Couple + C. GT 16 ","Rural Area","323","0.360817482442109","0.328887812242024","0.392747152642194","4"
"Rarely","1994","Couple + C. LE and GT 16","Rural Area","168","0.382260156077174","0.334933817888531","0.429586494265817","4"
"Daily","1995","1-pers.-HH","Urban Area","","","","","1"
"Daily","1995","1-pers.-HH","Rural Area","","","","","1"
"Daily","1995","(Married) couple without C. ","Urban Area","2","","","","1"
"Daily","1995","(Married) couple without C. ","Rural Area","","","","","1"
"Daily","1995","Single parent ","Rural Area","","","","","1"
"Daily","1995","Couple + C. LE 16 ","Urban Area","","","","","1"
"Daily","1995","Single parent ","Urban Area","2","","","","1"
"Daily","1995","Couple + C. LE 16 ","Rural Area","","","","","1"
"Daily","1995","Couple + C. GT 16 ","Urban Area","1","","","","1"
"Daily","1995","Couple + C. LE and GT 16","Urban Area","","","","","1"
"Daily","1995","Couple + C. GT 16 ","Rural Area","2","","","","1"
"Daily","1995","Couple + C. LE and GT 16","Rural Area","1","","","","1"
"Min 1x per month","1995","1-pers.-HH","Urban Area","209","0.169006219463508","0.146327915230399","0.191684523696617","3"
"Min 1x per month","1995","(Married) couple without C. ","Urban Area","331","0.11393685368675","0.101272460346025","0.126601247027475","3"
"Min 1x per month","1995","1-pers.-HH","Rural Area","42","0.10970920101229","0.0788105667022663","0.140607835322313","3"
"Min 1x per month","1995","(Married) couple without C. ","Rural Area","118","0.0915392161224941","0.0744588286601482","0.10861960358484","3"
"Min 1x per month","1995","Single parent ","Urban Area","98","0.218886769365156","0.17934189514493","0.258431643585383","3"
"Min 1x per month","1995","Single parent ","Rural Area","50","0.245246099484262","0.184548268218631","0.305943930749894","3"
"Min 1x per month","1995","Couple + C. LE 16 ","Urban Area","231","0.109697206834919","0.096142601563902","0.123251812105937","3"
"Min 1x per month","1995","Couple + C. LE 16 ","Rural Area","115","0.108917625914117","0.0905490722309734","0.12728617959726","3"
"Min 1x per month","1995","Couple + C. GT 16 ","Urban Area","266","0.153808874802788","0.136025790526452","0.171591959079123","3"
"Min 1x per month","1995","Couple + C. GT 16 ","Rural Area","144","0.150178230133661","0.126979921633916","0.173376538633406","3"
"Min 1x per month","1995","Couple + C. LE and GT 16","Urban Area","133","0.178817827695417","0.152214001992709","0.205421653398126","3"
"Min 1x per month","1995","Couple + C. LE and GT 16","Rural Area","70","0.163148857115185","0.129009294023544","0.197288420206826","3"
"Min 1x per week","1995","(Married) couple without C. ","Urban Area","60","0.0189761011024826","0.0135378002535688","0.0244144019513965","2"
"Min 1x per week","1995","1-pers.-HH","Rural Area","28","","","","2"
"Min 1x per week","1995","1-pers.-HH","Urban Area","92","0.0654344784847338","0.0504697601488802","0.0803991968205874","2"
"Min 1x per week","1995","(Married) couple without C. ","Rural Area","30","0.0184307279443649","0.0104641326963326","0.0263973231923972","2"
"Min 1x per week","1995","Single parent ","Urban Area","72","0.166799962410209","0.131146963945364","0.202452960875054","2"
"Min 1x per week","1995","Single parent ","Rural Area","25","","","","2"
"Min 1x per week","1995","Couple + C. LE 16 ","Urban Area","18","","","","2"
"Min 1x per week","1995","Couple + C. LE 16 ","Rural Area","9","","","","2"
"Min 1x per week","1995","Couple + C. GT 16 ","Urban Area","208","0.133460484575058","0.116697448072668","0.150223521077447","2"
"Min 1x per week","1995","Couple + C. LE and GT 16","Rural Area","80","0.216569673451482","0.178512121884678","0.254627225018286","2"
"Min 1x per week","1995","Couple + C. GT 16 ","Rural Area","132","0.136636950777803","0.114333620682899","0.158940280872707","2"
"Min 1x per week","1995","Couple + C. LE and GT 16","Urban Area","121","0.143283661895923","0.11895961729562","0.167607706496227","2"
"Never","1995","1-pers.-HH","Rural Area","244","0.661604155024804","0.61482380804063","0.708384502008979","5"
"Never","1995","(Married) couple without C. ","Rural Area","600","0.596539243193971","0.567481546229702","0.625596940158239","5"
"Never","1995","1-pers.-HH","Urban Area","522","0.550041887528648","0.519936496538127","0.58014727851917","5"
"Never","1995","(Married) couple without C. ","Urban Area","1279","0.549051496300843","0.529218425712528","0.568884566889159","5"
"Never","1995","Single parent ","Urban Area","128","0.30883643919147","0.264651106354002","0.353021772028938","5"
"Never","1995","Single parent ","Rural Area","60","0.317832638159418","0.252140385990474","0.383524890328362","5"
"Never","1995","Couple + C. LE 16 ","Urban Area","724","0.336725398272441","0.316227711915858","0.357223084629024","5"
"Never","1995","Couple + C. LE 16 ","Rural Area","357","0.334223294604982","0.306410181119391","0.362036408090573","5"
"Never","1995","Couple + C. GT 16 ","Urban Area","658","0.405355832991685","0.38115507598577","0.429556589997599","5"
"Never","1995","Couple + C. GT 16 ","Rural Area","333","0.388005343825144","0.356362058226152","0.419648629424135","5"
"Never","1995","Couple + C. LE and GT 16","Urban Area","301","0.355817372595348","0.322579209941449","0.389055535249248","5"
"Never","1995","Couple + C. LE and GT 16","Rural Area","121","0.273930842025216","0.232725711428834","0.315135972621597","5"
"Rarely","1995","1-pers.-HH","Rural Area","79","0.184924518185135","0.146540717238293","0.223308319131976","4"
"Rarely","1995","(Married) couple without C. ","Urban Area","746","0.317193430406257","0.298643987109725","0.335742873702789","4"
"Rarely","1995","1-pers.-HH","Urban Area","226","0.21551741452311","0.190634961963814","0.240399867082406","4"
"Rarely","1995","(Married) couple without C. ","Rural Area","347","0.29349081273917","0.266519803753339","0.320461821725002","4"
"Rarely","1995","Single parent ","Urban Area","120","0.292775861597551","0.249257792511173","0.33629393068393","4"
"Rarely","1995","Single parent ","Rural Area","58","0.309580441613135","0.244355644469196","0.374805238757073","4"
"Rarely","1995","Couple + C. LE 16 ","Urban Area","1069","0.544401191773776","0.522800331609712","0.566002051937839","4"
"Rarely","1995","Couple + C. LE 16 ","Rural Area","624","0.542014194320096","0.512637813393193","0.571390575246999","4"
"Rarely","1995","Couple + C. GT 16 ","Urban Area","448","0.306687528786376","0.283957775582482","0.329417281990271","4"
"Rarely","1995","Couple + C. GT 16 ","Rural Area","300","0.323514324787427","0.293135920147909","0.353892729426944","4"
"Rarely","1995","Couple + C. LE and GT 16","Rural Area","178","0.345441469795831","0.301507209977178","0.389375729614483","4"
"Rarely","1995","Couple + C. LE and GT 16","Urban Area","242","0.322081137813311","0.28964042150635","0.354521854120272","4"
"Daily","1996","1-pers.-HH","Urban Area","","","","","1"
"Daily","1996","1-pers.-HH","Rural Area","","","","","1"
"Daily","1996","(Married) couple without C. ","Urban Area","","","","","1"
"Daily","1996","(Married) couple without C. ","Rural Area","","","","","1"
"Daily","1996","Single parent ","Rural Area","","","","","1"
"Daily","1996","Single parent ","Urban Area","","","","","1"
"Daily","1996","Couple + C. LE 16 ","Urban Area","","","","","1"
"Daily","1996","Couple + C. LE 16 ","Rural Area","","","","","1"
"Daily","1996","Couple + C. GT 16 ","Urban Area","","","","","1"
"Daily","1996","Couple + C. GT 16 ","Rural Area","","","","","1"
"Daily","1996","Couple + C. LE and GT 16","Urban Area","","","","","1"
"Daily","1996","Couple + C. LE and GT 16","Rural Area","","","","","1"
"Min 1x per month","1996","1-pers.-HH","Urban Area","204","0.168132529964468","0.145554776295266","0.190710283633669","3"
"Min 1x per month","1996","1-pers.-HH","Rural Area","66","0.133967409794122","0.101235742826589","0.166699076761654","3"
"Min 1x per month","1996","(Married) couple without C. ","Urban Area","402","0.140734285607566","0.126873634211904","0.154594937003229","3"
"Min 1x per month","1996","(Married) couple without C. ","Rural Area","164","0.136008142338863","0.116082829997956","0.15593345467977","3"
"Min 1x per month","1996","Single parent ","Urban Area","116","0.28315975079012","0.241347108459927","0.324972393120312","3"
"Min 1x per month","1996","Single parent ","Rural Area","42","0.195906013736187","0.141706951573678","0.250105075898695","3"
"Min 1x per month","1996","Couple + C. LE 16 ","Urban Area","330","0.169009740720251","0.152531797889741","0.185487683550762","3"
"Min 1x per month","1996","Couple + C. LE 16 ","Rural Area","140","0.141622185415998","0.120161973726231","0.163082397105764","3"
"Min 1x per month","1996","Couple + C. GT 16 ","Urban Area","317","0.20145587829499","0.181212320081027","0.221699436508954","3"
"Min 1x per month","1996","Couple + C. LE and GT 16","Urban Area","168","0.212002657978321","0.183039200587588","0.240966115369053","3"
"Min 1x per month","1996","Couple + C. GT 16 ","Rural Area","176","0.204874278819955","0.177852166165473","0.231896391474437","3"
"Min 1x per month","1996","Couple + C. LE and GT 16","Rural Area","87","0.192160632723014","0.157023263496519","0.227298001949509","3"
"Min 1x per week","1996","(Married) couple without C. ","Urban Area","127","0.0509535946701876","0.0421886116109957","0.0597185777293795","2"
"Min 1x per week","1996","1-pers.-HH","Rural Area","34","0.0801404552770924","0.0540496136921956","0.106231296861989","2"
"Min 1x per week","1996","1-pers.-HH","Urban Area","111","0.0954619882881318","0.0777218731397979","0.113202103436466","2"
"Min 1x per week","1996","(Married) couple without C. ","Rural Area","46","0.0278352715247239","0.0182735625792362","0.0373969804702115","2"
"Min 1x per week","1996","Single parent ","Urban Area","70","0.145938720922013","0.113173700294163","0.178703741549863","2"
"Min 1x per week","1996","Single parent ","Rural Area","34","0.167879503564918","0.116840001509391","0.218919005620444","2"
"Min 1x per week","1996","Couple + C. LE 16 ","Urban Area","73","0.0367042081497918","0.0284364660960511","0.0449719502035326","2"
"Min 1x per week","1996","Couple + C. LE 16 ","Rural Area","37","0.0330874029547478","0.0220782460115447","0.0440965598979508","2"
"Min 1x per week","1996","Couple + C. GT 16 ","Urban Area","207","0.145902672437076","0.128085748533563","0.163719596340589","2"
"Min 1x per week","1996","Couple + C. GT 16 ","Rural Area","144","0.161363406606556","0.136734387745797","0.185992425467316","2"
"Min 1x per week","1996","Couple + C. LE and GT 16","Rural Area","93","0.228305157799913","0.190872110248174","0.265738205351651","2"
"Min 1x per week","1996","Couple + C. LE and GT 16","Urban Area","118","0.163335253110646","0.1371393682137","0.189531138007592","2"
"Never","1996","1-pers.-HH","Urban Area","458","0.461847427201452","0.431749973132787","0.491944881270118","5"
"Never","1996","1-pers.-HH","Rural Area","223","0.598272878037188","0.551162492329746","0.64538326374463","5"
"Never","1996","(Married) couple without C. ","Urban Area","1037","0.451274163920173","0.431439818042113","0.471108509798233","5"
"Never","1996","(Married) couple without C. ","Rural Area","450","0.439422803007513","0.410574061817549","0.468271544197478","5"
"Never","1996","Single parent ","Urban Area","118","0.260538773520656","0.219803133209505","0.301274413831808","5"
"Never","1996","Single parent ","Rural Area","56","0.295259221130054","0.232967415933524","0.357551026326584","5"
"Never","1996","Couple + C. LE 16 ","Urban Area","512","0.21992122685048","0.201709465003188","0.238132988697773","5"
"Never","1996","Couple + C. LE 16 ","Rural Area","200","0.188707812030478","0.164624694772689","0.212790929288267","5"
"Never","1996","Couple + C. GT 16 ","Urban Area","491","0.305763007056573","0.282509215965379","0.329016798147767","5"
"Never","1996","Couple + C. GT 16 ","Rural Area","203","0.256509598383291","0.227271631254127","0.285747565512454","5"
"Never","1996","Couple + C. LE and GT 16","Urban Area","231","0.294437741505869","0.262139283910075","0.326736199101664","5"
"Never","1996","Couple + C. LE and GT 16","Rural Area","80","0.144598566677682","0.113233840058764","0.1759632932966","5"
"Rarely","1996","1-pers.-HH","Urban Area","281","0.274558054545948","0.247615038386952","0.301501070704945","4"
"Rarely","1996","1-pers.-HH","Rural Area","93","0.187619256891598","0.150102961942995","0.225135551840201","4"
"Rarely","1996","(Married) couple without C. ","Urban Area","852","0.357037955802073","0.337940751049126","0.376135160555019","4"
"Rarely","1996","(Married) couple without C. ","Rural Area","477","0.3967337831289","0.368297557392636","0.425170008865163","4"
"Rarely","1996","Single parent ","Urban Area","142","0.310362754767211","0.267426336316656","0.353299173217766","4"
"Rarely","1996","Single parent ","Rural Area","74","0.340955261568841","0.276223022737384","0.405687500400297","4"
"Rarely","1996","Couple + C. LE 16 ","Urban Area","1072","0.574364824279477","0.5526247095913","0.596104938967653","4"
"Rarely","1996","Couple + C. LE 16 ","Rural Area","637","0.636582599598777","0.606977988935406","0.666187210262148","4"
"Rarely","1996","Couple + C. GT 16 ","Urban Area","493","0.34687844221136","0.322855118976413","0.370901765446307","4"
"Rarely","1996","Couple + C. GT 16 ","Rural Area","334","0.377252716190198","0.344801588842971","0.409703843537426","4"
"Rarely","1996","Couple + C. LE and GT 16","Urban Area","248","0.330224347405164","0.296898085975805","0.363550608834524","4"
"Rarely","1996","Couple + C. LE and GT 16","Rural Area","223","0.434935642799391","0.39072406822968","0.479147217369102","4"
"Daily","1997","1-pers.-HH","Urban Area","","","","","1"
"Daily","1997","1-pers.-HH","Rural Area","","","","","1"
"Daily","1997","(Married) couple without C. ","Urban Area","","","","","1"
"Daily","1997","(Married) couple without C. ","Rural Area","","","","","1"
"Daily","1997","Single parent ","Urban Area","","","","","1"
"Daily","1997","Single parent ","Rural Area","","","","","1"
"Daily","1997","Couple + C. LE 16 ","Urban Area","","","","","1"
"Daily","1997","Couple + C. LE 16 ","Rural Area","","","","","1"
"Daily","1997","Couple + C. GT 16 ","Urban Area","","","","","1"
"Daily","1997","Couple + C. GT 16 ","Rural Area","","","","","1"
"Daily","1997","Couple + C. LE and GT 16","Rural Area","","","","","1"
"Daily","1997","Couple + C. LE and GT 16","Urban Area","","","","","1"
"Min 1x per month","1997","1-pers.-HH","Urban Area","209","0.178979317112895","0.155591660180009","0.202366974045782","3"
"Min 1x per month","1997","1-pers.-HH","Rural Area","67","0.116459879895189","0.0850636709211283","0.147856088869249","3"
"Min 1x per month","1997","(Married) couple without C. ","Urban Area","363","0.139898624449702","0.126075325508949","0.153721923390455","3"
"Min 1x per month","1997","(Married) couple without C. ","Rural Area","154","0.108877848473033","0.0909837432945554","0.12677195365151","3"
"Min 1x per month","1997","Single parent ","Urban Area","111","0.268256962462097","0.226085373636424","0.310428551287769","3"
"Min 1x per month","1997","Single parent ","Rural Area","46","0.183012075758312","0.13071394870874","0.235310202807883","3"
"Min 1x per month","1997","Couple + C. LE 16 ","Urban Area","300","0.149911027598625","0.13378706014729","0.16603499504996","3"
"Min 1x per month","1997","Couple + C. LE 16 ","Rural Area","143","0.156922286119272","0.133901778002732","0.179942794235812","3"
"Min 1x per month","1997","Couple + C. GT 16 ","Urban Area","306","0.198310419218766","0.178112200216117","0.218508638221415","3"
"Min 1x per month","1997","Couple + C. LE and GT 16","Urban Area","150","0.202942833461262","0.17408190670895","0.231803760213574","3"
"Min 1x per month","1997","Couple + C. GT 16 ","Rural Area","164","0.191057053307739","0.164948699013737","0.217165407601741","3"
"Min 1x per month","1997","Couple + C. LE and GT 16","Rural Area","91","0.225131078527768","0.187086792100528","0.263175364955007","3"
"Min 1x per week","1997","1-pers.-HH","Rural Area","29","","","","2"
"Min 1x per week","1997","(Married) couple without C. ","Urban Area","112","0.0358825149129541","0.0284704950674021","0.043294534758506","2"
"Min 1x per week","1997","1-pers.-HH","Urban Area","107","0.0882369065662562","0.0709317957870446","0.105542017345468","2"
"Min 1x per week","1997","(Married) couple without C. ","Rural Area","56","0.0387762602928411","0.0276853598732766","0.0498671607124056","2"
"Min 1x per week","1997","Single parent ","Urban Area","60","0.131878984047104","0.0996725164439102","0.164085451650298","2"
"Min 1x per week","1997","Single parent ","Rural Area","36","0.172464721742236","0.12136931764492","0.223560125839551","2"
"Min 1x per week","1997","Couple + C. LE 16 ","Urban Area","70","0.0425931928059434","0.0334722174013219","0.0517141682105649","2"
"Min 1x per week","1997","Couple + C. LE 16 ","Rural Area","36","0.0366541465503539","0.0247611454358883","0.0485471476648195","2"
"Min 1x per week","1997","Couple + C. GT 16 ","Urban Area","198","0.123045239454301","0.106405052790899","0.139685426117703","2"
"Min 1x per week","1997","Couple + C. LE and GT 16","Rural Area","73","0.187115882985125","0.151591442933807","0.222640323036443","2"
"Min 1x per week","1997","Couple + C. GT 16 ","Rural Area","148","0.171349631719156","0.146325082384627","0.196374181053686","2"
"Min 1x per week","1997","Couple + C. LE and GT 16","Urban Area","100","0.14176634498489","0.116735931777616","0.166796758192165","2"
"Never","1997","1-pers.-HH","Urban Area","470","0.498653957895452","0.468148561481477","0.529159354309426","5"
"Never","1997","1-pers.-HH","Rural Area","217","0.580605052843008","0.532307190746703","0.628902914939314","5"
"Never","1997","(Married) couple without C. ","Urban Area","1062","0.456126177678695","0.436277949974647","0.475974405382742","5"
"Never","1997","(Married) couple without C. ","Rural Area","515","0.491926731342369","0.463206694994133","0.520646767690605","5"
"Never","1997","Single parent ","Urban Area","104","0.220896612870252","0.18140933123555","0.260383894504954","5"
"Never","1997","Single parent ","Rural Area","58","0.296352052504416","0.234590226722652","0.358113878286181","5"
"Never","1997","Couple + C. LE 16 ","Urban Area","476","0.223304538798848","0.204494179554886","0.242114898042809","5"
"Never","1997","Couple + C. LE 16 ","Rural Area","207","0.215137508544497","0.189130305867051","0.241144711221943","5"
"Never","1997","Couple + C. GT 16 ","Urban Area","501","0.331780912417876","0.307929048222995","0.355632776612758","5"
"Never","1997","Couple + C. GT 16 ","Rural Area","229","0.279155159916016","0.249364320504239","0.308945999327794","5"
"Never","1997","Couple + C. LE and GT 16","Urban Area","219","0.2766369606159","0.244536450292652","0.308737470939147","5"
"Never","1997","Couple + C. LE and GT 16","Rural Area","74","0.141074436317417","0.109367117342828","0.172781755292006","5"
"Rarely","1997","1-pers.-HH","Urban Area","246","0.234129818425397","0.20829447808701","0.259965158763783","4"
"Rarely","1997","1-pers.-HH","Rural Area","88","0.237330437636701","0.195689468179433","0.278971407093969","4"
"Rarely","1997","(Married) couple without C. ","Urban Area","882","0.368092682958649","0.348873476983396","0.387311888933902","4"
"Rarely","1997","(Married) couple without C. ","Rural Area","439","0.360419159891757","0.332837318392468","0.388001001391045","4"
"Rarely","1997","Single parent ","Urban Area","149","0.378967440620547","0.332790697662957","0.425144183578137","4"
"Rarely","1997","Single parent ","Rural Area","70","0.348171149995036","0.283739148273951","0.412603151716121","4"
"Rarely","1997","Couple + C. LE 16 ","Urban Area","1037","0.584191240796584","0.561930107591574","0.606452374001593","4"
"Rarely","1997","Couple + C. GT 16 ","Urban Area","492","0.346863428909057","0.32275224985041","0.370974607967703","4"
"Rarely","1997","Couple + C. LE 16 ","Rural Area","573","0.591286058785877","0.560172668771521","0.622399448800232","4"
"Rarely","1997","Couple + C. LE and GT 16","Urban Area","277","0.378653860937948","0.343846854462846","0.413460867413049","4"
"Rarely","1997","Couple + C. GT 16 ","Rural Area","330","0.358438155057089","0.326591384868304","0.390284925245873","4"
"Rarely","1997","Couple + C. LE and GT 16","Rural Area","225","0.44667860216969","0.401394693855686","0.491962510483695","4"
"Daily","1998","1-pers.-HH","Urban Area","2","","","","1"
"Daily","1998","1-pers.-HH","Rural Area","","","","","1"
"Daily","1998","(Married) couple without C. ","Urban Area","1","","","","1"
"Daily","1998","(Married) couple without C. ","Rural Area","1","","","","1"
"Daily","1998","Single parent ","Urban Area","1","","","","1"
"Daily","1998","Single parent ","Rural Area","","","","","1"
"Daily","1998","Couple + C. LE 16 ","Urban Area","1","","","","1"
"Daily","1998","Couple + C. LE 16 ","Rural Area","","","","","1"
"Daily","1998","Couple + C. GT 16 ","Urban Area","","","","","1"
"Daily","1998","Couple + C. GT 16 ","Rural Area","1","","","","1"
"Daily","1998","Couple + C. LE and GT 16","Urban Area","","","","","1"
"Daily","1998","Couple + C. LE and GT 16","Rural Area","","","","","1"
"Min 1x per month","1998","1-pers.-HH","Urban Area","305","0.211353901805937","0.188873400170737","0.233834403441136","3"
"Min 1x per month","1998","(Married) couple without C. ","Urban Area","425","0.131567986126987","0.11902759162997","0.144108380624005","3"
"Min 1x per month","1998","1-pers.-HH","Rural Area","72","0.126436682174912","0.0969200128133052","0.155953351536518","3"
"Min 1x per month","1998","(Married) couple without C. ","Rural Area","134","0.070550959140526","0.0569713586169056","0.0841305596641463","3"
"Min 1x per month","1998","Single parent ","Urban Area","122","0.262817091765796","0.223481110886447","0.302153072645146","3"
"Min 1x per month","1998","Single parent ","Rural Area","56","0.257204422849663","0.200468968350299","0.313939877349027","3"
