"pgnation","year","regtyp","sampreg","n","percent","lower_confidence","upper_confidence"
"76","1998","Urban Area","East Germany","","","",""
"76","1998","Rural Area","West Germany","","","",""
"76","1998","Rural Area","East Germany","","","",""
"77","1998","Urban Area","West Germany","1","","",""
"77","1998","Urban Area","East Germany","","","",""
"77","1998","Rural Area","West Germany","","","",""
"77","1998","Rural Area","East Germany","","","",""
"78","1998","Urban Area","West Germany","2","","",""
"78","1998","Urban Area","East Germany","","","",""
"78","1998","Rural Area","West Germany","1","","",""
"78","1998","Rural Area","East Germany","","","",""
"79","1998","Urban Area","West Germany","","","",""
"79","1998","Urban Area","East Germany","","","",""
"79","1998","Rural Area","West Germany","","","",""
"79","1998","Rural Area","East Germany","1","","",""
"80","1998","Urban Area","West Germany","","","",""
"80","1998","Urban Area","East Germany","","","",""
"80","1998","Rural Area","West Germany","","","",""
"80","1998","Rural Area","East Germany","","","",""
"81","1998","Urban Area","West Germany","","","",""
"81","1998","Urban Area","East Germany","","","",""
"81","1998","Rural Area","West Germany","","","",""
"81","1998","Rural Area","East Germany","","","",""
"82","1998","Urban Area","West Germany","","","",""
"82","1998","Urban Area","East Germany","","","",""
"82","1998","Rural Area","West Germany","","","",""
"82","1998","Rural Area","East Germany","","","",""
"83","1998","Urban Area","West Germany","4","","",""
"83","1998","Urban Area","East Germany","","","",""
"83","1998","Rural Area","West Germany","","","",""
"83","1998","Rural Area","East Germany","","","",""
"84","1998","Urban Area","West Germany","","","",""
"84","1998","Urban Area","East Germany","","","",""
"84","1998","Rural Area","West Germany","","","",""
"84","1998","Rural Area","East Germany","","","",""
"85","1998","Urban Area","West Germany","","","",""
"85","1998","Urban Area","East Germany","","","",""
"85","1998","Rural Area","West Germany","","","",""
"85","1998","Rural Area","East Germany","","","",""
"86","1998","Urban Area","West Germany","","","",""
"86","1998","Urban Area","East Germany","","","",""
"86","1998","Rural Area","West Germany","","","",""
"86","1998","Rural Area","East Germany","","","",""
"89","1998","Urban Area","West Germany","2","","",""
"89","1998","Urban Area","East Germany","","","",""
"89","1998","Rural Area","West Germany","","","",""
"89","1998","Rural Area","East Germany","","","",""
"90","1998","Urban Area","West Germany","","","",""
"90","1998","Urban Area","East Germany","","","",""
"90","1998","Rural Area","West Germany","","","",""
"90","1998","Rural Area","East Germany","","","",""
"92","1998","Urban Area","West Germany","","","",""
"92","1998","Urban Area","East Germany","","","",""
"92","1998","Rural Area","West Germany","","","",""
"92","1998","Rural Area","East Germany","","","",""
"94","1998","Urban Area","West Germany","","","",""
"94","1998","Urban Area","East Germany","","","",""
"94","1998","Rural Area","West Germany","","","",""
"94","1998","Rural Area","East Germany","","","",""
"95","1998","Urban Area","West Germany","","","",""
"95","1998","Urban Area","East Germany","","","",""
"95","1998","Rural Area","West Germany","","","",""
"95","1998","Rural Area","East Germany","","","",""
"96","1998","Urban Area","West Germany","","","",""
"96","1998","Urban Area","East Germany","","","",""
"96","1998","Rural Area","West Germany","","","",""
"96","1998","Rural Area","East Germany","","","",""
"97","1998","Urban Area","West Germany","","","",""
"97","1998","Urban Area","East Germany","","","",""
"97","1998","Rural Area","West Germany","","","",""
"97","1998","Rural Area","East Germany","","","",""
"98","1998","Urban Area","West Germany","2","","",""
"98","1998","Urban Area","East Germany","","","",""
"98","1998","Rural Area","West Germany","","","",""
"98","1998","Rural Area","East Germany","","","",""
"101","1998","Urban Area","West Germany","","","",""
"101","1998","Urban Area","East Germany","","","",""
"101","1998","Rural Area","West Germany","","","",""
"101","1998","Rural Area","East Germany","","","",""
"102","1998","Urban Area","West Germany","","","",""
"102","1998","Urban Area","East Germany","","","",""
"102","1998","Rural Area","West Germany","","","",""
"102","1998","Rural Area","East Germany","","","",""
"103","1998","Urban Area","West Germany","1","","",""
"103","1998","Urban Area","East Germany","","","",""
"103","1998","Rural Area","West Germany","","","",""
"103","1998","Rural Area","East Germany","","","",""
"105","1998","Urban Area","West Germany","","","",""
"105","1998","Urban Area","East Germany","","","",""
"105","1998","Rural Area","West Germany","","","",""
"105","1998","Rural Area","East Germany","","","",""
"108","1998","Urban Area","West Germany","","","",""
"108","1998","Urban Area","East Germany","","","",""
"108","1998","Rural Area","West Germany","","","",""
"108","1998","Rural Area","East Germany","","","",""
"110","1998","Urban Area","West Germany","","","",""
"110","1998","Urban Area","East Germany","","","",""
"110","1998","Rural Area","West Germany","","","",""
"110","1998","Rural Area","East Germany","","","",""
"111","1998","Urban Area","West Germany","","","",""
"111","1998","Urban Area","East Germany","","","",""
"111","1998","Rural Area","West Germany","","","",""
"111","1998","Rural Area","East Germany","","","",""
"113","1998","Urban Area","West Germany","","","",""
"113","1998","Urban Area","East Germany","","","",""
"113","1998","Rural Area","West Germany","","","",""
"113","1998","Rural Area","East Germany","","","",""
"116","1998","Urban Area","West Germany","3","","",""
"116","1998","Urban Area","East Germany","","","",""
"116","1998","Rural Area","West Germany","","","",""
"116","1998","Rural Area","East Germany","","","",""
"117","1998","Urban Area","West Germany","2","","",""
"117","1998","Urban Area","East Germany","","","",""
"117","1998","Rural Area","West Germany","","","",""
"117","1998","Rural Area","East Germany","","","",""
"118","1998","Urban Area","West Germany","11","","",""
"118","1998","Urban Area","East Germany","","","",""
"118","1998","Rural Area","West Germany","","","",""
"118","1998","Rural Area","East Germany","","","",""
"119","1998","Urban Area","West Germany","106","0.00779722137097943","0.00588469885009053","0.00970974389186834"
"119","1998","Urban Area","East Germany","","","",""
"119","1998","Rural Area","West Germany","12","","",""
"119","1998","Rural Area","East Germany","","","",""
"120","1998","Urban Area","West Germany","63","0.00557851572847983","0.00395901560136968","0.00719801585558999"
"120","1998","Urban Area","East Germany","","","",""
"120","1998","Rural Area","West Germany","19","","",""
"120","1998","Rural Area","East Germany","","","",""
"121","1998","Urban Area","West Germany","16","","",""
"121","1998","Urban Area","East Germany","","","",""
"121","1998","Rural Area","West Germany","5","","",""
"121","1998","Rural Area","East Germany","1","","",""
"122","1998","Urban Area","West Germany","17","","",""
"122","1998","Urban Area","East Germany","","","",""
"122","1998","Rural Area","West Germany","","","",""
"122","1998","Rural Area","East Germany","","","",""
"123","1998","Urban Area","West Germany","","","",""
"123","1998","Urban Area","East Germany","","","",""
"123","1998","Rural Area","West Germany","","","",""
"123","1998","Rural Area","East Germany","1","","",""
"124","1998","Urban Area","West Germany","","","",""
"124","1998","Urban Area","East Germany","","","",""
"124","1998","Rural Area","West Germany","","","",""
"124","1998","Rural Area","East Germany","","","",""
"125","1998","Urban Area","West Germany","","","",""
"125","1998","Urban Area","East Germany","","","",""
"125","1998","Rural Area","West Germany","","","",""
"125","1998","Rural Area","East Germany","","","",""
"127","1998","Urban Area","West Germany","","","",""
"127","1998","Urban Area","East Germany","","","",""
"127","1998","Rural Area","West Germany","","","",""
"127","1998","Rural Area","East Germany","","","",""
"128","1998","Urban Area","West Germany","","","",""
"128","1998","Urban Area","East Germany","","","",""
"128","1998","Rural Area","West Germany","","","",""
"128","1998","Rural Area","East Germany","","","",""
"129","1998","Urban Area","West Germany","","","",""
"129","1998","Urban Area","East Germany","","","",""
"129","1998","Rural Area","West Germany","","","",""
"129","1998","Rural Area","East Germany","","","",""
"130","1998","Urban Area","West Germany","","","",""
"130","1998","Urban Area","East Germany","","","",""
"130","1998","Rural Area","West Germany","","","",""
"130","1998","Rural Area","East Germany","","","",""
"131","1998","Urban Area","West Germany","","","",""
"131","1998","Urban Area","East Germany","","","",""
"131","1998","Rural Area","West Germany","","","",""
"131","1998","Rural Area","East Germany","","","",""
"132","1998","Urban Area","West Germany","","","",""
"132","1998","Urban Area","East Germany","","","",""
"132","1998","Rural Area","West Germany","","","",""
"132","1998","Rural Area","East Germany","","","",""
"133","1998","Urban Area","West Germany","","","",""
"133","1998","Urban Area","East Germany","","","",""
"133","1998","Rural Area","West Germany","","","",""
"133","1998","Rural Area","East Germany","","","",""
"135","1998","Urban Area","West Germany","1","","",""
"135","1998","Urban Area","East Germany","","","",""
"135","1998","Rural Area","West Germany","","","",""
"135","1998","Rural Area","East Germany","","","",""
"138","1998","Urban Area","West Germany","","","",""
"138","1998","Urban Area","East Germany","","","",""
"138","1998","Rural Area","West Germany","","","",""
"138","1998","Rural Area","East Germany","","","",""
"139","1998","Urban Area","West Germany","","","",""
"139","1998","Urban Area","East Germany","","","",""
"139","1998","Rural Area","West Germany","","","",""
"139","1998","Rural Area","East Germany","","","",""
"140","1998","Urban Area","West Germany","","","",""
"140","1998","Urban Area","East Germany","","","",""
"140","1998","Rural Area","West Germany","","","",""
"140","1998","Rural Area","East Germany","","","",""
"141","1998","Urban Area","West Germany","","","",""
"141","1998","Urban Area","East Germany","","","",""
"141","1998","Rural Area","West Germany","","","",""
"141","1998","Rural Area","East Germany","","","",""
"142","1998","Urban Area","West Germany","","","",""
"142","1998","Urban Area","East Germany","","","",""
"142","1998","Rural Area","West Germany","","","",""
"142","1998","Rural Area","East Germany","","","",""
"143","1998","Urban Area","West Germany","","","",""
"143","1998","Urban Area","East Germany","","","",""
"143","1998","Rural Area","West Germany","","","",""
"143","1998","Rural Area","East Germany","","","",""
"144","1998","Urban Area","West Germany","","","",""
"144","1998","Urban Area","East Germany","","","",""
"144","1998","Rural Area","West Germany","","","",""
"144","1998","Rural Area","East Germany","","","",""
"145","1998","Urban Area","West Germany","","","",""
"145","1998","Urban Area","East Germany","","","",""
"145","1998","Rural Area","West Germany","","","",""
"145","1998","Rural Area","East Germany","","","",""
"146","1998","Urban Area","West Germany","","","",""
"146","1998","Urban Area","East Germany","","","",""
"146","1998","Rural Area","West Germany","","","",""
"146","1998","Rural Area","East Germany","","","",""
"147","1998","Urban Area","West Germany","","","",""
"147","1998","Urban Area","East Germany","","","",""
"147","1998","Rural Area","West Germany","","","",""
"147","1998","Rural Area","East Germany","","","",""
"148","1998","Urban Area","West Germany","","","",""
"148","1998","Urban Area","East Germany","","","",""
"148","1998","Rural Area","West Germany","","","",""
"148","1998","Rural Area","East Germany","","","",""
"149","1998","Urban Area","West Germany","","","",""
"149","1998","Urban Area","East Germany","","","",""
"149","1998","Rural Area","West Germany","","","",""
"149","1998","Rural Area","East Germany","","","",""
"151","1998","Urban Area","West Germany","","","",""
"151","1998","Urban Area","East Germany","","","",""
"151","1998","Rural Area","West Germany","","","",""
"151","1998","Rural Area","East Germany","","","",""
"152","1998","Urban Area","West Germany","","","",""
"152","1998","Urban Area","East Germany","","","",""
"152","1998","Rural Area","West Germany","","","",""
"152","1998","Rural Area","East Germany","","","",""
"154","1998","Urban Area","West Germany","","","",""
"154","1998","Urban Area","East Germany","","","",""
"154","1998","Rural Area","West Germany","","","",""
"154","1998","Rural Area","East Germany","","","",""
"155","1998","Urban Area","West Germany","","","",""
"155","1998","Urban Area","East Germany","","","",""
"155","1998","Rural Area","West Germany","","","",""
"155","1998","Rural Area","East Germany","","","",""
"156","1998","Urban Area","West Germany","","","",""
"156","1998","Urban Area","East Germany","","","",""
"156","1998","Rural Area","West Germany","","","",""
"156","1998","Rural Area","East Germany","","","",""
"158","1998","Urban Area","West Germany","","","",""
"158","1998","Urban Area","East Germany","","","",""
"158","1998","Rural Area","West Germany","","","",""
"158","1998","Rural Area","East Germany","","","",""
"162","1998","Urban Area","West Germany","","","",""
"162","1998","Urban Area","East Germany","","","",""
"162","1998","Rural Area","West Germany","","","",""
"162","1998","Rural Area","East Germany","","","",""
"164","1998","Urban Area","West Germany","","","",""
"164","1998","Urban Area","East Germany","","","",""
"164","1998","Rural Area","West Germany","","","",""
"164","1998","Rural Area","East Germany","","","",""
"165","1998","Urban Area","West Germany","","","",""
"165","1998","Urban Area","East Germany","","","",""
"165","1998","Rural Area","West Germany","","","",""
"165","1998","Rural Area","East Germany","","","",""
"166","1998","Urban Area","West Germany","","","",""
"166","1998","Urban Area","East Germany","","","",""
"166","1998","Rural Area","West Germany","","","",""
"166","1998","Rural Area","East Germany","","","",""
"167","1998","Urban Area","West Germany","","","",""
"167","1998","Urban Area","East Germany","","","",""
"167","1998","Rural Area","West Germany","","","",""
"167","1998","Rural Area","East Germany","","","",""
"168","1998","Urban Area","West Germany","","","",""
"168","1998","Urban Area","East Germany","","","",""
"168","1998","Rural Area","West Germany","","","",""
"168","1998","Rural Area","East Germany","","","",""
"169","1998","Urban Area","West Germany","","","",""
"169","1998","Urban Area","East Germany","","","",""
"169","1998","Rural Area","West Germany","","","",""
"169","1998","Rural Area","East Germany","","","",""
"172","1998","Urban Area","West Germany","","","",""
"172","1998","Urban Area","East Germany","","","",""
"172","1998","Rural Area","West Germany","","","",""
"172","1998","Rural Area","East Germany","","","",""
"173","1998","Urban Area","West Germany","","","",""
"173","1998","Urban Area","East Germany","","","",""
"173","1998","Rural Area","West Germany","","","",""
"173","1998","Rural Area","East Germany","","","",""
"178","1998","Urban Area","West Germany","","","",""
"178","1998","Urban Area","East Germany","","","",""
"178","1998","Rural Area","West Germany","","","",""
"178","1998","Rural Area","East Germany","","","",""
"181","1998","Urban Area","West Germany","","","",""
"181","1998","Urban Area","East Germany","","","",""
"181","1998","Rural Area","West Germany","","","",""
"181","1998","Rural Area","East Germany","","","",""
"183","1998","Urban Area","West Germany","","","",""
"183","1998","Urban Area","East Germany","","","",""
"183","1998","Rural Area","West Germany","","","",""
"183","1998","Rural Area","East Germany","","","",""
"188","1998","Urban Area","West Germany","","","",""
"188","1998","Urban Area","East Germany","","","",""
"188","1998","Rural Area","West Germany","","","",""
"188","1998","Rural Area","East Germany","","","",""
"195","1998","Urban Area","West Germany","","","",""
"195","1998","Urban Area","East Germany","","","",""
"195","1998","Rural Area","West Germany","","","",""
"195","1998","Rural Area","East Germany","","","",""
"196","1998","Urban Area","West Germany","","","",""
"196","1998","Urban Area","East Germany","","","",""
"196","1998","Rural Area","West Germany","","","",""
"196","1998","Rural Area","East Germany","","","",""
"999","1998","Urban Area","West Germany","","","",""
"999","1998","Urban Area","East Germany","","","",""
"999","1998","Rural Area","West Germany","","","",""
"999","1998","Rural Area","East Germany","","","",""
"1","1999","Urban Area","West Germany","6210","0.877025804017871","0.869710461100228","0.884341146935514"
"1","1999","Urban Area","East Germany","1296","0.997951907335382","0.995492444003101","1.00041137066766"
"1","1999","Rural Area","West Germany","2029","0.955872063120385","0.947334477821605","0.964409648419164"
"1","1999","Rural Area","East Germany","2498","0.996263646599257","0.993874431002958","0.998652862195556"
"2","1999","Urban Area","West Germany","598","0.0443353263227969","0.0397502219255483","0.0489204307200456"
"2","1999","Urban Area","East Germany","1","","",""
"2","1999","Rural Area","West Germany","49","0.00877223298527519","0.00489590810971154","0.0126485578608388"
"2","1999","Rural Area","East Germany","","","",""
"3","1999","Urban Area","West Germany","87","0.0062406913249342","0.00448649392280443","0.00799488872706396"
"3","1999","Urban Area","East Germany","","","",""
"3","1999","Rural Area","West Germany","13","","",""
"3","1999","Rural Area","East Germany","","","",""
"4","1999","Urban Area","West Germany","186","0.00690135252510556","0.00505725107762127","0.00874545397258985"
"4","1999","Urban Area","East Germany","","","",""
"4","1999","Rural Area","West Germany","29","","",""
"4","1999","Rural Area","East Germany","","","",""
"5","1999","Urban Area","West Germany","248","0.01511746097877","0.0123994378085571","0.0178354841489829"
"5","1999","Urban Area","East Germany","","","",""
"5","1999","Rural Area","West Germany","56","0.00859544908554116","0.00475803999685145","0.0124328581742309"
"5","1999","Rural Area","East Germany","","","",""
"6","1999","Urban Area","West Germany","84","0.00361352501908672","0.00227692657137263","0.00495012346680081"
"6","1999","Urban Area","East Germany","","","",""
"6","1999","Rural Area","West Germany","3","","",""
"6","1999","Rural Area","East Germany","","","",""
"10","1999","Urban Area","West Germany","16","","",""
"10","1999","Urban Area","East Germany","","","",""
"10","1999","Rural Area","West Germany","3","","",""
"10","1999","Rural Area","East Germany","1","","",""
"11","1999","Urban Area","West Germany","10","","",""
"11","1999","Urban Area","East Germany","","","",""
"11","1999","Rural Area","West Germany","","","",""
"11","1999","Rural Area","East Germany","","","",""
"12","1999","Urban Area","West Germany","","","",""
"12","1999","Urban Area","East Germany","","","",""
"12","1999","Rural Area","West Germany","","","",""
"12","1999","Rural Area","East Germany","","","",""
"13","1999","Urban Area","West Germany","","","",""
"13","1999","Urban Area","East Germany","","","",""
"13","1999","Rural Area","West Germany","","","",""
"13","1999","Rural Area","East Germany","","","",""
"14","1999","Urban Area","West Germany","7","","",""
"14","1999","Urban Area","East Germany","","","",""
"14","1999","Rural Area","West Germany","","","",""
"14","1999","Rural Area","East Germany","","","",""
"15","1999","Urban Area","West Germany","","","",""
"15","1999","Urban Area","East Germany","","","",""
"15","1999","Rural Area","West Germany","","","",""
"15","1999","Rural Area","East Germany","","","",""
"16","1999","Urban Area","West Germany","","","",""
"16","1999","Urban Area","East Germany","","","",""
"16","1999","Rural Area","West Germany","","","",""
"16","1999","Rural Area","East Germany","","","",""
"17","1999","Urban Area","West Germany","","","",""
"17","1999","Urban Area","East Germany","","","",""
"17","1999","Rural Area","West Germany","","","",""
"17","1999","Rural Area","East Germany","","","",""
"18","1999","Urban Area","West Germany","6","","",""
"18","1999","Urban Area","East Germany","","","",""
"18","1999","Rural Area","West Germany","1","","",""
"18","1999","Rural Area","East Germany","","","",""
"19","1999","Urban Area","West Germany","3","","",""
"19","1999","Urban Area","East Germany","","","",""
"19","1999","Rural Area","West Germany","1","","",""
"19","1999","Rural Area","East Germany","","","",""
"20","1999","Urban Area","West Germany","1","","",""
"20","1999","Urban Area","East Germany","","","",""
"20","1999","Rural Area","West Germany","","","",""
"20","1999","Rural Area","East Germany","","","",""
"21","1999","Urban Area","West Germany","4","","",""
"21","1999","Urban Area","East Germany","","","",""
"21","1999","Rural Area","West Germany","","","",""
"21","1999","Rural Area","East Germany","","","",""
"22","1999","Urban Area","West Germany","9","","",""
"22","1999","Urban Area","East Germany","","","",""
"22","1999","Rural Area","West Germany","5","","",""
"22","1999","Rural Area","East Germany","1","","",""
"23","1999","Urban Area","West Germany","","","",""
"23","1999","Urban Area","East Germany","","","",""
"23","1999","Rural Area","West Germany","2","","",""
"23","1999","Rural Area","East Germany","","","",""
"24","1999","Urban Area","West Germany","","","",""
"24","1999","Urban Area","East Germany","","","",""
"24","1999","Rural Area","West Germany","","","",""
"24","1999","Rural Area","East Germany","","","",""
"25","1999","Urban Area","West Germany","","","",""
"25","1999","Urban Area","East Germany","","","",""
"25","1999","Rural Area","West Germany","","","",""
"25","1999","Rural Area","East Germany","","","",""
"26","1999","Urban Area","West Germany","2","","",""
"26","1999","Urban Area","East Germany","","","",""
"26","1999","Rural Area","West Germany","","","",""
"26","1999","Rural Area","East Germany","","","",""
"27","1999","Urban Area","West Germany","","","",""
"27","1999","Urban Area","East Germany","","","",""
"27","1999","Rural Area","West Germany","","","",""
"27","1999","Rural Area","East Germany","","","",""
"28","1999","Urban Area","West Germany","11","","",""
"28","1999","Urban Area","East Germany","","","",""
"28","1999","Rural Area","West Germany","","","",""
"28","1999","Rural Area","East Germany","","","",""
"29","1999","Urban Area","West Germany","","","",""
"29","1999","Urban Area","East Germany","","","",""
"29","1999","Rural Area","West Germany","","","",""
"29","1999","Rural Area","East Germany","1","","",""
"30","1999","Urban Area","West Germany","","","",""
"30","1999","Urban Area","East Germany","","","",""
"30","1999","Rural Area","West Germany","","","",""
"30","1999","Rural Area","East Germany","","","",""
"31","1999","Urban Area","West Germany","1","","",""
"31","1999","Urban Area","East Germany","","","",""
"31","1999","Rural Area","West Germany","","","",""
"31","1999","Rural Area","East Germany","","","",""
"32","1999","Urban Area","West Germany","2","","",""
"32","1999","Urban Area","East Germany","1","","",""
"32","1999","Rural Area","West Germany","1","","",""
"32","1999","Rural Area","East Germany","1","","",""
"34","1999","Urban Area","West Germany","","","",""
"34","1999","Urban Area","East Germany","","","",""
"34","1999","Rural Area","West Germany","","","",""
"34","1999","Rural Area","East Germany","","","",""
"35","1999","Urban Area","West Germany","","","",""
"35","1999","Urban Area","East Germany","","","",""
"35","1999","Rural Area","West Germany","","","",""
"35","1999","Rural Area","East Germany","","","",""
"37","1999","Urban Area","West Germany","","","",""
"37","1999","Urban Area","East Germany","","","",""
"37","1999","Rural Area","West Germany","","","",""
"37","1999","Rural Area","East Germany","","","",""
"38","1999","Urban Area","West Germany","2","","",""
"38","1999","Urban Area","East Germany","","","",""
"38","1999","Rural Area","West Germany","","","",""
"38","1999","Rural Area","East Germany","","","",""
"39","1999","Urban Area","West Germany","","","",""
"39","1999","Urban Area","East Germany","","","",""
"39","1999","Rural Area","West Germany","","","",""
"39","1999","Rural Area","East Germany","","","",""
"40","1999","Urban Area","West Germany","1","","",""
"40","1999","Urban Area","East Germany","","","",""
"40","1999","Rural Area","West Germany","","","",""
"40","1999","Rural Area","East Germany","","","",""
"41","1999","Urban Area","West Germany","","","",""
"41","1999","Urban Area","East Germany","","","",""
"41","1999","Rural Area","West Germany","1","","",""
"41","1999","Rural Area","East Germany","","","",""
"42","1999","Urban Area","West Germany","","","",""
"42","1999","Urban Area","East Germany","","","",""
"42","1999","Rural Area","West Germany","","","",""
"42","1999","Rural Area","East Germany","","","",""
"43","1999","Urban Area","West Germany","","","",""
"43","1999","Urban Area","East Germany","","","",""
"43","1999","Rural Area","West Germany","","","",""
"43","1999","Rural Area","East Germany","","","",""
"44","1999","Urban Area","West Germany","","","",""
"44","1999","Urban Area","East Germany","","","",""
"44","1999","Rural Area","West Germany","","","",""
"44","1999","Rural Area","East Germany","","","",""
"45","1999","Urban Area","West Germany","","","",""
"45","1999","Urban Area","East Germany","","","",""
"45","1999","Rural Area","West Germany","","","",""
"45","1999","Rural Area","East Germany","","","",""
"46","1999","Urban Area","West Germany","","","",""
"46","1999","Urban Area","East Germany","","","",""
"46","1999","Rural Area","West Germany","","","",""
"46","1999","Rural Area","East Germany","","","",""
"47","1999","Urban Area","West Germany","","","",""
"47","1999","Urban Area","East Germany","","","",""
"47","1999","Rural Area","West Germany","","","",""
"47","1999","Rural Area","East Germany","","","",""
"48","1999","Urban Area","West Germany","","","",""
"48","1999","Urban Area","East Germany","","","",""
"48","1999","Rural Area","West Germany","","","",""
"48","1999","Rural Area","East Germany","","","",""
"49","1999","Urban Area","West Germany","","","",""
"49","1999","Urban Area","East Germany","","","",""
"49","1999","Rural Area","West Germany","","","",""
"49","1999","Rural Area","East Germany","","","",""
"50","1999","Urban Area","West Germany","","","",""
"50","1999","Urban Area","East Germany","","","",""
"50","1999","Rural Area","West Germany","","","",""
"50","1999","Rural Area","East Germany","","","",""
"51","1999","Urban Area","West Germany","","","",""
"51","1999","Urban Area","East Germany","","","",""
"51","1999","Rural Area","West Germany","1","","",""
"51","1999","Rural Area","East Germany","","","",""
"52","1999","Urban Area","West Germany","","","",""
"52","1999","Urban Area","East Germany","","","",""
"52","1999","Rural Area","West Germany","","","",""
"52","1999","Rural Area","East Germany","","","",""
"53","1999","Urban Area","West Germany","1","","",""
"53","1999","Urban Area","East Germany","","","",""
"53","1999","Rural Area","West Germany","","","",""
"53","1999","Rural Area","East Germany","","","",""
"54","1999","Urban Area","West Germany","","","",""
"54","1999","Urban Area","East Germany","","","",""
"54","1999","Rural Area","West Germany","","","",""
"54","1999","Rural Area","East Germany","","","",""
"55","1999","Urban Area","West Germany","3","","",""
"55","1999","Urban Area","East Germany","","","",""
"55","1999","Rural Area","West Germany","","","",""
"55","1999","Rural Area","East Germany","","","",""
"56","1999","Urban Area","West Germany","","","",""
"56","1999","Urban Area","East Germany","","","",""
"56","1999","Rural Area","West Germany","","","",""
"56","1999","Rural Area","East Germany","","","",""
"59","1999","Urban Area","West Germany","","","",""
"59","1999","Urban Area","East Germany","","","",""
"59","1999","Rural Area","West Germany","","","",""
"59","1999","Rural Area","East Germany","","","",""
"60","1999","Urban Area","West Germany","","","",""
"60","1999","Urban Area","East Germany","","","",""
"60","1999","Rural Area","West Germany","","","",""
"60","1999","Rural Area","East Germany","","","",""
"61","1999","Urban Area","West Germany","1","","",""
"61","1999","Urban Area","East Germany","","","",""
"61","1999","Rural Area","West Germany","","","",""
"61","1999","Rural Area","East Germany","","","",""
"64","1999","Urban Area","West Germany","","","",""
"64","1999","Urban Area","East Germany","","","",""
"64","1999","Rural Area","West Germany","","","",""
"64","1999","Rural Area","East Germany","","","",""
"65","1999","Urban Area","West Germany","2","","",""
"65","1999","Urban Area","East Germany","","","",""
"65","1999","Rural Area","West Germany","","","",""
"65","1999","Rural Area","East Germany","","","",""
"66","1999","Urban Area","West Germany","","","",""
"66","1999","Urban Area","East Germany","","","",""
"66","1999","Rural Area","West Germany","","","",""
"66","1999","Rural Area","East Germany","","","",""
"67","1999","Urban Area","West Germany","2","","",""
"67","1999","Urban Area","East Germany","","","",""
"67","1999","Rural Area","West Germany","","","",""
"67","1999","Rural Area","East Germany","","","",""
"68","1999","Urban Area","West Germany","","","",""
"68","1999","Urban Area","East Germany","","","",""
"68","1999","Rural Area","West Germany","","","",""
"68","1999","Rural Area","East Germany","","","",""
"71","1999","Urban Area","West Germany","","","",""
"71","1999","Urban Area","East Germany","","","",""
"71","1999","Rural Area","West Germany","","","",""
"71","1999","Rural Area","East Germany","","","",""
"72","1999","Urban Area","West Germany","","","",""
"72","1999","Urban Area","East Germany","","","",""
"72","1999","Rural Area","West Germany","","","",""
"72","1999","Rural Area","East Germany","","","",""
"73","1999","Urban Area","West Germany","","","",""
"73","1999","Urban Area","East Germany","","","",""
"73","1999","Rural Area","West Germany","","","",""
"73","1999","Rural Area","East Germany","","","",""
"74","1999","Urban Area","West Germany","1","","",""
"74","1999","Urban Area","East Germany","","","",""
"74","1999","Rural Area","West Germany","","","",""
"74","1999","Rural Area","East Germany","","","",""
"75","1999","Urban Area","West Germany","3","","",""
"75","1999","Urban Area","East Germany","","","",""
"75","1999","Rural Area","West Germany","","","",""
"75","1999","Rural Area","East Germany","","","",""
"76","1999","Urban Area","West Germany","","","",""
"76","1999","Urban Area","East Germany","","","",""
"76","1999","Rural Area","West Germany","","","",""
"76","1999","Rural Area","East Germany","","","",""
"77","1999","Urban Area","West Germany","1","","",""
"77","1999","Urban Area","East Germany","","","",""
"77","1999","Rural Area","West Germany","","","",""
"77","1999","Rural Area","East Germany","","","",""
"78","1999","Urban Area","West Germany","","","",""
"78","1999","Urban Area","East Germany","","","",""
"78","1999","Rural Area","West Germany","","","",""
"78","1999","Rural Area","East Germany","","","",""
"79","1999","Urban Area","West Germany","","","",""
"79","1999","Urban Area","East Germany","","","",""
"79","1999","Rural Area","West Germany","","","",""
"79","1999","Rural Area","East Germany","1","","",""
"80","1999","Urban Area","West Germany","","","",""
"80","1999","Urban Area","East Germany","","","",""
"80","1999","Rural Area","West Germany","","","",""
"80","1999","Rural Area","East Germany","","","",""
"81","1999","Urban Area","West Germany","","","",""
"81","1999","Urban Area","East Germany","","","",""
"81","1999","Rural Area","West Germany","","","",""
"81","1999","Rural Area","East Germany","","","",""
"82","1999","Urban Area","West Germany","","","",""
"82","1999","Urban Area","East Germany","","","",""
"82","1999","Rural Area","West Germany","","","",""
"82","1999","Rural Area","East Germany","","","",""
"83","1999","Urban Area","West Germany","2","","",""
"83","1999","Urban Area","East Germany","","","",""
"83","1999","Rural Area","West Germany","","","",""
"83","1999","Rural Area","East Germany","","","",""
"84","1999","Urban Area","West Germany","","","",""
"84","1999","Urban Area","East Germany","","","",""
"84","1999","Rural Area","West Germany","","","",""
"84","1999","Rural Area","East Germany","","","",""
"85","1999","Urban Area","West Germany","","","",""
"85","1999","Urban Area","East Germany","","","",""
"85","1999","Rural Area","West Germany","","","",""
"85","1999","Rural Area","East Germany","","","",""
"86","1999","Urban Area","West Germany","","","",""
"86","1999","Urban Area","East Germany","","","",""
"86","1999","Rural Area","West Germany","","","",""
"86","1999","Rural Area","East Germany","","","",""
"89","1999","Urban Area","West Germany","3","","",""
"89","1999","Urban Area","East Germany","","","",""
