"pgnation","year","age_gr","e11102","n","percent","lower_confidence","upper_confidence"
"31","1990","16-34 y.","Not Employed","","","",""
"31","1990","16-34 y.","Employed","","","",""
"31","1990","35-65 y.","Not Employed","","","",""
"31","1990","35-65 y.","Employed","1","","",""
"31","1990","66 and older","Not Employed","","","",""
"31","1990","66 and older","Employed","","","",""
"32","1990","16-34 y.","Not Employed","","","",""
"32","1990","16-34 y.","Employed","","","",""
"32","1990","35-65 y.","Not Employed","","","",""
"32","1990","35-65 y.","Employed","","","",""
"32","1990","66 and older","Not Employed","1","","",""
"32","1990","66 and older","Employed","","","",""
"34","1990","16-34 y.","Not Employed","","","",""
"34","1990","16-34 y.","Employed","","","",""
"34","1990","35-65 y.","Not Employed","","","",""
"34","1990","35-65 y.","Employed","","","",""
"34","1990","66 and older","Not Employed","","","",""
"34","1990","66 and older","Employed","","","",""
"35","1990","16-34 y.","Not Employed","","","",""
"35","1990","16-34 y.","Employed","","","",""
"35","1990","35-65 y.","Not Employed","","","",""
"35","1990","35-65 y.","Employed","","","",""
"35","1990","66 and older","Not Employed","","","",""
"35","1990","66 and older","Employed","","","",""
"36","1990","16-34 y.","Not Employed","","","",""
"36","1990","16-34 y.","Employed","","","",""
"36","1990","35-65 y.","Not Employed","","","",""
"36","1990","35-65 y.","Employed","","","",""
"36","1990","66 and older","Not Employed","","","",""
"36","1990","66 and older","Employed","","","",""
"37","1990","16-34 y.","Not Employed","","","",""
"37","1990","16-34 y.","Employed","","","",""
"37","1990","35-65 y.","Not Employed","","","",""
"37","1990","35-65 y.","Employed","","","",""
"37","1990","66 and older","Not Employed","","","",""
"37","1990","66 and older","Employed","","","",""
"38","1990","16-34 y.","Not Employed","","","",""
"38","1990","16-34 y.","Employed","","","",""
"38","1990","35-65 y.","Not Employed","1","","",""
"38","1990","35-65 y.","Employed","","","",""
"38","1990","66 and older","Not Employed","","","",""
"38","1990","66 and older","Employed","","","",""
"39","1990","16-34 y.","Not Employed","","","",""
"39","1990","16-34 y.","Employed","","","",""
"39","1990","35-65 y.","Not Employed","","","",""
"39","1990","35-65 y.","Employed","","","",""
"39","1990","66 and older","Not Employed","","","",""
"39","1990","66 and older","Employed","","","",""
"40","1990","16-34 y.","Not Employed","","","",""
"40","1990","16-34 y.","Employed","","","",""
"40","1990","35-65 y.","Not Employed","","","",""
"40","1990","35-65 y.","Employed","","","",""
"40","1990","66 and older","Not Employed","","","",""
"40","1990","66 and older","Employed","","","",""
"41","1990","16-34 y.","Not Employed","1","","",""
"41","1990","16-34 y.","Employed","","","",""
"41","1990","35-65 y.","Not Employed","","","",""
"41","1990","35-65 y.","Employed","","","",""
"41","1990","66 and older","Not Employed","1","","",""
"41","1990","66 and older","Employed","","","",""
"42","1990","16-34 y.","Not Employed","","","",""
"42","1990","16-34 y.","Employed","","","",""
"42","1990","35-65 y.","Not Employed","","","",""
"42","1990","35-65 y.","Employed","","","",""
"42","1990","66 and older","Not Employed","","","",""
"42","1990","66 and older","Employed","","","",""
"43","1990","16-34 y.","Not Employed","","","",""
"43","1990","16-34 y.","Employed","","","",""
"43","1990","35-65 y.","Not Employed","","","",""
"43","1990","35-65 y.","Employed","","","",""
"43","1990","66 and older","Not Employed","","","",""
"43","1990","66 and older","Employed","","","",""
"44","1990","16-34 y.","Not Employed","","","",""
"44","1990","16-34 y.","Employed","","","",""
"44","1990","35-65 y.","Not Employed","1","","",""
"44","1990","35-65 y.","Employed","","","",""
"44","1990","66 and older","Not Employed","","","",""
"44","1990","66 and older","Employed","","","",""
"45","1990","16-34 y.","Not Employed","","","",""
"45","1990","16-34 y.","Employed","","","",""
"45","1990","35-65 y.","Not Employed","","","",""
"45","1990","35-65 y.","Employed","","","",""
"45","1990","66 and older","Not Employed","","","",""
"45","1990","66 and older","Employed","","","",""
"46","1990","16-34 y.","Not Employed","","","",""
"46","1990","16-34 y.","Employed","","","",""
"46","1990","35-65 y.","Not Employed","","","",""
"46","1990","35-65 y.","Employed","","","",""
"46","1990","66 and older","Not Employed","","","",""
"46","1990","66 and older","Employed","","","",""
"47","1990","16-34 y.","Not Employed","1","","",""
"47","1990","16-34 y.","Employed","","","",""
"47","1990","35-65 y.","Not Employed","","","",""
"47","1990","35-65 y.","Employed","","","",""
"47","1990","66 and older","Not Employed","","","",""
"47","1990","66 and older","Employed","","","",""
"48","1990","16-34 y.","Not Employed","","","",""
"48","1990","16-34 y.","Employed","","","",""
"48","1990","35-65 y.","Not Employed","","","",""
"48","1990","35-65 y.","Employed","","","",""
"48","1990","66 and older","Not Employed","","","",""
"48","1990","66 and older","Employed","","","",""
"49","1990","16-34 y.","Not Employed","","","",""
"49","1990","16-34 y.","Employed","1","","",""
"49","1990","35-65 y.","Not Employed","","","",""
"49","1990","35-65 y.","Employed","","","",""
"49","1990","66 and older","Not Employed","","","",""
"49","1990","66 and older","Employed","","","",""
"50","1990","16-34 y.","Not Employed","","","",""
"50","1990","16-34 y.","Employed","1","","",""
"50","1990","35-65 y.","Not Employed","","","",""
"50","1990","35-65 y.","Employed","","","",""
"50","1990","66 and older","Not Employed","","","",""
"50","1990","66 and older","Employed","","","",""
"51","1990","16-34 y.","Not Employed","","","",""
"51","1990","16-34 y.","Employed","","","",""
"51","1990","35-65 y.","Not Employed","","","",""
"51","1990","35-65 y.","Employed","","","",""
"51","1990","66 and older","Not Employed","","","",""
"51","1990","66 and older","Employed","","","",""
"52","1990","16-34 y.","Not Employed","","","",""
"52","1990","16-34 y.","Employed","","","",""
"52","1990","35-65 y.","Not Employed","","","",""
"52","1990","35-65 y.","Employed","","","",""
"52","1990","66 and older","Not Employed","","","",""
"52","1990","66 and older","Employed","","","",""
"53","1990","16-34 y.","Not Employed","","","",""
"53","1990","16-34 y.","Employed","","","",""
"53","1990","35-65 y.","Not Employed","","","",""
"53","1990","35-65 y.","Employed","","","",""
"53","1990","66 and older","Not Employed","","","",""
"53","1990","66 and older","Employed","","","",""
"54","1990","16-34 y.","Not Employed","","","",""
"54","1990","16-34 y.","Employed","","","",""
"54","1990","35-65 y.","Not Employed","","","",""
"54","1990","35-65 y.","Employed","","","",""
"54","1990","66 and older","Not Employed","","","",""
"54","1990","66 and older","Employed","","","",""
"55","1990","16-34 y.","Not Employed","","","",""
"55","1990","16-34 y.","Employed","","","",""
"55","1990","35-65 y.","Not Employed","","","",""
"55","1990","35-65 y.","Employed","","","",""
"55","1990","66 and older","Not Employed","","","",""
"55","1990","66 and older","Employed","","","",""
"56","1990","16-34 y.","Not Employed","","","",""
"56","1990","16-34 y.","Employed","","","",""
"56","1990","35-65 y.","Not Employed","","","",""
"56","1990","35-65 y.","Employed","","","",""
"56","1990","66 and older","Not Employed","","","",""
"56","1990","66 and older","Employed","","","",""
"59","1990","16-34 y.","Not Employed","","","",""
"59","1990","16-34 y.","Employed","","","",""
"59","1990","35-65 y.","Not Employed","","","",""
"59","1990","35-65 y.","Employed","","","",""
"59","1990","66 and older","Not Employed","","","",""
"59","1990","66 and older","Employed","","","",""
"60","1990","16-34 y.","Not Employed","","","",""
"60","1990","16-34 y.","Employed","","","",""
"60","1990","35-65 y.","Not Employed","","","",""
"60","1990","35-65 y.","Employed","","","",""
"60","1990","66 and older","Not Employed","","","",""
"60","1990","66 and older","Employed","","","",""
"61","1990","16-34 y.","Not Employed","","","",""
"61","1990","16-34 y.","Employed","","","",""
"61","1990","35-65 y.","Not Employed","","","",""
"61","1990","35-65 y.","Employed","","","",""
"61","1990","66 and older","Not Employed","","","",""
"61","1990","66 and older","Employed","","","",""
"64","1990","16-34 y.","Not Employed","","","",""
"64","1990","16-34 y.","Employed","","","",""
"64","1990","35-65 y.","Not Employed","","","",""
"64","1990","35-65 y.","Employed","","","",""
"64","1990","66 and older","Not Employed","","","",""
"64","1990","66 and older","Employed","","","",""
"65","1990","16-34 y.","Not Employed","","","",""
"65","1990","16-34 y.","Employed","","","",""
"65","1990","35-65 y.","Not Employed","","","",""
"65","1990","35-65 y.","Employed","","","",""
"65","1990","66 and older","Not Employed","","","",""
"65","1990","66 and older","Employed","","","",""
"66","1990","16-34 y.","Not Employed","","","",""
"66","1990","16-34 y.","Employed","","","",""
"66","1990","35-65 y.","Not Employed","","","",""
"66","1990","35-65 y.","Employed","","","",""
"66","1990","66 and older","Not Employed","","","",""
"66","1990","66 and older","Employed","","","",""
"67","1990","16-34 y.","Not Employed","","","",""
"67","1990","16-34 y.","Employed","","","",""
"67","1990","35-65 y.","Not Employed","","","",""
"67","1990","35-65 y.","Employed","","","",""
"67","1990","66 and older","Not Employed","","","",""
"67","1990","66 and older","Employed","","","",""
"68","1990","16-34 y.","Not Employed","","","",""
"68","1990","16-34 y.","Employed","","","",""
"68","1990","35-65 y.","Not Employed","","","",""
"68","1990","35-65 y.","Employed","","","",""
"68","1990","66 and older","Not Employed","","","",""
"68","1990","66 and older","Employed","","","",""
"71","1990","16-34 y.","Not Employed","","","",""
"71","1990","16-34 y.","Employed","","","",""
"71","1990","35-65 y.","Not Employed","","","",""
"71","1990","35-65 y.","Employed","","","",""
"71","1990","66 and older","Not Employed","","","",""
"71","1990","66 and older","Employed","","","",""
"72","1990","16-34 y.","Not Employed","","","",""
"72","1990","16-34 y.","Employed","","","",""
"72","1990","35-65 y.","Not Employed","","","",""
"72","1990","35-65 y.","Employed","","","",""
"72","1990","66 and older","Not Employed","","","",""
"72","1990","66 and older","Employed","","","",""
"73","1990","16-34 y.","Not Employed","","","",""
"73","1990","16-34 y.","Employed","","","",""
"73","1990","35-65 y.","Not Employed","","","",""
"73","1990","35-65 y.","Employed","","","",""
"73","1990","66 and older","Not Employed","","","",""
"73","1990","66 and older","Employed","","","",""
"74","1990","16-34 y.","Not Employed","","","",""
"74","1990","16-34 y.","Employed","","","",""
"74","1990","35-65 y.","Not Employed","","","",""
"74","1990","35-65 y.","Employed","","","",""
"74","1990","66 and older","Not Employed","","","",""
"74","1990","66 and older","Employed","","","",""
"75","1990","16-34 y.","Not Employed","","","",""
"75","1990","16-34 y.","Employed","","","",""
"75","1990","35-65 y.","Not Employed","","","",""
"75","1990","35-65 y.","Employed","","","",""
"75","1990","66 and older","Not Employed","","","",""
"75","1990","66 and older","Employed","","","",""
"76","1990","16-34 y.","Not Employed","","","",""
"76","1990","16-34 y.","Employed","","","",""
"76","1990","35-65 y.","Not Employed","","","",""
"76","1990","35-65 y.","Employed","","","",""
"76","1990","66 and older","Not Employed","","","",""
"76","1990","66 and older","Employed","","","",""
"77","1990","16-34 y.","Not Employed","","","",""
"77","1990","16-34 y.","Employed","","","",""
"77","1990","35-65 y.","Not Employed","","","",""
"77","1990","35-65 y.","Employed","","","",""
"77","1990","66 and older","Not Employed","","","",""
"77","1990","66 and older","Employed","","","",""
"78","1990","16-34 y.","Not Employed","","","",""
"78","1990","16-34 y.","Employed","","","",""
"78","1990","35-65 y.","Not Employed","","","",""
"78","1990","35-65 y.","Employed","","","",""
"78","1990","66 and older","Not Employed","","","",""
"78","1990","66 and older","Employed","","","",""
"79","1990","16-34 y.","Not Employed","","","",""
"79","1990","16-34 y.","Employed","","","",""
"79","1990","35-65 y.","Not Employed","","","",""
"79","1990","35-65 y.","Employed","","","",""
"79","1990","66 and older","Not Employed","","","",""
"79","1990","66 and older","Employed","","","",""
"80","1990","16-34 y.","Not Employed","","","",""
"80","1990","16-34 y.","Employed","","","",""
"80","1990","35-65 y.","Not Employed","","","",""
"80","1990","35-65 y.","Employed","","","",""
"80","1990","66 and older","Not Employed","","","",""
"80","1990","66 and older","Employed","","","",""
"81","1990","16-34 y.","Not Employed","","","",""
"81","1990","16-34 y.","Employed","","","",""
"81","1990","35-65 y.","Not Employed","","","",""
"81","1990","35-65 y.","Employed","","","",""
"81","1990","66 and older","Not Employed","","","",""
"81","1990","66 and older","Employed","","","",""
"82","1990","16-34 y.","Not Employed","","","",""
"82","1990","16-34 y.","Employed","","","",""
"82","1990","35-65 y.","Not Employed","","","",""
"82","1990","35-65 y.","Employed","","","",""
"82","1990","66 and older","Not Employed","","","",""
"82","1990","66 and older","Employed","","","",""
"83","1990","16-34 y.","Not Employed","","","",""
"83","1990","16-34 y.","Employed","","","",""
"83","1990","35-65 y.","Not Employed","","","",""
"83","1990","35-65 y.","Employed","","","",""
"83","1990","66 and older","Not Employed","","","",""
"83","1990","66 and older","Employed","","","",""
"84","1990","16-34 y.","Not Employed","","","",""
"84","1990","16-34 y.","Employed","","","",""
"84","1990","35-65 y.","Not Employed","","","",""
"84","1990","35-65 y.","Employed","","","",""
"84","1990","66 and older","Not Employed","","","",""
"84","1990","66 and older","Employed","","","",""
"85","1990","16-34 y.","Not Employed","","","",""
"85","1990","16-34 y.","Employed","","","",""
"85","1990","35-65 y.","Not Employed","","","",""
"85","1990","35-65 y.","Employed","","","",""
"85","1990","66 and older","Not Employed","","","",""
"85","1990","66 and older","Employed","","","",""
"86","1990","16-34 y.","Not Employed","","","",""
"86","1990","16-34 y.","Employed","","","",""
"86","1990","35-65 y.","Not Employed","","","",""
"86","1990","35-65 y.","Employed","","","",""
"86","1990","66 and older","Not Employed","","","",""
"86","1990","66 and older","Employed","","","",""
"89","1990","16-34 y.","Not Employed","","","",""
"89","1990","16-34 y.","Employed","","","",""
"89","1990","35-65 y.","Not Employed","","","",""
"89","1990","35-65 y.","Employed","","","",""
"89","1990","66 and older","Not Employed","","","",""
"89","1990","66 and older","Employed","","","",""
"90","1990","16-34 y.","Not Employed","","","",""
"90","1990","16-34 y.","Employed","","","",""
"90","1990","35-65 y.","Not Employed","","","",""
"90","1990","35-65 y.","Employed","","","",""
"90","1990","66 and older","Not Employed","","","",""
"90","1990","66 and older","Employed","","","",""
"92","1990","16-34 y.","Not Employed","","","",""
"92","1990","16-34 y.","Employed","","","",""
"92","1990","35-65 y.","Not Employed","","","",""
"92","1990","35-65 y.","Employed","","","",""
"92","1990","66 and older","Not Employed","","","",""
"92","1990","66 and older","Employed","","","",""
"94","1990","16-34 y.","Not Employed","","","",""
"94","1990","16-34 y.","Employed","","","",""
"94","1990","35-65 y.","Not Employed","","","",""
"94","1990","35-65 y.","Employed","","","",""
"94","1990","66 and older","Not Employed","","","",""
"94","1990","66 and older","Employed","","","",""
"95","1990","16-34 y.","Not Employed","","","",""
"95","1990","16-34 y.","Employed","","","",""
"95","1990","35-65 y.","Not Employed","","","",""
"95","1990","35-65 y.","Employed","","","",""
"95","1990","66 and older","Not Employed","","","",""
"95","1990","66 and older","Employed","","","",""
"96","1990","16-34 y.","Not Employed","","","",""
"96","1990","16-34 y.","Employed","","","",""
"96","1990","35-65 y.","Not Employed","","","",""
"96","1990","35-65 y.","Employed","","","",""
"96","1990","66 and older","Not Employed","","","",""
"96","1990","66 and older","Employed","","","",""
"97","1990","16-34 y.","Not Employed","","","",""
"97","1990","16-34 y.","Employed","","","",""
"97","1990","35-65 y.","Not Employed","","","",""
"97","1990","35-65 y.","Employed","","","",""
"97","1990","66 and older","Not Employed","","","",""
"97","1990","66 and older","Employed","","","",""
"98","1990","16-34 y.","Not Employed","","","",""
"98","1990","16-34 y.","Employed","2","","",""
"98","1990","35-65 y.","Not Employed","","","",""
"98","1990","35-65 y.","Employed","1","","",""
"98","1990","66 and older","Not Employed","2","","",""
"98","1990","66 and older","Employed","","","",""
"101","1990","16-34 y.","Not Employed","","","",""
"101","1990","16-34 y.","Employed","","","",""
"101","1990","35-65 y.","Not Employed","","","",""
"101","1990","35-65 y.","Employed","","","",""
"101","1990","66 and older","Not Employed","","","",""
"101","1990","66 and older","Employed","","","",""
"102","1990","16-34 y.","Not Employed","","","",""
"102","1990","16-34 y.","Employed","","","",""
"102","1990","35-65 y.","Not Employed","","","",""
"102","1990","35-65 y.","Employed","","","",""
"102","1990","66 and older","Not Employed","","","",""
"102","1990","66 and older","Employed","","","",""
"103","1990","16-34 y.","Not Employed","","","",""
"103","1990","16-34 y.","Employed","","","",""
"103","1990","35-65 y.","Not Employed","","","",""
"103","1990","35-65 y.","Employed","","","",""
"103","1990","66 and older","Not Employed","","","",""
"103","1990","66 and older","Employed","","","",""
"105","1990","16-34 y.","Not Employed","","","",""
"105","1990","16-34 y.","Employed","","","",""
"105","1990","35-65 y.","Not Employed","","","",""
"105","1990","35-65 y.","Employed","","","",""
"105","1990","66 and older","Not Employed","","","",""
"105","1990","66 and older","Employed","","","",""
"108","1990","16-34 y.","Not Employed","","","",""
"108","1990","16-34 y.","Employed","","","",""
"108","1990","35-65 y.","Not Employed","","","",""
"108","1990","35-65 y.","Employed","","","",""
"108","1990","66 and older","Not Employed","","","",""
"108","1990","66 and older","Employed","","","",""
"110","1990","16-34 y.","Not Employed","","","",""
"110","1990","16-34 y.","Employed","","","",""
"110","1990","35-65 y.","Not Employed","","","",""
"110","1990","35-65 y.","Employed","","","",""
"110","1990","66 and older","Not Employed","","","",""
"110","1990","66 and older","Employed","","","",""
"111","1990","16-34 y.","Not Employed","","","",""
"111","1990","16-34 y.","Employed","","","",""
"111","1990","35-65 y.","Not Employed","","","",""
"111","1990","35-65 y.","Employed","","","",""
"111","1990","66 and older","Not Employed","","","",""
"111","1990","66 and older","Employed","","","",""
"113","1990","16-34 y.","Not Employed","","","",""
"113","1990","16-34 y.","Employed","","","",""
"113","1990","35-65 y.","Not Employed","","","",""
"113","1990","35-65 y.","Employed","","","",""
"113","1990","66 and older","Not Employed","","","",""
"113","1990","66 and older","Employed","","","",""
"116","1990","16-34 y.","Not Employed","","","",""
"116","1990","16-34 y.","Employed","","","",""
"116","1990","35-65 y.","Not Employed","","","",""
"116","1990","35-65 y.","Employed","","","",""
"116","1990","66 and older","Not Employed","","","",""
"116","1990","66 and older","Employed","","","",""
"117","1990","16-34 y.","Not Employed","","","",""
"117","1990","16-34 y.","Employed","","","",""
"117","1990","35-65 y.","Not Employed","","","",""
"117","1990","35-65 y.","Employed","","","",""
"117","1990","66 and older","Not Employed","","","",""
"117","1990","66 and older","Employed","","","",""
"118","1990","16-34 y.","Not Employed","","","",""
"118","1990","16-34 y.","Employed","","","",""
"118","1990","35-65 y.","Not Employed","","","",""
"118","1990","35-65 y.","Employed","","","",""
"118","1990","66 and older","Not Employed","","","",""
"118","1990","66 and older","Employed","","","",""
"119","1990","16-34 y.","Not Employed","","","",""
"119","1990","16-34 y.","Employed","","","",""
"119","1990","35-65 y.","Not Employed","","","",""
"119","1990","35-65 y.","Employed","","","",""
"119","1990","66 and older","Not Employed","","","",""
"119","1990","66 and older","Employed","","","",""
"120","1990","16-34 y.","Not Employed","","","",""
"120","1990","16-34 y.","Employed","","","",""
"120","1990","35-65 y.","Not Employed","","","",""
"120","1990","35-65 y.","Employed","","","",""
"120","1990","66 and older","Not Employed","","","",""
"120","1990","66 and older","Employed","","","",""
"121","1990","16-34 y.","Not Employed","","","",""
"121","1990","16-34 y.","Employed","","","",""
"121","1990","35-65 y.","Not Employed","","","",""
"121","1990","35-65 y.","Employed","","","",""
"121","1990","66 and older","Not Employed","","","",""
"121","1990","66 and older","Employed","","","",""
"122","1990","16-34 y.","Not Employed","","","",""
"122","1990","16-34 y.","Employed","","","",""
"122","1990","35-65 y.","Not Employed","","","",""
"122","1990","35-65 y.","Employed","","","",""
"122","1990","66 and older","Not Employed","","","",""
"122","1990","66 and older","Employed","","","",""
"123","1990","16-34 y.","Not Employed","","","",""
"123","1990","16-34 y.","Employed","","","",""
"123","1990","35-65 y.","Not Employed","","","",""
"123","1990","35-65 y.","Employed","","","",""
"123","1990","66 and older","Not Employed","","","",""
"123","1990","66 and older","Employed","","","",""
"124","1990","16-34 y.","Not Employed","","","",""
"124","1990","16-34 y.","Employed","","","",""
"124","1990","35-65 y.","Not Employed","","","",""
"124","1990","35-65 y.","Employed","","","",""
"124","1990","66 and older","Not Employed","","","",""
"124","1990","66 and older","Employed","","","",""
"125","1990","16-34 y.","Not Employed","","","",""
"125","1990","16-34 y.","Employed","","","",""
"125","1990","35-65 y.","Not Employed","","","",""
"125","1990","35-65 y.","Employed","","","",""
"125","1990","66 and older","Not Employed","","","",""
"125","1990","66 and older","Employed","","","",""
"127","1990","16-34 y.","Not Employed","","","",""
"127","1990","16-34 y.","Employed","","","",""
"127","1990","35-65 y.","Not Employed","","","",""
"127","1990","35-65 y.","Employed","","","",""
"127","1990","66 and older","Not Employed","","","",""
"127","1990","66 and older","Employed","","","",""
"128","1990","16-34 y.","Not Employed","","","",""
"128","1990","16-34 y.","Employed","","","",""
"128","1990","35-65 y.","Not Employed","","","",""
"128","1990","35-65 y.","Employed","","","",""
"128","1990","66 and older","Not Employed","","","",""
"128","1990","66 and older","Employed","","","",""
"129","1990","16-34 y.","Not Employed","","","",""
"129","1990","16-34 y.","Employed","","","",""
"129","1990","35-65 y.","Not Employed","","","",""
"129","1990","35-65 y.","Employed","","","",""
"129","1990","66 and older","Not Employed","","","",""
"129","1990","66 and older","Employed","","","",""
"130","1990","16-34 y.","Not Employed","","","",""
"130","1990","16-34 y.","Employed","","","",""
"130","1990","35-65 y.","Not Employed","","","",""
"130","1990","35-65 y.","Employed","","","",""
"130","1990","66 and older","Not Employed","","","",""
"130","1990","66 and older","Employed","","","",""
"131","1990","16-34 y.","Not Employed","","","",""
"131","1990","16-34 y.","Employed","","","",""
"131","1990","35-65 y.","Not Employed","","","",""
"131","1990","35-65 y.","Employed","","","",""
"131","1990","66 and older","Not Employed","","","",""
"131","1990","66 and older","Employed","","","",""
"132","1990","16-34 y.","Not Employed","","","",""
"132","1990","16-34 y.","Employed","","","",""
"132","1990","35-65 y.","Not Employed","","","",""
"132","1990","35-65 y.","Employed","","","",""
"132","1990","66 and older","Not Employed","","","",""
"132","1990","66 and older","Employed","","","",""
"133","1990","16-34 y.","Not Employed","","","",""
"133","1990","16-34 y.","Employed","","","",""
"133","1990","35-65 y.","Not Employed","","","",""
"133","1990","35-65 y.","Employed","","","",""
"133","1990","66 and older","Not Employed","","","",""
"133","1990","66 and older","Employed","","","",""
"135","1990","16-34 y.","Not Employed","","","",""
"135","1990","16-34 y.","Employed","","","",""
"135","1990","35-65 y.","Not Employed","","","",""
"135","1990","35-65 y.","Employed","","","",""
"135","1990","66 and older","Not Employed","","","",""
"135","1990","66 and older","Employed","","","",""
"138","1990","16-34 y.","Not Employed","","","",""
"138","1990","16-34 y.","Employed","","","",""
"138","1990","35-65 y.","Not Employed","","","",""
"138","1990","35-65 y.","Employed","","","",""
"138","1990","66 and older","Not Employed","","","",""
"138","1990","66 and older","Employed","","","",""
"139","1990","16-34 y.","Not Employed","","","",""
"139","1990","16-34 y.","Employed","","","",""
"139","1990","35-65 y.","Not Employed","","","",""
"139","1990","35-65 y.","Employed","","","",""
"139","1990","66 and older","Not Employed","","","",""
"139","1990","66 and older","Employed","","","",""
"140","1990","16-34 y.","Not Employed","","","",""
"140","1990","16-34 y.","Employed","","","",""
"140","1990","35-65 y.","Not Employed","","","",""
"140","1990","35-65 y.","Employed","","","",""
"140","1990","66 and older","Not Employed","","","",""
"140","1990","66 and older","Employed","","","",""
"141","1990","16-34 y.","Not Employed","","","",""
"141","1990","16-34 y.","Employed","","","",""
"141","1990","35-65 y.","Not Employed","","","",""
"141","1990","35-65 y.","Employed","","","",""
"141","1990","66 and older","Not Employed","","","",""
"141","1990","66 and older","Employed","","","",""
"142","1990","16-34 y.","Not Employed","","","",""
"142","1990","16-34 y.","Employed","","","",""
"142","1990","35-65 y.","Not Employed","","","",""
"142","1990","35-65 y.","Employed","","","",""
"142","1990","66 and older","Not Employed","","","",""
"142","1990","66 and older","Employed","","","",""
"143","1990","16-34 y.","Not Employed","","","",""
"143","1990","16-34 y.","Employed","","","",""
"143","1990","35-65 y.","Not Employed","","","",""
"143","1990","35-65 y.","Employed","","","",""
"143","1990","66 and older","Not Employed","","","",""
"143","1990","66 and older","Employed","","","",""
"144","1990","16-34 y.","Not Employed","","","",""
"144","1990","16-34 y.","Employed","","","",""
"144","1990","35-65 y.","Not Employed","","","",""
"144","1990","35-65 y.","Employed","","","",""
"144","1990","66 and older","Not Employed","","","",""
"144","1990","66 and older","Employed","","","",""
"145","1990","16-34 y.","Not Employed","","","",""
"145","1990","16-34 y.","Employed","","","",""
"145","1990","35-65 y.","Not Employed","","","",""
"145","1990","35-65 y.","Employed","","","",""
"145","1990","66 and older","Not Employed","","","",""
"145","1990","66 and older","Employed","","","",""
"146","1990","16-34 y.","Not Employed","","","",""
"146","1990","16-34 y.","Employed","","","",""
"146","1990","35-65 y.","Not Employed","","","",""
"146","1990","35-65 y.","Employed","","","",""
"146","1990","66 and older","Not Employed","","","",""
"146","1990","66 and older","Employed","","","",""
"147","1990","16-34 y.","Not Employed","","","",""
"147","1990","16-34 y.","Employed","","","",""
"147","1990","35-65 y.","Not Employed","","","",""
"147","1990","35-65 y.","Employed","","","",""
"147","1990","66 and older","Not Employed","","","",""
"147","1990","66 and older","Employed","","","",""
"148","1990","16-34 y.","Not Employed","","","",""
"148","1990","16-34 y.","Employed","","","",""
"148","1990","35-65 y.","Not Employed","","","",""
"148","1990","35-65 y.","Employed","","","",""
"148","1990","66 and older","Not Employed","","","",""
"148","1990","66 and older","Employed","","","",""
"149","1990","16-34 y.","Not Employed","","","",""
"149","1990","16-34 y.","Employed","","","",""
"149","1990","35-65 y.","Not Employed","","","",""
"149","1990","35-65 y.","Employed","","","",""
"149","1990","66 and older","Not Employed","","","",""
"149","1990","66 and older","Employed","","","",""
"151","1990","16-34 y.","Not Employed","","","",""
"151","1990","16-34 y.","Employed","","","",""
"151","1990","35-65 y.","Not Employed","","","",""
"151","1990","35-65 y.","Employed","","","",""
"151","1990","66 and older","Not Employed","","","",""
"151","1990","66 and older","Employed","","","",""
"152","1990","16-34 y.","Not Employed","","","",""
"152","1990","16-34 y.","Employed","","","",""
"152","1990","35-65 y.","Not Employed","","","",""
"152","1990","35-65 y.","Employed","","","",""
"152","1990","66 and older","Not Employed","","","",""
"152","1990","66 and older","Employed","","","",""
"154","1990","16-34 y.","Not Employed","","","",""
"154","1990","16-34 y.","Employed","","","",""
"154","1990","35-65 y.","Not Employed","","","",""
"154","1990","35-65 y.","Employed","","","",""
"154","1990","66 and older","Not Employed","","","",""
"154","1990","66 and older","Employed","","","",""
"155","1990","16-34 y.","Not Employed","","","",""
"155","1990","16-34 y.","Employed","","","",""
"155","1990","35-65 y.","Not Employed","","","",""
"155","1990","35-65 y.","Employed","","","",""
"155","1990","66 and older","Not Employed","","","",""
"155","1990","66 and older","Employed","","","",""
"156","1990","16-34 y.","Not Employed","","","",""
"156","1990","16-34 y.","Employed","","","",""
"156","1990","35-65 y.","Not Employed","","","",""
"156","1990","35-65 y.","Employed","","","",""
"156","1990","66 and older","Not Employed","","","",""
"156","1990","66 and older","Employed","","","",""
"158","1990","16-34 y.","Not Employed","","","",""
"158","1990","16-34 y.","Employed","","","",""
"158","1990","35-65 y.","Not Employed","","","",""
"158","1990","35-65 y.","Employed","","","",""
"158","1990","66 and older","Not Employed","","","",""
"158","1990","66 and older","Employed","","","",""
"162","1990","16-34 y.","Not Employed","","","",""
"162","1990","16-34 y.","Employed","","","",""
"162","1990","35-65 y.","Not Employed","","","",""
"162","1990","35-65 y.","Employed","","","",""
"162","1990","66 and older","Not Employed","","","",""
"162","1990","66 and older","Employed","","","",""
"164","1990","16-34 y.","Not Employed","","","",""
"164","1990","16-34 y.","Employed","","","",""
"164","1990","35-65 y.","Not Employed","","","",""
"164","1990","35-65 y.","Employed","","","",""
"164","1990","66 and older","Not Employed","","","",""
"164","1990","66 and older","Employed","","","",""
"165","1990","16-34 y.","Not Employed","","","",""
"165","1990","16-34 y.","Employed","","","",""
"165","1990","35-65 y.","Not Employed","","","",""
"165","1990","35-65 y.","Employed","","","",""
"165","1990","66 and older","Not Employed","","","",""
"165","1990","66 and older","Employed","","","",""
