"pgnation","year","e11103","migback","n","percent","lower_confidence","upper_confidence"
"148","1989","Not Working","direct migration background","","","",""
"148","1989","Not Working","indirect migration background","","","",""
"149","1989","Full Time","no migration background","","","",""
"149","1989","Full Time","direct migration background","","","",""
"149","1989","Full Time","indirect migration background","","","",""
"149","1989","Part Time","no migration background","","","",""
"149","1989","Part Time","direct migration background","","","",""
"149","1989","Part Time","indirect migration background","","","",""
"149","1989","Not Working","no migration background","","","",""
"149","1989","Not Working","direct migration background","","","",""
"149","1989","Not Working","indirect migration background","","","",""
"151","1989","Full Time","no migration background","","","",""
"151","1989","Full Time","direct migration background","","","",""
"151","1989","Full Time","indirect migration background","","","",""
"151","1989","Part Time","no migration background","","","",""
"151","1989","Part Time","direct migration background","","","",""
"151","1989","Part Time","indirect migration background","","","",""
"151","1989","Not Working","no migration background","","","",""
"151","1989","Not Working","direct migration background","","","",""
"151","1989","Not Working","indirect migration background","","","",""
"152","1989","Full Time","no migration background","","","",""
"152","1989","Full Time","direct migration background","","","",""
"152","1989","Full Time","indirect migration background","","","",""
"152","1989","Part Time","no migration background","","","",""
"152","1989","Part Time","direct migration background","","","",""
"152","1989","Part Time","indirect migration background","","","",""
"152","1989","Not Working","no migration background","","","",""
"152","1989","Not Working","direct migration background","","","",""
"152","1989","Not Working","indirect migration background","","","",""
"154","1989","Full Time","no migration background","","","",""
"154","1989","Full Time","direct migration background","","","",""
"154","1989","Full Time","indirect migration background","","","",""
"154","1989","Part Time","no migration background","","","",""
"154","1989","Part Time","direct migration background","","","",""
"154","1989","Part Time","indirect migration background","","","",""
"154","1989","Not Working","no migration background","","","",""
"154","1989","Not Working","direct migration background","","","",""
"154","1989","Not Working","indirect migration background","","","",""
"155","1989","Full Time","no migration background","","","",""
"155","1989","Full Time","direct migration background","","","",""
"155","1989","Full Time","indirect migration background","","","",""
"155","1989","Part Time","no migration background","","","",""
"155","1989","Part Time","direct migration background","","","",""
