"pgnation","year","e11102","n","percent","lower_confidence","upper_confidence"
"1","2005","Not Employed","7322","0.920074287309272","0.914105397138486","0.926043177480058"
"1","2005","Employed","11946","0.910105550724339","0.90516640423238","0.915044697216297"
"2","2005","Not Employed","254","0.0293830419083707","0.0256658824076505","0.0331002014090908"
"2","2005","Employed","266","0.0233082973913535","0.0207029021712102","0.0259136926114968"
"3","2005","Not Employed","39","0.00432611374211354","0.0028815177439889","0.00577070974023817"
"3","2005","Employed","57","0.00451300914343125","0.00335559045942764","0.00567042782743486"
"4","2005","Not Employed","45","0.00207772173115994","0.00107546049839531","0.00307998296392457"
"4","2005","Employed","92","0.00424122818530901","0.00311904830609665","0.00536340806452138"
"5","2005","Not Employed","88","0.0104175506739634","0.00818270424594069","0.012652397101986"
"5","2005","Employed","174","0.011880675429091","0.010009713933656","0.013751636924526"
"6","2005","Not Employed","18","","",""
"6","2005","Employed","36","0.00207760748874131","0.00129134107875824","0.00286387389872438"
"10","2005","Not Employed","20","","",""
"10","2005","Employed","28","","",""
"11","2005","Not Employed","6","","",""
"11","2005","Employed","12","","",""
"12","2005","Not Employed","","","",""
"12","2005","Employed","","","",""
"13","2005","Not Employed","2","","",""
"13","2005","Employed","5","","",""
"14","2005","Not Employed","8","","",""
"14","2005","Employed","11","","",""
"15","2005","Not Employed","1","","",""
"15","2005","Employed","","","",""
"16","2005","Not Employed","","","",""
"16","2005","Employed","","","",""
"17","2005","Not Employed","1","","",""
"17","2005","Employed","3","","",""
"18","2005","Not Employed","4","","",""
"18","2005","Employed","17","","",""
"19","2005","Not Employed","1","","",""
"19","2005","Employed","4","","",""
"20","2005","Not Employed","","","",""
"20","2005","Employed","1","","",""
"21","2005","Not Employed","2","","",""
"21","2005","Employed","5","","",""
"22","2005","Not Employed","3","","",""
"22","2005","Employed","14","","",""
"23","2005","Not Employed","","","",""
"23","2005","Employed","","","",""
"24","2005","Not Employed","3","","",""
"24","2005","Employed","2","","",""
"25","2005","Not Employed","","","",""
"25","2005","Employed","1","","",""
"26","2005","Not Employed","3","","",""
"26","2005","Employed","5","","",""
"27","2005","Not Employed","","","",""
"27","2005","Employed","","","",""
"28","2005","Not Employed","2","","",""
"28","2005","Employed","13","","",""
"29","2005","Not Employed","","","",""
"29","2005","Employed","1","","",""
"30","2005","Not Employed","","","",""
"30","2005","Employed","","","",""
"31","2005","Not Employed","2","","",""
"31","2005","Employed","2","","",""
"32","2005","Not Employed","7","","",""
"32","2005","Employed","10","","",""
"34","2005","Not Employed","","","",""
"34","2005","Employed","","","",""
"35","2005","Not Employed","","","",""
"35","2005","Employed","","","",""
"36","2005","Not Employed","","","",""
"36","2005","Employed","","","",""
"37","2005","Not Employed","","","",""
"37","2005","Employed","","","",""
"38","2005","Not Employed","1","","",""
"38","2005","Employed","2","","",""
"39","2005","Not Employed","","","",""
"39","2005","Employed","","","",""
"40","2005","Not Employed","","","",""
"40","2005","Employed","1","","",""
"41","2005","Not Employed","","","",""
"41","2005","Employed","","","",""
"42","2005","Not Employed","","","",""
"42","2005","Employed","1","","",""
"43","2005","Not Employed","1","","",""
"43","2005","Employed","","","",""
"44","2005","Not Employed","1","","",""
"44","2005","Employed","","","",""
"45","2005","Not Employed","","","",""
"45","2005","Employed","","","",""
"46","2005","Not Employed","","","",""
"46","2005","Employed","","","",""
"47","2005","Not Employed","","","",""
"47","2005","Employed","","","",""
"48","2005","Not Employed","1","","",""
"48","2005","Employed","1","","",""
"49","2005","Not Employed","","","",""
"49","2005","Employed","","","",""
"50","2005","Not Employed","","","",""
"50","2005","Employed","1","","",""
"51","2005","Not Employed","1","","",""
"51","2005","Employed","","","",""
"52","2005","Not Employed","","","",""
"52","2005","Employed","","","",""
"53","2005","Not Employed","","","",""
"53","2005","Employed","","","",""
"54","2005","Not Employed","","","",""
"54","2005","Employed","1","","",""
"55","2005","Not Employed","1","","",""
"55","2005","Employed","1","","",""
"56","2005","Not Employed","","","",""
"56","2005","Employed","","","",""
"59","2005","Not Employed","1","","",""
"59","2005","Employed","1","","",""
"60","2005","Not Employed","","","",""
"60","2005","Employed","1","","",""
"61","2005","Not Employed","","","",""
"61","2005","Employed","2","","",""
"64","2005","Not Employed","","","",""
"64","2005","Employed","","","",""
"65","2005","Not Employed","1","","",""
"65","2005","Employed","","","",""
"66","2005","Not Employed","","","",""
"66","2005","Employed","","","",""
"67","2005","Not Employed","","","",""
"67","2005","Employed","1","","",""
"68","2005","Not Employed","","","",""
"68","2005","Employed","2","","",""
"71","2005","Not Employed","","","",""
"71","2005","Employed","","","",""
"72","2005","Not Employed","","","",""
"72","2005","Employed","","","",""
"73","2005","Not Employed","","","",""
"73","2005","Employed","","","",""
"74","2005","Not Employed","1","","",""
"74","2005","Employed","2","","",""
"75","2005","Not Employed","2","","",""
"75","2005","Employed","3","","",""
"76","2005","Not Employed","1","","",""
"76","2005","Employed","","","",""
"77","2005","Not Employed","","","",""
"77","2005","Employed","","","",""
"78","2005","Not Employed","8","","",""
"78","2005","Employed","2","","",""
"79","2005","Not Employed","","","",""
"79","2005","Employed","","","",""
"80","2005","Not Employed","","","",""
"80","2005","Employed","1","","",""
"81","2005","Not Employed","","","",""
"81","2005","Employed","2","","",""
"82","2005","Not Employed","","","",""
"82","2005","Employed","","","",""
"83","2005","Not Employed","1","","",""
"83","2005","Employed","3","","",""
"84","2005","Not Employed","","","",""
"84","2005","Employed","","","",""
"85","2005","Not Employed","2","","",""
"85","2005","Employed","","","",""
"86","2005","Not Employed","","","",""
"86","2005","Employed","","","",""
"89","2005","Not Employed","","","",""
"89","2005","Employed","1","","",""
"90","2005","Not Employed","","","",""
"90","2005","Employed","","","",""
"92","2005","Not Employed","","","",""
"92","2005","Employed","1","","",""
"94","2005","Not Employed","","","",""
"94","2005","Employed","","","",""
"95","2005","Not Employed","","","",""
"95","2005","Employed","","","",""
"96","2005","Not Employed","","","",""
"96","2005","Employed","","","",""
"97","2005","Not Employed","","","",""
"97","2005","Employed","","","",""
"98","2005","Not Employed","1","","",""
"98","2005","Employed","3","","",""
"101","2005","Not Employed","","","",""
"101","2005","Employed","","","",""
"102","2005","Not Employed","","","",""
"102","2005","Employed","","","",""
"103","2005","Not Employed","","","",""
"103","2005","Employed","1","","",""
"105","2005","Not Employed","","","",""
"105","2005","Employed","","","",""
"108","2005","Not Employed","","","",""
"108","2005","Employed","","","",""
"110","2005","Not Employed","","","",""
"110","2005","Employed","","","",""
"111","2005","Not Employed","","","",""
"111","2005","Employed","","","",""
"113","2005","Not Employed","","","",""
"113","2005","Employed","","","",""
"116","2005","Not Employed","2","","",""
"116","2005","Employed","3","","",""
"117","2005","Not Employed","2","","",""
"117","2005","Employed","7","","",""
"118","2005","Not Employed","10","","",""
"118","2005","Employed","15","","",""
"119","2005","Not Employed","25","","",""
"119","2005","Employed","54","0.00424123230804893","0.00311905188574515","0.0053634127303527"
"120","2005","Not Employed","21","","",""
"120","2005","Employed","33","0.00504219627817079","0.00381912492929199","0.00626526762704959"
"121","2005","Not Employed","4","","",""
"121","2005","Employed","17","","",""
"122","2005","Not Employed","2","","",""
"122","2005","Employed","1","","",""
"123","2005","Not Employed","","","",""
"123","2005","Employed","1","","",""
"124","2005","Not Employed","","","",""
"124","2005","Employed","","","",""
"125","2005","Not Employed","","","",""
"125","2005","Employed","","","",""
"127","2005","Not Employed","","","",""
"127","2005","Employed","","","",""
"128","2005","Not Employed","","","",""
"128","2005","Employed","","","",""
"129","2005","Not Employed","","","",""
"129","2005","Employed","","","",""
"130","2005","Not Employed","","","",""
"130","2005","Employed","2","","",""
"131","2005","Not Employed","","","",""
"131","2005","Employed","","","",""
"132","2005","Not Employed","","","",""
"132","2005","Employed","1","","",""
"133","2005","Not Employed","","","",""
"133","2005","Employed","","","",""
"135","2005","Not Employed","","","",""
"135","2005","Employed","","","",""
"138","2005","Not Employed","","","",""
"138","2005","Employed","","","",""
"139","2005","Not Employed","","","",""
"139","2005","Employed","","","",""
"140","2005","Not Employed","7","","",""
"140","2005","Employed","9","","",""
"141","2005","Not Employed","","","",""
"141","2005","Employed","","","",""
"142","2005","Not Employed","","","",""
"142","2005","Employed","","","",""
"143","2005","Not Employed","","","",""
"143","2005","Employed","","","",""
"144","2005","Not Employed","","","",""
"144","2005","Employed","","","",""
"145","2005","Not Employed","","","",""
"145","2005","Employed","","","",""
"146","2005","Not Employed","1","","",""
"146","2005","Employed","","","",""
"147","2005","Not Employed","","","",""
"147","2005","Employed","","","",""
"148","2005","Not Employed","","","",""
"148","2005","Employed","","","",""
"149","2005","Not Employed","","","",""
"149","2005","Employed","1","","",""
"151","2005","Not Employed","","","",""
"151","2005","Employed","","","",""
"152","2005","Not Employed","","","",""
"152","2005","Employed","","","",""
"154","2005","Not Employed","","","",""
"154","2005","Employed","","","",""
"155","2005","Not Employed","","","",""
"155","2005","Employed","","","",""
"156","2005","Not Employed","","","",""
"156","2005","Employed","","","",""
"158","2005","Not Employed","","","",""
"158","2005","Employed","","","",""
"162","2005","Not Employed","","","",""
"162","2005","Employed","","","",""
"164","2005","Not Employed","","","",""
"164","2005","Employed","","","",""
"165","2005","Not Employed","","","",""
"165","2005","Employed","","","",""
"166","2005","Not Employed","","","",""
"166","2005","Employed","","","",""
"167","2005","Not Employed","","","",""
"167","2005","Employed","","","",""
"168","2005","Not Employed","","","",""
"168","2005","Employed","","","",""
"169","2005","Not Employed","","","",""
"169","2005","Employed","","","",""
"172","2005","Not Employed","","","",""
"172","2005","Employed","","","",""
"173","2005","Not Employed","","","",""
"173","2005","Employed","","","",""
"178","2005","Not Employed","","","",""
"178","2005","Employed","","","",""
"181","2005","Not Employed","","","",""
"181","2005","Employed","","","",""
"183","2005","Not Employed","","","",""
"183","2005","Employed","","","",""
"188","2005","Not Employed","","","",""
"188","2005","Employed","","","",""
"195","2005","Not Employed","","","",""
"195","2005","Employed","","","",""
"196","2005","Not Employed","","","",""
"196","2005","Employed","","","",""
"999","2005","Not Employed","","","",""
"999","2005","Employed","","","",""
"1","2006","Not Employed","8269","0.911440570048556","0.905537424729255","0.917343715367856"
"1","2006","Employed","12629","0.91572706116588","0.911037869078551","0.920416253253209"
"2","2006","Not Employed","252","0.0303797009761031","0.0268135930132499","0.0339458089389563"
"2","2006","Employed","235","0.0223734692490216","0.0198770122790457","0.0248699262189976"
"3","2006","Not Employed","41","0.00512396435955106","0.00364045795576139","0.00660747076334074"
"3","2006","Employed","46","0.00389627934638836","0.00284468497248026","0.00494787372029645"
"4","2006","Not Employed","39","0.00244097968552362","0.0014156742189403","0.00346628515210695"
"4","2006","Employed","82","0.00336379654636676","0.002386437539953","0.00434115555278052"
"5","2006","Not Employed","79","0.0111865700087305","0.00900128774490242","0.0133718522725585"
"5","2006","Employed","153","0.0122753422801059","0.0104166577565","0.0141340268037118"
"6","2006","Not Employed","18","","",""
"6","2006","Employed","27","","",""
"10","2006","Not Employed","20","","",""
"10","2006","Employed","29","","",""
"11","2006","Not Employed","5","","",""
"11","2006","Employed","14","","",""
"12","2006","Not Employed","","","",""
"12","2006","Employed","","","",""
"13","2006","Not Employed","1","","",""
"13","2006","Employed","7","","",""
"14","2006","Not Employed","10","","",""
"14","2006","Employed","9","","",""
"15","2006","Not Employed","1","","",""
"15","2006","Employed","","","",""
"16","2006","Not Employed","","","",""
"16","2006","Employed","","","",""
"17","2006","Not Employed","1","","",""
"17","2006","Employed","2","","",""
"18","2006","Not Employed","6","","",""
"18","2006","Employed","20","","",""
"19","2006","Not Employed","3","","",""
"19","2006","Employed","4","","",""
"20","2006","Not Employed","1","","",""
"20","2006","Employed","","","",""
"21","2006","Not Employed","2","","",""
"21","2006","Employed","6","","",""
"22","2006","Not Employed","7","","",""
"22","2006","Employed","14","","",""
"23","2006","Not Employed","","","",""
"23","2006","Employed","","","",""
"24","2006","Not Employed","2","","",""
"24","2006","Employed","","","",""
"25","2006","Not Employed","","","",""
"25","2006","Employed","1","","",""
"26","2006","Not Employed","3","","",""
"26","2006","Employed","7","","",""
"27","2006","Not Employed","3","","",""
"27","2006","Employed","","","",""
"28","2006","Not Employed","1","","",""
"28","2006","Employed","9","","",""
"29","2006","Not Employed","","","",""
"29","2006","Employed","2","","",""
"30","2006","Not Employed","","","",""
"30","2006","Employed","","","",""
"31","2006","Not Employed","4","","",""
"31","2006","Employed","1","","",""
"32","2006","Not Employed","10","","",""
"32","2006","Employed","10","","",""
"34","2006","Not Employed","","","",""
"34","2006","Employed","","","",""
"35","2006","Not Employed","","","",""
"35","2006","Employed","","","",""
"36","2006","Not Employed","","","",""
"36","2006","Employed","","","",""
"37","2006","Not Employed","","","",""
"37","2006","Employed","","","",""
"38","2006","Not Employed","3","","",""
"38","2006","Employed","3","","",""
"39","2006","Not Employed","","","",""
"39","2006","Employed","","","",""
"40","2006","Not Employed","","","",""
"40","2006","Employed","1","","",""
"41","2006","Not Employed","","","",""
"41","2006","Employed","","","",""
"42","2006","Not Employed","","","",""
"42","2006","Employed","1","","",""
"43","2006","Not Employed","1","","",""
"43","2006","Employed","","","",""
"44","2006","Not Employed","1","","",""
"44","2006","Employed","","","",""
"45","2006","Not Employed","","","",""
"45","2006","Employed","","","",""
"46","2006","Not Employed","","","",""
"46","2006","Employed","","","",""
"47","2006","Not Employed","","","",""
"47","2006","Employed","","","",""
"48","2006","Not Employed","","","",""
"48","2006","Employed","1","","",""
"49","2006","Not Employed","","","",""
"49","2006","Employed","","","",""
"50","2006","Not Employed","","","",""
"50","2006","Employed","1","","",""
"51","2006","Not Employed","1","","",""
"51","2006","Employed","","","",""
"52","2006","Not Employed","","","",""
"52","2006","Employed","1","","",""
"53","2006","Not Employed","","","",""
"53","2006","Employed","","","",""
"54","2006","Not Employed","","","",""
"54","2006","Employed","1","","",""
"55","2006","Not Employed","1","","",""
"55","2006","Employed","2","","",""
"56","2006","Not Employed","","","",""
"56","2006","Employed","","","",""
"59","2006","Not Employed","1","","",""
"59","2006","Employed","1","","",""
"60","2006","Not Employed","5","","",""
"60","2006","Employed","4","","",""
"61","2006","Not Employed","1","","",""
"61","2006","Employed","1","","",""
"64","2006","Not Employed","","","",""
"64","2006","Employed","","","",""
"65","2006","Not Employed","","","",""
"65","2006","Employed","1","","",""
"66","2006","Not Employed","","","",""
"66","2006","Employed","","","",""
"67","2006","Not Employed","3","","",""
"67","2006","Employed","2","","",""
"68","2006","Not Employed","1","","",""
"68","2006","Employed","3","","",""
"71","2006","Not Employed","","","",""
"71","2006","Employed","","","",""
"72","2006","Not Employed","","","",""
"72","2006","Employed","","","",""
"73","2006","Not Employed","1","","",""
"73","2006","Employed","","","",""
"74","2006","Not Employed","1","","",""
"74","2006","Employed","3","","",""
"75","2006","Not Employed","3","","",""
"75","2006","Employed","3","","",""
"76","2006","Not Employed","1","","",""
"76","2006","Employed","","","",""
"77","2006","Not Employed","","","",""
"77","2006","Employed","","","",""
"78","2006","Not Employed","8","","",""
"78","2006","Employed","2","","",""
"79","2006","Not Employed","","","",""
"79","2006","Employed","1","","",""
"80","2006","Not Employed","","","",""
"80","2006","Employed","","","",""
"81","2006","Not Employed","","","",""
"81","2006","Employed","","","",""
"82","2006","Not Employed","","","",""
"82","2006","Employed","","","",""
"83","2006","Not Employed","","","",""
"83","2006","Employed","2","","",""
"84","2006","Not Employed","","","",""
"84","2006","Employed","","","",""
"85","2006","Not Employed","","","",""
"85","2006","Employed","1","","",""
"86","2006","Not Employed","","","",""
"86","2006","Employed","","","",""
"89","2006","Not Employed","1","","",""
"89","2006","Employed","1","","",""
"90","2006","Not Employed","","","",""
"90","2006","Employed","","","",""
"92","2006","Not Employed","","","",""
"92","2006","Employed","1","","",""
"94","2006","Not Employed","","","",""
"94","2006","Employed","","","",""
"95","2006","Not Employed","","","",""
"95","2006","Employed","","","",""
"96","2006","Not Employed","","","",""
"96","2006","Employed","","","",""
"97","2006","Not Employed","","","",""
"97","2006","Employed","","","",""
"98","2006","Not Employed","2","","",""
"98","2006","Employed","2","","",""
"101","2006","Not Employed","","","",""
"101","2006","Employed","","","",""
"102","2006","Not Employed","","","",""
"102","2006","Employed","","","",""
"103","2006","Not Employed","1","","",""
"103","2006","Employed","","","",""
"105","2006","Not Employed","","","",""
"105","2006","Employed","","","",""
"108","2006","Not Employed","1","","",""
"108","2006","Employed","","","",""
"110","2006","Not Employed","","","",""
"110","2006","Employed","","","",""
"111","2006","Not Employed","","","",""
"111","2006","Employed","","","",""
"113","2006","Not Employed","","","",""
"113","2006","Employed","","","",""
"116","2006","Not Employed","2","","",""
"116","2006","Employed","2","","",""
"117","2006","Not Employed","2","","",""
"117","2006","Employed","8","","",""
"118","2006","Not Employed","14","","",""
"118","2006","Employed","15","","",""
"119","2006","Not Employed","30","0.0037554732610749","0.00248455622396953","0.00502639029818027"
"119","2006","Employed","49","0.00470105607374297","0.00354641921533086","0.00585569293215507"
"120","2006","Not Employed","13","","",""
"120","2006","Employed","32","0.00418874992968173","0.00309856126883955","0.00527893859052391"
"121","2006","Not Employed","5","","",""
"121","2006","Employed","15","","",""
"122","2006","Not Employed","3","","",""
"122","2006","Employed","2","","",""
"123","2006","Not Employed","","","",""
"123","2006","Employed","1","","",""
"124","2006","Not Employed","1","","",""
"124","2006","Employed","","","",""
"125","2006","Not Employed","","","",""
"125","2006","Employed","","","",""
"127","2006","Not Employed","","","",""
"127","2006","Employed","","","",""
"128","2006","Not Employed","","","",""
"128","2006","Employed","","","",""
"129","2006","Not Employed","","","",""
"129","2006","Employed","","","",""
"130","2006","Not Employed","1","","",""
"130","2006","Employed","1","","",""
"131","2006","Not Employed","","","",""
"131","2006","Employed","","","",""
"132","2006","Not Employed","2","","",""
"132","2006","Employed","","","",""
"133","2006","Not Employed","","","",""
"133","2006","Employed","","","",""
"135","2006","Not Employed","","","",""
"135","2006","Employed","","","",""
"138","2006","Not Employed","","","",""
"138","2006","Employed","","","",""
"139","2006","Not Employed","","","",""
"139","2006","Employed","","","",""
"140","2006","Not Employed","9","","",""
"140","2006","Employed","7","","",""
"141","2006","Not Employed","","","",""
"141","2006","Employed","","","",""
"142","2006","Not Employed","","","",""
"142","2006","Employed","","","",""
"143","2006","Not Employed","","","",""
"143","2006","Employed","","","",""
"144","2006","Not Employed","","","",""
"144","2006","Employed","1","","",""
"145","2006","Not Employed","","","",""
"145","2006","Employed","","","",""
"146","2006","Not Employed","1","","",""
"146","2006","Employed","1","","",""
"147","2006","Not Employed","","","",""
"147","2006","Employed","1","","",""
"148","2006","Not Employed","","","",""
"148","2006","Employed","","","",""
"149","2006","Not Employed","","","",""
"149","2006","Employed","","","",""
"151","2006","Not Employed","","","",""
"151","2006","Employed","","","",""
"152","2006","Not Employed","","","",""
"152","2006","Employed","1","","",""
"154","2006","Not Employed","","","",""
"154","2006","Employed","","","",""
"155","2006","Not Employed","","","",""
"155","2006","Employed","","","",""
"156","2006","Not Employed","","","",""
"156","2006","Employed","","","",""
"158","2006","Not Employed","","","",""
"158","2006","Employed","","","",""
"162","2006","Not Employed","","","",""
"162","2006","Employed","","","",""
"164","2006","Not Employed","","","",""
"164","2006","Employed","","","",""
"165","2006","Not Employed","","","",""
"165","2006","Employed","","","",""
"166","2006","Not Employed","","","",""
"166","2006","Employed","","","",""
"167","2006","Not Employed","","","",""
"167","2006","Employed","","","",""
"168","2006","Not Employed","","","",""
"168","2006","Employed","","","",""
"169","2006","Not Employed","","","",""
"169","2006","Employed","","","",""
"172","2006","Not Employed","","","",""
"172","2006","Employed","","","",""
"173","2006","Not Employed","","","",""
"173","2006","Employed","","","",""
"178","2006","Not Employed","","","",""
"178","2006","Employed","","","",""
"181","2006","Not Employed","","","",""
"181","2006","Employed","","","",""
"183","2006","Not Employed","","","",""
"183","2006","Employed","","","",""
"188","2006","Not Employed","","","",""
"188","2006","Employed","","","",""
"195","2006","Not Employed","","","",""
"195","2006","Employed","","","",""
"196","2006","Not Employed","","","",""
"196","2006","Employed","","","",""
"999","2006","Not Employed","","","",""
"999","2006","Employed","","","",""
"1","2007","Not Employed","7814","0.913876332934762","0.907860000543807","0.919892665325718"
"1","2007","Employed","11843","0.913366990205797","0.908457680084952","0.918276300326643"
"2","2007","Not Employed","219","0.0270375866675436","0.0235593522814692","0.030515821053618"
"2","2007","Employed","211","0.0223973631998425","0.0198148905041342","0.0249798358955507"
"3","2007","Not Employed","32","0.00525567028004877","0.00370508148192311","0.00680625907817443"
"3","2007","Employed","54","0.00656385724525391","0.00515455010689625","0.00797316438361158"
"4","2007","Not Employed","37","0.00202994485352757","0.00106472171290967","0.00299516799414548"
"4","2007","Employed","74","0.00326895324176491","0.00227274654386641","0.00426515993966341"
"5","2007","Not Employed","67","0.0120341454400785","0.00969581735556498","0.014372473524592"
"5","2007","Employed","136","0.0129970875510711","0.0110203985337152","0.014973776568427"
"6","2007","Not Employed","17","","",""
"6","2007","Employed","24","","",""
"10","2007","Not Employed","20","","",""
"10","2007","Employed","28","","",""
"11","2007","Not Employed","6","","",""
"11","2007","Employed","14","","",""
"12","2007","Not Employed","","","",""
"12","2007","Employed","","","",""
"13","2007","Not Employed","2","","",""
"13","2007","Employed","5","","",""
"14","2007","Not Employed","10","","",""
"14","2007","Employed","7","","",""
"15","2007","Not Employed","1","","",""
"15","2007","Employed","","","",""
"16","2007","Not Employed","","","",""
"16","2007","Employed","","","",""
"17","2007","Not Employed","1","","",""
"17","2007","Employed","1","","",""
"18","2007","Not Employed","5","","",""
"18","2007","Employed","18","","",""
"19","2007","Not Employed","1","","",""
"19","2007","Employed","6","","",""
"20","2007","Not Employed","1","","",""
"20","2007","Employed","","","",""
"21","2007","Not Employed","4","","",""
"21","2007","Employed","6","","",""
"22","2007","Not Employed","4","","",""
"22","2007","Employed","13","","",""
"23","2007","Not Employed","","","",""
"23","2007","Employed","1","","",""
"24","2007","Not Employed","","","",""
"24","2007","Employed","","","",""
"25","2007","Not Employed","","","",""
"25","2007","Employed","1","","",""
"26","2007","Not Employed","3","","",""
"26","2007","Employed","3","","",""
"27","2007","Not Employed","2","","",""
"27","2007","Employed","","","",""
"28","2007","Not Employed","1","","",""
"28","2007","Employed","9","","",""
"29","2007","Not Employed","1","","",""
"29","2007","Employed","1","","",""
"30","2007","Not Employed","1","","",""
"30","2007","Employed","","","",""
"31","2007","Not Employed","3","","",""
"31","2007","Employed","1","","",""
"32","2007","Not Employed","9","","",""
"32","2007","Employed","8","","",""
"34","2007","Not Employed","","","",""
"34","2007","Employed","","","",""
"35","2007","Not Employed","","","",""
"35","2007","Employed","","","",""
"36","2007","Not Employed","","","",""
"36","2007","Employed","","","",""
"37","2007","Not Employed","","","",""
"37","2007","Employed","","","",""
"38","2007","Not Employed","2","","",""
"38","2007","Employed","3","","",""
"39","2007","Not Employed","","","",""
"39","2007","Employed","","","",""
"40","2007","Not Employed","","","",""
"40","2007","Employed","1","","",""
"41","2007","Not Employed","","","",""
"41","2007","Employed","","","",""
"42","2007","Not Employed","","","",""
"42","2007","Employed","1","","",""
"43","2007","Not Employed","1","","",""
"43","2007","Employed","","","",""
"44","2007","Not Employed","1","","",""
"44","2007","Employed","","","",""
"45","2007","Not Employed","","","",""
"45","2007","Employed","","","",""
"46","2007","Not Employed","","","",""
"46","2007","Employed","","","",""
"47","2007","Not Employed","","","",""
"47","2007","Employed","","","",""
"48","2007","Not Employed","","","",""
"48","2007","Employed","1","","",""
"49","2007","Not Employed","","","",""
"49","2007","Employed","","","",""
"50","2007","Not Employed","","","",""
"50","2007","Employed","1","","",""
"51","2007","Not Employed","1","","",""
"51","2007","Employed","","","",""
"52","2007","Not Employed","1","","",""
"52","2007","Employed","","","",""
"53","2007","Not Employed","","","",""
"53","2007","Employed","","","",""
"54","2007","Not Employed","","","",""
"54","2007","Employed","1","","",""
"55","2007","Not Employed","2","","",""
"55","2007","Employed","2","","",""
"56","2007","Not Employed","","","",""
"56","2007","Employed","","","",""
"59","2007","Not Employed","","","",""
"59","2007","Employed","1","","",""
"60","2007","Not Employed","","","",""
"60","2007","Employed","1","","",""
"61","2007","Not Employed","","","",""
"61","2007","Employed","1","","",""
"64","2007","Not Employed","","","",""
"64","2007","Employed","","","",""
"65","2007","Not Employed","","","",""
"65","2007","Employed","","","",""
"66","2007","Not Employed","","","",""
"66","2007","Employed","","","",""
"67","2007","Not Employed","","","",""
"67","2007","Employed","1","","",""
"68","2007","Not Employed","","","",""
"68","2007","Employed","2","","",""
"71","2007","Not Employed","","","",""
"71","2007","Employed","","","",""
"72","2007","Not Employed","","","",""
"72","2007","Employed","","","",""
"73","2007","Not Employed","2","","",""
"73","2007","Employed","","","",""
"74","2007","Not Employed","1","","",""
"74","2007","Employed","1","","",""
"75","2007","Not Employed","1","","",""
"75","2007","Employed","3","","",""
"76","2007","Not Employed","1","","",""
"76","2007","Employed","","","",""
"77","2007","Not Employed","","","",""
"77","2007","Employed","1","","",""
"78","2007","Not Employed","2","","",""
"78","2007","Employed","2","","",""
"79","2007","Not Employed","","","",""
"79","2007","Employed","1","","",""
"80","2007","Not Employed","","","",""
"80","2007","Employed","","","",""
"81","2007","Not Employed","","","",""
"81","2007","Employed","","","",""
"82","2007","Not Employed","","","",""
"82","2007","Employed","","","",""
"83","2007","Not Employed","","","",""
"83","2007","Employed","2","","",""
"84","2007","Not Employed","","","",""
"84","2007","Employed","","","",""
"85","2007","Not Employed","","","",""
"85","2007","Employed","","","",""
"86","2007","Not Employed","","","",""
"86","2007","Employed","","","",""
"89","2007","Not Employed","1","","",""
"89","2007","Employed","1","","",""
"90","2007","Not Employed","","","",""
"90","2007","Employed","","","",""
"92","2007","Not Employed","","","",""
"92","2007","Employed","1","","",""
"94","2007","Not Employed","","","",""
"94","2007","Employed","","","",""
"95","2007","Not Employed","","","",""
"95","2007","Employed","","","",""
"96","2007","Not Employed","","","",""
"96","2007","Employed","","","",""
"97","2007","Not Employed","","","",""
"97","2007","Employed","","","",""
"98","2007","Not Employed","","","",""
"98","2007","Employed","2","","",""
"101","2007","Not Employed","","","",""
"101","2007","Employed","","","",""
"102","2007","Not Employed","","","",""
"102","2007","Employed","","","",""
"103","2007","Not Employed","1","","",""
"103","2007","Employed","","","",""
"105","2007","Not Employed","","","",""
"105","2007","Employed","","","",""
"108","2007","Not Employed","2","","",""
"108","2007","Employed","","","",""
"110","2007","Not Employed","","","",""
"110","2007","Employed","","","",""
"111","2007","Not Employed","","","",""
"111","2007","Employed","","","",""
"113","2007","Not Employed","","","",""
"113","2007","Employed","","","",""
"116","2007","Not Employed","2","","",""
"116","2007","Employed","2","","",""
"117","2007","Not Employed","1","","",""
"117","2007","Employed","6","","",""
"118","2007","Not Employed","15","","",""
"118","2007","Employed","11","","",""
"119","2007","Not Employed","29","","",""
"119","2007","Employed","44","0.00524457177948079","0.00398399504998822","0.00650514850897337"
"120","2007","Not Employed","11","","",""
"120","2007","Employed","28","","",""
"121","2007","Not Employed","4","","",""
"121","2007","Employed","17","","",""
"122","2007","Not Employed","1","","",""
"122","2007","Employed","2","","",""
"123","2007","Not Employed","","","",""
"123","2007","Employed","3","","",""
"124","2007","Not Employed","","","",""
"124","2007","Employed","","","",""
"125","2007","Not Employed","","","",""
"125","2007","Employed","","","",""
"127","2007","Not Employed","","","",""
"127","2007","Employed","","","",""
"128","2007","Not Employed","","","",""
"128","2007","Employed","","","",""
"129","2007","Not Employed","","","",""
"129","2007","Employed","","","",""
"130","2007","Not Employed","1","","",""
"130","2007","Employed","1","","",""
"131","2007","Not Employed","","","",""
"131","2007","Employed","","","",""
"132","2007","Not Employed","1","","",""
"132","2007","Employed","1","","",""
"133","2007","Not Employed","","","",""
"133","2007","Employed","","","",""
"135","2007","Not Employed","","","",""
"135","2007","Employed","","","",""
"138","2007","Not Employed","","","",""
"138","2007","Employed","","","",""
"139","2007","Not Employed","","","",""
