"pgnation","year","e11103","regtyp","n","percent","lower_confidence","upper_confidence"
"155","2017","Part Time","Rural Area","","","",""
"155","2017","Not Working","Urban Area","","","",""
"155","2017","Not Working","Rural Area","","","",""
"156","2017","Full Time","Urban Area","","","",""
"156","2017","Full Time","Rural Area","","","",""
"156","2017","Part Time","Urban Area","","","",""
"156","2017","Part Time","Rural Area","","","",""
"156","2017","Not Working","Urban Area","","","",""
"156","2017","Not Working","Rural Area","","","",""
"158","2017","Full Time","Urban Area","","","",""
"158","2017","Full Time","Rural Area","","","",""
"158","2017","Part Time","Urban Area","","","",""
"158","2017","Part Time","Rural Area","","","",""
"158","2017","Not Working","Urban Area","1","","",""
"158","2017","Not Working","Rural Area","","","",""
"162","2017","Full Time","Urban Area","","","",""
"162","2017","Full Time","Rural Area","","","",""
"162","2017","Part Time","Urban Area","","","",""
"162","2017","Part Time","Rural Area","","","",""
"162","2017","Not Working","Urban Area","","","",""
"162","2017","Not Working","Rural Area","2","","",""
"164","2017","Full Time","Urban Area","","","",""
"164","2017","Full Time","Rural Area","","","",""
"164","2017","Part Time","Urban Area","","","",""
"164","2017","Part Time","Rural Area","","","",""
"164","2017","Not Working","Urban Area","","","",""
"164","2017","Not Working","Rural Area","","","",""
"165","2017","Full Time","Urban Area","29","","",""
"165","2017","Full Time","Rural Area","2","","",""
"165","2017","Part Time","Urban Area","24","","",""
"165","2017","Part Time","Rural Area","3","","",""
"165","2017","Not Working","Urban Area","73","0.0068450591621759","0.00520963160100371","0.00848048672334809"
"165","2017","Not Working","Rural Area","8","","",""
"166","2017","Full Time","Urban Area","1","","",""
"166","2017","Full Time","Rural Area","","","",""
"166","2017","Part Time","Urban Area","3","","",""
"166","2017","Part Time","Rural Area","","","",""
"166","2017","Not Working","Urban Area","11","","",""
"166","2017","Not Working","Rural Area","4","","",""
"167","2017","Full Time","Urban Area","","","",""
"167","2017","Full Time","Rural Area","","","",""
"167","2017","Part Time","Urban Area","","","",""
"167","2017","Part Time","Rural Area","","","",""
"167","2017","Not Working","Urban Area","","","",""
"167","2017","Not Working","Rural Area","","","",""
"168","2017","Full Time","Urban Area","","","",""
"168","2017","Full Time","Rural Area","","","",""
"168","2017","Part Time","Urban Area","2","","",""
"168","2017","Part Time","Rural Area","1","","",""
"168","2017","Not Working","Urban Area","2","","",""
"168","2017","Not Working","Rural Area","1","","",""
"169","2017","Full Time","Urban Area","","","",""
"169","2017","Full Time","Rural Area","","","",""
"169","2017","Part Time","Urban Area","","","",""
"169","2017","Part Time","Rural Area","","","",""
"169","2017","Not Working","Urban Area","","","",""
"169","2017","Not Working","Rural Area","","","",""
"172","2017","Full Time","Urban Area","","","",""
"172","2017","Full Time","Rural Area","","","",""
"172","2017","Part Time","Urban Area","","","",""
"172","2017","Part Time","Rural Area","","","",""
"172","2017","Not Working","Urban Area","","","",""
"172","2017","Not Working","Rural Area","1","","",""
"173","2017","Full Time","Urban Area","","","",""
"173","2017","Full Time","Rural Area","1","","",""
"173","2017","Part Time","Urban Area","","","",""
"173","2017","Part Time","Rural Area","","","",""
"173","2017","Not Working","Urban Area","","","",""
"173","2017","Not Working","Rural Area","","","",""
"178","2017","Full Time","Urban Area","","","",""
"178","2017","Full Time","Rural Area","","","",""
"178","2017","Part Time","Urban Area","","","",""
"178","2017","Part Time","Rural Area","","","",""
"178","2017","Not Working","Urban Area","","","",""
"178","2017","Not Working","Rural Area","","","",""
"181","2017","Full Time","Urban Area","","","",""
"181","2017","Full Time","Rural Area","","","",""
"181","2017","Part Time","Urban Area","","","",""
"181","2017","Part Time","Rural Area","","","",""
"181","2017","Not Working","Urban Area","","","",""
"181","2017","Not Working","Rural Area","","","",""
"183","2017","Full Time","Urban Area","","","",""
"183","2017","Full Time","Rural Area","1","","",""
"183","2017","Part Time","Urban Area","","","",""
"183","2017","Part Time","Rural Area","","","",""
"183","2017","Not Working","Urban Area","1","","",""
"183","2017","Not Working","Rural Area","1","","",""
"188","2017","Full Time","Urban Area","","","",""
"188","2017","Full Time","Rural Area","","","",""
"188","2017","Part Time","Urban Area","","","",""
"188","2017","Part Time","Rural Area","","","",""
"188","2017","Not Working","Urban Area","3","","",""
"188","2017","Not Working","Rural Area","3","","",""
"195","2017","Full Time","Urban Area","","","",""
"195","2017","Full Time","Rural Area","","","",""
"195","2017","Part Time","Urban Area","","","",""
"195","2017","Part Time","Rural Area","","","",""
"195","2017","Not Working","Urban Area","3","","",""
"195","2017","Not Working","Rural Area","","","",""
"196","2017","Full Time","Urban Area","","","",""
"196","2017","Full Time","Rural Area","","","",""
"196","2017","Part Time","Urban Area","","","",""
"196","2017","Part Time","Rural Area","","","",""
"196","2017","Not Working","Urban Area","","","",""
"196","2017","Not Working","Rural Area","","","",""
"999","2017","Full Time","Urban Area","","","",""
"999","2017","Full Time","Rural Area","","","",""
"999","2017","Part Time","Urban Area","","","",""
"999","2017","Part Time","Rural Area","","","",""
"999","2017","Not Working","Urban Area","","","",""
"999","2017","Not Working","Rural Area","","","",""
"1","2018","Full Time","Urban Area","5653","0.870421142692105","0.862263035912073","0.878579249472137"
"1","2018","Full Time","Rural Area","3309","0.934544357934992","0.926442584737752","0.942646131132231"
"1","2018","Part Time","Urban Area","4250","0.833466674288134","0.823355173223212","0.843578175353056"
"1","2018","Part Time","Rural Area","2426","0.923154411612833","0.913100506272612","0.933208316953054"
"1","2018","Not Working","Urban Area","4999","0.845175413087604","0.837494343743935","0.852856482431272"
"1","2018","Not Working","Rural Area","2883","0.916164304504866","0.90774153725044","0.924587071759293"
"2","2018","Full Time","Urban Area","107","0.0251203577531786","0.0213189364208025","0.0289217790855547"
"2","2018","Full Time","Rural Area","17","","",""
"2","2018","Part Time","Urban Area","87","0.031296767487116","0.0265710685446606","0.0360224664295714"
"2","2018","Part Time","Rural Area","18","","",""
"2","2018","Not Working","Urban Area","106","0.0250786828281096","0.021758473706389","0.0283988919498302"
"2","2018","Not Working","Rural Area","25","","",""
"3","2018","Full Time","Urban Area","","","",""
"3","2018","Full Time","Rural Area","","","",""
"3","2018","Part Time","Urban Area","","","",""
"3","2018","Part Time","Rural Area","","","",""
"3","2018","Not Working","Urban Area","","","",""
"3","2018","Not Working","Rural Area","3","","",""
"4","2018","Full Time","Urban Area","43","0.00523440890902877","0.00348153047734005","0.00698728734071748"
"4","2018","Full Time","Rural Area","3","","",""
"4","2018","Part Time","Urban Area","34","0.00484182157880322","0.0029578628540348","0.00672578030357164"
"4","2018","Part Time","Rural Area","3","","",""
"4","2018","Not Working","Urban Area","24","","",""
"4","2018","Not Working","Rural Area","4","","",""
"5","2018","Full Time","Urban Area","79","0.0118192578093504","0.00919400644600063","0.0144445091727002"
"5","2018","Full Time","Rural Area","12","","",""
"5","2018","Part Time","Urban Area","48","0.0127327217085663","0.00968974288732558","0.0157757005298069"
"5","2018","Part Time","Rural Area","8","","",""
"5","2018","Not Working","Urban Area","46","0.0124998535471557","0.0101407373068109","0.0148589697875004"
"5","2018","Not Working","Rural Area","11","","",""
"6","2018","Full Time","Urban Area","21","","",""
"6","2018","Full Time","Rural Area","3","","",""
"6","2018","Part Time","Urban Area","19","","",""
"6","2018","Part Time","Rural Area","4","","",""
"6","2018","Not Working","Urban Area","11","","",""
"6","2018","Not Working","Rural Area","4","","",""
"10","2018","Full Time","Urban Area","22","","",""
"10","2018","Full Time","Rural Area","4","","",""
"10","2018","Part Time","Urban Area","9","","",""
"10","2018","Part Time","Rural Area","5","","",""
"10","2018","Not Working","Urban Area","14","","",""
"10","2018","Not Working","Rural Area","4","","",""
"11","2018","Full Time","Urban Area","16","","",""
"11","2018","Full Time","Rural Area","1","","",""
"11","2018","Part Time","Urban Area","10","","",""
"11","2018","Part Time","Rural Area","","","",""
"11","2018","Not Working","Urban Area","9","","",""
"11","2018","Not Working","Rural Area","1","","",""
"12","2018","Full Time","Urban Area","","","",""
"12","2018","Full Time","Rural Area","","","",""
"12","2018","Part Time","Urban Area","","","",""
"12","2018","Part Time","Rural Area","","","",""
"12","2018","Not Working","Urban Area","","","",""
"12","2018","Not Working","Rural Area","","","",""
"13","2018","Full Time","Urban Area","","","",""
"13","2018","Full Time","Rural Area","2","","",""
"13","2018","Part Time","Urban Area","3","","",""
"13","2018","Part Time","Rural Area","3","","",""
"13","2018","Not Working","Urban Area","1","","",""
"13","2018","Not Working","Rural Area","2","","",""
"14","2018","Full Time","Urban Area","10","","",""
"14","2018","Full Time","Rural Area","3","","",""
"14","2018","Part Time","Urban Area","4","","",""
"14","2018","Part Time","Rural Area","1","","",""
"14","2018","Not Working","Urban Area","5","","",""
"14","2018","Not Working","Rural Area","3","","",""
"15","2018","Full Time","Urban Area","4","","",""
"15","2018","Full Time","Rural Area","","","",""
"15","2018","Part Time","Urban Area","1","","",""
"15","2018","Part Time","Rural Area","","","",""
"15","2018","Not Working","Urban Area","2","","",""
"15","2018","Not Working","Rural Area","","","",""
"16","2018","Full Time","Urban Area","","","",""
"16","2018","Full Time","Rural Area","","","",""
"16","2018","Part Time","Urban Area","","","",""
"16","2018","Part Time","Rural Area","1","","",""
"16","2018","Not Working","Urban Area","1","","",""
"16","2018","Not Working","Rural Area","","","",""
"17","2018","Full Time","Urban Area","1","","",""
"17","2018","Full Time","Rural Area","","","",""
"17","2018","Part Time","Urban Area","2","","",""
"17","2018","Part Time","Rural Area","1","","",""
"17","2018","Not Working","Urban Area","2","","",""
"17","2018","Not Working","Rural Area","","","",""
"18","2018","Full Time","Urban Area","9","","",""
"18","2018","Full Time","Rural Area","2","","",""
"18","2018","Part Time","Urban Area","6","","",""
"18","2018","Part Time","Rural Area","1","","",""
"18","2018","Not Working","Urban Area","4","","",""
"18","2018","Not Working","Rural Area","2","","",""
"19","2018","Full Time","Urban Area","2","","",""
"19","2018","Full Time","Rural Area","","","",""
"19","2018","Part Time","Urban Area","7","","",""
"19","2018","Part Time","Rural Area","","","",""
"19","2018","Not Working","Urban Area","1","","",""
"19","2018","Not Working","Rural Area","1","","",""
"20","2018","Full Time","Urban Area","1","","",""
"20","2018","Full Time","Rural Area","","","",""
"20","2018","Part Time","Urban Area","1","","",""
"20","2018","Part Time","Rural Area","","","",""
"20","2018","Not Working","Urban Area","2","","",""
"20","2018","Not Working","Rural Area","","","",""
"21","2018","Full Time","Urban Area","50","0.0048376817567434","0.00315220329985658","0.00652316021363022"
"21","2018","Full Time","Rural Area","32","0.00514952965277624","0.00280492693453221","0.00749413237102027"
"21","2018","Part Time","Urban Area","38","0.00245234219300279","0.00110995346597382","0.00379473092003175"
"21","2018","Part Time","Rural Area","23","","",""
"21","2018","Not Working","Urban Area","17","","",""
"21","2018","Not Working","Rural Area","15","","",""
"22","2018","Full Time","Urban Area","69","0.0108237818983685","0.00831025263247103","0.013337311164266"
"22","2018","Full Time","Rural Area","33","0.00759194140109041","0.00474860567156479","0.010435277130616"
"22","2018","Part Time","Urban Area","63","0.0117717306924011","0.0088444138584692","0.014699047526333"
"22","2018","Part Time","Rural Area","26","","",""
"22","2018","Not Working","Urban Area","42","0.00514846634911116","0.00362880656775082","0.0066681261304715"
"22","2018","Not Working","Rural Area","10","","",""
"23","2018","Full Time","Urban Area","1","","",""
"23","2018","Full Time","Rural Area","","","",""
"23","2018","Part Time","Urban Area","","","",""
"23","2018","Part Time","Rural Area","","","",""
"23","2018","Not Working","Urban Area","1","","",""
"23","2018","Not Working","Rural Area","","","",""
"24","2018","Full Time","Urban Area","2","","",""
"24","2018","Full Time","Rural Area","","","",""
"24","2018","Part Time","Urban Area","8","","",""
"24","2018","Part Time","Rural Area","2","","",""
"24","2018","Not Working","Urban Area","51","0.0015806293603652","0.000737100754252884","0.00242415796647751"
"24","2018","Not Working","Rural Area","17","","",""
"25","2018","Full Time","Urban Area","","","",""
"25","2018","Full Time","Rural Area","","","",""
"25","2018","Part Time","Urban Area","","","",""
"25","2018","Part Time","Rural Area","","","",""
"25","2018","Not Working","Urban Area","2","","",""
"25","2018","Not Working","Rural Area","","","",""
"26","2018","Full Time","Urban Area","26","","",""
"26","2018","Full Time","Rural Area","10","","",""
"26","2018","Part Time","Urban Area","9","","",""
"26","2018","Part Time","Rural Area","6","","",""
"26","2018","Not Working","Urban Area","8","","",""
"26","2018","Not Working","Rural Area","6","","",""
"27","2018","Full Time","Urban Area","","","",""
"27","2018","Full Time","Rural Area","","","",""
"27","2018","Part Time","Urban Area","","","",""
"27","2018","Part Time","Rural Area","","","",""
"27","2018","Not Working","Urban Area","","","",""
"27","2018","Not Working","Rural Area","","","",""
"28","2018","Full Time","Urban Area","17","","",""
"28","2018","Full Time","Rural Area","1","","",""
"28","2018","Part Time","Urban Area","6","","",""
"28","2018","Part Time","Rural Area","","","",""
"28","2018","Not Working","Urban Area","8","","",""
"28","2018","Not Working","Rural Area","","","",""
"29","2018","Full Time","Urban Area","14","","",""
"29","2018","Full Time","Rural Area","8","","",""
"29","2018","Part Time","Urban Area","38","0.00319380963703458","0.0016624372518032","0.00472518202226595"
"29","2018","Part Time","Rural Area","3","","",""
"29","2018","Not Working","Urban Area","22","","",""
"29","2018","Not Working","Rural Area","","","",""
"30","2018","Full Time","Urban Area","55","0.00102715394262156","0.000249023856995265","0.00180528402824785"
"30","2018","Full Time","Rural Area","29","","",""
"30","2018","Part Time","Urban Area","140","0.00218151217951063","0.000915244480012881","0.00344777987900837"
"30","2018","Part Time","Rural Area","53","0.00188147278126278","0.000245680420878046","0.00351726514164751"
"30","2018","Not Working","Urban Area","1616","0.013845145736909","0.0113640151775481","0.01632627629627"
"30","2018","Not Working","Rural Area","590","0.0128162247430808","0.00939774750440297","0.0162347019817586"
"31","2018","Full Time","Urban Area","4","","",""
"31","2018","Full Time","Rural Area","","","",""
"31","2018","Part Time","Urban Area","6","","",""
"31","2018","Part Time","Rural Area","1","","",""
"31","2018","Not Working","Urban Area","1","","",""
"31","2018","Not Working","Rural Area","3","","",""
"32","2018","Full Time","Urban Area","29","","",""
"32","2018","Full Time","Rural Area","17","","",""
"32","2018","Part Time","Urban Area","41","0.00568378455909987","0.00364344711595362","0.00772412200224612"
"32","2018","Part Time","Rural Area","15","","",""
"32","2018","Not Working","Urban Area","32","0.00147287080103153","0.000658559326854951","0.0022871822752081"
"32","2018","Not Working","Rural Area","25","","",""
"34","2018","Full Time","Urban Area","1","","",""
"34","2018","Full Time","Rural Area","","","",""
"34","2018","Part Time","Urban Area","2","","",""
"34","2018","Part Time","Rural Area","1","","",""
"34","2018","Not Working","Urban Area","","","",""
"34","2018","Not Working","Rural Area","","","",""
"35","2018","Full Time","Urban Area","1","","",""
"35","2018","Full Time","Rural Area","","","",""
"35","2018","Part Time","Urban Area","","","",""
"35","2018","Part Time","Rural Area","","","",""
"35","2018","Not Working","Urban Area","","","",""
"35","2018","Not Working","Rural Area","","","",""
"37","2018","Full Time","Urban Area","","","",""
"37","2018","Full Time","Rural Area","","","",""
"37","2018","Part Time","Urban Area","","","",""
"37","2018","Part Time","Rural Area","","","",""
"37","2018","Not Working","Urban Area","","","",""
"37","2018","Not Working","Rural Area","","","",""
"38","2018","Full Time","Urban Area","1","","",""
"38","2018","Full Time","Rural Area","","","",""
"38","2018","Part Time","Urban Area","2","","",""
"38","2018","Part Time","Rural Area","","","",""
"38","2018","Not Working","Urban Area","1","","",""
"38","2018","Not Working","Rural Area","","","",""
"39","2018","Full Time","Urban Area","","","",""
"39","2018","Full Time","Rural Area","","","",""
"39","2018","Part Time","Urban Area","1","","",""
"39","2018","Part Time","Rural Area","1","","",""
"39","2018","Not Working","Urban Area","","","",""
"39","2018","Not Working","Rural Area","","","",""
"40","2018","Full Time","Urban Area","1","","",""
"40","2018","Full Time","Rural Area","1","","",""
"40","2018","Part Time","Urban Area","","","",""
"40","2018","Part Time","Rural Area","","","",""
"40","2018","Not Working","Urban Area","2","","",""
"40","2018","Not Working","Rural Area","","","",""
"41","2018","Full Time","Urban Area","","","",""
"41","2018","Full Time","Rural Area","","","",""
"41","2018","Part Time","Urban Area","","","",""
"41","2018","Part Time","Rural Area","","","",""
"41","2018","Not Working","Urban Area","","","",""
"41","2018","Not Working","Rural Area","","","",""
"42","2018","Full Time","Urban Area","5","","",""
"42","2018","Full Time","Rural Area","2","","",""
"42","2018","Part Time","Urban Area","4","","",""
"42","2018","Part Time","Rural Area","1","","",""
"42","2018","Not Working","Urban Area","6","","",""
"42","2018","Not Working","Rural Area","3","","",""
"43","2018","Full Time","Urban Area","11","","",""
"43","2018","Full Time","Rural Area","12","","",""
"43","2018","Part Time","Urban Area","30","0.000712002672986521","-1.19448428139451e-05","0.00143595018878699"
"43","2018","Part Time","Rural Area","13","","",""
"43","2018","Not Working","Urban Area","367","0.00537573868634339","0.00382307679887513","0.00692840057381165"
"43","2018","Not Working","Rural Area","168","0.00398721954754231","0.00207198855331651","0.0059024505417681"
"44","2018","Full Time","Urban Area","","","",""
"44","2018","Full Time","Rural Area","2","","",""
"44","2018","Part Time","Urban Area","7","","",""
"44","2018","Part Time","Rural Area","1","","",""
"44","2018","Not Working","Urban Area","2","","",""
"44","2018","Not Working","Rural Area","2","","",""
"45","2018","Full Time","Urban Area","2","","",""
"45","2018","Full Time","Rural Area","","","",""
"45","2018","Part Time","Urban Area","","","",""
"45","2018","Part Time","Rural Area","","","",""
"45","2018","Not Working","Urban Area","","","",""
"45","2018","Not Working","Rural Area","","","",""
"46","2018","Full Time","Urban Area","","","",""
"46","2018","Full Time","Rural Area","","","",""
"46","2018","Part Time","Urban Area","","","",""
"46","2018","Part Time","Rural Area","","","",""
"46","2018","Not Working","Urban Area","","","",""
"46","2018","Not Working","Rural Area","","","",""
"47","2018","Full Time","Urban Area","2","","",""
"47","2018","Full Time","Rural Area","","","",""
"47","2018","Part Time","Urban Area","2","","",""
"47","2018","Part Time","Rural Area","","","",""
"47","2018","Not Working","Urban Area","13","","",""
"47","2018","Not Working","Rural Area","2","","",""
"48","2018","Full Time","Urban Area","3","","",""
"48","2018","Full Time","Rural Area","","","",""
"48","2018","Part Time","Urban Area","","","",""
"48","2018","Part Time","Rural Area","","","",""
"48","2018","Not Working","Urban Area","","","",""
"48","2018","Not Working","Rural Area","","","",""
"49","2018","Full Time","Urban Area","3","","",""
"49","2018","Full Time","Rural Area","","","",""
"49","2018","Part Time","Urban Area","5","","",""
"49","2018","Part Time","Rural Area","1","","",""
"49","2018","Not Working","Urban Area","8","","",""
"49","2018","Not Working","Rural Area","","","",""
"50","2018","Full Time","Urban Area","1","","",""
"50","2018","Full Time","Rural Area","","","",""
"50","2018","Part Time","Urban Area","2","","",""
"50","2018","Part Time","Rural Area","","","",""
"50","2018","Not Working","Urban Area","4","","",""
"50","2018","Not Working","Rural Area","","","",""
"51","2018","Full Time","Urban Area","","","",""
"51","2018","Full Time","Rural Area","","","",""
"51","2018","Part Time","Urban Area","","","",""
"51","2018","Part Time","Rural Area","","","",""
"51","2018","Not Working","Urban Area","","","",""
"51","2018","Not Working","Rural Area","","","",""
"52","2018","Full Time","Urban Area","","","",""
"52","2018","Full Time","Rural Area","1","","",""
"52","2018","Part Time","Urban Area","3","","",""
"52","2018","Part Time","Rural Area","1","","",""
"52","2018","Not Working","Urban Area","6","","",""
"52","2018","Not Working","Rural Area","","","",""
"53","2018","Full Time","Urban Area","","","",""
"53","2018","Full Time","Rural Area","","","",""
"53","2018","Part Time","Urban Area","","","",""
"53","2018","Part Time","Rural Area","","","",""
"53","2018","Not Working","Urban Area","","","",""
"53","2018","Not Working","Rural Area","","","",""
"54","2018","Full Time","Urban Area","2","","",""
"54","2018","Full Time","Rural Area","","","",""
"54","2018","Part Time","Urban Area","3","","",""
"54","2018","Part Time","Rural Area","1","","",""
"54","2018","Not Working","Urban Area","25","","",""
"54","2018","Not Working","Rural Area","12","","",""
"55","2018","Full Time","Urban Area","1","","",""
"55","2018","Full Time","Rural Area","","","",""
"55","2018","Part Time","Urban Area","1","","",""
"55","2018","Part Time","Rural Area","","","",""
"55","2018","Not Working","Urban Area","1","","",""
"55","2018","Not Working","Rural Area","","","",""
"56","2018","Full Time","Urban Area","1","","",""
"56","2018","Full Time","Rural Area","1","","",""
"56","2018","Part Time","Urban Area","","","",""
"56","2018","Part Time","Rural Area","","","",""
"56","2018","Not Working","Urban Area","","","",""
"56","2018","Not Working","Rural Area","","","",""
"59","2018","Full Time","Urban Area","","","",""
"59","2018","Full Time","Rural Area","","","",""
"59","2018","Part Time","Urban Area","1","","",""
"59","2018","Part Time","Rural Area","","","",""
"59","2018","Not Working","Urban Area","2","","",""
"59","2018","Not Working","Rural Area","","","",""
"60","2018","Full Time","Urban Area","18","","",""
"60","2018","Full Time","Rural Area","5","","",""
"60","2018","Part Time","Urban Area","46","0.00151491727553141","0.000459349352685961","0.00257048519837686"
"60","2018","Part Time","Rural Area","5","","",""
"60","2018","Not Working","Urban Area","431","0.00651637734315355","0.00480789001387275","0.00822486467243435"
"60","2018","Not Working","Rural Area","144","0.00244355472424114","0.000943063688678642","0.00394404575980363"
"61","2018","Full Time","Urban Area","2","","",""
"61","2018","Full Time","Rural Area","","","",""
"61","2018","Part Time","Urban Area","4","","",""
"61","2018","Part Time","Rural Area","1","","",""
"61","2018","Not Working","Urban Area","4","","",""
"61","2018","Not Working","Rural Area","","","",""
"64","2018","Full Time","Urban Area","2","","",""
"64","2018","Full Time","Rural Area","1","","",""
"64","2018","Part Time","Urban Area","1","","",""
"64","2018","Part Time","Rural Area","","","",""
"64","2018","Not Working","Urban Area","","","",""
"64","2018","Not Working","Rural Area","","","",""
"65","2018","Full Time","Urban Area","","","",""
"65","2018","Full Time","Rural Area","","","",""
"65","2018","Part Time","Urban Area","2","","",""
"65","2018","Part Time","Rural Area","2","","",""
"65","2018","Not Working","Urban Area","9","","",""
"65","2018","Not Working","Rural Area","","","",""
"66","2018","Full Time","Urban Area","","","",""
"66","2018","Full Time","Rural Area","","","",""
"66","2018","Part Time","Urban Area","1","","",""
"66","2018","Part Time","Rural Area","","","",""
"66","2018","Not Working","Urban Area","","","",""
"66","2018","Not Working","Rural Area","","","",""
"67","2018","Full Time","Urban Area","3","","",""
"67","2018","Full Time","Rural Area","","","",""
"67","2018","Part Time","Urban Area","5","","",""
"67","2018","Part Time","Rural Area","2","","",""
"67","2018","Not Working","Urban Area","11","","",""
"67","2018","Not Working","Rural Area","3","","",""
"68","2018","Full Time","Urban Area","3","","",""
"68","2018","Full Time","Rural Area","","","",""
"68","2018","Part Time","Urban Area","3","","",""
"68","2018","Part Time","Rural Area","","","",""
"68","2018","Not Working","Urban Area","1","","",""
"68","2018","Not Working","Rural Area","","","",""
"71","2018","Full Time","Urban Area","2","","",""
"71","2018","Full Time","Rural Area","","","",""
"71","2018","Part Time","Urban Area","1","","",""
"71","2018","Part Time","Rural Area","","","",""
"71","2018","Not Working","Urban Area","1","","",""
"71","2018","Not Working","Rural Area","","","",""
"72","2018","Full Time","Urban Area","","","",""
"72","2018","Full Time","Rural Area","","","",""
"72","2018","Part Time","Urban Area","","","",""
"72","2018","Part Time","Rural Area","","","",""
"72","2018","Not Working","Urban Area","","","",""
"72","2018","Not Working","Rural Area","","","",""
"73","2018","Full Time","Urban Area","","","",""
"73","2018","Full Time","Rural Area","","","",""
"73","2018","Part Time","Urban Area","","","",""
"73","2018","Part Time","Rural Area","","","",""
"73","2018","Not Working","Urban Area","","","",""
"73","2018","Not Working","Rural Area","1","","",""
"74","2018","Full Time","Urban Area","8","","",""
"74","2018","Full Time","Rural Area","3","","",""
"74","2018","Part Time","Urban Area","7","","",""
"74","2018","Part Time","Rural Area","4","","",""
"74","2018","Not Working","Urban Area","2","","",""
"74","2018","Not Working","Rural Area","6","","",""
"75","2018","Full Time","Urban Area","6","","",""
"75","2018","Full Time","Rural Area","3","","",""
"75","2018","Part Time","Urban Area","1","","",""
"75","2018","Part Time","Rural Area","1","","",""
"75","2018","Not Working","Urban Area","11","","",""
"75","2018","Not Working","Rural Area","4","","",""
"76","2018","Full Time","Urban Area","2","","",""
"76","2018","Full Time","Rural Area","","","",""
"76","2018","Part Time","Urban Area","3","","",""
"76","2018","Part Time","Rural Area","","","",""
"76","2018","Not Working","Urban Area","18","","",""
"76","2018","Not Working","Rural Area","7","","",""
"77","2018","Full Time","Urban Area","","","",""
"77","2018","Full Time","Rural Area","","","",""
"77","2018","Part Time","Urban Area","2","","",""
"77","2018","Part Time","Rural Area","1","","",""
"77","2018","Not Working","Urban Area","","","",""
"77","2018","Not Working","Rural Area","","","",""
"78","2018","Full Time","Urban Area","8","","",""
"78","2018","Full Time","Rural Area","7","","",""
"78","2018","Part Time","Urban Area","26","","",""
"78","2018","Part Time","Rural Area","5","","",""
"78","2018","Not Working","Urban Area","22","","",""
"78","2018","Not Working","Rural Area","9","","",""
"79","2018","Full Time","Urban Area","","","",""
"79","2018","Full Time","Rural Area","1","","",""
"79","2018","Part Time","Urban Area","","","",""
"79","2018","Part Time","Rural Area","","","",""
"79","2018","Not Working","Urban Area","4","","",""
"79","2018","Not Working","Rural Area","","","",""
"80","2018","Full Time","Urban Area","","","",""
"80","2018","Full Time","Rural Area","","","",""
"80","2018","Part Time","Urban Area","","","",""
"80","2018","Part Time","Rural Area","","","",""
"80","2018","Not Working","Urban Area","","","",""
"80","2018","Not Working","Rural Area","","","",""
"81","2018","Full Time","Urban Area","2","","",""
"81","2018","Full Time","Rural Area","2","","",""
"81","2018","Part Time","Urban Area","3","","",""
"81","2018","Part Time","Rural Area","","","",""
"81","2018","Not Working","Urban Area","4","","",""
"81","2018","Not Working","Rural Area","","","",""
"82","2018","Full Time","Urban Area","","","",""
"82","2018","Full Time","Rural Area","","","",""
"82","2018","Part Time","Urban Area","","","",""
"82","2018","Part Time","Rural Area","","","",""
"82","2018","Not Working","Urban Area","3","","",""
"82","2018","Not Working","Rural Area","1","","",""
"83","2018","Full Time","Urban Area","1","","",""
"83","2018","Full Time","Rural Area","2","","",""
"83","2018","Part Time","Urban Area","","","",""
"83","2018","Part Time","Rural Area","1","","",""
"83","2018","Not Working","Urban Area","","","",""
"83","2018","Not Working","Rural Area","1","","",""
"84","2018","Full Time","Urban Area","1","","",""
"84","2018","Full Time","Rural Area","","","",""
"84","2018","Part Time","Urban Area","7","","",""
"84","2018","Part Time","Rural Area","1","","",""
"84","2018","Not Working","Urban Area","43","0.00061868481939234","9.06912461533293e-05","0.00114667839263135"
"84","2018","Not Working","Rural Area","10","","",""
"85","2018","Full Time","Urban Area","7","","",""
"85","2018","Full Time","Rural Area","3","","",""
"85","2018","Part Time","Urban Area","14","","",""
"85","2018","Part Time","Rural Area","5","","",""
"85","2018","Not Working","Urban Area","39","0.00157679161206732","0.000734286047529456","0.00241929717660518"
"85","2018","Not Working","Rural Area","18","","",""
"86","2018","Full Time","Urban Area","","","",""
"86","2018","Full Time","Rural Area","","","",""
"86","2018","Part Time","Urban Area","","","",""
"86","2018","Part Time","Rural Area","","","",""
"86","2018","Not Working","Urban Area","1","","",""
"86","2018","Not Working","Rural Area","","","",""
"89","2018","Full Time","Urban Area","10","","",""
"89","2018","Full Time","Rural Area","2","","",""
"89","2018","Part Time","Urban Area","23","","",""
"89","2018","Part Time","Rural Area","7","","",""
"89","2018","Not Working","Urban Area","124","0.00144757136424698","0.000640273652589739","0.00225486907590422"
"89","2018","Not Working","Rural Area","56","0.0013831529634716","0.000253647903365682","0.00251265802357752"
"90","2018","Full Time","Urban Area","","","",""
"90","2018","Full Time","Rural Area","","","",""
"90","2018","Part Time","Urban Area","1","","",""
"90","2018","Part Time","Rural Area","","","",""
"90","2018","Not Working","Urban Area","2","","",""
"90","2018","Not Working","Rural Area","","","",""
"92","2018","Full Time","Urban Area","","","",""
"92","2018","Full Time","Rural Area","","","",""
"92","2018","Part Time","Urban Area","","","",""
"92","2018","Part Time","Rural Area","","","",""
