"pgnation","year","e11103","regtyp","n","percent","lower_confidence","upper_confidence"
"129","1995","Not Working","Urban Area","","","",""
"129","1995","Not Working","Rural Area","","","",""
"130","1995","Full Time","Urban Area","","","",""
"130","1995","Full Time","Rural Area","","","",""
"130","1995","Part Time","Urban Area","","","",""
"130","1995","Part Time","Rural Area","","","",""
"130","1995","Not Working","Urban Area","","","",""
"130","1995","Not Working","Rural Area","","","",""
"131","1995","Full Time","Urban Area","","","",""
"131","1995","Full Time","Rural Area","","","",""
"131","1995","Part Time","Urban Area","","","",""
"131","1995","Part Time","Rural Area","","","",""
"131","1995","Not Working","Urban Area","","","",""
"131","1995","Not Working","Rural Area","","","",""
"132","1995","Full Time","Urban Area","","","",""
"132","1995","Full Time","Rural Area","","","",""
"132","1995","Part Time","Urban Area","","","",""
"132","1995","Part Time","Rural Area","","","",""
"132","1995","Not Working","Urban Area","","","",""
"132","1995","Not Working","Rural Area","","","",""
"133","1995","Full Time","Urban Area","","","",""
"133","1995","Full Time","Rural Area","","","",""
"133","1995","Part Time","Urban Area","","","",""
"133","1995","Part Time","Rural Area","","","",""
"133","1995","Not Working","Urban Area","","","",""
"133","1995","Not Working","Rural Area","","","",""
"135","1995","Full Time","Urban Area","","","",""
"135","1995","Full Time","Rural Area","","","",""
"135","1995","Part Time","Urban Area","","","",""
"135","1995","Part Time","Rural Area","","","",""
"135","1995","Not Working","Urban Area","","","",""
"135","1995","Not Working","Rural Area","","","",""
"138","1995","Full Time","Urban Area","","","",""
"138","1995","Full Time","Rural Area","","","",""
"138","1995","Part Time","Urban Area","","","",""
"138","1995","Part Time","Rural Area","","","",""
"138","1995","Not Working","Urban Area","","","",""
"138","1995","Not Working","Rural Area","","","",""
"139","1995","Full Time","Urban Area","","","",""
"139","1995","Full Time","Rural Area","","","",""
"139","1995","Part Time","Urban Area","","","",""
"139","1995","Part Time","Rural Area","","","",""
"139","1995","Not Working","Urban Area","","","",""
"139","1995","Not Working","Rural Area","","","",""
"140","1995","Full Time","Urban Area","","","",""
"140","1995","Full Time","Rural Area","","","",""
"140","1995","Part Time","Urban Area","","","",""
"140","1995","Part Time","Rural Area","","","",""
"140","1995","Not Working","Urban Area","","","",""
"140","1995","Not Working","Rural Area","","","",""
"141","1995","Full Time","Urban Area","","","",""
"141","1995","Full Time","Rural Area","","","",""
"141","1995","Part Time","Urban Area","","","",""
"141","1995","Part Time","Rural Area","","","",""
"141","1995","Not Working","Urban Area","","","",""
"141","1995","Not Working","Rural Area","","","",""
"142","1995","Full Time","Urban Area","","","",""
"142","1995","Full Time","Rural Area","","","",""
"142","1995","Part Time","Urban Area","","","",""
"142","1995","Part Time","Rural Area","","","",""
"142","1995","Not Working","Urban Area","","","",""
"142","1995","Not Working","Rural Area","","","",""
"143","1995","Full Time","Urban Area","","","",""
"143","1995","Full Time","Rural Area","","","",""
"143","1995","Part Time","Urban Area","","","",""
"143","1995","Part Time","Rural Area","","","",""
"143","1995","Not Working","Urban Area","","","",""
"143","1995","Not Working","Rural Area","","","",""
"144","1995","Full Time","Urban Area","","","",""
"144","1995","Full Time","Rural Area","","","",""
"144","1995","Part Time","Urban Area","","","",""
"144","1995","Part Time","Rural Area","","","",""
"144","1995","Not Working","Urban Area","","","",""
"144","1995","Not Working","Rural Area","","","",""
"145","1995","Full Time","Urban Area","","","",""
"145","1995","Full Time","Rural Area","","","",""
"145","1995","Part Time","Urban Area","","","",""
"145","1995","Part Time","Rural Area","","","",""
"145","1995","Not Working","Urban Area","","","",""
"145","1995","Not Working","Rural Area","","","",""
"146","1995","Full Time","Urban Area","","","",""
"146","1995","Full Time","Rural Area","","","",""
"146","1995","Part Time","Urban Area","","","",""
"146","1995","Part Time","Rural Area","","","",""
"146","1995","Not Working","Urban Area","","","",""
"146","1995","Not Working","Rural Area","","","",""
"147","1995","Full Time","Urban Area","","","",""
"147","1995","Full Time","Rural Area","","","",""
"147","1995","Part Time","Urban Area","","","",""
"147","1995","Part Time","Rural Area","","","",""
"147","1995","Not Working","Urban Area","","","",""
"147","1995","Not Working","Rural Area","","","",""
"148","1995","Full Time","Urban Area","","","",""
"148","1995","Full Time","Rural Area","","","",""
"148","1995","Part Time","Urban Area","","","",""
"148","1995","Part Time","Rural Area","","","",""
"148","1995","Not Working","Urban Area","","","",""
"148","1995","Not Working","Rural Area","","","",""
"149","1995","Full Time","Urban Area","","","",""
"149","1995","Full Time","Rural Area","","","",""
"149","1995","Part Time","Urban Area","","","",""
"149","1995","Part Time","Rural Area","","","",""
"149","1995","Not Working","Urban Area","","","",""
"149","1995","Not Working","Rural Area","","","",""
"151","1995","Full Time","Urban Area","","","",""
"151","1995","Full Time","Rural Area","","","",""
"151","1995","Part Time","Urban Area","","","",""
"151","1995","Part Time","Rural Area","","","",""
"151","1995","Not Working","Urban Area","","","",""
"151","1995","Not Working","Rural Area","","","",""
"152","1995","Full Time","Urban Area","","","",""
"152","1995","Full Time","Rural Area","","","",""
"152","1995","Part Time","Urban Area","","","",""
"152","1995","Part Time","Rural Area","","","",""
"152","1995","Not Working","Urban Area","","","",""
"152","1995","Not Working","Rural Area","","","",""
"154","1995","Full Time","Urban Area","","","",""
"154","1995","Full Time","Rural Area","","","",""
"154","1995","Part Time","Urban Area","","","",""
"154","1995","Part Time","Rural Area","","","",""
"154","1995","Not Working","Urban Area","","","",""
"154","1995","Not Working","Rural Area","","","",""
"155","1995","Full Time","Urban Area","","","",""
"155","1995","Full Time","Rural Area","","","",""
"155","1995","Part Time","Urban Area","","","",""
"155","1995","Part Time","Rural Area","","","",""
"155","1995","Not Working","Urban Area","","","",""
"155","1995","Not Working","Rural Area","","","",""
"156","1995","Full Time","Urban Area","","","",""
"156","1995","Full Time","Rural Area","","","",""
"156","1995","Part Time","Urban Area","","","",""
"156","1995","Part Time","Rural Area","","","",""
"156","1995","Not Working","Urban Area","","","",""
"156","1995","Not Working","Rural Area","","","",""
"158","1995","Full Time","Urban Area","","","",""
"158","1995","Full Time","Rural Area","","","",""
"158","1995","Part Time","Urban Area","","","",""
"158","1995","Part Time","Rural Area","","","",""
"158","1995","Not Working","Urban Area","","","",""
"158","1995","Not Working","Rural Area","","","",""
"162","1995","Full Time","Urban Area","","","",""
"162","1995","Full Time","Rural Area","","","",""
"162","1995","Part Time","Urban Area","","","",""
"162","1995","Part Time","Rural Area","","","",""
"162","1995","Not Working","Urban Area","","","",""
"162","1995","Not Working","Rural Area","","","",""
"164","1995","Full Time","Urban Area","","","",""
"164","1995","Full Time","Rural Area","","","",""
"164","1995","Part Time","Urban Area","","","",""
"164","1995","Part Time","Rural Area","","","",""
"164","1995","Not Working","Urban Area","","","",""
"164","1995","Not Working","Rural Area","","","",""
"165","1995","Full Time","Urban Area","","","",""
"165","1995","Full Time","Rural Area","","","",""
"165","1995","Part Time","Urban Area","","","",""
"165","1995","Part Time","Rural Area","","","",""
"165","1995","Not Working","Urban Area","","","",""
"165","1995","Not Working","Rural Area","","","",""
"166","1995","Full Time","Urban Area","","","",""
"166","1995","Full Time","Rural Area","","","",""
"166","1995","Part Time","Urban Area","","","",""
"166","1995","Part Time","Rural Area","","","",""
"166","1995","Not Working","Urban Area","","","",""
"166","1995","Not Working","Rural Area","","","",""
"167","1995","Full Time","Urban Area","","","",""
"167","1995","Full Time","Rural Area","","","",""
"167","1995","Part Time","Urban Area","","","",""
"167","1995","Part Time","Rural Area","","","",""
"167","1995","Not Working","Urban Area","","","",""
"167","1995","Not Working","Rural Area","","","",""
"168","1995","Full Time","Urban Area","","","",""
"168","1995","Full Time","Rural Area","","","",""
"168","1995","Part Time","Urban Area","","","",""
"168","1995","Part Time","Rural Area","","","",""
"168","1995","Not Working","Urban Area","","","",""
"168","1995","Not Working","Rural Area","","","",""
"169","1995","Full Time","Urban Area","","","",""
"169","1995","Full Time","Rural Area","","","",""
"169","1995","Part Time","Urban Area","","","",""
"169","1995","Part Time","Rural Area","","","",""
"169","1995","Not Working","Urban Area","","","",""
"169","1995","Not Working","Rural Area","","","",""
"172","1995","Full Time","Urban Area","","","",""
"172","1995","Full Time","Rural Area","","","",""
"172","1995","Part Time","Urban Area","","","",""
"172","1995","Part Time","Rural Area","","","",""
"172","1995","Not Working","Urban Area","","","",""
"172","1995","Not Working","Rural Area","","","",""
"173","1995","Full Time","Urban Area","","","",""
"173","1995","Full Time","Rural Area","","","",""
"173","1995","Part Time","Urban Area","","","",""
"173","1995","Part Time","Rural Area","","","",""
"173","1995","Not Working","Urban Area","","","",""
"173","1995","Not Working","Rural Area","","","",""
"178","1995","Full Time","Urban Area","","","",""
"178","1995","Full Time","Rural Area","","","",""
"178","1995","Part Time","Urban Area","","","",""
"178","1995","Part Time","Rural Area","","","",""
"178","1995","Not Working","Urban Area","","","",""
"178","1995","Not Working","Rural Area","","","",""
"181","1995","Full Time","Urban Area","","","",""
"181","1995","Full Time","Rural Area","","","",""
"181","1995","Part Time","Urban Area","","","",""
"181","1995","Part Time","Rural Area","","","",""
"181","1995","Not Working","Urban Area","","","",""
"181","1995","Not Working","Rural Area","","","",""
"183","1995","Full Time","Urban Area","","","",""
"183","1995","Full Time","Rural Area","","","",""
"183","1995","Part Time","Urban Area","","","",""
"183","1995","Part Time","Rural Area","","","",""
"183","1995","Not Working","Urban Area","","","",""
"183","1995","Not Working","Rural Area","","","",""
"188","1995","Full Time","Urban Area","","","",""
"188","1995","Full Time","Rural Area","","","",""
"188","1995","Part Time","Urban Area","","","",""
"188","1995","Part Time","Rural Area","","","",""
"188","1995","Not Working","Urban Area","","","",""
"188","1995","Not Working","Rural Area","","","",""
"195","1995","Full Time","Urban Area","","","",""
"195","1995","Full Time","Rural Area","","","",""
"195","1995","Part Time","Urban Area","","","",""
"195","1995","Part Time","Rural Area","","","",""
"195","1995","Not Working","Urban Area","","","",""
"195","1995","Not Working","Rural Area","","","",""
"196","1995","Full Time","Urban Area","","","",""
"196","1995","Full Time","Rural Area","","","",""
"196","1995","Part Time","Urban Area","","","",""
"196","1995","Part Time","Rural Area","","","",""
"196","1995","Not Working","Urban Area","","","",""
"196","1995","Not Working","Rural Area","","","",""
"999","1995","Full Time","Urban Area","","","",""
"999","1995","Full Time","Rural Area","","","",""
"999","1995","Part Time","Urban Area","","","",""
"999","1995","Part Time","Rural Area","","","",""
"999","1995","Not Working","Urban Area","","","",""
"999","1995","Not Working","Rural Area","","","",""
"1","1996","Full Time","Urban Area","2983","0.891231731181784","0.881225248910182","0.901238213453387"
"1","1996","Full Time","Rural Area","1911","0.971090742972574","0.963809240706487","0.978372245238661"
"1","1996","Part Time","Urban Area","1390","0.871295119962204","0.855994137147037","0.88659610277737"
"1","1996","Part Time","Rural Area","802","0.958219383145615","0.944854461561957","0.971584304729273"
"1","1996","Not Working","Urban Area","2452","0.902571782461564","0.892184790112958","0.912958774810169"
"1","1996","Not Working","Rural Area","1460","0.975841216263721","0.968170147199225","0.983512285328216"
"2","1996","Full Time","Urban Area","246","0.0318626945178519","0.0262179442954694","0.0375074447402343"
"2","1996","Full Time","Rural Area","19","","",""
"2","1996","Part Time","Urban Area","159","0.042713294073606","0.0334739375387953","0.0519526506084166"
"2","1996","Part Time","Rural Area","9","","",""
"2","1996","Not Working","Urban Area","330","0.0398887657162262","0.0330339997475135","0.046743531684939"
"2","1996","Not Working","Rural Area","19","","",""
"3","1996","Full Time","Urban Area","159","0.0232992768136669","0.0184510048110319","0.028147548816302"
"3","1996","Full Time","Rural Area","40","0.0107807254995004","0.00629282834813419","0.0152686226508667"
"3","1996","Part Time","Urban Area","91","0.0261436101439235","0.0188529069573751","0.0334343133304719"
"3","1996","Part Time","Rural Area","15","","",""
"3","1996","Not Working","Urban Area","104","0.0166018367215027","0.0121262567389945","0.0210774167040109"
"3","1996","Not Working","Rural Area","18","","",""
"4","1996","Full Time","Urban Area","88","0.00710151119547099","0.00440276020512755","0.00980026218581444"
"4","1996","Full Time","Rural Area","17","","",""
"4","1996","Part Time","Urban Area","60","0.00999680524947282","0.0054512379370337","0.0145423725619119"
"4","1996","Part Time","Rural Area","12","","",""
"4","1996","Not Working","Urban Area","81","0.00490352221264216","0.00245675177172362","0.00735029265356071"
"4","1996","Not Working","Rural Area","13","","",""
"5","1996","Full Time","Urban Area","128","0.012715376719099","0.00911439593261046","0.0163163575055876"
"5","1996","Full Time","Rural Area","35","0.00596069941299197","0.00261549234947252","0.00930590647651142"
"5","1996","Part Time","Urban Area","77","0.0160248421719094","0.0102872704561054","0.0217624138877134"
"5","1996","Part Time","Rural Area","10","","",""
"5","1996","Not Working","Urban Area","91","0.00904701339316601","0.00573046988259962","0.0123635569037324"
"5","1996","Not Working","Rural Area","18","","",""
"6","1996","Full Time","Urban Area","57","0.00360944387980162","0.00168205233260141","0.00553683542700184"
"6","1996","Full Time","Rural Area","7","","",""
"6","1996","Part Time","Urban Area","31","0.00366887501651582","0.000906341937328885","0.00643140809570276"
"6","1996","Part Time","Rural Area","2","","",""
"6","1996","Not Working","Urban Area","25","","",""
"6","1996","Not Working","Rural Area","2","","",""
"10","1996","Full Time","Urban Area","10","","",""
"10","1996","Full Time","Rural Area","1","","",""
"10","1996","Part Time","Urban Area","6","","",""
"10","1996","Part Time","Rural Area","2","","",""
"10","1996","Not Working","Urban Area","5","","",""
"10","1996","Not Working","Rural Area","2","","",""
"11","1996","Full Time","Urban Area","6","","",""
"11","1996","Full Time","Rural Area","1","","",""
"11","1996","Part Time","Urban Area","1","","",""
"11","1996","Part Time","Rural Area","","","",""
"11","1996","Not Working","Urban Area","2","","",""
"11","1996","Not Working","Rural Area","","","",""
"12","1996","Full Time","Urban Area","7","","",""
"12","1996","Full Time","Rural Area","","","",""
"12","1996","Part Time","Urban Area","1","","",""
"12","1996","Part Time","Rural Area","","","",""
"12","1996","Not Working","Urban Area","4","","",""
"12","1996","Not Working","Rural Area","","","",""
"13","1996","Full Time","Urban Area","","","",""
"13","1996","Full Time","Rural Area","","","",""
"13","1996","Part Time","Urban Area","","","",""
"13","1996","Part Time","Rural Area","","","",""
"13","1996","Not Working","Urban Area","","","",""
"13","1996","Not Working","Rural Area","","","",""
"14","1996","Full Time","Urban Area","5","","",""
"14","1996","Full Time","Rural Area","","","",""
"14","1996","Part Time","Urban Area","2","","",""
"14","1996","Part Time","Rural Area","","","",""
"14","1996","Not Working","Urban Area","","","",""
"14","1996","Not Working","Rural Area","","","",""
"15","1996","Full Time","Urban Area","","","",""
"15","1996","Full Time","Rural Area","","","",""
"15","1996","Part Time","Urban Area","","","",""
"15","1996","Part Time","Rural Area","","","",""
"15","1996","Not Working","Urban Area","","","",""
"15","1996","Not Working","Rural Area","","","",""
"16","1996","Full Time","Urban Area","","","",""
"16","1996","Full Time","Rural Area","","","",""
"16","1996","Part Time","Urban Area","","","",""
"16","1996","Part Time","Rural Area","","","",""
"16","1996","Not Working","Urban Area","","","",""
"16","1996","Not Working","Rural Area","","","",""
"17","1996","Full Time","Urban Area","","","",""
"17","1996","Full Time","Rural Area","","","",""
"17","1996","Part Time","Urban Area","","","",""
"17","1996","Part Time","Rural Area","","","",""
"17","1996","Not Working","Urban Area","","","",""
"17","1996","Not Working","Rural Area","","","",""
"18","1996","Full Time","Urban Area","2","","",""
"18","1996","Full Time","Rural Area","1","","",""
"18","1996","Part Time","Urban Area","1","","",""
"18","1996","Part Time","Rural Area","","","",""
"18","1996","Not Working","Urban Area","1","","",""
"18","1996","Not Working","Rural Area","","","",""
"19","1996","Full Time","Urban Area","2","","",""
"19","1996","Full Time","Rural Area","1","","",""
"19","1996","Part Time","Urban Area","1","","",""
"19","1996","Part Time","Rural Area","","","",""
"19","1996","Not Working","Urban Area","","","",""
"19","1996","Not Working","Rural Area","2","","",""
"20","1996","Full Time","Urban Area","","","",""
"20","1996","Full Time","Rural Area","","","",""
"20","1996","Part Time","Urban Area","","","",""
"20","1996","Part Time","Rural Area","","","",""
"20","1996","Not Working","Urban Area","","","",""
"20","1996","Not Working","Rural Area","","","",""
"21","1996","Full Time","Urban Area","1","","",""
"21","1996","Full Time","Rural Area","","","",""
"21","1996","Part Time","Urban Area","1","","",""
"21","1996","Part Time","Rural Area","","","",""
"21","1996","Not Working","Urban Area","2","","",""
"21","1996","Not Working","Rural Area","","","",""
"22","1996","Full Time","Urban Area","2","","",""
"22","1996","Full Time","Rural Area","1","","",""
"22","1996","Part Time","Urban Area","4","","",""
"22","1996","Part Time","Rural Area","1","","",""
"22","1996","Not Working","Urban Area","8","","",""
"22","1996","Not Working","Rural Area","2","","",""
"23","1996","Full Time","Urban Area","","","",""
"23","1996","Full Time","Rural Area","","","",""
"23","1996","Part Time","Urban Area","","","",""
"23","1996","Part Time","Rural Area","","","",""
"23","1996","Not Working","Urban Area","","","",""
"23","1996","Not Working","Rural Area","1","","",""
"24","1996","Full Time","Urban Area","2","","",""
"24","1996","Full Time","Rural Area","","","",""
"24","1996","Part Time","Urban Area","","","",""
"24","1996","Part Time","Rural Area","","","",""
"24","1996","Not Working","Urban Area","4","","",""
"24","1996","Not Working","Rural Area","","","",""
"25","1996","Full Time","Urban Area","","","",""
"25","1996","Full Time","Rural Area","","","",""
"25","1996","Part Time","Urban Area","","","",""
"25","1996","Part Time","Rural Area","","","",""
"25","1996","Not Working","Urban Area","","","",""
"25","1996","Not Working","Rural Area","","","",""
"26","1996","Full Time","Urban Area","3","","",""
"26","1996","Full Time","Rural Area","","","",""
"26","1996","Part Time","Urban Area","1","","",""
"26","1996","Part Time","Rural Area","","","",""
"26","1996","Not Working","Urban Area","","","",""
"26","1996","Not Working","Rural Area","","","",""
"27","1996","Full Time","Urban Area","","","",""
"27","1996","Full Time","Rural Area","","","",""
"27","1996","Part Time","Urban Area","","","",""
"27","1996","Part Time","Rural Area","","","",""
"27","1996","Not Working","Urban Area","","","",""
"27","1996","Not Working","Rural Area","","","",""
"28","1996","Full Time","Urban Area","5","","",""
"28","1996","Full Time","Rural Area","","","",""
"28","1996","Part Time","Urban Area","2","","",""
"28","1996","Part Time","Rural Area","1","","",""
"28","1996","Not Working","Urban Area","1","","",""
"28","1996","Not Working","Rural Area","","","",""
"29","1996","Full Time","Urban Area","","","",""
"29","1996","Full Time","Rural Area","","","",""
"29","1996","Part Time","Urban Area","","","",""
"29","1996","Part Time","Rural Area","","","",""
"29","1996","Not Working","Urban Area","1","","",""
"29","1996","Not Working","Rural Area","","","",""
"30","1996","Full Time","Urban Area","","","",""
"30","1996","Full Time","Rural Area","","","",""
"30","1996","Part Time","Urban Area","","","",""
"30","1996","Part Time","Rural Area","","","",""
"30","1996","Not Working","Urban Area","","","",""
"30","1996","Not Working","Rural Area","","","",""
"31","1996","Full Time","Urban Area","1","","",""
"31","1996","Full Time","Rural Area","","","",""
"31","1996","Part Time","Urban Area","1","","",""
"31","1996","Part Time","Rural Area","1","","",""
"31","1996","Not Working","Urban Area","","","",""
"31","1996","Not Working","Rural Area","","","",""
"32","1996","Full Time","Urban Area","1","","",""
"32","1996","Full Time","Rural Area","","","",""
"32","1996","Part Time","Urban Area","1","","",""
"32","1996","Part Time","Rural Area","1","","",""
"32","1996","Not Working","Urban Area","2","","",""
"32","1996","Not Working","Rural Area","2","","",""
"34","1996","Full Time","Urban Area","","","",""
"34","1996","Full Time","Rural Area","","","",""
"34","1996","Part Time","Urban Area","","","",""
"34","1996","Part Time","Rural Area","","","",""
"34","1996","Not Working","Urban Area","","","",""
"34","1996","Not Working","Rural Area","","","",""
"35","1996","Full Time","Urban Area","","","",""
"35","1996","Full Time","Rural Area","","","",""
"35","1996","Part Time","Urban Area","","","",""
"35","1996","Part Time","Rural Area","","","",""
"35","1996","Not Working","Urban Area","1","","",""
"35","1996","Not Working","Rural Area","","","",""
"37","1996","Full Time","Urban Area","","","",""
"37","1996","Full Time","Rural Area","","","",""
"37","1996","Part Time","Urban Area","","","",""
"37","1996","Part Time","Rural Area","","","",""
"37","1996","Not Working","Urban Area","","","",""
"37","1996","Not Working","Rural Area","","","",""
"38","1996","Full Time","Urban Area","","","",""
"38","1996","Full Time","Rural Area","","","",""
"38","1996","Part Time","Urban Area","2","","",""
"38","1996","Part Time","Rural Area","","","",""
"38","1996","Not Working","Urban Area","2","","",""
"38","1996","Not Working","Rural Area","","","",""
"39","1996","Full Time","Urban Area","","","",""
"39","1996","Full Time","Rural Area","","","",""
"39","1996","Part Time","Urban Area","","","",""
"39","1996","Part Time","Rural Area","","","",""
"39","1996","Not Working","Urban Area","","","",""
"39","1996","Not Working","Rural Area","","","",""
"40","1996","Full Time","Urban Area","","","",""
"40","1996","Full Time","Rural Area","","","",""
"40","1996","Part Time","Urban Area","","","",""
"40","1996","Part Time","Rural Area","","","",""
"40","1996","Not Working","Urban Area","1","","",""
"40","1996","Not Working","Rural Area","","","",""
"41","1996","Full Time","Urban Area","","","",""
"41","1996","Full Time","Rural Area","","","",""
"41","1996","Part Time","Urban Area","","","",""
"41","1996","Part Time","Rural Area","","","",""
"41","1996","Not Working","Urban Area","","","",""
"41","1996","Not Working","Rural Area","","","",""
"42","1996","Full Time","Urban Area","","","",""
"42","1996","Full Time","Rural Area","","","",""
"42","1996","Part Time","Urban Area","","","",""
"42","1996","Part Time","Rural Area","","","",""
"42","1996","Not Working","Urban Area","","","",""
"42","1996","Not Working","Rural Area","","","",""
"43","1996","Full Time","Urban Area","","","",""
"43","1996","Full Time","Rural Area","","","",""
"43","1996","Part Time","Urban Area","","","",""
"43","1996","Part Time","Rural Area","","","",""
"43","1996","Not Working","Urban Area","","","",""
"43","1996","Not Working","Rural Area","","","",""
"44","1996","Full Time","Urban Area","","","",""
"44","1996","Full Time","Rural Area","","","",""
"44","1996","Part Time","Urban Area","","","",""
"44","1996","Part Time","Rural Area","","","",""
"44","1996","Not Working","Urban Area","","","",""
"44","1996","Not Working","Rural Area","","","",""
"45","1996","Full Time","Urban Area","","","",""
"45","1996","Full Time","Rural Area","","","",""
"45","1996","Part Time","Urban Area","","","",""
"45","1996","Part Time","Rural Area","","","",""
"45","1996","Not Working","Urban Area","","","",""
"45","1996","Not Working","Rural Area","","","",""
"46","1996","Full Time","Urban Area","","","",""
"46","1996","Full Time","Rural Area","","","",""
"46","1996","Part Time","Urban Area","","","",""
"46","1996","Part Time","Rural Area","","","",""
"46","1996","Not Working","Urban Area","","","",""
"46","1996","Not Working","Rural Area","","","",""
"47","1996","Full Time","Urban Area","","","",""
"47","1996","Full Time","Rural Area","","","",""
"47","1996","Part Time","Urban Area","","","",""
"47","1996","Part Time","Rural Area","","","",""
"47","1996","Not Working","Urban Area","","","",""
"47","1996","Not Working","Rural Area","","","",""
"48","1996","Full Time","Urban Area","","","",""
"48","1996","Full Time","Rural Area","","","",""
"48","1996","Part Time","Urban Area","","","",""
"48","1996","Part Time","Rural Area","","","",""
"48","1996","Not Working","Urban Area","","","",""
"48","1996","Not Working","Rural Area","","","",""
"49","1996","Full Time","Urban Area","","","",""
"49","1996","Full Time","Rural Area","","","",""
"49","1996","Part Time","Urban Area","","","",""
"49","1996","Part Time","Rural Area","","","",""
"49","1996","Not Working","Urban Area","1","","",""
"49","1996","Not Working","Rural Area","","","",""
"50","1996","Full Time","Urban Area","","","",""
"50","1996","Full Time","Rural Area","","","",""
"50","1996","Part Time","Urban Area","","","",""
"50","1996","Part Time","Rural Area","","","",""
"50","1996","Not Working","Urban Area","","","",""
"50","1996","Not Working","Rural Area","","","",""
"51","1996","Full Time","Urban Area","","","",""
"51","1996","Full Time","Rural Area","","","",""
"51","1996","Part Time","Urban Area","","","",""
"51","1996","Part Time","Rural Area","","","",""
"51","1996","Not Working","Urban Area","1","","",""
"51","1996","Not Working","Rural Area","","","",""
"52","1996","Full Time","Urban Area","","","",""
"52","1996","Full Time","Rural Area","","","",""
"52","1996","Part Time","Urban Area","","","",""
"52","1996","Part Time","Rural Area","","","",""
"52","1996","Not Working","Urban Area","","","",""
"52","1996","Not Working","Rural Area","","","",""
"53","1996","Full Time","Urban Area","","","",""
"53","1996","Full Time","Rural Area","","","",""
"53","1996","Part Time","Urban Area","1","","",""
"53","1996","Part Time","Rural Area","","","",""
"53","1996","Not Working","Urban Area","","","",""
"53","1996","Not Working","Rural Area","","","",""
"54","1996","Full Time","Urban Area","","","",""
"54","1996","Full Time","Rural Area","","","",""
"54","1996","Part Time","Urban Area","","","",""
"54","1996","Part Time","Rural Area","","","",""
"54","1996","Not Working","Urban Area","1","","",""
"54","1996","Not Working","Rural Area","","","",""
"55","1996","Full Time","Urban Area","","","",""
"55","1996","Full Time","Rural Area","","","",""
"55","1996","Part Time","Urban Area","1","","",""
"55","1996","Part Time","Rural Area","","","",""
"55","1996","Not Working","Urban Area","","","",""
"55","1996","Not Working","Rural Area","","","",""
"56","1996","Full Time","Urban Area","","","",""
"56","1996","Full Time","Rural Area","","","",""
"56","1996","Part Time","Urban Area","","","",""
"56","1996","Part Time","Rural Area","","","",""
"56","1996","Not Working","Urban Area","","","",""
"56","1996","Not Working","Rural Area","","","",""
"59","1996","Full Time","Urban Area","","","",""
"59","1996","Full Time","Rural Area","","","",""
"59","1996","Part Time","Urban Area","1","","",""
"59","1996","Part Time","Rural Area","","","",""
"59","1996","Not Working","Urban Area","","","",""
"59","1996","Not Working","Rural Area","","","",""
"60","1996","Full Time","Urban Area","","","",""
"60","1996","Full Time","Rural Area","","","",""
"60","1996","Part Time","Urban Area","","","",""
"60","1996","Part Time","Rural Area","","","",""
"60","1996","Not Working","Urban Area","","","",""
"60","1996","Not Working","Rural Area","","","",""
"61","1996","Full Time","Urban Area","","","",""
"61","1996","Full Time","Rural Area","","","",""
"61","1996","Part Time","Urban Area","","","",""
"61","1996","Part Time","Rural Area","","","",""
"61","1996","Not Working","Urban Area","","","",""
"61","1996","Not Working","Rural Area","","","",""
"64","1996","Full Time","Urban Area","","","",""
"64","1996","Full Time","Rural Area","","","",""
"64","1996","Part Time","Urban Area","","","",""
"64","1996","Part Time","Rural Area","","","",""
"64","1996","Not Working","Urban Area","","","",""
"64","1996","Not Working","Rural Area","","","",""
"65","1996","Full Time","Urban Area","","","",""
"65","1996","Full Time","Rural Area","","","",""
"65","1996","Part Time","Urban Area","","","",""
"65","1996","Part Time","Rural Area","","","",""
"65","1996","Not Working","Urban Area","","","",""
"65","1996","Not Working","Rural Area","","","",""
"66","1996","Full Time","Urban Area","","","",""
"66","1996","Full Time","Rural Area","","","",""
"66","1996","Part Time","Urban Area","","","",""
"66","1996","Part Time","Rural Area","","","",""
"66","1996","Not Working","Urban Area","","","",""
"66","1996","Not Working","Rural Area","","","",""
"67","1996","Full Time","Urban Area","","","",""
"67","1996","Full Time","Rural Area","","","",""
"67","1996","Part Time","Urban Area","","","",""
"67","1996","Part Time","Rural Area","","","",""
"67","1996","Not Working","Urban Area","","","",""
"67","1996","Not Working","Rural Area","","","",""
"68","1996","Full Time","Urban Area","1","","",""
"68","1996","Full Time","Rural Area","","","",""
"68","1996","Part Time","Urban Area","","","",""
"68","1996","Part Time","Rural Area","","","",""
"68","1996","Not Working","Urban Area","1","","",""
"68","1996","Not Working","Rural Area","","","",""
"71","1996","Full Time","Urban Area","","","",""
"71","1996","Full Time","Rural Area","","","",""
"71","1996","Part Time","Urban Area","","","",""
"71","1996","Part Time","Rural Area","","","",""
"71","1996","Not Working","Urban Area","","","",""
"71","1996","Not Working","Rural Area","","","",""
"72","1996","Full Time","Urban Area","","","",""
"72","1996","Full Time","Rural Area","","","",""
"72","1996","Part Time","Urban Area","1","","",""
"72","1996","Part Time","Rural Area","","","",""
"72","1996","Not Working","Urban Area","","","",""
"72","1996","Not Working","Rural Area","","","",""
"73","1996","Full Time","Urban Area","","","",""
"73","1996","Full Time","Rural Area","","","",""
"73","1996","Part Time","Urban Area","","","",""
"73","1996","Part Time","Rural Area","","","",""
