"pgnation","year","e11102","sampreg","n","percent","lower_confidence","upper_confidence"
"162","2003","Not Employed","West Germany","","","",""
"162","2003","Not Employed","East Germany","","","",""
"162","2003","Employed","West Germany","","","",""
"162","2003","Employed","East Germany","","","",""
"164","2003","Not Employed","West Germany","","","",""
"164","2003","Not Employed","East Germany","","","",""
"164","2003","Employed","West Germany","","","",""
"164","2003","Employed","East Germany","","","",""
"165","2003","Not Employed","West Germany","","","",""
"165","2003","Not Employed","East Germany","","","",""
"165","2003","Employed","West Germany","","","",""
"165","2003","Employed","East Germany","","","",""
"166","2003","Not Employed","West Germany","","","",""
"166","2003","Not Employed","East Germany","","","",""
"166","2003","Employed","West Germany","","","",""
"166","2003","Employed","East Germany","","","",""
"167","2003","Not Employed","West Germany","","","",""
"167","2003","Not Employed","East Germany","","","",""
"167","2003","Employed","West Germany","","","",""
"167","2003","Employed","East Germany","","","",""
"168","2003","Not Employed","West Germany","","","",""
"168","2003","Not Employed","East Germany","","","",""
"168","2003","Employed","West Germany","","","",""
"168","2003","Employed","East Germany","","","",""
"169","2003","Not Employed","West Germany","","","",""
"169","2003","Not Employed","East Germany","","","",""
"169","2003","Employed","West Germany","","","",""
"169","2003","Employed","East Germany","","","",""
"172","2003","Not Employed","West Germany","","","",""
"172","2003","Not Employed","East Germany","","","",""
"172","2003","Employed","West Germany","","","",""
"172","2003","Employed","East Germany","","","",""
"173","2003","Not Employed","West Germany","","","",""
"173","2003","Not Employed","East Germany","","","",""
"173","2003","Employed","West Germany","","","",""
"173","2003","Employed","East Germany","","","",""
"178","2003","Not Employed","West Germany","","","",""
"178","2003","Not Employed","East Germany","","","",""
"178","2003","Employed","West Germany","","","",""
"178","2003","Employed","East Germany","","","",""
"181","2003","Not Employed","West Germany","","","",""
"181","2003","Not Employed","East Germany","","","",""
"181","2003","Employed","West Germany","","","",""
"181","2003","Employed","East Germany","","","",""
"183","2003","Not Employed","West Germany","","","",""
"183","2003","Not Employed","East Germany","","","",""
"183","2003","Employed","West Germany","","","",""
"183","2003","Employed","East Germany","","","",""
"188","2003","Not Employed","West Germany","","","",""
"188","2003","Not Employed","East Germany","","","",""
"188","2003","Employed","West Germany","","","",""
"188","2003","Employed","East Germany","","","",""
"195","2003","Not Employed","West Germany","","","",""
"195","2003","Not Employed","East Germany","","","",""
"195","2003","Employed","West Germany","","","",""
"195","2003","Employed","East Germany","","","",""
"196","2003","Not Employed","West Germany","","","",""
"196","2003","Not Employed","East Germany","","","",""
"196","2003","Employed","West Germany","","","",""
"196","2003","Employed","East Germany","","","",""
"999","2003","Not Employed","West Germany","","","",""
"999","2003","Not Employed","East Germany","","","",""
"999","2003","Employed","West Germany","","","",""
"999","2003","Employed","East Germany","","","",""
"1","2004","Not Employed","West Germany","5411","0.901050749663485","0.893527949737261","0.908573549589708"
"1","2004","Not Employed","East Germany","2165","0.996362949257212","0.99383014464159","0.998895753872834"
"1","2004","Employed","West Germany","9452","0.898315901774105","0.892514535375037","0.904117268173174"
"1","2004","Employed","East Germany","3077","0.997522250772446","0.995767924055097","0.999276577489794"
"2","2004","Not Employed","West Germany","254","0.0340685188367246","0.0294981798014662","0.038638857871983"
"2","2004","Not Employed","East Germany","","","",""
"2","2004","Employed","West Germany","274","0.0274831509417418","0.0243450200115267","0.0306212818719569"
"2","2004","Employed","East Germany","","","",""
"3","2004","Not Employed","West Germany","39","0.00554107605708713","0.00367087149662053","0.00741128061755374"
"3","2004","Not Employed","East Germany","","","",""
"3","2004","Employed","West Germany","54","0.00537792971702926","0.00397406312969302","0.0067817963043655"
"3","2004","Employed","East Germany","","","",""
"4","2004","Not Employed","West Germany","48","0.00254841438895369","0.00127819257094233","0.00381863620696504"
"4","2004","Not Employed","East Germany","","","",""
"4","2004","Employed","West Germany","93","0.00465387096509464","0.00334744902460925","0.00596029290558002"
"4","2004","Employed","East Germany","","","",""
"5","2004","Not Employed","West Germany","89","0.0127293069321819","0.00990495290861447","0.0155536609557493"
"5","2004","Not Employed","East Germany","1","","",""
"5","2004","Employed","West Germany","174","0.0117164590389057","0.00965094476139045","0.013781973316421"
"5","2004","Employed","East Germany","","","",""
"6","2004","Not Employed","West Germany","18","","",""
"6","2004","Not Employed","East Germany","","","",""
"6","2004","Employed","West Germany","42","0.00265766227224292","0.00166942494440357","0.00364589960008227"
"6","2004","Employed","East Germany","","","",""
"10","2004","Not Employed","West Germany","22","","",""
"10","2004","Not Employed","East Germany","1","","",""
"10","2004","Employed","West Germany","31","0.00479457299178001","0.00346864308657237","0.00612050289698765"
"10","2004","Employed","East Germany","","","",""
"11","2004","Not Employed","West Germany","7","","",""
"11","2004","Not Employed","East Germany","","","",""
"11","2004","Employed","West Germany","12","","",""
"11","2004","Employed","East Germany","1","","",""
"12","2004","Not Employed","West Germany","","","",""
"12","2004","Not Employed","East Germany","","","",""
"12","2004","Employed","West Germany","","","",""
"12","2004","Employed","East Germany","","","",""
"13","2004","Not Employed","West Germany","2","","",""
"13","2004","Not Employed","East Germany","","","",""
"13","2004","Employed","West Germany","5","","",""
"13","2004","Employed","East Germany","","","",""
"14","2004","Not Employed","West Germany","6","","",""
"14","2004","Not Employed","East Germany","","","",""
"14","2004","Employed","West Germany","13","","",""
"14","2004","Employed","East Germany","1","","",""
"15","2004","Not Employed","West Germany","1","","",""
"15","2004","Not Employed","East Germany","","","",""
"15","2004","Employed","West Germany","","","",""
"15","2004","Employed","East Germany","","","",""
"16","2004","Not Employed","West Germany","","","",""
"16","2004","Not Employed","East Germany","","","",""
"16","2004","Employed","West Germany","","","",""
"16","2004","Employed","East Germany","","","",""
"17","2004","Not Employed","West Germany","1","","",""
"17","2004","Not Employed","East Germany","","","",""
"17","2004","Employed","West Germany","3","","",""
"17","2004","Employed","East Germany","","","",""
"18","2004","Not Employed","West Germany","4","","",""
"18","2004","Not Employed","East Germany","","","",""
"18","2004","Employed","West Germany","18","","",""
"18","2004","Employed","East Germany","","","",""
"19","2004","Not Employed","West Germany","1","","",""
"19","2004","Not Employed","East Germany","","","",""
"19","2004","Employed","West Germany","5","","",""
"19","2004","Employed","East Germany","","","",""
"20","2004","Not Employed","West Germany","","","",""
"20","2004","Not Employed","East Germany","","","",""
"20","2004","Employed","West Germany","1","","",""
"20","2004","Employed","East Germany","","","",""
"21","2004","Not Employed","West Germany","3","","",""
"21","2004","Not Employed","East Germany","","","",""
"21","2004","Employed","West Germany","1","","",""
"21","2004","Employed","East Germany","","","",""
"22","2004","Not Employed","West Germany","8","","",""
"22","2004","Not Employed","East Germany","1","","",""
"22","2004","Employed","West Germany","19","","",""
"22","2004","Employed","East Germany","1","","",""
"23","2004","Not Employed","West Germany","","","",""
"23","2004","Not Employed","East Germany","","","",""
"23","2004","Employed","West Germany","","","",""
"23","2004","Employed","East Germany","","","",""
"24","2004","Not Employed","West Germany","3","","",""
"24","2004","Not Employed","East Germany","","","",""
"24","2004","Employed","West Germany","3","","",""
"24","2004","Employed","East Germany","","","",""
"25","2004","Not Employed","West Germany","","","",""
"25","2004","Not Employed","East Germany","","","",""
"25","2004","Employed","West Germany","1","","",""
"25","2004","Employed","East Germany","","","",""
"26","2004","Not Employed","West Germany","2","","",""
"26","2004","Not Employed","East Germany","","","",""
"26","2004","Employed","West Germany","8","","",""
"26","2004","Employed","East Germany","","","",""
"27","2004","Not Employed","West Germany","1","","",""
"27","2004","Not Employed","East Germany","","","",""
"27","2004","Employed","West Germany","","","",""
"27","2004","Employed","East Germany","","","",""
"28","2004","Not Employed","West Germany","","","",""
"28","2004","Not Employed","East Germany","","","",""
"28","2004","Employed","West Germany","13","","",""
"28","2004","Employed","East Germany","","","",""
"29","2004","Not Employed","West Germany","","","",""
"29","2004","Not Employed","East Germany","","","",""
"29","2004","Employed","West Germany","1","","",""
"29","2004","Employed","East Germany","","","",""
"30","2004","Not Employed","West Germany","","","",""
"30","2004","Not Employed","East Germany","","","",""
"30","2004","Employed","West Germany","","","",""
"30","2004","Employed","East Germany","","","",""
"31","2004","Not Employed","West Germany","","","",""
"31","2004","Not Employed","East Germany","","","",""
"31","2004","Employed","West Germany","4","","",""
"31","2004","Employed","East Germany","","","",""
"32","2004","Not Employed","West Germany","6","","",""
"32","2004","Not Employed","East Germany","","","",""
"32","2004","Employed","West Germany","13","","",""
"32","2004","Employed","East Germany","1","","",""
"34","2004","Not Employed","West Germany","","","",""
"34","2004","Not Employed","East Germany","","","",""
"34","2004","Employed","West Germany","","","",""
