"pgnation","year","e11102","e11103","n","percent","lower_confidence","upper_confidence"
"131","1984","Employed","Full Time","","","",""
"131","1984","Employed","Part Time","","","",""
"131","1984","Employed","Not Working","","","",""
"132","1984","Not Employed","Full Time","","","",""
"132","1984","Not Employed","Part Time","","","",""
"132","1984","Not Employed","Not Working","","","",""
"132","1984","Employed","Full Time","","","",""
"132","1984","Employed","Part Time","","","",""
"132","1984","Employed","Not Working","","","",""
"133","1984","Not Employed","Full Time","","","",""
"133","1984","Not Employed","Part Time","","","",""
"133","1984","Not Employed","Not Working","","","",""
"133","1984","Employed","Full Time","","","",""
"133","1984","Employed","Part Time","","","",""
"133","1984","Employed","Not Working","","","",""
"135","1984","Not Employed","Full Time","","","",""
"135","1984","Not Employed","Part Time","","","",""
"135","1984","Not Employed","Not Working","","","",""
"135","1984","Employed","Full Time","","","",""
"135","1984","Employed","Part Time","","","",""
"135","1984","Employed","Not Working","","","",""
"138","1984","Not Employed","Full Time","","","",""
"138","1984","Not Employed","Part Time","","","",""
"138","1984","Not Employed","Not Working","","","",""
"138","1984","Employed","Full Time","","","",""
"138","1984","Employed","Part Time","","","",""
"138","1984","Employed","Not Working","","","",""
"139","1984","Not Employed","Full Time","","","",""
"139","1984","Not Employed","Part Time","","","",""
"139","1984","Not Employed","Not Working","","","",""
"139","1984","Employed","Full Time","","","",""
"139","1984","Employed","Part Time","","","",""
"139","1984","Employed","Not Working","","","",""
"140","1984","Not Employed","Full Time","","","",""
"140","1984","Not Employed","Part Time","","","",""
"140","1984","Not Employed","Not Working","","","",""
"140","1984","Employed","Full Time","","","",""
"140","1984","Employed","Part Time","","","",""
"140","1984","Employed","Not Working","","","",""
"141","1984","Not Employed","Full Time","","","",""
"141","1984","Not Employed","Part Time","","","",""
"141","1984","Not Employed","Not Working","","","",""
"141","1984","Employed","Full Time","","","",""
"141","1984","Employed","Part Time","","","",""
"141","1984","Employed","Not Working","","","",""
"142","1984","Not Employed","Full Time","","","",""
"142","1984","Not Employed","Part Time","","","",""
"142","1984","Not Employed","Not Working","","","",""
"142","1984","Employed","Full Time","","","",""
"142","1984","Employed","Part Time","","","",""
"142","1984","Employed","Not Working","","","",""
"143","1984","Not Employed","Full Time","","","",""
"143","1984","Not Employed","Part Time","","","",""
"143","1984","Not Employed","Not Working","","","",""
"143","1984","Employed","Full Time","","","",""
"143","1984","Employed","Part Time","","","",""
"143","1984","Employed","Not Working","","","",""
"144","1984","Not Employed","Full Time","","","",""
"144","1984","Not Employed","Part Time","","","",""
"144","1984","Not Employed","Not Working","","","",""
"144","1984","Employed","Full Time","","","",""
"144","1984","Employed","Part Time","","","",""
"144","1984","Employed","Not Working","","","",""
"145","1984","Not Employed","Full Time","","","",""
"145","1984","Not Employed","Part Time","","","",""
"145","1984","Not Employed","Not Working","","","",""
"145","1984","Employed","Full Time","","","",""
"145","1984","Employed","Part Time","","","",""
"145","1984","Employed","Not Working","","","",""
"146","1984","Not Employed","Full Time","","","",""
"146","1984","Not Employed","Part Time","","","",""
"146","1984","Not Employed","Not Working","","","",""
"146","1984","Employed","Full Time","","","",""
"146","1984","Employed","Part Time","","","",""
"146","1984","Employed","Not Working","","","",""
"147","1984","Not Employed","Full Time","","","",""
"147","1984","Not Employed","Part Time","","","",""
"147","1984","Not Employed","Not Working","","","",""
"147","1984","Employed","Full Time","","","",""
"147","1984","Employed","Part Time","","","",""
"147","1984","Employed","Not Working","","","",""
"148","1984","Not Employed","Full Time","","","",""
"148","1984","Not Employed","Part Time","","","",""
"148","1984","Not Employed","Not Working","","","",""
"148","1984","Employed","Full Time","","","",""
"148","1984","Employed","Part Time","","","",""
"148","1984","Employed","Not Working","","","",""
"149","1984","Not Employed","Full Time","","","",""
"149","1984","Not Employed","Part Time","","","",""
"149","1984","Not Employed","Not Working","","","",""
"149","1984","Employed","Full Time","","","",""
"149","1984","Employed","Part Time","","","",""
"149","1984","Employed","Not Working","","","",""
"151","1984","Not Employed","Full Time","","","",""
"151","1984","Not Employed","Part Time","","","",""
"151","1984","Not Employed","Not Working","","","",""
"151","1984","Employed","Full Time","","","",""
"151","1984","Employed","Part Time","","","",""
"151","1984","Employed","Not Working","","","",""
"152","1984","Not Employed","Full Time","","","",""
"152","1984","Not Employed","Part Time","","","",""
"152","1984","Not Employed","Not Working","","","",""
"152","1984","Employed","Full Time","","","",""
"152","1984","Employed","Part Time","","","",""
"152","1984","Employed","Not Working","","","",""
"154","1984","Not Employed","Full Time","","","",""
"154","1984","Not Employed","Part Time","","","",""
"154","1984","Not Employed","Not Working","","","",""
"154","1984","Employed","Full Time","","","",""
"154","1984","Employed","Part Time","","","",""
"154","1984","Employed","Not Working","","","",""
"155","1984","Not Employed","Full Time","","","",""
"155","1984","Not Employed","Part Time","","","",""
"155","1984","Not Employed","Not Working","","","",""
"155","1984","Employed","Full Time","","","",""
"155","1984","Employed","Part Time","","","",""
"155","1984","Employed","Not Working","","","",""
"156","1984","Not Employed","Full Time","","","",""
"156","1984","Not Employed","Part Time","","","",""
"156","1984","Not Employed","Not Working","","","",""
"156","1984","Employed","Full Time","","","",""
"156","1984","Employed","Part Time","","","",""
"156","1984","Employed","Not Working","","","",""
"158","1984","Not Employed","Full Time","","","",""
"158","1984","Not Employed","Part Time","","","",""
"158","1984","Not Employed","Not Working","","","",""
"158","1984","Employed","Full Time","","","",""
"158","1984","Employed","Part Time","","","",""
"158","1984","Employed","Not Working","","","",""
"162","1984","Not Employed","Full Time","","","",""
"162","1984","Not Employed","Part Time","","","",""
"162","1984","Not Employed","Not Working","","","",""
"162","1984","Employed","Full Time","","","",""
"162","1984","Employed","Part Time","","","",""
"162","1984","Employed","Not Working","","","",""
"164","1984","Not Employed","Full Time","","","",""
"164","1984","Not Employed","Part Time","","","",""
"164","1984","Not Employed","Not Working","","","",""
"164","1984","Employed","Full Time","","","",""
"164","1984","Employed","Part Time","","","",""
"164","1984","Employed","Not Working","","","",""
"165","1984","Not Employed","Full Time","","","",""
"165","1984","Not Employed","Part Time","","","",""
"165","1984","Not Employed","Not Working","","","",""
"165","1984","Employed","Full Time","","","",""
"165","1984","Employed","Part Time","","","",""
"165","1984","Employed","Not Working","","","",""
"166","1984","Not Employed","Full Time","","","",""
"166","1984","Not Employed","Part Time","","","",""
"166","1984","Not Employed","Not Working","","","",""
"166","1984","Employed","Full Time","","","",""
"166","1984","Employed","Part Time","","","",""
"166","1984","Employed","Not Working","","","",""
"167","1984","Not Employed","Full Time","","","",""
"167","1984","Not Employed","Part Time","","","",""
"167","1984","Not Employed","Not Working","","","",""
"167","1984","Employed","Full Time","","","",""
"167","1984","Employed","Part Time","","","",""
"167","1984","Employed","Not Working","","","",""
"168","1984","Not Employed","Full Time","","","",""
"168","1984","Not Employed","Part Time","","","",""
"168","1984","Not Employed","Not Working","","","",""
"168","1984","Employed","Full Time","","","",""
"168","1984","Employed","Part Time","","","",""
"168","1984","Employed","Not Working","","","",""
"169","1984","Not Employed","Full Time","","","",""
"169","1984","Not Employed","Part Time","","","",""
"169","1984","Not Employed","Not Working","","","",""
"169","1984","Employed","Full Time","","","",""
"169","1984","Employed","Part Time","","","",""
"169","1984","Employed","Not Working","","","",""
"172","1984","Not Employed","Full Time","","","",""
"172","1984","Not Employed","Part Time","","","",""
"172","1984","Not Employed","Not Working","","","",""
"172","1984","Employed","Full Time","","","",""
"172","1984","Employed","Part Time","","","",""
"172","1984","Employed","Not Working","","","",""
"173","1984","Not Employed","Full Time","","","",""
"173","1984","Not Employed","Part Time","","","",""
"173","1984","Not Employed","Not Working","","","",""
"173","1984","Employed","Full Time","","","",""
"173","1984","Employed","Part Time","","","",""
"173","1984","Employed","Not Working","","","",""
"178","1984","Not Employed","Full Time","","","",""
"178","1984","Not Employed","Part Time","","","",""
"178","1984","Not Employed","Not Working","","","",""
"178","1984","Employed","Full Time","","","",""
"178","1984","Employed","Part Time","","","",""
"178","1984","Employed","Not Working","","","",""
"181","1984","Not Employed","Full Time","","","",""
"181","1984","Not Employed","Part Time","","","",""
"181","1984","Not Employed","Not Working","","","",""
"181","1984","Employed","Full Time","","","",""
"181","1984","Employed","Part Time","","","",""
"181","1984","Employed","Not Working","","","",""
"183","1984","Not Employed","Full Time","","","",""
"183","1984","Not Employed","Part Time","","","",""
"183","1984","Not Employed","Not Working","","","",""
"183","1984","Employed","Full Time","","","",""
"183","1984","Employed","Part Time","","","",""
"183","1984","Employed","Not Working","","","",""
"188","1984","Not Employed","Full Time","","","",""
"188","1984","Not Employed","Part Time","","","",""
"188","1984","Not Employed","Not Working","","","",""
"188","1984","Employed","Full Time","","","",""
"188","1984","Employed","Part Time","","","",""
"188","1984","Employed","Not Working","","","",""
"195","1984","Not Employed","Full Time","","","",""
"195","1984","Not Employed","Part Time","","","",""
"195","1984","Not Employed","Not Working","","","",""
"195","1984","Employed","Full Time","","","",""
"195","1984","Employed","Part Time","","","",""
"195","1984","Employed","Not Working","","","",""
"196","1984","Not Employed","Full Time","","","",""
"196","1984","Not Employed","Part Time","","","",""
"196","1984","Not Employed","Not Working","","","",""
"196","1984","Employed","Full Time","","","",""
"196","1984","Employed","Part Time","","","",""
"196","1984","Employed","Not Working","","","",""
"999","1984","Not Employed","Full Time","","","",""
"999","1984","Not Employed","Part Time","","","",""
"999","1984","Not Employed","Not Working","","","",""
"999","1984","Employed","Full Time","","","",""
"999","1984","Employed","Part Time","","","",""
"999","1984","Employed","Not Working","","","",""
"1","1985","Not Employed","Full Time","","","",""
"1","1985","Not Employed","Part Time","","","",""
"1","1985","Not Employed","Not Working","3418","0.955902853896285","0.949717905540046","0.962087802252524"
"1","1985","Employed","Full Time","3483","0.918110283508899","0.910499417719419","0.925721149298379"
"1","1985","Employed","Part Time","1458","0.933436369117766","0.92213267189955","0.944740066335983"
"1","1985","Employed","Not Working","","","",""
"2","1985","Not Employed","Full Time","","","",""
"2","1985","Not Employed","Part Time","","","",""
"2","1985","Not Employed","Not Working","328","0.0167418308191008","0.0128767443625102","0.0206069172756915"
