"pgnation","year","e11102","e11103","n","percent","lower_confidence","upper_confidence"
"6","1991","Employed","Part Time","29","","",""
"6","1991","Employed","Not Working","","","",""
"10","1991","Not Employed","Full Time","","","",""
"10","1991","Not Employed","Part Time","","","",""
"10","1991","Not Employed","Not Working","2","","",""
"10","1991","Employed","Full Time","11","","",""
"10","1991","Employed","Part Time","10","","",""
"10","1991","Employed","Not Working","","","",""
"11","1991","Not Employed","Full Time","","","",""
"11","1991","Not Employed","Part Time","","","",""
"11","1991","Not Employed","Not Working","1","","",""
"11","1991","Employed","Full Time","4","","",""
"11","1991","Employed","Part Time","1","","",""
"11","1991","Employed","Not Working","","","",""
"12","1991","Not Employed","Full Time","","","",""
"12","1991","Not Employed","Part Time","","","",""
"12","1991","Not Employed","Not Working","5","","",""
"12","1991","Employed","Full Time","2","","",""
"12","1991","Employed","Part Time","1","","",""
"12","1991","Employed","Not Working","","","",""
"13","1991","Not Employed","Full Time","","","",""
"13","1991","Not Employed","Part Time","","","",""
"13","1991","Not Employed","Not Working","","","",""
"13","1991","Employed","Full Time","1","","",""
"13","1991","Employed","Part Time","","","",""
"13","1991","Employed","Not Working","","","",""
"14","1991","Not Employed","Full Time","","","",""
"14","1991","Not Employed","Part Time","","","",""
"14","1991","Not Employed","Not Working","","","",""
"14","1991","Employed","Full Time","5","","",""
"14","1991","Employed","Part Time","1","","",""
"14","1991","Employed","Not Working","","","",""
"15","1991","Not Employed","Full Time","","","",""
"15","1991","Not Employed","Part Time","","","",""
"15","1991","Not Employed","Not Working","","","",""
"15","1991","Employed","Full Time","","","",""
"15","1991","Employed","Part Time","","","",""
"15","1991","Employed","Not Working","","","",""
"16","1991","Not Employed","Full Time","","","",""
"16","1991","Not Employed","Part Time","","","",""
"16","1991","Not Employed","Not Working","","","",""
"16","1991","Employed","Full Time","","","",""
"16","1991","Employed","Part Time","","","",""
"16","1991","Employed","Not Working","","","",""
"17","1991","Not Employed","Full Time","","","",""
"17","1991","Not Employed","Part Time","","","",""
"17","1991","Not Employed","Not Working","","","",""
"17","1991","Employed","Full Time","","","",""
"17","1991","Employed","Part Time","","","",""
"17","1991","Employed","Not Working","","","",""
"18","1991","Not Employed","Full Time","","","",""
"18","1991","Not Employed","Part Time","","","",""
"18","1991","Not Employed","Not Working","1","","",""
"18","1991","Employed","Full Time","3","","",""
"18","1991","Employed","Part Time","1","","",""
"18","1991","Employed","Not Working","","","",""
"19","1991","Not Employed","Full Time","","","",""
"19","1991","Not Employed","Part Time","","","",""
"19","1991","Not Employed","Not Working","1","","",""
"19","1991","Employed","Full Time","2","","",""
"19","1991","Employed","Part Time","","","",""
"19","1991","Employed","Not Working","","","",""
"20","1991","Not Employed","Full Time","","","",""
"20","1991","Not Employed","Part Time","","","",""
"20","1991","Not Employed","Not Working","1","","",""
"20","1991","Employed","Full Time","","","",""
"20","1991","Employed","Part Time","","","",""
"20","1991","Employed","Not Working","","","",""
"21","1991","Not Employed","Full Time","","","",""
"21","1991","Not Employed","Part Time","","","",""
"21","1991","Not Employed","Not Working","","","",""
"21","1991","Employed","Full Time","","","",""
"21","1991","Employed","Part Time","","","",""
"21","1991","Employed","Not Working","","","",""
"22","1991","Not Employed","Full Time","","","",""
"22","1991","Not Employed","Part Time","","","",""
"22","1991","Not Employed","Not Working","2","","",""
"22","1991","Employed","Full Time","3","","",""
"22","1991","Employed","Part Time","","","",""
"22","1991","Employed","Not Working","","","",""
"23","1991","Not Employed","Full Time","","","",""
"23","1991","Not Employed","Part Time","","","",""
"23","1991","Not Employed","Not Working","","","",""
"23","1991","Employed","Full Time","","","",""
"23","1991","Employed","Part Time","","","",""
"23","1991","Employed","Not Working","","","",""
"24","1991","Not Employed","Full Time","","","",""
"24","1991","Not Employed","Part Time","","","",""
"24","1991","Not Employed","Not Working","1","","",""
"24","1991","Employed","Full Time","1","","",""
"24","1991","Employed","Part Time","","","",""
"24","1991","Employed","Not Working","","","",""
"25","1991","Not Employed","Full Time","","","",""
"25","1991","Not Employed","Part Time","","","",""
"25","1991","Not Employed","Not Working","","","",""
"25","1991","Employed","Full Time","","","",""
"25","1991","Employed","Part Time","","","",""
"25","1991","Employed","Not Working","","","",""
"26","1991","Not Employed","Full Time","","","",""
"26","1991","Not Employed","Part Time","","","",""
"26","1991","Not Employed","Not Working","","","",""
"26","1991","Employed","Full Time","2","","",""
"26","1991","Employed","Part Time","","","",""
"26","1991","Employed","Not Working","","","",""
"27","1991","Not Employed","Full Time","","","",""
"27","1991","Not Employed","Part Time","","","",""
"27","1991","Not Employed","Not Working","","","",""
"27","1991","Employed","Full Time","","","",""
"27","1991","Employed","Part Time","","","",""
"27","1991","Employed","Not Working","","","",""
"28","1991","Not Employed","Full Time","","","",""
"28","1991","Not Employed","Part Time","","","",""
"28","1991","Not Employed","Not Working","","","",""
"28","1991","Employed","Full Time","","","",""
"28","1991","Employed","Part Time","","","",""
"28","1991","Employed","Not Working","","","",""
"29","1991","Not Employed","Full Time","","","",""
"29","1991","Not Employed","Part Time","","","",""
"29","1991","Not Employed","Not Working","","","",""
"29","1991","Employed","Full Time","","","",""
"29","1991","Employed","Part Time","1","","",""
"29","1991","Employed","Not Working","","","",""
"30","1991","Not Employed","Full Time","","","",""
"30","1991","Not Employed","Part Time","","","",""
"30","1991","Not Employed","Not Working","","","",""
"30","1991","Employed","Full Time","","","",""
"30","1991","Employed","Part Time","","","",""
"30","1991","Employed","Not Working","","","",""
"31","1991","Not Employed","Full Time","","","",""
"31","1991","Not Employed","Part Time","","","",""
"31","1991","Not Employed","Not Working","","","",""
"31","1991","Employed","Full Time","","","",""
"31","1991","Employed","Part Time","2","","",""
"31","1991","Employed","Not Working","","","",""
"32","1991","Not Employed","Full Time","","","",""
"32","1991","Not Employed","Part Time","","","",""
"32","1991","Not Employed","Not Working","1","","",""
"32","1991","Employed","Full Time","","","",""
"32","1991","Employed","Part Time","","","",""
"32","1991","Employed","Not Working","","","",""
"34","1991","Not Employed","Full Time","","","",""
"34","1991","Not Employed","Part Time","","","",""
"34","1991","Not Employed","Not Working","","","",""
"34","1991","Employed","Full Time","","","",""
"34","1991","Employed","Part Time","","","",""
"34","1991","Employed","Not Working","","","",""
"35","1991","Not Employed","Full Time","","","",""
"35","1991","Not Employed","Part Time","","","",""
"35","1991","Not Employed","Not Working","","","",""
"35","1991","Employed","Full Time","","","",""
"35","1991","Employed","Part Time","","","",""
"35","1991","Employed","Not Working","","","",""
"36","1991","Not Employed","Full Time","","","",""
"36","1991","Not Employed","Part Time","","","",""
"36","1991","Not Employed","Not Working","","","",""
"36","1991","Employed","Full Time","","","",""
"36","1991","Employed","Part Time","","","",""
"36","1991","Employed","Not Working","","","",""
"37","1991","Not Employed","Full Time","","","",""
"37","1991","Not Employed","Part Time","","","",""
"37","1991","Not Employed","Not Working","","","",""
"37","1991","Employed","Full Time","","","",""
"37","1991","Employed","Part Time","","","",""
"37","1991","Employed","Not Working","","","",""
"38","1991","Not Employed","Full Time","","","",""
"38","1991","Not Employed","Part Time","","","",""
"38","1991","Not Employed","Not Working","1","","",""
"38","1991","Employed","Full Time","","","",""
"38","1991","Employed","Part Time","","","",""
"38","1991","Employed","Not Working","","","",""
"39","1991","Not Employed","Full Time","","","",""
"39","1991","Not Employed","Part Time","","","",""
"39","1991","Not Employed","Not Working","","","",""
"39","1991","Employed","Full Time","","","",""
"39","1991","Employed","Part Time","","","",""
"39","1991","Employed","Not Working","","","",""
"40","1991","Not Employed","Full Time","","","",""
"40","1991","Not Employed","Part Time","","","",""
"40","1991","Not Employed","Not Working","","","",""
"40","1991","Employed","Full Time","","","",""
"40","1991","Employed","Part Time","","","",""
"40","1991","Employed","Not Working","","","",""
"41","1991","Not Employed","Full Time","","","",""
"41","1991","Not Employed","Part Time","","","",""
"41","1991","Not Employed","Not Working","","","",""
"41","1991","Employed","Full Time","","","",""
"41","1991","Employed","Part Time","2","","",""
"41","1991","Employed","Not Working","","","",""
"42","1991","Not Employed","Full Time","","","",""
"42","1991","Not Employed","Part Time","","","",""
"42","1991","Not Employed","Not Working","","","",""
"42","1991","Employed","Full Time","","","",""
"42","1991","Employed","Part Time","","","",""
"42","1991","Employed","Not Working","","","",""
"43","1991","Not Employed","Full Time","","","",""
"43","1991","Not Employed","Part Time","","","",""
"43","1991","Not Employed","Not Working","","","",""
"43","1991","Employed","Full Time","","","",""
"43","1991","Employed","Part Time","","","",""
"43","1991","Employed","Not Working","","","",""
"44","1991","Not Employed","Full Time","","","",""
"44","1991","Not Employed","Part Time","","","",""
"44","1991","Not Employed","Not Working","","","",""
"44","1991","Employed","Full Time","","","",""
"44","1991","Employed","Part Time","","","",""
"44","1991","Employed","Not Working","","","",""
"45","1991","Not Employed","Full Time","","","",""
"45","1991","Not Employed","Part Time","","","",""
"45","1991","Not Employed","Not Working","","","",""
"45","1991","Employed","Full Time","","","",""
"45","1991","Employed","Part Time","","","",""
"45","1991","Employed","Not Working","","","",""
"46","1991","Not Employed","Full Time","","","",""
"46","1991","Not Employed","Part Time","","","",""
"46","1991","Not Employed","Not Working","","","",""
"46","1991","Employed","Full Time","","","",""
"46","1991","Employed","Part Time","","","",""
"46","1991","Employed","Not Working","","","",""
"47","1991","Not Employed","Full Time","","","",""
"47","1991","Not Employed","Part Time","","","",""
"47","1991","Not Employed","Not Working","","","",""
"47","1991","Employed","Full Time","","","",""
"47","1991","Employed","Part Time","","","",""
"47","1991","Employed","Not Working","","","",""
"48","1991","Not Employed","Full Time","","","",""
"48","1991","Not Employed","Part Time","","","",""
"48","1991","Not Employed","Not Working","","","",""
"48","1991","Employed","Full Time","","","",""
"48","1991","Employed","Part Time","","","",""
"48","1991","Employed","Not Working","","","",""
"49","1991","Not Employed","Full Time","","","",""
"49","1991","Not Employed","Part Time","","","",""
"49","1991","Not Employed","Not Working","","","",""
"49","1991","Employed","Full Time","1","","",""
"49","1991","Employed","Part Time","","","",""
"49","1991","Employed","Not Working","","","",""
"50","1991","Not Employed","Full Time","","","",""
"50","1991","Not Employed","Part Time","","","",""
"50","1991","Not Employed","Not Working","","","",""
"50","1991","Employed","Full Time","1","","",""
"50","1991","Employed","Part Time","","","",""
"50","1991","Employed","Not Working","","","",""
"51","1991","Not Employed","Full Time","","","",""
"51","1991","Not Employed","Part Time","","","",""
"51","1991","Not Employed","Not Working","","","",""
"51","1991","Employed","Full Time","1","","",""
"51","1991","Employed","Part Time","","","",""
"51","1991","Employed","Not Working","","","",""
"52","1991","Not Employed","Full Time","","","",""
"52","1991","Not Employed","Part Time","","","",""
"52","1991","Not Employed","Not Working","","","",""
"52","1991","Employed","Full Time","","","",""
"52","1991","Employed","Part Time","1","","",""
"52","1991","Employed","Not Working","","","",""
"53","1991","Not Employed","Full Time","","","",""
"53","1991","Not Employed","Part Time","","","",""
"53","1991","Not Employed","Not Working","","","",""
"53","1991","Employed","Full Time","","","",""
"53","1991","Employed","Part Time","","","",""
"53","1991","Employed","Not Working","","","",""
"54","1991","Not Employed","Full Time","","","",""
"54","1991","Not Employed","Part Time","","","",""
"54","1991","Not Employed","Not Working","","","",""
"54","1991","Employed","Full Time","","","",""
"54","1991","Employed","Part Time","","","",""
"54","1991","Employed","Not Working","","","",""
"55","1991","Not Employed","Full Time","","","",""
"55","1991","Not Employed","Part Time","","","",""
"55","1991","Not Employed","Not Working","","","",""
"55","1991","Employed","Full Time","","","",""
"55","1991","Employed","Part Time","","","",""
"55","1991","Employed","Not Working","","","",""
"56","1991","Not Employed","Full Time","","","",""
"56","1991","Not Employed","Part Time","","","",""
"56","1991","Not Employed","Not Working","","","",""
"56","1991","Employed","Full Time","","","",""
"56","1991","Employed","Part Time","","","",""
"56","1991","Employed","Not Working","","","",""
"59","1991","Not Employed","Full Time","","","",""
"59","1991","Not Employed","Part Time","","","",""
"59","1991","Not Employed","Not Working","","","",""
"59","1991","Employed","Full Time","","","",""
"59","1991","Employed","Part Time","","","",""
"59","1991","Employed","Not Working","","","",""
"60","1991","Not Employed","Full Time","","","",""
"60","1991","Not Employed","Part Time","","","",""
"60","1991","Not Employed","Not Working","","","",""
"60","1991","Employed","Full Time","","","",""
"60","1991","Employed","Part Time","","","",""
"60","1991","Employed","Not Working","","","",""
"61","1991","Not Employed","Full Time","","","",""
"61","1991","Not Employed","Part Time","","","",""
"61","1991","Not Employed","Not Working","","","",""
"61","1991","Employed","Full Time","","","",""
"61","1991","Employed","Part Time","","","",""
"61","1991","Employed","Not Working","","","",""
"64","1991","Not Employed","Full Time","","","",""
"64","1991","Not Employed","Part Time","","","",""
"64","1991","Not Employed","Not Working","","","",""
"64","1991","Employed","Full Time","","","",""
"64","1991","Employed","Part Time","","","",""
"64","1991","Employed","Not Working","","","",""
"65","1991","Not Employed","Full Time","","","",""
"65","1991","Not Employed","Part Time","","","",""
"65","1991","Not Employed","Not Working","","","",""
"65","1991","Employed","Full Time","","","",""
"65","1991","Employed","Part Time","","","",""
"65","1991","Employed","Not Working","","","",""
"66","1991","Not Employed","Full Time","","","",""
"66","1991","Not Employed","Part Time","","","",""
"66","1991","Not Employed","Not Working","","","",""
"66","1991","Employed","Full Time","","","",""
"66","1991","Employed","Part Time","","","",""
"66","1991","Employed","Not Working","","","",""
"67","1991","Not Employed","Full Time","","","",""
"67","1991","Not Employed","Part Time","","","",""
"67","1991","Not Employed","Not Working","","","",""
"67","1991","Employed","Full Time","","","",""
"67","1991","Employed","Part Time","","","",""
"67","1991","Employed","Not Working","","","",""
"68","1991","Not Employed","Full Time","","","",""
"68","1991","Not Employed","Part Time","","","",""
"68","1991","Not Employed","Not Working","","","",""
"68","1991","Employed","Full Time","","","",""
"68","1991","Employed","Part Time","","","",""
"68","1991","Employed","Not Working","","","",""
"71","1991","Not Employed","Full Time","","","",""
"71","1991","Not Employed","Part Time","","","",""
"71","1991","Not Employed","Not Working","","","",""
"71","1991","Employed","Full Time","","","",""
"71","1991","Employed","Part Time","","","",""
"71","1991","Employed","Not Working","","","",""
"72","1991","Not Employed","Full Time","","","",""
"72","1991","Not Employed","Part Time","","","",""
"72","1991","Not Employed","Not Working","","","",""
"72","1991","Employed","Full Time","","","",""
"72","1991","Employed","Part Time","","","",""
"72","1991","Employed","Not Working","","","",""
"73","1991","Not Employed","Full Time","","","",""
"73","1991","Not Employed","Part Time","","","",""
"73","1991","Not Employed","Not Working","","","",""
"73","1991","Employed","Full Time","","","",""
"73","1991","Employed","Part Time","","","",""
"73","1991","Employed","Not Working","","","",""
"74","1991","Not Employed","Full Time","","","",""
"74","1991","Not Employed","Part Time","","","",""
"74","1991","Not Employed","Not Working","","","",""
"74","1991","Employed","Full Time","","","",""
"74","1991","Employed","Part Time","","","",""
"74","1991","Employed","Not Working","","","",""
"75","1991","Not Employed","Full Time","","","",""
"75","1991","Not Employed","Part Time","","","",""
"75","1991","Not Employed","Not Working","","","",""
"75","1991","Employed","Full Time","","","",""
"75","1991","Employed","Part Time","","","",""
"75","1991","Employed","Not Working","","","",""
"76","1991","Not Employed","Full Time","","","",""
"76","1991","Not Employed","Part Time","","","",""
"76","1991","Not Employed","Not Working","","","",""
"76","1991","Employed","Full Time","","","",""
"76","1991","Employed","Part Time","","","",""
"76","1991","Employed","Not Working","","","",""
"77","1991","Not Employed","Full Time","","","",""
"77","1991","Not Employed","Part Time","","","",""
"77","1991","Not Employed","Not Working","","","",""
"77","1991","Employed","Full Time","","","",""
"77","1991","Employed","Part Time","","","",""
"77","1991","Employed","Not Working","","","",""
"78","1991","Not Employed","Full Time","","","",""
"78","1991","Not Employed","Part Time","","","",""
"78","1991","Not Employed","Not Working","","","",""
"78","1991","Employed","Full Time","","","",""
"78","1991","Employed","Part Time","","","",""
"78","1991","Employed","Not Working","","","",""
"79","1991","Not Employed","Full Time","","","",""
"79","1991","Not Employed","Part Time","","","",""
"79","1991","Not Employed","Not Working","","","",""
"79","1991","Employed","Full Time","","","",""
"79","1991","Employed","Part Time","","","",""
"79","1991","Employed","Not Working","","","",""
"80","1991","Not Employed","Full Time","","","",""
"80","1991","Not Employed","Part Time","","","",""
"80","1991","Not Employed","Not Working","","","",""
"80","1991","Employed","Full Time","","","",""
"80","1991","Employed","Part Time","","","",""
"80","1991","Employed","Not Working","","","",""
"81","1991","Not Employed","Full Time","","","",""
"81","1991","Not Employed","Part Time","","","",""
"81","1991","Not Employed","Not Working","","","",""
"81","1991","Employed","Full Time","","","",""
"81","1991","Employed","Part Time","","","",""
"81","1991","Employed","Not Working","","","",""
"82","1991","Not Employed","Full Time","","","",""
"82","1991","Not Employed","Part Time","","","",""
"82","1991","Not Employed","Not Working","","","",""
"82","1991","Employed","Full Time","","","",""
"82","1991","Employed","Part Time","","","",""
"82","1991","Employed","Not Working","","","",""
"83","1991","Not Employed","Full Time","","","",""
"83","1991","Not Employed","Part Time","","","",""
"83","1991","Not Employed","Not Working","","","",""
"83","1991","Employed","Full Time","","","",""
"83","1991","Employed","Part Time","","","",""
"83","1991","Employed","Not Working","","","",""
"84","1991","Not Employed","Full Time","","","",""
"84","1991","Not Employed","Part Time","","","",""
"84","1991","Not Employed","Not Working","","","",""
"84","1991","Employed","Full Time","","","",""
"84","1991","Employed","Part Time","","","",""
"84","1991","Employed","Not Working","","","",""
"85","1991","Not Employed","Full Time","","","",""
"85","1991","Not Employed","Part Time","","","",""
"85","1991","Not Employed","Not Working","","","",""
"85","1991","Employed","Full Time","","","",""
"85","1991","Employed","Part Time","","","",""
"85","1991","Employed","Not Working","","","",""
"86","1991","Not Employed","Full Time","","","",""
"86","1991","Not Employed","Part Time","","","",""
"86","1991","Not Employed","Not Working","","","",""
"86","1991","Employed","Full Time","","","",""
"86","1991","Employed","Part Time","","","",""
"86","1991","Employed","Not Working","","","",""
"89","1991","Not Employed","Full Time","","","",""
"89","1991","Not Employed","Part Time","","","",""
"89","1991","Not Employed","Not Working","","","",""
"89","1991","Employed","Full Time","","","",""
"89","1991","Employed","Part Time","","","",""
"89","1991","Employed","Not Working","","","",""
"90","1991","Not Employed","Full Time","","","",""
"90","1991","Not Employed","Part Time","","","",""
"90","1991","Not Employed","Not Working","","","",""
"90","1991","Employed","Full Time","","","",""
"90","1991","Employed","Part Time","","","",""
"90","1991","Employed","Not Working","","","",""
"92","1991","Not Employed","Full Time","","","",""
"92","1991","Not Employed","Part Time","","","",""
"92","1991","Not Employed","Not Working","","","",""
"92","1991","Employed","Full Time","","","",""
"92","1991","Employed","Part Time","","","",""
"92","1991","Employed","Not Working","","","",""
"94","1991","Not Employed","Full Time","","","",""
"94","1991","Not Employed","Part Time","","","",""
"94","1991","Not Employed","Not Working","","","",""
"94","1991","Employed","Full Time","","","",""
"94","1991","Employed","Part Time","","","",""
"94","1991","Employed","Not Working","","","",""
"95","1991","Not Employed","Full Time","","","",""
"95","1991","Not Employed","Part Time","","","",""
"95","1991","Not Employed","Not Working","","","",""
"95","1991","Employed","Full Time","","","",""
"95","1991","Employed","Part Time","","","",""
"95","1991","Employed","Not Working","","","",""
"96","1991","Not Employed","Full Time","","","",""
"96","1991","Not Employed","Part Time","","","",""
"96","1991","Not Employed","Not Working","","","",""
"96","1991","Employed","Full Time","","","",""
"96","1991","Employed","Part Time","","","",""
"96","1991","Employed","Not Working","","","",""
"97","1991","Not Employed","Full Time","","","",""
"97","1991","Not Employed","Part Time","","","",""
"97","1991","Not Employed","Not Working","","","",""
"97","1991","Employed","Full Time","","","",""
"97","1991","Employed","Part Time","","","",""
"97","1991","Employed","Not Working","","","",""
"98","1991","Not Employed","Full Time","","","",""
"98","1991","Not Employed","Part Time","","","",""
"98","1991","Not Employed","Not Working","2","","",""
"98","1991","Employed","Full Time","1","","",""
"98","1991","Employed","Part Time","","","",""
"98","1991","Employed","Not Working","","","",""
"101","1991","Not Employed","Full Time","","","",""
"101","1991","Not Employed","Part Time","","","",""
"101","1991","Not Employed","Not Working","","","",""
"101","1991","Employed","Full Time","","","",""
"101","1991","Employed","Part Time","","","",""
"101","1991","Employed","Not Working","","","",""
"102","1991","Not Employed","Full Time","","","",""
"102","1991","Not Employed","Part Time","","","",""
"102","1991","Not Employed","Not Working","","","",""
"102","1991","Employed","Full Time","","","",""
"102","1991","Employed","Part Time","","","",""
"102","1991","Employed","Not Working","","","",""
"103","1991","Not Employed","Full Time","","","",""
"103","1991","Not Employed","Part Time","","","",""
"103","1991","Not Employed","Not Working","","","",""
"103","1991","Employed","Full Time","","","",""
"103","1991","Employed","Part Time","","","",""
"103","1991","Employed","Not Working","","","",""
"105","1991","Not Employed","Full Time","","","",""
"105","1991","Not Employed","Part Time","","","",""
"105","1991","Not Employed","Not Working","","","",""
"105","1991","Employed","Full Time","","","",""
"105","1991","Employed","Part Time","","","",""
"105","1991","Employed","Not Working","","","",""
"108","1991","Not Employed","Full Time","","","",""
"108","1991","Not Employed","Part Time","","","",""
"108","1991","Not Employed","Not Working","","","",""
"108","1991","Employed","Full Time","","","",""
"108","1991","Employed","Part Time","","","",""
"108","1991","Employed","Not Working","","","",""
"110","1991","Not Employed","Full Time","","","",""
"110","1991","Not Employed","Part Time","","","",""
"110","1991","Not Employed","Not Working","","","",""
"110","1991","Employed","Full Time","","","",""
"110","1991","Employed","Part Time","","","",""
"110","1991","Employed","Not Working","","","",""
"111","1991","Not Employed","Full Time","","","",""
"111","1991","Not Employed","Part Time","","","",""
"111","1991","Not Employed","Not Working","","","",""
"111","1991","Employed","Full Time","","","",""
"111","1991","Employed","Part Time","","","",""
"111","1991","Employed","Not Working","","","",""
"113","1991","Not Employed","Full Time","","","",""
"113","1991","Not Employed","Part Time","","","",""
"113","1991","Not Employed","Not Working","","","",""
"113","1991","Employed","Full Time","","","",""
"113","1991","Employed","Part Time","","","",""
"113","1991","Employed","Not Working","","","",""
"116","1991","Not Employed","Full Time","","","",""
"116","1991","Not Employed","Part Time","","","",""
"116","1991","Not Employed","Not Working","","","",""
"116","1991","Employed","Full Time","","","",""
"116","1991","Employed","Part Time","","","",""
"116","1991","Employed","Not Working","","","",""
"117","1991","Not Employed","Full Time","","","",""
"117","1991","Not Employed","Part Time","","","",""
"117","1991","Not Employed","Not Working","","","",""
"117","1991","Employed","Full Time","","","",""
"117","1991","Employed","Part Time","","","",""
"117","1991","Employed","Not Working","","","",""
"118","1991","Not Employed","Full Time","","","",""
"118","1991","Not Employed","Part Time","","","",""
"118","1991","Not Employed","Not Working","","","",""
"118","1991","Employed","Full Time","","","",""
"118","1991","Employed","Part Time","","","",""
"118","1991","Employed","Not Working","","","",""
"119","1991","Not Employed","Full Time","","","",""
"119","1991","Not Employed","Part Time","","","",""
"119","1991","Not Employed","Not Working","","","",""
"119","1991","Employed","Full Time","","","",""
"119","1991","Employed","Part Time","","","",""
"119","1991","Employed","Not Working","","","",""
"120","1991","Not Employed","Full Time","","","",""
"120","1991","Not Employed","Part Time","","","",""
"120","1991","Not Employed","Not Working","","","",""
"120","1991","Employed","Full Time","","","",""
"120","1991","Employed","Part Time","","","",""
"120","1991","Employed","Not Working","","","",""
"121","1991","Not Employed","Full Time","","","",""
"121","1991","Not Employed","Part Time","","","",""
"121","1991","Not Employed","Not Working","","","",""
"121","1991","Employed","Full Time","","","",""
"121","1991","Employed","Part Time","","","",""
"121","1991","Employed","Not Working","","","",""
"122","1991","Not Employed","Full Time","","","",""
"122","1991","Not Employed","Part Time","","","",""
"122","1991","Not Employed","Not Working","","","",""
"122","1991","Employed","Full Time","","","",""
"122","1991","Employed","Part Time","","","",""
"122","1991","Employed","Not Working","","","",""
"123","1991","Not Employed","Full Time","","","",""
"123","1991","Not Employed","Part Time","","","",""
"123","1991","Not Employed","Not Working","","","",""
"123","1991","Employed","Full Time","","","",""
"123","1991","Employed","Part Time","","","",""
"123","1991","Employed","Not Working","","","",""
"124","1991","Not Employed","Full Time","","","",""
"124","1991","Not Employed","Part Time","","","",""
"124","1991","Not Employed","Not Working","","","",""
"124","1991","Employed","Full Time","","","",""
"124","1991","Employed","Part Time","","","",""
"124","1991","Employed","Not Working","","","",""
"125","1991","Not Employed","Full Time","","","",""
"125","1991","Not Employed","Part Time","","","",""
"125","1991","Not Employed","Not Working","","","",""
"125","1991","Employed","Full Time","","","",""
"125","1991","Employed","Part Time","","","",""
"125","1991","Employed","Not Working","","","",""
"127","1991","Not Employed","Full Time","","","",""
"127","1991","Not Employed","Part Time","","","",""
"127","1991","Not Employed","Not Working","","","",""
"127","1991","Employed","Full Time","","","",""
"127","1991","Employed","Part Time","","","",""
"127","1991","Employed","Not Working","","","",""
"128","1991","Not Employed","Full Time","","","",""
"128","1991","Not Employed","Part Time","","","",""
"128","1991","Not Employed","Not Working","","","",""
"128","1991","Employed","Full Time","","","",""
"128","1991","Employed","Part Time","","","",""
"128","1991","Employed","Not Working","","","",""
"129","1991","Not Employed","Full Time","","","",""
"129","1991","Not Employed","Part Time","","","",""
"129","1991","Not Employed","Not Working","","","",""
"129","1991","Employed","Full Time","","","",""
"129","1991","Employed","Part Time","","","",""
"129","1991","Employed","Not Working","","","",""
"130","1991","Not Employed","Full Time","","","",""
"130","1991","Not Employed","Part Time","","","",""
"130","1991","Not Employed","Not Working","","","",""
"130","1991","Employed","Full Time","","","",""
"130","1991","Employed","Part Time","","","",""
"130","1991","Employed","Not Working","","","",""
"131","1991","Not Employed","Full Time","","","",""
"131","1991","Not Employed","Part Time","","","",""
"131","1991","Not Employed","Not Working","","","",""
"131","1991","Employed","Full Time","","","",""
"131","1991","Employed","Part Time","","","",""
"131","1991","Employed","Not Working","","","",""
"132","1991","Not Employed","Full Time","","","",""
"132","1991","Not Employed","Part Time","","","",""
"132","1991","Not Employed","Not Working","","","",""
"132","1991","Employed","Full Time","","","",""
"132","1991","Employed","Part Time","","","",""
"132","1991","Employed","Not Working","","","",""
"133","1991","Not Employed","Full Time","","","",""
"133","1991","Not Employed","Part Time","","","",""
"133","1991","Not Employed","Not Working","","","",""
"133","1991","Employed","Full Time","","","",""
"133","1991","Employed","Part Time","","","",""
"133","1991","Employed","Not Working","","","",""
"135","1991","Not Employed","Full Time","","","",""
"135","1991","Not Employed","Part Time","","","",""
"135","1991","Not Employed","Not Working","","","",""
"135","1991","Employed","Full Time","","","",""
"135","1991","Employed","Part Time","","","",""
"135","1991","Employed","Not Working","","","",""
"138","1991","Not Employed","Full Time","","","",""
"138","1991","Not Employed","Part Time","","","",""
"138","1991","Not Employed","Not Working","","","",""
"138","1991","Employed","Full Time","","","",""
"138","1991","Employed","Part Time","","","",""
"138","1991","Employed","Not Working","","","",""
"139","1991","Not Employed","Full Time","","","",""
"139","1991","Not Employed","Part Time","","","",""
"139","1991","Not Employed","Not Working","","","",""
"139","1991","Employed","Full Time","","","",""
"139","1991","Employed","Part Time","","","",""
"139","1991","Employed","Not Working","","","",""
"140","1991","Not Employed","Full Time","","","",""
"140","1991","Not Employed","Part Time","","","",""
"140","1991","Not Employed","Not Working","","","",""
"140","1991","Employed","Full Time","","","",""
"140","1991","Employed","Part Time","","","",""
"140","1991","Employed","Not Working","","","",""
"141","1991","Not Employed","Full Time","","","",""
"141","1991","Not Employed","Part Time","","","",""
"141","1991","Not Employed","Not Working","","","",""
"141","1991","Employed","Full Time","","","",""
"141","1991","Employed","Part Time","","","",""
"141","1991","Employed","Not Working","","","",""
"142","1991","Not Employed","Full Time","","","",""
"142","1991","Not Employed","Part Time","","","",""
"142","1991","Not Employed","Not Working","","","",""
"142","1991","Employed","Full Time","","","",""
"142","1991","Employed","Part Time","","","",""
"142","1991","Employed","Not Working","","","",""
"143","1991","Not Employed","Full Time","","","",""
"143","1991","Not Employed","Part Time","","","",""
"143","1991","Not Employed","Not Working","","","",""
"143","1991","Employed","Full Time","","","",""
"143","1991","Employed","Part Time","","","",""
"143","1991","Employed","Not Working","","","",""
"144","1991","Not Employed","Full Time","","","",""
