"pgnation","year","hgtyp1hh","regtyp","n","percent","lower_confidence","upper_confidence"
"44","1985","Couple + C. LE 16 ","Rural Area","1","","",""
"44","1985","Couple + C. GT 16 ","Urban Area","","","",""
"44","1985","Couple + C. GT 16 ","Rural Area","","","",""
"44","1985","Couple + C. LE and GT 16","Urban Area","","","",""
"44","1985","Couple + C. LE and GT 16","Rural Area","","","",""
"45","1985","1-pers.-HH","Urban Area","","","",""
"45","1985","1-pers.-HH","Rural Area","","","",""
"45","1985","(Married) couple without C. ","Urban Area","","","",""
"45","1985","(Married) couple without C. ","Rural Area","","","",""
"45","1985","Single parent ","Urban Area","","","",""
"45","1985","Single parent ","Rural Area","","","",""
"45","1985","Couple + C. LE 16 ","Urban Area","","","",""
"45","1985","Couple + C. LE 16 ","Rural Area","","","",""
"45","1985","Couple + C. GT 16 ","Urban Area","","","",""
"45","1985","Couple + C. GT 16 ","Rural Area","","","",""
"45","1985","Couple + C. LE and GT 16","Urban Area","","","",""
"45","1985","Couple + C. LE and GT 16","Rural Area","","","",""
"46","1985","1-pers.-HH","Urban Area","","","",""
"46","1985","1-pers.-HH","Rural Area","","","",""
"46","1985","(Married) couple without C. ","Urban Area","","","",""
"46","1985","(Married) couple without C. ","Rural Area","","","",""
"46","1985","Single parent ","Urban Area","","","",""
"46","1985","Single parent ","Rural Area","","","",""
"46","1985","Couple + C. LE 16 ","Urban Area","","","",""
"46","1985","Couple + C. LE 16 ","Rural Area","","","",""
"46","1985","Couple + C. GT 16 ","Urban Area","","","",""
"46","1985","Couple + C. GT 16 ","Rural Area","","","",""
"46","1985","Couple + C. LE and GT 16","Urban Area","","","",""
"46","1985","Couple + C. LE and GT 16","Rural Area","","","",""
"47","1985","1-pers.-HH","Urban Area","","","",""
"47","1985","1-pers.-HH","Rural Area","","","",""
"47","1985","(Married) couple without C. ","Urban Area","","","",""
"47","1985","(Married) couple without C. ","Rural Area","","","",""
"47","1985","Single parent ","Urban Area","","","",""
"47","1985","Single parent ","Rural Area","","","",""
"47","1985","Couple + C. LE 16 ","Urban Area","","","",""
"47","1985","Couple + C. LE 16 ","Rural Area","","","",""
"47","1985","Couple + C. GT 16 ","Urban Area","","","",""
"47","1985","Couple + C. GT 16 ","Rural Area","","","",""
"47","1985","Couple + C. LE and GT 16","Urban Area","","","",""
"47","1985","Couple + C. LE and GT 16","Rural Area","","","",""
"48","1985","1-pers.-HH","Urban Area","","","",""
"48","1985","1-pers.-HH","Rural Area","","","",""
"48","1985","(Married) couple without C. ","Urban Area","","","",""
"48","1985","(Married) couple without C. ","Rural Area","","","",""
"48","1985","Single parent ","Urban Area","","","",""
"48","1985","Single parent ","Rural Area","","","",""
"48","1985","Couple + C. LE 16 ","Urban Area","","","",""
"48","1985","Couple + C. LE 16 ","Rural Area","","","",""
"48","1985","Couple + C. GT 16 ","Urban Area","","","",""
"48","1985","Couple + C. GT 16 ","Rural Area","","","",""
"48","1985","Couple + C. LE and GT 16","Urban Area","","","",""
"48","1985","Couple + C. LE and GT 16","Rural Area","","","",""
"49","1985","1-pers.-HH","Urban Area","","","",""
"49","1985","1-pers.-HH","Rural Area","","","",""
"49","1985","(Married) couple without C. ","Urban Area","","","",""
"49","1985","(Married) couple without C. ","Rural Area","","","",""
"49","1985","Single parent ","Urban Area","","","",""
"49","1985","Single parent ","Rural Area","","","",""
"49","1985","Couple + C. LE 16 ","Urban Area","","","",""
"49","1985","Couple + C. LE 16 ","Rural Area","","","",""
"49","1985","Couple + C. GT 16 ","Urban Area","","","",""
"49","1985","Couple + C. GT 16 ","Rural Area","","","",""
"49","1985","Couple + C. LE and GT 16","Urban Area","","","",""
"49","1985","Couple + C. LE and GT 16","Rural Area","","","",""
"50","1985","1-pers.-HH","Urban Area","","","",""
"50","1985","1-pers.-HH","Rural Area","","","",""
"50","1985","(Married) couple without C. ","Urban Area","","","",""
"50","1985","(Married) couple without C. ","Rural Area","","","",""
"50","1985","Single parent ","Urban Area","","","",""
"50","1985","Single parent ","Rural Area","","","",""
"50","1985","Couple + C. LE 16 ","Urban Area","","","",""
"50","1985","Couple + C. LE 16 ","Rural Area","","","",""
"50","1985","Couple + C. GT 16 ","Urban Area","","","",""
"50","1985","Couple + C. GT 16 ","Rural Area","","","",""
"50","1985","Couple + C. LE and GT 16","Urban Area","","","",""
"50","1985","Couple + C. LE and GT 16","Rural Area","","","",""
"51","1985","1-pers.-HH","Urban Area","","","",""
"51","1985","1-pers.-HH","Rural Area","","","",""
"51","1985","(Married) couple without C. ","Urban Area","","","",""
"51","1985","(Married) couple without C. ","Rural Area","","","",""
"51","1985","Single parent ","Urban Area","","","",""
"51","1985","Single parent ","Rural Area","","","",""
"51","1985","Couple + C. LE 16 ","Urban Area","","","",""
"51","1985","Couple + C. LE 16 ","Rural Area","","","",""
"51","1985","Couple + C. GT 16 ","Urban Area","","","",""
"51","1985","Couple + C. GT 16 ","Rural Area","","","",""
"51","1985","Couple + C. LE and GT 16","Urban Area","","","",""
"51","1985","Couple + C. LE and GT 16","Rural Area","","","",""
"52","1985","1-pers.-HH","Urban Area","","","",""
"52","1985","1-pers.-HH","Rural Area","","","",""
"52","1985","(Married) couple without C. ","Urban Area","","","",""
"52","1985","(Married) couple without C. ","Rural Area","","","",""
"52","1985","Single parent ","Urban Area","","","",""
"52","1985","Single parent ","Rural Area","","","",""
"52","1985","Couple + C. LE 16 ","Urban Area","","","",""
"52","1985","Couple + C. LE 16 ","Rural Area","","","",""
"52","1985","Couple + C. GT 16 ","Urban Area","","","",""
"52","1985","Couple + C. GT 16 ","Rural Area","","","",""
"52","1985","Couple + C. LE and GT 16","Urban Area","","","",""
"52","1985","Couple + C. LE and GT 16","Rural Area","","","",""
"53","1985","1-pers.-HH","Urban Area","","","",""
"53","1985","1-pers.-HH","Rural Area","","","",""
"53","1985","(Married) couple without C. ","Urban Area","","","",""
"53","1985","(Married) couple without C. ","Rural Area","","","",""
"53","1985","Single parent ","Urban Area","","","",""
"53","1985","Single parent ","Rural Area","","","",""
"53","1985","Couple + C. LE 16 ","Urban Area","","","",""
"53","1985","Couple + C. LE 16 ","Rural Area","","","",""
"53","1985","Couple + C. GT 16 ","Urban Area","","","",""
"53","1985","Couple + C. GT 16 ","Rural Area","","","",""
"53","1985","Couple + C. LE and GT 16","Urban Area","","","",""
"53","1985","Couple + C. LE and GT 16","Rural Area","","","",""
"54","1985","1-pers.-HH","Urban Area","","","",""
"54","1985","1-pers.-HH","Rural Area","","","",""
"54","1985","(Married) couple without C. ","Urban Area","","","",""
"54","1985","(Married) couple without C. ","Rural Area","","","",""
"54","1985","Single parent ","Urban Area","","","",""
"54","1985","Single parent ","Rural Area","","","",""
"54","1985","Couple + C. LE 16 ","Urban Area","","","",""
"54","1985","Couple + C. LE 16 ","Rural Area","","","",""
"54","1985","Couple + C. GT 16 ","Urban Area","","","",""
"54","1985","Couple + C. GT 16 ","Rural Area","","","",""
"54","1985","Couple + C. LE and GT 16","Urban Area","","","",""
"54","1985","Couple + C. LE and GT 16","Rural Area","","","",""
"55","1985","1-pers.-HH","Urban Area","","","",""
"55","1985","1-pers.-HH","Rural Area","","","",""
"55","1985","(Married) couple without C. ","Urban Area","","","",""
"55","1985","(Married) couple without C. ","Rural Area","","","",""
"55","1985","Single parent ","Urban Area","","","",""
"55","1985","Single parent ","Rural Area","","","",""
"55","1985","Couple + C. LE 16 ","Urban Area","","","",""
"55","1985","Couple + C. LE 16 ","Rural Area","","","",""
"55","1985","Couple + C. GT 16 ","Urban Area","","","",""
"55","1985","Couple + C. GT 16 ","Rural Area","","","",""
"55","1985","Couple + C. LE and GT 16","Urban Area","","","",""
"55","1985","Couple + C. LE and GT 16","Rural Area","","","",""
"56","1985","1-pers.-HH","Urban Area","","","",""
"56","1985","1-pers.-HH","Rural Area","","","",""
"56","1985","(Married) couple without C. ","Urban Area","","","",""
"56","1985","(Married) couple without C. ","Rural Area","","","",""
"56","1985","Single parent ","Urban Area","","","",""
"56","1985","Single parent ","Rural Area","","","",""
"56","1985","Couple + C. LE 16 ","Urban Area","","","",""
"56","1985","Couple + C. LE 16 ","Rural Area","","","",""
"56","1985","Couple + C. GT 16 ","Urban Area","","","",""
"56","1985","Couple + C. GT 16 ","Rural Area","","","",""
"56","1985","Couple + C. LE and GT 16","Urban Area","","","",""
"56","1985","Couple + C. LE and GT 16","Rural Area","","","",""
"59","1985","1-pers.-HH","Urban Area","","","",""
"59","1985","1-pers.-HH","Rural Area","","","",""
"59","1985","(Married) couple without C. ","Urban Area","","","",""
"59","1985","(Married) couple without C. ","Rural Area","","","",""
"59","1985","Single parent ","Urban Area","","","",""
"59","1985","Single parent ","Rural Area","","","",""
"59","1985","Couple + C. LE 16 ","Urban Area","","","",""
"59","1985","Couple + C. LE 16 ","Rural Area","","","",""
"59","1985","Couple + C. GT 16 ","Urban Area","","","",""
"59","1985","Couple + C. GT 16 ","Rural Area","","","",""
"59","1985","Couple + C. LE and GT 16","Urban Area","","","",""
"59","1985","Couple + C. LE and GT 16","Rural Area","","","",""
"60","1985","1-pers.-HH","Urban Area","","","",""
"60","1985","1-pers.-HH","Rural Area","","","",""
"60","1985","(Married) couple without C. ","Urban Area","","","",""
"60","1985","(Married) couple without C. ","Rural Area","","","",""
"60","1985","Single parent ","Urban Area","","","",""
"60","1985","Single parent ","Rural Area","","","",""
"60","1985","Couple + C. LE 16 ","Urban Area","","","",""
"60","1985","Couple + C. LE 16 ","Rural Area","","","",""
"60","1985","Couple + C. GT 16 ","Urban Area","","","",""
"60","1985","Couple + C. GT 16 ","Rural Area","","","",""
"60","1985","Couple + C. LE and GT 16","Urban Area","","","",""
"60","1985","Couple + C. LE and GT 16","Rural Area","","","",""
"61","1985","1-pers.-HH","Urban Area","","","",""
"61","1985","1-pers.-HH","Rural Area","","","",""
"61","1985","(Married) couple without C. ","Urban Area","","","",""
"61","1985","(Married) couple without C. ","Rural Area","","","",""
"61","1985","Single parent ","Urban Area","","","",""
"61","1985","Single parent ","Rural Area","","","",""
"61","1985","Couple + C. LE 16 ","Urban Area","","","",""
"61","1985","Couple + C. LE 16 ","Rural Area","","","",""
"61","1985","Couple + C. GT 16 ","Urban Area","","","",""
"61","1985","Couple + C. GT 16 ","Rural Area","","","",""
"61","1985","Couple + C. LE and GT 16","Urban Area","","","",""
"61","1985","Couple + C. LE and GT 16","Rural Area","","","",""
"64","1985","1-pers.-HH","Urban Area","","","",""
"64","1985","1-pers.-HH","Rural Area","","","",""
"64","1985","(Married) couple without C. ","Urban Area","","","",""
"64","1985","(Married) couple without C. ","Rural Area","","","",""
"64","1985","Single parent ","Urban Area","","","",""
"64","1985","Single parent ","Rural Area","","","",""
"64","1985","Couple + C. LE 16 ","Urban Area","","","",""
"64","1985","Couple + C. LE 16 ","Rural Area","","","",""
"64","1985","Couple + C. GT 16 ","Urban Area","","","",""
"64","1985","Couple + C. GT 16 ","Rural Area","","","",""
"64","1985","Couple + C. LE and GT 16","Urban Area","","","",""
"64","1985","Couple + C. LE and GT 16","Rural Area","","","",""
"65","1985","1-pers.-HH","Urban Area","","","",""
"65","1985","1-pers.-HH","Rural Area","","","",""
"65","1985","(Married) couple without C. ","Urban Area","","","",""
"65","1985","(Married) couple without C. ","Rural Area","","","",""
"65","1985","Single parent ","Urban Area","","","",""
"65","1985","Single parent ","Rural Area","","","",""
"65","1985","Couple + C. LE 16 ","Urban Area","","","",""
"65","1985","Couple + C. LE 16 ","Rural Area","","","",""
"65","1985","Couple + C. GT 16 ","Urban Area","","","",""
"65","1985","Couple + C. GT 16 ","Rural Area","","","",""
"65","1985","Couple + C. LE and GT 16","Urban Area","","","",""
"65","1985","Couple + C. LE and GT 16","Rural Area","","","",""
"66","1985","1-pers.-HH","Urban Area","","","",""
"66","1985","1-pers.-HH","Rural Area","","","",""
"66","1985","(Married) couple without C. ","Urban Area","","","",""
"66","1985","(Married) couple without C. ","Rural Area","","","",""
"66","1985","Single parent ","Urban Area","","","",""
"66","1985","Single parent ","Rural Area","","","",""
"66","1985","Couple + C. LE 16 ","Urban Area","","","",""
"66","1985","Couple + C. LE 16 ","Rural Area","","","",""
"66","1985","Couple + C. GT 16 ","Urban Area","","","",""
"66","1985","Couple + C. GT 16 ","Rural Area","","","",""
"66","1985","Couple + C. LE and GT 16","Urban Area","","","",""
"66","1985","Couple + C. LE and GT 16","Rural Area","","","",""
"67","1985","1-pers.-HH","Urban Area","","","",""
"67","1985","1-pers.-HH","Rural Area","","","",""
"67","1985","(Married) couple without C. ","Urban Area","","","",""
"67","1985","(Married) couple without C. ","Rural Area","","","",""
"67","1985","Single parent ","Urban Area","","","",""
"67","1985","Single parent ","Rural Area","","","",""
"67","1985","Couple + C. LE 16 ","Urban Area","","","",""
"67","1985","Couple + C. LE 16 ","Rural Area","","","",""
"67","1985","Couple + C. GT 16 ","Urban Area","","","",""
"67","1985","Couple + C. GT 16 ","Rural Area","","","",""
"67","1985","Couple + C. LE and GT 16","Urban Area","","","",""
"67","1985","Couple + C. LE and GT 16","Rural Area","","","",""
"68","1985","1-pers.-HH","Urban Area","","","",""
"68","1985","1-pers.-HH","Rural Area","","","",""
"68","1985","(Married) couple without C. ","Urban Area","","","",""
"68","1985","(Married) couple without C. ","Rural Area","","","",""
"68","1985","Single parent ","Urban Area","","","",""
"68","1985","Single parent ","Rural Area","","","",""
"68","1985","Couple + C. LE 16 ","Urban Area","","","",""
"68","1985","Couple + C. LE 16 ","Rural Area","","","",""
"68","1985","Couple + C. GT 16 ","Urban Area","","","",""
"68","1985","Couple + C. GT 16 ","Rural Area","","","",""
"68","1985","Couple + C. LE and GT 16","Urban Area","","","",""
"68","1985","Couple + C. LE and GT 16","Rural Area","","","",""
"71","1985","1-pers.-HH","Urban Area","","","",""
"71","1985","1-pers.-HH","Rural Area","","","",""
"71","1985","(Married) couple without C. ","Urban Area","","","",""
"71","1985","(Married) couple without C. ","Rural Area","","","",""
"71","1985","Single parent ","Urban Area","","","",""
"71","1985","Single parent ","Rural Area","","","",""
"71","1985","Couple + C. LE 16 ","Urban Area","","","",""
"71","1985","Couple + C. LE 16 ","Rural Area","","","",""
"71","1985","Couple + C. GT 16 ","Urban Area","","","",""
"71","1985","Couple + C. GT 16 ","Rural Area","","","",""
"71","1985","Couple + C. LE and GT 16","Urban Area","","","",""
"71","1985","Couple + C. LE and GT 16","Rural Area","","","",""
"72","1985","1-pers.-HH","Urban Area","","","",""
"72","1985","1-pers.-HH","Rural Area","","","",""
"72","1985","(Married) couple without C. ","Urban Area","","","",""
"72","1985","(Married) couple without C. ","Rural Area","","","",""
"72","1985","Single parent ","Urban Area","","","",""
"72","1985","Single parent ","Rural Area","","","",""
"72","1985","Couple + C. LE 16 ","Urban Area","","","",""
"72","1985","Couple + C. LE 16 ","Rural Area","","","",""
"72","1985","Couple + C. GT 16 ","Urban Area","","","",""
"72","1985","Couple + C. GT 16 ","Rural Area","","","",""
"72","1985","Couple + C. LE and GT 16","Urban Area","","","",""
