"pgnation","year","hgtyp1hh","regtyp","n","percent","lower_confidence","upper_confidence"
"123","1986","(Married) couple without C. ","Rural Area","","","",""
"123","1986","Single parent ","Urban Area","","","",""
"123","1986","Single parent ","Rural Area","","","",""
"123","1986","Couple + C. LE 16 ","Urban Area","","","",""
"123","1986","Couple + C. LE 16 ","Rural Area","","","",""
"123","1986","Couple + C. GT 16 ","Urban Area","","","",""
"123","1986","Couple + C. GT 16 ","Rural Area","","","",""
"123","1986","Couple + C. LE and GT 16","Urban Area","","","",""
"123","1986","Couple + C. LE and GT 16","Rural Area","","","",""
"124","1986","1-pers.-HH","Urban Area","","","",""
"124","1986","1-pers.-HH","Rural Area","","","",""
"124","1986","(Married) couple without C. ","Urban Area","","","",""
"124","1986","(Married) couple without C. ","Rural Area","","","",""
"124","1986","Single parent ","Urban Area","","","",""
"124","1986","Single parent ","Rural Area","","","",""
"124","1986","Couple + C. LE 16 ","Urban Area","","","",""
"124","1986","Couple + C. LE 16 ","Rural Area","","","",""
"124","1986","Couple + C. GT 16 ","Urban Area","","","",""
"124","1986","Couple + C. GT 16 ","Rural Area","","","",""
"124","1986","Couple + C. LE and GT 16","Urban Area","","","",""
"124","1986","Couple + C. LE and GT 16","Rural Area","","","",""
"125","1986","1-pers.-HH","Urban Area","","","",""
"125","1986","1-pers.-HH","Rural Area","","","",""
"125","1986","(Married) couple without C. ","Urban Area","","","",""
"125","1986","(Married) couple without C. ","Rural Area","","","",""
"125","1986","Single parent ","Urban Area","","","",""
"125","1986","Single parent ","Rural Area","","","",""
"125","1986","Couple + C. LE 16 ","Urban Area","","","",""
"125","1986","Couple + C. LE 16 ","Rural Area","","","",""
"125","1986","Couple + C. GT 16 ","Urban Area","","","",""
"125","1986","Couple + C. GT 16 ","Rural Area","","","",""
"125","1986","Couple + C. LE and GT 16","Urban Area","","","",""
"125","1986","Couple + C. LE and GT 16","Rural Area","","","",""
"127","1986","1-pers.-HH","Urban Area","","","",""
"127","1986","1-pers.-HH","Rural Area","","","",""
"127","1986","(Married) couple without C. ","Urban Area","","","",""
"127","1986","(Married) couple without C. ","Rural Area","","","",""
"127","1986","Single parent ","Urban Area","","","",""
"127","1986","Single parent ","Rural Area","","","",""
"127","1986","Couple + C. LE 16 ","Urban Area","","","",""
"127","1986","Couple + C. LE 16 ","Rural Area","","","",""
"127","1986","Couple + C. GT 16 ","Urban Area","","","",""
"127","1986","Couple + C. GT 16 ","Rural Area","","","",""
"127","1986","Couple + C. LE and GT 16","Urban Area","","","",""
"127","1986","Couple + C. LE and GT 16","Rural Area","","","",""
"128","1986","1-pers.-HH","Urban Area","","","",""
"128","1986","1-pers.-HH","Rural Area","","","",""
"128","1986","(Married) couple without C. ","Urban Area","","","",""
"128","1986","(Married) couple without C. ","Rural Area","","","",""
"128","1986","Single parent ","Urban Area","","","",""
"128","1986","Single parent ","Rural Area","","","",""
"128","1986","Couple + C. LE 16 ","Urban Area","","","",""
"128","1986","Couple + C. LE 16 ","Rural Area","","","",""
"128","1986","Couple + C. GT 16 ","Urban Area","","","",""
"128","1986","Couple + C. GT 16 ","Rural Area","","","",""
"128","1986","Couple + C. LE and GT 16","Urban Area","","","",""
"128","1986","Couple + C. LE and GT 16","Rural Area","","","",""
"129","1986","1-pers.-HH","Urban Area","","","",""
"129","1986","1-pers.-HH","Rural Area","","","",""
"129","1986","(Married) couple without C. ","Urban Area","","","",""
"129","1986","(Married) couple without C. ","Rural Area","","","",""
"129","1986","Single parent ","Urban Area","","","",""
"129","1986","Single parent ","Rural Area","","","",""
"129","1986","Couple + C. LE 16 ","Urban Area","","","",""
"129","1986","Couple + C. LE 16 ","Rural Area","","","",""
"129","1986","Couple + C. GT 16 ","Urban Area","","","",""
"129","1986","Couple + C. GT 16 ","Rural Area","","","",""
"129","1986","Couple + C. LE and GT 16","Urban Area","","","",""
"129","1986","Couple + C. LE and GT 16","Rural Area","","","",""
"130","1986","1-pers.-HH","Urban Area","","","",""
"130","1986","1-pers.-HH","Rural Area","","","",""
"130","1986","(Married) couple without C. ","Urban Area","","","",""
"130","1986","(Married) couple without C. ","Rural Area","","","",""
"130","1986","Single parent ","Urban Area","","","",""
"130","1986","Single parent ","Rural Area","","","",""
"130","1986","Couple + C. LE 16 ","Urban Area","","","",""
"130","1986","Couple + C. LE 16 ","Rural Area","","","",""
"130","1986","Couple + C. GT 16 ","Urban Area","","","",""
"130","1986","Couple + C. GT 16 ","Rural Area","","","",""
"130","1986","Couple + C. LE and GT 16","Urban Area","","","",""
"130","1986","Couple + C. LE and GT 16","Rural Area","","","",""
"131","1986","1-pers.-HH","Urban Area","","","",""
"131","1986","1-pers.-HH","Rural Area","","","",""
"131","1986","(Married) couple without C. ","Urban Area","","","",""
"131","1986","(Married) couple without C. ","Rural Area","","","",""
"131","1986","Single parent ","Urban Area","","","",""
"131","1986","Single parent ","Rural Area","","","",""
"131","1986","Couple + C. LE 16 ","Urban Area","","","",""
"131","1986","Couple + C. LE 16 ","Rural Area","","","",""
"131","1986","Couple + C. GT 16 ","Urban Area","","","",""
"131","1986","Couple + C. GT 16 ","Rural Area","","","",""
"131","1986","Couple + C. LE and GT 16","Urban Area","","","",""
"131","1986","Couple + C. LE and GT 16","Rural Area","","","",""
"132","1986","1-pers.-HH","Urban Area","","","",""
"132","1986","1-pers.-HH","Rural Area","","","",""
"132","1986","(Married) couple without C. ","Urban Area","","","",""
"132","1986","(Married) couple without C. ","Rural Area","","","",""
"132","1986","Single parent ","Urban Area","","","",""
"132","1986","Single parent ","Rural Area","","","",""
"132","1986","Couple + C. LE 16 ","Urban Area","","","",""
"132","1986","Couple + C. LE 16 ","Rural Area","","","",""
"132","1986","Couple + C. GT 16 ","Urban Area","","","",""
"132","1986","Couple + C. GT 16 ","Rural Area","","","",""
"132","1986","Couple + C. LE and GT 16","Urban Area","","","",""
"132","1986","Couple + C. LE and GT 16","Rural Area","","","",""
"133","1986","1-pers.-HH","Urban Area","","","",""
"133","1986","1-pers.-HH","Rural Area","","","",""
"133","1986","(Married) couple without C. ","Urban Area","","","",""
"133","1986","(Married) couple without C. ","Rural Area","","","",""
"133","1986","Single parent ","Urban Area","","","",""
"133","1986","Single parent ","Rural Area","","","",""
"133","1986","Couple + C. LE 16 ","Urban Area","","","",""
"133","1986","Couple + C. LE 16 ","Rural Area","","","",""
"133","1986","Couple + C. GT 16 ","Urban Area","","","",""
"133","1986","Couple + C. GT 16 ","Rural Area","","","",""
"133","1986","Couple + C. LE and GT 16","Urban Area","","","",""
"133","1986","Couple + C. LE and GT 16","Rural Area","","","",""
"135","1986","1-pers.-HH","Urban Area","","","",""
"135","1986","1-pers.-HH","Rural Area","","","",""
"135","1986","(Married) couple without C. ","Urban Area","","","",""
"135","1986","(Married) couple without C. ","Rural Area","","","",""
"135","1986","Single parent ","Urban Area","","","",""
"135","1986","Single parent ","Rural Area","","","",""
"135","1986","Couple + C. LE 16 ","Urban Area","","","",""
"135","1986","Couple + C. LE 16 ","Rural Area","","","",""
"135","1986","Couple + C. GT 16 ","Urban Area","","","",""
"135","1986","Couple + C. GT 16 ","Rural Area","","","",""
"135","1986","Couple + C. LE and GT 16","Urban Area","","","",""
"135","1986","Couple + C. LE and GT 16","Rural Area","","","",""
"138","1986","1-pers.-HH","Urban Area","","","",""
"138","1986","1-pers.-HH","Rural Area","","","",""
"138","1986","(Married) couple without C. ","Urban Area","","","",""
"138","1986","(Married) couple without C. ","Rural Area","","","",""
"138","1986","Single parent ","Urban Area","","","",""
"138","1986","Single parent ","Rural Area","","","",""
"138","1986","Couple + C. LE 16 ","Urban Area","","","",""
"138","1986","Couple + C. LE 16 ","Rural Area","","","",""
"138","1986","Couple + C. GT 16 ","Urban Area","","","",""
"138","1986","Couple + C. GT 16 ","Rural Area","","","",""
"138","1986","Couple + C. LE and GT 16","Urban Area","","","",""
"138","1986","Couple + C. LE and GT 16","Rural Area","","","",""
"139","1986","1-pers.-HH","Urban Area","","","",""
"139","1986","1-pers.-HH","Rural Area","","","",""
"139","1986","(Married) couple without C. ","Urban Area","","","",""
"139","1986","(Married) couple without C. ","Rural Area","","","",""
"139","1986","Single parent ","Urban Area","","","",""
"139","1986","Single parent ","Rural Area","","","",""
"139","1986","Couple + C. LE 16 ","Urban Area","","","",""
"139","1986","Couple + C. LE 16 ","Rural Area","","","",""
"139","1986","Couple + C. GT 16 ","Urban Area","","","",""
"139","1986","Couple + C. GT 16 ","Rural Area","","","",""
"139","1986","Couple + C. LE and GT 16","Urban Area","","","",""
"139","1986","Couple + C. LE and GT 16","Rural Area","","","",""
"140","1986","1-pers.-HH","Urban Area","","","",""
"140","1986","1-pers.-HH","Rural Area","","","",""
"140","1986","(Married) couple without C. ","Urban Area","","","",""
"140","1986","(Married) couple without C. ","Rural Area","","","",""
"140","1986","Single parent ","Urban Area","","","",""
"140","1986","Single parent ","Rural Area","","","",""
"140","1986","Couple + C. LE 16 ","Urban Area","","","",""
"140","1986","Couple + C. LE 16 ","Rural Area","","","",""
"140","1986","Couple + C. GT 16 ","Urban Area","","","",""
"140","1986","Couple + C. GT 16 ","Rural Area","","","",""
"140","1986","Couple + C. LE and GT 16","Urban Area","","","",""
"140","1986","Couple + C. LE and GT 16","Rural Area","","","",""
"141","1986","1-pers.-HH","Urban Area","","","",""
"141","1986","1-pers.-HH","Rural Area","","","",""
"141","1986","(Married) couple without C. ","Urban Area","","","",""
"141","1986","(Married) couple without C. ","Rural Area","","","",""
"141","1986","Single parent ","Urban Area","","","",""
"141","1986","Single parent ","Rural Area","","","",""
"141","1986","Couple + C. LE 16 ","Urban Area","","","",""
"141","1986","Couple + C. LE 16 ","Rural Area","","","",""
"141","1986","Couple + C. GT 16 ","Urban Area","","","",""
"141","1986","Couple + C. GT 16 ","Rural Area","","","",""
"141","1986","Couple + C. LE and GT 16","Urban Area","","","",""
"141","1986","Couple + C. LE and GT 16","Rural Area","","","",""
"142","1986","1-pers.-HH","Urban Area","","","",""
"142","1986","1-pers.-HH","Rural Area","","","",""
"142","1986","(Married) couple without C. ","Urban Area","","","",""
"142","1986","(Married) couple without C. ","Rural Area","","","",""
"142","1986","Single parent ","Urban Area","","","",""
"142","1986","Single parent ","Rural Area","","","",""
"142","1986","Couple + C. LE 16 ","Urban Area","","","",""
"142","1986","Couple + C. LE 16 ","Rural Area","","","",""
"142","1986","Couple + C. GT 16 ","Urban Area","","","",""
"142","1986","Couple + C. GT 16 ","Rural Area","","","",""
"142","1986","Couple + C. LE and GT 16","Urban Area","","","",""
"142","1986","Couple + C. LE and GT 16","Rural Area","","","",""
"143","1986","1-pers.-HH","Urban Area","","","",""
"143","1986","1-pers.-HH","Rural Area","","","",""
"143","1986","(Married) couple without C. ","Urban Area","","","",""
"143","1986","(Married) couple without C. ","Rural Area","","","",""
"143","1986","Single parent ","Urban Area","","","",""
"143","1986","Single parent ","Rural Area","","","",""
"143","1986","Couple + C. LE 16 ","Urban Area","","","",""
"143","1986","Couple + C. LE 16 ","Rural Area","","","",""
"143","1986","Couple + C. GT 16 ","Urban Area","","","",""
"143","1986","Couple + C. GT 16 ","Rural Area","","","",""
"143","1986","Couple + C. LE and GT 16","Urban Area","","","",""
"143","1986","Couple + C. LE and GT 16","Rural Area","","","",""
"144","1986","1-pers.-HH","Urban Area","","","",""
"144","1986","1-pers.-HH","Rural Area","","","",""
"144","1986","(Married) couple without C. ","Urban Area","","","",""
"144","1986","(Married) couple without C. ","Rural Area","","","",""
"144","1986","Single parent ","Urban Area","","","",""
"144","1986","Single parent ","Rural Area","","","",""
"144","1986","Couple + C. LE 16 ","Urban Area","","","",""
"144","1986","Couple + C. LE 16 ","Rural Area","","","",""
"144","1986","Couple + C. GT 16 ","Urban Area","","","",""
"144","1986","Couple + C. GT 16 ","Rural Area","","","",""
"144","1986","Couple + C. LE and GT 16","Urban Area","","","",""
"144","1986","Couple + C. LE and GT 16","Rural Area","","","",""
"145","1986","1-pers.-HH","Urban Area","","","",""
"145","1986","1-pers.-HH","Rural Area","","","",""
"145","1986","(Married) couple without C. ","Urban Area","","","",""
"145","1986","(Married) couple without C. ","Rural Area","","","",""
"145","1986","Single parent ","Urban Area","","","",""
"145","1986","Single parent ","Rural Area","","","",""
"145","1986","Couple + C. LE 16 ","Urban Area","","","",""
"145","1986","Couple + C. LE 16 ","Rural Area","","","",""
"145","1986","Couple + C. GT 16 ","Urban Area","","","",""
"145","1986","Couple + C. GT 16 ","Rural Area","","","",""
"145","1986","Couple + C. LE and GT 16","Urban Area","","","",""
"145","1986","Couple + C. LE and GT 16","Rural Area","","","",""
"146","1986","1-pers.-HH","Urban Area","","","",""
"146","1986","1-pers.-HH","Rural Area","","","",""
"146","1986","(Married) couple without C. ","Urban Area","","","",""
"146","1986","(Married) couple without C. ","Rural Area","","","",""
"146","1986","Single parent ","Urban Area","","","",""
"146","1986","Single parent ","Rural Area","","","",""
"146","1986","Couple + C. LE 16 ","Urban Area","","","",""
"146","1986","Couple + C. LE 16 ","Rural Area","","","",""
"146","1986","Couple + C. GT 16 ","Urban Area","","","",""
"146","1986","Couple + C. GT 16 ","Rural Area","","","",""
"146","1986","Couple + C. LE and GT 16","Urban Area","","","",""
"146","1986","Couple + C. LE and GT 16","Rural Area","","","",""
"147","1986","1-pers.-HH","Urban Area","","","",""
"147","1986","1-pers.-HH","Rural Area","","","",""
"147","1986","(Married) couple without C. ","Urban Area","","","",""
"147","1986","(Married) couple without C. ","Rural Area","","","",""
"147","1986","Single parent ","Urban Area","","","",""
"147","1986","Single parent ","Rural Area","","","",""
"147","1986","Couple + C. LE 16 ","Urban Area","","","",""
"147","1986","Couple + C. LE 16 ","Rural Area","","","",""
"147","1986","Couple + C. GT 16 ","Urban Area","","","",""
"147","1986","Couple + C. GT 16 ","Rural Area","","","",""
"147","1986","Couple + C. LE and GT 16","Urban Area","","","",""
"147","1986","Couple + C. LE and GT 16","Rural Area","","","",""
"148","1986","1-pers.-HH","Urban Area","","","",""
"148","1986","1-pers.-HH","Rural Area","","","",""
"148","1986","(Married) couple without C. ","Urban Area","","","",""
"148","1986","(Married) couple without C. ","Rural Area","","","",""
"148","1986","Single parent ","Urban Area","","","",""
"148","1986","Single parent ","Rural Area","","","",""
"148","1986","Couple + C. LE 16 ","Urban Area","","","",""
"148","1986","Couple + C. LE 16 ","Rural Area","","","",""
"148","1986","Couple + C. GT 16 ","Urban Area","","","",""
"148","1986","Couple + C. GT 16 ","Rural Area","","","",""
"148","1986","Couple + C. LE and GT 16","Urban Area","","","",""
"148","1986","Couple + C. LE and GT 16","Rural Area","","","",""
"149","1986","1-pers.-HH","Urban Area","","","",""
"149","1986","1-pers.-HH","Rural Area","","","",""
"149","1986","(Married) couple without C. ","Urban Area","","","",""
"149","1986","(Married) couple without C. ","Rural Area","","","",""
"149","1986","Single parent ","Urban Area","","","",""
"149","1986","Single parent ","Rural Area","","","",""
"149","1986","Couple + C. LE 16 ","Urban Area","","","",""
"149","1986","Couple + C. LE 16 ","Rural Area","","","",""
"149","1986","Couple + C. GT 16 ","Urban Area","","","",""
"149","1986","Couple + C. GT 16 ","Rural Area","","","",""
"149","1986","Couple + C. LE and GT 16","Urban Area","","","",""
"149","1986","Couple + C. LE and GT 16","Rural Area","","","",""
"151","1986","1-pers.-HH","Urban Area","","","",""
"151","1986","1-pers.-HH","Rural Area","","","",""
"151","1986","(Married) couple without C. ","Urban Area","","","",""
"151","1986","(Married) couple without C. ","Rural Area","","","",""
"151","1986","Single parent ","Urban Area","","","",""
"151","1986","Single parent ","Rural Area","","","",""
"151","1986","Couple + C. LE 16 ","Urban Area","","","",""
"151","1986","Couple + C. LE 16 ","Rural Area","","","",""
"151","1986","Couple + C. GT 16 ","Urban Area","","","",""
"151","1986","Couple + C. GT 16 ","Rural Area","","","",""
"151","1986","Couple + C. LE and GT 16","Urban Area","","","",""
"151","1986","Couple + C. LE and GT 16","Rural Area","","","",""
"152","1986","1-pers.-HH","Urban Area","","","",""
"152","1986","1-pers.-HH","Rural Area","","","",""
"152","1986","(Married) couple without C. ","Urban Area","","","",""
"152","1986","(Married) couple without C. ","Rural Area","","","",""
"152","1986","Single parent ","Urban Area","","","",""
"152","1986","Single parent ","Rural Area","","","",""
"152","1986","Couple + C. LE 16 ","Urban Area","","","",""
"152","1986","Couple + C. LE 16 ","Rural Area","","","",""
"152","1986","Couple + C. GT 16 ","Urban Area","","","",""
"152","1986","Couple + C. GT 16 ","Rural Area","","","",""
"152","1986","Couple + C. LE and GT 16","Urban Area","","","",""
"152","1986","Couple + C. LE and GT 16","Rural Area","","","",""
"154","1986","1-pers.-HH","Urban Area","","","",""
"154","1986","1-pers.-HH","Rural Area","","","",""
"154","1986","(Married) couple without C. ","Urban Area","","","",""
"154","1986","(Married) couple without C. ","Rural Area","","","",""
"154","1986","Single parent ","Urban Area","","","",""
"154","1986","Single parent ","Rural Area","","","",""
"154","1986","Couple + C. LE 16 ","Urban Area","","","",""
"154","1986","Couple + C. LE 16 ","Rural Area","","","",""
"154","1986","Couple + C. GT 16 ","Urban Area","","","",""
"154","1986","Couple + C. GT 16 ","Rural Area","","","",""
"154","1986","Couple + C. LE and GT 16","Urban Area","","","",""
"154","1986","Couple + C. LE and GT 16","Rural Area","","","",""
"155","1986","1-pers.-HH","Urban Area","","","",""
"155","1986","1-pers.-HH","Rural Area","","","",""
"155","1986","(Married) couple without C. ","Urban Area","","","",""
"155","1986","(Married) couple without C. ","Rural Area","","","",""
"155","1986","Single parent ","Urban Area","","","",""
"155","1986","Single parent ","Rural Area","","","",""
"155","1986","Couple + C. LE 16 ","Urban Area","","","",""
"155","1986","Couple + C. LE 16 ","Rural Area","","","",""
"155","1986","Couple + C. GT 16 ","Urban Area","","","",""
"155","1986","Couple + C. GT 16 ","Rural Area","","","",""
"155","1986","Couple + C. LE and GT 16","Urban Area","","","",""
"155","1986","Couple + C. LE and GT 16","Rural Area","","","",""
"156","1986","1-pers.-HH","Urban Area","","","",""
"156","1986","1-pers.-HH","Rural Area","","","",""
"156","1986","(Married) couple without C. ","Urban Area","","","",""
"156","1986","(Married) couple without C. ","Rural Area","","","",""
"156","1986","Single parent ","Urban Area","","","",""
"156","1986","Single parent ","Rural Area","","","",""
"156","1986","Couple + C. LE 16 ","Urban Area","","","",""
"156","1986","Couple + C. LE 16 ","Rural Area","","","",""
"156","1986","Couple + C. GT 16 ","Urban Area","","","",""
"156","1986","Couple + C. GT 16 ","Rural Area","","","",""
"156","1986","Couple + C. LE and GT 16","Urban Area","","","",""
"156","1986","Couple + C. LE and GT 16","Rural Area","","","",""
"158","1986","1-pers.-HH","Urban Area","","","",""
"158","1986","1-pers.-HH","Rural Area","","","",""
"158","1986","(Married) couple without C. ","Urban Area","","","",""
"158","1986","(Married) couple without C. ","Rural Area","","","",""
"158","1986","Single parent ","Urban Area","","","",""
"158","1986","Single parent ","Rural Area","","","",""
"158","1986","Couple + C. LE 16 ","Urban Area","","","",""
"158","1986","Couple + C. LE 16 ","Rural Area","","","",""
"158","1986","Couple + C. GT 16 ","Urban Area","","","",""
"158","1986","Couple + C. GT 16 ","Rural Area","","","",""
"158","1986","Couple + C. LE and GT 16","Urban Area","","","",""
"158","1986","Couple + C. LE and GT 16","Rural Area","","","",""
"162","1986","1-pers.-HH","Urban Area","","","",""
"162","1986","1-pers.-HH","Rural Area","","","",""
"162","1986","(Married) couple without C. ","Urban Area","","","",""
"162","1986","(Married) couple without C. ","Rural Area","","","",""
"162","1986","Single parent ","Urban Area","","","",""
"162","1986","Single parent ","Rural Area","","","",""
"162","1986","Couple + C. LE 16 ","Urban Area","","","",""
"162","1986","Couple + C. LE 16 ","Rural Area","","","",""
"162","1986","Couple + C. GT 16 ","Urban Area","","","",""
"162","1986","Couple + C. GT 16 ","Rural Area","","","",""
"162","1986","Couple + C. LE and GT 16","Urban Area","","","",""
"162","1986","Couple + C. LE and GT 16","Rural Area","","","",""
"164","1986","1-pers.-HH","Urban Area","","","",""
"164","1986","1-pers.-HH","Rural Area","","","",""
"164","1986","(Married) couple without C. ","Urban Area","","","",""
"164","1986","(Married) couple without C. ","Rural Area","","","",""
"164","1986","Single parent ","Urban Area","","","",""
"164","1986","Single parent ","Rural Area","","","",""
"164","1986","Couple + C. LE 16 ","Urban Area","","","",""
"164","1986","Couple + C. LE 16 ","Rural Area","","","",""
"164","1986","Couple + C. GT 16 ","Urban Area","","","",""
"164","1986","Couple + C. GT 16 ","Rural Area","","","",""
"164","1986","Couple + C. LE and GT 16","Urban Area","","","",""
"164","1986","Couple + C. LE and GT 16","Rural Area","","","",""
"165","1986","1-pers.-HH","Urban Area","","","",""
"165","1986","1-pers.-HH","Rural Area","","","",""
"165","1986","(Married) couple without C. ","Urban Area","","","",""
"165","1986","(Married) couple without C. ","Rural Area","","","",""
"165","1986","Single parent ","Urban Area","","","",""
"165","1986","Single parent ","Rural Area","","","",""
"165","1986","Couple + C. LE 16 ","Urban Area","","","",""
"165","1986","Couple + C. LE 16 ","Rural Area","","","",""
"165","1986","Couple + C. GT 16 ","Urban Area","","","",""
"165","1986","Couple + C. GT 16 ","Rural Area","","","",""
"165","1986","Couple + C. LE and GT 16","Urban Area","","","",""
"165","1986","Couple + C. LE and GT 16","Rural Area","","","",""
"166","1986","1-pers.-HH","Urban Area","","","",""
"166","1986","1-pers.-HH","Rural Area","","","",""
"166","1986","(Married) couple without C. ","Urban Area","","","",""
"166","1986","(Married) couple without C. ","Rural Area","","","",""
"166","1986","Single parent ","Urban Area","","","",""
"166","1986","Single parent ","Rural Area","","","",""
"166","1986","Couple + C. LE 16 ","Urban Area","","","",""
"166","1986","Couple + C. LE 16 ","Rural Area","","","",""
"166","1986","Couple + C. GT 16 ","Urban Area","","","",""
"166","1986","Couple + C. GT 16 ","Rural Area","","","",""
"166","1986","Couple + C. LE and GT 16","Urban Area","","","",""
"166","1986","Couple + C. LE and GT 16","Rural Area","","","",""
"167","1986","1-pers.-HH","Urban Area","","","",""
"167","1986","1-pers.-HH","Rural Area","","","",""
"167","1986","(Married) couple without C. ","Urban Area","","","",""
"167","1986","(Married) couple without C. ","Rural Area","","","",""
"167","1986","Single parent ","Urban Area","","","",""
"167","1986","Single parent ","Rural Area","","","",""
"167","1986","Couple + C. LE 16 ","Urban Area","","","",""
"167","1986","Couple + C. LE 16 ","Rural Area","","","",""
"167","1986","Couple + C. GT 16 ","Urban Area","","","",""
"167","1986","Couple + C. GT 16 ","Rural Area","","","",""
"167","1986","Couple + C. LE and GT 16","Urban Area","","","",""
"167","1986","Couple + C. LE and GT 16","Rural Area","","","",""
"168","1986","1-pers.-HH","Urban Area","","","",""
"168","1986","1-pers.-HH","Rural Area","","","",""
"168","1986","(Married) couple without C. ","Urban Area","","","",""
"168","1986","(Married) couple without C. ","Rural Area","","","",""
"168","1986","Single parent ","Urban Area","","","",""
"168","1986","Single parent ","Rural Area","","","",""
"168","1986","Couple + C. LE 16 ","Urban Area","","","",""
"168","1986","Couple + C. LE 16 ","Rural Area","","","",""
"168","1986","Couple + C. GT 16 ","Urban Area","","","",""
"168","1986","Couple + C. GT 16 ","Rural Area","","","",""
"168","1986","Couple + C. LE and GT 16","Urban Area","","","",""
"168","1986","Couple + C. LE and GT 16","Rural Area","","","",""
"169","1986","1-pers.-HH","Urban Area","","","",""
"169","1986","1-pers.-HH","Rural Area","","","",""
"169","1986","(Married) couple without C. ","Urban Area","","","",""
"169","1986","(Married) couple without C. ","Rural Area","","","",""
"169","1986","Single parent ","Urban Area","","","",""
"169","1986","Single parent ","Rural Area","","","",""
"169","1986","Couple + C. LE 16 ","Urban Area","","","",""
"169","1986","Couple + C. LE 16 ","Rural Area","","","",""
"169","1986","Couple + C. GT 16 ","Urban Area","","","",""
"169","1986","Couple + C. GT 16 ","Rural Area","","","",""
"169","1986","Couple + C. LE and GT 16","Urban Area","","","",""
"169","1986","Couple + C. LE and GT 16","Rural Area","","","",""
"172","1986","1-pers.-HH","Urban Area","","","",""
"172","1986","1-pers.-HH","Rural Area","","","",""
"172","1986","(Married) couple without C. ","Urban Area","","","",""
"172","1986","(Married) couple without C. ","Rural Area","","","",""
"172","1986","Single parent ","Urban Area","","","",""
"172","1986","Single parent ","Rural Area","","","",""
"172","1986","Couple + C. LE 16 ","Urban Area","","","",""
"172","1986","Couple + C. LE 16 ","Rural Area","","","",""
"172","1986","Couple + C. GT 16 ","Urban Area","","","",""
"172","1986","Couple + C. GT 16 ","Rural Area","","","",""
"172","1986","Couple + C. LE and GT 16","Urban Area","","","",""
"172","1986","Couple + C. LE and GT 16","Rural Area","","","",""
"173","1986","1-pers.-HH","Urban Area","","","",""
"173","1986","1-pers.-HH","Rural Area","","","",""
"173","1986","(Married) couple without C. ","Urban Area","","","",""
"173","1986","(Married) couple without C. ","Rural Area","","","",""
"173","1986","Single parent ","Urban Area","","","",""
"173","1986","Single parent ","Rural Area","","","",""
"173","1986","Couple + C. LE 16 ","Urban Area","","","",""
"173","1986","Couple + C. LE 16 ","Rural Area","","","",""
"173","1986","Couple + C. GT 16 ","Urban Area","","","",""
"173","1986","Couple + C. GT 16 ","Rural Area","","","",""
"173","1986","Couple + C. LE and GT 16","Urban Area","","","",""
"173","1986","Couple + C. LE and GT 16","Rural Area","","","",""
"178","1986","1-pers.-HH","Urban Area","","","",""
"178","1986","1-pers.-HH","Rural Area","","","",""
"178","1986","(Married) couple without C. ","Urban Area","","","",""
"178","1986","(Married) couple without C. ","Rural Area","","","",""
"178","1986","Single parent ","Urban Area","","","",""
"178","1986","Single parent ","Rural Area","","","",""
"178","1986","Couple + C. LE 16 ","Urban Area","","","",""
"178","1986","Couple + C. LE 16 ","Rural Area","","","",""
"178","1986","Couple + C. GT 16 ","Urban Area","","","",""
"178","1986","Couple + C. GT 16 ","Rural Area","","","",""
"178","1986","Couple + C. LE and GT 16","Urban Area","","","",""
"178","1986","Couple + C. LE and GT 16","Rural Area","","","",""
"181","1986","1-pers.-HH","Urban Area","","","",""
"181","1986","1-pers.-HH","Rural Area","","","",""
"181","1986","(Married) couple without C. ","Urban Area","","","",""
"181","1986","(Married) couple without C. ","Rural Area","","","",""
"181","1986","Single parent ","Urban Area","","","",""
"181","1986","Single parent ","Rural Area","","","",""
"181","1986","Couple + C. LE 16 ","Urban Area","","","",""
"181","1986","Couple + C. LE 16 ","Rural Area","","","",""
"181","1986","Couple + C. GT 16 ","Urban Area","","","",""
"181","1986","Couple + C. GT 16 ","Rural Area","","","",""
"181","1986","Couple + C. LE and GT 16","Urban Area","","","",""
"181","1986","Couple + C. LE and GT 16","Rural Area","","","",""
"183","1986","1-pers.-HH","Urban Area","","","",""
"183","1986","1-pers.-HH","Rural Area","","","",""
"183","1986","(Married) couple without C. ","Urban Area","","","",""
"183","1986","(Married) couple without C. ","Rural Area","","","",""
"183","1986","Single parent ","Urban Area","","","",""
"183","1986","Single parent ","Rural Area","","","",""
"183","1986","Couple + C. LE 16 ","Urban Area","","","",""
"183","1986","Couple + C. LE 16 ","Rural Area","","","",""
"183","1986","Couple + C. GT 16 ","Urban Area","","","",""
"183","1986","Couple + C. GT 16 ","Rural Area","","","",""
"183","1986","Couple + C. LE and GT 16","Urban Area","","","",""
"183","1986","Couple + C. LE and GT 16","Rural Area","","","",""
"188","1986","1-pers.-HH","Urban Area","","","",""
"188","1986","1-pers.-HH","Rural Area","","","",""
"188","1986","(Married) couple without C. ","Urban Area","","","",""
"188","1986","(Married) couple without C. ","Rural Area","","","",""
"188","1986","Single parent ","Urban Area","","","",""
"188","1986","Single parent ","Rural Area","","","",""
"188","1986","Couple + C. LE 16 ","Urban Area","","","",""
"188","1986","Couple + C. LE 16 ","Rural Area","","","",""
"188","1986","Couple + C. GT 16 ","Urban Area","","","",""
