"pgnation","year","sampreg","sex","n","percent","lower_confidence","upper_confidence"
"35","1985","East Germany","Male","","","",""
"35","1985","East Germany","Female","","","",""
"36","1985","West Germany","Male","","","",""
"36","1985","West Germany","Female","","","",""
"36","1985","East Germany","Male","","","",""
"36","1985","East Germany","Female","","","",""
"37","1985","West Germany","Male","","","",""
"37","1985","West Germany","Female","","","",""
"37","1985","East Germany","Male","","","",""
"37","1985","East Germany","Female","","","",""
"38","1985","West Germany","Male","","","",""
"38","1985","West Germany","Female","2","","",""
"38","1985","East Germany","Male","","","",""
"38","1985","East Germany","Female","","","",""
"39","1985","West Germany","Male","2","","",""
"39","1985","West Germany","Female","","","",""
"39","1985","East Germany","Male","","","",""
"39","1985","East Germany","Female","","","",""
"40","1985","West Germany","Male","","","",""
"40","1985","West Germany","Female","","","",""
"40","1985","East Germany","Male","","","",""
"40","1985","East Germany","Female","","","",""
"41","1985","West Germany","Male","1","","",""
"41","1985","West Germany","Female","","","",""
"41","1985","East Germany","Male","","","",""
"41","1985","East Germany","Female","","","",""
"42","1985","West Germany","Male","1","","",""
"42","1985","West Germany","Female","","","",""
"42","1985","East Germany","Male","","","",""
"42","1985","East Germany","Female","","","",""
"43","1985","West Germany","Male","1","","",""
"43","1985","West Germany","Female","1","","",""
"43","1985","East Germany","Male","","","",""
"43","1985","East Germany","Female","","","",""
"44","1985","West Germany","Male","","","",""
"44","1985","West Germany","Female","1","","",""
"44","1985","East Germany","Male","","","",""
"44","1985","East Germany","Female","","","",""
"45","1985","West Germany","Male","","","",""
"45","1985","West Germany","Female","","","",""
"45","1985","East Germany","Male","","","",""
"45","1985","East Germany","Female","","","",""
"46","1985","West Germany","Male","","","",""
"46","1985","West Germany","Female","","","",""
"46","1985","East Germany","Male","","","",""
"46","1985","East Germany","Female","","","",""
"47","1985","West Germany","Male","","","",""
"47","1985","West Germany","Female","","","",""
"47","1985","East Germany","Male","","","",""
"47","1985","East Germany","Female","","","",""
"48","1985","West Germany","Male","","","",""
"48","1985","West Germany","Female","","","",""
"48","1985","East Germany","Male","","","",""
"48","1985","East Germany","Female","","","",""
"49","1985","West Germany","Male","","","",""
"49","1985","West Germany","Female","","","",""
"49","1985","East Germany","Male","","","",""
"49","1985","East Germany","Female","","","",""
"50","1985","West Germany","Male","","","",""
"50","1985","West Germany","Female","","","",""
"50","1985","East Germany","Male","","","",""
"50","1985","East Germany","Female","","","",""
"51","1985","West Germany","Male","","","",""
"51","1985","West Germany","Female","","","",""
"51","1985","East Germany","Male","","","",""
"51","1985","East Germany","Female","","","",""
"52","1985","West Germany","Male","","","",""
"52","1985","West Germany","Female","","","",""
"52","1985","East Germany","Male","","","",""
"52","1985","East Germany","Female","","","",""
"53","1985","West Germany","Male","","","",""
"53","1985","West Germany","Female","","","",""
"53","1985","East Germany","Male","","","",""
"53","1985","East Germany","Female","","","",""
"54","1985","West Germany","Male","","","",""
"54","1985","West Germany","Female","","","",""
"54","1985","East Germany","Male","","","",""
"54","1985","East Germany","Female","","","",""
"55","1985","West Germany","Male","","","",""
"55","1985","West Germany","Female","","","",""
"55","1985","East Germany","Male","","","",""
"55","1985","East Germany","Female","","","",""
"56","1985","West Germany","Male","","","",""
"56","1985","West Germany","Female","","","",""
"56","1985","East Germany","Male","","","",""
"56","1985","East Germany","Female","","","",""
"59","1985","West Germany","Male","","","",""
"59","1985","West Germany","Female","","","",""
"59","1985","East Germany","Male","","","",""
"59","1985","East Germany","Female","","","",""
"60","1985","West Germany","Male","","","",""
"60","1985","West Germany","Female","","","",""
"60","1985","East Germany","Male","","","",""
"60","1985","East Germany","Female","","","",""
"61","1985","West Germany","Male","","","",""
"61","1985","West Germany","Female","","","",""
"61","1985","East Germany","Male","","","",""
"61","1985","East Germany","Female","","","",""
"64","1985","West Germany","Male","","","",""
"64","1985","West Germany","Female","","","",""
"64","1985","East Germany","Male","","","",""
"64","1985","East Germany","Female","","","",""
"65","1985","West Germany","Male","","","",""
"65","1985","West Germany","Female","","","",""
"65","1985","East Germany","Male","","","",""
"65","1985","East Germany","Female","","","",""
"66","1985","West Germany","Male","","","",""
"66","1985","West Germany","Female","","","",""
"66","1985","East Germany","Male","","","",""
"66","1985","East Germany","Female","","","",""
"67","1985","West Germany","Male","","","",""
"67","1985","West Germany","Female","","","",""
"67","1985","East Germany","Male","","","",""
"67","1985","East Germany","Female","","","",""
"68","1985","West Germany","Male","","","",""
"68","1985","West Germany","Female","","","",""
"68","1985","East Germany","Male","","","",""
"68","1985","East Germany","Female","","","",""
"71","1985","West Germany","Male","","","",""
"71","1985","West Germany","Female","","","",""
"71","1985","East Germany","Male","","","",""
"71","1985","East Germany","Female","","","",""
"72","1985","West Germany","Male","","","",""
"72","1985","West Germany","Female","","","",""
"72","1985","East Germany","Male","","","",""
"72","1985","East Germany","Female","","","",""
"73","1985","West Germany","Male","","","",""
"73","1985","West Germany","Female","","","",""
"73","1985","East Germany","Male","","","",""
"73","1985","East Germany","Female","","","",""
"74","1985","West Germany","Male","","","",""
"74","1985","West Germany","Female","","","",""
"74","1985","East Germany","Male","","","",""
"74","1985","East Germany","Female","","","",""
"75","1985","West Germany","Male","","","",""
"75","1985","West Germany","Female","","","",""
"75","1985","East Germany","Male","","","",""
"75","1985","East Germany","Female","","","",""
"76","1985","West Germany","Male","","","",""
"76","1985","West Germany","Female","","","",""
"76","1985","East Germany","Male","","","",""
"76","1985","East Germany","Female","","","",""
"77","1985","West Germany","Male","","","",""
"77","1985","West Germany","Female","","","",""
"77","1985","East Germany","Male","","","",""
"77","1985","East Germany","Female","","","",""
"78","1985","West Germany","Male","","","",""
"78","1985","West Germany","Female","","","",""
"78","1985","East Germany","Male","","","",""
"78","1985","East Germany","Female","","","",""
"79","1985","West Germany","Male","","","",""
"79","1985","West Germany","Female","","","",""
"79","1985","East Germany","Male","","","",""
"79","1985","East Germany","Female","","","",""
"80","1985","West Germany","Male","","","",""
"80","1985","West Germany","Female","","","",""
"80","1985","East Germany","Male","","","",""
"80","1985","East Germany","Female","","","",""
"81","1985","West Germany","Male","","","",""
"81","1985","West Germany","Female","","","",""
"81","1985","East Germany","Male","","","",""
"81","1985","East Germany","Female","","","",""
"82","1985","West Germany","Male","","","",""
"82","1985","West Germany","Female","","","",""
"82","1985","East Germany","Male","","","",""
"82","1985","East Germany","Female","","","",""
"83","1985","West Germany","Male","","","",""
"83","1985","West Germany","Female","","","",""
"83","1985","East Germany","Male","","","",""
"83","1985","East Germany","Female","","","",""
"84","1985","West Germany","Male","","","",""
"84","1985","West Germany","Female","","","",""
"84","1985","East Germany","Male","","","",""
"84","1985","East Germany","Female","","","",""
"85","1985","West Germany","Male","","","",""
"85","1985","West Germany","Female","","","",""
"85","1985","East Germany","Male","","","",""
"85","1985","East Germany","Female","","","",""
"86","1985","West Germany","Male","","","",""
"86","1985","West Germany","Female","","","",""
"86","1985","East Germany","Male","","","",""
"86","1985","East Germany","Female","","","",""
"89","1985","West Germany","Male","","","",""
"89","1985","West Germany","Female","","","",""
"89","1985","East Germany","Male","","","",""
"89","1985","East Germany","Female","","","",""
"90","1985","West Germany","Male","","","",""
"90","1985","West Germany","Female","","","",""
"90","1985","East Germany","Male","","","",""
"90","1985","East Germany","Female","","","",""
"92","1985","West Germany","Male","","","",""
"92","1985","West Germany","Female","","","",""
"92","1985","East Germany","Male","","","",""
"92","1985","East Germany","Female","","","",""
"94","1985","West Germany","Male","","","",""
"94","1985","West Germany","Female","","","",""
"94","1985","East Germany","Male","","","",""
"94","1985","East Germany","Female","","","",""
"95","1985","West Germany","Male","","","",""
"95","1985","West Germany","Female","","","",""
"95","1985","East Germany","Male","","","",""
"95","1985","East Germany","Female","","","",""
"96","1985","West Germany","Male","","","",""
"96","1985","West Germany","Female","","","",""
"96","1985","East Germany","Male","","","",""
"96","1985","East Germany","Female","","","",""
"97","1985","West Germany","Male","","","",""
"97","1985","West Germany","Female","","","",""
"97","1985","East Germany","Male","","","",""
"97","1985","East Germany","Female","","","",""
"98","1985","West Germany","Male","5","","",""
"98","1985","West Germany","Female","5","","",""
"98","1985","East Germany","Male","","","",""
"98","1985","East Germany","Female","","","",""
"101","1985","West Germany","Male","","","",""
"101","1985","West Germany","Female","","","",""
"101","1985","East Germany","Male","","","",""
"101","1985","East Germany","Female","","","",""
"102","1985","West Germany","Male","","","",""
"102","1985","West Germany","Female","","","",""
"102","1985","East Germany","Male","","","",""
"102","1985","East Germany","Female","","","",""
"103","1985","West Germany","Male","","","",""
