"pgnation","year","sampreg","sex","n","percent","lower_confidence","upper_confidence"
"22","1988","East Germany","Female","","","",""
"23","1988","West Germany","Male","","","",""
"23","1988","West Germany","Female","","","",""
"23","1988","East Germany","Male","","","",""
"23","1988","East Germany","Female","","","",""
"24","1988","West Germany","Male","","","",""
"24","1988","West Germany","Female","1","","",""
"24","1988","East Germany","Male","","","",""
"24","1988","East Germany","Female","","","",""
"25","1988","West Germany","Male","","","",""
"25","1988","West Germany","Female","","","",""
"25","1988","East Germany","Male","","","",""
"25","1988","East Germany","Female","","","",""
"26","1988","West Germany","Male","","","",""
"26","1988","West Germany","Female","2","","",""
"26","1988","East Germany","Male","","","",""
"26","1988","East Germany","Female","","","",""
"27","1988","West Germany","Male","","","",""
"27","1988","West Germany","Female","","","",""
"27","1988","East Germany","Male","","","",""
"27","1988","East Germany","Female","","","",""
"28","1988","West Germany","Male","","","",""
"28","1988","West Germany","Female","","","",""
"28","1988","East Germany","Male","","","",""
"28","1988","East Germany","Female","","","",""
"29","1988","West Germany","Male","","","",""
"29","1988","West Germany","Female","","","",""
"29","1988","East Germany","Male","","","",""
"29","1988","East Germany","Female","","","",""
"30","1988","West Germany","Male","","","",""
"30","1988","West Germany","Female","","","",""
"30","1988","East Germany","Male","","","",""
"30","1988","East Germany","Female","","","",""
"31","1988","West Germany","Male","","","",""
"31","1988","West Germany","Female","2","","",""
"31","1988","East Germany","Male","","","",""
"31","1988","East Germany","Female","","","",""
"32","1988","West Germany","Male","","","",""
"32","1988","West Germany","Female","","","",""
"32","1988","East Germany","Male","","","",""
"32","1988","East Germany","Female","","","",""
"34","1988","West Germany","Male","","","",""
"34","1988","West Germany","Female","1","","",""
"34","1988","East Germany","Male","","","",""
"34","1988","East Germany","Female","","","",""
"35","1988","West Germany","Male","","","",""
"35","1988","West Germany","Female","","","",""
"35","1988","East Germany","Male","","","",""
"35","1988","East Germany","Female","","","",""
"36","1988","West Germany","Male","","","",""
"36","1988","West Germany","Female","","","",""
"36","1988","East Germany","Male","","","",""
"36","1988","East Germany","Female","","","",""
"37","1988","West Germany","Male","","","",""
"37","1988","West Germany","Female","","","",""
"37","1988","East Germany","Male","","","",""
"37","1988","East Germany","Female","","","",""
"38","1988","West Germany","Male","","","",""
"38","1988","West Germany","Female","3","","",""
"38","1988","East Germany","Male","","","",""
"38","1988","East Germany","Female","","","",""
"39","1988","West Germany","Male","1","","",""
"39","1988","West Germany","Female","","","",""
"39","1988","East Germany","Male","","","",""
"39","1988","East Germany","Female","","","",""
"40","1988","West Germany","Male","","","",""
"40","1988","West Germany","Female","","","",""
"40","1988","East Germany","Male","","","",""
"40","1988","East Germany","Female","","","",""
"41","1988","West Germany","Male","1","","",""
"41","1988","West Germany","Female","","","",""
"41","1988","East Germany","Male","","","",""
"41","1988","East Germany","Female","","","",""
"42","1988","West Germany","Male","","","",""
"42","1988","West Germany","Female","","","",""
"42","1988","East Germany","Male","","","",""
"42","1988","East Germany","Female","","","",""
"43","1988","West Germany","Male","","","",""
"43","1988","West Germany","Female","","","",""
"43","1988","East Germany","Male","","","",""
"43","1988","East Germany","Female","","","",""
"44","1988","West Germany","Male","","","",""
"44","1988","West Germany","Female","1","","",""
"44","1988","East Germany","Male","","","",""
"44","1988","East Germany","Female","","","",""
"45","1988","West Germany","Male","","","",""
"45","1988","West Germany","Female","","","",""
"45","1988","East Germany","Male","","","",""
"45","1988","East Germany","Female","","","",""
"46","1988","West Germany","Male","","","",""
"46","1988","West Germany","Female","","","",""
"46","1988","East Germany","Male","","","",""
"46","1988","East Germany","Female","","","",""
"47","1988","West Germany","Male","","","",""
"47","1988","West Germany","Female","1","","",""
"47","1988","East Germany","Male","","","",""
"47","1988","East Germany","Female","","","",""
"48","1988","West Germany","Male","1","","",""
"48","1988","West Germany","Female","","","",""
"48","1988","East Germany","Male","","","",""
"48","1988","East Germany","Female","","","",""
"49","1988","West Germany","Male","","","",""
"49","1988","West Germany","Female","","","",""
"49","1988","East Germany","Male","","","",""
"49","1988","East Germany","Female","","","",""
"50","1988","West Germany","Male","1","","",""
"50","1988","West Germany","Female","","","",""
"50","1988","East Germany","Male","","","",""
"50","1988","East Germany","Female","","","",""
"51","1988","West Germany","Male","","","",""
"51","1988","West Germany","Female","","","",""
"51","1988","East Germany","Male","","","",""
"51","1988","East Germany","Female","","","",""
"52","1988","West Germany","Male","","","",""
"52","1988","West Germany","Female","","","",""
"52","1988","East Germany","Male","","","",""
"52","1988","East Germany","Female","","","",""
"53","1988","West Germany","Male","","","",""
"53","1988","West Germany","Female","","","",""
"53","1988","East Germany","Male","","","",""
"53","1988","East Germany","Female","","","",""
"54","1988","West Germany","Male","","","",""
"54","1988","West Germany","Female","","","",""
"54","1988","East Germany","Male","","","",""
"54","1988","East Germany","Female","","","",""
"55","1988","West Germany","Male","","","",""
"55","1988","West Germany","Female","","","",""
"55","1988","East Germany","Male","","","",""
"55","1988","East Germany","Female","","","",""
"56","1988","West Germany","Male","","","",""
"56","1988","West Germany","Female","","","",""
"56","1988","East Germany","Male","","","",""
"56","1988","East Germany","Female","","","",""
"59","1988","West Germany","Male","","","",""
"59","1988","West Germany","Female","","","",""
"59","1988","East Germany","Male","","","",""
"59","1988","East Germany","Female","","","",""
"60","1988","West Germany","Male","","","",""
"60","1988","West Germany","Female","","","",""
"60","1988","East Germany","Male","","","",""
"60","1988","East Germany","Female","","","",""
"61","1988","West Germany","Male","","","",""
"61","1988","West Germany","Female","","","",""
"61","1988","East Germany","Male","","","",""
"61","1988","East Germany","Female","","","",""
"64","1988","West Germany","Male","","","",""
"64","1988","West Germany","Female","","","",""
"64","1988","East Germany","Male","","","",""
"64","1988","East Germany","Female","","","",""
"65","1988","West Germany","Male","","","",""
"65","1988","West Germany","Female","","","",""
"65","1988","East Germany","Male","","","",""
"65","1988","East Germany","Female","","","",""
"66","1988","West Germany","Male","","","",""
"66","1988","West Germany","Female","","","",""
"66","1988","East Germany","Male","","","",""
"66","1988","East Germany","Female","","","",""
"67","1988","West Germany","Male","","","",""
"67","1988","West Germany","Female","","","",""
"67","1988","East Germany","Male","","","",""
"67","1988","East Germany","Female","","","",""
"68","1988","West Germany","Male","","","",""
"68","1988","West Germany","Female","","","",""
"68","1988","East Germany","Male","","","",""
"68","1988","East Germany","Female","","","",""
"71","1988","West Germany","Male","","","",""
"71","1988","West Germany","Female","","","",""
"71","1988","East Germany","Male","","","",""
"71","1988","East Germany","Female","","","",""
"72","1988","West Germany","Male","","","",""
"72","1988","West Germany","Female","","","",""
"72","1988","East Germany","Male","","","",""
"72","1988","East Germany","Female","","","",""
"73","1988","West Germany","Male","","","",""
"73","1988","West Germany","Female","","","",""
"73","1988","East Germany","Male","","","",""
"73","1988","East Germany","Female","","","",""
"74","1988","West Germany","Male","","","",""
"74","1988","West Germany","Female","","","",""
"74","1988","East Germany","Male","","","",""
"74","1988","East Germany","Female","","","",""
"75","1988","West Germany","Male","","","",""
"75","1988","West Germany","Female","","","",""
"75","1988","East Germany","Male","","","",""
"75","1988","East Germany","Female","","","",""
"76","1988","West Germany","Male","","","",""
"76","1988","West Germany","Female","","","",""
"76","1988","East Germany","Male","","","",""
"76","1988","East Germany","Female","","","",""
"77","1988","West Germany","Male","","","",""
"77","1988","West Germany","Female","","","",""
"77","1988","East Germany","Male","","","",""
"77","1988","East Germany","Female","","","",""
"78","1988","West Germany","Male","","","",""
"78","1988","West Germany","Female","","","",""
"78","1988","East Germany","Male","","","",""
"78","1988","East Germany","Female","","","",""
"79","1988","West Germany","Male","","","",""
"79","1988","West Germany","Female","","","",""
"79","1988","East Germany","Male","","","",""
"79","1988","East Germany","Female","","","",""
"80","1988","West Germany","Male","","","",""
"80","1988","West Germany","Female","","","",""
"80","1988","East Germany","Male","","","",""
"80","1988","East Germany","Female","","","",""
"81","1988","West Germany","Male","","","",""
"81","1988","West Germany","Female","","","",""
"81","1988","East Germany","Male","","","",""
"81","1988","East Germany","Female","","","",""
"82","1988","West Germany","Male","","","",""
"82","1988","West Germany","Female","","","",""
"82","1988","East Germany","Male","","","",""
"82","1988","East Germany","Female","","","",""
"83","1988","West Germany","Male","","","",""
"83","1988","West Germany","Female","","","",""
"83","1988","East Germany","Male","","","",""
"83","1988","East Germany","Female","","","",""
"84","1988","West Germany","Male","","","",""
"84","1988","West Germany","Female","","","",""
"84","1988","East Germany","Male","","","",""
"84","1988","East Germany","Female","","","",""
"85","1988","West Germany","Male","","","",""
"85","1988","West Germany","Female","","","",""
"85","1988","East Germany","Male","","","",""
"85","1988","East Germany","Female","","","",""
"86","1988","West Germany","Male","","","",""
"86","1988","West Germany","Female","","","",""
"86","1988","East Germany","Male","","","",""
"86","1988","East Germany","Female","","","",""
"89","1988","West Germany","Male","","","",""
"89","1988","West Germany","Female","","","",""
"89","1988","East Germany","Male","","","",""
"89","1988","East Germany","Female","","","",""
"90","1988","West Germany","Male","","","",""
"90","1988","West Germany","Female","","","",""
"90","1988","East Germany","Male","","","",""
"90","1988","East Germany","Female","","","",""
"92","1988","West Germany","Male","","","",""
"92","1988","West Germany","Female","","","",""
"92","1988","East Germany","Male","","","",""
"92","1988","East Germany","Female","","","",""
"94","1988","West Germany","Male","","","",""
"94","1988","West Germany","Female","","","",""
"94","1988","East Germany","Male","","","",""
"94","1988","East Germany","Female","","","",""
"95","1988","West Germany","Male","","","",""
"95","1988","West Germany","Female","","","",""
"95","1988","East Germany","Male","","","",""
"95","1988","East Germany","Female","","","",""
"96","1988","West Germany","Male","","","",""
"96","1988","West Germany","Female","","","",""
"96","1988","East Germany","Male","","","",""
"96","1988","East Germany","Female","","","",""
"97","1988","West Germany","Male","","","",""
"97","1988","West Germany","Female","","","",""
"97","1988","East Germany","Male","","","",""
"97","1988","East Germany","Female","","","",""
"98","1988","West Germany","Male","3","","",""
"98","1988","West Germany","Female","3","","",""
"98","1988","East Germany","Male","","","",""
"98","1988","East Germany","Female","","","",""
"101","1988","West Germany","Male","","","",""
"101","1988","West Germany","Female","","","",""
"101","1988","East Germany","Male","","","",""
"101","1988","East Germany","Female","","","",""
"102","1988","West Germany","Male","","","",""
"102","1988","West Germany","Female","","","",""
"102","1988","East Germany","Male","","","",""
"102","1988","East Germany","Female","","","",""
"103","1988","West Germany","Male","","","",""
"103","1988","West Germany","Female","","","",""
"103","1988","East Germany","Male","","","",""
"103","1988","East Germany","Female","","","",""
"105","1988","West Germany","Male","","","",""
"105","1988","West Germany","Female","","","",""
"105","1988","East Germany","Male","","","",""
"105","1988","East Germany","Female","","","",""
"108","1988","West Germany","Male","","","",""
"108","1988","West Germany","Female","","","",""
"108","1988","East Germany","Male","","","",""
"108","1988","East Germany","Female","","","",""
"110","1988","West Germany","Male","","","",""
"110","1988","West Germany","Female","","","",""
"110","1988","East Germany","Male","","","",""
"110","1988","East Germany","Female","","","",""
"111","1988","West Germany","Male","","","",""
"111","1988","West Germany","Female","","","",""
"111","1988","East Germany","Male","","","",""
"111","1988","East Germany","Female","","","",""
"113","1988","West Germany","Male","","","",""
"113","1988","West Germany","Female","","","",""
"113","1988","East Germany","Male","","","",""
"113","1988","East Germany","Female","","","",""
"116","1988","West Germany","Male","","","",""
"116","1988","West Germany","Female","","","",""
"116","1988","East Germany","Male","","","",""
"116","1988","East Germany","Female","","","",""
"117","1988","West Germany","Male","","","",""
"117","1988","West Germany","Female","","","",""
"117","1988","East Germany","Male","","","",""
"117","1988","East Germany","Female","","","",""
"118","1988","West Germany","Male","","","",""
"118","1988","West Germany","Female","","","",""
"118","1988","East Germany","Male","","","",""
"118","1988","East Germany","Female","","","",""
"119","1988","West Germany","Male","","","",""
"119","1988","West Germany","Female","","","",""
"119","1988","East Germany","Male","","","",""
"119","1988","East Germany","Female","","","",""
"120","1988","West Germany","Male","","","",""
"120","1988","West Germany","Female","","","",""
"120","1988","East Germany","Male","","","",""
"120","1988","East Germany","Female","","","",""
"121","1988","West Germany","Male","","","",""
"121","1988","West Germany","Female","","","",""
"121","1988","East Germany","Male","","","",""
"121","1988","East Germany","Female","","","",""
"122","1988","West Germany","Male","","","",""
"122","1988","West Germany","Female","","","",""
"122","1988","East Germany","Male","","","",""
"122","1988","East Germany","Female","","","",""
"123","1988","West Germany","Male","","","",""
"123","1988","West Germany","Female","","","",""
"123","1988","East Germany","Male","","","",""
"123","1988","East Germany","Female","","","",""
"124","1988","West Germany","Male","","","",""
"124","1988","West Germany","Female","","","",""
"124","1988","East Germany","Male","","","",""
"124","1988","East Germany","Female","","","",""
"125","1988","West Germany","Male","","","",""
"125","1988","West Germany","Female","","","",""
"125","1988","East Germany","Male","","","",""
"125","1988","East Germany","Female","","","",""
"127","1988","West Germany","Male","","","",""
"127","1988","West Germany","Female","","","",""
"127","1988","East Germany","Male","","","",""
"127","1988","East Germany","Female","","","",""
"128","1988","West Germany","Male","","","",""
"128","1988","West Germany","Female","","","",""
"128","1988","East Germany","Male","","","",""
"128","1988","East Germany","Female","","","",""
"129","1988","West Germany","Male","","","",""
"129","1988","West Germany","Female","","","",""
"129","1988","East Germany","Male","","","",""
"129","1988","East Germany","Female","","","",""
"130","1988","West Germany","Male","","","",""
"130","1988","West Germany","Female","","","",""
"130","1988","East Germany","Male","","","",""
"130","1988","East Germany","Female","","","",""
"131","1988","West Germany","Male","","","",""
"131","1988","West Germany","Female","","","",""
"131","1988","East Germany","Male","","","",""
"131","1988","East Germany","Female","","","",""
"132","1988","West Germany","Male","","","",""
"132","1988","West Germany","Female","","","",""
"132","1988","East Germany","Male","","","",""
"132","1988","East Germany","Female","","","",""
"133","1988","West Germany","Male","","","",""
"133","1988","West Germany","Female","","","",""
"133","1988","East Germany","Male","","","",""
"133","1988","East Germany","Female","","","",""
"135","1988","West Germany","Male","","","",""
"135","1988","West Germany","Female","","","",""
"135","1988","East Germany","Male","","","",""
"135","1988","East Germany","Female","","","",""
"138","1988","West Germany","Male","","","",""
"138","1988","West Germany","Female","","","",""
"138","1988","East Germany","Male","","","",""
"138","1988","East Germany","Female","","","",""
"139","1988","West Germany","Male","","","",""
"139","1988","West Germany","Female","","","",""
"139","1988","East Germany","Male","","","",""
"139","1988","East Germany","Female","","","",""
"140","1988","West Germany","Male","","","",""
"140","1988","West Germany","Female","","","",""
"140","1988","East Germany","Male","","","",""
"140","1988","East Germany","Female","","","",""
"141","1988","West Germany","Male","","","",""
"141","1988","West Germany","Female","","","",""
"141","1988","East Germany","Male","","","",""
"141","1988","East Germany","Female","","","",""
"142","1988","West Germany","Male","","","",""
"142","1988","West Germany","Female","","","",""
"142","1988","East Germany","Male","","","",""
"142","1988","East Germany","Female","","","",""
"143","1988","West Germany","Male","","","",""
"143","1988","West Germany","Female","","","",""
"143","1988","East Germany","Male","","","",""
"143","1988","East Germany","Female","","","",""
"144","1988","West Germany","Male","","","",""
"144","1988","West Germany","Female","","","",""
"144","1988","East Germany","Male","","","",""
"144","1988","East Germany","Female","","","",""
"145","1988","West Germany","Male","","","",""
"145","1988","West Germany","Female","","","",""
"145","1988","East Germany","Male","","","",""
"145","1988","East Germany","Female","","","",""
"146","1988","West Germany","Male","","","",""
"146","1988","West Germany","Female","","","",""
"146","1988","East Germany","Male","","","",""
"146","1988","East Germany","Female","","","",""
"147","1988","West Germany","Male","","","",""
"147","1988","West Germany","Female","","","",""
"147","1988","East Germany","Male","","","",""
"147","1988","East Germany","Female","","","",""
"148","1988","West Germany","Male","","","",""
"148","1988","West Germany","Female","","","",""
"148","1988","East Germany","Male","","","",""
"148","1988","East Germany","Female","","","",""
"149","1988","West Germany","Male","","","",""
"149","1988","West Germany","Female","","","",""
"149","1988","East Germany","Male","","","",""
"149","1988","East Germany","Female","","","",""
"151","1988","West Germany","Male","","","",""
"151","1988","West Germany","Female","","","",""
"151","1988","East Germany","Male","","","",""
"151","1988","East Germany","Female","","","",""
"152","1988","West Germany","Male","","","",""
"152","1988","West Germany","Female","","","",""
"152","1988","East Germany","Male","","","",""
"152","1988","East Germany","Female","","","",""
"154","1988","West Germany","Male","","","",""
"154","1988","West Germany","Female","","","",""
"154","1988","East Germany","Male","","","",""
"154","1988","East Germany","Female","","","",""
"155","1988","West Germany","Male","","","",""
"155","1988","West Germany","Female","","","",""
"155","1988","East Germany","Male","","","",""
"155","1988","East Germany","Female","","","",""
"156","1988","West Germany","Male","","","",""
"156","1988","West Germany","Female","","","",""
"156","1988","East Germany","Male","","","",""
"156","1988","East Germany","Female","","","",""
"158","1988","West Germany","Male","","","",""
"158","1988","West Germany","Female","","","",""
"158","1988","East Germany","Male","","","",""
"158","1988","East Germany","Female","","","",""
"162","1988","West Germany","Male","","","",""
"162","1988","West Germany","Female","","","",""
"162","1988","East Germany","Male","","","",""
"162","1988","East Germany","Female","","","",""
"164","1988","West Germany","Male","","","",""
"164","1988","West Germany","Female","","","",""
"164","1988","East Germany","Male","","","",""
"164","1988","East Germany","Female","","","",""
"165","1988","West Germany","Male","","","",""
"165","1988","West Germany","Female","","","",""
"165","1988","East Germany","Male","","","",""
"165","1988","East Germany","Female","","","",""
"166","1988","West Germany","Male","","","",""
"166","1988","West Germany","Female","","","",""
"166","1988","East Germany","Male","","","",""
"166","1988","East Germany","Female","","","",""
"167","1988","West Germany","Male","","","",""
"167","1988","West Germany","Female","","","",""
"167","1988","East Germany","Male","","","",""
"167","1988","East Germany","Female","","","",""
"168","1988","West Germany","Male","","","",""
"168","1988","West Germany","Female","","","",""
"168","1988","East Germany","Male","","","",""
"168","1988","East Germany","Female","","","",""
"169","1988","West Germany","Male","","","",""
"169","1988","West Germany","Female","","","",""
"169","1988","East Germany","Male","","","",""
"169","1988","East Germany","Female","","","",""
"172","1988","West Germany","Male","","","",""
"172","1988","West Germany","Female","","","",""
"172","1988","East Germany","Male","","","",""
"172","1988","East Germany","Female","","","",""
"173","1988","West Germany","Male","","","",""
"173","1988","West Germany","Female","","","",""
"173","1988","East Germany","Male","","","",""
"173","1988","East Germany","Female","","","",""
"178","1988","West Germany","Male","","","",""
"178","1988","West Germany","Female","","","",""
"178","1988","East Germany","Male","","","",""
"178","1988","East Germany","Female","","","",""
"181","1988","West Germany","Male","","","",""
"181","1988","West Germany","Female","","","",""
"181","1988","East Germany","Male","","","",""
"181","1988","East Germany","Female","","","",""
"183","1988","West Germany","Male","","","",""
"183","1988","West Germany","Female","","","",""
"183","1988","East Germany","Male","","","",""
"183","1988","East Germany","Female","","","",""
"188","1988","West Germany","Male","","","",""
"188","1988","West Germany","Female","","","",""
"188","1988","East Germany","Male","","","",""
"188","1988","East Germany","Female","","","",""
"195","1988","West Germany","Male","","","",""
"195","1988","West Germany","Female","","","",""
"195","1988","East Germany","Male","","","",""
"195","1988","East Germany","Female","","","",""
"196","1988","West Germany","Male","","","",""
"196","1988","West Germany","Female","","","",""
"196","1988","East Germany","Male","","","",""
"196","1988","East Germany","Female","","","",""
"999","1988","West Germany","Male","","","",""
"999","1988","West Germany","Female","","","",""
"999","1988","East Germany","Male","","","",""
"999","1988","East Germany","Female","","","",""
"1","1989","West Germany","Male","3474","0.923416959380278","0.915870310791622","0.930963607968934"
"1","1989","West Germany","Female","3767","0.941278209252134","0.934708164501175","0.947848254003093"
"1","1989","East Germany","Male","","","",""
"1","1989","East Germany","Female","","","",""
"2","1989","West Germany","Male","469","0.0279943563039762","0.0233131418456917","0.0326755707622606"
"2","1989","West Germany","Female","421","0.0215914195504593","0.0175296955955872","0.0256531435053313"
"2","1989","East Germany","Male","","","",""
"2","1989","East Germany","Female","","","",""
"3","1989","West Germany","Male","216","0.0136175249270252","0.0103285492272023","0.0169065006268481"
"3","1989","West Germany","Female","219","0.0117664515923684","0.00875301378633304","0.0147798893984038"
"3","1989","East Germany","Male","","","",""
"3","1989","East Germany","Female","","","",""
"4","1989","West Germany","Male","175","0.00629206280775737","0.00404810438700821","0.00853602122850653"
"4","1989","West Germany","Female","163","0.00445721094437566","0.0025956758018058","0.00631874608694552"
"4","1989","East Germany","Male","","","",""
"4","1989","East Germany","Female","","","",""
"5","1989","West Germany","Male","255","0.0132042966427654","0.00996492957555124","0.0164436637099796"
"5","1989","West Germany","Female","201","0.00856123133907522","0.0059866255307549","0.0111358371473955"
"5","1989","East Germany","Male","","","",""
"5","1989","East Germany","Female","","","",""
"6","1989","West Germany","Male","144","0.00336910939151713","0.00172468606142889","0.00501353272160536"
"6","1989","West Germany","Female","103","0.0020250108099185","0.000768740253057401","0.00328128136677961"
"6","1989","East Germany","Male","","","",""
"6","1989","East Germany","Female","","","",""
"10","1989","West Germany","Male","13","","",""
"10","1989","West Germany","Female","10","","",""
"10","1989","East Germany","Male","","","",""
"10","1989","East Germany","Female","","","",""
"11","1989","West Germany","Male","3","","",""
"11","1989","West Germany","Female","4","","",""
"11","1989","East Germany","Male","","","",""
"11","1989","East Germany","Female","","","",""
"12","1989","West Germany","Male","6","","",""
"12","1989","West Germany","Female","4","","",""
"12","1989","East Germany","Male","","","",""
"12","1989","East Germany","Female","","","",""
"13","1989","West Germany","Male","","","",""
"13","1989","West Germany","Female","","","",""
"13","1989","East Germany","Male","","","",""
"13","1989","East Germany","Female","","","",""
"14","1989","West Germany","Male","4","","",""
"14","1989","West Germany","Female","1","","",""
"14","1989","East Germany","Male","","","",""
"14","1989","East Germany","Female","","","",""
"15","1989","West Germany","Male","","","",""
"15","1989","West Germany","Female","","","",""
"15","1989","East Germany","Male","","","",""
"15","1989","East Germany","Female","","","",""
"16","1989","West Germany","Male","","","",""
"16","1989","West Germany","Female","","","",""
"16","1989","East Germany","Male","","","",""
"16","1989","East Germany","Female","","","",""
"17","1989","West Germany","Male","","","",""
"17","1989","West Germany","Female","","","",""
"17","1989","East Germany","Male","","","",""
"17","1989","East Germany","Female","","","",""
"18","1989","West Germany","Male","2","","",""
"18","1989","West Germany","Female","5","","",""
"18","1989","East Germany","Male","","","",""
"18","1989","East Germany","Female","","","",""
"19","1989","West Germany","Male","","","",""
"19","1989","West Germany","Female","2","","",""
"19","1989","East Germany","Male","","","",""
"19","1989","East Germany","Female","","","",""
"20","1989","West Germany","Male","","","",""
"20","1989","West Germany","Female","1","","",""
"20","1989","East Germany","Male","","","",""
"20","1989","East Germany","Female","","","",""
"21","1989","West Germany","Male","1","","",""
"21","1989","West Germany","Female","1","","",""
"21","1989","East Germany","Male","","","",""
"21","1989","East Germany","Female","","","",""
"22","1989","West Germany","Male","2","","",""
"22","1989","West Germany","Female","4","","",""
"22","1989","East Germany","Male","","","",""
"22","1989","East Germany","Female","","","",""
"23","1989","West Germany","Male","","","",""
"23","1989","West Germany","Female","","","",""
"23","1989","East Germany","Male","","","",""
"23","1989","East Germany","Female","","","",""
"24","1989","West Germany","Male","","","",""
"24","1989","West Germany","Female","1","","",""
"24","1989","East Germany","Male","","","",""
"24","1989","East Germany","Female","","","",""
"25","1989","West Germany","Male","","","",""
"25","1989","West Germany","Female","","","",""
"25","1989","East Germany","Male","","","",""
"25","1989","East Germany","Female","","","",""
"26","1989","West Germany","Male","","","",""
"26","1989","West Germany","Female","2","","",""
"26","1989","East Germany","Male","","","",""
"26","1989","East Germany","Female","","","",""
"27","1989","West Germany","Male","","","",""
"27","1989","West Germany","Female","","","",""
"27","1989","East Germany","Male","","","",""
"27","1989","East Germany","Female","","","",""
"28","1989","West Germany","Male","","","",""
"28","1989","West Germany","Female","","","",""
"28","1989","East Germany","Male","","","",""
"28","1989","East Germany","Female","","","",""
"29","1989","West Germany","Male","","","",""
"29","1989","West Germany","Female","","","",""
"29","1989","East Germany","Male","","","",""
"29","1989","East Germany","Female","","","",""
"30","1989","West Germany","Male","","","",""
"30","1989","West Germany","Female","","","",""
"30","1989","East Germany","Male","","","",""
"30","1989","East Germany","Female","","","",""
"31","1989","West Germany","Male","","","",""
"31","1989","West Germany","Female","2","","",""
"31","1989","East Germany","Male","","","",""
"31","1989","East Germany","Female","","","",""
"32","1989","West Germany","Male","","","",""
"32","1989","West Germany","Female","","","",""
"32","1989","East Germany","Male","","","",""
"32","1989","East Germany","Female","","","",""
"34","1989","West Germany","Male","","","",""
"34","1989","West Germany","Female","1","","",""
"34","1989","East Germany","Male","","","",""
"34","1989","East Germany","Female","","","",""
"35","1989","West Germany","Male","","","",""
"35","1989","West Germany","Female","","","",""
"35","1989","East Germany","Male","","","",""
"35","1989","East Germany","Female","","","",""
"36","1989","West Germany","Male","","","",""
"36","1989","West Germany","Female","","","",""
"36","1989","East Germany","Male","","","",""
"36","1989","East Germany","Female","","","",""
"37","1989","West Germany","Male","","","",""
"37","1989","West Germany","Female","","","",""
"37","1989","East Germany","Male","","","",""
"37","1989","East Germany","Female","","","",""
"38","1989","West Germany","Male","","","",""
"38","1989","West Germany","Female","3","","",""
"38","1989","East Germany","Male","","","",""
"38","1989","East Germany","Female","","","",""
"39","1989","West Germany","Male","1","","",""
"39","1989","West Germany","Female","","","",""
"39","1989","East Germany","Male","","","",""
"39","1989","East Germany","Female","","","",""
"40","1989","West Germany","Male","","","",""
"40","1989","West Germany","Female","","","",""
"40","1989","East Germany","Male","","","",""
"40","1989","East Germany","Female","","","",""
"41","1989","West Germany","Male","1","","",""
"41","1989","West Germany","Female","","","",""
"41","1989","East Germany","Male","","","",""
"41","1989","East Germany","Female","","","",""
"42","1989","West Germany","Male","","","",""
"42","1989","West Germany","Female","","","",""
"42","1989","East Germany","Male","","","",""
"42","1989","East Germany","Female","","","",""
"43","1989","West Germany","Male","","","",""
"43","1989","West Germany","Female","","","",""
"43","1989","East Germany","Male","","","",""
"43","1989","East Germany","Female","","","",""
"44","1989","West Germany","Male","","","",""
"44","1989","West Germany","Female","1","","",""
"44","1989","East Germany","Male","","","",""
"44","1989","East Germany","Female","","","",""
"45","1989","West Germany","Male","","","",""
"45","1989","West Germany","Female","","","",""
"45","1989","East Germany","Male","","","",""
"45","1989","East Germany","Female","","","",""
"46","1989","West Germany","Male","","","",""
"46","1989","West Germany","Female","","","",""
"46","1989","East Germany","Male","","","",""
"46","1989","East Germany","Female","","","",""
"47","1989","West Germany","Male","","","",""
"47","1989","West Germany","Female","","","",""
"47","1989","East Germany","Male","","","",""
"47","1989","East Germany","Female","","","",""
"48","1989","West Germany","Male","","","",""
"48","1989","West Germany","Female","","","",""
"48","1989","East Germany","Male","","","",""
"48","1989","East Germany","Female","","","",""
"49","1989","West Germany","Male","","","",""
"49","1989","West Germany","Female","","","",""
"49","1989","East Germany","Male","","","",""
"49","1989","East Germany","Female","","","",""
"50","1989","West Germany","Male","1","","",""
"50","1989","West Germany","Female","","","",""
"50","1989","East Germany","Male","","","",""
"50","1989","East Germany","Female","","","",""
"51","1989","West Germany","Male","","","",""
"51","1989","West Germany","Female","","","",""
"51","1989","East Germany","Male","","","",""
"51","1989","East Germany","Female","","","",""
"52","1989","West Germany","Male","","","",""
"52","1989","West Germany","Female","","","",""
"52","1989","East Germany","Male","","","",""
"52","1989","East Germany","Female","","","",""
"53","1989","West Germany","Male","","","",""
"53","1989","West Germany","Female","","","",""
"53","1989","East Germany","Male","","","",""
"53","1989","East Germany","Female","","","",""
"54","1989","West Germany","Male","","","",""
"54","1989","West Germany","Female","","","",""
"54","1989","East Germany","Male","","","",""
"54","1989","East Germany","Female","","","",""
"55","1989","West Germany","Male","","","",""
"55","1989","West Germany","Female","","","",""
"55","1989","East Germany","Male","","","",""
"55","1989","East Germany","Female","","","",""
"56","1989","West Germany","Male","","","",""
"56","1989","West Germany","Female","","","",""
"56","1989","East Germany","Male","","","",""
"56","1989","East Germany","Female","","","",""
"59","1989","West Germany","Male","","","",""
"59","1989","West Germany","Female","","","",""
"59","1989","East Germany","Male","","","",""
"59","1989","East Germany","Female","","","",""
"60","1989","West Germany","Male","","","",""
"60","1989","West Germany","Female","","","",""
"60","1989","East Germany","Male","","","",""
"60","1989","East Germany","Female","","","",""
