"transab_cat","year","bula_h","sampreg","n","percent","lower_confidence","upper_confidence","value"
"No transfer dependency","2001","Hamburg","East Germany","","","","","0"
"No transfer dependency","2001","Lower Saxony","West Germany","761","0.500853058878186","0.477969804014276","0.523736313742096","0"
"No transfer dependency","2001","Lower Saxony","East Germany","","","","","0"
"No transfer dependency","2001","Bremen","West Germany","79","0.540377172835143","0.461920202377986","0.618834143292299","0"
"No transfer dependency","2001","Bremen","East Germany","","","","","0"
"No transfer dependency","2001","North Rhine-Westphalia","West Germany","1994","0.50221684539943","0.487785186164745","0.516648504634114","0"
"No transfer dependency","2001","North Rhine-Westphalia","East Germany","","","","","0"
"No transfer dependency","2001","Hesse","West Germany","637","0.496331297265976","0.470841335306335","0.521821259225618","0"
"No transfer dependency","2001","Hesse","East Germany","","","","","0"
"No transfer dependency","2001","Rhineland-Palatinate,Saarland","West Germany","523","0.454159072052077","0.427450879205775","0.480867264898379","0"
"No transfer dependency","2001","Schleswig-Holstein","West Germany","296","0.49562455776929","0.457069158313156","0.534179957225424","0"
"No transfer dependency","2001","Schleswig-Holstein","East Germany","","","","","0"
"No transfer dependency","2001","Hamburg","West Germany","133","0.565264775057958","0.505692299250943","0.624837250864973","0"
"No transfer dependency","2001","Rhineland-Palatinate,Saarland","East Germany","","","","","0"
"No transfer dependency","2001","Baden-Württemberg","West Germany","1002","0.47838844430826","0.459124295238191","0.49765259337833","0"
"No transfer dependency","2001","Baden-Württemberg","East Germany","","","","","0"
"No transfer dependency","2001","Bavaria","West Germany","1348","0.51839877319133","0.500584150200954","0.536213396181706","0"
"No transfer dependency","2001","Bavaria","East Germany","","","","","0"
"No transfer dependency","2001","Berlin","West Germany","180","0.447583022938613","0.400855390871605","0.494310655005622","0"
"No transfer dependency","2001","Berlin","East Germany","124","0.438260968473839","0.386500948414984","0.490020988532694","0"
"No transfer dependency","2001","Brandenburg","West Germany","","","","","0"
"No transfer dependency","2001","Brandenburg","East Germany","345","0.429234287418457","0.397609368518892","0.460859206318022","0"
"No transfer dependency","2001","Mecklenburg-Western Pomerania","West Germany","","","","","0"
"No transfer dependency","2001","Mecklenburg-Western Pomerania","East Germany","189","0.45634865309237","0.412776918140199","0.499920388044541","0"
"No transfer dependency","2001","Saxony","West Germany","","","","","0"
"No transfer dependency","2001","Saxony","East Germany","564","0.4243073229447","0.400328733605492","0.448285912283909","0"
"No transfer dependency","2001","Saxony-Anhalt","West Germany","","","","","0"
"No transfer dependency","2001","Thuringia","West Germany","","","","","0"
"No transfer dependency","2001","Thuringia","East Germany","321","0.422333944029074","0.390724774164057","0.453943113894092","0"
"No transfer dependency","2001","Saxony-Anhalt","East Germany","307","0.385286443182853","0.354817084539604","0.415755801826102","0"
"Very high transfer dependency","2001","Hamburg","West Germany","1","","","","4"
"Very high transfer dependency","2001","Schleswig-Holstein","West Germany","7","","","","4"
"Very high transfer dependency","2001","Schleswig-Holstein","East Germany","","","","","4"
"Very high transfer dependency","2001","Hamburg","East Germany","","","","","4"
"Very high transfer dependency","2001","Lower Saxony","East Germany","","","","","4"
"Very high transfer dependency","2001","Bremen","West Germany","7","","","","4"
"Very high transfer dependency","2001","Bremen","East Germany","","","","","4"
"Very high transfer dependency","2001","Lower Saxony","West Germany","21","","","","4"
"Very high transfer dependency","2001","North Rhine-Westphalia","West Germany","51","0.0106473778631878","0.00768495249568332","0.0136098032306923","4"
"Very high transfer dependency","2001","Hesse","West Germany","13","","","","4"
"Very high transfer dependency","2001","Hesse","East Germany","","","","","4"
"Very high transfer dependency","2001","Rhineland-Palatinate,Saarland","West Germany","23","","","","4"
"Very high transfer dependency","2001","North Rhine-Westphalia","East Germany","","","","","4"
"Very high transfer dependency","2001","Rhineland-Palatinate,Saarland","East Germany","","","","","4"
"Very high transfer dependency","2001","Baden-Württemberg","West Germany","20","","","","4"
"Very high transfer dependency","2001","Baden-Württemberg","East Germany","","","","","4"
"Very high transfer dependency","2001","Bavaria","West Germany","24","","","","4"
"Very high transfer dependency","2001","Bavaria","East Germany","","","","","4"
"Very high transfer dependency","2001","Berlin","West Germany","15","","","","4"
"Very high transfer dependency","2001","Berlin","East Germany","4","","","","4"
"Very high transfer dependency","2001","Brandenburg","West Germany","","","","","4"
"Very high transfer dependency","2001","Brandenburg","East Germany","26","","","","4"
"Very high transfer dependency","2001","Mecklenburg-Western Pomerania","West Germany","","","","","4"
"Very high transfer dependency","2001","Mecklenburg-Western Pomerania","East Germany","20","","","","4"
"Very high transfer dependency","2001","Saxony","West Germany","","","","","4"
"Very high transfer dependency","2001","Saxony","East Germany","34","0.0233534323388856","0.0160263328657727","0.0306805318119985","4"
"Very high transfer dependency","2001","Saxony-Anhalt","West Germany","","","","","4"
"Very high transfer dependency","2001","Saxony-Anhalt","East Germany","24","","","","4"
"Very high transfer dependency","2001","Thuringia","West Germany","","","","","4"
"Very high transfer dependency","2001","Thuringia","East Germany","21","","","","4"
"Very low transfer dependency","2001","Schleswig-Holstein","West Germany","281","0.395750929163682","0.358041426973186","0.433460431354179","1"
"Very low transfer dependency","2001","Schleswig-Holstein","East Germany","","","","","1"
"Very low transfer dependency","2001","Hamburg","West Germany","116","0.369093813114392","0.311103153512007","0.427084472716777","1"
"Very low transfer dependency","2001","Hamburg","East Germany","","","","","1"
"Very low transfer dependency","2001","Lower Saxony","West Germany","910","0.42201301308631","0.399409789701054","0.444616236471567","1"
"Very low transfer dependency","2001","Lower Saxony","East Germany","","","","","1"
"Very low transfer dependency","2001","Bremen","West Germany","44","0.283864471543421","0.212884573388724","0.354844369698119","1"
"Very low transfer dependency","2001","Bremen","East Germany","","","","","1"
"Very low transfer dependency","2001","North Rhine-Westphalia","West Germany","2250","0.420487336685268","0.406239187434991","0.434735485935546","1"
"Very low transfer dependency","2001","North Rhine-Westphalia","East Germany","","","","","1"
"Very low transfer dependency","2001","Hesse","West Germany","715","0.422431232496065","0.397249202649419","0.447613262342712","1"
"Very low transfer dependency","2001","Hesse","East Germany","","","","","1"
"Very low transfer dependency","2001","Rhineland-Palatinate,Saarland","West Germany","667","0.44391948752257","0.417267573642976","0.470571401402164","1"
"Very low transfer dependency","2001","Rhineland-Palatinate,Saarland","East Germany","","","","","1"
"Very low transfer dependency","2001","Baden-Württemberg","West Germany","1385","0.455129254372334","0.435924886823972","0.474333621920697","1"
"Very low transfer dependency","2001","Baden-Württemberg","East Germany","","","","","1"
"Very low transfer dependency","2001","Bavaria","West Germany","1486","0.430256449556829","0.412604029051623","0.447908870062034","1"
"Very low transfer dependency","2001","Bavaria","East Germany","","","","","1"
"Very low transfer dependency","2001","Berlin","West Germany","181","0.384353834376804","0.338641367251166","0.430066301502442","1"
"Very low transfer dependency","2001","Berlin","East Germany","179","0.437319056179135","0.385571357215535","0.489066755142736","1"
"Very low transfer dependency","2001","Brandenburg","West Germany","","","","","1"
"Very low transfer dependency","2001","Brandenburg","East Germany","430","0.420015630718057","0.388480535228278","0.451550726207837","1"
"Very low transfer dependency","2001","Mecklenburg-Western Pomerania","West Germany","","","","","1"
"Very low transfer dependency","2001","Mecklenburg-Western Pomerania","East Germany","236","0.405360381966609","0.36241229705045","0.448308466882768","1"
"Very low transfer dependency","2001","Saxony-Anhalt","West Germany","","","","","1"
"Very low transfer dependency","2001","Saxony-Anhalt","East Germany","463","0.416258223916223","0.385396025846736","0.44712042198571","1"
"Very low transfer dependency","2001","Thuringia","West Germany","","","","","1"
"Very low transfer dependency","2001","Saxony","West Germany","","","","","1"
"Very low transfer dependency","2001","Saxony","East Germany","745","0.398989940439745","0.375231941562395","0.422747939317094","1"
"Very low transfer dependency","2001","Thuringia","East Germany","414","0.366070016683897","0.335241729361138","0.396898304006655","1"
"Complete transfer dependency","2002","Hamburg","West Germany","2","","","","5"
"Complete transfer dependency","2002","Schleswig-Holstein","West Germany","4","","","","5"
"Complete transfer dependency","2002","Schleswig-Holstein","East Germany","","","","","5"
"Complete transfer dependency","2002","Hamburg","East Germany","","","","","5"
"Complete transfer dependency","2002","Lower Saxony","West Germany","18","","","","5"
"Complete transfer dependency","2002","Lower Saxony","East Germany","","","","","5"
"Complete transfer dependency","2002","Bremen","West Germany","5","","","","5"
"Complete transfer dependency","2002","Bremen","East Germany","","","","","5"
"Complete transfer dependency","2002","North Rhine-Westphalia","West Germany","52","0.0164201819875991","0.0128272417350798","0.0200131222401183","5"
"Complete transfer dependency","2002","North Rhine-Westphalia","East Germany","","","","","5"
"Complete transfer dependency","2002","Hesse","West Germany","16","","","","5"
"Complete transfer dependency","2002","Hesse","East Germany","","","","","5"
"Complete transfer dependency","2002","Rhineland-Palatinate,Saarland","West Germany","8","","","","5"
"Complete transfer dependency","2002","Rhineland-Palatinate,Saarland","East Germany","","","","","5"
"Complete transfer dependency","2002","Baden-Württemberg","West Germany","10","","","","5"
"Complete transfer dependency","2002","Baden-Württemberg","East Germany","","","","","5"
"Complete transfer dependency","2002","Bavaria","West Germany","16","","","","5"
"Complete transfer dependency","2002","Saxony-Anhalt","East Germany","20","","","","5"
"Complete transfer dependency","2002","Thuringia","West Germany","","","","","5"
"Complete transfer dependency","2002","Thuringia","East Germany","11","","","","5"
"Complete transfer dependency","2002","Bavaria","East Germany","","","","","5"
"Complete transfer dependency","2002","Berlin","West Germany","8","","","","5"
"Complete transfer dependency","2002","Berlin","East Germany","6","","","","5"
"Complete transfer dependency","2002","Brandenburg","West Germany","","","","","5"
"Complete transfer dependency","2002","Brandenburg","East Germany","9","","","","5"
"Complete transfer dependency","2002","Mecklenburg-Western Pomerania","West Germany","","","","","5"
"Complete transfer dependency","2002","Mecklenburg-Western Pomerania","East Germany","7","","","","5"
"Complete transfer dependency","2002","Saxony","West Germany","","","","","5"
"Complete transfer dependency","2002","Saxony","East Germany","23","","","","5"
"Complete transfer dependency","2002","Saxony-Anhalt","West Germany","","","","","5"
"High transfer dependency","2002","Schleswig-Holstein","West Germany","20","","","","3"
"High transfer dependency","2002","Hamburg","West Germany","3","","","","3"
"High transfer dependency","2002","Schleswig-Holstein","East Germany","","","","","3"
"High transfer dependency","2002","Hamburg","East Germany","","","","","3"
"High transfer dependency","2002","Lower Saxony","West Germany","33","0.0289646837733683","0.0215363115797672","0.0363930559669693","3"
"High transfer dependency","2002","Lower Saxony","East Germany","","","","","3"
"High transfer dependency","2002","Bremen","West Germany","6","","","","3"
"High transfer dependency","2002","Bremen","East Germany","","","","","3"
"High transfer dependency","2002","North Rhine-Westphalia","West Germany","90","0.0239106298572069","0.0195914975526058","0.0282297621618081","3"
"High transfer dependency","2002","North Rhine-Westphalia","East Germany","","","","","3"
"High transfer dependency","2002","Hesse","West Germany","10","","","","3"
"High transfer dependency","2002","Hesse","East Germany","","","","","3"
"High transfer dependency","2002","Rhineland-Palatinate,Saarland","West Germany","34","0.0417035191733625","0.031055347169799","0.0523516911769261","3"
"High transfer dependency","2002","Rhineland-Palatinate,Saarland","East Germany","","","","","3"
"High transfer dependency","2002","Baden-Württemberg","West Germany","34","0.0162716391249429","0.0115652090763066","0.0209780691735792","3"
"High transfer dependency","2002","Baden-Württemberg","East Germany","","","","","3"
"High transfer dependency","2002","Bavaria","West Germany","25","","","","3"
"High transfer dependency","2002","Bavaria","East Germany","","","","","3"
"High transfer dependency","2002","Berlin","West Germany","14","","","","3"
"High transfer dependency","2002","Berlin","East Germany","8","","","","3"
"High transfer dependency","2002","Mecklenburg-Western Pomerania","West Germany","","","","","3"
"High transfer dependency","2002","Brandenburg","West Germany","","","","","3"
"High transfer dependency","2002","Brandenburg","East Germany","30","0.0247736145487221","0.0148843864461517","0.0346628426512925","3"
"High transfer dependency","2002","Mecklenburg-Western Pomerania","East Germany","17","","","","3"
"High transfer dependency","2002","Saxony","West Germany","","","","","3"
"High transfer dependency","2002","Saxony","East Germany","57","0.0382703577070629","0.0289454276681469","0.0475952877459789","3"
"High transfer dependency","2002","Saxony-Anhalt","West Germany","","","","","3"
"High transfer dependency","2002","Saxony-Anhalt","East Germany","45","0.0386902006411959","0.0264715204509876","0.0509088808314043","3"
"High transfer dependency","2002","Thuringia","West Germany","","","","","3"
"High transfer dependency","2002","Thuringia","East Germany","33","0.0443266248092541","0.0311901354016519","0.0574631142168562","3"
"Low transfer dependency","2002","Schleswig-Holstein","West Germany","32","0.0541247733503305","0.0374581955843525","0.0707913511163084","2"
"Low transfer dependency","2002","Schleswig-Holstein","East Germany","","","","","2"
"Low transfer dependency","2002","Hamburg","West Germany","5","","","","2"
"Low transfer dependency","2002","Hamburg","East Germany","","","","","2"
"Low transfer dependency","2002","Bremen","East Germany","","","","","2"
"Low transfer dependency","2002","North Rhine-Westphalia","West Germany","208","0.0479003835368656","0.0418627479291666","0.0539380191445647","2"
"Low transfer dependency","2002","Lower Saxony","West Germany","101","0.0498702969899032","0.0402285846054984","0.059512009374308","2"
"Low transfer dependency","2002","Lower Saxony","East Germany","","","","","2"
"Low transfer dependency","2002","Bremen","West Germany","14","","","","2"
"Low transfer dependency","2002","North Rhine-Westphalia","East Germany","","","","","2"
"Low transfer dependency","2002","Hesse","West Germany","66","0.0457110123658514","0.0355216571702724","0.0559003675614304","2"
"Low transfer dependency","2002","Hesse","East Germany","","","","","2"
"Low transfer dependency","2002","Rhineland-Palatinate,Saarland","West Germany","73","0.048080941693036","0.0366856550983617","0.0594762282877103","2"
"Low transfer dependency","2002","Rhineland-Palatinate,Saarland","East Germany","","","","","2"
"Low transfer dependency","2002","Baden-Württemberg","West Germany","114","0.0378830539942543","0.0307811502196034","0.0449849577689052","2"
"Low transfer dependency","2002","Baden-Württemberg","East Germany","","","","","2"
"Low transfer dependency","2002","Bavaria","West Germany","133","0.0513791349008725","0.0437608775451559","0.0589973922565891","2"
"Low transfer dependency","2002","Bavaria","East Germany","","","","","2"
"Low transfer dependency","2002","Berlin","West Germany","30","0.0825016645215491","0.0574680766212251","0.107535252421873","2"
"Low transfer dependency","2002","Berlin","East Germany","39","0.0670485488749174","0.0412486084108148","0.09284848933902","2"
"Low transfer dependency","2002","Brandenburg","West Germany","","","","","2"
"Low transfer dependency","2002","Brandenburg","East Germany","112","0.103942584740434","0.0845256951996738","0.123359474281195","2"
"Low transfer dependency","2002","Mecklenburg-Western Pomerania","West Germany","","","","","2"
"Low transfer dependency","2002","Mecklenburg-Western Pomerania","East Germany","54","0.106672468266539","0.0800631130546429","0.133281823478435","2"
"Low transfer dependency","2002","Saxony","West Germany","","","","","2"
"Low transfer dependency","2002","Saxony","East Germany","146","0.0904794192264146","0.0765360095437149","0.104422828909114","2"
"Low transfer dependency","2002","Saxony-Anhalt","West Germany","","","","","2"
"Low transfer dependency","2002","Thuringia","West Germany","","","","","2"
"Low transfer dependency","2002","Thuringia","East Germany","98","0.112940348267486","0.0927384016686055","0.133142294866366","2"
"Low transfer dependency","2002","Saxony-Anhalt","East Germany","102","0.105510597010595","0.0860467912335123","0.124974402787678","2"
"No transfer dependency","2002","Hamburg","East Germany","","","","","0"
"No transfer dependency","2002","Lower Saxony","West Germany","793","0.477587291418583","0.455462713468487","0.499711869368679","0"
"No transfer dependency","2002","Lower Saxony","East Germany","","","","","0"
"No transfer dependency","2002","Bremen","West Germany","81","0.589506667206798","0.515990766578524","0.663022567835072","0"
"No transfer dependency","2002","Bremen","East Germany","","","","","0"
"No transfer dependency","2002","North Rhine-Westphalia","West Germany","2051","0.489418207469807","0.475285384118588","0.503551030821026","0"
"No transfer dependency","2002","North Rhine-Westphalia","East Germany","","","","","0"
"No transfer dependency","2002","Hesse","West Germany","693","0.509482662825945","0.485093987521137","0.533871338130753","0"
"No transfer dependency","2002","Hesse","East Germany","","","","","0"
"No transfer dependency","2002","Rhineland-Palatinate,Saarland","West Germany","549","0.458976849663886","0.432434334529339","0.485519364798433","0"
"No transfer dependency","2002","Schleswig-Holstein","West Germany","305","0.451371509978601","0.414716131154398","0.488026888802804","0"
"No transfer dependency","2002","Schleswig-Holstein","East Germany","","","","","0"
"No transfer dependency","2002","Hamburg","West Germany","158","0.591881068203488","0.538447151928616","0.645314984478361","0"
"No transfer dependency","2002","Rhineland-Palatinate,Saarland","East Germany","","","","","0"
"No transfer dependency","2002","Baden-Württemberg","West Germany","1100","0.49209724845757","0.473499767988725","0.510694728926415","0"
"No transfer dependency","2002","Baden-Württemberg","East Germany","","","","","0"
"No transfer dependency","2002","Bavaria","West Germany","1420","0.515212073958535","0.497966215277358","0.532457932639712","0"
"No transfer dependency","2002","Bavaria","East Germany","","","","","0"
"No transfer dependency","2002","Berlin","West Germany","217","0.484804196358233","0.439330689849419","0.530277702867047","0"
"No transfer dependency","2002","Berlin","East Germany","131","0.415449971660553","0.364614752542892","0.466285190778214","0"
"No transfer dependency","2002","Brandenburg","West Germany","","","","","0"
"No transfer dependency","2002","Brandenburg","East Germany","338","0.416744571512483","0.385377111334878","0.448112031690089","0"
"No transfer dependency","2002","Mecklenburg-Western Pomerania","West Germany","","","","","0"
"No transfer dependency","2002","Mecklenburg-Western Pomerania","East Germany","185","0.433296484507681","0.390582178407691","0.476010790607671","0"
"No transfer dependency","2002","Saxony","West Germany","","","","","0"
"No transfer dependency","2002","Saxony","East Germany","581","0.432753633739162","0.40867155105035","0.456835716427974","0"
"No transfer dependency","2002","Thuringia","West Germany","","","","","0"
"No transfer dependency","2002","Thuringia","East Germany","337","0.449797009383918","0.418045673679606","0.48154834508823","0"
"No transfer dependency","2002","Saxony-Anhalt","East Germany","323","0.41541095505389","0.384189263343832","0.446632646763948","0"
"No transfer dependency","2002","Saxony-Anhalt","West Germany","","","","","0"
"Very high transfer dependency","2002","Schleswig-Holstein","West Germany","13","","","","4"
"Very high transfer dependency","2002","Lower Saxony","West Germany","20","","","","4"
"Very high transfer dependency","2002","Lower Saxony","East Germany","","","","","4"
"Very high transfer dependency","2002","Schleswig-Holstein","East Germany","","","","","4"
"Very high transfer dependency","2002","Hamburg","West Germany","2","","","","4"
"Very high transfer dependency","2002","Hamburg","East Germany","","","","","4"
"Very high transfer dependency","2002","Bremen","West Germany","4","","","","4"
"Very high transfer dependency","2002","Bremen","East Germany","","","","","4"
"Very high transfer dependency","2002","North Rhine-Westphalia","West Germany","30","0.00885188048922246","0.00620372635499416","0.0115000346234508","4"
"Very high transfer dependency","2002","North Rhine-Westphalia","East Germany","","","","","4"
"Very high transfer dependency","2002","Hesse","West Germany","6","","","","4"
"Very high transfer dependency","2002","Hesse","East Germany","","","","","4"
"Very high transfer dependency","2002","Rhineland-Palatinate,Saarland","West Germany","9","","","","4"
"Very high transfer dependency","2002","Rhineland-Palatinate,Saarland","East Germany","","","","","4"
"Very high transfer dependency","2002","Baden-Württemberg","West Germany","15","","","","4"
"Very high transfer dependency","2002","Baden-Württemberg","East Germany","","","","","4"
"Very high transfer dependency","2002","Bavaria","West Germany","17","","","","4"
"Very high transfer dependency","2002","Bavaria","East Germany","","","","","4"
"Very high transfer dependency","2002","Berlin","West Germany","12","","","","4"
"Very high transfer dependency","2002","Berlin","East Germany","13","","","","4"
"Very high transfer dependency","2002","Brandenburg","West Germany","","","","","4"
"Very high transfer dependency","2002","Brandenburg","East Germany","20","","","","4"
"Very high transfer dependency","2002","Mecklenburg-Western Pomerania","West Germany","","","","","4"
"Very high transfer dependency","2002","Mecklenburg-Western Pomerania","East Germany","5","","","","4"
"Very high transfer dependency","2002","Saxony","West Germany","","","","","4"
"Very high transfer dependency","2002","Saxony","East Germany","39","0.0254133972801412","0.0177639615206043","0.0330628330396781","4"
"Very high transfer dependency","2002","Saxony-Anhalt","West Germany","","","","","4"
"Very high transfer dependency","2002","Saxony-Anhalt","East Germany","17","","","","4"
"Very high transfer dependency","2002","Thuringia","West Germany","","","","","4"
"Very high transfer dependency","2002","Thuringia","East Germany","21","","","","4"
"Very low transfer dependency","2002","Schleswig-Holstein","West Germany","334","0.424492464828424","0.388084872290141","0.460900057366707","1"
"Very low transfer dependency","2002","Schleswig-Holstein","East Germany","","","","","1"
"Very low transfer dependency","2002","Hamburg","West Germany","155","0.352214260954504","0.300283394339394","0.404145127569615","1"
"Very low transfer dependency","2002","Hamburg","East Germany","","","","","1"
"Very low transfer dependency","2002","Lower Saxony","West Germany","993","0.419551031263689","0.397692742162023","0.441409320365354","1"
"Very low transfer dependency","2002","Lower Saxony","East Germany","","","","","1"
"Very low transfer dependency","2002","Bremen","West Germany","62","0.232505033647768","0.169374739147605","0.29563532814793","1"
"Very low transfer dependency","2002","Bremen","East Germany","","","","","1"
"Very low transfer dependency","2002","North Rhine-Westphalia","West Germany","2375","0.413498716659299","0.399575878522935","0.427421554795663","1"
"Very low transfer dependency","2002","North Rhine-Westphalia","East Germany","","","","","1"
"Very low transfer dependency","2002","Hesse","West Germany","823","0.417483818208424","0.393425229581169","0.44154240683568","1"
"Very low transfer dependency","2002","Hesse","East Germany","","","","","1"
"Very low transfer dependency","2002","Rhineland-Palatinate,Saarland","West Germany","681","0.439342693001465","0.412907090922199","0.465778295080731","1"
"Very low transfer dependency","2002","Rhineland-Palatinate,Saarland","East Germany","","","","","1"
"Very low transfer dependency","2002","Baden-Württemberg","West Germany","1503","0.444661361375059","0.426175827304003","0.463146895446116","1"
"Very low transfer dependency","2002","Baden-Württemberg","East Germany","","","","","1"
"Very low transfer dependency","2002","Bavaria","West Germany","1615","0.410092149577946","0.39311953593739","0.427064763218501","1"
"Very low transfer dependency","2002","Brandenburg","West Germany","","","","","1"
"Very low transfer dependency","2002","Bavaria","East Germany","","","","","1"
"Very low transfer dependency","2002","Berlin","West Germany","183","0.357007514638372","0.313413112278429","0.400601916998315","1"
"Very low transfer dependency","2002","Berlin","East Germany","164","0.431406695191332","0.380316354203923","0.482497036178741","1"
"Very low transfer dependency","2002","Brandenburg","East Germany","440","0.400615024005352","0.369438224692725","0.431791823317979","1"
"Very low transfer dependency","2002","Saxony","East Germany","780","0.397674075129685","0.373885565261611","0.421462584997759","1"
"Very low transfer dependency","2002","Mecklenburg-Western Pomerania","West Germany","","","","","1"
"Very low transfer dependency","2002","Mecklenburg-Western Pomerania","East Germany","249","0.381959351731377","0.340078074953598","0.423840628509156","1"
"Very low transfer dependency","2002","Saxony","West Germany","","","","","1"
"Very low transfer dependency","2002","Saxony-Anhalt","West Germany","","","","","1"
"Very low transfer dependency","2002","Thuringia","West Germany","","","","","1"
"Very low transfer dependency","2002","Thuringia","East Germany","443","0.34752138847641","0.317128907468413","0.377913869484406","1"
"Very low transfer dependency","2002","Saxony-Anhalt","East Germany","450","0.396447059622338","0.36545557311278","0.427438546131896","1"
"Complete transfer dependency","2003","Schleswig-Holstein","East Germany","","","","","5"
"Complete transfer dependency","2003","Hamburg","West Germany","1","","","","5"
"Complete transfer dependency","2003","Schleswig-Holstein","West Germany","12","","","","5"
"Complete transfer dependency","2003","Hamburg","East Germany","","","","","5"
"Complete transfer dependency","2003","Lower Saxony","West Germany","9","","","","5"
"Complete transfer dependency","2003","Lower Saxony","East Germany","","","","","5"
"Complete transfer dependency","2003","Bremen","West Germany","8","","","","5"
"Complete transfer dependency","2003","Bremen","East Germany","","","","","5"
"Complete transfer dependency","2003","North Rhine-Westphalia","West Germany","51","0.0194909396962601","0.0155170984574698","0.0234647809350503","5"
"Complete transfer dependency","2003","North Rhine-Westphalia","East Germany","","","","","5"
"Complete transfer dependency","2003","Hesse","West Germany","15","","","","5"
"Complete transfer dependency","2003","Hesse","East Germany","","","","","5"
"Complete transfer dependency","2003","Rhineland-Palatinate,Saarland","West Germany","8","","","","5"
"Complete transfer dependency","2003","Rhineland-Palatinate,Saarland","East Germany","","","","","5"
"Complete transfer dependency","2003","Baden-Württemberg","West Germany","9","","","","5"
"Complete transfer dependency","2003","Baden-Württemberg","East Germany","","","","","5"
"Complete transfer dependency","2003","Bavaria","West Germany","21","","","","5"
"Complete transfer dependency","2003","Bavaria","East Germany","","","","","5"
"Complete transfer dependency","2003","Berlin","West Germany","20","","","","5"
"Complete transfer dependency","2003","Berlin","East Germany","5","","","","5"
"Complete transfer dependency","2003","Brandenburg","West Germany","","","","","5"
"Complete transfer dependency","2003","Brandenburg","East Germany","12","","","","5"
"Complete transfer dependency","2003","Mecklenburg-Western Pomerania","West Germany","","","","","5"
"Complete transfer dependency","2003","Mecklenburg-Western Pomerania","East Germany","12","","","","5"
"Complete transfer dependency","2003","Saxony","West Germany","","","","","5"
"Complete transfer dependency","2003","Saxony","East Germany","26","","","","5"
"Complete transfer dependency","2003","Saxony-Anhalt","West Germany","","","","","5"
"Complete transfer dependency","2003","Saxony-Anhalt","East Germany","20","","","","5"
"Complete transfer dependency","2003","Thuringia","West Germany","","","","","5"
"Complete transfer dependency","2003","Thuringia","East Germany","9","","","","5"
"High transfer dependency","2003","Schleswig-Holstein","West Germany","10","","","","3"
"High transfer dependency","2003","Schleswig-Holstein","East Germany","","","","","3"
"High transfer dependency","2003","Hamburg","West Germany","2","","","","3"
"High transfer dependency","2003","Hamburg","East Germany","","","","","3"
"High transfer dependency","2003","Lower Saxony","West Germany","40","0.0214093753418975","0.0148941198956771","0.0279246307881179","3"
"High transfer dependency","2003","Lower Saxony","East Germany","","","","","3"
"High transfer dependency","2003","Bremen","West Germany","5","","","","3"
"High transfer dependency","2003","Bremen","East Germany","","","","","3"
"High transfer dependency","2003","North Rhine-Westphalia","West Germany","71","0.0182169464705301","0.0143726765387522","0.0220612164023081","3"
"High transfer dependency","2003","North Rhine-Westphalia","East Germany","","","","","3"
"High transfer dependency","2003","Hesse","West Germany","11","","","","3"
"High transfer dependency","2003","Hesse","East Germany","","","","","3"
"High transfer dependency","2003","Rhineland-Palatinate,Saarland","West Germany","25","","","","3"
"High transfer dependency","2003","Rhineland-Palatinate,Saarland","East Germany","","","","","3"
"High transfer dependency","2003","Baden-Württemberg","West Germany","34","0.012151420342036","0.00798314553264428","0.0163196951514278","3"
"High transfer dependency","2003","Baden-Württemberg","East Germany","","","","","3"
"High transfer dependency","2003","Bavaria","West Germany","36","0.0106373910120407","0.00702318359699185","0.0142515984270895","3"
"High transfer dependency","2003","Bavaria","East Germany","","","","","3"
"High transfer dependency","2003","Berlin","West Germany","16","","","","3"
"High transfer dependency","2003","Berlin","East Germany","20","","","","3"
"High transfer dependency","2003","Brandenburg","West Germany","","","","","3"
"High transfer dependency","2003","Brandenburg","East Germany","38","0.0375533793848047","0.0253479525079637","0.0497588062616457","3"
"High transfer dependency","2003","Mecklenburg-Western Pomerania","West Germany","","","","","3"
"High transfer dependency","2003","Mecklenburg-Western Pomerania","East Germany","17","","","","3"
"High transfer dependency","2003","Saxony","East Germany","61","0.0428784260928899","0.0328957306412857","0.0528611215444941","3"
"High transfer dependency","2003","Saxony-Anhalt","West Germany","","","","","3"
"High transfer dependency","2003","Saxony-Anhalt","East Germany","32","0.028388383306617","0.0176507884135544","0.0391259781996795","3"
"High transfer dependency","2003","Saxony","West Germany","","","","","3"
"High transfer dependency","2003","Thuringia","West Germany","","","","","3"
"High transfer dependency","2003","Thuringia","East Germany","20","","","","3"
"Low transfer dependency","2003","Schleswig-Holstein","West Germany","41","0.0640981013555529","0.0454825880801849","0.082713614630921","2"
"Low transfer dependency","2003","Schleswig-Holstein","East Germany","","","","","2"
"Low transfer dependency","2003","Hamburg","West Germany","6","","","","2"
"Low transfer dependency","2003","Hamburg","East Germany","","","","","2"
"Low transfer dependency","2003","Lower Saxony","West Germany","113","0.0573236220847053","0.0468601203937701","0.0677871237756405","2"
"Low transfer dependency","2003","Lower Saxony","East Germany","","","","","2"
"Low transfer dependency","2003","Bremen","West Germany","16","","","","2"
"Low transfer dependency","2003","Bremen","East Germany","","","","","2"
"Low transfer dependency","2003","North Rhine-Westphalia","West Germany","218","0.0501471295081938","0.0438734904770035","0.0564207685393841","2"
"Low transfer dependency","2003","Hesse","West Germany","56","0.0445163125744204","0.0340090771442927","0.0550235480045481","2"
