"transab_cat","year","hgtyp1hh","sex","n","percent","lower_confidence","upper_confidence","value"
"Complete transfer dependency","1992","(Married) couple without C. ","Male","6","","","","5"
"Complete transfer dependency","1992","(Married) couple without C. ","Female","6","","","","5"
"Complete transfer dependency","1992","Single parent ","Male","","","","","5"
"Complete transfer dependency","1992","Single parent ","Female","8","","","","5"
"Complete transfer dependency","1992","Couple + C. LE 16 ","Male","4","","","","5"
"Complete transfer dependency","1992","Couple + C. GT 16 ","Male","1","","","","5"
"Complete transfer dependency","1992","Couple + C. GT 16 ","Female","2","","","","5"
"Complete transfer dependency","1992","Couple + C. LE and GT 16","Male","","","","","5"
"Complete transfer dependency","1992","Couple + C. LE and GT 16","Female","","","","","5"
"High transfer dependency","1992","1-pers.-HH","Male","5","","","","3"
"High transfer dependency","1992","1-pers.-HH","Female","11","","","","3"
"High transfer dependency","1992","Couple + C. LE and GT 16","Female","7","","","","3"
"High transfer dependency","1992","(Married) couple without C. ","Male","20","","","","3"
"High transfer dependency","1992","(Married) couple without C. ","Female","22","","","","3"
"High transfer dependency","1992","Single parent ","Male","6","","","","3"
"High transfer dependency","1992","Single parent ","Female","18","","","","3"
"High transfer dependency","1992","Couple + C. LE 16 ","Male","27","","","","3"
"High transfer dependency","1992","Couple + C. GT 16 ","Male","7","","","","3"
"High transfer dependency","1992","Couple + C. GT 16 ","Female","6","","","","3"
"High transfer dependency","1992","Couple + C. LE and GT 16","Male","8","","","","3"
"High transfer dependency","1992","Couple + C. LE 16 ","Female","27","","","","3"
"Low transfer dependency","1992","1-pers.-HH","Male","11","","","","2"
"Low transfer dependency","1992","1-pers.-HH","Female","15","","","","2"
"Low transfer dependency","1992","(Married) couple without C. ","Male","43","0.0214139762181771","0.0143008393773137","0.0285271130590405","2"
"Low transfer dependency","1992","(Married) couple without C. ","Female","41","0.0182735677767893","0.011747287084424","0.0247998484691546","2"
"Low transfer dependency","1992","Single parent ","Male","13","","","","2"
"Low transfer dependency","1992","Single parent ","Female","34","0.059365677432804","0.0364079438790414","0.0823234109865666","2"
"Low transfer dependency","1992","Couple + C. LE 16 ","Male","118","0.0591504341768019","0.0473297819990707","0.070971086354533","2"
"Low transfer dependency","1992","Couple + C. LE 16 ","Female","119","0.061375423839849","0.0494649509594088","0.0732858967202892","2"
"Low transfer dependency","1992","Couple + C. GT 16 ","Male","62","0.0280400639947225","0.0191777588713276","0.0369023691181174","2"
"Low transfer dependency","1992","Couple + C. LE and GT 16","Female","39","0.0687484427916127","0.0466143782913855","0.0908825072918399","2"
"Low transfer dependency","1992","Couple + C. GT 16 ","Female","51","0.0267227174156445","0.0171574883535177","0.0362879464777713","2"
"Low transfer dependency","1992","Couple + C. LE and GT 16","Male","31","0.0512022667571012","0.0327145540878157","0.0696899794263868","2"
"No transfer dependency","1992","1-pers.-HH","Male","380","0.805616514445015","0.769878411107168","0.841354617782861","0"
"No transfer dependency","1992","1-pers.-HH","Female","638","0.78749559673381","0.75994605242818","0.81504514103944","0"
"No transfer dependency","1992","(Married) couple without C. ","Male","1309","0.845290065235549","0.827520574347683","0.863059556123414","0"
"No transfer dependency","1992","(Married) couple without C. ","Female","1331","0.847187262447096","0.82965538932183","0.864719135572362","0"
"No transfer dependency","1992","Single parent ","Male","87","0.464165424161599","0.395561045979515","0.532769802343683","0"
"No transfer dependency","1992","Single parent ","Female","109","0.303995242916532","0.259307297882433","0.34868318795063","0"
"No transfer dependency","1992","Couple + C. LE 16 ","Male","24","","","","0"
"No transfer dependency","1992","Couple + C. LE 16 ","Female","25","","","","0"
"No transfer dependency","1992","Couple + C. GT 16 ","Male","588","0.490343673880687","0.463507412431938","0.517179935329436","0"
"No transfer dependency","1992","Couple + C. GT 16 ","Female","433","0.441661843694515","0.412208787470477","0.471114899918554","0"
"No transfer dependency","1992","Couple + C. LE and GT 16","Male","9","","","","0"
"No transfer dependency","1992","Couple + C. LE and GT 16","Female","11","","","","0"
"Very high transfer dependency","1992","1-pers.-HH","Male","7","","","","4"
"Very high transfer dependency","1992","(Married) couple without C. ","Male","7","","","","4"
"Very high transfer dependency","1992","1-pers.-HH","Female","8","","","","4"
"Very high transfer dependency","1992","(Married) couple without C. ","Female","7","","","","4"
"Very high transfer dependency","1992","Couple + C. LE 16 ","Female","7","","","","4"
"Very high transfer dependency","1992","Single parent ","Male","","","","","4"
"Very high transfer dependency","1992","Single parent ","Female","13","","","","4"
"Very high transfer dependency","1992","Couple + C. LE 16 ","Male","6","","","","4"
"Very high transfer dependency","1992","Couple + C. GT 16 ","Female","7","","","","4"
"Very high transfer dependency","1992","Couple + C. LE and GT 16","Male","4","","","","4"
"Very high transfer dependency","1992","Couple + C. LE and GT 16","Female","3","","","","4"
"Very high transfer dependency","1992","Couple + C. GT 16 ","Male","9","","","","4"
"Very low transfer dependency","1992","1-pers.-HH","Male","56","0.117655813998388","0.0885578000280618","0.146753827968715","1"
"Very low transfer dependency","1992","1-pers.-HH","Female","169","0.173602251444826","0.148094121241267","0.199110381648386","1"
"Very low transfer dependency","1992","(Married) couple without C. ","Male","206","0.11684019181377","0.101055766298634","0.132624617328906","1"
"Very low transfer dependency","1992","(Married) couple without C. ","Female","211","0.117396706478368","0.101712246845785","0.133081166110952","1"
"Very low transfer dependency","1992","Single parent ","Male","97","0.445065759116891","0.376700899692604","0.513430618541178","1"
"Very low transfer dependency","1992","Single parent ","Female","225","0.507938607494494","0.459368826626552","0.556508388362437","1"
"Very low transfer dependency","1992","Couple + C. LE 16 ","Male","1351","0.89862487456053","0.883501200957405","0.913748548163654","1"
"Very low transfer dependency","1992","Couple + C. LE 16 ","Female","1377","0.892523906090125","0.877154692093618","0.907893120086632","1"
"Very low transfer dependency","1992","Couple + C. GT 16 ","Male","666","0.475713132510018","0.448903548432714","0.502522716587323","1"
"Very low transfer dependency","1992","Couple + C. GT 16 ","Female","593","0.527301667509271","0.497690305799967","0.556913029218574","1"
"Very low transfer dependency","1992","Couple + C. LE and GT 16","Male","494","0.922708569701737","0.900308481995019","0.945108657408454","1"
"Very low transfer dependency","1992","Couple + C. LE and GT 16","Female","442","0.895037747033703","0.8682254834463","0.921850010621107","1"
"Complete transfer dependency","1993","1-pers.-HH","Male","12","","","","5"
"Complete transfer dependency","1993","1-pers.-HH","Female","10","","","","5"
"Complete transfer dependency","1993","(Married) couple without C. ","Male","1","","","","5"
"Complete transfer dependency","1993","(Married) couple without C. ","Female","1","","","","5"
"Complete transfer dependency","1993","Couple + C. LE 16 ","Female","6","","","","5"
"Complete transfer dependency","1993","Single parent ","Male","","","","","5"
"Complete transfer dependency","1993","Single parent ","Female","16","","","","5"
"Complete transfer dependency","1993","Couple + C. LE 16 ","Male","6","","","","5"
"Complete transfer dependency","1993","Couple + C. GT 16 ","Male","1","","","","5"
"Complete transfer dependency","1993","Couple + C. GT 16 ","Female","2","","","","5"
"Complete transfer dependency","1993","Couple + C. LE and GT 16","Male","","","","","5"
"Complete transfer dependency","1993","Couple + C. LE and GT 16","Female","","","","","5"
"High transfer dependency","1993","1-pers.-HH","Male","14","","","","3"
"High transfer dependency","1993","1-pers.-HH","Female","8","","","","3"
"High transfer dependency","1993","(Married) couple without C. ","Male","26","","","","3"
"High transfer dependency","1993","(Married) couple without C. ","Female","24","","","","3"
"High transfer dependency","1993","Single parent ","Male","6","","","","3"
"High transfer dependency","1993","Single parent ","Female","21","","","","3"
"High transfer dependency","1993","Couple + C. LE 16 ","Male","34","0.0198001807714122","0.012697819480967","0.0269025420618574","3"
"High transfer dependency","1993","Couple + C. LE and GT 16","Female","9","","","","3"
"High transfer dependency","1993","Couple + C. LE 16 ","Female","37","0.0228553478147221","0.0152977031000939","0.0304129925293504","3"
"High transfer dependency","1993","Couple + C. GT 16 ","Male","9","","","","3"
"High transfer dependency","1993","Couple + C. GT 16 ","Female","7","","","","3"
"High transfer dependency","1993","Couple + C. LE and GT 16","Male","13","","","","3"
"Low transfer dependency","1993","1-pers.-HH","Female","21","","","","2"
"Low transfer dependency","1993","1-pers.-HH","Male","12","","","","2"
"Low transfer dependency","1993","(Married) couple without C. ","Male","60","0.0254732580282838","0.0178478112386309","0.0330987048179367","2"
"Low transfer dependency","1993","(Married) couple without C. ","Female","61","0.0254815979376843","0.0178803848744851","0.0330828110008836","2"
"Low transfer dependency","1993","Single parent ","Male","15","","","","2"
"Low transfer dependency","1993","Single parent ","Female","36","0.084308960091135","0.0575767176473365","0.111041202534933","2"
"Low transfer dependency","1993","Couple + C. LE 16 ","Male","129","0.0643683996243738","0.0518571793488993","0.0768796198998482","2"
"Low transfer dependency","1993","Couple + C. LE 16 ","Female","132","0.0656664306119646","0.0531397557203934","0.0781931055035358","2"
"Low transfer dependency","1993","Couple + C. GT 16 ","Male","84","0.0401763642794362","0.0296226992118894","0.050730029346983","2"
"Low transfer dependency","1993","Couple + C. GT 16 ","Female","70","0.0432862746552312","0.0310643558339672","0.0555081934764952","2"
"Low transfer dependency","1993","Couple + C. LE and GT 16","Male","43","0.063127942885018","0.0434209155175028","0.0828349702525333","2"
"Low transfer dependency","1993","Couple + C. LE and GT 16","Female","46","0.0744152046037854","0.0519870177853768","0.096843391422194","2"
"No transfer dependency","1993","1-pers.-HH","Male","395","0.778898537661727","0.743195870286765","0.814601205036688","0"
"No transfer dependency","1993","1-pers.-HH","Female","653","0.77851162900982","0.751107133277944","0.805916124741696","0"
"No transfer dependency","1993","(Married) couple without C. ","Male","1348","0.855201308166315","0.838170209521369","0.872232406811262","0"
"No transfer dependency","1993","(Married) couple without C. ","Female","1359","0.859634496329568","0.842878831435516","0.876390161223619","0"
"No transfer dependency","1993","Single parent ","Male","91","0.505917750567485","0.434067017519155","0.577768483615815","0"
"No transfer dependency","1993","Single parent ","Female","121","0.341530672254429","0.295905273398738","0.387156071110121","0"
"No transfer dependency","1993","Couple + C. LE 16 ","Male","22","","","","0"
"No transfer dependency","1993","Couple + C. LE 16 ","Female","24","","","","0"
"No transfer dependency","1993","Couple + C. GT 16 ","Male","540","0.463840790574239","0.437039628521308","0.490641952627171","0"
"No transfer dependency","1993","Couple + C. GT 16 ","Female","395","0.437088467502507","0.407297950918618","0.466878984086397","0"
"No transfer dependency","1993","Couple + C. LE and GT 16","Male","5","","","","0"
"No transfer dependency","1993","Couple + C. LE and GT 16","Female","5","","","","0"
"Very high transfer dependency","1993","1-pers.-HH","Female","11","","","","4"
"Very high transfer dependency","1993","1-pers.-HH","Male","14","","","","4"
"Very high transfer dependency","1993","(Married) couple without C. ","Female","11","","","","4"
"Very high transfer dependency","1993","(Married) couple without C. ","Male","11","","","","4"
"Very high transfer dependency","1993","Single parent ","Male","3","","","","4"
"Very high transfer dependency","1993","Single parent ","Female","18","","","","4"
"Very high transfer dependency","1993","Couple + C. LE 16 ","Male","13","","","","4"
"Very high transfer dependency","1993","Couple + C. LE 16 ","Female","13","","","","4"
"Very high transfer dependency","1993","Couple + C. GT 16 ","Female","1","","","","4"
"Very high transfer dependency","1993","Couple + C. LE and GT 16","Male","4","","","","4"
"Very high transfer dependency","1993","Couple + C. LE and GT 16","Female","2","","","","4"
"Very high transfer dependency","1993","Couple + C. GT 16 ","Male","2","","","","4"
"Very low transfer dependency","1993","1-pers.-HH","Male","72","0.132483793000647","0.103317274818823","0.16165031118247","1"
"Very low transfer dependency","1993","1-pers.-HH","Female","179","0.17369668051361","0.148694418242125","0.198698942785096","1"
"Very low transfer dependency","1993","(Married) couple without C. ","Male","194","0.099088175136142","0.0846278444158445","0.113548505856439","1"
"Very low transfer dependency","1993","(Married) couple without C. ","Female","195","0.0977758112424368","0.0834490672131353","0.112102555271738","1"
"Very low transfer dependency","1993","Couple + C. LE 16 ","Male","1274","0.890313013490992","0.87438139906282","0.906244627919164","1"
"Very low transfer dependency","1993","Couple + C. LE 16 ","Female","1290","0.888927946517009","0.873037035154531","0.904818857879487","1"
"Very low transfer dependency","1993","Couple + C. GT 16 ","Male","694","0.490994895138076","0.464127731039275","0.517862059236878","1"
"Very low transfer dependency","1993","Couple + C. GT 16 ","Female","590","0.515182265248401","0.48516694452214","0.545197585974662","1"
"Very low transfer dependency","1993","Couple + C. LE and GT 16","Male","520","0.91343591154417","0.890649387610342","0.936222435477998","1"
"Very low transfer dependency","1993","Couple + C. LE and GT 16","Female","464","0.904814590986819","0.879735014011796","0.929894167961842","1"
"Very low transfer dependency","1993","Single parent ","Male","71","0.377096292943455","0.307445156287117","0.446747429599794","1"
"Very low transfer dependency","1993","Single parent ","Female","203","0.448466743888726","0.400617506926532","0.496315980850921","1"
"Complete transfer dependency","1994","1-pers.-HH","Male","16","","","","5"
"Complete transfer dependency","1994","1-pers.-HH","Female","6","","","","5"
"Complete transfer dependency","1994","(Married) couple without C. ","Male","2","","","","5"
"Complete transfer dependency","1994","(Married) couple without C. ","Female","2","","","","5"
"Complete transfer dependency","1994","Single parent ","Male","","","","","5"
"Complete transfer dependency","1994","Single parent ","Female","14","","","","5"
"Complete transfer dependency","1994","Couple + C. LE 16 ","Male","10","","","","5"
"Complete transfer dependency","1994","Couple + C. LE 16 ","Female","10","","","","5"
"Complete transfer dependency","1994","Couple + C. GT 16 ","Male","5","","","","5"
"Complete transfer dependency","1994","Couple + C. GT 16 ","Female","4","","","","5"
"Complete transfer dependency","1994","Couple + C. LE and GT 16","Male","2","","","","5"
"Complete transfer dependency","1994","Couple + C. LE and GT 16","Female","1","","","","5"
"High transfer dependency","1994","1-pers.-HH","Male","12","","","","3"
"High transfer dependency","1994","1-pers.-HH","Female","10","","","","3"
"High transfer dependency","1994","(Married) couple without C. ","Male","26","","","","3"
"High transfer dependency","1994","(Married) couple without C. ","Female","25","","","","3"
"High transfer dependency","1994","Single parent ","Male","","","","","3"
"High transfer dependency","1994","Single parent ","Female","14","","","","3"
"High transfer dependency","1994","Couple + C. LE 16 ","Male","37","0.0248278001441186","0.0167883291910681","0.0328672710971692","3"
"High transfer dependency","1994","Couple + C. LE and GT 16","Female","11","","","","3"
"High transfer dependency","1994","Couple + C. LE 16 ","Female","39","0.0253962535072456","0.0173647248312715","0.0334277821832197","3"
"High transfer dependency","1994","Couple + C. GT 16 ","Male","15","","","","3"
"High transfer dependency","1994","Couple + C. GT 16 ","Female","13","","","","3"
"High transfer dependency","1994","Couple + C. LE and GT 16","Male","15","","","","3"
"Low transfer dependency","1994","1-pers.-HH","Male","14","","","","2"
"Low transfer dependency","1994","1-pers.-HH","Female","21","","","","2"
"Low transfer dependency","1994","(Married) couple without C. ","Male","63","0.0269940579361817","0.0192165242298043","0.0347715916425591","2"
"Low transfer dependency","1994","(Married) couple without C. ","Female","63","0.0254083419605212","0.0178858151879817","0.0329308687330607","2"
"Low transfer dependency","1994","Single parent ","Male","9","","","","2"
"Low transfer dependency","1994","Single parent ","Female","33","0.0671096553615428","0.0424033512169614","0.0918159595061242","2"
"Low transfer dependency","1994","Couple + C. LE 16 ","Male","134","0.0756424597760006","0.0619802638339384","0.0893046557180628","2"
"Low transfer dependency","1994","Couple + C. LE 16 ","Female","141","0.0753203758701456","0.0618477815583373","0.088792970181954","2"
"Low transfer dependency","1994","Couple + C. GT 16 ","Male","85","0.0501849861368561","0.0381394861093039","0.0622304861644083","2"
"Low transfer dependency","1994","Couple + C. LE and GT 16","Female","47","0.0598882535611908","0.0401119058558105","0.0796646012665712","2"
"Low transfer dependency","1994","Couple + C. GT 16 ","Female","67","0.0528444519578414","0.0390470360118603","0.0666418679038225","2"
"Low transfer dependency","1994","Couple + C. LE and GT 16","Male","37","0.0456983624616953","0.0283868369296432","0.0630098879937473","2"
"No transfer dependency","1994","1-pers.-HH","Male","397","0.793405450953531","0.758198918396689","0.828611983510374","0"
"No transfer dependency","1994","1-pers.-HH","Female","709","0.821342051288785","0.796147025395508","0.846537077182063","0"
"No transfer dependency","1994","(Married) couple without C. ","Male","1370","0.856851837703707","0.840044620111749","0.873659055295665","0"
"No transfer dependency","1994","(Married) couple without C. ","Female","1384","0.864287048569328","0.847914967571081","0.880659129567576","0"
"No transfer dependency","1994","Single parent ","Male","83","0.47177219646843","0.397810669920554","0.545733723016306","0"
"No transfer dependency","1994","Single parent ","Female","118","0.335649309411346","0.289021871282055","0.382276747540636","0"
"No transfer dependency","1994","Couple + C. LE 16 ","Male","16","","","","0"
"No transfer dependency","1994","Couple + C. LE 16 ","Female","18","","","","0"
"No transfer dependency","1994","Couple + C. GT 16 ","Male","495","0.43741847611745","0.410049427078059","0.464787525156841","0"
"No transfer dependency","1994","Couple + C. GT 16 ","Female","372","0.420678442454613","0.390232993853005","0.451123891056221","0"
"No transfer dependency","1994","Couple + C. LE and GT 16","Male","8","","","","0"
"No transfer dependency","1994","Couple + C. LE and GT 16","Female","7","","","","0"
"Very high transfer dependency","1994","1-pers.-HH","Female","14","","","","4"
"Very high transfer dependency","1994","1-pers.-HH","Male","12","","","","4"
"Very high transfer dependency","1994","(Married) couple without C. ","Male","10","","","","4"
"Very high transfer dependency","1994","(Married) couple without C. ","Female","10","","","","4"
"Very high transfer dependency","1994","Single parent ","Male","5","","","","4"
"Very high transfer dependency","1994","Single parent ","Female","25","","","","4"
"Very high transfer dependency","1994","Couple + C. LE 16 ","Male","12","","","","4"
"Very high transfer dependency","1994","Couple + C. LE 16 ","Female","13","","","","4"
"Very high transfer dependency","1994","Couple + C. GT 16 ","Male","5","","","","4"
"Very high transfer dependency","1994","Couple + C. LE and GT 16","Male","4","","","","4"
"Very high transfer dependency","1994","Couple + C. LE and GT 16","Female","5","","","","4"
"Very high transfer dependency","1994","Couple + C. GT 16 ","Female","4","","","","4"
"Very low transfer dependency","1994","1-pers.-HH","Male","57","0.106234178009581","0.0794387784549887","0.133029577564173","1"
"Very low transfer dependency","1994","1-pers.-HH","Female","128","0.131122336113042","0.108922014619982","0.153322657606102","1"
"Very low transfer dependency","1994","(Married) couple without C. ","Male","197","0.097594883030741","0.0833530999571922","0.11183666610429","1"
"Very low transfer dependency","1994","(Married) couple without C. ","Female","197","0.0927405094635564","0.0788740772504852","0.106606941676628","1"
"Very low transfer dependency","1994","Single parent ","Male","78","0.437029530326861","0.363539696427562","0.51051936422616","1"
"Very low transfer dependency","1994","Single parent ","Female","190","0.463423078559441","0.41418457973177","0.512661577387112","1"
"Very low transfer dependency","1994","Couple + C. LE 16 ","Male","1230","0.875781329760105","0.858739784465383","0.892822875054827","1"
"Very low transfer dependency","1994","Couple + C. LE 16 ","Female","1253","0.873137217357303","0.856146656466773","0.890127778247834","1"
"Very low transfer dependency","1994","Couple + C. GT 16 ","Male","657","0.491782001299512","0.464199747560338","0.519364255038686","1"
"Very low transfer dependency","1994","Couple + C. GT 16 ","Female","550","0.507936667755283","0.477104597384019","0.538768738126547","1"
"Very low transfer dependency","1994","Couple + C. LE and GT 16","Male","493","0.921341885901972","0.899025474470319","0.943658297333624","1"
"Very low transfer dependency","1994","Couple + C. LE and GT 16","Female","482","0.910135907801214","0.886299997325514","0.933971818276913","1"
"Complete transfer dependency","1995","1-pers.-HH","Male","19","","","","5"
"Complete transfer dependency","1995","1-pers.-HH","Female","10","","","","5"
"Complete transfer dependency","1995","(Married) couple without C. ","Male","8","","","","5"
"Complete transfer dependency","1995","(Married) couple without C. ","Female","8","","","","5"
"Complete transfer dependency","1995","Single parent ","Male","","","","","5"
"Complete transfer dependency","1995","Single parent ","Female","13","","","","5"
"Complete transfer dependency","1995","Couple + C. LE 16 ","Male","20","","","","5"
"Complete transfer dependency","1995","Couple + C. LE 16 ","Female","20","","","","5"
"Complete transfer dependency","1995","Couple + C. GT 16 ","Male","3","","","","5"
"Complete transfer dependency","1995","Couple + C. GT 16 ","Female","3","","","","5"
"Complete transfer dependency","1995","Couple + C. LE and GT 16","Male","4","","","","5"
"Complete transfer dependency","1995","Couple + C. LE and GT 16","Female","5","","","","5"
"High transfer dependency","1995","1-pers.-HH","Male","12","","","","3"
"High transfer dependency","1995","1-pers.-HH","Female","10","","","","3"
"High transfer dependency","1995","(Married) couple without C. ","Male","20","","","","3"
"High transfer dependency","1995","(Married) couple without C. ","Female","19","","","","3"
"High transfer dependency","1995","Single parent ","Male","2","","","","3"
"High transfer dependency","1995","Single parent ","Female","32","0.0755778428791213","0.0501778353697251","0.100977850388518","3"
"High transfer dependency","1995","Couple + C. LE 16 ","Male","34","0.0197251922780025","0.0126740847793004","0.0267762997767046","3"
"High transfer dependency","1995","Couple + C. LE and GT 16","Female","15","","","","3"
"High transfer dependency","1995","Couple + C. LE 16 ","Female","36","0.0212183094462173","0.0140090242083462","0.0284275946840884","3"
"High transfer dependency","1995","Couple + C. GT 16 ","Male","16","","","","3"
"High transfer dependency","1995","Couple + C. GT 16 ","Female","13","","","","3"
"High transfer dependency","1995","Couple + C. LE and GT 16","Male","17","","","","3"
"Low transfer dependency","1995","1-pers.-HH","Male","26","","","","2"
"Low transfer dependency","1995","1-pers.-HH","Female","20","","","","2"
"Low transfer dependency","1995","(Married) couple without C. ","Male","67","0.0276566298250364","0.0199359015732622","0.0353773580768107","2"
"Low transfer dependency","1995","(Married) couple without C. ","Female","67","0.0282293593007142","0.020464925803431","0.0359937927979974","2"
"Low transfer dependency","1995","Single parent ","Male","13","","","","2"
"Low transfer dependency","1995","Single parent ","Female","35","0.0571794558784343","0.0348675867709731","0.0794913249858956","2"
"Low transfer dependency","1995","Couple + C. LE 16 ","Male","114","0.0628232869838873","0.0505193566245235","0.0751272173432512","2"
"Low transfer dependency","1995","Couple + C. LE 16 ","Female","118","0.0657613974026634","0.0533617789462365","0.0781610158590903","2"
"Low transfer dependency","1995","Couple + C. GT 16 ","Male","82","0.0544546116038186","0.0418855038505393","0.067023719357098","2"
"Low transfer dependency","1995","Couple + C. LE and GT 16","Female","44","0.0504374695428798","0.0326577450042844","0.0682171940814751","2"
"Low transfer dependency","1995","Couple + C. GT 16 ","Female","64","0.0521483274982497","0.0385905559154221","0.0657060990810774","2"
"Low transfer dependency","1995","Couple + C. LE and GT 16","Male","37","0.0436782368620831","0.0274594733010556","0.0598970004231107","2"
"No transfer dependency","1995","1-pers.-HH","Male","419","0.793095978812225","0.758706006505374","0.827485951119076","0"
"No transfer dependency","1995","1-pers.-HH","Female","751","0.837313409956629","0.813359822071976","0.861266997841282","0"
"No transfer dependency","1995","(Married) couple without C. ","Male","1420","0.85252294602357","0.835828805113312","0.869217086933828","0"
"No transfer dependency","1995","(Married) couple without C. ","Female","1430","0.847934787356107","0.831101321588032","0.864768253124183","0"
"No transfer dependency","1995","Single parent ","Male","86","0.447389459375438","0.375739708788471","0.519039209962406","0"
"No transfer dependency","1995","Single parent ","Female","103","0.299518983132328","0.255502860077707","0.34353510618695","0"
"No transfer dependency","1995","Couple + C. LE 16 ","Male","28","","","","0"
"No transfer dependency","1995","Couple + C. LE 16 ","Female","29","","","","0"
"No transfer dependency","1995","Couple + C. GT 16 ","Female","396","0.427148233281715","0.396982883475465","0.457313583087965","0"
"No transfer dependency","1995","Couple + C. LE and GT 16","Female","2","","","","0"
"No transfer dependency","1995","Couple + C. LE and GT 16","Male","5","","","","0"
"No transfer dependency","1995","Couple + C. GT 16 ","Male","512","0.444785215188137","0.417258676215602","0.472311754160671","0"
"Very high transfer dependency","1995","1-pers.-HH","Male","13","","","","4"
"Very high transfer dependency","1995","1-pers.-HH","Female","16","","","","4"
"Very high transfer dependency","1995","(Married) couple without C. ","Male","14","","","","4"
"Very high transfer dependency","1995","(Married) couple without C. ","Female","14","","","","4"
"Very high transfer dependency","1995","Single parent ","Male","4","","","","4"
"Very high transfer dependency","1995","Single parent ","Female","29","","","","4"
"Very high transfer dependency","1995","Couple + C. LE 16 ","Male","27","","","","4"
"Very high transfer dependency","1995","Couple + C. LE 16 ","Female","27","","","","4"
"Very high transfer dependency","1995","Couple + C. GT 16 ","Male","5","","","","4"
"Very high transfer dependency","1995","Couple + C. LE and GT 16","Male","7","","","","4"
"Very high transfer dependency","1995","Couple + C. LE and GT 16","Female","7","","","","4"
"Very high transfer dependency","1995","Couple + C. GT 16 ","Female","5","","","","4"
"Very low transfer dependency","1995","1-pers.-HH","Male","44","0.0638732914105305","0.0431140512762691","0.084632531544792","1"
"Very low transfer dependency","1995","1-pers.-HH","Female","105","0.104834481976016","0.084952740561636","0.124716223390395","1"
"Very low transfer dependency","1995","(Married) couple without C. ","Male","204","0.0987349224564475","0.0846902868419548","0.11277955807094","1"
"Very low transfer dependency","1995","(Married) couple without C. ","Female","210","0.105207961562357","0.0908245225728547","0.119591400551859","1"
"Very low transfer dependency","1995","Single parent ","Male","80","0.481201827630467","0.40920305722295","0.553200598037984","1"
"Very low transfer dependency","1995","Single parent ","Female","204","0.471478762685793","0.423509425817056","0.51944809955453","1"
"Very low transfer dependency","1995","Couple + C. LE 16 ","Male","1271","0.867822054644111","0.850648205958489","0.884995903329733","1"
"Very low transfer dependency","1995","Couple + C. LE 16 ","Female","1305","0.864728981256184","0.84761952180832","0.881838440704048","1"
"Very low transfer dependency","1995","Couple + C. GT 16 ","Male","634","0.478385404249391","0.450715366314478","0.506055442184304","1"
"Very low transfer dependency","1995","Couple + C. GT 16 ","Female","552","0.504376655259865","0.473887085500889","0.534866225018842","1"
"Very low transfer dependency","1995","Couple + C. LE and GT 16","Male","540","0.911224089610925","0.888653477507998","0.933794701713852","1"
"Very low transfer dependency","1995","Couple + C. LE and GT 16","Female","509","0.895555306940945","0.870708190595072","0.920402423286817","1"
"Complete transfer dependency","1996","1-pers.-HH","Male","16","","","","5"
"Complete transfer dependency","1996","1-pers.-HH","Female","12","","","","5"
"Complete transfer dependency","1996","(Married) couple without C. ","Male","9","","","","5"
"Complete transfer dependency","1996","(Married) couple without C. ","Female","9","","","","5"
"Complete transfer dependency","1996","Single parent ","Male","2","","","","5"
"Complete transfer dependency","1996","Single parent ","Female","18","","","","5"
"Complete transfer dependency","1996","Couple + C. LE 16 ","Male","10","","","","5"
"Complete transfer dependency","1996","Couple + C. LE 16 ","Female","12","","","","5"
"Complete transfer dependency","1996","Couple + C. GT 16 ","Male","1","","","","5"
"Complete transfer dependency","1996","Couple + C. GT 16 ","Female","2","","","","5"
"Complete transfer dependency","1996","Couple + C. LE and GT 16","Male","3","","","","5"
"Complete transfer dependency","1996","Couple + C. LE and GT 16","Female","1","","","","5"
"High transfer dependency","1996","1-pers.-HH","Male","8","","","","3"
"High transfer dependency","1996","1-pers.-HH","Female","18","","","","3"
"High transfer dependency","1996","(Married) couple without C. ","Male","34","0.015999695520919","0.0101024151535219","0.0218969758883161","3"
"High transfer dependency","1996","(Married) couple without C. ","Female","35","0.0195739404794479","0.0131111170470025","0.0260367639118933","3"
"High transfer dependency","1996","Single parent ","Male","5","","","","3"
"High transfer dependency","1996","Single parent ","Female","31","0.060419528919196","0.0377138984497076","0.0831251593886845","3"
"High transfer dependency","1996","Couple + C. LE 16 ","Male","30","0.0153265495050665","0.00894595116316612","0.0217071478469669","3"
"High transfer dependency","1996","Couple + C. LE 16 ","Female","33","0.0213396679158458","0.0139445882795514","0.0287347475521401","3"
"High transfer dependency","1996","Couple + C. GT 16 ","Male","28","","","","3"
"High transfer dependency","1996","Couple + C. GT 16 ","Female","25","","","","3"
"High transfer dependency","1996","Couple + C. LE and GT 16","Female","14","","","","3"
"High transfer dependency","1996","Couple + C. LE and GT 16","Male","19","","","","3"
"Low transfer dependency","1996","1-pers.-HH","Male","19","","","","2"
"Low transfer dependency","1996","(Married) couple without C. ","Female","90","0.0412050973926448","0.0319322296218273","0.0504779651634622","2"
"Low transfer dependency","1996","1-pers.-HH","Female","24","","","","2"
"Low transfer dependency","1996","(Married) couple without C. ","Male","89","0.0422968117328047","0.0328373247759839","0.0517562986896255","2"
"Low transfer dependency","1996","Single parent ","Male","9","","","","2"
