"transab_cat","year","hgtyp1hh","sex","n","percent","lower_confidence","upper_confidence","value"
"No transfer dependency","1988","1-pers.-HH","Male","345","0.81104623689972","0.774045153304659","0.84804732049478","0"
"No transfer dependency","1988","1-pers.-HH","Female","531","0.843742489318068","0.81550106220243","0.871983916433706","0"
"No transfer dependency","1988","(Married) couple without C. ","Male","959","0.886101257150603","0.867528940608777","0.904673573692429","0"
"No transfer dependency","1988","(Married) couple without C. ","Female","963","0.88330815621267","0.864589044307695","0.902027268117646","0"
"No transfer dependency","1988","Single parent ","Male","70","0.436152797922815","0.363907622514744","0.508397973330886","0"
"No transfer dependency","1988","Single parent ","Female","85","0.278227863358418","0.228661890636032","0.327793836080804","0"
"No transfer dependency","1988","Couple + C. LE 16 ","Male","20","","","","0"
"No transfer dependency","1988","Couple + C. LE 16 ","Female","20","","","","0"
"No transfer dependency","1988","Couple + C. GT 16 ","Male","414","0.41416947687374","0.384530347554304","0.443808606193177","0"
"No transfer dependency","1988","Couple + C. GT 16 ","Female","317","0.392903298057545","0.360089606996102","0.425716989118988","0"
"No transfer dependency","1988","Couple + C. LE and GT 16","Male","7","","","","0"
"No transfer dependency","1988","Couple + C. LE and GT 16","Female","10","","","","0"
"Very high transfer dependency","1988","1-pers.-HH","Male","8","","","","4"
"Very high transfer dependency","1988","1-pers.-HH","Female","9","","","","4"
"Very high transfer dependency","1988","(Married) couple without C. ","Male","5","","","","4"
"Very high transfer dependency","1988","(Married) couple without C. ","Female","5","","","","4"
"Very high transfer dependency","1988","Couple + C. LE and GT 16","Female","2","","","","4"
"Very high transfer dependency","1988","Single parent ","Male","1","","","","4"
"Very high transfer dependency","1988","Couple + C. LE 16 ","Male","7","","","","4"
"Very high transfer dependency","1988","Couple + C. LE 16 ","Female","7","","","","4"
"Very high transfer dependency","1988","Couple + C. GT 16 ","Male","6","","","","4"
"Very high transfer dependency","1988","Couple + C. GT 16 ","Female","5","","","","4"
"Very high transfer dependency","1988","Couple + C. LE and GT 16","Male","3","","","","4"
"Very high transfer dependency","1988","Single parent ","Female","9","","","","4"
"Very low transfer dependency","1988","Couple + C. GT 16 ","Female","505","0.582429853069766","0.549296159936855","0.615563546202678","1"
"Very low transfer dependency","1988","1-pers.-HH","Male","53","0.10900632309563","0.0795501027724005","0.13846254341886","1"
"Very low transfer dependency","1988","1-pers.-HH","Female","61","0.0954389485859137","0.0725859604866713","0.118291936685156","1"
"Very low transfer dependency","1988","Single parent ","Male","93","0.473536342997788","0.400796952171439","0.546275733824138","1"
"Very low transfer dependency","1988","Single parent ","Female","172","0.531423552088928","0.476229294780313","0.586617809397543","1"
"Very low transfer dependency","1988","Couple + C. LE 16 ","Male","982","0.930375171331387","0.915075130688086","0.945675211974687","1"
"Very low transfer dependency","1988","Couple + C. LE 16 ","Female","984","0.919718115097342","0.903398517807288","0.936037712387395","1"
"Very low transfer dependency","1988","Couple + C. GT 16 ","Male","606","0.559332851130137","0.529459709315017","0.589205992945258","1"
"Very low transfer dependency","1988","Couple + C. LE and GT 16","Male","497","0.927802309759718","0.906073335950496","0.949531283568939","1"
"Very low transfer dependency","1988","Couple + C. LE and GT 16","Female","440","0.919896092820134","0.895909874806745","0.943882310833522","1"
"Very low transfer dependency","1988","(Married) couple without C. ","Male","130","0.0898123228926617","0.0730976309959465","0.106527014789377","1"
"Very low transfer dependency","1988","(Married) couple without C. ","Female","132","0.0916635070155953","0.0748394595416289","0.108487554489562","1"
"Complete transfer dependency","1989","Couple + C. LE 16 ","Female","14","","","","5"
"Complete transfer dependency","1989","1-pers.-HH","Male","11","","","","5"
"Complete transfer dependency","1989","1-pers.-HH","Female","11","","","","5"
"Complete transfer dependency","1989","(Married) couple without C. ","Male","3","","","","5"
"Complete transfer dependency","1989","(Married) couple without C. ","Female","3","","","","5"
"Complete transfer dependency","1989","Single parent ","Male","","","","","5"
"Complete transfer dependency","1989","Single parent ","Female","8","","","","5"
"Complete transfer dependency","1989","Couple + C. LE 16 ","Male","15","","","","5"
"Complete transfer dependency","1989","Couple + C. GT 16 ","Male","3","","","","5"
"Complete transfer dependency","1989","Couple + C. GT 16 ","Female","3","","","","5"
"Complete transfer dependency","1989","Couple + C. LE and GT 16","Male","3","","","","5"
"Complete transfer dependency","1989","Couple + C. LE and GT 16","Female","3","","","","5"
"High transfer dependency","1989","1-pers.-HH","Male","4","","","","3"
"High transfer dependency","1989","1-pers.-HH","Female","10","","","","3"
"High transfer dependency","1989","(Married) couple without C. ","Male","4","","","","3"
"High transfer dependency","1989","(Married) couple without C. ","Female","5","","","","3"
"High transfer dependency","1989","Couple + C. GT 16 ","Male","6","","","","3"
"High transfer dependency","1989","Couple + C. LE and GT 16","Female","8","","","","3"
"High transfer dependency","1989","Single parent ","Male","7","","","","3"
"High transfer dependency","1989","Single parent ","Female","15","","","","3"
"High transfer dependency","1989","Couple + C. LE 16 ","Male","10","","","","3"
"High transfer dependency","1989","Couple + C. LE 16 ","Female","10","","","","3"
"High transfer dependency","1989","Couple + C. GT 16 ","Female","7","","","","3"
"High transfer dependency","1989","Couple + C. LE and GT 16","Male","10","","","","3"
"Low transfer dependency","1989","1-pers.-HH","Male","5","","","","2"
"Low transfer dependency","1989","1-pers.-HH","Female","9","","","","2"
"Low transfer dependency","1989","(Married) couple without C. ","Male","33","0.0230226837012111","0.0141919167338891","0.031853450668533","2"
"Low transfer dependency","1989","(Married) couple without C. ","Female","34","0.0284651690193972","0.0187084889382431","0.0382218491005513","2"
"Low transfer dependency","1989","Single parent ","Male","4","","","","2"
"Low transfer dependency","1989","Single parent ","Female","16","","","","2"
"Low transfer dependency","1989","Couple + C. LE 16 ","Male","35","0.0285093591900205","0.0182961778401289","0.038722540539912","2"
"Low transfer dependency","1989","Couple + C. LE 16 ","Female","36","0.0317035168429978","0.0210086186194726","0.042398415066523","2"
"Low transfer dependency","1989","Couple + C. GT 16 ","Male","20","","","","2"
"Low transfer dependency","1989","Couple + C. GT 16 ","Female","19","","","","2"
"Low transfer dependency","1989","Couple + C. LE and GT 16","Male","25","","","","2"
"Low transfer dependency","1989","Couple + C. LE and GT 16","Female","22","","","","2"
"No transfer dependency","1989","1-pers.-HH","Male","352","0.831719432604644","0.796025263758291","0.867413601450997","0"
"No transfer dependency","1989","1-pers.-HH","Female","535","0.846377143694532","0.818331132076622","0.874423155312442","0"
"No transfer dependency","1989","(Married) couple without C. ","Male","960","0.891059907539143","0.872714577372501","0.909405237705785","0"
"No transfer dependency","1989","(Married) couple without C. ","Female","965","0.885502285242575","0.866820892695336","0.904183677789814","0"
"No transfer dependency","1989","Single parent ","Male","68","0.491588263910815","0.412885356069966","0.570291171751665","0"
"No transfer dependency","1989","Single parent ","Female","97","0.341017415761743","0.286363105523658","0.395671725999828","0"
"No transfer dependency","1989","Couple + C. LE 16 ","Male","18","","","","0"
"No transfer dependency","1989","Couple + C. LE 16 ","Female","18","","","","0"
"No transfer dependency","1989","Couple + C. GT 16 ","Male","401","0.394847450360287","0.365476068491991","0.424218832228583","0"
"No transfer dependency","1989","Couple + C. GT 16 ","Female","299","0.391425884834726","0.358020023505824","0.424831746163627","0"
"No transfer dependency","1989","Couple + C. LE and GT 16","Male","10","","","","0"
"No transfer dependency","1989","Couple + C. LE and GT 16","Female","10","","","","0"
"Very high transfer dependency","1989","1-pers.-HH","Male","6","","","","4"
"Very high transfer dependency","1989","1-pers.-HH","Female","11","","","","4"
"Very high transfer dependency","1989","(Married) couple without C. ","Female","4","","","","4"
"Very high transfer dependency","1989","(Married) couple without C. ","Male","4","","","","4"
"Very high transfer dependency","1989","Single parent ","Male","","","","","4"
"Very high transfer dependency","1989","Single parent ","Female","6","","","","4"
"Very high transfer dependency","1989","Couple + C. LE 16 ","Female","5","","","","4"
"Very high transfer dependency","1989","Couple + C. GT 16 ","Female","4","","","","4"
"Very high transfer dependency","1989","Couple + C. LE and GT 16","Male","1","","","","4"
"Very high transfer dependency","1989","Couple + C. LE and GT 16","Female","2","","","","4"
"Very high transfer dependency","1989","Couple + C. LE 16 ","Male","5","","","","4"
"Very high transfer dependency","1989","Couple + C. GT 16 ","Male","6","","","","4"
"Very low transfer dependency","1989","1-pers.-HH","Male","44","0.0955097402057451","0.0674671810541508","0.123552299357339","1"
"Very low transfer dependency","1989","1-pers.-HH","Female","59","0.0974096042608691","0.0743470464659374","0.120472162055801","1"
"Very low transfer dependency","1989","(Married) couple without C. ","Male","104","0.0795506045309803","0.0636175181228421","0.0954836909391185","1"
"Very low transfer dependency","1989","(Married) couple without C. ","Female","105","0.0776448837760803","0.0619440940840455","0.0933456734681152","1"
"Very low transfer dependency","1989","Single parent ","Male","76","0.43784753085133","0.359743984160788","0.515951077541871","1"
"Very low transfer dependency","1989","Single parent ","Female","147","0.476972220174265","0.41938738996789","0.53455705038064","1"
"Very low transfer dependency","1989","Couple + C. LE 16 ","Male","937","0.922430420263958","0.906014677698261","0.938846162829654","1"
"Very low transfer dependency","1989","Couple + C. LE 16 ","Female","948","0.919796149520668","0.903217003320484","0.936375295720852","1"
"Very low transfer dependency","1989","Couple + C. GT 16 ","Male","628","0.583546484513876","0.55392558302243","0.613167386005321","1"
"Very low transfer dependency","1989","Couple + C. GT 16 ","Female","488","0.586875717329773","0.553173800971869","0.620577633687677","1"
"Very low transfer dependency","1989","Couple + C. LE and GT 16","Male","434","0.914521121105873","0.889586613039428","0.939455629172317","1"
"Very low transfer dependency","1989","Couple + C. LE and GT 16","Female","421","0.91481548261723","0.889469903467681","0.940161061766779","1"
"Complete transfer dependency","1990","Couple + C. LE 16 ","Female","7","","","","5"
"Complete transfer dependency","1990","1-pers.-HH","Male","6","","","","5"
"Complete transfer dependency","1990","1-pers.-HH","Female","5","","","","5"
"Complete transfer dependency","1990","(Married) couple without C. ","Male","6","","","","5"
"Complete transfer dependency","1990","(Married) couple without C. ","Female","6","","","","5"
"Complete transfer dependency","1990","Single parent ","Male","","","","","5"
"Complete transfer dependency","1990","Single parent ","Female","5","","","","5"
"Complete transfer dependency","1990","Couple + C. LE 16 ","Male","7","","","","5"
"Complete transfer dependency","1990","Couple + C. GT 16 ","Male","2","","","","5"
"Complete transfer dependency","1990","Couple + C. GT 16 ","Female","4","","","","5"
"Complete transfer dependency","1990","Couple + C. LE and GT 16","Male","2","","","","5"
