"transab_cat","year","education","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Very high transfer dependency","1993","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"Very high transfer dependency","1993","no degree/no degree yet","(3a) lower tertiary education","","","",""
"Very high transfer dependency","1993","no degree/no degree yet","(3b) higher tertiary education","","","",""
"Complete transfer dependency","1993","lower secondary degree","(0) in school","","","",""
"Complete transfer dependency","1993","lower secondary degree","(1a) inadequately completed","","","",""
"Complete transfer dependency","1993","lower secondary degree","(1b) general elementary school","5","","",""
"Complete transfer dependency","1993","lower secondary degree","(1c) basic vocational qualification","17","","",""
"Complete transfer dependency","1993","lower secondary degree","(2b) intermediate general qualification","","","",""
"Complete transfer dependency","1993","lower secondary degree","(2a) intermediate vocational","","","",""
"Complete transfer dependency","1993","lower secondary degree","(2c_gen) general maturity certificate","","","",""
"Complete transfer dependency","1993","lower secondary degree","(2c_voc) vocational maturity certificate","","","",""
"Complete transfer dependency","1993","lower secondary degree","(3a) lower tertiary education","","","",""
"Complete transfer dependency","1993","lower secondary degree","(3b) higher tertiary education","","","",""
"Complete transfer dependency","1993","secondary school degree","(0) in school","","","",""
"Complete transfer dependency","1993","secondary school degree","(1a) inadequately completed","","","",""
"Complete transfer dependency","1993","secondary school degree","(1b) general elementary school","","","",""
"Complete transfer dependency","1993","secondary school degree","(1c) basic vocational qualification","","","",""
"Complete transfer dependency","1993","secondary school degree","(2b) intermediate general qualification","2","","",""
"Complete transfer dependency","1993","secondary school degree","(2a) intermediate vocational","9","","",""
"Complete transfer dependency","1993","secondary school degree","(2c_gen) general maturity certificate","","","",""
"Complete transfer dependency","1993","secondary school degree","(2c_voc) vocational maturity certificate","","","",""
"Complete transfer dependency","1993","secondary school degree","(3a) lower tertiary education","1","","",""
"Complete transfer dependency","1993","secondary school degree","(3b) higher tertiary education","","","",""
"Complete transfer dependency","1993","college entrance qualification","(0) in school","","","",""
"Complete transfer dependency","1993","college entrance qualification","(1a) inadequately completed","","","",""
"Complete transfer dependency","1993","college entrance qualification","(1b) general elementary school","","","",""
"Complete transfer dependency","1993","college entrance qualification","(1c) basic vocational qualification","","","",""
"Complete transfer dependency","1993","college entrance qualification","(2b) intermediate general qualification","","","",""
"Complete transfer dependency","1993","college entrance qualification","(2a) intermediate vocational","","","",""
"Complete transfer dependency","1993","college entrance qualification","(2c_gen) general maturity certificate","1","","",""
"Complete transfer dependency","1993","college entrance qualification","(2c_voc) vocational maturity certificate","2","","",""
"Complete transfer dependency","1993","college entrance qualification","(3a) lower tertiary education","1","","",""
"Complete transfer dependency","1993","college entrance qualification","(3b) higher tertiary education","","","",""
"Complete transfer dependency","1993","Other degree","(0) in school","","","",""
"Complete transfer dependency","1993","Other degree","(1a) inadequately completed","","","",""
"Complete transfer dependency","1993","Other degree","(1b) general elementary school","5","","",""
"Complete transfer dependency","1993","Other degree","(1c) basic vocational qualification","3","","",""
"Complete transfer dependency","1993","Other degree","(2b) intermediate general qualification","","","",""
"Complete transfer dependency","1993","Other degree","(2a) intermediate vocational","","","",""
"Complete transfer dependency","1993","Other degree","(2c_gen) general maturity certificate","","","",""
"Complete transfer dependency","1993","Other degree","(2c_voc) vocational maturity certificate","2","","",""
"Complete transfer dependency","1993","Other degree","(3a) lower tertiary education","","","",""
"Complete transfer dependency","1993","Other degree","(3b) higher tertiary education","","","",""
"Complete transfer dependency","1993","no degree/no degree yet","(0) in school","","","",""
"Complete transfer dependency","1993","no degree/no degree yet","(1a) inadequately completed","7","","",""
"Complete transfer dependency","1993","no degree/no degree yet","(1b) general elementary school","","","",""
"Complete transfer dependency","1993","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"Complete transfer dependency","1993","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"Complete transfer dependency","1993","no degree/no degree yet","(2a) intermediate vocational","","","",""
"Complete transfer dependency","1993","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"Complete transfer dependency","1993","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"Complete transfer dependency","1993","no degree/no degree yet","(3a) lower tertiary education","","","",""
"Complete transfer dependency","1993","no degree/no degree yet","(3b) higher tertiary education","","","",""
"No transfer dependency","1994","lower secondary degree","(0) in school","","","",""
"No transfer dependency","1994","lower secondary degree","(1a) inadequately completed","","","",""
"No transfer dependency","1994","lower secondary degree","(1b) general elementary school","838","0.645015242585699","0.621162781949833","0.668867703221564"
"No transfer dependency","1994","lower secondary degree","(1c) basic vocational qualification","1882","0.586330419896796","0.570394679681313","0.602266160112278"
"No transfer dependency","1994","lower secondary degree","(2b) intermediate general qualification","2","","",""
"No transfer dependency","1994","lower secondary degree","(2a) intermediate vocational","5","","",""
"No transfer dependency","1994","lower secondary degree","(2c_gen) general maturity certificate","2","","",""
"No transfer dependency","1994","lower secondary degree","(2c_voc) vocational maturity certificate","","","",""
"No transfer dependency","1994","lower secondary degree","(3a) lower tertiary education","65","0.724880984478756","0.634603838215827","0.815158130741684"
"No transfer dependency","1994","lower secondary degree","(3b) higher tertiary education","12","","",""
"No transfer dependency","1994","secondary school degree","(0) in school","","","",""
"No transfer dependency","1994","secondary school degree","(1a) inadequately completed","","","",""
"No transfer dependency","1994","secondary school degree","(1b) general elementary school","","","",""
"No transfer dependency","1994","secondary school degree","(1c) basic vocational qualification","","","",""
"No transfer dependency","1994","secondary school degree","(2b) intermediate general qualification","145","0.438892023212001","0.392523440883915","0.485260605540088"
"No transfer dependency","1994","secondary school degree","(2a) intermediate vocational","885","0.472829825788921","0.453112694305329","0.492546957272513"
"No transfer dependency","1994","secondary school degree","(2c_gen) general maturity certificate","1","","",""
"No transfer dependency","1994","secondary school degree","(2c_voc) vocational maturity certificate","","","",""
"No transfer dependency","1994","secondary school degree","(3a) lower tertiary education","114","0.397125549806701","0.350551659420943","0.443699440192458"
"No transfer dependency","1994","secondary school degree","(3b) higher tertiary education","18","","",""
"No transfer dependency","1994","college entrance qualification","(0) in school","","","",""
"No transfer dependency","1994","college entrance qualification","(1a) inadequately completed","","","",""
"No transfer dependency","1994","college entrance qualification","(1b) general elementary school","","","",""
"No transfer dependency","1994","college entrance qualification","(1c) basic vocational qualification","","","",""
"No transfer dependency","1994","college entrance qualification","(2b) intermediate general qualification","","","",""
"No transfer dependency","1994","college entrance qualification","(2a) intermediate vocational","","","",""
"No transfer dependency","1994","college entrance qualification","(2c_gen) general maturity certificate","113","0.454994499771767","0.40051926748647","0.509469732057064"
"No transfer dependency","1994","college entrance qualification","(2c_voc) vocational maturity certificate","191","0.525439654956682","0.478459940610785","0.572419369302578"
"No transfer dependency","1994","college entrance qualification","(3a) lower tertiary education","128","0.509585161775813","0.452921754665746","0.56624856888588"
"No transfer dependency","1994","college entrance qualification","(3b) higher tertiary education","254","0.50655473490501","0.468090382476521","0.545019087333499"
"No transfer dependency","1994","Other degree","(0) in school","","","",""
"No transfer dependency","1994","Other degree","(1a) inadequately completed","","","",""
"No transfer dependency","1994","Other degree","(1b) general elementary school","130","0.311635820061219","0.269447676777597","0.353823963344842"
"No transfer dependency","1994","Other degree","(1c) basic vocational qualification","97","0.362606596327805","0.306195099711688","0.419018092943921"
"No transfer dependency","1994","Other degree","(2b) intermediate general qualification","","","",""
"No transfer dependency","1994","Other degree","(2a) intermediate vocational","","","",""
"No transfer dependency","1994","Other degree","(2c_gen) general maturity certificate","11","","",""
"No transfer dependency","1994","Other degree","(2c_voc) vocational maturity certificate","14","","",""
"No transfer dependency","1994","Other degree","(3a) lower tertiary education","1","","",""
"No transfer dependency","1994","Other degree","(3b) higher tertiary education","9","","",""
"No transfer dependency","1994","no degree/no degree yet","(0) in school","7","","",""
"No transfer dependency","1994","no degree/no degree yet","(1a) inadequately completed","177","0.320761694503459","0.28359840800598","0.357924981000938"
"No transfer dependency","1994","no degree/no degree yet","(1b) general elementary school","","","",""
"No transfer dependency","1994","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"No transfer dependency","1994","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"No transfer dependency","1994","no degree/no degree yet","(2a) intermediate vocational","","","",""
"No transfer dependency","1994","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"No transfer dependency","1994","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"No transfer dependency","1994","no degree/no degree yet","(3a) lower tertiary education","","","",""
"No transfer dependency","1994","no degree/no degree yet","(3b) higher tertiary education","","","",""
"Very low transfer dependency","1994","lower secondary degree","(0) in school","","","",""
"Very low transfer dependency","1994","lower secondary degree","(1a) inadequately completed","","","",""
"Very low transfer dependency","1994","lower secondary degree","(1b) general elementary school","565","0.287322623696553","0.264765966249701","0.309879281143404"
"Very low transfer dependency","1994","lower secondary degree","(1c) basic vocational qualification","1501","0.349527402271206","0.334098701626856","0.364956102915557"
"Very low transfer dependency","1994","lower secondary degree","(2b) intermediate general qualification","5","","",""
"Very low transfer dependency","1994","lower secondary degree","(2a) intermediate vocational","3","","",""
"Very low transfer dependency","1994","lower secondary degree","(2c_gen) general maturity certificate","5","","",""
"Very low transfer dependency","1994","lower secondary degree","(2c_voc) vocational maturity certificate","5","","",""
"Very low transfer dependency","1994","lower secondary degree","(3a) lower tertiary education","22","","",""
"Very low transfer dependency","1994","lower secondary degree","(3b) higher tertiary education","7","","",""
"Very low transfer dependency","1994","secondary school degree","(0) in school","","","",""
"Very low transfer dependency","1994","secondary school degree","(1a) inadequately completed","","","",""
"Very low transfer dependency","1994","secondary school degree","(1b) general elementary school","","","",""
"Very low transfer dependency","1994","secondary school degree","(1c) basic vocational qualification","","","",""
"Very low transfer dependency","1994","secondary school degree","(2b) intermediate general qualification","245","0.462691646515193","0.416103076716733","0.509280216313654"
"Very low transfer dependency","1994","secondary school degree","(2a) intermediate vocational","1266","0.4311392916735","0.411581146928789","0.45069743641821"
"Very low transfer dependency","1994","secondary school degree","(2c_gen) general maturity certificate","","","",""
"Very low transfer dependency","1994","secondary school degree","(2c_voc) vocational maturity certificate","","","",""
"Very low transfer dependency","1994","secondary school degree","(3a) lower tertiary education","271","0.518389278249416","0.470829344458749","0.565949212040084"
"Very low transfer dependency","1994","secondary school degree","(3b) higher tertiary education","17","","",""
"Very low transfer dependency","1994","college entrance qualification","(0) in school","","","",""
"Very low transfer dependency","1994","college entrance qualification","(1a) inadequately completed","","","",""
"Very low transfer dependency","1994","college entrance qualification","(1b) general elementary school","","","",""
"Very low transfer dependency","1994","college entrance qualification","(1c) basic vocational qualification","","","",""
"Very low transfer dependency","1994","college entrance qualification","(2b) intermediate general qualification","","","",""
"Very low transfer dependency","1994","college entrance qualification","(2a) intermediate vocational","","","",""
"Very low transfer dependency","1994","college entrance qualification","(2c_gen) general maturity certificate","180","0.482612855206904","0.427948675594785","0.537277034819023"
"Very low transfer dependency","1994","college entrance qualification","(2c_voc) vocational maturity certificate","204","0.406188551473296","0.359983298882848","0.452393804063744"
"Very low transfer dependency","1994","college entrance qualification","(3a) lower tertiary education","151","0.448827224130295","0.392451001719327","0.505203446541263"
"Very low transfer dependency","1994","college entrance qualification","(3b) higher tertiary education","358","0.456474604301673","0.41815297429477","0.494796234308576"
"Very low transfer dependency","1994","Other degree","(0) in school","","","",""
"Very low transfer dependency","1994","Other degree","(1a) inadequately completed","","","",""
"Very low transfer dependency","1994","Other degree","(1b) general elementary school","276","0.560526649410443","0.515317951311244","0.605735347509643"
"Very low transfer dependency","1994","Other degree","(1c) basic vocational qualification","155","0.525580246465976","0.466987090835487","0.584173402096465"
"Very low transfer dependency","1994","Other degree","(2b) intermediate general qualification","","","",""
"Very low transfer dependency","1994","Other degree","(2a) intermediate vocational","","","",""
"Very low transfer dependency","1994","Other degree","(2c_gen) general maturity certificate","22","","",""
"Very low transfer dependency","1994","Other degree","(2c_voc) vocational maturity certificate","36","0.536936970886759","0.410767531246769","0.663106410526748"
"Very low transfer dependency","1994","Other degree","(3a) lower tertiary education","4","","",""
"Very low transfer dependency","1994","Other degree","(3b) higher tertiary education","13","","",""
"Very low transfer dependency","1994","no degree/no degree yet","(0) in school","168","0.891302595014929","0.847503070129867","0.935102119899991"
"Very low transfer dependency","1994","no degree/no degree yet","(1a) inadequately completed","354","0.535937702784783","0.49623161696651","0.575643788603057"
"Very low transfer dependency","1994","no degree/no degree yet","(1b) general elementary school","","","",""
"Very low transfer dependency","1994","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"Very low transfer dependency","1994","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"Very low transfer dependency","1994","no degree/no degree yet","(2a) intermediate vocational","","","",""
"Very low transfer dependency","1994","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"Very low transfer dependency","1994","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"Very low transfer dependency","1994","no degree/no degree yet","(3a) lower tertiary education","","","",""
"Very low transfer dependency","1994","no degree/no degree yet","(3b) higher tertiary education","1","","",""
"Low transfer dependency","1994","lower secondary degree","(0) in school","","","",""
"Low transfer dependency","1994","lower secondary degree","(1a) inadequately completed","","","",""
"Low transfer dependency","1994","lower secondary degree","(1b) general elementary school","78","0.0289558975942265","0.0205973399919774","0.0373144551964756"
"Low transfer dependency","1994","lower secondary degree","(1c) basic vocational qualification","184","0.0346811243624605","0.0287606538996872","0.0406015948252337"
"Low transfer dependency","1994","lower secondary degree","(2b) intermediate general qualification","1","","",""
"Low transfer dependency","1994","lower secondary degree","(2a) intermediate vocational","4","","",""
"Low transfer dependency","1994","lower secondary degree","(2c_gen) general maturity certificate","2","","",""
"Low transfer dependency","1994","lower secondary degree","(2c_voc) vocational maturity certificate","2","","",""
"Low transfer dependency","1994","lower secondary degree","(3a) lower tertiary education","4","","",""
"Low transfer dependency","1994","lower secondary degree","(3b) higher tertiary education","","","",""
"Low transfer dependency","1994","secondary school degree","(0) in school","","","",""
"Low transfer dependency","1994","secondary school degree","(1a) inadequately completed","","","",""
"Low transfer dependency","1994","secondary school degree","(1b) general elementary school","","","",""
"Low transfer dependency","1994","secondary school degree","(1c) basic vocational qualification","","","",""
"Low transfer dependency","1994","secondary school degree","(2b) intermediate general qualification","31","0.0562314070384122","0.0347063659841411","0.0777564480926834"
"Low transfer dependency","1994","secondary school degree","(2a) intermediate vocational","230","0.0614986892598412","0.052010873195071","0.0709865053246114"
"Low transfer dependency","1994","secondary school degree","(2c_gen) general maturity certificate","1","","",""
"Low transfer dependency","1994","secondary school degree","(2c_voc) vocational maturity certificate","","","",""
"Low transfer dependency","1994","secondary school degree","(3a) lower tertiary education","30","0.0624064533159021","0.0393821118132938","0.0854307948185104"
"Low transfer dependency","1994","secondary school degree","(3b) higher tertiary education","2","","",""
"Low transfer dependency","1994","college entrance qualification","(0) in school","","","",""
"Low transfer dependency","1994","college entrance qualification","(1a) inadequately completed","","","",""
"Low transfer dependency","1994","college entrance qualification","(1b) general elementary school","","","",""
"Low transfer dependency","1994","college entrance qualification","(1c) basic vocational qualification","","","",""
"Low transfer dependency","1994","college entrance qualification","(2b) intermediate general qualification","","","",""
"Low transfer dependency","1994","college entrance qualification","(2a) intermediate vocational","","","",""
"Low transfer dependency","1994","college entrance qualification","(2c_gen) general maturity certificate","20","","",""
"Low transfer dependency","1994","college entrance qualification","(2c_voc) vocational maturity certificate","25","","",""
"Low transfer dependency","1994","college entrance qualification","(3a) lower tertiary education","11","","",""
"Low transfer dependency","1994","college entrance qualification","(3b) higher tertiary education","26","","",""
"Low transfer dependency","1994","Other degree","(0) in school","","","",""
"Low transfer dependency","1994","Other degree","(1a) inadequately completed","","","",""
"Low transfer dependency","1994","Other degree","(1b) general elementary school","34","0.0607734370923328","0.0390113933803777","0.082535480804288"
"Low transfer dependency","1994","Other degree","(1c) basic vocational qualification","14","","",""
"Low transfer dependency","1994","Other degree","(2b) intermediate general qualification","","","",""
"Low transfer dependency","1994","Other degree","(2a) intermediate vocational","","","",""
"Low transfer dependency","1994","Other degree","(2c_gen) general maturity certificate","6","","",""
"Low transfer dependency","1994","Other degree","(2c_voc) vocational maturity certificate","6","","",""
"Low transfer dependency","1994","Other degree","(3a) lower tertiary education","","","",""
"Low transfer dependency","1994","Other degree","(3b) higher tertiary education","","","",""
"Low transfer dependency","1994","no degree/no degree yet","(0) in school","9","","",""
"Low transfer dependency","1994","no degree/no degree yet","(1a) inadequately completed","41","0.0691315734767829","0.0489342347119077","0.0893289122416581"
"Low transfer dependency","1994","no degree/no degree yet","(1b) general elementary school","","","",""
"Low transfer dependency","1994","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"Low transfer dependency","1994","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"Low transfer dependency","1994","no degree/no degree yet","(2a) intermediate vocational","","","",""
"Low transfer dependency","1994","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"Low transfer dependency","1994","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"Low transfer dependency","1994","no degree/no degree yet","(3a) lower tertiary education","","","",""
"Low transfer dependency","1994","no degree/no degree yet","(3b) higher tertiary education","","","",""
"High transfer dependency","1994","lower secondary degree","(0) in school","","","",""
"High transfer dependency","1994","lower secondary degree","(1a) inadequately completed","","","",""
"High transfer dependency","1994","lower secondary degree","(1b) general elementary school","31","0.017628774503764","0.0110689499499738","0.0241885990575543"
"High transfer dependency","1994","lower secondary degree","(1c) basic vocational qualification","59","0.0139464229995344","0.0101519111947559","0.0177409348043128"
"High transfer dependency","1994","lower secondary degree","(2b) intermediate general qualification","","","",""
"High transfer dependency","1994","lower secondary degree","(2a) intermediate vocational","","","",""
"High transfer dependency","1994","lower secondary degree","(2c_gen) general maturity certificate","","","",""
"High transfer dependency","1994","lower secondary degree","(2c_voc) vocational maturity certificate","","","",""
"High transfer dependency","1994","lower secondary degree","(3a) lower tertiary education","2","","",""
"High transfer dependency","1994","lower secondary degree","(3b) higher tertiary education","","","",""
"High transfer dependency","1994","secondary school degree","(0) in school","","","",""
"High transfer dependency","1994","secondary school degree","(1a) inadequately completed","","","",""
"High transfer dependency","1994","secondary school degree","(1b) general elementary school","","","",""
"High transfer dependency","1994","secondary school degree","(1c) basic vocational qualification","","","",""
"High transfer dependency","1994","secondary school degree","(2b) intermediate general qualification","10","","",""
"High transfer dependency","1994","secondary school degree","(2a) intermediate vocational","49","0.0177757869427577","0.0125574079027415","0.0229941659827739"
"High transfer dependency","1994","secondary school degree","(2c_gen) general maturity certificate","","","",""
"High transfer dependency","1994","secondary school degree","(2c_voc) vocational maturity certificate","","","",""
"High transfer dependency","1994","secondary school degree","(3a) lower tertiary education","7","","",""
"High transfer dependency","1994","secondary school degree","(3b) higher tertiary education","2","","",""
"High transfer dependency","1994","college entrance qualification","(0) in school","","","",""
"High transfer dependency","1994","college entrance qualification","(1a) inadequately completed","","","",""
"High transfer dependency","1994","college entrance qualification","(1b) general elementary school","","","",""
"High transfer dependency","1994","college entrance qualification","(1c) basic vocational qualification","","","",""
"High transfer dependency","1994","college entrance qualification","(2b) intermediate general qualification","","","",""
"High transfer dependency","1994","college entrance qualification","(2a) intermediate vocational","","","",""
"High transfer dependency","1994","college entrance qualification","(2c_gen) general maturity certificate","4","","",""
"High transfer dependency","1994","college entrance qualification","(2c_voc) vocational maturity certificate","5","","",""
"High transfer dependency","1994","college entrance qualification","(3a) lower tertiary education","6","","",""
"High transfer dependency","1994","college entrance qualification","(3b) higher tertiary education","9","","",""
"High transfer dependency","1994","Other degree","(0) in school","","","",""
"High transfer dependency","1994","Other degree","(1a) inadequately completed","","","",""
"High transfer dependency","1994","Other degree","(1b) general elementary school","13","","",""
"High transfer dependency","1994","Other degree","(1c) basic vocational qualification","4","","",""
"High transfer dependency","1994","Other degree","(2b) intermediate general qualification","","","",""
"High transfer dependency","1994","Other degree","(2a) intermediate vocational","","","",""
"High transfer dependency","1994","Other degree","(2c_gen) general maturity certificate","2","","",""
"High transfer dependency","1994","Other degree","(2c_voc) vocational maturity certificate","2","","",""
"High transfer dependency","1994","Other degree","(3a) lower tertiary education","","","",""
"High transfer dependency","1994","Other degree","(3b) higher tertiary education","","","",""
"High transfer dependency","1994","no degree/no degree yet","(0) in school","5","","",""
"High transfer dependency","1994","no degree/no degree yet","(1a) inadequately completed","14","","",""
"High transfer dependency","1994","no degree/no degree yet","(1b) general elementary school","","","",""
"High transfer dependency","1994","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"High transfer dependency","1994","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"High transfer dependency","1994","no degree/no degree yet","(2a) intermediate vocational","","","",""
"High transfer dependency","1994","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"High transfer dependency","1994","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"High transfer dependency","1994","no degree/no degree yet","(3a) lower tertiary education","","","",""
"High transfer dependency","1994","no degree/no degree yet","(3b) higher tertiary education","","","",""
"Very high transfer dependency","1994","lower secondary degree","(0) in school","","","",""
"Very high transfer dependency","1994","lower secondary degree","(1a) inadequately completed","","","",""
"Very high transfer dependency","1994","lower secondary degree","(1b) general elementary school","24","","",""
"Very high transfer dependency","1994","lower secondary degree","(1c) basic vocational qualification","27","","",""
"Very high transfer dependency","1994","lower secondary degree","(2b) intermediate general qualification","1","","",""
"Very high transfer dependency","1994","lower secondary degree","(2a) intermediate vocational","","","",""
"Very high transfer dependency","1994","lower secondary degree","(2c_gen) general maturity certificate","","","",""
"Very high transfer dependency","1994","lower secondary degree","(2c_voc) vocational maturity certificate","","","",""
"Very high transfer dependency","1994","lower secondary degree","(3a) lower tertiary education","1","","",""
"Very high transfer dependency","1994","lower secondary degree","(3b) higher tertiary education","","","",""
"Very high transfer dependency","1994","secondary school degree","(0) in school","","","",""
"Very high transfer dependency","1994","secondary school degree","(1a) inadequately completed","","","",""
"Very high transfer dependency","1994","secondary school degree","(1b) general elementary school","","","",""
"Very high transfer dependency","1994","secondary school degree","(1c) basic vocational qualification","","","",""
"Very high transfer dependency","1994","secondary school degree","(2b) intermediate general qualification","6","","",""
"Very high transfer dependency","1994","secondary school degree","(2a) intermediate vocational","25","","",""
"Very high transfer dependency","1994","secondary school degree","(2c_gen) general maturity certificate","","","",""
"Very high transfer dependency","1994","secondary school degree","(2c_voc) vocational maturity certificate","","","",""
"Very high transfer dependency","1994","secondary school degree","(3a) lower tertiary education","1","","",""
"Very high transfer dependency","1994","secondary school degree","(3b) higher tertiary education","1","","",""
"Very high transfer dependency","1994","college entrance qualification","(0) in school","","","",""
"Very high transfer dependency","1994","college entrance qualification","(1a) inadequately completed","","","",""
"Very high transfer dependency","1994","college entrance qualification","(1b) general elementary school","","","",""
"Very high transfer dependency","1994","college entrance qualification","(1c) basic vocational qualification","","","",""
"Very high transfer dependency","1994","college entrance qualification","(2b) intermediate general qualification","","","",""
"Very high transfer dependency","1994","college entrance qualification","(2a) intermediate vocational","","","",""
"Very high transfer dependency","1994","college entrance qualification","(2c_gen) general maturity certificate","2","","",""
"Very high transfer dependency","1994","college entrance qualification","(2c_voc) vocational maturity certificate","4","","",""
"Very high transfer dependency","1994","college entrance qualification","(3a) lower tertiary education","2","","",""
"Very high transfer dependency","1994","college entrance qualification","(3b) higher tertiary education","2","","",""
"Very high transfer dependency","1994","Other degree","(0) in school","","","",""
"Very high transfer dependency","1994","Other degree","(1a) inadequately completed","","","",""
"Very high transfer dependency","1994","Other degree","(1b) general elementary school","4","","",""
"Very high transfer dependency","1994","Other degree","(1c) basic vocational qualification","6","","",""
"Very high transfer dependency","1994","Other degree","(2b) intermediate general qualification","","","",""
"Very high transfer dependency","1994","Other degree","(2a) intermediate vocational","","","",""
"Very high transfer dependency","1994","Other degree","(2c_gen) general maturity certificate","","","",""
"Very high transfer dependency","1994","Other degree","(2c_voc) vocational maturity certificate","1","","",""
"Very high transfer dependency","1994","Other degree","(3a) lower tertiary education","","","",""
"Very high transfer dependency","1994","Other degree","(3b) higher tertiary education","1","","",""
"Very high transfer dependency","1994","no degree/no degree yet","(0) in school","3","","",""
"Very high transfer dependency","1994","no degree/no degree yet","(1a) inadequately completed","8","","",""
"Very high transfer dependency","1994","no degree/no degree yet","(1b) general elementary school","","","",""
"Very high transfer dependency","1994","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"Very high transfer dependency","1994","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"Very high transfer dependency","1994","no degree/no degree yet","(2a) intermediate vocational","","","",""
"Very high transfer dependency","1994","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"Very high transfer dependency","1994","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"Very high transfer dependency","1994","no degree/no degree yet","(3a) lower tertiary education","","","",""
"Very high transfer dependency","1994","no degree/no degree yet","(3b) higher tertiary education","","","",""
"Complete transfer dependency","1994","lower secondary degree","(0) in school","","","",""
"Complete transfer dependency","1994","lower secondary degree","(1a) inadequately completed","","","",""
"Complete transfer dependency","1994","lower secondary degree","(1b) general elementary school","10","","",""
"Complete transfer dependency","1994","lower secondary degree","(1c) basic vocational qualification","16","","",""
"Complete transfer dependency","1994","lower secondary degree","(2b) intermediate general qualification","","","",""
"Complete transfer dependency","1994","lower secondary degree","(2a) intermediate vocational","","","",""
"Complete transfer dependency","1994","lower secondary degree","(2c_gen) general maturity certificate","","","",""
"Complete transfer dependency","1994","lower secondary degree","(2c_voc) vocational maturity certificate","","","",""
"Complete transfer dependency","1994","lower secondary degree","(3a) lower tertiary education","","","",""
"Complete transfer dependency","1994","lower secondary degree","(3b) higher tertiary education","","","",""
"Complete transfer dependency","1994","secondary school degree","(0) in school","","","",""
"Complete transfer dependency","1994","secondary school degree","(1a) inadequately completed","","","",""
"Complete transfer dependency","1994","secondary school degree","(1b) general elementary school","","","",""
"Complete transfer dependency","1994","secondary school degree","(1c) basic vocational qualification","","","",""
"Complete transfer dependency","1994","secondary school degree","(2b) intermediate general qualification","3","","",""
"Complete transfer dependency","1994","secondary school degree","(2a) intermediate vocational","8","","",""
"Complete transfer dependency","1994","secondary school degree","(2c_gen) general maturity certificate","","","",""
"Complete transfer dependency","1994","secondary school degree","(2c_voc) vocational maturity certificate","","","",""
"Complete transfer dependency","1994","secondary school degree","(3a) lower tertiary education","1","","",""
"Complete transfer dependency","1994","secondary school degree","(3b) higher tertiary education","","","",""
"Complete transfer dependency","1994","college entrance qualification","(0) in school","","","",""
"Complete transfer dependency","1994","college entrance qualification","(1a) inadequately completed","","","",""
"Complete transfer dependency","1994","college entrance qualification","(1b) general elementary school","","","",""
"Complete transfer dependency","1994","college entrance qualification","(1c) basic vocational qualification","","","",""
"Complete transfer dependency","1994","college entrance qualification","(2b) intermediate general qualification","","","",""
"Complete transfer dependency","1994","college entrance qualification","(2a) intermediate vocational","","","",""
"Complete transfer dependency","1994","college entrance qualification","(2c_gen) general maturity certificate","2","","",""
"Complete transfer dependency","1994","college entrance qualification","(2c_voc) vocational maturity certificate","5","","",""
"Complete transfer dependency","1994","college entrance qualification","(3a) lower tertiary education","1","","",""
"Complete transfer dependency","1994","college entrance qualification","(3b) higher tertiary education","","","",""
"Complete transfer dependency","1994","Other degree","(0) in school","","","",""
"Complete transfer dependency","1994","Other degree","(1a) inadequately completed","","","",""
"Complete transfer dependency","1994","Other degree","(1b) general elementary school","6","","",""
"Complete transfer dependency","1994","Other degree","(1c) basic vocational qualification","3","","",""
"Complete transfer dependency","1994","Other degree","(2b) intermediate general qualification","","","",""
"Complete transfer dependency","1994","Other degree","(2a) intermediate vocational","","","",""
"Complete transfer dependency","1994","Other degree","(2c_gen) general maturity certificate","1","","",""
"Complete transfer dependency","1994","Other degree","(2c_voc) vocational maturity certificate","1","","",""
"Complete transfer dependency","1994","Other degree","(3a) lower tertiary education","","","",""
"Complete transfer dependency","1994","Other degree","(3b) higher tertiary education","","","",""
