"transab_cat","year","age_gr","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Low transfer dependency","1993","66 and older","East Germany","7","","","","2"
"No transfer dependency","1993","16-34 y.","West Germany","1252","0.423917449462562","0.407340701295259","0.440494197629866","0"
"No transfer dependency","1993","16-34 y.","East Germany","169","0.163848506778942","0.143673552586125","0.184023460971759","0"
"No transfer dependency","1993","35-65 y.","West Germany","1941","0.516239488358445","0.501438134662859","0.531040842054031","0"
"No transfer dependency","1993","35-65 y.","East Germany","588","0.35839467140682","0.337697141747439","0.379092201066202","0"
"No transfer dependency","1993","66 and older","West Germany","977","0.902599904649344","0.885093997267174","0.920105812031513","0"
"No transfer dependency","1993","66 and older","East Germany","251","0.629695737637392","0.581647555569106","0.677743919705677","0"
"Very high transfer dependency","1993","16-34 y.","West Germany","32","0.00631442391967167","0.0036573251823179","0.00897152265702544","4"
"Very high transfer dependency","1993","35-65 y.","East Germany","17","","","","4"
"Very high transfer dependency","1993","35-65 y.","West Germany","38","0.00970548112445733","0.00680178382461852","0.0126091784242961","4"
"Very high transfer dependency","1993","16-34 y.","East Germany","29","","","","4"
"Very high transfer dependency","1993","66 and older","East Germany","","","","","4"
"Very high transfer dependency","1993","66 and older","West Germany","4","","","","4"
"Very low transfer dependency","1993","35-65 y.","West Germany","2199","0.435343021497531","0.420658196951647","0.450027846043414","1"
"Very low transfer dependency","1993","35-65 y.","East Germany","1157","0.493651808101454","0.472072438259221","0.515231177943688","1"
"Very low transfer dependency","1993","16-34 y.","East Germany","789","0.572195727540953","0.545228040926795","0.59916341415511","1"
"Very low transfer dependency","1993","16-34 y.","West Germany","1908","0.50898964847238","0.492220302237074","0.525758994707687","1"
"Very low transfer dependency","1993","66 and older","West Germany","105","0.0833768224734148","0.067054747026524","0.0996988979203056","1"
"Very low transfer dependency","1993","66 and older","East Germany","129","0.359332173299868","0.31159059880245","0.407073747797285","1"
"Complete transfer dependency","1994","16-34 y.","West Germany","29","","","","5"
"Complete transfer dependency","1994","16-34 y.","East Germany","12","","","","5"
"Complete transfer dependency","1994","35-65 y.","West Germany","29","","","","5"
"Complete transfer dependency","1994","35-65 y.","East Germany","6","","","","5"
"Complete transfer dependency","1994","66 and older","West Germany","","","","","5"
"Complete transfer dependency","1994","66 and older","East Germany","","","","","5"
"High transfer dependency","1994","16-34 y.","West Germany","45","0.0139030049658126","0.00996265926387409","0.0178433506677511","3"
"High transfer dependency","1994","16-34 y.","East Germany","51","0.0553020350078619","0.0425697950487471","0.0680342749669767","3"
"High transfer dependency","1994","35-65 y.","West Germany","55","0.0115739853476656","0.00836061465002012","0.0147873560453112","3"
"High transfer dependency","1994","35-65 y.","East Germany","73","0.0417099876183399","0.0330279615023054","0.0503920137343744","3"
"High transfer dependency","1994","66 and older","West Germany","5","","","","3"
"High transfer dependency","1994","66 and older","East Germany","","","","","3"
"Low transfer dependency","1994","16-34 y.","East Germany","200","0.145571406277781","0.125925878787566","0.165216933767996","2"
"Low transfer dependency","1994","16-34 y.","West Germany","190","0.0486768542240721","0.0414350721283008","0.0559186363198433","2"
"Low transfer dependency","1994","35-65 y.","West Germany","140","0.0244061192032981","0.0197702499467259","0.0290419884598703","2"
"Low transfer dependency","1994","66 and older","West Germany","14","","","","2"
"Low transfer dependency","1994","66 and older","East Germany","7","","","","2"
"Low transfer dependency","1994","35-65 y.","East Germany","226","0.10186409648396","0.0887289725697524","0.114999220398168","2"
"No transfer dependency","1994","16-34 y.","West Germany","1214","0.407885576698122","0.39134722727312","0.424423926123123","0"
"No transfer dependency","1994","16-34 y.","East Germany","201","0.198923539294254","0.176686967003801","0.221160111584707","0"
"No transfer dependency","1994","35-65 y.","West Germany","1888","0.510021813949558","0.495003193915595","0.525040433983522","0"
"No transfer dependency","1994","35-65 y.","East Germany","618","0.384151037445685","0.36302876263031","0.405273312261061","0"
"No transfer dependency","1994","66 and older","West Germany","989","0.904452511571072","0.88712751928571","0.921777503856433","0"
"No transfer dependency","1994","66 and older","East Germany","302","0.755647096495535","0.713589527542758","0.797704665448312","0"
"Very high transfer dependency","1994","35-65 y.","East Germany","33","0.0191672417928524","0.0132129533632886","0.0251215302224162","4"
"Very high transfer dependency","1994","16-34 y.","West Germany","43","0.0139701867245187","0.0100204668269408","0.0179199066220967","4"
"Very high transfer dependency","1994","35-65 y.","West Germany","19","","","","4"
"Very high transfer dependency","1994","16-34 y.","East Germany","27","","","","4"
"Very high transfer dependency","1994","66 and older","East Germany","","","","","4"
"Very high transfer dependency","1994","66 and older","West Germany","5","","","","4"
"Very low transfer dependency","1994","16-34 y.","East Germany","747","0.553075883698143","0.525381160764975","0.580770606631311","1"
"Very low transfer dependency","1994","35-65 y.","West Germany","2125","0.438385702031171","0.423478554488889","0.453292849573453","1"
"Very low transfer dependency","1994","35-65 y.","East Germany","1081","0.448774578893387","0.427175694520927","0.470373463265847","1"
"Very low transfer dependency","1994","16-34 y.","West Germany","1871","0.505452214429868","0.488626854952246","0.52227757390749","1"
"Very low transfer dependency","1994","66 and older","West Germany","93","0.0801312868638871","0.0641307516451296","0.0961318220826445","1"
"Very low transfer dependency","1994","66 and older","East Germany","92","0.23463942400955","0.193162223079348","0.276116624939752","1"
"Complete transfer dependency","1995","16-34 y.","West Germany","52","0.0188944008852346","0.014423813176446","0.0233649885940232","5"
"Complete transfer dependency","1995","16-34 y.","East Germany","7","","","","5"
"Complete transfer dependency","1995","35-65 y.","West Germany","50","0.0130770727302499","0.00977175864804491","0.0163823868124549","5"
"Complete transfer dependency","1995","35-65 y.","East Germany","10","","","","5"
"Complete transfer dependency","1995","66 and older","West Germany","3","","","","5"
"Complete transfer dependency","1995","66 and older","East Germany","","","","","5"
"High transfer dependency","1995","16-34 y.","West Germany","73","0.0215748460159255","0.0168041929262371","0.0263454991056139","3"
"High transfer dependency","1995","16-34 y.","East Germany","40","0.0422891118677682","0.0308114180055954","0.053766805729941","3"
"High transfer dependency","1995","35-65 y.","West Germany","78","0.0145910872711462","0.0111023528049808","0.0180798217373116","3"
"High transfer dependency","1995","35-65 y.","East Germany","50","0.0232797003371241","0.0166711394906202","0.0298882611836279","3"
"High transfer dependency","1995","66 and older","West Germany","6","","","","3"
"High transfer dependency","1995","66 and older","East Germany","1","","","","3"
"Low transfer dependency","1995","16-34 y.","East Germany","169","0.139852079796714","0.120071264913683","0.159632894679745","2"
"Low transfer dependency","1995","16-34 y.","West Germany","191","0.0462934487491513","0.03939411219328","0.0531927853050226","2"
"Low transfer dependency","1995","35-65 y.","West Germany","196","0.0351088644593994","0.0297538161252456","0.0404639127935533","2"
"Low transfer dependency","1995","66 and older","West Germany","11","","","","2"
"Low transfer dependency","1995","66 and older","East Germany","7","","","","2"
"Low transfer dependency","1995","35-65 y.","East Germany","193","0.0897958554224588","0.0772664447684858","0.102325266076432","2"
"No transfer dependency","1995","16-34 y.","West Germany","1288","0.41839949942252","0.402201993634841","0.434597005210199","0"
"No transfer dependency","1995","16-34 y.","East Germany","205","0.211171829150477","0.187894543344936","0.234449114956017","0"
"No transfer dependency","1995","35-65 y.","West Germany","1891","0.490648845855266","0.476103974536008","0.505193717174524","0"
"No transfer dependency","1995","35-65 y.","East Germany","669","0.40873281497333","0.387187902473677","0.430277727472983","0"
"No transfer dependency","1995","66 and older","West Germany","1011","0.920592831311444","0.904835580836905","0.936350081785982","0"
"No transfer dependency","1995","66 and older","East Germany","341","0.828086937610083","0.791476036795215","0.864697838424951","0"
"Very high transfer dependency","1995","16-34 y.","West Germany","62","0.0176028661540298","0.0132849379526626","0.021920794355397","4"
"Very high transfer dependency","1995","16-34 y.","East Germany","33","0.0299953376321238","0.0202670381782468","0.0397236370860009","4"
"Very high transfer dependency","1995","35-65 y.","West Germany","49","0.0128945165126467","0.00961205109858549","0.0161769819267079","4"
"Very high transfer dependency","1995","35-65 y.","East Germany","32","0.0167117065035822","0.0110936781403406","0.0223297348668238","4"
"Very high transfer dependency","1995","66 and older","East Germany","1","","","","4"
"Very high transfer dependency","1995","66 and older","West Germany","2","","","","4"
"Very low transfer dependency","1995","16-34 y.","West Germany","1897","0.477234938773138","0.460834344971005","0.493635532575272","1"
"Very low transfer dependency","1995","16-34 y.","East Germany","727","0.561419696038098","0.533119364280214","0.589720027795983","1"
"Very low transfer dependency","1995","35-65 y.","West Germany","2274","0.433679613171291","0.419260735853424","0.448098490489159","1"
"Very low transfer dependency","1995","35-65 y.","East Germany","1046","0.450073312941377","0.428269767354257","0.471876858528498","1"
"Very low transfer dependency","1995","66 and older","West Germany","98","0.067143511073543","0.0525578462001855","0.0817291759469006","1"
"Very low transfer dependency","1995","66 and older","East Germany","58","0.152655886755024","0.117757552663324","0.187554220846723","1"
"Complete transfer dependency","1996","16-34 y.","East Germany","7","","","","5"
"Complete transfer dependency","1996","16-34 y.","West Germany","43","0.0135435843346904","0.0096877491981996","0.0173994194711812","5"
"Complete transfer dependency","1996","35-65 y.","West Germany","44","0.0129807394171866","0.00965393663566099","0.0163075421987122","5"
"Complete transfer dependency","1996","35-65 y.","East Germany","8","","","","5"
"Complete transfer dependency","1996","66 and older","West Germany","4","","","","5"
"Complete transfer dependency","1996","66 and older","East Germany","","","","","5"
"High transfer dependency","1996","16-34 y.","West Germany","73","0.0185286022908752","0.0140300491913129","0.0230271553904375","3"
"High transfer dependency","1996","16-34 y.","East Germany","45","0.0484228029597889","0.0360699841265796","0.0607756217929982","3"
"High transfer dependency","1996","35-65 y.","West Germany","85","0.019653527985571","0.0155738622384447","0.0237331937326972","3"
"High transfer dependency","1996","35-65 y.","East Germany","98","0.0473283237235214","0.038068460016791","0.0565881874302518","3"
"High transfer dependency","1996","66 and older","West Germany","4","","","","3"
"High transfer dependency","1996","66 and older","East Germany","1","","","","3"
"Low transfer dependency","1996","16-34 y.","West Germany","170","0.0410064182390717","0.0343911651197419","0.0476216713584014","2"
"Low transfer dependency","1996","16-34 y.","East Germany","179","0.159143347040908","0.13809226990356","0.180194424178255","2"
"Low transfer dependency","1996","35-65 y.","West Germany","202","0.037840987929141","0.032232843555411","0.0434491323028709","2"
"Low transfer dependency","1996","35-65 y.","East Germany","252","0.134695035839365","0.11980715791746","0.149582913761271","2"
"Low transfer dependency","1996","66 and older","West Germany","18","","","","2"
"Low transfer dependency","1996","66 and older","East Germany","15","","","","2"
"No transfer dependency","1996","16-34 y.","West Germany","1239","0.399727299734305","0.383386665885554","0.416067933583057","0"
"No transfer dependency","1996","16-34 y.","East Germany","232","0.228692924858487","0.20452390055437","0.252861949162604","0"
"No transfer dependency","1996","35-65 y.","West Germany","1756","0.461872774940244","0.447220056977684","0.476525492902803","0"
"No transfer dependency","1996","35-65 y.","East Germany","563","0.347653470247533","0.326885939174985","0.36842100132008","0"
"No transfer dependency","1996","66 and older","East Germany","351","0.863684463205967","0.830751538884369","0.896617387527566","0"
"No transfer dependency","1996","66 and older","West Germany","998","0.900994567957447","0.883687413212406","0.918301722702488","0"
"Very high transfer dependency","1996","35-65 y.","East Germany","50","0.0287296357568545","0.0214450051361083","0.0360142663776007","4"
"Very high transfer dependency","1996","35-65 y.","West Germany","56","0.0118198619239444","0.00864343558742284","0.014996288260466","4"
"Very high transfer dependency","1996","16-34 y.","West Germany","51","0.0132863242919213","0.00946678751992945","0.0171058610639132","4"
"Very high transfer dependency","1996","16-34 y.","East Germany","25","","","","4"
"Very high transfer dependency","1996","66 and older","East Germany","2","","","","4"
"Very high transfer dependency","1996","66 and older","West Germany","1","","","","4"
"Very low transfer dependency","1996","16-34 y.","West Germany","1876","0.513907771109136","0.497234737368705","0.530580804849567","1"
"Very low transfer dependency","1996","16-34 y.","East Germany","672","0.538397219556029","0.509708926498506","0.567085512613552","1"
"Very low transfer dependency","1996","35-65 y.","West Germany","2304","0.455832107803913","0.441194050624204","0.470470164983623","1"
"Very low transfer dependency","1996","35-65 y.","East Germany","1049","0.431226790104517","0.409629719937243","0.452823860271791","1"
"Very low transfer dependency","1996","66 and older","West Germany","119","0.0803772962007889","0.0646227239004975","0.0961318685010804","1"
"Very low transfer dependency","1996","66 and older","East Germany","48","0.103578111989719","0.0743318554707018","0.132824368508735","1"
"Complete transfer dependency","1997","16-34 y.","West Germany","43","0.0158376187039548","0.0116558545574576","0.020019382850452","5"
"Complete transfer dependency","1997","16-34 y.","East Germany","5","","","","5"
"Complete transfer dependency","1997","35-65 y.","West Germany","40","0.0128869951841766","0.00961734153854675","0.0161566488298064","5"
"Complete transfer dependency","1997","35-65 y.","East Germany","13","","","","5"
"Complete transfer dependency","1997","66 and older","West Germany","3","","","","5"
"Complete transfer dependency","1997","66 and older","East Germany","","","","","5"
"High transfer dependency","1997","16-34 y.","West Germany","76","0.0205575283084211","0.0158046562066283","0.0253104004102138","3"
"High transfer dependency","1997","16-34 y.","East Germany","53","0.0664037621374989","0.0519312558215981","0.0808762684533996","3"
"High transfer dependency","1997","35-65 y.","West Germany","83","0.0186259671665901","0.0147065708685765","0.0225453634646037","3"
"High transfer dependency","1997","35-65 y.","East Germany","97","0.0493363291699333","0.0398163331584081","0.0588563251814584","3"
"High transfer dependency","1997","66 and older","West Germany","8","","","","3"
"High transfer dependency","1997","66 and older","East Germany","3","","","","3"
"Low transfer dependency","1997","16-34 y.","West Germany","226","0.0586740715337095","0.0508022663625117","0.0665458767049072","2"
"Low transfer dependency","1997","16-34 y.","East Germany","195","0.176771834975499","0.154598322018622","0.198945347932376","2"
"Low transfer dependency","1997","35-65 y.","West Germany","273","0.0491927814897903","0.0429231876767044","0.0554623753028762","2"
"Low transfer dependency","1997","35-65 y.","East Germany","267","0.145068044475983","0.129587310255171","0.160548778696795","2"
"Low transfer dependency","1997","66 and older","West Germany","20","","","","2"
"Low transfer dependency","1997","66 and older","East Germany","10","","","","2"
"No transfer dependency","1997","16-34 y.","West Germany","1097","0.352008869902685","0.336011722480835","0.368006017324536","0"
"No transfer dependency","1997","16-34 y.","East Germany","244","0.243960696062449","0.218997512090391","0.268923880034507","0"
"No transfer dependency","1997","35-65 y.","West Germany","1688","0.42873006986613","0.414383266860043","0.443076872872218","0"
"No transfer dependency","1997","35-65 y.","East Germany","545","0.339270109896195","0.318457589442517","0.360082630349872","0"
"No transfer dependency","1997","66 and older","East Germany","376","0.865601289034074","0.833695291313251","0.897507286754897","0"
"No transfer dependency","1997","66 and older","West Germany","1002","0.883532478711982","0.86511999008537","0.901944967338595","0"
"Very high transfer dependency","1997","35-65 y.","East Germany","44","0.0255510687347091","0.0186148308711314","0.0324873065982868","4"
"Very high transfer dependency","1997","16-34 y.","West Germany","63","0.0190745389439301","0.0144928432459833","0.0236562346418768","4"
"Very high transfer dependency","1997","35-65 y.","West Germany","67","0.0161606431605714","0.0125052516685211","0.0198160346526217","4"
"Very high transfer dependency","1997","16-34 y.","East Germany","29","","","","4"
"Very high transfer dependency","1997","66 and older","East Germany","","","","","4"
"Very high transfer dependency","1997","66 and older","West Germany","1","","","","4"
"Very low transfer dependency","1997","16-34 y.","West Germany","1919","0.533847372607299","0.517138242680073","0.550556502534525","1"
"Very low transfer dependency","1997","16-34 y.","East Germany","611","0.473079799349966","0.444059125999481","0.502100472700451","1"
"Very low transfer dependency","1997","35-65 y.","West Germany","2420","0.474403543132741","0.459927740379295","0.488879345886188","1"
"Very low transfer dependency","1997","35-65 y.","East Germany","1022","0.430718869519096","0.408951785952572","0.45248595308562","1"
"Very low transfer dependency","1997","66 and older","West Germany","132","0.0871069880056684","0.0709211475360756","0.103292828475261","1"
"Very low transfer dependency","1997","66 and older","East Germany","50","0.111333889387912","0.0819100845856452","0.140757694190179","1"
"Complete transfer dependency","1998","16-34 y.","West Germany","46","0.0185671112309453","0.0141709223713555","0.0229633000905351","5"
"Complete transfer dependency","1998","16-34 y.","East Germany","18","","","","5"
"Complete transfer dependency","1998","35-65 y.","West Germany","58","0.0148525371567555","0.0115953474071099","0.018109726906401","5"
"Complete transfer dependency","1998","35-65 y.","East Germany","15","","","","5"
"Complete transfer dependency","1998","66 and older","West Germany","3","","","","5"
"Complete transfer dependency","1998","66 and older","East Germany","","","","","5"
"High transfer dependency","1998","16-34 y.","West Germany","91","0.0242454309268113","0.0192363376548514","0.0292545241987711","3"
"High transfer dependency","1998","16-34 y.","East Germany","44","0.0394691196646003","0.0284064741564718","0.0505317651727288","3"
"High transfer dependency","1998","35-65 y.","West Germany","97","0.0188846231983537","0.0152193502872135","0.0225498961094938","3"
"High transfer dependency","1998","35-65 y.","East Germany","86","0.0364817355911562","0.0285659836658636","0.0443974875164488","3"
"High transfer dependency","1998","66 and older","West Germany","4","","","","3"
"High transfer dependency","1998","66 and older","East Germany","1","","","","3"
"Low transfer dependency","1998","16-34 y.","East Germany","193","0.155345853266449","0.134764975087126","0.175926731445772","2"
"Low transfer dependency","1998","16-34 y.","West Germany","241","0.0569690924048297","0.0494206650159379","0.0645175197937215","2"
"Low transfer dependency","1998","35-65 y.","West Germany","300","0.0489829763579409","0.0431712006559119","0.0547947520599699","2"
"Low transfer dependency","1998","35-65 y.","East Germany","271","0.123446541984169","0.109558113018501","0.137334970949838","2"
"Low transfer dependency","1998","66 and older","West Germany","32","0.0147578250658962","0.00844822355708818","0.0210674265747043","2"
"Low transfer dependency","1998","66 and older","East Germany","14","","","","2"
"No transfer dependency","1998","16-34 y.","West Germany","1161","0.351751295325318","0.336200143924014","0.367302446726622","0"
"No transfer dependency","1998","16-34 y.","East Germany","221","0.216233577731068","0.192843616378786","0.239623539083349","0"
"No transfer dependency","1998","35-65 y.","West Germany","2055","0.44143058414016","0.428059645368868","0.454801522911451","0"
"No transfer dependency","1998","35-65 y.","East Germany","604","0.337538216154389","0.31757335270956","0.357503079599219","0"
"No transfer dependency","1998","66 and older","East Germany","413","0.878423028844067","0.849278835334726","0.907567222353409","0"
"No transfer dependency","1998","66 and older","West Germany","1203","0.883815418939797","0.86704768822728","0.900583149652315","0"
"Very high transfer dependency","1998","16-34 y.","West Germany","66","0.0191619974444409","0.014697291103728","0.0236267037851537","4"
"Very high transfer dependency","1998","16-34 y.","East Germany","24","","","","4"
"Very high transfer dependency","1998","35-65 y.","West Germany","69","0.0129964210301596","0.00994667718230076","0.0160461648780185","4"
"Very high transfer dependency","1998","35-65 y.","East Germany","62","0.0354469296564654","0.0276400617807407","0.0432537975321901","4"
"Very high transfer dependency","1998","66 and older","East Germany","","","","","4"
"Very high transfer dependency","1998","66 and older","West Germany","5","","","","4"
"Very low transfer dependency","1998","16-34 y.","West Germany","2017","0.529305072667655","0.513049710309112","0.545560435026198","1"
"Very low transfer dependency","1998","16-34 y.","East Germany","690","0.5390803413654","0.510758989908601","0.567401692822198","1"
"Very low transfer dependency","1998","35-65 y.","West Germany","2719","0.462852858116631","0.449426438268622","0.47627927796464","1"
"Very low transfer dependency","1998","35-65 y.","East Germany","1117","0.45546272880057","0.434436340470639","0.476489117130501","1"
"Very low transfer dependency","1998","66 and older","West Germany","156","0.0928101210830513","0.0776268263209959","0.107993415845107","1"
"Very low transfer dependency","1998","66 and older","East Germany","55","0.101153333322471","0.0742623037002463","0.128044362944697","1"
"Complete transfer dependency","1999","16-34 y.","East Germany","12","","","","5"
"Complete transfer dependency","1999","16-34 y.","West Germany","32","0.0101672894989189","0.00678829013698182","0.013546288860856","5"
"Complete transfer dependency","1999","35-65 y.","West Germany","53","0.0133274412307392","0.0101867111354154","0.0164681713260629","5"
"Complete transfer dependency","1999","35-65 y.","East Germany","12","","","","5"
"Complete transfer dependency","1999","66 and older","West Germany","","","","","5"
"Complete transfer dependency","1999","66 and older","East Germany","","","","","5"
"High transfer dependency","1999","16-34 y.","West Germany","81","0.0235752935115421","0.018464921119582","0.0286856659035022","3"
"High transfer dependency","1999","16-34 y.","East Germany","68","0.0713387264519421","0.0564754965617103","0.0862019563421739","3"
"High transfer dependency","1999","35-65 y.","West Germany","56","0.00876618319302666","0.00621310551123272","0.0113192608748206","3"
"High transfer dependency","1999","35-65 y.","East Germany","101","0.0496825100820067","0.0404023592835068","0.0589626608805066","3"
"High transfer dependency","1999","66 and older","West Germany","8","","","","3"
"High transfer dependency","1999","66 and older","East Germany","2","","","","3"
"Low transfer dependency","1999","16-34 y.","East Germany","176","0.166422433393083","0.144914395419938","0.187930471366228","2"
"Low transfer dependency","1999","16-34 y.","West Germany","232","0.0546043686958226","0.0469514851469293","0.062257252244716","2"
"Low transfer dependency","1999","35-65 y.","West Germany","292","0.0503672123144462","0.044377271781035","0.0563571528478573","2"
"Low transfer dependency","1999","35-65 y.","East Germany","242","0.106590282926452","0.0934106580025341","0.119769907850369","2"
"Low transfer dependency","1999","66 and older","West Germany","26","","","","2"
"Low transfer dependency","1999","66 and older","East Germany","10","","","","2"
"No transfer dependency","1999","16-34 y.","West Germany","1097","0.339238836829293","0.323291812699675","0.355185860958911","0"
"No transfer dependency","1999","16-34 y.","East Germany","235","0.217508469845659","0.19368528827653","0.241331651414789","0"
"No transfer dependency","1999","35-65 y.","West Germany","1942","0.433921239331582","0.420347028588601","0.447495450074563","0"
"No transfer dependency","1999","35-65 y.","East Germany","593","0.336655264746993","0.31647247220315","0.356838057290835","0"
"No transfer dependency","1999","66 and older","East Germany","417","0.879954968990193","0.85120683482243","0.908703103157956","0"
"No transfer dependency","1999","66 and older","West Germany","1162","0.894191191028086","0.877697381748422","0.91068500030775","0"
"Very high transfer dependency","1999","16-34 y.","West Germany","54","0.018107701772809","0.0136164416662041","0.022598961879414","4"
"Very high transfer dependency","1999","16-34 y.","East Germany","24","","","","4"
"Very high transfer dependency","1999","35-65 y.","West Germany","47","0.00841801014857139","0.00591570804719343","0.0109203122499494","4"
"Very high transfer dependency","1999","35-65 y.","East Germany","46","0.0286843675528031","0.0215554804640527","0.0358132546415535","4"
"Very high transfer dependency","1999","66 and older","West Germany","2","","","","4"
"Very high transfer dependency","1999","66 and older","East Germany","","","","","4"
"Very low transfer dependency","1999","16-34 y.","West Germany","1890","0.554306509691615","0.537564879324504","0.571048140058725","1"
"Very low transfer dependency","1999","16-34 y.","East Germany","637","0.502824904506585","0.473952368987602","0.531697440025569","1"
"Very low transfer dependency","1999","35-65 y.","West Germany","2731","0.485199913781635","0.471511586952025","0.498888240611245","1"
"Very low transfer dependency","1999","66 and older","East Germany","62","0.0980040207811525","0.0717054835708269","0.124302557991478","1"
"Very low transfer dependency","1999","66 and older","West Germany","138","0.0847808265905979","0.0698440721901662","0.0997175809910297","1"
"Very low transfer dependency","1999","35-65 y.","East Germany","1112","0.467829983265866","0.44651975337585","0.489140213155882","1"
"Complete transfer dependency","2000","16-34 y.","East Germany","27","","","","5"
"Complete transfer dependency","2000","16-34 y.","West Germany","57","0.0103412132782664","0.00764047687420205","0.0130419496823308","5"
"Complete transfer dependency","2000","35-65 y.","West Germany","117","0.0116572161933433","0.00956170207245891","0.0137527303142277","5"
"Complete transfer dependency","2000","35-65 y.","East Germany","27","","","","5"
"Complete transfer dependency","2000","66 and older","West Germany","6","","","","5"
"Complete transfer dependency","2000","66 and older","East Germany","","","","","5"
"High transfer dependency","2000","16-34 y.","West Germany","129","0.0236702501709351","0.019611863771419","0.0277286365704512","3"
"High transfer dependency","2000","35-65 y.","East Germany","137","0.0419801643797559","0.0350737610865137","0.0488865676729982","3"
"High transfer dependency","2000","16-34 y.","East Germany","65","0.0472417346858413","0.0369550282610639","0.0575284411106188","3"
"High transfer dependency","2000","35-65 y.","West Germany","121","0.0108034669948748","0.00878527613056018","0.0128216578591894","3"
"High transfer dependency","2000","66 and older","West Germany","9","","","","3"
"High transfer dependency","2000","66 and older","East Germany","7","","","","3"
"Low transfer dependency","2000","16-34 y.","West Germany","383","0.0671680456602789","0.0604855794451754","0.0738505118753825","2"
"Low transfer dependency","2000","16-34 y.","East Germany","230","0.137351573179888","0.120661593755673","0.154041552604102","2"
"Low transfer dependency","2000","35-65 y.","West Germany","485","0.0415322163160075","0.0376370977498891","0.045427334882126","2"
"Low transfer dependency","2000","35-65 y.","East Germany","376","0.104255869346363","0.0937317719270618","0.114779966765665","2"
"Low transfer dependency","2000","66 and older","West Germany","60","0.0182926067384744","0.0132804267947042","0.0233047866822446","2"
"Low transfer dependency","2000","66 and older","East Germany","20","","","","2"
"No transfer dependency","2000","16-34 y.","West Germany","1745","0.363380327165464","0.3505400487167","0.376220605614229","0"
"No transfer dependency","2000","16-34 y.","East Germany","315","0.215466187381312","0.195531131315858","0.235401243446766","0"
"No transfer dependency","2000","35-65 y.","West Germany","4132","0.460833003499143","0.451101659929944","0.470564347068342","0"
"No transfer dependency","2000","35-65 y.","East Germany","1059","0.3813381884753","0.36461094335647","0.398065433594129","0"
"No transfer dependency","2000","66 and older","East Germany","766","0.881379730390373","0.860040695125432","0.902718765655314","0"
"No transfer dependency","2000","66 and older","West Germany","2432","0.899260213902209","0.888002737989152","0.910517689815266","0"
"Very high transfer dependency","2000","16-34 y.","West Germany","75","0.0133845590748728","0.0103167403288297","0.0164523778209159","4"
"Very high transfer dependency","2000","16-34 y.","East Germany","50","0.0313436299418898","0.0228950915892403","0.0397921682945393","4"
"Very high transfer dependency","2000","35-65 y.","West Germany","103","0.01243485255707","0.0102714239614038","0.0145982811527362","4"
"Very high transfer dependency","2000","35-65 y.","East Germany","71","0.0261970664780876","0.0206965371154682","0.031697595840707","4"
"Very high transfer dependency","2000","66 and older","East Germany","","","","","4"
"Very high transfer dependency","2000","66 and older","West Germany","3","","","","4"
"Very low transfer dependency","2000","16-34 y.","West Germany","3001","0.522055604650182","0.508720366491359","0.535390842809005","1"
"Very low transfer dependency","2000","16-34 y.","East Germany","947","0.550458298988292","0.526338745200784","0.574577852775801","1"
"Very low transfer dependency","2000","35-65 y.","West Germany","5121","0.462739244439561","0.453005048268475","0.472473440610647","1"
"Very low transfer dependency","2000","66 and older","West Germany","236","0.0762884362519831","0.066359668060723","0.0862172044432433","1"
"Very low transfer dependency","2000","66 and older","East Germany","89","0.0905239017943838","0.0715877783618102","0.109460025226957","1"
"Very low transfer dependency","2000","35-65 y.","East Germany","1569","0.434701693187844","0.417629979236013","0.451773407139674","1"
"Complete transfer dependency","2001","16-34 y.","East Germany","19","","","","5"
"Complete transfer dependency","2001","16-34 y.","West Germany","46","0.0113601837822153","0.00831840861149088","0.0144019589529398","5"
"Complete transfer dependency","2001","35-65 y.","West Germany","76","0.00983000199167098","0.00780442343702619","0.0118555805463158","5"
"Complete transfer dependency","2001","35-65 y.","East Germany","41","0.0162374779288452","0.0117155928906016","0.0207593629670887","5"
"Complete transfer dependency","2001","66 and older","West Germany","5","","","","5"
"Complete transfer dependency","2001","66 and older","East Germany","","","","","5"
"High transfer dependency","2001","16-34 y.","West Germany","91","0.0220556947295788","0.0178403527322549","0.0262710367269027","3"
"High transfer dependency","2001","16-34 y.","East Germany","84","0.0556122414933095","0.0440031678731623","0.0672213151134568","3"
"High transfer dependency","2001","35-65 y.","West Germany","135","0.0138345045432957","0.011436366864714","0.0162326422218774","3"
"High transfer dependency","2001","35-65 y.","East Germany","114","0.0343286296557807","0.0278144759027537","0.0408427834088076","3"
"High transfer dependency","2001","66 and older","East Germany","4","","","","3"
"High transfer dependency","2001","66 and older","West Germany","15","","","","3"
"Low transfer dependency","2001","16-34 y.","West Germany","346","0.0694982828624256","0.0621993224205133","0.076797243304338","2"
"Low transfer dependency","2001","16-34 y.","East Germany","238","0.145466937047204","0.127606841684224","0.163327032410184","2"
"Low transfer dependency","2001","35-65 y.","West Germany","435","0.0399987147875286","0.0359754711638543","0.0440219584112029","2"
"Low transfer dependency","2001","35-65 y.","East Germany","379","0.11354657131459","0.1021956773232","0.12489746530598","2"
"Low transfer dependency","2001","66 and older","West Germany","46","0.016878593894011","0.01191662800965","0.021840559778372","2"
"Low transfer dependency","2001","66 and older","East Germany","21","","","","2"
