"transab_cat","year","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"High transfer dependency","2009","Couple + C. LE 16 ","73","0.0275890206812609","0.0215372966714226","0.0336407446910991"
"High transfer dependency","2009","Couple + C. GT 16 ","36","0.016050176113544","0.0117001415343946","0.0204002106926933"
"High transfer dependency","2009","Couple + C. LE and GT 16","33","0.0368967222173854","0.0266098449186726","0.0471835995160983"
"Very high transfer dependency","2009","1-pers.-HH","65","0.0257757594703703","0.0199842889360745","0.031567230004666"
"Very high transfer dependency","2009","(Married) couple without C. ","22","","",""
"Very high transfer dependency","2009","Single parent ","80","0.0856802948786972","0.0684103073489574","0.102950282408437"
"Very high transfer dependency","2009","Couple + C. LE 16 ","36","0.0157417909769668","0.0111427461994014","0.0203408357545322"
"Very high transfer dependency","2009","Couple + C. GT 16 ","35","0.00890615812097328","0.00565402045393316","0.0121582957880134"
"Very high transfer dependency","2009","Couple + C. LE and GT 16","27","","",""
"Complete transfer dependency","2009","1-pers.-HH","77","0.0332762761303279","0.0267212836448679","0.0398312686157878"
"Complete transfer dependency","2009","(Married) couple without C. ","20","","",""
"Complete transfer dependency","2009","Single parent ","32","0.0345593461765685","0.0232887196729589","0.0458299726801782"
"Complete transfer dependency","2009","Couple + C. LE 16 ","26","","",""
"Complete transfer dependency","2009","Couple + C. GT 16 ","11","","",""
"Complete transfer dependency","2009","Couple + C. LE and GT 16","7","","",""
"No transfer dependency","2010","1-pers.-HH","2064","0.748205767639077","0.73190912086233","0.764502414415825"
"No transfer dependency","2010","(Married) couple without C. ","4770","0.743823768418107","0.733033535905246","0.754614000930969"
"No transfer dependency","2010","Single parent ","164","0.137328239699687","0.123227954010759","0.151428525388616"
"No transfer dependency","2010","Couple + C. LE 16 ","267","0.0130286189321543","0.0104734689742484","0.0155837688900602"
"No transfer dependency","2010","Couple + C. GT 16 ","574","0.205618240598752","0.191009261193453","0.220227220004052"
"No transfer dependency","2010","Couple + C. LE and GT 16","5","","",""
"Very low transfer dependency","2010","1-pers.-HH","349","0.124559291325189","0.112160873414282","0.136957709236095"
"Very low transfer dependency","2010","(Married) couple without C. ","1241","0.201920114148812","0.191997197689589","0.211843030608035"
"Very low transfer dependency","2010","Single parent ","1103","0.492650259460107","0.472169395450734","0.51313112346948"
"Very low transfer dependency","2010","Couple + C. LE 16 ","5376","0.814813258808009","0.806060420397895","0.823566097218124"
"Very low transfer dependency","2010","Couple + C. GT 16 ","2110","0.70025045200973","0.683689687060663","0.716811216958797"
"Very low transfer dependency","2010","Couple + C. LE and GT 16","1323","0.801008880666201","0.782228311772476","0.819789449559926"
"Low transfer dependency","2010","1-pers.-HH","104","0.03944040328185","0.0321324179186185","0.0467483886450815"
"Low transfer dependency","2010","(Married) couple without C. ","175","0.0362903696140904","0.0316676755092389","0.0409130637189418"
"Low transfer dependency","2010","Single parent ","310","0.134171791938015","0.120209019177934","0.148134564698097"
"Low transfer dependency","2010","Couple + C. LE 16 ","1144","0.0991557248369185","0.0924213283658072","0.10589012130803"
"Low transfer dependency","2010","Couple + C. GT 16 ","166","0.0607756566005889","0.0521394320529978","0.0694118811481799"
"Low transfer dependency","2010","Couple + C. LE and GT 16","269","0.12546205015412","0.109880209792136","0.141043890516103"
"High transfer dependency","2010","1-pers.-HH","61","0.024357879499361","0.0185698618430887","0.0301458971556334"
"High transfer dependency","2010","(Married) couple without C. ","57","0.010474311021272","0.00795777801825704","0.0129908440242869"
"High transfer dependency","2010","Single parent ","323","0.126041770302034","0.112445249858871","0.139638290745196"
"High transfer dependency","2010","Couple + C. LE 16 ","377","0.0358097211275939","0.0316227808490929","0.039996661406095"
"High transfer dependency","2010","Couple + C. GT 16 ","38","0.00847044314206756","0.00515775674776079","0.0117831295363743"
"High transfer dependency","2010","Couple + C. LE and GT 16","50","0.0214068643191934","0.0145983737323852","0.0282153549060016"
"Very high transfer dependency","2010","1-pers.-HH","71","0.0281060207839916","0.0219005610041872","0.0343114805637959"
"Very high transfer dependency","2010","(Married) couple without C. ","22","","",""
"Very high transfer dependency","2010","Single parent ","284","0.0827765897345179","0.0714886020968831","0.0940645773721527"
"Very high transfer dependency","2010","Couple + C. LE 16 ","235","0.021728922515229","0.0184437088165702","0.0250141362138877"
"Very high transfer dependency","2010","Couple + C. GT 16 ","36","0.0191708231914751","0.0142141361968964","0.0241275101860538"
"Very high transfer dependency","2010","Couple + C. LE and GT 16","69","0.0253464540385672","0.0179528367054253","0.0327400713717092"
"Complete transfer dependency","2010","1-pers.-HH","76","0.0353306374705315","0.0283990961370345","0.0422621788040286"
"Complete transfer dependency","2010","(Married) couple without C. ","22","","",""
"Complete transfer dependency","2010","Single parent ","105","0.0270313488656389","0.0203876723650845","0.0336750253661932"
"Complete transfer dependency","2010","Couple + C. LE 16 ","167","0.0154637537800952","0.0126834756702661","0.0182440318899243"
"Complete transfer dependency","2010","Couple + C. GT 16 ","16","","",""
"Complete transfer dependency","2010","Couple + C. LE and GT 16","20","","",""
"No transfer dependency","2011","1-pers.-HH","2702","0.760845996240724","0.746833668076511","0.774858324404937"
"No transfer dependency","2011","(Married) couple without C. ","6574","0.812642274747124","0.804134792614387","0.82114975687986"
"No transfer dependency","2011","Single parent ","204","0.143436438889542","0.130714190338412","0.156158687440672"
"No transfer dependency","2011","Couple + C. LE 16 ","57","0.01344480765235","0.0108933497087257","0.0159962655959743"
"No transfer dependency","2011","Couple + C. GT 16 ","715","0.222346681438217","0.208284541033258","0.236408821843176"
"No transfer dependency","2011","Couple + C. LE and GT 16","9","","",""
"Very low transfer dependency","2011","1-pers.-HH","360","0.0956925111930762","0.086029329810627","0.105355692575526"
"Very low transfer dependency","2011","(Married) couple without C. ","1099","0.133382008584797","0.125969281436316","0.140794735733277"
"Very low transfer dependency","2011","Single parent ","1444","0.487179475051175","0.469037627122728","0.505321322979622"
"Very low transfer dependency","2011","Couple + C. LE 16 ","5703","0.806686996884296","0.797938499099298","0.815435494669295"
"Very low transfer dependency","2011","Couple + C. GT 16 ","2373","0.694158925621103","0.678577024268457","0.709740826973749"
"Very low transfer dependency","2011","Couple + C. LE and GT 16","1707","0.820383037533899","0.804626431460937","0.836139643606861"
"Low transfer dependency","2011","1-pers.-HH","154","0.041014878072235","0.0345000983016419","0.0475296578428281"
"Low transfer dependency","2011","(Married) couple without C. ","238","0.0319632618624268","0.0281280708066908","0.0357984529181627"
"Low transfer dependency","2011","Single parent ","403","0.131102847823453","0.118852608284823","0.143353087362083"
"Low transfer dependency","2011","Couple + C. LE 16 ","1305","0.109564622353233","0.102644929775181","0.116484314931284"
"Low transfer dependency","2011","Couple + C. GT 16 ","177","0.0554475677874943","0.0477083445382942","0.0631867910366945"
"Low transfer dependency","2011","Couple + C. LE and GT 16","323","0.0780012574368542","0.0669935561974403","0.0890089586762681"
"High transfer dependency","2011","1-pers.-HH","134","0.0420835212753385","0.0354880937863461","0.0486789487643309"
"High transfer dependency","2011","(Married) couple without C. ","86","0.0114173876149442","0.0091010311488355","0.0137337440810529"
"High transfer dependency","2011","Single parent ","378","0.121012687820864","0.109175157949793","0.132850217691934"
"High transfer dependency","2011","Couple + C. LE 16 ","374","0.0335722586664381","0.0295817762787876","0.0375627410540886"
"High transfer dependency","2011","Couple + C. GT 16 ","57","0.0198564387316347","0.0151386486307635","0.024574228832506"
"High transfer dependency","2011","Couple + C. LE and GT 16","142","0.0543841801319308","0.0450757954033444","0.0636925648605171"
"Very high transfer dependency","2011","1-pers.-HH","81","0.0225794518288976","0.0176994439681903","0.027459459689605"
"Very high transfer dependency","2011","(Married) couple without C. ","43","0.00602628535243298","0.00433884731854565","0.0077137233863203"
"Very high transfer dependency","2011","Single parent ","336","0.078251277447749","0.0685034839240886","0.0879990709714095"
"Very high transfer dependency","2011","Couple + C. LE 16 ","253","0.0223676939283644","0.0190916568985945","0.0256437309581342"
"Very high transfer dependency","2011","Couple + C. GT 16 ","28","","",""
"Very high transfer dependency","2011","Couple + C. LE and GT 16","70","0.0239338370358701","0.0176600978360439","0.0302075762356962"
"Complete transfer dependency","2011","1-pers.-HH","129","0.0377836413897286","0.0315202238322123","0.044047058947245"
"Complete transfer dependency","2011","(Married) couple without C. ","41","0.00456878183827572","0.00309842963596432","0.00603913404058712"
"Complete transfer dependency","2011","Single parent ","151","0.0390172729672171","0.0319891301517731","0.0460454157826612"
"Complete transfer dependency","2011","Couple + C. LE 16 ","135","0.0143636205153188","0.011727648788168","0.0169995922424696"
"Complete transfer dependency","2011","Couple + C. GT 16 ","9","","",""
"Complete transfer dependency","2011","Couple + C. LE and GT 16","29","","",""
"No transfer dependency","2012","1-pers.-HH","2816","0.764149028699658","0.750503157568354","0.777794899830962"
"No transfer dependency","2012","(Married) couple without C. ","6696","0.814152746483902","0.80570980542749","0.822595687540315"
"No transfer dependency","2012","Single parent ","191","0.144371078106773","0.1315058623956","0.157236293817947"
"No transfer dependency","2012","Couple + C. LE 16 ","43","0.0101570079967036","0.00784160126040223","0.0124724147330049"
"No transfer dependency","2012","Couple + C. GT 16 ","711","0.239632129038809","0.224793723749043","0.254470534328575"
"No transfer dependency","2012","Couple + C. LE and GT 16","","","",""
"Very low transfer dependency","2012","1-pers.-HH","387","0.101417441512516","0.0917139346849112","0.111120948340121"
"Very low transfer dependency","2012","(Married) couple without C. ","1011","0.134299303495757","0.126898421133794","0.141700185857721"
"Very low transfer dependency","2012","Single parent ","1471","0.501161056983559","0.482858866207781","0.519463247759336"
"Very low transfer dependency","2012","Couple + C. LE 16 ","5649","0.827252119195033","0.818522675918299","0.835981562471767"
"Very low transfer dependency","2012","Couple + C. GT 16 ","2229","0.680230349514456","0.664017869618546","0.696442829410367"
"Very low transfer dependency","2012","Couple + C. LE and GT 16","1760","0.836667945319252","0.821372964289041","0.851962926349463"
"Low transfer dependency","2012","1-pers.-HH","176","0.0425761649407208","0.0360864027089258","0.0490659271725157"
"Low transfer dependency","2012","(Married) couple without C. ","246","0.0250405032939869","0.021649114731054","0.0284318918569199"
"Low transfer dependency","2012","Single parent ","397","0.139611874476571","0.12692535099708","0.152298397956062"
"Low transfer dependency","2012","Couple + C. LE 16 ","917","0.0944619619739695","0.0877082417042375","0.101215682243702"
"Low transfer dependency","2012","Couple + C. GT 16 ","148","0.0529600260838664","0.0451749819749287","0.0607450701928041"
"Low transfer dependency","2012","Couple + C. LE and GT 16","289","0.0909978957868553","0.0790982294530056","0.102897562120705"
"High transfer dependency","2012","1-pers.-HH","100","0.0276999597064443","0.0224248302893768","0.0329750891235117"
"High transfer dependency","2012","(Married) couple without C. ","106","0.016731525051244","0.0139475421787922","0.0195155079236958"
"High transfer dependency","2012","Single parent ","374","0.100654415192366","0.0896412041141441","0.111667626270588"
"High transfer dependency","2012","Couple + C. LE 16 ","305","0.0351202819904552","0.0308694217658729","0.0393711422150374"
"High transfer dependency","2012","Couple + C. GT 16 ","75","0.0238755977992493","0.0185688000149094","0.0291823955835891"
"High transfer dependency","2012","Couple + C. LE and GT 16","119","0.0433147326196461","0.0348922712704732","0.0517371939688189"
"Very high transfer dependency","2012","1-pers.-HH","100","0.0240106323602645","0.0190900360049055","0.0289312287156235"
"Very high transfer dependency","2012","(Married) couple without C. ","42","0.00427506599827814","0.00285893365912025","0.00569119833743603"
"Very high transfer dependency","2012","Single parent ","309","0.0846303876567874","0.0744422300397434","0.0948185452738314"
"Very high transfer dependency","2012","Couple + C. LE 16 ","190","0.02351570106389","0.020016468263637","0.0270149338641431"
"Very high transfer dependency","2012","Couple + C. GT 16 ","12","","",""
"Very high transfer dependency","2012","Couple + C. LE and GT 16","59","0.0198821865415884","0.0141064433071244","0.0256579297760523"
"Complete transfer dependency","2012","1-pers.-HH","139","0.040146772780396","0.0338368923006206","0.0464566532601714"
"Complete transfer dependency","2012","(Married) couple without C. ","53","0.0055008556768314","0.00389546746484238","0.00710624388882042"
"Complete transfer dependency","2012","Single parent ","125","0.0295711875839432","0.0233703483912515","0.0357720267766349"
"Complete transfer dependency","2012","Couple + C. LE 16 ","100","0.00949292777994872","0.00725374205003171","0.0117321135098657"
"Complete transfer dependency","2012","Couple + C. GT 16 ","4","","",""
"Complete transfer dependency","2012","Couple + C. LE and GT 16","17","","",""
"No transfer dependency","2013","1-pers.-HH","2899","0.766120954772408","0.752834295432529","0.779407614112288"
"No transfer dependency","2013","(Married) couple without C. ","6872","0.824395177463033","0.816301316033974","0.832489038892093"
"No transfer dependency","2013","Single parent ","230","0.154242291033926","0.14148057551822","0.167004006549633"
"No transfer dependency","2013","Couple + C. LE 16 ","79","0.0170476419228039","0.0142191400627628","0.019876143782845"
"No transfer dependency","2013","Couple + C. GT 16 ","757","0.241203280281898","0.227001632843975","0.255404927719821"
"No transfer dependency","2013","Couple + C. LE and GT 16","8","","",""
"Very low transfer dependency","2013","1-pers.-HH","389","0.0898176266290703","0.0808429983149368","0.0987922549432039"
"Very low transfer dependency","2013","(Married) couple without C. ","1056","0.126245336954254","0.119180172904895","0.133310501003612"
"Very low transfer dependency","2013","Single parent ","1528","0.473102463662395","0.455461389258901","0.490743538065889"
"Very low transfer dependency","2013","Couple + C. LE 16 ","6270","0.803184570795322","0.794497060620311","0.811872080970334"
"Very low transfer dependency","2013","Couple + C. GT 16 ","2420","0.687576027726432","0.672190339139096","0.702961716313768"
"Very low transfer dependency","2013","Couple + C. LE and GT 16","2161","0.848281036340208","0.834872803069879","0.861689269610537"
"Low transfer dependency","2013","1-pers.-HH","201","0.0465138243815526","0.039903546781253","0.0531241019818522"
"Low transfer dependency","2013","(Married) couple without C. ","264","0.0252439732831511","0.02190704675398","0.0285808998123221"
"Low transfer dependency","2013","Single parent ","427","0.146081779778697","0.13360247163092","0.158561087926475"
"Low transfer dependency","2013","Couple + C. LE 16 ","950","0.102150306799863","0.09553302341225","0.108767590187477"
"Low transfer dependency","2013","Couple + C. GT 16 ","172","0.0504814333829502","0.0432136500911782","0.0577492166747222"
"Low transfer dependency","2013","Couple + C. LE and GT 16","315","0.0748251699239023","0.0649914574812695","0.0846588823665351"
"High transfer dependency","2013","1-pers.-HH","122","0.0311808771596352","0.0257253466508692","0.0366364076684011"
"High transfer dependency","2013","(Married) couple without C. ","139","0.0121879872239955","0.0098538683465391","0.014522106101452"
"High transfer dependency","2013","Single parent ","404","0.105972729640221","0.0950970404786571","0.116848418801784"
"High transfer dependency","2013","Couple + C. LE 16 ","363","0.0349880643405657","0.0309730751756701","0.0390030535054614"
"High transfer dependency","2013","Couple + C. GT 16 ","70","0.0130600064309924","0.00929122050770978","0.0168287923542751"
"High transfer dependency","2013","Couple + C. LE and GT 16","155","0.0351707862385674","0.0282858803992978","0.0420556920778369"
"Very high transfer dependency","2013","1-pers.-HH","108","0.024773252089875","0.0198944209557138","0.0296520832240362"
"Very high transfer dependency","2013","(Married) couple without C. ","75","0.00548019652987909","0.00390974474076616","0.00705064831899201"
"Very high transfer dependency","2013","Single parent ","345","0.0801560762176464","0.0705618569512625","0.0897502954840303"
"Very high transfer dependency","2013","Couple + C. LE 16 ","209","0.023640373663262","0.0203207400643457","0.0269600072621784"
"Very high transfer dependency","2013","Couple + C. GT 16 ","45","0.00564418639026867","0.00315729979254452","0.00813107298799282"
"Very high transfer dependency","2013","Couple + C. LE and GT 16","79","0.0295354630353234","0.0232077981472625","0.0358631279233843"
"Complete transfer dependency","2013","1-pers.-HH","180","0.0415934649674584","0.0353264763325375","0.0478604536023793"
"Complete transfer dependency","2013","(Married) couple without C. ","83","0.00644732854568702","0.00474475777678115","0.00814989931459288"
"Complete transfer dependency","2013","Single parent ","143","0.0404446596671148","0.0334840072291271","0.0474053121051024"
"Complete transfer dependency","2013","Couple + C. LE 16 ","175","0.0189890424781825","0.0160067753671937","0.0219713095891713"
"Complete transfer dependency","2013","Couple + C. GT 16 ","22","","",""
"Complete transfer dependency","2013","Couple + C. LE and GT 16","32","0.01101125559711","0.00711097510825087","0.0149115360859691"
"No transfer dependency","2014","1-pers.-HH","2699","0.759258695003846","0.745308347730849","0.773209042276844"
"No transfer dependency","2014","(Married) couple without C. ","6453","0.823545240486776","0.81516138914528","0.831929091828272"
"No transfer dependency","2014","Single parent ","183","0.13640487187219","0.123106974378503","0.149702769365877"
"No transfer dependency","2014","Couple + C. LE 16 ","55","0.0132051724277616","0.0104845776021748","0.0159257672533483"
"No transfer dependency","2014","Couple + C. GT 16 ","644","0.250492564744007","0.235353985726801","0.265631143761213"
"No transfer dependency","2014","Couple + C. LE and GT 16","","","",""
"Very low transfer dependency","2014","1-pers.-HH","348","0.0874859312641771","0.0782665087068056","0.0967053538215487"
"Very low transfer dependency","2014","(Married) couple without C. ","1006","0.122274274512356","0.115069338789572","0.12947921023514"
"Very low transfer dependency","2014","Single parent ","1304","0.501053799188151","0.481681463417148","0.520426134959153"
"Very low transfer dependency","2014","Couple + C. LE 16 ","5349","0.809663548607333","0.800307517110789","0.819019580103877"
"Very low transfer dependency","2014","Couple + C. GT 16 ","2211","0.682437708219472","0.666173021925016","0.698702394513928"
"Very low transfer dependency","2014","Couple + C. LE and GT 16","1915","0.82758621238696","0.81264704031966","0.84252538445426"
"Low transfer dependency","2014","1-pers.-HH","178","0.0474838628946839","0.0405444293874231","0.0544232964019447"
"Low transfer dependency","2014","(Married) couple without C. ","254","0.0313775266838275","0.0275433707283751","0.0352116826392799"
"Low transfer dependency","2014","Single parent ","382","0.147896699437737","0.1341424051314","0.161650993744073"
"Low transfer dependency","2014","Couple + C. LE 16 ","779","0.104143977938023","0.0968642594171498","0.111423696458897"
"Low transfer dependency","2014","Couple + C. GT 16 ","161","0.0415780925961101","0.0346036361475736","0.0485525490446465"
"Low transfer dependency","2014","Couple + C. LE and GT 16","272","0.073941673776572","0.0635926896975","0.084290657855644"
"High transfer dependency","2014","1-pers.-HH","136","0.0382954109238973","0.0320334689660444","0.0445573528817501"
"High transfer dependency","2014","(Married) couple without C. ","99","0.0103738867734713","0.00814550563071043","0.0126022679162323"
"High transfer dependency","2014","Single parent ","292","0.0871010274129653","0.076175662636085","0.0980263921898456"
"High transfer dependency","2014","Couple + C. LE 16 ","270","0.0356322896511775","0.0312143315519499","0.0400502477504052"
"High transfer dependency","2014","Couple + C. GT 16 ","91","0.0194143207645812","0.0145936930512558","0.0242349484779066"
"High transfer dependency","2014","Couple + C. LE and GT 16","167","0.0516252757593384","0.0428743280768453","0.0603762234418314"
"Very high transfer dependency","2014","1-pers.-HH","99","0.0254448280238204","0.0203065476061776","0.0305831084414633"
"Very high transfer dependency","2014","(Married) couple without C. ","70","0.00717657722860224","0.00532015039065873","0.00903300406654575"
"Very high transfer dependency","2014","Single parent ","278","0.0824714615274267","0.0718134892998328","0.0931294337550206"
"Very high transfer dependency","2014","Couple + C. LE 16 ","186","0.0230008386106284","0.019428132209293","0.0265735450119638"
"Very high transfer dependency","2014","Couple + C. GT 16 ","31","0.00542269921359415","0.00285687588794579","0.0079885225392425"
"Very high transfer dependency","2014","Couple + C. LE and GT 16","84","0.0334890752857621","0.0263738464634634","0.0406043041080607"
"Complete transfer dependency","2014","1-pers.-HH","148","0.0420312718895748","0.0354837530187625","0.0485787907603872"
"Complete transfer dependency","2014","(Married) couple without C. ","60","0.00525249431496699","0.00366276795845219","0.00684222067148179"
"Complete transfer dependency","2014","Single parent ","120","0.0450721405615312","0.0370340606032672","0.0531102205197951"
"Complete transfer dependency","2014","Couple + C. LE 16 ","124","0.0143541727650764","0.011519336854112","0.0171890086760408"
"Complete transfer dependency","2014","Couple + C. GT 16 ","9","","",""
"Complete transfer dependency","2014","Couple + C. LE and GT 16","18","","",""
"No transfer dependency","2015","1-pers.-HH","2779","0.764951400009021","0.751286650289893","0.77861614972815"
"No transfer dependency","2015","(Married) couple without C. ","6570","0.839488237784825","0.831399269401663","0.847577206167986"
"No transfer dependency","2015","Single parent ","209","0.158975063883248","0.144557872661263","0.173392255105233"
"No transfer dependency","2015","Couple + C. LE 16 ","110","0.0170427355839044","0.0139389134123526","0.0201465577554562"
"No transfer dependency","2015","Couple + C. GT 16 ","693","0.303377749164755","0.287089368465662","0.319666129863847"
"No transfer dependency","2015","Couple + C. LE and GT 16","1","","",""
"Very low transfer dependency","2015","1-pers.-HH","337","0.0845336295497458","0.0755688032105851","0.0934984558889066"
"Very low transfer dependency","2015","(Married) couple without C. ","871","0.10830559344022","0.101457560146406","0.115153626734033"
"Very low transfer dependency","2015","Single parent ","1276","0.49142829768181","0.471716878464538","0.511139716899082"
"Very low transfer dependency","2015","Couple + C. LE 16 ","5241","0.806867005586959","0.797400513523564","0.816333497650354"
"Very low transfer dependency","2015","Couple + C. GT 16 ","2095","0.636615827795443","0.619574277632358","0.653657377958527"
"Very low transfer dependency","2015","Couple + C. LE and GT 16","1938","0.840459179031946","0.82595058496146","0.854967773102431"
"Low transfer dependency","2015","1-pers.-HH","179","0.0434115412109548","0.0368444795201006","0.049978602901809"
"Low transfer dependency","2015","(Married) couple without C. ","227","0.032593494293318","0.0286805617403178","0.0365064268463182"
"Low transfer dependency","2015","Single parent ","330","0.120280941330841","0.107455210305424","0.133106672356259"
"Low transfer dependency","2015","Couple + C. LE 16 ","676","0.103062473056949","0.0957714035757067","0.110353542538192"
"Low transfer dependency","2015","Couple + C. GT 16 ","146","0.0307321940503866","0.0246170589656334","0.0368473291351397"
"Low transfer dependency","2015","Couple + C. LE and GT 16","248","0.0711689976302364","0.060982031029037","0.0813559642314358"
"High transfer dependency","2015","1-pers.-HH","126","0.0313920530763592","0.0257726549892341","0.0370114511634843"
"High transfer dependency","2015","(Married) couple without C. ","114","0.0101332209538826","0.0079262606098225","0.0123401812979427"
"High transfer dependency","2015","Single parent ","266","0.0953190809936814","0.0837406594592104","0.106897502528152"
"High transfer dependency","2015","Couple + C. LE 16 ","327","0.0378122038066814","0.0332381025224565","0.0423863050909064"
"High transfer dependency","2015","Couple + C. GT 16 ","77","0.0171619387057954","0.0125603104157698","0.021763566995821"
"High transfer dependency","2015","Couple + C. LE and GT 16","97","0.0401877512806125","0.032406111855592","0.047969390705633"
"Very high transfer dependency","2015","1-pers.-HH","96","0.0274264637972524","0.0221632373290069","0.0326896902654979"
"Very high transfer dependency","2015","(Married) couple without C. ","58","0.00538041582118097","0.00376840177217605","0.00699242987018588"
"Very high transfer dependency","2015","Single parent ","254","0.0765382276656066","0.0660558360641522","0.087020619267061"
"Very high transfer dependency","2015","Couple + C. LE 16 ","163","0.0208591976445672","0.0174320624755594","0.024286332813575"
"Very high transfer dependency","2015","Couple + C. GT 16 ","29","","",""
"Very high transfer dependency","2015","Couple + C. LE and GT 16","118","0.0334926209980818","0.0263639551008026","0.0406212868953609"
"Complete transfer dependency","2015","1-pers.-HH","182","0.0482849123566664","0.0413767087960402","0.0551931159172926"
"Complete transfer dependency","2015","(Married) couple without C. ","71","0.00409903770657388","0.00269110651186326","0.0055069689012845"
"Complete transfer dependency","2015","Single parent ","136","0.0574583884448128","0.0482826990234169","0.0666340778662088"
"Complete transfer dependency","2015","Couple + C. LE 16 ","163","0.0143563843209384","0.0115037746230309","0.0172089940188459"
"Complete transfer dependency","2015","Couple + C. GT 16 ","20","","",""
"Complete transfer dependency","2015","Couple + C. LE and GT 16","45","0.0143297373193496","0.00962087439623018","0.019038600242469"
"No transfer dependency","2016","1-pers.-HH","2591","0.7713153633158","0.757282695642313","0.785348030989287"
"No transfer dependency","2016","(Married) couple without C. ","6091","0.83725990473067","0.828829680130939","0.8456901293304"
"No transfer dependency","2016","Single parent ","200","0.138978938238485","0.124679093575517","0.153278782901454"
"No transfer dependency","2016","Couple + C. LE 16 ","64","0.0128214802531107","0.00990799034083534","0.015734970165386"
"No transfer dependency","2016","Couple + C. GT 16 ","597","0.256482595177171","0.240441689808233","0.27252350054611"
"No transfer dependency","2016","Couple + C. LE and GT 16","","","",""
"Very low transfer dependency","2016","1-pers.-HH","335","0.0779043392588497","0.0689491541355583","0.0868595243821412"
"Very low transfer dependency","2016","(Married) couple without C. ","867","0.11384845256906","0.106594423667697","0.121102481470423"
"Very low transfer dependency","2016","Single parent ","1190","0.53310585960556","0.512482193098268","0.553729526112852"
"Very low transfer dependency","2016","Couple + C. LE 16 ","4570","0.812659788756033","0.802555250449727","0.822764327062339"
"Very low transfer dependency","2016","Couple + C. GT 16 ","2030","0.672167911642693","0.654924667568401","0.689411155716986"
"Very low transfer dependency","2016","Couple + C. LE and GT 16","1764","0.814012403357853","0.798034170958167","0.829990635757539"
"Low transfer dependency","2016","1-pers.-HH","162","0.0452579101446611","0.0383125297455113","0.0522032905438109"
"Low transfer dependency","2016","(Married) couple without C. ","215","0.0298230116041634","0.0259382627355426","0.0337077604727843"
"Low transfer dependency","2016","Single parent ","308","0.108509679009268","0.095652594659539","0.121366763358998"
"Low transfer dependency","2016","Couple + C. LE 16 ","663","0.123186073752392","0.114675063521571","0.131697083983213"
"Low transfer dependency","2016","Couple + C. GT 16 ","107","0.040164306992337","0.0329520209231439","0.0473765930615302"
"Low transfer dependency","2016","Couple + C. LE and GT 16","281","0.101896365454187","0.089473728171756","0.114319002736618"
"High transfer dependency","2016","1-pers.-HH","106","0.0352060794479807","0.0290481903068142","0.0413639685891471"
"High transfer dependency","2016","(Married) couple without C. ","93","0.0107023144060273","0.00835233495543653","0.0130522938566181"
"High transfer dependency","2016","Single parent ","265","0.0982445535905998","0.0859404900172333","0.110548617163966"
"High transfer dependency","2016","Couple + C. LE 16 ","179","0.0253729372714043","0.0213005301103736","0.029445344432435"
"High transfer dependency","2016","Couple + C. GT 16 ","72","0.0216387636738347","0.0162941022570941","0.0269834250905753"
"High transfer dependency","2016","Couple + C. LE and GT 16","81","0.0302150883209848","0.0231856459209616","0.0372445307210081"
"Very high transfer dependency","2016","1-pers.-HH","102","0.0282666057159147","0.0227290749879374","0.0338041364438919"
"Very high transfer dependency","2016","(Married) couple without C. ","62","0.00588582634260065","0.004138863891095","0.00763278879410631"
"Very high transfer dependency","2016","Single parent ","187","0.0739921614323355","0.0631715917529012","0.0848127311117697"
"Very high transfer dependency","2016","Couple + C. LE 16 ","144","0.0137046628125241","0.0106938465462475","0.0167154790788006"
"Very high transfer dependency","2016","Couple + C. GT 16 ","17","","",""
"Very high transfer dependency","2016","Couple + C. LE and GT 16","112","0.0356158098057857","0.0280052310599084","0.043226388551663"
"Complete transfer dependency","2016","1-pers.-HH","145","0.042049702116794","0.03534377691623","0.048755627317358"
"Complete transfer dependency","2016","(Married) couple without C. ","37","0.0024804903474788","0.00134445672439438","0.00361652397056323"
"Complete transfer dependency","2016","Single parent ","98","0.047168808123751","0.0384051511177806","0.0559324651297214"
"Complete transfer dependency","2016","Couple + C. LE 16 ","108","0.0122550571545359","0.00940583269270882","0.0151042816163631"
"Complete transfer dependency","2016","Couple + C. GT 16 ","24","","",""
"Complete transfer dependency","2016","Couple + C. LE and GT 16","40","0.0182603330611898","0.0127620923661914","0.0237585737561882"
"No transfer dependency","2017","1-pers.-HH","2948","0.770052047562709","0.757607138179314","0.782496956946103"
"No transfer dependency","2017","(Married) couple without C. ","6843","0.839535054693924","0.831625016432713","0.847445092955136"
"No transfer dependency","2017","Single parent ","210","0.14959088409017","0.135645889033961","0.16353587914638"
"No transfer dependency","2017","Couple + C. LE 16 ","76","0.0144490267823118","0.0116102187995511","0.0172878347650725"
"No transfer dependency","2017","Couple + C. GT 16 ","650","0.250993037769977","0.236373697994705","0.265612377545249"
"No transfer dependency","2017","Couple + C. LE and GT 16","3","","",""
"Very low transfer dependency","2017","1-pers.-HH","405","0.0818695519865548","0.073761242306989","0.0899778616661206"
"Very low transfer dependency","2017","(Married) couple without C. ","957","0.117303366270857","0.110368628339301","0.124238104202413"
"Very low transfer dependency","2017","Single parent ","1258","0.516094050479423","0.496555301479956","0.535632799478889"
