"transab_cat","year","hgtyp1hh","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Very high transfer dependency","1991","(Married) couple without C. ","East Germany","","","","","4"
"Very high transfer dependency","1991","Single parent ","West Germany","5","","","","4"
"Very high transfer dependency","1991","Single parent ","East Germany","","","","","4"
"Very high transfer dependency","1991","Couple + C. LE 16 ","West Germany","12","","","","4"
"Very high transfer dependency","1991","Couple + C. GT 16 ","East Germany","","","","","4"
"Very high transfer dependency","1991","Couple + C. LE and GT 16","West Germany","","","","","4"
"Very high transfer dependency","1991","Couple + C. LE and GT 16","East Germany","","","","","4"
"Very high transfer dependency","1991","Couple + C. GT 16 ","West Germany","2","","","","4"
"Very low transfer dependency","1991","1-pers.-HH","West Germany","100","0.0943261950677605","0.076579548795494","0.112072841340027","1"
"Very low transfer dependency","1991","1-pers.-HH","East Germany","","","","","1"
"Very low transfer dependency","1991","(Married) couple without C. ","West Germany","201","0.0711695448755373","0.0606183713361502","0.0817207184149244","1"
"Very low transfer dependency","1991","(Married) couple without C. ","East Germany","","","","","1"
"Very low transfer dependency","1991","Couple + C. LE 16 ","West Germany","1800","0.930284598356924","0.918981355268492","0.941587841445356","1"
"Very low transfer dependency","1991","Couple + C. LE 16 ","East Germany","","","","","1"
"Very low transfer dependency","1991","Couple + C. GT 16 ","West Germany","845","0.498387965705283","0.474542763289682","0.522233168120884","1"
"Very low transfer dependency","1991","Couple + C. GT 16 ","East Germany","","","","","1"
"Very low transfer dependency","1991","Couple + C. LE and GT 16","West Germany","709","0.889494326169763","0.867714448466784","0.911274203872741","1"
"Very low transfer dependency","1991","Couple + C. LE and GT 16","East Germany","","","","","1"
"Very low transfer dependency","1991","Single parent ","West Germany","230","0.501030966994023","0.455731379674106","0.546330554313941","1"
"Very low transfer dependency","1991","Single parent ","East Germany","","","","","1"
"Complete transfer dependency","1992","Couple + C. LE 16 ","East Germany","1","","","","5"
"Complete transfer dependency","1992","1-pers.-HH","West Germany","15","","","","5"
"Complete transfer dependency","1992","1-pers.-HH","East Germany","3","","","","5"
"Complete transfer dependency","1992","(Married) couple without C. ","West Germany","10","","","","5"
"Complete transfer dependency","1992","(Married) couple without C. ","East Germany","2","","","","5"
"Complete transfer dependency","1992","Single parent ","West Germany","6","","","","5"
"Complete transfer dependency","1992","Single parent ","East Germany","2","","","","5"
"Complete transfer dependency","1992","Couple + C. LE 16 ","West Germany","8","","","","5"
"Complete transfer dependency","1992","Couple + C. GT 16 ","West Germany","3","","","","5"
"Complete transfer dependency","1992","Couple + C. GT 16 ","East Germany","","","","","5"
"Complete transfer dependency","1992","Couple + C. LE and GT 16","West Germany","","","","","5"
"Complete transfer dependency","1992","Couple + C. LE and GT 16","East Germany","","","","","5"
"High transfer dependency","1992","1-pers.-HH","West Germany","13","","","","3"
"High transfer dependency","1992","1-pers.-HH","East Germany","3","","","","3"
"High transfer dependency","1992","Couple + C. LE and GT 16","East Germany","6","","","","3"
"High transfer dependency","1992","(Married) couple without C. ","West Germany","24","","","","3"
"High transfer dependency","1992","(Married) couple without C. ","East Germany","18","","","","3"
"High transfer dependency","1992","Single parent ","West Germany","20","","","","3"
"High transfer dependency","1992","Single parent ","East Germany","4","","","","3"
"High transfer dependency","1992","Couple + C. LE 16 ","West Germany","26","","","","3"
"High transfer dependency","1992","Couple + C. GT 16 ","West Germany","9","","","","3"
"High transfer dependency","1992","Couple + C. GT 16 ","East Germany","4","","","","3"
"High transfer dependency","1992","Couple + C. LE and GT 16","West Germany","9","","","","3"
"High transfer dependency","1992","Couple + C. LE 16 ","East Germany","28","","","","3"
"Low transfer dependency","1992","1-pers.-HH","West Germany","19","","","","2"
"Low transfer dependency","1992","1-pers.-HH","East Germany","7","","","","2"
"Low transfer dependency","1992","(Married) couple without C. ","West Germany","54","0.0155369133049849","0.0105151964706533","0.0205586301393166","2"
"Low transfer dependency","1992","(Married) couple without C. ","East Germany","30","0.0371470926730179","0.0246446163386223","0.0496495690074135","2"
"Low transfer dependency","1992","Single parent ","West Germany","21","","","","2"
"Low transfer dependency","1992","Single parent ","East Germany","26","","","","2"
"Low transfer dependency","1992","Couple + C. LE 16 ","West Germany","67","0.029116034674932","0.021585713838935","0.036646355510929","2"
"Low transfer dependency","1992","Couple + C. LE 16 ","East Germany","170","0.153568653391397","0.132953986807241","0.174183319975553","2"
"Low transfer dependency","1992","Couple + C. GT 16 ","West Germany","56","0.0157292661152684","0.00979881400398965","0.0216597182265472","2"
"Low transfer dependency","1992","Couple + C. LE and GT 16","East Germany","41","0.107901019556284","0.0734747401103363","0.142327299002232","2"
"Low transfer dependency","1992","Couple + C. GT 16 ","East Germany","57","0.0775162634875578","0.0581709471698781","0.0968615798052375","2"
"Low transfer dependency","1992","Couple + C. LE and GT 16","West Germany","29","","","","2"
"No transfer dependency","1992","1-pers.-HH","West Germany","882","0.852491971819608","0.830867231150939","0.874116712488276","0"
"No transfer dependency","1992","1-pers.-HH","East Germany","136","0.4774289527023","0.419439006035238","0.535418899369362","0"
"No transfer dependency","1992","(Married) couple without C. ","West Germany","2017","0.880009718082708","0.866815401464576","0.893204034700839","0"
"No transfer dependency","1992","(Married) couple without C. ","East Germany","623","0.712091264975161","0.682158357489929","0.742024172460393","0"
"No transfer dependency","1992","Single parent ","West Germany","164","0.39232317291087","0.34675232446313","0.43789402135861","0"
"No transfer dependency","1992","Single parent ","East Germany","32","0.200790390224208","0.140394616517945","0.261186163930471","0"
"No transfer dependency","1992","Couple + C. LE 16 ","West Germany","47","0.0246279295964215","0.0176862780190771","0.0315695811737658","0"
"No transfer dependency","1992","Couple + C. LE 16 ","East Germany","2","","","","0"
"No transfer dependency","1992","Couple + C. GT 16 ","West Germany","824","0.512661633958356","0.488838055423318","0.536485212493394","0"
"No transfer dependency","1992","Couple + C. GT 16 ","East Germany","197","0.283691367696182","0.251079684552431","0.316303050839933","0"
"No transfer dependency","1992","Couple + C. LE and GT 16","West Germany","17","","","","0"
"No transfer dependency","1992","Couple + C. LE and GT 16","East Germany","3","","","","0"
"Very high transfer dependency","1992","1-pers.-HH","West Germany","12","","","","4"
"Very high transfer dependency","1992","(Married) couple without C. ","West Germany","8","","","","4"
"Very high transfer dependency","1992","1-pers.-HH","East Germany","3","","","","4"
"Very high transfer dependency","1992","(Married) couple without C. ","East Germany","6","","","","4"
"Very high transfer dependency","1992","Couple + C. LE 16 ","East Germany","2","","","","4"
"Very high transfer dependency","1992","Single parent ","West Germany","10","","","","4"
"Very high transfer dependency","1992","Single parent ","East Germany","3","","","","4"
"Very high transfer dependency","1992","Couple + C. LE 16 ","West Germany","11","","","","4"
"Very high transfer dependency","1992","Couple + C. GT 16 ","East Germany","4","","","","4"
"Very high transfer dependency","1992","Couple + C. LE and GT 16","West Germany","7","","","","4"
"Very high transfer dependency","1992","Couple + C. LE and GT 16","East Germany","","","","","4"
"Very high transfer dependency","1992","Couple + C. GT 16 ","West Germany","12","","","","4"
"Very low transfer dependency","1992","1-pers.-HH","West Germany","92","0.0961829755852427","0.0782030747015349","0.11416287646895","1"
"Very low transfer dependency","1992","1-pers.-HH","East Germany","133","0.468036415306461","0.410106027587167","0.525966803025755","1"
"Very low transfer dependency","1992","(Married) couple without C. ","West Germany","217","0.0900232310673513","0.07840172050395","0.101644741630753","1"
"Very low transfer dependency","1992","(Married) couple without C. ","East Germany","200","0.224607587738591","0.197019179825762","0.25219599565142","1"
"Very low transfer dependency","1992","Single parent ","West Germany","220","0.461920243441369","0.415389968284961","0.508450518597777","1"
"Very low transfer dependency","1992","Single parent ","East Germany","102","0.600165465626102","0.526310382595671","0.674020548656534","1"
"Very low transfer dependency","1992","Couple + C. LE 16 ","West Germany","1756","0.922775004874921","0.910818876821572","0.93473113292827","1"
"Very low transfer dependency","1992","Couple + C. LE 16 ","East Germany","972","0.814149975997045","0.791908547576517","0.836391404417572","1"
"Very low transfer dependency","1992","Couple + C. GT 16 ","West Germany","787","0.467558788915249","0.443777782446624","0.491339795383874","1"
"Very low transfer dependency","1992","Couple + C. GT 16 ","East Germany","472","0.628628709098537","0.593674351072611","0.663583067124464","1"
"Very low transfer dependency","1992","Couple + C. LE and GT 16","West Germany","674","0.922818749041434","0.903538026928886","0.942099471153982","1"
"Very low transfer dependency","1992","Couple + C. LE and GT 16","East Germany","262","0.866512086412595","0.828774069136987","0.904250103688202","1"
"Complete transfer dependency","1993","1-pers.-HH","West Germany","14","","","","5"
"Complete transfer dependency","1993","1-pers.-HH","East Germany","8","","","","5"
"Complete transfer dependency","1993","(Married) couple without C. ","West Germany","2","","","","5"
"Complete transfer dependency","1993","(Married) couple without C. ","East Germany","","","","","5"
"Complete transfer dependency","1993","Couple + C. LE 16 ","East Germany","2","","","","5"
"Complete transfer dependency","1993","Single parent ","West Germany","11","","","","5"
"Complete transfer dependency","1993","Single parent ","East Germany","5","","","","5"
"Complete transfer dependency","1993","Couple + C. LE 16 ","West Germany","10","","","","5"
"Complete transfer dependency","1993","Couple + C. GT 16 ","West Germany","3","","","","5"
"Complete transfer dependency","1993","Couple + C. GT 16 ","East Germany","","","","","5"
"Complete transfer dependency","1993","Couple + C. LE and GT 16","West Germany","","","","","5"
"Complete transfer dependency","1993","Couple + C. LE and GT 16","East Germany","","","","","5"
"High transfer dependency","1993","1-pers.-HH","West Germany","17","","","","3"
"High transfer dependency","1993","1-pers.-HH","East Germany","5","","","","3"
"High transfer dependency","1993","(Married) couple without C. ","West Germany","22","","","","3"
"High transfer dependency","1993","(Married) couple without C. ","East Germany","28","","","","3"
"High transfer dependency","1993","Single parent ","West Germany","11","","","","3"
"High transfer dependency","1993","Single parent ","East Germany","16","","","","3"
"High transfer dependency","1993","Couple + C. LE 16 ","West Germany","34","0.0167626631828641","0.0110142096000775","0.0225111167656508","3"
"High transfer dependency","1993","Couple + C. LE and GT 16","East Germany","6","","","","3"
"High transfer dependency","1993","Couple + C. LE 16 ","East Germany","37","0.0353487650492732","0.0242531964645686","0.0464443336339777","3"
"High transfer dependency","1993","Couple + C. GT 16 ","West Germany","11","","","","3"
"High transfer dependency","1993","Couple + C. GT 16 ","East Germany","5","","","","3"
"High transfer dependency","1993","Couple + C. LE and GT 16","West Germany","16","","","","3"
"Low transfer dependency","1993","1-pers.-HH","East Germany","8","","","","2"
"Low transfer dependency","1993","1-pers.-HH","West Germany","25","","","","2"
"Low transfer dependency","1993","(Married) couple without C. ","West Germany","50","0.0147972341240152","0.00993108288762542","0.019663385360405","2"
"Low transfer dependency","1993","(Married) couple without C. ","East Germany","71","0.0665726192406263","0.0505168658905152","0.0826283725907374","2"
"Low transfer dependency","1993","Single parent ","West Germany","28","","","","2"
"Low transfer dependency","1993","Single parent ","East Germany","23","","","","2"
"Low transfer dependency","1993","Couple + C. LE 16 ","West Germany","62","0.0256320397708316","0.0185557856603084","0.0327082938813548","2"
"Low transfer dependency","1993","Couple + C. LE 16 ","East Germany","199","0.186434397658488","0.163033280649567","0.20983551466741","2"
"Low transfer dependency","1993","Couple + C. GT 16 ","West Germany","52","0.0162182475769517","0.0101995952590003","0.022236899894903","2"
"Low transfer dependency","1993","Couple + C. GT 16 ","East Germany","102","0.154487425999186","0.127771081655107","0.181203770343266","2"
"Low transfer dependency","1993","Couple + C. LE and GT 16","West Germany","37","0.0502401903685185","0.0348312784380284","0.0656491022990086","2"
"Low transfer dependency","1993","Couple + C. LE and GT 16","East Germany","52","0.131225793697805","0.0952830434468832","0.167168543948728","2"
"No transfer dependency","1993","1-pers.-HH","West Germany","919","0.840637121382612","0.818997626965239","0.862276615799985","0"
"No transfer dependency","1993","1-pers.-HH","East Germany","129","0.440164148212698","0.384177778710701","0.496150517714695","0"
"No transfer dependency","1993","(Married) couple without C. ","West Germany","2084","0.897884399445575","0.885680776541893","0.910088022349256","0"
"No transfer dependency","1993","(Married) couple without C. ","East Germany","623","0.701296052754082","0.671816982931698","0.730775122576465","0"
"No transfer dependency","1993","Single parent ","West Germany","179","0.434961202009521","0.388049213776263","0.481873190242779","0"
"No transfer dependency","1993","Single parent ","East Germany","33","0.200997508015167","0.141107651721036","0.260887364309298","0"
"No transfer dependency","1993","Couple + C. LE 16 ","West Germany","40","0.0174151077691536","0.0115577943546242","0.023272421183683","0"
"No transfer dependency","1993","Couple + C. LE 16 ","East Germany","6","","","","0"
"No transfer dependency","1993","Couple + C. GT 16 ","West Germany","781","0.5016690530533","0.477845008294415","0.525493097812185","0"
"No transfer dependency","1993","Couple + C. GT 16 ","East Germany","154","0.231913456668817","0.200714614196403","0.263112299141232","0"
"No transfer dependency","1993","Couple + C. LE and GT 16","West Germany","7","","","","0"
"No transfer dependency","1993","Couple + C. LE and GT 16","East Germany","3","","","","0"
"Very high transfer dependency","1993","1-pers.-HH","East Germany","6","","","","4"
"Very high transfer dependency","1993","1-pers.-HH","West Germany","19","","","","4"
"Very high transfer dependency","1993","(Married) couple without C. ","East Germany","8","","","","4"
"Very high transfer dependency","1993","(Married) couple without C. ","West Germany","14","","","","4"
"Very high transfer dependency","1993","Single parent ","West Germany","11","","","","4"
"Very high transfer dependency","1993","Single parent ","East Germany","10","","","","4"
"Very high transfer dependency","1993","Couple + C. LE 16 ","West Germany","12","","","","4"
"Very high transfer dependency","1993","Couple + C. LE 16 ","East Germany","14","","","","4"
"Very high transfer dependency","1993","Couple + C. GT 16 ","East Germany","","","","","4"
"Very high transfer dependency","1993","Couple + C. LE and GT 16","West Germany","3","","","","4"
"Very high transfer dependency","1993","Couple + C. LE and GT 16","East Germany","3","","","","4"
"Very high transfer dependency","1993","Couple + C. GT 16 ","West Germany","3","","","","4"
"Very low transfer dependency","1993","1-pers.-HH","West Germany","105","0.101421602354094","0.0835734828364884","0.1192697218717","1"
"Very low transfer dependency","1993","1-pers.-HH","East Germany","146","0.473410891916909","0.417099057087272","0.529722726746547","1"
"Very low transfer dependency","1993","(Married) couple without C. ","West Germany","193","0.0747103756658404","0.0641138907387605","0.0853068605929203","1"
"Very low transfer dependency","1993","(Married) couple without C. ","East Germany","196","0.189831633184805","0.16457272752923","0.21509053884038","1"
"Very low transfer dependency","1993","Couple + C. LE 16 ","West Germany","1758","0.933837755741476","0.922707858178862","0.944967653304089","1"
"Very low transfer dependency","1993","Couple + C. LE 16 ","East Germany","806","0.753306446677819","0.727403926580784","0.779208966774854","1"
"Very low transfer dependency","1993","Couple + C. GT 16 ","West Germany","842","0.478333675829457","0.454531876392592","0.502135475266321","1"
"Very low transfer dependency","1993","Couple + C. GT 16 ","East Germany","442","0.604495965622584","0.568351434873006","0.640640496372161","1"
"Very low transfer dependency","1993","Couple + C. LE and GT 16","West Germany","709","0.931137288117417","0.913274947733294","0.94899962850154","1"
"Very low transfer dependency","1993","Couple + C. LE and GT 16","East Germany","275","0.83377518079536","0.794145492342339","0.873404869248381","1"
"Very low transfer dependency","1993","Single parent ","West Germany","189","0.410076754274636","0.363534246976919","0.456619261572353","1"
"Very low transfer dependency","1993","Single parent ","East Germany","85","0.499697769681133","0.424974856945553","0.574420682416713","1"
"Complete transfer dependency","1994","1-pers.-HH","West Germany","14","","","","5"
"Complete transfer dependency","1994","1-pers.-HH","East Germany","8","","","","5"
"Complete transfer dependency","1994","(Married) couple without C. ","West Germany","4","","","","5"
"Complete transfer dependency","1994","(Married) couple without C. ","East Germany","","","","","5"
"Complete transfer dependency","1994","Single parent ","West Germany","10","","","","5"
"Complete transfer dependency","1994","Single parent ","East Germany","4","","","","5"
"Complete transfer dependency","1994","Couple + C. LE 16 ","West Germany","14","","","","5"
"Complete transfer dependency","1994","Couple + C. LE 16 ","East Germany","6","","","","5"
"Complete transfer dependency","1994","Couple + C. GT 16 ","West Germany","9","","","","5"
"Complete transfer dependency","1994","Couple + C. GT 16 ","East Germany","","","","","5"
"Complete transfer dependency","1994","Couple + C. LE and GT 16","West Germany","3","","","","5"
"Complete transfer dependency","1994","Couple + C. LE and GT 16","East Germany","","","","","5"
"High transfer dependency","1994","1-pers.-HH","West Germany","15","","","","3"
"High transfer dependency","1994","1-pers.-HH","East Germany","7","","","","3"
"High transfer dependency","1994","(Married) couple without C. ","West Germany","24","","","","3"
"High transfer dependency","1994","(Married) couple without C. ","East Germany","27","","","","3"
"High transfer dependency","1994","Single parent ","West Germany","6","","","","3"
"High transfer dependency","1994","Single parent ","East Germany","8","","","","3"
"High transfer dependency","1994","Couple + C. LE 16 ","West Germany","34","0.0159745553733057","0.0104083436045159","0.0215407671420956","3"
"High transfer dependency","1994","Couple + C. LE and GT 16","East Germany","15","","","","3"
"High transfer dependency","1994","Couple + C. LE 16 ","East Germany","42","0.05646480897573","0.0418942049109493","0.0710354130405106","3"
"High transfer dependency","1994","Couple + C. GT 16 ","West Germany","9","","","","3"
"High transfer dependency","1994","Couple + C. GT 16 ","East Germany","19","","","","3"
"High transfer dependency","1994","Couple + C. LE and GT 16","West Germany","11","","","","3"
"Low transfer dependency","1994","1-pers.-HH","West Germany","24","","","","2"
"Low transfer dependency","1994","1-pers.-HH","East Germany","11","","","","2"
"Low transfer dependency","1994","(Married) couple without C. ","West Germany","52","0.0143796634874855","0.00961477555259728","0.0191445514223737","2"
"Low transfer dependency","1994","(Married) couple without C. ","East Germany","74","0.0714921355107224","0.0551171938732345","0.0878670771482103","2"
"Low transfer dependency","1994","Single parent ","West Germany","23","","","","2"
"Low transfer dependency","1994","Single parent ","East Germany","19","","","","2"
"Low transfer dependency","1994","Couple + C. LE 16 ","West Germany","97","0.0418626407324327","0.032971256691801","0.0507540247730643","2"
"Low transfer dependency","1994","Couple + C. LE 16 ","East Germany","178","0.190905231541385","0.166095721614074","0.215714741468696","2"
"Low transfer dependency","1994","Couple + C. GT 16 ","West Germany","86","0.0407757355739111","0.0310332759690404","0.0505181951787817","2"
"Low transfer dependency","1994","Couple + C. LE and GT 16","East Germany","49","0.120545123593644","0.0867227022101374","0.15436754497715","2"
"Low transfer dependency","1994","Couple + C. GT 16 ","East Germany","66","0.0985662603869921","0.0763091118320586","0.120823408941926","2"
"Low transfer dependency","1994","Couple + C. LE and GT 16","West Germany","35","0.0340014036994678","0.0210825534447259","0.0469202539542096","2"
"No transfer dependency","1994","1-pers.-HH","West Germany","914","0.850487336387781","0.829239859002694","0.871734813772869","0"
"No transfer dependency","1994","1-pers.-HH","East Germany","192","0.609256885967291","0.555289776576333","0.663223995358249","0"
"No transfer dependency","1994","(Married) couple without C. ","West Germany","2098","0.897298915851126","0.885148823268205","0.909449008434048","0"
"No transfer dependency","1994","(Married) couple without C. ","East Germany","656","0.719624861326417","0.691076534326491","0.748173188326344","0"
"No transfer dependency","1994","Single parent ","West Germany","165","0.411406594973984","0.363774521946581","0.459038668001388","0"
"No transfer dependency","1994","Single parent ","East Germany","36","0.227867980711482","0.162669577123022","0.293066384299942","0"
"No transfer dependency","1994","Couple + C. LE 16 ","West Germany","29","","","","0"
"No transfer dependency","1994","Couple + C. LE 16 ","East Germany","5","","","","0"
"No transfer dependency","1994","Couple + C. GT 16 ","West Germany","712","0.474219944481608","0.449621955919547","0.498817933043668","0"
"No transfer dependency","1994","Couple + C. GT 16 ","East Germany","155","0.233292114120056","0.201712743187338","0.264871485052774","0"
"No transfer dependency","1994","Couple + C. LE and GT 16","West Germany","6","","","","0"
"No transfer dependency","1994","Couple + C. LE and GT 16","East Germany","9","","","","0"
"Very high transfer dependency","1994","1-pers.-HH","East Germany","6","","","","4"
"Very high transfer dependency","1994","1-pers.-HH","West Germany","20","","","","4"
"Very high transfer dependency","1994","(Married) couple without C. ","West Germany","8","","","","4"
"Very high transfer dependency","1994","(Married) couple without C. ","East Germany","12","","","","4"
"Very high transfer dependency","1994","Single parent ","West Germany","11","","","","4"
"Very high transfer dependency","1994","Single parent ","East Germany","19","","","","4"
"Very high transfer dependency","1994","Couple + C. LE 16 ","West Germany","17","","","","4"
"Very high transfer dependency","1994","Couple + C. LE 16 ","East Germany","8","","","","4"
"Very high transfer dependency","1994","Couple + C. GT 16 ","West Germany","3","","","","4"
"Very high transfer dependency","1994","Couple + C. LE and GT 16","West Germany","","","","","4"
"Very high transfer dependency","1994","Couple + C. LE and GT 16","East Germany","9","","","","4"
"Very high transfer dependency","1994","Couple + C. GT 16 ","East Germany","6","","","","4"
"Very low transfer dependency","1994","1-pers.-HH","West Germany","95","0.0903919686687419","0.0733065145575395","0.107477422779944","1"
"Very low transfer dependency","1994","1-pers.-HH","East Germany","90","0.28719224222773","0.237147802900962","0.337236681554498","1"
"Very low transfer dependency","1994","(Married) couple without C. ","West Germany","212","0.0756936637633493","0.06510694856151","0.0862803789651885","1"
"Very low transfer dependency","1994","(Married) couple without C. ","East Germany","182","0.16997888297289","0.146106273760197","0.193851492185583","1"
"Very low transfer dependency","1994","Single parent ","West Germany","195","0.452476820110219","0.40429806372474","0.500655576495698","1"
"Very low transfer dependency","1994","Single parent ","East Germany","73","0.467855643901279","0.390298787870728","0.54541249993183","1"
"Very low transfer dependency","1994","Couple + C. LE 16 ","West Germany","1758","0.919006217141233","0.906893899880648","0.931118534401817","1"
"Very low transfer dependency","1994","Couple + C. LE 16 ","East Germany","725","0.721604697114657","0.693310967327796","0.749898426901519","1"
"Very low transfer dependency","1994","Couple + C. GT 16 ","West Germany","764","0.470992239097144","0.446402975035752","0.495581503158536","1"
"Very low transfer dependency","1994","Couple + C. GT 16 ","East Germany","443","0.62283909452686","0.586648997518259","0.659029191535461","1"
"Very low transfer dependency","1994","Couple + C. LE and GT 16","West Germany","701","0.950770548190013","0.93534865988894","0.966192436491086","1"
"Very low transfer dependency","1994","Couple + C. LE and GT 16","East Germany","274","0.787155559878977","0.744636414109172","0.829674705648782","1"
"Complete transfer dependency","1995","1-pers.-HH","West Germany","22","","","","5"
"Complete transfer dependency","1995","1-pers.-HH","East Germany","7","","","","5"
"Complete transfer dependency","1995","(Married) couple without C. ","West Germany","14","","","","5"
"Complete transfer dependency","1995","(Married) couple without C. ","East Germany","2","","","","5"
"Complete transfer dependency","1995","Single parent ","West Germany","9","","","","5"
"Complete transfer dependency","1995","Single parent ","East Germany","4","","","","5"
"Complete transfer dependency","1995","Couple + C. LE 16 ","West Germany","36","0.0193823037853829","0.0135575238944822","0.0252070836762836","5"
"Complete transfer dependency","1995","Couple + C. LE 16 ","East Germany","4","","","","5"
"Complete transfer dependency","1995","Couple + C. GT 16 ","West Germany","6","","","","5"
"Complete transfer dependency","1995","Couple + C. GT 16 ","East Germany","","","","","5"
"Complete transfer dependency","1995","Couple + C. LE and GT 16","West Germany","9","","","","5"
"Complete transfer dependency","1995","Couple + C. LE and GT 16","East Germany","","","","","5"
"High transfer dependency","1995","1-pers.-HH","West Germany","16","","","","3"
"High transfer dependency","1995","1-pers.-HH","East Germany","6","","","","3"
"High transfer dependency","1995","(Married) couple without C. ","West Germany","27","","","","3"
"High transfer dependency","1995","(Married) couple without C. ","East Germany","12","","","","3"
"High transfer dependency","1995","Single parent ","West Germany","22","","","","3"
"High transfer dependency","1995","Single parent ","East Germany","12","","","","3"
"High transfer dependency","1995","Couple + C. LE 16 ","West Germany","37","0.0144809371873699","0.00943365243485549","0.0195282219398843","3"
"High transfer dependency","1995","Couple + C. LE and GT 16","East Germany","15","","","","3"
"High transfer dependency","1995","Couple + C. LE 16 ","East Germany","33","0.0431634417323058","0.0297133511910076","0.056613532273604","3"
"High transfer dependency","1995","Couple + C. GT 16 ","West Germany","23","","","","3"
"High transfer dependency","1995","Couple + C. GT 16 ","East Germany","6","","","","3"
"High transfer dependency","1995","Couple + C. LE and GT 16","West Germany","17","","","","3"
"Low transfer dependency","1995","1-pers.-HH","West Germany","39","0.0324697242896359","0.0220661579786512","0.0428732906006206","2"
"Low transfer dependency","1995","1-pers.-HH","East Germany","7","","","","2"
"Low transfer dependency","1995","(Married) couple without C. ","West Germany","68","0.0188785520592468","0.0135659486822123","0.0241911554362812","2"
"Low transfer dependency","1995","(Married) couple without C. ","East Germany","66","0.0632119928740165","0.0478186523461556","0.0786053334018775","2"
"Low transfer dependency","1995","Single parent ","West Germany","23","","","","2"
"Low transfer dependency","1995","Single parent ","East Germany","25","","","","2"
"Low transfer dependency","1995","Couple + C. LE 16 ","West Germany","108","0.0379057559197825","0.029837338717999","0.0459741731215659","2"
"Low transfer dependency","1995","Couple + C. LE 16 ","East Germany","124","0.164360882956333","0.139833178310396","0.188888587602269","2"
"Low transfer dependency","1995","Couple + C. GT 16 ","West Germany","86","0.0434843549480092","0.0335099298008516","0.0534587800951669","2"
"Low transfer dependency","1995","Couple + C. LE and GT 16","East Germany","54","0.12017196868345","0.0871291485529756","0.153214788813925","2"
"Low transfer dependency","1995","Couple + C. GT 16 ","East Germany","60","0.0989709339060581","0.0765095537357305","0.121432314076386","2"
"Low transfer dependency","1995","Couple + C. LE and GT 16","West Germany","27","","","","2"
"No transfer dependency","1995","1-pers.-HH","West Germany","941","0.848068378786036","0.826999075314509","0.869137682257563","0"
"No transfer dependency","1995","1-pers.-HH","East Germany","229","0.689854158549817","0.639948160467019","0.739760156632615","0"
"No transfer dependency","1995","(Married) couple without C. ","West Germany","2145","0.8758959487374","0.863025878814507","0.888766018660292","0"
"No transfer dependency","1995","(Married) couple without C. ","East Germany","705","0.750634250263609","0.723266124025596","0.778002376501622","0"
"No transfer dependency","1995","Single parent ","West Germany","155","0.376987089036166","0.331444761290148","0.422529416782183","0"
"No transfer dependency","1995","Single parent ","East Germany","34","0.215285129295973","0.152759653608398","0.277810604983548","0"
"No transfer dependency","1995","Couple + C. LE 16 ","West Germany","51","0.0222569034139459","0.0160242682265926","0.0284895386012991","0"
"No transfer dependency","1995","Couple + C. LE 16 ","East Germany","6","","","","0"
"No transfer dependency","1995","Couple + C. GT 16 ","East Germany","179","0.270558291041487","0.237143486614787","0.303973095468188","0"
"No transfer dependency","1995","Couple + C. LE and GT 16","East Germany","7","","","","0"
"No transfer dependency","1995","Couple + C. LE and GT 16","West Germany","","","","","0"
"No transfer dependency","1995","Couple + C. GT 16 ","West Germany","729","0.473570192219521","0.449150637748586","0.497989746690455","0"
"Very high transfer dependency","1995","1-pers.-HH","West Germany","19","","","","4"
"Very high transfer dependency","1995","1-pers.-HH","East Germany","10","","","","4"
"Very high transfer dependency","1995","(Married) couple without C. ","West Germany","16","","","","4"
"Very high transfer dependency","1995","(Married) couple without C. ","East Germany","12","","","","4"
"Very high transfer dependency","1995","Single parent ","West Germany","16","","","","4"
"Very high transfer dependency","1995","Single parent ","East Germany","17","","","","4"
"Very high transfer dependency","1995","Couple + C. LE 16 ","West Germany","36","0.0103358581895078","0.0060627474685825","0.0146089689104331","4"
"Very high transfer dependency","1995","Couple + C. LE 16 ","East Germany","18","","","","4"
"Very high transfer dependency","1995","Couple + C. GT 16 ","West Germany","4","","","","4"
"Very high transfer dependency","1995","Couple + C. LE and GT 16","West Germany","11","","","","4"
"Very high transfer dependency","1995","Couple + C. LE and GT 16","East Germany","3","","","","4"
"Very high transfer dependency","1995","Couple + C. GT 16 ","East Germany","6","","","","4"
"Very low transfer dependency","1995","1-pers.-HH","West Germany","78","0.067654761356467","0.0529130392816608","0.0823964834312732","1"
"Very low transfer dependency","1995","1-pers.-HH","East Germany","71","0.202169870482464","0.158838287582353","0.245501453382575","1"
"Very low transfer dependency","1995","(Married) couple without C. ","West Germany","251","0.0852284220345453","0.0743288304895549","0.0961280135795357","1"
"Very low transfer dependency","1995","(Married) couple without C. ","East Germany","163","0.166617180670386","0.143045278133646","0.190189083207125","1"
"Very low transfer dependency","1995","Single parent ","West Germany","210","0.478816810644335","0.431872457748856","0.525761163539814","1"
"Very low transfer dependency","1995","Single parent ","East Germany","74","0.456428035115983","0.380656039078436","0.532200031153529","1"
"Very low transfer dependency","1995","Couple + C. LE 16 ","West Germany","1884","0.895638241504011","0.882721172905287","0.908555310102735","1"
