"transab_cat","year","bula_h","e11103","n","percent","lower_confidence","upper_confidence"
"High transfer dependency","2005","Berlin","Part Time","11","","",""
"High transfer dependency","2005","Berlin","Not Working","13","","",""
"High transfer dependency","2005","Brandenburg","Full Time","3","","",""
"High transfer dependency","2005","Brandenburg","Part Time","20","","",""
"High transfer dependency","2005","Brandenburg","Not Working","24","","",""
"High transfer dependency","2005","Mecklenburg-Western Pomerania","Full Time","2","","",""
"High transfer dependency","2005","Mecklenburg-Western Pomerania","Part Time","6","","",""
"High transfer dependency","2005","Mecklenburg-Western Pomerania","Not Working","13","","",""
"High transfer dependency","2005","Saxony","Full Time","9","","",""
"High transfer dependency","2005","Saxony","Part Time","12","","",""
"High transfer dependency","2005","Saxony","Not Working","27","","",""
"High transfer dependency","2005","Saxony-Anhalt","Full Time","2","","",""
"High transfer dependency","2005","Saxony-Anhalt","Part Time","13","","",""
"High transfer dependency","2005","Saxony-Anhalt","Not Working","17","","",""
"High transfer dependency","2005","Thuringia","Full Time","4","","",""
"High transfer dependency","2005","Thuringia","Part Time","12","","",""
"High transfer dependency","2005","Thuringia","Not Working","20","","",""
"Very high transfer dependency","2005","Schleswig-Holstein","Full Time","","","",""
"Very high transfer dependency","2005","Schleswig-Holstein","Part Time","7","","",""
"Very high transfer dependency","2005","Schleswig-Holstein","Not Working","8","","",""
"Very high transfer dependency","2005","Hamburg","Full Time","","","",""
"Very high transfer dependency","2005","Hamburg","Part Time","","","",""
"Very high transfer dependency","2005","Hamburg","Not Working","5","","",""
"Very high transfer dependency","2005","Lower Saxony","Full Time","1","","",""
"Very high transfer dependency","2005","Lower Saxony","Part Time","10","","",""
"Very high transfer dependency","2005","Lower Saxony","Not Working","20","","",""
"Very high transfer dependency","2005","Bremen","Full Time","","","",""
"Very high transfer dependency","2005","Bremen","Part Time","","","",""
"Very high transfer dependency","2005","Bremen","Not Working","","","",""
"Very high transfer dependency","2005","North Rhine-Westphalia","Full Time","1","","",""
"Very high transfer dependency","2005","North Rhine-Westphalia","Part Time","22","","",""
"Very high transfer dependency","2005","North Rhine-Westphalia","Not Working","34","0.026610133038035","0.0189027380065624","0.0343175280695075"
"Very high transfer dependency","2005","Hesse","Full Time","","","",""
"Very high transfer dependency","2005","Hesse","Part Time","5","","",""
"Very high transfer dependency","2005","Hesse","Not Working","1","","",""
"Very high transfer dependency","2005","Rhineland-Palatinate,Saarland","Full Time","1","","",""
"Very high transfer dependency","2005","Rhineland-Palatinate,Saarland","Part Time","6","","",""
"Very high transfer dependency","2005","Rhineland-Palatinate,Saarland","Not Working","11","","",""
"Very high transfer dependency","2005","Baden-Württemberg","Full Time","","","",""
"Very high transfer dependency","2005","Baden-Württemberg","Part Time","9","","",""
"Very high transfer dependency","2005","Baden-Württemberg","Not Working","11","","",""
"Very high transfer dependency","2005","Bavaria","Full Time","","","",""
"Very high transfer dependency","2005","Bavaria","Part Time","11","","",""
"Very high transfer dependency","2005","Bavaria","Not Working","19","","",""
"Very high transfer dependency","2005","Berlin","Full Time","1","","",""
"Very high transfer dependency","2005","Berlin","Part Time","8","","",""
"Very high transfer dependency","2005","Berlin","Not Working","11","","",""
"Very high transfer dependency","2005","Brandenburg","Full Time","","","",""
"Very high transfer dependency","2005","Brandenburg","Part Time","6","","",""
"Very high transfer dependency","2005","Brandenburg","Not Working","23","","",""
"Very high transfer dependency","2005","Mecklenburg-Western Pomerania","Full Time","","","",""
"Very high transfer dependency","2005","Mecklenburg-Western Pomerania","Part Time","4","","",""
"Very high transfer dependency","2005","Mecklenburg-Western Pomerania","Not Working","4","","",""
"Very high transfer dependency","2005","Saxony","Full Time","2","","",""
"Very high transfer dependency","2005","Saxony","Part Time","14","","",""
"Very high transfer dependency","2005","Saxony","Not Working","22","","",""
"Very high transfer dependency","2005","Saxony-Anhalt","Full Time","1","","",""
"Very high transfer dependency","2005","Saxony-Anhalt","Part Time","8","","",""
"Very high transfer dependency","2005","Saxony-Anhalt","Not Working","20","","",""
"Very high transfer dependency","2005","Thuringia","Full Time","2","","",""
"Very high transfer dependency","2005","Thuringia","Part Time","14","","",""
"Very high transfer dependency","2005","Thuringia","Not Working","23","","",""
"Complete transfer dependency","2005","Schleswig-Holstein","Full Time","","","",""
"Complete transfer dependency","2005","Schleswig-Holstein","Part Time","","","",""
"Complete transfer dependency","2005","Schleswig-Holstein","Not Working","6","","",""
"Complete transfer dependency","2005","Hamburg","Full Time","","","",""
"Complete transfer dependency","2005","Hamburg","Part Time","","","",""
"Complete transfer dependency","2005","Hamburg","Not Working","","","",""
"Complete transfer dependency","2005","Lower Saxony","Full Time","","","",""
"Complete transfer dependency","2005","Lower Saxony","Part Time","","","",""
"Complete transfer dependency","2005","Lower Saxony","Not Working","10","","",""
"Complete transfer dependency","2005","Bremen","Full Time","","","",""
"Complete transfer dependency","2005","Bremen","Part Time","","","",""
"Complete transfer dependency","2005","Bremen","Not Working","","","",""
"Complete transfer dependency","2005","North Rhine-Westphalia","Full Time","","","",""
"Complete transfer dependency","2005","North Rhine-Westphalia","Part Time","","","",""
"Complete transfer dependency","2005","North Rhine-Westphalia","Not Working","49","0.0366975874412379","0.0276934779736913","0.0457016969087845"
"Complete transfer dependency","2005","Hesse","Full Time","","","",""
"Complete transfer dependency","2005","Hesse","Part Time","","","",""
"Complete transfer dependency","2005","Hesse","Not Working","13","","",""
"Complete transfer dependency","2005","Rhineland-Palatinate,Saarland","Full Time","","","",""
"Complete transfer dependency","2005","Rhineland-Palatinate,Saarland","Part Time","","","",""
"Complete transfer dependency","2005","Rhineland-Palatinate,Saarland","Not Working","11","","",""
"Complete transfer dependency","2005","Baden-Württemberg","Full Time","","","",""
"Complete transfer dependency","2005","Baden-Württemberg","Part Time","","","",""
"Complete transfer dependency","2005","Baden-Württemberg","Not Working","12","","",""
"Complete transfer dependency","2005","Bavaria","Full Time","","","",""
"Complete transfer dependency","2005","Bavaria","Part Time","","","",""
"Complete transfer dependency","2005","Bavaria","Not Working","12","","",""
"Complete transfer dependency","2005","Berlin","Full Time","","","",""
"Complete transfer dependency","2005","Berlin","Part Time","","","",""
"Complete transfer dependency","2005","Berlin","Not Working","31","0.121256934661033","0.0828161313693318","0.159697737952735"
"Complete transfer dependency","2005","Brandenburg","Full Time","","","",""
"Complete transfer dependency","2005","Brandenburg","Part Time","","","",""
"Complete transfer dependency","2005","Brandenburg","Not Working","8","","",""
"Complete transfer dependency","2005","Mecklenburg-Western Pomerania","Full Time","","","",""
"Complete transfer dependency","2005","Mecklenburg-Western Pomerania","Part Time","","","",""
"Complete transfer dependency","2005","Mecklenburg-Western Pomerania","Not Working","16","","",""
"Complete transfer dependency","2005","Saxony","Full Time","","","",""
"Complete transfer dependency","2005","Saxony","Part Time","","","",""
"Complete transfer dependency","2005","Saxony","Not Working","22","","",""
"Complete transfer dependency","2005","Saxony-Anhalt","Full Time","","","",""
"Complete transfer dependency","2005","Saxony-Anhalt","Part Time","","","",""
"Complete transfer dependency","2005","Saxony-Anhalt","Not Working","21","","",""
"Complete transfer dependency","2005","Thuringia","Full Time","","","",""
"Complete transfer dependency","2005","Thuringia","Part Time","","","",""
"Complete transfer dependency","2005","Thuringia","Not Working","8","","",""
"No transfer dependency","2006","Schleswig-Holstein","Full Time","103","0.44073780577694","0.377261441525931","0.50421417002795"
"No transfer dependency","2006","Schleswig-Holstein","Part Time","36","0.312919046838538","0.239922520158566","0.38591557351851"
"No transfer dependency","2006","Schleswig-Holstein","Not Working","161","0.585355362934874","0.52680744355185","0.643903282317898"
"No transfer dependency","2006","Hamburg","Full Time","61","0.69203175675929","0.606533933149946","0.777529580368635"
"No transfer dependency","2006","Hamburg","Part Time","18","","",""
"No transfer dependency","2006","Hamburg","Not Working","83","0.721902255177949","0.646038624269624","0.797765886086274"
"No transfer dependency","2006","Lower Saxony","Full Time","261","0.433061761061132","0.396433759628729","0.469689762493534"
"No transfer dependency","2006","Lower Saxony","Part Time","123","0.262636936141957","0.223472145175616","0.301801727108299"
"No transfer dependency","2006","Lower Saxony","Not Working","444","0.616204103556007","0.58209777035145","0.650310436760565"
"No transfer dependency","2006","Bremen","Full Time","33","0.576891711413052","0.441299133051327","0.712484289774776"
"No transfer dependency","2006","Bremen","Part Time","9","","",""
"No transfer dependency","2006","Bremen","Not Working","39","0.671780346622376","0.552966131308703","0.790594561936049"
"No transfer dependency","2006","North Rhine-Westphalia","Full Time","693","0.456958636268862","0.433081356121555","0.480835916416168"
"No transfer dependency","2006","North Rhine-Westphalia","Part Time","269","0.25712927083119","0.230321074072717","0.283937467589663"
"No transfer dependency","2006","North Rhine-Westphalia","Not Working","1044","0.57991613325897","0.557418841925072","0.602413424592867"
"No transfer dependency","2006","Hesse","Full Time","260","0.456310253323309","0.416288575336971","0.496331931309647"
"No transfer dependency","2006","Hesse","Part Time","105","0.246580175035125","0.201931952118167","0.291228397952082"
"No transfer dependency","2006","Hesse","Not Working","304","0.563117971496352","0.520568455589532","0.605667487403172"
"No transfer dependency","2006","Rhineland-Palatinate,Saarland","Full Time","175","0.406817975035704","0.363008446078658","0.45062750399275"
"No transfer dependency","2006","Rhineland-Palatinate,Saarland","Part Time","84","0.287096212090416","0.237056769948016","0.337135654232816"
"No transfer dependency","2006","Rhineland-Palatinate,Saarland","Not Working","304","0.582489058171226","0.539520513030331","0.625457603312122"
"No transfer dependency","2006","Baden-Württemberg","Full Time","463","0.486223482765412","0.456497359899407","0.515949605631417"
"No transfer dependency","2006","Baden-Württemberg","Part Time","139","0.240057655233166","0.2058246046989","0.274290705767431"
"No transfer dependency","2006","Baden-Württemberg","Not Working","542","0.581218123761911","0.551233753328439","0.611202494195383"
"No transfer dependency","2006","Bavaria","Full Time","536","0.491449635860315","0.463657685825577","0.519241585895054"
"No transfer dependency","2006","Bavaria","Part Time","220","0.322622777761752","0.289920645543426","0.355324909980079"
"No transfer dependency","2006","Bavaria","Not Working","678","0.635164944655243","0.60709765928557","0.663232230024916"
"No transfer dependency","2006","Berlin","Full Time","128","0.444878209779623","0.38919784362665","0.500558575932596"
"No transfer dependency","2006","Berlin","Part Time","44","0.249161941427045","0.185621228692674","0.312702654161416"
"No transfer dependency","2006","Berlin","Not Working","157","0.56040537908321","0.504702774367438","0.616107983798981"
"No transfer dependency","2006","Brandenburg","Full Time","102","0.365169182107293","0.313991019172754","0.416347345041833"
"No transfer dependency","2006","Brandenburg","Part Time","41","0.157084626776475","0.104790797045451","0.209378456507498"
"No transfer dependency","2006","Brandenburg","Not Working","202","0.52014863589428","0.471371907581591","0.56892536420697"
"No transfer dependency","2006","Mecklenburg-Western Pomerania","Full Time","51","0.332711268229858","0.269134636730069","0.396287899729648"
"No transfer dependency","2006","Mecklenburg-Western Pomerania","Part Time","16","","",""
"No transfer dependency","2006","Mecklenburg-Western Pomerania","Not Working","108","0.49689317684868","0.43310301415708","0.56068333954028"
"No transfer dependency","2006","Saxony","Full Time","201","0.361985579343764","0.324369354918258","0.399601803769269"
"No transfer dependency","2006","Saxony","Part Time","59","0.177504236561274","0.133753489098675","0.221254984023873"
"No transfer dependency","2006","Saxony","Not Working","389","0.584969733665636","0.547492231839357","0.622447235491916"
"No transfer dependency","2006","Saxony-Anhalt","Full Time","116","0.393482187001861","0.341858004410688","0.445106369593035"
"No transfer dependency","2006","Saxony-Anhalt","Part Time","29","","",""
"No transfer dependency","2006","Saxony-Anhalt","Not Working","220","0.614509767072313","0.566753240998642","0.662266293145984"
"No transfer dependency","2006","Thuringia","Full Time","108","0.396606537781684","0.344986445321155","0.448226630242213"
"No transfer dependency","2006","Thuringia","Part Time","47","0.25936903733607","0.198165718211391","0.32057235646075"
"No transfer dependency","2006","Thuringia","Not Working","229","0.574983098129581","0.527132562607802","0.622833633651359"
"Very low transfer dependency","2006","Schleswig-Holstein","Full Time","118","0.470823967679246","0.40700591852633","0.534642016832162"
"Very low transfer dependency","2006","Schleswig-Holstein","Part Time","94","0.527812479192777","0.449220301704234","0.60640465668132"
"Very low transfer dependency","2006","Schleswig-Holstein","Not Working","64","0.231385869618145","0.181268734395212","0.281503004841079"
"Very low transfer dependency","2006","Hamburg","Full Time","48","0.298446748491893","0.213703945184039","0.383189551799747"
"Very low transfer dependency","2006","Hamburg","Part Time","37","0.427939049380024","0.304780559022865","0.551097539737184"
"Very low transfer dependency","2006","Hamburg","Not Working","32","0.163082504084546","0.100530575978515","0.225634432190577"
"Very low transfer dependency","2006","Lower Saxony","Full Time","404","0.515736476791063","0.478794066129051","0.552678887453075"
"Very low transfer dependency","2006","Lower Saxony","Part Time","295","0.572794670755444","0.528770109459701","0.616819232051186"
"Very low transfer dependency","2006","Lower Saxony","Not Working","231","0.252647266862691","0.222172338749578","0.283122194975804"
"Very low transfer dependency","2006","Bremen","Full Time","17","","",""
"Very low transfer dependency","2006","Bremen","Part Time","19","","",""
"Very low transfer dependency","2006","Bremen","Not Working","10","","",""
"Very low transfer dependency","2006","North Rhine-Westphalia","Full Time","920","0.497211304415709","0.473245434160321","0.521177174671096"
"Very low transfer dependency","2006","North Rhine-Westphalia","Part Time","601","0.543967664930817","0.513417076392508","0.574518253469127"
"Very low transfer dependency","2006","North Rhine-Westphalia","Not Working","554","0.253952918604148","0.234113024146801","0.273792813061495"
"Very low transfer dependency","2006","Hesse","Full Time","316","0.509078317056315","0.468909594993902","0.549247039118728"
"Very low transfer dependency","2006","Hesse","Part Time","216","0.61648641260167","0.5661179482913","0.666854876912039"
"Very low transfer dependency","2006","Hesse","Not Working","154","0.277305308304084","0.238901935925065","0.315708680683103"
"Very low transfer dependency","2006","Rhineland-Palatinate,Saarland","Full Time","283","0.522520228219665","0.477974755877005","0.567065700562325"
"Very low transfer dependency","2006","Rhineland-Palatinate,Saarland","Part Time","183","0.519464186366542","0.46420252301517","0.574725849717915"
"Very low transfer dependency","2006","Rhineland-Palatinate,Saarland","Not Working","146","0.249472734911568","0.211770454983453","0.287175014839683"
"Very low transfer dependency","2006","Baden-Württemberg","Full Time","591","0.485897385263303","0.456171803311972","0.515622967214633"
"Very low transfer dependency","2006","Baden-Württemberg","Part Time","393","0.629722290934878","0.591020076361481","0.668424505508275"
"Very low transfer dependency","2006","Baden-Württemberg","Not Working","380","0.312077770241232","0.283917779326946","0.340237761155517"
"Very low transfer dependency","2006","Bavaria","Full Time","655","0.467083884743778","0.439348167882786","0.49481960160477"
"Very low transfer dependency","2006","Bavaria","Part Time","461","0.517616077702379","0.482660735858625","0.552571419546134"
"Very low transfer dependency","2006","Bavaria","Not Working","314","0.228994056302075","0.204494972833793","0.253493139770358"
"Very low transfer dependency","2006","Berlin","Full Time","159","0.481695678761062","0.425711389665834","0.53767996785629"
"Very low transfer dependency","2006","Berlin","Part Time","86","0.446083172591445","0.373058723433446","0.519107621749444"
"Very low transfer dependency","2006","Berlin","Not Working","73","0.211501874001452","0.165671266503903","0.257332481499001"
"Very low transfer dependency","2006","Brandenburg","Full Time","217","0.574848517948582","0.522300397201771","0.627396638695393"
"Very low transfer dependency","2006","Brandenburg","Part Time","94","0.516717569912877","0.444901979262937","0.588533160562816"
"Very low transfer dependency","2006","Brandenburg","Not Working","123","0.269968006763836","0.226624637824284","0.313311375703389"
"Very low transfer dependency","2006","Mecklenburg-Western Pomerania","Full Time","140","0.561637254084038","0.494687091438851","0.628587416729225"
"Very low transfer dependency","2006","Mecklenburg-Western Pomerania","Part Time","61","0.362303656849869","0.27367948471826","0.450927828981478"
"Very low transfer dependency","2006","Mecklenburg-Western Pomerania","Not Working","72","0.255537464038377","0.199890586077838","0.311184341998917"
"Very low transfer dependency","2006","Saxony","Full Time","371","0.530410255096414","0.49134599717173","0.569474513021099"
"Very low transfer dependency","2006","Saxony","Part Time","141","0.357849928751976","0.302961219781624","0.412738637722328"
"Very low transfer dependency","2006","Saxony","Not Working","137","0.168651171676731","0.140170490169192","0.197131853184271"
"Very low transfer dependency","2006","Saxony-Anhalt","Full Time","202","0.511932032194657","0.459109991570251","0.564754072819062"
"Very low transfer dependency","2006","Saxony-Anhalt","Part Time","84","0.388960916099036","0.317342359002139","0.460579473195934"
"Very low transfer dependency","2006","Saxony-Anhalt","Not Working","108","0.215609064612432","0.175257401970353","0.255960727254511"
"Very low transfer dependency","2006","Thuringia","Full Time","202","0.467155205730783","0.414508705805404","0.519801705656161"
"Very low transfer dependency","2006","Thuringia","Part Time","87","0.37717147052627","0.309490177938107","0.444852763114432"
"Very low transfer dependency","2006","Thuringia","Not Working","98","0.18630232126495","0.148614864241347","0.223989778288553"
"Low transfer dependency","2006","Schleswig-Holstein","Full Time","11","","",""
"Low transfer dependency","2006","Schleswig-Holstein","Part Time","14","","",""
"Low transfer dependency","2006","Schleswig-Holstein","Not Working","21","","",""
"Low transfer dependency","2006","Hamburg","Full Time","3","","",""
"Low transfer dependency","2006","Hamburg","Part Time","3","","",""
"Low transfer dependency","2006","Hamburg","Not Working","4","","",""
"Low transfer dependency","2006","Lower Saxony","Full Time","32","0.0456683664917856","0.0302361670562878","0.0611005659272833"
"Low transfer dependency","2006","Lower Saxony","Part Time","38","0.0945475932028415","0.0685079352963812","0.120587251109302"
"Low transfer dependency","2006","Lower Saxony","Not Working","37","0.0364660012367062","0.0233198032982134","0.049612199175199"
"Low transfer dependency","2006","Bremen","Full Time","1","","",""
"Low transfer dependency","2006","Bremen","Part Time","3","","",""
"Low transfer dependency","2006","Bremen","Not Working","2","","",""
"Low transfer dependency","2006","North Rhine-Westphalia","Full Time","49","0.0355448629961402","0.0266700462926473","0.0444196796996331"
"Low transfer dependency","2006","North Rhine-Westphalia","Part Time","79","0.101293442500836","0.0827864929627665","0.119800392038905"
"Low transfer dependency","2006","North Rhine-Westphalia","Not Working","89","0.0484817968610073","0.0386919130001159","0.0582716807218988"
"Low transfer dependency","2006","Hesse","Full Time","17","","",""
"Low transfer dependency","2006","Hesse","Part Time","24","","",""
"Low transfer dependency","2006","Hesse","Not Working","35","0.0803551515211837","0.0570350856452662","0.103675217397101"
"Low transfer dependency","2006","Rhineland-Palatinate,Saarland","Full Time","20","","",""
"Low transfer dependency","2006","Rhineland-Palatinate,Saarland","Part Time","25","","",""
"Low transfer dependency","2006","Rhineland-Palatinate,Saarland","Not Working","24","","",""
"Low transfer dependency","2006","Baden-Württemberg","Full Time","28","","",""
"Low transfer dependency","2006","Baden-Württemberg","Part Time","38","0.0774135401286515","0.0559940316155437","0.0988330486417592"
"Low transfer dependency","2006","Baden-Württemberg","Not Working","64","0.0548925356664427","0.041049585217768","0.0687354861151175"
"Low transfer dependency","2006","Bavaria","Full Time","49","0.038486188530283","0.0277921254461856","0.0491802516143804"
"Low transfer dependency","2006","Bavaria","Part Time","67","0.0878877217559815","0.0680815054831277","0.107693938028835"
"Low transfer dependency","2006","Bavaria","Not Working","76","0.0623260024267689","0.0482308608698486","0.0764211439836893"
"Low transfer dependency","2006","Berlin","Full Time","16","","",""
"Low transfer dependency","2006","Berlin","Part Time","20","","",""
"Low transfer dependency","2006","Berlin","Not Working","20","","",""
"Low transfer dependency","2006","Brandenburg","Full Time","15","","",""
"Low transfer dependency","2006","Brandenburg","Part Time","26","","",""
"Low transfer dependency","2006","Brandenburg","Not Working","29","","",""
"Low transfer dependency","2006","Mecklenburg-Western Pomerania","Full Time","13","","",""
"Low transfer dependency","2006","Mecklenburg-Western Pomerania","Part Time","20","","",""
"Low transfer dependency","2006","Mecklenburg-Western Pomerania","Not Working","20","","",""
"Low transfer dependency","2006","Saxony","Full Time","45","0.085727333769713","0.0638138287811414","0.107640838758285"
"Low transfer dependency","2006","Saxony","Part Time","53","0.193473686585731","0.148242862035854","0.238704511135608"
"Low transfer dependency","2006","Saxony","Not Working","59","0.0833990417213562","0.0623692614472771","0.104428821995435"
"Low transfer dependency","2006","Saxony-Anhalt","Full Time","21","","",""
"Low transfer dependency","2006","Saxony-Anhalt","Part Time","27","","",""
"Low transfer dependency","2006","Saxony-Anhalt","Not Working","20","","",""
"Low transfer dependency","2006","Thuringia","Full Time","32","0.119470705833214","0.0852458866185675","0.15369552504786"
"Low transfer dependency","2006","Thuringia","Part Time","33","0.182366734188579","0.128444601013065","0.236288867364093"
"Low transfer dependency","2006","Thuringia","Not Working","32","0.0822249197868266","0.0556344492466737","0.10881539032698"
"High transfer dependency","2006","Schleswig-Holstein","Full Time","2","","",""
"High transfer dependency","2006","Schleswig-Holstein","Part Time","5","","",""
"High transfer dependency","2006","Schleswig-Holstein","Not Working","6","","",""
"High transfer dependency","2006","Hamburg","Full Time","","","",""
"High transfer dependency","2006","Hamburg","Part Time","2","","",""
"High transfer dependency","2006","Hamburg","Not Working","5","","",""
"High transfer dependency","2006","Lower Saxony","Full Time","5","","",""
"High transfer dependency","2006","Lower Saxony","Part Time","19","","",""
"High transfer dependency","2006","Lower Saxony","Not Working","27","","",""
"High transfer dependency","2006","Bremen","Full Time","","","",""
"High transfer dependency","2006","Bremen","Part Time","2","","",""
"High transfer dependency","2006","Bremen","Not Working","5","","",""
"High transfer dependency","2006","North Rhine-Westphalia","Full Time","7","","",""
"High transfer dependency","2006","North Rhine-Westphalia","Part Time","44","0.0457819618621261","0.0329614244421852","0.0586024992820669"
"High transfer dependency","2006","North Rhine-Westphalia","Not Working","55","0.0322684349064854","0.0242137966645285","0.0403230731484422"
"High transfer dependency","2006","Hesse","Full Time","2","","",""
"High transfer dependency","2006","Hesse","Part Time","4","","",""
"High transfer dependency","2006","Hesse","Not Working","9","","",""
"High transfer dependency","2006","Rhineland-Palatinate,Saarland","Full Time","5","","",""
"High transfer dependency","2006","Rhineland-Palatinate,Saarland","Part Time","8","","",""
"High transfer dependency","2006","Rhineland-Palatinate,Saarland","Not Working","9","","",""
"High transfer dependency","2006","Baden-Württemberg","Full Time","4","","",""
"High transfer dependency","2006","Baden-Württemberg","Part Time","22","","",""
"High transfer dependency","2006","Baden-Württemberg","Not Working","25","","",""
"High transfer dependency","2006","Bavaria","Full Time","3","","",""
"High transfer dependency","2006","Bavaria","Part Time","22","","",""
"High transfer dependency","2006","Bavaria","Not Working","29","","",""
"High transfer dependency","2006","Berlin","Full Time","3","","",""
"High transfer dependency","2006","Berlin","Part Time","16","","",""
"High transfer dependency","2006","Berlin","Not Working","18","","",""
"High transfer dependency","2006","Brandenburg","Full Time","5","","",""
"High transfer dependency","2006","Brandenburg","Part Time","9","","",""
"High transfer dependency","2006","Brandenburg","Not Working","16","","",""
"High transfer dependency","2006","Mecklenburg-Western Pomerania","Full Time","6","","",""
"High transfer dependency","2006","Mecklenburg-Western Pomerania","Part Time","12","","",""
"High transfer dependency","2006","Mecklenburg-Western Pomerania","Not Working","17","","",""
"High transfer dependency","2006","Saxony","Full Time","7","","",""
"High transfer dependency","2006","Saxony","Part Time","21","","",""
"High transfer dependency","2006","Saxony","Not Working","24","","",""
"High transfer dependency","2006","Saxony-Anhalt","Full Time","4","","",""
"High transfer dependency","2006","Saxony-Anhalt","Part Time","22","","",""
"High transfer dependency","2006","Saxony-Anhalt","Not Working","11","","",""
"High transfer dependency","2006","Thuringia","Full Time","2","","",""
"High transfer dependency","2006","Thuringia","Part Time","21","","",""
"High transfer dependency","2006","Thuringia","Not Working","18","","",""
"Very high transfer dependency","2006","Schleswig-Holstein","Full Time","1","","",""
"Very high transfer dependency","2006","Schleswig-Holstein","Part Time","6","","",""
"Very high transfer dependency","2006","Schleswig-Holstein","Not Working","11","","",""
"Very high transfer dependency","2006","Hamburg","Full Time","","","",""
"Very high transfer dependency","2006","Hamburg","Part Time","2","","",""
"Very high transfer dependency","2006","Hamburg","Not Working","7","","",""
"Very high transfer dependency","2006","Lower Saxony","Full Time","1","","",""
"Very high transfer dependency","2006","Lower Saxony","Part Time","10","","",""
"Very high transfer dependency","2006","Lower Saxony","Not Working","22","","",""
"Very high transfer dependency","2006","Bremen","Full Time","","","",""
"Very high transfer dependency","2006","Bremen","Part Time","2","","",""
"Very high transfer dependency","2006","Bremen","Not Working","1","","",""
"Very high transfer dependency","2006","North Rhine-Westphalia","Full Time","3","","",""
"Very high transfer dependency","2006","North Rhine-Westphalia","Part Time","28","","",""
"Very high transfer dependency","2006","North Rhine-Westphalia","Not Working","34","0.0220160112646468","0.0153277253980399","0.0287042971312538"
"Very high transfer dependency","2006","Hesse","Full Time","","","",""
"Very high transfer dependency","2006","Hesse","Part Time","9","","",""
"Very high transfer dependency","2006","Hesse","Not Working","5","","",""
"Very high transfer dependency","2006","Rhineland-Palatinate,Saarland","Full Time","","","",""
"Very high transfer dependency","2006","Rhineland-Palatinate,Saarland","Part Time","14","","",""
"Very high transfer dependency","2006","Rhineland-Palatinate,Saarland","Not Working","16","","",""
"Very high transfer dependency","2006","Baden-Württemberg","Full Time","","","",""
"Very high transfer dependency","2006","Baden-Württemberg","Part Time","6","","",""
"Very high transfer dependency","2006","Baden-Württemberg","Not Working","14","","",""
"Very high transfer dependency","2006","Bavaria","Full Time","","","",""
"Very high transfer dependency","2006","Bavaria","Part Time","15","","",""
"Very high transfer dependency","2006","Bavaria","Not Working","18","","",""
"Very high transfer dependency","2006","Berlin","Full Time","","","",""
"Very high transfer dependency","2006","Berlin","Part Time","12","","",""
"Very high transfer dependency","2006","Berlin","Not Working","12","","",""
"Very high transfer dependency","2006","Brandenburg","Full Time","1","","",""
"Very high transfer dependency","2006","Brandenburg","Part Time","16","","",""
"Very high transfer dependency","2006","Brandenburg","Not Working","22","","",""
"Very high transfer dependency","2006","Mecklenburg-Western Pomerania","Full Time","1","","",""
"Very high transfer dependency","2006","Mecklenburg-Western Pomerania","Part Time","4","","",""
"Very high transfer dependency","2006","Mecklenburg-Western Pomerania","Not Working","9","","",""
"Very high transfer dependency","2006","Saxony","Full Time","3","","",""
"Very high transfer dependency","2006","Saxony","Part Time","19","","",""
"Very high transfer dependency","2006","Saxony","Not Working","34","0.0886204780199161","0.0670042094028118","0.11023674663702"
"Very high transfer dependency","2006","Saxony-Anhalt","Full Time","1","","",""
"Very high transfer dependency","2006","Saxony-Anhalt","Part Time","16","","",""
"Very high transfer dependency","2006","Saxony-Anhalt","Not Working","24","","",""
"Very high transfer dependency","2006","Thuringia","Full Time","1","","",""
"Very high transfer dependency","2006","Thuringia","Part Time","9","","",""
"Very high transfer dependency","2006","Thuringia","Not Working","19","","",""
"Complete transfer dependency","2006","Schleswig-Holstein","Full Time","","","",""
"Complete transfer dependency","2006","Schleswig-Holstein","Part Time","","","",""
"Complete transfer dependency","2006","Schleswig-Holstein","Not Working","9","","",""
"Complete transfer dependency","2006","Hamburg","Full Time","","","",""
"Complete transfer dependency","2006","Hamburg","Part Time","","","",""
"Complete transfer dependency","2006","Hamburg","Not Working","3","","",""
"Complete transfer dependency","2006","Lower Saxony","Full Time","","","",""
"Complete transfer dependency","2006","Lower Saxony","Part Time","","","",""
"Complete transfer dependency","2006","Lower Saxony","Not Working","20","","",""
"Complete transfer dependency","2006","Bremen","Full Time","","","",""
"Complete transfer dependency","2006","Bremen","Part Time","","","",""
"Complete transfer dependency","2006","Bremen","Not Working","3","","",""
"Complete transfer dependency","2006","North Rhine-Westphalia","Full Time","","","",""
"Complete transfer dependency","2006","North Rhine-Westphalia","Part Time","","","",""
"Complete transfer dependency","2006","North Rhine-Westphalia","Not Working","73","0.0633647051047429","0.052260471132806","0.0744689390766798"
"Complete transfer dependency","2006","Hesse","Full Time","","","",""
"Complete transfer dependency","2006","Hesse","Part Time","","","",""
"Complete transfer dependency","2006","Hesse","Not Working","15","","",""
"Complete transfer dependency","2006","Rhineland-Palatinate,Saarland","Full Time","","","",""
"Complete transfer dependency","2006","Rhineland-Palatinate,Saarland","Part Time","","","",""
"Complete transfer dependency","2006","Rhineland-Palatinate,Saarland","Not Working","7","","",""
"Complete transfer dependency","2006","Baden-Württemberg","Full Time","","","",""
