"transab_cat","year","hgtyp1hh","regtyp","n","percent","lower_confidence","upper_confidence"
"Very low transfer dependency","2006","Couple + C. GT 16 ","Rural Area","1035","0.688141960702093","0.664588421267159","0.711695500137027"
"Very low transfer dependency","2006","Couple + C. LE and GT 16","Urban Area","886","0.812282106813295","0.788606766804267","0.835957446822323"
"Very low transfer dependency","2006","Couple + C. LE and GT 16","Rural Area","395","0.656570524742973","0.61618178475024","0.696959264735707"
"Low transfer dependency","2006","1-pers.-HH","Urban Area","85","0.0357895125898246","0.0281677733144111","0.0434112518652382"
"Low transfer dependency","2006","1-pers.-HH","Rural Area","42","0.0378130757639651","0.0261529761286247","0.0494731753993055"
"Low transfer dependency","2006","(Married) couple without C. ","Urban Area","157","0.0321379464571203","0.0273857432484835","0.0368901496657571"
"Low transfer dependency","2006","(Married) couple without C. ","Rural Area","110","0.0406976998320914","0.0329831516525062","0.0484122480116766"
"Low transfer dependency","2006","Single parent ","Urban Area","82","0.10874010997559","0.0863704857728947","0.131109734178286"
"Low transfer dependency","2006","Single parent ","Rural Area","44","0.1152548819071","0.0846789408821444","0.145830822932056"
"Low transfer dependency","2006","Couple + C. LE 16 ","Urban Area","245","0.112411536480418","0.100407742333737","0.1244153306271"
"Low transfer dependency","2006","Couple + C. LE 16 ","Rural Area","161","0.139198497374447","0.119605211220389","0.158791783528506"
"Low transfer dependency","2006","Couple + C. GT 16 ","Urban Area","86","0.0498252634998625","0.0408447460818551","0.05880578091787"
"Low transfer dependency","2006","Couple + C. GT 16 ","Rural Area","116","0.075754215077563","0.0623006982296687","0.0892077319254573"
"Low transfer dependency","2006","Couple + C. LE and GT 16","Urban Area","89","0.101374873329411","0.0830751557624909","0.119674590896332"
"Low transfer dependency","2006","Couple + C. LE and GT 16","Rural Area","88","0.181750363976339","0.148949794378951","0.214550933573728"
"High transfer dependency","2006","1-pers.-HH","Urban Area","55","0.0204635146038743","0.0146546575094179","0.0262723716983306"
"High transfer dependency","2006","1-pers.-HH","Rural Area","35","0.0379778423154766","0.0262933670202812","0.049662317610672"
"High transfer dependency","2006","(Married) couple without C. ","Urban Area","42","0.00962476753337918","0.00699404999530091","0.0122554850714574"
"High transfer dependency","2006","(Married) couple without C. ","Rural Area","40","0.0178728040191983","0.0126999760456638","0.0230456319927327"
"High transfer dependency","2006","Single parent ","Urban Area","56","0.0910925030070023","0.0704166810424484","0.111768324971556"
"High transfer dependency","2006","Single parent ","Rural Area","39","0.096084044794643","0.067865751430046","0.12430233815924"
"High transfer dependency","2006","Couple + C. LE 16 ","Urban Area","78","0.0316609234654544","0.0250069235567415","0.0383149233741673"
"High transfer dependency","2006","Couple + C. LE 16 ","Rural Area","48","0.0440579433991706","0.0324416815224576","0.0556742052758836"
"High transfer dependency","2006","Couple + C. GT 16 ","Urban Area","47","0.0297078109570007","0.0227003383072208","0.0367152836067806"
"High transfer dependency","2006","Couple + C. GT 16 ","Rural Area","45","0.0231141859846625","0.0154740710931141","0.030754300876211"
"High transfer dependency","2006","Couple + C. LE and GT 16","Urban Area","36","0.0514041415219126","0.0380157127264884","0.0647925703173369"
"High transfer dependency","2006","Couple + C. LE and GT 16","Rural Area","23","","",""
"Very high transfer dependency","2006","1-pers.-HH","Urban Area","49","0.0267687538787801","0.0201464002172603","0.0333911075403"
"Very high transfer dependency","2006","1-pers.-HH","Rural Area","45","0.0478584390589794","0.0348093089981372","0.0609075691198215"
"Very high transfer dependency","2006","(Married) couple without C. ","Urban Area","29","","",""
"Very high transfer dependency","2006","(Married) couple without C. ","Rural Area","21","","",""
"Very high transfer dependency","2006","Single parent ","Urban Area","60","0.0824700816917058","0.0627040288150971","0.102236134568314"
"Very high transfer dependency","2006","Single parent ","Rural Area","38","0.114981558220424","0.0844371767700339","0.145525939670813"
"Very high transfer dependency","2006","Couple + C. LE 16 ","Urban Area","43","0.0194965780319008","0.0142423244896629","0.0247508315741386"
"Very high transfer dependency","2006","Couple + C. LE 16 ","Rural Area","52","0.0527853235702073","0.0401286580588513","0.0654419890815634"
"Very high transfer dependency","2006","Couple + C. GT 16 ","Urban Area","31","0.0230816774664678","0.0168838764413651","0.0292794784915706"
"Very high transfer dependency","2006","Couple + C. GT 16 ","Rural Area","14","","",""
"Very high transfer dependency","2006","Couple + C. LE and GT 16","Urban Area","16","","",""
"Very high transfer dependency","2006","Couple + C. LE and GT 16","Rural Area","14","","",""
"Complete transfer dependency","2006","1-pers.-HH","Urban Area","63","0.0340074739985025","0.0265710466147421","0.041443901382263"
"Complete transfer dependency","2006","1-pers.-HH","Rural Area","34","0.03648834879896","0.0250264353573214","0.0479502622405986"
"Complete transfer dependency","2006","(Married) couple without C. ","Urban Area","19","","",""
"Complete transfer dependency","2006","(Married) couple without C. ","Rural Area","10","","",""
"Complete transfer dependency","2006","Single parent ","Urban Area","41","0.0480029032046373","0.0326421260986451","0.0633636803106296"
"Complete transfer dependency","2006","Single parent ","Rural Area","17","","",""
"Complete transfer dependency","2006","Couple + C. LE 16 ","Urban Area","34","0.016872774166936","0.0119783074319193","0.0217672409019527"
"Complete transfer dependency","2006","Couple + C. LE 16 ","Rural Area","7","","",""
"Complete transfer dependency","2006","Couple + C. GT 16 ","Urban Area","6","","",""
"Complete transfer dependency","2006","Couple + C. GT 16 ","Rural Area","3","","",""
"Complete transfer dependency","2006","Couple + C. LE and GT 16","Urban Area","13","","",""
"Complete transfer dependency","2006","Couple + C. LE and GT 16","Rural Area","9","","",""
"No transfer dependency","2007","1-pers.-HH","Urban Area","1656","0.774273290100117","0.756581447886682","0.791965132313553"
"No transfer dependency","2007","1-pers.-HH","Rural Area","727","0.737774274648269","0.710430762280869","0.76511778701567"
"No transfer dependency","2007","(Married) couple without C. ","Urban Area","3797","0.784482567057399","0.772982616445771","0.795982517669028"
"No transfer dependency","2007","(Married) couple without C. ","Rural Area","1755","0.717678888952004","0.699711447070528","0.73564633083348"
"No transfer dependency","2007","Single parent ","Urban Area","91","0.103003272771439","0.080629155263122","0.125377390279756"
"No transfer dependency","2007","Single parent ","Rural Area","61","0.148086226263365","0.114036384099461","0.182136068427268"
"No transfer dependency","2007","Couple + C. LE 16 ","Urban Area","45","0.016945624995051","0.0118317669050375","0.0220594830850646"
"No transfer dependency","2007","Couple + C. LE 16 ","Rural Area","11","","",""
"No transfer dependency","2007","Couple + C. GT 16 ","Urban Area","366","0.147050705059951","0.132295252066872","0.16180615805303"
"No transfer dependency","2007","Couple + C. GT 16 ","Rural Area","289","0.218983259580976","0.19733566162328","0.240630857538672"
"No transfer dependency","2007","Couple + C. LE and GT 16","Urban Area","3","","",""
"No transfer dependency","2007","Couple + C. LE and GT 16","Rural Area","1","","",""
"Very low transfer dependency","2007","1-pers.-HH","Urban Area","246","0.109775789116486","0.0965464719896944","0.123005106243277"
"Very low transfer dependency","2007","1-pers.-HH","Rural Area","120","0.118758215325023","0.0986471873219343","0.138869243328111"
"Very low transfer dependency","2007","(Married) couple without C. ","Urban Area","877","0.161734966343873","0.151436898215","0.172033034472746"
"Very low transfer dependency","2007","(Married) couple without C. ","Rural Area","475","0.197112370988038","0.181232981179039","0.212991760797036"
"Very low transfer dependency","2007","Single parent ","Urban Area","373","0.538490614240292","0.50179583229256","0.575185396188025"
"Very low transfer dependency","2007","Single parent ","Rural Area","195","0.459620691241113","0.41184476763226","0.507396614849967"
"Very low transfer dependency","2007","Couple + C. LE 16 ","Urban Area","2106","0.839369592821957","0.824820979452393","0.85391820619152"
"Very low transfer dependency","2007","Couple + C. LE 16 ","Rural Area","862","0.784240848054057","0.759809721465391","0.808671974642724"
"Very low transfer dependency","2007","Couple + C. GT 16 ","Urban Area","1674","0.736146871396287","0.717784839246028","0.754508903546546"
"Very low transfer dependency","2007","Couple + C. GT 16 ","Rural Area","957","0.681638072423146","0.657253700892455","0.706022443953838"
"Very low transfer dependency","2007","Couple + C. LE and GT 16","Urban Area","817","0.765305823353625","0.738662792700775","0.791948854006474"
"Very low transfer dependency","2007","Couple + C. LE and GT 16","Rural Area","397","0.755935370020435","0.717825897642639","0.79404484239823"
"Low transfer dependency","2007","1-pers.-HH","Urban Area","79","0.0360891696915048","0.0281961839569168","0.0439821554260927"
"Low transfer dependency","2007","1-pers.-HH","Rural Area","42","0.0398103695815148","0.0276560259901262","0.0519647131729033"
"Low transfer dependency","2007","(Married) couple without C. ","Urban Area","133","0.0346502844827687","0.0295351287240375","0.0397654402414999"
"Low transfer dependency","2007","(Married) couple without C. ","Rural Area","110","0.0482418627853274","0.0396887377742304","0.0567949877964243"
"Low transfer dependency","2007","Single parent ","Urban Area","84","0.112653602149889","0.0893810447424208","0.135926159557356"
"Low transfer dependency","2007","Single parent ","Rural Area","67","0.137537419881512","0.104520198836099","0.170554640926925"
"Low transfer dependency","2007","Couple + C. LE 16 ","Urban Area","171","0.0795239046224748","0.0688041162564892","0.0902436929884604"
"Low transfer dependency","2007","Couple + C. LE 16 ","Rural Area","142","0.11704388605443","0.0979507144217188","0.136137057687142"
"Low transfer dependency","2007","Couple + C. GT 16 ","Urban Area","91","0.0527024160865826","0.0433931410468105","0.0620116911263546"
"Low transfer dependency","2007","Couple + C. GT 16 ","Rural Area","114","0.0834390959736039","0.068963396993279","0.0979147949539287"
"Low transfer dependency","2007","Couple + C. LE and GT 16","Urban Area","81","0.102463138967801","0.0833986603028328","0.12152761763277"
"Low transfer dependency","2007","Couple + C. LE and GT 16","Rural Area","70","0.196120064030472","0.160891512428528","0.231348615632416"
"High transfer dependency","2007","1-pers.-HH","Urban Area","52","0.0252748536226757","0.0186325327332178","0.0319171745121337"
"High transfer dependency","2007","1-pers.-HH","Rural Area","24","","",""
"High transfer dependency","2007","(Married) couple without C. ","Urban Area","56","0.00958843025603019","0.00686293937507288","0.0123139211369875"
"High transfer dependency","2007","(Married) couple without C. ","Rural Area","46","0.0229148049190931","0.0169420625182211","0.0288875473199651"
"High transfer dependency","2007","Single parent ","Urban Area","65","0.0951501081276083","0.0735518918412857","0.116748324413931"
"High transfer dependency","2007","Single parent ","Rural Area","36","0.0975365228301035","0.0690946361268636","0.125978409533343"
"High transfer dependency","2007","Couple + C. LE 16 ","Urban Area","62","0.0289335061973759","0.0222921599388185","0.0355748524559334"
"High transfer dependency","2007","Couple + C. LE 16 ","Rural Area","37","0.0472480146929516","0.0346466997871087","0.0598493295987944"
"High transfer dependency","2007","Couple + C. GT 16 ","Urban Area","48","0.0445095175788715","0.0359174633315237","0.0531015718262193"
"High transfer dependency","2007","Couple + C. GT 16 ","Rural Area","22","","",""
"High transfer dependency","2007","Couple + C. LE and GT 16","Urban Area","20","","",""
"High transfer dependency","2007","Couple + C. LE and GT 16","Rural Area","9","","",""
