"transab_cat","year","education","n","percent","lower_confidence","upper_confidence"
"Very high transfer dependency","1995","lower secondary degree","72","0.0129021716418177","0.00985356313940208","0.0159507801442333"
"Very high transfer dependency","1995","secondary school degree","35","0.00788007819725987","0.00492449966356655","0.0108356567309532"
"Very high transfer dependency","1995","college entrance qualification","23","","",""
"Very high transfer dependency","1995","Other degree","30","0.0350187499954699","0.024389617174489","0.0456478828164507"
"Very high transfer dependency","1995","no degree/no degree yet","11","","",""
"Complete transfer dependency","1995","lower secondary degree","37","0.00990882977258614","0.00723312047204813","0.0125845390731242"
"Complete transfer dependency","1995","secondary school degree","18","","",""
"Complete transfer dependency","1995","college entrance qualification","10","","",""
"Complete transfer dependency","1995","Other degree","32","0.0622552879932396","0.0482845768977095","0.0762259990887697"
"Complete transfer dependency","1995","no degree/no degree yet","18","","",""
"No transfer dependency","1996","lower secondary degree","2623","0.596870893816532","0.583459588160605","0.610282199472458"
"No transfer dependency","1996","secondary school degree","1188","0.453901137423432","0.437314300956445","0.47048797389042"
"No transfer dependency","1996","college entrance qualification","705","0.472942299609437","0.449973254688589","0.495911344530285"
"No transfer dependency","1996","Other degree","316","0.346724752583634","0.318101013949722","0.375348491217547"
"No transfer dependency","1996","no degree/no degree yet","178","0.194327296776883","0.166700456820491","0.221954136733274"
"Very low transfer dependency","1996","lower secondary degree","1923","0.307516371974117","0.294899617304515","0.32013312664372"
"Very low transfer dependency","1996","secondary school degree","1887","0.457612982789413","0.441015160790788","0.474210804788038"
"Very low transfer dependency","1996","college entrance qualification","987","0.471457475452303","0.448492234475822","0.494422716428784"
"Very low transfer dependency","1996","Other degree","591","0.485213983564289","0.45515558370057","0.515272383428007"
"Very low transfer dependency","1996","no degree/no degree yet","489","0.669214812870378","0.636364403832209","0.702065221908546"
"Low transfer dependency","1996","lower secondary degree","315","0.0492797216755472","0.0433617990317445","0.0551976443193499"
"Low transfer dependency","1996","secondary school degree","272","0.0588183803145925","0.0509797435413774","0.0666570170878076"
"Low transfer dependency","1996","college entrance qualification","83","0.031942524815708","0.0238525910081719","0.0400324586232441"
"Low transfer dependency","1996","Other degree","82","0.0677821337000203","0.0526638614594342","0.0829004059406064"
"Low transfer dependency","1996","no degree/no degree yet","61","0.0595977495259262","0.043068362730884","0.0761271363209683"
"High transfer dependency","1996","lower secondary degree","151","0.023615739629619","0.0194640971876324","0.0277673820716056"
"High transfer dependency","1996","secondary school degree","76","0.0191908663052721","0.0146201229972978","0.0237616096132465"
"High transfer dependency","1996","college entrance qualification","17","","",""
"High transfer dependency","1996","Other degree","24","","",""
"High transfer dependency","1996","no degree/no degree yet","25","","",""
"Very high transfer dependency","1996","lower secondary degree","91","0.0145475482985765","0.0112739791189261","0.0178211174782269"
"Very high transfer dependency","1996","secondary school degree","22","","",""
"Very high transfer dependency","1996","college entrance qualification","16","","",""
"Very high transfer dependency","1996","Other degree","22","","",""
"Very high transfer dependency","1996","no degree/no degree yet","23","","",""
"Complete transfer dependency","1996","lower secondary degree","36","0.00816972460560849","0.00570861377756203","0.0106308354336549"
"Complete transfer dependency","1996","secondary school degree","16","","",""
"Complete transfer dependency","1996","college entrance qualification","7","","",""
"Complete transfer dependency","1996","Other degree","27","","",""
"Complete transfer dependency","1996","no degree/no degree yet","12","","",""
"No transfer dependency","1997","lower secondary degree","2508","0.570178075692595","0.556610030913673","0.583746120471518"
"No transfer dependency","1997","secondary school degree","1118","0.418969975377503","0.40259143718386","0.435348513571146"
"No transfer dependency","1997","college entrance qualification","734","0.45244937445518","0.430208969382408","0.474689779527951"
"No transfer dependency","1997","Other degree","290","0.312000846980723","0.283413467534385","0.340588226427061"
"No transfer dependency","1997","no degree/no degree yet","175","0.194564182271835","0.167285665899707","0.221842698643963"
"Very low transfer dependency","1997","lower secondary degree","1970","0.316835098754138","0.304084013625314","0.329586183882962"
"Very low transfer dependency","1997","secondary school degree","1904","0.471743518109751","0.455172095698978","0.488314940520524"
"Very low transfer dependency","1997","college entrance qualification","1046","0.481617046997486","0.459290485738753","0.50394360825622"
"Very low transfer dependency","1997","Other degree","525","0.474829872748474","0.444017756192729","0.505641989304219"
"Very low transfer dependency","1997","no degree/no degree yet","501","0.64938447878457","0.616503832049717","0.682265125519423"
"Low transfer dependency","1997","lower secondary degree","364","0.0584274719608093","0.0519990679056249","0.0648558760159937"
"Low transfer dependency","1997","secondary school degree","315","0.0690709891442801","0.0606533458210976","0.0774886324674627"
"Low transfer dependency","1997","college entrance qualification","92","0.0405339317128237","0.0317220281999573","0.0493458352256901"
"Low transfer dependency","1997","Other degree","115","0.101498893956145","0.082865478347248","0.120132309565043"
"Low transfer dependency","1997","no degree/no degree yet","80","0.0811326485548408","0.0623179152174707","0.0999473818922108"
"High transfer dependency","1997","lower secondary degree","144","0.0269682404549187","0.0225285004012349","0.0314079805086026"
"High transfer dependency","1997","secondary school degree","84","0.0218551172981381","0.0170015331436617","0.0267087014526146"
"High transfer dependency","1997","college entrance qualification","34","0.0129032879366652","0.00786044311626638","0.0179461327570641"
"High transfer dependency","1997","Other degree","28","","",""
"High transfer dependency","1997","no degree/no degree yet","23","","",""
"Very high transfer dependency","1997","lower secondary degree","89","0.0180060386133191","0.0143615950746878","0.0216504821519504"
"Very high transfer dependency","1997","secondary school degree","50","0.012201956120191","0.00855749593549883","0.0158464163048832"
"Very high transfer dependency","1997","college entrance qualification","13","","",""
"Very high transfer dependency","1997","Other degree","23","","",""
"Very high transfer dependency","1997","no degree/no degree yet","18","","",""
"Complete transfer dependency","1997","lower secondary degree","39","0.00958507452421918","0.00691468838957117","0.0122554606588672"
"Complete transfer dependency","1997","secondary school degree","15","","",""
"Complete transfer dependency","1997","college entrance qualification","5","","",""
"Complete transfer dependency","1997","Other degree","28","","",""
"Complete transfer dependency","1997","no degree/no degree yet","12","","",""
"No transfer dependency","1998","lower secondary degree","2841","0.584251916262025","0.57133437937231","0.597169453151741"
"No transfer dependency","1998","secondary school degree","1223","0.408725350414668","0.393154374786014","0.424296326043323"
"No transfer dependency","1998","college entrance qualification","843","0.453214803183644","0.432380010054249","0.474049596313039"
"No transfer dependency","1998","Other degree","280","0.313009446560913","0.284138211093872","0.341880682027955"
"No transfer dependency","1998","no degree/no degree yet","140","0.177169364288522","0.150761099960788","0.203577628616257"
"Very low transfer dependency","1998","lower secondary degree","2091","0.313811510541007","0.301649072001226","0.325973949080788"
"Very low transfer dependency","1998","secondary school degree","2139","0.491908453504662","0.476073436448258","0.507743470561066"
"Very low transfer dependency","1998","college entrance qualification","1164","0.471438614115031","0.45054617875598","0.492331049474081"
"Very low transfer dependency","1998","Other degree","521","0.475075953504199","0.443984500240369","0.506167406768029"
"Very low transfer dependency","1998","no degree/no degree yet","518","0.660357067867736","0.627601055654404","0.693113080081067"
"Low transfer dependency","1998","lower secondary degree","379","0.0523461290039289","0.0465085648598732","0.0581836931479846"
"Low transfer dependency","1998","secondary school degree","312","0.0624631972114028","0.0547982057516543","0.0701281886711513"
"Low transfer dependency","1998","college entrance qualification","116","0.0418143787180843","0.0334368403774405","0.0501919170587281"
"Low transfer dependency","1998","Other degree","112","0.102083985197736","0.0832341338147899","0.120933836580682"
"Low transfer dependency","1998","no degree/no degree yet","76","0.0765838885524839","0.0581906692410781","0.0949771078638896"
"High transfer dependency","1998","lower secondary degree","135","0.021066597278401","0.0173026955147968","0.0248304990420052"
"High transfer dependency","1998","secondary school degree","77","0.0157788179397957","0.0118316191934692","0.0197260166861221"
"High transfer dependency","1998","college entrance qualification","33","0.0133523329649561","0.00854849446212014","0.0181561714677921"
"High transfer dependency","1998","Other degree","34","0.0368375792026309","0.0251100487353471","0.0485651096699147"
"High transfer dependency","1998","no degree/no degree yet","27","","",""
"Very high transfer dependency","1998","lower secondary degree","93","0.0165288274237153","0.013187135958246","0.0198705188891845"
"Very high transfer dependency","1998","secondary school degree","54","0.0134322838246508","0.00978605611083288","0.0170785115384687"
"Very high transfer dependency","1998","college entrance qualification","26","","",""
"Very high transfer dependency","1998","Other degree","18","","",""
"Very high transfer dependency","1998","no degree/no degree yet","26","","",""
"Complete transfer dependency","1998","lower secondary degree","53","0.0119950194909222","0.0091417384177075","0.014848300564137"
"Complete transfer dependency","1998","secondary school degree","24","","",""
"Complete transfer dependency","1998","college entrance qualification","11","","",""
"Complete transfer dependency","1998","Other degree","26","","",""
"Complete transfer dependency","1998","no degree/no degree yet","16","","",""
"No transfer dependency","1999","lower secondary degree","2813","0.590704754980177","0.577675537998128","0.603733971962226"
"No transfer dependency","1999","secondary school degree","1231","0.405133298926224","0.389530815567524","0.420735782284924"
"No transfer dependency","1999","college entrance qualification","853","0.441188179422726","0.420510302222054","0.461866056623399"
"No transfer dependency","1999","Other degree","285","0.388754638361598","0.357203938057648","0.420305338665548"
"No transfer dependency","1999","no degree/no degree yet","142","0.18889194556536","0.16120891973654","0.21657497139418"
"Very low transfer dependency","1999","lower secondary degree","2058","0.318436252594951","0.306091589925065","0.330780915264837"
"Very low transfer dependency","1999","secondary school degree","2114","0.491277900037174","0.475389182490542","0.507166617583806"
"Very low transfer dependency","1999","college entrance qualification","1197","0.497543980711292","0.476721810578992","0.518366150843591"
"Very low transfer dependency","1999","Other degree","479","0.458341828987098","0.426092489849595","0.4905911681246"
"Very low transfer dependency","1999","no degree/no degree yet","487","0.657078187927091","0.623506470316233","0.690649905537949"
"Low transfer dependency","1999","lower secondary degree","330","0.0440022468200379","0.0385674839982831","0.0494370096417927"
"Low transfer dependency","1999","secondary school degree","321","0.069064070848859","0.0610052609529326","0.0771228807447853"
"Low transfer dependency","1999","college entrance qualification","105","0.0400571232028017","0.031890851996429","0.0482233944091744"
"Low transfer dependency","1999","Other degree","104","0.0939415090629347","0.0750585389103315","0.112824479215538"
"Low transfer dependency","1999","no degree/no degree yet","85","0.0911154266612878","0.0707629247758104","0.111467928546765"
"High transfer dependency","1999","lower secondary degree","138","0.0204592321082479","0.0167080283380578","0.024210435878438"
"High transfer dependency","1999","secondary school degree","82","0.0180371974223949","0.0138074252460445","0.0222669695987453"
"High transfer dependency","1999","college entrance qualification","38","0.0125608003541417","0.0079228610143645","0.0171987396939189"
"High transfer dependency","1999","Other degree","14","","",""
"High transfer dependency","1999","no degree/no degree yet","30","0.0338453891211627","0.0210562723650468","0.0466345058772785"
"Very high transfer dependency","1999","lower secondary degree","82","0.0138351399356714","0.0107399929836806","0.0169302868876622"
"Very high transfer dependency","1999","secondary school degree","39","0.0113230169485546","0.00796027749864139","0.0146857563984679"
"Very high transfer dependency","1999","college entrance qualification","14","","",""
"Very high transfer dependency","1999","Other degree","16","","",""
"Very high transfer dependency","1999","no degree/no degree yet","14","","",""
"Complete transfer dependency","1999","lower secondary degree","50","0.0125623735609149","0.00961112749282505","0.0155136196290047"
"Complete transfer dependency","1999","secondary school degree","16","","",""
"Complete transfer dependency","1999","college entrance qualification","8","","",""
"Complete transfer dependency","1999","Other degree","19","","",""
"Complete transfer dependency","1999","no degree/no degree yet","10","","",""
"No transfer dependency","2000","lower secondary degree","5467","0.616384775703442","0.606791578247925","0.625977973158959"
"No transfer dependency","2000","secondary school degree","2406","0.422217617074106","0.41057208353874","0.433863150609472"
"No transfer dependency","2000","college entrance qualification","1924","0.475685171551054","0.461436348957268","0.48993399414484"
"No transfer dependency","2000","Other degree","469","0.345695304990024","0.321707175953477","0.369683434026571"
"No transfer dependency","2000","no degree/no degree yet","161","0.220612177873355","0.193656038184998","0.247568317561712"
"Very low transfer dependency","2000","lower secondary degree","3473","0.304770842926758","0.295689706261182","0.313851979592335"
"Very low transfer dependency","2000","secondary school degree","3681","0.473856127588899","0.462083197196066","0.485629057981732"
"Very low transfer dependency","2000","college entrance qualification","2487","0.466239941580344","0.452006796497929","0.480473086662759"
"Very low transfer dependency","2000","Other degree","728","0.436813670730286","0.411796754149848","0.461830587310725"
"Very low transfer dependency","2000","no degree/no degree yet","573","0.601010723248208","0.569176968091727","0.63284447840469"
"Low transfer dependency","2000","lower secondary degree","532","0.0446587437738984","0.0405837961368402","0.0487336914109565"
"Low transfer dependency","2000","secondary school degree","566","0.0664356899602893","0.0605637458623562","0.0723076340582224"
"Low transfer dependency","2000","college entrance qualification","197","0.0350652931383767","0.0298170879894038","0.0403134982873496"
"Low transfer dependency","2000","Other degree","164","0.10135835703918","0.0861359732077835","0.116580740870576"
"Low transfer dependency","2000","no degree/no degree yet","87","0.0865048406016643","0.0682305940629577","0.104779087140371"
"High transfer dependency","2000","lower secondary degree","173","0.0137280090407803","0.0114324332138735","0.016023584867687"
"High transfer dependency","2000","secondary school degree","143","0.0199827179483334","0.0166831793457591","0.0232822565509077"
"High transfer dependency","2000","college entrance qualification","61","0.0119603782134625","0.0088587999860124","0.0150619564409127"
"High transfer dependency","2000","Other degree","52","0.0375320318069731","0.0279456704075153","0.0471183932064309"
"High transfer dependency","2000","no degree/no degree yet","38","0.0342379873941294","0.0224169573082822","0.0460590174799765"
"Very high transfer dependency","2000","lower secondary degree","136","0.012140905222377","0.00998036403254085","0.0143014464122133"
"Very high transfer dependency","2000","secondary school degree","73","0.0108439565689872","0.00840201450197666","0.0132858986359977"
"Very high transfer dependency","2000","college entrance qualification","36","0.00790014740785681","0.0053742343832455","0.0104260604324681"
"Very high transfer dependency","2000","Other degree","38","0.036198014801903","0.0267770386968122","0.0456189909069938"
"Very high transfer dependency","2000","no degree/no degree yet","21","","",""
"Complete transfer dependency","2000","lower secondary degree","89","0.0083167233327437","0.00652507761199505","0.0101083690534923"
"Complete transfer dependency","2000","secondary school degree","41","0.00666389085938499","0.0047455705857749","0.00858221113299508"
"Complete transfer dependency","2000","college entrance qualification","14","","",""
"Complete transfer dependency","2000","Other degree","59","0.042402620631634","0.032239023523569","0.052566217739699"
"Complete transfer dependency","2000","no degree/no degree yet","29","","",""
"No transfer dependency","2001","lower secondary degree","4546","0.593036672950503","0.58269103170856","0.603382314192445"
"No transfer dependency","2001","secondary school degree","2033","0.400728793554027","0.388669059922476","0.412788527185578"
"No transfer dependency","2001","college entrance qualification","1701","0.463046489928928","0.448306408245313","0.477786571612544"
"No transfer dependency","2001","Other degree","387","0.317525357546631","0.292665607376082","0.342385107717179"
"No transfer dependency","2001","no degree/no degree yet","118","0.179709198462274","0.153928340391647","0.205490056532901"
"Very low transfer dependency","2001","lower secondary degree","3261","0.323955579821406","0.314100291144626","0.333810868498186"
"Very low transfer dependency","2001","secondary school degree","3516","0.494045946191472","0.48174212686036","0.506349765522583"
"Very low transfer dependency","2001","college entrance qualification","2403","0.47968265071754","0.464914354039823","0.494450947395258"
"Very low transfer dependency","2001","Other degree","682","0.462138437232617","0.43551368386061","0.488763190604625"
"Very low transfer dependency","2001","no degree/no degree yet","579","0.639051251006743","0.606802053743578","0.671300448269908"
"Low transfer dependency","2001","lower secondary degree","480","0.0436170299994491","0.0393158960948072","0.0479181639040909"
"Low transfer dependency","2001","secondary school degree","533","0.0665637672881003","0.0604295096908676","0.0726980248853331"
"Low transfer dependency","2001","college entrance qualification","183","0.0319912259072127","0.0267891781206788","0.0371932736937466"
"Low transfer dependency","2001","Other degree","167","0.11425482585259","0.0972662893795165","0.131243362325664"
"Low transfer dependency","2001","no degree/no degree yet","89","0.101137457710558","0.0808918437617235","0.121383071659392"
"High transfer dependency","2001","lower secondary degree","176","0.0166866599102291","0.013989108848249","0.0193842109722091"
"High transfer dependency","2001","secondary school degree","131","0.0171549489719563","0.0139594551797396","0.0203504427641731"
"High transfer dependency","2001","college entrance qualification","52","0.0121221976050262","0.00888729252288139","0.0153571026871711"
"High transfer dependency","2001","Other degree","39","0.0345092329255607","0.0247614464239932","0.0442570194271281"
"High transfer dependency","2001","no degree/no degree yet","36","0.0420671755600907","0.0285878706286648","0.0555464804915166"
"Very high transfer dependency","2001","lower secondary degree","126","0.0142515477367882","0.0117554989526664","0.01674759652091"
"Very high transfer dependency","2001","secondary school degree","86","0.0147205115891805","0.0117567592624146","0.0176842639159464"
"Very high transfer dependency","2001","college entrance qualification","42","0.00943627314898961","0.00657828310633387","0.0122942631916454"
"Very high transfer dependency","2001","Other degree","34","0.0339480929705306","0.0242770744347298","0.0436191115063314"
"Very high transfer dependency","2001","no degree/no degree yet","19","","",""
"Complete transfer dependency","2001","lower secondary degree","73","0.00845250958162535","0.00652459140896046","0.0103804277542902"
"Complete transfer dependency","2001","secondary school degree","44","0.00678603240526396","0.00476566613632572","0.0088063986742022"
"Complete transfer dependency","2001","college entrance qualification","15","","",""
"Complete transfer dependency","2001","Other degree","38","0.0376240534720708","0.0274622810479208","0.0477858258962208"
"Complete transfer dependency","2001","no degree/no degree yet","11","","",""
"No transfer dependency","2002","lower secondary degree","4410","0.590528699361475","0.579909401647937","0.601147997075013"
"No transfer dependency","2002","secondary school degree","2198","0.397251755261617","0.38545449651875","0.409049014004485"
"No transfer dependency","2002","college entrance qualification","2097","0.473643765011075","0.460481522992388","0.486806007029762"
"No transfer dependency","2002","Other degree","403","0.319615550229238","0.294168094007201","0.345063006451275"
"No transfer dependency","2002","no degree/no degree yet","120","0.188770515026066","0.163147334869194","0.214393695182938"
"Very low transfer dependency","2002","lower secondary degree","3045","0.319655783546547","0.309584862530134","0.329726704562959"
"Very low transfer dependency","2002","secondary school degree","3680","0.482611760023722","0.470564523364071","0.494658996683373"
"Very low transfer dependency","2002","college entrance qualification","3119","0.45516275062728","0.442035286918778","0.468290214335782"
"Very low transfer dependency","2002","Other degree","666","0.481272465030215","0.454006655640512","0.508538274419917"
"Very low transfer dependency","2002","no degree/no degree yet","626","0.592887204224764","0.560718208628067","0.625056199821461"
"Low transfer dependency","2002","lower secondary degree","441","0.0467218627888367","0.042164291722966","0.0512794338547074"
"Low transfer dependency","2002","secondary school degree","460","0.0715039106819314","0.065291857688229","0.0777159636756339"
"Low transfer dependency","2002","college entrance qualification","207","0.0418783561340383","0.0365979270769597","0.047158785191117"
"Low transfer dependency","2002","Other degree","117","0.0957945166268054","0.0797340880914148","0.111854945162196"
"Low transfer dependency","2002","no degree/no degree yet","83","0.108683209136005","0.0883038108555811","0.129062607416428"
"High transfer dependency","2002","lower secondary degree","165","0.0210138349908795","0.0179163836394288","0.0241112863423302"
"High transfer dependency","2002","secondary school degree","153","0.0265763481642511","0.022698607021177","0.0304540893073252"
"High transfer dependency","2002","college entrance qualification","51","0.0139194227958427","0.0108310416718974","0.0170078039197879"
"High transfer dependency","2002","Other degree","43","0.04372354641109","0.032565127617919","0.054881965204261"
"High transfer dependency","2002","no degree/no degree yet","32","0.0560102644653647","0.0409541976339498","0.0710663312967797"
"Very high transfer dependency","2002","lower secondary degree","98","0.011431312631761","0.00913561316007729","0.0137270121034447"
"Very high transfer dependency","2002","secondary school degree","68","0.0114878165330225","0.00891866350141089","0.0140569695646342"
"Very high transfer dependency","2002","college entrance qualification","36","0.00961680318583704","0.00704415103238046","0.0121894553392936"
"Very high transfer dependency","2002","Other degree","16","","",""
"Very high transfer dependency","2002","no degree/no degree yet","17","","",""
"Complete transfer dependency","2002","lower secondary degree","78","0.0106485066805014","0.00843192765854794","0.0128650857024548"
"Complete transfer dependency","2002","secondary school degree","50","0.0105684093354556","0.00810306313570572","0.0130337555352055"
"Complete transfer dependency","2002","college entrance qualification","18","","",""
"Complete transfer dependency","2002","Other degree","45","0.0479673377219375","0.036305903483138","0.059628771960737"
"Complete transfer dependency","2002","no degree/no degree yet","18","","",""
"No transfer dependency","2003","lower secondary degree","4194","0.586449194330383","0.575555055755356","0.59734333290541"
"No transfer dependency","2003","secondary school degree","2113","0.393089247604535","0.38107291778991","0.405105577419159"
"No transfer dependency","2003","college entrance qualification","2013","0.461255498633858","0.44792016023204","0.474590837035676"
"No transfer dependency","2003","Other degree","395","0.315616781330637","0.289515960459154","0.341717602202119"
"No transfer dependency","2003","no degree/no degree yet","114","0.18714440587679","0.16143351750337","0.212855294250211"
"Very low transfer dependency","2003","lower secondary degree","2843","0.316501821059391","0.306212894907039","0.326790747211744"
"Very low transfer dependency","2003","secondary school degree","3460","0.480041797136951","0.467750786759528","0.492332807514374"
"Very low transfer dependency","2003","college entrance qualification","3036","0.471317656404413","0.457964126127255","0.484671186681572"
"Very low transfer dependency","2003","Other degree","594","0.455589676665157","0.427620829859852","0.483558523470462"
"Very low transfer dependency","2003","no degree/no degree yet","601","0.56483131972373","0.532149204325568","0.597513435121892"
"Low transfer dependency","2003","lower secondary degree","445","0.0483152136017335","0.0435716822212346","0.0530587449822324"
"Low transfer dependency","2003","secondary school degree","485","0.0734253143442632","0.0670083893262211","0.0798422393623053"
"Low transfer dependency","2003","college entrance qualification","218","0.0409323163843772","0.035632026444468","0.0462326063242864"
"Low transfer dependency","2003","Other degree","127","0.113476480788676","0.095664078003213","0.13128888357414"
"Low transfer dependency","2003","no degree/no degree yet","94","0.13190204119714","0.109595507732802","0.154208574661477"
"High transfer dependency","2003","lower secondary degree","162","0.0180404766523993","0.0150961630874179","0.0209847902173808"
"High transfer dependency","2003","secondary school degree","140","0.0237303601020446","0.0199857992030527","0.0274749210010365"
"High transfer dependency","2003","college entrance qualification","50","0.0106625233766031","0.00791498310999833","0.0134100636432079"
"High transfer dependency","2003","Other degree","36","0.0360575747302998","0.0255875369091842","0.0465276125514154"
"High transfer dependency","2003","no degree/no degree yet","34","0.0515694069581469","0.0369906396499015","0.0661481742663922"
"Very high transfer dependency","2003","lower secondary degree","102","0.0141680746627923","0.011553686188645","0.0167824631369395"
"Very high transfer dependency","2003","secondary school degree","103","0.0201049076044881","0.0166518432371982","0.0235579719717781"
"Very high transfer dependency","2003","college entrance qualification","33","0.00962745070170411","0.00701530867676287","0.0122395927266453"
"Very high transfer dependency","2003","Other degree","28","","",""
"Very high transfer dependency","2003","no degree/no degree yet","18","","",""
"Complete transfer dependency","2003","lower secondary degree","104","0.0165252196933008","0.0137050937916556","0.019345345594946"
"Complete transfer dependency","2003","secondary school degree","46","0.00960837320771859","0.00720847813744915","0.012008268277988"
"Complete transfer dependency","2003","college entrance qualification","18","","",""
"Complete transfer dependency","2003","Other degree","38","0.046533250285065","0.0347039537883987","0.0583625467817313"
"Complete transfer dependency","2003","no degree/no degree yet","23","","",""
"No transfer dependency","2004","lower secondary degree","4008","0.579629153924602","0.568437558425174","0.59082074942403"
"No transfer dependency","2004","secondary school degree","2052","0.397842869512258","0.385634987700037","0.410050751324479"
"No transfer dependency","2004","college entrance qualification","2019","0.46240454151944","0.449010590729771","0.47579849230911"
"No transfer dependency","2004","Other degree","364","0.3042962345797","0.277976924016534","0.330615545142867"
"No transfer dependency","2004","no degree/no degree yet","92","0.164391354488444","0.140068944038461","0.188713764938427"
"Very low transfer dependency","2004","lower secondary degree","2673","0.311680626811544","0.301179147024252","0.322182106598835"
"Very low transfer dependency","2004","secondary school degree","3349","0.476872671208167","0.464415066917618","0.489330275498717"
"Very low transfer dependency","2004","college entrance qualification","2957","0.456650848142606","0.443269450113044","0.470032246172169"
"Very low transfer dependency","2004","Other degree","574","0.475286005367587","0.446719778583667","0.503852232151506"
"Very low transfer dependency","2004","no degree/no degree yet","652","0.637726744434184","0.606183880975813","0.669269607892555"
"Low transfer dependency","2004","lower secondary degree","425","0.0548075819062748","0.0496472096068549","0.0599679542056947"
"Low transfer dependency","2004","secondary school degree","476","0.0692937425783781","0.0629596714474679","0.0756278137092882"
"Low transfer dependency","2004","college entrance qualification","230","0.0510221326335989","0.0451109115376917","0.0569333537295061"
"Low transfer dependency","2004","Other degree","130","0.108643076432501","0.0908422202616754","0.126443932603327"
"Low transfer dependency","2004","no degree/no degree yet","81","0.118382872712091","0.0971821771149565","0.139583568309225"
"High transfer dependency","2004","lower secondary degree","166","0.0234571488217103","0.0200256499214689","0.0268886477219516"
"High transfer dependency","2004","secondary school degree","134","0.0208665339223491","0.0173014010941367","0.0244316667505616"
"High transfer dependency","2004","college entrance qualification","57","0.0138068548901806","0.0106721386931233","0.0169415710872379"
"High transfer dependency","2004","Other degree","44","0.0371066891779268","0.0262941117453332","0.0479192666105205"
"High transfer dependency","2004","no degree/no degree yet","28","","",""
"Very high transfer dependency","2004","lower secondary degree","112","0.0167540129551998","0.013844025514211","0.0196640003961885"
"Very high transfer dependency","2004","secondary school degree","111","0.0216865541443767","0.0180535667018345","0.0253195415869189"
"Very high transfer dependency","2004","college entrance qualification","46","0.0105211172021804","0.00778014865361832","0.0132620857507425"
"Very high transfer dependency","2004","Other degree","25","","",""
"Very high transfer dependency","2004","no degree/no degree yet","26","","",""
"Complete transfer dependency","2004","lower secondary degree","89","0.0136714755806699","0.0110386681686331","0.0163042829927068"
"Complete transfer dependency","2004","secondary school degree","53","0.0134376286344711","0.0105658351829846","0.0163094220859577"
"Complete transfer dependency","2004","college entrance qualification","14","","",""
"Complete transfer dependency","2004","Other degree","37","0.0358133860057706","0.0251837771627242","0.046442994848817"
"Complete transfer dependency","2004","no degree/no degree yet","13","","",""
"No transfer dependency","2005","lower secondary degree","3830","0.573350249703829","0.561794448383152","0.584906051024506"
"No transfer dependency","2005","secondary school degree","2068","0.396829501850125","0.384380545662545","0.409278458037705"
"No transfer dependency","2005","college entrance qualification","1984","0.452486167602413","0.438847152047448","0.466125183157378"
"No transfer dependency","2005","Other degree","352","0.304796661709166","0.277716725990347","0.331876597427985"
"No transfer dependency","2005","no degree/no degree yet","90","0.148902925345964","0.125527990830047","0.172277859861881"
"Very low transfer dependency","2005","lower secondary degree","2427","0.312029186413154","0.301203961410561","0.322854411415747"
"Very low transfer dependency","2005","secondary school degree","3077","0.468213276825117","0.45551626499317","0.480910288657063"
"Very low transfer dependency","2005","college entrance qualification","2778","0.465664821524747","0.45199614637865","0.479333496670843"
"Very low transfer dependency","2005","Other degree","518","0.453707882328312","0.424420049907645","0.482995714748978"
"Very low transfer dependency","2005","no degree/no degree yet","623","0.618044802489812","0.586142250114688","0.649947354864935"
"Low transfer dependency","2005","lower secondary degree","412","0.0582329520565434","0.0527614008982485","0.0637045032148384"
"Low transfer dependency","2005","secondary school degree","489","0.0770359456188529","0.0702509430018755","0.0838209482358303"
"Low transfer dependency","2005","college entrance qualification","224","0.0495853198649037","0.0436367036499264","0.0555339360798811"
"Low transfer dependency","2005","Other degree","125","0.114260093972003","0.0955452161607639","0.132974971783242"
"Low transfer dependency","2005","no degree/no degree yet","90","0.111494529764615","0.0908280707036286","0.132160988825602"
"High transfer dependency","2005","lower secondary degree","165","0.0237845004905924","0.0202243022405285","0.0273446987406563"
"High transfer dependency","2005","secondary school degree","145","0.0228307925459263","0.0190301563747845","0.0266314287170681"
"High transfer dependency","2005","college entrance qualification","64","0.0146626303986916","0.0113689516032143","0.0179563091941689"
"High transfer dependency","2005","Other degree","48","0.0508738191188075","0.0379468786439589","0.0638007595936562"
"High transfer dependency","2005","no degree/no degree yet","33","0.0517902062825146","0.0372394596765389","0.0663409528884903"
"Very high transfer dependency","2005","lower secondary degree","111","0.0179458615295354","0.0148441301282171","0.0210475929308536"
"Very high transfer dependency","2005","secondary school degree","110","0.0255535851709571","0.0215383053331353","0.0295688650087789"
"Very high transfer dependency","2005","college entrance qualification","50","0.0124400758754798","0.00940285716556447","0.015477294585395"
"Very high transfer dependency","2005","Other degree","32","0.0390430408498126","0.0276481442845475","0.0504379374150777"
"Very high transfer dependency","2005","no degree/no degree yet","31","0.0385628623770208","0.0259197407146906","0.051205984039351"
"Complete transfer dependency","2005","lower secondary degree","92","0.0146572498063454","0.0118493977389064","0.0174651018737845"
"Complete transfer dependency","2005","secondary school degree","44","0.00953689798902238","0.00706384378013861","0.0120099521979062"
"Complete transfer dependency","2005","college entrance qualification","16","","",""
"Complete transfer dependency","2005","Other degree","35","0.0373185020218992","0.0261681131048058","0.0484688909389925"
"Complete transfer dependency","2005","no degree/no degree yet","24","","",""
