"transab_cat","year","age_gr","migback","n","percent","lower_confidence","upper_confidence","value"
"Very high transfer dependency","2002","35-65 y.","direct migration background","28","","","","4"
"Very low transfer dependency","2002","35-65 y.","direct migration background","900","0.493428874119184","0.469507583437334","0.517350164801034","1"
"Very low transfer dependency","2002","35-65 y.","no migration background","6225","0.471084749413177","0.461875576334133","0.48029392249222","1"
"Very low transfer dependency","2002","16-34 y.","indirect migration background","386","0.570864213027176","0.531967162194625","0.609761263859727","1"
"Very low transfer dependency","2002","16-34 y.","direct migration background","442","0.586968943997862","0.550878353667801","0.623059534327923","1"
"Very low transfer dependency","2002","16-34 y.","no migration background","2783","0.51967716331897","0.505399804692422","0.533954521945519","1"
"Very low transfer dependency","2002","66 and older","indirect migration background","2","","","","1"
"Very low transfer dependency","2002","35-65 y.","indirect migration background","84","0.649907919803526","0.566620410220423","0.733195429386629","1"
"Very low transfer dependency","2002","66 and older","no migration background","363","0.100244538953258","0.0899367552067172","0.110552322699798","1"
"Very low transfer dependency","2002","66 and older","direct migration background","65","0.16171380030469","0.123030085839804","0.200397514769575","1"
"Complete transfer dependency","2003","16-34 y.","no migration background","60","0.0178766328577448","0.0139953041334577","0.021757961582032","5"
"Complete transfer dependency","2003","16-34 y.","direct migration background","15","","","","5"
"Complete transfer dependency","2003","16-34 y.","indirect migration background","13","","","","5"
"Complete transfer dependency","2003","35-65 y.","no migration background","96","0.0134714445423121","0.0112964456666722","0.0156464434179521","5"
"Complete transfer dependency","2003","35-65 y.","direct migration background","47","0.0451339472344744","0.0348487220320803","0.0554191724368685","5"
"Complete transfer dependency","2003","35-65 y.","indirect migration background","3","","","","5"
"Complete transfer dependency","2003","66 and older","no migration background","","","","","5"
"Complete transfer dependency","2003","66 and older","direct migration background","4","","","","5"
"Complete transfer dependency","2003","66 and older","indirect migration background","","","","","5"
"High transfer dependency","2003","66 and older","indirect migration background","","","","","3"
"High transfer dependency","2003","66 and older","direct migration background","5","","","","3"
"High transfer dependency","2003","66 and older","no migration background","10","","","","3"
"High transfer dependency","2003","35-65 y.","indirect migration background","2","","","","3"
"High transfer dependency","2003","16-34 y.","no migration background","150","0.0344910477091675","0.0291455777930898","0.0398365176252452","3"
"High transfer dependency","2003","35-65 y.","direct migration background","40","0.0234167097258831","0.0159245245839489","0.0309088948678174","3"
"High transfer dependency","2003","35-65 y.","no migration background","184","0.0195406765223569","0.0169292265481147","0.0221521264965992","3"
"High transfer dependency","2003","16-34 y.","indirect migration background","25","","","","3"
"High transfer dependency","2003","16-34 y.","direct migration background","22","","","","3"
"Low transfer dependency","2003","66 and older","direct migration background","18","","","","2"
"Low transfer dependency","2003","66 and older","no migration background","58","0.0205599513803284","0.0157336590483111","0.0253862437123457","2"
"Low transfer dependency","2003","35-65 y.","direct migration background","169","0.114836314475249","0.0990404886156988","0.1306321403348","2"
"Low transfer dependency","2003","35-65 y.","indirect migration background","8","","","","2"
"Low transfer dependency","2003","35-65 y.","no migration background","614","0.0551643331396287","0.0508570398096179","0.0594716264696395","2"
"Low transfer dependency","2003","16-34 y.","indirect migration background","63","0.102479044486343","0.0785488988667679","0.126409190105919","2"
"Low transfer dependency","2003","16-34 y.","direct migration background","88","0.118090001532564","0.0934509446021135","0.142729058463014","2"
"Low transfer dependency","2003","16-34 y.","no migration background","387","0.084018465579622","0.0758923073207348","0.0921446238385092","2"
"Low transfer dependency","2003","66 and older","indirect migration background","","","","","2"
"No transfer dependency","2003","66 and older","indirect migration background","13","","","","0"
"No transfer dependency","2003","66 and older","direct migration background","268","0.733095992005762","0.687402451413491","0.778789532598034","0"
"No transfer dependency","2003","66 and older","no migration background","2855","0.866526175590469","0.854959659974103","0.878092691206835","0"
"No transfer dependency","2003","35-65 y.","indirect migration background","37","0.287117370043042","0.210516369573645","0.36371837051244","0"
"No transfer dependency","2003","35-65 y.","direct migration background","466","0.309126774435719","0.286230837916508","0.33202271095493","0"
"No transfer dependency","2003","35-65 y.","no migration background","3824","0.422220226148677","0.41290168758162","0.431538764715734","0"
"No transfer dependency","2003","16-34 y.","no migration background","1151","0.301337912540456","0.287897425077049","0.314778400003863","0"
"No transfer dependency","2003","16-34 y.","direct migration background","104","0.168206959190136","0.139648484706605","0.196765433673667","0"
"No transfer dependency","2003","16-34 y.","indirect migration background","148","0.277611002460058","0.242275651632709","0.312946353287406","0"
"Very high transfer dependency","2003","16-34 y.","direct migration background","23","","","","4"
"Very high transfer dependency","2003","16-34 y.","indirect migration background","10","","","","4"
"Very high transfer dependency","2003","16-34 y.","no migration background","94","0.0259587815103981","0.0213009329637931","0.0306166300570032","4"
"Very high transfer dependency","2003","35-65 y.","no migration background","135","0.016693153511699","0.0142759631837295","0.0191103438396686","4"
"Very high transfer dependency","2003","66 and older","direct migration background","2","","","","4"
"Very high transfer dependency","2003","66 and older","indirect migration background","","","","","4"
"Very high transfer dependency","2003","66 and older","no migration background","","","","","4"
"Very high transfer dependency","2003","35-65 y.","indirect migration background","1","","","","4"
"Very high transfer dependency","2003","35-65 y.","direct migration background","27","","","","4"
"Very low transfer dependency","2003","35-65 y.","direct migration background","816","0.482619080583055","0.457862060544679","0.507376100621431","1"
"Very low transfer dependency","2003","35-65 y.","no migration background","5939","0.472910166135327","0.463490646240618","0.482329686030035","1"
"Very low transfer dependency","2003","16-34 y.","indirect migration background","358","0.523677035923349","0.484268705687298","0.563085366159399","1"
"Very low transfer dependency","2003","16-34 y.","direct migration background","407","0.580400984620517","0.542723085049223","0.61807888419181","1"
"Very low transfer dependency","2003","16-34 y.","no migration background","2635","0.536317159802611","0.521709659560693","0.55092466004453","1"
"Very low transfer dependency","2003","66 and older","indirect migration background","1","","","","1"
"Very low transfer dependency","2003","66 and older","direct migration background","63","0.176023618951327","0.136683135289607","0.215364102613047","1"
"Very low transfer dependency","2003","66 and older","no migration background","398","0.108667081312573","0.0980822820161627","0.119251880608982","1"
"Very low transfer dependency","2003","35-65 y.","indirect migration background","83","0.615550904765788","0.533185070735907","0.69791673879567","1"
"Complete transfer dependency","2004","16-34 y.","no migration background","42","0.0135262043406224","0.0100582600126075","0.0169941486686373","5"
"Complete transfer dependency","2004","16-34 y.","direct migration background","15","","","","5"
"Complete transfer dependency","2004","16-34 y.","indirect migration background","10","","","","5"
"Complete transfer dependency","2004","35-65 y.","no migration background","98","0.0148512220979574","0.0125244143383939","0.0171780298575209","5"
"Complete transfer dependency","2004","35-65 y.","direct migration background","42","0.0324468054730375","0.0235188498042824","0.0413747611417927","5"
"Complete transfer dependency","2004","35-65 y.","indirect migration background","6","","","","5"
"Complete transfer dependency","2004","66 and older","no migration background","2","","","","5"
"Complete transfer dependency","2004","66 and older","direct migration background","","","","","5"
"Complete transfer dependency","2004","66 and older","indirect migration background","","","","","5"
"High transfer dependency","2004","66 and older","indirect migration background","","","","","3"
"High transfer dependency","2004","66 and older","direct migration background","4","","","","3"
"High transfer dependency","2004","66 and older","no migration background","11","","","","3"
"High transfer dependency","2004","16-34 y.","no migration background","138","0.0379115479526594","0.0321778524155893","0.0436452434897295","3"
"High transfer dependency","2004","35-65 y.","indirect migration background","4","","","","3"
"High transfer dependency","2004","35-65 y.","direct migration background","44","0.0275617123925224","0.0193124949723761","0.0358109298126687","3"
"High transfer dependency","2004","35-65 y.","no migration background","188","0.0210583634208552","0.0182963918509467","0.0238203349907636","3"
"High transfer dependency","2004","16-34 y.","indirect migration background","29","","","","3"
"High transfer dependency","2004","16-34 y.","direct migration background","22","","","","3"
"Low transfer dependency","2004","35-65 y.","direct migration background","160","0.10269548332811","0.0873996118607986","0.117991354795421","2"
"Low transfer dependency","2004","35-65 y.","indirect migration background","6","","","","2"
"Low transfer dependency","2004","66 and older","no migration background","59","0.0194599000933566","0.0148371117051646","0.0240826884815486","2"
"Low transfer dependency","2004","66 and older","direct migration background","18","","","","2"
"Low transfer dependency","2004","16-34 y.","indirect migration background","56","0.123220508451539","0.0976150282065547","0.148825988696523","2"
"Low transfer dependency","2004","35-65 y.","no migration background","583","0.0565631621146985","0.0521193902942267","0.0610069339351702","2"
"Low transfer dependency","2004","16-34 y.","direct migration background","101","0.14852751143193","0.120306541506283","0.176748481357577","2"
"Low transfer dependency","2004","16-34 y.","no migration background","405","0.0995947261336771","0.0906043356668453","0.108585116600509","2"
"Low transfer dependency","2004","66 and older","indirect migration background","","","","","2"
"No transfer dependency","2004","66 and older","indirect migration background","10","","","","0"
"No transfer dependency","2004","66 and older","direct migration background","269","0.719739612308267","0.673600847767578","0.765878376848957","0"
"No transfer dependency","2004","66 and older","no migration background","2925","0.858221514991116","0.846547885757513","0.86989514422472","0"
"No transfer dependency","2004","35-65 y.","indirect migration background","31","0.211044799466467","0.14574438158178","0.276345217351154","0"
"No transfer dependency","2004","35-65 y.","direct migration background","411","0.286529249562937","0.263746759218537","0.309311739907337","0"
"No transfer dependency","2004","35-65 y.","no migration background","3610","0.416848763599369","0.407364396513005","0.426333130685732","0"
"No transfer dependency","2004","16-34 y.","indirect migration background","127","0.203358185557544","0.172003054945855","0.234713316169233","0"
"No transfer dependency","2004","16-34 y.","direct migration background","84","0.166171626232619","0.136632343663939","0.195710908801298","0"
"No transfer dependency","2004","16-34 y.","no migration background","1116","0.301493293078884","0.287715949585208","0.315270636572561","0"
"Very high transfer dependency","2004","16-34 y.","no migration background","110","0.0277729156638938","0.0228396334126062","0.0327061979151814","4"
"Very high transfer dependency","2004","16-34 y.","direct migration background","22","","","","4"
"Very high transfer dependency","2004","16-34 y.","indirect migration background","17","","","","4"
"Very high transfer dependency","2004","35-65 y.","no migration background","143","0.0175685723499385","0.0150413243896029","0.0200958203102741","4"
"Very high transfer dependency","2004","66 and older","indirect migration background","","","","","4"
"Very high transfer dependency","2004","66 and older","direct migration background","1","","","","4"
"Very high transfer dependency","2004","66 and older","no migration background","2","","","","4"
"Very high transfer dependency","2004","35-65 y.","indirect migration background","4","","","","4"
"Very high transfer dependency","2004","35-65 y.","direct migration background","34","0.0301262677045443","0.0215131795723787","0.0387393558367099","4"
"Very low transfer dependency","2004","16-34 y.","direct migration background","366","0.557073417877458","0.517654448633024","0.596492387121891","1"
"Very low transfer dependency","2004","16-34 y.","indirect migration background","394","0.574001159705195","0.535479336889183","0.612522982521207","1"
"Very low transfer dependency","2004","35-65 y.","no migration background","5759","0.473109916417182","0.463505532021731","0.482714300812632","1"
"Very low transfer dependency","2004","35-65 y.","direct migration background","822","0.520640481538849","0.495467870156012","0.545813092921686","1"
"Very low transfer dependency","2004","16-34 y.","no migration background","2451","0.519701312830263","0.504701909786364","0.534700715874163","1"
"Very low transfer dependency","2004","66 and older","direct migration background","72","0.210381388757377","0.16851073460125","0.252252042913504","1"
"Very low transfer dependency","2004","66 and older","indirect migration background","2","","","","1"
"Very low transfer dependency","2004","66 and older","no migration background","431","0.116456418802066","0.105721550161275","0.127191287442858","1"
"Very low transfer dependency","2004","35-65 y.","indirect migration background","99","0.608966357474968","0.530874424382974","0.687058290566962","1"
"Complete transfer dependency","2005","16-34 y.","no migration background","46","0.0123700981678317","0.00896598282002441","0.015774213515639","5"
"Complete transfer dependency","2005","16-34 y.","direct migration background","16","","","","5"
"Complete transfer dependency","2005","16-34 y.","indirect migration background","18","","","","5"
"Complete transfer dependency","2005","35-65 y.","no migration background","94","0.0147377685741151","0.0123577085721811","0.017117828576049","5"
"Complete transfer dependency","2005","35-65 y.","direct migration background","43","0.0352029006281525","0.0257302153788438","0.0446755858774612","5"
"Complete transfer dependency","2005","35-65 y.","indirect migration background","2","","","","5"
"Complete transfer dependency","2005","66 and older","no migration background","","","","","5"
"Complete transfer dependency","2005","66 and older","direct migration background","","","","","5"
"Complete transfer dependency","2005","66 and older","indirect migration background","","","","","5"
"High transfer dependency","2005","66 and older","indirect migration background","","","","","3"
"High transfer dependency","2005","66 and older","no migration background","12","","","","3"
"High transfer dependency","2005","66 and older","direct migration background","9","","","","3"
"High transfer dependency","2005","35-65 y.","indirect migration background","5","","","","3"
"High transfer dependency","2005","16-34 y.","no migration background","143","0.0376906877492275","0.0318253239454949","0.04355605155296","3"
"High transfer dependency","2005","35-65 y.","direct migration background","57","0.0393875254861013","0.0293893824083945","0.0493856685638082","3"
"High transfer dependency","2005","35-65 y.","no migration background","189","0.0219017327486812","0.0190108757806233","0.0247925897167392","3"
"High transfer dependency","2005","16-34 y.","indirect migration background","30","0.0478765020942293","0.031450435061627","0.0643025691268316","3"
"High transfer dependency","2005","16-34 y.","direct migration background","25","","","","3"
"Low transfer dependency","2005","16-34 y.","indirect migration background","60","0.0822433329057073","0.0611065022674594","0.103380163543955","2"
"Low transfer dependency","2005","35-65 y.","no migration background","591","0.0602553184306302","0.0555553087411032","0.0649553281201572","2"
"Low transfer dependency","2005","35-65 y.","direct migration background","158","0.105159115658831","0.0893916367208265","0.120926594596836","2"
"Low transfer dependency","2005","35-65 y.","indirect migration background","5","","","","2"
"Low transfer dependency","2005","66 and older","no migration background","60","0.0206595414691959","0.0158944435573392","0.0254246393810526","2"
"Low transfer dependency","2005","66 and older","direct migration background","21","","","","2"
"Low transfer dependency","2005","16-34 y.","no migration background","402","0.103442040887735","0.094063002685396","0.112821079090074","2"
"Low transfer dependency","2005","16-34 y.","direct migration background","91","0.186444419312234","0.152676371857302","0.220212466767167","2"
"Low transfer dependency","2005","66 and older","indirect migration background","","","","","2"
"No transfer dependency","2005","16-34 y.","no migration background","1046","0.296485460971538","0.282419842966699","0.310551078976376","0"
"No transfer dependency","2005","16-34 y.","direct migration background","76","0.167458167495552","0.135084355489602","0.199831979501501","0"
"No transfer dependency","2005","16-34 y.","indirect migration background","125","0.17468983001006","0.145477368571004","0.203902291449117","0"
"No transfer dependency","2005","35-65 y.","no migration background","3496","0.406854573321116","0.397151790374421","0.41655735626781","0"
"No transfer dependency","2005","35-65 y.","direct migration background","384","0.272835234508971","0.249940662513867","0.295729806504076","0"
"No transfer dependency","2005","35-65 y.","indirect migration background","38","0.278473211382137","0.207446727256681","0.349499695507593","0"
"No transfer dependency","2005","66 and older","no migration background","2946","0.863654153396219","0.852158450504291","0.875149856288147","0"
"No transfer dependency","2005","66 and older","direct migration background","262","0.715816266953858","0.669734983039088","0.761897550868628","0"
"No transfer dependency","2005","66 and older","indirect migration background","10","","","","0"
"Very high transfer dependency","2005","16-34 y.","no migration background","127","0.0396420406735497","0.033632861535287","0.0456512198118124","4"
"Very high transfer dependency","2005","16-34 y.","direct migration background","18","","","","4"
"Very high transfer dependency","2005","16-34 y.","indirect migration background","19","","","","4"
"Very high transfer dependency","2005","66 and older","indirect migration background","","","","","4"
"Very high transfer dependency","2005","66 and older","direct migration background","6","","","","4"
"Very high transfer dependency","2005","66 and older","no migration background","1","","","","4"
"Very high transfer dependency","2005","35-65 y.","no migration background","135","0.0186867083553428","0.0160120620046978","0.0213613547059878","4"
"Very high transfer dependency","2005","35-65 y.","indirect migration background","2","","","","4"
"Very high transfer dependency","2005","35-65 y.","direct migration background","37","0.0341247739121981","0.0247930626500998","0.0434564851742965","4"
"Very low transfer dependency","2005","16-34 y.","indirect migration background","397","0.640050270333357","0.603122446853352","0.676978093813362","1"
"Very low transfer dependency","2005","35-65 y.","no migration background","5342","0.477563898570115","0.467698186045301","0.487429611094929","1"
"Very low transfer dependency","2005","35-65 y.","direct migration background","775","0.513290449805745","0.487599366715108","0.538981532896382","1"
"Very low transfer dependency","2005","16-34 y.","no migration background","2286","0.510369671550119","0.494974052221534","0.525765290878703","1"
"Very low transfer dependency","2005","16-34 y.","direct migration background","285","0.505260520971423","0.461911069401483","0.548609972541363","1"
"Very low transfer dependency","2005","66 and older","direct migration background","70","0.186250009783229","0.146474309730134","0.226025709836324","1"
"Very low transfer dependency","2005","66 and older","indirect migration background","2","","","","1"
"Very low transfer dependency","2005","66 and older","no migration background","404","0.110787810268073","0.10027319625552","0.121302424280626","1"
"Very low transfer dependency","2005","35-65 y.","indirect migration background","101","0.63829672974952","0.562160756630472","0.714432702868567","1"
"Complete transfer dependency","2006","66 and older","direct migration background","5","","","","5"
"Complete transfer dependency","2006","66 and older","indirect migration background","","","","","5"
"Complete transfer dependency","2006","66 and older","no migration background","1","","","","5"
"Complete transfer dependency","2006","35-65 y.","indirect migration background","5","","","","5"
"Complete transfer dependency","2006","35-65 y.","direct migration background","46","0.0456261750875457","0.0347764847463015","0.0564758654287898","5"
"Complete transfer dependency","2006","35-65 y.","no migration background","110","0.0158834097463334","0.013506697493335","0.0182601219993319","5"
"Complete transfer dependency","2006","16-34 y.","indirect migration background","17","","","","5"
"Complete transfer dependency","2006","16-34 y.","direct migration background","26","","","","5"
"Complete transfer dependency","2006","16-34 y.","no migration background","47","0.0155275136744281","0.011766783537551","0.0192882438113052","5"
"High transfer dependency","2006","66 and older","indirect migration background","","","","","3"
"High transfer dependency","2006","66 and older","direct migration background","7","","","","3"
"High transfer dependency","2006","66 and older","no migration background","12","","","","3"
"High transfer dependency","2006","35-65 y.","direct migration background","63","0.0464813039513412","0.0355353199271359","0.0574272879755465","3"
"High transfer dependency","2006","35-65 y.","indirect migration background","3","","","","3"
"High transfer dependency","2006","16-34 y.","no migration background","190","0.0530642280140139","0.0462458573745599","0.059882598653468","3"
"High transfer dependency","2006","16-34 y.","direct migration background","38","0.0583209777891228","0.0382364746332545","0.0784054809449911","3"
"High transfer dependency","2006","16-34 y.","indirect migration background","37","0.064583257955906","0.0456295416417727","0.0835369742700393","3"
"High transfer dependency","2006","35-65 y.","no migration background","208","0.0229615446741788","0.0201142144520308","0.0258088748963269","3"
"Low transfer dependency","2006","16-34 y.","no migration background","387","0.0991759421284502","0.0900842949406609","0.108267589316239","2"
"Low transfer dependency","2006","16-34 y.","direct migration background","71","0.147236299405991","0.116868099744636","0.177604499067345","2"
"Low transfer dependency","2006","16-34 y.","indirect migration background","72","0.130734277688056","0.104738498154545","0.156730057221567","2"
"Low transfer dependency","2006","35-65 y.","no migration background","593","0.0561763965790674","0.0517991217499695","0.0605536714081652","2"
"Low transfer dependency","2006","35-65 y.","direct migration background","142","0.0945985047683464","0.0793820390562425","0.10981497048045","2"
"Low transfer dependency","2006","35-65 y.","indirect migration background","7","","","","2"
"Low transfer dependency","2006","66 and older","no migration background","54","0.0149205671389515","0.0111941394746885","0.0186469948032145","2"
"Low transfer dependency","2006","66 and older","direct migration background","28","","","","2"
"Low transfer dependency","2006","66 and older","indirect migration background","","","","","2"
"No transfer dependency","2006","16-34 y.","no migration background","1009","0.290698430347345","0.276886441390513","0.304510419304177","0"
"No transfer dependency","2006","16-34 y.","direct migration background","82","0.175597222642237","0.142989100359153","0.208205344925322","0"
"No transfer dependency","2006","16-34 y.","indirect migration background","132","0.209619804518772","0.178231633322639","0.241007975714904","0"
"No transfer dependency","2006","35-65 y.","no migration background","3915","0.408791018248253","0.399445516071445","0.418136520425062","0"
"No transfer dependency","2006","35-65 y.","direct migration background","396","0.300758164063896","0.276914474062614","0.324601854065179","0"
"No transfer dependency","2006","35-65 y.","indirect migration background","42","0.279445168503929","0.213151267257568","0.34573906975029","0"
"No transfer dependency","2006","66 and older","no migration background","3565","0.878416733879359","0.868371695347361","0.888461772411358","0"
"No transfer dependency","2006","66 and older","direct migration background","283","0.648552030412788","0.60147029372125","0.695633767104325","0"
"No transfer dependency","2006","66 and older","indirect migration background","10","","","","0"
"Very high transfer dependency","2006","35-65 y.","no migration background","175","0.021566802269206","0.0188053348292104","0.0243282697092015","4"
"Very high transfer dependency","2006","16-34 y.","indirect migration background","24","","","","4"
"Very high transfer dependency","2006","16-34 y.","direct migration background","27","","","","4"
"Very high transfer dependency","2006","16-34 y.","no migration background","142","0.0426894869189377","0.0365404613306588","0.0488385125072167","4"
"Very high transfer dependency","2006","66 and older","indirect migration background","","","","","4"
"Very high transfer dependency","2006","66 and older","direct migration background","3","","","","4"
"Very high transfer dependency","2006","66 and older","no migration background","5","","","","4"
"Very high transfer dependency","2006","35-65 y.","direct migration background","49","0.0380878138934956","0.0281357813249805","0.0480398464620108","4"
"Very high transfer dependency","2006","35-65 y.","indirect migration background","3","","","","4"
"Very low transfer dependency","2006","16-34 y.","indirect migration background","364","0.53497076058001","0.496508306985691","0.57343321417433","1"
"Very low transfer dependency","2006","16-34 y.","no migration background","2377","0.498844398916825","0.483635833049813","0.514052964783837","1"
"Very low transfer dependency","2006","16-34 y.","direct migration background","279","0.504775041272483","0.461925374855568","0.547624707689397","1"
"Very low transfer dependency","2006","35-65 y.","no migration background","5629","0.474620828482961","0.465128095150187","0.484113561815735","1"
"Very low transfer dependency","2006","35-65 y.","direct migration background","725","0.474448038235375","0.448485137646287","0.500410938824463","1"
"Very low transfer dependency","2006","66 and older","direct migration background","69","0.204078297168486","0.164333239849923","0.243823354487048","1"
"Very low transfer dependency","2006","66 and older","indirect migration background","3","","","","1"
"Very low transfer dependency","2006","66 and older","no migration background","429","0.0993810948398168","0.0901853519109135","0.10857683776872","1"
"Very low transfer dependency","2006","35-65 y.","indirect migration background","116","0.596631824575811","0.524155563628081","0.669108085523542","1"
"Complete transfer dependency","2007","66 and older","direct migration background","1","","","","5"
"Complete transfer dependency","2007","66 and older","indirect migration background","","","","","5"
"Complete transfer dependency","2007","35-65 y.","indirect migration background","3","","","","5"
"Complete transfer dependency","2007","66 and older","no migration background","1","","","","5"
"Complete transfer dependency","2007","35-65 y.","direct migration background","46","0.044310471476152","0.0330677767900133","0.0555531661622907","5"
"Complete transfer dependency","2007","35-65 y.","no migration background","113","0.0154957788283499","0.0130560943052847","0.0179354633514151","5"
"Complete transfer dependency","2007","16-34 y.","indirect migration background","11","","","","5"
"Complete transfer dependency","2007","16-34 y.","direct migration background","13","","","","5"
"Complete transfer dependency","2007","16-34 y.","no migration background","64","0.0226384578683715","0.0179652756235549","0.0273116401131882","5"
"High transfer dependency","2007","66 and older","indirect migration background","","","","","3"
"High transfer dependency","2007","66 and older","direct migration background","7","","","","3"
"High transfer dependency","2007","66 and older","no migration background","20","","","","3"
"High transfer dependency","2007","35-65 y.","indirect migration background","5","","","","3"
"High transfer dependency","2007","35-65 y.","direct migration background","50","0.0486004535983153","0.036852547976673","0.0603483592199576","3"
"High transfer dependency","2007","16-34 y.","indirect migration background","28","","","","3"
"High transfer dependency","2007","35-65 y.","no migration background","201","0.0224391252047338","0.0195136727657488","0.0253645776437187","3"
"High transfer dependency","2007","16-34 y.","no migration background","137","0.0459797498095795","0.039399781927904","0.0525597176912549","3"
"High transfer dependency","2007","16-34 y.","direct migration background","40","0.110186390641145","0.0813200073378186","0.139052773944472","3"
"Low transfer dependency","2007","16-34 y.","indirect migration background","73","0.127343422606352","0.101229574917892","0.153457270294811","2"
"Low transfer dependency","2007","35-65 y.","no migration background","506","0.0515018483874524","0.0471362093146135","0.0558674874602914","2"
"Low transfer dependency","2007","35-65 y.","direct migration background","136","0.116811605882826","0.0992635709001129","0.134359640865539","2"
"Low transfer dependency","2007","35-65 y.","indirect migration background","7","","","","2"
"Low transfer dependency","2007","66 and older","no migration background","67","0.0158184091558368","0.0119507720592571","0.0196860462524166","2"
"Low transfer dependency","2007","16-34 y.","no migration background","365","0.0939414059360455","0.0847756488120479","0.103107163060043","2"
"Low transfer dependency","2007","16-34 y.","direct migration background","61","0.143631100659458","0.11129902687524","0.175963174443675","2"
"Low transfer dependency","2007","66 and older","direct migration background","22","","","","2"
"Low transfer dependency","2007","66 and older","indirect migration background","","","","","2"
"No transfer dependency","2007","66 and older","indirect migration background","10","","","","0"
"No transfer dependency","2007","16-34 y.","no migration background","969","0.304384477720958","0.289928164205747","0.318840791236169","0"
"No transfer dependency","2007","16-34 y.","direct migration background","74","0.182014765712985","0.146443041531978","0.217586489893993","0"
"No transfer dependency","2007","16-34 y.","indirect migration background","127","0.178323842866385","0.148338019788084","0.208309665944687","0"
"No transfer dependency","2007","35-65 y.","no migration background","3596","0.407286564716229","0.397581675029976","0.416991454402483","0"
"No transfer dependency","2007","35-65 y.","direct migration background","346","0.300985242374539","0.275925616034765","0.326044868714312","0"
"No transfer dependency","2007","35-65 y.","indirect migration background","46","0.270918625105764","0.206875921122467","0.33496132908906","0"
"No transfer dependency","2007","66 and older","no migration background","3485","0.871546194595911","0.861174603434713","0.881917785757109","0"
"No transfer dependency","2007","66 and older","direct migration background","291","0.718305834161714","0.673197163092283","0.763414505231145","0"
"Very high transfer dependency","2007","16-34 y.","indirect migration background","33","0.0781333050374266","0.0571094145985397","0.0991571954763134","4"
"Very high transfer dependency","2007","35-65 y.","no migration background","179","0.0225576593973572","0.0196246681523148","0.0254906506423995","4"
"Very high transfer dependency","2007","16-34 y.","direct migration background","18","","","","4"
"Very high transfer dependency","2007","16-34 y.","no migration background","120","0.0343214462450403","0.028601910764323","0.0400409817257576","4"
"Very high transfer dependency","2007","66 and older","indirect migration background","","","","","4"
"Very high transfer dependency","2007","66 and older","direct migration background","3","","","","4"
"Very high transfer dependency","2007","66 and older","no migration background","3","","","","4"
"Very high transfer dependency","2007","35-65 y.","indirect migration background","6","","","","4"
"Very high transfer dependency","2007","35-65 y.","direct migration background","40","0.0387591604229908","0.028213783552876","0.0493045372931055","4"
"Very low transfer dependency","2007","16-34 y.","indirect migration background","354","0.551419824671856","0.512459537397116","0.590380111946596","1"
"Very low transfer dependency","2007","16-34 y.","no migration background","2237","0.498734462420005","0.483026122578282","0.514442802261728","1"
"Very low transfer dependency","2007","35-65 y.","no migration background","5251","0.480719023465877","0.470850207822592","0.490587839109163","1"
"Very low transfer dependency","2007","16-34 y.","direct migration background","246","0.47294976758508","0.426922797522754","0.518976737647405","1"
"Very low transfer dependency","2007","35-65 y.","direct migration background","669","0.450533066245177","0.423350344835609","0.477715787654746","1"
"Very low transfer dependency","2007","66 and older","indirect migration background","1","","","","1"
"Very low transfer dependency","2007","66 and older","no migration background","422","0.104590812388559","0.0951047879883432","0.114076836788776","1"
"Very low transfer dependency","2007","66 and older","direct migration background","58","0.171216754327503","0.133441271751197","0.208992236903809","1"
"Very low transfer dependency","2007","35-65 y.","indirect migration background","118","0.609942503283991","0.539656153356944","0.680228853211039","1"
"Complete transfer dependency","2008","35-65 y.","no migration background","108","0.0194073759504662","0.016589074095043","0.0222256778058895","5"
"Complete transfer dependency","2008","35-65 y.","direct migration background","37","0.0475784405760236","0.0352645055526549","0.0598923755993923","5"
"Complete transfer dependency","2008","35-65 y.","indirect migration background","1","","","","5"
"Complete transfer dependency","2008","66 and older","no migration background","","","","","5"
"Complete transfer dependency","2008","66 and older","direct migration background","3","","","","5"
"Complete transfer dependency","2008","66 and older","indirect migration background","","","","","5"
"Complete transfer dependency","2008","16-34 y.","indirect migration background","14","","","","5"
"Complete transfer dependency","2008","16-34 y.","direct migration background","9","","","","5"
"Complete transfer dependency","2008","16-34 y.","no migration background","45","0.0193470355198822","0.0148198102805327","0.0238742607592317","5"
"High transfer dependency","2008","66 and older","indirect migration background","","","","","3"
"High transfer dependency","2008","66 and older","direct migration background","10","","","","3"
"High transfer dependency","2008","66 and older","no migration background","9","","","","3"
"High transfer dependency","2008","35-65 y.","indirect migration background","9","","","","3"
"High transfer dependency","2008","35-65 y.","direct migration background","49","0.0508363969174568","0.0381296299290629","0.0635431639058506","3"
"High transfer dependency","2008","35-65 y.","no migration background","151","0.0202644481742572","0.0173858462538991","0.0231430500946152","3"
"High transfer dependency","2008","16-34 y.","indirect migration background","31","0.0741712967940742","0.0533417626035407","0.0950008309846076","3"
"High transfer dependency","2008","16-34 y.","no migration background","115","0.0353612287748984","0.0292908855752527","0.0414315719745442","3"
"High transfer dependency","2008","16-34 y.","direct migration background","20","","","","3"
"Low transfer dependency","2008","16-34 y.","no migration background","314","0.0901462414398974","0.0807332682098675","0.0995592146699273","2"
"Low transfer dependency","2008","16-34 y.","direct migration background","53","0.165750068053722","0.127496695850659","0.204003440256786","2"
