"transab_cat","year","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Very high transfer dependency","2016","higher education","69","0.0105112852918266","0.00790057597838647","0.0131219946052668","4"
"Very high transfer dependency","2016","higher vocational","8","","","","4"
"Very high transfer dependency","2016","inadequately","71","0.127342853353685","0.0946335905303715","0.160052116176998","4"
"Very high transfer dependency","2016","vocational + Abi","52","0.0174285037200167","0.0117033581039329","0.0231536493361005","4"
"Very high transfer dependency","2016","in school","35","0.0321052816930941","0.0190929287361681","0.0451176346500201","4"
"Very low transfer dependency","2016","general elemantary","1044","0.317592057400969","0.300002776081569","0.335181338720368","1"
"Very low transfer dependency","2016","middle vocational","4566","0.316801369754859","0.30807559916628","0.325527140343437","1"
"Very low transfer dependency","2016","vocational + Abi","1084","0.411531121311463","0.390001445193403","0.433060797429523","1"
"Very low transfer dependency","2016","higher vocational","649","0.341760269680328","0.316941966339722","0.366578573020933","1"
"Very low transfer dependency","2016","higher education","2778","0.353094230530332","0.340859595827763","0.365328865232901","1"
"Very low transfer dependency","2016","inadequately","93","0.207515637541653","0.167724861588679","0.247306413494626","1"
"Very low transfer dependency","2016","in school","531","0.808224847137473","0.779163496114091","0.837286198160854","1"
"Complete transfer dependency","2017","in school","23","","","","5"
"Complete transfer dependency","2017","inadequately","645","0.163263680414342","0.142342913496202","0.184184447332481","5"
"Complete transfer dependency","2017","general elemantary","448","0.0476687269540298","0.0403469438525158","0.0549905100555437","5"
"Complete transfer dependency","2017","middle vocational","409","0.0161219436442915","0.0138999017058988","0.0183439855826843","5"
"Complete transfer dependency","2017","vocational + Abi","74","0.0220752707261808","0.016005586788588","0.0281449546637737","5"
"Complete transfer dependency","2017","higher vocational","4","","","","5"
"Complete transfer dependency","2017","higher education","323","0.00687655320816489","0.00492326117578551","0.00882984524054428","5"
"High transfer dependency","2017","vocational + Abi","72","0.0307447005326825","0.0236134684725806","0.0378759325927844","3"
"High transfer dependency","2017","higher education","102","0.0112341809390217","0.00874304408598091","0.0137253177920624","3"
"High transfer dependency","2017","general elemantary","260","0.0511017491450654","0.0435345743609099","0.0586689239292209","3"
"High transfer dependency","2017","middle vocational","436","0.025840017624272","0.0230408142034278","0.0286392210451163","3"
"High transfer dependency","2017","higher vocational","17","","","","3"
"High transfer dependency","2017","in school","49","0.0534287753131352","0.0377468708367336","0.0691106797895367","3"
"High transfer dependency","2017","inadequately","100","0.094903239816393","0.0783139985272651","0.111492481105521","3"
"Low transfer dependency","2017","general elemantary","360","0.091669722793074","0.0817536224290469","0.101585823157101","2"
"Low transfer dependency","2017","higher education","275","0.0364060962952971","0.0319790482464317","0.0408331443441624","2"
"Low transfer dependency","2017","higher vocational","51","0.0191522613168824","0.01230241622323","0.0260021064105348","2"
"Low transfer dependency","2017","middle vocational","816","0.0479404173098263","0.0441711591449297","0.0517096754747229","2"
"Low transfer dependency","2017","inadequately","89","0.112514997012548","0.0946285443523587","0.130401449672737","2"
"Low transfer dependency","2017","vocational + Abi","143","0.0487717453964152","0.0398738588607261","0.0576696319321043","2"
"Low transfer dependency","2017","in school","73","0.0727259242200673","0.0546173928824617","0.090834455557673","2"
"No transfer dependency","2017","general elemantary","909","0.468207645859899","0.451060321834722","0.485354969885075","0"
"No transfer dependency","2017","higher education","3013","0.5816812322043","0.570021828025001","0.593340636383599","0"
"No transfer dependency","2017","inadequately","103","0.248034484993062","0.223589290621864","0.272479679364261","0"
"No transfer dependency","2017","higher vocational","765","0.613846198889027","0.589514083583845","0.638178314194209","0"
"No transfer dependency","2017","vocational + Abi","687","0.461991266818408","0.441395788188988","0.482586745447828","0"
"No transfer dependency","2017","in school","5","","","","0"
"No transfer dependency","2017","middle vocational","5375","0.582425506435426","0.573724688334695","0.591126324536158","0"
"Very high transfer dependency","2017","general elemantary","170","0.0327685064609386","0.0266506455724765","0.0388863673494007","4"
"Very high transfer dependency","2017","higher education","88","0.00596251962809352","0.00414283365320365","0.00778220560298338","4"
"Very high transfer dependency","2017","inadequately","139","0.134512996371959","0.115199944881309","0.153826047862609","4"
"Very high transfer dependency","2017","middle vocational","279","0.0159166874316886","0.0137086054570918","0.0181247694062854","4"
"Very high transfer dependency","2017","in school","28","","","","4"
"Very high transfer dependency","2017","higher vocational","6","","","","4"
"Very high transfer dependency","2017","vocational + Abi","55","0.0141054750077646","0.00923389960683584","0.0189770504086934","4"
"Very low transfer dependency","2017","general elemantary","1106","0.308583648786994","0.292710527405324","0.324456770168663","1"
"Very low transfer dependency","2017","middle vocational","5026","0.311755427554495","0.303582995396878","0.319927859712112","1"
"Very low transfer dependency","2017","vocational + Abi","1220","0.422311541518548","0.401907149242264","0.442715933794833","1"
"Very low transfer dependency","2017","higher vocational","695","0.343267477768834","0.319538418855306","0.366996536682362","1"
"Very low transfer dependency","2017","higher education","3075","0.357839417725123","0.34650899617561","0.369169839274635","1"
"Very low transfer dependency","2017","in school","612","0.819179047426023","0.792341159215201","0.846016935636846","1"
"Very low transfer dependency","2017","inadequately","123","0.246770601391697","0.222367285579001","0.271173917204393","1"
"Complete transfer dependency","2018","in school","19","","","","5"
"Complete transfer dependency","2018","inadequately","927","0.211697585821432","0.192442078057133","0.230953093585732","5"
"Complete transfer dependency","2018","general elemantary","530","0.0380897725241848","0.0316595681576104","0.0445199768907591","5"
"Complete transfer dependency","2018","middle vocational","538","0.0150149784182352","0.0128336397557951","0.0171963170806753","5"
"Complete transfer dependency","2018","vocational + Abi","65","0.0142216096639721","0.00922370765613098","0.0192195116718131","5"
"Complete transfer dependency","2018","higher vocational","4","","","","5"
"Complete transfer dependency","2018","higher education","403","0.00929507209991473","0.00702506945467285","0.0115650747451566","5"
"High transfer dependency","2018","higher vocational","12","","","","3"
"High transfer dependency","2018","higher education","140","0.0113659876816943","0.00885844008930924","0.0138735352740794","3"
"High transfer dependency","2018","vocational + Abi","63","0.0194192953441711","0.0135944805941774","0.0252441100941648","3"
"High transfer dependency","2018","middle vocational","461","0.0260830492883778","0.0232242341644401","0.0289418644123155","3"
"High transfer dependency","2018","general elemantary","322","0.0580400921905146","0.0501853204066082","0.065894863974421","3"
"High transfer dependency","2018","inadequately","204","0.1413159673737","0.124896354788455","0.157735579958945","3"
"High transfer dependency","2018","in school","47","0.0432686381034269","0.0278740366841607","0.058663239522693","3"
"Low transfer dependency","2018","higher education","253","0.027376613794397","0.0235165894936226","0.0312366380951715","2"
"Low transfer dependency","2018","vocational + Abi","165","0.0510974981454791","0.0418028206164214","0.0603921756745368","2"
"Low transfer dependency","2018","general elemantary","358","0.0840599158924398","0.074738512055985","0.0933813197288947","2"
"Low transfer dependency","2018","higher vocational","45","0.0304386945800991","0.0215595874316932","0.0393178017285049","2"
"Low transfer dependency","2018","middle vocational","763","0.0487052759679848","0.0448443499853059","0.0525662019506637","2"
"Low transfer dependency","2018","in school","67","0.0708263201131311","0.0514160034955663","0.090236636730696","2"
"Low transfer dependency","2018","inadequately","132","0.13377182499844","0.117726479495515","0.149817170501366","2"
"No transfer dependency","2018","higher education","2999","0.595050277039731","0.583438325781493","0.606662228297969","0"
"No transfer dependency","2018","general elemantary","906","0.479439502405981","0.462657034446463","0.496221970365499","0"
"No transfer dependency","2018","vocational + Abi","647","0.450442311633669","0.429440829457277","0.471443793810061","0"
"No transfer dependency","2018","in school","4","","","","0"
"No transfer dependency","2018","higher vocational","755","0.6316345906213","0.606703514673578","0.656565666569022","0"
"No transfer dependency","2018","middle vocational","5146","0.575458905463132","0.566593207065956","0.584324603860309","0"
"No transfer dependency","2018","inadequately","116","0.203316638519084","0.184346088253464","0.222287188784704","0"
"Very high transfer dependency","2018","general elemantary","218","0.0330332451104264","0.027029327738087","0.0390371624827657","4"
"Very high transfer dependency","2018","inadequately","238","0.101453358995842","0.0872217461039142","0.11568497188777","4"
"Very high transfer dependency","2018","middle vocational","297","0.0161538360000988","0.0138925923480984","0.0184150796520992","4"
"Very high transfer dependency","2018","higher education","143","0.00997654959520812","0.0076256139328672","0.012327485257549","4"
"Very high transfer dependency","2018","vocational + Abi","61","0.0136106227628482","0.00871974392007606","0.0185015016056203","4"
"Very high transfer dependency","2018","in school","26","","","","4"
"Very high transfer dependency","2018","higher vocational","8","","","","4"
"Very low transfer dependency","2018","higher education","2927","0.346935499789055","0.335675711391979","0.358195288186131","1"
"Very low transfer dependency","2018","higher vocational","614","0.321995038341807","0.297845453238351","0.346144623445262","1"
"Very low transfer dependency","2018","general elemantary","1070","0.307337471876453","0.29183782087763","0.322837122875276","1"
"Very low transfer dependency","2018","middle vocational","4735","0.318583954862171","0.310226692139975","0.326941217584368","1"
"Very low transfer dependency","2018","vocational + Abi","1155","0.451208662449861","0.430203983350902","0.472213341548819","1"
"Very low transfer dependency","2018","in school","508","0.805246137690397","0.775282523549021","0.835209751831772","1"
"Very low transfer dependency","2018","inadequately","112","0.208444624291501","0.18929824776402","0.227591000818982","1"
"Complete transfer dependency","2019","in school","28","","","","5"
"Complete transfer dependency","2019","inadequately","924","0.201139257050594","0.181931171502091","0.220347342599097","5"
"Complete transfer dependency","2019","general elemantary","475","0.0358512415478047","0.0293535081335537","0.0423489749620558","5"
"Complete transfer dependency","2019","middle vocational","462","0.0151613850767338","0.0129322277703994","0.0173905423830682","5"
"Complete transfer dependency","2019","vocational + Abi","65","0.0146159498554482","0.00962042032257377","0.0196114793883226","5"
"Complete transfer dependency","2019","higher vocational","4","","","","5"
"Complete transfer dependency","2019","higher education","314","0.00719223767415239","0.0052748312930291","0.00910964405527568","5"
"High transfer dependency","2019","higher education","135","0.0109355063133961","0.00857567301698034","0.0132953396098118","3"
"High transfer dependency","2019","higher vocational","13","","","","3"
"High transfer dependency","2019","middle vocational","373","0.0242790602663021","0.0214712517144386","0.0270868688181657","3"
"High transfer dependency","2019","in school","39","0.0542119358258425","0.0360481949469499","0.0723756767047351","3"
"High transfer dependency","2019","inadequately","170","0.114618999042121","0.0993541144413663","0.129883883642875","3"
"High transfer dependency","2019","general elemantary","266","0.0532978715672972","0.0454473343669196","0.0611484087676748","3"
"High transfer dependency","2019","vocational + Abi","72","0.0267688605924048","0.0200501151729076","0.033487606011902","3"
"Low transfer dependency","2019","general elemantary","350","0.0932269869489103","0.0830654854993127","0.103388488398508","2"
"Low transfer dependency","2019","middle vocational","674","0.0500202213475878","0.0460435588990887","0.0539968837960869","2"
"Low transfer dependency","2019","higher education","237","0.0312798858688203","0.0273300294435397","0.0352297422941008","2"
"Low transfer dependency","2019","vocational + Abi","122","0.0491655985291936","0.0401654774339539","0.0581657196244334","2"
"Low transfer dependency","2019","higher vocational","36","0.0204422091510744","0.0136226031594729","0.0272618151426759","2"
"Low transfer dependency","2019","in school","49","0.087042881198718","0.0644301643715879","0.109655598025848","2"
"Low transfer dependency","2019","inadequately","127","0.130116171609267","0.113995007930133","0.146237335288402","2"
"No transfer dependency","2019","general elemantary","854","0.454906409679918","0.437503000475763","0.472309818884073","0"
"No transfer dependency","2019","middle vocational","5296","0.581511713758878","0.572512395101227","0.590511032416529","0"
"No transfer dependency","2019","higher education","3397","0.57741234492319","0.566203754328712","0.588620935517669","0"
"No transfer dependency","2019","higher vocational","901","0.625804949340748","0.602483858820174","0.649126039861322","0"
"No transfer dependency","2019","in school","2","","","","0"
"No transfer dependency","2019","vocational + Abi","745","0.452293675831868","0.431575601832938","0.473011749830798","0"
"No transfer dependency","2019","inadequately","117","0.216093784698719","0.196371677621802","0.235815891775637","0"
"Very high transfer dependency","2019","general elemantary","193","0.0342665739524253","0.0279088489302844","0.0406242989745663","4"
"Very high transfer dependency","2019","middle vocational","226","0.0130585012824122","0.0109874964300158","0.0151295061348086","4"
"Very high transfer dependency","2019","inadequately","208","0.0874900837208155","0.0739507175789658","0.101029449862665","4"
"Very high transfer dependency","2019","vocational + Abi","38","0.00994210907322981","0.00581225410020718","0.0140719640462524","4"
"Very high transfer dependency","2019","higher education","132","0.0117017191330772","0.00926155844652421","0.0141418798196302","4"
"Very high transfer dependency","2019","in school","13","","","","4"
"Very high transfer dependency","2019","higher vocational","9","","","","4"
"Very low transfer dependency","2019","in school","466","0.816481840323201","0.785430974602573","0.84753270604383","1"
"Very low transfer dependency","2019","inadequately","127","0.250541703878483","0.229777567648479","0.271305840108488","1"
"Very low transfer dependency","2019","general elemantary","1007","0.328450916303644","0.312037012439032","0.344864820168256","1"
"Very low transfer dependency","2019","middle vocational","4512","0.315969118268086","0.307488082069194","0.324450154466978","1"
"Very low transfer dependency","2019","vocational + Abi","1175","0.447213806117855","0.426517090155612","0.467910522080099","1"
"Very low transfer dependency","2019","higher vocational","691","0.33482991073589","0.312086331195576","0.357573490276203","1"
"Very low transfer dependency","2019","higher education","3246","0.361478306087364","0.35057700038004","0.372379611794687","1"
