"transab_cat","year","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Complete transfer dependency","1993","higher vocational","1","","","","5"
"Complete transfer dependency","1993","higher education","2","","","","5"
"Complete transfer dependency","1993","in school","","","","","5"
"Complete transfer dependency","1993","middle vocational","31","0.00655206279709129","0.00458099458024696","0.00852313101393562","5"
"Complete transfer dependency","1993","vocational + Abi","3","","","","5"
"High transfer dependency","1993","higher vocational","3","","","","3"
"High transfer dependency","1993","higher education","24","","","","3"
"High transfer dependency","1993","general elemantary","45","0.013552716175706","0.00910490994100413","0.018000522410408","3"
"High transfer dependency","1993","inadequately","19","","","","3"
"High transfer dependency","1993","in school","3","","","","3"
"High transfer dependency","1993","middle vocational","104","0.0144451475806454","0.0115301280747395","0.0173601670865512","3"
"High transfer dependency","1993","vocational + Abi","8","","","","3"
"Low transfer dependency","1993","in school","13","","","","2"
"Low transfer dependency","1993","general elemantary","142","0.0393678420871568","0.0318870925842322","0.0468485915900814","2"
"Low transfer dependency","1993","middle vocational","448","0.0449345808384631","0.0398734568022889","0.0499957048746373","2"
"Low transfer dependency","1993","inadequately","35","0.0597596045486752","0.0407291890061585","0.078790020091192","2"
"Low transfer dependency","1993","vocational + Abi","21","","","","2"
"Low transfer dependency","1993","higher vocational","38","0.0330317506695506","0.0199318810552168","0.0461316202838844","2"
"Low transfer dependency","1993","higher education","76","0.0341367137578862","0.0251318683656594","0.043141559150113","2"
"No transfer dependency","1993","in school","3","","","","0"
"No transfer dependency","1993","inadequately","178","0.339411393894318","0.301396506433831","0.377426281354806","0"
"No transfer dependency","1993","general elemantary","1139","0.572218412175975","0.553186268613952","0.591250555737997","0"
"No transfer dependency","1993","middle vocational","2785","0.528583248717465","0.516387758096386","0.540778739338544","0"
"No transfer dependency","1993","vocational + Abi","155","0.522038290300346","0.470793538842129","0.573283041758562","0"
"No transfer dependency","1993","higher vocational","315","0.54886510347709","0.512391296874362","0.585338910079818","0"
"No transfer dependency","1993","higher education","547","0.468963779932374","0.444215825999726","0.493711733865023","0"
"Very high transfer dependency","1993","general elemantary","36","0.0164679425781309","0.0115723002741654","0.0213635848820964","4"
"Very high transfer dependency","1993","middle vocational","49","0.00709118618021409","0.00504118457922999","0.00914118778119819","4"
"Very high transfer dependency","1993","vocational + Abi","3","","","","4"
"Very high transfer dependency","1993","higher vocational","2","","","","4"
"Very high transfer dependency","1993","higher education","8","","","","4"
"Very high transfer dependency","1993","in school","1","","","","4"
"Very high transfer dependency","1993","inadequately","14","","","","4"
"Very low transfer dependency","1993","higher vocational","356","0.410338699814799","0.374283523638807","0.446393875990791","1"
"Very low transfer dependency","1993","higher education","905","0.478170601693818","0.453398475522924","0.502942727864712","1"
"Very low transfer dependency","1993","general elemantary","1223","0.355059311618541","0.336651333529024","0.373467289708057","1"
"Very low transfer dependency","1993","vocational + Abi","175","0.418455523254466","0.367847685909663","0.469063360599269","1"
"Very low transfer dependency","1993","inadequately","343","0.516048646777961","0.475927703305797","0.556169590250125","1"
"Very low transfer dependency","1993","in school","156","0.908860373258782","0.866340303915438","0.951380442602127","1"
"Very low transfer dependency","1993","middle vocational","3019","0.398393773886121","0.386433186574983","0.410354361197259","1"
"Complete transfer dependency","1994","in school","2","","","","5"
"Complete transfer dependency","1994","inadequately","11","","","","5"
"Complete transfer dependency","1994","general elemantary","18","","","","5"
"Complete transfer dependency","1994","higher vocational","1","","","","5"
"Complete transfer dependency","1994","higher education","2","","","","5"
"Complete transfer dependency","1994","middle vocational","32","0.00581147401851346","0.00394103295911767","0.00768191507790924","5"
"Complete transfer dependency","1994","vocational + Abi","5","","","","5"
"High transfer dependency","1994","general elemantary","53","0.0204160249865263","0.0147990170375328","0.0260330329355198","3"
"High transfer dependency","1994","inadequately","13","","","","3"
"High transfer dependency","1994","in school","6","","","","3"
"High transfer dependency","1994","higher vocational","9","","","","3"
"High transfer dependency","1994","higher education","26","","","","3"
"High transfer dependency","1994","middle vocational","112","0.0146931172718941","0.0117323161641938","0.0176539183795945","3"
"High transfer dependency","1994","vocational + Abi","6","","","","3"
"Low transfer dependency","1994","in school","14","","","","2"
"Low transfer dependency","1994","general elemantary","143","0.036045007602985","0.0286412950774678","0.0434487201285023","2"
"Low transfer dependency","1994","inadequately","34","0.0655385997612592","0.044627050191078","0.0864501493314405","2"
"Low transfer dependency","1994","middle vocational","432","0.046239737922458","0.0410720795205187","0.0514073963243972","2"
"Low transfer dependency","1994","vocational + Abi","31","0.063076771881857","0.038504749562363","0.087648794201351","2"
"Low transfer dependency","1994","higher vocational","37","0.0276390388780254","0.0157059104891065","0.0395721672669442","2"
"Low transfer dependency","1994","higher education","74","0.0327022864539825","0.0238990128135537","0.0415055600944112","2"
"No transfer dependency","1994","in school","9","","","","0"
"No transfer dependency","1994","inadequately","161","0.313570367790042","0.274367081649972","0.352773653930112","0"
"No transfer dependency","1994","general elemantary","1109","0.585728648609507","0.566163223345427","0.605294073873587","0"
"No transfer dependency","1994","middle vocational","2791","0.532849919878448","0.520572780957152","0.545127058799743","0"
"No transfer dependency","1994","vocational + Abi","138","0.430958695918512","0.380904108243237","0.481013283593786","0"
"No transfer dependency","1994","higher vocational","329","0.578277615391959","0.542330784775482","0.614224446008436","0"
"No transfer dependency","1994","higher education","609","0.500903139349182","0.476154897143944","0.525651381554419","0"
"Very high transfer dependency","1994","general elemantary","35","0.0131104921905205","0.00859253228773767","0.0176284520933034","4"
"Very high transfer dependency","1994","middle vocational","61","0.0117059031040818","0.0090591583133651","0.0143526478947985","4"
"Very high transfer dependency","1994","in school","3","","","","4"
"Very high transfer dependency","1994","inadequately","6","","","","4"
"Very high transfer dependency","1994","vocational + Abi","5","","","","4"
"Very high transfer dependency","1994","higher vocational","2","","","","4"
"Very high transfer dependency","1994","higher education","9","","","","4"
"Very low transfer dependency","1994","general elemantary","1077","0.337612688236355","0.318829730095219","0.356395646377491","1"
"Very low transfer dependency","1994","inadequately","313","0.5317787494242","0.489614147679111","0.573943351169289","1"
"Very low transfer dependency","1994","higher education","848","0.442590503021404","0.418005894951428","0.467175111091381","1"
"Very low transfer dependency","1994","in school","197","0.88142526692876","0.83973535988062","0.923115173976901","1"
"Very low transfer dependency","1994","higher vocational","347","0.374682723752835","0.339448789806001","0.40991665769967","1"
"Very low transfer dependency","1994","vocational + Abi","191","0.455561682372374","0.405222969786017","0.505900394958732","1"
"Very low transfer dependency","1994","middle vocational","2916","0.388699847804605","0.376704828779963","0.400694866829247","1"
"Complete transfer dependency","1995","in school","4","","","","5"
"Complete transfer dependency","1995","inadequately","12","","","","5"
"Complete transfer dependency","1995","general elemantary","27","","","","5"
"Complete transfer dependency","1995","higher vocational","4","","","","5"
"Complete transfer dependency","1995","higher education","11","","","","5"
"Complete transfer dependency","1995","middle vocational","48","0.0104513465238018","0.00797945556962526","0.0129232374779784","5"
"Complete transfer dependency","1995","vocational + Abi","9","","","","5"
"High transfer dependency","1995","in school","9","","","","3"
"High transfer dependency","1995","inadequately","20","","","","3"
"High transfer dependency","1995","general elemantary","63","0.0247443782508489","0.0185805478291005","0.0309082086725973","3"
"High transfer dependency","1995","vocational + Abi","10","","","","3"
"High transfer dependency","1995","higher vocational","3","","","","3"
"High transfer dependency","1995","higher education","14","","","","3"
"High transfer dependency","1995","middle vocational","119","0.0158662219492637","0.0128289167039289","0.0189035271945985","3"
"Low transfer dependency","1995","higher education","68","0.0320819089985453","0.023566322891456","0.0405974951056346","2"
"Low transfer dependency","1995","in school","16","","","","2"
"Low transfer dependency","1995","inadequately","37","0.0610775777752195","0.0404551890411546","0.0816999665092845","2"
"Low transfer dependency","1995","general elemantary","145","0.0429332953334257","0.0348902337546656","0.0509763569121858","2"
"Low transfer dependency","1995","middle vocational","419","0.0478130883572495","0.0426267707338511","0.0529994059806478","2"
"Low transfer dependency","1995","higher vocational","27","","","","2"
"Low transfer dependency","1995","vocational + Abi","33","0.0482314103113515","0.0287784456756015","0.0676843749471016","2"
"No transfer dependency","1995","in school","7","","","","0"
"No transfer dependency","1995","inadequately","153","0.317186729651966","0.277110053773944","0.357263405529988","0"
"No transfer dependency","1995","general elemantary","1103","0.595002647066864","0.57552490012517","0.614480394008557","0"
"No transfer dependency","1995","middle vocational","2888","0.54377158110023","0.531664929939679","0.555878232260782","0"
"No transfer dependency","1995","vocational + Abi","157","0.428530514963513","0.383599882532508","0.473461147394518","0"
"No transfer dependency","1995","higher vocational","323","0.548149492959261","0.51202254926616","0.584276436652362","0"
"No transfer dependency","1995","higher education","686","0.514316530179099","0.490164310924972","0.538468749433226","0"
"Very high transfer dependency","1995","general elemantary","50","0.017655443573812","0.0124299849182448","0.0228809022293793","4"
"Very high transfer dependency","1995","middle vocational","70","0.00985974759455703","0.00745811889218139","0.0122613762969327","4"
"Very high transfer dependency","1995","inadequately","12","","","","4"
"Very high transfer dependency","1995","in school","3","","","","4"
"Very high transfer dependency","1995","vocational + Abi","12","","","","4"
"Very high transfer dependency","1995","higher vocational","12","","","","4"
"Very high transfer dependency","1995","higher education","14","","","","4"
"Very low transfer dependency","1995","in school","226","0.856934893490891","0.814778259335","0.899091527646782","1"
"Very low transfer dependency","1995","general elemantary","1052","0.307344296925631","0.289036989924078","0.325651603927184","1"
"Very low transfer dependency","1995","higher vocational","360","0.403729353578048","0.368112856396778","0.439345850759318","1"
"Very low transfer dependency","1995","inadequately","284","0.496128912314474","0.453072266055907","0.539185558573042","1"
"Very low transfer dependency","1995","higher education","852","0.429859477865536","0.40593627363349","0.453782682097582","1"
"Very low transfer dependency","1995","vocational + Abi","245","0.44176564243761","0.396677807443819","0.486853477431402","1"
"Very low transfer dependency","1995","middle vocational","2958","0.372238014474898","0.360488160304117","0.383987868645678","1"
"Complete transfer dependency","1996","higher vocational","3","","","","5"
"Complete transfer dependency","1996","higher education","8","","","","5"
"Complete transfer dependency","1996","in school","1","","","","5"
"Complete transfer dependency","1996","inadequately","12","","","","5"
"Complete transfer dependency","1996","general elemantary","28","","","","5"
"Complete transfer dependency","1996","middle vocational","40","0.00824095188659213","0.00603055884166119","0.0104513449315231","5"
"Complete transfer dependency","1996","vocational + Abi","6","","","","5"
"High transfer dependency","1996","higher vocational","10","","","","3"
"High transfer dependency","1996","higher education","16","","","","3"
"High transfer dependency","1996","in school","6","","","","3"
"High transfer dependency","1996","inadequately","17","","","","3"
"High transfer dependency","1996","general elemantary","72","0.0242515226302499","0.0180174561870515","0.0304855890734483","3"
"High transfer dependency","1996","vocational + Abi","5","","","","3"
"High transfer dependency","1996","middle vocational","168","0.0223727310629424","0.0187567688377616","0.0259886932881232","3"
"Low transfer dependency","1996","middle vocational","433","0.0503992888547667","0.0450504384694421","0.0557481392400913","2"
"Low transfer dependency","1996","general elemantary","175","0.0566386549204959","0.0472710517701138","0.0660062580708781","2"
"Low transfer dependency","1996","vocational + Abi","30","0.058934027143121","0.0374363902598713","0.0804316640263708","2"
"Low transfer dependency","1996","higher education","87","0.0369964847793901","0.0279463711292303","0.04604659842955","2"
"Low transfer dependency","1996","higher vocational","29","","","","2"
"Low transfer dependency","1996","in school","12","","","","2"
"Low transfer dependency","1996","inadequately","49","0.0948803364184964","0.0684988034284013","0.121261869408592","2"
"No transfer dependency","1996","general elemantary","1035","0.577076368971503","0.557055607038357","0.597097130904649","0"
"No transfer dependency","1996","middle vocational","2763","0.526991920835527","0.514784779065049","0.539199062606006","0"
"No transfer dependency","1996","vocational + Abi","162","0.40838396442249","0.363514391364308","0.453253537480671","0"
"No transfer dependency","1996","higher vocational","288","0.477469860785418","0.441505889589439","0.513433831981397","0"
"No transfer dependency","1996","higher education","656","0.49775655416205","0.473783382306112","0.521729726017988","0"
"No transfer dependency","1996","in school","5","","","","0"
"No transfer dependency","1996","inadequately","158","0.343963084303108","0.301199019739857","0.386727148866358","0"
"Very high transfer dependency","1996","general elemantary","44","0.0146051903287823","0.00974345037153465","0.0194669302860299","4"
"Very high transfer dependency","1996","middle vocational","78","0.0104090734172546","0.00792758862144389","0.0128905582130653","4"
"Very high transfer dependency","1996","inadequately","14","","","","4"
"Very high transfer dependency","1996","higher education","14","","","","4"
"Very high transfer dependency","1996","in school","10","","","","4"
"Very high transfer dependency","1996","vocational + Abi","4","","","","4"
"Very high transfer dependency","1996","higher vocational","11","","","","4"
"Very low transfer dependency","1996","higher vocational","400","0.444361149986309","0.408584198674548","0.480138101298071","1"
"Very low transfer dependency","1996","inadequately","224","0.441690818675758","0.396985881285397","0.486395756066119","1"
"Very low transfer dependency","1996","general elemantary","985","0.314951069972164","0.29612692233504","0.333775217609288","1"
"Very low transfer dependency","1996","higher education","890","0.443254714939973","0.4194361922255","0.467073237654445","1"
"Very low transfer dependency","1996","in school","241","0.892381715728741","0.855754820367552","0.92900861108993","1"
"Very low transfer dependency","1996","middle vocational","2944","0.381586033942917","0.369708846499582","0.393463221386251","1"
"Very low transfer dependency","1996","vocational + Abi","254","0.48958472319138","0.443952314924364","0.535217131458396","1"
"Complete transfer dependency","1997","higher vocational","1","","","","5"
"Complete transfer dependency","1997","higher education","4","","","","5"
"Complete transfer dependency","1997","in school","1","","","","5"
"Complete transfer dependency","1997","inadequately","14","","","","5"
"Complete transfer dependency","1997","general elemantary","30","0.0132565056838361","0.00860757276688974","0.0179054386007824","5"
"Complete transfer dependency","1997","middle vocational","43","0.00983964120449357","0.00742347057139197","0.0122558118375952","5"
"Complete transfer dependency","1997","vocational + Abi","6","","","","5"
"High transfer dependency","1997","general elemantary","80","0.0356738124916581","0.0281346456316939","0.0432129793516222","3"
"High transfer dependency","1997","higher vocational","8","","","","3"
"High transfer dependency","1997","in school","6","","","","3"
"High transfer dependency","1997","higher education","28","","","","3"
"High transfer dependency","1997","inadequately","17","","","","3"
"High transfer dependency","1997","middle vocational","163","0.0233833366718532","0.0196841988802077","0.0270824744634987","3"
"High transfer dependency","1997","vocational + Abi","12","","","","3"
"Low transfer dependency","1997","higher vocational","41","0.0489886985553398","0.0335617525059906","0.064415644604689","2"
"Low transfer dependency","1997","higher education","99","0.0432767133213816","0.0337514401237602","0.052801986519003","2"
"Low transfer dependency","1997","vocational + Abi","38","0.0903495988073628","0.0639789669127511","0.116720230701974","2"
"Low transfer dependency","1997","inadequately","59","0.118233400510818","0.088790945808437","0.147675855213199","2"
"Low transfer dependency","1997","middle vocational","517","0.0630169587242729","0.0570688378184115","0.0689650796301342","2"
"Low transfer dependency","1997","in school","19","","","","2"
"Low transfer dependency","1997","general elemantary","197","0.0600711183919465","0.050412456390019","0.0697297803938741","2"
"No transfer dependency","1997","general elemantary","949","0.540783615217306","0.520527457845672","0.561039772588941","0"
"No transfer dependency","1997","middle vocational","2663","0.500210684663522","0.487971424446261","0.512449944880784","0"
"No transfer dependency","1997","vocational + Abi","156","0.384775831920159","0.340020915404166","0.429530748436152","0"
"No transfer dependency","1997","higher vocational","285","0.447354668446257","0.411817042610744","0.48289229428177","0"
"No transfer dependency","1997","higher education","671","0.476632700918398","0.453252279090609","0.500013122746186","0"
"No transfer dependency","1997","inadequately","149","0.324650314404272","0.281953117119243","0.367347511689301","0"
"No transfer dependency","1997","in school","4","","","","0"
"Very high transfer dependency","1997","general elemantary","58","0.0226479656056002","0.0166004538469861","0.0286954773642143","4"
"Very high transfer dependency","1997","middle vocational","97","0.0149807929435217","0.0120072449477804","0.0179543409392631","4"
"Very high transfer dependency","1997","inadequately","12","","","","4"
"Very high transfer dependency","1997","vocational + Abi","5","","","","4"
"Very high transfer dependency","1997","higher vocational","4","","","","4"
"Very high transfer dependency","1997","higher education","14","","","","4"
"Very high transfer dependency","1997","in school","5","","","","4"
"Very low transfer dependency","1997","higher vocational","413","0.479526925539912","0.443820629346088","0.515233221733737","1"
"Very low transfer dependency","1997","higher education","937","0.458031262210721","0.434707864844435","0.481354659577007","1"
"Very low transfer dependency","1997","in school","275","0.875337036354582","0.838564497131163","0.912109575578001","1"
"Very low transfer dependency","1997","inadequately","211","0.435733712035812","0.390519003431568","0.480948420640056","1"
"Very low transfer dependency","1997","general elemantary","1011","0.327566982609653","0.308489933952879","0.346644031266427","1"
"Very low transfer dependency","1997","vocational + Abi","237","0.464536868011186","0.418659864352186","0.510413871670186","1"
"Very low transfer dependency","1997","middle vocational","2928","0.388568585792336","0.376637144187726","0.400500027396947","1"
"Complete transfer dependency","1998","higher vocational","3","","","","5"
"Complete transfer dependency","1998","higher education","7","","","","5"
"Complete transfer dependency","1998","in school","9","","","","5"
"Complete transfer dependency","1998","inadequately","9","","","","5"
"Complete transfer dependency","1998","general elemantary","36","0.0154851380100849","0.0106758042355021","0.0202944717846677","5"
"Complete transfer dependency","1998","middle vocational","62","0.0121423419840426","0.00957191344083958","0.0147127705272456","5"
"Complete transfer dependency","1998","vocational + Abi","5","","","","5"
"High transfer dependency","1998","in school","9","","","","3"
"High transfer dependency","1998","general elemantary","71","0.0213486000504876","0.0157185150490417","0.0269786850519336","3"
"High transfer dependency","1998","inadequately","19","","","","3"
"High transfer dependency","1998","higher vocational","13","","","","3"
"High transfer dependency","1998","higher education","30","0.0141275462964163","0.00888943742229047","0.0193656551705421","3"
"High transfer dependency","1998","middle vocational","154","0.018985589687684","0.015782590280281","0.0221885890950869","3"
"High transfer dependency","1998","vocational + Abi","15","","","","3"
"Low transfer dependency","1998","general elemantary","200","0.0540481437091787","0.0452408769931009","0.0628554104252564","2"
"Low transfer dependency","1998","middle vocational","547","0.0611391203931916","0.0555161300939408","0.0667621106924424","2"
"Low transfer dependency","1998","vocational + Abi","37","0.0590795556249103","0.0384956451032812","0.0796634661465394","2"
"Low transfer dependency","1998","higher vocational","32","0.0319780999945317","0.0199136929325176","0.0440425070565458","2"
"Low transfer dependency","1998","higher education","124","0.0493114146662206","0.0397014087276338","0.0589214206048074","2"
"Low transfer dependency","1998","in school","20","","","","2"
"Low transfer dependency","1998","inadequately","48","0.0995340540177945","0.0716557903579226","0.127412317677667","2"
"No transfer dependency","1998","general elemantary","1085","0.543501343642592","0.524099799188727","0.562902888096457","0"
"No transfer dependency","1998","middle vocational","2902","0.495639314683684","0.483904922297557","0.507373707069811","0"
"No transfer dependency","1998","vocational + Abi","193","0.418673670749349","0.375603098245918","0.461744243252779","0"
"No transfer dependency","1998","higher vocational","323","0.474856886525014","0.440615032585622","0.509098740464406","0"
"No transfer dependency","1998","higher education","756","0.481767229504869","0.45958976723346","0.503944691776278","0"
"No transfer dependency","1998","in school","9","","","","0"
"No transfer dependency","1998","inadequately","115","0.271845617123692","0.23041521681238","0.313276017435003","0"
"Very high transfer dependency","1998","general elemantary","44","0.0173807891766118","0.0122904864454088","0.0224710919078147","4"
"Very high transfer dependency","1998","middle vocational","110","0.0161195241542361","0.0131638646628914","0.0190751836455808","4"
"Very high transfer dependency","1998","inadequately","23","","","","4"
"Very high transfer dependency","1998","in school","5","","","","4"
"Very high transfer dependency","1998","vocational + Abi","8","","","","4"
"Very high transfer dependency","1998","higher vocational","6","","","","4"
"Very high transfer dependency","1998","higher education","21","","","","4"
"Very low transfer dependency","1998","higher education","1012","0.439233189675311","0.417205471539657","0.461260907810964","1"
"Very low transfer dependency","1998","higher vocational","440","0.457160062002019","0.423000908465637","0.491319215538401","1"
"Very low transfer dependency","1998","general elemantary","1096","0.348235985411045","0.329679391951138","0.366792578870951","1"
"Very low transfer dependency","1998","middle vocational","3199","0.395974109097162","0.384496054347726","0.407452163846597","1"
"Very low transfer dependency","1998","vocational + Abi","246","0.449596683257323","0.406167176866256","0.49302618964839","1"
"Very low transfer dependency","1998","in school","279","0.836091471141891","0.796210863489441","0.875972078794341","1"
"Very low transfer dependency","1998","inadequately","229","0.500922942576305","0.454362672333529","0.54748321281908","1"
"Complete transfer dependency","1999","in school","2","","","","5"
"Complete transfer dependency","1999","inadequately","9","","","","5"
"Complete transfer dependency","1999","general elemantary","28","","","","5"
"Complete transfer dependency","1999","middle vocational","50","0.0108179838967741","0.0083705985080039","0.0132653692855443","5"
"Complete transfer dependency","1999","vocational + Abi","5","","","","5"
"Complete transfer dependency","1999","higher vocational","1","","","","5"
"Complete transfer dependency","1999","higher education","8","","","","5"
"High transfer dependency","1999","in school","12","","","","3"
"High transfer dependency","1999","inadequately","16","","","","3"
"High transfer dependency","1999","general elemantary","69","0.0247767654135388","0.0186127930639939","0.0309407377630836","3"
"High transfer dependency","1999","higher education","27","","","","3"
"High transfer dependency","1999","higher vocational","8","","","","3"
"High transfer dependency","1999","middle vocational","161","0.0177495397424766","0.0146256495469421","0.0208734299380111","3"
"High transfer dependency","1999","vocational + Abi","13","","","","3"
"Low transfer dependency","1999","middle vocational","525","0.0589089837395141","0.0533384389473037","0.0644795285317246","2"
"Low transfer dependency","1999","general elemantary","188","0.0533914604421111","0.0444767453748645","0.0623061755093577","2"
"Low transfer dependency","1999","in school","22","","","","2"
"Low transfer dependency","1999","inadequately","59","0.112742364876137","0.0824224210093212","0.143062308742952","2"
"Low transfer dependency","1999","vocational + Abi","29","","","","2"
"Low transfer dependency","1999","higher vocational","32","0.0337907625060564","0.0213626646247837","0.0462188603873292","2"
"Low transfer dependency","1999","higher education","100","0.0418229182719858","0.0329401258701866","0.0507057106737851","2"
"No transfer dependency","1999","general elemantary","1076","0.552094107494893","0.532375043271623","0.571813171718163","0"
"No transfer dependency","1999","middle vocational","2897","0.505761477894907","0.493932907426722","0.517590048363092","0"
"No transfer dependency","1999","in school","6","","","","0"
"No transfer dependency","1999","inadequately","115","0.293495956848587","0.249842530472619","0.337149383224555","0"
"No transfer dependency","1999","vocational + Abi","191","0.418251735568674","0.37527244361029","0.461231027527058","0"
"No transfer dependency","1999","higher vocational","318","0.446824932358396","0.412629344480672","0.481020520236119","0"
"No transfer dependency","1999","higher education","773","0.467207278703525","0.445068513314992","0.489346044092057","0"
"Very high transfer dependency","1999","general elemantary","45","0.0168895977446382","0.0117798771116045","0.0219993183776719","4"
"Very high transfer dependency","1999","middle vocational","83","0.0125223638780497","0.00989150298296222","0.0151532247731371","4"
"Very high transfer dependency","1999","in school","5","","","","4"
"Very high transfer dependency","1999","inadequately","10","","","","4"
"Very high transfer dependency","1999","vocational + Abi","3","","","","4"
"Very high transfer dependency","1999","higher education","15","","","","4"
"Very high transfer dependency","1999","higher vocational","5","","","","4"
"Very low transfer dependency","1999","vocational + Abi","265","0.497970236826916","0.454405082345624","0.541535391308207","1"
"Very low transfer dependency","1999","higher vocational","448","0.502801695444053","0.468411609383145","0.537191781504961","1"
"Very low transfer dependency","1999","in school","271","0.847784970674796","0.808302333266486","0.887267608083107","1"
"Very low transfer dependency","1999","general elemantary","1037","0.341236520872648","0.322435611001011","0.360037430744285","1"
"Very low transfer dependency","1999","middle vocational","3147","0.394239650848279","0.382677951715769","0.405801349980788","1"
"Very low transfer dependency","1999","higher education","1028","0.465638347710656","0.443504268077651","0.487772427343662","1"
"Very low transfer dependency","1999","inadequately","209","0.505634656535743","0.457705214241846","0.553564098829641","1"
"Complete transfer dependency","2000","in school","8","","","","5"
"Complete transfer dependency","2000","inadequately","24","","","","5"
"Complete transfer dependency","2000","general elemantary","53","0.0144505119915478","0.0105131703722418","0.0183878536108538","5"
"Complete transfer dependency","2000","middle vocational","110","0.00864841057526035","0.0070384746959427","0.010258346454578","5"
"Complete transfer dependency","2000","vocational + Abi","9","","","","5"
"Complete transfer dependency","2000","higher vocational","7","","","","5"
"Complete transfer dependency","2000","higher education","21","","","","5"
"High transfer dependency","2000","in school","14","","","","3"
"High transfer dependency","2000","higher education","39","0.00958405679569955","0.00649244952045655","0.0126756640709425","3"
"High transfer dependency","2000","inadequately","22","","","","3"
"High transfer dependency","2000","general elemantary","87","0.0207601343482754","0.0160559765170572","0.0254642921794936","3"
"High transfer dependency","2000","higher vocational","25","","","","3"
"High transfer dependency","2000","vocational + Abi","26","","","","3"
"High transfer dependency","2000","middle vocational","254","0.0172886490991324","0.0150223350443093","0.0195549631539554","3"
"Low transfer dependency","2000","general elemantary","257","0.0610273671425552","0.0531294777717698","0.0689252565133407","2"
"Low transfer dependency","2000","middle vocational","866","0.0551116032688456","0.0511439075698806","0.0590792989678106","2"
"Low transfer dependency","2000","in school","45","0.0788067430499363","0.0550470031911827","0.10256648290869","2"
"Low transfer dependency","2000","inadequately","42","0.0973729171058302","0.068062291620101","0.126683542591559","2"
"Low transfer dependency","2000","vocational + Abi","70","0.0600907866605725","0.0461350619593549","0.0740465113617901","2"
"Low transfer dependency","2000","higher vocational","97","0.0399718195342595","0.031119182809717","0.0488244562588021","2"
"Low transfer dependency","2000","higher education","171","0.0366320221933023","0.0306709089821198","0.0425931354044848","2"
"No transfer dependency","2000","general elemantary","1596","0.537644235376827","0.521194538592684","0.55409393216097","0"
"No transfer dependency","2000","middle vocational","5827","0.527168163502709","0.518487468076641","0.535848858928777","0"
"No transfer dependency","2000","in school","10","","","","0"
"No transfer dependency","2000","inadequately","130","0.391281909083651","0.343031077266558","0.439532740900745","0"
"No transfer dependency","2000","higher vocational","800","0.49776624923431","0.475170884110558","0.520361614358063","0"
"No transfer dependency","2000","higher education","1621","0.493945527599357","0.478080567567696","0.509810487631018","0"
"No transfer dependency","2000","vocational + Abi","451","0.464392542991346","0.435105776687326","0.493679309295366","0"
"Very high transfer dependency","2000","general elemantary","65","0.014627397785683","0.0106663868700163","0.0185884087013497","4"
"Very high transfer dependency","2000","middle vocational","157","0.0124737797600679","0.010544034736046","0.0144035247840899","4"
"Very high transfer dependency","2000","in school","9","","","","4"
"Very high transfer dependency","2000","inadequately","16","","","","4"
"Very high transfer dependency","2000","higher vocational","14","","","","4"
"Very high transfer dependency","2000","higher education","32","0.00976104831718452","0.00664130362903303","0.012880793005336","4"
"Very high transfer dependency","2000","vocational + Abi","11","","","","4"
"Very low transfer dependency","2000","in school","408","0.832696302294086","0.799782299286586","0.865610305301586","1"
"Very low transfer dependency","2000","general elemantary","1471","0.351490353355111","0.335738299522998","0.367242407187225","1"
"Very low transfer dependency","2000","vocational + Abi","547","0.43131930954229","0.402236310614753","0.460402308469827","1"
"Very low transfer dependency","2000","inadequately","159","0.366676312522714","0.319032543631401","0.414320081414026","1"
"Very low transfer dependency","2000","middle vocational","5493","0.379309393793985","0.370872920004915","0.387745867583055","1"
"Very low transfer dependency","2000","higher vocational","938","0.43677834612185","0.414364111440841","0.459192580802858","1"
"Very low transfer dependency","2000","higher education","1931","0.444065575373575","0.428299044078257","0.459832106668892","1"
"Complete transfer dependency","2001","in school","5","","","","5"
"Complete transfer dependency","2001","inadequately","11","","","","5"
"Complete transfer dependency","2001","general elemantary","39","0.0140041427583959","0.00984612611703101","0.0181621593997608","5"
"Complete transfer dependency","2001","middle vocational","98","0.00870665427321995","0.00700588800315644","0.0104074205432835","5"
"Complete transfer dependency","2001","vocational + Abi","9","","","","5"
"Complete transfer dependency","2001","higher vocational","6","","","","5"
"Complete transfer dependency","2001","higher education","13","","","","5"
"High transfer dependency","2001","higher vocational","25","","","","3"
"High transfer dependency","2001","higher education","36","0.00856374259001239","0.00552235942232218","0.0116051257577026","3"
"High transfer dependency","2001","inadequately","25","","","","3"
"High transfer dependency","2001","general elemantary","76","0.0223580634844254","0.0171265491795963","0.0275895777892545","3"
"High transfer dependency","2001","in school","12","","","","3"
"High transfer dependency","2001","middle vocational","247","0.0187463609247423","0.0162634164008213","0.0212293054486633","3"
"High transfer dependency","2001","vocational + Abi","13","","","","3"
"Low transfer dependency","2001","general elemantary","246","0.0633782747246654","0.0547569752092362","0.0719995742400947","2"
"Low transfer dependency","2001","middle vocational","810","0.0563700864141846","0.0521478447286459","0.0605923280997233","2"
"Low transfer dependency","2001","higher education","144","0.0323443946102504","0.0265050129863932","0.0381837762341076","2"
"Low transfer dependency","2001","in school","47","0.0777862494329497","0.0550269186678166","0.100545580198083","2"
