"transab_cat","year","sex","n","percent","lower_confidence","upper_confidence","value"
"Complete transfer dependency","2009","Male","88","0.0166979229101338","0.014002276452358","0.0193935693679096","5"
"High transfer dependency","2009","Female","203","0.0234330914189101","0.0203852001744251","0.0264809826633951","3"
"High transfer dependency","2009","Male","136","0.0185252158731621","0.0156885417934213","0.0213618899529029","3"
"Low transfer dependency","2009","Female","550","0.064207750752143","0.0592689998601354","0.0691465016441505","2"
"Low transfer dependency","2009","Male","452","0.0592535060092269","0.0542866501250578","0.0642203618933959","2"
"No transfer dependency","2009","Female","4432","0.503025058333448","0.492951202608287","0.51309891405861","0"
"No transfer dependency","2009","Male","4011","0.482459290729572","0.471947158290593","0.49297142316855","0"
"Very high transfer dependency","2009","Female","160","0.0189782338282179","0.0162290683027121","0.0217273993537238","4"
"Very high transfer dependency","2009","Male","111","0.015485134879501","0.0128876270598668","0.0180826426991352","4"
"Very low transfer dependency","2009","Female","4033","0.377004086773649","0.367239602756841","0.386768570790457","1"
"Very low transfer dependency","2009","Male","3882","0.407578929598405","0.397241576787136","0.417916282409673","1"
"Complete transfer dependency","2010","Female","241","0.0137394915088551","0.0117392892914574","0.0157396937262528","5"
"Complete transfer dependency","2010","Male","170","0.0175337551401114","0.0150716158690695","0.0199958944111533","5"
"High transfer dependency","2010","Male","320","0.0221418432255184","0.0193815123411153","0.0249021741099216","3"
"High transfer dependency","2010","Female","625","0.0300401456428792","0.0271070876543348","0.0329732036314236","3"
"Low transfer dependency","2010","Female","1242","0.0606144387409967","0.0565142604961761","0.0647146169858173","2"
"Low transfer dependency","2010","Male","961","0.0604954186225429","0.0560231588492465","0.0649676783958394","2"
"No transfer dependency","2010","Female","4187","0.488967425496487","0.480378140589952","0.497556710403023","0"
"No transfer dependency","2010","Male","3750","0.474693208069959","0.465325586359142","0.484060829780777","0"
"Very high transfer dependency","2010","Female","470","0.020365141317833","0.0179381479932083","0.0227921346424578","4"
"Very high transfer dependency","2010","Male","255","0.0204257915916507","0.0177722588746901","0.0230793243086113","4"
"Very low transfer dependency","2010","Female","6246","0.386273357292949","0.377907169318658","0.394639545267239","1"
"Very low transfer dependency","2010","Male","5460","0.404709983350217","0.395502253136784","0.41391771356365","1"
"Complete transfer dependency","2011","Female","307","0.0153971443006349","0.0134614743727186","0.0173328142285512","5"
"Complete transfer dependency","2011","Male","194","0.0173948986061285","0.0151454393533672","0.0196443578588897","5"
"High transfer dependency","2011","Female","760","0.0338268150876829","0.0309847192919363","0.0366689108834296","3"
"High transfer dependency","2011","Male","447","0.0316154140064503","0.0286048279679747","0.034626000044926","3"
"Low transfer dependency","2011","Female","1498","0.0597486565904227","0.0560224517876611","0.0634748613931843","2"
"Low transfer dependency","2011","Male","1162","0.0565763592405486","0.0526012547574041","0.060551463723693","2"
"No transfer dependency","2011","Female","5449","0.519371908232773","0.511517301041464","0.527226515424082","0"
"No transfer dependency","2011","Male","4935","0.506191823857308","0.497589528025342","0.514794119689275","0"
"Very high transfer dependency","2011","Female","537","0.018946921155182","0.0168035556155418","0.0210902866948221","4"
"Very high transfer dependency","2011","Male","295","0.0163964597817733","0.0142114028438957","0.018581516719651","4"
"Very low transfer dependency","2011","Female","6992","0.352708554633305","0.34519684835568","0.36022026091093","1"
"Very low transfer dependency","2011","Male","5943","0.371825044507791","0.363509564941182","0.3801405240744","1"
"Complete transfer dependency","2012","Female","264","0.0141100040016495","0.012234189483197","0.0159858185201021","5"
"Complete transfer dependency","2012","Male","186","0.017146183570599","0.0148872845360346","0.0194050826051634","5"
"High transfer dependency","2012","Female","710","0.0321419334691542","0.0293367974131716","0.0349470695251368","3"
"High transfer dependency","2012","Male","408","0.0281176033559078","0.0252411016946213","0.0309941050171943","3"
"Low transfer dependency","2012","Female","1280","0.0562912127339757","0.052625559350282","0.0599568661176694","2"
"Low transfer dependency","2012","Male","947","0.0534022614526133","0.049489970216837","0.0573145526883895","2"
"No transfer dependency","2012","Female","5556","0.526236101401511","0.518294951468028","0.534177251334995","0"
"No transfer dependency","2012","Male","5046","0.512193599576598","0.503495799081976","0.52089140007122","0"
"Very high transfer dependency","2012","Female","469","0.018441302415043","0.0163015376723369","0.020581067157749","4"
"Very high transfer dependency","2012","Male","250","0.0151797190776112","0.0130521729732025","0.0173072651820199","4"
"Very low transfer dependency","2012","Female","6908","0.352779445978666","0.345179860890414","0.360379031066919","1"
"Very low transfer dependency","2012","Male","5850","0.37396063296667","0.365541208869866","0.382380057063474","1"
"Complete transfer dependency","2013","Female","353","0.0156836397879249","0.0138022463852019","0.0175650331906479","5"
"Complete transfer dependency","2013","Male","298","0.0212111158060919","0.0188315597659597","0.0235906718462241","5"
"High transfer dependency","2013","Female","842","0.0298487141236635","0.0272719694881574","0.0324254587591697","3"
"High transfer dependency","2013","Male","538","0.0272929103055862","0.0246020842151254","0.0299837363960471","3"
"Low transfer dependency","2013","Female","1431","0.0586972177438815","0.0551379368386553","0.0622564986491076","2"
"Low transfer dependency","2013","Male","1046","0.0539906140519855","0.0502583142526285","0.0577229138513425","2"
"No transfer dependency","2013","Female","5780","0.530695068080728","0.523138250817034","0.538251885344423","0"
"No transfer dependency","2013","Male","5312","0.523215112793472","0.514966687491187","0.531463538095757","0"
"Very high transfer dependency","2013","Female","572","0.0207126385143865","0.0185560781294463","0.0228691988993266","4"
"Very high transfer dependency","2013","Male","319","0.0165159712995659","0.014411197732934","0.0186207448661978","4"
"Very low transfer dependency","2013","Female","7776","0.344362721749415","0.337167756168914","0.351557687329916","1"
"Very low transfer dependency","2013","Male","6572","0.357774275743299","0.34985805183585","0.365690499650748","1"
"Complete transfer dependency","2014","Female","272","0.0149125864027482","0.0129564668322459","0.0168687059732505","5"
"Complete transfer dependency","2014","Male","214","0.0204566458482054","0.0179847718251982","0.0229285198712125","5"
"High transfer dependency","2014","Female","677","0.030765547870162","0.0279786036613382","0.0335524920789858","3"
"High transfer dependency","2014","Male","460","0.0288836565486817","0.0259591068452226","0.0318082062521408","3"
"Low transfer dependency","2014","Female","1242","0.061142370115551","0.0572755628013978","0.0650091774297042","2"
"Low transfer dependency","2014","Male","941","0.0565109046022266","0.0524787993405899","0.0605430098638633","2"
"No transfer dependency","2014","Female","5317","0.527366147517362","0.519308652175519","0.535423642859205","0"
"No transfer dependency","2014","Male","4879","0.520788086507716","0.512064569490824","0.529511603524607","0"
"Very high transfer dependency","2014","Female","473","0.0209732343889095","0.018660575850849","0.0232858929269701","4"
"Very high transfer dependency","2014","Male","308","0.0194926615646868","0.0170785447304658","0.0219067783989078","4"
"Very low transfer dependency","2014","Female","6767","0.344840113705267","0.337168900277798","0.352511327132736","1"
"Very low transfer dependency","2014","Male","5796","0.353868044928484","0.345518196877418","0.36221789297955","1"
"Complete transfer dependency","2015","Female","337","0.0169261139050313","0.0148350805164175","0.019017147293645","5"
"Complete transfer dependency","2015","Male","302","0.0250908532787375","0.0223478644040101","0.0278338421534648","5"
"High transfer dependency","2015","Female","640","0.0306738031910877","0.0278786343502832","0.0334689720318921","3"
"High transfer dependency","2015","Male","426","0.0252100118873873","0.0224606854171443","0.0279593383576304","3"
"Low transfer dependency","2015","Female","1115","0.0563473565579824","0.0526094184020586","0.0600852947139063","2"
"Low transfer dependency","2015","Male","812","0.0502767202207504","0.0464443604775155","0.0541090799639853","2"
"No transfer dependency","2015","Female","5461","0.539766023044852","0.531686581031092","0.547845465058612","0"
"No transfer dependency","2015","Male","5051","0.541446982003868","0.532708077270426","0.55018588673731","0"
"Very high transfer dependency","2015","Female","451","0.0186545808921347","0.0164613065611177","0.0208478552231518","4"
"Very high transfer dependency","2015","Male","305","0.0198429964837985","0.0173971133084638","0.0222888796591333","4"
"Very low transfer dependency","2015","Female","6615","0.337632122408911","0.329966264436801","0.345297980381022","1"
"Very low transfer dependency","2015","Male","5593","0.338132436125458","0.329835586401848","0.346429285849068","1"
"Complete transfer dependency","2016","Female","248","0.0129453883429124","0.0110242142100479","0.0148665624757769","5"
"Complete transfer dependency","2016","Male","222","0.022566877091093","0.0198258627754951","0.0253078914066908","5"
"High transfer dependency","2016","Female","506","0.0284930090658859","0.0256653260637236","0.0313206920680482","3"
"High transfer dependency","2016","Male","330","0.0264717361428552","0.0235089688552603","0.0294345034304501","3"
"Low transfer dependency","2016","Female","1058","0.0587701901113946","0.0547729063206565","0.0627674739021327","2"
"Low transfer dependency","2016","Male","786","0.0575875936158141","0.0532881029651936","0.0618870842664346","2"
"No transfer dependency","2016","Female","5073","0.539463240553719","0.53099190905503","0.547934572052409","0"
"No transfer dependency","2016","Male","4596","0.52573064315387","0.516514987810134","0.534946298497606","0"
"Very high transfer dependency","2016","Female","407","0.0186992993085675","0.0163970501704023","0.0210015484467327","4"
"Very high transfer dependency","2016","Male","272","0.0187899408810589","0.0162839715672534","0.0212959101948644","4"
"Very low transfer dependency","2016","Female","6007","0.341628872617521","0.3335685714299","0.349689173805141","1"
"Very low transfer dependency","2016","Male","5072","0.348853209115308","0.340057054403673","0.357649363826944","1"
"Complete transfer dependency","2017","Female","862","0.0150779262894599","0.0131419579912874","0.0170138945876324","5"
"Complete transfer dependency","2017","Male","1209","0.02638863759172","0.0237123021695303","0.0290649730139096","5"
"High transfer dependency","2017","Female","611","0.0291954029959313","0.0265208596101486","0.0318699463817141","3"
"High transfer dependency","2017","Male","488","0.026648612199514","0.0239594848752625","0.0293377395237655","3"
"Low transfer dependency","2017","Male","832","0.0486867986505848","0.0450933899737004","0.0522802073274692","2"
"Low transfer dependency","2017","Female","1052","0.0538826978471289","0.0502957616101494","0.0574696340841085","2"
"No transfer dependency","2017","Female","5679","0.543112686657453","0.535199051550455","0.551026321764452","0"
"No transfer dependency","2017","Male","5258","0.529375108936568","0.521041013949449","0.537709203923687","0"
"Very high transfer dependency","2017","Female","435","0.0176665677888013","0.0155737469427661","0.0197593886348364","4"
"Very high transfer dependency","2017","Male","374","0.0192344300686203","0.0169411267061131","0.0215277334311276","4"
"Very low transfer dependency","2017","Female","6582","0.341064718421225","0.333533482075177","0.348595954767273","1"
"Very low transfer dependency","2017","Male","5618","0.349666412552993","0.341704190373376","0.35762863473261","1"
"Complete transfer dependency","2018","Female","1131","0.0169102965185208","0.0148607601532791","0.0189598328837624","5"
"Complete transfer dependency","2018","Male","1515","0.0246797030521148","0.0221131246393522","0.0272462814648773","5"
"High transfer dependency","2018","Female","717","0.027521169541118","0.0249206689058839","0.030121670176352","3"
"High transfer dependency","2018","Male","621","0.0290888146555638","0.0263086936091843","0.0318689357019434","3"
"Low transfer dependency","2018","Female","1014","0.052157496740296","0.0486231439070704","0.0556918495735216","2"
"Low transfer dependency","2018","Male","872","0.0472146278890065","0.0437059236048587","0.0507233321731543","2"
"No transfer dependency","2018","Female","5547","0.538865181003232","0.530941308804055","0.546789053202409","0"
"No transfer dependency","2018","Male","5203","0.533216879717923","0.524963716061879","0.541470043373966","0"
"Very high transfer dependency","2018","Female","525","0.0180198358971684","0.0159053235927175","0.0201343482016193","4"
"Very high transfer dependency","2018","Male","536","0.0185690548702181","0.0163358132423538","0.0208022964980824","4"
"Very low transfer dependency","2018","Female","6269","0.346526020299665","0.338961776492076","0.354090264107254","1"
"Very low transfer dependency","2018","Male","5290","0.347230919815174","0.339355024699982","0.355106814930366","1"
"Complete transfer dependency","2019","Female","1106","0.0160264757384175","0.0140048965478927","0.0180480549289424","5"
"Complete transfer dependency","2019","Male","1341","0.023071074539108","0.0206184970526297","0.0255236520255862","5"
"High transfer dependency","2019","Female","573","0.0252730648330587","0.0227463834750777","0.0277997461910398","3"
"High transfer dependency","2019","Male","561","0.028108438816447","0.0254083092156787","0.0308085684172153","3"
"Low transfer dependency","2019","Female","914","0.0560352154932475","0.0523327718523978","0.0597376591340971","2"
"Low transfer dependency","2019","Male","771","0.05122405520105","0.0476226154583149","0.0548254949437851","2"
"No transfer dependency","2019","Female","5689","0.534284787217337","0.526254581829856","0.542314992604819","0"
"No transfer dependency","2019","Male","5802","0.534085153412614","0.525935936657399","0.542234370167829","0"
"Very high transfer dependency","2019","Female","436","0.0160471872968703","0.0140243235402774","0.0180700510534632","4"
"Very high transfer dependency","2019","Male","443","0.0177403047159255","0.0155837968751156","0.0198968125567355","4"
"Very low transfer dependency","2019","Female","6105","0.352333269421069","0.344643157544889","0.360023381297248","1"
"Very low transfer dependency","2019","Male","5476","0.345770973314856","0.338001053936872","0.353540892692839","1"
