"transab_cat","year","education","sampreg","n","percent","lower_confidence","upper_confidence"
"Low transfer dependency","1993","lower secondary degree","East Germany","166","0.0941620887637377","0.0787475957149516","0.109576581812524"
"Low transfer dependency","1993","secondary school degree","West Germany","40","0.0226136812213843","0.0155130687956541","0.0297142936471145"
"Low transfer dependency","1993","secondary school degree","East Germany","275","0.141024319943031","0.124712942877082","0.15733569700898"
"Low transfer dependency","1993","college entrance qualification","West Germany","31","0.0179122713544369","0.0104080101879706","0.0254165325209033"
"Low transfer dependency","1993","college entrance qualification","East Germany","44","0.0831746020237825","0.0582357578827547","0.10811344616481"
"Low transfer dependency","1993","Other degree","West Germany","47","0.0420154989705011","0.0287976599035251","0.055233338037477"
"Low transfer dependency","1993","Other degree","East Germany","1","","",""
"Low transfer dependency","1993","no degree/no degree yet","West Germany","37","0.0495891194486278","0.0339791309801096","0.065199107917146"
"Low transfer dependency","1993","no degree/no degree yet","East Germany","10","","",""
"High transfer dependency","1993","lower secondary degree","West Germany","45","0.0102989842752212","0.00722324453970879","0.0133747240107336"
"High transfer dependency","1993","lower secondary degree","East Germany","35","0.0269191373430676","0.0183769126113252","0.03546136207481"
"High transfer dependency","1993","secondary school degree","West Germany","8","","",""
"High transfer dependency","1993","secondary school degree","East Germany","48","0.0358212842587431","0.0271115975725335","0.0445309709449528"
"High transfer dependency","1993","college entrance qualification","West Germany","10","","",""
"High transfer dependency","1993","college entrance qualification","East Germany","12","","",""
"High transfer dependency","1993","Other degree","West Germany","22","","",""
"High transfer dependency","1993","Other degree","East Germany","1","","",""
"High transfer dependency","1993","no degree/no degree yet","West Germany","22","","",""
"High transfer dependency","1993","no degree/no degree yet","East Germany","2","","",""
"Very high transfer dependency","1993","lower secondary degree","West Germany","37","0.00960395876026834","0.00663277187835523","0.0125751456421814"
"Very high transfer dependency","1993","lower secondary degree","East Germany","8","","",""
"Very high transfer dependency","1993","secondary school degree","West Germany","6","","",""
"Very high transfer dependency","1993","secondary school degree","East Germany","27","","",""
"Very high transfer dependency","1993","college entrance qualification","West Germany","3","","",""
"Very high transfer dependency","1993","college entrance qualification","East Germany","8","","",""
"Very high transfer dependency","1993","Other degree","West Germany","8","","",""
"Very high transfer dependency","1993","Other degree","East Germany","2","","",""
"Very high transfer dependency","1993","no degree/no degree yet","West Germany","14","","",""
"Very high transfer dependency","1993","no degree/no degree yet","East Germany","","","",""
"Complete transfer dependency","1993","lower secondary degree","West Germany","17","","",""
"Complete transfer dependency","1993","lower secondary degree","East Germany","5","","",""
"Complete transfer dependency","1993","secondary school degree","West Germany","4","","",""
"Complete transfer dependency","1993","secondary school degree","East Germany","8","","",""
"Complete transfer dependency","1993","college entrance qualification","West Germany","3","","",""
"Complete transfer dependency","1993","college entrance qualification","East Germany","1","","",""
"Complete transfer dependency","1993","Other degree","West Germany","9","","",""
"Complete transfer dependency","1993","Other degree","East Germany","1","","",""
"Complete transfer dependency","1993","no degree/no degree yet","West Germany","7","","",""
"Complete transfer dependency","1993","no degree/no degree yet","East Germany","","","",""
"No transfer dependency","1994","lower secondary degree","West Germany","2167","0.616205342682008","0.601174156762678","0.631236528601337"
"No transfer dependency","1994","lower secondary degree","East Germany","639","0.548643549698065","0.52203915256107","0.57524794683506"
"No transfer dependency","1994","secondary school degree","West Germany","827","0.563722462355464","0.53988024306651","0.587564681644419"
"No transfer dependency","1994","secondary school degree","East Germany","336","0.261413270962014","0.240568559106272","0.282257982817756"
"No transfer dependency","1994","college entrance qualification","West Germany","570","0.536238495205634","0.508346778225728","0.56413021218554"
"No transfer dependency","1994","college entrance qualification","East Germany","116","0.323298950969886","0.281235794574124","0.365362107365648"
"No transfer dependency","1994","Other degree","West Germany","252","0.320885500094159","0.289373145710524","0.352397854477795"
"No transfer dependency","1994","Other degree","East Germany","10","","",""
"No transfer dependency","1994","no degree/no degree yet","West Germany","173","0.214722541913405","0.184645026002775","0.244800057824035"
"No transfer dependency","1994","no degree/no degree yet","East Germany","11","","",""
"Very low transfer dependency","1994","lower secondary degree","West Germany","1636","0.333358831443286","0.318788041341305","0.347929621545267"
"Very low transfer dependency","1994","lower secondary degree","East Germany","477","0.307692003905241","0.283017056500589","0.332366951309892"
"Very low transfer dependency","1994","secondary school degree","West Germany","750","0.390489351511008","0.367034762481459","0.413943940540556"
"Very low transfer dependency","1994","secondary school degree","East Germany","1049","0.544393395364014","0.520767800090286","0.568018990637741"
"Very low transfer dependency","1994","college entrance qualification","West Germany","593","0.428009953660606","0.400336072108837","0.455683835212376"
"Very low transfer dependency","1994","college entrance qualification","East Germany","300","0.5461771183647","0.501404630062839","0.590949606666562"
"Very low transfer dependency","1994","Other degree","West Germany","492","0.543178861774871","0.509552581396145","0.576805142153597"
"Very low transfer dependency","1994","Other degree","East Germany","14","","",""
"Very low transfer dependency","1994","no degree/no degree yet","West Germany","463","0.670403383987017","0.635972271847063","0.704834496126972"
"Very low transfer dependency","1994","no degree/no degree yet","East Germany","60","0.630581320051136","0.527976301109669","0.733186338992602"
"Low transfer dependency","1994","lower secondary degree","West Germany","132","0.024014324446556","0.0192823982405525","0.0287462506525595"
"Low transfer dependency","1994","lower secondary degree","East Germany","143","0.0806869570943117","0.0661262710999177","0.0952476430887057"
"Low transfer dependency","1994","secondary school degree","West Germany","55","0.0261783494765391","0.0185021999704318","0.0338544989826463"
"Low transfer dependency","1994","secondary school degree","East Germany","239","0.129240942830312","0.113326904876514","0.14515498078411"
"Low transfer dependency","1994","college entrance qualification","West Germany","44","0.022507701754895","0.0142116556755963","0.0308037478341936"
"Low transfer dependency","1994","college entrance qualification","East Germany","38","0.0663042361707044","0.0439286398359246","0.0886798325054841"
"Low transfer dependency","1994","Other degree","West Germany","57","0.0693013736906695","0.0521574682830816","0.0864452790982575"
"Low transfer dependency","1994","Other degree","East Germany","3","","",""
"Low transfer dependency","1994","no degree/no degree yet","West Germany","43","0.0555886028730431","0.0388057777571649","0.0723714279889213"
"Low transfer dependency","1994","no degree/no degree yet","East Germany","7","","",""
"High transfer dependency","1994","lower secondary degree","West Germany","37","0.0101183166894488","0.00702498256470302","0.0132116508141945"
"High transfer dependency","1994","lower secondary degree","East Germany","55","0.0422124335439119","0.0314625626328862","0.0529623044549376"
"High transfer dependency","1994","secondary school degree","West Germany","18","","",""
"High transfer dependency","1994","secondary school degree","East Germany","50","0.0359198006036654","0.0270919521176171","0.0447476490897136"
"High transfer dependency","1994","college entrance qualification","West Germany","11","","",""
"High transfer dependency","1994","college entrance qualification","East Germany","13","","",""
"High transfer dependency","1994","Other degree","West Germany","21","","",""
"High transfer dependency","1994","Other degree","East Germany","","","",""
"High transfer dependency","1994","no degree/no degree yet","West Germany","14","","",""
"High transfer dependency","1994","no degree/no degree yet","East Germany","5","","",""
"Very high transfer dependency","1994","lower secondary degree","West Germany","28","","",""
"Very high transfer dependency","1994","lower secondary degree","East Germany","25","","",""
"Very high transfer dependency","1994","secondary school degree","West Germany","9","","",""
"Very high transfer dependency","1994","secondary school degree","East Germany","24","","",""
"Very high transfer dependency","1994","college entrance qualification","West Germany","5","","",""
"Very high transfer dependency","1994","college entrance qualification","East Germany","5","","",""
"Very high transfer dependency","1994","Other degree","West Germany","11","","",""
"Very high transfer dependency","1994","Other degree","East Germany","1","","",""
"Very high transfer dependency","1994","no degree/no degree yet","West Germany","9","","",""
"Very high transfer dependency","1994","no degree/no degree yet","East Germany","2","","",""
"Complete transfer dependency","1994","lower secondary degree","West Germany","21","","",""
"Complete transfer dependency","1994","lower secondary degree","East Germany","5","","",""
"Complete transfer dependency","1994","secondary school degree","West Germany","3","","",""
"Complete transfer dependency","1994","secondary school degree","East Germany","9","","",""
"Complete transfer dependency","1994","college entrance qualification","West Germany","5","","",""
"Complete transfer dependency","1994","college entrance qualification","East Germany","3","","",""
"Complete transfer dependency","1994","Other degree","West Germany","10","","",""
"Complete transfer dependency","1994","Other degree","East Germany","1","","",""
"Complete transfer dependency","1994","no degree/no degree yet","West Germany","14","","",""
"Complete transfer dependency","1994","no degree/no degree yet","East Germany","","","",""
"No transfer dependency","1995","lower secondary degree","West Germany","2121","0.618111737707217","0.60301949945042","0.633203975964014"
"No transfer dependency","1995","lower secondary degree","East Germany","694","0.607502107391271","0.580782669227483","0.634221545555059"
"No transfer dependency","1995","secondary school degree","West Germany","848","0.564067907388706","0.541057421847363","0.587078392930048"
"No transfer dependency","1995","secondary school degree","East Germany","351","0.271249417916937","0.249822771487512","0.292676064346362"
"No transfer dependency","1995","college entrance qualification","West Germany","618","0.546070230338409","0.518985199889969","0.57315526078685"
"No transfer dependency","1995","college entrance qualification","East Germany","136","0.362362545673203","0.319450113249236","0.40527497809717"
"No transfer dependency","1995","Other degree","West Germany","307","0.313519151511155","0.286300773321022","0.340737529701288"
"No transfer dependency","1995","Other degree","East Germany","11","","",""
"No transfer dependency","1995","no degree/no degree yet","West Germany","169","0.207596520385043","0.178154504088185","0.2370385366819"
"No transfer dependency","1995","no degree/no degree yet","East Germany","7","","",""
"Very low transfer dependency","1995","lower secondary degree","West Germany","1559","0.309757106334878","0.29539349604064","0.324120716629116"
"Very low transfer dependency","1995","lower secondary degree","East Germany","396","0.264745400986473","0.240603700923281","0.288887101049665"
"Very low transfer dependency","1995","secondary school degree","West Germany","844","0.397552466424403","0.374842969819326","0.42026196302948"
"Very low transfer dependency","1995","secondary school degree","East Germany","1031","0.555767746066657","0.531821797147087","0.579713694986227"
"Very low transfer dependency","1995","college entrance qualification","West Germany","612","0.411374987878385","0.38460494651464","0.438145029242129"
"Very low transfer dependency","1995","college entrance qualification","East Germany","300","0.545027649045761","0.50057206281331","0.589483235278213"
"Very low transfer dependency","1995","Other degree","West Germany","637","0.487726638563871","0.458400484055528","0.517052793072214"
"Very low transfer dependency","1995","Other degree","East Germany","16","","",""
"Very low transfer dependency","1995","no degree/no degree yet","West Germany","460","0.659805688726157","0.625413811779756","0.694197565672559"
"Very low transfer dependency","1995","no degree/no degree yet","East Germany","73","0.715492428860866","0.624284288811781","0.806700568909951"
"Low transfer dependency","1995","lower secondary degree","West Germany","160","0.0352840636576172","0.0295529235312262","0.0410152037840082"
"Low transfer dependency","1995","lower secondary degree","East Germany","129","0.0815158879545737","0.0665434776918955","0.0964882982172519"
"Low transfer dependency","1995","secondary school degree","West Germany","51","0.0170814839074166","0.0110687467104923","0.0230942211043408"
"Low transfer dependency","1995","secondary school degree","East Germany","189","0.109900320512578","0.0948273399105856","0.124973301114571"
"Low transfer dependency","1995","college entrance qualification","West Germany","33","0.0175578420504453","0.0104128819339592","0.0247028021669315"
"Low transfer dependency","1995","college entrance qualification","East Germany","32","0.0590357056162769","0.0379946016057107","0.080076809626843"
"Low transfer dependency","1995","Other degree","West Germany","86","0.0748184418845896","0.0593824761020489","0.0902544076671303"
"Low transfer dependency","1995","Other degree","East Germany","5","","",""
"Low transfer dependency","1995","no degree/no degree yet","West Germany","48","0.0540487401802341","0.0376348510893457","0.0704626292711225"
"Low transfer dependency","1995","no degree/no degree yet","East Germany","7","","",""
"High transfer dependency","1995","lower secondary degree","West Germany","66","0.0151601466957731","0.011364493614718","0.0189557997768282"
"High transfer dependency","1995","lower secondary degree","East Germany","30","0.0179968463348968","0.0107225764765555","0.0252711161932382"
"High transfer dependency","1995","secondary school degree","West Germany","23","","",""
"High transfer dependency","1995","secondary school degree","East Germany","48","0.0345048990327884","0.0257086856507517","0.043301112414825"
"High transfer dependency","1995","college entrance qualification","West Germany","9","","",""
"High transfer dependency","1995","college entrance qualification","East Germany","7","","",""
"High transfer dependency","1995","Other degree","West Germany","24","","",""
"High transfer dependency","1995","Other degree","East Germany","1","","",""
"High transfer dependency","1995","no degree/no degree yet","West Germany","26","","",""
"High transfer dependency","1995","no degree/no degree yet","East Germany","4","","",""
"Very high transfer dependency","1995","lower secondary degree","West Germany","44","0.0118309939840425","0.00847223970263716","0.0151897482654478"
"Very high transfer dependency","1995","lower secondary degree","East Germany","28","","",""
"Very high transfer dependency","1995","secondary school degree","West Germany","10","","",""
"Very high transfer dependency","1995","secondary school degree","East Germany","25","","",""
"Very high transfer dependency","1995","college entrance qualification","West Germany","17","","",""
"Very high transfer dependency","1995","college entrance qualification","East Germany","6","","",""
"Very high transfer dependency","1995","Other degree","West Germany","30","0.0363157619759618","0.0253400942196858","0.0472914297322378"
"Very high transfer dependency","1995","Other degree","East Germany","","","",""
"Very high transfer dependency","1995","no degree/no degree yet","West Germany","8","","",""
"Very high transfer dependency","1995","no degree/no degree yet","East Germany","3","","",""
"Complete transfer dependency","1995","lower secondary degree","West Germany","31","0.00985595162047273","0.00678727959387886","0.0129246236470666"
"Complete transfer dependency","1995","lower secondary degree","East Germany","6","","",""
"Complete transfer dependency","1995","secondary school degree","West Germany","8","","",""
"Complete transfer dependency","1995","secondary school degree","East Germany","10","","",""
"Complete transfer dependency","1995","college entrance qualification","West Germany","9","","",""
"Complete transfer dependency","1995","college entrance qualification","East Germany","1","","",""
"Complete transfer dependency","1995","Other degree","West Germany","32","0.0645610771600903","0.0501429418857384","0.0789792124344422"
"Complete transfer dependency","1995","Other degree","East Germany","","","",""
"Complete transfer dependency","1995","no degree/no degree yet","West Germany","18","","",""
"Complete transfer dependency","1995","no degree/no degree yet","East Germany","","","",""
"No transfer dependency","1996","lower secondary degree","West Germany","2009","0.600459508553523","0.585069468908324","0.615849548198723"
"No transfer dependency","1996","lower secondary degree","East Germany","614","0.57878189513234","0.551388126586866","0.606175663677814"
"No transfer dependency","1996","secondary school degree","West Germany","809","0.532873230412801","0.509811994579702","0.555934466245899"
"No transfer dependency","1996","secondary school degree","East Germany","379","0.285236014936215","0.263534728598888","0.306937301273541"
"No transfer dependency","1996","college entrance qualification","West Germany","582","0.502161086469583","0.475147260722741","0.529174912216425"
"No transfer dependency","1996","college entrance qualification","East Germany","123","0.313751553675061","0.273038709043887","0.354464398306236"
"No transfer dependency","1996","Other degree","West Germany","304","0.341398508572925","0.312398038739446","0.370398978406403"
"No transfer dependency","1996","Other degree","East Germany","12","","",""
"No transfer dependency","1996","no degree/no degree yet","West Germany","173","0.20617758501983","0.175903680542967","0.236451489496692"
"No transfer dependency","1996","no degree/no degree yet","East Germany","5","","",""
"Very low transfer dependency","1996","lower secondary degree","West Germany","1585","0.326802448996993","0.312064692029784","0.341540205964202"
"Very low transfer dependency","1996","lower secondary degree","East Germany","338","0.210301750885407","0.187692153431994","0.232911348338821"
"Very low transfer dependency","1996","secondary school degree","West Germany","889","0.423391021688033","0.40055266930066","0.446229374075406"
"Very low transfer dependency","1996","secondary school degree","East Germany","998","0.530702741999596","0.506717083803823","0.554688400195369"
"Very low transfer dependency","1996","college entrance qualification","West Germany","674","0.457923461920388","0.431005207136993","0.484841716703784"
"Very low transfer dependency","1996","college entrance qualification","East Germany","313","0.545193928644006","0.501503485427709","0.588884371860303"
"Very low transfer dependency","1996","Other degree","West Germany","576","0.491880430824938","0.461304787595763","0.522456074054113"
"Very low transfer dependency","1996","Other degree","East Germany","15","","",""
"Very low transfer dependency","1996","no degree/no degree yet","West Germany","409","0.659527259658572","0.624066863631282","0.694987655685862"
"Very low transfer dependency","1996","no degree/no degree yet","East Germany","80","0.751971884665591","0.668161224154983","0.835782545176199"
"Low transfer dependency","1996","lower secondary degree","West Germany","147","0.0354199866540796","0.0296121980309837","0.0412277752771755"
"Low transfer dependency","1996","lower secondary degree","East Germany","168","0.119141979661126","0.101168748463156","0.137115210859096"
"Low transfer dependency","1996","secondary school degree","West Germany","62","0.0231979847224226","0.0162400291748202","0.0301559402700251"
"Low transfer dependency","1996","secondary school degree","East Germany","210","0.134894854397726","0.118476330635092","0.15131337816036"
"Low transfer dependency","1996","college entrance qualification","West Germany","35","0.0196408349501148","0.0121437449219284","0.0271379249783011"
"Low transfer dependency","1996","college entrance qualification","East Germany","48","0.0989649920841301","0.0727645000167262","0.125165484151534"
"Low transfer dependency","1996","Other degree","West Germany","76","0.06476132791036","0.0497097521076078","0.0798129037131122"
"Low transfer dependency","1996","Other degree","East Germany","6","","",""
"Low transfer dependency","1996","no degree/no degree yet","West Germany","51","0.0548875159238703","0.037843788848439","0.0719312429993016"
"Low transfer dependency","1996","no degree/no degree yet","East Germany","10","","",""
"High transfer dependency","1996","lower secondary degree","West Germany","76","0.0185633259105831","0.0143222454519127","0.0228044063692536"
"High transfer dependency","1996","lower secondary degree","East Germany","75","0.0490832561544613","0.0370971331957896","0.061069379113133"
"High transfer dependency","1996","secondary school degree","West Germany","22","","",""
"High transfer dependency","1996","secondary school degree","East Germany","54","0.0317501106338394","0.0233232014051993","0.0401770198624794"
"High transfer dependency","1996","college entrance qualification","West Germany","10","","",""
"High transfer dependency","1996","college entrance qualification","East Germany","7","","",""
"High transfer dependency","1996","Other degree","West Germany","23","","",""
"High transfer dependency","1996","Other degree","East Germany","1","","",""
"High transfer dependency","1996","no degree/no degree yet","West Germany","24","","",""
"High transfer dependency","1996","no degree/no degree yet","East Germany","1","","",""
"Very high transfer dependency","1996","lower secondary degree","West Germany","45","0.011458877774052","0.00811472669600393","0.0148030288521002"
"Very high transfer dependency","1996","lower secondary degree","East Germany","46","0.0301164965275686","0.0206344341283072","0.0395985589268301"
"Very high transfer dependency","1996","secondary school degree","West Germany","5","","",""
"Very high transfer dependency","1996","secondary school degree","East Germany","17","","",""
"Very high transfer dependency","1996","college entrance qualification","West Germany","9","","",""
"Very high transfer dependency","1996","college entrance qualification","East Germany","7","","",""
"Very high transfer dependency","1996","Other degree","West Germany","22","","",""
"Very high transfer dependency","1996","Other degree","East Germany","","","",""
"Very high transfer dependency","1996","no degree/no degree yet","West Germany","17","","",""
"Very high transfer dependency","1996","no degree/no degree yet","East Germany","6","","",""
"Complete transfer dependency","1996","lower secondary degree","West Germany","29","","",""
"Complete transfer dependency","1996","lower secondary degree","East Germany","7","","",""
"Complete transfer dependency","1996","secondary school degree","West Germany","11","","",""
"Complete transfer dependency","1996","secondary school degree","East Germany","5","","",""
"Complete transfer dependency","1996","college entrance qualification","West Germany","6","","",""
"Complete transfer dependency","1996","college entrance qualification","East Germany","1","","",""
"Complete transfer dependency","1996","Other degree","West Germany","26","","",""
"Complete transfer dependency","1996","Other degree","East Germany","1","","",""
"Complete transfer dependency","1996","no degree/no degree yet","West Germany","12","","",""
"Complete transfer dependency","1996","no degree/no degree yet","East Germany","","","",""
"No transfer dependency","1997","lower secondary degree","West Germany","1896","0.568122621801407","0.552580663912515","0.583664579690298"
"No transfer dependency","1997","lower secondary degree","East Germany","612","0.580962024434598","0.553184256519095","0.608739792350101"
"No transfer dependency","1997","secondary school degree","West Germany","745","0.481283468547882","0.458637400677211","0.503929536418554"
"No transfer dependency","1997","secondary school degree","East Germany","373","0.279155592299639","0.257284456064652","0.301026728534625"
"No transfer dependency","1997","college entrance qualification","West Germany","586","0.468699615651138","0.442503670775177","0.4948955605271"
"No transfer dependency","1997","college entrance qualification","East Germany","148","0.363197960244016","0.322254543720532","0.404141376767501"
"No transfer dependency","1997","Other degree","West Germany","278","0.307356734553693","0.278424832652888","0.336288636454497"
"No transfer dependency","1997","Other degree","East Germany","12","","",""
"No transfer dependency","1997","no degree/no degree yet","West Germany","168","0.204414850804685","0.174389988131483","0.234439713477887"
"No transfer dependency","1997","no degree/no degree yet","East Germany","7","","",""
"Very low transfer dependency","1997","lower secondary degree","West Germany","1654","0.337914794796701","0.323073731971705","0.352755857621697"
"Very low transfer dependency","1997","lower secondary degree","East Germany","316","0.206240371918146","0.183461714354937","0.229019029481355"
"Very low transfer dependency","1997","secondary school degree","West Germany","989","0.463756280716741","0.441153946148283","0.486358615285199"
"Very low transfer dependency","1997","secondary school degree","East Germany","915","0.489664687535235","0.465291932934434","0.514037442136036"
"Very low transfer dependency","1997","college entrance qualification","West Germany","737","0.47735232203317","0.451131836071055","0.503572807995285"
"Very low transfer dependency","1997","college entrance qualification","East Germany","309","0.505040252210069","0.462474717471738","0.5476057869484"
"Very low transfer dependency","1997","Other degree","West Germany","510","0.478295659769635","0.446972810974226","0.509618508565044"
"Very low transfer dependency","1997","Other degree","East Germany","15","","",""
"Very low transfer dependency","1997","no degree/no degree yet","West Germany","408","0.637461104017537","0.601669132353008","0.673253075682066"
"Very low transfer dependency","1997","no degree/no degree yet","East Germany","93","0.745975143063789","0.666757962305808","0.825192323821771"
"Low transfer dependency","1997","lower secondary degree","West Germany","191","0.044707663816544","0.0382233564400002","0.0511919711930877"
"Low transfer dependency","1997","lower secondary degree","East Germany","173","0.130408511483085","0.111449862308305","0.149367160657864"
"Low transfer dependency","1997","secondary school degree","West Germany","85","0.0323688364858147","0.0243475180883973","0.040390154883232"
"Low transfer dependency","1997","secondary school degree","East Germany","230","0.15142055053931","0.133943583055039","0.168897518023581"
"Low transfer dependency","1997","college entrance qualification","West Germany","42","0.0327777095737084","0.0234307760514985","0.0421246430959184"
"Low transfer dependency","1997","college entrance qualification","East Germany","50","0.0831335329436126","0.059629016575828","0.106638049311397"
"Low transfer dependency","1997","Other degree","West Germany","112","0.101547396956893","0.0826072740706732","0.120487519843112"
"Low transfer dependency","1997","Other degree","East Germany","3","","",""
"Low transfer dependency","1997","no degree/no degree yet","West Germany","69","0.0787599841613846","0.0587050758472641","0.098814892475505"
"Low transfer dependency","1997","no degree/no degree yet","East Germany","11","","",""
"High transfer dependency","1997","lower secondary degree","West Germany","76","0.02330728227019","0.0185732713955475","0.0280412931448325"
"High transfer dependency","1997","lower secondary degree","East Germany","68","0.0461754752072869","0.0343603940172927","0.0579905563972811"
"High transfer dependency","1997","secondary school degree","West Germany","21","","",""
"High transfer dependency","1997","secondary school degree","East Germany","63","0.0538707749357492","0.0428635142226914","0.0648780356488069"
"High transfer dependency","1997","college entrance qualification","West Germany","15","","",""
"High transfer dependency","1997","college entrance qualification","East Germany","19","","",""
"High transfer dependency","1997","Other degree","West Germany","28","","",""
"High transfer dependency","1997","Other degree","East Germany","","","",""
"High transfer dependency","1997","no degree/no degree yet","West Germany","21","","",""
"High transfer dependency","1997","no degree/no degree yet","East Germany","2","","",""
"Very high transfer dependency","1997","lower secondary degree","West Germany","56","0.0164965164427542","0.0124999362480107","0.0204930966374978"
"Very high transfer dependency","1997","lower secondary degree","East Germany","33","0.025925753953114","0.0169791438888336","0.0348723640173944"
"Very high transfer dependency","1997","secondary school degree","West Germany","21","","",""
"Very high transfer dependency","1997","secondary school degree","East Germany","29","","",""
"Very high transfer dependency","1997","college entrance qualification","West Germany","9","","",""
"Very high transfer dependency","1997","college entrance qualification","East Germany","4","","",""
"Very high transfer dependency","1997","Other degree","West Germany","22","","",""
"Very high transfer dependency","1997","Other degree","East Germany","1","","",""
"Very high transfer dependency","1997","no degree/no degree yet","West Germany","16","","",""
"Very high transfer dependency","1997","no degree/no degree yet","East Germany","2","","",""
"Complete transfer dependency","1997","lower secondary degree","West Germany","29","","",""
"Complete transfer dependency","1997","lower secondary degree","East Germany","10","","",""
"Complete transfer dependency","1997","secondary school degree","West Germany","9","","",""
"Complete transfer dependency","1997","secondary school degree","East Germany","6","","",""
"Complete transfer dependency","1997","college entrance qualification","West Germany","5","","",""
"Complete transfer dependency","1997","college entrance qualification","East Germany","","","",""
"Complete transfer dependency","1997","Other degree","West Germany","27","","",""
"Complete transfer dependency","1997","Other degree","East Germany","1","","",""
"Complete transfer dependency","1997","no degree/no degree yet","West Germany","11","","",""
"Complete transfer dependency","1997","no degree/no degree yet","East Germany","1","","",""
"No transfer dependency","1998","lower secondary degree","West Germany","2177","0.579944880889686","0.565225044274633","0.594664717504739"
"No transfer dependency","1998","lower secondary degree","East Germany","664","0.605630615619057","0.578784009188798","0.632477222049315"
"No transfer dependency","1998","secondary school degree","West Germany","836","0.476147191989888","0.454725286659842","0.497569097319934"
"No transfer dependency","1998","secondary school degree","East Germany","387","0.266331759252433","0.245567805917144","0.287095712587722"
"No transfer dependency","1998","college entrance qualification","West Germany","718","0.47823285776996","0.454181206081415","0.502284509458506"
"No transfer dependency","1998","college entrance qualification","East Germany","125","0.303325980903327","0.264409343412934","0.34224261839372"
"No transfer dependency","1998","Other degree","West Germany","264","0.305749973159826","0.276514167247872","0.33498577907178"
"No transfer dependency","1998","Other degree","East Germany","16","","",""
"No transfer dependency","1998","no degree/no degree yet","West Germany","135","0.18791800420332","0.158685220722245","0.217150787684395"
"No transfer dependency","1998","no degree/no degree yet","East Germany","5","","",""
"Very low transfer dependency","1998","lower secondary degree","West Germany","1754","0.333934836814761","0.319869643266417","0.348000030363106"
"Very low transfer dependency","1998","lower secondary degree","East Germany","337","0.213925973209928","0.191399283823489","0.236452662596368"
"Very low transfer dependency","1998","secondary school degree","West Germany","1111","0.470634444878993","0.449225141417326","0.49204374834066"
"Very low transfer dependency","1998","secondary school degree","East Germany","1028","0.536838737457908","0.513416048933921","0.560261425981894"
"Very low transfer dependency","1998","college entrance qualification","West Germany","835","0.459904565980569","0.435907621299704","0.483901510661433"
"Very low transfer dependency","1998","college entrance qualification","East Germany","329","0.54054170464648","0.498352304740775","0.582731104552185"
"Very low transfer dependency","1998","Other degree","West Germany","508","0.48110170676514","0.449396289470297","0.512807124059983"
"Very low transfer dependency","1998","Other degree","East Germany","13","","",""
"Very low transfer dependency","1998","no degree/no degree yet","West Germany","424","0.646830375235488","0.611064166381426","0.682596584089551"
"Very low transfer dependency","1998","no degree/no degree yet","East Germany","94","0.775322293903404","0.699695395988879","0.850949191817929"
"Low transfer dependency","1998","lower secondary degree","West Germany","218","0.0421224836979127","0.0361319093269339","0.0481130580688915"
"Low transfer dependency","1998","lower secondary degree","East Germany","161","0.103092923593533","0.0863888635509642","0.119796983636102"
"Low transfer dependency","1998","secondary school degree","West Germany","85","0.0314999320569622","0.0240081095425164","0.0389917545714081"
"Low transfer dependency","1998","secondary school degree","East Germany","227","0.127856998633014","0.11217126599551","0.143542731270519"
"Low transfer dependency","1998","college entrance qualification","West Germany","57","0.0322254900037065","0.023722460397159","0.040728519610254"
"Low transfer dependency","1998","college entrance qualification","East Germany","59","0.0992635793110518","0.0739496523002707","0.124577506321833"
"Low transfer dependency","1998","Other degree","West Germany","109","0.103197442049925","0.0838930206578405","0.12250186344201"
"Low transfer dependency","1998","Other degree","East Germany","3","","",""
"Low transfer dependency","1998","no degree/no degree yet","West Germany","66","0.0765503665629681","0.0566543434342783","0.0964463896916578"
"Low transfer dependency","1998","no degree/no degree yet","East Germany","10","","",""
"High transfer dependency","1998","lower secondary degree","West Germany","80","0.0188374342247701","0.0147829291478735","0.0228919393016666"
"High transfer dependency","1998","lower secondary degree","East Germany","55","0.0321314255469226","0.0224440289320158","0.0418188221618294"
"High transfer dependency","1998","secondary school degree","West Germany","24","","",""
"High transfer dependency","1998","secondary school degree","East Germany","53","0.0309568265615226","0.0228210598735472","0.0390925932494979"
"High transfer dependency","1998","college entrance qualification","West Germany","20","","",""
"High transfer dependency","1998","college entrance qualification","East Germany","13","","",""
"High transfer dependency","1998","Other degree","West Germany","31","0.035879942755562","0.0240776785278142","0.0476822069833098"
"High transfer dependency","1998","Other degree","East Germany","3","","",""
"High transfer dependency","1998","no degree/no degree yet","West Germany","22","","",""
"High transfer dependency","1998","no degree/no degree yet","East Germany","5","","",""
"Very high transfer dependency","1998","lower secondary degree","West Germany","50","0.0129496226901506","0.00957787781742432","0.016321367562877"
"Very high transfer dependency","1998","lower secondary degree","East Germany","43","0.0342948161656624","0.0242977996375193","0.0442918326938055"
"Very high transfer dependency","1998","secondary school degree","West Germany","22","","",""
"Very high transfer dependency","1998","secondary school degree","East Germany","32","0.0269547560720947","0.0193474143434889","0.0345620978007005"
"Very high transfer dependency","1998","college entrance qualification","West Germany","18","","",""
"Very high transfer dependency","1998","college entrance qualification","East Germany","8","","",""
"Very high transfer dependency","1998","Other degree","West Germany","18","","",""
