"transab_cat","year","age_gr","sex","n","percent","lower_confidence","upper_confidence"
"Very high transfer dependency","1993","16-34 y.","Male","31","0.010568520081814","0.00644112406188265","0.0146959161017454"
"Very high transfer dependency","1993","16-34 y.","Female","30","0.0111858786662358","0.00693284358783272","0.0154389137446389"
"Very high transfer dependency","1993","35-65 y.","Male","25","","",""
"Very high transfer dependency","1993","35-65 y.","Female","30","0.0101743138174098","0.00671617141707133","0.0136324562177482"
"Very high transfer dependency","1993","66 and older","Male","","","",""
"Very high transfer dependency","1993","66 and older","Female","4","","",""
"Complete transfer dependency","1993","16-34 y.","Male","11","","",""
"Complete transfer dependency","1993","16-34 y.","Female","23","","",""
"Complete transfer dependency","1993","35-65 y.","Male","9","","",""
"Complete transfer dependency","1993","35-65 y.","Female","14","","",""
"Complete transfer dependency","1993","66 and older","Male","","","",""
"Complete transfer dependency","1993","66 and older","Female","","","",""
"No transfer dependency","1994","16-34 y.","Male","755","0.389686399232862","0.369651087204699","0.409721711261026"
"No transfer dependency","1994","16-34 y.","Female","660","0.341580286869608","0.322422617497085","0.36073795624213"
"No transfer dependency","1994","35-65 y.","Male","1205","0.466556020464494","0.449087175054247","0.484024865874742"
"No transfer dependency","1994","35-65 y.","Female","1301","0.501728514554425","0.48429552142915","0.519161507679701"
"No transfer dependency","1994","66 and older","Male","511","0.92641780663528","0.904908337739038","0.947927275531521"
"No transfer dependency","1994","66 and older","Female","780","0.85031444979067","0.827519796129069","0.87310910345227"
"Very low transfer dependency","1994","16-34 y.","Male","1247","0.499479706427131","0.47893822641081","0.520021186443453"
"Very low transfer dependency","1994","16-34 y.","Female","1371","0.531071663810904","0.510912400150012","0.551230927471796"
"Very low transfer dependency","1994","35-65 y.","Male","1643","0.456865859003799","0.439423075212317","0.474308642795281"
"Very low transfer dependency","1994","35-65 y.","Female","1563","0.42394316623909","0.406712937785626","0.441173394692554"
"Very low transfer dependency","1994","66 and older","Male","44","0.0609812081983444","0.0412671956113982","0.0806952207852906"
"Very low transfer dependency","1994","66 and older","Female","141","0.134318204053715","0.112531082321797","0.156105325785634"
"Low transfer dependency","1994","16-34 y.","Male","186","0.0686894582747404","0.0582985319093054","0.0790803846401754"
"Low transfer dependency","1994","16-34 y.","Female","204","0.0674049191118936","0.0572766036911642","0.077533234532623"
"Low transfer dependency","1994","35-65 y.","Male","177","0.0389387643527946","0.032164931021655","0.0457125976839341"
"Low transfer dependency","1994","35-65 y.","Female","189","0.0419170619419154","0.0349298885620885","0.0489042353217423"
"Low transfer dependency","1994","66 and older","Male","8","","",""
"Low transfer dependency","1994","66 and older","Female","13","","",""
"High transfer dependency","1994","16-34 y.","Male","42","0.0191699456226002","0.0135365625416299","0.0248033287035706"
"High transfer dependency","1994","16-34 y.","Female","54","0.0253141999687178","0.0189687958742764","0.0316596040631592"
"High transfer dependency","1994","35-65 y.","Male","66","0.0191421140482889","0.0143440516973484","0.0239401763992295"
"High transfer dependency","1994","35-65 y.","Female","62","0.0164426968989356","0.0120087456983249","0.0208766480995462"
"High transfer dependency","1994","66 and older","Male","2","","",""
"High transfer dependency","1994","66 and older","Female","3","","",""
"Very high transfer dependency","1994","16-34 y.","Male","29","","",""
"Very high transfer dependency","1994","16-34 y.","Female","41","0.0214647557258742","0.0156101712986736","0.0273193401530749"
"Very high transfer dependency","1994","35-65 y.","Male","23","","",""
"Very high transfer dependency","1994","35-65 y.","Female","29","","",""
"Very high transfer dependency","1994","66 and older","Male","1","","",""
"Very high transfer dependency","1994","66 and older","Female","4","","",""
"Complete transfer dependency","1994","16-34 y.","Male","17","","",""
"Complete transfer dependency","1994","16-34 y.","Female","24","","",""
"Complete transfer dependency","1994","35-65 y.","Male","19","","",""
"Complete transfer dependency","1994","35-65 y.","Female","16","","",""
"Complete transfer dependency","1994","66 and older","Male","","","",""
"Complete transfer dependency","1994","66 and older","Female","","","",""
"No transfer dependency","1995","16-34 y.","Male","804","0.409054241774516","0.38909512981366","0.429013353735372"
"No transfer dependency","1995","16-34 y.","Female","689","0.34624864819036","0.327265432894003","0.365231863486718"
"No transfer dependency","1995","35-65 y.","Male","1234","0.458264133653908","0.441115625448211","0.475412641859604"
"No transfer dependency","1995","35-65 y.","Female","1326","0.490462795477517","0.473393666258404","0.507531924696631"
"No transfer dependency","1995","66 and older","Male","529","0.933204285996927","0.913024242935644","0.953384329058209"
"No transfer dependency","1995","66 and older","Female","823","0.886236553332554","0.866055955271492","0.906417151393616"
"Very low transfer dependency","1995","16-34 y.","Male","1246","0.474065079296247","0.45379469693696","0.494335461655534"
"Very low transfer dependency","1995","16-34 y.","Female","1378","0.513825309143954","0.493883096192471","0.533767522095437"
"Very low transfer dependency","1995","35-65 y.","Male","1681","0.448223029527423","0.431106981943189","0.465339077111657"
"Very low transfer dependency","1995","35-65 y.","Female","1639","0.425622500521192","0.408740209584728","0.442504791457657"
"Very low transfer dependency","1995","66 and older","Male","50","0.0583635565595181","0.0394151832790805","0.0773119298399558"
"Very low transfer dependency","1995","66 and older","Female","106","0.0972510597255737","0.0784194043694152","0.116082715081732"
"Low transfer dependency","1995","16-34 y.","Male","164","0.0589008228069842","0.0493430801717405","0.0684585654422279"
"Low transfer dependency","1995","16-34 y.","Female","196","0.0701024862987497","0.0599153132410979","0.0802896593564014"
"Low transfer dependency","1995","35-65 y.","Male","204","0.051349192378009","0.0437530234236958","0.0589453613323222"
"Low transfer dependency","1995","35-65 y.","Female","185","0.0406340838700018","0.033892564908268","0.0473756028317356"
"Low transfer dependency","1995","66 and older","Male","5","","",""
"Low transfer dependency","1995","66 and older","Female","13","","",""
"High transfer dependency","1995","16-34 y.","Male","51","0.0258025126516432","0.0193662841137851","0.0322387411895014"
"High transfer dependency","1995","16-34 y.","Female","62","0.025345325173933","0.0190742248456792","0.0316164255021868"
"High transfer dependency","1995","35-65 y.","Male","59","0.0151363764945639","0.0109342064174201","0.0193385465717076"
"High transfer dependency","1995","35-65 y.","Female","69","0.017511968148241","0.0130332730726503","0.0219906632238318"
"High transfer dependency","1995","66 and older","Male","2","","",""
"High transfer dependency","1995","66 and older","Female","5","","",""
"Very high transfer dependency","1995","16-34 y.","Male","39","0.0149882086543369","0.010055646866783","0.0199207704418908"
"Very high transfer dependency","1995","16-34 y.","Female","56","0.0252338165710976","0.0189761685978143","0.0314914645443808"
"Very high transfer dependency","1995","35-65 y.","Male","36","0.0142894927638895","0.0102048158001397","0.0183741697276393"
"Very high transfer dependency","1995","35-65 y.","Female","45","0.0130177524332589","0.00914746645798196","0.0168880384085358"
"Very high transfer dependency","1995","66 and older","Male","","","",""
"Very high transfer dependency","1995","66 and older","Female","3","","",""
"Complete transfer dependency","1995","16-34 y.","Male","27","","",""
"Complete transfer dependency","1995","16-34 y.","Female","32","0.0192444146219057","0.0137628797951143","0.024725949448697"
"Complete transfer dependency","1995","35-65 y.","Male","29","","",""
"Complete transfer dependency","1995","35-65 y.","Female","31","0.0127508995497884","0.00891996998524857","0.0165818291143282"
"Complete transfer dependency","1995","66 and older","Male","2","","",""
"Complete transfer dependency","1995","66 and older","Female","1","","",""
"No transfer dependency","1996","16-34 y.","Male","793","0.400166043248156","0.379980452942327","0.420351633553986"
"No transfer dependency","1996","16-34 y.","Female","678","0.332828164829564","0.313772001349958","0.351884328309171"
"No transfer dependency","1996","35-65 y.","Male","1125","0.426266936593561","0.409151248080964","0.443382625106158"
"No transfer dependency","1996","35-65 y.","Female","1194","0.452570310316557","0.435484070618651","0.469656550014463"
"No transfer dependency","1996","66 and older","Male","522","0.909279543654273","0.886259888018866","0.93229919928968"
"No transfer dependency","1996","66 and older","Female","827","0.885521178695128","0.86541187660479","0.905630480785466"
"Very low transfer dependency","1996","16-34 y.","Male","1197","0.495849552548148","0.475249854458841","0.516449250637454"
"Very low transfer dependency","1996","16-34 y.","Female","1351","0.541870209042465","0.521721441473246","0.562018976611685"
"Very low transfer dependency","1996","35-65 y.","Male","1704","0.467291080787144","0.45002326762057","0.484558893953718"
"Very low transfer dependency","1996","35-65 y.","Female","1649","0.434335309525004","0.417320331416505","0.451350287633502"
"Very low transfer dependency","1996","66 and older","Male","58","0.0733724408799673","0.0524738699857644","0.0942710117741702"
"Very low transfer dependency","1996","66 and older","Female","109","0.09108129536211","0.0729089045893871","0.109253686134833"
"Low transfer dependency","1996","16-34 y.","Male","166","0.0638572486912777","0.0537837124107862","0.0739307849717693"
"Low transfer dependency","1996","16-34 y.","Female","183","0.0635617445680356","0.0536956775639703","0.0734278115721008"
"Low transfer dependency","1996","35-65 y.","Male","226","0.0578430752702824","0.0497635485691104","0.0659226019714543"
"Low transfer dependency","1996","35-65 y.","Female","228","0.056113295619613","0.0482132042643384","0.0640133869748876"
"Low transfer dependency","1996","66 and older","Male","14","","",""
"Low transfer dependency","1996","66 and older","Female","19","","",""
"High transfer dependency","1996","16-34 y.","Male","56","0.021081494665518","0.0151627475774304","0.0270002417536056"
"High transfer dependency","1996","16-34 y.","Female","62","0.0275352573260221","0.0209178466967982","0.0341526679552459"
"High transfer dependency","1996","35-65 y.","Male","79","0.0206331114566872","0.0157132408425545","0.0255529820708199"
"High transfer dependency","1996","35-65 y.","Female","104","0.0297003751135909","0.0238729971147751","0.0355277531124066"
"High transfer dependency","1996","66 and older","Male","1","","",""
"High transfer dependency","1996","66 and older","Female","4","","",""
"Very high transfer dependency","1996","16-34 y.","Male","33","0.0112599839382504","0.00691272253703543","0.0156072453394654"
"Very high transfer dependency","1996","16-34 y.","Female","43","0.0170822074295417","0.0118421363681269","0.0223222784909565"
"Very high transfer dependency","1996","35-65 y.","Male","46","0.0129594572941604","0.00904510856485356","0.0168738060234671"
"Very high transfer dependency","1996","35-65 y.","Female","60","0.0174073202122217","0.0129178818597512","0.0218967585646921"
"Very high transfer dependency","1996","66 and older","Male","2","","",""
"Very high transfer dependency","1996","66 and older","Female","1","","",""
"Complete transfer dependency","1996","16-34 y.","Male","18","","",""
"Complete transfer dependency","1996","16-34 y.","Female","32","0.017122416804371","0.0118762894407745","0.0223685441679675"
"Complete transfer dependency","1996","35-65 y.","Male","27","","",""
"Complete transfer dependency","1996","35-65 y.","Female","25","","",""
"Complete transfer dependency","1996","66 and older","Male","1","","",""
"Complete transfer dependency","1996","66 and older","Female","3","","",""
"No transfer dependency","1997","16-34 y.","Male","717","0.366689275680982","0.346869576919506","0.386508974442458"
"No transfer dependency","1997","16-34 y.","Female","624","0.295290880931007","0.276607291581811","0.313974470280203"
"No transfer dependency","1997","35-65 y.","Male","1066","0.398665525567053","0.38180628614782","0.415524764986286"
"No transfer dependency","1997","35-65 y.","Female","1167","0.425077286833404","0.408258946057079","0.441895627609729"
"No transfer dependency","1997","66 and older","Male","553","0.890137739499618","0.865910107045097","0.914365371954138"
"No transfer dependency","1997","66 and older","Female","825","0.874360380142927","0.853448505044517","0.895272255241338"
"Very low transfer dependency","1997","16-34 y.","Male","1229","0.502473243818584","0.481909403867667","0.523037083769501"
"Very low transfer dependency","1997","16-34 y.","Female","1301","0.542643924938896","0.522239937448023","0.56304791242977"
"Very low transfer dependency","1997","35-65 y.","Male","1748","0.483955222727637","0.466747560605567","0.501162884849707"
"Very low transfer dependency","1997","35-65 y.","Female","1694","0.448064428243948","0.431146043753113","0.464982812734782"
"Very low transfer dependency","1997","66 and older","Male","69","0.0878140742894525","0.0658869412643274","0.109741207314577"
"Very low transfer dependency","1997","66 and older","Female","113","0.0936185252298993","0.0752395690485992","0.111997481411199"
"Low transfer dependency","1997","16-34 y.","Male","207","0.0807666170852738","0.069560159177533","0.0919730749930147"
"Low transfer dependency","1997","16-34 y.","Female","214","0.0815042720127244","0.0702980529858428","0.092710491039606"
"Low transfer dependency","1997","35-65 y.","Male","266","0.0685458683835826","0.0598453132380272","0.0772464235291379"
"Low transfer dependency","1997","35-65 y.","Female","274","0.0661463168598761","0.0576908670442504","0.0746017666755018"
"Low transfer dependency","1997","66 and older","Male","15","","",""
"Low transfer dependency","1997","66 and older","Female","15","","",""
"High transfer dependency","1997","16-34 y.","Male","60","0.0238200919909155","0.0175485234435207","0.0300916605383103"
"High transfer dependency","1997","16-34 y.","Female","69","0.0348770163262817","0.0273626676815786","0.0423913649709849"
"High transfer dependency","1997","35-65 y.","Male","84","0.0214056214682698","0.0164220480023516","0.0263891949341881"
"High transfer dependency","1997","35-65 y.","Female","96","0.0275214401486773","0.0219557367271602","0.0330871435701943"
"High transfer dependency","1997","66 and older","Male","2","","",""
"High transfer dependency","1997","66 and older","Female","9","","",""
"Very high transfer dependency","1997","16-34 y.","Male","39","0.0179048843721516","0.0124510485540112","0.0233587201902921"
"Very high transfer dependency","1997","16-34 y.","Female","53","0.0252103831612523","0.0187897845527576","0.0316309817697471"
"Very high transfer dependency","1997","35-65 y.","Male","54","0.0174334865275644","0.0129268898659293","0.0219400831891994"
"Very high transfer dependency","1997","35-65 y.","Female","57","0.0184521159698891","0.0138736151307408","0.0230306168090374"
"Very high transfer dependency","1997","66 and older","Male","","","",""
"Very high transfer dependency","1997","66 and older","Female","1","","",""
"Complete transfer dependency","1997","16-34 y.","Male","19","","",""
"Complete transfer dependency","1997","16-34 y.","Female","29","","",""
"Complete transfer dependency","1997","35-65 y.","Male","22","","",""
"Complete transfer dependency","1997","35-65 y.","Female","31","0.0147384119442058","0.0106387732260342","0.0188380506623775"
"Complete transfer dependency","1997","66 and older","Male","1","","",""
"Complete transfer dependency","1997","66 and older","Female","2","","",""
"No transfer dependency","1998","16-34 y.","Male","719","0.351213924100079","0.332052332107625","0.370375516092534"
"No transfer dependency","1998","16-34 y.","Female","663","0.299003023222016","0.28079261791055","0.317213428533481"
"No transfer dependency","1998","35-65 y.","Male","1269","0.404786625678936","0.38893416627944","0.420639085078432"
"No transfer dependency","1998","35-65 y.","Female","1390","0.438531507202949","0.422692042079294","0.454370972326604"
"No transfer dependency","1998","66 and older","Male","659","0.893822248859282","0.871949017475894","0.91569548024267"
"No transfer dependency","1998","66 and older","Female","957","0.876107657092421","0.856847230303093","0.895368083881749"
"Very low transfer dependency","1998","16-34 y.","Male","1328","0.514444867289562","0.494382431516483","0.53450730306264"
"Very low transfer dependency","1998","16-34 y.","Female","1379","0.548767170312003","0.528973872663088","0.568560467960918"
"Very low transfer dependency","1998","35-65 y.","Male","1941","0.475945809289215","0.459816562598766","0.492075055979664"
"Very low transfer dependency","1998","35-65 y.","Female","1895","0.44672922182375","0.430859531092978","0.462598912554522"
"Very low transfer dependency","1998","66 and older","Male","79","0.0865193979187159","0.0665586406091018","0.10648015522833"
"Very low transfer dependency","1998","66 and older","Female","132","0.0991279578417564","0.0816578908800274","0.116598024803485"
"Low transfer dependency","1998","16-34 y.","Male","214","0.0796257755076812","0.0687589166377714","0.0904926343775911"
"Low transfer dependency","1998","16-34 y.","Female","220","0.0718609970555133","0.0615884797682478","0.0821335143427788"
"Low transfer dependency","1998","35-65 y.","Male","280","0.0633615152762003","0.0554938475880611","0.0712291829643394"
"Low transfer dependency","1998","35-65 y.","Female","291","0.0631113728301039","0.0553493446859317","0.070873400974276"
"Low transfer dependency","1998","66 and older","Male","22","","",""
"Low transfer dependency","1998","66 and older","Female","24","","",""
"High transfer dependency","1998","16-34 y.","Male","62","0.02511239770373","0.0188315779601358","0.0313932174473243"
"High transfer dependency","1998","16-34 y.","Female","73","0.0293233770059287","0.022612673870886","0.0360340801409714"
"High transfer dependency","1998","35-65 y.","Male","90","0.021131830675321","0.0164869143398055","0.0257767470108366"
"High transfer dependency","1998","35-65 y.","Female","93","0.0233900999686126","0.0185655810235488","0.0282146189136764"
"High transfer dependency","1998","66 and older","Male","","","",""
"High transfer dependency","1998","66 and older","Female","5","","",""
"Very high transfer dependency","1998","16-34 y.","Male","32","0.0125880784164287","0.00811276074247947","0.0170633960903779"
"Very high transfer dependency","1998","16-34 y.","Female","58","0.0322037179110443","0.0251815900753965","0.0392258457466922"
"Very high transfer dependency","1998","35-65 y.","Male","69","0.0194548354240603","0.0149942196749186","0.0239154511732019"
"Very high transfer dependency","1998","35-65 y.","Female","62","0.0151032805058775","0.0112100653481906","0.0189964956635643"
"Very high transfer dependency","1998","66 and older","Male","1","","",""
"Very high transfer dependency","1998","66 and older","Female","4","","",""
"Complete transfer dependency","1998","16-34 y.","Male","29","","",""
"Complete transfer dependency","1998","16-34 y.","Female","35","0.0188417144934951","0.0134335051144149","0.0242499238725754"
"Complete transfer dependency","1998","35-65 y.","Male","34","0.0153193836562679","0.011352809551186","0.0192859577613498"
"Complete transfer dependency","1998","35-65 y.","Female","39","0.0131345176687069","0.00950027887546014","0.0167687564619536"
"Complete transfer dependency","1998","66 and older","Male","1","","",""
"Complete transfer dependency","1998","66 and older","Female","2","","",""
"No transfer dependency","1999","16-34 y.","Male","703","0.339530295879253","0.319902211875803","0.359158379882702"
"No transfer dependency","1999","16-34 y.","Female","629","0.291426413327186","0.272863233721736","0.309989592932637"
"No transfer dependency","1999","35-65 y.","Male","1227","0.404728170581799","0.388636164087225","0.420820177076373"
"No transfer dependency","1999","35-65 y.","Female","1308","0.427147000339966","0.411105923059106","0.443188077620827"
"No transfer dependency","1999","66 and older","Male","654","0.897365345560342","0.875703568727346","0.919027122393338"
"No transfer dependency","1999","66 and older","Female","925","0.887859132664508","0.868979122727031","0.906739142601985"
"Very low transfer dependency","1999","16-34 y.","Male","1225","0.531245613459758","0.510561708081438","0.551929518838078"
"Very low transfer dependency","1999","16-34 y.","Female","1302","0.558425262888692","0.538140026660733","0.578710499116651"
"Very low transfer dependency","1999","35-65 y.","Male","1933","0.495081049647771","0.478689507912874","0.511472591382668"
"Very low transfer dependency","1999","35-65 y.","Female","1910","0.468643410857427","0.452461211478849","0.484825610236005"
"Very low transfer dependency","1999","66 and older","Male","83","0.0876547236259647","0.0674696799069484","0.107839767344981"
"Very low transfer dependency","1999","66 and older","Female","117","0.0869523189854585","0.0700931740822426","0.103811463888674"
"Low transfer dependency","1999","16-34 y.","Male","191","0.0743533268333454","0.0634794348072193","0.0852272188594716"
"Low transfer dependency","1999","16-34 y.","Female","217","0.0775094577091133","0.066586160718831","0.0884327546993956"
"Low transfer dependency","1999","35-65 y.","Male","262","0.0600234992599564","0.0522361443111178","0.067810854208795"
"Low transfer dependency","1999","35-65 y.","Female","272","0.0616218967933679","0.0538239598576806","0.0694198337290552"
"Low transfer dependency","1999","66 and older","Male","15","","",""
"Low transfer dependency","1999","66 and older","Female","21","","",""
"High transfer dependency","1999","16-34 y.","Male","68","0.0302695760143265","0.023168226783532","0.0373709252451209"
"High transfer dependency","1999","16-34 y.","Female","81","0.0351875948344073","0.0276607725487203","0.0427144171200943"
"High transfer dependency","1999","35-65 y.","Male","75","0.015230038690718","0.0112150094120833","0.0192450679693526"
"High transfer dependency","1999","35-65 y.","Female","82","0.0175296997916313","0.0132740075900076","0.021785391993255"
"High transfer dependency","1999","66 and older","Male","2","","",""
"High transfer dependency","1999","66 and older","Female","8","","",""
"Very high transfer dependency","1999","16-34 y.","Male","34","0.0163149157310581","0.0110640289767874","0.0215658024853287"
"Very high transfer dependency","1999","16-34 y.","Female","44","0.0228308052467014","0.0167292446357555","0.0289323658576474"
"Very high transfer dependency","1999","35-65 y.","Male","45","0.0118466548966075","0.00829949424543966","0.0153938155477754"
"Very high transfer dependency","1999","35-65 y.","Female","48","0.0125278751784923","0.00892105586810306","0.0161346944888816"
"Very high transfer dependency","1999","66 and older","Male","","","",""
"Very high transfer dependency","1999","66 and older","Female","2","","",""
"Complete transfer dependency","1999","16-34 y.","Male","15","","",""
"Complete transfer dependency","1999","16-34 y.","Female","29","","",""
"Complete transfer dependency","1999","35-65 y.","Male","32","0.0130905869231479","0.0093641907776268","0.0168169830686689"
"Complete transfer dependency","1999","35-65 y.","Female","33","0.0125301170391156","0.00892297911803935","0.0161372549601918"
"Complete transfer dependency","1999","66 and older","Male","","","",""
"Complete transfer dependency","1999","66 and older","Female","","","",""
"No transfer dependency","2000","16-34 y.","Male","1104","0.37043231376648","0.354202242692873","0.386662384840087"
"No transfer dependency","2000","16-34 y.","Female","956","0.300725753767483","0.285793581143879","0.315657926391086"
"No transfer dependency","2000","35-65 y.","Male","2503","0.440300993126954","0.428293571725781","0.452308414528126"
"No transfer dependency","2000","35-65 y.","Female","2688","0.452131959552158","0.440260545269326","0.46400337383499"
"No transfer dependency","2000","66 and older","Male","1378","0.908186344353443","0.893782926284838","0.922589762422048"
"No transfer dependency","2000","66 and older","Female","1820","0.887481302957875","0.873914072970844","0.901048532944906"
"Very low transfer dependency","2000","16-34 y.","Male","1838","0.50333395433744","0.486530246397611","0.520137662277268"
"Very low transfer dependency","2000","16-34 y.","Female","2110","0.55217410500579","0.535981879511406","0.568366330500174"
"Very low transfer dependency","2000","35-65 y.","Male","3364","0.464362947659851","0.452299769631334","0.476426125688369"
"Very low transfer dependency","2000","35-65 y.","Female","3326","0.45072634394424","0.438858202038981","0.462594485849499"
"Very low transfer dependency","2000","66 and older","Male","126","0.0711064139596202","0.0582871876827374","0.0839256402365031"
"Very low transfer dependency","2000","66 and older","Female","199","0.0844126079759786","0.0724767733019616","0.0963484426499955"
"Low transfer dependency","2000","16-34 y.","Male","290","0.0783404789906784","0.0693097430582642","0.0873712149230927"
"Low transfer dependency","2000","16-34 y.","Female","323","0.0817765338284235","0.0728537069459469","0.0906993607109001"
"Low transfer dependency","2000","35-65 y.","Male","423","0.0520616513907649","0.0466882823574231","0.0574350204241068"
"Low transfer dependency","2000","35-65 y.","Female","438","0.0541188916569107","0.0487222373810866","0.0595155459327349"
"Low transfer dependency","2000","66 and older","Male","35","0.0176805620627807","0.0111070290931683","0.024254095032393"
"Low transfer dependency","2000","66 and older","Female","45","0.0194087204982162","0.0134857209434575","0.025331720052975"
"High transfer dependency","2000","16-34 y.","Male","91","0.025757720304908","0.0204337947624573","0.0310816458473588"
"High transfer dependency","2000","16-34 y.","Female","103","0.0303104449623446","0.0247279744362478","0.0358929154884413"
"High transfer dependency","2000","35-65 y.","Male","118","0.015782109361919","0.0127675363717818","0.0187966823520563"
"High transfer dependency","2000","35-65 y.","Female","140","0.0173169190626746","0.0142053895316824","0.0204284485936668"
"High transfer dependency","2000","66 and older","Male","2","","",""
"High transfer dependency","2000","66 and older","Female","14","","",""
"Very high transfer dependency","2000","16-34 y.","Male","50","0.0139535930214156","0.0100114127654646","0.0178957732773666"
"Very high transfer dependency","2000","16-34 y.","Female","75","0.0195074586983681","0.0150041012574219","0.0240108161393143"
"Very high transfer dependency","2000","35-65 y.","Male","81","0.0148441891268929","0.0119191724066364","0.0177692058471494"
"Very high transfer dependency","2000","35-65 y.","Female","93","0.0150965475368822","0.0121880578809935","0.0180050371927709"
"Very high transfer dependency","2000","66 and older","Male","","","",""
"Very high transfer dependency","2000","66 and older","Female","3","","",""
"Complete transfer dependency","2000","16-34 y.","Male","28","","",""
"Complete transfer dependency","2000","16-34 y.","Female","56","0.0155057037375915","0.011482553349652","0.0195288541255309"
"Complete transfer dependency","2000","35-65 y.","Male","77","0.0126481093336179","0.00994510688925444","0.0153511117779813"
"Complete transfer dependency","2000","35-65 y.","Female","67","0.0106093382471349","0.00816557051722388","0.0130531059770459"
"Complete transfer dependency","2000","66 and older","Male","3","","",""
"Complete transfer dependency","2000","66 and older","Female","3","","",""
"No transfer dependency","2001","16-34 y.","Male","857","0.349744485211393","0.332596455599476","0.366892514823309"
"No transfer dependency","2001","16-34 y.","Female","790","0.281293257380227","0.265687805382252","0.296898709378202"
"No transfer dependency","2001","35-65 y.","Male","2047","0.412152528345584","0.399649794465079","0.42465526222609"
"No transfer dependency","2001","35-65 y.","Female","2183","0.41557376670568","0.403266924045652","0.427880609365708"
"No transfer dependency","2001","66 and older","Male","1287","0.883751055680227","0.867437936948121","0.900064174412333"
"No transfer dependency","2001","66 and older","Female","1639","0.859588176497538","0.84418419927839","0.874992153716686"
"Very low transfer dependency","2001","16-34 y.","Male","1680","0.516735874414796","0.498766897512752","0.53470485131684"
"Very low transfer dependency","2001","16-34 y.","Female","1880","0.558813339220025","0.541580160174045","0.576046518266005"
"Very low transfer dependency","2001","35-65 y.","Male","3243","0.488505424443031","0.475808489705466","0.501202359180595"
"Very low transfer dependency","2001","35-65 y.","Female","3282","0.486926092010179","0.474444234423649","0.49940794959671"
"Very low transfer dependency","2001","66 and older","Male","172","0.100305023931941","0.0850157625218373","0.115594285342044"
"Very low transfer dependency","2001","66 and older","Female","245","0.105983749725003","0.0923354623530686","0.119632037096937"
"Low transfer dependency","2001","16-34 y.","Male","285","0.0820376618953241","0.0721699642469087","0.0919053595437395"
"Low transfer dependency","2001","16-34 y.","Female","299","0.0851465221885294","0.0754597282791281","0.0948333160979307"
"Low transfer dependency","2001","35-65 y.","Male","400","0.0531440324986795","0.0474461578760873","0.0588419071212717"
"Low transfer dependency","2001","35-65 y.","Female","414","0.0536820856856938","0.0480536079021057","0.0593105634692819"
"Low transfer dependency","2001","66 and older","Male","19","","",""
"Low transfer dependency","2001","66 and older","Female","48","0.0221348274916185","0.0156115872769223","0.0286580677063147"
"High transfer dependency","2001","16-34 y.","Male","78","0.0264214146730034","0.0206542771854376","0.0321885521605692"
"High transfer dependency","2001","16-34 y.","Female","97","0.0301925359254512","0.0242535350619271","0.0361315367889752"
"High transfer dependency","2001","35-65 y.","Male","118","0.0168091401428695","0.0135437480171152","0.0200745322686238"
"High transfer dependency","2001","35-65 y.","Female","131","0.0183473053088679","0.0149959319697362","0.0216986786479997"
"High transfer dependency","2001","66 and older","Male","3","","",""
"High transfer dependency","2001","66 and older","Female","16","","",""
"Very high transfer dependency","2001","16-34 y.","Male","47","0.0166859729554669","0.0120800289915747","0.0212919169193591"
"Very high transfer dependency","2001","16-34 y.","Female","82","0.0298946732799886","0.0239841329954906","0.0358052135644866"
"Very high transfer dependency","2001","35-65 y.","Male","81","0.0165265137321687","0.0132882245551663","0.0197648029091711"
"Very high transfer dependency","2001","35-65 y.","Female","98","0.0163676466106134","0.0131990477820745","0.0195362454391523"
"Very high transfer dependency","2001","66 and older","Male","","","",""
"Very high transfer dependency","2001","66 and older","Female","3","","",""
"Complete transfer dependency","2001","16-34 y.","Male","24","","",""
"Complete transfer dependency","2001","16-34 y.","Female","41","0.0146596720057791","0.0104883272308822","0.0188310167806761"
"Complete transfer dependency","2001","35-65 y.","Male","65","0.0128623608376676","0.0100002076372098","0.0157245140381255"
"Complete transfer dependency","2001","35-65 y.","Female","52","0.00910310367896567","0.00673136566997782","0.0114748416879535"
"Complete transfer dependency","2001","66 and older","Male","2","","",""
"Complete transfer dependency","2001","66 and older","Female","3","","",""
"No transfer dependency","2002","16-34 y.","Male","797","0.329060512116455","0.311991572211693","0.346129452021217"
"No transfer dependency","2002","16-34 y.","Female","761","0.278235723526281","0.262536431840148","0.293935015212414"
"No transfer dependency","2002","35-65 y.","Male","2243","0.414366026147049","0.402341320400275","0.426390731893823"
"No transfer dependency","2002","35-65 y.","Female","2357","0.408791294867221","0.396969397236108","0.420613192498334"
"No transfer dependency","2002","66 and older","Male","1410","0.873486957456188","0.85732413245102","0.889649782461355"
"No transfer dependency","2002","66 and older","Female","1694","0.862262505288539","0.847158958903569","0.877366051673509"
"Very low transfer dependency","2002","16-34 y.","Male","1731","0.522358395057534","0.504213170291518","0.540503619823551"
"Very low transfer dependency","2002","16-34 y.","Female","1880","0.545363267082821","0.527919064375517","0.562807469790126"
"Very low transfer dependency","2002","35-65 y.","Male","3578","0.474204639421535","0.462015851234083","0.486393427608986"
"Very low transfer dependency","2002","35-65 y.","Female","3631","0.477620379756806","0.465608789686117","0.489631969827494"
"Very low transfer dependency","2002","66 and older","Male","193","0.113703568051121","0.0982688764817864","0.129138259620455"
"Very low transfer dependency","2002","66 and older","Female","237","0.100049774554383","0.0868990283803815","0.113200520728384"
