"transab_cat","year","migback","n","percent","lower_confidence","upper_confidence","value"
"Very high transfer dependency","2001","indirect migration background","15","","","","4"
"Very high transfer dependency","2001","direct migration background","64","0.0311291777631278","0.0247821497730938","0.0374762057531617","4"
"Very low transfer dependency","2001","direct migration background","1472","0.464776340243759","0.446548160274728","0.48300452021279","1"
"Very low transfer dependency","2001","no migration background","8570","0.409309546023124","0.402141862642248","0.416477229403999","1"
"Very low transfer dependency","2001","indirect migration background","460","0.587336105394549","0.552265623203043","0.622406587586055","1"
"Complete transfer dependency","2002","no migration background","135","0.00919372159194692","0.00784549933290192","0.0105419438509919","5"
"Complete transfer dependency","2002","direct migration background","71","0.0349467275340774","0.0280717311495651","0.0418217239185897","5"
"Complete transfer dependency","2002","indirect migration background","9","","","","5"
"High transfer dependency","2002","no migration background","360","0.0216150574844486","0.01956080168577","0.0236693132831273","3"
"High transfer dependency","2002","direct migration background","77","0.0371564685009912","0.0300755654716698","0.0442373715303127","3"
"High transfer dependency","2002","indirect migration background","22","","","","3"
"Low transfer dependency","2002","direct migration background","264","0.0995901378396853","0.088379718413716","0.110800557265655","2"
"Low transfer dependency","2002","no migration background","1008","0.0512807044567299","0.0481649207489515","0.0543964881645082","2"
"Low transfer dependency","2002","indirect migration background","55","0.0624391309098385","0.0452825962114837","0.0795956656081932","2"
"No transfer dependency","2002","indirect migration background","188","0.273951951529674","0.242327624516004","0.305576278543345","0"
"No transfer dependency","2002","no migration background","8191","0.508942374911196","0.501880468144349","0.516004281678043","0"
"No transfer dependency","2002","direct migration background","883","0.346727934563079","0.328910915962957","0.364544953163202","0"
"Very high transfer dependency","2002","no migration background","186","0.0113041219327985","0.00981073886644678","0.0127975049991502","4"
"Very high transfer dependency","2002","indirect migration background","18","","","","4"
"Very high transfer dependency","2002","direct migration background","39","0.0126546140221692","0.00847002727396063","0.0168392007703778","4"
"Very low transfer dependency","2002","direct migration background","1407","0.468924117539997","0.450242126998759","0.487606108081236","1"
"Very low transfer dependency","2002","no migration background","9371","0.39766401962288","0.39075050324098","0.404577536004779","1"
"Very low transfer dependency","2002","indirect migration background","472","0.567013049151479","0.531878422529099","0.602147675773859","1"
"Complete transfer dependency","2003","no migration background","156","0.0112865105310556","0.00976798019817247","0.0128050408639387","5"
"Complete transfer dependency","2003","direct migration background","66","0.0399422639254544","0.0323919179833482","0.0474926098675606","5"
"Complete transfer dependency","2003","indirect migration background","16","","","","5"
"High transfer dependency","2003","no migration background","344","0.0192658460768585","0.0172898863482116","0.0212418058055054","3"
"High transfer dependency","2003","direct migration background","67","0.029202041645825","0.0227101259488528","0.0356939573427971","3"
"High transfer dependency","2003","indirect migration background","27","","","","3"
"Low transfer dependency","2003","direct migration background","275","0.104931501219572","0.0931151629312264","0.116747839507918","2"
"Low transfer dependency","2003","no migration background","1059","0.0534400093626455","0.0502069347245931","0.0566730840006978","2"
"Low transfer dependency","2003","indirect migration background","71","0.0913799857280294","0.0709610046911585","0.1117989667649","2"
"No transfer dependency","2003","indirect migration background","198","0.305396491500624","0.272758916602141","0.338034066399107","0"
"No transfer dependency","2003","no migration background","7830","0.49969301133931","0.492505503711242","0.506880518967377","0"
"No transfer dependency","2003","direct migration background","838","0.33736710908701","0.319136981812768","0.355597236361252","0"
"Very high transfer dependency","2003","no migration background","229","0.0148296642591841","0.0130921446335329","0.0165671838848354","4"
"Very high transfer dependency","2003","indirect migration background","11","","","","4"
"Very high transfer dependency","2003","direct migration background","52","0.027481747934762","0.021178376594946","0.033785119274578","4"
"Very low transfer dependency","2003","direct migration background","1286","0.461075336187377","0.441855405732456","0.480295266642297","1"
"Very low transfer dependency","2003","no migration background","8972","0.401484958430946","0.394438343002313","0.40853157385958","1"
"Very low transfer dependency","2003","indirect migration background","442","0.523029114939053","0.487635392490887","0.558422837387219","1"
"Complete transfer dependency","2004","no migration background","142","0.0111190376073181","0.00959028020007046","0.0126477950145657","5"
"Complete transfer dependency","2004","direct migration background","57","0.0272116049574092","0.0208172540212119","0.0336059558936066","5"
"Complete transfer dependency","2004","indirect migration background","16","","","","5"
"High transfer dependency","2004","direct migration background","70","0.0261234358034703","0.0198547384414213","0.0323921331655194","3"
"High transfer dependency","2004","indirect migration background","33","0.0455250090153614","0.0310348943000622","0.0600151237306606","3"
"High transfer dependency","2004","no migration background","337","0.020590833507253","0.0185204442173004","0.0226612227972055","3"
"Low transfer dependency","2004","no migration background","1047","0.0567821423727186","0.0534081440595329","0.0601561406859042","2"
"Low transfer dependency","2004","direct migration background","279","0.106116137568696","0.0940117878208497","0.118220487316541","2"
"Low transfer dependency","2004","indirect migration background","62","0.103263550048301","0.0821106233760725","0.124416476720529","2"
"No transfer dependency","2004","indirect migration background","168","0.228363436460565","0.199183508815041","0.257543364106088","0"
"No transfer dependency","2004","direct migration background","764","0.325185661237712","0.306775056962773","0.343596265512652","0"
"No transfer dependency","2004","no migration background","7651","0.500236690157822","0.492947103177268","0.507526277138376","0"
"Very high transfer dependency","2004","no migration background","255","0.0156538325579576","0.0138440881801954","0.0174635769357199","4"
"Very high transfer dependency","2004","indirect migration background","21","","","","4"
"Very high transfer dependency","2004","direct migration background","57","0.035227624476714","0.0279821921016007","0.0424730568518273","4"
"Very low transfer dependency","2004","no migration background","8641","0.395617463796931","0.388488496091302","0.40274643150256","1"
"Very low transfer dependency","2004","direct migration background","1260","0.480135535955999","0.460500251855465","0.499770820056532","1"
"Very low transfer dependency","2004","indirect migration background","495","0.564337957922511","0.529870518636285","0.598805397208736","1"
"Complete transfer dependency","2005","no migration background","140","0.0106638639578724","0.00913417412096243","0.0121935537947823","5"
"Complete transfer dependency","2005","direct migration background","59","0.0279095710197243","0.0212258142675954","0.0345933277718531","5"
"Complete transfer dependency","2005","indirect migration background","20","","","","5"
"High transfer dependency","2005","indirect migration background","35","0.040653847860934","0.0270871427134082","0.0542205530084599","3"
"High transfer dependency","2005","direct migration background","91","0.0436114758497843","0.0353242668501933","0.0518986848493754","3"
"High transfer dependency","2005","no migration background","344","0.0212631374788646","0.0191147095294937","0.0234115654282356","3"
"Low transfer dependency","2005","no migration background","1053","0.0605367186985767","0.0569851232488171","0.0640883141483362","2"
"Low transfer dependency","2005","direct migration background","270","0.117600347445446","0.104528779392496","0.130671915498396","2"
"Low transfer dependency","2005","indirect migration background","65","0.0732349568303869","0.0553379697074209","0.0911319439533529","2"
"No transfer dependency","2005","no migration background","7488","0.491490084599566","0.484044801082874","0.498935368116258","0"
"No transfer dependency","2005","direct migration background","722","0.319813308623949","0.300887560630399","0.338739056617498","0"
"No transfer dependency","2005","indirect migration background","173","0.205764936544317","0.17799364345021","0.233536229638425","0"
"Very high transfer dependency","2005","indirect migration background","21","","","","4"
"Very high transfer dependency","2005","no migration background","263","0.0190844549575621","0.0170468037963681","0.0211221061187561","4"
"Very high transfer dependency","2005","direct migration background","61","0.0337089719686654","0.026385492823595","0.0410324511137357","4"
"Very low transfer dependency","2005","no migration background","8032","0.396961740307558","0.389675207812523","0.404248272802593","1"
"Very low transfer dependency","2005","direct migration background","1130","0.457356325092431","0.437141246271556","0.477571403913307","1"
"Very low transfer dependency","2005","indirect migration background","500","0.629197527753897","0.596015669569818","0.662379385937976","1"
"Complete transfer dependency","2006","indirect migration background","22","","","","5"
"Complete transfer dependency","2006","direct migration background","77","0.0444544091720937","0.036101916412634","0.0528069019315533","5"
"Complete transfer dependency","2006","no migration background","158","0.0121251855782911","0.0105627194609149","0.0136876516956673","5"
"High transfer dependency","2006","indirect migration background","40","0.0538328740075022","0.0385250816078922","0.0691406664071121","3"
"High transfer dependency","2006","no migration background","410","0.0246661852382976","0.0224518514369742","0.0268805190396211","3"
"High transfer dependency","2006","direct migration background","108","0.0452333020347703","0.0368113889023579","0.0536552151671826","3"
"Low transfer dependency","2006","no migration background","1034","0.0551439492244108","0.0518852279824826","0.058402670466339","2"
"Low transfer dependency","2006","direct migration background","241","0.107625399675354","0.0950661420543461","0.120184657296362","2"
"Low transfer dependency","2006","indirect migration background","79","0.113721722188709","0.0921883711768404","0.135255073200577","2"
"No transfer dependency","2006","no migration background","8489","0.50074636607499","0.493608227497644","0.507884504652337","0"
"No transfer dependency","2006","direct migration background","761","0.327038189495095","0.308026206168744","0.346050172821447","0"
"No transfer dependency","2006","indirect migration background","184","0.237332756810486","0.208475752648108","0.266189760972864","0"
"Very high transfer dependency","2006","no migration background","322","0.0213176143520126","0.0192555337298911","0.0233796949741341","4"
"Very high transfer dependency","2006","indirect migration background","27","","","","4"
"Very high transfer dependency","2006","direct migration background","79","0.039178786458533","0.031315940606497","0.047041632310569","4"
"Very low transfer dependency","2006","no migration background","8435","0.386000699531998","0.379050561362404","0.392950837701591","1"
"Very low transfer dependency","2006","direct migration background","1073","0.436469913164154","0.416371179733276","0.456568646595032","1"
"Very low transfer dependency","2006","indirect migration background","483","0.537890805268599","0.504074650812611","0.571706959724588","1"
"Complete transfer dependency","2007","direct migration background","60","0.0374869413338991","0.0294030386776905","0.0455708439901078","5"
"Complete transfer dependency","2007","indirect migration background","14","","","","5"
"Complete transfer dependency","2007","no migration background","178","0.0131681035203543","0.0114904454275318","0.0148457616131769","5"
"High transfer dependency","2007","indirect migration background","33","0.0414565774468617","0.0278291210707812","0.0550840338229423","3"
"High transfer dependency","2007","direct migration background","97","0.0575663673628123","0.0476537679154114","0.0674789668102132","3"
"High transfer dependency","2007","no migration background","358","0.0235437091391245","0.0213122748787864","0.0257751433994626","3"
"Low transfer dependency","2007","no migration background","938","0.0517483257798797","0.0484882311092073","0.0550084204505522","2"
"Low transfer dependency","2007","direct migration background","219","0.116440870994468","0.102790379501739","0.130091362487196","2"
"Low transfer dependency","2007","indirect migration background","80","0.11076435273521","0.0893097428855317","0.132218962584888","2"
"No transfer dependency","2007","indirect migration background","183","0.209658617778407","0.181831008142197","0.237486227414617","0"
"No transfer dependency","2007","no migration background","8050","0.502316409527668","0.494957972211742","0.509674846843593","0"
"No transfer dependency","2007","direct migration background","711","0.34782111520302","0.327551799116421","0.368090431289618","0"
"Very high transfer dependency","2007","no migration background","302","0.0197848049043605","0.0177353099554988","0.0218342998532221","4"
"Very high transfer dependency","2007","indirect migration background","39","0.066875465445258","0.0497983153597708","0.0839526155307452","4"
"Very high transfer dependency","2007","direct migration background","61","0.0347862543154125","0.0269880728041763","0.0425844358266487","4"
"Very low transfer dependency","2007","no migration background","7910","0.389438647128613","0.38226228359983","0.396615010657397","1"
"Very low transfer dependency","2007","direct migration background","973","0.405898450790389","0.38499986992224","0.426797031658538","1"
"Very low transfer dependency","2007","indirect migration background","473","0.555434497878189","0.521464424362881","0.589404571393496","1"
"Complete transfer dependency","2008","no migration background","153","0.0143960630413153","0.012590107884646","0.0162020181979846","5"
"Complete transfer dependency","2008","direct migration background","49","0.0418818878201633","0.0328340338898213","0.0509297417505053","5"
"Complete transfer dependency","2008","indirect migration background","15","","","","5"
"High transfer dependency","2008","indirect migration background","40","0.0719549419538872","0.0541590227067742","0.0897508612010001","3"
"High transfer dependency","2008","direct migration background","79","0.0499421106865884","0.0401035535569771","0.0597806678161997","3"
"High transfer dependency","2008","no migration background","275","0.0190665409219773","0.0169931098301769","0.0211399720137777","3"
"Low transfer dependency","2008","no migration background","811","0.0496817188962569","0.0463873917420959","0.0529760460504179","2"
"Low transfer dependency","2008","direct migration background","173","0.0975023872761103","0.0841039673061498","0.110900807246071","2"
"Low transfer dependency","2008","indirect migration background","76","0.101548573558741","0.0807473061774207","0.12234984094006","2"
"No transfer dependency","2008","indirect migration background","182","0.220469447082802","0.191920088274733","0.249018805890872","0"
"No transfer dependency","2008","no migration background","7801","0.512240937966195","0.504662604821829","0.519819271110561","0"
"No transfer dependency","2008","direct migration background","647","0.356479028938791","0.334845803493091","0.37811225438449","0"
"Very high transfer dependency","2008","no migration background","264","0.017779938837151","0.015776373964301","0.019783503710001","4"
"Very high transfer dependency","2008","indirect migration background","31","0.0372705833330582","0.0242256820279877","0.0503154846381288","4"
"Very high transfer dependency","2008","direct migration background","61","0.0289239499681037","0.0213542554521751","0.0364936444840322","4"
"Very low transfer dependency","2008","no migration background","7408","0.386834800337105","0.379450907327573","0.394218693346636","1"
"Very low transfer dependency","2008","direct migration background","874","0.425270635310243","0.402940707319522","0.447600563300965","1"
"Very low transfer dependency","2008","indirect migration background","466","0.555841145743307","0.521623502843206","0.590058788643408","1"
"Complete transfer dependency","2009","no migration background","127","0.0115677864016804","0.00989734783853407","0.0132382249648267","5"
"Complete transfer dependency","2009","direct migration background","36","0.0397280118592914","0.0303150589827412","0.0491409647358415","5"
"Complete transfer dependency","2009","indirect migration background","10","","","","5"
"High transfer dependency","2009","direct migration background","57","0.0421053059775894","0.0324268153001456","0.0517837966550332","3"
"High transfer dependency","2009","indirect migration background","30","0.0485810064891541","0.0331740642376338","0.0639879487406745","3"
"High transfer dependency","2009","no migration background","252","0.016199614269576","0.0142274741748634","0.0181717543642887","3"
"Low transfer dependency","2009","direct migration background","157","0.101800469175997","0.0872277149606812","0.116373223391314","2"
"Low transfer dependency","2009","no migration background","765","0.0528358005641887","0.0493411101007122","0.0563304910276652","2"
"Low transfer dependency","2009","indirect migration background","80","0.110352578233675","0.087898382892852","0.132806773574498","2"
"No transfer dependency","2009","indirect migration background","165","0.214601088870297","0.185180023151993","0.244022154588601","0"
"No transfer dependency","2009","no migration background","7715","0.533005930415581","0.525212051850211","0.540799808980952","0"
"No transfer dependency","2009","direct migration background","563","0.340635146255755","0.317795574141732","0.363474718369778","0"
"Very high transfer dependency","2009","no migration background","205","0.0156367491362102","0.013698619324168","0.0175748789482524","4"
"Very high transfer dependency","2009","indirect migration background","25","","","","4"
"Very high transfer dependency","2009","direct migration background","41","0.0198392252089237","0.0131188835747032","0.0265595668431443","4"
"Very low transfer dependency","2009","no migration background","6677","0.370754119212763","0.363208669750917","0.378299568674609","1"
"Very low transfer dependency","2009","indirect migration background","438","0.577833132074294","0.542438240579077","0.613228023569511","1"
"Very low transfer dependency","2009","direct migration background","800","0.455891841522443","0.431889485819324","0.479894197225561","1"
"Complete transfer dependency","2010","no migration background","235","0.0113452466617578","0.00987403728771374","0.0128164560358019","5"
"Complete transfer dependency","2010","direct migration background","143","0.0380155172017635","0.0309661574941728","0.0450648769093543","5"
"Complete transfer dependency","2010","indirect migration background","33","0.0265743620701898","0.0174477270463604","0.0357009970940193","5"
"High transfer dependency","2010","direct migration background","189","0.0418804502751738","0.0344962968997286","0.049264603650619","3"
"High transfer dependency","2010","indirect migration background","87","0.0619183816647799","0.0482424166655004","0.0755943466640594","3"
"High transfer dependency","2010","no migration background","669","0.0217364082744546","0.019710746095401","0.0237620704535082","3"
"Low transfer dependency","2010","no migration background","1602","0.0478786516179491","0.0449127121049801","0.050844591130918","2"
"Low transfer dependency","2010","direct migration background","433","0.12520921214052","0.113009335798839","0.137409088482202","2"
"Low transfer dependency","2010","indirect migration background","168","0.100540392651392","0.0834760725138055","0.117604712788978","2"
"No transfer dependency","2010","indirect migration background","171","0.263884590493963","0.238874927539252","0.288894253448674","0"
"No transfer dependency","2010","direct migration background","568","0.301581374540006","0.28466351748068","0.318499231599332","0"
"No transfer dependency","2010","no migration background","7198","0.52300693566032","0.51606860586568","0.529945265454959","0"
"Very high transfer dependency","2010","no migration background","499","0.0154089129969319","0.0136978770474889","0.0171199489463748","4"
"Very high transfer dependency","2010","indirect migration background","65","0.0490886163056601","0.0368286779161931","0.0613485546951271","4"
"Very high transfer dependency","2010","direct migration background","161","0.0416327212901344","0.0342694877542793","0.0489959548259894","4"
"Very low transfer dependency","2010","indirect migration background","669","0.497993656814016","0.469621367674014","0.526365945954018","1"
"Very low transfer dependency","2010","no migration background","9704","0.380623844788587","0.373879023925541","0.387368665651633","1"
"Very low transfer dependency","2010","direct migration background","1333","0.451680724552402","0.433335724298117","0.470025724806687","1"
"Complete transfer dependency","2011","no migration background","306","0.0127413385841344","0.0113209431412605","0.0141617340270083","5"
"Complete transfer dependency","2011","direct migration background","155","0.0345723546973706","0.0282295490426606","0.0409151603520807","5"
"Complete transfer dependency","2011","indirect migration background","40","0.0320809984016901","0.0227871689754861","0.0413748278278941","5"
"High transfer dependency","2011","direct migration background","247","0.0648135731216152","0.0562660725411338","0.0733610737020966","3"
"High transfer dependency","2011","indirect migration background","100","0.0569360789169715","0.0447148298714056","0.0691573279625375","3"
"High transfer dependency","2011","no migration background","860","0.0265554479291318","0.0245192560980679","0.0285916397601957","3"
"Low transfer dependency","2011","direct migration background","491","0.103543577099266","0.0929660722508538","0.114121081947677","2"
"Low transfer dependency","2011","no migration background","1965","0.0492731109824782","0.0465320471714644","0.052014174793492","2"
"Low transfer dependency","2011","indirect migration background","204","0.0957183297663276","0.0802015830345156","0.11123507649814","2"
"No transfer dependency","2011","direct migration background","787","0.370121666444251","0.353358438573427","0.386884894315076","0"
"No transfer dependency","2011","indirect migration background","194","0.276779688234502","0.253182858053336","0.300376518415668","0"
"No transfer dependency","2011","no migration background","9403","0.547263215400598","0.540959344861487","0.553567085939708","0"
"Very high transfer dependency","2011","no migration background","600","0.0142810070544748","0.0127784109976161","0.0157836031113336","4"
"Very high transfer dependency","2011","direct migration background","163","0.0340071400405848","0.0277145553058154","0.0402997247753543","4"
"Very high transfer dependency","2011","indirect migration background","69","0.0353849592423044","0.0256409515919011","0.0451289668927077","4"
"Very low transfer dependency","2011","direct migration background","1344","0.392941688596912","0.375985184560207","0.409898192633618","1"
"Very low transfer dependency","2011","indirect migration background","774","0.503099945438204","0.47672977668289","0.529470114193519","1"
"Very low transfer dependency","2011","no migration background","10817","0.349885880049183","0.343845778041447","0.355925982056919","1"
"Complete transfer dependency","2012","no migration background","300","0.0124783377590279","0.0110600304039017","0.0138966451141541","5"
"Complete transfer dependency","2012","direct migration background","118","0.0304614276576053","0.0243128768493853","0.0366099784658254","5"
"Complete transfer dependency","2012","indirect migration background","32","0.0277870653027304","0.0189900420413044","0.0365840885641564","5"
"High transfer dependency","2012","direct migration background","218","0.0621337751248793","0.0534970437529523","0.0707705064968064","3"
"High transfer dependency","2012","indirect migration background","92","0.0433148803744854","0.0324196411291487","0.0542101196198221","3"
"High transfer dependency","2012","no migration background","808","0.0242268894120972","0.022262435145683","0.0261913436785113","3"
"Low transfer dependency","2012","direct migration background","379","0.089689564160143","0.0794665064867989","0.0999126218334872","2"
"Low transfer dependency","2012","no migration background","1688","0.0469718988795253","0.044268621669887","0.0496751760891635","2"
"Low transfer dependency","2012","indirect migration background","160","0.0955650154753697","0.0798298307471917","0.111300200203548","2"
"No transfer dependency","2012","direct migration background","766","0.373239509367414","0.355934983509712","0.390544035225116","0"
"No transfer dependency","2012","indirect migration background","209","0.268986749914033","0.245253250921239","0.292720248906827","0"
"No transfer dependency","2012","no migration background","9627","0.556969223367187","0.550622475896563","0.563315970837811","0"
"Very high transfer dependency","2012","indirect migration background","54","0.0265470709203774","0.0179430890772693","0.0351510527634855","4"
"Very high transfer dependency","2012","no migration background","543","0.0150266288525809","0.0134722327603338","0.0165810249448279","4"
"Very high transfer dependency","2012","direct migration background","122","0.0248190965168595","0.0192530007876567","0.0303851922460622","4"
"Very low transfer dependency","2012","direct migration background","1398","0.419656627173098","0.402000125864856","0.437313128481341","1"
"Very low transfer dependency","2012","indirect migration background","794","0.537799218013004","0.511114714718581","0.564483721307428","1"
"Very low transfer dependency","2012","no migration background","10566","0.344327021729582","0.338256194587706","0.350397848871458","1"
"Complete transfer dependency","2013","direct migration background","315","0.0414768758095666","0.0365567960546935","0.0463969555644398","5"
"Complete transfer dependency","2013","no migration background","264","0.0129799154745681","0.0114960031068437","0.0144638278422925","5"
"Complete transfer dependency","2013","indirect migration background","72","0.0425501205146744","0.0340772949410885","0.0510229460882602","5"
"High transfer dependency","2013","indirect migration background","156","0.0621257621814394","0.0519929962053618","0.0722585281575169","3"
"High transfer dependency","2013","direct migration background","475","0.0520845285667119","0.0466016705204187","0.0575673866130051","3"
"High transfer dependency","2013","no migration background","749","0.0226054006787657","0.020656676384618","0.0245541249729134","3"
"Low transfer dependency","2013","direct migration background","764","0.0922547617154992","0.0851140053982158","0.0993955180327826","2"
"Low transfer dependency","2013","no migration background","1468","0.0480598717773809","0.0452556946123755","0.0508640489423864","2"
"Low transfer dependency","2013","indirect migration background","245","0.0937641084746831","0.0815275641482908","0.106000652801076","2"
"No transfer dependency","2013","direct migration background","1475","0.396702468745119","0.384630834928893","0.408774102561345","0"
"No transfer dependency","2013","indirect migration background","394","0.276479471002255","0.257704610527106","0.295254331477405","0"
"No transfer dependency","2013","no migration background","9223","0.56417315220957","0.557672266589076","0.570674037830063","0"
"Very high transfer dependency","2013","no migration background","496","0.0145379897379762","0.0129687783555295","0.0161072011204228","4"
"Very high transfer dependency","2013","direct migration background","290","0.0325404406316754","0.0281622370478312","0.0369186442155197","4"
"Very high transfer dependency","2013","indirect migration background","105","0.0485262227920036","0.0395062235738907","0.0575462220101166","4"
"Very low transfer dependency","2013","direct migration background","2990","0.384940924531428","0.372934234873461","0.396947614189395","1"
"Very low transfer dependency","2013","indirect migration background","1208","0.476554315034944","0.455588494721253","0.497520135348635","1"
"Very low transfer dependency","2013","no migration background","10150","0.33764367012174","0.331443773058562","0.343843567184917","1"
"Complete transfer dependency","2014","no migration background","241","0.0133493558936656","0.0117740991926301","0.014924612594701","5"
"Complete transfer dependency","2014","direct migration background","195","0.0337280020923931","0.0287597517208273","0.038696252463959","5"
"Complete transfer dependency","2014","indirect migration background","50","0.0407946371667079","0.0318623026659515","0.0497269716674643","5"
"High transfer dependency","2014","indirect migration background","122","0.051888700176156","0.0418731756467702","0.0619042247055418","3"
"High transfer dependency","2014","direct migration background","406","0.0570888869148716","0.0507037585373288","0.0634740152924144","3"
"High transfer dependency","2014","no migration background","609","0.023705661019954","0.021617538877715","0.0257937831621929","3"
"Low transfer dependency","2014","direct migration background","665","0.103979871919073","0.0955796261897267","0.112380117648419","2"
"Low transfer dependency","2014","no migration background","1291","0.0481000057089","0.045162980296785","0.0510370311210149","2"
"Low transfer dependency","2014","indirect migration background","227","0.105100953498503","0.0912526047347163","0.118949302262289","2"
"No transfer dependency","2014","indirect migration background","293","0.248618459867377","0.229101840675433","0.26813507905932","0"
"No transfer dependency","2014","direct migration background","1106","0.375915180387673","0.362585331995273","0.389245028780074","0"
"No transfer dependency","2014","no migration background","8797","0.567391537411356","0.560591232115736","0.574191842706975","0"
"Very high transfer dependency","2014","no migration background","387","0.0137388161619682","0.0121410614582034","0.0153365708657331","4"
"Very high transfer dependency","2014","direct migration background","307","0.0467704249043182","0.0409595318781559","0.0525813179304806","4"
"Very high transfer dependency","2014","indirect migration background","87","0.0501549478837709","0.0402991698066213","0.0600107259609206","4"
"Very low transfer dependency","2014","direct migration background","2393","0.382517633781671","0.369142550997163","0.395892716566179","1"
"Very low transfer dependency","2014","indirect migration background","1105","0.503442301407486","0.480865243152033","0.526019359662938","1"
"Very low transfer dependency","2014","no migration background","9065","0.333714623804157","0.327242344686177","0.340186902922136","1"
"Complete transfer dependency","2015","no migration background","252","0.0156962986687843","0.013950228218419","0.0174423691191495","5"
"Complete transfer dependency","2015","direct migration background","332","0.0432944711929599","0.0380876651780946","0.0485012772078252","5"
"Complete transfer dependency","2015","indirect migration background","55","0.0382020621686631","0.0292771992039407","0.0471269251333856","5"
"High transfer dependency","2015","direct migration background","412","0.0547904653706101","0.0489683262627868","0.0606126044784334","3"
"High transfer dependency","2015","indirect migration background","134","0.0731820058897718","0.0610560602961936","0.08530795148335","3"
"High transfer dependency","2015","no migration background","520","0.0202199138354662","0.0182427050523995","0.0221971226185328","3"
"Low transfer dependency","2015","direct migration background","629","0.0912782262608493","0.0839099635922704","0.0986464889294283","2"
"Low transfer dependency","2015","no migration background","1119","0.0445116814892544","0.041614683005841","0.0474086799726678","2"
"Low transfer dependency","2015","indirect migration background","179","0.083215926502953","0.0703555705673988","0.0960762824385073","2"
"No transfer dependency","2015","indirect migration background","322","0.293348564497011","0.272149785918196","0.314547343075827","0"
"No transfer dependency","2015","direct migration background","1578","0.412622843472322","0.400027755759236","0.425217931185409","0"
"No transfer dependency","2015","no migration background","8612","0.579755447570634","0.572821635895926","0.586689259245343","0"
"Very high transfer dependency","2015","no migration background","339","0.0141751191781714","0.0125145314523861","0.0158357069039567","4"
"Very high transfer dependency","2015","direct migration background","326","0.0370674453962774","0.0322339612412288","0.041900929551326","4"
"Very high transfer dependency","2015","indirect migration background","91","0.0473560899526734","0.03746670122211","0.0572454786832368","4"
"Very low transfer dependency","2015","direct migration background","2592","0.360946548306981","0.348659259246142","0.373233837367819","1"
"Very low transfer dependency","2015","indirect migration background","991","0.464695350988927","0.441473282390477","0.487917419587378","1"
"Very low transfer dependency","2015","no migration background","8625","0.325641539257689","0.319058690436589","0.332224388078789","1"
"Complete transfer dependency","2016","no migration background","191","0.0120488194273751","0.0104591428055167","0.0136384960492335","5"
"Complete transfer dependency","2016","direct migration background","238","0.0399976286228447","0.034472557118311","0.0455227001273784","5"
"Complete transfer dependency","2016","indirect migration background","41","0.0380862769575524","0.0288508189107556","0.0473217350043492","5"
"High transfer dependency","2016","direct migration background","291","0.0475135780761639","0.0415153511329286","0.0535118050193991","3"
"High transfer dependency","2016","indirect migration background","119","0.0701360325487168","0.0578138844013104","0.0824581806961231","3"
"High transfer dependency","2016","no migration background","426","0.0208037379461915","0.0187241640465237","0.0228833118458593","3"
"Low transfer dependency","2016","direct migration background","592","0.0960320895108404","0.0877246091271632","0.104339569894518","2"
"Low transfer dependency","2016","no migration background","1047","0.0479208787758655","0.0448086772969875","0.0510330802547436","2"
"Low transfer dependency","2016","indirect migration background","205","0.104164828582825","0.0894253973472612","0.118904259818388","2"
"No transfer dependency","2016","direct migration background","1242","0.422640463975036","0.408712317124827","0.436568610825245","0"
"No transfer dependency","2016","indirect migration background","288","0.289853615933167","0.267962423419561","0.311744808446773","0"
"No transfer dependency","2016","no migration background","8139","0.570200022772339","0.562987028181085","0.577413017363593","0"
"Very high transfer dependency","2016","no migration background","312","0.0135023254797638","0.0118207316058841","0.0151839193536435","4"
"Very high transfer dependency","2016","direct migration background","295","0.0422758508139957","0.036602351251216","0.0479493503767755","4"
"Very high transfer dependency","2016","indirect migration background","72","0.0307971045045127","0.0224608989729951","0.0391333100360303","4"
"Very low transfer dependency","2016","indirect migration background","925","0.466962141473227","0.442889376118592","0.491034906827861","1"
"Very low transfer dependency","2016","direct migration background","2174","0.351540389001119","0.338078261223242","0.365002516778996","1"
"Very low transfer dependency","2016","no migration background","7980","0.335524215598465","0.328644502753721","0.342403928443209","1"
"Complete transfer dependency","2017","no migration background","222","0.012564069028543","0.0110380060823459","0.0140901319747401","5"
"Complete transfer dependency","2017","direct migration background","1803","0.0585814795238817","0.0529725101081052","0.0641904489396581","5"
"Complete transfer dependency","2017","indirect migration background","46","0.0295074039799284","0.0216941433368338","0.0373206646230231","5"
"High transfer dependency","2017","direct migration background","479","0.0591639288557674","0.0535288886650394","0.0647989690464954","3"
"High transfer dependency","2017","indirect migration background","107","0.0554976940564487","0.0449268497044216","0.0660685384084757","3"
"High transfer dependency","2017","no migration background","513","0.0198304097854622","0.0179202518191439","0.0217405677517804","3"
"Low transfer dependency","2017","direct migration background","587","0.0880738890940478","0.081305038200212","0.0948427399878836","2"
"Low transfer dependency","2017","indirect migration background","199","0.0930714721418363","0.0796572491710249","0.106485695112648","2"
"Low transfer dependency","2017","no migration background","1098","0.0411037136633468","0.0383836493254041","0.0438237780012895","2"
"No transfer dependency","2017","direct migration background","1222","0.386556890390019","0.374926202787608","0.39818757799243","0"
"No transfer dependency","2017","indirect migration background","358","0.333471793153969","0.31170424486086","0.355239341447078","0"
"No transfer dependency","2017","no migration background","9357","0.580423177637518","0.573661866126406","0.587184489148629","0"
