"plb0195_h","year","age_gr","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Paid","1988","35-65 y.","Couple + C. GT 16 ","178","0.372074506740772","0.326547074372314","0.417601939109231"
"Paid","1988","35-65 y.","Couple + C. LE and GT 16","138","0.502770934851878","0.438708491684654","0.566833378019101"
"Paid","1988","66 and older","1-pers.-HH","","","",""
"Paid","1988","66 and older","(Married) couple without C. ","","","",""
"Paid","1988","66 and older","Single parent ","","","",""
"Paid","1988","66 and older","Couple + C. LE 16 ","","","",""
"Paid","1988","66 and older","Couple + C. GT 16 ","","","",""
"Paid","1988","66 and older","Couple + C. LE and GT 16","","","",""
"Not paid","1988","16-34 y.","1-pers.-HH","34","0.247838529512998","0.179647431442909","0.316029627583088"
"Not paid","1988","16-34 y.","(Married) couple without C. ","55","0.164728225247405","0.126983258336132","0.202473192158677"
"Not paid","1988","16-34 y.","Single parent ","7","","",""
"Not paid","1988","16-34 y.","Couple + C. LE 16 ","61","0.181159935983301","0.143603183710437","0.218716688256165"
"Not paid","1988","16-34 y.","Couple + C. GT 16 ","45","0.135684219948636","0.0973770740782544","0.173991365819018"
"Not paid","1988","16-34 y.","Couple + C. LE and GT 16","20","","",""
"Not paid","1988","35-65 y.","1-pers.-HH","35","0.249330762024209","0.179865576726081","0.318795947322338"
"Not paid","1988","35-65 y.","(Married) couple without C. ","83","0.221828577752956","0.181513788331849","0.262143367174063"
"Not paid","1988","35-65 y.","Single parent ","12","","",""
"Not paid","1988","35-65 y.","Couple + C. LE 16 ","104","0.24012133319386","0.20406004742674","0.27618261896098"
"Not paid","1988","35-65 y.","Couple + C. GT 16 ","78","0.198442006518631","0.160876571504147","0.236007441533115"
"Not paid","1988","35-65 y.","Couple + C. LE and GT 16","30","0.18025415922189","0.13100232369766","0.22950599474612"
"Not paid","1988","66 and older","1-pers.-HH","","","",""
"Not paid","1988","66 and older","(Married) couple without C. ","","","",""
"Not paid","1988","66 and older","Single parent ","","","",""
"Not paid","1988","66 and older","Couple + C. LE 16 ","","","",""
"Not paid","1988","66 and older","Couple + C. GT 16 ","1","","",""
"Not paid","1988","66 and older","Couple + C. LE and GT 16","","","",""
"Acclaimed","1989","16-34 y.","1-pers.-HH","74","0.413438493977908","0.341094859415714","0.485782128540102"
"Acclaimed","1989","16-34 y.","(Married) couple without C. ","135","0.356740251318672","0.309912391478374","0.40356811115897"
"Acclaimed","1989","16-34 y.","Single parent ","19","","",""
"Acclaimed","1989","16-34 y.","Couple + C. LE 16 ","116","0.282782388425616","0.240510028066808","0.325054748784423"
"Acclaimed","1989","16-34 y.","Couple + C. GT 16 ","114","0.376885274918341","0.32483601409094","0.428934535745742"
"Acclaimed","1989","16-34 y.","Couple + C. LE and GT 16","27","","",""
"Acclaimed","1989","35-65 y.","1-pers.-HH","60","0.344612488698623","0.276679025809724","0.412545951587522"
"Acclaimed","1989","35-65 y.","(Married) couple without C. ","136","0.334232671913426","0.290156137252189","0.378309206574664"
"Acclaimed","1989","35-65 y.","Single parent ","30","0.388649392067637","0.279774710203312","0.497524073931961"
"Acclaimed","1989","35-65 y.","Couple + C. LE 16 ","119","0.248574148913748","0.211356043839332","0.285792253988164"
"Acclaimed","1989","35-65 y.","Couple + C. GT 16 ","123","0.28725646354568","0.246607810121911","0.327905116969449"
"Acclaimed","1989","35-65 y.","Couple + C. LE and GT 16","47","0.238608278422649","0.183996415530995","0.293220141314303"
"Acclaimed","1989","66 and older","1-pers.-HH","","","",""
"Acclaimed","1989","66 and older","(Married) couple without C. ","1","","",""
"Acclaimed","1989","66 and older","Single parent ","","","",""
"Acclaimed","1989","66 and older","Couple + C. LE 16 ","","","",""
"Acclaimed","1989","66 and older","Couple + C. GT 16 ","","","",""
"Acclaimed","1989","66 and older","Couple + C. LE and GT 16","","","",""
"Partly, partly","1989","16-34 y.","1-pers.-HH","29","","",""
"Partly, partly","1989","16-34 y.","(Married) couple without C. ","68","0.165658714679513","0.12931627525438","0.202001154104645"
"Partly, partly","1989","16-34 y.","Single parent ","9","","",""
"Partly, partly","1989","16-34 y.","Couple + C. LE 16 ","61","0.165540061132022","0.130653420799156","0.200426701464889"
"Partly, partly","1989","16-34 y.","Couple + C. GT 16 ","52","0.146623523578854","0.108631000680118","0.18461604647759"
"Partly, partly","1989","16-34 y.","Couple + C. LE and GT 16","15","","",""
"Partly, partly","1989","35-65 y.","1-pers.-HH","20","","",""
"Partly, partly","1989","35-65 y.","(Married) couple without C. ","63","0.149556721330296","0.116233467810001","0.182879974850591"
"Partly, partly","1989","35-65 y.","Single parent ","3","","",""
"Partly, partly","1989","35-65 y.","Couple + C. LE 16 ","74","0.161030349550462","0.129377690169123","0.192683008931802"
"Partly, partly","1989","35-65 y.","Couple + C. GT 16 ","68","0.151669577407896","0.119445805563405","0.183893349252387"
"Partly, partly","1989","35-65 y.","Couple + C. LE and GT 16","34","0.153678709947032","0.107470978396703","0.199886441497361"
"Partly, partly","1989","66 and older","1-pers.-HH","","","",""
"Partly, partly","1989","66 and older","(Married) couple without C. ","","","",""
"Partly, partly","1989","66 and older","Single parent ","","","",""
"Partly, partly","1989","66 and older","Couple + C. LE 16 ","","","",""
"Partly, partly","1989","66 and older","Couple + C. GT 16 ","","","",""
"Partly, partly","1989","66 and older","Couple + C. LE and GT 16","","","",""
"Paid","1989","16-34 y.","1-pers.-HH","50","0.261419348916065","0.196867911535577","0.325970786296552"
"Paid","1989","16-34 y.","(Married) couple without C. ","138","0.328987220964561","0.283057905318897","0.374916536610224"
"Paid","1989","16-34 y.","Single parent ","40","0.52716378399491","0.41636654463435","0.637961023355471"
"Paid","1989","16-34 y.","Couple + C. LE 16 ","224","0.461688034184463","0.414893387493753","0.508482680875172"
"Paid","1989","16-34 y.","Couple + C. GT 16 ","125","0.347548694846019","0.296403144358783","0.398694245333254"
"Paid","1989","16-34 y.","Couple + C. LE and GT 16","44","0.354974117903045","0.263010015497943","0.446938220308147"
"Paid","1989","35-65 y.","1-pers.-HH","66","0.278659945625879","0.214571983137867","0.342747908113891"
"Paid","1989","35-65 y.","(Married) couple without C. ","155","0.290736726043953","0.248306491076589","0.333166961011316"
"Paid","1989","35-65 y.","Single parent ","33","0.423675467395254","0.313304985076243","0.534045949714265"
"Paid","1989","35-65 y.","Couple + C. LE 16 ","217","0.342410933578208","0.301547550890231","0.383274316266185"
"Paid","1989","35-65 y.","Couple + C. GT 16 ","205","0.370943149803008","0.327547795317028","0.414338504288987"
"Paid","1989","35-65 y.","Couple + C. LE and GT 16","124","0.430588453720968","0.367145340375586","0.49403156706635"
"Paid","1989","66 and older","1-pers.-HH","1","","",""
"Paid","1989","66 and older","(Married) couple without C. ","","","",""
"Paid","1989","66 and older","Single parent ","","","",""
"Paid","1989","66 and older","Couple + C. LE 16 ","","","",""
"Paid","1989","66 and older","Couple + C. GT 16 ","1","","",""
"Paid","1989","66 and older","Couple + C. LE and GT 16","","","",""
"Not paid","1989","16-34 y.","1-pers.-HH","25","","",""
"Not paid","1989","16-34 y.","(Married) couple without C. ","61","0.148613813037255","0.113841950587517","0.183385675486993"
"Not paid","1989","16-34 y.","Single parent ","10","","",""
"Not paid","1989","16-34 y.","Couple + C. LE 16 ","35","0.0899895162578997","0.0631284033216215","0.116850629194178"
"Not paid","1989","16-34 y.","Couple + C. GT 16 ","42","0.128942506656787","0.0929470705901393","0.164937942723434"
"Not paid","1989","16-34 y.","Couple + C. LE and GT 16","18","","",""
"Not paid","1989","35-65 y.","1-pers.-HH","42","0.269843072657838","0.206392885410917","0.33329325990476"
"Not paid","1989","35-65 y.","(Married) couple without C. ","86","0.225473880712325","0.186426859655756","0.264520901768895"
"Not paid","1989","35-65 y.","Single parent ","11","","",""
"Not paid","1989","35-65 y.","Couple + C. LE 16 ","108","0.247984567957582","0.21079604621456","0.285173089700604"
"Not paid","1989","35-65 y.","Couple + C. GT 16 ","80","0.190130809243416","0.154879252399168","0.225382366087665"
"Not paid","1989","35-65 y.","Couple + C. LE and GT 16","29","","",""
"Not paid","1989","66 and older","1-pers.-HH","","","",""
"Not paid","1989","66 and older","(Married) couple without C. ","3","","",""
"Not paid","1989","66 and older","Single parent ","","","",""
"Not paid","1989","66 and older","Couple + C. LE 16 ","","","",""
"Not paid","1989","66 and older","Couple + C. GT 16 ","","","",""
"Not paid","1989","66 and older","Couple + C. LE and GT 16","","","",""
"Acclaimed","1990","16-34 y.","1-pers.-HH","66","0.377467573666256","0.303502459390468","0.451432687942044"
"Acclaimed","1990","16-34 y.","(Married) couple without C. ","160","0.391318118162408","0.344419333211734","0.438216903113082"
"Acclaimed","1990","16-34 y.","Single parent ","26","","",""
"Acclaimed","1990","16-34 y.","Couple + C. LE 16 ","107","0.273668460275273","0.231674776962815","0.31566214358773"
"Acclaimed","1990","16-34 y.","Couple + C. GT 16 ","112","0.370264884261124","0.31816624987874","0.422363518643509"
"Acclaimed","1990","16-34 y.","Couple + C. LE and GT 16","22","","",""
"Acclaimed","1990","35-65 y.","1-pers.-HH","65","0.381779004966989","0.311390710550854","0.452167299383123"
"Acclaimed","1990","35-65 y.","(Married) couple without C. ","150","0.368936784729752","0.32405511369759","0.413818455761914"
"Acclaimed","1990","35-65 y.","Single parent ","37","0.431908162318916","0.328414981403016","0.535401343234816"
"Acclaimed","1990","35-65 y.","Couple + C. LE 16 ","123","0.264211738132937","0.225794573012567","0.302628903253307"
"Acclaimed","1990","35-65 y.","Couple + C. GT 16 ","126","0.318041222220096","0.274819563439652","0.36126288100054"
"Acclaimed","1990","35-65 y.","Couple + C. LE and GT 16","45","0.253591720907565","0.196231909654714","0.310951532160416"
"Acclaimed","1990","66 and older","1-pers.-HH","","","",""
"Acclaimed","1990","66 and older","(Married) couple without C. ","","","",""
"Acclaimed","1990","66 and older","Single parent ","","","",""
"Acclaimed","1990","66 and older","Couple + C. LE 16 ","","","",""
"Acclaimed","1990","66 and older","Couple + C. GT 16 ","","","",""
"Acclaimed","1990","66 and older","Couple + C. LE and GT 16","","","",""
"Partly, partly","1990","16-34 y.","1-pers.-HH","26","","",""
"Partly, partly","1990","16-34 y.","(Married) couple without C. ","66","0.147191821944845","0.11314559855195","0.181238045337741"
"Partly, partly","1990","16-34 y.","Single parent ","9","","",""
"Partly, partly","1990","16-34 y.","Couple + C. LE 16 ","74","0.188537983659552","0.151696452641215","0.22537951467789"
"Partly, partly","1990","16-34 y.","Couple + C. GT 16 ","64","0.201032995066468","0.157792643647436","0.2442733464855"
"Partly, partly","1990","16-34 y.","Couple + C. LE and GT 16","15","","",""
"Partly, partly","1990","35-65 y.","1-pers.-HH","23","","",""
"Partly, partly","1990","35-65 y.","(Married) couple without C. ","52","0.125813876488483","0.0949661734072489","0.156661579569718"
"Partly, partly","1990","35-65 y.","Single parent ","8","","",""
"Partly, partly","1990","35-65 y.","Couple + C. LE 16 ","79","0.166337937369058","0.133891762253496","0.198784112484621"
"Partly, partly","1990","35-65 y.","Couple + C. GT 16 ","56","0.115994079554441","0.0862756291833356","0.145712529925546"
"Partly, partly","1990","35-65 y.","Couple + C. LE and GT 16","37","0.148063542830591","0.10123834462385","0.194888741037332"
"Partly, partly","1990","66 and older","1-pers.-HH","","","",""
"Partly, partly","1990","66 and older","(Married) couple without C. ","","","",""
"Partly, partly","1990","66 and older","Single parent ","","","",""
"Partly, partly","1990","66 and older","Couple + C. LE 16 ","","","",""
"Partly, partly","1990","66 and older","Couple + C. GT 16 ","","","",""
"Partly, partly","1990","66 and older","Couple + C. LE and GT 16","","","",""
"Paid","1990","16-34 y.","1-pers.-HH","46","0.26001595037189","0.193086494655162","0.326945406088619"
"Paid","1990","16-34 y.","(Married) couple without C. ","141","0.325743071858205","0.280707909962873","0.370778233753536"
"Paid","1990","16-34 y.","Single parent ","44","0.477192113323825","0.372834425349197","0.581549801298452"
"Paid","1990","16-34 y.","Couple + C. LE 16 ","216","0.446382634531349","0.399559267471899","0.493206001590799"
"Paid","1990","16-34 y.","Couple + C. GT 16 ","121","0.327620131368621","0.276981289790587","0.378258972946654"
"Paid","1990","16-34 y.","Couple + C. LE and GT 16","47","0.443108564760519","0.343739130767917","0.542477998753121"
"Paid","1990","35-65 y.","1-pers.-HH","65","0.31205359856064","0.244923938900057","0.379183258221222"
"Paid","1990","35-65 y.","(Married) couple without C. ","163","0.304100838883006","0.261311204906479","0.346890472859534"
"Paid","1990","35-65 y.","Single parent ","33","0.366316600480771","0.265653287379207","0.466979913582335"
"Paid","1990","35-65 y.","Couple + C. LE 16 ","206","0.331731672142361","0.290707319113324","0.372756025171397"
"Paid","1990","35-65 y.","Couple + C. GT 16 ","179","0.34975869625111","0.305499634943185","0.394017757559035"
"Paid","1990","35-65 y.","Couple + C. LE and GT 16","118","0.463992758910659","0.398243193884018","0.5297423239373"
"Paid","1990","66 and older","1-pers.-HH","","","",""
"Paid","1990","66 and older","(Married) couple without C. ","","","",""
"Paid","1990","66 and older","Single parent ","","","",""
"Paid","1990","66 and older","Couple + C. LE 16 ","","","",""
"Paid","1990","66 and older","Couple + C. GT 16 ","","","",""
"Paid","1990","66 and older","Couple + C. LE and GT 16","","","",""
"Not paid","1990","16-34 y.","1-pers.-HH","27","","",""
"Not paid","1990","16-34 y.","(Married) couple without C. ","49","0.135746988034542","0.102832509594714","0.168661466474371"
"Not paid","1990","16-34 y.","Single parent ","9","","",""
"Not paid","1990","16-34 y.","Couple + C. LE 16 ","36","0.0914109215338264","0.0642661030114646","0.118555740056188"
"Not paid","1990","16-34 y.","Couple + C. GT 16 ","33","0.101081989303787","0.0685591800328987","0.133604798574676"
"Not paid","1990","16-34 y.","Couple + C. LE and GT 16","12","","",""
"Not paid","1990","35-65 y.","1-pers.-HH","30","0.178171135280401","0.122730025492106","0.233612245068696"
"Not paid","1990","35-65 y.","(Married) couple without C. ","79","0.201148499898758","0.163862307816825","0.238434691980692"
"Not paid","1990","35-65 y.","Single parent ","10","","",""
"Not paid","1990","35-65 y.","Couple + C. LE 16 ","98","0.237718652355644","0.200628201802128","0.27480910290916"
"Not paid","1990","35-65 y.","Couple + C. GT 16 ","85","0.216206001974353","0.178001415661676","0.254410588287031"
"Not paid","1990","35-65 y.","Couple + C. LE and GT 16","21","","",""
"Not paid","1990","66 and older","1-pers.-HH","","","",""
"Not paid","1990","66 and older","(Married) couple without C. ","2","","",""
"Not paid","1990","66 and older","Single parent ","","","",""
"Not paid","1990","66 and older","Couple + C. LE 16 ","","","",""
"Not paid","1990","66 and older","Couple + C. GT 16 ","1","","",""
"Not paid","1990","66 and older","Couple + C. LE and GT 16","","","",""
"Acclaimed","1991","16-34 y.","1-pers.-HH","99","0.399577483258585","0.335718373436071","0.463436593081099"
"Acclaimed","1991","16-34 y.","(Married) couple without C. ","183","0.384588608654906","0.341202020501469","0.427975196808343"
"Acclaimed","1991","16-34 y.","Single parent ","44","0.325042867604627","0.245737221493734","0.404348513715519"
