"plb0195_h","year","age_gr","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Acclaimed","1991","66 and older","Single parent ","","","",""
"Acclaimed","1991","66 and older","Couple + C. LE 16 ","","","",""
"Acclaimed","1991","66 and older","Couple + C. GT 16 ","","","",""
"Acclaimed","1991","66 and older","Couple + C. LE and GT 16","","","",""
"Partly, partly","1991","16-34 y.","1-pers.-HH","38","0.173012940801854","0.123697545081127","0.222328336522582"
"Partly, partly","1991","16-34 y.","(Married) couple without C. ","89","0.1846005294185","0.150000520612877","0.219200538224123"
"Partly, partly","1991","16-34 y.","Single parent ","26","","",""
"Partly, partly","1991","16-34 y.","Couple + C. LE 16 ","131","0.151570593394503","0.128523192902875","0.174617993886131"
"Partly, partly","1991","16-34 y.","Couple + C. GT 16 ","60","0.131031458384819","0.0996092978928792","0.162453618876759"
"Partly, partly","1991","16-34 y.","Couple + C. LE and GT 16","25","","",""
"Partly, partly","1991","35-65 y.","1-pers.-HH","24","","",""
"Partly, partly","1991","35-65 y.","(Married) couple without C. ","90","0.127739949654198","0.103169600113869","0.152310299194526"
"Partly, partly","1991","35-65 y.","Single parent ","18","","",""
"Partly, partly","1991","35-65 y.","Couple + C. LE 16 ","113","0.132043139196974","0.109801843797458","0.15428443459649"
"Partly, partly","1991","35-65 y.","Couple + C. GT 16 ","104","0.147517444590702","0.121686323901359","0.173348565280045"
"Partly, partly","1991","35-65 y.","Couple + C. LE and GT 16","56","0.176527237888571","0.137359554866988","0.215694920910153"
"Partly, partly","1991","66 and older","1-pers.-HH","","","",""
"Partly, partly","1991","66 and older","(Married) couple without C. ","1","","",""
"Partly, partly","1991","66 and older","Single parent ","","","",""
"Partly, partly","1991","66 and older","Couple + C. LE 16 ","","","",""
"Partly, partly","1991","66 and older","Couple + C. GT 16 ","","","",""
"Partly, partly","1991","66 and older","Couple + C. LE and GT 16","","","",""
"Paid","1991","16-34 y.","1-pers.-HH","60","0.280109369362316","0.221564215735574","0.338654522989058"
"Paid","1991","16-34 y.","(Married) couple without C. ","154","0.294482731156098","0.253832944933532","0.335132517378664"
"Paid","1991","16-34 y.","Single parent ","52","0.381770345285399","0.299513565471544","0.464027125099254"
"Paid","1991","16-34 y.","Couple + C. LE 16 ","378","0.415536577240467","0.38386352519823","0.447209629282705"
"Paid","1991","16-34 y.","Couple + C. GT 16 ","173","0.391467862546891","0.34601763680305","0.436918088290733"
"Paid","1991","16-34 y.","Couple + C. LE and GT 16","57","0.372145347918277","0.294269446127503","0.450021249709051"
"Paid","1991","35-65 y.","1-pers.-HH","84","0.335762113755976","0.273917518952481","0.39760670855947"
"Paid","1991","35-65 y.","(Married) couple without C. ","224","0.309572488585524","0.275542234104501","0.343602743066548"
"Paid","1991","35-65 y.","Single parent ","45","0.345720604703764","0.265788197782387","0.425653011625141"
"Paid","1991","35-65 y.","Couple + C. LE 16 ","316","0.341069473245012","0.309924043555498","0.372214902934526"
"Paid","1991","35-65 y.","Couple + C. GT 16 ","264","0.33461758502975","0.300246847792269","0.368988322267232"
"Paid","1991","35-65 y.","Couple + C. LE and GT 16","147","0.367103958159056","0.317586525166547","0.416621391151566"
"Paid","1991","66 and older","1-pers.-HH","","","",""
"Paid","1991","66 and older","(Married) couple without C. ","1","","",""
"Paid","1991","66 and older","Single parent ","","","",""
"Paid","1991","66 and older","Couple + C. LE 16 ","","","",""
"Paid","1991","66 and older","Couple + C. GT 16 ","","","",""
"Paid","1991","66 and older","Couple + C. LE and GT 16","","","",""
"Not paid","1991","16-34 y.","1-pers.-HH","29","","",""
"Not paid","1991","16-34 y.","(Married) couple without C. ","57","0.136328130770496","0.105726705606077","0.166929555934916"
"Not paid","1991","16-34 y.","Single parent ","12","","",""
"Not paid","1991","16-34 y.","Couple + C. LE 16 ","73","0.0804553417326276","0.0629741727243632","0.0979365107408919"
"Not paid","1991","16-34 y.","Couple + C. GT 16 ","40","0.110217379237886","0.0810556530820634","0.139379105393708"
"Not paid","1991","16-34 y.","Couple + C. LE and GT 16","20","","",""
"Not paid","1991","35-65 y.","1-pers.-HH","41","0.248295358749227","0.191719390077442","0.304871327421011"
"Not paid","1991","35-65 y.","(Married) couple without C. ","132","0.194996406249052","0.165833071241116","0.224159741256987"
"Not paid","1991","35-65 y.","Single parent ","17","","",""
"Not paid","1991","35-65 y.","Couple + C. LE 16 ","167","0.20232499402717","0.17593186700175","0.22871812105259"
"Not paid","1991","35-65 y.","Couple + C. GT 16 ","126","0.193585760187897","0.164805507276479","0.222366013099315"
"Not paid","1991","35-65 y.","Couple + C. LE and GT 16","43","0.146171759636414","0.109879467822037","0.182464051450791"
"Not paid","1991","66 and older","1-pers.-HH","","","",""
"Not paid","1991","66 and older","(Married) couple without C. ","","","",""
"Not paid","1991","66 and older","Single parent ","","","",""
"Not paid","1991","66 and older","Couple + C. LE 16 ","","","",""
"Not paid","1991","66 and older","Couple + C. GT 16 ","","","",""
"Not paid","1991","66 and older","Couple + C. LE and GT 16","","","",""
"Acclaimed","1992","16-34 y.","1-pers.-HH","94","0.408351010446585","0.344125773849959","0.472576247043212"
"Acclaimed","1992","16-34 y.","(Married) couple without C. ","197","0.400086334972599","0.357187009414998","0.4429856605302"
"Acclaimed","1992","16-34 y.","Single parent ","38","0.29398541039086","0.21178446462827","0.376186356153451"
"Acclaimed","1992","16-34 y.","Couple + C. LE 16 ","301","0.342537101125465","0.3106531051882","0.37442109706273"
"Acclaimed","1992","16-34 y.","Couple + C. GT 16 ","167","0.42006979374346","0.372697037313847","0.467442550173072"
"Acclaimed","1992","16-34 y.","Couple + C. LE and GT 16","31","0.283840722848887","0.200712014512049","0.366969431185724"
"Acclaimed","1992","35-65 y.","1-pers.-HH","72","0.366666511350465","0.300700076987982","0.432632945712947"
"Acclaimed","1992","35-65 y.","(Married) couple without C. ","222","0.361292809328382","0.323510991232993","0.39907462742377"
"Acclaimed","1992","35-65 y.","Single parent ","57","0.465799362089461","0.380702651791695","0.550896072387226"
"Acclaimed","1992","35-65 y.","Couple + C. LE 16 ","242","0.272107138630166","0.242397446190252","0.30181683107008"
"Acclaimed","1992","35-65 y.","Couple + C. GT 16 ","236","0.348670445459776","0.313087127537395","0.384253763382157"
"Acclaimed","1992","35-65 y.","Couple + C. LE and GT 16","112","0.294742745642328","0.247776142694266","0.341709348590389"
"Acclaimed","1992","66 and older","1-pers.-HH","","","",""
"Acclaimed","1992","66 and older","(Married) couple without C. ","","","",""
"Acclaimed","1992","66 and older","Single parent ","","","",""
"Acclaimed","1992","66 and older","Couple + C. LE 16 ","","","",""
"Acclaimed","1992","66 and older","Couple + C. GT 16 ","","","",""
"Acclaimed","1992","66 and older","Couple + C. LE and GT 16","","","",""
"Partly, partly","1992","16-34 y.","1-pers.-HH","39","0.183235583295997","0.132686865492715","0.23378430109928"
"Partly, partly","1992","16-34 y.","(Married) couple without C. ","100","0.20970080228135","0.174053633319465","0.245347971243236"
"Partly, partly","1992","16-34 y.","Single parent ","18","","",""
"Partly, partly","1992","16-34 y.","Couple + C. LE 16 ","138","0.166727035257487","0.141684403319873","0.191769667195101"
"Partly, partly","1992","16-34 y.","Couple + C. GT 16 ","65","0.164859341267804","0.129245677225067","0.200473005310541"
"Partly, partly","1992","16-34 y.","Couple + C. LE and GT 16","21","","",""
"Partly, partly","1992","35-65 y.","1-pers.-HH","29","","",""
"Partly, partly","1992","35-65 y.","(Married) couple without C. ","97","0.162788476997612","0.133752815844798","0.191824138150426"
"Partly, partly","1992","35-65 y.","Single parent ","15","","",""
"Partly, partly","1992","35-65 y.","Couple + C. LE 16 ","157","0.196278594741794","0.169764079248184","0.222793110235405"
"Partly, partly","1992","35-65 y.","Couple + C. GT 16 ","94","0.116018441374603","0.0921060177497373","0.139930864999468"
"Partly, partly","1992","35-65 y.","Couple + C. LE and GT 16","61","0.163045175744362","0.124991309190915","0.201099042297809"
"Partly, partly","1992","66 and older","1-pers.-HH","","","",""
"Partly, partly","1992","66 and older","(Married) couple without C. ","1","","",""
"Partly, partly","1992","66 and older","Single parent ","","","",""
"Partly, partly","1992","66 and older","Couple + C. LE 16 ","","","",""
"Partly, partly","1992","66 and older","Couple + C. GT 16 ","","","",""
"Partly, partly","1992","66 and older","Couple + C. LE and GT 16","","","",""
"Paid","1992","16-34 y.","1-pers.-HH","64","0.271213080738515","0.213121601903974","0.329304559573057"
"Paid","1992","16-34 y.","(Married) couple without C. ","146","0.269182110377933","0.230344105687876","0.30802011506799"
"Paid","1992","16-34 y.","Single parent ","48","0.383133455579637","0.295417674653942","0.470849236505332"
"Paid","1992","16-34 y.","Couple + C. LE 16 ","337","0.411352410044862","0.378291255237087","0.444413564852638"
"Paid","1992","16-34 y.","Couple + C. GT 16 ","149","0.316718142205847","0.272068654631895","0.361367629779798"
"Paid","1992","16-34 y.","Couple + C. LE and GT 16","42","0.292826111815333","0.208923229983188","0.376728993647478"
"Paid","1992","35-65 y.","1-pers.-HH","72","0.316368750849007","0.25270695236589","0.380030549332123"
"Paid","1992","35-65 y.","(Married) couple without C. ","198","0.299656924781121","0.26362645957926","0.335687389982983"
"Paid","1992","35-65 y.","Single parent ","42","0.307797925843472","0.22905520483895","0.386540646847995"
"Paid","1992","35-65 y.","Couple + C. LE 16 ","294","0.327050581169278","0.295732645195063","0.358368517143492"
"Paid","1992","35-65 y.","Couple + C. GT 16 ","239","0.334180472319886","0.298959018474805","0.369401926164967"
"Paid","1992","35-65 y.","Couple + C. LE and GT 16","132","0.354931221881926","0.305640075486775","0.404222368277077"
"Paid","1992","66 and older","1-pers.-HH","","","",""
"Paid","1992","66 and older","(Married) couple without C. ","2","","",""
"Paid","1992","66 and older","Single parent ","","","",""
"Paid","1992","66 and older","Couple + C. LE 16 ","","","",""
"Paid","1992","66 and older","Couple + C. GT 16 ","","","",""
"Paid","1992","66 and older","Couple + C. LE and GT 16","","","",""
"Not paid","1992","16-34 y.","1-pers.-HH","28","","",""
"Not paid","1992","16-34 y.","(Married) couple without C. ","58","0.121030752368117","0.0924703754278594","0.149591129308375"
"Not paid","1992","16-34 y.","Single parent ","14","","",""
"Not paid","1992","16-34 y.","Couple + C. LE 16 ","75","0.0793834535721855","0.0612204489446517","0.0975464581997192"
"Not paid","1992","16-34 y.","Couple + C. GT 16 ","36","0.0983527227828896","0.0697707899046712","0.126934655661108"
"Not paid","1992","16-34 y.","Couple + C. LE and GT 16","19","","",""
"Not paid","1992","35-65 y.","1-pers.-HH","32","0.185395661413382","0.132197784138461","0.238593538688303"
"Not paid","1992","35-65 y.","(Married) couple without C. ","104","0.176261788892885","0.146292531355347","0.206231046430423"
"Not paid","1992","35-65 y.","Single parent ","18","","",""
"Not paid","1992","35-65 y.","Couple + C. LE 16 ","169","0.204563685458762","0.177635230575251","0.231492140342273"
"Not paid","1992","35-65 y.","Couple + C. GT 16 ","120","0.201130640845735","0.17120003686301","0.23106124482846"
"Not paid","1992","35-65 y.","Couple + C. LE and GT 16","57","0.187280856731384","0.147091528756155","0.227470184706613"
"Not paid","1992","66 and older","1-pers.-HH","","","",""
"Not paid","1992","66 and older","(Married) couple without C. ","1","","",""
"Not paid","1992","66 and older","Single parent ","","","",""
"Not paid","1992","66 and older","Couple + C. LE 16 ","","","",""
"Not paid","1992","66 and older","Couple + C. GT 16 ","","","",""
"Not paid","1992","66 and older","Couple + C. LE and GT 16","","","",""
"Acclaimed","1993","16-34 y.","1-pers.-HH","104","0.389684111558709","0.328493208111457","0.450875015005962"
"Acclaimed","1993","16-34 y.","(Married) couple without C. ","242","0.45527105517526","0.41383991875573","0.49670219159479"
"Acclaimed","1993","16-34 y.","Single parent ","37","0.268764479927585","0.187740467503295","0.349788492351876"
"Acclaimed","1993","16-34 y.","Couple + C. LE 16 ","254","0.334493572364632","0.301297458470649","0.367689686258615"
"Acclaimed","1993","16-34 y.","Couple + C. GT 16 ","129","0.337915096456809","0.289719443449145","0.386110749464474"
"Acclaimed","1993","16-34 y.","Couple + C. LE and GT 16","39","0.341970944215999","0.257795519806774","0.426146368625224"
"Acclaimed","1993","35-65 y.","1-pers.-HH","81","0.380755195210595","0.315237144457794","0.446273245963395"
"Acclaimed","1993","35-65 y.","(Married) couple without C. ","218","0.383302288912841","0.344203640640245","0.422400937185437"
"Acclaimed","1993","35-65 y.","Single parent ","50","0.406675895480732","0.319152205749825","0.49419958521164"
"Acclaimed","1993","35-65 y.","Couple + C. LE 16 ","239","0.262922285582814","0.233568672898551","0.292275898267078"
"Acclaimed","1993","35-65 y.","Couple + C. GT 16 ","197","0.300955524481598","0.265420086883834","0.336490962079361"
"Acclaimed","1993","35-65 y.","Couple + C. LE and GT 16","121","0.326817610913132","0.279407249388466","0.374227972437798"
"Acclaimed","1993","66 and older","1-pers.-HH","","","",""
"Acclaimed","1993","66 and older","(Married) couple without C. ","","","",""
"Acclaimed","1993","66 and older","Single parent ","","","",""
"Acclaimed","1993","66 and older","Couple + C. LE 16 ","","","",""
"Acclaimed","1993","66 and older","Couple + C. GT 16 ","","","",""
"Acclaimed","1993","66 and older","Couple + C. LE and GT 16","","","",""
"Partly, partly","1993","16-34 y.","1-pers.-HH","45","0.198514266192676","0.148465089535446","0.248563442849906"
"Partly, partly","1993","16-34 y.","(Married) couple without C. ","93","0.147458384797918","0.117960278966015","0.17695649062982"
"Partly, partly","1993","16-34 y.","Single parent ","23","","",""
"Partly, partly","1993","16-34 y.","Couple + C. LE 16 ","122","0.146241972086727","0.121380854478063","0.171103089695391"
"Partly, partly","1993","16-34 y.","Couple + C. GT 16 ","73","0.219477028110608","0.177304017110992","0.261650039110224"
"Partly, partly","1993","16-34 y.","Couple + C. LE and GT 16","28","","",""
"Partly, partly","1993","35-65 y.","1-pers.-HH","28","","",""
"Partly, partly","1993","35-65 y.","(Married) couple without C. ","88","0.146069064522149","0.117667297146183","0.174470831898115"
"Partly, partly","1993","35-65 y.","Single parent ","16","","",""
"Partly, partly","1993","35-65 y.","Couple + C. LE 16 ","163","0.195461060604967","0.169019025370486","0.221903095839448"
"Partly, partly","1993","35-65 y.","Couple + C. GT 16 ","103","0.14647320942813","0.119079819370008","0.173866599486252"
"Partly, partly","1993","35-65 y.","Couple + C. LE and GT 16","63","0.171833919934104","0.133703873278757","0.209963966589451"
"Partly, partly","1993","66 and older","1-pers.-HH","","","",""
"Partly, partly","1993","66 and older","(Married) couple without C. ","","","",""
"Partly, partly","1993","66 and older","Single parent ","","","",""
"Partly, partly","1993","66 and older","Couple + C. LE 16 ","","","",""
"Partly, partly","1993","66 and older","Couple + C. GT 16 ","","","",""
"Partly, partly","1993","66 and older","Couple + C. LE and GT 16","","","",""
"Paid","1993","16-34 y.","1-pers.-HH","62","0.247023690198094","0.192909254158121","0.301138126238067"
"Paid","1993","16-34 y.","(Married) couple without C. ","156","0.268479642424658","0.231609867352282","0.305349417497034"
"Paid","1993","16-34 y.","Single parent ","47","0.496723733131206","0.405341902987657","0.588105563274755"
"Paid","1993","16-34 y.","Couple + C. LE 16 ","314","0.387012833068166","0.352743503769314","0.421282162367019"
"Paid","1993","16-34 y.","Couple + C. GT 16 ","129","0.322269462181823","0.274649907077188","0.369889017286457"
"Paid","1993","16-34 y.","Couple + C. LE and GT 16","35","0.308048663477411","0.226123820741639","0.389973506213183"
"Paid","1993","35-65 y.","1-pers.-HH","63","0.289464645166561","0.228272247088739","0.350657043244384"
"Paid","1993","35-65 y.","(Married) couple without C. ","172","0.267578772161683","0.231977857313981","0.303179687009386"
"Paid","1993","35-65 y.","Single parent ","38","0.295941817864526","0.214609556156365","0.377274079572687"
"Paid","1993","35-65 y.","Couple + C. LE 16 ","292","0.335257605522256","0.303779598510185","0.366735612534326"
"Paid","1993","35-65 y.","Couple + C. GT 16 ","217","0.348068173609803","0.311162651578343","0.384973695641264"
"Paid","1993","35-65 y.","Couple + C. LE and GT 16","135","0.331897419009009","0.284300627183683","0.379494210834334"
"Paid","1993","66 and older","1-pers.-HH","1","","",""
"Paid","1993","66 and older","(Married) couple without C. ","2","","",""
"Paid","1993","66 and older","Single parent ","","","",""
"Paid","1993","66 and older","Couple + C. LE 16 ","","","",""
"Paid","1993","66 and older","Couple + C. GT 16 ","","","",""
"Paid","1993","66 and older","Couple + C. LE and GT 16","","","",""
"Not paid","1993","16-34 y.","1-pers.-HH","33","0.164777932050521","0.118229647313808","0.211326216787234"
"Not paid","1993","16-34 y.","(Married) couple without C. ","64","0.128790917602164","0.100922942404798","0.156658892799531"
"Not paid","1993","16-34 y.","Single parent ","8","","",""
"Not paid","1993","16-34 y.","Couple + C. LE 16 ","86","0.132251622480475","0.108416650818937","0.156086594142012"
"Not paid","1993","16-34 y.","Couple + C. GT 16 ","39","0.12033841325076","0.0871866079532565","0.153490218548264"
"Not paid","1993","16-34 y.","Couple + C. LE and GT 16","20","","",""
"Not paid","1993","35-65 y.","1-pers.-HH","39","0.217868113906602","0.162169588695314","0.27356663911789"
"Not paid","1993","35-65 y.","(Married) couple without C. ","116","0.203049874403327","0.170700059296558","0.235399689510095"
"Not paid","1993","35-65 y.","Single parent ","17","","",""
"Not paid","1993","35-65 y.","Couple + C. LE 16 ","170","0.206359048289963","0.179374508700018","0.233343587879907"
"Not paid","1993","35-65 y.","Couple + C. GT 16 ","123","0.204503092480469","0.173254727987912","0.235751456973025"
"Not paid","1993","35-65 y.","Couple + C. LE and GT 16","57","0.169451050143755","0.131531871852618","0.207370228434893"
"Not paid","1993","66 and older","1-pers.-HH","","","",""
"Not paid","1993","66 and older","(Married) couple without C. ","1","","",""
"Not paid","1993","66 and older","Single parent ","","","",""
"Not paid","1993","66 and older","Couple + C. LE 16 ","","","",""
"Not paid","1993","66 and older","Couple + C. GT 16 ","","","",""
"Not paid","1993","66 and older","Couple + C. LE and GT 16","","","",""
"Acclaimed","1994","16-34 y.","1-pers.-HH","111","0.450068979949248","0.387899936264227","0.51223802363427"
"Acclaimed","1994","16-34 y.","(Married) couple without C. ","256","0.452198252132512","0.412173282138033","0.492223222126991"
"Acclaimed","1994","16-34 y.","Single parent ","41","0.379907109732807","0.28836871337609","0.471445506089524"
"Acclaimed","1994","16-34 y.","Couple + C. LE 16 ","223","0.301099373807121","0.266746312358647","0.335452435255596"
"Acclaimed","1994","16-34 y.","Couple + C. GT 16 ","133","0.384121656784284","0.334155118497698","0.43408819507087"
"Acclaimed","1994","16-34 y.","Couple + C. LE and GT 16","54","0.424014456825753","0.336321583702429","0.511707329949078"
"Acclaimed","1994","35-65 y.","1-pers.-HH","96","0.445058275508871","0.378628774352972","0.51148777666477"
"Acclaimed","1994","35-65 y.","(Married) couple without C. ","229","0.37101109345854","0.333585125218891","0.40843706169819"
"Acclaimed","1994","35-65 y.","Single parent ","48","0.379716067217324","0.29023449168738","0.469197642747268"
"Acclaimed","1994","35-65 y.","Couple + C. LE 16 ","274","0.298899110174833","0.267774770283405","0.33002345006626"
"Acclaimed","1994","35-65 y.","Couple + C. GT 16 ","225","0.372643718570115","0.334115898985827","0.411171538154402"
"Acclaimed","1994","35-65 y.","Couple + C. LE and GT 16","131","0.347389927913711","0.298939609721125","0.395840246106297"
"Acclaimed","1994","66 and older","1-pers.-HH","","","",""
"Acclaimed","1994","66 and older","(Married) couple without C. ","1","","",""
"Acclaimed","1994","66 and older","Single parent ","","","",""
"Acclaimed","1994","66 and older","Couple + C. LE 16 ","","","",""
"Acclaimed","1994","66 and older","Couple + C. GT 16 ","","","",""
"Acclaimed","1994","66 and older","Couple + C. LE and GT 16","","","",""
"Partly, partly","1994","16-34 y.","1-pers.-HH","45","0.180869055823772","0.132769691207167","0.228968420440377"
"Partly, partly","1994","16-34 y.","(Married) couple without C. ","112","0.193099796894456","0.16135623260494","0.224843361183972"
"Partly, partly","1994","16-34 y.","Single parent ","18","","",""
"Partly, partly","1994","16-34 y.","Couple + C. LE 16 ","121","0.16534830001131","0.137528416093991","0.19316818392863"
"Partly, partly","1994","16-34 y.","Couple + C. GT 16 ","69","0.209775957768667","0.167949568512493","0.251602347024842"
"Partly, partly","1994","16-34 y.","Couple + C. LE and GT 16","21","","",""
"Partly, partly","1994","35-65 y.","1-pers.-HH","18","","",""
"Partly, partly","1994","35-65 y.","(Married) couple without C. ","101","0.16110818059538","0.132626220064777","0.189590141125984"
"Partly, partly","1994","35-65 y.","Single parent ","21","","",""
"Partly, partly","1994","35-65 y.","Couple + C. LE 16 ","164","0.20197198293943","0.174675781581583","0.229268184297277"
"Partly, partly","1994","35-65 y.","Couple + C. GT 16 ","85","0.136722091853738","0.109346402470749","0.164097781236726"
"Partly, partly","1994","35-65 y.","Couple + C. LE and GT 16","66","0.212605725354238","0.170972051060659","0.254239399647816"
"Partly, partly","1994","66 and older","1-pers.-HH","","","",""
"Partly, partly","1994","66 and older","(Married) couple without C. ","","","",""
"Partly, partly","1994","66 and older","Single parent ","","","",""
"Partly, partly","1994","66 and older","Couple + C. LE 16 ","","","",""
"Partly, partly","1994","66 and older","Couple + C. GT 16 ","","","",""
"Partly, partly","1994","66 and older","Couple + C. LE and GT 16","","","",""
"Paid","1994","16-34 y.","1-pers.-HH","62","0.247026594619965","0.193132372006827","0.300920817233102"
"Paid","1994","16-34 y.","(Married) couple without C. ","154","0.252337161723352","0.217407178827244","0.287267144619459"
"Paid","1994","16-34 y.","Single parent ","40","0.331154019583788","0.242394633553725","0.419913405613852"
"Paid","1994","16-34 y.","Couple + C. LE 16 ","258","0.371286748947914","0.335105476441662","0.407468021454166"
"Paid","1994","16-34 y.","Couple + C. GT 16 ","117","0.28444282063624","0.238096308192013","0.330789333080466"
"Paid","1994","16-34 y.","Couple + C. LE and GT 16","32","0.303591019018226","0.221999537835041","0.385182500201411"
"Paid","1994","35-65 y.","1-pers.-HH","69","0.285639034747128","0.225258563643315","0.346019505850942"
"Paid","1994","35-65 y.","(Married) couple without C. ","190","0.282141441258577","0.247274729969728","0.317008152547425"
"Paid","1994","35-65 y.","Single parent ","23","","",""
"Paid","1994","35-65 y.","Couple + C. LE 16 ","229","0.287221415110686","0.256458087573071","0.317984742648302"
"Paid","1994","35-65 y.","Couple + C. GT 16 ","188","0.301860256932464","0.265280185156788","0.33844032870814"
"Paid","1994","35-65 y.","Couple + C. LE and GT 16","117","0.287216781131393","0.241175778270736","0.33325778399205"
"Paid","1994","66 and older","1-pers.-HH","","","",""
"Paid","1994","66 and older","(Married) couple without C. ","","","",""
"Paid","1994","66 and older","Single parent ","","","",""
"Paid","1994","66 and older","Couple + C. LE 16 ","","","",""
"Paid","1994","66 and older","Couple + C. GT 16 ","","","",""
"Paid","1994","66 and older","Couple + C. LE and GT 16","","","",""
"Not paid","1994","16-34 y.","1-pers.-HH","28","","",""
"Not paid","1994","16-34 y.","(Married) couple without C. ","72","0.10236478924968","0.0779877976979235","0.126741780801436"
"Not paid","1994","16-34 y.","Single parent ","9","","",""
"Not paid","1994","16-34 y.","Couple + C. LE 16 ","83","0.162265577233655","0.134655400578459","0.18987575388885"
"Not paid","1994","16-34 y.","Couple + C. GT 16 ","45","0.121659564810809","0.0880779197801037","0.155241209841513"
"Not paid","1994","16-34 y.","Couple + C. LE and GT 16","15","","",""
"Not paid","1994","35-65 y.","1-pers.-HH","32","0.196185815277823","0.143104644192193","0.249266986363452"
"Not paid","1994","35-65 y.","(Married) couple without C. ","120","0.185739284687502","0.155609798218343","0.215868771156661"
"Not paid","1994","35-65 y.","Single parent ","21","","",""
"Not paid","1994","35-65 y.","Couple + C. LE 16 ","164","0.211907491775051","0.18412256003662","0.239692423513482"
"Not paid","1994","35-65 y.","Couple + C. GT 16 ","107","0.188773932643684","0.157591329744356","0.219956535543011"
"Not paid","1994","35-65 y.","Couple + C. LE and GT 16","57","0.152787565600658","0.116177432953221","0.189397698248095"
"Not paid","1994","66 and older","1-pers.-HH","","","",""
"Not paid","1994","66 and older","(Married) couple without C. ","","","",""
"Not paid","1994","66 and older","Single parent ","","","",""
"Not paid","1994","66 and older","Couple + C. LE 16 ","","","",""
"Not paid","1994","66 and older","Couple + C. GT 16 ","","","",""
"Not paid","1994","66 and older","Couple + C. LE and GT 16","","","",""
"Acclaimed","1995","16-34 y.","1-pers.-HH","123","0.437254213512395","0.377865513136863","0.496642913887927"
"Acclaimed","1995","16-34 y.","(Married) couple without C. ","262","0.386823703905721","0.34961158820434","0.424035819607102"
"Acclaimed","1995","16-34 y.","Single parent ","50","0.465265228499547","0.370310921295908","0.560219535703186"
"Acclaimed","1995","16-34 y.","Couple + C. LE 16 ","232","0.324117159230565","0.28964105504465","0.35859326341648"
"Acclaimed","1995","16-34 y.","Couple + C. GT 16 ","139","0.398160079549355","0.348811853656947","0.447508305441763"
"Acclaimed","1995","16-34 y.","Couple + C. LE and GT 16","59","0.436528479609669","0.35127370875555","0.521783250463789"
"Acclaimed","1995","35-65 y.","1-pers.-HH","78","0.381609351375923","0.315750233562645","0.447468469189201"
"Acclaimed","1995","35-65 y.","(Married) couple without C. ","255","0.384589133890378","0.347942436537686","0.42123583124307"
"Acclaimed","1995","35-65 y.","Single parent ","55","0.455635344161583","0.365393321109566","0.5458773672136"
"Acclaimed","1995","35-65 y.","Couple + C. LE 16 ","302","0.318941356503722","0.288955132845419","0.348927580162026"
"Acclaimed","1995","35-65 y.","Couple + C. GT 16 ","223","0.36144668129149","0.323752310341946","0.399141052241033"
"Acclaimed","1995","35-65 y.","Couple + C. LE and GT 16","164","0.41447214844547","0.366903486205261","0.46204081068568"
"Acclaimed","1995","66 and older","1-pers.-HH","","","",""
"Acclaimed","1995","66 and older","(Married) couple without C. ","","","",""
"Acclaimed","1995","66 and older","Single parent ","","","",""
"Acclaimed","1995","66 and older","Couple + C. LE 16 ","","","",""
"Acclaimed","1995","66 and older","Couple + C. GT 16 ","","","",""
"Acclaimed","1995","66 and older","Couple + C. LE and GT 16","","","",""
"Partly, partly","1995","16-34 y.","1-pers.-HH","56","0.220917143883775","0.17124793671094","0.270586351056609"
"Partly, partly","1995","16-34 y.","(Married) couple without C. ","133","0.19055479059405","0.160546669166258","0.220562912021842"
"Partly, partly","1995","16-34 y.","Single parent ","17","","",""
"Partly, partly","1995","16-34 y.","Couple + C. LE 16 ","127","0.189543553240736","0.160673285490109","0.218413820991363"
"Partly, partly","1995","16-34 y.","Couple + C. GT 16 ","68","0.182033154765195","0.143133540989347","0.220932768541044"
"Partly, partly","1995","16-34 y.","Couple + C. LE and GT 16","20","","",""
"Partly, partly","1995","35-65 y.","1-pers.-HH","35","0.152268557285107","0.103559557659127","0.200977556911086"
"Partly, partly","1995","35-65 y.","(Married) couple without C. ","119","0.167888116976507","0.139733177522515","0.196043056430499"
"Partly, partly","1995","35-65 y.","Single parent ","16","","",""
"Partly, partly","1995","35-65 y.","Couple + C. LE 16 ","183","0.195385693591163","0.169875464515064","0.220895922667262"
"Partly, partly","1995","35-65 y.","Couple + C. GT 16 ","109","0.167194191738782","0.137916403723818","0.196471979753747"
"Partly, partly","1995","35-65 y.","Couple + C. LE and GT 16","57","0.134901835840121","0.101914965899349","0.167888705780894"
"Partly, partly","1995","66 and older","1-pers.-HH","","","",""
"Partly, partly","1995","66 and older","(Married) couple without C. ","","","",""
"Partly, partly","1995","66 and older","Single parent ","","","",""
"Partly, partly","1995","66 and older","Couple + C. LE 16 ","","","",""
"Partly, partly","1995","66 and older","Couple + C. GT 16 ","","","",""
"Partly, partly","1995","66 and older","Couple + C. LE and GT 16","","","",""
"Paid","1995","16-34 y.","1-pers.-HH","55","0.200333612515834","0.152414140302453","0.248253084729215"
"Paid","1995","16-34 y.","(Married) couple without C. ","173","0.278357137644669","0.244112112815563","0.312602162473774"
"Paid","1995","16-34 y.","Single parent ","30","0.281489897292875","0.195876249013104","0.367103545572646"
"Paid","1995","16-34 y.","Couple + C. LE 16 ","280","0.370207234203398","0.334639782819223","0.405774685587573"
