"plb0195_h","year","e11102","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Not paid","2007","Employed","Rural Area","424","0.153192969328283","0.138725917479199","0.167660021177368","4"
"Not paid","2007","Not Employed","Rural Area","3","","","","4"
"Paid","2007","Not Employed","Urban Area","6","","","","3"
"Paid","2007","Not Employed","Rural Area","3","","","","3"
"Paid","2007","Employed","Rural Area","200","0.0822206303434441","0.0711867583859423","0.093254502300946","3"
"Paid","2007","Employed","Urban Area","428","0.109233222513334","0.100122422871277","0.118344022155392","3"
"Partly, partly","2007","Not Employed","Urban Area","8","","","","2"
"Partly, partly","2007","Employed","Urban Area","854","0.203711684808559","0.191948084520789","0.215475285096329","2"
"Partly, partly","2007","Not Employed","Rural Area","8","","","","2"
"Partly, partly","2007","Employed","Rural Area","502","0.236499766025435","0.219431541850649","0.253567990200221","2"
"Acclaimed","2008","Not Employed","Urban Area","17","","","","1"
"Acclaimed","2008","Not Employed","Rural Area","14","","","","1"
"Acclaimed","2008","Employed","Urban Area","2109","0.474250521338194","0.459631930903213","0.488869111773174","1"
"Acclaimed","2008","Employed","Rural Area","1188","0.51768269915298","0.497358416356659","0.538006981949301","1"
"Not paid","2008","Not Employed","Urban Area","11","","","","4"
"Not paid","2008","Not Employed","Rural Area","7","","","","4"
"Not paid","2008","Employed","Urban Area","1051","0.202987406307608","0.191211907739009","0.214762904876207","4"
"Not paid","2008","Employed","Rural Area","409","0.161150061926946","0.146195477115413","0.176104646738478","4"
"Paid","2008","Not Employed","Urban Area","4","","","","3"
"Paid","2008","Employed","Urban Area","444","0.111231811465828","0.102026872341092","0.120436750590564","3"
"Paid","2008","Not Employed","Rural Area","3","","","","3"
"Paid","2008","Employed","Rural Area","242","0.0971394323938513","0.0850939247687709","0.109184940018932","3"
"Partly, partly","2008","Not Employed","Rural Area","4","","","","2"
"Partly, partly","2008","Employed","Urban Area","878","0.211530260888371","0.199574122520261","0.22348639925648","2"
"Partly, partly","2008","Not Employed","Urban Area","4","","","","2"
"Partly, partly","2008","Employed","Rural Area","483","0.224027806526223","0.207069166328663","0.240986446723782","2"
"Acclaimed","2009","Not Employed","Urban Area","9","","","","1"
"Acclaimed","2009","Not Employed","Rural Area","6","","","","1"
"Acclaimed","2009","Employed","Rural Area","1109","0.522008603133097","0.50084497730332","0.543172228962874","1"
"Acclaimed","2009","Employed","Urban Area","1857","0.46684374487373","0.451220029025495","0.482467460721964","1"
"Not paid","2009","Not Employed","Urban Area","5","","","","4"
"Not paid","2009","Not Employed","Rural Area","4","","","","4"
"Not paid","2009","Employed","Urban Area","911","0.21026481507412","0.197503502341077","0.223026127807162","4"
"Not paid","2009","Employed","Rural Area","370","0.141083376968106","0.126334646754475","0.155832107181738","4"
"Paid","2009","Not Employed","Urban Area","5","","","","3"
"Paid","2009","Not Employed","Rural Area","2","","","","3"
"Paid","2009","Employed","Urban Area","381","0.114334122592358","0.104368735034805","0.124299510149911","3"
"Paid","2009","Employed","Rural Area","203","0.0863009362649225","0.0744035777733605","0.0981982947564846","3"
"Partly, partly","2009","Not Employed","Rural Area","","","","","2"
"Partly, partly","2009","Employed","Urban Area","768","0.208557317459792","0.195834193591331","0.221280441328254","2"
"Partly, partly","2009","Not Employed","Urban Area","1","","","","2"
"Partly, partly","2009","Employed","Rural Area","458","0.250607083633874","0.232246238504147","0.268967928763601","2"
"Acclaimed","2010","Not Employed","Urban Area","33","0.319324867599383","0.211636658271217","0.427013076927549","1"
"Acclaimed","2010","Not Employed","Rural Area","32","0.298822766395491","0.186678041905271","0.410967490885711","1"
"Acclaimed","2010","Employed","Rural Area","1551","0.551372909208995","0.533262039632151","0.56948377878584","1"
"Acclaimed","2010","Employed","Urban Area","2653","0.505091284023783","0.491769671043377","0.518412897004189","1"
"Not paid","2010","Not Employed","Urban Area","16","","","","4"
"Not paid","2010","Not Employed","Rural Area","6","","","","4"
"Not paid","2010","Employed","Urban Area","1150","0.202042908733817","0.191344457794008","0.212741359673626","4"
"Not paid","2010","Employed","Rural Area","459","0.154904151260505","0.141728916696523","0.168079385824487","4"
"Paid","2010","Not Employed","Urban Area","17","","","","3"
"Paid","2010","Not Employed","Rural Area","7","","","","3"
"Paid","2010","Employed","Urban Area","612","0.110273171446424","0.101927282534314","0.118619060358535","3"
"Paid","2010","Employed","Rural Area","329","0.098782774397501","0.0879177877924622","0.10964776100254","3"
"Partly, partly","2010","Employed","Urban Area","996","0.182592635795976","0.172298966158026","0.192886305433925","2"
"Partly, partly","2010","Not Employed","Rural Area","19","","","","2"
"Partly, partly","2010","Not Employed","Urban Area","6","","","","2"
"Partly, partly","2010","Employed","Rural Area","558","0.194940165132999","0.180514408934418","0.20936592133158","2"
"Acclaimed","2011","Not Employed","Urban Area","49","0.549373904714615","0.442332641180595","0.656415168248634","1"
"Acclaimed","2011","Not Employed","Rural Area","30","0.405196427795085","0.273027385144599","0.537365470445571","1"
"Acclaimed","2011","Employed","Urban Area","3059","0.472580818192919","0.460359020754466","0.484802615631372","1"
"Acclaimed","2011","Employed","Rural Area","1880","0.540325239410939","0.524063470576926","0.556587008244951","1"
"Not paid","2011","Employed","Urban Area","1348","0.20360358438322","0.193745865380562","0.213461303385879","4"
"Not paid","2011","Not Employed","Rural Area","5","","","","4"
"Not paid","2011","Employed","Rural Area","598","0.161967688236267","0.149946167765062","0.173989208707471","4"
"Not paid","2011","Not Employed","Urban Area","10","","","","4"
"Paid","2011","Not Employed","Urban Area","15","","","","3"
"Paid","2011","Not Employed","Rural Area","8","","","","3"
"Paid","2011","Employed","Urban Area","753","0.119124853671128","0.111194775933575","0.12705493140868","3"
"Paid","2011","Employed","Rural Area","466","0.119701513043616","0.109109472748546","0.130293553338686","3"
"Partly, partly","2011","Not Employed","Rural Area","10","","","","2"
"Partly, partly","2011","Employed","Urban Area","1250","0.204690743752733","0.194813490327695","0.214567997177771","2"
"Partly, partly","2011","Employed","Rural Area","664","0.178005559309179","0.165524080326732","0.190487038291626","2"
"Partly, partly","2011","Not Employed","Urban Area","9","","","","2"
"Acclaimed","2012","Not Employed","Rural Area","44","0.606619282799401","0.50152630827954","0.711712257319262","1"
"Acclaimed","2012","Not Employed","Urban Area","64","0.565669589638651","0.479463535756022","0.65187564352128","1"
"Acclaimed","2012","Employed","Urban Area","3210","0.489579516974451","0.477432581390846","0.501726452558055","1"
"Acclaimed","2012","Employed","Rural Area","1983","0.547256558590853","0.531150257759537","0.56336285942217","1"
"Not paid","2012","Not Employed","Rural Area","13","","","","4"
"Not paid","2012","Employed","Urban Area","1259","0.185118863107278","0.175681220411957","0.194556505802599","4"
"Not paid","2012","Employed","Rural Area","514","0.131607982105015","0.120669091939589","0.14254687227044","4"
"Not paid","2012","Not Employed","Urban Area","24","","","","4"
"Paid","2012","Not Employed","Urban Area","14","","","","3"
"Paid","2012","Not Employed","Rural Area","10","","","","3"
"Paid","2012","Employed","Urban Area","759","0.119848605301006","0.111956620421256","0.127740590180755","3"
"Paid","2012","Employed","Rural Area","429","0.107772142324774","0.0977383436546233","0.117805940994924","3"
"Partly, partly","2012","Employed","Rural Area","743","0.213363316979358","0.200107050988122","0.226619582970595","2"
"Partly, partly","2012","Not Employed","Rural Area","16","","","","2"
"Partly, partly","2012","Employed","Urban Area","1278","0.205453014617266","0.195635374399297","0.215270654835235","2"
"Partly, partly","2012","Not Employed","Urban Area","25","","","","2"
"Acclaimed","2013","Not Employed","Urban Area","609","0.432671090476448","0.40667204620159","0.458670134751307","1"
"Acclaimed","2013","Not Employed","Rural Area","204","0.433749667497207","0.388460640774721","0.479038694219693","1"
"Acclaimed","2013","Employed","Urban Area","3020","0.513045098532364","0.500276003934917","0.525814193129812","1"
"Acclaimed","2013","Employed","Rural Area","1771","0.527143431744101","0.510135041692937","0.544151821795266","1"
"Not paid","2013","Not Employed","Rural Area","49","0.151160419757152","0.118426272577441","0.183894566936862","4"
"Not paid","2013","Employed","Urban Area","1110","0.18604572356959","0.176104317518499","0.195987129620682","4"
"Not paid","2013","Employed","Rural Area","486","0.137378250066202","0.125650808269937","0.149105691862468","4"
"Not paid","2013","Not Employed","Urban Area","185","0.144496718341364","0.126046529351674","0.162946907331055","4"
"Paid","2013","Not Employed","Urban Area","306","0.221617044167865","0.199821926144449","0.243412162191282","3"
"Paid","2013","Not Employed","Rural Area","87","0.145709936065483","0.113468347132691","0.177951524998275","3"
"Paid","2013","Employed","Urban Area","624","0.103611071650707","0.0958255218536027","0.11139662144781","3"
"Paid","2013","Employed","Rural Area","390","0.107597125709476","0.0970407482831565","0.118153503135795","3"
"Partly, partly","2013","Not Employed","Urban Area","295","0.201215147014322","0.180177060687845","0.2222532333408","2"
"Partly, partly","2013","Not Employed","Rural Area","120","0.269379976680158","0.228838681803488","0.309921271556828","2"
"Partly, partly","2013","Employed","Rural Area","663","0.227881192480221","0.213591252606074","0.242171132354367","2"
"Partly, partly","2013","Employed","Urban Area","1132","0.197298106247339","0.187131486875902","0.207464725618775","2"
"Acclaimed","2014","Not Employed","Urban Area","71","0.523721365989144","0.445845974449173","0.601596757529115","1"
"Acclaimed","2014","Not Employed","Rural Area","44","0.566508792345124","0.458589508294249","0.674428076395999","1"
"Acclaimed","2014","Employed","Urban Area","3159","0.495643442651384","0.483410369024451","0.507876516278317","1"
"Acclaimed","2014","Employed","Rural Area","1819","0.531966458490067","0.515238510259842","0.548694406720293","1"
"Not paid","2014","Not Employed","Rural Area","5","","","","4"
"Not paid","2014","Employed","Urban Area","1121","0.170432409776962","0.161232489753367","0.179632329800558","4"
"Not paid","2014","Employed","Rural Area","459","0.140405733888994","0.128759078142933","0.152052389635056","4"
"Not paid","2014","Not Employed","Urban Area","29","","","","4"
"Paid","2014","Not Employed","Urban Area","29","","","","3"
"Paid","2014","Not Employed","Rural Area","15","","","","3"
"Paid","2014","Employed","Urban Area","763","0.114743934617743","0.106945967565936","0.12254190166955","3"
"Paid","2014","Employed","Rural Area","391","0.0997132664150225","0.0896687517155154","0.10975778111453","3"
"Partly, partly","2014","Not Employed","Urban Area","29","","","","2"
"Partly, partly","2014","Not Employed","Rural Area","17","","","","2"
"Partly, partly","2014","Employed","Rural Area","749","0.227914541205916","0.213851450896809","0.241977631515023","2"
"Partly, partly","2014","Employed","Urban Area","1374","0.21918021295391","0.209058403697327","0.229302022210494","2"
"Acclaimed","2015","Not Employed","Urban Area","","","","","1"
"Acclaimed","2015","Not Employed","Rural Area","","","","","1"
"Acclaimed","2015","Employed","Urban Area","","","","","1"
"Acclaimed","2015","Employed","Rural Area","","","","","1"
"Not paid","2015","Not Employed","Rural Area","","","","","4"
"Not paid","2015","Employed","Rural Area","","","","","4"
"Not paid","2015","Employed","Urban Area","","","","","4"
"Not paid","2015","Not Employed","Urban Area","","","","","4"
"Paid","2015","Not Employed","Urban Area","","","","","3"
"Paid","2015","Not Employed","Rural Area","","","","","3"
"Paid","2015","Employed","Urban Area","","","","","3"
"Paid","2015","Employed","Rural Area","","","","","3"
"Partly, partly","2015","Not Employed","Urban Area","","","","","2"
"Partly, partly","2015","Not Employed","Rural Area","","","","","2"
"Partly, partly","2015","Employed","Urban Area","","","","","2"
"Partly, partly","2015","Employed","Rural Area","","","","","2"
"Acclaimed","2016","Not Employed","Urban Area","","","","","1"
"Acclaimed","2016","Not Employed","Rural Area","","","","","1"
"Acclaimed","2016","Employed","Urban Area","","","","","1"
"Acclaimed","2016","Employed","Rural Area","","","","","1"
"Not paid","2016","Not Employed","Urban Area","","","","","4"
"Not paid","2016","Not Employed","Rural Area","","","","","4"
"Not paid","2016","Employed","Rural Area","","","","","4"
"Not paid","2016","Employed","Urban Area","","","","","4"
"Paid","2016","Not Employed","Urban Area","","","","","3"
"Paid","2016","Not Employed","Rural Area","","","","","3"
"Paid","2016","Employed","Urban Area","","","","","3"
"Paid","2016","Employed","Rural Area","","","","","3"
"Partly, partly","2016","Employed","Rural Area","","","","","2"
"Partly, partly","2016","Not Employed","Urban Area","","","","","2"
"Partly, partly","2016","Not Employed","Rural Area","","","","","2"
"Partly, partly","2016","Employed","Urban Area","","","","","2"
"Acclaimed","2017","Not Employed","Urban Area","","","","","1"
"Acclaimed","2017","Not Employed","Rural Area","","","","","1"
"Acclaimed","2017","Employed","Urban Area","","","","","1"
"Acclaimed","2017","Employed","Rural Area","","","","","1"
"Not paid","2017","Not Employed","Urban Area","","","","","4"
"Not paid","2017","Not Employed","Rural Area","","","","","4"
"Not paid","2017","Employed","Urban Area","","","","","4"
"Not paid","2017","Employed","Rural Area","","","","","4"
"Paid","2017","Not Employed","Urban Area","","","","","3"
"Paid","2017","Employed","Urban Area","","","","","3"
"Paid","2017","Not Employed","Rural Area","","","","","3"
"Paid","2017","Employed","Rural Area","","","","","3"
"Partly, partly","2017","Employed","Rural Area","","","","","2"
"Partly, partly","2017","Not Employed","Urban Area","","","","","2"
"Partly, partly","2017","Not Employed","Rural Area","","","","","2"
"Partly, partly","2017","Employed","Urban Area","","","","","2"
"Acclaimed","2018","Not Employed","Urban Area","30","0.344356285861943","0.246189449596694","0.442523122127191","1"
"Acclaimed","2018","Not Employed","Rural Area","15","","","","1"
"Acclaimed","2018","Employed","Urban Area","3307","0.527594788890156","0.515235565399268","0.539954012381044","1"
"Acclaimed","2018","Employed","Rural Area","1918","0.554190496736831","0.537716291467922","0.570664702005739","1"
"Not paid","2018","Not Employed","Urban Area","20","","","","4"
"Not paid","2018","Not Employed","Rural Area","2","","","","4"
"Not paid","2018","Employed","Urban Area","885","0.139082802910859","0.130516350514943","0.147649255306775","4"
"Not paid","2018","Employed","Rural Area","373","0.11663913781169","0.106000365800506","0.127277909822874","4"
"Paid","2018","Not Employed","Urban Area","18","","","","3"
"Paid","2018","Not Employed","Rural Area","11","","","","3"
"Paid","2018","Employed","Urban Area","769","0.112479855192709","0.104657994424406","0.120301715961013","3"
"Paid","2018","Employed","Rural Area","395","0.101470929883507","0.091463163445435","0.11147869632158","3"
"Partly, partly","2018","Not Employed","Urban Area","22","","","","2"
"Partly, partly","2018","Not Employed","Rural Area","5","","","","2"
"Partly, partly","2018","Employed","Rural Area","811","0.227699435567972","0.21380072765895","0.241598143476994","2"
"Partly, partly","2018","Employed","Urban Area","1307","0.220842553006276","0.21057332989318","0.231111776119371","2"
