"plb0195_h","year","e11102","e11103","n","percent","lower_confidence","upper_confidence"
"Acclaimed","2002","Not Employed","Part Time","","","",""
"Acclaimed","2002","Not Employed","Not Working","32","0.579002017217308","0.44969141824924","0.708312616185375"
"Acclaimed","2002","Employed","Full Time","2700","0.46650566020716","0.454083825291077","0.478927495123243"
"Acclaimed","2002","Employed","Part Time","901","0.524250939018643","0.50071759639106","0.547784281646227"
"Acclaimed","2002","Employed","Not Working","","","",""
"Partly, partly","2002","Not Employed","Full Time","","","",""
"Partly, partly","2002","Not Employed","Part Time","","","",""
"Partly, partly","2002","Not Employed","Not Working","7","","",""
"Partly, partly","2002","Employed","Full Time","1362","0.220344683097914","0.210024319537049","0.230665046658778"
"Partly, partly","2002","Employed","Part Time","293","0.167173599826478","0.149590877059276","0.18475632259368"
"Partly, partly","2002","Employed","Not Working","","","",""
"Paid","2002","Not Employed","Full Time","","","",""
"Paid","2002","Not Employed","Part Time","","","",""
"Paid","2002","Not Employed","Not Working","14","","",""
"Paid","2002","Employed","Full Time","711","0.127806311294775","0.119492981556253","0.136119641033297"
"Paid","2002","Employed","Part Time","267","0.155908299091944","0.13881387510561","0.173002723078279"
"Paid","2002","Employed","Not Working","","","",""
"Not paid","2002","Not Employed","Full Time","","","",""
"Not paid","2002","Not Employed","Part Time","","","",""
"Not paid","2002","Not Employed","Not Working","3","","",""
"Not paid","2002","Employed","Full Time","1423","0.185343345400151","0.17566796185546","0.195018728944843"
"Not paid","2002","Employed","Part Time","269","0.152667162062935","0.135718911557104","0.169615412568765"
"Not paid","2002","Employed","Not Working","","","",""
"Acclaimed","2003","Not Employed","Full Time","","","",""
"Acclaimed","2003","Not Employed","Part Time","","","",""
"Acclaimed","2003","Not Employed","Not Working","34","0.600224330025614","0.481139513920709","0.719309146130519"
"Acclaimed","2003","Employed","Full Time","2696","0.493683190628054","0.480830819063315","0.506535562192792"
"Acclaimed","2003","Employed","Part Time","898","0.541639762970635","0.517905357943596","0.565374167997675"
"Acclaimed","2003","Employed","Not Working","","","",""
"Partly, partly","2003","Not Employed","Full Time","","","",""
"Partly, partly","2003","Not Employed","Part Time","","","",""
"Partly, partly","2003","Not Employed","Not Working","6","","",""
"Partly, partly","2003","Employed","Full Time","1180","0.203002258696877","0.192662107007091","0.213342410386664"
"Partly, partly","2003","Employed","Part Time","306","0.172845171773387","0.154834013492128","0.190856330054647"
"Partly, partly","2003","Employed","Not Working","","","",""
"Paid","2003","Not Employed","Full Time","","","",""
"Paid","2003","Not Employed","Part Time","","","",""
"Paid","2003","Not Employed","Not Working","14","","",""
"Paid","2003","Employed","Full Time","630","0.121872137981466","0.113462466648041","0.130281809314892"
"Paid","2003","Employed","Part Time","258","0.161809298090875","0.144266746258837","0.179351849922912"
"Paid","2003","Employed","Not Working","","","",""
"Not paid","2003","Not Employed","Full Time","","","",""
"Not paid","2003","Not Employed","Part Time","","","",""
"Not paid","2003","Not Employed","Not Working","11","","",""
"Not paid","2003","Employed","Full Time","1307","0.181442412693603","0.171535417442126","0.19134940794508"
"Not paid","2003","Employed","Part Time","231","0.123705767165103","0.10802239089001","0.139389143440196"
"Not paid","2003","Employed","Not Working","","","",""
"Acclaimed","2004","Not Employed","Full Time","","","",""
"Acclaimed","2004","Not Employed","Part Time","","","",""
"Acclaimed","2004","Not Employed","Not Working","18","","",""
"Acclaimed","2004","Employed","Full Time","2582","0.485349763233099","0.472263330435444","0.498436196030754"
"Acclaimed","2004","Employed","Part Time","893","0.526564120518544","0.502494575557111","0.550633665479977"
"Acclaimed","2004","Employed","Not Working","","","",""
"Partly, partly","2004","Not Employed","Full Time","","","",""
"Partly, partly","2004","Not Employed","Part Time","","","",""
"Partly, partly","2004","Not Employed","Not Working","9","","",""
"Partly, partly","2004","Employed","Full Time","1124","0.198751205273547","0.188302166038594","0.209200244508499"
"Partly, partly","2004","Employed","Part Time","260","0.157653219854587","0.140085777107863","0.175220662601312"
"Partly, partly","2004","Employed","Not Working","","","",""
"Paid","2004","Not Employed","Full Time","","","",""
"Paid","2004","Not Employed","Part Time","","","",""
"Paid","2004","Not Employed","Not Working","5","","",""
"Paid","2004","Employed","Full Time","541","0.109915261295393","0.101725288569428","0.118105234021358"
"Paid","2004","Employed","Part Time","263","0.176416160067833","0.15804084666942","0.194791473466247"
"Paid","2004","Employed","Not Working","","","",""
"Not paid","2004","Not Employed","Full Time","","","",""
"Not paid","2004","Not Employed","Part Time","","","",""
"Not paid","2004","Not Employed","Not Working","13","","",""
"Not paid","2004","Employed","Full Time","1356","0.205983770197961","0.19539442828925","0.216573112106672"
"Not paid","2004","Employed","Part Time","237","0.139366499559035","0.122670978264557","0.156062020853513"
"Not paid","2004","Employed","Not Working","","","",""
"Acclaimed","2005","Not Employed","Full Time","","","",""
"Acclaimed","2005","Not Employed","Part Time","","","",""
"Acclaimed","2005","Not Employed","Not Working","13","","",""
"Acclaimed","2005","Employed","Full Time","2514","0.495803511263534","0.482195754356821","0.509411268170246"
"Acclaimed","2005","Employed","Part Time","865","0.541644943634904","0.51702187987484","0.566268007394968"
"Acclaimed","2005","Employed","Not Working","","","",""
"Partly, partly","2005","Not Employed","Full Time","","","",""
"Partly, partly","2005","Not Employed","Part Time","","","",""
"Partly, partly","2005","Not Employed","Not Working","10","","",""
"Partly, partly","2005","Employed","Full Time","1063","0.208817767540912","0.197755253831726","0.219880281250098"
"Partly, partly","2005","Employed","Part Time","268","0.192737411508801","0.173244614787875","0.212230208229726"
"Partly, partly","2005","Employed","Not Working","","","",""
"Paid","2005","Not Employed","Full Time","","","",""
"Paid","2005","Not Employed","Part Time","","","",""
"Paid","2005","Not Employed","Not Working","8","","",""
"Paid","2005","Employed","Full Time","471","0.10200526253241","0.0937680547799924","0.110242470284827"
"Paid","2005","Employed","Part Time","210","0.138718204923105","0.121636819443507","0.155799590402703"
"Paid","2005","Employed","Not Working","","","",""
"Not paid","2005","Not Employed","Full Time","","","",""
"Not paid","2005","Not Employed","Part Time","","","",""
"Not paid","2005","Not Employed","Not Working","10","","",""
"Not paid","2005","Employed","Full Time","1138","0.193373458663145","0.182624496817482","0.204122420508808"
"Not paid","2005","Employed","Part Time","230","0.126899439933191","0.110450204529983","0.143348675336398"
"Not paid","2005","Employed","Not Working","","","",""
"Acclaimed","2006","Not Employed","Full Time","","","",""
"Acclaimed","2006","Not Employed","Part Time","","","",""
"Acclaimed","2006","Not Employed","Not Working","29","","",""
"Acclaimed","2006","Employed","Full Time","2680","0.477973903589531","0.464935219736609","0.491012587442454"
"Acclaimed","2006","Employed","Part Time","1028","0.553062685287489","0.530132914961854","0.575992455613125"
"Acclaimed","2006","Employed","Not Working","","","",""
"Partly, partly","2006","Not Employed","Full Time","","","",""
"Partly, partly","2006","Not Employed","Part Time","","","",""
"Partly, partly","2006","Not Employed","Not Working","14","","",""
"Partly, partly","2006","Employed","Full Time","1105","0.19807911743942","0.187675828447542","0.208482406431297"
"Partly, partly","2006","Employed","Part Time","272","0.162771778886287","0.145746246448853","0.17979731132372"
"Partly, partly","2006","Employed","Not Working","","","",""
"Paid","2006","Not Employed","Full Time","","","",""
"Paid","2006","Not Employed","Part Time","","","",""
"Paid","2006","Not Employed","Not Working","13","","",""
"Paid","2006","Employed","Full Time","504","0.106487618659366","0.0984359591642079","0.114539278154524"
"Paid","2006","Employed","Part Time","246","0.150208624263286","0.133731067670615","0.166686180855958"
"Paid","2006","Employed","Not Working","","","",""
"Not paid","2006","Not Employed","Full Time","","","",""
"Not paid","2006","Not Employed","Part Time","","","",""
"Not paid","2006","Not Employed","Not Working","10","","",""
"Not paid","2006","Employed","Full Time","1349","0.217459360311683","0.206691533573346","0.22822718705002"
"Not paid","2006","Employed","Part Time","260","0.133956911562937","0.118248165069346","0.149665658056529"
"Not paid","2006","Employed","Not Working","","","",""
"Acclaimed","2007","Not Employed","Full Time","","","",""
"Acclaimed","2007","Not Employed","Part Time","","","",""
"Acclaimed","2007","Not Employed","Not Working","35","0.586699301865224","0.474504409486731","0.698894194243717"
"Acclaimed","2007","Employed","Full Time","2481","0.468935560991399","0.455412160003697","0.4824589619791"
"Acclaimed","2007","Employed","Part Time","938","0.5685585070109","0.544682582323465","0.592434431698334"
"Acclaimed","2007","Employed","Not Working","","","",""
"Partly, partly","2007","Not Employed","Full Time","","","",""
"Partly, partly","2007","Not Employed","Part Time","","","",""
"Partly, partly","2007","Not Employed","Not Working","16","","",""
"Partly, partly","2007","Employed","Full Time","1092","0.22791681735517","0.216549029419243","0.239284605291097"
"Partly, partly","2007","Employed","Part Time","264","0.168797882940408","0.150740763019645","0.18685500286117"
"Partly, partly","2007","Employed","Not Working","","","",""
"Paid","2007","Not Employed","Full Time","","","",""
"Paid","2007","Not Employed","Part Time","","","",""
"Paid","2007","Not Employed","Not Working","9","","",""
"Paid","2007","Employed","Full Time","406","0.0874326245417673","0.0797779812393944","0.0950872678441402"
"Paid","2007","Employed","Part Time","222","0.144220161192526","0.12728436268933","0.161155959695722"
"Paid","2007","Employed","Not Working","","","",""
"Not paid","2007","Not Employed","Full Time","","","",""
"Not paid","2007","Not Employed","Part Time","","","",""
"Not paid","2007","Not Employed","Not Working","14","","",""
"Not paid","2007","Employed","Full Time","1252","0.215714997111664","0.204568642490386","0.226861351732942"
"Not paid","2007","Employed","Part Time","229","0.118423448856167","0.102847284121126","0.133999613591208"
"Not paid","2007","Employed","Not Working","","","",""
"Acclaimed","2008","Not Employed","Full Time","","","",""
"Acclaimed","2008","Not Employed","Part Time","","","",""
"Acclaimed","2008","Not Employed","Not Working","31","0.502625176549035","0.380129115926111","0.625121237171959"
"Acclaimed","2008","Employed","Full Time","2385","0.473956141048472","0.460296398508964","0.487615883587979"
"Acclaimed","2008","Employed","Part Time","912","0.535555579976279","0.511642857966109","0.559468301986448"
"Acclaimed","2008","Employed","Not Working","","","",""
"Partly, partly","2008","Not Employed","Full Time","","","",""
"Partly, partly","2008","Not Employed","Part Time","","","",""
"Partly, partly","2008","Not Employed","Not Working","8","","",""
"Partly, partly","2008","Employed","Full Time","1071","0.222568809676752","0.211189246515633","0.23394837283787"
"Partly, partly","2008","Employed","Part Time","290","0.192108570684045","0.173219537181176","0.210997604186915"
"Partly, partly","2008","Employed","Not Working","","","",""
"Paid","2008","Not Employed","Full Time","","","",""
"Paid","2008","Not Employed","Part Time","","","",""
"Paid","2008","Not Employed","Not Working","7","","",""
"Paid","2008","Employed","Full Time","481","0.102821490885535","0.0945125850288512","0.111130396742218"
"Paid","2008","Employed","Part Time","205","0.119681267383255","0.104118281353969","0.135244253412541"
"Paid","2008","Employed","Not Working","","","",""
"Not paid","2008","Not Employed","Full Time","","","",""
"Not paid","2008","Not Employed","Part Time","","","",""
"Not paid","2008","Not Employed","Not Working","18","","",""
"Not paid","2008","Employed","Full Time","1196","0.200653558389242","0.189697523291756","0.211609593486728"
"Not paid","2008","Employed","Part Time","264","0.152654581956421","0.135410303350066","0.169898860562775"
"Not paid","2008","Employed","Not Working","","","",""
"Acclaimed","2009","Not Employed","Full Time","","","",""
"Acclaimed","2009","Not Employed","Part Time","","","",""
"Acclaimed","2009","Not Employed","Not Working","15","","",""
"Acclaimed","2009","Employed","Full Time","2180","0.479751636236375","0.465284534387231","0.494218738085518"
"Acclaimed","2009","Employed","Part Time","786","0.501788889789189","0.47628114066083","0.527296638917548"
"Acclaimed","2009","Employed","Not Working","","","",""
"Partly, partly","2009","Not Employed","Full Time","","","",""
"Partly, partly","2009","Not Employed","Part Time","","","",""
"Partly, partly","2009","Not Employed","Not Working","1","","",""
"Partly, partly","2009","Employed","Full Time","931","0.223339417430821","0.211278890945905","0.235399943915736"
"Partly, partly","2009","Employed","Part Time","295","0.21923540575046","0.198128706885191","0.24034210461573"
"Partly, partly","2009","Employed","Not Working","","","",""
"Paid","2009","Not Employed","Full Time","","","",""
"Paid","2009","Not Employed","Part Time","","","",""
"Paid","2009","Not Employed","Not Working","7","","",""
"Paid","2009","Employed","Full Time","396","0.0955705428078927","0.0870568628398119","0.104084222775974"
"Paid","2009","Employed","Part Time","188","0.135978803400419","0.118492310403295","0.153465296397544"
"Paid","2009","Employed","Not Working","","","",""
"Not paid","2009","Not Employed","Full Time","","","",""
"Not paid","2009","Not Employed","Part Time","","","",""
"Not paid","2009","Not Employed","Not Working","9","","",""
"Not paid","2009","Employed","Full Time","1074","0.201338403524912","0.189726253010854","0.21295055403897"
"Not paid","2009","Employed","Part Time","207","0.142996901059931","0.12513780713404","0.160855994985822"
"Not paid","2009","Employed","Not Working","","","",""
"Acclaimed","2010","Not Employed","Full Time","","","",""
"Acclaimed","2010","Not Employed","Part Time","","","",""
"Acclaimed","2010","Not Employed","Not Working","65","0.306490182994119","0.2290059697597","0.383974396228539"
"Acclaimed","2010","Employed","Full Time","2907","0.506049765782574","0.493390736612189","0.518708794952959"
"Acclaimed","2010","Employed","Part Time","1297","0.563214159153601","0.543014228828314","0.583414089478889"
"Acclaimed","2010","Employed","Not Working","","","",""
"Partly, partly","2010","Not Employed","Full Time","","","",""
"Partly, partly","2010","Not Employed","Part Time","","","",""
"Partly, partly","2010","Not Employed","Not Working","25","","",""
"Partly, partly","2010","Employed","Full Time","1169","0.193995850508952","0.183983707417464","0.20400799360044"
"Partly, partly","2010","Employed","Part Time","385","0.163219807604433","0.148168614075097","0.178271001133769"
"Partly, partly","2010","Employed","Not Working","","","",""
"Paid","2010","Not Employed","Full Time","","","",""
"Paid","2010","Not Employed","Part Time","","","",""
"Paid","2010","Not Employed","Not Working","24","","",""
"Paid","2010","Employed","Full Time","618","0.0974564779119672","0.089947140453055","0.104965815370879"
"Paid","2010","Employed","Part Time","323","0.13520061694979","0.121274634749268","0.149126599150311"
"Paid","2010","Employed","Not Working","","","",""
"Not paid","2010","Not Employed","Full Time","","","",""
"Not paid","2010","Not Employed","Part Time","","","",""
"Not paid","2010","Not Employed","Not Working","22","","",""
"Not paid","2010","Employed","Full Time","1298","0.202497905796507","0.192322813136496","0.212672998456518"
"Not paid","2010","Employed","Part Time","311","0.138365416292176","0.124303187761162","0.152427644823189"
"Not paid","2010","Employed","Not Working","","","",""
"Acclaimed","2011","Not Employed","Full Time","","","",""
"Acclaimed","2011","Not Employed","Part Time","","","",""
"Acclaimed","2011","Not Employed","Not Working","79","0.496704483874557","0.412673546587946","0.580735421161169"
"Acclaimed","2011","Employed","Full Time","3256","0.478030677492147","0.466341481862297","0.489719873121996"
"Acclaimed","2011","Employed","Part Time","1683","0.54583321713041","0.528025506523129","0.563640927737691"
"Acclaimed","2011","Employed","Not Working","","","",""
"Partly, partly","2011","Not Employed","Full Time","","","",""
"Partly, partly","2011","Not Employed","Part Time","","","",""
"Partly, partly","2011","Not Employed","Not Working","19","","",""
"Partly, partly","2011","Employed","Full Time","1445","0.205777424534909","0.196317139302301","0.215237709767518"
"Partly, partly","2011","Employed","Part Time","469","0.165823229407149","0.152521069776252","0.179125389038047"
"Partly, partly","2011","Employed","Not Working","","","",""
"Paid","2011","Not Employed","Full Time","","","",""
"Paid","2011","Not Employed","Part Time","","","",""
"Paid","2011","Not Employed","Not Working","23","","",""
"Paid","2011","Employed","Full Time","766","0.10862522702103","0.101343577506789","0.115906876535271"
"Paid","2011","Employed","Part Time","453","0.152405309354739","0.13955053116856","0.165260087540919"
"Paid","2011","Employed","Not Working","","","",""
"Not paid","2011","Not Employed","Full Time","","","",""
"Not paid","2011","Not Employed","Part Time","","","",""
"Not paid","2011","Not Employed","Not Working","15","","",""
"Not paid","2011","Employed","Full Time","1548","0.207566670951914","0.198076054335354","0.217057287568475"
"Not paid","2011","Employed","Part Time","398","0.135938244107701","0.123680412680347","0.148196075535056"
"Not paid","2011","Employed","Not Working","","","",""
"Acclaimed","2012","Not Employed","Full Time","","","",""
"Acclaimed","2012","Not Employed","Part Time","","","",""
"Acclaimed","2012","Not Employed","Not Working","108","0.579881044572287","0.513124470851282","0.646637618293292"
"Acclaimed","2012","Employed","Full Time","3490","0.499019942423474","0.487428022563291","0.510611862283658"
"Acclaimed","2012","Employed","Part Time","1703","0.535904849715779","0.518141800696213","0.553667898735345"
"Acclaimed","2012","Employed","Not Working","","","",""
"Partly, partly","2012","Not Employed","Full Time","","","",""
"Partly, partly","2012","Not Employed","Part Time","","","",""
"Partly, partly","2012","Not Employed","Not Working","41","0.174625027319589","0.12327776005149","0.225972294587688"
"Partly, partly","2012","Employed","Full Time","1507","0.212707300042656","0.203219937214934","0.222194662870378"
"Partly, partly","2012","Employed","Part Time","514","0.193530928379519","0.179459466971675","0.207602389787363"
"Partly, partly","2012","Employed","Not Working","","","",""
"Paid","2012","Not Employed","Full Time","","","",""
"Paid","2012","Not Employed","Part Time","","","",""
"Paid","2012","Not Employed","Not Working","24","","",""
"Paid","2012","Employed","Full Time","737","0.101928386600158","0.0949140070891708","0.108942766111145"
"Paid","2012","Employed","Part Time","451","0.159041464731661","0.146015418044786","0.172067511418536"
"Paid","2012","Employed","Not Working","","","",""
"Not paid","2012","Not Employed","Full Time","","","",""
"Not paid","2012","Not Employed","Part Time","","","",""
"Not paid","2012","Not Employed","Not Working","37","0.1396333379084","0.0927547209387681","0.186511954878032"
"Not paid","2012","Employed","Full Time","1413","0.186344370933711","0.177316929995919","0.195371811871504"
"Not paid","2012","Employed","Part Time","360","0.111522757173041","0.100310964486397","0.122734549859684"
"Not paid","2012","Employed","Not Working","","","",""
"Acclaimed","2013","Not Employed","Full Time","","","",""
"Acclaimed","2013","Not Employed","Part Time","","","",""
"Acclaimed","2013","Not Employed","Not Working","813","0.432901737792338","0.410354156734704","0.455449318849972"
"Acclaimed","2013","Employed","Full Time","3190","0.502232067960631","0.490005318820251","0.51445881710101"
"Acclaimed","2013","Employed","Part Time","1601","0.565445123921558","0.546992037170991","0.583898210672125"
"Acclaimed","2013","Employed","Not Working","","","",""
"Partly, partly","2013","Not Employed","Full Time","","","",""
"Partly, partly","2013","Not Employed","Part Time","","","",""
"Partly, partly","2013","Not Employed","Not Working","415","0.215791792629718","0.19707164423516","0.234511941024276"
"Partly, partly","2013","Employed","Full Time","1313","0.215456608123724","0.205402727632325","0.225510488615124"
"Partly, partly","2013","Employed","Part Time","482","0.182015445330129","0.167651354224946","0.196379536435312"
"Partly, partly","2013","Employed","Not Working","","","",""
"Paid","2013","Not Employed","Full Time","","","",""
"Paid","2013","Not Employed","Part Time","","","",""
"Paid","2013","Not Employed","Not Working","393","0.205384758105945","0.187000814247879","0.22376870196401"
"Paid","2013","Employed","Full Time","629","0.0934053188190949","0.086289289777066","0.100521347861124"
"Paid","2013","Employed","Part Time","385","0.140577564646604","0.127638203659515","0.153516925633694"
"Paid","2013","Employed","Not Working","","","",""
"Not paid","2013","Not Employed","Full Time","","","",""
"Not paid","2013","Not Employed","Part Time","","","",""
"Not paid","2013","Not Employed","Not Working","234","0.145921711472","0.129856556018822","0.161986866925178"
"Not paid","2013","Employed","Full Time","1292","0.18890600509655","0.179333980634399","0.198478029558701"
"Not paid","2013","Employed","Part Time","304","0.111961866101709","0.100223643260539","0.123700088942879"
"Not paid","2013","Employed","Not Working","","","",""
"Acclaimed","2014","Not Employed","Full Time","","","",""
"Acclaimed","2014","Not Employed","Part Time","","","",""
"Acclaimed","2014","Not Employed","Not Working","115","0.53859557003392","0.475394939811334","0.601796200256505"
"Acclaimed","2014","Employed","Full Time","3346","0.496282138218453","0.484478022602431","0.508086253834475"
"Acclaimed","2014","Employed","Part Time","1632","0.538888454392855","0.520878799213057","0.556898109572652"
"Acclaimed","2014","Employed","Not Working","","","",""
"Partly, partly","2014","Not Employed","Full Time","","","",""
"Partly, partly","2014","Not Employed","Part Time","","","",""
"Partly, partly","2014","Not Employed","Not Working","46","0.137013588236778","0.093418963921255","0.180608212552301"
"Partly, partly","2014","Employed","Full Time","1530","0.226562990900916","0.216680136073606","0.236445845728225"
"Partly, partly","2014","Employed","Part Time","593","0.208072649512134","0.193406938270033","0.222738360754236"
"Partly, partly","2014","Employed","Not Working","","","",""
"Paid","2014","Not Employed","Full Time","","","",""
"Paid","2014","Not Employed","Part Time","","","",""
"Paid","2014","Not Employed","Not Working","44","0.185692443204387","0.136393173229585","0.23499171317919"
"Paid","2014","Employed","Full Time","731","0.0977036494356178","0.0906938522944609","0.104713446576775"
"Paid","2014","Employed","Part Time","423","0.146756351732935","0.133971728156134","0.159540975309736"
"Paid","2014","Employed","Not Working","","","",""
"Not paid","2014","Not Employed","Full Time","","","",""
"Not paid","2014","Not Employed","Part Time","","","",""
"Not paid","2014","Not Employed","Not Working","34","0.138698398524915","0.0948793956046901","0.182517401445139"
"Not paid","2014","Employed","Full Time","1285","0.179451221445013","0.170391791569929","0.188510651320098"
"Not paid","2014","Employed","Part Time","295","0.106282544362076","0.0951477025509901","0.117417386173161"
"Not paid","2014","Employed","Not Working","","","",""
"Acclaimed","2015","Not Employed","Full Time","","","",""
"Acclaimed","2015","Not Employed","Part Time","","","",""
"Acclaimed","2015","Not Employed","Not Working","","","",""
"Acclaimed","2015","Employed","Full Time","","","",""
"Acclaimed","2015","Employed","Part Time","","","",""
"Acclaimed","2015","Employed","Not Working","","","",""
"Partly, partly","2015","Not Employed","Full Time","","","",""
"Partly, partly","2015","Not Employed","Part Time","","","",""
"Partly, partly","2015","Not Employed","Not Working","","","",""
"Partly, partly","2015","Employed","Full Time","","","",""
"Partly, partly","2015","Employed","Part Time","","","",""
"Partly, partly","2015","Employed","Not Working","","","",""
"Paid","2015","Not Employed","Full Time","","","",""
"Paid","2015","Not Employed","Part Time","","","",""
"Paid","2015","Not Employed","Not Working","","","",""
"Paid","2015","Employed","Full Time","","","",""
"Paid","2015","Employed","Part Time","","","",""
"Paid","2015","Employed","Not Working","","","",""
"Not paid","2015","Not Employed","Full Time","","","",""
"Not paid","2015","Not Employed","Part Time","","","",""
"Not paid","2015","Not Employed","Not Working","","","",""
"Not paid","2015","Employed","Full Time","","","",""
"Not paid","2015","Employed","Part Time","","","",""
"Not paid","2015","Employed","Not Working","","","",""
"Acclaimed","2016","Not Employed","Full Time","","","",""
"Acclaimed","2016","Not Employed","Part Time","","","",""
"Acclaimed","2016","Not Employed","Not Working","","","",""
"Acclaimed","2016","Employed","Full Time","","","",""
"Acclaimed","2016","Employed","Part Time","","","",""
"Acclaimed","2016","Employed","Not Working","","","",""
"Partly, partly","2016","Not Employed","Full Time","","","",""
"Partly, partly","2016","Not Employed","Part Time","","","",""
"Partly, partly","2016","Not Employed","Not Working","","","",""
"Partly, partly","2016","Employed","Full Time","","","",""
"Partly, partly","2016","Employed","Part Time","","","",""
"Partly, partly","2016","Employed","Not Working","","","",""
"Paid","2016","Not Employed","Full Time","","","",""
"Paid","2016","Not Employed","Part Time","","","",""
"Paid","2016","Not Employed","Not Working","","","",""
"Paid","2016","Employed","Full Time","","","",""
"Paid","2016","Employed","Part Time","","","",""
"Paid","2016","Employed","Not Working","","","",""
"Not paid","2016","Not Employed","Full Time","","","",""
"Not paid","2016","Not Employed","Part Time","","","",""
"Not paid","2016","Not Employed","Not Working","","","",""
"Not paid","2016","Employed","Full Time","","","",""
"Not paid","2016","Employed","Part Time","","","",""
"Not paid","2016","Employed","Not Working","","","",""
"Acclaimed","2017","Not Employed","Full Time","","","",""
"Acclaimed","2017","Not Employed","Part Time","","","",""
"Acclaimed","2017","Not Employed","Not Working","","","",""
"Acclaimed","2017","Employed","Full Time","","","",""
"Acclaimed","2017","Employed","Part Time","","","",""
"Acclaimed","2017","Employed","Not Working","","","",""
"Partly, partly","2017","Not Employed","Full Time","","","",""
"Partly, partly","2017","Not Employed","Part Time","","","",""
"Partly, partly","2017","Not Employed","Not Working","","","",""
"Partly, partly","2017","Employed","Full Time","","","",""
"Partly, partly","2017","Employed","Part Time","","","",""
"Partly, partly","2017","Employed","Not Working","","","",""
"Paid","2017","Not Employed","Full Time","","","",""
"Paid","2017","Not Employed","Part Time","","","",""
"Paid","2017","Not Employed","Not Working","","","",""
"Paid","2017","Employed","Full Time","","","",""
"Paid","2017","Employed","Part Time","","","",""
"Paid","2017","Employed","Not Working","","","",""
"Not paid","2017","Not Employed","Full Time","","","",""
"Not paid","2017","Not Employed","Part Time","","","",""
"Not paid","2017","Not Employed","Not Working","","","",""
"Not paid","2017","Employed","Full Time","","","",""
"Not paid","2017","Employed","Part Time","","","",""
"Not paid","2017","Employed","Not Working","","","",""
"Acclaimed","2018","Not Employed","Full Time","","","",""
"Acclaimed","2018","Not Employed","Part Time","","","",""
"Acclaimed","2018","Not Employed","Not Working","45","0.40534654209551","0.318582306312391","0.492110777878629"
"Acclaimed","2018","Employed","Full Time","3452","0.522980759986619","0.511005824994495","0.534955694978744"
"Acclaimed","2018","Employed","Part Time","1773","0.570448729555486","0.552972506208467","0.587924952902504"
"Acclaimed","2018","Employed","Not Working","","","",""
"Partly, partly","2018","Not Employed","Full Time","","","",""
"Partly, partly","2018","Not Employed","Part Time","","","",""
"Partly, partly","2018","Not Employed","Not Working","27","","",""
"Partly, partly","2018","Employed","Full Time","1563","0.236245963400626","0.226061894752811","0.246430032048441"
"Partly, partly","2018","Employed","Part Time","555","0.188366485961046","0.174562211749784","0.202170760172308"
"Partly, partly","2018","Employed","Not Working","","","",""
"Paid","2018","Not Employed","Full Time","","","",""
"Paid","2018","Not Employed","Part Time","","","",""
"Paid","2018","Not Employed","Not Working","29","","",""
"Paid","2018","Employed","Full Time","689","0.094909983554925","0.0878830767005039","0.101936890409346"
"Paid","2018","Employed","Part Time","475","0.145837951847819","0.133377402553785","0.158298501141853"
"Paid","2018","Employed","Not Working","","","",""
"Not paid","2018","Not Employed","Full Time","","","",""
"Not paid","2018","Not Employed","Part Time","","","",""
"Not paid","2018","Not Employed","Not Working","22","","",""
"Not paid","2018","Employed","Full Time","979","0.14586329305783","0.13740078567347","0.154325800442189"
"Not paid","2018","Employed","Part Time","279","0.0953468326356491","0.0849780931451588","0.105715572126139"
"Not paid","2018","Employed","Not Working","","","",""
