"plb0195_h","year","pgisced97","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Paid","1991","higher education","Rural Area","55","0.176615526971069","0.13760059660303","0.215630457339108","3"
"Partly, partly","1991","inadequately","Urban Area","14","","","","2"
"Partly, partly","1991","inadequately","Rural Area","5","","","","2"
"Partly, partly","1991","general elemantary","Urban Area","81","0.105423033383808","0.0816679156593005","0.129178151108316","2"
"Partly, partly","1991","higher vocational","Rural Area","22","","","","2"
"Partly, partly","1991","higher education","Urban Area","88","0.15681332405236","0.127092043535549","0.186534604569172","2"
"Partly, partly","1991","higher education","Rural Area","33","0.0859438499505033","0.0572684886441097","0.114619211256897","2"
"Partly, partly","1991","in school","Rural Area","","","","","2"
"Partly, partly","1991","general elemantary","Rural Area","24","","","","2"
"Partly, partly","1991","higher vocational","Urban Area","39","0.158310862595742","0.111540430619421","0.205081294572064","2"
"Partly, partly","1991","in school","Urban Area","","","","","2"
"Partly, partly","1991","middle vocational","Urban Area","298","0.157290923127479","0.141060762031731","0.173521084223227","2"
"Partly, partly","1991","middle vocational","Rural Area","178","0.147221112633877","0.127156861746084","0.16728536352167","2"
"Partly, partly","1991","vocational + Abi","Urban Area","21","","","","2"
"Partly, partly","1991","vocational + Abi","Rural Area","5","","","","2"
"Acclaimed","1992","in school","Urban Area","","","","","1"
"Acclaimed","1992","in school","Rural Area","1","","","","1"
"Acclaimed","1992","inadequately","Urban Area","21","","","","1"
"Acclaimed","1992","inadequately","Rural Area","4","","","","1"
"Acclaimed","1992","general elemantary","Urban Area","137","0.290188394058683","0.253347905476393","0.327028882640973","1"
"Acclaimed","1992","general elemantary","Rural Area","69","0.402807771494617","0.330756096053446","0.474859446935788","1"
"Acclaimed","1992","middle vocational","Urban Area","627","0.347302674988234","0.325682876378618","0.36892247359785","1"
"Acclaimed","1992","middle vocational","Rural Area","434","0.374817141111956","0.346145385620714","0.403488896603198","1"
"Acclaimed","1992","vocational + Abi","Urban Area","51","0.407336978348167","0.324759907998256","0.489914048698078","1"
"Acclaimed","1992","vocational + Abi","Rural Area","18","","","","1"
"Acclaimed","1992","higher vocational","Urban Area","93","0.413122726622925","0.350566174807015","0.475679278438834","1"
"Acclaimed","1992","higher vocational","Rural Area","43","0.31321026430293","0.233483102164753","0.392937426441107","1"
"Acclaimed","1992","higher education","Urban Area","177","0.324403829163752","0.284918315986774","0.36388934234073","1"
"Acclaimed","1992","higher education","Rural Area","132","0.368750859437038","0.316458151115828","0.421043567758249","1"
"Not paid","1992","higher vocational","Rural Area","19","","","","4"
"Not paid","1992","higher education","Rural Area","121","0.395348659131342","0.342355860006201","0.448341458256484","4"
"Not paid","1992","inadequately","Rural Area","1","","","","4"
"Not paid","1992","general elemantary","Urban Area","46","0.0870311444579678","0.0641499262832912","0.109912362632645","4"
"Not paid","1992","higher education","Urban Area","231","0.427260824705068","0.385537760781751","0.468983888628385","4"
"Not paid","1992","inadequately","Urban Area","2","","","","4"
"Not paid","1992","in school","Rural Area","","","","","4"
"Not paid","1992","higher vocational","Urban Area","39","0.157349721512451","0.111088586267474","0.203610856757427","4"
"Not paid","1992","general elemantary","Rural Area","11","","","","4"
"Not paid","1992","in school","Urban Area","","","","","4"
"Not paid","1992","middle vocational","Urban Area","170","0.109342446597954","0.0951717423249287","0.123513150870979","4"
"Not paid","1992","middle vocational","Rural Area","85","0.0886303806712732","0.0717966795406758","0.105464081801871","4"
"Not paid","1992","vocational + Abi","Urban Area","28","","","","4"
"Not paid","1992","vocational + Abi","Rural Area","5","","","","4"
"Paid","1992","in school","Urban Area","2","","","","3"
"Paid","1992","in school","Rural Area","2","","","","3"
"Paid","1992","inadequately","Urban Area","95","0.697522047589916","0.620324328478697","0.774719766701135","3"
"Paid","1992","inadequately","Rural Area","13","","","","3"
"Paid","1992","general elemantary","Urban Area","316","0.491680055027857","0.451098967203497","0.532261142852218","3"
"Paid","1992","general elemantary","Rural Area","81","0.440116789659047","0.367192739660339","0.513040839657756","3"
"Paid","1992","middle vocational","Urban Area","732","0.368676885135714","0.346769504016585","0.390584266254843","3"
"Paid","1992","middle vocational","Rural Area","388","0.359021222667071","0.330607841502756","0.387434603831386","3"
"Paid","1992","vocational + Abi","Urban Area","35","0.246127645415968","0.173732783497987","0.318522507333949","3"
"Paid","1992","vocational + Abi","Rural Area","11","","","","3"
"Paid","1992","higher vocational","Urban Area","53","0.231948320774503","0.178325401903683","0.285571239645324","3"
"Paid","1992","higher vocational","Rural Area","36","0.231433823761514","0.158935082862897","0.303932564660131","3"
"Paid","1992","higher education","Urban Area","50","0.0857671058792288","0.0621492748895864","0.109384936868871","3"
"Paid","1992","higher education","Rural Area","33","0.0937456143746289","0.0621537864552758","0.125337442293982","3"
"Partly, partly","1992","higher education","Urban Area","82","0.162568240251951","0.131447940088574","0.193688540415329","2"
"Partly, partly","1992","higher education","Rural Area","41","0.14215486705699","0.104305421046981","0.180004313066999","2"
"Partly, partly","1992","inadequately","Urban Area","18","","","","2"
"Partly, partly","1992","inadequately","Rural Area","4","","","","2"
"Partly, partly","1992","general elemantary","Urban Area","84","0.131100406455492","0.103703556593305","0.158497256317679","2"
"Partly, partly","1992","general elemantary","Rural Area","17","","","","2"
"Partly, partly","1992","higher vocational","Rural Area","32","0.291035852096623","0.212951897955112","0.369119806238133","2"
"Partly, partly","1992","in school","Rural Area","","","","","2"
"Partly, partly","1992","in school","Urban Area","1","","","","2"
"Partly, partly","1992","middle vocational","Urban Area","334","0.174677993278098","0.157436595432153","0.191919391124043","2"
"Partly, partly","1992","higher vocational","Urban Area","53","0.197579231090122","0.146993114756367","0.248165347423876","2"
"Partly, partly","1992","middle vocational","Rural Area","188","0.177531255549699","0.154898462876094","0.200164048223305","2"
"Partly, partly","1992","vocational + Abi","Urban Area","22","","","","2"
"Partly, partly","1992","vocational + Abi","Rural Area","5","","","","2"
"Acclaimed","1993","in school","Urban Area","","","","","1"
"Acclaimed","1993","in school","Rural Area","2","","","","1"
"Acclaimed","1993","inadequately","Urban Area","21","","","","1"
"Acclaimed","1993","inadequately","Rural Area","3","","","","1"
"Acclaimed","1993","general elemantary","Urban Area","138","0.298187286521555","0.258830503794262","0.337544069248849","1"
"Acclaimed","1993","general elemantary","Rural Area","58","0.276778891574169","0.213982770973785","0.339575012174554","1"
"Acclaimed","1993","middle vocational","Urban Area","619","0.338813928977468","0.317181778142571","0.360446079812365","1"
"Acclaimed","1993","middle vocational","Rural Area","412","0.386409614092383","0.357151891903428","0.415667336281338","1"
"Acclaimed","1993","vocational + Abi","Urban Area","55","0.413463079876377","0.331001082055932","0.495925077696821","1"
"Acclaimed","1993","vocational + Abi","Rural Area","22","","","","1"
"Acclaimed","1993","higher vocational","Urban Area","92","0.423862796205826","0.358857728725746","0.488867863685907","1"
"Acclaimed","1993","higher vocational","Rural Area","46","0.415742790679228","0.326439067894183","0.505046513464272","1"
"Acclaimed","1993","higher education","Urban Area","179","0.296887702754202","0.259445746795059","0.334329658713344","1"
"Acclaimed","1993","higher education","Rural Area","130","0.37053438386564","0.319199935918493","0.421868831812787","1"
"Not paid","1993","in school","Rural Area","","","","","4"
"Not paid","1993","inadequately","Urban Area","3","","","","4"
"Not paid","1993","higher vocational","Rural Area","20","","","","4"
"Not paid","1993","general elemantary","Urban Area","40","0.0842388608222389","0.0603436008580113","0.108134120786467","4"
"Not paid","1993","higher education","Rural Area","119","0.353169960710224","0.302366230465964","0.403973690954484","4"
"Not paid","1993","inadequately","Rural Area","1","","","","4"
"Not paid","1993","higher education","Urban Area","244","0.443223495030644","0.402513418960997","0.483933571100292","4"
"Not paid","1993","in school","Urban Area","","","","","4"
"Not paid","1993","general elemantary","Rural Area","19","","","","4"
"Not paid","1993","higher vocational","Urban Area","30","0.153309254941517","0.105915818868363","0.200702691014671","4"
"Not paid","1993","middle vocational","Urban Area","196","0.128977381387245","0.113658441200247","0.144296321574243","4"
"Not paid","1993","middle vocational","Rural Area","95","0.108911663654245","0.0901929994880106","0.12763032782048","4"
"Not paid","1993","vocational + Abi","Urban Area","25","","","","4"
"Not paid","1993","vocational + Abi","Rural Area","8","","","","4"
"Paid","1993","in school","Urban Area","1","","","","3"
"Paid","1993","in school","Rural Area","","","","","3"
"Paid","1993","inadequately","Urban Area","90","0.637432866282018","0.557224440906418","0.717641291657618","3"
"Paid","1993","inadequately","Rural Area","14","","","","3"
"Paid","1993","general elemantary","Urban Area","263","0.478423607348216","0.435447242699295","0.521399971997137","3"
"Paid","1993","general elemantary","Rural Area","93","0.501824383321297","0.431646882384435","0.572001884258159","3"
"Paid","1993","middle vocational","Urban Area","712","0.368932939480363","0.346879887632344","0.390985991328383","3"
"Paid","1993","middle vocational","Rural Area","362","0.326175578081359","0.298006257578273","0.354344898584445","3"
"Paid","1993","vocational + Abi","Urban Area","33","0.229316425770674","0.158921161947551","0.299711689593797","3"
"Paid","1993","vocational + Abi","Rural Area","5","","","","3"
"Paid","1993","higher vocational","Urban Area","46","0.20707802582971","0.153774757542841","0.260381294116579","3"
"Paid","1993","higher vocational","Rural Area","27","","","","3"
"Paid","1993","higher education","Urban Area","52","0.0998640404660692","0.0752938400372443","0.124434240894894","3"
"Paid","1993","higher education","Rural Area","43","0.139598366248142","0.102760080397781","0.176436652098504","3"
"Partly, partly","1993","in school","Rural Area","","","","","2"
"Partly, partly","1993","higher education","Rural Area","48","0.136697289175994","0.100182387468687","0.173212190883301","2"
"Partly, partly","1993","higher education","Urban Area","97","0.160024761749085","0.129979436269119","0.190070087229051","2"
"Partly, partly","1993","inadequately","Urban Area","24","","","","2"
"Partly, partly","1993","inadequately","Rural Area","6","","","","2"
"Partly, partly","1993","general elemantary","Urban Area","78","0.13915024530799","0.109373989950181","0.168926500665798","2"
"Partly, partly","1993","in school","Urban Area","","","","","2"
"Partly, partly","1993","general elemantary","Rural Area","25","","","","2"
"Partly, partly","1993","higher vocational","Rural Area","24","","","","2"
"Partly, partly","1993","middle vocational","Urban Area","312","0.163275750154924","0.146382654227733","0.180168846082114","2"
"Partly, partly","1993","higher vocational","Urban Area","54","0.215749923022946","0.161640336722181","0.269859509323711","2"
"Partly, partly","1993","middle vocational","Rural Area","195","0.178503144172013","0.155493856973145","0.20151243137088","2"
"Partly, partly","1993","vocational + Abi","Urban Area","24","","","","2"
"Partly, partly","1993","vocational + Abi","Rural Area","5","","","","2"
"Acclaimed","1994","in school","Urban Area","","","","","1"
"Acclaimed","1994","in school","Rural Area","2","","","","1"
"Acclaimed","1994","inadequately","Urban Area","24","","","","1"
"Acclaimed","1994","inadequately","Rural Area","2","","","","1"
"Acclaimed","1994","general elemantary","Urban Area","132","0.315305281732734","0.273299093533878","0.35731146993159","1"
"Acclaimed","1994","general elemantary","Rural Area","59","0.332475285973014","0.261238091234535","0.403712480711493","1"
"Acclaimed","1994","middle vocational","Urban Area","699","0.385120915026514","0.362801072960518","0.407440757092509","1"
"Acclaimed","1994","middle vocational","Rural Area","430","0.404787392961304","0.375168323456299","0.434406462466308","1"
"Acclaimed","1994","vocational + Abi","Urban Area","59","0.431509237448097","0.348572955460618","0.514445519435576","1"
"Acclaimed","1994","vocational + Abi","Rural Area","27","","","","1"
"Acclaimed","1994","higher vocational","Urban Area","114","0.494070360987874","0.430147880105591","0.557992841870156","1"
"Acclaimed","1994","higher vocational","Rural Area","36","0.282099778781137","0.201915574785275","0.362283982776999","1"
"Acclaimed","1994","higher education","Urban Area","194","0.304784347371587","0.26807423429658","0.341494460446594","1"
"Acclaimed","1994","higher education","Rural Area","122","0.353045134849683","0.300763677879188","0.405326591820178","1"
"Not paid","1994","in school","Rural Area","1","","","","4"
"Not paid","1994","inadequately","Urban Area","3","","","","4"
"Not paid","1994","inadequately","Rural Area","2","","","","4"
"Not paid","1994","general elemantary","Urban Area","39","0.0665178226760866","0.0439898977682375","0.0890457475839356","4"
"Not paid","1994","higher vocational","Rural Area","23","","","","4"
"Not paid","1994","higher education","Urban Area","258","0.448705926667825","0.409041408181168","0.488370445154482","4"
"Not paid","1994","higher education","Rural Area","122","0.396899993183244","0.343378183767719","0.450421802598769","4"
"Not paid","1994","in school","Urban Area","","","","","4"
"Not paid","1994","general elemantary","Rural Area","15","","","","4"
"Not paid","1994","higher vocational","Urban Area","34","0.143336420726879","0.0985344013731666","0.188138440080592","4"
"Not paid","1994","middle vocational","Urban Area","172","0.113690155913283","0.0991304728290206","0.128249838997546","4"
"Not paid","1994","middle vocational","Rural Area","94","0.0933187581840689","0.0757664735873154","0.110871042780822","4"
"Not paid","1994","vocational + Abi","Urban Area","21","","","","4"
"Not paid","1994","vocational + Abi","Rural Area","7","","","","4"
"Paid","1994","in school","Urban Area","2","","","","3"
"Paid","1994","in school","Rural Area","1","","","","3"
"Paid","1994","inadequately","Urban Area","71","0.621948183639513","0.531332261394552","0.712564105884474","3"
"Paid","1994","inadequately","Rural Area","14","","","","3"
"Paid","1994","general elemantary","Urban Area","233","0.465549165548965","0.420453394379125","0.510644936718805","3"
"Paid","1994","general elemantary","Rural Area","65","0.400612721492667","0.326514193791637","0.474711249193698","3"
"Paid","1994","middle vocational","Urban Area","625","0.325730142185201","0.304234840159227","0.347225444211176","3"
"Paid","1994","middle vocational","Rural Area","337","0.313675653569187","0.285677656124164","0.341673651014211","3"
"Paid","1994","vocational + Abi","Urban Area","29","","","","3"
"Paid","1994","higher vocational","Rural Area","29","","","","3"
"Paid","1994","higher education","Urban Area","60","0.0942058213049822","0.0709097195585298","0.117501923051435","3"
"Paid","1994","higher education","Rural Area","24","","","","3"
"Paid","1994","vocational + Abi","Rural Area","7","","","","3"
"Paid","1994","higher vocational","Urban Area","43","0.201038642968542","0.149797734704258","0.252279551232826","3"
"Partly, partly","1994","in school","Rural Area","","","","","2"
"Partly, partly","1994","inadequately","Urban Area","12","","","","2"
"Partly, partly","1994","higher education","Rural Area","53","0.154863921004398","0.115287727445028","0.194440114563767","2"
"Partly, partly","1994","general elemantary","Rural Area","29","","","","2"
"Partly, partly","1994","in school","Urban Area","","","","","2"
"Partly, partly","1994","inadequately","Rural Area","","","","","2"
"Partly, partly","1994","general elemantary","Urban Area","66","0.152627730042214","0.120115032155393","0.185140427929036","2"
"Partly, partly","1994","higher vocational","Rural Area","33","0.241345160148214","0.165102714423023","0.317587605873406","2"
"Partly, partly","1994","higher education","Urban Area","92","0.152303904655606","0.123648586688532","0.18095922262268","2"
"Partly, partly","1994","middle vocational","Urban Area","330","0.175458786875002","0.158012964373576","0.192904609376428","2"
"Partly, partly","1994","higher vocational","Urban Area","44","0.161554575316705","0.114498988855969","0.208610161777441","2"
"Partly, partly","1994","middle vocational","Rural Area","194","0.18821819528544","0.164631216302983","0.211805174267897","2"
"Partly, partly","1994","vocational + Abi","Urban Area","28","","","","2"
"Partly, partly","1994","vocational + Abi","Rural Area","13","","","","2"
"Acclaimed","1995","in school","Urban Area","","","","","1"
"Acclaimed","1995","in school","Rural Area","2","","","","1"
"Acclaimed","1995","inadequately","Urban Area","23","","","","1"
"Acclaimed","1995","inadequately","Rural Area","1","","","","1"
"Acclaimed","1995","general elemantary","Urban Area","119","0.292048653713956","0.251200359555379","0.332896947872533","1"
"Acclaimed","1995","general elemantary","Rural Area","77","0.404783224367968","0.334052018700235","0.475514430035701","1"
"Acclaimed","1995","middle vocational","Urban Area","729","0.389084179625274","0.367310470253687","0.410857888996861","1"
"Acclaimed","1995","middle vocational","Rural Area","446","0.396445293129093","0.36777202850488","0.425118557753307","1"
"Acclaimed","1995","vocational + Abi","Urban Area","73","0.454240611571354","0.380681691485427","0.52779953165728","1"
"Acclaimed","1995","vocational + Abi","Rural Area","26","","","","1"
"Acclaimed","1995","higher vocational","Urban Area","116","0.426692891787444","0.365626931929475","0.487758851645413","1"
"Acclaimed","1995","higher vocational","Rural Area","44","0.320604893197958","0.240684295396217","0.400525490999699","1"
"Acclaimed","1995","higher education","Urban Area","225","0.333706471849326","0.29728812150752","0.370124822191132","1"
"Acclaimed","1995","higher education","Rural Area","134","0.324594626109363","0.276227558340442","0.372961693878283","1"
"Not paid","1995","in school","Rural Area","","","","","4"
"Not paid","1995","inadequately","Urban Area","4","","","","4"
"Not paid","1995","inadequately","Rural Area","2","","","","4"
"Not paid","1995","general elemantary","Urban Area","40","0.0876341872352085","0.0622323050180183","0.113036069452399","4"
"Not paid","1995","in school","Urban Area","","","","","4"
"Not paid","1995","general elemantary","Rural Area","15","","","","4"
"Not paid","1995","higher vocational","Urban Area","36","0.159553425127293","0.114341193669567","0.204765656585019","4"
"Not paid","1995","higher vocational","Rural Area","26","","","","4"
"Not paid","1995","higher education","Urban Area","258","0.430233996834831","0.391995062026784","0.468472931642878","4"
"Not paid","1995","higher education","Rural Area","133","0.400348241657629","0.349734859525646","0.450961623789611","4"
"Not paid","1995","middle vocational","Urban Area","176","0.109315280009548","0.0953797854413276","0.123250774577768","4"
"Not paid","1995","middle vocational","Rural Area","91","0.0911610658478509","0.0742887246900218","0.10803340700568","4"
"Not paid","1995","vocational + Abi","Urban Area","25","","","","4"
"Not paid","1995","vocational + Abi","Rural Area","5","","","","4"
"Paid","1995","in school","Urban Area","","","","","3"
"Paid","1995","in school","Rural Area","1","","","","3"
"Paid","1995","inadequately","Urban Area","61","0.579602246351605","0.483334096016998","0.675870396686211","3"
"Paid","1995","inadequately","Rural Area","12","","","","3"
"Paid","1995","general elemantary","Urban Area","254","0.501961159215332","0.457044103762945","0.546878214667719","3"
"Paid","1995","general elemantary","Rural Area","67","0.364563026589182","0.295206908423081","0.433919144755284","3"
"Paid","1995","middle vocational","Urban Area","658","0.314399938710538","0.293665293916541","0.335134583504535","3"
"Paid","1995","middle vocational","Rural Area","368","0.328714572245757","0.301179242754544","0.35624990173697","3"
"Paid","1995","vocational + Abi","Urban Area","48","0.267157450864804","0.201787111297894","0.332527790431714","3"
"Paid","1995","higher vocational","Rural Area","30","0.27536512636072","0.198871274974391","0.351858977747049","3"
"Paid","1995","higher education","Urban Area","59","0.0843403058213673","0.0628773371371421","0.105803274505593","3"
"Paid","1995","higher education","Rural Area","32","0.111241827075712","0.0787613274555394","0.143722326695885","3"
"Paid","1995","vocational + Abi","Rural Area","8","","","","3"
"Paid","1995","higher vocational","Urban Area","44","0.180257663917269","0.13279704773374","0.227718280100798","3"
"Partly, partly","1995","in school","Rural Area","","","","","2"
"Partly, partly","1995","inadequately","Urban Area","13","","","","2"
"Partly, partly","1995","in school","Urban Area","","","","","2"
"Partly, partly","1995","inadequately","Rural Area","3","","","","2"
"Partly, partly","1995","general elemantary","Rural Area","26","","","","2"
"Partly, partly","1995","general elemantary","Urban Area","63","0.118355999835504","0.0893367365931649","0.147375263077842","2"
"Partly, partly","1995","higher education","Rural Area","61","0.163815305157296","0.125583466451304","0.202047143863288","2"
"Partly, partly","1995","middle vocational","Urban Area","363","0.18720060165464","0.169779915510218","0.204621287799063","2"
"Partly, partly","1995","higher vocational","Urban Area","56","0.233496019167994","0.181263043448215","0.285728994887772","2"
"Partly, partly","1995","higher vocational","Rural Area","31","0.215458286941603","0.145053520166556","0.28586305371665","2"
"Partly, partly","1995","higher education","Urban Area","102","0.151719225494475","0.124011857171118","0.179426593817832","2"
"Partly, partly","1995","middle vocational","Rural Area","213","0.183679068777299","0.160981074097448","0.206377063457149","2"
"Partly, partly","1995","vocational + Abi","Urban Area","30","0.152080873207675","0.0990283221749151","0.205133424240436","2"
"Partly, partly","1995","vocational + Abi","Rural Area","17","","","","2"
"Acclaimed","1996","general elemantary","Urban Area","151","0.379972473199823","0.333385808726671","0.426559137672976","1"
"Acclaimed","1996","general elemantary","Rural Area","72","0.429044863444754","0.356130379985874","0.501959346903634","1"
"Acclaimed","1996","middle vocational","Urban Area","792","0.433037053923139","0.410603237293277","0.455470870553001","1"
"Acclaimed","1996","middle vocational","Rural Area","448","0.42718515516753","0.3975039801539","0.456866330181159","1"
"Acclaimed","1996","vocational + Abi","Urban Area","81","0.479020686350702","0.403026316007851","0.555015056693552","1"
"Acclaimed","1996","in school","Urban Area","2","","","","1"
"Acclaimed","1996","in school","Rural Area","2","","","","1"
"Acclaimed","1996","inadequately","Urban Area","29","","","","1"
"Acclaimed","1996","inadequately","Rural Area","6","","","","1"
"Acclaimed","1996","vocational + Abi","Rural Area","35","0.464118255556522","0.343801827515096","0.584434683597949","1"
"Acclaimed","1996","higher vocational","Urban Area","118","0.446022656332268","0.385601938767072","0.506443373897463","1"
"Acclaimed","1996","higher vocational","Rural Area","57","0.425467385726684","0.342677308365564","0.508257463087804","1"
"Acclaimed","1996","higher education","Urban Area","248","0.352450871912814","0.315639533611914","0.389262210213714","1"
"Acclaimed","1996","higher education","Rural Area","137","0.353712072434553","0.302965248706169","0.404458896162936","1"
"Not paid","1996","inadequately","Rural Area","","","","","4"
"Not paid","1996","general elemantary","Urban Area","31","0.0978161016501586","0.0693037673298851","0.126328435970432","4"
"Not paid","1996","in school","Rural Area","","","","","4"
"Not paid","1996","inadequately","Urban Area","3","","","","4"
"Not paid","1996","in school","Urban Area","","","","","4"
"Not paid","1996","general elemantary","Rural Area","13","","","","4"
"Not paid","1996","higher vocational","Urban Area","40","0.168208368385059","0.122741767264176","0.213674969505942","4"
"Not paid","1996","higher vocational","Rural Area","21","","","","4"
"Not paid","1996","higher education","Urban Area","257","0.425875370575461","0.3877740259984","0.463976715152523","4"
"Not paid","1996","higher education","Rural Area","123","0.379499106713598","0.327994332692004","0.431003880735191","4"
"Not paid","1996","middle vocational","Urban Area","171","0.101665809945021","0.0879831754844173","0.115348444405626","4"
"Not paid","1996","middle vocational","Rural Area","92","0.0934661876760806","0.0760005217318684","0.110931853620293","4"
"Not paid","1996","vocational + Abi","Urban Area","25","","","","4"
"Not paid","1996","vocational + Abi","Rural Area","8","","","","4"
"Paid","1996","general elemantary","Urban Area","178","0.392602767776604","0.345732962813244","0.439472572739964","3"
"Paid","1996","general elemantary","Rural Area","70","0.392412114633855","0.320477617150716","0.464346612116994","3"
"Paid","1996","middle vocational","Urban Area","584","0.292101311123959","0.271513242607575","0.312689379640343","3"
"Paid","1996","middle vocational","Rural Area","338","0.301926299056781","0.274379763198526","0.329472834915036","3"
"Paid","1996","in school","Urban Area","4","","","","3"
"Paid","1996","in school","Rural Area","","","","","3"
"Paid","1996","inadequately","Urban Area","48","0.512615008047363","0.409348718966095","0.615881297128631","3"
"Paid","1996","inadequately","Rural Area","14","","","","3"
"Paid","1996","vocational + Abi","Urban Area","30","0.170994359689807","0.113719546371792","0.228269173007823","3"
"Paid","1996","higher vocational","Rural Area","32","0.237982808990857","0.166674032463403","0.30929158551831","3"
"Paid","1996","higher education","Urban Area","49","0.0730226856127081","0.0529752233655129","0.0930701478599033","3"
"Paid","1996","higher education","Rural Area","35","0.111567410089664","0.0781516135558785","0.144983206623449","3"
"Paid","1996","vocational + Abi","Rural Area","10","","","","3"
"Paid","1996","higher vocational","Urban Area","48","0.158015869332663","0.113679132859144","0.202352605806182","3"
"Partly, partly","1996","in school","Rural Area","1","","","","2"
"Partly, partly","1996","inadequately","Urban Area","10","","","","2"
"Partly, partly","1996","inadequately","Rural Area","2","","","","2"
"Partly, partly","1996","higher vocational","Urban Area","54","0.22775310595001","0.176776413165225","0.278729798734796","2"
"Partly, partly","1996","in school","Urban Area","","","","","2"
"Partly, partly","1996","general elemantary","Rural Area","22","","","","2"
"Partly, partly","1996","general elemantary","Urban Area","57","0.129608657373414","0.0973716773037874","0.161845637443041","2"
"Partly, partly","1996","higher vocational","Rural Area","27","","","","2"
"Partly, partly","1996","higher education","Urban Area","93","0.148651071899016","0.121239510763717","0.176062633034316","2"
"Partly, partly","1996","higher education","Rural Area","46","0.155221410762185","0.116787182617246","0.193655638907124","2"
"Partly, partly","1996","middle vocational","Urban Area","327","0.173195825007881","0.156062828054518","0.190328821961243","2"
"Partly, partly","1996","middle vocational","Rural Area","189","0.177422358099609","0.154500041568426","0.200344674630792","2"
"Partly, partly","1996","vocational + Abi","Urban Area","30","0.199161663718949","0.138408437272662","0.259914890165236","2"
"Partly, partly","1996","vocational + Abi","Rural Area","13","","","","2"
"Acclaimed","1997","general elemantary","Urban Area","127","0.433017988853207","0.380958958059322","0.485077019647093","1"
"Acclaimed","1997","general elemantary","Rural Area","80","0.522511717357632","0.442039381142787","0.602984053572478","1"
"Acclaimed","1997","middle vocational","Urban Area","650","0.425991593917693","0.401262276785844","0.450720911049541","1"
"Acclaimed","1997","middle vocational","Rural Area","395","0.452974104838256","0.420560702304883","0.485387507371628","1"
"Acclaimed","1997","vocational + Abi","Urban Area","71","0.440149289436125","0.361492087176042","0.518806491696208","1"
"Acclaimed","1997","in school","Urban Area","","","","","1"
"Acclaimed","1997","in school","Rural Area","1","","","","1"
"Acclaimed","1997","inadequately","Urban Area","30","0.614112504072939","0.489896827728563","0.738328180417316","1"
"Acclaimed","1997","inadequately","Rural Area","6","","","","1"
"Acclaimed","1997","vocational + Abi","Rural Area","30","0.454148897779756","0.332167295956653","0.576130499602858","1"
"Acclaimed","1997","higher vocational","Urban Area","122","0.574894556242451","0.511005480654734","0.638783631830167","1"
"Acclaimed","1997","higher vocational","Rural Area","54","0.38134965329294","0.299110240613928","0.463589065971951","1"
"Acclaimed","1997","higher education","Urban Area","215","0.334122901277571","0.296412511941479","0.371833290613663","1"
"Acclaimed","1997","higher education","Rural Area","141","0.45079590979888","0.396783176406527","0.504808643191233","1"
"Not paid","1997","inadequately","Rural Area","4","","","","4"
"Not paid","1997","general elemantary","Urban Area","32","0.116260131281651","0.0825829218603187","0.149937340702983","4"
"Not paid","1997","higher vocational","Urban Area","29","","","","4"
"Not paid","1997","higher vocational","Rural Area","26","","","","4"
"Not paid","1997","higher education","Urban Area","244","0.42269410177881","0.383200481500157","0.462187722057462","4"
"Not paid","1997","higher education","Rural Area","124","0.38932787172555","0.336397969929196","0.442257773521905","4"
"Not paid","1997","in school","Rural Area","","","","","4"
"Not paid","1997","inadequately","Urban Area","3","","","","4"
"Not paid","1997","in school","Urban Area","","","","","4"
"Not paid","1997","general elemantary","Rural Area","9","","","","4"
"Not paid","1997","middle vocational","Urban Area","188","0.153584388601793","0.135553470023966","0.171615307179619","4"
"Not paid","1997","middle vocational","Rural Area","90","0.109279844536157","0.088964477817335","0.129595211254979","4"
"Not paid","1997","vocational + Abi","Urban Area","23","","","","4"
"Not paid","1997","vocational + Abi","Rural Area","5","","","","4"
"Paid","1997","general elemantary","Urban Area","115","0.261398882798765","0.215233619940713","0.307564145656818","3"
"Paid","1997","general elemantary","Rural Area","26","","","","3"
"Paid","1997","middle vocational","Urban Area","357","0.215072803170046","0.194525259150231","0.235620347189861","3"
"Paid","1997","middle vocational","Rural Area","207","0.21135393683676","0.184769330548248","0.237938543125271","3"
"Paid","1997","inadequately","Rural Area","4","","","","3"
"Paid","1997","vocational + Abi","Urban Area","23","","","","3"
"Paid","1997","in school","Urban Area","1","","","","3"
"Paid","1997","in school","Rural Area","","","","","3"
"Paid","1997","inadequately","Urban Area","19","","","","3"
"Paid","1997","vocational + Abi","Rural Area","7","","","","3"
"Paid","1997","higher vocational","Urban Area","30","0.0922679699135653","0.0548665159290848","0.129669423898046","3"
"Paid","1997","higher vocational","Rural Area","21","","","","3"
"Paid","1997","higher education","Urban Area","31","0.045222940044715","0.0286102011351113","0.0618356789543186","3"
"Paid","1997","higher education","Rural Area","18","","","","3"
"Partly, partly","1997","higher vocational","Urban Area","49","0.224258404372071","0.170354890563571","0.278161918180571","2"
"Partly, partly","1997","in school","Rural Area","","","","","2"
"Partly, partly","1997","higher vocational","Rural Area","33","0.225798562259607","0.155006711794032","0.296590412725182","2"
"Partly, partly","1997","general elemantary","Urban Area","74","0.189322997066376","0.148162171095406","0.230483823037347","2"
"Partly, partly","1997","in school","Urban Area","","","","","2"
