"plb0195_h","year","pgisced97","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Partly, partly","2015","general elemantary","Rural Area","","","","","2"
"Acclaimed","2016","general elemantary","Urban Area","","","","","1"
"Acclaimed","2016","general elemantary","Rural Area","","","","","1"
"Acclaimed","2016","middle vocational","Urban Area","","","","","1"
"Acclaimed","2016","middle vocational","Rural Area","","","","","1"
"Acclaimed","2016","vocational + Abi","Urban Area","","","","","1"
"Acclaimed","2016","inadequately","Rural Area","","","","","1"
"Acclaimed","2016","higher education","Rural Area","","","","","1"
"Acclaimed","2016","vocational + Abi","Rural Area","","","","","1"
"Acclaimed","2016","higher vocational","Urban Area","","","","","1"
"Acclaimed","2016","higher education","Urban Area","","","","","1"
"Acclaimed","2016","inadequately","Urban Area","","","","","1"
"Acclaimed","2016","in school","Rural Area","","","","","1"
"Acclaimed","2016","in school","Urban Area","","","","","1"
"Acclaimed","2016","higher vocational","Rural Area","","","","","1"
"Not paid","2016","in school","Urban Area","","","","","4"
"Not paid","2016","in school","Rural Area","","","","","4"
"Not paid","2016","inadequately","Urban Area","","","","","4"
"Not paid","2016","inadequately","Rural Area","","","","","4"
"Not paid","2016","general elemantary","Urban Area","","","","","4"
"Not paid","2016","general elemantary","Rural Area","","","","","4"
"Not paid","2016","middle vocational","Urban Area","","","","","4"
"Not paid","2016","middle vocational","Rural Area","","","","","4"
"Not paid","2016","vocational + Abi","Urban Area","","","","","4"
"Not paid","2016","vocational + Abi","Rural Area","","","","","4"
"Not paid","2016","higher vocational","Urban Area","","","","","4"
"Not paid","2016","higher vocational","Rural Area","","","","","4"
"Not paid","2016","higher education","Urban Area","","","","","4"
"Not paid","2016","higher education","Rural Area","","","","","4"
"Paid","2016","middle vocational","Rural Area","","","","","3"
"Paid","2016","general elemantary","Urban Area","","","","","3"
"Paid","2016","general elemantary","Rural Area","","","","","3"
"Paid","2016","middle vocational","Urban Area","","","","","3"
"Paid","2016","higher education","Rural Area","","","","","3"
"Paid","2016","vocational + Abi","Urban Area","","","","","3"
"Paid","2016","in school","Urban Area","","","","","3"
"Paid","2016","in school","Rural Area","","","","","3"
"Paid","2016","inadequately","Rural Area","","","","","3"
"Paid","2016","higher education","Urban Area","","","","","3"
"Paid","2016","inadequately","Urban Area","","","","","3"
"Paid","2016","higher vocational","Urban Area","","","","","3"
"Paid","2016","vocational + Abi","Rural Area","","","","","3"
"Paid","2016","higher vocational","Rural Area","","","","","3"
"Partly, partly","2016","middle vocational","Urban Area","","","","","2"
"Partly, partly","2016","middle vocational","Rural Area","","","","","2"
"Partly, partly","2016","vocational + Abi","Urban Area","","","","","2"
"Partly, partly","2016","vocational + Abi","Rural Area","","","","","2"
"Partly, partly","2016","inadequately","Rural Area","","","","","2"
"Partly, partly","2016","general elemantary","Urban Area","","","","","2"
"Partly, partly","2016","general elemantary","Rural Area","","","","","2"
"Partly, partly","2016","in school","Rural Area","","","","","2"
"Partly, partly","2016","higher vocational","Rural Area","","","","","2"
"Partly, partly","2016","higher education","Urban Area","","","","","2"
"Partly, partly","2016","in school","Urban Area","","","","","2"
"Partly, partly","2016","higher education","Rural Area","","","","","2"
"Partly, partly","2016","inadequately","Urban Area","","","","","2"
"Partly, partly","2016","higher vocational","Urban Area","","","","","2"
"Acclaimed","2017","inadequately","Rural Area","","","","","1"
"Acclaimed","2017","general elemantary","Urban Area","","","","","1"
"Acclaimed","2017","general elemantary","Rural Area","","","","","1"
"Acclaimed","2017","middle vocational","Urban Area","","","","","1"
"Acclaimed","2017","vocational + Abi","Urban Area","","","","","1"
"Acclaimed","2017","middle vocational","Rural Area","","","","","1"
"Acclaimed","2017","in school","Urban Area","","","","","1"
"Acclaimed","2017","inadequately","Urban Area","","","","","1"
"Acclaimed","2017","vocational + Abi","Rural Area","","","","","1"
"Acclaimed","2017","higher education","Rural Area","","","","","1"
"Acclaimed","2017","higher vocational","Urban Area","","","","","1"
"Acclaimed","2017","higher vocational","Rural Area","","","","","1"
"Acclaimed","2017","in school","Rural Area","","","","","1"
"Acclaimed","2017","higher education","Urban Area","","","","","1"
"Not paid","2017","in school","Urban Area","","","","","4"
"Not paid","2017","in school","Rural Area","","","","","4"
"Not paid","2017","inadequately","Urban Area","","","","","4"
"Not paid","2017","inadequately","Rural Area","","","","","4"
"Not paid","2017","general elemantary","Urban Area","","","","","4"
"Not paid","2017","general elemantary","Rural Area","","","","","4"
"Not paid","2017","middle vocational","Urban Area","","","","","4"
"Not paid","2017","middle vocational","Rural Area","","","","","4"
"Not paid","2017","vocational + Abi","Urban Area","","","","","4"
"Not paid","2017","vocational + Abi","Rural Area","","","","","4"
"Not paid","2017","higher vocational","Urban Area","","","","","4"
"Not paid","2017","higher vocational","Rural Area","","","","","4"
"Not paid","2017","higher education","Urban Area","","","","","4"
"Not paid","2017","higher education","Rural Area","","","","","4"
"Paid","2017","middle vocational","Urban Area","","","","","3"
"Paid","2017","middle vocational","Rural Area","","","","","3"
"Paid","2017","general elemantary","Urban Area","","","","","3"
"Paid","2017","general elemantary","Rural Area","","","","","3"
"Paid","2017","higher education","Rural Area","","","","","3"
"Paid","2017","in school","Urban Area","","","","","3"
"Paid","2017","vocational + Abi","Urban Area","","","","","3"
"Paid","2017","higher vocational","Urban Area","","","","","3"
"Paid","2017","inadequately","Rural Area","","","","","3"
"Paid","2017","higher education","Urban Area","","","","","3"
"Paid","2017","higher vocational","Rural Area","","","","","3"
"Paid","2017","vocational + Abi","Rural Area","","","","","3"
"Paid","2017","in school","Rural Area","","","","","3"
"Paid","2017","inadequately","Urban Area","","","","","3"
"Partly, partly","2017","in school","Urban Area","","","","","2"
"Partly, partly","2017","in school","Rural Area","","","","","2"
"Partly, partly","2017","inadequately","Urban Area","","","","","2"
"Partly, partly","2017","inadequately","Rural Area","","","","","2"
"Partly, partly","2017","middle vocational","Urban Area","","","","","2"
"Partly, partly","2017","middle vocational","Rural Area","","","","","2"
"Partly, partly","2017","vocational + Abi","Urban Area","","","","","2"
"Partly, partly","2017","general elemantary","Urban Area","","","","","2"
"Partly, partly","2017","higher education","Rural Area","","","","","2"
"Partly, partly","2017","general elemantary","Rural Area","","","","","2"
"Partly, partly","2017","higher education","Urban Area","","","","","2"
"Partly, partly","2017","vocational + Abi","Rural Area","","","","","2"
"Partly, partly","2017","higher vocational","Rural Area","","","","","2"
"Partly, partly","2017","higher vocational","Urban Area","","","","","2"
"Acclaimed","2018","general elemantary","Urban Area","153","0.439489483390026","0.389455127024149","0.489523839755904","1"
"Acclaimed","2018","general elemantary","Rural Area","97","0.454038514350444","0.386859409323118","0.52121761937777","1"
"Acclaimed","2018","middle vocational","Urban Area","1300","0.514293145174918","0.494787153515375","0.533799136834461","1"
"Acclaimed","2018","middle vocational","Rural Area","1004","0.564273557197536","0.541641739275381","0.586905375119692","1"
"Acclaimed","2018","higher education","Rural Area","418","0.516127698464703","0.481301680981936","0.550953715947469","1"
"Acclaimed","2018","inadequately","Rural Area","3","","","","1"
"Acclaimed","2018","higher education","Urban Area","1108","0.511687170067028","0.490368875172277","0.533005464961778","1"
"Acclaimed","2018","higher vocational","Urban Area","241","0.647088087978811","0.599229093988046","0.694947081969575","1"
"Acclaimed","2018","in school","Urban Area","1","","","","1"
"Acclaimed","2018","vocational + Abi","Urban Area","433","0.574317857907693","0.538884185311724","0.609751530503661","1"
"Acclaimed","2018","vocational + Abi","Rural Area","209","0.659247072416343","0.607235898956208","0.711258245876478","1"
"Acclaimed","2018","higher vocational","Rural Area","160","0.572281228995331","0.513593044732831","0.630969413257831","1"
"Acclaimed","2018","in school","Rural Area","","","","","1"
"Acclaimed","2018","inadequately","Urban Area","19","","","","1"
"Not paid","2018","in school","Urban Area","","","","","4"
"Not paid","2018","in school","Rural Area","","","","","4"
"Not paid","2018","inadequately","Urban Area","3","","","","4"
"Not paid","2018","inadequately","Rural Area","3","","","","4"
"Not paid","2018","general elemantary","Urban Area","25","","","","4"
"Not paid","2018","general elemantary","Rural Area","13","","","","4"
"Not paid","2018","middle vocational","Urban Area","192","0.0787913309969291","0.0682767062843387","0.0893059557095195","4"
"Not paid","2018","middle vocational","Rural Area","108","0.0682513971578615","0.0567414645487928","0.0797613297669301","4"
"Not paid","2018","vocational + Abi","Urban Area","64","0.0753722396151056","0.0564537497669751","0.0942907294632362","4"
"Not paid","2018","vocational + Abi","Rural Area","26","","","","4"
"Not paid","2018","higher vocational","Urban Area","49","0.114955166772017","0.0830107040932262","0.146899629450808","4"
"Not paid","2018","higher vocational","Rural Area","33","0.132509229660538","0.09229106355006","0.172727395771016","4"
"Not paid","2018","higher education","Urban Area","551","0.261924766568245","0.243173105996913","0.280676427139577","4"
"Not paid","2018","higher education","Rural Area","181","0.266763916938367","0.235943017643266","0.297584816233469","4"
"Paid","2018","middle vocational","Urban Area","397","0.151278445705679","0.137293953776093","0.165262937635264","3"
"Paid","2018","middle vocational","Rural Area","264","0.124621393718971","0.109546234806496","0.139696552631447","3"
"Paid","2018","general elemantary","Urban Area","92","0.219732055371115","0.17799029285925","0.26147381788298","3"
"Paid","2018","general elemantary","Rural Area","40","0.148258709741715","0.100310673809071","0.196206745674359","3"
"Paid","2018","vocational + Abi","Rural Area","20","","","","3"
"Paid","2018","higher education","Rural Area","47","0.0525935327577342","0.0370376667494929","0.0681493987659754","3"
"Paid","2018","vocational + Abi","Urban Area","90","0.106510904516421","0.0844034389736401","0.128618370059203","3"
"Paid","2018","in school","Urban Area","2","","","","3"
"Paid","2018","higher vocational","Urban Area","26","","","","3"
"Paid","2018","in school","Rural Area","","","","","3"
"Paid","2018","higher vocational","Rural Area","22","","","","3"
"Paid","2018","higher education","Urban Area","133","0.0600408959135987","0.0499092688494504","0.0701725229777469","3"
"Paid","2018","inadequately","Urban Area","17","","","","3"
"Paid","2018","inadequately","Rural Area","6","","","","3"
"Partly, partly","2018","in school","Rural Area","","","","","2"
"Partly, partly","2018","inadequately","Urban Area","10","","","","2"
"Partly, partly","2018","inadequately","Rural Area","5","","","","2"
"Partly, partly","2018","general elemantary","Urban Area","108","0.284391815768912","0.238914126751983","0.329869504785842","2"
"Partly, partly","2018","higher vocational","Urban Area","67","0.187353754989673","0.148275904101991","0.226431605877355","2"
"Partly, partly","2018","in school","Urban Area","","","","","2"
"Partly, partly","2018","vocational + Abi","Urban Area","161","0.24379899796078","0.213028687758519","0.274569308163041","2"
"Partly, partly","2018","vocational + Abi","Rural Area","64","0.206269576008886","0.16186713447624","0.250672017541532","2"
"Partly, partly","2018","higher vocational","Rural Area","58","0.206400350692656","0.15839134443716","0.254409356948153","2"
"Partly, partly","2018","higher education","Urban Area","320","0.166347167451128","0.150465304128272","0.182229030773985","2"
"Partly, partly","2018","higher education","Rural Area","145","0.164514851839196","0.138678465403062","0.19035123827533","2"
"Partly, partly","2018","middle vocational","Rural Area","468","0.242853651925631","0.223281892539307","0.262425411311955","2"
"Partly, partly","2018","general elemantary","Rural Area","61","0.356800464489609","0.292161791793353","0.421439137185866","2"
"Partly, partly","2018","middle vocational","Urban Area","633","0.255637078122474","0.238612363593048","0.2726617926519","2"
