"plb0195_h","year","bula_h","e11103","n","percent","lower_confidence","upper_confidence","value"
"Acclaimed","1986","Mecklenburg-Western Pomerania","Full Time","","","","","1"
"Acclaimed","1986","Mecklenburg-Western Pomerania","Part Time","","","","","1"
"Acclaimed","1986","Mecklenburg-Western Pomerania","Not Working","","","","","1"
"Acclaimed","1986","Saxony","Full Time","","","","","1"
"Acclaimed","1986","Saxony","Part Time","","","","","1"
"Acclaimed","1986","Saxony","Not Working","","","","","1"
"Acclaimed","1986","Saxony-Anhalt","Full Time","","","","","1"
"Acclaimed","1986","Saxony-Anhalt","Part Time","","","","","1"
"Acclaimed","1986","Saxony-Anhalt","Not Working","","","","","1"
"Acclaimed","1986","Thuringia","Full Time","","","","","1"
"Acclaimed","1986","Thuringia","Part Time","","","","","1"
"Acclaimed","1986","Thuringia","Not Working","","","","","1"
"Not paid","1986","Hesse","Not Working","1","","","","4"
"Not paid","1986","Rhineland-Palatinate,Saarland","Full Time","38","0.218326799609405","0.15712062988953","0.279532969329279","4"
"Not paid","1986","North Rhine-Westphalia","Not Working","2","","","","4"
"Not paid","1986","Hesse","Full Time","50","0.201649990494312","0.154569415339284","0.24873056564934","4"
"Not paid","1986","Hesse","Part Time","12","","","","4"
"Not paid","1986","Bremen","Not Working","","","","","4"
"Not paid","1986","North Rhine-Westphalia","Full Time","151","0.239957482600217","0.209414305178383","0.270500660022052","4"
"Not paid","1986","North Rhine-Westphalia","Part Time","27","","","","4"
"Not paid","1986","Schleswig-Holstein","Full Time","16","","","","4"
"Not paid","1986","Schleswig-Holstein","Part Time","3","","","","4"
"Not paid","1986","Schleswig-Holstein","Not Working","1","","","","4"
"Not paid","1986","Hamburg","Full Time","20","","","","4"
"Not paid","1986","Hamburg","Part Time","1","","","","4"
"Not paid","1986","Hamburg","Not Working","1","","","","4"
"Not paid","1986","Lower Saxony","Not Working","","","","","4"
"Not paid","1986","Bremen","Full Time","2","","","","4"
"Not paid","1986","Bremen","Part Time","1","","","","4"
"Not paid","1986","Lower Saxony","Full Time","60","0.215837330651637","0.168157858711545","0.263516802591728","4"
"Not paid","1986","Lower Saxony","Part Time","11","","","","4"
"Not paid","1986","Rhineland-Palatinate,Saarland","Part Time","5","","","","4"
"Not paid","1986","Rhineland-Palatinate,Saarland","Not Working","1","","","","4"
"Not paid","1986","Baden-Württemberg","Full Time","103","0.230408298502134","0.195624809683095","0.265191787321174","4"
"Not paid","1986","Baden-Württemberg","Part Time","19","","","","4"
"Not paid","1986","Baden-Württemberg","Not Working","2","","","","4"
"Not paid","1986","Bavaria","Full Time","92","0.205425771170725","0.169506736459004","0.241344805882447","4"
"Not paid","1986","Bavaria","Part Time","18","","","","4"
"Not paid","1986","Bavaria","Not Working","3","","","","4"
"Not paid","1986","Berlin","Full Time","17","","","","4"
"Not paid","1986","Berlin","Part Time","4","","","","4"
"Not paid","1986","Berlin","Not Working","","","","","4"
"Not paid","1986","Brandenburg","Full Time","","","","","4"
"Not paid","1986","Brandenburg","Part Time","","","","","4"
"Not paid","1986","Brandenburg","Not Working","","","","","4"
"Not paid","1986","Mecklenburg-Western Pomerania","Full Time","","","","","4"
"Not paid","1986","Mecklenburg-Western Pomerania","Part Time","","","","","4"
"Not paid","1986","Mecklenburg-Western Pomerania","Not Working","","","","","4"
"Not paid","1986","Saxony","Full Time","","","","","4"
"Not paid","1986","Saxony","Part Time","","","","","4"
"Not paid","1986","Saxony","Not Working","","","","","4"
"Not paid","1986","Saxony-Anhalt","Full Time","","","","","4"
"Not paid","1986","Saxony-Anhalt","Part Time","","","","","4"
"Not paid","1986","Saxony-Anhalt","Not Working","","","","","4"
"Not paid","1986","Thuringia","Full Time","","","","","4"
"Not paid","1986","Thuringia","Part Time","","","","","4"
"Not paid","1986","Thuringia","Not Working","","","","","4"
"Paid","1986","Schleswig-Holstein","Full Time","42","0.369533795486224","0.272979752935306","0.466087838037143","3"
"Paid","1986","Baden-Württemberg","Not Working","2","","","","3"
"Paid","1986","Schleswig-Holstein","Part Time","13","","","","3"
"Paid","1986","Schleswig-Holstein","Not Working","2","","","","3"
"Paid","1986","Hamburg","Full Time","22","","","","3"
"Paid","1986","Hamburg","Part Time","2","","","","3"
"Paid","1986","Hamburg","Not Working","","","","","3"
"Paid","1986","Lower Saxony","Full Time","100","0.341004957081107","0.286065230408453","0.395944683753761","3"
"Paid","1986","Hesse","Not Working","3","","","","3"
"Paid","1986","Rhineland-Palatinate,Saarland","Not Working","2","","","","3"
"Paid","1986","Baden-Württemberg","Full Time","287","0.416511752228294","0.375790269759204","0.457233234697384","3"
"Paid","1986","Baden-Württemberg","Part Time","57","0.399346104679856","0.309833118395861","0.488859090963851","3"
"Paid","1986","Bavaria","Full Time","160","0.291754534459074","0.251340643530969","0.332168425387179","3"
"Paid","1986","Mecklenburg-Western Pomerania","Part Time","","","","","3"
"Paid","1986","Mecklenburg-Western Pomerania","Not Working","","","","","3"
"Paid","1986","Saxony","Full Time","","","","","3"
"Paid","1986","Saxony","Part Time","","","","","3"
"Paid","1986","Saxony-Anhalt","Part Time","","","","","3"
"Paid","1986","Saxony-Anhalt","Not Working","","","","","3"
"Paid","1986","Lower Saxony","Part Time","31","0.316246660844763","0.221226254832047","0.411267066857478","3"
"Paid","1986","Lower Saxony","Not Working","4","","","","3"
"Paid","1986","Bremen","Full Time","11","","","","3"
"Paid","1986","Bremen","Part Time","7","","","","3"
"Paid","1986","Bremen","Not Working","2","","","","3"
"Paid","1986","North Rhine-Westphalia","Full Time","349","0.375027339132051","0.340402314050864","0.409652364213237","3"
"Paid","1986","North Rhine-Westphalia","Not Working","4","","","","3"
"Paid","1986","Hesse","Full Time","117","0.31397610781138","0.25951782904725","0.368434386575509","3"
"Paid","1986","Hesse","Part Time","25","","","","3"
"Paid","1986","Rhineland-Palatinate,Saarland","Full Time","82","0.441932480900611","0.368354070516868","0.515510891284354","3"
"Paid","1986","Rhineland-Palatinate,Saarland","Part Time","25","","","","3"
"Paid","1986","Bavaria","Part Time","39","0.3406813658834","0.254060796160204","0.427301935606596","3"
"Paid","1986","Berlin","Part Time","10","","","","3"
"Paid","1986","Berlin","Not Working","","","","","3"
"Paid","1986","Brandenburg","Full Time","","","","","3"
"Paid","1986","Brandenburg","Part Time","","","","","3"
"Paid","1986","Brandenburg","Not Working","","","","","3"
"Paid","1986","Mecklenburg-Western Pomerania","Full Time","","","","","3"
"Paid","1986","Saxony","Not Working","","","","","3"
"Paid","1986","Saxony-Anhalt","Full Time","","","","","3"
"Paid","1986","North Rhine-Westphalia","Part Time","62","0.440242510035414","0.356503629355038","0.52398139071579","3"
"Paid","1986","Bavaria","Not Working","4","","","","3"
"Paid","1986","Berlin","Full Time","34","0.38003019674992","0.280301138822688","0.479759254677153","3"
"Paid","1986","Thuringia","Full Time","","","","","3"
"Paid","1986","Thuringia","Part Time","","","","","3"
"Paid","1986","Thuringia","Not Working","","","","","3"
"Partly, partly","1986","Lower Saxony","Full Time","35","0.129276310296106","0.0903928659052973","0.168159754686915","2"
"Partly, partly","1986","Hamburg","Not Working","","","","","2"
"Partly, partly","1986","Schleswig-Holstein","Full Time","11","","","","2"
"Partly, partly","1986","Bremen","Part Time","","","","","2"
"Partly, partly","1986","Schleswig-Holstein","Part Time","4","","","","2"
"Partly, partly","1986","Schleswig-Holstein","Not Working","","","","","2"
"Partly, partly","1986","Hamburg","Full Time","14","","","","2"
"Partly, partly","1986","Hamburg","Part Time","4","","","","2"
"Partly, partly","1986","Bremen","Not Working","","","","","2"
"Partly, partly","1986","Lower Saxony","Part Time","14","","","","2"
"Partly, partly","1986","Lower Saxony","Not Working","1","","","","2"
"Partly, partly","1986","Bremen","Full Time","5","","","","2"
"Partly, partly","1986","Hesse","Full Time","36","0.147062962371121","0.105504819566484","0.188621105175758","2"
"Partly, partly","1986","Hesse","Part Time","8","","","","2"
"Partly, partly","1986","North Rhine-Westphalia","Full Time","77","0.111432841506275","0.088927798154392","0.133937884858158","2"
"Partly, partly","1986","North Rhine-Westphalia","Not Working","2","","","","2"
"Partly, partly","1986","Hesse","Not Working","1","","","","2"
"Partly, partly","1986","Rhineland-Palatinate,Saarland","Part Time","","","","","2"
"Partly, partly","1986","Rhineland-Palatinate,Saarland","Not Working","1","","","","2"
"Partly, partly","1986","Baden-Württemberg","Full Time","56","0.108702131550061","0.0829908124901199","0.134413450610002","2"
"Partly, partly","1986","Baden-Württemberg","Not Working","","","","","2"
"Partly, partly","1986","Thuringia","Not Working","","","","","2"
"Partly, partly","1986","North Rhine-Westphalia","Part Time","9","","","","2"
"Partly, partly","1986","Rhineland-Palatinate,Saarland","Full Time","14","","","","2"
"Partly, partly","1986","Baden-Württemberg","Part Time","9","","","","2"
"Partly, partly","1986","Bavaria","Full Time","65","0.129313781562177","0.0994817247376546","0.1591458383867","2"
"Partly, partly","1986","Bavaria","Part Time","11","","","","2"
"Partly, partly","1986","Berlin","Part Time","5","","","","2"
"Partly, partly","1986","Saxony","Not Working","","","","","2"
"Partly, partly","1986","Saxony-Anhalt","Full Time","","","","","2"
"Partly, partly","1986","Saxony-Anhalt","Part Time","","","","","2"
"Partly, partly","1986","Saxony-Anhalt","Not Working","","","","","2"
"Partly, partly","1986","Thuringia","Full Time","","","","","2"
"Partly, partly","1986","Thuringia","Part Time","","","","","2"
"Partly, partly","1986","Bavaria","Not Working","","","","","2"
"Partly, partly","1986","Berlin","Full Time","13","","","","2"
"Partly, partly","1986","Berlin","Not Working","","","","","2"
"Partly, partly","1986","Brandenburg","Not Working","","","","","2"
"Partly, partly","1986","Mecklenburg-Western Pomerania","Full Time","","","","","2"
"Partly, partly","1986","Mecklenburg-Western Pomerania","Part Time","","","","","2"
"Partly, partly","1986","Mecklenburg-Western Pomerania","Not Working","","","","","2"
"Partly, partly","1986","Saxony","Full Time","","","","","2"
"Partly, partly","1986","Saxony","Part Time","","","","","2"
"Partly, partly","1986","Brandenburg","Full Time","","","","","2"
"Partly, partly","1986","Brandenburg","Part Time","","","","","2"
"Acclaimed","1987","Schleswig-Holstein","Full Time","","","","","1"
"Acclaimed","1987","Schleswig-Holstein","Part Time","","","","","1"
"Acclaimed","1987","Schleswig-Holstein","Not Working","","","","","1"
"Acclaimed","1987","Hamburg","Full Time","","","","","1"
"Acclaimed","1987","Hamburg","Part Time","","","","","1"
"Acclaimed","1987","Hamburg","Not Working","","","","","1"
"Acclaimed","1987","Lower Saxony","Full Time","","","","","1"
"Acclaimed","1987","Lower Saxony","Part Time","","","","","1"
"Acclaimed","1987","Lower Saxony","Not Working","","","","","1"
"Acclaimed","1987","Bremen","Full Time","","","","","1"
"Acclaimed","1987","Bremen","Part Time","","","","","1"
"Acclaimed","1987","Bremen","Not Working","","","","","1"
"Acclaimed","1987","North Rhine-Westphalia","Full Time","","","","","1"
"Acclaimed","1987","North Rhine-Westphalia","Part Time","","","","","1"
"Acclaimed","1987","North Rhine-Westphalia","Not Working","","","","","1"
"Acclaimed","1987","Hesse","Full Time","","","","","1"
"Acclaimed","1987","Hesse","Part Time","","","","","1"
"Acclaimed","1987","Hesse","Not Working","","","","","1"
"Acclaimed","1987","Rhineland-Palatinate,Saarland","Full Time","","","","","1"
"Acclaimed","1987","Rhineland-Palatinate,Saarland","Part Time","","","","","1"
"Acclaimed","1987","Rhineland-Palatinate,Saarland","Not Working","","","","","1"
"Acclaimed","1987","Baden-Württemberg","Full Time","","","","","1"
"Acclaimed","1987","Baden-Württemberg","Part Time","","","","","1"
"Acclaimed","1987","Baden-Württemberg","Not Working","","","","","1"
"Acclaimed","1987","Bavaria","Full Time","","","","","1"
"Acclaimed","1987","Bavaria","Part Time","","","","","1"
"Acclaimed","1987","Bavaria","Not Working","","","","","1"
"Acclaimed","1987","Berlin","Full Time","","","","","1"
"Acclaimed","1987","Berlin","Part Time","","","","","1"
"Acclaimed","1987","Berlin","Not Working","","","","","1"
"Acclaimed","1987","Brandenburg","Full Time","","","","","1"
"Acclaimed","1987","Brandenburg","Part Time","","","","","1"
"Acclaimed","1987","Brandenburg","Not Working","","","","","1"
"Acclaimed","1987","Mecklenburg-Western Pomerania","Full Time","","","","","1"
"Acclaimed","1987","Mecklenburg-Western Pomerania","Part Time","","","","","1"
"Acclaimed","1987","Mecklenburg-Western Pomerania","Not Working","","","","","1"
"Acclaimed","1987","Saxony","Full Time","","","","","1"
"Acclaimed","1987","Saxony","Part Time","","","","","1"
"Acclaimed","1987","Saxony","Not Working","","","","","1"
"Acclaimed","1987","Saxony-Anhalt","Full Time","","","","","1"
"Acclaimed","1987","Saxony-Anhalt","Part Time","","","","","1"
"Acclaimed","1987","Saxony-Anhalt","Not Working","","","","","1"
"Acclaimed","1987","Thuringia","Full Time","","","","","1"
"Acclaimed","1987","Thuringia","Part Time","","","","","1"
"Acclaimed","1987","Thuringia","Not Working","","","","","1"
"Not paid","1987","Hesse","Not Working","","","","","4"
"Not paid","1987","Rhineland-Palatinate,Saarland","Full Time","","","","","4"
"Not paid","1987","North Rhine-Westphalia","Not Working","","","","","4"
"Not paid","1987","Hesse","Full Time","","","","","4"
"Not paid","1987","Hesse","Part Time","","","","","4"
"Not paid","1987","Schleswig-Holstein","Full Time","","","","","4"
"Not paid","1987","Schleswig-Holstein","Part Time","","","","","4"
"Not paid","1987","Bremen","Not Working","","","","","4"
"Not paid","1987","North Rhine-Westphalia","Full Time","","","","","4"
"Not paid","1987","North Rhine-Westphalia","Part Time","","","","","4"
"Not paid","1987","Schleswig-Holstein","Not Working","","","","","4"
"Not paid","1987","Hamburg","Full Time","","","","","4"
"Not paid","1987","Hamburg","Part Time","","","","","4"
"Not paid","1987","Hamburg","Not Working","","","","","4"
"Not paid","1987","Lower Saxony","Not Working","","","","","4"
"Not paid","1987","Bremen","Full Time","","","","","4"
"Not paid","1987","Bremen","Part Time","","","","","4"
"Not paid","1987","Lower Saxony","Full Time","","","","","4"
"Not paid","1987","Lower Saxony","Part Time","","","","","4"
"Not paid","1987","Rhineland-Palatinate,Saarland","Part Time","","","","","4"
"Not paid","1987","Rhineland-Palatinate,Saarland","Not Working","","","","","4"
"Not paid","1987","Baden-Württemberg","Full Time","","","","","4"
"Not paid","1987","Baden-Württemberg","Part Time","","","","","4"
"Not paid","1987","Baden-Württemberg","Not Working","","","","","4"
"Not paid","1987","Bavaria","Full Time","","","","","4"
"Not paid","1987","Bavaria","Part Time","","","","","4"
"Not paid","1987","Bavaria","Not Working","","","","","4"
"Not paid","1987","Berlin","Full Time","","","","","4"
"Not paid","1987","Berlin","Part Time","","","","","4"
"Not paid","1987","Berlin","Not Working","","","","","4"
"Not paid","1987","Brandenburg","Full Time","","","","","4"
