"plb0195_h","year","bula_h","e11103","n","percent","lower_confidence","upper_confidence","value"
"Paid","1992","Saxony","Not Working","1","","","","3"
"Paid","1992","Saxony-Anhalt","Full Time","79","0.312972951254065","0.257662585613223","0.368283316894908","3"
"Paid","1992","Thuringia","Full Time","59","0.255401790575693","0.198547030122889","0.312256551028496","3"
"Paid","1992","Thuringia","Part Time","14","","","","3"
"Paid","1992","Hesse","Part Time","13","","","","3"
"Paid","1992","Hesse","Not Working","","","","","3"
"Paid","1992","Rhineland-Palatinate,Saarland","Full Time","91","0.415530245954226","0.346712995092445","0.484347496816008","3"
"Paid","1992","Rhineland-Palatinate,Saarland","Part Time","13","","","","3"
"Paid","1992","Rhineland-Palatinate,Saarland","Not Working","1","","","","3"
"Paid","1992","Baden-Württemberg","Full Time","271","0.361677956621936","0.323734344133389","0.399621569110483","3"
"Paid","1992","Baden-Württemberg","Not Working","","","","","3"
"Paid","1992","Bavaria","Full Time","177","0.282733203345209","0.245234005380751","0.320232401309667","3"
"Paid","1992","Bavaria","Part Time","49","0.396278195500943","0.311543431291871","0.481012959710014","3"
"Paid","1992","Berlin","Full Time","55","0.247078971055742","0.190721767206784","0.3034361749047","3"
"Paid","1992","Berlin","Part Time","21","","","","3"
"Paid","1992","Baden-Württemberg","Part Time","61","0.433940482464235","0.351250161051664","0.516630803876805","3"
"Partly, partly","1992","Schleswig-Holstein","Full Time","20","","","","2"
"Partly, partly","1992","Schleswig-Holstein","Part Time","4","","","","2"
"Partly, partly","1992","Hamburg","Full Time","10","","","","2"
"Partly, partly","1992","Hamburg","Part Time","2","","","","2"
"Partly, partly","1992","Hamburg","Not Working","","","","","2"
"Partly, partly","1992","Lower Saxony","Full Time","58","0.165080451720964","0.12514586556279","0.205015037879138","2"
"Partly, partly","1992","Lower Saxony","Part Time","14","","","","2"
"Partly, partly","1992","Schleswig-Holstein","Not Working","","","","","2"
"Partly, partly","1992","Lower Saxony","Not Working","","","","","2"
"Partly, partly","1992","Bremen","Full Time","4","","","","2"
"Partly, partly","1992","Bremen","Part Time","2","","","","2"
"Partly, partly","1992","Bremen","Not Working","","","","","2"
"Partly, partly","1992","North Rhine-Westphalia","Full Time","103","0.144706285673781","0.119561930131921","0.169850641215641","2"
"Partly, partly","1992","Hesse","Full Time","59","0.2120994295928","0.165994211866803","0.258204647318796","2"
"Partly, partly","1992","North Rhine-Westphalia","Part Time","16","","","","2"
"Partly, partly","1992","North Rhine-Westphalia","Not Working","2","","","","2"
"Partly, partly","1992","Hesse","Part Time","11","","","","2"
"Partly, partly","1992","Hesse","Not Working","","","","","2"
"Partly, partly","1992","Rhineland-Palatinate,Saarland","Part Time","4","","","","2"
"Partly, partly","1992","Rhineland-Palatinate,Saarland","Not Working","","","","","2"
"Partly, partly","1992","Rhineland-Palatinate,Saarland","Full Time","35","0.199379087373481","0.143587560801612","0.255170613945351","2"
"Partly, partly","1992","Baden-Württemberg","Full Time","112","0.191725338946712","0.160638470588254","0.22281220730517","2"
"Partly, partly","1992","Bavaria","Full Time","108","0.174136365643323","0.142557820461614","0.205714910825032","2"
"Partly, partly","1992","Bavaria","Part Time","16","","","","2"
"Partly, partly","1992","Baden-Württemberg","Part Time","15","","","","2"
"Partly, partly","1992","Baden-Württemberg","Not Working","2","","","","2"
"Partly, partly","1992","Bavaria","Not Working","","","","","2"
"Partly, partly","1992","Berlin","Part Time","5","","","","2"
"Partly, partly","1992","Berlin","Not Working","","","","","2"
"Partly, partly","1992","Brandenburg","Full Time","39","0.140796807071916","0.0968847366803867","0.184708877463446","2"
"Partly, partly","1992","Brandenburg","Not Working","","","","","2"
"Partly, partly","1992","Berlin","Full Time","36","0.179953995826089","0.129759431667316","0.230148559984862","2"
"Partly, partly","1992","Brandenburg","Part Time","8","","","","2"
"Partly, partly","1992","Mecklenburg-Western Pomerania","Full Time","15","","","","2"
"Partly, partly","1992","Mecklenburg-Western Pomerania","Part Time","1","","","","2"
"Partly, partly","1992","Saxony","Part Time","14","","","","2"
"Partly, partly","1992","Mecklenburg-Western Pomerania","Not Working","1","","","","2"
"Partly, partly","1992","Saxony","Full Time","85","0.193127461740139","0.155010000564966","0.231244922915313","2"
"Partly, partly","1992","Saxony","Not Working","","","","","2"
"Partly, partly","1992","Saxony-Anhalt","Not Working","2","","","","2"
"Partly, partly","1992","Thuringia","Full Time","41","0.196824357399242","0.144987512814889","0.248661201983594","2"
"Partly, partly","1992","Thuringia","Part Time","2","","","","2"
"Partly, partly","1992","Thuringia","Not Working","1","","","","2"
"Partly, partly","1992","Saxony-Anhalt","Full Time","41","0.168462705212892","0.123819130704216","0.213106279721569","2"
"Partly, partly","1992","Saxony-Anhalt","Part Time","6","","","","2"
"Acclaimed","1993","Schleswig-Holstein","Not Working","1","","","","1"
"Acclaimed","1993","Hamburg","Full Time","16","","","","1"
"Acclaimed","1993","Hamburg","Part Time","4","","","","1"
"Acclaimed","1993","Hamburg","Not Working","1","","","","1"
"Acclaimed","1993","Schleswig-Holstein","Full Time","35","0.367650985702203","0.268036355607581","0.467265615796825","1"
"Acclaimed","1993","Schleswig-Holstein","Part Time","12","","","","1"
"Acclaimed","1993","Lower Saxony","Full Time","116","0.374575972409142","0.321210324256309","0.427941620561974","1"
"Acclaimed","1993","Lower Saxony","Part Time","31","0.435289104356115","0.323822883587567","0.546755325124663","1"
"Acclaimed","1993","Lower Saxony","Not Working","2","","","","1"
"Acclaimed","1993","Bremen","Full Time","10","","","","1"
"Acclaimed","1993","Bremen","Part Time","2","","","","1"
"Acclaimed","1993","Bremen","Not Working","","","","","1"
"Acclaimed","1993","North Rhine-Westphalia","Full Time","183","0.285558718253644","0.252566400585692","0.318551035921596","1"
"Acclaimed","1993","North Rhine-Westphalia","Part Time","55","0.335873514118211","0.267257469985797","0.404489558250625","1"
"Acclaimed","1993","North Rhine-Westphalia","Not Working","3","","","","1"
"Acclaimed","1993","Hesse","Full Time","94","0.39107877675054","0.332545189614899","0.449612363886182","1"
"Acclaimed","1993","Hesse","Part Time","27","","","","1"
"Acclaimed","1993","Hesse","Not Working","","","","","1"
"Acclaimed","1993","Rhineland-Palatinate,Saarland","Full Time","42","0.224824755290562","0.165620432253872","0.284029078327252","1"
"Acclaimed","1993","Rhineland-Palatinate,Saarland","Part Time","17","","","","1"
"Acclaimed","1993","Rhineland-Palatinate,Saarland","Not Working","","","","","1"
"Acclaimed","1993","Baden-Württemberg","Full Time","177","0.307620789921246","0.270785059503259","0.344456520339233","1"
"Acclaimed","1993","Baden-Württemberg","Part Time","38","0.31243201442542","0.232450647199284","0.392413381651556","1"
"Acclaimed","1993","Baden-Württemberg","Not Working","2","","","","1"
"Acclaimed","1993","Bavaria","Full Time","200","0.368843826161184","0.328410068440449","0.40927758388192","1"
"Acclaimed","1993","Bavaria","Part Time","50","0.43777058784957","0.349374005097929","0.52616717060121","1"
"Acclaimed","1993","Bavaria","Not Working","3","","","","1"
"Acclaimed","1993","Berlin","Full Time","91","0.421940772681435","0.355616849862223","0.488264695500647","1"
"Acclaimed","1993","Berlin","Part Time","20","","","","1"
"Acclaimed","1993","Berlin","Not Working","1","","","","1"
"Acclaimed","1993","Brandenburg","Full Time","93","0.380791667987274","0.318172943730607","0.443410392243941","1"
"Acclaimed","1993","Brandenburg","Part Time","12","","","","1"
"Acclaimed","1993","Brandenburg","Not Working","","","","","1"
"Acclaimed","1993","Mecklenburg-Western Pomerania","Full Time","49","0.392751697213831","0.308802102287496","0.476701292140165","1"
"Acclaimed","1993","Mecklenburg-Western Pomerania","Part Time","12","","","","1"
"Acclaimed","1993","Mecklenburg-Western Pomerania","Not Working","1","","","","1"
"Acclaimed","1993","Saxony","Full Time","158","0.367723307141638","0.321772613403565","0.413674000879711","1"
"Acclaimed","1993","Saxony","Part Time","28","","","","1"
"Acclaimed","1993","Saxony","Not Working","7","","","","1"
"Acclaimed","1993","Saxony-Anhalt","Full Time","95","0.36139802989221","0.302777970324592","0.420018089459828","1"
"Acclaimed","1993","Saxony-Anhalt","Part Time","22","","","","1"
"Acclaimed","1993","Saxony-Anhalt","Not Working","2","","","","1"
"Acclaimed","1993","Thuringia","Full Time","68","0.298198685114346","0.238021543564812","0.35837582666388","1"
"Acclaimed","1993","Thuringia","Part Time","22","","","","1"
"Acclaimed","1993","Thuringia","Not Working","2","","","","1"
"Not paid","1993","Schleswig-Holstein","Full Time","15","","","","4"
"Not paid","1993","Schleswig-Holstein","Not Working","","","","","4"
"Not paid","1993","Hamburg","Full Time","4","","","","4"
"Not paid","1993","Schleswig-Holstein","Part Time","1","","","","4"
"Not paid","1993","Hamburg","Part Time","","","","","4"
"Not paid","1993","Hamburg","Not Working","","","","","4"
"Not paid","1993","Rhineland-Palatinate,Saarland","Full Time","31","0.169008189528264","0.115860589985027","0.222155789071501","4"
"Not paid","1993","Lower Saxony","Full Time","41","0.155364653137166","0.115423988671248","0.195305317603084","4"
"Not paid","1993","Lower Saxony","Part Time","5","","","","4"
"Not paid","1993","Lower Saxony","Not Working","1","","","","4"
"Not paid","1993","Bremen","Full Time","2","","","","4"
"Not paid","1993","Bremen","Part Time","","","","","4"
"Not paid","1993","Hesse","Full Time","42","0.192647058195829","0.145342241151852","0.239951875239806","4"
"Not paid","1993","Hesse","Part Time","6","","","","4"
"Not paid","1993","Hesse","Not Working","","","","","4"
"Not paid","1993","Rhineland-Palatinate,Saarland","Not Working","","","","","4"
"Not paid","1993","Baden-Württemberg","Full Time","67","0.148283411844686","0.119918380169958","0.176648443519414","4"
"Not paid","1993","Baden-Württemberg","Part Time","17","","","","4"
"Not paid","1993","Baden-Württemberg","Not Working","1","","","","4"
"Not paid","1993","Bavaria","Full Time","94","0.209062469636666","0.174985296735724","0.243139642537608","4"
"Not paid","1993","Bavaria","Part Time","13","","","","4"
"Not paid","1993","Bavaria","Not Working","1","","","","4"
"Not paid","1993","Berlin","Full Time","36","0.196240765708186","0.142905324515278","0.249576206901094","4"
"Not paid","1993","Berlin","Part Time","5","","","","4"
"Not paid","1993","Berlin","Not Working","1","","","","4"
"Not paid","1993","Brandenburg","Full Time","42","0.209643074659305","0.157150969177876","0.262135180140735","4"
"Not paid","1993","Brandenburg","Part Time","11","","","","4"
"Not paid","1993","Bremen","Not Working","","","","","4"
"Not paid","1993","North Rhine-Westphalia","Full Time","116","0.19823531223748","0.169115014254765","0.227355610220195","4"
"Not paid","1993","North Rhine-Westphalia","Part Time","26","","","","4"
"Not paid","1993","North Rhine-Westphalia","Not Working","2","","","","4"
"Not paid","1993","Rhineland-Palatinate,Saarland","Part Time","3","","","","4"
"Not paid","1993","Brandenburg","Not Working","2","","","","4"
"Not paid","1993","Mecklenburg-Western Pomerania","Full Time","18","","","","4"
"Not paid","1993","Mecklenburg-Western Pomerania","Part Time","5","","","","4"
"Not paid","1993","Mecklenburg-Western Pomerania","Not Working","","","","","4"
"Not paid","1993","Saxony","Full Time","81","0.193545783402033","0.155896247862878","0.231195318941188","4"
"Not paid","1993","Saxony","Part Time","8","","","","4"
"Not paid","1993","Saxony","Not Working","4","","","","4"
"Not paid","1993","Saxony-Anhalt","Full Time","46","0.157944420201451","0.113444343349845","0.202444497053058","4"
"Not paid","1993","Saxony-Anhalt","Part Time","7","","","","4"
"Not paid","1993","Saxony-Anhalt","Not Working","","","","","4"
"Not paid","1993","Thuringia","Full Time","39","0.155957502471876","0.108231298103989","0.203683706839763","4"
"Not paid","1993","Thuringia","Part Time","9","","","","4"
"Not paid","1993","Thuringia","Not Working","2","","","","4"
"Paid","1993","Schleswig-Holstein","Full Time","24","","","","3"
"Paid","1993","Schleswig-Holstein","Part Time","11","","","","3"
"Paid","1993","Schleswig-Holstein","Not Working","1","","","","3"
"Paid","1993","Hamburg","Full Time","10","","","","3"
"Paid","1993","Hamburg","Part Time","2","","","","3"
"Paid","1993","Hamburg","Not Working","","","","","3"
"Paid","1993","Lower Saxony","Full Time","108","0.331583323497765","0.279676490957556","0.383490156037973","3"
"Paid","1993","Lower Saxony","Part Time","28","","","","3"
"Paid","1993","Mecklenburg-Western Pomerania","Not Working","","","","","3"
"Paid","1993","Lower Saxony","Not Working","1","","","","3"
"Paid","1993","Bremen","Full Time","10","","","","3"
"Paid","1993","Bremen","Part Time","1","","","","3"
"Paid","1993","Bremen","Not Working","","","","","3"
"Paid","1993","North Rhine-Westphalia","Full Time","321","0.390294346882001","0.354662520453532","0.425926173310471","3"
"Paid","1993","Berlin","Not Working","1","","","","3"
"Paid","1993","Brandenburg","Not Working","1","","","","3"
"Paid","1993","Mecklenburg-Western Pomerania","Full Time","41","0.332036108664078","0.25108075663159","0.412991460696566","3"
"Paid","1993","Mecklenburg-Western Pomerania","Part Time","12","","","","3"
"Paid","1993","Saxony","Full Time","102","0.236453381403254","0.195961453869328","0.276945308937181","3"
"Paid","1993","Saxony","Part Time","10","","","","3"
"Paid","1993","Saxony","Not Working","","","","","3"
"Paid","1993","Saxony-Anhalt","Part Time","15","","","","3"
"Paid","1993","Saxony-Anhalt","Not Working","1","","","","3"
"Paid","1993","Thuringia","Full Time","68","0.331159781520387","0.269251095344299","0.393068467696475","3"
"Paid","1993","Thuringia","Part Time","15","","","","3"
"Paid","1993","Thuringia","Not Working","2","","","","3"
"Paid","1993","North Rhine-Westphalia","Part Time","73","0.400679825801016","0.329486286531002","0.47187336507103","3"
"Paid","1993","North Rhine-Westphalia","Not Working","10","","","","3"
"Paid","1993","Hesse","Full Time","78","0.223321477443644","0.173366547480222","0.273276407407067","3"
"Paid","1993","Hesse","Part Time","21","","","","3"
"Paid","1993","Hesse","Not Working","3","","","","3"
"Paid","1993","Rhineland-Palatinate,Saarland","Full Time","87","0.444243215258355","0.3737764727098","0.51470995780691","3"
"Paid","1993","Baden-Württemberg","Not Working","2","","","","3"
"Paid","1993","Bavaria","Full Time","147","0.244752628206442","0.208722756044898","0.280782500367985","3"
"Paid","1993","Bavaria","Not Working","2","","","","3"
"Paid","1993","Berlin","Full Time","52","0.247495178610738","0.189539458790399","0.305450898431078","3"
"Paid","1993","Berlin","Part Time","16","","","","3"
"Paid","1993","Brandenburg","Full Time","54","0.250019204884928","0.194178118719675","0.305860291050181","3"
"Paid","1993","Brandenburg","Part Time","4","","","","3"
"Paid","1993","Saxony-Anhalt","Full Time","75","0.304050462226929","0.247919828258781","0.360181096195077","3"
"Paid","1993","Rhineland-Palatinate,Saarland","Part Time","17","","","","3"
"Paid","1993","Rhineland-Palatinate,Saarland","Not Working","1","","","","3"
"Paid","1993","Baden-Württemberg","Full Time","245","0.34181895848318","0.303960738321448","0.379677178644912","3"
"Paid","1993","Baden-Württemberg","Part Time","51","0.359201918165299","0.276410911934057","0.441992924396542","3"
"Paid","1993","Bavaria","Part Time","43","0.331309194286901","0.247443407448014","0.415174981125787","3"
"Partly, partly","1993","Schleswig-Holstein","Full Time","16","","","","2"
"Partly, partly","1993","Schleswig-Holstein","Part Time","4","","","","2"
"Partly, partly","1993","Hamburg","Not Working","","","","","2"
"Partly, partly","1993","Lower Saxony","Full Time","51","0.138476050955927","0.10039354120217","0.176558560709685","2"
"Partly, partly","1993","Lower Saxony","Part Time","12","","","","2"
"Partly, partly","1993","Schleswig-Holstein","Not Working","","","","","2"
"Partly, partly","1993","Hamburg","Full Time","17","","","","2"
"Partly, partly","1993","Hamburg","Part Time","2","","","","2"
"Partly, partly","1993","Lower Saxony","Not Working","","","","","2"
"Partly, partly","1993","Bremen","Full Time","5","","","","2"
"Partly, partly","1993","Bremen","Part Time","","","","","2"
"Partly, partly","1993","Bremen","Not Working","","","","","2"
"Partly, partly","1993","North Rhine-Westphalia","Full Time","100","0.125911622626875","0.101679445997196","0.150143799256553","2"
"Partly, partly","1993","Hesse","Full Time","53","0.192952687609987","0.145619323263957","0.240286051956016","2"
"Partly, partly","1993","Hesse","Part Time","10","","","","2"
"Partly, partly","1993","Hesse","Not Working","2","","","","2"
"Partly, partly","1993","North Rhine-Westphalia","Part Time","28","","","","2"
"Partly, partly","1993","North Rhine-Westphalia","Not Working","1","","","","2"
"Partly, partly","1993","Rhineland-Palatinate,Saarland","Full Time","31","0.161923839922819","0.109680786981545","0.214166892864094","2"
"Partly, partly","1993","Rhineland-Palatinate,Saarland","Part Time","4","","","","2"
"Partly, partly","1993","Rhineland-Palatinate,Saarland","Not Working","","","","","2"
"Partly, partly","1993","Baden-Württemberg","Full Time","114","0.202276839750888","0.17021498698498","0.234338692516797","2"
"Partly, partly","1993","Baden-Württemberg","Part Time","23","","","","2"
"Partly, partly","1993","Baden-Württemberg","Not Working","3","","","","2"
"Partly, partly","1993","Bavaria","Full Time","106","0.177341075995708","0.145332304655308","0.209349847336107","2"
"Partly, partly","1993","Bavaria","Part Time","15","","","","2"
"Partly, partly","1993","Berlin","Part Time","4","","","","2"
"Partly, partly","1993","Berlin","Not Working","","","","","2"
"Partly, partly","1993","Bavaria","Not Working","1","","","","2"
"Partly, partly","1993","Berlin","Full Time","34","0.134323282999641","0.0885289427355054","0.180117623263776","2"
"Partly, partly","1993","Brandenburg","Full Time","42","0.159546052468493","0.112324300758252","0.206767804178733","2"
"Partly, partly","1993","Brandenburg","Not Working","","","","","2"
"Partly, partly","1993","Mecklenburg-Western Pomerania","Full Time","22","","","","2"
"Partly, partly","1993","Mecklenburg-Western Pomerania","Part Time","5","","","","2"
"Partly, partly","1993","Brandenburg","Part Time","5","","","","2"
"Partly, partly","1993","Mecklenburg-Western Pomerania","Not Working","","","","","2"
"Partly, partly","1993","Saxony","Part Time","6","","","","2"
"Partly, partly","1993","Saxony","Not Working","2","","","","2"
"Partly, partly","1993","Thuringia","Not Working","1","","","","2"
"Partly, partly","1993","Saxony","Full Time","82","0.202277528053075","0.163997024732407","0.240558031373743","2"
"Partly, partly","1993","Saxony-Anhalt","Full Time","42","0.17660708767941","0.13007571497831","0.22313846038051","2"
"Partly, partly","1993","Saxony-Anhalt","Part Time","6","","","","2"
"Partly, partly","1993","Saxony-Anhalt","Not Working","","","","","2"
"Partly, partly","1993","Thuringia","Full Time","47","0.214684030893391","0.160671604352421","0.268696457434361","2"
"Partly, partly","1993","Thuringia","Part Time","6","","","","2"
"Acclaimed","1994","Schleswig-Holstein","Not Working","1","","","","1"
"Acclaimed","1994","Hamburg","Full Time","22","","","","1"
"Acclaimed","1994","Hamburg","Part Time","9","","","","1"
"Acclaimed","1994","Hamburg","Not Working","1","","","","1"
"Acclaimed","1994","Lower Saxony","Full Time","105","0.362883601496643","0.309009450269817","0.41675775272347","1"
"Acclaimed","1994","Lower Saxony","Part Time","36","0.385569395979152","0.289203636097528","0.481935155860777","1"
"Acclaimed","1994","Lower Saxony","Not Working","3","","","","1"
"Acclaimed","1994","Schleswig-Holstein","Full Time","26","","","","1"
"Acclaimed","1994","Schleswig-Holstein","Part Time","18","","","","1"
"Acclaimed","1994","Bremen","Full Time","5","","","","1"
"Acclaimed","1994","Bremen","Part Time","4","","","","1"
"Acclaimed","1994","Bremen","Not Working","","","","","1"
"Acclaimed","1994","North Rhine-Westphalia","Full Time","216","0.313526794807043","0.279987529268259","0.347066060345827","1"
"Acclaimed","1994","North Rhine-Westphalia","Part Time","67","0.39519132222042","0.326572463262557","0.463810181178284","1"
"Acclaimed","1994","North Rhine-Westphalia","Not Working","9","","","","1"
"Acclaimed","1994","Hesse","Full Time","96","0.433465255567947","0.372642173718359","0.494288337417535","1"
"Acclaimed","1994","Hesse","Part Time","40","0.463900446187054","0.356614172158762","0.571186720215345","1"
"Acclaimed","1994","Hesse","Not Working","","","","","1"
"Acclaimed","1994","Rhineland-Palatinate,Saarland","Full Time","59","0.326474799680876","0.260658639352554","0.392290960009197","1"
"Acclaimed","1994","Rhineland-Palatinate,Saarland","Part Time","15","","","","1"
"Acclaimed","1994","Rhineland-Palatinate,Saarland","Not Working","","","","","1"
"Acclaimed","1994","Baden-Württemberg","Full Time","186","0.354113069082453","0.313359140395601","0.394866997769305","1"
"Acclaimed","1994","Baden-Württemberg","Part Time","42","0.348070874938141","0.263886872572287","0.432254877303994","1"
"Acclaimed","1994","Baden-Württemberg","Not Working","5","","","","1"
"Acclaimed","1994","Bavaria","Full Time","212","0.410591328797281","0.368390013533319","0.452792644061244","1"
"Acclaimed","1994","Bavaria","Part Time","61","0.451248810109252","0.365042535299334","0.53745508491917","1"
"Acclaimed","1994","Bavaria","Not Working","2","","","","1"
"Acclaimed","1994","Berlin","Full Time","83","0.409874629916182","0.3415434036684","0.478205856163964","1"
"Acclaimed","1994","Berlin","Part Time","21","","","","1"
"Acclaimed","1994","Berlin","Not Working","","","","","1"
"Acclaimed","1994","Brandenburg","Full Time","85","0.332722797144626","0.271018060242506","0.394427534046747","1"
"Acclaimed","1994","Brandenburg","Part Time","11","","","","1"
"Acclaimed","1994","Brandenburg","Not Working","1","","","","1"
"Acclaimed","1994","Mecklenburg-Western Pomerania","Full Time","52","0.359077040244061","0.27932580396703","0.438828276521092","1"
"Acclaimed","1994","Mecklenburg-Western Pomerania","Part Time","19","","","","1"
"Acclaimed","1994","Mecklenburg-Western Pomerania","Not Working","","","","","1"
"Acclaimed","1994","Saxony","Full Time","158","0.353727509595174","0.307726613071591","0.399728406118758","1"
"Acclaimed","1994","Saxony","Part Time","27","","","","1"
"Acclaimed","1994","Saxony","Not Working","1","","","","1"
"Acclaimed","1994","Saxony-Anhalt","Full Time","97","0.370197237793544","0.311278001957609","0.429116473629479","1"
"Acclaimed","1994","Saxony-Anhalt","Part Time","20","","","","1"
"Acclaimed","1994","Saxony-Anhalt","Not Working","2","","","","1"
"Acclaimed","1994","Thuringia","Full Time","82","0.360092523008527","0.297920357557096","0.422264688459958","1"
"Acclaimed","1994","Thuringia","Part Time","28","","","","1"
"Acclaimed","1994","Thuringia","Not Working","","","","","1"
"Not paid","1994","Hamburg","Not Working","","","","","4"
"Not paid","1994","Schleswig-Holstein","Full Time","13","","","","4"
"Not paid","1994","Schleswig-Holstein","Part Time","2","","","","4"
"Not paid","1994","Schleswig-Holstein","Not Working","","","","","4"
"Not paid","1994","Hamburg","Full Time","5","","","","4"
"Not paid","1994","Hamburg","Part Time","1","","","","4"
"Not paid","1994","Lower Saxony","Full Time","33","0.108228731388532","0.0734202240919841","0.143037238685081","4"
"Not paid","1994","Lower Saxony","Part Time","11","","","","4"
"Not paid","1994","Lower Saxony","Not Working","1","","","","4"
"Not paid","1994","Bremen","Full Time","3","","","","4"
"Not paid","1994","Brandenburg","Full Time","37","0.195181385313076","0.143278406181994","0.247084364444158","4"
"Not paid","1994","Brandenburg","Part Time","10","","","","4"
"Not paid","1994","Bremen","Part Time","","","","","4"
"Not paid","1994","Bremen","Not Working","","","","","4"
"Not paid","1994","North Rhine-Westphalia","Full Time","134","0.214884489308654","0.185190145374021","0.244578833243286","4"
"Not paid","1994","North Rhine-Westphalia","Part Time","27","","","","4"
"Not paid","1994","North Rhine-Westphalia","Not Working","","","","","4"
"Not paid","1994","Berlin","Full Time","30","0.159689476259507","0.10879395081923","0.210585001699783","4"
"Not paid","1994","Berlin","Part Time","2","","","","4"
"Not paid","1994","Berlin","Not Working","","","","","4"
"Not paid","1994","Hesse","Full Time","38","0.169977448471823","0.123875572309916","0.216079324633729","4"
"Not paid","1994","Hesse","Part Time","9","","","","4"
"Not paid","1994","Hesse","Not Working","1","","","","4"
"Not paid","1994","Rhineland-Palatinate,Saarland","Full Time","22","","","","4"
"Not paid","1994","Bavaria","Full Time","75","0.180250791956706","0.147275250667145","0.213226333246267","4"
"Not paid","1994","Bavaria","Part Time","9","","","","4"
"Not paid","1994","Bavaria","Not Working","1","","","","4"
"Not paid","1994","Baden-Württemberg","Full Time","55","0.136391217981296","0.107144847049794","0.165637588912799","4"
"Not paid","1994","Baden-Württemberg","Part Time","10","","","","4"
"Not paid","1994","Baden-Württemberg","Not Working","2","","","","4"
"Not paid","1994","Rhineland-Palatinate,Saarland","Part Time","7","","","","4"
"Not paid","1994","Rhineland-Palatinate,Saarland","Not Working","","","","","4"
"Not paid","1994","Brandenburg","Not Working","1","","","","4"
"Not paid","1994","Mecklenburg-Western Pomerania","Full Time","28","","","","4"
"Not paid","1994","Mecklenburg-Western Pomerania","Part Time","8","","","","4"
"Not paid","1994","Mecklenburg-Western Pomerania","Not Working","","","","","4"
"Not paid","1994","Saxony","Full Time","85","0.216924352354517","0.177270986535582","0.256577718173452","4"
"Not paid","1994","Saxony","Part Time","8","","","","4"
"Not paid","1994","Saxony","Not Working","","","","","4"
"Not paid","1994","Saxony-Anhalt","Full Time","53","0.185893825194362","0.138424698220312","0.233362952168412","4"
"Not paid","1994","Saxony-Anhalt","Part Time","15","","","","4"
"Not paid","1994","Saxony-Anhalt","Not Working","","","","","4"
"Not paid","1994","Thuringia","Full Time","54","0.214083606358442","0.160957225684545","0.267209987032338","4"
"Not paid","1994","Thuringia","Part Time","7","","","","4"
"Not paid","1994","Thuringia","Not Working","","","","","4"
"Paid","1994","Schleswig-Holstein","Full Time","29","","","","3"
"Paid","1994","Schleswig-Holstein","Part Time","9","","","","3"
"Paid","1994","Schleswig-Holstein","Not Working","","","","","3"
"Paid","1994","Hamburg","Full Time","6","","","","3"
"Paid","1994","Hamburg","Part Time","2","","","","3"
"Paid","1994","Hamburg","Not Working","1","","","","3"
"Paid","1994","Lower Saxony","Full Time","106","0.337463855397082","0.284484606389651","0.390443104404513","3"
"Paid","1994","Lower Saxony","Part Time","36","0.303567846818016","0.212534115290602","0.39460157834543","3"
"Paid","1994","Saxony-Anhalt","Not Working","","","","","3"
"Paid","1994","Thuringia","Not Working","","","","","3"
"Paid","1994","Lower Saxony","Not Working","3","","","","3"
"Paid","1994","Bremen","Full Time","6","","","","3"
"Paid","1994","Bremen","Part Time","","","","","3"
"Paid","1994","Bremen","Not Working","","","","","3"
"Paid","1994","North Rhine-Westphalia","Full Time","288","0.349170850600153","0.314707546685875","0.38363415451443","3"
"Paid","1994","Mecklenburg-Western Pomerania","Not Working","2","","","","3"
"Paid","1994","Saxony","Not Working","1","","","","3"
"Paid","1994","Saxony-Anhalt","Full Time","64","0.270002078276638","0.21582911360981","0.324175042943467","3"
"Paid","1994","Saxony-Anhalt","Part Time","11","","","","3"
"Paid","1994","Thuringia","Full Time","60","0.304095330814648","0.244514013504186","0.36367664812511","3"
"Paid","1994","Thuringia","Part Time","8","","","","3"
"Paid","1994","North Rhine-Westphalia","Part Time","81","0.370136112894107","0.302366521094473","0.437905704693742","3"
"Paid","1994","North Rhine-Westphalia","Not Working","5","","","","3"
"Paid","1994","Hesse","Full Time","63","0.184447165326228","0.136843538264285","0.232050792388171","3"
"Paid","1994","Hesse","Part Time","21","","","","3"
"Paid","1994","Hesse","Not Working","1","","","","3"
"Paid","1994","Rhineland-Palatinate,Saarland","Full Time","68","0.311929139212232","0.246904890685226","0.376953387739238","3"
"Paid","1994","Berlin","Not Working","","","","","3"
"Paid","1994","Brandenburg","Not Working","","","","","3"
"Paid","1994","Mecklenburg-Western Pomerania","Full Time","32","0.295552458343663","0.219697791042897","0.371407125644429","3"
"Paid","1994","Mecklenburg-Western Pomerania","Part Time","8","","","","3"
"Paid","1994","Saxony","Full Time","93","0.243524402856187","0.202229851923991","0.284818953788384","3"
"Paid","1994","Saxony","Part Time","9","","","","3"
"Paid","1994","Rhineland-Palatinate,Saarland","Part Time","12","","","","3"
"Paid","1994","Rhineland-Palatinate,Saarland","Not Working","3","","","","3"
"Paid","1994","Baden-Württemberg","Full Time","175","0.281500796383993","0.243176586099412","0.319825006668574","3"
"Paid","1994","Baden-Württemberg","Part Time","55","0.359807817039196","0.274990209917003","0.44462542416139","3"
"Paid","1994","Baden-Württemberg","Not Working","4","","","","3"
"Paid","1994","Bavaria","Full Time","138","0.232097431118188","0.19588138232767","0.268313479908705","3"
