"plb0195_h","year","hgtyp1hh","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Partly, partly","1990","Couple + C. LE and GT 16","East Germany","","","","","2"
"Partly, partly","1990","Couple + C. LE and GT 16","West Germany","52","0.142692091378379","0.104189777814581","0.181194404942178","2"
"Acclaimed","1991","Couple + C. GT 16 ","East Germany","164","0.436591583569966","0.386124235873979","0.487058931265952","1"
"Acclaimed","1991","Couple + C. LE and GT 16","West Germany","82","0.266502759377521","0.220315004052415","0.312690514702626","1"
"Acclaimed","1991","Couple + C. LE and GT 16","East Germany","82","0.489728432843785","0.412270403413816","0.567186462273754","1"
"Acclaimed","1991","1-pers.-HH","West Germany","142","0.344401171672415","0.297181312787914","0.391621030556916","1"
"Acclaimed","1991","1-pers.-HH","East Germany","32","0.468559611100086","0.343334081400303","0.59378514079987","1"
"Acclaimed","1991","(Married) couple without C. ","West Germany","319","0.35619027870075","0.325229624303157","0.387150933098344","1"
"Acclaimed","1991","(Married) couple without C. ","East Germany","128","0.461833757333462","0.403017875439435","0.520649639227489","1"
"Acclaimed","1991","Single parent ","West Germany","62","0.357957806806887","0.289611524991309","0.426304088622464","1"
"Acclaimed","1991","Single parent ","East Germany","38","0.469584848882454","0.360899606037","0.578270091727908","1"
"Acclaimed","1991","Couple + C. LE 16 ","West Germany","274","0.294891752256526","0.266769725668194","0.323013778844858","1"
"Acclaimed","1991","Couple + C. LE 16 ","East Germany","368","0.444248928681547","0.410030589215784","0.478467268147309","1"
"Acclaimed","1991","Couple + C. GT 16 ","West Germany","236","0.316634184693118","0.284319711336951","0.348948658049285","1"
"Not paid","1991","(Married) couple without C. ","East Germany","52","0.184044333839771","0.138326246078157","0.229762421601384","4"
"Not paid","1991","1-pers.-HH","East Germany","3","","","","4"
"Not paid","1991","(Married) couple without C. ","West Germany","137","0.169585548882757","0.145323235656483","0.193847862109031","4"
"Not paid","1991","1-pers.-HH","West Germany","67","0.216010586023369","0.175115991429553","0.256905180617185","4"
"Not paid","1991","Single parent ","West Germany","16","","","","4"
"Not paid","1991","Single parent ","East Germany","13","","","","4"
"Not paid","1991","Couple + C. LE 16 ","West Germany","116","0.141133921983989","0.119662251464153","0.162605592503826","4"
"Not paid","1991","Couple + C. LE 16 ","East Germany","124","0.150045543611556","0.125452348241163","0.174638738981948","4"
"Not paid","1991","Couple + C. GT 16 ","West Germany","109","0.16489183123786","0.139113043315794","0.190670619159926","4"
"Not paid","1991","Couple + C. GT 16 ","East Germany","57","0.157450676354957","0.120388487165858","0.194512865544055","4"
"Not paid","1991","Couple + C. LE and GT 16","West Germany","40","0.141354642069369","0.104959894619385","0.177749389519353","4"
"Not paid","1991","Couple + C. LE and GT 16","East Germany","23","","","","4"
"Paid","1991","Couple + C. GT 16 ","East Germany","108","0.29581295806171","0.24937065502168","0.34225526110174","3"
"Paid","1991","Couple + C. LE and GT 16","West Germany","172","0.413337755927906","0.361895101793538","0.464780410062275","3"
"Paid","1991","Couple + C. LE and GT 16","East Germany","32","0.205857718473228","0.143207752869223","0.268507684077233","3"
"Paid","1991","1-pers.-HH","West Germany","126","0.302552419426185","0.256903616687476","0.348201222164895","3"
"Paid","1991","1-pers.-HH","East Germany","18","","","","3"
"Paid","1991","(Married) couple without C. ","West Germany","317","0.319723397354588","0.289571106624841","0.349875688084335","3"
"Paid","1991","(Married) couple without C. ","East Germany","62","0.227007644045652","0.177587797749064","0.27642749034224","3"
"Paid","1991","Single parent ","West Germany","80","0.402599553313904","0.33268193841489","0.472517168212917","3"
"Paid","1991","Single parent ","East Germany","17","","","","3"
"Paid","1991","Couple + C. LE 16 ","West Germany","486","0.419952962208005","0.389514736351523","0.450391188064486","3"
"Paid","1991","Couple + C. LE 16 ","East Germany","208","0.270647540419558","0.24005071631389","0.301244364525226","3"
"Paid","1991","Couple + C. GT 16 ","West Germany","329","0.369387598520597","0.335859110736408","0.402916086304786","3"
"Partly, partly","1991","1-pers.-HH","East Germany","8","","","","2"
"Partly, partly","1991","(Married) couple without C. ","West Germany","146","0.154500775061905","0.131133273873344","0.177868276250467","2"
"Partly, partly","1991","(Married) couple without C. ","East Germany","34","0.127114264781115","0.087816360267519","0.166412169294711","2"
"Partly, partly","1991","Single parent ","West Germany","31","0.142510289634957","0.0926729605856729","0.19234761868424","2"
"Partly, partly","1991","1-pers.-HH","West Germany","54","0.137035822878031","0.10286253773885","0.171209108017212","2"
"Partly, partly","1991","Single parent ","East Germany","13","","","","2"
"Partly, partly","1991","Couple + C. LE 16 ","West Germany","134","0.14402136355148","0.122367653052222","0.165675074050738","2"
"Partly, partly","1991","Couple + C. LE 16 ","East Germany","110","0.135057987287339","0.111520547907157","0.158595426667521","2"
"Partly, partly","1991","Couple + C. GT 16 ","West Germany","122","0.149086385548425","0.124343332500729","0.173829438596121","2"
"Partly, partly","1991","Couple + C. GT 16 ","East Germany","42","0.110144782013367","0.0782879360344846","0.14200162799225","2"
"Partly, partly","1991","Couple + C. LE and GT 16","West Germany","58","0.178804842625204","0.138774474175506","0.218835211074903","2"
"Partly, partly","1991","Couple + C. LE and GT 16","East Germany","23","","","","2"
"Acclaimed","1992","1-pers.-HH","West Germany","150","0.41066025041397","0.360668214688691","0.460652286139249","1"
"Acclaimed","1992","1-pers.-HH","East Germany","16","","","","1"
"Acclaimed","1992","(Married) couple without C. ","West Germany","327","0.374542838122602","0.342815848607938","0.406269827637267","1"
"Acclaimed","1992","(Married) couple without C. ","East Germany","92","0.379385464413176","0.316946539901204","0.441824388925149","1"
"Acclaimed","1992","Single parent ","West Germany","62","0.392842643904743","0.319427851760548","0.466257436048937","1"
"Acclaimed","1992","Single parent ","East Germany","33","0.386647021645325","0.27993442903318","0.493359614257471","1"
"Acclaimed","1992","Couple + C. LE 16 ","West Germany","252","0.272286019442039","0.244373834121179","0.3001982047629","1"
"Acclaimed","1992","Couple + C. LE 16 ","East Germany","291","0.38510958465308","0.349953523652178","0.420265645653982","1"
"Acclaimed","1992","Couple + C. GT 16 ","West Germany","262","0.365451632366187","0.331438232314968","0.399465032417406","1"
"Acclaimed","1992","Couple + C. GT 16 ","East Germany","141","0.410359859365955","0.357763654413061","0.462956064318849","1"
"Acclaimed","1992","Couple + C. LE and GT 16","West Germany","77","0.251507432755465","0.203820027862833","0.299194837648098","1"
"Acclaimed","1992","Couple + C. LE and GT 16","East Germany","66","0.424209881413501","0.346902536324854","0.501517226502147","1"
"Not paid","1992","(Married) couple without C. ","East Germany","45","0.190671028598057","0.140122444313086","0.241219612883028","4"
"Not paid","1992","1-pers.-HH","West Germany","50","0.152633374200028","0.11608760971701","0.189179138683046","4"
"Not paid","1992","1-pers.-HH","East Germany","10","","","","4"
"Not paid","1992","(Married) couple without C. ","West Germany","118","0.147037641774136","0.123823184814495","0.170252098733776","4"
"Not paid","1992","Single parent ","West Germany","19","","","","4"
"Not paid","1992","Single parent ","East Germany","13","","","","4"
"Not paid","1992","Couple + C. LE 16 ","West Germany","115","0.14006863377496","0.118306416070575","0.161830851479346","4"
"Not paid","1992","Couple + C. LE 16 ","East Germany","129","0.170405981408485","0.143242563998245","0.197569398818726","4"
"Not paid","1992","Couple + C. GT 16 ","West Germany","106","0.16624504552129","0.13994864548459","0.192541445557991","4"
"Not paid","1992","Couple + C. GT 16 ","East Germany","50","0.161078070318227","0.121772198366571","0.200383942269884","4"
"Not paid","1992","Couple + C. LE and GT 16","West Germany","48","0.183304683691357","0.140778996091507","0.225830371291208","4"
"Not paid","1992","Couple + C. LE and GT 16","East Germany","28","","","","4"
"Paid","1992","(Married) couple without C. ","East Germany","61","0.267707777557246","0.210733765426931","0.324681789687561","3"
"Paid","1992","1-pers.-HH","West Germany","114","0.280589711263373","0.234933400618767","0.326246021907978","3"
"Paid","1992","(Married) couple without C. ","West Germany","285","0.291914461059482","0.26211214617463","0.321716775944334","3"
"Paid","1992","1-pers.-HH","East Germany","22","","","","3"
"Paid","1992","Couple + C. GT 16 ","East Germany","93","0.26931298210779","0.221880834110512","0.316745130105067","3"
"Paid","1992","Couple + C. LE and GT 16","West Germany","140","0.382196640836165","0.328789036629239","0.435604245043091","3"
"Paid","1992","Couple + C. LE and GT 16","East Germany","34","0.206570637544677","0.143243961351522","0.269897313737831","3"
"Paid","1992","Single parent ","West Germany","66","0.354083036234608","0.282193689698943","0.425972382770274","3"
"Paid","1992","Couple + C. LE 16 ","East Germany","190","0.275329012139835","0.243058518451086","0.307599505828584","3"
"Paid","1992","Single parent ","East Germany","24","","","","3"
"Paid","1992","Couple + C. LE 16 ","West Germany","441","0.399254147139837","0.368544776374861","0.429963517904813","3"
"Paid","1992","Couple + C. GT 16 ","West Germany","295","0.341032778212041","0.307549135724951","0.374516420699131","3"
"Partly, partly","1992","(Married) couple without C. ","East Germany","34","0.162235729431521","0.114796429806228","0.209675029056813","2"
"Partly, partly","1992","Couple + C. LE 16 ","East Germany","126","0.1691554217986","0.14207146950519","0.19623937409201","2"
"Partly, partly","1992","1-pers.-HH","East Germany","10","","","","2"
"Partly, partly","1992","Single parent ","West Germany","23","","","","2"
"Partly, partly","1992","1-pers.-HH","West Germany","58","0.156116664122629","0.119232286647067","0.19300104159819","2"
"Partly, partly","1992","(Married) couple without C. ","West Germany","164","0.18650505904378","0.160972045933693","0.212038072153866","2"
"Partly, partly","1992","Single parent ","East Germany","10","","","","2"
"Partly, partly","1992","Couple + C. LE 16 ","West Germany","169","0.188391199643163","0.163872101685016","0.21291029760131","2"
"Partly, partly","1992","Couple + C. GT 16 ","East Germany","52","0.159249088208028","0.120124425816006","0.19837375060005","2"
"Partly, partly","1992","Couple + C. LE and GT 16","West Germany","53","0.182991242717012","0.140493776228864","0.22548870920516","2"
"Partly, partly","1992","Couple + C. LE and GT 16","East Germany","29","","","","2"
"Partly, partly","1992","Couple + C. GT 16 ","West Germany","107","0.127270543900482","0.103730541885561","0.150810545915402","2"
"Acclaimed","1993","1-pers.-HH","West Germany","169","0.401477340075697","0.353438898149822","0.449515782001571","1"
"Acclaimed","1993","1-pers.-HH","East Germany","16","","","","1"
"Acclaimed","1993","(Married) couple without C. ","West Germany","365","0.41668822637566","0.384567911991956","0.448808540759364","1"
"Acclaimed","1993","(Married) couple without C. ","East Germany","95","0.396099519666858","0.335105892633053","0.457093146700662","1"
"Acclaimed","1993","Single parent ","West Germany","54","0.317263727221646","0.246464136608516","0.388063317834776","1"
"Acclaimed","1993","Single parent ","East Germany","33","0.45397827278941","0.337345240357985","0.570611305220836","1"
"Acclaimed","1993","Couple + C. LE 16 ","West Germany","236","0.25898186799608","0.231006762266398","0.286956973725763","1"
"Acclaimed","1993","Couple + C. LE 16 ","East Germany","257","0.380699245837319","0.344677712766003","0.416720778908636","1"
"Acclaimed","1993","Couple + C. GT 16 ","West Germany","203","0.302488608468825","0.268015053720343","0.336962163217307","1"
"Acclaimed","1993","Couple + C. GT 16 ","East Germany","123","0.35953032761016","0.307599144215053","0.411461511005266","1"
"Acclaimed","1993","Couple + C. LE and GT 16","West Germany","91","0.310282067611629","0.260445492224365","0.360118642998893","1"
"Acclaimed","1993","Couple + C. LE and GT 16","East Germany","69","0.400435961263393","0.326121355212857","0.474750567313929","1"
"Not paid","1993","1-pers.-HH","West Germany","58","0.178091048130942","0.140597978741795","0.215584117520088","4"
"Not paid","1993","1-pers.-HH","East Germany","14","","","","4"
"Not paid","1993","(Married) couple without C. ","West Germany","136","0.171742229555667","0.147169969145272","0.196314489966062","4"
"Not paid","1993","(Married) couple without C. ","East Germany","45","0.170643934754033","0.123728520517542","0.217559348990524","4"
"Not paid","1993","Single parent ","West Germany","16","","","","4"
"Not paid","1993","Single parent ","East Germany","9","","","","4"
"Not paid","1993","Couple + C. LE 16 ","West Germany","128","0.172988578417404","0.148834687076407","0.197142469758401","4"
"Not paid","1993","Couple + C. LE 16 ","East Germany","128","0.17738508701803","0.149046563333663","0.205723610702398","4"
"Not paid","1993","Couple + C. GT 16 ","West Germany","102","0.17033552278714","0.1421218408889","0.19854920468538","4"
"Not paid","1993","Couple + C. GT 16 ","East Germany","60","0.202579899707765","0.159083537717131","0.2460762616984","4"
"Not paid","1993","Couple + C. LE and GT 16","West Germany","49","0.162580119679317","0.122829907883235","0.202330331475399","4"
"Not paid","1993","Couple + C. LE and GT 16","East Germany","28","","","","4"
"Paid","1993","(Married) couple without C. ","East Germany","57","0.228230639974513","0.175891045338933","0.280570234610093","3"
