"plb0195_h","year","hgtyp1hh","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Paid","1993","Couple + C. GT 16 ","East Germany","85","0.254340744597001","0.207211623062841","0.301469866131162","3"
"Paid","1993","Couple + C. LE and GT 16","West Germany","128","0.343403698029016","0.292248968334513","0.394558427723519","3"
"Paid","1993","Couple + C. LE and GT 16","East Germany","42","0.266987871039413","0.199892709626502","0.334083032452325","3"
"Paid","1993","Single parent ","West Germany","69","0.430133556687802","0.35481842293511","0.505448690440493","3"
"Paid","1993","Couple + C. LE 16 ","East Germany","190","0.272103233254281","0.239087410375566","0.305119056132997","3"
"Paid","1993","Single parent ","East Germany","16","","","","3"
"Paid","1993","Couple + C. LE 16 ","West Germany","416","0.392151743983097","0.360973812198918","0.423329675767277","3"
"Paid","1993","Couple + C. GT 16 ","West Germany","261","0.35932815537169","0.323318468328313","0.395337842415068","3"
"Partly, partly","1993","(Married) couple without C. ","East Germany","50","0.205025905604597","0.154678108642414","0.255373702566779","2"
"Partly, partly","1993","Single parent ","East Germany","12","","","","2"
"Partly, partly","1993","Couple + C. LE 16 ","West Germany","162","0.175877809603419","0.151565625944856","0.200189993261982","2"
"Partly, partly","1993","1-pers.-HH","East Germany","8","","","","2"
"Partly, partly","1993","(Married) couple without C. ","West Germany","131","0.135489256929048","0.113191487045765","0.157787026812331","2"
"Partly, partly","1993","Single parent ","West Germany","27","","","","2"
"Partly, partly","1993","Couple + C. LE 16 ","East Germany","123","0.169812433890369","0.141958070615359","0.197666797165379","2"
"Partly, partly","1993","1-pers.-HH","West Germany","65","0.1571178378501","0.121455133446875","0.192780542253324","2"
"Partly, partly","1993","Couple + C. GT 16 ","East Germany","60","0.183549028085074","0.141654985585214","0.225443070584933","2"
"Partly, partly","1993","Couple + C. LE and GT 16","West Germany","63","0.183734114680038","0.142014064920286","0.225454164439791","2"
"Partly, partly","1993","Couple + C. LE and GT 16","East Germany","28","","","","2"
"Partly, partly","1993","Couple + C. GT 16 ","West Germany","116","0.167847713372345","0.139798865711789","0.195896561032901","2"
"Acclaimed","1994","1-pers.-HH","West Germany","182","0.478265004378094","0.428496808856506","0.528033199899681","1"
"Acclaimed","1994","1-pers.-HH","East Germany","25","","","","1"
"Acclaimed","1994","(Married) couple without C. ","West Germany","384","0.411316586730569","0.380173059451985","0.442460114009153","1"
"Acclaimed","1994","(Married) couple without C. ","East Germany","102","0.374952511704556","0.317839088564868","0.432065934844244","1"
"Acclaimed","1994","Single parent ","West Germany","62","0.384556164773309","0.308214804568721","0.460897524977896","1"
"Acclaimed","1994","Single parent ","East Germany","27","","","","1"
"Acclaimed","1994","Couple + C. LE 16 ","West Germany","261","0.274266250860524","0.24518328318471","0.303349218536338","1"
"Acclaimed","1994","Couple + C. LE 16 ","East Germany","236","0.373718751338801","0.335389571278721","0.412047931398882","1"
"Acclaimed","1994","Couple + C. GT 16 ","West Germany","231","0.379133545923786","0.341066340112381","0.41720075173519","1"
"Acclaimed","1994","Couple + C. GT 16 ","East Germany","127","0.367171571256393","0.316306921553676","0.41803622095911","1"
"Acclaimed","1994","Couple + C. LE and GT 16","West Germany","107","0.339071006438054","0.287444877769244","0.390697135106865","1"
"Acclaimed","1994","Couple + C. LE and GT 16","East Germany","78","0.45974491798166","0.384827719369447","0.534662116593873","1"
"Not paid","1994","1-pers.-HH","West Germany","48","0.155203884219844","0.119127761492508","0.19128000694718","4"
"Not paid","1994","1-pers.-HH","East Germany","12","","","","4"
"Not paid","1994","(Married) couple without C. ","West Germany","131","0.139642127709369","0.117704655451207","0.16157959996753","4"
"Not paid","1994","(Married) couple without C. ","East Germany","61","0.208927466751463","0.160965225191025","0.2568897083119","4"
"Not paid","1994","Single parent ","West Germany","18","","","","4"
"Not paid","1994","Single parent ","East Germany","12","","","","4"
"Not paid","1994","Couple + C. LE 16 ","West Germany","132","0.197068472657516","0.17113792396346","0.222999021351571","4"
"Not paid","1994","Couple + C. LE 16 ","East Germany","115","0.17537974104943","0.145250437542935","0.205509044555926","4"
"Not paid","1994","Couple + C. GT 16 ","West Germany","84","0.153636451496801","0.125343294760173","0.18192960823343","4"
"Not paid","1994","Couple + C. GT 16 ","East Germany","68","0.210150466422613","0.167159628925235","0.253141303919992","4"
"Not paid","1994","Couple + C. LE and GT 16","West Germany","37","0.131556852780236","0.0946952458456143","0.168418459714858","4"
"Not paid","1994","Couple + C. LE and GT 16","East Germany","35","0.180512640445641","0.122696570209594","0.238328710681689","4"
"Paid","1994","(Married) couple without C. ","East Germany","59","0.213516640272647","0.165171348823662","0.261861931721632","3"
"Paid","1994","1-pers.-HH","West Germany","109","0.253878459101006","0.210516357308559","0.297240560893453","3"
"Paid","1994","1-pers.-HH","East Germany","22","","","","3"
"Paid","1994","(Married) couple without C. ","West Germany","285","0.280670554633096","0.252232418228285","0.309108691037907","3"
"Paid","1994","Couple + C. GT 16 ","East Germany","99","0.283291629733194","0.235744242930924","0.330839016535463","3"
"Paid","1994","Couple + C. LE and GT 16","West Germany","120","0.31796656567257","0.267180988748828","0.368752142596312","3"
"Paid","1994","Couple + C. LE and GT 16","East Germany","29","","","","3"
"Paid","1994","Single parent ","East Germany","16","","","","3"
"Paid","1994","Couple + C. LE 16 ","West Germany","343","0.347048726028623","0.316017460334861","0.378079991722384","3"
"Paid","1994","Single parent ","West Germany","47","0.260172340690565","0.191325877267028","0.329018804114102","3"
"Paid","1994","Couple + C. LE 16 ","East Germany","144","0.248648231142859","0.21440405489873","0.282892407386988","3"
"Paid","1994","Couple + C. GT 16 ","West Germany","206","0.299122533600317","0.263197150320582","0.335047916880052","3"
"Partly, partly","1994","1-pers.-HH","West Germany","48","0.112652652301056","0.0811526818139399","0.144152622788173","2"
"Partly, partly","1994","(Married) couple without C. ","East Germany","54","0.202603381271334","0.155184195837417","0.250022566705251","2"
"Partly, partly","1994","Single parent ","East Germany","10","","","","2"
"Partly, partly","1994","Couple + C. LE 16 ","West Germany","168","0.181616550453338","0.15648495813417","0.206748142772506","2"
"Partly, partly","1994","1-pers.-HH","East Germany","15","","","","2"
"Partly, partly","1994","(Married) couple without C. ","West Germany","159","0.168370730926966","0.144687717075388","0.192053744778545","2"
"Partly, partly","1994","Single parent ","West Germany","29","","","","2"
"Partly, partly","1994","Couple + C. LE 16 ","East Germany","117","0.202253276468909","0.170429429496543","0.234077123441276","2"
"Partly, partly","1994","Couple + C. GT 16 ","East Germany","51","0.1393863325878","0.102839246297067","0.175933418878533","2"
"Partly, partly","1994","Couple + C. LE and GT 16","West Germany","59","0.21140557510914","0.166877707355106","0.255933442863174","2"
"Partly, partly","1994","Couple + C. LE and GT 16","East Germany","28","","","","2"
"Partly, partly","1994","Couple + C. GT 16 ","West Germany","103","0.168107468979096","0.138765928352464","0.197449009605727","2"
"Acclaimed","1995","1-pers.-HH","West Germany","168","0.417358294351232","0.369033122853129","0.465683465849335","1"
"Acclaimed","1995","1-pers.-HH","East Germany","33","0.320313436415743","0.218067744507771","0.422559128323714","1"
"Acclaimed","1995","(Married) couple without C. ","West Germany","403","0.384810297689622","0.355182724160553","0.414437871218691","1"
"Acclaimed","1995","(Married) couple without C. ","East Germany","114","0.386760926698455","0.331651782214242","0.441870071182669","1"
"Acclaimed","1995","Single parent ","West Germany","71","0.458356158929488","0.380167415773032","0.536544902085944","1"
"Acclaimed","1995","Single parent ","East Germany","34","0.465233947816516","0.34579985827229","0.584668037360742","1"
"Acclaimed","1995","Couple + C. LE 16 ","West Germany","300","0.297796943611534","0.270384312984474","0.325209574238595","1"
"Acclaimed","1995","Couple + C. LE 16 ","East Germany","234","0.396811722643608","0.356542313751235","0.43708113153598","1"
"Acclaimed","1995","Couple + C. GT 16 ","West Germany","230","0.370576499399912","0.333758704377176","0.407394294422649","1"
"Acclaimed","1995","Couple + C. GT 16 ","East Germany","132","0.388645338623236","0.336909171949414","0.440381505297057","1"
"Acclaimed","1995","Couple + C. LE and GT 16","West Germany","127","0.397355301565738","0.345867597089998","0.448843006041477","1"
"Acclaimed","1995","Couple + C. LE and GT 16","East Germany","96","0.494158742592202","0.423985563645058","0.564331921539345","1"
"Not paid","1995","(Married) couple without C. ","East Germany","61","0.217068584519051","0.170418996718794","0.263718172319308","4"
"Not paid","1995","1-pers.-HH","West Germany","63","0.177757328992986","0.140291800873461","0.215222857112512","4"
"Not paid","1995","1-pers.-HH","East Germany","11","","","","4"
"Not paid","1995","(Married) couple without C. ","West Germany","154","0.160556292034008","0.138201137965284","0.182911446102732","4"
"Not paid","1995","Single parent ","West Germany","18","","","","4"
"Not paid","1995","Single parent ","East Germany","11","","","","4"
"Not paid","1995","Couple + C. LE 16 ","West Germany","131","0.167863005982277","0.14545856298736","0.190267448977195","4"
"Not paid","1995","Couple + C. LE 16 ","East Germany","92","0.154538985422677","0.12478655946011","0.184291411385243","4"
"Not paid","1995","Couple + C. GT 16 ","West Germany","101","0.170997893324576","0.14229533828893","0.199700448360222","4"
"Not paid","1995","Couple + C. GT 16 ","East Germany","54","0.15253935646585","0.114378191365253","0.190700521566447","4"
"Not paid","1995","Couple + C. LE and GT 16","West Germany","43","0.148401871049159","0.110997669267038","0.18580607283128","4"
"Not paid","1995","Couple + C. LE and GT 16","East Germany","33","0.150365906994205","0.10019852475369","0.200533289234719","4"
"Paid","1995","(Married) couple without C. ","East Germany","63","0.20057238763234","0.155260452675695","0.245884322588986","3"
"Paid","1995","1-pers.-HH","West Germany","93","0.220796016700966","0.18014800616753","0.261444027234402","3"
"Paid","1995","1-pers.-HH","East Germany","21","","","","3"
"Paid","1995","(Married) couple without C. ","West Germany","289","0.281188208352364","0.253811932897673","0.308564483807055","3"
"Paid","1995","Couple + C. GT 16 ","East Germany","86","0.255654962800343","0.209354517923876","0.30195540767681","3"
"Paid","1995","Couple + C. LE and GT 16","West Germany","130","0.315342288370168","0.266453281719538","0.364231295020798","3"
"Paid","1995","Couple + C. LE and GT 16","East Germany","36","0.192166907731917","0.136866172409436","0.247467643054398","3"
"Paid","1995","Single parent ","East Germany","15","","","","3"
"Paid","1995","Couple + C. LE 16 ","West Germany","444","0.349048651010382","0.320474292717166","0.377623009303598","3"
"Paid","1995","Couple + C. GT 16 ","West Germany","222","0.293706160070825","0.258984810425757","0.328427509715893","3"
"Paid","1995","Single parent ","West Germany","41","0.243900102831676","0.176512288122215","0.311287917541136","3"
"Paid","1995","Couple + C. LE 16 ","East Germany","125","0.2297564293274","0.195130260745607","0.264382597909193","3"
"Partly, partly","1995","1-pers.-HH","West Germany","76","0.184088359954815","0.146108546775477","0.222068173134153","2"
"Partly, partly","1995","(Married) couple without C. ","East Germany","62","0.195598101150153","0.150712574582918","0.240483627717389","2"
"Partly, partly","1995","Single parent ","West Germany","26","","","","2"
"Partly, partly","1995","Single parent ","East Germany","7","","","","2"
"Partly, partly","1995","Couple + C. LE 16 ","West Germany","194","0.185291399395806","0.162000405606326","0.208582393185286","2"
"Partly, partly","1995","Couple + C. LE 16 ","East Germany","116","0.218892862606316","0.184857712909622","0.252928012303009","2"
"Partly, partly","1995","1-pers.-HH","East Germany","15","","","","2"
"Partly, partly","1995","(Married) couple without C. ","West Germany","190","0.173445201924006","0.150389137122557","0.196501266725455","2"
"Partly, partly","1995","Couple + C. GT 16 ","East Germany","69","0.203160342110571","0.160455625970709","0.245865058250433","2"
"Partly, partly","1995","Couple + C. LE and GT 16","West Germany","47","0.138900539014935","0.102512221311699","0.175288856718171","2"
"Partly, partly","1995","Couple + C. LE and GT 16","East Germany","30","0.163308442681676","0.111426312702099","0.215190572661253","2"
"Partly, partly","1995","Couple + C. GT 16 ","West Germany","108","0.164719447204687","0.136442274493453","0.19299661991592","2"
"Acclaimed","1996","1-pers.-HH","West Germany","192","0.473365665412356","0.424918210015872","0.52181312080884","1"
"Acclaimed","1996","1-pers.-HH","East Germany","43","0.376702360245076","0.277687338046499","0.475717382443653","1"
"Acclaimed","1996","(Married) couple without C. ","West Germany","450","0.440191741704628","0.408887720896273","0.471495762512983","1"
"Acclaimed","1996","(Married) couple without C. ","East Germany","134","0.440265504773291","0.385182305065291","0.495348704481292","1"
"Acclaimed","1996","Single parent ","West Germany","85","0.50910173530866","0.435034334627786","0.583169135989534","1"
"Acclaimed","1996","Single parent ","East Germany","32","0.381621493925971","0.266999712948096","0.496243274903845","1"
"Acclaimed","1996","Couple + C. LE 16 ","West Germany","349","0.346118536252035","0.317177681305586","0.375059391198483","1"
"Acclaimed","1996","Couple + C. LE 16 ","East Germany","194","0.380900980109142","0.338078608111052","0.423723352107231","1"
"Acclaimed","1996","Couple + C. GT 16 ","West Germany","241","0.391265941812614","0.353277342098507","0.42925454152672","1"
"Acclaimed","1996","Couple + C. GT 16 ","East Germany","140","0.429912517195681","0.376006606970633","0.48381842742073","1"
"Acclaimed","1996","Couple + C. LE and GT 16","West Germany","144","0.460402330146","0.407807587695902","0.512997072596098","1"
"Acclaimed","1996","Couple + C. LE and GT 16","East Germany","103","0.470278920466166","0.402449546685635","0.538108294246697","1"
"Not paid","1996","(Married) couple without C. ","West Germany","138","0.154439135185247","0.1316509024907","0.177227367879794","4"
"Not paid","1996","1-pers.-HH","East Germany","12","","","","4"
"Not paid","1996","1-pers.-HH","West Germany","57","0.161350831662245","0.125656950455927","0.197044712868562","4"
"Not paid","1996","(Married) couple without C. ","East Germany","64","0.213293817267061","0.167840434616601","0.25874719991752","4"
"Not paid","1996","Single parent ","West Germany","17","","","","4"
"Not paid","1996","Single parent ","East Germany","16","","","","4"
"Not paid","1996","Couple + C. LE 16 ","West Germany","135","0.165574873092671","0.14296280334349","0.188186942841853","4"
"Not paid","1996","Couple + C. LE 16 ","East Germany","82","0.157947533007332","0.12578793463791","0.190107131376755","4"
"Not paid","1996","Couple + C. GT 16 ","West Germany","97","0.179740017178569","0.149851689646411","0.209628344710726","4"
"Not paid","1996","Couple + C. GT 16 ","East Germany","58","0.182542246016004","0.14048024401873","0.224604248013278","4"
"Not paid","1996","Couple + C. LE and GT 16","West Germany","30","0.102560639054511","0.0705472642457321","0.134574013863289","4"
"Not paid","1996","Couple + C. LE and GT 16","East Germany","43","0.217835859165819","0.161740096020446","0.273931622311192","4"
"Paid","1996","1-pers.-HH","West Germany","85","0.187099146724203","0.149257266860789","0.224941026587616","3"
"Paid","1996","1-pers.-HH","East Germany","24","","","","3"
"Paid","1996","(Married) couple without C. ","West Germany","220","0.220287872970946","0.194152905309272","0.246422840632619","3"
"Paid","1996","(Married) couple without C. ","East Germany","65","0.199774966462995","0.155409260771845","0.244140672154146","3"
"Paid","1996","Single parent ","West Germany","50","0.245724169785627","0.181939237229765","0.30950910234149","3"
"Paid","1996","Single parent ","East Germany","14","","","","3"
"Paid","1996","Couple + C. LE 16 ","West Germany","374","0.309821404596174","0.281690359516003","0.337952449676345","3"
"Paid","1996","Couple + C. LE 16 ","East Germany","123","0.250358768762827","0.212156183582563","0.288561353943092","3"
"Paid","1996","Couple + C. GT 16 ","West Germany","201","0.28832148554256","0.253061356862322","0.323581614222798","3"
"Paid","1996","Couple + C. GT 16 ","East Germany","62","0.194719366326116","0.151601844974396","0.237836887677837","3"
"Paid","1996","Couple + C. LE and GT 16","West Germany","121","0.304063840311016","0.255523185259916","0.352604495362115","3"
"Paid","1996","Couple + C. LE and GT 16","East Germany","40","0.183208080841076","0.130637297003787","0.235778864678365","3"
"Partly, partly","1996","Couple + C. LE 16 ","East Germany","95","0.210792718120698","0.174825407926067","0.24676002831533","2"
"Partly, partly","1996","1-pers.-HH","East Germany","13","","","","2"
"Partly, partly","1996","1-pers.-HH","West Germany","74","0.178184356201197","0.141053069615273","0.21531564278712","2"
"Partly, partly","1996","Single parent ","East Germany","7","","","","2"
"Partly, partly","1996","Single parent ","West Germany","23","","","","2"
"Partly, partly","1996","(Married) couple without C. ","West Germany","158","0.18508125013918","0.160590736419427","0.209571763858933","2"
"Partly, partly","1996","Couple + C. LE 16 ","West Germany","180","0.17848518605912","0.155190428115808","0.201779944002432","2"
"Partly, partly","1996","(Married) couple without C. ","East Germany","49","0.146665711496653","0.107410737946411","0.185920685046895","2"
"Partly, partly","1996","Couple + C. GT 16 ","West Germany","95","0.140672555466258","0.113608835464439","0.167736275468077","2"
"Partly, partly","1996","Couple + C. GT 16 ","East Germany","64","0.192825870462198","0.149868088119393","0.235783652805004","2"
"Partly, partly","1996","Couple + C. LE and GT 16","West Germany","50","0.132973190488474","0.0971440119337258","0.168802369043222","2"
"Partly, partly","1996","Couple + C. LE and GT 16","East Germany","22","","","","2"
"Acclaimed","1997","1-pers.-HH","West Germany","158","0.447881015709675","0.395858398161889","0.499903633257462","1"
"Acclaimed","1997","1-pers.-HH","East Germany","42","0.380947937976078","0.280619687949766","0.481276188002389","1"
"Acclaimed","1997","(Married) couple without C. ","West Germany","399","0.446866494407091","0.413811119865359","0.479921868948823","1"
"Acclaimed","1997","(Married) couple without C. ","East Germany","121","0.415249083016738","0.359207594356386","0.471290571677089","1"
"Acclaimed","1997","Single parent ","West Germany","76","0.541108136590742","0.460278826118357","0.621937447063127","1"
"Acclaimed","1997","Single parent ","East Germany","35","0.483154283126979","0.364381478320262","0.601927087933696","1"
"Acclaimed","1997","Couple + C. LE 16 ","West Germany","328","0.385666552748538","0.353396442942","0.417936662555077","1"
"Acclaimed","1997","Couple + C. LE 16 ","East Germany","168","0.416978503343139","0.36798117416909","0.465975832517187","1"
"Acclaimed","1997","Couple + C. GT 16 ","West Germany","213","0.432782712619446","0.3893109249495","0.476254500289393","1"
"Acclaimed","1997","Couple + C. GT 16 ","East Germany","137","0.446093401608589","0.39163006164574","0.500556741571437","1"
"Acclaimed","1997","Couple + C. LE and GT 16","West Germany","117","0.445884230077411","0.387348705073763","0.504419755081059","1"
"Acclaimed","1997","Couple + C. LE and GT 16","East Germany","85","0.490918473414561","0.419457731170926","0.562379215658196","1"
"Not paid","1997","1-pers.-HH","East Germany","16","","","","4"
"Not paid","1997","1-pers.-HH","West Germany","69","0.241902878620263","0.197102934242528","0.286702822997999","4"
"Not paid","1997","(Married) couple without C. ","East Germany","74","0.261987097218479","0.211978831305276","0.311995363131682","4"
"Not paid","1997","(Married) couple without C. ","West Germany","137","0.178736370610153","0.153263026328212","0.204209714892093","4"
"Not paid","1997","Single parent ","West Germany","21","","","","4"
"Not paid","1997","Single parent ","East Germany","11","","","","4"
"Not paid","1997","Couple + C. LE 16 ","West Germany","138","0.192384116697901","0.16625171006935","0.218516523326452","4"
"Not paid","1997","Couple + C. LE 16 ","East Germany","67","0.176921354252328","0.138999978474411","0.214842730030245","4"
"Not paid","1997","Couple + C. GT 16 ","West Germany","86","0.190505405701793","0.156049914436715","0.224960896966871","4"
"Not paid","1997","Couple + C. GT 16 ","East Germany","60","0.177094980008615","0.135268522549986","0.218921437467244","4"
"Not paid","1997","Couple + C. LE and GT 16","West Germany","27","","","","4"
"Not paid","1997","Couple + C. LE and GT 16","East Germany","37","0.205467151740855","0.147711259804071","0.263223043677639","4"
"Paid","1997","1-pers.-HH","West Germany","40","0.0987046836140105","0.0675016391260485","0.129907728101972","3"
"Paid","1997","(Married) couple without C. ","East Germany","36","0.12457002732333","0.087013333632667","0.162126721013993","3"
"Paid","1997","1-pers.-HH","East Germany","11","","","","3"
"Paid","1997","(Married) couple without C. ","West Germany","160","0.168246229770611","0.143374369893421","0.193118089647801","3"
"Paid","1997","Single parent ","West Germany","24","","","","3"
"Paid","1997","Single parent ","East Germany","12","","","","3"
"Paid","1997","Couple + C. LE 16 ","West Germany","215","0.203309031830324","0.176627199071934","0.229990864588714","3"
"Paid","1997","Couple + C. LE 16 ","East Germany","62","0.161967264681877","0.125355774513104","0.198578754850649","3"
"Paid","1997","Couple + C. GT 16 ","West Germany","101","0.186530370348576","0.1523526362863","0.220708104410851","3"
"Paid","1997","Couple + C. GT 16 ","East Germany","47","0.158821409226752","0.118774248589443","0.198868569864062","3"
"Paid","1997","Couple + C. LE and GT 16","West Germany","79","0.244449852516488","0.193840038234729","0.295059666798248","3"
"Paid","1997","Couple + C. LE and GT 16","East Germany","25","","","","3"
"Partly, partly","1997","1-pers.-HH","West Germany","84","0.211511422056051","0.168788677092008","0.254234167020094","2"
"Partly, partly","1997","Couple + C. LE 16 ","East Germany","92","0.244132877722656","0.201444548897555","0.286821206547758","2"
"Partly, partly","1997","(Married) couple without C. ","East Germany","66","0.198193792441453","0.152857124567363","0.243530460315544","2"
"Partly, partly","1997","Single parent ","East Germany","10","","","","2"
"Partly, partly","1997","(Married) couple without C. ","West Germany","173","0.206150905212145","0.179254155428608","0.233047654995682","2"
"Partly, partly","1997","Couple + C. LE 16 ","West Germany","193","0.218640298723237","0.191238253100437","0.246042344346038","2"
"Partly, partly","1997","1-pers.-HH","East Germany","21","","","","2"
"Partly, partly","1997","Single parent ","West Germany","25","","","","2"
"Partly, partly","1997","Couple + C. GT 16 ","West Germany","99","0.190181511330185","0.155748436273","0.22461458638737","2"
"Partly, partly","1997","Couple + C. GT 16 ","East Germany","76","0.217990209156044","0.17275280341994","0.263227614892149","2"
"Partly, partly","1997","Couple + C. LE and GT 16","West Germany","54","0.20228162656318","0.154976171719356","0.249587081407004","2"
"Partly, partly","1997","Couple + C. LE and GT 16","East Germany","41","0.193236692808834","0.136796689151378","0.24967669646629","2"
"Acclaimed","1998","Single parent ","West Germany","94","0.574015163566612","0.500115472959428","0.647914854173796","1"
"Acclaimed","1998","Single parent ","East Germany","31","0.453984691705059","0.328006468240331","0.579962915169786","1"
"Acclaimed","1998","Couple + C. LE 16 ","West Germany","377","0.389226660274591","0.358622031993034","0.419831288556147","1"
"Acclaimed","1998","Couple + C. LE 16 ","East Germany","189","0.465427795818387","0.417145767391474","0.513709824245299","1"
"Acclaimed","1998","Couple + C. GT 16 ","West Germany","241","0.444699639338571","0.402902597818775","0.486496680858368","1"
"Acclaimed","1998","Couple + C. GT 16 ","East Germany","163","0.42667066112156","0.376410359022321","0.476930963220799","1"
"Acclaimed","1998","Couple + C. LE and GT 16","West Germany","118","0.44578050334146","0.387246309504392","0.504314697178529","1"
"Acclaimed","1998","Couple + C. LE and GT 16","East Germany","106","0.592765678029148","0.524330530574385","0.661200825483911","1"
"Acclaimed","1998","1-pers.-HH","West Germany","206","0.483675471967315","0.435768539814562","0.531582404120069","1"
"Acclaimed","1998","1-pers.-HH","East Germany","33","0.349728700329275","0.251205215085676","0.448252185572873","1"
"Acclaimed","1998","(Married) couple without C. ","West Germany","446","0.451338384767148","0.42023019381578","0.482446575718516","1"
"Acclaimed","1998","(Married) couple without C. ","East Germany","142","0.416508407280496","0.362746332904569","0.470270481656423","1"
"Not paid","1998","1-pers.-HH","West Germany","72","0.203060867978701","0.164496550857636","0.241625185099765","4"
"Not paid","1998","(Married) couple without C. ","East Germany","65","0.212740157961573","0.168109774539034","0.257370541384113","4"
"Not paid","1998","1-pers.-HH","East Germany","14","","","","4"
"Not paid","1998","(Married) couple without C. ","West Germany","174","0.182545630307115","0.158397205191875","0.206694055422356","4"
"Not paid","1998","Single parent ","West Germany","19","","","","4"
"Not paid","1998","Single parent ","East Germany","7","","","","4"
"Not paid","1998","Couple + C. LE 16 ","West Germany","169","0.210728075273449","0.185129233807164","0.236326916739733","4"
"Not paid","1998","Couple + C. LE 16 ","East Germany","69","0.176882409791037","0.139948147656644","0.213816671925431","4"
"Not paid","1998","Couple + C. GT 16 ","West Germany","85","0.158716011316238","0.127981249040257","0.189450773592219","4"
"Not paid","1998","Couple + C. GT 16 ","East Germany","68","0.175052659007023","0.136436053944444","0.213669264069601","4"
"Not paid","1998","Couple + C. LE and GT 16","West Germany","35","0.124896074608935","0.0859635634301936","0.163828585787677","4"
"Not paid","1998","Couple + C. LE and GT 16","East Germany","35","0.147996783375711","0.0985358564228304","0.197457710328591","4"
"Paid","1998","1-pers.-HH","West Germany","53","0.123869224072973","0.092288205958677","0.15545024218727","3"
"Paid","1998","1-pers.-HH","East Germany","14","","","","3"
"Paid","1998","(Married) couple without C. ","East Germany","42","0.144432278880659","0.106096335295945","0.182768222465374","3"
"Paid","1998","(Married) couple without C. ","West Germany","148","0.151751466793707","0.129323012742996","0.174179920844419","3"
"Paid","1998","Single parent ","West Germany","31","0.161570006740111","0.106565580086771","0.216574433393451","3"
"Paid","1998","Single parent ","East Germany","11","","","","3"
"Paid","1998","Couple + C. LE 16 ","West Germany","220","0.199579634393276","0.174491812397146","0.224667456389405","3"
"Paid","1998","Couple + C. LE 16 ","East Germany","52","0.120014230720509","0.0885577335669782","0.15147072787404","3"
"Paid","1998","Couple + C. GT 16 ","West Germany","105","0.174735060823918","0.142795061591143","0.206675060056694","3"
"Paid","1998","Couple + C. GT 16 ","East Germany","53","0.135630853133538","0.100836762040231","0.170424944226846","3"
"Paid","1998","Couple + C. LE and GT 16","West Germany","73","0.253162663625105","0.201956640811408","0.304368686438801","3"
"Paid","1998","Couple + C. LE and GT 16","East Germany","28","","","","3"
"Partly, partly","1998","1-pers.-HH","West Germany","87","0.189394435981011","0.151832467110106","0.226956404851916","2"
"Partly, partly","1998","(Married) couple without C. ","East Germany","74","0.226319155877271","0.180685169415129","0.271953142339414","2"
"Partly, partly","1998","Couple + C. LE 16 ","East Germany","100","0.237675563670067","0.196473558754191","0.278877568585943","2"
"Partly, partly","1998","(Married) couple without C. ","West Germany","215","0.21436451813203","0.188710326895881","0.240018709368178","2"
"Partly, partly","1998","Single parent ","East Germany","11","","","","2"
"Partly, partly","1998","1-pers.-HH","East Germany","29","","","","2"
"Partly, partly","1998","Couple + C. LE 16 ","West Germany","209","0.200465630058685","0.175336103087373","0.225595157029997","2"
"Partly, partly","1998","Single parent ","West Germany","28","","","","2"
"Partly, partly","1998","Couple + C. GT 16 ","West Germany","112","0.221849288521273","0.186902356452276","0.256796220590269","2"
"Partly, partly","1998","Couple + C. GT 16 ","East Germany","88","0.262645826737879","0.217926017257745","0.307365636218013","2"
"Partly, partly","1998","Couple + C. LE and GT 16","West Germany","51","0.1761607584245","0.131298200764375","0.221023316084624","2"
"Partly, partly","1998","Couple + C. LE and GT 16","East Germany","29","","","","2"
"Acclaimed","1999","1-pers.-HH","West Germany","193","0.534246075861785","0.484223581800567","0.584268569923004","1"
"Acclaimed","1999","1-pers.-HH","East Germany","59","0.474657581164765","0.382991828046305","0.566323334283224","1"
"Acclaimed","1999","(Married) couple without C. ","West Germany","468","0.466231618311299","0.435281657471327","0.497181579151272","1"
"Acclaimed","1999","(Married) couple without C. ","East Germany","147","0.418461088573252","0.365948289043126","0.470973888103379","1"
"Acclaimed","1999","Single parent ","West Germany","81","0.483083449475305","0.408185257516954","0.557981641433656","1"
"Acclaimed","1999","Single parent ","East Germany","35","0.544248742946145","0.42757806380029","0.660919422091999","1"
"Acclaimed","1999","Couple + C. LE 16 ","West Germany","387","0.404257235152088","0.373687703663526","0.434826766640649","1"
"Acclaimed","1999","Couple + C. LE 16 ","East Germany","183","0.436188498156414","0.38777130171678","0.484605694596049","1"
"Acclaimed","1999","Couple + C. GT 16 ","West Germany","232","0.465955930578557","0.424304179743598","0.507607681413516","1"
"Acclaimed","1999","Couple + C. GT 16 ","East Germany","176","0.46029730085424","0.409442563336231","0.511152038372249","1"
"Acclaimed","1999","Couple + C. LE and GT 16","West Germany","111","0.395204908774195","0.336342172328674","0.454067645219715","1"
"Acclaimed","1999","Couple + C. LE and GT 16","East Germany","89","0.487462369489363","0.415629197400692","0.559295541578035","1"
"Not paid","1999","(Married) couple without C. ","East Germany","80","0.248862312101734","0.202837970518992","0.294886653684476","4"
"Not paid","1999","1-pers.-HH","West Germany","72","0.197417898383581","0.15750121889504","0.237334577872122","4"
"Not paid","1999","1-pers.-HH","East Germany","12","","","","4"
"Not paid","1999","(Married) couple without C. ","West Germany","167","0.181343684644996","0.157438899399179","0.205248469890814","4"
