"plb0195_h","year","age_gr","n","percent","lower_confidence","upper_confidence"
"Paid","2017","16-34 y.","","","",""
"Paid","2017","35-65 y.","","","",""
"Paid","2017","66 and older","","","",""
"Not paid","2017","16-34 y.","","","",""
"Not paid","2017","35-65 y.","","","",""
"Not paid","2017","66 and older","","","",""
"Acclaimed","2018","16-34 y.","1198","0.527007286881667","0.506769576674798","0.547244997088536"
"Acclaimed","2018","35-65 y.","4049","0.541124232813695","0.529830893478209","0.552417572149182"
"Acclaimed","2018","66 and older","23","","",""
"Partly, partly","2018","16-34 y.","590","0.267001061916382","0.24906884413248","0.284933279700285"
"Partly, partly","2018","35-65 y.","1538","0.205214493252739","0.196061665095097","0.21436732141038"
"Partly, partly","2018","66 and older","17","","",""
"Paid","2018","16-34 y.","303","0.101125307249535","0.0889043467231214","0.113346267775949"
"Paid","2018","35-65 y.","869","0.110655490340431","0.103545846878522","0.11776513380234"
"Paid","2018","66 and older","21","","",""
"Not paid","2018","16-34 y.","247","0.104866343952415","0.0924473091432766","0.117285378761554"
"Not paid","2018","35-65 y.","1023","0.143005783593135","0.135071785880601","0.150939781305668"
"Not paid","2018","66 and older","10","","",""
