"plb0195_h","year","hgtyp1hh","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Partly, partly","1987","Couple + C. LE and GT 16","(2a) intermediate vocational","","","",""
"Partly, partly","1987","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","","","",""
"Partly, partly","1987","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","","","",""
"Partly, partly","1987","Couple + C. LE and GT 16","(3a) lower tertiary education","","","",""
"Partly, partly","1987","Couple + C. LE and GT 16","(3b) higher tertiary education","","","",""
"Paid","1987","1-pers.-HH","(0) in school","","","",""
"Paid","1987","1-pers.-HH","(1a) inadequately completed","","","",""
"Paid","1987","1-pers.-HH","(1b) general elementary school","","","",""
"Paid","1987","1-pers.-HH","(1c) basic vocational qualification","","","",""
"Paid","1987","1-pers.-HH","(2b) intermediate general qualification","","","",""
"Paid","1987","1-pers.-HH","(2a) intermediate vocational","","","",""
"Paid","1987","1-pers.-HH","(2c_gen) general maturity certificate","","","",""
"Paid","1987","1-pers.-HH","(2c_voc) vocational maturity certificate","","","",""
"Paid","1987","1-pers.-HH","(3a) lower tertiary education","","","",""
"Paid","1987","1-pers.-HH","(3b) higher tertiary education","","","",""
"Paid","1987","(Married) couple without C. ","(0) in school","","","",""
"Paid","1987","(Married) couple without C. ","(1a) inadequately completed","","","",""
"Paid","1987","(Married) couple without C. ","(1b) general elementary school","","","",""
"Paid","1987","(Married) couple without C. ","(1c) basic vocational qualification","","","",""
"Paid","1987","(Married) couple without C. ","(2b) intermediate general qualification","","","",""
"Paid","1987","(Married) couple without C. ","(2a) intermediate vocational","","","",""
"Paid","1987","(Married) couple without C. ","(2c_gen) general maturity certificate","","","",""
"Paid","1987","(Married) couple without C. ","(2c_voc) vocational maturity certificate","","","",""
"Paid","1987","(Married) couple without C. ","(3a) lower tertiary education","","","",""
"Paid","1987","(Married) couple without C. ","(3b) higher tertiary education","","","",""
"Paid","1987","Single parent ","(0) in school","","","",""
"Paid","1987","Single parent ","(1a) inadequately completed","","","",""
"Paid","1987","Single parent ","(1b) general elementary school","","","",""
"Paid","1987","Single parent ","(1c) basic vocational qualification","","","",""
"Paid","1987","Single parent ","(2b) intermediate general qualification","","","",""
"Paid","1987","Single parent ","(2a) intermediate vocational","","","",""
"Paid","1987","Single parent ","(2c_gen) general maturity certificate","","","",""
"Paid","1987","Single parent ","(2c_voc) vocational maturity certificate","","","",""
"Paid","1987","Single parent ","(3a) lower tertiary education","","","",""
"Paid","1987","Single parent ","(3b) higher tertiary education","","","",""
"Paid","1987","Couple + C. LE 16 ","(0) in school","","","",""
"Paid","1987","Couple + C. LE 16 ","(1a) inadequately completed","","","",""
"Paid","1987","Couple + C. LE 16 ","(1b) general elementary school","","","",""
"Paid","1987","Couple + C. LE 16 ","(1c) basic vocational qualification","","","",""
"Paid","1987","Couple + C. LE 16 ","(2b) intermediate general qualification","","","",""
"Paid","1987","Couple + C. LE 16 ","(2a) intermediate vocational","","","",""
"Paid","1987","Couple + C. LE 16 ","(2c_gen) general maturity certificate","","","",""
"Paid","1987","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","","","",""
"Paid","1987","Couple + C. LE 16 ","(3a) lower tertiary education","","","",""
"Paid","1987","Couple + C. LE 16 ","(3b) higher tertiary education","","","",""
"Paid","1987","Couple + C. GT 16 ","(0) in school","","","",""
"Paid","1987","Couple + C. GT 16 ","(1a) inadequately completed","","","",""
"Paid","1987","Couple + C. GT 16 ","(1b) general elementary school","","","",""
"Paid","1987","Couple + C. GT 16 ","(1c) basic vocational qualification","","","",""
"Paid","1987","Couple + C. GT 16 ","(2b) intermediate general qualification","","","",""
"Paid","1987","Couple + C. GT 16 ","(2a) intermediate vocational","","","",""
"Paid","1987","Couple + C. GT 16 ","(2c_gen) general maturity certificate","","","",""
"Paid","1987","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","","","",""
"Paid","1987","Couple + C. GT 16 ","(3a) lower tertiary education","","","",""
"Paid","1987","Couple + C. GT 16 ","(3b) higher tertiary education","","","",""
"Paid","1987","Couple + C. LE and GT 16","(0) in school","","","",""
"Paid","1987","Couple + C. LE and GT 16","(1a) inadequately completed","","","",""
"Paid","1987","Couple + C. LE and GT 16","(1b) general elementary school","","","",""
"Paid","1987","Couple + C. LE and GT 16","(1c) basic vocational qualification","","","",""
"Paid","1987","Couple + C. LE and GT 16","(2b) intermediate general qualification","","","",""
"Paid","1987","Couple + C. LE and GT 16","(2a) intermediate vocational","","","",""
"Paid","1987","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","","","",""
"Paid","1987","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","","","",""
"Paid","1987","Couple + C. LE and GT 16","(3a) lower tertiary education","","","",""
"Paid","1987","Couple + C. LE and GT 16","(3b) higher tertiary education","","","",""
"Not paid","1987","1-pers.-HH","(0) in school","","","",""
"Not paid","1987","1-pers.-HH","(1a) inadequately completed","","","",""
"Not paid","1987","1-pers.-HH","(1b) general elementary school","","","",""
"Not paid","1987","1-pers.-HH","(1c) basic vocational qualification","","","",""
"Not paid","1987","1-pers.-HH","(2b) intermediate general qualification","","","",""
"Not paid","1987","1-pers.-HH","(2a) intermediate vocational","","","",""
"Not paid","1987","1-pers.-HH","(2c_gen) general maturity certificate","","","",""
"Not paid","1987","1-pers.-HH","(2c_voc) vocational maturity certificate","","","",""
"Not paid","1987","1-pers.-HH","(3a) lower tertiary education","","","",""
"Not paid","1987","1-pers.-HH","(3b) higher tertiary education","","","",""
"Not paid","1987","(Married) couple without C. ","(0) in school","","","",""
"Not paid","1987","(Married) couple without C. ","(1a) inadequately completed","","","",""
"Not paid","1987","(Married) couple without C. ","(1b) general elementary school","","","",""
"Not paid","1987","(Married) couple without C. ","(1c) basic vocational qualification","","","",""
"Not paid","1987","(Married) couple without C. ","(2b) intermediate general qualification","","","",""
"Not paid","1987","(Married) couple without C. ","(2a) intermediate vocational","","","",""
"Not paid","1987","(Married) couple without C. ","(2c_gen) general maturity certificate","","","",""
"Not paid","1987","(Married) couple without C. ","(2c_voc) vocational maturity certificate","","","",""
"Not paid","1987","(Married) couple without C. ","(3a) lower tertiary education","","","",""
"Not paid","1987","(Married) couple without C. ","(3b) higher tertiary education","","","",""
"Not paid","1987","Single parent ","(0) in school","","","",""
"Not paid","1987","Single parent ","(1a) inadequately completed","","","",""
"Not paid","1987","Single parent ","(1b) general elementary school","","","",""
"Not paid","1987","Single parent ","(1c) basic vocational qualification","","","",""
"Not paid","1987","Single parent ","(2b) intermediate general qualification","","","",""
"Not paid","1987","Single parent ","(2a) intermediate vocational","","","",""
"Not paid","1987","Single parent ","(2c_gen) general maturity certificate","","","",""
"Not paid","1987","Single parent ","(2c_voc) vocational maturity certificate","","","",""
"Not paid","1987","Single parent ","(3a) lower tertiary education","","","",""
"Not paid","1987","Single parent ","(3b) higher tertiary education","","","",""
"Not paid","1987","Couple + C. LE 16 ","(0) in school","","","",""
"Not paid","1987","Couple + C. LE 16 ","(1a) inadequately completed","","","",""
"Not paid","1987","Couple + C. LE 16 ","(1b) general elementary school","","","",""
"Not paid","1987","Couple + C. LE 16 ","(1c) basic vocational qualification","","","",""
"Not paid","1987","Couple + C. LE 16 ","(2b) intermediate general qualification","","","",""
"Not paid","1987","Couple + C. LE 16 ","(2a) intermediate vocational","","","",""
"Not paid","1987","Couple + C. LE 16 ","(2c_gen) general maturity certificate","","","",""
"Not paid","1987","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","","","",""
"Not paid","1987","Couple + C. LE 16 ","(3a) lower tertiary education","","","",""
"Not paid","1987","Couple + C. LE 16 ","(3b) higher tertiary education","","","",""
"Not paid","1987","Couple + C. GT 16 ","(0) in school","","","",""
"Not paid","1987","Couple + C. GT 16 ","(1a) inadequately completed","","","",""
"Not paid","1987","Couple + C. GT 16 ","(1b) general elementary school","","","",""
"Not paid","1987","Couple + C. GT 16 ","(1c) basic vocational qualification","","","",""
"Not paid","1987","Couple + C. GT 16 ","(2b) intermediate general qualification","","","",""
"Not paid","1987","Couple + C. GT 16 ","(2a) intermediate vocational","","","",""
"Not paid","1987","Couple + C. GT 16 ","(2c_gen) general maturity certificate","","","",""
"Not paid","1987","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","","","",""
"Not paid","1987","Couple + C. GT 16 ","(3a) lower tertiary education","","","",""
"Not paid","1987","Couple + C. GT 16 ","(3b) higher tertiary education","","","",""
"Not paid","1987","Couple + C. LE and GT 16","(0) in school","","","",""
"Not paid","1987","Couple + C. LE and GT 16","(1a) inadequately completed","","","",""
"Not paid","1987","Couple + C. LE and GT 16","(1b) general elementary school","","","",""
"Not paid","1987","Couple + C. LE and GT 16","(1c) basic vocational qualification","","","",""
"Not paid","1987","Couple + C. LE and GT 16","(2b) intermediate general qualification","","","",""
"Not paid","1987","Couple + C. LE and GT 16","(2a) intermediate vocational","","","",""
"Not paid","1987","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","","","",""
"Not paid","1987","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","","","",""
"Not paid","1987","Couple + C. LE and GT 16","(3a) lower tertiary education","","","",""
"Not paid","1987","Couple + C. LE and GT 16","(3b) higher tertiary education","","","",""
"Acclaimed","1988","1-pers.-HH","(0) in school","","","",""
"Acclaimed","1988","1-pers.-HH","(1a) inadequately completed","1","","",""
"Acclaimed","1988","1-pers.-HH","(1b) general elementary school","8","","",""
"Acclaimed","1988","1-pers.-HH","(1c) basic vocational qualification","30","0.362683332992064","0.264441690554193","0.460924975429935"
"Acclaimed","1988","1-pers.-HH","(2b) intermediate general qualification","4","","",""
"Acclaimed","1988","1-pers.-HH","(2a) intermediate vocational","21","","",""
"Acclaimed","1988","1-pers.-HH","(2c_gen) general maturity certificate","3","","",""
"Acclaimed","1988","1-pers.-HH","(2c_voc) vocational maturity certificate","14","","",""
"Acclaimed","1988","1-pers.-HH","(3a) lower tertiary education","5","","",""
"Acclaimed","1988","1-pers.-HH","(3b) higher tertiary education","11","","",""
"Acclaimed","1988","(Married) couple without C. ","(0) in school","","","",""
"Acclaimed","1988","(Married) couple without C. ","(1a) inadequately completed","4","","",""
"Acclaimed","1988","(Married) couple without C. ","(1b) general elementary school","21","","",""
"Acclaimed","1988","(Married) couple without C. ","(1c) basic vocational qualification","112","0.337007189884777","0.28705634225443","0.386958037515125"
"Acclaimed","1988","(Married) couple without C. ","(2b) intermediate general qualification","5","","",""
"Acclaimed","1988","(Married) couple without C. ","(2a) intermediate vocational","84","0.548995205751235","0.469890712594454","0.628099698908015"
"Acclaimed","1988","(Married) couple without C. ","(2c_gen) general maturity certificate","4","","",""
"Acclaimed","1988","(Married) couple without C. ","(2c_voc) vocational maturity certificate","11","","",""
"Acclaimed","1988","(Married) couple without C. ","(3a) lower tertiary education","4","","",""
"Acclaimed","1988","(Married) couple without C. ","(3b) higher tertiary education","8","","",""
"Acclaimed","1988","Single parent ","(0) in school","","","",""
"Acclaimed","1988","Single parent ","(1a) inadequately completed","1","","",""
"Acclaimed","1988","Single parent ","(1b) general elementary school","14","","",""
"Acclaimed","1988","Single parent ","(1c) basic vocational qualification","26","","",""
"Acclaimed","1988","Single parent ","(2b) intermediate general qualification","6","","",""
"Acclaimed","1988","Single parent ","(2a) intermediate vocational","9","","",""
"Acclaimed","1988","Single parent ","(2c_gen) general maturity certificate","2","","",""
"Acclaimed","1988","Single parent ","(2c_voc) vocational maturity certificate","4","","",""
"Acclaimed","1988","Single parent ","(3a) lower tertiary education","","","",""
"Acclaimed","1988","Single parent ","(3b) higher tertiary education","2","","",""
"Acclaimed","1988","Couple + C. LE 16 ","(0) in school","","","",""
"Acclaimed","1988","Couple + C. LE 16 ","(1a) inadequately completed","3","","",""
"Acclaimed","1988","Couple + C. LE 16 ","(1b) general elementary school","18","","",""
"Acclaimed","1988","Couple + C. LE 16 ","(1c) basic vocational qualification","104","0.283649102497259","0.238680638836964","0.328617566157554"
"Acclaimed","1988","Couple + C. LE 16 ","(2b) intermediate general qualification","3","","",""
"Acclaimed","1988","Couple + C. LE 16 ","(2a) intermediate vocational","64","0.417814385423699","0.339149294894162","0.496479475953236"
"Acclaimed","1988","Couple + C. LE 16 ","(2c_gen) general maturity certificate","1","","",""
"Acclaimed","1988","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","11","","",""
"Acclaimed","1988","Couple + C. LE 16 ","(3a) lower tertiary education","14","","",""
"Acclaimed","1988","Couple + C. LE 16 ","(3b) higher tertiary education","16","","",""
"Acclaimed","1988","Couple + C. GT 16 ","(0) in school","","","",""
"Acclaimed","1988","Couple + C. GT 16 ","(1a) inadequately completed","5","","",""
"Acclaimed","1988","Couple + C. GT 16 ","(1b) general elementary school","30","0.287908689879563","0.207231523614527","0.368585856144598"
"Acclaimed","1988","Couple + C. GT 16 ","(1c) basic vocational qualification","93","0.31787112501305","0.266119182829161","0.369623067196939"
"Acclaimed","1988","Couple + C. GT 16 ","(2b) intermediate general qualification","22","","",""
"Acclaimed","1988","Couple + C. GT 16 ","(2a) intermediate vocational","50","0.390472538559191","0.305625220944908","0.475319856173474"
"Acclaimed","1988","Couple + C. GT 16 ","(2c_gen) general maturity certificate","9","","",""
"Acclaimed","1988","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","13","","",""
"Acclaimed","1988","Couple + C. GT 16 ","(3a) lower tertiary education","5","","",""
"Acclaimed","1988","Couple + C. GT 16 ","(3b) higher tertiary education","8","","",""
"Acclaimed","1988","Couple + C. LE and GT 16","(0) in school","","","",""
"Acclaimed","1988","Couple + C. LE and GT 16","(1a) inadequately completed","4","","",""
"Acclaimed","1988","Couple + C. LE and GT 16","(1b) general elementary school","16","","",""
"Acclaimed","1988","Couple + C. LE and GT 16","(1c) basic vocational qualification","31","0.281151227445109","0.204167098025129","0.358135356865089"
"Acclaimed","1988","Couple + C. LE and GT 16","(2b) intermediate general qualification","9","","",""
"Acclaimed","1988","Couple + C. LE and GT 16","(2a) intermediate vocational","11","","",""
"Acclaimed","1988","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","1","","",""
"Acclaimed","1988","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","4","","",""
"Acclaimed","1988","Couple + C. LE and GT 16","(3a) lower tertiary education","2","","",""
"Acclaimed","1988","Couple + C. LE and GT 16","(3b) higher tertiary education","1","","",""
"Partly, partly","1988","1-pers.-HH","(0) in school","","","",""
"Partly, partly","1988","1-pers.-HH","(1a) inadequately completed","1","","",""
"Partly, partly","1988","1-pers.-HH","(1b) general elementary school","4","","",""
"Partly, partly","1988","1-pers.-HH","(1c) basic vocational qualification","13","","",""
"Partly, partly","1988","1-pers.-HH","(2b) intermediate general qualification","2","","",""
"Partly, partly","1988","1-pers.-HH","(2a) intermediate vocational","10","","",""
"Partly, partly","1988","1-pers.-HH","(2c_gen) general maturity certificate","","","",""
"Partly, partly","1988","1-pers.-HH","(2c_voc) vocational maturity certificate","4","","",""
"Partly, partly","1988","1-pers.-HH","(3a) lower tertiary education","","","",""
"Partly, partly","1988","1-pers.-HH","(3b) higher tertiary education","5","","",""
"Partly, partly","1988","(Married) couple without C. ","(0) in school","","","",""
"Partly, partly","1988","(Married) couple without C. ","(1a) inadequately completed","2","","",""
"Partly, partly","1988","(Married) couple without C. ","(1b) general elementary school","11","","",""
"Partly, partly","1988","(Married) couple without C. ","(1c) basic vocational qualification","48","0.147213162232607","0.109770869451394","0.18465545501382"
"Partly, partly","1988","(Married) couple without C. ","(2b) intermediate general qualification","1","","",""
"Partly, partly","1988","(Married) couple without C. ","(2a) intermediate vocational","23","","",""
"Partly, partly","1988","(Married) couple without C. ","(2c_gen) general maturity certificate","1","","",""
"Partly, partly","1988","(Married) couple without C. ","(2c_voc) vocational maturity certificate","12","","",""
"Partly, partly","1988","(Married) couple without C. ","(3a) lower tertiary education","4","","",""
"Partly, partly","1988","(Married) couple without C. ","(3b) higher tertiary education","8","","",""
"Partly, partly","1988","Single parent ","(0) in school","","","",""
"Partly, partly","1988","Single parent ","(1a) inadequately completed","","","",""
"Partly, partly","1988","Single parent ","(1b) general elementary school","3","","",""
"Partly, partly","1988","Single parent ","(1c) basic vocational qualification","11","","",""
"Partly, partly","1988","Single parent ","(2b) intermediate general qualification","2","","",""
"Partly, partly","1988","Single parent ","(2a) intermediate vocational","1","","",""
"Partly, partly","1988","Single parent ","(2c_gen) general maturity certificate","","","",""
"Partly, partly","1988","Single parent ","(2c_voc) vocational maturity certificate","3","","",""
"Partly, partly","1988","Single parent ","(3a) lower tertiary education","","","",""
"Partly, partly","1988","Single parent ","(3b) higher tertiary education","","","",""
"Partly, partly","1988","Couple + C. LE 16 ","(0) in school","","","",""
"Partly, partly","1988","Couple + C. LE 16 ","(1a) inadequately completed","2","","",""
"Partly, partly","1988","Couple + C. LE 16 ","(1b) general elementary school","11","","",""
"Partly, partly","1988","Couple + C. LE 16 ","(1c) basic vocational qualification","50","0.131591021838498","0.0978677486463566","0.16531429503064"
"Partly, partly","1988","Couple + C. LE 16 ","(2b) intermediate general qualification","3","","",""
"Partly, partly","1988","Couple + C. LE 16 ","(2a) intermediate vocational","23","","",""
"Partly, partly","1988","Couple + C. LE 16 ","(2c_gen) general maturity certificate","1","","",""
"Partly, partly","1988","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","9","","",""
"Partly, partly","1988","Couple + C. LE 16 ","(3a) lower tertiary education","7","","",""
"Partly, partly","1988","Couple + C. LE 16 ","(3b) higher tertiary education","10","","",""
"Partly, partly","1988","Couple + C. GT 16 ","(0) in school","","","",""
"Partly, partly","1988","Couple + C. GT 16 ","(1a) inadequately completed","2","","",""
"Partly, partly","1988","Couple + C. GT 16 ","(1b) general elementary school","13","","",""
"Partly, partly","1988","Couple + C. GT 16 ","(1c) basic vocational qualification","40","0.134628553956711","0.0966937566783055","0.172563351235117"
"Partly, partly","1988","Couple + C. GT 16 ","(2b) intermediate general qualification","3","","",""
"Partly, partly","1988","Couple + C. GT 16 ","(2a) intermediate vocational","13","","",""
"Partly, partly","1988","Couple + C. GT 16 ","(2c_gen) general maturity certificate","3","","",""
"Partly, partly","1988","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","1","","",""
"Partly, partly","1988","Couple + C. GT 16 ","(3a) lower tertiary education","3","","",""
"Partly, partly","1988","Couple + C. GT 16 ","(3b) higher tertiary education","1","","",""
"Partly, partly","1988","Couple + C. LE and GT 16","(0) in school","","","",""
"Partly, partly","1988","Couple + C. LE and GT 16","(1a) inadequately completed","4","","",""
"Partly, partly","1988","Couple + C. LE and GT 16","(1b) general elementary school","7","","",""
"Partly, partly","1988","Couple + C. LE and GT 16","(1c) basic vocational qualification","17","","",""
"Partly, partly","1988","Couple + C. LE and GT 16","(2b) intermediate general qualification","2","","",""
"Partly, partly","1988","Couple + C. LE and GT 16","(2a) intermediate vocational","1","","",""
"Partly, partly","1988","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","1","","",""
"Partly, partly","1988","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","","","",""
"Partly, partly","1988","Couple + C. LE and GT 16","(3a) lower tertiary education","1","","",""
"Partly, partly","1988","Couple + C. LE and GT 16","(3b) higher tertiary education","2","","",""
"Paid","1988","1-pers.-HH","(0) in school","","","",""
"Paid","1988","1-pers.-HH","(1a) inadequately completed","11","","",""
"Paid","1988","1-pers.-HH","(1b) general elementary school","23","","",""
"Paid","1988","1-pers.-HH","(1c) basic vocational qualification","38","0.393908068436654","0.294064322397955","0.493751814475353"
"Paid","1988","1-pers.-HH","(2b) intermediate general qualification","2","","",""
"Paid","1988","1-pers.-HH","(2a) intermediate vocational","12","","",""
"Paid","1988","1-pers.-HH","(2c_gen) general maturity certificate","4","","",""
"Paid","1988","1-pers.-HH","(2c_voc) vocational maturity certificate","4","","",""
"Paid","1988","1-pers.-HH","(3a) lower tertiary education","1","","",""
"Paid","1988","1-pers.-HH","(3b) higher tertiary education","1","","",""
"Paid","1988","(Married) couple without C. ","(0) in school","","","",""
"Paid","1988","(Married) couple without C. ","(1a) inadequately completed","21","","",""
"Paid","1988","(Married) couple without C. ","(1b) general elementary school","50","0.478831731615806","0.375625176891221","0.582038286340392"
"Paid","1988","(Married) couple without C. ","(1c) basic vocational qualification","150","0.405911506478926","0.354018346014197","0.457804666943654"
"Paid","1988","(Married) couple without C. ","(2b) intermediate general qualification","6","","",""
"Paid","1988","(Married) couple without C. ","(2a) intermediate vocational","20","","",""
"Paid","1988","(Married) couple without C. ","(2c_gen) general maturity certificate","4","","",""
"Paid","1988","(Married) couple without C. ","(2c_voc) vocational maturity certificate","8","","",""
"Paid","1988","(Married) couple without C. ","(3a) lower tertiary education","2","","",""
"Paid","1988","(Married) couple without C. ","(3b) higher tertiary education","7","","",""
"Paid","1988","Single parent ","(0) in school","1","","",""
"Paid","1988","Single parent ","(1a) inadequately completed","9","","",""
"Paid","1988","Single parent ","(1b) general elementary school","19","","",""
"Paid","1988","Single parent ","(1c) basic vocational qualification","25","","",""
"Paid","1988","Single parent ","(2b) intermediate general qualification","2","","",""
"Paid","1988","Single parent ","(2a) intermediate vocational","5","","",""
"Paid","1988","Single parent ","(2c_gen) general maturity certificate","5","","",""
"Paid","1988","Single parent ","(2c_voc) vocational maturity certificate","2","","",""
"Paid","1988","Single parent ","(3a) lower tertiary education","","","",""
"Paid","1988","Single parent ","(3b) higher tertiary education","","","",""
"Paid","1988","Couple + C. LE 16 ","(0) in school","","","",""
"Paid","1988","Couple + C. LE 16 ","(1a) inadequately completed","52","0.898737413013889","0.820421217334414","0.977053608693364"
"Paid","1988","Couple + C. LE 16 ","(1b) general elementary school","105","0.705418886340028","0.629636778250962","0.781200994429094"
"Paid","1988","Couple + C. LE 16 ","(1c) basic vocational qualification","181","0.444069043500866","0.394502330788689","0.493635756213042"
"Paid","1988","Couple + C. LE 16 ","(2b) intermediate general qualification","5","","",""
"Paid","1988","Couple + C. LE 16 ","(2a) intermediate vocational","33","0.231374396529384","0.164111635505557","0.298637157553211"
"Paid","1988","Couple + C. LE 16 ","(2c_gen) general maturity certificate","10","","",""
"Paid","1988","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","19","","",""
"Paid","1988","Couple + C. LE 16 ","(3a) lower tertiary education","7","","",""
"Paid","1988","Couple + C. LE 16 ","(3b) higher tertiary education","8","","",""
"Paid","1988","Couple + C. GT 16 ","(0) in school","","","",""
"Paid","1988","Couple + C. GT 16 ","(1a) inadequately completed","17","","",""
"Paid","1988","Couple + C. GT 16 ","(1b) general elementary school","69","0.576880210329722","0.488850373800932","0.664910046858512"
"Paid","1988","Couple + C. GT 16 ","(1c) basic vocational qualification","139","0.427947553764777","0.372957886205849","0.482937221323705"
"Paid","1988","Couple + C. GT 16 ","(2b) intermediate general qualification","10","","",""
"Paid","1988","Couple + C. GT 16 ","(2a) intermediate vocational","41","0.302231747795484","0.22236391967117","0.382099575919797"
"Paid","1988","Couple + C. GT 16 ","(2c_gen) general maturity certificate","3","","",""
"Paid","1988","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","7","","",""
"Paid","1988","Couple + C. GT 16 ","(3a) lower tertiary education","5","","",""
"Paid","1988","Couple + C. GT 16 ","(3b) higher tertiary education","4","","",""
"Paid","1988","Couple + C. LE and GT 16","(0) in school","","","",""
"Paid","1988","Couple + C. LE and GT 16","(1a) inadequately completed","22","","",""
"Paid","1988","Couple + C. LE and GT 16","(1b) general elementary school","59","0.589810537443963","0.486454231667777","0.69316684322015"
"Paid","1988","Couple + C. LE and GT 16","(1c) basic vocational qualification","67","0.477229737675757","0.391697146370014","0.5627623289815"
"Paid","1988","Couple + C. LE and GT 16","(2b) intermediate general qualification","7","","",""
"Paid","1988","Couple + C. LE and GT 16","(2a) intermediate vocational","15","","",""
"Paid","1988","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","5","","",""
"Paid","1988","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","5","","",""
"Paid","1988","Couple + C. LE and GT 16","(3a) lower tertiary education","1","","",""
"Paid","1988","Couple + C. LE and GT 16","(3b) higher tertiary education","1","","",""
"Not paid","1988","1-pers.-HH","(0) in school","","","",""
"Not paid","1988","1-pers.-HH","(1a) inadequately completed","","","",""
"Not paid","1988","1-pers.-HH","(1b) general elementary school","","","",""
"Not paid","1988","1-pers.-HH","(1c) basic vocational qualification","11","","",""
"Not paid","1988","1-pers.-HH","(2b) intermediate general qualification","","","",""
"Not paid","1988","1-pers.-HH","(2a) intermediate vocational","13","","",""
"Not paid","1988","1-pers.-HH","(2c_gen) general maturity certificate","3","","",""
"Not paid","1988","1-pers.-HH","(2c_voc) vocational maturity certificate","13","","",""
"Not paid","1988","1-pers.-HH","(3a) lower tertiary education","6","","",""
"Not paid","1988","1-pers.-HH","(3b) higher tertiary education","22","","",""
"Not paid","1988","(Married) couple without C. ","(0) in school","","","",""
"Not paid","1988","(Married) couple without C. ","(1a) inadequately completed","1","","",""
"Not paid","1988","(Married) couple without C. ","(1b) general elementary school","8","","",""
"Not paid","1988","(Married) couple without C. ","(1c) basic vocational qualification","34","0.10986814140369","0.0768211497184537","0.142915133088926"
"Not paid","1988","(Married) couple without C. ","(2b) intermediate general qualification","5","","",""
"Not paid","1988","(Married) couple without C. ","(2a) intermediate vocational","25","","",""
"Not paid","1988","(Married) couple without C. ","(2c_gen) general maturity certificate","","","",""
"Not paid","1988","(Married) couple without C. ","(2c_voc) vocational maturity certificate","8","","",""
"Not paid","1988","(Married) couple without C. ","(3a) lower tertiary education","21","","",""
"Not paid","1988","(Married) couple without C. ","(3b) higher tertiary education","33","0.63258712881126","0.506319671133597","0.758854586488924"
"Not paid","1988","Single parent ","(0) in school","","","",""
"Not paid","1988","Single parent ","(1a) inadequately completed","","","",""
"Not paid","1988","Single parent ","(1b) general elementary school","3","","",""
"Not paid","1988","Single parent ","(1c) basic vocational qualification","4","","",""
"Not paid","1988","Single parent ","(2b) intermediate general qualification","3","","",""
"Not paid","1988","Single parent ","(2a) intermediate vocational","4","","",""
"Not paid","1988","Single parent ","(2c_gen) general maturity certificate","","","",""
"Not paid","1988","Single parent ","(2c_voc) vocational maturity certificate","1","","",""
"Not paid","1988","Single parent ","(3a) lower tertiary education","","","",""
"Not paid","1988","Single parent ","(3b) higher tertiary education","4","","",""
"Not paid","1988","Couple + C. LE 16 ","(0) in school","","","",""
"Not paid","1988","Couple + C. LE 16 ","(1a) inadequately completed","","","",""
"Not paid","1988","Couple + C. LE 16 ","(1b) general elementary school","5","","",""
"Not paid","1988","Couple + C. LE 16 ","(1c) basic vocational qualification","51","0.140690832163377","0.106004205936306","0.175377458390448"
"Not paid","1988","Couple + C. LE 16 ","(2b) intermediate general qualification","1","","",""
"Not paid","1988","Couple + C. LE 16 ","(2a) intermediate vocational","31","0.224607892967288","0.158044904495356","0.291170881439221"
"Not paid","1988","Couple + C. LE 16 ","(2c_gen) general maturity certificate","2","","",""
"Not paid","1988","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","9","","",""
"Not paid","1988","Couple + C. LE 16 ","(3a) lower tertiary education","14","","",""
"Not paid","1988","Couple + C. LE 16 ","(3b) higher tertiary education","52","0.666574818070547","0.566937388486778","0.766212247654316"
"Not paid","1988","Couple + C. GT 16 ","(0) in school","","","",""
"Not paid","1988","Couple + C. GT 16 ","(1a) inadequately completed","","","",""
"Not paid","1988","Couple + C. GT 16 ","(1b) general elementary school","9","","",""
"Not paid","1988","Couple + C. GT 16 ","(1c) basic vocational qualification","39","0.119552767265462","0.0834949544847404","0.155610580046184"
"Not paid","1988","Couple + C. GT 16 ","(2b) intermediate general qualification","8","","",""
"Not paid","1988","Couple + C. GT 16 ","(2a) intermediate vocational","23","","",""
