"plb0195_h","year","migback","sex","n","percent","lower_confidence","upper_confidence","value"
"Partly, partly","2011","indirect migration background","Female","29","","","","2"
"Partly, partly","2011","indirect migration background","Male","63","0.286452345305206","0.232822758588781","0.340081932021631","2"
"Acclaimed","2012","no migration background","Male","2060","0.459727786100274","0.445267411302212","0.474188160898336","1"
"Acclaimed","2012","direct migration background","Male","195","0.372059031377446","0.331589968607723","0.412528094147169","1"
"Acclaimed","2012","direct migration background","Female","207","0.488464650037575","0.439781914381225","0.537147385693925","1"
"Acclaimed","2012","no migration background","Female","2585","0.601125377382064","0.586568976569358","0.615681778194769","1"
"Acclaimed","2012","indirect migration background","Male","122","0.395533925137053","0.338565697448614","0.452502152825492","1"
"Acclaimed","2012","indirect migration background","Female","132","0.598508149950885","0.536360810396943","0.660655489504826","1"
"Not paid","2012","no migration background","Male","951","0.184746643681975","0.173486149955276","0.196007137408674","4"
"Not paid","2012","no migration background","Female","620","0.148919149451709","0.138336023764132","0.159502275139285","4"
"Not paid","2012","direct migration background","Male","83","0.169638328816542","0.138214908711499","0.201061748921584","4"
"Not paid","2012","direct migration background","Female","62","0.130892630566762","0.0980441796599905","0.163741081473533","4"
"Not paid","2012","indirect migration background","Male","61","0.226121562020424","0.17738417573686","0.274858948303989","4"
"Not paid","2012","indirect migration background","Female","33","0.122075422887364","0.0805712405087428","0.163579605265984","4"
"Paid","2012","no migration background","Male","540","0.12102602596334","0.111562559419245","0.130489492507434","3"
"Paid","2012","no migration background","Female","413","0.0888176917310511","0.0803608996838673","0.0972744837782349","3"
"Paid","2012","direct migration background","Female","73","0.178227590929256","0.140955494097289","0.215499687761223","3"
"Paid","2012","direct migration background","Male","127","0.189254107881232","0.156457959120514","0.22205025664195","3"
"Paid","2012","indirect migration background","Male","25","","","","3"
"Paid","2012","indirect migration background","Female","34","0.13531776552277","0.0919512211123613","0.178684309933179","3"
"Partly, partly","2012","no migration background","Male","1012","0.234499544254411","0.222206297898742","0.24679279061008","2"
"Partly, partly","2012","no migration background","Female","729","0.161137781435176","0.150208357340312","0.172067205530041","2"
"Partly, partly","2012","direct migration background","Male","143","0.26904853192478","0.231919177643992","0.306177886205568","2"
"Partly, partly","2012","direct migration background","Female","63","0.202415128466407","0.163283266086157","0.241546990846657","2"
"Partly, partly","2012","indirect migration background","Female","40","0.144098661638982","0.0995749904408805","0.188622332837083","2"
"Partly, partly","2012","indirect migration background","Male","75","0.290569908868761","0.237672427458265","0.343467390279258","2"
"Acclaimed","2013","no migration background","Male","1911","0.454237216660204","0.439166671063116","0.469307762257292","1"
"Acclaimed","2013","direct migration background","Male","458","0.414039086535127","0.38592356247055","0.442154610599705","1"
"Acclaimed","2013","no migration background","Female","2417","0.598636234705407","0.583515625199885","0.613756844210929","1"
"Acclaimed","2013","direct migration background","Female","415","0.47143126927037","0.437971344517805","0.504891194022935","1"
"Acclaimed","2013","indirect migration background","Male","197","0.47921856718356","0.432326496537087","0.526110637830032","1"
"Acclaimed","2013","indirect migration background","Female","206","0.589337137767365","0.537871287466168","0.640802988068562","1"
"Not paid","2013","no migration background","Male","894","0.198351479632341","0.186281810087371","0.210421149177311","4"
"Not paid","2013","no migration background","Female","575","0.141173310209211","0.130432234403632","0.15191438601479","4"
"Not paid","2013","direct migration background","Male","145","0.156677660810539","0.135928930285946","0.177426391335133","4"
"Not paid","2013","direct migration background","Female","100","0.14099107013152","0.117664027858684","0.164318112404357","4"
"Not paid","2013","indirect migration background","Male","71","0.135233983327106","0.103134571563291","0.16733339509092","4"
"Not paid","2013","indirect migration background","Female","45","0.145193190738633","0.108337747042189","0.182048634435076","4"
"Paid","2013","no migration background","Male","444","0.107591803480012","0.0982127928359453","0.116970814124079","3"
"Paid","2013","no migration background","Female","393","0.0918070705260518","0.0828997754545562","0.100714365597547","3"
"Paid","2013","direct migration background","Male","274","0.208119704571242","0.184946955595642","0.231292453546843","3"
"Paid","2013","direct migration background","Female","191","0.188094497870246","0.161900256695488","0.214288739045005","3"
"Paid","2013","indirect migration background","Female","43","0.0866990379797559","0.0572610157029444","0.116137060256568","3"
"Paid","2013","indirect migration background","Male","62","0.154956144719972","0.120989795393011","0.188922494046933","3"
"Partly, partly","2013","no migration background","Male","944","0.239819500227443","0.226895818054642","0.252743182400244","2"
"Partly, partly","2013","no migration background","Female","652","0.16838338455933","0.156840086423689","0.179926682694971","2"
"Partly, partly","2013","direct migration background","Female","149","0.199483162727863","0.172697438596993","0.226268886858733","2"
"Partly, partly","2013","direct migration background","Male","302","0.221163548083091","0.197473218779882","0.244853877386299","2"
"Partly, partly","2013","indirect migration background","Male","106","0.230591304769362","0.191054200799242","0.270128408739483","2"
"Partly, partly","2013","indirect migration background","Female","57","0.178770633514246","0.138686282378067","0.218854984650426","2"
"Acclaimed","2014","no migration background","Male","1775","0.459354312689637","0.443673719103633","0.475034906275641","1"
"Acclaimed","2014","direct migration background","Male","343","0.413426943376946","0.381962958635521","0.444890928118372","1"
"Acclaimed","2014","no migration background","Female","2286","0.58529964071068","0.569769567582331","0.600829713839029","1"
"Acclaimed","2014","direct migration background","Female","352","0.461263268731114","0.424014098608837","0.498512438853392","1"
"Acclaimed","2014","indirect migration background","Male","149","0.452305938366648","0.400531061418545","0.50408081531475","1"
"Acclaimed","2014","indirect migration background","Female","188","0.597367921321659","0.545542361150894","0.649193481492424","1"
"Not paid","2014","no migration background","Male","760","0.174646744933556","0.162700472618323","0.186593017248789","4"
"Not paid","2014","no migration background","Female","530","0.148268112310763","0.137066191484275","0.15947003313725","4"
"Not paid","2014","direct migration background","Male","141","0.177958305928642","0.153520661947548","0.202395949909736","4"
"Not paid","2014","direct migration background","Female","76","0.132861175702656","0.10749837359439","0.158223977810921","4"
"Not paid","2014","indirect migration background","Male","58","0.126547324380685","0.0919629369395141","0.161131711821856","4"
"Not paid","2014","indirect migration background","Female","49","0.147767763667906","0.110267208348359","0.185268318987453","4"
"Paid","2014","no migration background","Male","414","0.115550119310526","0.105491137074643","0.125609101546408","3"
"Paid","2014","no migration background","Female","337","0.0762111388026911","0.067847163293986","0.0845751143113962","3"
"Paid","2014","direct migration background","Female","137","0.206676032607422","0.176419147403082","0.236932917811762","3"
"Paid","2014","direct migration background","Male","212","0.186017409016377","0.161155319086323","0.210879498946431","3"
"Paid","2014","indirect migration background","Male","51","0.18025221865413","0.140265630564239","0.220238806744021","3"
"Paid","2014","indirect migration background","Female","47","0.0962310470659079","0.0650669043620116","0.127395189769804","3"
"Partly, partly","2014","no migration background","Male","931","0.250448823066282","0.236815793674776","0.264081852457788","2"
"Partly, partly","2014","no migration background","Female","713","0.190221108175866","0.177849397761369","0.202592818590364","2"
"Partly, partly","2014","direct migration background","Female","123","0.199199522958808","0.169355306550299","0.229043739367317","2"
"Partly, partly","2014","direct migration background","Male","245","0.222597341678034","0.196018486134226","0.249176197221843","2"
"Partly, partly","2014","indirect migration background","Female","60","0.158633267944527","0.120026924204286","0.197239611684769","2"
"Partly, partly","2014","indirect migration background","Male","97","0.240894518598537","0.196411071181503","0.28537796601557","2"
"Acclaimed","2015","no migration background","Male","","","","","1"
"Acclaimed","2015","no migration background","Female","","","","","1"
"Acclaimed","2015","direct migration background","Male","","","","","1"
"Acclaimed","2015","direct migration background","Female","","","","","1"
"Acclaimed","2015","indirect migration background","Male","","","","","1"
"Acclaimed","2015","indirect migration background","Female","","","","","1"
"Not paid","2015","no migration background","Male","","","","","4"
"Not paid","2015","no migration background","Female","","","","","4"
"Not paid","2015","direct migration background","Male","","","","","4"
"Not paid","2015","direct migration background","Female","","","","","4"
"Not paid","2015","indirect migration background","Male","","","","","4"
"Not paid","2015","indirect migration background","Female","","","","","4"
"Paid","2015","no migration background","Male","","","","","3"
"Paid","2015","no migration background","Female","","","","","3"
"Paid","2015","direct migration background","Male","","","","","3"
"Paid","2015","indirect migration background","Female","","","","","3"
"Paid","2015","direct migration background","Female","","","","","3"
"Paid","2015","indirect migration background","Male","","","","","3"
"Partly, partly","2015","no migration background","Male","","","","","2"
"Partly, partly","2015","no migration background","Female","","","","","2"
"Partly, partly","2015","direct migration background","Female","","","","","2"
"Partly, partly","2015","direct migration background","Male","","","","","2"
"Partly, partly","2015","indirect migration background","Male","","","","","2"
"Partly, partly","2015","indirect migration background","Female","","","","","2"
"Acclaimed","2016","no migration background","Male","","","","","1"
"Acclaimed","2016","direct migration background","Male","","","","","1"
"Acclaimed","2016","no migration background","Female","","","","","1"
"Acclaimed","2016","direct migration background","Female","","","","","1"
"Acclaimed","2016","indirect migration background","Male","","","","","1"
"Acclaimed","2016","indirect migration background","Female","","","","","1"
"Not paid","2016","no migration background","Male","","","","","4"
"Not paid","2016","no migration background","Female","","","","","4"
"Not paid","2016","direct migration background","Male","","","","","4"
"Not paid","2016","direct migration background","Female","","","","","4"
"Not paid","2016","indirect migration background","Male","","","","","4"
"Not paid","2016","indirect migration background","Female","","","","","4"
"Paid","2016","no migration background","Male","","","","","3"
"Paid","2016","no migration background","Female","","","","","3"
"Paid","2016","direct migration background","Female","","","","","3"
"Paid","2016","indirect migration background","Male","","","","","3"
"Paid","2016","direct migration background","Male","","","","","3"
"Paid","2016","indirect migration background","Female","","","","","3"
"Partly, partly","2016","no migration background","Male","","","","","2"
"Partly, partly","2016","no migration background","Female","","","","","2"
"Partly, partly","2016","direct migration background","Female","","","","","2"
"Partly, partly","2016","direct migration background","Male","","","","","2"
"Partly, partly","2016","indirect migration background","Male","","","","","2"
"Partly, partly","2016","indirect migration background","Female","","","","","2"
"Acclaimed","2017","no migration background","Male","","","","","1"
"Acclaimed","2017","direct migration background","Male","","","","","1"
"Acclaimed","2017","no migration background","Female","","","","","1"
"Acclaimed","2017","direct migration background","Female","","","","","1"
"Acclaimed","2017","indirect migration background","Male","","","","","1"
"Acclaimed","2017","indirect migration background","Female","","","","","1"
"Not paid","2017","no migration background","Male","","","","","4"
"Not paid","2017","no migration background","Female","","","","","4"
"Not paid","2017","direct migration background","Male","","","","","4"
"Not paid","2017","direct migration background","Female","","","","","4"
"Not paid","2017","indirect migration background","Male","","","","","4"
"Not paid","2017","indirect migration background","Female","","","","","4"
"Paid","2017","no migration background","Male","","","","","3"
"Paid","2017","no migration background","Female","","","","","3"
"Paid","2017","direct migration background","Female","","","","","3"
"Paid","2017","direct migration background","Male","","","","","3"
"Paid","2017","indirect migration background","Female","","","","","3"
"Paid","2017","indirect migration background","Male","","","","","3"
"Partly, partly","2017","no migration background","Male","","","","","2"
"Partly, partly","2017","no migration background","Female","","","","","2"
"Partly, partly","2017","direct migration background","Male","","","","","2"
"Partly, partly","2017","direct migration background","Female","","","","","2"
"Partly, partly","2017","indirect migration background","Male","","","","","2"
"Partly, partly","2017","indirect migration background","Female","","","","","2"
"Acclaimed","2018","no migration background","Male","1868","0.497595104474657","0.481706241574789","0.513483967374525","1"
"Acclaimed","2018","direct migration background","Male","276","0.367741496865033","0.334452613365849","0.401030380364217","1"
"Acclaimed","2018","no migration background","Female","2448","0.612051237912745","0.596864799870749","0.62723767595474","1"
"Acclaimed","2018","direct migration background","Female","351","0.570249527352813","0.532652663047969","0.607846391657657","1"
"Acclaimed","2018","indirect migration background","Male","145","0.437923017284449","0.383900804069567","0.491945230499331","1"
"Acclaimed","2018","indirect migration background","Female","182","0.585109906984547","0.532190955292248","0.638028858676846","1"
"Not paid","2018","no migration background","Male","611","0.158933700423513","0.14731517666793","0.170552224179096","4"
"Not paid","2018","no migration background","Female","411","0.106029422417651","0.0964343190512078","0.115624525784095","4"
"Not paid","2018","direct migration background","Male","101","0.137145388032033","0.113396680108914","0.160894095955152","4"
"Not paid","2018","direct migration background","Female","64","0.105894984198454","0.0825258330799313","0.129264135316976","4"
"Not paid","2018","indirect migration background","Male","41","0.103747096463793","0.0705439799592375","0.136950212968349","4"
"Not paid","2018","indirect migration background","Female","52","0.145856554259306","0.1079465044221","0.183766604096512","4"
"Paid","2018","no migration background","Male","406","0.100419706634441","0.09086852118578","0.109970892083102","3"
"Paid","2018","no migration background","Female","388","0.0920221221505476","0.0830134952003703","0.101030749100725","3"
"Paid","2018","indirect migration background","Female","39","0.0619668393661222","0.0360719092845468","0.0878617694476975","3"
"Paid","2018","direct migration background","Male","184","0.209028607853485","0.180957224036803","0.237099991670167","3"
"Paid","2018","direct migration background","Female","116","0.132868779539315","0.107089851106019","0.158647707972611","3"
"Paid","2018","indirect migration background","Male","60","0.201447180127696","0.157774684907861","0.24511967534753","3"
"Partly, partly","2018","no migration background","Male","919","0.243051488467389","0.22942103987733","0.256681937057447","2"
"Partly, partly","2018","no migration background","Female","708","0.189897217519056","0.177673474540877","0.202120960497236","2"
"Partly, partly","2018","direct migration background","Male","245","0.286084507249449","0.254884755156638","0.317284259342259","2"
"Partly, partly","2018","direct migration background","Female","135","0.190986708909418","0.161133544191171","0.220839873627666","2"
"Partly, partly","2018","indirect migration background","Male","78","0.256882706124062","0.209308483128478","0.304456929119647","2"
"Partly, partly","2018","indirect migration background","Female","60","0.207066699390025","0.163545642512771","0.250587756267279","2"
