"plb0195_h","year","bula_h","sex","n","percent","lower_confidence","upper_confidence"
"Not paid","2003","North Rhine-Westphalia","Female","103","0.157192719401423","0.128519060182661","0.185866378620185"
"Not paid","2003","Hesse","Male","94","0.216363822111758","0.171597030326152","0.261130613897364"
"Not paid","2003","Hesse","Female","38","0.132091014208276","0.0890746854864296","0.175107342930123"
"Not paid","2003","Rhineland-Palatinate,Saarland","Male","47","0.161811480035572","0.115602253721291","0.208020706349853"
"Not paid","2003","Rhineland-Palatinate,Saarland","Female","28","","",""
"Not paid","2003","Baden-Württemberg","Male","155","0.187788879183654","0.156329029850698","0.219248728516609"
"Not paid","2003","Baden-Württemberg","Female","72","0.166909581517732","0.128009774906208","0.205809388129257"
"Not paid","2003","Bavaria","Male","145","0.18304716767821","0.152850583792736","0.213243751563683"
"Not paid","2003","Bavaria","Female","86","0.123137704144737","0.0939836199138057","0.152291788375668"
"Not paid","2003","Berlin","Male","43","0.278496323804989","0.204768243459108","0.35222440415087"
"Not paid","2003","Berlin","Female","19","","",""
"Not paid","2003","Brandenburg","Male","28","","",""
"Not paid","2003","Brandenburg","Female","14","","",""
"Not paid","2003","Mecklenburg-Western Pomerania","Male","17","","",""
"Not paid","2003","Mecklenburg-Western Pomerania","Female","15","","",""
"Not paid","2003","Saxony","Male","60","0.144071000331172","0.105291699886375","0.182850300775969"
"Not paid","2003","Saxony","Female","55","0.142787521257149","0.101587487107103","0.183987555407195"
"Not paid","2003","Saxony-Anhalt","Male","31","0.147482632689965","0.0916607730693816","0.203304492310549"
"Not paid","2003","Saxony-Anhalt","Female","26","","",""
"Not paid","2003","Thuringia","Male","34","0.151095985453458","0.100304938636044","0.201887032270871"
"Not paid","2003","Thuringia","Female","24","","",""
"Acclaimed","2004","Schleswig-Holstein","Male","39","0.254345927503806","0.175435162923962","0.33325669208365"
"Acclaimed","2004","Schleswig-Holstein","Female","38","0.426568108720394","0.322642260539192","0.530493956901596"
"Acclaimed","2004","Hamburg","Male","15","","",""
"Acclaimed","2004","Hamburg","Female","23","","",""
"Acclaimed","2004","Lower Saxony","Male","147","0.457154672988255","0.405695064919706","0.508614281056804"
"Acclaimed","2004","Lower Saxony","Female","173","0.637266156058242","0.58002374579747","0.694508566319013"
"Acclaimed","2004","Bremen","Male","9","","",""
"Acclaimed","2004","Bremen","Female","10","","",""
"Acclaimed","2004","North Rhine-Westphalia","Male","309","0.363567196197119","0.331037719882863","0.396096672511375"
"Acclaimed","2004","North Rhine-Westphalia","Female","336","0.562448283994043","0.522620975787015","0.60227559220107"
"Acclaimed","2004","Hesse","Male","126","0.490467113112776","0.434271507570107","0.546662718655445"
"Acclaimed","2004","Hesse","Female","125","0.590102994314137","0.525982752205586","0.654223236422689"
"Acclaimed","2004","Rhineland-Palatinate,Saarland","Male","80","0.377238894022507","0.313335941229461","0.441141846815553"
"Acclaimed","2004","Rhineland-Palatinate,Saarland","Female","98","0.610946770392578","0.537003942722033","0.684889598063124"
"Acclaimed","2004","Baden-Württemberg","Male","214","0.430014002888499","0.389653407511452","0.470374598265545"
"Acclaimed","2004","Baden-Württemberg","Female","190","0.550560693535737","0.498372350955563","0.602749036115912"
"Acclaimed","2004","Bavaria","Male","291","0.51639275526508","0.477151712712482","0.555633797817678"
"Acclaimed","2004","Bavaria","Female","267","0.625638192638283","0.581555817146456","0.66972056813011"
"Acclaimed","2004","Berlin","Male","59","0.516941871635129","0.432015450464159","0.601868292806099"
"Acclaimed","2004","Berlin","Female","79","0.608858642938532","0.523985294314582","0.693731991562483"
"Acclaimed","2004","Brandenburg","Male","67","0.407031873845366","0.328411999421883","0.485651748268848"
"Acclaimed","2004","Brandenburg","Female","81","0.602499668813092","0.518696662834487","0.686302674791697"
"Acclaimed","2004","Mecklenburg-Western Pomerania","Male","38","0.51031825418397","0.407041080251141","0.6135954281168"
"Acclaimed","2004","Mecklenburg-Western Pomerania","Female","53","0.689399505104752","0.589848511235132","0.788950498974372"
"Acclaimed","2004","Saxony","Male","138","0.459931706239844","0.403058449430489","0.516804963049198"
"Acclaimed","2004","Saxony","Female","167","0.632430037432541","0.575651466453687","0.689208608411394"
"Acclaimed","2004","Saxony-Anhalt","Male","60","0.392043283214012","0.318219416381884","0.46586715004614"
"Acclaimed","2004","Saxony-Anhalt","Female","102","0.651855583665078","0.578497834768202","0.725213332561953"
"Acclaimed","2004","Thuringia","Male","75","0.399992771546085","0.329207403861202","0.470778139230967"
"Acclaimed","2004","Thuringia","Female","84","0.578578310853132","0.499819502998607","0.657337118707657"
"Partly, partly","2004","Schleswig-Holstein","Male","24","","",""
"Partly, partly","2004","Schleswig-Holstein","Female","17","","",""
"Partly, partly","2004","Hamburg","Male","12","","",""
"Partly, partly","2004","Hamburg","Female","6","","",""
"Partly, partly","2004","Lower Saxony","Male","99","0.23903449244344","0.194978030880592","0.283090954006287"
"Partly, partly","2004","Lower Saxony","Female","36","0.137147257105374","0.0961905199748804","0.178103994235867"
"Partly, partly","2004","Bremen","Male","9","","",""
"Partly, partly","2004","Bremen","Female","5","","",""
"Partly, partly","2004","North Rhine-Westphalia","Male","173","0.218081890128085","0.190156523397816","0.246007256858354"
"Partly, partly","2004","North Rhine-Westphalia","Female","77","0.139043280534265","0.111265942497618","0.166820618570912"
"Partly, partly","2004","Hesse","Male","55","0.167788078908931","0.125782321847385","0.209793835970476"
"Partly, partly","2004","Hesse","Female","38","0.162107152423885","0.114057616048379","0.210156688799391"
"Partly, partly","2004","Rhineland-Palatinate,Saarland","Male","43","0.192581124515945","0.140592507779052","0.244569741252838"
"Partly, partly","2004","Rhineland-Palatinate,Saarland","Female","18","","",""
"Partly, partly","2004","Baden-Württemberg","Male","118","0.196173717086862","0.16380051311905","0.228546921054673"
"Partly, partly","2004","Baden-Württemberg","Female","61","0.225628194227633","0.181774435035521","0.269481953419745"
"Partly, partly","2004","Bavaria","Male","121","0.165539053145871","0.13635421364865","0.194723892643092"
"Partly, partly","2004","Bavaria","Female","70","0.126375729233518","0.0961099556850732","0.156641502781963"
"Partly, partly","2004","Berlin","Male","23","","",""
"Partly, partly","2004","Berlin","Female","20","","",""
"Partly, partly","2004","Brandenburg","Male","39","0.26468244402273","0.19408280230209","0.33528208574337"
"Partly, partly","2004","Brandenburg","Female","26","","",""
"Partly, partly","2004","Mecklenburg-Western Pomerania","Male","28","","",""
"Partly, partly","2004","Mecklenburg-Western Pomerania","Female","8","","",""
"Partly, partly","2004","Saxony","Male","72","0.276802150542997","0.225745728596426","0.327858572489568"
"Partly, partly","2004","Saxony","Female","55","0.219549153779674","0.170802268855373","0.268296038703975"
"Partly, partly","2004","Saxony-Anhalt","Male","42","0.270679343850786","0.203493115034399","0.337865572667172"
"Partly, partly","2004","Saxony-Anhalt","Female","24","","",""
"Partly, partly","2004","Thuringia","Male","46","0.270463095302525","0.206280567203054","0.334645623401996"
"Partly, partly","2004","Thuringia","Female","28","","",""
"Paid","2004","Schleswig-Holstein","Male","14","","",""
"Paid","2004","Schleswig-Holstein","Female","7","","",""
"Paid","2004","Hamburg","Male","8","","",""
"Paid","2004","Hamburg","Female","3","","",""
"Paid","2004","Lower Saxony","Male","43","0.143728546464878","0.107489722924462","0.179967370005294"
"Paid","2004","Lower Saxony","Female","25","","",""
"Paid","2004","Bremen","Male","6","","",""
"Paid","2004","Bremen","Female","3","","",""
"Paid","2004","North Rhine-Westphalia","Male","142","0.210405404450521","0.182841611627798","0.237969197273244"
"Paid","2004","North Rhine-Westphalia","Female","66","0.118017814630289","0.0921160917888475","0.14391953747173"
"Paid","2004","Hesse","Male","27","","",""
"Paid","2004","Hesse","Female","15","","",""
"Paid","2004","Rhineland-Palatinate,Saarland","Male","37","0.132434046356578","0.0877448002122097","0.177123292500947"
"Paid","2004","Rhineland-Palatinate,Saarland","Female","25","","",""
"Paid","2004","Baden-Württemberg","Male","81","0.161475685476425","0.131477459636418","0.191473911316433"
"Paid","2004","Baden-Württemberg","Female","35","0.0794827059884092","0.0511043210284513","0.107861090948367"
"Paid","2004","Bavaria","Male","51","0.10265681897852","0.0788238991270531","0.126489738829986"
"Paid","2004","Bavaria","Female","34","0.070800383547706","0.0474373134703095","0.0941634536251025"
"Paid","2004","Berlin","Male","11","","",""
"Paid","2004","Berlin","Female","9","","",""
"Paid","2004","Brandenburg","Male","16","","",""
"Paid","2004","Brandenburg","Female","10","","",""
"Paid","2004","Mecklenburg-Western Pomerania","Male","10","","",""
"Paid","2004","Mecklenburg-Western Pomerania","Female","9","","",""
"Paid","2004","Saxony","Male","29","","",""
"Paid","2004","Saxony","Female","14","","",""
"Paid","2004","Saxony-Anhalt","Male","26","","",""
"Paid","2004","Saxony-Anhalt","Female","10","","",""
"Paid","2004","Thuringia","Male","32","0.151126514472475","0.0993740546504901","0.202878974294459"
"Paid","2004","Thuringia","Female","11","","",""
"Not paid","2004","Schleswig-Holstein","Male","40","0.337727940799774","0.252032666628569","0.42342321497098"
"Not paid","2004","Schleswig-Holstein","Female","25","","",""
"Not paid","2004","Hamburg","Male","14","","",""
"Not paid","2004","Hamburg","Female","11","","",""
"Not paid","2004","Lower Saxony","Male","71","0.160082288103427","0.122204304472695","0.197960271734159"
"Not paid","2004","Lower Saxony","Female","37","0.111006245560919","0.0736049619313861","0.148407529190452"
"Not paid","2004","Bremen","Male","7","","",""
"Not paid","2004","Bremen","Female","7","","",""
"Not paid","2004","North Rhine-Westphalia","Male","216","0.207945509224275","0.180500666191858","0.235390352256691"
"Not paid","2004","North Rhine-Westphalia","Female","117","0.180490620841403","0.149614036972915","0.211367204709891"
"Not paid","2004","Hesse","Male","96","0.263513012975312","0.213991389770678","0.313034636179947"
"Not paid","2004","Hesse","Female","48","0.180664281788118","0.130503884814929","0.230824678761308"
"Not paid","2004","Rhineland-Palatinate,Saarland","Male","61","0.297745935104969","0.237459166573993","0.358032703635946"
"Not paid","2004","Rhineland-Palatinate,Saarland","Female","26","","",""
"Not paid","2004","Baden-Württemberg","Male","165","0.212336594548215","0.178996492090114","0.245676697006315"
"Not paid","2004","Baden-Württemberg","Female","63","0.14432840624822","0.107459110435342","0.181197702061099"
"Not paid","2004","Bavaria","Male","160","0.215411372610529","0.183129450441787","0.247693294779272"
"Not paid","2004","Bavaria","Female","92","0.177185694580493","0.142406234149983","0.211965155011002"
"Not paid","2004","Berlin","Male","40","0.238688293257478","0.16624151381239","0.311135072702567"
"Not paid","2004","Berlin","Female","19","","",""
"Not paid","2004","Brandenburg","Male","28","","",""
"Not paid","2004","Brandenburg","Female","14","","",""
"Not paid","2004","Mecklenburg-Western Pomerania","Male","14","","",""
"Not paid","2004","Mecklenburg-Western Pomerania","Female","13","","",""
"Not paid","2004","Saxony","Male","56","0.145029723036988","0.10484683935581","0.185212606718166"
"Not paid","2004","Saxony","Female","41","0.0997189605414002","0.0644342848786076","0.135003636204193"
"Not paid","2004","Saxony-Anhalt","Male","40","0.19972983820109","0.13927469733114","0.260184979071039"
"Not paid","2004","Saxony-Anhalt","Female","26","","",""
"Not paid","2004","Thuringia","Male","31","0.178417618678915","0.123097435757792","0.233737801600039"
"Not paid","2004","Thuringia","Female","28","","",""
"Acclaimed","2005","Schleswig-Holstein","Male","48","0.537099628451955","0.436300830083238","0.637898426820672"
"Acclaimed","2005","Schleswig-Holstein","Female","52","0.592391544550527","0.490302507955127","0.694480581145927"
"Acclaimed","2005","Hamburg","Male","21","","",""
"Acclaimed","2005","Hamburg","Female","19","","",""
"Acclaimed","2005","Lower Saxony","Male","130","0.447375750462182","0.392553641467281","0.502197859457084"
"Acclaimed","2005","Lower Saxony","Female","149","0.614985963711213","0.554302481006531","0.675669446415895"
"Acclaimed","2005","Bremen","Male","8","","",""
"Acclaimed","2005","Bremen","Female","15","","",""
"Acclaimed","2005","North Rhine-Westphalia","Male","278","0.319302323220871","0.2863731443006","0.352231502141142"
"Acclaimed","2005","North Rhine-Westphalia","Female","332","0.606448063132665","0.566057699142231","0.646838427123099"
"Acclaimed","2005","Hesse","Male","118","0.396996425215438","0.339789557063215","0.454203293367662"
"Acclaimed","2005","Hesse","Female","142","0.64770938986817","0.586242006053998","0.709176773682341"
"Acclaimed","2005","Rhineland-Palatinate,Saarland","Male","82","0.387888141599384","0.320692507864715","0.455083775334053"
"Acclaimed","2005","Rhineland-Palatinate,Saarland","Female","84","0.542064574267053","0.4638813772229","0.620247771311206"
"Acclaimed","2005","Baden-Württemberg","Male","217","0.424327208916448","0.38305947862159","0.465594939211306"
"Acclaimed","2005","Baden-Württemberg","Female","187","0.577942315505987","0.523314803673961","0.632569827338014"
"Acclaimed","2005","Bavaria","Male","291","0.546594818551656","0.506115236527876","0.587074400575437"
"Acclaimed","2005","Bavaria","Female","281","0.623374562593271","0.578901705345247","0.667847419841295"
"Acclaimed","2005","Berlin","Male","56","0.402395773360399","0.317773094148559","0.487018452572239"
"Acclaimed","2005","Berlin","Female","78","0.611175056946663","0.523218755966806","0.69913135792652"
"Acclaimed","2005","Brandenburg","Male","71","0.554779964538388","0.472454951652071","0.637104977424705"
"Acclaimed","2005","Brandenburg","Female","70","0.494677951059994","0.409061377304804","0.580294524815184"
"Acclaimed","2005","Mecklenburg-Western Pomerania","Male","35","0.53828568135138","0.429042036215778","0.647529326486983"
"Acclaimed","2005","Mecklenburg-Western Pomerania","Female","48","0.566555806353318","0.458637896897206","0.67447371580943"
"Acclaimed","2005","Saxony","Male","137","0.502110506703285","0.444761909295361","0.559459104111208"
"Acclaimed","2005","Saxony","Female","147","0.659709121583843","0.599514039512628","0.719904203655058"
"Acclaimed","2005","Saxony-Anhalt","Male","60","0.421985342999428","0.345459837226108","0.498510848772747"
"Acclaimed","2005","Saxony-Anhalt","Female","92","0.590292286842899","0.510247193727133","0.670337379958666"
"Acclaimed","2005","Thuringia","Male","68","0.447415703299977","0.370848027446805","0.52398337915315"
"Acclaimed","2005","Thuringia","Female","76","0.631380339170097","0.550000658493324","0.712760019846869"
"Partly, partly","2005","Schleswig-Holstein","Male","16","","",""
"Partly, partly","2005","Schleswig-Holstein","Female","9","","",""
"Partly, partly","2005","Hamburg","Male","10","","",""
"Partly, partly","2005","Hamburg","Female","8","","",""
"Partly, partly","2005","Lower Saxony","Male","87","0.267541106128992","0.21873305833548","0.316349153922504"
"Partly, partly","2005","Lower Saxony","Female","44","0.187653175420762","0.138962217704007","0.236344133137517"
"Partly, partly","2005","Bremen","Male","5","","",""
"Partly, partly","2005","Bremen","Female","3","","",""
"Partly, partly","2005","North Rhine-Westphalia","Male","183","0.286870002322949","0.254923034114641","0.318816970531258"
"Partly, partly","2005","North Rhine-Westphalia","Female","78","0.144681568587842","0.115597815233542","0.173765321942142"
"Partly, partly","2005","Hesse","Male","60","0.236064538269694","0.186412321554507","0.285716754984882"
"Partly, partly","2005","Hesse","Female","32","0.120757765043607","0.0788286300764595","0.162686900010754"
"Partly, partly","2005","Rhineland-Palatinate,Saarland","Male","53","0.326933493394669","0.262244394192367","0.391622592596971"
"Partly, partly","2005","Rhineland-Palatinate,Saarland","Female","27","","",""
"Partly, partly","2005","Baden-Württemberg","Male","125","0.24483732962325","0.208934277843945","0.280740381402556"
"Partly, partly","2005","Baden-Württemberg","Female","44","0.184951784526944","0.142007617784021","0.227895951269867"
"Partly, partly","2005","Bavaria","Male","119","0.186575779035726","0.154898621335048","0.218252936736403"
"Partly, partly","2005","Bavaria","Female","72","0.163685195575815","0.129726166651987","0.197644224499643"
"Partly, partly","2005","Berlin","Male","21","","",""
"Partly, partly","2005","Berlin","Female","11","","",""
"Partly, partly","2005","Brandenburg","Male","28","","",""
"Partly, partly","2005","Brandenburg","Female","29","","",""
"Partly, partly","2005","Mecklenburg-Western Pomerania","Male","25","","",""
"Partly, partly","2005","Mecklenburg-Western Pomerania","Female","10","","",""
"Partly, partly","2005","Saxony","Male","88","0.296994620503387","0.244585088585009","0.349404152421764"
"Partly, partly","2005","Saxony","Female","39","0.147252681518298","0.102233105586566","0.192272257450031"
"Partly, partly","2005","Saxony-Anhalt","Male","36","0.216637631764632","0.15280593311322","0.280469330416044"
"Partly, partly","2005","Saxony-Anhalt","Female","18","","",""
"Partly, partly","2005","Thuringia","Male","42","0.243313316642474","0.17723916912288","0.309387464162069"
"Partly, partly","2005","Thuringia","Female","19","","",""
"Paid","2005","Schleswig-Holstein","Male","7","","",""
"Paid","2005","Schleswig-Holstein","Female","6","","",""
"Paid","2005","Hamburg","Male","4","","",""
"Paid","2005","Hamburg","Female","3","","",""
"Paid","2005","Lower Saxony","Male","37","0.134411493115873","0.0968036442299658","0.17201934200178"
"Paid","2005","Lower Saxony","Female","27","","",""
"Paid","2005","Bremen","Male","1","","",""
"Paid","2005","Bremen","Female","2","","",""
"Paid","2005","North Rhine-Westphalia","Male","123","0.174892448475178","0.148061035836781","0.201723861113575"
"Paid","2005","North Rhine-Westphalia","Female","50","0.0814759218646904","0.0588586693186758","0.104093174410705"
"Paid","2005","Hesse","Male","22","","",""
"Paid","2005","Hesse","Female","15","","",""
"Paid","2005","Rhineland-Palatinate,Saarland","Male","27","","",""
"Paid","2005","Rhineland-Palatinate,Saarland","Female","21","","",""
"Paid","2005","Baden-Württemberg","Male","66","0.116888110411139","0.0900615293888817","0.143714691433397"
"Paid","2005","Baden-Württemberg","Female","25","","",""
"Paid","2005","Bavaria","Male","46","0.0833719791042857","0.060893514415589","0.105850443792982"
"Paid","2005","Bavaria","Female","32","0.0764105936979279","0.0520278862340195","0.100793301161836"
"Paid","2005","Berlin","Male","16","","",""
"Paid","2005","Berlin","Female","11","","",""
"Paid","2005","Brandenburg","Male","16","","",""
"Paid","2005","Brandenburg","Female","14","","",""
"Paid","2005","Mecklenburg-Western Pomerania","Male","8","","",""
"Paid","2005","Mecklenburg-Western Pomerania","Female","9","","",""
"Paid","2005","Saxony","Male","20","","",""
"Paid","2005","Saxony","Female","11","","",""
"Paid","2005","Saxony-Anhalt","Male","26","","",""
"Paid","2005","Saxony-Anhalt","Female","9","","",""
"Paid","2005","Thuringia","Male","20","","",""
"Paid","2005","Thuringia","Female","15","","",""
"Not paid","2005","Schleswig-Holstein","Male","23","","",""
"Not paid","2005","Schleswig-Holstein","Female","22","","",""
"Not paid","2005","Hamburg","Male","14","","",""
"Not paid","2005","Hamburg","Female","11","","",""
"Not paid","2005","Lower Saxony","Male","62","0.150671650292953","0.111229722601653","0.190113577984252"
"Not paid","2005","Lower Saxony","Female","27","","",""
"Not paid","2005","Bremen","Male","9","","",""
"Not paid","2005","Bremen","Female","5","","",""
"Not paid","2005","North Rhine-Westphalia","Male","186","0.218935225981001","0.189727074243595","0.248143377718408"
"Not paid","2005","North Rhine-Westphalia","Female","102","0.167394446414803","0.136529174477996","0.198259718351609"
"Not paid","2005","Hesse","Male","81","0.27043007087729","0.21849557926184","0.322364562492741"
"Not paid","2005","Hesse","Female","43","0.174106016469699","0.125311261746916","0.222900771192483"
"Not paid","2005","Rhineland-Palatinate,Saarland","Male","40","0.163075073570342","0.112129148882569","0.214020998258116"
"Not paid","2005","Rhineland-Palatinate,Saarland","Female","24","","",""
"Not paid","2005","Baden-Württemberg","Male","143","0.213947351049163","0.179705946852004","0.248188755246321"
"Not paid","2005","Baden-Württemberg","Female","58","0.170449574502896","0.128858262264897","0.212040886740895"
"Not paid","2005","Bavaria","Male","125","0.183457423308332","0.151985949091619","0.214928897525045"
"Not paid","2005","Bavaria","Female","71","0.136529648132986","0.105015696054366","0.168043600211606"
"Not paid","2005","Berlin","Male","36","0.249674207181031","0.174983767930316","0.324364646431745"
"Not paid","2005","Berlin","Female","18","","",""
"Not paid","2005","Brandenburg","Male","25","","",""
"Not paid","2005","Brandenburg","Female","18","","",""
"Not paid","2005","Mecklenburg-Western Pomerania","Male","12","","",""
"Not paid","2005","Mecklenburg-Western Pomerania","Female","14","","",""
"Not paid","2005","Saxony","Male","47","0.120932287347761","0.0835350979777707","0.158329476717751"
"Not paid","2005","Saxony","Female","41","0.125150407431043","0.0831123689553213","0.167188445906765"
"Not paid","2005","Saxony-Anhalt","Male","38","0.197383915033586","0.135710512584324","0.259057317482847"
"Not paid","2005","Saxony-Anhalt","Female","26","","",""
"Not paid","2005","Thuringia","Male","32","0.207556773501301","0.145105238415145","0.270008308587457"
"Not paid","2005","Thuringia","Female","25","","",""
"Acclaimed","2006","Schleswig-Holstein","Male","63","0.474284795196023","0.386396281829268","0.562173308562778"
"Acclaimed","2006","Schleswig-Holstein","Female","51","0.512944699885998","0.412959231663416","0.61293016810858"
"Acclaimed","2006","Hamburg","Male","23","","",""
"Acclaimed","2006","Hamburg","Female","20","","",""
"Acclaimed","2006","Lower Saxony","Male","150","0.448034837977992","0.395483885017133","0.500585790938851"
"Acclaimed","2006","Lower Saxony","Female","166","0.592140248866454","0.533082758389255","0.651197739343654"
"Acclaimed","2006","Bremen","Male","5","","",""
"Acclaimed","2006","Bremen","Female","17","","",""
"Acclaimed","2006","North Rhine-Westphalia","Male","322","0.382182993184096","0.349105207121028","0.415260779247165"
"Acclaimed","2006","North Rhine-Westphalia","Female","376","0.565201343805385","0.527003254465295","0.603399433145476"
"Acclaimed","2006","Hesse","Male","122","0.393219295171482","0.338579105965957","0.447859484377007"
"Acclaimed","2006","Hesse","Female","152","0.562091691348316","0.503131509469566","0.621051873227065"
"Acclaimed","2006","Rhineland-Palatinate,Saarland","Male","92","0.382543717014715","0.31861216499783","0.446475269031601"
"Acclaimed","2006","Rhineland-Palatinate,Saarland","Female","95","0.465117851726913","0.394749076439462","0.535486627014364"
"Acclaimed","2006","Baden-Württemberg","Male","223","0.423376045525373","0.383199785518961","0.463552305531784"
"Acclaimed","2006","Baden-Württemberg","Female","215","0.567148266196097","0.517591796111982","0.616704736280212"
"Acclaimed","2006","Bavaria","Male","317","0.531863727696527","0.492899672567757","0.570827782825296"
"Acclaimed","2006","Bavaria","Female","315","0.648669361168461","0.607196986328544","0.690141736008378"
"Acclaimed","2006","Berlin","Male","56","0.418593688691469","0.331054123608163","0.506133253774776"
"Acclaimed","2006","Berlin","Female","72","0.50554333515201","0.422126855067464","0.588959815236555"
"Acclaimed","2006","Brandenburg","Male","74","0.499840340449837","0.420353308767973","0.579327372131701"
"Acclaimed","2006","Brandenburg","Female","89","0.548216053890394","0.470369474070727","0.62606263371006"
"Acclaimed","2006","Mecklenburg-Western Pomerania","Male","42","0.494710701770401","0.389651482896426","0.599769920644376"
"Acclaimed","2006","Mecklenburg-Western Pomerania","Female","56","0.642744485260945","0.54688808299789","0.738600887524001"
"Acclaimed","2006","Saxony","Male","138","0.499701007385411","0.442253455875936","0.557148558894886"
"Acclaimed","2006","Saxony","Female","169","0.609063819354431","0.551806590779309","0.666321047929553"
"Acclaimed","2006","Saxony-Anhalt","Male","60","0.320601667836882","0.249389985514823","0.391813350158942"
"Acclaimed","2006","Saxony-Anhalt","Female","94","0.606687180229074","0.528773973820687","0.684600386637461"
"Acclaimed","2006","Thuringia","Male","78","0.379453658526235","0.308564744962019","0.45034257209045"
"Acclaimed","2006","Thuringia","Female","85","0.583295035313144","0.50413364116417","0.662456429462117"
"Partly, partly","2006","Schleswig-Holstein","Male","19","","",""
"Partly, partly","2006","Schleswig-Holstein","Female","10","","",""
"Partly, partly","2006","Hamburg","Male","9","","",""
"Partly, partly","2006","Hamburg","Female","7","","",""
"Partly, partly","2006","Lower Saxony","Male","80","0.233971139614206","0.189233550034785","0.278708729193627"
"Partly, partly","2006","Lower Saxony","Female","39","0.164302990657434","0.119772812672877","0.208833168641992"
"Partly, partly","2006","Bremen","Male","5","","",""
"Partly, partly","2006","Bremen","Female","3","","",""
"Partly, partly","2006","North Rhine-Westphalia","Male","175","0.229143305882026","0.200533742034321","0.257752869729732"
"Partly, partly","2006","North Rhine-Westphalia","Female","103","0.169076770891135","0.140195362128276","0.197958179653994"
"Partly, partly","2006","Hesse","Male","49","0.188648228485137","0.144884948590821","0.232411508379453"
"Partly, partly","2006","Hesse","Female","39","0.145703155503137","0.103775312662288","0.187630998343985"
"Partly, partly","2006","Rhineland-Palatinate,Saarland","Male","50","0.186078474624478","0.134885432328552","0.237271516920403"
"Partly, partly","2006","Rhineland-Palatinate,Saarland","Female","33","0.190551910134393","0.13514415038475","0.245959669884036"
"Partly, partly","2006","Baden-Württemberg","Male","134","0.243101147160999","0.208221470328804","0.277980823993194"
"Partly, partly","2006","Baden-Württemberg","Female","59","0.124990111348212","0.0919130600449283","0.158067162651496"
"Partly, partly","2006","Bavaria","Male","110","0.154379807396687","0.126166062438764","0.18259355235461"
"Partly, partly","2006","Bavaria","Female","76","0.123094468894855","0.0945524378628441","0.151636499926866"
"Partly, partly","2006","Berlin","Male","18","","",""
"Partly, partly","2006","Berlin","Female","28","","",""
"Partly, partly","2006","Brandenburg","Male","37","0.212750444426686","0.14768989191514","0.277810996938233"
"Partly, partly","2006","Brandenburg","Female","30","0.241005227287233","0.174104492399889","0.307905962174577"
"Partly, partly","2006","Mecklenburg-Western Pomerania","Male","24","","",""
"Partly, partly","2006","Mecklenburg-Western Pomerania","Female","10","","",""
"Partly, partly","2006","Saxony","Male","69","0.248865065967592","0.199189531820059","0.298540600115125"
"Partly, partly","2006","Saxony","Female","48","0.192238183868995","0.145999285700656","0.238477082037335"
"Partly, partly","2006","Saxony-Anhalt","Male","38","0.275805944982954","0.207613634069412","0.343998255896496"
"Partly, partly","2006","Saxony-Anhalt","Female","15","","",""
"Partly, partly","2006","Thuringia","Male","49","0.28116258690253","0.215486700951674","0.346838472853386"
"Partly, partly","2006","Thuringia","Female","25","","",""
"Paid","2006","Schleswig-Holstein","Male","15","","",""
"Paid","2006","Schleswig-Holstein","Female","11","","",""
"Paid","2006","Hamburg","Male","5","","",""
"Paid","2006","Hamburg","Female","3","","",""
"Paid","2006","Lower Saxony","Male","47","0.164426037226691","0.125256664732862","0.20359540972052"
"Paid","2006","Lower Saxony","Female","27","","",""
"Paid","2006","Bremen","Male","3","","",""
"Paid","2006","Bremen","Female","3","","",""
"Paid","2006","North Rhine-Westphalia","Male","123","0.176927730470494","0.150950804060972","0.202904656880017"
"Paid","2006","North Rhine-Westphalia","Female","62","0.128712394223335","0.102908401949414","0.154516386497255"
"Paid","2006","Hesse","Male","33","0.107790580388896","0.073100707341562","0.14248045343623"
"Paid","2006","Hesse","Female","25","","",""
"Paid","2006","Rhineland-Palatinate,Saarland","Male","35","0.221486498702125","0.166863151780048","0.276109845624202"
"Paid","2006","Rhineland-Palatinate,Saarland","Female","29","","",""
"Paid","2006","Baden-Württemberg","Male","65","0.12601361252259","0.0990286953089354","0.152998529736244"
"Paid","2006","Baden-Württemberg","Female","33","0.0831094748764791","0.0554994695513472","0.110719480201611"
"Paid","2006","Bavaria","Male","58","0.0904917345859432","0.0680897962262055","0.112893672945681"
"Paid","2006","Bavaria","Female","31","0.0654774296034568","0.043987751587319","0.0869671076195945"
"Paid","2006","Berlin","Male","9","","",""
"Paid","2006","Berlin","Female","6","","",""
"Paid","2006","Brandenburg","Male","14","","",""
"Paid","2006","Brandenburg","Female","16","","",""
"Paid","2006","Mecklenburg-Western Pomerania","Male","4","","",""
"Paid","2006","Mecklenburg-Western Pomerania","Female","12","","",""
"Paid","2006","Saxony","Male","23","","",""
"Paid","2006","Saxony","Female","16","","",""
"Paid","2006","Saxony-Anhalt","Male","17","","",""
"Paid","2006","Saxony-Anhalt","Female","10","","",""
"Paid","2006","Thuringia","Male","16","","",""
"Paid","2006","Thuringia","Female","12","","",""
"Not paid","2006","Schleswig-Holstein","Male","27","","",""
"Not paid","2006","Schleswig-Holstein","Female","24","","",""
"Not paid","2006","Hamburg","Male","12","","",""
"Not paid","2006","Hamburg","Female","15","","",""
"Not paid","2006","Lower Saxony","Male","67","0.153567985181112","0.115468838072489","0.191667132289734"
