"plb0195_h","year","migback","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Acclaimed","1999","direct migration background","West Germany","204","0.423500910732607","0.381902672783305","0.46509914868191","1"
"Acclaimed","1999","indirect migration background","East Germany","5","","","","1"
"Acclaimed","1999","indirect migration background","West Germany","85","0.53504799748253","0.465575017390649","0.604520977574412","1"
"Not paid","1999","no migration background","East Germany","269","0.175760013546568","0.15636883916765","0.195151187925485","4"
"Not paid","1999","no migration background","West Germany","494","0.187436645768193","0.172751472936491","0.202121818599895","4"
"Not paid","1999","direct migration background","West Germany","51","0.15322627499717","0.122901418355273","0.183551131639068","4"
"Not paid","1999","direct migration background","East Germany","3","","","","4"
"Not paid","1999","indirect migration background","West Germany","24","","","","4"
"Not paid","1999","indirect migration background","East Germany","","","","","4"
"Paid","1999","no migration background","West Germany","420","0.144205965853633","0.130986940507684","0.157424991199581","3"
"Paid","1999","no migration background","East Germany","201","0.129197921174222","0.112109390402295","0.146286451946149","3"
"Paid","1999","direct migration background","East Germany","3","","","","3"
"Paid","1999","direct migration background","West Germany","177","0.259973793937003","0.223047409778197","0.296900178095809","3"
"Paid","1999","indirect migration background","West Germany","46","0.196731118652816","0.141360101947034","0.252102135358598","3"
"Paid","1999","indirect migration background","East Germany","1","","","","3"
"Partly, partly","1999","no migration background","West Germany","577","0.211625230780989","0.196255251752241","0.226995209809737","2"
"Partly, partly","1999","no migration background","East Germany","337","0.253113650861041","0.230962194814025","0.275265106908056","2"
"Partly, partly","1999","direct migration background","East Germany","2","","","","2"
"Partly, partly","1999","direct migration background","West Germany","110","0.163299020333219","0.1321800387098","0.194418001956639","2"
"Partly, partly","1999","indirect migration background","West Germany","43","0.140091977442886","0.0917473598805043","0.188436595005268","2"
"Partly, partly","1999","indirect migration background","East Germany","1","","","","2"
"Acclaimed","2000","no migration background","West Germany","2400","0.479665834880902","0.465923672572848","0.493407997188956","1"
"Acclaimed","2000","no migration background","East Germany","1006","0.481564495353013","0.460003288054899","0.503125702651126","1"
"Acclaimed","2000","direct migration background","West Germany","363","0.40870707185457","0.375775032380812","0.441639111328329","1"
"Acclaimed","2000","direct migration background","East Germany","14","","","","1"
"Acclaimed","2000","indirect migration background","East Germany","4","","","","1"
"Acclaimed","2000","indirect migration background","West Germany","114","0.50240048607908","0.441152317439144","0.563648654719017","1"
"Not paid","2000","no migration background","West Germany","890","0.170218763884137","0.159880918547533","0.18055660922074","4"
"Not paid","2000","no migration background","East Germany","358","0.160981845346278","0.145122961917018","0.176840728775538","4"
"Not paid","2000","direct migration background","West Germany","88","0.130407105197978","0.10784810608264","0.152966104313316","4"
"Not paid","2000","direct migration background","East Germany","6","","","","4"
"Not paid","2000","indirect migration background","West Germany","34","0.12921779207204","0.0881270447595024","0.170308539384578","4"
"Not paid","2000","indirect migration background","East Germany","1","","","","4"
"Paid","2000","no migration background","West Germany","741","0.146347178354426","0.136624692361777","0.156069664347074","3"
"Paid","2000","no migration background","East Germany","271","0.131626009009065","0.117037102628571","0.146214915389558","3"
"Paid","2000","direct migration background","West Germany","241","0.273631422834016","0.243765721537263","0.303497124130768","3"
"Paid","2000","direct migration background","East Germany","5","","","","3"
"Paid","2000","indirect migration background","West Germany","50","0.169245982341811","0.123313119173217","0.215178845510406","3"
"Paid","2000","indirect migration background","East Germany","","","","","3"
"Partly, partly","2000","no migration background","West Germany","1046","0.203768222880535","0.192688408333749","0.214848037427322","2"
"Partly, partly","2000","no migration background","East Germany","428","0.225827650291645","0.207784770199553","0.243870530383737","2"
"Partly, partly","2000","direct migration background","East Germany","3","","","","2"
"Partly, partly","2000","direct migration background","West Germany","164","0.187254400113436","0.161120481279796","0.213388318947075","2"
"Partly, partly","2000","indirect migration background","West Germany","58","0.199135739507068","0.150216221367113","0.248055257647023","2"
"Partly, partly","2000","indirect migration background","East Germany","3","","","","2"
"Acclaimed","2001","no migration background","West Germany","2149","0.466530438426449","0.452261920626111","0.480798956226787","1"
"Acclaimed","2001","no migration background","East Germany","954","0.481161681745984","0.459075640807988","0.50324772268398","1"
"Acclaimed","2001","direct migration background","West Germany","289","0.35654385926441","0.323227787013428","0.389859931515392","1"
"Acclaimed","2001","direct migration background","East Germany","11","","","","1"
"Acclaimed","2001","indirect migration background","West Germany","119","0.444117238221018","0.38463036902896","0.503604107413075","1"
"Acclaimed","2001","indirect migration background","East Germany","4","","","","1"
"Not paid","2001","no migration background","West Germany","824","0.166059345253368","0.155415874266276","0.176702816240461","4"
"Not paid","2001","no migration background","East Germany","315","0.148611963412231","0.132888544260091","0.164335382564371","4"
"Not paid","2001","direct migration background","West Germany","99","0.159510004364283","0.134041814581497","0.18497819414707","4"
"Not paid","2001","direct migration background","East Germany","2","","","","4"
"Not paid","2001","indirect migration background","West Germany","39","0.152208271172789","0.109200750359876","0.195215791985703","4"
"Not paid","2001","indirect migration background","East Germany","","","","","4"
"Paid","2001","no migration background","West Germany","718","0.154402565212041","0.144067978085109","0.164737152338972","3"
"Paid","2001","no migration background","East Germany","259","0.140115725232035","0.124772389884313","0.155459060579756","3"
"Paid","2001","direct migration background","East Germany","2","","","","3"
"Paid","2001","direct migration background","West Germany","214","0.245114974749915","0.215194866041495","0.275035083458335","3"
"Paid","2001","indirect migration background","West Germany","43","0.170604667903008","0.125568965333297","0.21564037047272","3"
"Paid","2001","indirect migration background","East Germany","1","","","","3"
"Partly, partly","2001","no migration background","West Germany","1005","0.213007651108142","0.201297381240968","0.224717920975316","2"
"Partly, partly","2001","no migration background","East Germany","438","0.23011062960975","0.211505237108343","0.248716022111157","2"
"Partly, partly","2001","direct migration background","East Germany","5","","","","2"
"Partly, partly","2001","direct migration background","West Germany","192","0.238831161621392","0.209174392551571","0.268487930691212","2"
"Partly, partly","2001","indirect migration background","West Germany","67","0.233069822703185","0.182452213288273","0.283687432118097","2"
"Partly, partly","2001","indirect migration background","East Germany","1","","","","2"
"Acclaimed","2002","no migration background","West Germany","2296","0.481973481091689","0.46821260975481","0.495734352428569","1"
"Acclaimed","2002","no migration background","East Germany","951","0.508793568482588","0.486559122788518","0.531028014176657","1"
"Acclaimed","2002","direct migration background","West Germany","265","0.405837264319215","0.369381990204231","0.442292538434198","1"
"Acclaimed","2002","direct migration background","East Germany","12","","","","1"
"Acclaimed","2002","indirect migration background","West Germany","102","0.462200056889669","0.400521159193529","0.523878954585809","1"
"Acclaimed","2002","indirect migration background","East Germany","7","","","","1"
"Not paid","2002","no migration background","East Germany","370","0.157986894956556","0.141765304393775","0.174208485519336","4"
"Not paid","2002","no migration background","West Germany","1180","0.188342973524019","0.17757536261351","0.199110584434529","4"
"Not paid","2002","direct migration background","West Germany","90","0.131486269648934","0.106398604267211","0.156573935030656","4"
"Not paid","2002","direct migration background","East Germany","2","","","","4"
"Not paid","2002","indirect migration background","West Germany","52","0.185208679591683","0.137150745767653","0.233266613415712","4"
"Not paid","2002","indirect migration background","East Germany","1","","","","4"
"Paid","2002","no migration background","West Germany","569","0.123819747094089","0.114748853908041","0.132890640280138","3"
"Paid","2002","no migration background","East Germany","201","0.112017479968635","0.0979903575981919","0.126044602339078","3"
"Paid","2002","direct migration background","East Germany","1","","","","3"
"Paid","2002","direct migration background","West Germany","181","0.26840016297311","0.23550289067423","0.30129743527199","3"
"Paid","2002","indirect migration background","West Germany","39","0.128950587988552","0.0874891567622099","0.170412019214894","3"
"Paid","2002","indirect migration background","East Germany","1","","","","3"
"Partly, partly","2002","no migration background","West Germany","1020","0.205863798290202","0.194728653870769","0.216998942709635","2"
"Partly, partly","2002","no migration background","East Germany","420","0.221202056592222","0.202742109309379","0.239662003875065","2"
"Partly, partly","2002","direct migration background","West Germany","161","0.194276303058742","0.164904224193777","0.223648381923707","2"
"Partly, partly","2002","direct migration background","East Germany","3","","","","2"
"Partly, partly","2002","indirect migration background","West Germany","58","0.223640675530096","0.172091940232094","0.275189410828099","2"
"Partly, partly","2002","indirect migration background","East Germany","","","","","2"
"Acclaimed","2003","no migration background","West Germany","2277","0.503868486129601","0.489785566402043","0.517951405857159","1"
"Acclaimed","2003","no migration background","East Germany","957","0.549630355545303","0.52679148266497","0.572469228425635","1"
"Acclaimed","2003","direct migration background","West Germany","268","0.462666866068075","0.423701498410685","0.501632233725465","1"
"Acclaimed","2003","direct migration background","East Germany","10","","","","1"
"Acclaimed","2003","indirect migration background","East Germany","6","","","","1"
"Acclaimed","2003","indirect migration background","West Germany","110","0.406332293679835","0.345450075210034","0.467214512149635","1"
"Not paid","2003","no migration background","East Germany","324","0.14143183700448","0.125435677061798","0.157427996947163","4"
"Not paid","2003","no migration background","West Germany","1115","0.188273306645449","0.177262098112859","0.19928451517804","4"
"Not paid","2003","direct migration background","East Germany","1","","","","4"
"Not paid","2003","direct migration background","West Germany","71","0.087174698610371","0.0651296109458275","0.109219786274915","4"
"Not paid","2003","indirect migration background","West Germany","36","0.148095461937312","0.104065893578297","0.192125030296327","4"
"Not paid","2003","indirect migration background","East Germany","2","","","","4"
"Paid","2003","no migration background","West Germany","515","0.116939027811123","0.107887731480925","0.125990324141321","3"
"Paid","2003","no migration background","East Germany","189","0.110944097477064","0.0965272138688426","0.125360981085285","3"
"Paid","2003","direct migration background","East Germany","2","","","","3"
"Paid","2003","direct migration background","West Germany","145","0.23631920410288","0.203119958838619","0.269518449367142","3"
"Paid","2003","indirect migration background","West Germany","51","0.227853177790574","0.175858896923025","0.279847458658123","3"
"Paid","2003","indirect migration background","East Germany","","","","","3"
"Partly, partly","2003","no migration background","West Germany","935","0.190919179413827","0.179848954841599","0.201989403986054","2"
"Partly, partly","2003","no migration background","East Germany","353","0.197993709973153","0.179701366788718","0.216286053157589","2"
"Partly, partly","2003","direct migration background","East Germany","4","","","","2"
"Partly, partly","2003","direct migration background","West Germany","145","0.213839231218674","0.181797044682801","0.245881417754547","2"
"Partly, partly","2003","indirect migration background","West Germany","53","0.217719066592279","0.166561757622674","0.268876375561885","2"
"Partly, partly","2003","indirect migration background","East Germany","2","","","","2"
"Acclaimed","2004","no migration background","West Germany","2183","0.490189847646998","0.475827636819819","0.504552058474176","1"
"Acclaimed","2004","no migration background","East Germany","915","0.522641510858701","0.49948302877746","0.545799992939943","1"
"Acclaimed","2004","direct migration background","West Germany","265","0.458361021448951","0.418459130780944","0.498262912116958","1"
"Acclaimed","2004","direct migration background","East Germany","8","","","","1"
"Acclaimed","2004","indirect migration background","West Germany","118","0.5388949097327","0.475697229154624","0.602092590310776","1"
"Acclaimed","2004","indirect migration background","East Germany","4","","","","1"
"Not paid","2004","no migration background","East Germany","314","0.152505346579389","0.135836834539278","0.169173858619499","4"
"Not paid","2004","no migration background","West Germany","1169","0.207695117686052","0.196040602517937","0.219349632854168","4"
"Not paid","2004","direct migration background","East Germany","1","","","","4"
"Not paid","2004","direct migration background","West Germany","85","0.149318838304101","0.120777430636125","0.177860245972077","4"
"Not paid","2004","indirect migration background","West Germany","35","0.162706559718708","0.115912522501264","0.209500596936152","4"
"Not paid","2004","indirect migration background","East Germany","2","","","","4"
"Paid","2004","no migration background","West Germany","480","0.122118424904763","0.112711591219403","0.131525258590124","3"
"Paid","2004","no migration background","East Germany","175","0.101605964776263","0.0875978772507138","0.115614052301812","3"
"Paid","2004","direct migration background","West Germany","117","0.195677655916336","0.163907425455835","0.227447886376837","3"
"Paid","2004","direct migration background","East Germany","","","","","3"
"Paid","2004","indirect migration background","East Germany","1","","","","3"
"Paid","2004","indirect migration background","West Germany","36","0.0894477889594534","0.0532663052582396","0.125629272660667","3"
"Partly, partly","2004","no migration background","West Germany","822","0.179996609762186","0.168959003742627","0.191034215781746","2"
"Partly, partly","2004","no migration background","East Germany","383","0.223247177785647","0.203939936529474","0.24255441904182","2"
"Partly, partly","2004","direct migration background","East Germany","6","","","","2"
"Partly, partly","2004","direct migration background","West Germany","132","0.196642484330612","0.164813133107387","0.228471835553838","2"
"Partly, partly","2004","indirect migration background","East Germany","","","","","2"
"Partly, partly","2004","indirect migration background","West Germany","50","0.208950741589138","0.157407365332092","0.260494117846185","2"
"Acclaimed","2005","no migration background","West Germany","2143","0.507483089513893","0.492554059040043","0.522412119987743","1"
"Acclaimed","2005","no migration background","East Germany","857","0.527280232830294","0.503285020729374","0.551275444931213","1"
"Acclaimed","2005","direct migration background","West Germany","263","0.454609967885333","0.413479185690002","0.495740750080664","1"
"Acclaimed","2005","direct migration background","East Germany","10","","","","1"
"Acclaimed","2005","indirect migration background","West Germany","113","0.465469822541979","0.40262459726009","0.528315047823867","1"
"Acclaimed","2005","indirect migration background","East Germany","6","","","","1"
"Not paid","2005","no migration background","West Germany","965","0.192022468332826","0.180260340103592","0.20378459656206","4"
"Not paid","2005","no migration background","East Germany","298","0.143864398583864","0.126996929912431","0.160731867255298","4"
"Not paid","2005","direct migration background","West Germany","67","0.145570136387357","0.116438274142826","0.174701998631888","4"
"Not paid","2005","direct migration background","East Germany","1","","","","4"
"Not paid","2005","indirect migration background","West Germany","45","0.201847544141041","0.151277297701329","0.252417790580753","4"
"Not paid","2005","indirect migration background","East Germany","2","","","","4"
"Paid","2005","no migration background","West Germany","395","0.10017683692201","0.0912113788197787","0.109142295024241","3"
"Paid","2005","no migration background","East Germany","160","0.118573709612913","0.103035922383955","0.134111496841872","3"
"Paid","2005","direct migration background","West Germany","94","0.159088374080084","0.12887576067078","0.189300987489388","3"
"Paid","2005","direct migration background","East Germany","2","","","","3"
"Paid","2005","indirect migration background","West Germany","36","0.138931055793509","0.095353884155335","0.182508227431683","3"
"Paid","2005","indirect migration background","East Germany","2","","","","3"
"Partly, partly","2005","no migration background","West Germany","805","0.200317605231271","0.188365935842649","0.212269274619893","2"
"Partly, partly","2005","no migration background","East Germany","348","0.210281658972929","0.19069597349509","0.229867344450768","2"
"Partly, partly","2005","direct migration background","East Germany","1","","","","2"
"Partly, partly","2005","direct migration background","West Germany","139","0.240731521647226","0.205416615275367","0.276046428019085","2"
"Partly, partly","2005","indirect migration background","West Germany","48","0.193751577523471","0.14395523213152","0.243547922915423","2"
"Partly, partly","2005","indirect migration background","East Germany","","","","","2"
"Acclaimed","2006","no migration background","West Germany","2406","0.49862005121186","0.484488525507829","0.512751576915892","1"
"Acclaimed","2006","no migration background","East Germany","930","0.500584263902195","0.477479463707952","0.523689064096438","1"
"Acclaimed","2006","direct migration background","West Germany","255","0.44719472519201","0.40760830736382","0.4867811430202","1"
"Acclaimed","2006","direct migration background","East Germany","7","","","","1"
"Acclaimed","2006","indirect migration background","West Germany","132","0.503707944748033","0.444289442433194","0.563126447062872","1"
"Acclaimed","2006","indirect migration background","East Germany","7","","","","1"
"Not paid","2006","no migration background","East Germany","358","0.175556350644253","0.157976253520589","0.193136447767917","4"
"Not paid","2006","no migration background","West Germany","1107","0.209776301693586","0.198268988333946","0.221283615053227","4"
"Not paid","2006","direct migration background","East Germany","2","","","","4"
"Not paid","2006","direct migration background","West Germany","96","0.161982342834909","0.13264828109751","0.191316404572308","4"
"Not paid","2006","indirect migration background","West Germany","54","0.174306955018278","0.129222138108326","0.219391771928229","4"
"Not paid","2006","indirect migration background","East Germany","2","","","","4"
"Paid","2006","no migration background","West Germany","460","0.109716672251811","0.10088340976262","0.118549934741001","3"
"Paid","2006","no migration background","East Germany","148","0.0993495719071137","0.0855268478183556","0.113172295995872","3"
"Paid","2006","direct migration background","East Germany","1","","","","3"
"Paid","2006","direct migration background","West Germany","120","0.199691611049598","0.167862803086693","0.231520419012502","3"
"Paid","2006","indirect migration background","East Germany","1","","","","3"
"Paid","2006","indirect migration background","West Germany","33","0.146330362154486","0.104327800268535","0.188332924040437","3"
"Partly, partly","2006","no migration background","West Germany","836","0.181886974842743","0.17098442311369","0.192789526571796","2"
"Partly, partly","2006","no migration background","East Germany","363","0.224509813546438","0.205228424077858","0.243791203015019","2"
"Partly, partly","2006","direct migration background","East Germany","3","","","","2"
"Partly, partly","2006","direct migration background","West Germany","135","0.191131320923483","0.159826103885217","0.222436537961749","2"
"Partly, partly","2006","indirect migration background","East Germany","1","","","","2"
"Partly, partly","2006","indirect migration background","West Germany","53","0.175654738079204","0.130432906679299","0.220876569479108","2"
"Acclaimed","2007","no migration background","West Germany","2174","0.494108000796166","0.479328522715324","0.508887478877009","1"
"Acclaimed","2007","no migration background","East Germany","910","0.516057248590769","0.492623186598746","0.539491310582792","1"
"Acclaimed","2007","direct migration background","West Germany","232","0.444388573770656","0.401305699743763","0.487471447797549","1"
"Acclaimed","2007","direct migration background","East Germany","8","","","","1"
"Acclaimed","2007","indirect migration background","East Germany","10","","","","1"
"Acclaimed","2007","indirect migration background","West Germany","120","0.474261918701006","0.415029343783019","0.533494493618993","1"
"Not paid","2007","no migration background","East Germany","336","0.154677016842048","0.137720920684","0.171633113000095","4"
"Not paid","2007","no migration background","West Germany","1018","0.205121136757268","0.193184693692921","0.217057579821614","4"
"Not paid","2007","direct migration background","East Germany","4","","","","4"
"Not paid","2007","direct migration background","West Germany","76","0.158181057475528","0.126541949892883","0.189820165058174","4"
"Not paid","2007","indirect migration background","West Germany","57","0.225931312667149","0.176324110898096","0.275538514436202","4"
"Not paid","2007","indirect migration background","East Germany","4","","","","4"
"Paid","2007","no migration background","West Germany","384","0.0963383643052569","0.0876162493592514","0.105060479251262","3"
"Paid","2007","no migration background","East Germany","138","0.0824887461133183","0.0695883011732494","0.0953891910533872","3"
"Paid","2007","direct migration background","West Germany","86","0.178996112228348","0.145758329319559","0.212233895137136","3"
"Paid","2007","direct migration background","East Germany","","","","","3"
"Paid","2007","indirect migration background","East Germany","1","","","","3"
"Paid","2007","indirect migration background","West Germany","28","","","","3"
"Partly, partly","2007","no migration background","West Germany","820","0.204432498141309","0.192510947878816","0.216354048403802","2"
"Partly, partly","2007","no migration background","East Germany","363","0.246776988453865","0.226560032806524","0.266993944101206","2"
"Partly, partly","2007","direct migration background","West Germany","117","0.218434256525468","0.18260970410428","0.254258808946656","2"
"Partly, partly","2007","direct migration background","East Germany","3","","","","2"
"Partly, partly","2007","indirect migration background","West Germany","68","0.209899059095068","0.161591699209385","0.258206418980751","2"
"Partly, partly","2007","indirect migration background","East Germany","1","","","","2"
"Acclaimed","2008","no migration background","West Germany","2105","0.487630464219621","0.472820756100833","0.50244017233841","1"
"Acclaimed","2008","no migration background","East Germany","865","0.512518176589164","0.488771536894319","0.53626481628401","1"
"Acclaimed","2008","direct migration background","West Germany","216","0.428168252753585","0.384926283727396","0.471410221779774","1"
"Acclaimed","2008","direct migration background","East Germany","7","","","","1"
"Acclaimed","2008","indirect migration background","West Germany","130","0.5266155104789","0.465808725148391","0.587422295809409","1"
"Acclaimed","2008","indirect migration background","East Germany","5","","","","1"
"Not paid","2008","no migration background","West Germany","1033","0.207427370848498","0.195414079748003","0.219440661948993","4"
"Not paid","2008","no migration background","East Germany","316","0.14688033420227","0.130063078956245","0.163697589448296","4"
"Not paid","2008","direct migration background","West Germany","73","0.164829545944327","0.132405351844177","0.197253740044477","4"
"Not paid","2008","direct migration background","East Germany","5","","","","4"
"Not paid","2008","indirect migration background","West Germany","46","0.139065302145883","0.0969254792038579","0.181205125087907","4"
"Not paid","2008","indirect migration background","East Germany","5","","","","4"
"Paid","2008","no migration background","West Germany","409","0.0983879542668427","0.0895634513229673","0.107212457210718","3"
"Paid","2008","no migration background","East Germany","161","0.0899045264660975","0.0763150549001221","0.103493998032073","3"
"Paid","2008","direct migration background","East Germany","","","","","3"
"Paid","2008","direct migration background","West Germany","98","0.2048979573225","0.169624799015","0.24017111563","3"
"Paid","2008","indirect migration background","East Germany","1","","","","3"
"Paid","2008","indirect migration background","West Germany","24","","","","3"
"Partly, partly","2008","no migration background","West Germany","829","0.206554210665038","0.194559629417958","0.218548791912117","2"
"Partly, partly","2008","no migration background","East Germany","360","0.250696962742468","0.230106239760619","0.271287685724317","2"
"Partly, partly","2008","direct migration background","East Germany","1","","","","2"
"Partly, partly","2008","direct migration background","West Germany","116","0.202104243979587","0.167010888735426","0.237197599223749","2"
"Partly, partly","2008","indirect migration background","East Germany","4","","","","2"
"Partly, partly","2008","indirect migration background","West Germany","59","0.230057496436032","0.178801397284914","0.281313595587149","2"
"Acclaimed","2009","no migration background","West Germany","1877","0.486245571606395","0.470506688800563","0.501984454412227","1"
"Acclaimed","2009","no migration background","East Germany","810","0.54262543610468","0.517824485916877","0.567426386292482","1"
"Acclaimed","2009","direct migration background","West Germany","172","0.38830098623867","0.340116752957574","0.436485219519767","1"
"Acclaimed","2009","direct migration background","East Germany","5","","","","1"
"Acclaimed","2009","indirect migration background","East Germany","2","","","","1"
"Acclaimed","2009","indirect migration background","West Germany","115","0.457768425215626","0.396255959042366","0.519280891388885","1"
"Not paid","2009","no migration background","West Germany","898","0.201890315124034","0.189250017021995","0.214530613226074","4"
"Not paid","2009","no migration background","East Germany","266","0.13333768050677","0.116414435290881","0.150260925722659","4"
"Not paid","2009","direct migration background","West Germany","69","0.169484370362799","0.132391490925536","0.206577249800063","4"
"Not paid","2009","direct migration background","East Germany","2","","","","4"
"Not paid","2009","indirect migration background","West Germany","53","0.224976820100847","0.173421432823303","0.276532207378391","4"
"Not paid","2009","indirect migration background","East Germany","2","","","","4"
"Paid","2009","no migration background","West Germany","349","0.100216728176976","0.0907607306439816","0.10967272570997","3"
"Paid","2009","no migration background","East Germany","138","0.0679455828815874","0.0554175325140572","0.0804736332491175","3"
"Paid","2009","direct migration background","East Germany","3","","","","3"
"Paid","2009","direct migration background","West Germany","68","0.222281722446747","0.181174811195251","0.263388633698242","3"
"Paid","2009","indirect migration background","West Germany","31","0.0872628819780261","0.0524182844339959","0.122107479522056","3"
"Paid","2009","indirect migration background","East Germany","2","","","","3"
"Partly, partly","2009","no migration background","West Germany","750","0.211647385092595","0.198784600622204","0.224510169562985","2"
"Partly, partly","2009","no migration background","East Germany","336","0.256091300506963","0.23436231383691","0.277820287177015","2"
"Partly, partly","2009","direct migration background","West Germany","84","0.219932920951784","0.178982071781851","0.260883770121717","2"
"Partly, partly","2009","direct migration background","East Germany","2","","","","2"
"Partly, partly","2009","indirect migration background","West Germany","53","0.229991872705501","0.178033957129568","0.281949788281434","2"
"Partly, partly","2009","indirect migration background","East Germany","2","","","","2"
"Acclaimed","2010","no migration background","West Germany","2758","0.51632536642286","0.5030027774745","0.529647955371219","1"
"Acclaimed","2010","no migration background","East Germany","1000","0.557756566751155","0.535377572355812","0.580135561146498","1"
"Acclaimed","2010","direct migration background","West Germany","312","0.445471686017157","0.409588891104677","0.481354480929637","1"
"Acclaimed","2010","direct migration background","East Germany","8","","","","1"
"Acclaimed","2010","indirect migration background","West Germany","182","0.540230085396925","0.489379662876673","0.591080507917177","1"
"Acclaimed","2010","indirect migration background","East Germany","9","","","","1"
"Not paid","2010","no migration background","West Germany","1123","0.196576077518895","0.185981394836915","0.207170760200876","4"
"Not paid","2010","no migration background","East Germany","318","0.156517763616202","0.140145553396496","0.172889973835907","4"
"Not paid","2010","direct migration background","West Germany","112","0.187901498328304","0.159699244094575","0.216103752562033","4"
"Not paid","2010","direct migration background","East Germany","5","","","","4"
"Not paid","2010","indirect migration background","West Germany","68","0.151858085239343","0.115240632397132","0.188475538081555","4"
"Not paid","2010","indirect migration background","East Germany","5","","","","4"
"Paid","2010","no migration background","West Germany","548","0.10107028770686","0.0930345665050843","0.109106008908635","3"
"Paid","2010","no migration background","East Germany","194","0.0809078656208312","0.0686203969951525","0.0931953342465099","3"
"Paid","2010","direct migration background","West Germany","162","0.194730431198465","0.16614123773514","0.22331962466179","3"
"Paid","2010","direct migration background","East Germany","3","","","","3"
"Paid","2010","indirect migration background","West Germany","56","0.111381655590667","0.079282073398028","0.143481237783306","3"
"Paid","2010","indirect migration background","East Germany","2","","","","3"
"Partly, partly","2010","no migration background","West Germany","976","0.186028268351385","0.175654312990661","0.19640222371211","2"
"Partly, partly","2010","no migration background","East Germany","380","0.204817804011812","0.186633164271577","0.223002443752048","2"
"Partly, partly","2010","direct migration background","East Germany","4","","","","2"
"Partly, partly","2010","direct migration background","West Germany","151","0.171896384456074","0.144657453518436","0.199135315393712","2"
"Partly, partly","2010","indirect migration background","East Germany","5","","","","2"
"Partly, partly","2010","indirect migration background","West Germany","63","0.196530173773065","0.15598545308636","0.23707489445977","2"
"Acclaimed","2011","no migration background","West Germany","3214","0.494602375173633","0.482474926261498","0.506729824085768","1"
"Acclaimed","2011","direct migration background","West Germany","376","0.427765957603034","0.395297951498874","0.460233963707194","1"
"Acclaimed","2011","no migration background","East Germany","1175","0.542539082242253","0.521801517393415","0.563276647091091","1"
"Acclaimed","2011","direct migration background","East Germany","7","","","","1"
"Acclaimed","2011","indirect migration background","West Germany","228","0.461912032365877","0.416253533377463","0.50757053135429","1"
"Acclaimed","2011","indirect migration background","East Germany","18","","","","1"
"Not paid","2011","no migration background","West Germany","1335","0.195414136799419","0.185796044402877","0.205032229195962","4"
"Not paid","2011","no migration background","East Germany","386","0.164190549095548","0.148770244197166","0.179610853993931","4"
"Not paid","2011","direct migration background","West Germany","146","0.18463327633384","0.159171004892235","0.210095547775444","4"
"Not paid","2011","direct migration background","East Germany","7","","","","4"
"Not paid","2011","indirect migration background","West Germany","81","0.211182785238844","0.173803344555886","0.248562225921802","4"
"Not paid","2011","indirect migration background","East Germany","6","","","","4"
"Paid","2011","no migration background","West Germany","725","0.113626978279898","0.10592905195917","0.121324904600626","3"
"Paid","2011","no migration background","East Germany","245","0.10052131789232","0.0880046200358934","0.113038015748747","3"
"Paid","2011","direct migration background","West Germany","202","0.20240742617181","0.1760398969562","0.228774955387419","3"
"Paid","2011","direct migration background","East Germany","4","","","","3"
"Paid","2011","indirect migration background","East Germany","3","","","","3"
"Paid","2011","indirect migration background","West Germany","63","0.117659745886383","0.0881512310782584","0.147168260694507","3"
"Partly, partly","2011","no migration background","West Germany","1255","0.196356509747049","0.186720901731517","0.205992117762582","2"
"Partly, partly","2011","no migration background","East Germany","411","0.192749050769878","0.17632933441231","0.209168767127446","2"
"Partly, partly","2011","direct migration background","West Germany","168","0.185193339891317","0.159701238862665","0.21068544091997","2"
"Partly, partly","2011","direct migration background","East Germany","7","","","","2"
"Partly, partly","2011","indirect migration background","East Germany","6","","","","2"
"Partly, partly","2011","indirect migration background","West Germany","86","0.209245436508897","0.171992183408039","0.246498689609755","2"
"Acclaimed","2012","no migration background","West Germany","3440","0.511905207183184","0.499938894629412","0.523871519736957","1"
"Acclaimed","2012","direct migration background","West Germany","393","0.427588567286084","0.395723870541711","0.459453264030457","1"
"Acclaimed","2012","direct migration background","East Germany","9","","","","1"
"Acclaimed","2012","no migration background","East Germany","1205","0.566012243801998","0.545334717783911","0.586689769820085","1"
"Acclaimed","2012","indirect migration background","West Germany","237","0.487525728924421","0.443403297709467","0.531648160139375","1"
"Acclaimed","2012","indirect migration background","East Germany","17","","","","1"
"Not paid","2012","no migration background","West Germany","1257","0.176182563965221","0.167062236455694","0.185302891474748","4"
"Not paid","2012","no migration background","East Germany","314","0.139451427151923","0.124998823245753","0.153904031058093","4"
"Not paid","2012","direct migration background","West Germany","140","0.153096339453438","0.129904136326991","0.176288542579884","4"
"Not paid","2012","direct migration background","East Germany","5","","","","4"
"Not paid","2012","indirect migration background","West Germany","90","0.178220292375376","0.144438638041483","0.212001946709269","4"
"Not paid","2012","indirect migration background","East Germany","4","","","","4"
"Paid","2012","no migration background","West Germany","739","0.111902513631603","0.104355698304853","0.119449328958352","3"
"Paid","2012","no migration background","East Germany","214","0.0859243706815364","0.0742321724592748","0.097616568903798","3"
"Paid","2012","direct migration background","East Germany","3","","","","3"
"Paid","2012","direct migration background","West Germany","197","0.183187731121074","0.158273246045249","0.208102216196898","3"
"Paid","2012","indirect migration background","West Germany","59","0.113075894443413","0.0851213205614814","0.141030468325344","3"
"Paid","2012","indirect migration background","East Germany","","","","","3"
