"plb0195_h","year","pgcasmin","sampreg","n","percent","lower_confidence","upper_confidence"
"Partly, partly","1996","(1b) general elementary school","West Germany","50","0.112225689433945","0.081560312007283","0.142891066860607"
"Partly, partly","1996","(1b) general elementary school","East Germany","3","","",""
"Partly, partly","1996","(1c) basic vocational qualification","West Germany","242","0.182734594198796","0.161902913606854","0.203566274790738"
"Partly, partly","1996","(1c) basic vocational qualification","East Germany","36","0.140851082313713","0.0979011841394584","0.183800980487968"
"Partly, partly","1996","(2b) intermediate general qualification","West Germany","18","","",""
"Partly, partly","1996","(2b) intermediate general qualification","East Germany","9","","",""
"Partly, partly","1996","(2a) intermediate vocational","West Germany","133","0.176174123996216","0.149791340852645","0.202556907139787"
"Partly, partly","1996","(2a) intermediate vocational","East Germany","149","0.224939705683974","0.193579757183897","0.256299654184051"
"Partly, partly","1996","(2c_gen) general maturity certificate","West Germany","12","","",""
"Partly, partly","1996","(2c_gen) general maturity certificate","East Germany","","","",""
"Partly, partly","1996","(2c_voc) vocational maturity certificate","West Germany","47","0.196070042658467","0.147244625723454","0.244895459593481"
"Partly, partly","1996","(2c_voc) vocational maturity certificate","East Germany","8","","",""
"Partly, partly","1996","(3a) lower tertiary education","West Germany","33","0.148857512107309","0.0990257128113876","0.198689311403231"
"Partly, partly","1996","(3a) lower tertiary education","East Germany","34","0.109686934976597","0.0742658939791675","0.145107975974026"
"Partly, partly","1996","(3b) higher tertiary education","West Germany","51","0.182598453225281","0.140203025200895","0.224993881249667"
"Partly, partly","1996","(3b) higher tertiary education","East Germany","21","","",""
"Paid","1996","(0) in school","West Germany","4","","",""
"Paid","1996","(0) in school","East Germany","","","",""
"Paid","1996","(1a) inadequately completed","West Germany","68","0.536965952319457","0.451251066157912","0.622680838481002"
"Paid","1996","(1a) inadequately completed","East Germany","3","","",""
"Paid","1996","(1b) general elementary school","West Germany","214","0.504260738001803","0.455686597811458","0.552834878192147"
"Paid","1996","(1b) general elementary school","East Germany","9","","",""
"Paid","1996","(1c) basic vocational qualification","West Germany","487","0.346230953067718","0.320584489591176","0.371877416544261"
"Paid","1996","(1c) basic vocational qualification","East Germany","90","0.381110429544305","0.321147917377194","0.441072941711415"
"Paid","1996","(2b) intermediate general qualification","West Germany","17","","",""
"Paid","1996","(2b) intermediate general qualification","East Germany","13","","",""
"Paid","1996","(2a) intermediate vocational","West Germany","160","0.175248067237903","0.148919930646047","0.20157620382976"
"Paid","1996","(2a) intermediate vocational","East Germany","184","0.276788660889441","0.243185409906395","0.310391911872487"
"Paid","1996","(2c_gen) general maturity certificate","West Germany","44","0.347209430499014","0.257002709970407","0.437416151027622"
"Paid","1996","(2c_gen) general maturity certificate","East Germany","2","","",""
"Paid","1996","(2c_voc) vocational maturity certificate","West Germany","43","0.156044262639626","0.111415487212326","0.200673038066926"
"Paid","1996","(2c_voc) vocational maturity certificate","East Germany","6","","",""
"Paid","1996","(3a) lower tertiary education","West Germany","18","","",""
"Paid","1996","(3a) lower tertiary education","East Germany","29","","",""
"Paid","1996","(3b) higher tertiary education","West Germany","28","","",""
"Paid","1996","(3b) higher tertiary education","East Germany","9","","",""
"Not paid","1996","(0) in school","West Germany","","","",""
"Not paid","1996","(0) in school","East Germany","","","",""
"Not paid","1996","(1a) inadequately completed","West Germany","4","","",""
"Not paid","1996","(1a) inadequately completed","East Germany","","","",""
"Not paid","1996","(1b) general elementary school","West Germany","19","","",""
"Not paid","1996","(1b) general elementary school","East Germany","3","","",""
"Not paid","1996","(1c) basic vocational qualification","West Germany","88","0.068910468136668","0.0552561289934569","0.0825648072798791"
"Not paid","1996","(1c) basic vocational qualification","East Germany","20","","",""
"Not paid","1996","(2b) intermediate general qualification","West Germany","15","","",""
"Not paid","1996","(2b) intermediate general qualification","East Germany","7","","",""
"Not paid","1996","(2a) intermediate vocational","West Germany","102","0.147076926320101","0.122549101416075","0.171604751224127"
"Not paid","1996","(2a) intermediate vocational","East Germany","74","0.106819514109043","0.0836205043716634","0.130018523846422"
"Not paid","1996","(2c_gen) general maturity certificate","West Germany","14","","",""
"Not paid","1996","(2c_gen) general maturity certificate","East Germany","4","","",""
"Not paid","1996","(2c_voc) vocational maturity certificate","West Germany","39","0.163912759854967","0.118386349161402","0.209439170548532"
"Not paid","1996","(2c_voc) vocational maturity certificate","East Germany","8","","",""
"Not paid","1996","(3a) lower tertiary education","West Germany","48","0.270756551786651","0.208548613140986","0.332964490432317"
"Not paid","1996","(3a) lower tertiary education","East Germany","85","0.269399884145254","0.219113423712905","0.319686344577603"
"Not paid","1996","(3b) higher tertiary education","West Germany","157","0.514872144505373","0.460027963727687","0.569716325283058"
"Not paid","1996","(3b) higher tertiary education","East Germany","90","0.587505349133553","0.514359692998659","0.660651005268447"
"Acclaimed","1997","(0) in school","West Germany","","","",""
"Acclaimed","1997","(0) in school","East Germany","","","",""
"Acclaimed","1997","(1a) inadequately completed","West Germany","41","0.483519610658709","0.380276566634802","0.586762654682615"
"Acclaimed","1997","(1a) inadequately completed","East Germany","5","","",""
"Acclaimed","1997","(1b) general elementary school","West Germany","112","0.38899692738176","0.336476424388711","0.441517430374809"
"Acclaimed","1997","(1b) general elementary school","East Germany","8","","",""
"Acclaimed","1997","(1c) basic vocational qualification","West Germany","439","0.435795987634399","0.405717393017562","0.465874582251236"
"Acclaimed","1997","(1c) basic vocational qualification","East Germany","74","0.371250869368848","0.306215052571533","0.436286686166163"
"Acclaimed","1997","(2b) intermediate general qualification","West Germany","56","0.598904419651557","0.502842604582486","0.694966234720628"
"Acclaimed","1997","(2b) intermediate general qualification","East Germany","33","0.559095225311364","0.425427841213031","0.692762609409697"
"Acclaimed","1997","(2a) intermediate vocational","West Germany","322","0.458181482400331","0.42100491960862","0.495358045192042"
"Acclaimed","1997","(2a) intermediate vocational","East Germany","257","0.409738476275532","0.370743999514441","0.448732953036624"
"Acclaimed","1997","(2c_gen) general maturity certificate","West Germany","37","0.476084568564177","0.367987525948845","0.584181611179509"
"Acclaimed","1997","(2c_gen) general maturity certificate","East Germany","8","","",""
"Acclaimed","1997","(2c_voc) vocational maturity certificate","West Germany","121","0.489165868435834","0.426054500071359","0.552277236800308"
"Acclaimed","1997","(2c_voc) vocational maturity certificate","East Germany","26","","",""
"Acclaimed","1997","(3a) lower tertiary education","West Germany","94","0.506653825279084","0.43537693651578","0.577930714042388"
"Acclaimed","1997","(3a) lower tertiary education","East Germany","131","0.500836033196603","0.440522395228689","0.561149671164518"
"Acclaimed","1997","(3b) higher tertiary education","West Germany","75","0.231869056239142","0.184506274804481","0.279231837673803"
"Acclaimed","1997","(3b) higher tertiary education","East Germany","56","0.301538648405115","0.232347996792755","0.370729300017476"
"Partly, partly","1997","(0) in school","West Germany","","","",""
"Partly, partly","1997","(0) in school","East Germany","","","",""
"Partly, partly","1997","(1a) inadequately completed","West Germany","13","","",""
"Partly, partly","1997","(1a) inadequately completed","East Germany","","","",""
"Partly, partly","1997","(1b) general elementary school","West Germany","72","0.188823283683675","0.146661438886202","0.230985128481148"
"Partly, partly","1997","(1b) general elementary school","East Germany","3","","",""
"Partly, partly","1997","(1c) basic vocational qualification","West Germany","225","0.21481687057604","0.189904358953974","0.239729382198106"
"Partly, partly","1997","(1c) basic vocational qualification","East Germany","52","0.221489052006412","0.165592032055246","0.277386071957577"
"Partly, partly","1997","(2b) intermediate general qualification","West Germany","18","","",""
"Partly, partly","1997","(2b) intermediate general qualification","East Germany","14","","",""
"Partly, partly","1997","(2a) intermediate vocational","West Germany","155","0.211692316499518","0.181211684115438","0.242172948883598"
"Partly, partly","1997","(2a) intermediate vocational","East Germany","168","0.266751503549357","0.231683865570302","0.301819141528413"
"Partly, partly","1997","(2c_gen) general maturity certificate","West Germany","11","","",""
"Partly, partly","1997","(2c_gen) general maturity certificate","East Germany","3","","",""
"Partly, partly","1997","(2c_voc) vocational maturity certificate","West Germany","53","0.234426866676281","0.18094129978737","0.287912433565192"
"Partly, partly","1997","(2c_voc) vocational maturity certificate","East Germany","17","","",""
"Partly, partly","1997","(3a) lower tertiary education","West Germany","38","0.192343912503507","0.136152539071781","0.248535285935233"
"Partly, partly","1997","(3a) lower tertiary education","East Germany","36","0.126789230764785","0.0866520510830837","0.166926410446487"
"Partly, partly","1997","(3b) higher tertiary education","West Germany","53","0.192641733165996","0.148382232691191","0.2369012336408"
"Partly, partly","1997","(3b) higher tertiary education","East Germany","27","","",""
"Paid","1997","(0) in school","West Germany","1","","",""
"Paid","1997","(0) in school","East Germany","","","",""
"Paid","1997","(1a) inadequately completed","West Germany","31","0.370012102146415","0.270264858357459","0.469759345935372"
"Paid","1997","(1a) inadequately completed","East Germany","2","","",""
"Paid","1997","(1b) general elementary school","West Germany","122","0.346423675561396","0.295162798500013","0.397684552622779"
