"plb0195_h","year","education","pgisced97","n","percent","lower_confidence","upper_confidence"
"Paid","1992","Other degree","middle vocational","96","0.576779448585606","0.49849227053548","0.655066626635732"
"Paid","1992","Other degree","vocational + Abi","12","","",""
"Paid","1992","Other degree","higher vocational","1","","",""
"Paid","1992","Other degree","higher education","8","","",""
"Paid","1992","no degree/no degree yet","in school","2","","",""
"Paid","1992","no degree/no degree yet","inadequately","102","0.693277375207291","0.619234823628854","0.767319926785729"
"Paid","1992","no degree/no degree yet","general elemantary","","","",""
"Paid","1992","no degree/no degree yet","middle vocational","22","","",""
"Paid","1992","no degree/no degree yet","vocational + Abi","","","",""
"Paid","1992","no degree/no degree yet","higher vocational","2","","",""
"Paid","1992","no degree/no degree yet","higher education","","","",""
"Not paid","1992","lower secondary degree","in school","","","",""
"Not paid","1992","lower secondary degree","inadequately","","","",""
"Not paid","1992","lower secondary degree","general elemantary","28","","",""
"Not paid","1992","lower secondary degree","middle vocational","103","0.0778506842562925","0.0642093820463683","0.0914919864662167"
"Not paid","1992","lower secondary degree","vocational + Abi","","","",""
"Not paid","1992","lower secondary degree","higher vocational","25","","",""
"Not paid","1992","lower secondary degree","higher education","16","","",""
"Not paid","1992","secondary school degree","in school","","","",""
"Not paid","1992","secondary school degree","inadequately","","","",""
"Not paid","1992","secondary school degree","general elemantary","18","","",""
"Not paid","1992","secondary school degree","middle vocational","130","0.133431750983868","0.114295860826143","0.152567641141593"
"Not paid","1992","secondary school degree","vocational + Abi","","","",""
"Not paid","1992","secondary school degree","higher vocational","20","","",""
"Not paid","1992","secondary school degree","higher education","91","0.347061173336635","0.291697081091074","0.402425265582196"
"Not paid","1992","college entrance qualification","in school","","","",""
"Not paid","1992","college entrance qualification","inadequately","","","",""
"Not paid","1992","college entrance qualification","general elemantary","","","",""
"Not paid","1992","college entrance qualification","middle vocational","18","","",""
"Not paid","1992","college entrance qualification","vocational + Abi","30","0.187928872593245","0.124991150216334","0.250866594970156"
"Not paid","1992","college entrance qualification","higher vocational","13","","",""
"Not paid","1992","college entrance qualification","higher education","253","0.450353617183167","0.408583244065745","0.492123990300588"
"Not paid","1992","Other degree","in school","","","",""
"Not paid","1992","Other degree","inadequately","","","",""
"Not paid","1992","Other degree","general elemantary","11","","",""
"Not paid","1992","Other degree","middle vocational","5","","",""
"Not paid","1992","Other degree","vocational + Abi","4","","",""
"Not paid","1992","Other degree","higher vocational","","","",""
"Not paid","1992","Other degree","higher education","3","","",""
"Not paid","1992","no degree/no degree yet","in school","","","",""
"Not paid","1992","no degree/no degree yet","inadequately","3","","",""
"Not paid","1992","no degree/no degree yet","general elemantary","","","",""
"Not paid","1992","no degree/no degree yet","middle vocational","","","",""
"Not paid","1992","no degree/no degree yet","vocational + Abi","","","",""
"Not paid","1992","no degree/no degree yet","higher vocational","","","",""
"Not paid","1992","no degree/no degree yet","higher education","","","",""
"Acclaimed","1993","lower secondary degree","in school","","","",""
"Acclaimed","1993","lower secondary degree","inadequately","","","",""
"Acclaimed","1993","lower secondary degree","general elemantary","98","0.267229873684253","0.223311912703873","0.311147834664633"
"Acclaimed","1993","lower secondary degree","middle vocational","447","0.327901629397284","0.303079277206049","0.352723981588519"
"Acclaimed","1993","lower secondary degree","vocational + Abi","","","",""
"Acclaimed","1993","lower secondary degree","higher vocational","41","0.328681401598329","0.246003555655547","0.411359247541111"
"Acclaimed","1993","lower secondary degree","higher education","12","","",""
"Acclaimed","1993","secondary school degree","in school","","","",""
"Acclaimed","1993","secondary school degree","inadequately","","","",""
"Acclaimed","1993","secondary school degree","general elemantary","77","0.424684839185449","0.349491333147135","0.499878345223763"
"Acclaimed","1993","secondary school degree","middle vocational","506","0.398995174378035","0.371859398895729","0.426130949860342"
"Acclaimed","1993","secondary school degree","vocational + Abi","","","",""
"Acclaimed","1993","secondary school degree","higher vocational","62","0.467349056754358","0.38669402637601","0.548004087132706"
"Acclaimed","1993","secondary school degree","higher education","146","0.469740242581208","0.413075466458912","0.526405018703503"
"Acclaimed","1993","college entrance qualification","in school","","","",""
"Acclaimed","1993","college entrance qualification","inadequately","","","",""
"Acclaimed","1993","college entrance qualification","general elemantary","","","",""
"Acclaimed","1993","college entrance qualification","middle vocational","31","0.329809487385558","0.231580998064045","0.42803797670707"
"Acclaimed","1993","college entrance qualification","vocational + Abi","74","0.473365001144711","0.394762715808875","0.551967286480546"
"Acclaimed","1993","college entrance qualification","higher vocational","34","0.491634513358021","0.37009972095842","0.613169305757622"
"Acclaimed","1993","college entrance qualification","higher education","147","0.271614093148864","0.234675750065044","0.308552436232684"
"Acclaimed","1993","Other degree","in school","","","",""
"Acclaimed","1993","Other degree","inadequately","2","","",""
"Acclaimed","1993","Other degree","general elemantary","21","","",""
"Acclaimed","1993","Other degree","middle vocational","30","0.211775539720289","0.142339471198026","0.281211608242552"
"Acclaimed","1993","Other degree","vocational + Abi","3","","",""
"Acclaimed","1993","Other degree","higher vocational","","","",""
"Acclaimed","1993","Other degree","higher education","3","","",""
"Acclaimed","1993","no degree/no degree yet","in school","","","",""
"Acclaimed","1993","no degree/no degree yet","inadequately","22","","",""
"Acclaimed","1993","no degree/no degree yet","general elemantary","","","",""
"Acclaimed","1993","no degree/no degree yet","middle vocational","5","","",""
"Acclaimed","1993","no degree/no degree yet","vocational + Abi","","","",""
"Acclaimed","1993","no degree/no degree yet","higher vocational","1","","",""
"Acclaimed","1993","no degree/no degree yet","higher education","","","",""
"Partly, partly","1993","lower secondary degree","in school","","","",""
"Partly, partly","1993","lower secondary degree","inadequately","","","",""
"Partly, partly","1993","lower secondary degree","general elemantary","57","0.13538893921312","0.101432841566773","0.169345036859467"
"Partly, partly","1993","lower secondary degree","middle vocational","233","0.159696645179116","0.140327044396764","0.179066245961469"
"Partly, partly","1993","lower secondary degree","vocational + Abi","","","",""
"Partly, partly","1993","lower secondary degree","higher vocational","36","0.288918740742672","0.209140451057785","0.368697030427559"
"Partly, partly","1993","lower secondary degree","higher education","","","",""
"Partly, partly","1993","secondary school degree","in school","","","",""
"Partly, partly","1993","secondary school degree","inadequately","","","",""
"Partly, partly","1993","secondary school degree","general elemantary","26","","",""
"Partly, partly","1993","secondary school degree","middle vocational","225","0.177384368591448","0.156216575183756","0.19855216199914"
"Partly, partly","1993","secondary school degree","vocational + Abi","","","",""
"Partly, partly","1993","secondary school degree","higher vocational","30","0.172461755930961","0.111391482820633","0.233532029041289"
"Partly, partly","1993","secondary school degree","higher education","45","0.137349368753091","0.0982679100641936","0.176430827441988"
"Partly, partly","1993","college entrance qualification","in school","","","",""
"Partly, partly","1993","college entrance qualification","inadequately","","","",""
"Partly, partly","1993","college entrance qualification","general elemantary","","","",""
"Partly, partly","1993","college entrance qualification","middle vocational","15","","",""
"Partly, partly","1993","college entrance qualification","vocational + Abi","27","","",""
"Partly, partly","1993","college entrance qualification","higher vocational","12","","",""
"Partly, partly","1993","college entrance qualification","higher education","92","0.160926925048447","0.130410423606804","0.191443426490091"
"Partly, partly","1993","Other degree","in school","","","",""
"Partly, partly","1993","Other degree","inadequately","","","",""
"Partly, partly","1993","Other degree","general elemantary","20","","",""
"Partly, partly","1993","Other degree","middle vocational","22","","",""
"Partly, partly","1993","Other degree","vocational + Abi","2","","",""
"Partly, partly","1993","Other degree","higher vocational","","","",""
"Partly, partly","1993","Other degree","higher education","6","","",""
"Partly, partly","1993","no degree/no degree yet","in school","","","",""
"Partly, partly","1993","no degree/no degree yet","inadequately","29","","",""
"Partly, partly","1993","no degree/no degree yet","general elemantary","","","",""
"Partly, partly","1993","no degree/no degree yet","middle vocational","6","","",""
"Partly, partly","1993","no degree/no degree yet","vocational + Abi","","","",""
"Partly, partly","1993","no degree/no degree yet","higher vocational","","","",""
"Partly, partly","1993","no degree/no degree yet","higher education","","","",""
"Paid","1993","lower secondary degree","in school","","","",""
"Paid","1993","lower secondary degree","inadequately","","","",""
"Paid","1993","lower secondary degree","general elemantary","206","0.521150372685538","0.471571472250626","0.57072927312045"
"Paid","1993","lower secondary degree","middle vocational","575","0.410172865228269","0.384165248163369","0.436180482293169"
"Paid","1993","lower secondary degree","vocational + Abi","2","","",""
"Paid","1993","lower secondary degree","higher vocational","30","0.258256195861844","0.181220929800156","0.335291461923532"
"Paid","1993","lower secondary degree","higher education","5","","",""
"Paid","1993","secondary school degree","in school","","","",""
"Paid","1993","secondary school degree","inadequately","","","",""
"Paid","1993","secondary school degree","general elemantary","43","0.299526986776534","0.229847052908308","0.369206920644759"
"Paid","1993","secondary school degree","middle vocational","371","0.273914586559433","0.24920184813956","0.298627324979306"
"Paid","1993","secondary school degree","vocational + Abi","","","",""
"Paid","1993","secondary school degree","higher vocational","35","0.229904752326243","0.161884910198869","0.297924594453618"
"Paid","1993","secondary school degree","higher education","22","","",""
"Paid","1993","college entrance qualification","in school","","","",""
"Paid","1993","college entrance qualification","inadequately","","","",""
"Paid","1993","college entrance qualification","general elemantary","","","",""
"Paid","1993","college entrance qualification","middle vocational","25","","",""
"Paid","1993","college entrance qualification","vocational + Abi","23","","",""
"Paid","1993","college entrance qualification","higher vocational","6","","",""
"Paid","1993","college entrance qualification","higher education","59","0.115842491293479","0.0892646773028719","0.142420305284086"
"Paid","1993","Other degree","in school","","","",""
"Paid","1993","Other degree","inadequately","8","","",""
"Paid","1993","Other degree","general elemantary","107","0.687329025703436","0.615044443828753","0.759613607578118"
"Paid","1993","Other degree","middle vocational","78","0.633444654073329","0.551551728356449","0.71533757979021"
"Paid","1993","Other degree","vocational + Abi","13","","",""
"Paid","1993","Other degree","higher vocational","1","","",""
"Paid","1993","Other degree","higher education","8","","",""
"Paid","1993","no degree/no degree yet","in school","","","",""
"Paid","1993","no degree/no degree yet","inadequately","94","0.645945667225387","0.568899651534456","0.722991682916318"
"Paid","1993","no degree/no degree yet","general elemantary","","","",""
"Paid","1993","no degree/no degree yet","middle vocational","10","","",""
"Paid","1993","no degree/no degree yet","vocational + Abi","","","",""
"Paid","1993","no degree/no degree yet","higher vocational","1","","",""
"Paid","1993","no degree/no degree yet","higher education","","","",""
"Not paid","1993","lower secondary degree","in school","","","",""
"Not paid","1993","lower secondary degree","inadequately","","","",""
"Not paid","1993","lower secondary degree","general elemantary","29","","",""
"Not paid","1993","lower secondary degree","middle vocational","119","0.102228860195331","0.086210269514649","0.118247450876012"
"Not paid","1993","lower secondary degree","vocational + Abi","","","",""
"Not paid","1993","lower secondary degree","higher vocational","17","","",""
"Not paid","1993","lower secondary degree","higher education","16","","",""
"Not paid","1993","secondary school degree","in school","","","",""
"Not paid","1993","secondary school degree","inadequately","","","",""
"Not paid","1993","secondary school degree","general elemantary","20","","",""
"Not paid","1993","secondary school degree","middle vocational","149","0.149705870471084","0.129935106931285","0.169476634010882"
"Not paid","1993","secondary school degree","vocational + Abi","","","",""
"Not paid","1993","secondary school degree","higher vocational","20","","",""
"Not paid","1993","secondary school degree","higher education","85","0.330419823367688","0.277015760297618","0.383823886437757"
"Not paid","1993","college entrance qualification","in school","","","",""
"Not paid","1993","college entrance qualification","inadequately","","","",""
"Not paid","1993","college entrance qualification","general elemantary","","","",""
"Not paid","1993","college entrance qualification","middle vocational","17","","",""
"Not paid","1993","college entrance qualification","vocational + Abi","31","0.167530900389593","0.108739505530337","0.226322295248849"
"Not paid","1993","college entrance qualification","higher vocational","13","","",""
"Not paid","1993","college entrance qualification","higher education","259","0.45161649050921","0.410288186594178","0.492944794424242"
"Not paid","1993","Other degree","in school","","","",""
"Not paid","1993","Other degree","inadequately","1","","",""
"Not paid","1993","Other degree","general elemantary","10","","",""
"Not paid","1993","Other degree","middle vocational","3","","",""
"Not paid","1993","Other degree","vocational + Abi","2","","",""
"Not paid","1993","Other degree","higher vocational","","","",""
"Not paid","1993","Other degree","higher education","1","","",""
"Not paid","1993","no degree/no degree yet","in school","","","",""
"Not paid","1993","no degree/no degree yet","inadequately","3","","",""
"Not paid","1993","no degree/no degree yet","general elemantary","","","",""
"Not paid","1993","no degree/no degree yet","middle vocational","2","","",""
"Not paid","1993","no degree/no degree yet","vocational + Abi","","","",""
"Not paid","1993","no degree/no degree yet","higher vocational","","","",""
"Not paid","1993","no degree/no degree yet","higher education","","","",""
"Acclaimed","1994","lower secondary degree","in school","","","",""
"Acclaimed","1994","lower secondary degree","inadequately","","","",""
"Acclaimed","1994","lower secondary degree","general elemantary","88","0.277311041939285","0.228640553864394","0.325981530014176"
"Acclaimed","1994","lower secondary degree","middle vocational","497","0.366735219061044","0.341122976035834","0.392347462086254"
"Acclaimed","1994","lower secondary degree","vocational + Abi","","","",""
"Acclaimed","1994","lower secondary degree","higher vocational","41","0.356377165069091","0.272418844863781","0.440335485274401"
"Acclaimed","1994","lower secondary degree","higher education","8","","",""
"Acclaimed","1994","secondary school degree","in school","","","",""
"Acclaimed","1994","secondary school degree","inadequately","","","",""
"Acclaimed","1994","secondary school degree","general elemantary","77","0.475329375623371","0.399130805653415","0.551527945593327"
"Acclaimed","1994","secondary school degree","middle vocational","526","0.42028154058071","0.392874143474973","0.447688937686447"
"Acclaimed","1994","secondary school degree","vocational + Abi","","","",""
"Acclaimed","1994","secondary school degree","higher vocational","70","0.467233898018074","0.390166514096294","0.544301281939855"
"Acclaimed","1994","secondary school degree","higher education","136","0.442517430915986","0.384853200731258","0.500181661100714"
"Acclaimed","1994","college entrance qualification","in school","","","",""
"Acclaimed","1994","college entrance qualification","inadequately","","","",""
"Acclaimed","1994","college entrance qualification","general elemantary","","","",""
"Acclaimed","1994","college entrance qualification","middle vocational","38","0.473490211801535","0.36671580299974","0.580264620603329"
"Acclaimed","1994","college entrance qualification","vocational + Abi","79","0.453634348075287","0.378797017106353","0.528471679044221"
"Acclaimed","1994","college entrance qualification","higher vocational","35","0.500719477635002","0.37822185542276","0.623217099847243"
"Acclaimed","1994","college entrance qualification","higher education","166","0.288717394809698","0.251932342094983","0.325502447524413"
"Acclaimed","1994","Other degree","in school","","","",""
"Acclaimed","1994","Other degree","inadequately","4","","",""
"Acclaimed","1994","Other degree","general elemantary","26","","",""
"Acclaimed","1994","Other degree","middle vocational","42","0.317219907445498","0.237826988848023","0.396612826042972"
"Acclaimed","1994","Other degree","vocational + Abi","7","","",""
"Acclaimed","1994","Other degree","higher vocational","","","",""
"Acclaimed","1994","Other degree","higher education","5","","",""
"Acclaimed","1994","no degree/no degree yet","in school","","","",""
"Acclaimed","1994","no degree/no degree yet","inadequately","22","","",""
"Acclaimed","1994","no degree/no degree yet","general elemantary","","","",""
"Acclaimed","1994","no degree/no degree yet","middle vocational","4","","",""
"Acclaimed","1994","no degree/no degree yet","vocational + Abi","","","",""
"Acclaimed","1994","no degree/no degree yet","higher vocational","2","","",""
"Acclaimed","1994","no degree/no degree yet","higher education","","","",""
"Partly, partly","1994","lower secondary degree","in school","","","",""
"Partly, partly","1994","lower secondary degree","inadequately","","","",""
"Partly, partly","1994","lower secondary degree","general elemantary","50","0.160864822088716","0.120920696738504","0.200808947438929"
"Partly, partly","1994","lower secondary degree","middle vocational","243","0.172139286314125","0.152076221662498","0.192202350965752"
"Partly, partly","1994","lower secondary degree","vocational + Abi","","","",""
"Partly, partly","1994","lower secondary degree","higher vocational","35","0.247776308519594","0.172093632880105","0.323458984159084"
"Partly, partly","1994","lower secondary degree","higher education","5","","",""
"Partly, partly","1994","secondary school degree","in school","","","",""
"Partly, partly","1994","secondary school degree","inadequately","","","",""
"Partly, partly","1994","secondary school degree","general elemantary","30","0.190332900999669","0.130434352497949","0.25023144950139"
"Partly, partly","1994","secondary school degree","middle vocational","240","0.191817089400077","0.169955207207747","0.213678971592406"
"Partly, partly","1994","secondary school degree","vocational + Abi","","","",""
"Partly, partly","1994","secondary school degree","higher vocational","36","0.18990144150685","0.129316008885824","0.250486874127875"
"Partly, partly","1994","secondary school degree","higher education","47","0.172950713008641","0.129041815249038","0.216859610768245"
"Partly, partly","1994","college entrance qualification","in school","","","",""
"Partly, partly","1994","college entrance qualification","inadequately","","","",""
"Partly, partly","1994","college entrance qualification","general elemantary","","","",""
"Partly, partly","1994","college entrance qualification","middle vocational","12","","",""
"Partly, partly","1994","college entrance qualification","vocational + Abi","36","0.185797948997641","0.127331033299041","0.244264864696242"
"Partly, partly","1994","college entrance qualification","higher vocational","6","","",""
"Partly, partly","1994","college entrance qualification","higher education","90","0.143397324297878","0.114947862766349","0.171846785829406"
"Partly, partly","1994","Other degree","in school","","","",""
"Partly, partly","1994","Other degree","inadequately","","","",""
"Partly, partly","1994","Other degree","general elemantary","15","","",""
"Partly, partly","1994","Other degree","middle vocational","16","","",""
"Partly, partly","1994","Other degree","vocational + Abi","5","","",""
"Partly, partly","1994","Other degree","higher vocational","","","",""
"Partly, partly","1994","Other degree","higher education","2","","",""
"Partly, partly","1994","no degree/no degree yet","in school","","","",""
"Partly, partly","1994","no degree/no degree yet","inadequately","12","","",""
"Partly, partly","1994","no degree/no degree yet","general elemantary","","","",""
"Partly, partly","1994","no degree/no degree yet","middle vocational","5","","",""
"Partly, partly","1994","no degree/no degree yet","vocational + Abi","","","",""
"Partly, partly","1994","no degree/no degree yet","higher vocational","","","",""
"Partly, partly","1994","no degree/no degree yet","higher education","","","",""
"Paid","1994","lower secondary degree","in school","","","",""
"Paid","1994","lower secondary degree","inadequately","","","",""
"Paid","1994","lower secondary degree","general elemantary","161","0.498400838600718","0.444041496290073","0.552760180911362"
"Paid","1994","lower secondary degree","middle vocational","516","0.37607671831133","0.350332337144312","0.401821099478347"
"Paid","1994","lower secondary degree","vocational + Abi","2","","",""
"Paid","1994","lower secondary degree","higher vocational","29","","",""
"Paid","1994","lower secondary degree","higher education","4","","",""
"Paid","1994","secondary school degree","in school","","","",""
"Paid","1994","secondary school degree","inadequately","","","",""
"Paid","1994","secondary school degree","general elemantary","37","0.24676225775289","0.180979583778716","0.312544931727064"
"Paid","1994","secondary school degree","middle vocational","336","0.248698170787532","0.22469699109347","0.272699350481593"
"Paid","1994","secondary school degree","vocational + Abi","","","",""
"Paid","1994","secondary school degree","higher vocational","32","0.229570560325258","0.164608515778504","0.294532604872012"
"Paid","1994","secondary school degree","higher education","18","","",""
"Paid","1994","college entrance qualification","in school","","","",""
"Paid","1994","college entrance qualification","inadequately","","","",""
"Paid","1994","college entrance qualification","general elemantary","","","",""
"Paid","1994","college entrance qualification","middle vocational","23","","",""
"Paid","1994","college entrance qualification","vocational + Abi","29","","",""
"Paid","1994","college entrance qualification","higher vocational","9","","",""
"Paid","1994","college entrance qualification","higher education","52","0.0941080819730377","0.0704071476275475","0.117809016318528"
"Paid","1994","Other degree","in school","","","",""
"Paid","1994","Other degree","inadequately","4","","",""
"Paid","1994","Other degree","general elemantary","100","0.680595801384887","0.605479849260315","0.755711753509459"
"Paid","1994","Other degree","middle vocational","71","0.526919632729014","0.441746861428646","0.612092404029383"
"Paid","1994","Other degree","vocational + Abi","5","","",""
"Paid","1994","Other degree","higher vocational","1","","",""
"Paid","1994","Other degree","higher education","7","","",""
"Paid","1994","no degree/no degree yet","in school","2","","",""
"Paid","1994","no degree/no degree yet","inadequately","79","0.686962534146968","0.60329214807296","0.770632920220976"
"Paid","1994","no degree/no degree yet","general elemantary","","","",""
"Paid","1994","no degree/no degree yet","middle vocational","6","","",""
"Paid","1994","no degree/no degree yet","vocational + Abi","","","",""
"Paid","1994","no degree/no degree yet","higher vocational","1","","",""
"Paid","1994","no degree/no degree yet","higher education","","","",""
"Not paid","1994","lower secondary degree","in school","","","",""
"Not paid","1994","lower secondary degree","inadequately","","","",""
"Not paid","1994","lower secondary degree","general elemantary","26","","",""
"Not paid","1994","lower secondary degree","middle vocational","104","0.0850487763135012","0.0702231980199012","0.0998743546071013"
"Not paid","1994","lower secondary degree","vocational + Abi","","","",""
"Not paid","1994","lower secondary degree","higher vocational","20","","",""
"Not paid","1994","lower secondary degree","higher education","17","","",""
"Not paid","1994","secondary school degree","in school","","","",""
"Not paid","1994","secondary school degree","inadequately","","","",""
"Not paid","1994","secondary school degree","general elemantary","21","","",""
"Not paid","1994","secondary school degree","middle vocational","144","0.139203199231682","0.119982729367191","0.158423669096173"
"Not paid","1994","secondary school degree","vocational + Abi","","","",""
"Not paid","1994","secondary school degree","higher vocational","23","","",""
"Not paid","1994","secondary school degree","higher education","84","0.305800917298526","0.252309134727055","0.359292699869997"
"Not paid","1994","college entrance qualification","in school","","","",""
"Not paid","1994","college entrance qualification","inadequately","","","",""
"Not paid","1994","college entrance qualification","general elemantary","","","",""
"Not paid","1994","college entrance qualification","middle vocational","11","","",""
"Not paid","1994","college entrance qualification","vocational + Abi","26","","",""
"Not paid","1994","college entrance qualification","higher vocational","14","","",""
"Not paid","1994","college entrance qualification","higher education","275","0.473777198919387","0.433246347901715","0.514308049937058"
"Not paid","1994","Other degree","in school","","","",""
"Not paid","1994","Other degree","inadequately","","","",""
"Not paid","1994","Other degree","general elemantary","7","","",""
"Not paid","1994","Other degree","middle vocational","3","","",""
"Not paid","1994","Other degree","vocational + Abi","2","","",""
"Not paid","1994","Other degree","higher vocational","","","",""
"Not paid","1994","Other degree","higher education","1","","",""
"Not paid","1994","no degree/no degree yet","in school","1","","",""
"Not paid","1994","no degree/no degree yet","inadequately","5","","",""
"Not paid","1994","no degree/no degree yet","general elemantary","","","",""
"Not paid","1994","no degree/no degree yet","middle vocational","1","","",""
"Not paid","1994","no degree/no degree yet","vocational + Abi","","","",""
"Not paid","1994","no degree/no degree yet","higher vocational","","","",""
"Not paid","1994","no degree/no degree yet","higher education","","","",""
"Acclaimed","1995","lower secondary degree","in school","","","",""
"Acclaimed","1995","lower secondary degree","inadequately","","","",""
"Acclaimed","1995","lower secondary degree","general elemantary","90","0.296040597657996","0.247587634165331","0.344493561150662"
"Acclaimed","1995","lower secondary degree","middle vocational","499","0.37011954705088","0.34449589770771","0.39574319639405"
"Acclaimed","1995","lower secondary degree","vocational + Abi","1","","",""
"Acclaimed","1995","lower secondary degree","higher vocational","42","0.345758215310452","0.261361883957849","0.430154546663055"
"Acclaimed","1995","lower secondary degree","higher education","8","","",""
"Acclaimed","1995","secondary school degree","in school","","","",""
"Acclaimed","1995","secondary school degree","inadequately","","","",""
"Acclaimed","1995","secondary school degree","general elemantary","82","0.487829601263683","0.41132853664291","0.564330665884455"
"Acclaimed","1995","secondary school degree","middle vocational","570","0.428947505058733","0.40233868048795","0.455556329629515"
"Acclaimed","1995","secondary school degree","vocational + Abi","","","",""
"Acclaimed","1995","secondary school degree","higher vocational","75","0.41987556062619","0.347775983472296","0.491975137780084"
"Acclaimed","1995","secondary school degree","higher education","147","0.467069689782116","0.410136812064121","0.52400256750011"
"Acclaimed","1995","college entrance qualification","in school","","","",""
"Acclaimed","1995","college entrance qualification","inadequately","","","",""
"Acclaimed","1995","college entrance qualification","general elemantary","","","",""
"Acclaimed","1995","college entrance qualification","middle vocational","49","0.471045596324995","0.371194447243896","0.570896745406094"
"Acclaimed","1995","college entrance qualification","vocational + Abi","88","0.493348732667057","0.419695293093305","0.567002172240809"
"Acclaimed","1995","college entrance qualification","higher vocational","39","0.432703692222991","0.319049112603376","0.546358271842605"
"Acclaimed","1995","college entrance qualification","higher education","183","0.292609444218194","0.256739751870914","0.328479136565473"
"Acclaimed","1995","Other degree","in school","","","",""
"Acclaimed","1995","Other degree","inadequately","3","","",""
"Acclaimed","1995","Other degree","general elemantary","24","","",""
"Acclaimed","1995","Other degree","middle vocational","33","0.187949183490546","0.131346845346066","0.244551521635026"
"Acclaimed","1995","Other degree","vocational + Abi","10","","",""
"Acclaimed","1995","Other degree","higher vocational","","","",""
"Acclaimed","1995","Other degree","higher education","19","","",""
"Acclaimed","1995","no degree/no degree yet","in school","","","",""
"Acclaimed","1995","no degree/no degree yet","inadequately","21","","",""
"Acclaimed","1995","no degree/no degree yet","general elemantary","","","",""
"Acclaimed","1995","no degree/no degree yet","middle vocational","8","","",""
"Acclaimed","1995","no degree/no degree yet","vocational + Abi","","","",""
"Acclaimed","1995","no degree/no degree yet","higher vocational","2","","",""
"Acclaimed","1995","no degree/no degree yet","higher education","","","",""
"Partly, partly","1995","lower secondary degree","in school","","","",""
"Partly, partly","1995","lower secondary degree","inadequately","","","",""
"Partly, partly","1995","lower secondary degree","general elemantary","46","0.117936685599408","0.0837036634786253","0.152169707720191"
"Partly, partly","1995","lower secondary degree","middle vocational","250","0.183881255613452","0.163322997589343","0.204439513637561"
"Partly, partly","1995","lower secondary degree","vocational + Abi","","","",""
"Partly, partly","1995","lower secondary degree","higher vocational","29","","",""
"Partly, partly","1995","lower secondary degree","higher education","7","","",""
"Partly, partly","1995","secondary school degree","in school","","","",""
"Partly, partly","1995","secondary school degree","inadequately","","","",""
"Partly, partly","1995","secondary school degree","general elemantary","29","","",""
"Partly, partly","1995","secondary school degree","middle vocational","270","0.19649257648008","0.175130000471488","0.217855152488672"
"Partly, partly","1995","secondary school degree","vocational + Abi","1","","",""
"Partly, partly","1995","secondary school degree","higher vocational","40","0.253767209015135","0.190195080226464","0.317339337803806"
"Partly, partly","1995","secondary school degree","higher education","41","0.13744133549947","0.0981506064519386","0.176732064547002"
"Partly, partly","1995","college entrance qualification","in school","","","",""
"Partly, partly","1995","college entrance qualification","inadequately","","","",""
"Partly, partly","1995","college entrance qualification","general elemantary","","","",""
"Partly, partly","1995","college entrance qualification","middle vocational","14","","",""
"Partly, partly","1995","college entrance qualification","vocational + Abi","40","0.231130890908033","0.169027307375157","0.29323447444091"
"Partly, partly","1995","college entrance qualification","higher vocational","16","","",""
"Partly, partly","1995","college entrance qualification","higher education","107","0.153572288838321","0.125146978254073","0.181997599422569"
"Partly, partly","1995","Other degree","in school","","","",""
"Partly, partly","1995","Other degree","inadequately","1","","",""
"Partly, partly","1995","Other degree","general elemantary","14","","",""
"Partly, partly","1995","Other degree","middle vocational","26","","",""
"Partly, partly","1995","Other degree","vocational + Abi","6","","",""
"Partly, partly","1995","Other degree","higher vocational","","","",""
"Partly, partly","1995","Other degree","higher education","7","","",""
"Partly, partly","1995","no degree/no degree yet","in school","","","",""
"Partly, partly","1995","no degree/no degree yet","inadequately","15","","",""
"Partly, partly","1995","no degree/no degree yet","general elemantary","","","",""
"Partly, partly","1995","no degree/no degree yet","middle vocational","5","","",""
"Partly, partly","1995","no degree/no degree yet","vocational + Abi","","","",""
"Partly, partly","1995","no degree/no degree yet","higher vocational","","","",""
"Partly, partly","1995","no degree/no degree yet","higher education","","","",""
"Paid","1995","lower secondary degree","in school","","","",""
"Paid","1995","lower secondary degree","inadequately","","","",""
"Paid","1995","lower secondary degree","general elemantary","181","0.517866365311279","0.464831255914634","0.570901474707924"
"Paid","1995","lower secondary degree","middle vocational","506","0.362706659063445","0.337192082768887","0.388221235358003"
"Paid","1995","lower secondary degree","vocational + Abi","2","","",""
"Paid","1995","lower secondary degree","higher vocational","28","","",""
"Paid","1995","lower secondary degree","higher education","6","","",""
"Paid","1995","secondary school degree","in school","","","",""
"Paid","1995","secondary school degree","inadequately","","","",""
"Paid","1995","secondary school degree","general elemantary","33","0.206252404179443","0.14432727970412","0.268177528654766"
"Paid","1995","secondary school degree","middle vocational","351","0.247667427575942","0.224460108158745","0.27087474699314"
"Paid","1995","secondary school degree","vocational + Abi","2","","",""
"Paid","1995","secondary school degree","higher vocational","39","0.204567924253631","0.145638505480812","0.263497343026449"
"Paid","1995","secondary school degree","higher education","27","","",""
"Paid","1995","college entrance qualification","in school","","","",""
"Paid","1995","college entrance qualification","inadequately","","","",""
"Paid","1995","college entrance qualification","general elemantary","","","",""
"Paid","1995","college entrance qualification","middle vocational","19","","",""
"Paid","1995","college entrance qualification","vocational + Abi","25","","",""
"Paid","1995","college entrance qualification","higher vocational","6","","",""
"Paid","1995","college entrance qualification","higher education","45","0.0827124126157281","0.060995806408089","0.104429018823367"
