"plb0195_h","year","e11103","sex","n","percent","lower_confidence","upper_confidence"
"Not paid","2014","Part Time","Male","61","0.116932674669516","0.0899047297094409","0.143960619629591"
"Not paid","2014","Part Time","Female","234","0.103066610063544","0.0909024658027701","0.115230754324318"
"Not paid","2014","Not Working","Male","12","","",""
"Not paid","2014","Not Working","Female","22","","",""
"Acclaimed","2015","Full Time","Male","","","",""
"Acclaimed","2015","Full Time","Female","","","",""
"Acclaimed","2015","Part Time","Male","","","",""
"Acclaimed","2015","Part Time","Female","","","",""
"Acclaimed","2015","Not Working","Male","","","",""
"Acclaimed","2015","Not Working","Female","","","",""
"Partly, partly","2015","Full Time","Male","","","",""
"Partly, partly","2015","Full Time","Female","","","",""
"Partly, partly","2015","Part Time","Male","","","",""
"Partly, partly","2015","Part Time","Female","","","",""
"Partly, partly","2015","Not Working","Male","","","",""
"Partly, partly","2015","Not Working","Female","","","",""
"Paid","2015","Full Time","Male","","","",""
"Paid","2015","Full Time","Female","","","",""
"Paid","2015","Part Time","Male","","","",""
"Paid","2015","Part Time","Female","","","",""
"Paid","2015","Not Working","Male","","","",""
"Paid","2015","Not Working","Female","","","",""
"Not paid","2015","Full Time","Male","","","",""
"Not paid","2015","Full Time","Female","","","",""
"Not paid","2015","Part Time","Male","","","",""
"Not paid","2015","Part Time","Female","","","",""
"Not paid","2015","Not Working","Male","","","",""
"Not paid","2015","Not Working","Female","","","",""
"Acclaimed","2016","Full Time","Male","","","",""
"Acclaimed","2016","Full Time","Female","","","",""
"Acclaimed","2016","Part Time","Male","","","",""
"Acclaimed","2016","Part Time","Female","","","",""
"Acclaimed","2016","Not Working","Male","","","",""
"Acclaimed","2016","Not Working","Female","","","",""
"Partly, partly","2016","Full Time","Male","","","",""
"Partly, partly","2016","Full Time","Female","","","",""
"Partly, partly","2016","Part Time","Male","","","",""
"Partly, partly","2016","Part Time","Female","","","",""
"Partly, partly","2016","Not Working","Male","","","",""
"Partly, partly","2016","Not Working","Female","","","",""
"Paid","2016","Full Time","Male","","","",""
"Paid","2016","Full Time","Female","","","",""
"Paid","2016","Part Time","Male","","","",""
"Paid","2016","Part Time","Female","","","",""
"Paid","2016","Not Working","Male","","","",""
"Paid","2016","Not Working","Female","","","",""
"Not paid","2016","Full Time","Male","","","",""
"Not paid","2016","Full Time","Female","","","",""
"Not paid","2016","Part Time","Male","","","",""
"Not paid","2016","Part Time","Female","","","",""
"Not paid","2016","Not Working","Male","","","",""
"Not paid","2016","Not Working","Female","","","",""
"Acclaimed","2017","Full Time","Male","","","",""
"Acclaimed","2017","Full Time","Female","","","",""
"Acclaimed","2017","Part Time","Male","","","",""
"Acclaimed","2017","Part Time","Female","","","",""
"Acclaimed","2017","Not Working","Male","","","",""
"Acclaimed","2017","Not Working","Female","","","",""
"Partly, partly","2017","Full Time","Male","","","",""
"Partly, partly","2017","Full Time","Female","","","",""
"Partly, partly","2017","Part Time","Male","","","",""
"Partly, partly","2017","Part Time","Female","","","",""
"Partly, partly","2017","Not Working","Male","","","",""
"Partly, partly","2017","Not Working","Female","","","",""
"Paid","2017","Full Time","Male","","","",""
"Paid","2017","Full Time","Female","","","",""
"Paid","2017","Part Time","Male","","","",""
"Paid","2017","Part Time","Female","","","",""
"Paid","2017","Not Working","Male","","","",""
"Paid","2017","Not Working","Female","","","",""
"Not paid","2017","Full Time","Male","","","",""
"Not paid","2017","Full Time","Female","","","",""
"Not paid","2017","Part Time","Male","","","",""
"Not paid","2017","Part Time","Female","","","",""
"Not paid","2017","Not Working","Male","","","",""
"Not paid","2017","Not Working","Female","","","",""
"Acclaimed","2018","Full Time","Male","1995","0.478810021888521","0.463822993508852","0.49379705026819"
"Acclaimed","2018","Full Time","Female","1457","0.60522645639505","0.585731489790185","0.624721422999914"
"Acclaimed","2018","Part Time","Male","283","0.473271792589102","0.434065780785498","0.512477804392706"
"Acclaimed","2018","Part Time","Female","1490","0.605550316539379","0.586233313402602","0.624867319676156"
"Acclaimed","2018","Not Working","Male","11","","",""
"Acclaimed","2018","Not Working","Female","34","0.545437288945288","0.436325314807547","0.654549263083028"
"Partly, partly","2018","Full Time","Male","1089","0.253589703546438","0.240537299641917","0.26664210745096"
"Partly, partly","2018","Full Time","Female","474","0.20395200481992","0.187881736085133","0.220022273554708"
"Partly, partly","2018","Part Time","Male","139","0.22060249401915","0.188042165161946","0.253162822876354"
"Partly, partly","2018","Part Time","Female","416","0.176722416121137","0.161646358376376","0.191798473865898"
"Partly, partly","2018","Not Working","Male","14","","",""
"Partly, partly","2018","Not Working","Female","13","","",""
"Paid","2018","Full Time","Male","514","0.11404167896798","0.104505501325217","0.123577856610743"
"Paid","2018","Full Time","Female","175","0.0592868610880529","0.0498680224407472","0.0687056997353585"
"Paid","2018","Part Time","Male","125","0.163121043611285","0.13410819398307","0.1921338932395"
"Paid","2018","Part Time","Female","350","0.139595071923586","0.125897130186241","0.153293013660931"
"Paid","2018","Not Working","Male","11","","",""
"Paid","2018","Not Working","Female","18","","",""
"Not paid","2018","Full Time","Male","670","0.15355859559706","0.142742477987191","0.16437471320693"
"Not paid","2018","Full Time","Female","309","0.131534677696977","0.118054801706891","0.145014553687063"
"Not paid","2018","Part Time","Male","76","0.143004669780463","0.115515070751244","0.170494268809681"
"Not paid","2018","Part Time","Female","203","0.0781321954158979","0.0675245702640941","0.0887398205677017"
"Not paid","2018","Not Working","Male","7","","",""
"Not paid","2018","Not Working","Female","15","","",""
