"plb0195_h","year","bula_h","e11102","n","percent","lower_confidence","upper_confidence"
"Partly, partly","2012","Berlin","Not Employed","3","","",""
"Partly, partly","2012","Berlin","Employed","56","0.161802974290661","0.124074099224938","0.199531849356383"
"Partly, partly","2012","Brandenburg","Not Employed","4","","",""
"Partly, partly","2012","Brandenburg","Employed","77","0.192755225296144","0.151605547449558","0.233904903142731"
"Partly, partly","2012","Mecklenburg-Western Pomerania","Not Employed","1","","",""
"Partly, partly","2012","Mecklenburg-Western Pomerania","Employed","34","0.121962590417852","0.0783219570155851","0.16560322382012"
"Partly, partly","2012","Saxony","Not Employed","6","","",""
"Partly, partly","2012","Saxony","Employed","175","0.254807828713733","0.222687579253776","0.286928078173691"
"Partly, partly","2012","Saxony-Anhalt","Not Employed","2","","",""
"Partly, partly","2012","Saxony-Anhalt","Employed","74","0.228511666253124","0.185786869408334","0.271236463097915"
"Partly, partly","2012","Thuringia","Not Employed","3","","",""
"Partly, partly","2012","Thuringia","Employed","81","0.216783327988467","0.175623682298875","0.257942973678059"
"Paid","2012","Schleswig-Holstein","Not Employed","1","","",""
"Paid","2012","Schleswig-Holstein","Employed","46","0.086055736162109","0.05789555976279","0.114215912561428"
"Paid","2012","Hamburg","Not Employed","","","",""
"Paid","2012","Hamburg","Employed","12","","",""
"Paid","2012","Lower Saxony","Not Employed","4","","",""
"Paid","2012","Lower Saxony","Employed","130","0.143430937385326","0.120744513947621","0.166117360823031"
"Paid","2012","Bremen","Not Employed","","","",""
"Paid","2012","Bremen","Employed","10","","",""
"Paid","2012","North Rhine-Westphalia","Not Employed","5","","",""
"Paid","2012","North Rhine-Westphalia","Employed","291","0.148835421244362","0.132814449809628","0.164856392679095"
"Paid","2012","Hesse","Not Employed","4","","",""
"Paid","2012","Hesse","Employed","72","0.0929753845935184","0.0723970178965946","0.113553751290442"
"Paid","2012","Rhineland-Palatinate,Saarland","Not Employed","1","","",""
"Paid","2012","Rhineland-Palatinate,Saarland","Employed","71","0.114929300042462","0.0878783934198047","0.14198020666512"
"Paid","2012","Baden-Württemberg","Not Employed","2","","",""
"Paid","2012","Baden-Württemberg","Employed","151","0.118903564849041","0.101573313896764","0.136233815801317"
"Paid","2012","Bavaria","Not Employed","3","","",""
"Paid","2012","Bavaria","Employed","165","0.104745526401205","0.090381805326129","0.119109247476281"
"Paid","2012","Berlin","Not Employed","","","",""
"Paid","2012","Berlin","Employed","38","0.109934130307322","0.0778873137163493","0.141980946898294"
"Paid","2012","Brandenburg","Not Employed","2","","",""
"Paid","2012","Brandenburg","Employed","43","0.0932664984916737","0.0629301429546719","0.123602854028675"
"Paid","2012","Mecklenburg-Western Pomerania","Not Employed","","","",""
"Paid","2012","Mecklenburg-Western Pomerania","Employed","18","","",""
"Paid","2012","Saxony","Not Employed","1","","",""
"Paid","2012","Saxony","Employed","58","0.091868700549564","0.0705776793207123","0.113159721778416"
"Paid","2012","Saxony-Anhalt","Not Employed","1","","",""
"Paid","2012","Saxony-Anhalt","Employed","40","0.0742519337779152","0.0475734325731156","0.100930434982715"
"Paid","2012","Thuringia","Not Employed","","","",""
"Paid","2012","Thuringia","Employed","43","0.0924954226787221","0.0635551739712074","0.121435671386237"
"Not paid","2012","Schleswig-Holstein","Not Employed","","","",""
"Not paid","2012","Schleswig-Holstein","Employed","51","0.13124572936831","0.0973397206155134","0.165151738121107"
"Not paid","2012","Hamburg","Not Employed","","","",""
"Not paid","2012","Hamburg","Employed","33","0.279676471684696","0.202222266407237","0.357130676962155"
"Not paid","2012","Lower Saxony","Not Employed","3","","",""
"Not paid","2012","Lower Saxony","Employed","124","0.125270514044787","0.103845321374831","0.146695706714744"
"Not paid","2012","Bremen","Not Employed","","","",""
"Not paid","2012","Bremen","Employed","19","","",""
"Not paid","2012","North Rhine-Westphalia","Not Employed","5","","",""
"Not paid","2012","North Rhine-Westphalia","Employed","355","0.171756319273418","0.154779186219446","0.18873345232739"
"Not paid","2012","Hesse","Not Employed","3","","",""
"Not paid","2012","Hesse","Employed","163","0.226413495751352","0.196756785726077","0.256070205776626"
"Not paid","2012","Rhineland-Palatinate,Saarland","Not Employed","2","","",""
"Not paid","2012","Rhineland-Palatinate,Saarland","Employed","75","0.133774369572581","0.104902199061647","0.162646540083516"
"Not paid","2012","Baden-Württemberg","Not Employed","8","","",""
"Not paid","2012","Baden-Württemberg","Employed","255","0.176594573548683","0.156177606334509","0.197011540762858"
"Not paid","2012","Bavaria","Not Employed","7","","",""
"Not paid","2012","Bavaria","Employed","331","0.184049891758384","0.165872751568044","0.202227031948724"
"Not paid","2012","Berlin","Not Employed","1","","",""
"Not paid","2012","Berlin","Employed","78","0.164068246654038","0.126127556373874","0.202008936934202"
"Not paid","2012","Brandenburg","Not Employed","2","","",""
"Not paid","2012","Brandenburg","Employed","43","0.114338244204809","0.0811418858965028","0.147534602513116"
"Not paid","2012","Mecklenburg-Western Pomerania","Not Employed","3","","",""
"Not paid","2012","Mecklenburg-Western Pomerania","Employed","26","","",""
"Not paid","2012","Saxony","Not Employed","2","","",""
"Not paid","2012","Saxony","Employed","106","0.132901547502472","0.107878649328564","0.157924445676379"
"Not paid","2012","Saxony-Anhalt","Not Employed","","","",""
"Not paid","2012","Saxony-Anhalt","Employed","54","0.142499235771744","0.106929170534407","0.178069301009082"
"Not paid","2012","Thuringia","Not Employed","1","","",""
"Not paid","2012","Thuringia","Employed","60","0.200832848298113","0.160814983514752","0.240850713081475"
"Acclaimed","2013","Schleswig-Holstein","Not Employed","18","","",""
"Acclaimed","2013","Schleswig-Holstein","Employed","179","0.52680814057521","0.473182703461602","0.580433577688818"
"Acclaimed","2013","Hamburg","Not Employed","21","","",""
"Acclaimed","2013","Hamburg","Employed","55","0.359749376491712","0.272034309210874","0.44746444377255"
"Acclaimed","2013","Lower Saxony","Not Employed","80","0.466879051334588","0.395181109842275","0.538576992826902"
"Acclaimed","2013","Lower Saxony","Employed","451","0.509934658372238","0.477220471556888","0.542648845187588"
"Acclaimed","2013","Bremen","Not Employed","4","","",""
"Acclaimed","2013","Bremen","Employed","31","0.312625483636733","0.198156792200552","0.427094175072914"
"Acclaimed","2013","North Rhine-Westphalia","Not Employed","163","0.362780242975545","0.317597780920229","0.407962705030862"
"Acclaimed","2013","North Rhine-Westphalia","Employed","819","0.482046415662544","0.45840468313289","0.505688148192198"
"Acclaimed","2013","Hesse","Not Employed","74","0.398228617215435","0.321654806004689","0.474802428426181"
"Acclaimed","2013","Hesse","Employed","354","0.538338559212473","0.501486651597995","0.575190466826951"
"Acclaimed","2013","Rhineland-Palatinate,Saarland","Not Employed","52","0.368699648835292","0.285120588597342","0.452278709073241"
"Acclaimed","2013","Rhineland-Palatinate,Saarland","Employed","262","0.550315934959486","0.505485049785505","0.595146820133466"
"Acclaimed","2013","Baden-Württemberg","Not Employed","158","0.490419843995361","0.436153625124678","0.544686062866045"
"Acclaimed","2013","Baden-Württemberg","Employed","590","0.479028037895479","0.450548889729257","0.5075071860617"
"Acclaimed","2013","Bavaria","Not Employed","152","0.458933017480214","0.403903844951623","0.513962190008804"
"Acclaimed","2013","Bavaria","Employed","859","0.562624563638739","0.537776243450207","0.587472883827271"
"Acclaimed","2013","Berlin","Not Employed","12","","",""
"Acclaimed","2013","Berlin","Employed","195","0.590107065729526","0.537906942901146","0.642307188557905"
"Acclaimed","2013","Brandenburg","Not Employed","18","","",""
"Acclaimed","2013","Brandenburg","Employed","165","0.546250051084871","0.491358109868668","0.601141992301073"
"Acclaimed","2013","Mecklenburg-Western Pomerania","Not Employed","2","","",""
"Acclaimed","2013","Mecklenburg-Western Pomerania","Employed","119","0.566868954528193","0.498196260284651","0.635541648771734"
"Acclaimed","2013","Saxony","Not Employed","22","","",""
"Acclaimed","2013","Saxony","Employed","349","0.526901112218646","0.488340343905076","0.565461880532217"
"Acclaimed","2013","Saxony-Anhalt","Not Employed","22","","",""
"Acclaimed","2013","Saxony-Anhalt","Employed","183","0.558295508337182","0.505742327691952","0.610848688982413"
"Acclaimed","2013","Thuringia","Not Employed","15","","",""
"Acclaimed","2013","Thuringia","Employed","180","0.519649770882973","0.466465573070186","0.57283396869576"
"Partly, partly","2013","Schleswig-Holstein","Not Employed","10","","",""
"Partly, partly","2013","Schleswig-Holstein","Employed","69","0.262880657890886","0.215601014260472","0.3101603015213"
"Partly, partly","2013","Hamburg","Not Employed","13","","",""
"Partly, partly","2013","Hamburg","Employed","22","","",""
"Partly, partly","2013","Lower Saxony","Not Employed","46","0.189947108349659","0.133574951650111","0.246319265049207"
"Partly, partly","2013","Lower Saxony","Employed","187","0.218590411429164","0.191544178043992","0.245636644814337"
"Partly, partly","2013","Bremen","Not Employed","3","","",""
"Partly, partly","2013","Bremen","Employed","12","","",""
"Partly, partly","2013","North Rhine-Westphalia","Not Employed","88","0.210585401571747","0.172270283352641","0.248900519790853"
"Partly, partly","2013","North Rhine-Westphalia","Employed","357","0.21664317650629","0.197151833148099","0.23613451986448"
"Partly, partly","2013","Hesse","Not Employed","36","0.260313394923681","0.19167448148464","0.328952308362722"
"Partly, partly","2013","Hesse","Employed","132","0.178129063365662","0.14984514128291","0.206412985448415"
"Partly, partly","2013","Rhineland-Palatinate,Saarland","Not Employed","34","0.228604619026778","0.155856105496512","0.301353132557044"
"Partly, partly","2013","Rhineland-Palatinate,Saarland","Employed","92","0.235461921635958","0.197225484062177","0.273698359209739"
"Partly, partly","2013","Baden-Württemberg","Not Employed","76","0.205443062243775","0.161585191533592","0.249300932953958"
"Partly, partly","2013","Baden-Württemberg","Employed","230","0.203915101819283","0.180946014397615","0.22688418924095"
"Partly, partly","2013","Bavaria","Not Employed","66","0.24123472853964","0.193988575593784","0.288480881485495"
"Partly, partly","2013","Bavaria","Employed","287","0.172921737447434","0.153978308459382","0.191865166435485"
"Partly, partly","2013","Berlin","Not Employed","4","","",""
"Partly, partly","2013","Berlin","Employed","53","0.13644457762117","0.100011643381322","0.172877511861018"
"Partly, partly","2013","Brandenburg","Not Employed","8","","",""
"Partly, partly","2013","Brandenburg","Employed","63","0.19122665359986","0.147866363670824","0.234586943528896"
"Partly, partly","2013","Mecklenburg-Western Pomerania","Not Employed","4","","",""
"Partly, partly","2013","Mecklenburg-Western Pomerania","Employed","35","0.1672780677609","0.115552817990815","0.219003317530985"
"Partly, partly","2013","Saxony","Not Employed","12","","",""
"Partly, partly","2013","Saxony","Employed","128","0.251076674420912","0.217585758901491","0.284567589940333"
"Partly, partly","2013","Saxony-Anhalt","Not Employed","6","","",""
"Partly, partly","2013","Saxony-Anhalt","Employed","74","0.243537249621083","0.198114072961626","0.288960426280539"
"Partly, partly","2013","Thuringia","Not Employed","9","","",""
"Partly, partly","2013","Thuringia","Employed","54","0.159681120140149","0.120687182956658","0.19867505732364"
"Paid","2013","Schleswig-Holstein","Not Employed","10","","",""
"Paid","2013","Schleswig-Holstein","Employed","34","0.0778171333875663","0.0490449968224294","0.106589269952703"
"Paid","2013","Hamburg","Not Employed","9","","",""
"Paid","2013","Hamburg","Employed","7","","",""
"Paid","2013","Lower Saxony","Not Employed","44","0.204312860783526","0.146368571471272","0.26225715009578"
"Paid","2013","Lower Saxony","Employed","128","0.130929911776953","0.108855013631269","0.153004809922636"
"Paid","2013","Bremen","Not Employed","2","","",""
"Paid","2013","Bremen","Employed","6","","",""
"Paid","2013","North Rhine-Westphalia","Not Employed","126","0.256760409413087","0.215708637240465","0.29781218158571"
"Paid","2013","North Rhine-Westphalia","Employed","234","0.138833466310764","0.122473586648891","0.155193345972637"
"Paid","2013","Hesse","Not Employed","30","0.198000273534017","0.135667238996773","0.26033330807126"
"Paid","2013","Hesse","Employed","71","0.0784966345687855","0.0586153514446395","0.0983779176929315"
"Paid","2013","Rhineland-Palatinate,Saarland","Not Employed","34","0.341922815698582","0.259746708589518","0.424098922807647"
"Paid","2013","Rhineland-Palatinate,Saarland","Employed","58","0.096810420681392","0.0701622112164265","0.123458630146357"
"Paid","2013","Baden-Württemberg","Not Employed","52","0.189887798338081","0.147312234587692","0.23246336208847"
"Paid","2013","Baden-Württemberg","Employed","121","0.104883170672688","0.0874156157323236","0.122350725613052"
"Paid","2013","Bavaria","Not Employed","56","0.154656299910763","0.114726854137293","0.194585745684234"
"Paid","2013","Bavaria","Employed","119","0.0788953102691952","0.0653919894296845","0.0923986311087059"
"Paid","2013","Berlin","Not Employed","10","","",""
"Paid","2013","Berlin","Employed","32","0.0940569516600116","0.0630744273151151","0.125039476004908"
"Paid","2013","Brandenburg","Not Employed","6","","",""
"Paid","2013","Brandenburg","Employed","37","0.109158888730641","0.0747766439346723","0.143541133526609"
"Paid","2013","Mecklenburg-Western Pomerania","Not Employed","1","","",""
"Paid","2013","Mecklenburg-Western Pomerania","Employed","22","","",""
"Paid","2013","Saxony","Not Employed","4","","",""
"Paid","2013","Saxony","Employed","63","0.0874734363242899","0.0656528704470967","0.109294002201483"
"Paid","2013","Saxony-Anhalt","Not Employed","6","","",""
"Paid","2013","Saxony-Anhalt","Employed","38","0.0809463092941143","0.0520814131823525","0.109811205405876"
"Paid","2013","Thuringia","Not Employed","3","","",""
"Paid","2013","Thuringia","Employed","44","0.123140016219307","0.0881605666895284","0.158119465749085"
"Not paid","2013","Schleswig-Holstein","Not Employed","11","","",""
"Not paid","2013","Schleswig-Holstein","Employed","51","0.132494068146338","0.096080736356763","0.168907399935913"
"Not paid","2013","Hamburg","Not Employed","8","","",""
