"plb0195_h","year","bula_h","e11102","n","percent","lower_confidence","upper_confidence"
"Paid","1989","Hesse","Not Employed","2","","",""
"Paid","1989","Hesse","Employed","128","0.323964168328865","0.272769006330677","0.375159330327054"
"Paid","1989","Rhineland-Palatinate,Saarland","Not Employed","1","","",""
"Paid","1989","Rhineland-Palatinate,Saarland","Employed","104","0.451904956900264","0.38854346307147","0.515266450729058"
"Paid","1989","Baden-Württemberg","Not Employed","4","","",""
"Paid","1989","Baden-Württemberg","Employed","327","0.373920657425839","0.338381059448566","0.409460255403112"
"Paid","1989","Bavaria","Not Employed","2","","",""
"Paid","1989","Bavaria","Employed","233","0.31730790031156","0.281249123936262","0.353366676686858"
"Paid","1989","Berlin","Not Employed","1","","",""
"Paid","1989","Berlin","Employed","41","0.279864089684521","0.199873991847625","0.359854187521417"
"Paid","1989","Brandenburg","Not Employed","","","",""
"Paid","1989","Brandenburg","Employed","","","",""
"Paid","1989","Mecklenburg-Western Pomerania","Not Employed","","","",""
"Paid","1989","Mecklenburg-Western Pomerania","Employed","","","",""
"Paid","1989","Saxony","Not Employed","","","",""
"Paid","1989","Saxony","Employed","","","",""
"Paid","1989","Saxony-Anhalt","Not Employed","","","",""
"Paid","1989","Saxony-Anhalt","Employed","","","",""
"Paid","1989","Thuringia","Not Employed","","","",""
"Paid","1989","Thuringia","Employed","","","",""
"Not paid","1989","Schleswig-Holstein","Not Employed","","","",""
"Not paid","1989","Schleswig-Holstein","Employed","12","","",""
"Not paid","1989","Hamburg","Not Employed","","","",""
"Not paid","1989","Hamburg","Employed","17","","",""
"Not paid","1989","Lower Saxony","Not Employed","","","",""
"Not paid","1989","Lower Saxony","Employed","63","0.17500115848812","0.137671528417631","0.212330788558608"
"Not paid","1989","Bremen","Not Employed","","","",""
"Not paid","1989","Bremen","Employed","3","","",""
"Not paid","1989","North Rhine-Westphalia","Not Employed","2","","",""
"Not paid","1989","North Rhine-Westphalia","Employed","168","0.205381614293363","0.179853387983305","0.23090984060342"
"Not paid","1989","Hesse","Not Employed","","","",""
"Not paid","1989","Hesse","Employed","49","0.179397284953426","0.137424287727952","0.2213702821789"
"Not paid","1989","Rhineland-Palatinate,Saarland","Not Employed","","","",""
"Not paid","1989","Rhineland-Palatinate,Saarland","Employed","39","0.153075867070975","0.1072353470004","0.198916387141551"
"Not paid","1989","Baden-Württemberg","Not Employed","2","","",""
"Not paid","1989","Baden-Württemberg","Employed","84","0.149961375530137","0.123736276803598","0.176186474256676"
"Not paid","1989","Bavaria","Not Employed","2","","",""
"Not paid","1989","Bavaria","Employed","116","0.217967621469628","0.185981140459989","0.249954102479267"
"Not paid","1989","Berlin","Not Employed","","","",""
"Not paid","1989","Berlin","Employed","15","","",""
"Not paid","1989","Brandenburg","Not Employed","","","",""
"Not paid","1989","Brandenburg","Employed","","","",""
"Not paid","1989","Mecklenburg-Western Pomerania","Not Employed","","","",""
"Not paid","1989","Mecklenburg-Western Pomerania","Employed","","","",""
"Not paid","1989","Saxony","Not Employed","","","",""
"Not paid","1989","Saxony","Employed","","","",""
"Not paid","1989","Saxony-Anhalt","Not Employed","","","",""
"Not paid","1989","Saxony-Anhalt","Employed","","","",""
"Not paid","1989","Thuringia","Not Employed","","","",""
"Not paid","1989","Thuringia","Employed","","","",""
"Acclaimed","1990","Schleswig-Holstein","Not Employed","","","",""
"Acclaimed","1990","Schleswig-Holstein","Employed","39","0.328781070606653","0.242165819295014","0.415396321918293"
"Acclaimed","1990","Hamburg","Not Employed","","","",""
"Acclaimed","1990","Hamburg","Employed","16","","",""
"Acclaimed","1990","Lower Saxony","Not Employed","1","","",""
"Acclaimed","1990","Lower Saxony","Employed","134","0.353603820862829","0.305785938009555","0.401421703716104"
"Acclaimed","1990","Bremen","Not Employed","","","",""
"Acclaimed","1990","Bremen","Employed","6","","",""
"Acclaimed","1990","North Rhine-Westphalia","Not Employed","3","","",""
"Acclaimed","1990","North Rhine-Westphalia","Employed","231","0.300831142087542","0.271000843467364","0.330661440707721"
"Acclaimed","1990","Hesse","Not Employed","3","","",""
"Acclaimed","1990","Hesse","Employed","109","0.350186647561172","0.300423843393458","0.399949451728885"
"Acclaimed","1990","Rhineland-Palatinate,Saarland","Not Employed","","","",""
"Acclaimed","1990","Rhineland-Palatinate,Saarland","Employed","66","0.305871041577011","0.247084034250128","0.364658048903894"
"Acclaimed","1990","Baden-Württemberg","Not Employed","1","","",""
"Acclaimed","1990","Baden-Württemberg","Employed","190","0.304049672896369","0.270951232495683","0.337148113297054"
"Acclaimed","1990","Bavaria","Not Employed","1","","",""
"Acclaimed","1990","Bavaria","Employed","228","0.377611931734046","0.34022797069003","0.414995892778062"
"Acclaimed","1990","Berlin","Not Employed","","","",""
"Acclaimed","1990","Berlin","Employed","49","0.46627447351679","0.375098800410695","0.557450146622885"
"Acclaimed","1990","Brandenburg","Not Employed","","","",""
"Acclaimed","1990","Brandenburg","Employed","","","",""
"Acclaimed","1990","Mecklenburg-Western Pomerania","Not Employed","","","",""
"Acclaimed","1990","Mecklenburg-Western Pomerania","Employed","","","",""
"Acclaimed","1990","Saxony","Not Employed","","","",""
"Acclaimed","1990","Saxony","Employed","","","",""
"Acclaimed","1990","Saxony-Anhalt","Not Employed","","","",""
"Acclaimed","1990","Saxony-Anhalt","Employed","","","",""
"Acclaimed","1990","Thuringia","Not Employed","","","",""
"Acclaimed","1990","Thuringia","Employed","","","",""
"Partly, partly","1990","Schleswig-Holstein","Not Employed","","","",""
"Partly, partly","1990","Schleswig-Holstein","Employed","24","","",""
"Partly, partly","1990","Hamburg","Not Employed","","","",""
"Partly, partly","1990","Hamburg","Employed","8","","",""
"Partly, partly","1990","Lower Saxony","Not Employed","","","",""
"Partly, partly","1990","Lower Saxony","Employed","66","0.171766373874152","0.134041483887718","0.209491263860586"
"Partly, partly","1990","Bremen","Not Employed","","","",""
"Partly, partly","1990","Bremen","Employed","8","","",""
"Partly, partly","1990","North Rhine-Westphalia","Not Employed","","","",""
"Partly, partly","1990","North Rhine-Westphalia","Employed","98","0.107213197687818","0.0870897137129022","0.127336681662734"
"Partly, partly","1990","Hesse","Not Employed","","","",""
"Partly, partly","1990","Hesse","Employed","62","0.139109897676632","0.103009364903774","0.175210430449489"
"Partly, partly","1990","Rhineland-Palatinate,Saarland","Not Employed","","","",""
"Partly, partly","1990","Rhineland-Palatinate,Saarland","Employed","32","0.15109369657381","0.105401173271272","0.196786219876348"
"Partly, partly","1990","Baden-Württemberg","Not Employed","2","","",""
"Partly, partly","1990","Baden-Württemberg","Employed","115","0.138189748237445","0.113358995848577","0.163020500626313"
"Partly, partly","1990","Bavaria","Not Employed","1","","",""
"Partly, partly","1990","Bavaria","Employed","107","0.177957926639423","0.148463665332047","0.207452187946799"
"Partly, partly","1990","Berlin","Not Employed","","","",""
"Partly, partly","1990","Berlin","Employed","16","","",""
"Partly, partly","1990","Brandenburg","Not Employed","","","",""
"Partly, partly","1990","Brandenburg","Employed","","","",""
"Partly, partly","1990","Mecklenburg-Western Pomerania","Not Employed","","","",""
"Partly, partly","1990","Mecklenburg-Western Pomerania","Employed","","","",""
"Partly, partly","1990","Saxony","Not Employed","","","",""
"Partly, partly","1990","Saxony","Employed","","","",""
"Partly, partly","1990","Saxony-Anhalt","Not Employed","","","",""
"Partly, partly","1990","Saxony-Anhalt","Employed","","","",""
"Partly, partly","1990","Thuringia","Not Employed","","","",""
"Partly, partly","1990","Thuringia","Employed","","","",""
"Paid","1990","Schleswig-Holstein","Not Employed","1","","",""
"Paid","1990","Schleswig-Holstein","Employed","37","0.295676393838365","0.211536236864844","0.379816550811886"
"Paid","1990","Hamburg","Not Employed","","","",""
"Paid","1990","Hamburg","Employed","22","","",""
"Paid","1990","Lower Saxony","Not Employed","2","","",""
"Paid","1990","Lower Saxony","Employed","123","0.293433107417848","0.247890941916572","0.338975272919125"
"Paid","1990","Bremen","Not Employed","1","","",""
"Paid","1990","Bremen","Employed","16","","",""
"Paid","1990","North Rhine-Westphalia","Not Employed","9","","",""
"Paid","1990","North Rhine-Westphalia","Employed","426","0.393509389227564","0.36173371624869","0.425285062206438"
"Paid","1990","Hesse","Not Employed","1","","",""
"Paid","1990","Hesse","Employed","128","0.316446690390637","0.267929324679348","0.364964056101927"
"Paid","1990","Rhineland-Palatinate,Saarland","Not Employed","2","","",""
"Paid","1990","Rhineland-Palatinate,Saarland","Employed","106","0.398248798996801","0.335792275032102","0.460705322961499"
"Paid","1990","Baden-Württemberg","Not Employed","3","","",""
"Paid","1990","Baden-Württemberg","Employed","346","0.392801008199285","0.357661315746009","0.42794070065256"
"Paid","1990","Bavaria","Not Employed","2","","",""
"Paid","1990","Bavaria","Employed","233","0.308539173499764","0.27292107107852","0.344157275921008"
"Paid","1990","Berlin","Not Employed","1","","",""
"Paid","1990","Berlin","Employed","33","0.212435873631005","0.137678151103329","0.287193596158681"
"Paid","1990","Brandenburg","Not Employed","","","",""
"Paid","1990","Brandenburg","Employed","","","",""
"Paid","1990","Mecklenburg-Western Pomerania","Not Employed","","","",""
"Paid","1990","Mecklenburg-Western Pomerania","Employed","","","",""
"Paid","1990","Saxony","Not Employed","","","",""
"Paid","1990","Saxony","Employed","","","",""
"Paid","1990","Saxony-Anhalt","Not Employed","","","",""
"Paid","1990","Saxony-Anhalt","Employed","","","",""
"Paid","1990","Thuringia","Not Employed","","","",""
"Paid","1990","Thuringia","Employed","","","",""
"Not paid","1990","Schleswig-Holstein","Not Employed","","","",""
"Not paid","1990","Schleswig-Holstein","Employed","13","","",""
"Not paid","1990","Hamburg","Not Employed","","","",""
"Not paid","1990","Hamburg","Employed","9","","",""
"Not paid","1990","Lower Saxony","Not Employed","","","",""
"Not paid","1990","Lower Saxony","Employed","61","0.181196697845171","0.142671275281256","0.219722120409085"
"Not paid","1990","Bremen","Not Employed","","","",""
"Not paid","1990","Bremen","Employed","2","","",""
"Not paid","1990","North Rhine-Westphalia","Not Employed","1","","",""
"Not paid","1990","North Rhine-Westphalia","Employed","153","0.198446270997076","0.172504898046358","0.224387643947793"
"Not paid","1990","Hesse","Not Employed","","","",""
"Not paid","1990","Hesse","Employed","54","0.194256764371559","0.152985559509081","0.235527969234038"
"Not paid","1990","Rhineland-Palatinate,Saarland","Not Employed","1","","",""
"Not paid","1990","Rhineland-Palatinate,Saarland","Employed","32","0.144786462852379","0.0998919408355977","0.189680984869159"
"Not paid","1990","Baden-Württemberg","Not Employed","","","",""
"Not paid","1990","Baden-Württemberg","Employed","91","0.164959570666902","0.138254812551895","0.191664328781909"
"Not paid","1990","Bavaria","Not Employed","1","","",""
"Not paid","1990","Bavaria","Employed","78","0.135890968126767","0.109466186888248","0.162315749365286"
"Not paid","1990","Berlin","Not Employed","","","",""
"Not paid","1990","Berlin","Employed","17","","",""
"Not paid","1990","Brandenburg","Not Employed","","","",""
"Not paid","1990","Brandenburg","Employed","","","",""
"Not paid","1990","Mecklenburg-Western Pomerania","Not Employed","","","",""
"Not paid","1990","Mecklenburg-Western Pomerania","Employed","","","",""
"Not paid","1990","Saxony","Not Employed","","","",""
"Not paid","1990","Saxony","Employed","","","",""
"Not paid","1990","Saxony-Anhalt","Not Employed","","","",""
"Not paid","1990","Saxony-Anhalt","Employed","","","",""
"Not paid","1990","Thuringia","Not Employed","","","",""
"Not paid","1990","Thuringia","Employed","","","",""
"Acclaimed","1991","Schleswig-Holstein","Not Employed","1","","",""
"Acclaimed","1991","Schleswig-Holstein","Employed","42","0.358008984230847","0.271139628999218","0.444878339462475"
"Acclaimed","1991","Hamburg","Not Employed","","","",""
"Acclaimed","1991","Hamburg","Employed","21","","",""
"Acclaimed","1991","Lower Saxony","Not Employed","1","","",""
"Acclaimed","1991","Lower Saxony","Employed","132","0.341299699369778","0.294949997163989","0.387649401575568"
"Acclaimed","1991","Bremen","Not Employed","","","",""
"Acclaimed","1991","Bremen","Employed","11","","",""
"Acclaimed","1991","North Rhine-Westphalia","Not Employed","3","","",""
"Acclaimed","1991","North Rhine-Westphalia","Employed","239","0.27747957222389","0.248733354659987","0.306225789787793"
"Acclaimed","1991","Hesse","Not Employed","1","","",""
"Acclaimed","1991","Hesse","Employed","135","0.382831292098577","0.335665875683774","0.42999670851338"
"Acclaimed","1991","Rhineland-Palatinate,Saarland","Not Employed","2","","",""
"Acclaimed","1991","Rhineland-Palatinate,Saarland","Employed","68","0.265274728733763","0.211299814880376","0.31924964258715"
"Acclaimed","1991","Baden-Württemberg","Not Employed","2","","",""
"Acclaimed","1991","Baden-Württemberg","Employed","214","0.299198393525426","0.267186306339742","0.33121048071111"
"Acclaimed","1991","Bavaria","Not Employed","1","","",""
"Acclaimed","1991","Bavaria","Employed","230","0.369356526418735","0.332702151484182","0.406010901353288"
"Acclaimed","1991","Berlin","Not Employed","1","","",""
"Acclaimed","1991","Berlin","Employed","60","0.450873269393003","0.367855304187423","0.533891234598583"
"Acclaimed","1991","Brandenburg","Not Employed","","","",""
"Acclaimed","1991","Brandenburg","Employed","","","",""
"Acclaimed","1991","Mecklenburg-Western Pomerania","Not Employed","","","",""
"Acclaimed","1991","Mecklenburg-Western Pomerania","Employed","","","",""
"Acclaimed","1991","Saxony","Not Employed","","","",""
"Acclaimed","1991","Saxony","Employed","","","",""
"Acclaimed","1991","Saxony-Anhalt","Not Employed","","","",""
"Acclaimed","1991","Saxony-Anhalt","Employed","","","",""
"Acclaimed","1991","Thuringia","Not Employed","","","",""
"Acclaimed","1991","Thuringia","Employed","","","",""
"Partly, partly","1991","Schleswig-Holstein","Not Employed","1","","",""
"Partly, partly","1991","Schleswig-Holstein","Employed","19","","",""
"Partly, partly","1991","Hamburg","Not Employed","","","",""
"Partly, partly","1991","Hamburg","Employed","10","","",""
"Partly, partly","1991","Lower Saxony","Not Employed","","","",""
"Partly, partly","1991","Lower Saxony","Employed","58","0.140044793847629","0.106120839991525","0.173968747703734"
"Partly, partly","1991","Bremen","Not Employed","","","",""
"Partly, partly","1991","Bremen","Employed","4","","",""
"Partly, partly","1991","North Rhine-Westphalia","Not Employed","","","",""
"Partly, partly","1991","North Rhine-Westphalia","Employed","116","0.12987359809813","0.108291595304683","0.151455600891577"
"Partly, partly","1991","Hesse","Not Employed","2","","",""
"Partly, partly","1991","Hesse","Employed","80","0.187865737039382","0.149964296526383","0.22576717755238"
"Partly, partly","1991","Rhineland-Palatinate,Saarland","Not Employed","1","","",""
"Partly, partly","1991","Rhineland-Palatinate,Saarland","Employed","39","0.144080404887321","0.101146491679908","0.187014318094733"
"Partly, partly","1991","Baden-Württemberg","Not Employed","1","","",""
"Partly, partly","1991","Baden-Württemberg","Employed","117","0.161763767104045","0.136020678070706","0.187506856137384"
"Partly, partly","1991","Bavaria","Not Employed","2","","",""
"Partly, partly","1991","Bavaria","Employed","103","0.15195878371596","0.124695236473515","0.179222330958404"
"Partly, partly","1991","Berlin","Not Employed","","","",""
"Partly, partly","1991","Berlin","Employed","22","","",""
"Partly, partly","1991","Brandenburg","Not Employed","","","",""
"Partly, partly","1991","Brandenburg","Employed","","","",""
"Partly, partly","1991","Mecklenburg-Western Pomerania","Not Employed","","","",""
"Partly, partly","1991","Mecklenburg-Western Pomerania","Employed","","","",""
"Partly, partly","1991","Saxony","Not Employed","","","",""
"Partly, partly","1991","Saxony","Employed","","","",""
"Partly, partly","1991","Saxony-Anhalt","Not Employed","","","",""
"Partly, partly","1991","Saxony-Anhalt","Employed","","","",""
"Partly, partly","1991","Thuringia","Not Employed","","","",""
"Partly, partly","1991","Thuringia","Employed","","","",""
"Paid","1991","Schleswig-Holstein","Not Employed","2","","",""
"Paid","1991","Schleswig-Holstein","Employed","44","0.365633057546606","0.27836643681097","0.452899678282243"
"Paid","1991","Hamburg","Not Employed","1","","",""
"Paid","1991","Hamburg","Employed","16","","",""
"Paid","1991","Lower Saxony","Not Employed","1","","",""
"Paid","1991","Lower Saxony","Employed","162","0.376701081416024","0.329333448258822","0.424068714573227"
"Paid","1991","Bremen","Not Employed","1","","",""
"Paid","1991","Bremen","Employed","19","","",""
"Paid","1991","North Rhine-Westphalia","Not Employed","9","","",""
"Paid","1991","North Rhine-Westphalia","Employed","426","0.394006472496659","0.362635657199664","0.425377287793654"
"Paid","1991","Hesse","Not Employed","2","","",""
"Paid","1991","Hesse","Employed","142","0.268029161559401","0.225050199509636","0.311008123609166"
"Paid","1991","Rhineland-Palatinate,Saarland","Not Employed","4","","",""
"Paid","1991","Rhineland-Palatinate,Saarland","Employed","115","0.428069769531915","0.367576043505344","0.488563495558486"
"Paid","1991","Baden-Württemberg","Not Employed","8","","",""
"Paid","1991","Baden-Württemberg","Employed","380","0.405649852918179","0.371323025490773","0.439976680345586"
"Paid","1991","Bavaria","Not Employed","4","","",""
"Paid","1991","Bavaria","Employed","247","0.324957035587899","0.289386561286456","0.360527509889342"
"Paid","1991","Berlin","Not Employed","2","","",""
"Paid","1991","Berlin","Employed","36","0.252244539911661","0.179784389464617","0.324704690358705"
"Paid","1991","Brandenburg","Not Employed","","","",""
"Paid","1991","Brandenburg","Employed","","","",""
"Paid","1991","Mecklenburg-Western Pomerania","Not Employed","","","",""
"Paid","1991","Mecklenburg-Western Pomerania","Employed","","","",""
"Paid","1991","Saxony","Not Employed","","","",""
"Paid","1991","Saxony","Employed","","","",""
"Paid","1991","Saxony-Anhalt","Not Employed","","","",""
"Paid","1991","Saxony-Anhalt","Employed","","","",""
"Paid","1991","Thuringia","Not Employed","","","",""
"Paid","1991","Thuringia","Employed","","","",""
"Not paid","1991","Schleswig-Holstein","Not Employed","","","",""
"Not paid","1991","Schleswig-Holstein","Employed","12","","",""
"Not paid","1991","Hamburg","Not Employed","","","",""
"Not paid","1991","Hamburg","Employed","14","","",""
"Not paid","1991","Lower Saxony","Not Employed","1","","",""
"Not paid","1991","Lower Saxony","Employed","50","0.141954425366568","0.10783790653546","0.176070944197676"
"Not paid","1991","Bremen","Not Employed","1","","",""
"Not paid","1991","Bremen","Employed","1","","",""
"Not paid","1991","North Rhine-Westphalia","Not Employed","2","","",""
"Not paid","1991","North Rhine-Westphalia","Employed","151","0.198640357181321","0.173025755182477","0.224254959180165"
"Not paid","1991","Hesse","Not Employed","1","","",""
"Not paid","1991","Hesse","Employed","51","0.161273809302641","0.125586809869129","0.196960808736152"
"Not paid","1991","Rhineland-Palatinate,Saarland","Not Employed","","","",""
"Not paid","1991","Rhineland-Palatinate,Saarland","Employed","35","0.162575096847001","0.117464198490326","0.207685995203676"
"Not paid","1991","Baden-Württemberg","Not Employed","1","","",""
"Not paid","1991","Baden-Württemberg","Employed","75","0.13338798645235","0.109619171530669","0.157156801374031"
"Not paid","1991","Bavaria","Not Employed","1","","",""
"Not paid","1991","Bavaria","Employed","86","0.153727654277407","0.126334499505393","0.18112080904942"
"Not paid","1991","Berlin","Not Employed","","","",""
"Not paid","1991","Berlin","Employed","20","","",""
"Not paid","1991","Brandenburg","Not Employed","","","",""
"Not paid","1991","Brandenburg","Employed","","","",""
"Not paid","1991","Mecklenburg-Western Pomerania","Not Employed","","","",""
"Not paid","1991","Mecklenburg-Western Pomerania","Employed","","","",""
"Not paid","1991","Saxony","Not Employed","","","",""
"Not paid","1991","Saxony","Employed","","","",""
"Not paid","1991","Saxony-Anhalt","Not Employed","","","",""
"Not paid","1991","Saxony-Anhalt","Employed","","","",""
"Not paid","1991","Thuringia","Not Employed","","","",""
"Not paid","1991","Thuringia","Employed","","","",""
"Acclaimed","1992","Schleswig-Holstein","Not Employed","","","",""
"Acclaimed","1992","Schleswig-Holstein","Employed","33","0.306858825232093","0.220673781464424","0.393043868999761"
"Acclaimed","1992","Hamburg","Not Employed","","","",""
"Acclaimed","1992","Hamburg","Employed","24","","",""
"Acclaimed","1992","Lower Saxony","Not Employed","1","","",""
"Acclaimed","1992","Lower Saxony","Employed","147","0.39905431661551","0.35088322876599","0.447225404465029"
"Acclaimed","1992","Bremen","Not Employed","1","","",""
"Acclaimed","1992","Bremen","Employed","11","","",""
"Acclaimed","1992","North Rhine-Westphalia","Not Employed","4","","",""
"Acclaimed","1992","North Rhine-Westphalia","Employed","239","0.298273730360667","0.268726985209056","0.327820475512277"
"Acclaimed","1992","Hesse","Not Employed","","","",""
"Acclaimed","1992","Hesse","Employed","128","0.399301879643754","0.348569481572682","0.450034277714826"
"Acclaimed","1992","Rhineland-Palatinate,Saarland","Not Employed","","","",""
"Acclaimed","1992","Rhineland-Palatinate,Saarland","Employed","64","0.286013187744853","0.227989108870432","0.344037266619275"
"Acclaimed","1992","Baden-Württemberg","Not Employed","6","","",""
"Acclaimed","1992","Baden-Württemberg","Employed","222","0.322373406759514","0.289012546336099","0.355734267182929"
"Acclaimed","1992","Bavaria","Not Employed","4","","",""
"Acclaimed","1992","Bavaria","Employed","242","0.370354211672794","0.334112166364655","0.406596256980934"
"Acclaimed","1992","Berlin","Not Employed","","","",""
"Acclaimed","1992","Berlin","Employed","105","0.386614057902217","0.328635264156226","0.444592851648207"
"Acclaimed","1992","Brandenburg","Not Employed","","","",""
"Acclaimed","1992","Brandenburg","Employed","108","0.364945262627978","0.308456061281358","0.421434463974598"
"Acclaimed","1992","Mecklenburg-Western Pomerania","Not Employed","5","","",""
"Acclaimed","1992","Mecklenburg-Western Pomerania","Employed","65","0.387396626610996","0.312838707874946","0.461954545347046"
"Acclaimed","1992","Saxony","Not Employed","","","",""
"Acclaimed","1992","Saxony","Employed","191","0.388856077064972","0.345780437564549","0.431931716565395"
"Acclaimed","1992","Saxony-Anhalt","Not Employed","1","","",""
"Acclaimed","1992","Saxony-Anhalt","Employed","126","0.34874586691973","0.296529953112995","0.400961780726466"
"Acclaimed","1992","Thuringia","Not Employed","3","","",""
"Acclaimed","1992","Thuringia","Employed","122","0.406405893267023","0.349080330666579","0.463731455867466"
"Partly, partly","1992","Schleswig-Holstein","Not Employed","","","",""
"Partly, partly","1992","Schleswig-Holstein","Employed","24","","",""
"Partly, partly","1992","Hamburg","Not Employed","","","",""
"Partly, partly","1992","Hamburg","Employed","12","","",""
"Partly, partly","1992","Lower Saxony","Not Employed","","","",""
"Partly, partly","1992","Lower Saxony","Employed","72","0.175571895560254","0.138147333169623","0.212996457950884"
"Partly, partly","1992","Bremen","Not Employed","","","",""
"Partly, partly","1992","Bremen","Employed","6","","",""
"Partly, partly","1992","North Rhine-Westphalia","Not Employed","2","","",""
"Partly, partly","1992","North Rhine-Westphalia","Employed","119","0.131487155070039","0.109662466094796","0.153311844045283"
"Partly, partly","1992","Hesse","Not Employed","","","",""
"Partly, partly","1992","Hesse","Employed","70","0.204148027934821","0.162394293891509","0.245901761978133"
"Partly, partly","1992","Rhineland-Palatinate,Saarland","Not Employed","","","",""
"Partly, partly","1992","Rhineland-Palatinate,Saarland","Employed","39","0.188336399029475","0.138133904557153","0.238538893501797"
"Partly, partly","1992","Baden-Württemberg","Not Employed","2","","",""
"Partly, partly","1992","Baden-Württemberg","Employed","127","0.175803687068609","0.14863355550716","0.202973818630058"
"Partly, partly","1992","Bavaria","Not Employed","","","",""
"Partly, partly","1992","Bavaria","Employed","124","0.16691916697696","0.138932409824692","0.194905924129228"
"Partly, partly","1992","Berlin","Not Employed","","","",""
"Partly, partly","1992","Berlin","Employed","41","0.163418369843198","0.119396544686001","0.207440195000395"
"Partly, partly","1992","Brandenburg","Not Employed","","","",""
"Partly, partly","1992","Brandenburg","Employed","47","0.159214421980014","0.116282550711861","0.202146293248167"
"Partly, partly","1992","Mecklenburg-Western Pomerania","Not Employed","1","","",""
"Partly, partly","1992","Mecklenburg-Western Pomerania","Employed","16","","",""
"Partly, partly","1992","Saxony","Not Employed","","","",""
"Partly, partly","1992","Saxony","Employed","99","0.194625162986835","0.159641598121357","0.229608727852312"
"Partly, partly","1992","Saxony-Anhalt","Not Employed","2","","",""
"Partly, partly","1992","Saxony-Anhalt","Employed","47","0.166277879494423","0.125483436958309","0.207072322030537"
"Partly, partly","1992","Thuringia","Not Employed","1","","",""
"Partly, partly","1992","Thuringia","Employed","43","0.171505167924109","0.127509790851806","0.215500544996413"
"Paid","1992","Schleswig-Holstein","Not Employed","","","",""
"Paid","1992","Schleswig-Holstein","Employed","41","0.370356485916485","0.2801144067539","0.46059856507907"
"Paid","1992","Hamburg","Not Employed","","","",""
"Paid","1992","Hamburg","Employed","11","","",""
"Paid","1992","Lower Saxony","Not Employed","2","","",""
"Paid","1992","Lower Saxony","Employed","140","0.313577170277815","0.267939768040084","0.359214572515546"
"Paid","1992","Bremen","Not Employed","","","",""
"Paid","1992","Bremen","Employed","13","","",""
"Paid","1992","North Rhine-Westphalia","Not Employed","6","","",""
"Paid","1992","North Rhine-Westphalia","Employed","414","0.382332579781591","0.350948002989329","0.413717156573853"
"Paid","1992","Hesse","Not Employed","","","",""
"Paid","1992","Hesse","Employed","108","0.245723967135298","0.201128009837734","0.290319924432863"
"Paid","1992","Rhineland-Palatinate,Saarland","Not Employed","1","","",""
"Paid","1992","Rhineland-Palatinate,Saarland","Employed","104","0.41171876361768","0.348526638788298","0.474910888447061"
"Paid","1992","Baden-Württemberg","Not Employed","","","",""
"Paid","1992","Baden-Württemberg","Employed","332","0.375446528512049","0.34088274486839","0.410010312155709"
"Paid","1992","Bavaria","Not Employed","2","","",""
"Paid","1992","Bavaria","Employed","226","0.304741922898088","0.270196140988485","0.339287704807692"
"Paid","1992","Berlin","Not Employed","2","","",""
"Paid","1992","Berlin","Employed","76","0.268909254334947","0.216119217739386","0.321699290930508"
"Paid","1992","Brandenburg","Not Employed","","","",""
"Paid","1992","Brandenburg","Employed","74","0.27596106768338","0.223510419772946","0.328411715593813"
"Paid","1992","Mecklenburg-Western Pomerania","Not Employed","","","",""
"Paid","1992","Mecklenburg-Western Pomerania","Employed","52","0.366780423370144","0.293022886123058","0.44053796061723"
"Paid","1992","Saxony","Not Employed","1","","",""
"Paid","1992","Saxony","Employed","114","0.22825441209177","0.191168223043222","0.265340601140318"
"Paid","1992","Saxony-Anhalt","Not Employed","1","","",""
"Paid","1992","Saxony-Anhalt","Employed","92","0.307353897303309","0.256800754335221","0.357907040271398"
"Paid","1992","Thuringia","Not Employed","","","",""
"Paid","1992","Thuringia","Employed","73","0.254569715291524","0.203726802685784","0.305412627897264"
"Not paid","1992","Schleswig-Holstein","Not Employed","","","",""
"Not paid","1992","Schleswig-Holstein","Employed","12","","",""
"Not paid","1992","Hamburg","Not Employed","","","",""
"Not paid","1992","Hamburg","Employed","4","","",""
"Not paid","1992","Lower Saxony","Not Employed","2","","",""
"Not paid","1992","Lower Saxony","Employed","38","0.111796617546422","0.080799352201748","0.142793882891095"
"Not paid","1992","Bremen","Not Employed","","","",""
"Not paid","1992","Bremen","Employed","6","","",""
"Not paid","1992","North Rhine-Westphalia","Not Employed","","","",""
"Not paid","1992","North Rhine-Westphalia","Employed","149","0.187906534787703","0.162677988543604","0.213135081031803"
"Not paid","1992","Hesse","Not Employed","","","",""
"Not paid","1992","Hesse","Employed","52","0.150826125286126","0.113754367665054","0.187897882907199"
"Not paid","1992","Rhineland-Palatinate,Saarland","Not Employed","1","","",""
"Not paid","1992","Rhineland-Palatinate,Saarland","Employed","26","","",""
"Not paid","1992","Baden-Württemberg","Not Employed","","","",""
"Not paid","1992","Baden-Württemberg","Employed","73","0.126376377659827","0.102659497786142","0.150093257533513"
"Not paid","1992","Bavaria","Not Employed","2","","",""
"Not paid","1992","Bavaria","Employed","90","0.157984698452157","0.130611634732461","0.185357762171853"
"Not paid","1992","Berlin","Not Employed","1","","",""
"Not paid","1992","Berlin","Employed","49","0.181058317919639","0.135212558154342","0.226904077684936"
"Not paid","1992","Brandenburg","Not Employed","","","",""
"Not paid","1992","Brandenburg","Employed","50","0.199879247708628","0.152953888066848","0.246804607350409"
