"ple0053","year","bula_h","migback","n","percent","lower_confidence","upper_confidence","value"
"No","1988","Bremen","direct migration background","16","","","","2"
"No","1988","Bremen","indirect migration background","1","","","","2"
"No","1988","North Rhine-Westphalia","no migration background","1687","0.872262588789073","0.857386028236725","0.887139149341421","2"
"No","1988","Hesse","no migration background","533","0.888160788052388","0.862942516750638","0.913379059354137","2"
"No","1988","Hesse","indirect migration background","21","","","","2"
"No","1988","Rhineland-Palatinate,Saarland","direct migration background","113","0.866879122341031","0.808257802284226","0.925500442397836","2"
"No","1988","Rhineland-Palatinate,Saarland","indirect migration background","9","","","","2"
"No","1988","Baden-Württemberg","no migration background","969","0.874965667977903","0.855490179639893","0.894441156315913","2"
"No","1988","Baden-Württemberg","direct migration background","662","0.915126979389789","0.894882439514725","0.935371519264854","2"
"No","1988","Hamburg","indirect migration background","4","","","","2"
"No","1988","Lower Saxony","no migration background","763","0.870466167066913","0.848140432401178","0.892791901732648","2"
"No","1988","Baden-Württemberg","indirect migration background","53","0.957246494313906","0.905183175110413","1.0093098135174","2"
"No","1988","Bavaria","no migration background","1085","0.861638438470107","0.842466795627","0.880810081313214","2"
"No","1988","Bavaria","direct migration background","322","0.882217688809403","0.849148040562529","0.915287337056276","2"
"No","1988","Bavaria","indirect migration background","37","0.885203250597587","0.788795990311602","0.981610510883572","2"
"No","1988","Berlin","no migration background","202","0.885986591144193","0.844822181652203","0.927151000636183","2"
"No","1988","Berlin","direct migration background","95","0.942653591964598","0.897309931375918","0.987997252553278","2"
"No","1988","Berlin","indirect migration background","5","","","","2"
"No","1988","Brandenburg","no migration background","","","","","2"
"No","1988","Brandenburg","direct migration background","","","","","2"
"No","1988","Brandenburg","indirect migration background","","","","","2"
"No","1988","Saxony","no migration background","","","","","2"
"No","1988","Mecklenburg-Western Pomerania","no migration background","","","","","2"
"No","1988","Mecklenburg-Western Pomerania","direct migration background","","","","","2"
"No","1988","Mecklenburg-Western Pomerania","indirect migration background","","","","","2"
"No","1988","Saxony","direct migration background","","","","","2"
"No","1988","Saxony","indirect migration background","","","","","2"
"No","1988","Saxony-Anhalt","no migration background","","","","","2"
"No","1988","Saxony-Anhalt","direct migration background","","","","","2"
"No","1988","Saxony-Anhalt","indirect migration background","","","","","2"
"No","1988","Thuringia","no migration background","","","","","2"
"No","1988","Thuringia","direct migration background","","","","","2"
"No","1988","Thuringia","indirect migration background","","","","","2"
"Yes","1988","Hesse","indirect migration background","","","","","1"
"Yes","1988","Rhineland-Palatinate,Saarland","no migration background","77","0.135379324073557","0.107981021412008","0.162777626735105","1"
"Yes","1988","Rhineland-Palatinate,Saarland","direct migration background","16","","","","1"
"Yes","1988","Rhineland-Palatinate,Saarland","indirect migration background","","","","","1"
"Yes","1988","Baden-Württemberg","no migration background","139","0.125034332022097","0.105558843684087","0.144509820360107","1"
"Yes","1988","Baden-Württemberg","direct migration background","66","0.0848730206102109","0.0646284807351466","0.105117560485275","1"
"Yes","1988","Baden-Württemberg","indirect migration background","5","","","","1"
"Yes","1988","Bavaria","no migration background","161","0.138361561529893","0.119189918686786","0.157533204373","1"
"Yes","1988","Bavaria","direct migration background","43","0.117782311190597","0.0847126629437235","0.150851959437471","1"
"Yes","1988","Bavaria","indirect migration background","5","","","","1"
"Yes","1988","Berlin","no migration background","27","","","","1"
"Yes","1988","Berlin","direct migration background","6","","","","1"
"Yes","1988","Berlin","indirect migration background","1","","","","1"
"Yes","1988","Schleswig-Holstein","no migration background","35","0.119945897573623","0.0815460828147721","0.158345712332474","1"
"Yes","1988","Schleswig-Holstein","direct migration background","4","","","","1"
"Yes","1988","Schleswig-Holstein","indirect migration background","1","","","","1"
"Yes","1988","Hamburg","no migration background","18","","","","1"
"Yes","1988","Hamburg","direct migration background","7","","","","1"
"Yes","1988","Hamburg","indirect migration background","","","","","1"
"Yes","1988","Lower Saxony","no migration background","106","0.129533832933087","0.107208098267352","0.151859567598822","1"
"Yes","1988","Lower Saxony","direct migration background","29","","","","1"
"Yes","1988","Lower Saxony","indirect migration background","","","","","1"
"Yes","1988","Bremen","no migration background","8","","","","1"
"Yes","1988","Bremen","direct migration background","3","","","","1"
"Yes","1988","Bremen","indirect migration background","1","","","","1"
"Yes","1988","North Rhine-Westphalia","no migration background","247","0.127737411210927","0.112860850658579","0.142613971763275","1"
"Yes","1988","North Rhine-Westphalia","direct migration background","90","0.129652615013699","0.104678354167126","0.154626875860272","1"
"Yes","1988","North Rhine-Westphalia","indirect migration background","7","","","","1"
"Yes","1988","Hesse","no migration background","67","0.111839211947612","0.0866209406458628","0.137057483249362","1"
"Yes","1988","Hesse","direct migration background","39","0.103842787994098","0.0732515761519203","0.134433999836276","1"
"Yes","1988","Brandenburg","no migration background","","","","","1"
"Yes","1988","Brandenburg","direct migration background","","","","","1"
"Yes","1988","Brandenburg","indirect migration background","","","","","1"
"Yes","1988","Mecklenburg-Western Pomerania","no migration background","","","","","1"
"Yes","1988","Mecklenburg-Western Pomerania","direct migration background","","","","","1"
"Yes","1988","Mecklenburg-Western Pomerania","indirect migration background","","","","","1"
"Yes","1988","Saxony","no migration background","","","","","1"
"Yes","1988","Saxony","direct migration background","","","","","1"
"Yes","1988","Saxony","indirect migration background","","","","","1"
"Yes","1988","Saxony-Anhalt","no migration background","","","","","1"
"Yes","1988","Saxony-Anhalt","direct migration background","","","","","1"
"Yes","1988","Saxony-Anhalt","indirect migration background","","","","","1"
"Yes","1988","Thuringia","no migration background","","","","","1"
"Yes","1988","Thuringia","direct migration background","","","","","1"
"Yes","1988","Thuringia","indirect migration background","","","","","1"
"No","1989","Schleswig-Holstein","no migration background","226","0.864730739800469","0.823238407858115","0.906223071742823","2"
"No","1989","Schleswig-Holstein","direct migration background","34","0.83374217082069","0.718363632560236","0.949120709081144","2"
"No","1989","Schleswig-Holstein","indirect migration background","2","","","","2"
"No","1989","Hamburg","no migration background","128","0.902621767319095","0.854029863189618","0.951213671448573","2"
"No","1989","Hamburg","direct migration background","46","0.96109099881138","0.906946124845473","1.01523587277729","2"
"No","1989","North Rhine-Westphalia","direct migration background","601","0.911478064836512","0.890081092894648","0.932875036778375","2"
"No","1989","North Rhine-Westphalia","indirect migration background","70","0.940447069509679","0.887587761212403","0.993306377806956","2"
"No","1989","Hesse","direct migration background","330","0.901079702716986","0.870366925571733","0.93179247986224","2"
"No","1989","Rhineland-Palatinate,Saarland","no migration background","495","0.889686481635549","0.863785704365784","0.915587258905314","2"
"No","1989","Hamburg","indirect migration background","3","","","","2"
"No","1989","Lower Saxony","no migration background","702","0.8330047349878","0.807538760547119","0.858470709428481","2"
"No","1989","Lower Saxony","direct migration background","135","0.86260580859528","0.808926128012945","0.916285489177616","2"
"No","1989","Lower Saxony","indirect migration background","14","","","","2"
"No","1989","Bremen","no migration background","74","0.855604330054686","0.780881691313786","0.930326968795586","2"
"No","1989","Bremen","direct migration background","17","","","","2"
"No","1989","Bremen","indirect migration background","1","","","","2"
"No","1989","North Rhine-Westphalia","no migration background","1645","0.878783612599557","0.863986905280482","0.893580319918633","2"
"No","1989","Hesse","no migration background","531","0.871264758449382","0.844687696207531","0.897841820691233","2"
"No","1989","Hesse","indirect migration background","22","","","","2"
"No","1989","Rhineland-Palatinate,Saarland","direct migration background","105","0.878834258259872","0.820449312693341","0.937219203826404","2"
"No","1989","Rhineland-Palatinate,Saarland","indirect migration background","10","","","","2"
"No","1989","Baden-Württemberg","no migration background","921","0.870704051616223","0.850438349900337","0.890969753332109","2"
"No","1989","Baden-Württemberg","direct migration background","622","0.879598507894232","0.855525092406585","0.903671923381879","2"
"No","1989","Baden-Württemberg","indirect migration background","57","0.868888973887092","0.785543970705177","0.952233977069008","2"
